ERR1913308.242__1.242	28117__B0MUR5__BHV66_03900
ERR1913308.1756213__1.1756213	39491__D4JMW8__ERS852497_01971
ERR1913308.1756209__1.1756209	166486__D4KWN4__ERS852572_01865
ERR1913308.1756241__1.1756241	246787__E2NCX3__HMPREF1062_01637
ERR1913308.1756362__1.1756362	1535__A7VRY3__CH238_12035
ERR1913308.1756535__1.1756535	1263005__R6FJE0__BN497_01606
ERR1913308.1756685__1.1756685	39485__A0A174ZLH6__EUBELI_01564
ERR1913308.1756756__1.1756756	1308__R5ZXP1__Y016_06445
ERR1913308.1757127__1.1757127	820__I9J701__ERS852510_01809
ERR1913308.1757206__1.1757206	46228__V8BLL4__HMPREF1202_02582
ERR1913308.1757229__1.1757229	853__A0A174C5M1__CGS58_04460
ERR1913308.1757426__1.1757426	820__A0A374Q854__HMPREF1073_03281
ERR1913308.1757530__1.1757530	39491__A0A2U2EKL1__ERS852580_00911
ERR1913308.1757495__1.1757495	820__A0A396EXA7__DXB37_15530
ERR1913308.1757514__1.1757514	820__A0A139KJ23__celCCA
ERR1913308.1757730__1.1757730	626929__F3PLK4__B5F97_09735
ERR1913308.1758197__1.1758197	1105031__J1H3W2__HMPREF1141_2783
ERR1913308.1758413__1.1758413	328814__GCA_004558275.1_00288
ERR1913308.1758441__1.1758441	1160721__R6TH97__BHW50_04165
ERR1913308.1758653__1.1758653	166486__D4KYC3__ROSINTL182_05485
ERR1913308.1758748__1.1758748	384638__B7APR1__BACPEC_00667
ERR1913308.1758775__1.1758775	39491__A0A395V297__EUR_01010
ERR1913308.1758863__1.1758863	291644__I9HP97__HMPREF1532_00061
ERR1913308.1758962__1.1758962	626940__E8LCB1__BHW43_07535
ERR1913308.1759413__1.1759413	1262930__R6AVG7__BN693_02115
ERR1913308.1759609__1.1759609	1262753__R5BCD8__BN813_02149
ERR1913308.1759774__1.1759774	29361__B6FKH5__CLONEX_00621
ERR1913308.1759893__1.1759893	28117__R7JPX7__BHV66_00900
ERR1913308.1760038__1.1760038	820__A0A174M9V5__M093_0237
ERR1913308.1760090__1.1760090	301302__R5VGE0__ERS852420_00121
ERR1913308.1760627__1.1760627	821__A0A3E4HP25__SAMN04487923_102450
ERR1913308.1760652__1.1760652	853__A0A174BZY1__xerD_1
ERR1913308.1761092__1.1761092	394340__ndk
ERR1913308.1761177__1.1761177	820__A0A174M9V5__M093_0237
ERR1913308.1761329__1.1761329	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913308.1761473__1.1761473	166486__D4L3V9__ROSINTL182_07680
ERR1913308.1761567__1.1761567	166486__C7GCP5__ROSINTL182_07683
ERR1913308.1761588__1.1761588	1150298__R7JNU0__nagK
ERR1913308.1762010__1.1762010	166486__D4L457__ROSINTL182_07087
ERR1913308.1762062__1.1762062	40518__R5DW64__RBL236_01394
ERR1913308.1762078__1.1762078	39491__A0A173RA59__EUR_24800
ERR1913308.1762226__1.1762226	820__A0A139KH21__DXC80_01780
ERR1913308.1762581__1.1762581	1897011__A0A1Q6RI93__BHW41_01175
ERR1913308.1762668__1.1762668	214851__D1PSM7__SUBVAR_07410
ERR1913308.1762793__1.1762793	166486__D4KWN4__ERS852572_01865
ERR1913308.1763026__1.1763026	39491__A0A396FEV5__EUR_24750
ERR1913308.1763082__1.1763082	40518__R5DQR9__DXD83_00030
ERR1913308.1763183__1.1763183	820__A0A139KEW8__DXB64_06405
ERR1913308.1763235__1.1763235	216816__A0A061M1M5__HMPREF0177_01046
ERR1913308.1763340__1.1763340	1262753__R5B1J6__BN813_01319
ERR1913308.1763416__1.1763416	28118__F9Z857__DER54_07670
ERR1913308.1763439__1.1763439	1262753__R5BCD8__BN813_02149
ERR1913308.1763493__1.1763493	40518__R5E5I9__yvhJ_2
ERR1913308.1763660__1.1763660	626929__F3PL51__B5F97_10425
ERR1913308.1763703__1.1763703	818__A0A3E5HWN5__BSIG_3066
ERR1913308.1763756__1.1763756	246787__A0A0P0GG22__BACCELL_01899
ERR1913308.1763794__1.1763794	39491__C4ZC33__DXC13_11585
ERR1913308.1763908__1.1763908	1262753__R5B0D6__BN813_01004
ERR1913308.1764051__1.1764051	46228__V8C6B2__DXD17_09805
ERR1913308.1764303__1.1764303	1262753__R5BCD8__BN813_02149
ERR1913308.1764323__1.1764323	853__A0A173XRA8__CGS56_09290
ERR1913308.1764455__1.1764455	166486__A0A173RAP7__ROSINTL182_07969
ERR1913308.1764679__1.1764679	28116__C3QMW5__M089_4133
ERR1913308.1764790__1.1764790	823__A6LDT7__CEQ22_002595
ERR1913308.1764832__1.1764832	166486__D4KUL4__pemA
ERR1913308.1764906__1.1764906	46228__V8CB83__RUMLAC_02479
ERR1913308.1765106__1.1765106	28117__R7JJM9__ALIPUT_00662
ERR1913308.1765176__1.1765176	40518__R5DY98__mepA_5
ERR1913308.1765188__1.1765188	1262753__R5B2M4__BN813_00702
ERR1913308.1765197__1.1765197	853__D4KAK8__C4N21_13380
ERR1913308.1765274__1.1765274	821__I9R3W6__DXC16_12455
ERR1913308.1765408__1.1765408	166486__C7GE31__ganB_3
ERR1913308.1765493__1.1765493	820__A7VAS1__HMPREF2141_03259
ERR1913308.1765661__1.1765661	39491__C4ZAT2__ERE_28440
ERR1913308.1765764__1.1765764	821__R9HFW2__DXD01_00365
ERR1913308.1765703__1.1765703	1160721__W0U274__RBI_I00073
ERR1913308.1765712__1.1765712	40518__R5DUG7__sbcC
ERR1913308.1765725__1.1765725	371601__A0A139LNL6__ERS852396_04350
ERR1913308.1765829__1.1765829	166486__D4L2T9__lytM
ERR1913308.1766025__1.1766025	820__A0A139KHD8__ERS417307_00569
ERR1913308.1766091__1.1766091	853__A0A173XRA8__CGS56_09290
ERR1913308.1766299__1.1766299	39485__A0A174ZTY8__ycfH
ERR1913308.1766566__1.1766566	853__A0A2A7B1Y7__C7K05_11930
ERR1913308.1766656__1.1766656	39486__G1WMX5__HMPREF9457_00476
ERR1913308.1766660__1.1766660	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913308.1766612__1.1766612	821__A0A396F9T7__M097_3427
ERR1913308.1766615__1.1766615	39491__D4JMW8__ERS852497_01971
ERR1913308.1766782__1.1766782	853__A0A173T6P2__DWZ46_14595
ERR1913308.1767059__1.1767059	39491__A0A395V0H3__ERS852417_01192
ERR1913308.1767185__1.1767185	823__A0A174WTX5__DD466_11965
ERR1913308.1767255__1.1767255	40518__R5E4E8__phoR_4
ERR1913308.1767267__1.1767267	165179__D1PEQ5__PREVCOP_05711
ERR1913308.1767284__1.1767284	821__U6RDC2__DXD46_15675
ERR1913308.1767314__1.1767314	418240__A0A174M9G4__ERS852523_01208
ERR1913308.1767379__1.1767379	820__A0A3E4VZT7__DXB48_16145
ERR1913308.1767409__1.1767409	1262753__R5BCD8__BN813_02149
ERR1913308.1767619__1.1767619	384639__GCA_003096855.1_00973
ERR1913308.1767650__1.1767650	626940__E8LC93__DCQ00_09725
ERR1913308.1767766__1.1767766	823__A0A355XF06__B5F32_11480
ERR1913308.1768015__1.1768015	39491__A0A395UZZ5__htpG_1
ERR1913308.1768144__1.1768144	471189__GCA_003340385.1_00305
ERR1913308.1768150__1.1768150	39491__A0A395ZM93__DXD13_03490
ERR1913308.1768093__1.1768093	820__A0A139K4T0__ERS852510_03146
ERR1913308.1768236__1.1768236	820__A7VAS1__HMPREF2141_03259
ERR1913308.1768296__1.1768296	246787__A0A3D6AVT6__BACCELL_02130
ERR1913308.1768566__1.1768566	39485__C4Z6N2__EUBELI_20479
ERR1913308.1768670__1.1768670	820__A0A139KEW8__DXB64_06405
ERR1913308.1768699__1.1768699	39491__A0A174EQV2__DXB69_10230
ERR1913308.1768755__1.1768755	384638__B7AN60__BACPEC_00112
ERR1913308.1768830__1.1768830	418240__A0A174R660__rluD_1
ERR1913308.1768784__1.1768784	39491__A0A395ZDC6__addB
ERR1913308.1768979__1.1768979	1262753__R5B7Q8__BN813_00846
ERR1913308.1769072__1.1769072	820__A0A139JY23__B5G17_06330
ERR1913308.1769159__1.1769159	328812__A0A0F5J9M6__HMPREF1076_05136
ERR1913308.1769299__1.1769299	39491__A0A173U130__ERE_16110
ERR1913308.1769461__1.1769461	39486__R6SMY9__DXD82_06000
ERR1913308.1769437__1.1769437	39491__D4JMW8__ERS852497_01971
ERR1913308.1769438__1.1769438	820__A0A396EUU8__luxQ_3
ERR1913308.1769536__1.1769536	820__A0A3E4GA19__SAMN05444418_10562
ERR1913308.1769672__1.1769672	853__E2ZGD9__C7J97_11715
ERR1913308.1769691__1.1769691	39491__R6UMS6__DXD13_07035
ERR1913308.1769803__1.1769803	820__A0A174CK74__DXB48_07060
ERR1913308.1769920__1.1769920	40518__A0A2N0UUY0__DXD83_02620
ERR1913308.1769925__1.1769925	1263000__R5EI35__BN466_01649
ERR1913308.1770157__1.1770157	28118__R6FBE6__DHW44_11635
ERR1913308.1770251__1.1770251	39485__A0A174ZA72__glgB_1
ERR1913308.1770297__1.1770297	1160721__R6U983__RBI_I00047
ERR1913308.1770311__1.1770311	820__A0A173YYG4__evgS_3
ERR1913308.1770604__1.1770604	384638__B7APR0__BACPEC_00666
ERR1913308.1770661__1.1770661	1262930__R6AVG7__BN693_02115
ERR1913308.1770717__1.1770717	820__A0A078S569__gmhB
ERR1913308.1770923__1.1770923	39491__A0A395ZG74__licR
ERR1913308.1771332__1.1771332	28117__B0MUT8__ALIPUT_00879
ERR1913308.1771385__1.1771385	28052__A0A174KY36__mepA_13
ERR1913308.1771465__1.1771465	1262886__R6Q8P9__BN563_00324
ERR1913308.1771646__1.1771646	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913308.1771770__1.1771770	357276__B6VYT9__HMPREF1063_05030
ERR1913308.1771842__1.1771842	46228__V8CAV6__addA
ERR1913308.1771979__1.1771979	821__I9R3W6__DXC16_12455
ERR1913308.1772059__1.1772059	820__A0A3E4PYB0__yejM
ERR1913308.1772395__1.1772395	39485__A0A174YW66__ERS852490_03040
ERR1913308.1772492__1.1772492	1263044__GCA_000433375.1_02966
ERR1913308.1772552__1.1772552	552398__F4XCR9__HMPREF0866_01636
ERR1913308.1772672__1.1772672	853__A0A173XRA8__CGS56_09290
ERR1913308.1772725__1.1772725	1262743__R5C054__BN727_01980
ERR1913308.1772769__1.1772769	446660__GCA_003428235.1_00799
ERR1913308.1773048__1.1773048	1160721__W0U3K9__BHW50_11040
ERR1913308.1773069__1.1773069	166486__A0A173VSA0__ROSINTL182_06124
ERR1913308.1773114__1.1773114	626929__F3PF96__B5F24_01800
ERR1913308.1773339__1.1773339	166486__D4KVN3__ERS852572_03944
ERR1913308.1773372__1.1773372	626929__F3PF45__B5F24_16795
ERR1913308.1773539__1.1773539	626929__F3PER7__B5F24_11615
ERR1913308.1773579__1.1773579	371601__D7J0R3__SAMN04487924_11751
ERR1913308.1774082__1.1774082	853__A0A173XRA8__CGS56_09290
ERR1913308.1774243__1.1774243	39491__D4JM76__DXC13_02150
ERR1913308.1774526__1.1774526	166486__D4L458__ROSINTL182_07088
ERR1913308.1774532__1.1774532	820__A0A3E4G3J9__ERS852459_02265
ERR1913308.1774554__1.1774554	384639__GCA_003096855.1_02232
ERR1913308.1774558__1.1774558	28117__B0MXR1__BHV66_08035
ERR1913308.1774750__1.1774750	820__A0A3E4XM43__DXC91_13960
ERR1913308.1774840__1.1774840	821__A0A396FEL8__C5Z04_06030
ERR1913308.1775102__1.1775102	394340__group_3267
ERR1913308.1775068__1.1775068	820__A7VAR9__ERS852421_00197
ERR1913308.1775079__1.1775079	552398__F4XCQ4__HMPREF0866_01621
ERR1913308.1775170__1.1775170	39491__A0A395ZDC6__addB
ERR1913308.1775205__1.1775205	39491__A0A395ZKJ0__DXD13_11010
ERR1913308.1775260__1.1775260	46228__B5CKX6__RUMLAC_00090
ERR1913308.1775299__1.1775299	46228__V8CE19__DXD17_01950
ERR1913308.1775380__1.1775380	556259__I0PXW0__BSGG_5187
ERR1913308.1775625__1.1775625	626929__A0A1Y4JTW9__B5F97_02770
ERR1913308.1775689__1.1775689	1628085__A0A374VTN8__C7386_104135
ERR1913308.1775797__1.1775797	328814__GCA_004558275.1_00078
ERR1913308.1775984__1.1775984	39491__D6E118__DXB69_05765
ERR1913308.1776084__1.1776084	39491__A0A395ZHW3__ERS852417_01359
ERR1913308.1776068__1.1776068	39491__A0A396FUZ3__phoR_1
ERR1913308.1776294__1.1776294	1262753__R5B6I2__BN813_00596
ERR1913308.1776341__1.1776341	820__A0A3E4WCX3__C801_02709
ERR1913308.1776472__1.1776472	853__A0A174BZY1__xerD_1
ERR1913308.1776532__1.1776532	1262777__R5VMT6__BN512_00611
ERR1913308.1776557__1.1776557	165179__D1PEQ5__PREVCOP_05711
ERR1913308.1776626__1.1776626	649756__A0A173SZT9__ptsG_1
ERR1913308.1776889__1.1776889	626929__F3PJ28__B5F24_03465
ERR1913308.1777032__1.1777032	820__A0A374Q4X1__HMPREF2141_02370
ERR1913308.1777015__1.1777015	40518__R5DWH8__DXD86_04530
ERR1913308.1777308__1.1777308	39491__A0A395UUN5__EUBREC_0291
ERR1913308.1777475__1.1777475	214856__I3YPQ9__ERS852447_01370
ERR1913308.1777630__1.1777630	418240__R7CMK4__ERS852478_03653
ERR1913308.1777834__1.1777834	853__E2ZJT1__C4N23_03535
ERR1913308.1777922__1.1777922	823__E1YRQ7__M095_0737
ERR1913308.1777958__1.1777958	39491__A0A395ZG74__licR
ERR1913308.1777972__1.1777972	39486__R6SNR2__DXD18_05710
ERR1913308.1778005__1.1778005	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913308.1778058__1.1778058	28052__A0A174H9I6__ERS852451_00172
ERR1913308.1778238__1.1778238	39491__A0A395ZHV7__ykvU
ERR1913308.1778324__1.1778324	626940__R6X002__BN587_01038
ERR1913308.1778346__1.1778346	626940__E8LC93__DCQ00_09725
ERR1913308.1778428__1.1778428	28117__B0MXR1__BHV66_08035
ERR1913308.1778639__1.1778639	820__A0A139KG60__M094_2679
ERR1913308.1779047__1.1779047	671266__GCA_004801615.1_01355
ERR1913308.1779068__1.1779068	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913308.1779111__1.1779111	39491__A0A396FM36__DXB99_00820
ERR1913308.1779151__1.1779151	358743__G5HQZ3__HMPREF9469_05005
ERR1913308.1779191__1.1779191	820__A0A3E4W984__pssA
ERR1913308.1779290__1.1779290	1262753__R5AZB4__BN813_00782
ERR1913308.1779399__1.1779399	39491__A0A395ZE48__DXB76_02395
ERR1913308.1779404__1.1779404	820__A0A3E4WA06__ERS852554_03404
ERR1913308.1779454__1.1779454	1262753__R5AXR5__BN813_00137
ERR1913308.1779480__1.1779480	1263044__GCA_000433375.1_02420
ERR1913308.1779549__1.1779549	246787__A0A0P0GCR8__xynD_3
ERR1913308.1779572__1.1779572	626932__G5H5H4__HMPREF9450_00184
ERR1913308.1780004__1.1780004	116085__D4J6U8__DW747_08385
ERR1913308.1780191__1.1780191	820__A0A3E4RU03__M093_0563
ERR1913308.1780267__1.1780267	1235793__R9KSF0__C809_01679
ERR1913308.1780341__1.1780341	1262930__R6AVG7__BN693_02115
ERR1913308.1780451__1.1780451	820__A7VAR9__ERS852421_00197
ERR1913308.1780707__1.1780707	384639__GCA_003096855.1_00996
ERR1913308.1780799__1.1780799	39491__A0A173RJ81__DXB76_01570
ERR1913308.1781080__1.1781080	820__A0A139KJ23__celCCA
ERR1913308.1781139__1.1781139	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913308.1781210__1.1781210	820__A0A174FUF0__HMPREF1073_03308
ERR1913308.1781337__1.1781337	853__A0A173YYY4__DWZ04_09420
ERR1913308.1781367__1.1781367	1263044__GCA_000433375.1_03428
ERR1913308.1781455__1.1781455	39491__A0A395V5R3__EUBREC_1883
ERR1913308.1781552__1.1781552	39491__A0A173TM76__DXB72_10535
ERR1913308.1781686__1.1781686	626940__E8LCL8__DCQ00_09880
ERR1913308.1781728__1.1781728	214851__D1PSM7__SUBVAR_07410
ERR1913308.1781803__1.1781803	853__A0A174C5M1__CGS58_04460
ERR1913308.1782050__1.1782050	39490__U2PCP5__HMPREF0373_03001
ERR1913308.1782124__1.1782124	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913308.1782178__1.1782178	310298__B3JQJ5__BACCOP_04231
ERR1913308.1782248__1.1782248	28037__S7YYB3__U758_03155
ERR1913308.1782351__1.1782351	820__A0A174QLF0__SAMN05444418_109151
ERR1913308.1782749__1.1782749	821__R7P1Q7__M099_2990
ERR1913308.1782992__1.1782992	853__C7H7F5__DWZ46_01780
ERR1913308.1783199__1.1783199	28117__B0MXG8__ALIPUT_01814
ERR1913308.1783483__1.1783483	626930__F3PTZ1__HMPREF9446_02211
ERR1913308.1783518__1.1783518	820__A0A3E4W4Y7__B5G17_02055
ERR1913308.1783708__1.1783708	853__A0A2A7B1Y7__C7K05_11930
ERR1913308.1783786__1.1783786	39491__A0A396FRE7__EUR_27520
ERR1913308.1783872__1.1783872	418240__R7CMR9__yehU_7
ERR1913308.1784189__1.1784189	1262753__R5AZ38__BN813_01693
ERR1913308.1784300__1.1784300	649756__A0A174B2V7__ERS852475_01064
ERR1913308.1784360__1.1784360	820__A0A139K8N1__ERS852554_00951
ERR1913308.1784502__1.1784502	166486__D4L1P5__ERS852572_00758
ERR1913308.1784534__1.1784534	216816__A0A396FVC5__BL71B_00290
ERR1913308.1784602__1.1784602	853__A8S882__C4N23_07600
ERR1913308.1784574__1.1784574	39485__A0A174YZZ2__ERS852492_00215
ERR1913308.1784638__1.1784638	1150298__A0A174DPC6__ERS852535_01374
ERR1913308.1784644__1.1784644	39491__C4ZC33__DXC13_11585
ERR1913308.1784645__1.1784645	291644__I9T9Y0__HMPREF1071_01813
ERR1913308.1784900__1.1784900	626929__F3PER7__B5F24_11615
ERR1913308.1784902__1.1784902	823__A0A355XKQ8__DHP27_04010
ERR1913308.1785000__1.1785000	246787__R6KBH9__HMPREF1062_04676
ERR1913308.1785152__1.1785152	1160721__R6T3X1__BHW50_03685
ERR1913308.1785214__1.1785214	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913308.1785290__1.1785290	410072__A0A173Y4Y6__ERS852389_02300
ERR1913308.1785257__1.1785257	214856__I3YPP0__ERS852447_01388
ERR1913308.1785363__1.1785363	821__A0A396F9T7__M097_3427
ERR1913308.1785484__1.1785484	394340__leuS
ERR1913308.1785492__1.1785492	291644__R5JG91__HMPREF1532_01961
ERR1913308.1785509__1.1785509	1261__D3MR67__SAMN05660467_01650
ERR1913308.1785528__1.1785528	820__A0A174EV88__HMPREF1072_01427
ERR1913308.1785538__1.1785538	39491__A0A395V0H3__ERS852417_01192
ERR1913308.1785580__1.1785580	166486__D4L1H3__sacC
ERR1913308.1785769__1.1785769	28117__B0MUX4__ALIPUT_00911
ERR1913308.1785806__1.1785806	1262753__R5BCD8__BN813_02149
ERR1913308.1785924__1.1785924	853__A0A2A7B9I6__DW855_13690
ERR1913308.1785955__1.1785955	1628085__A0A374VPL1__C7386_10315
ERR1913308.1786017__1.1786017	820__A0A3E4WCX3__C801_02709
ERR1913308.1786166__1.1786166	46228__B5CM12__DXD17_00945
ERR1913308.1786218__1.1786218	357276__A0A076IS26__EL88_15950
ERR1913308.1786253__1.1786253	821__A0A396F1N0__M099_1553
ERR1913308.1786345__1.1786345	1262753__R5BCD8__BN813_02149
ERR1913308.1786425__1.1786425	2108523__A0A2P2F8F4__LAWASA_2326
ERR1913308.1786536__1.1786536	46228__B5CP96__RUMLAC_01287
ERR1913308.1786597__1.1786597	821__A0A395VIK7__BVU_1225
ERR1913308.1786713__1.1786713	820__R9I3Q7__HMPREF1072_01668
ERR1913308.1786708__1.1786708	626940__E8LEE2__BN587_00636
ERR1913308.1786783__1.1786783	40518__R5DUU0__DXD93_03985
ERR1913308.1786893__1.1786893	166486__A0A173T114__ROSINTL182_05085
ERR1913308.1786969__1.1786969	291644__R5J8I9__ERS852428_03546
ERR1913308.1787105__1.1787105	40518__R5E1X3__clcA
ERR1913308.1787150__1.1787150	1262753__R5B890__BN813_02145
ERR1913308.1787184__1.1787184	1160721__R6TBU4__BHW50_04080
ERR1913308.1787217__1.1787217	820__A0A3E4G826__C801_01612
ERR1913308.1787303__1.1787303	820__A0A3E4GA19__SAMN05444418_10562
ERR1913308.1787360__1.1787360	1262753__R5AYS2__BN813_00601
ERR1913308.1787402__1.1787402	1897011__A0A1Q6RDE2__BHW41_05525
ERR1913308.1787466__1.1787466	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913308.1787487__1.1787487	821__A6L0C7__ERS852556_03520
ERR1913308.1787546__1.1787546	820__A0A139K024__B5G17_02060
ERR1913308.1787699__1.1787699	745368__A0A1T4XIY7__SAMN02745178_01914
ERR1913308.1787713__1.1787713	853__A0A174C5M1__CGS58_04460
ERR1913308.1787909__1.1787909	853__D4JY61__C4N21_10560
ERR1913308.1788045__1.1788045	820__A0A3E4G2R7__DXC07_00510
ERR1913308.1788083__1.1788083	291644__I9T2X5__ERS852428_03729
ERR1913308.1788103__1.1788103	1150298__A0A174QAL8__ERS852498_02570
ERR1913308.1788170__1.1788170	46228__V8CH54__RUMLAC_00903
ERR1913308.1788357__1.1788357	446660__GCA_003428235.1_02337
ERR1913308.1788476__1.1788476	626940__E8LC18__BHW43_04640
ERR1913308.1788587__1.1788587	1720294__U2BKT9__DWY69_00770
ERR1913308.1788629__1.1788629	39488__C0ERS5__EHLA_2242
ERR1913308.1788702__1.1788702	394340__group_497
ERR1913308.1788719__1.1788719	301302__R5UKP4__cbiT
ERR1913308.1788810__1.1788810	39491__A0A395V297__EUR_01010
ERR1913308.1789130__1.1789130	823__A0A355XP97__M092_2525
ERR1913308.1789267__1.1789267	853__A0A173YYY4__DWZ04_09420
ERR1913308.1789634__1.1789634	39491__A0A395ZKJ0__DXD13_11010
ERR1913308.1789712__1.1789712	1262753__R5B189__BN813_02086
ERR1913308.1789734__1.1789734	820__A0A1Q6IDS8__chtA
ERR1913308.1789907__1.1789907	853__A0A2A7A4A9__C4N21_14870
ERR1913308.1790144__1.1790144	166486__D4L082__yicI_5
ERR1913308.1790297__1.1790297	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913308.1790526__1.1790526	820__A0A1T4IY71__HMPREF2141_02402
ERR1913308.1790545__1.1790545	821__A0A396F9T7__M097_3427
ERR1913308.1790724__1.1790724	626940__E8LCE0__BHW43_01670
ERR1913308.1790927__1.1790927	1262753__R5AW71__BN813_00928
ERR1913308.1790959__1.1790959	626929__F3PF36__B5F24_16825
ERR1913308.1791006__1.1791006	384638__B7ARU3__BACPEC_01797
ERR1913308.1791091__1.1791091	166486__D4KVN3__ERS852572_03944
ERR1913308.1791106__1.1791106	28117__B0MWP2__ALIPUT_01468
ERR1913308.1791465__1.1791465	166486__D4L082__yicI_5
ERR1913308.1791522__1.1791522	39491__A0A396FP46__cobD_2
ERR1913308.1791740__1.1791740	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913308.1791746__1.1791746	214856__R6Z590__ERS852447_01059
ERR1913308.1791890__1.1791890	357276__A0A0M1W657__HMPREF1064_04629
ERR1913308.1791965__1.1791965	39491__A0A395ZDC6__addB
ERR1913308.1792107__1.1792107	39491__A0A396FJA4__DXB99_05435
ERR1913308.1792079__1.1792079	820__A0A174I980__gldH
ERR1913308.1792129__1.1792129	28117__B0MYI9__BHV66_05415
ERR1913308.1792342__1.1792342	214856__I3YK71__ERS852559_02472
ERR1913308.1792473__1.1792473	820__A0A139K4W1__M093_0353
ERR1913308.1792565__1.1792565	166486__D4KWM8__ROSINTL182_06037
ERR1913308.1792754__1.1792754	853__A0A173TAZ8__DWZ46_14590
ERR1913308.1792820__1.1792820	853__A0A2A7B1Y7__C7K05_11930
ERR1913308.1792873__1.1792873	39491__A0A395V0H6__ERS852580_02570
ERR1913308.1792882__1.1792882	1262777__R5VLP6__BN512_00469
ERR1913308.1792973__1.1792973	46228__V8BL81__DXD17_11825
ERR1913308.1793256__1.1793256	328812__A0A0F5JH27__HMPREF1535_01537
ERR1913308.1793280__1.1793280	820__A0A174KKV6__DXC07_02635
ERR1913308.1793413__1.1793413	166486__A0A173VSA0__ROSINTL182_06124
ERR1913308.1793653__1.1793653	853__A0A2A7AXC8__C4N21_14120
ERR1913308.1793717__1.1793717	820__A0A139K9Q2__DXD40_08795
ERR1913308.1793737__1.1793737	853__D4KAK8__C4N21_13380
ERR1913308.1793751__1.1793751	820__A0A139K4W5__HMPREF2141_02394
ERR1913308.1793844__1.1793844	166486__C7GAX1__ERS852572_03188
ERR1913308.1793903__1.1793903	821__A0A174NM17__lacZ_6
ERR1913308.1794043__1.1794043	166486__D4KZP0__ERS852572_00486
ERR1913308.1794459__1.1794459	1263044__GCA_000433375.1_03429
ERR1913308.1794566__1.1794566	39486__G1WMI6__DXD18_00590
ERR1913308.1794589__1.1794589	39491__C4Z9J5__DXB69_02495
ERR1913308.1794673__1.1794673	1262753__R5AU69__BN813_00491
ERR1913308.1795050__1.1795050	39490__A0A173QWQ2__bga
ERR1913308.1795228__1.1795228	28117__B0MXG8__ALIPUT_01814
ERR1913308.1795686__1.1795686	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913308.1795735__1.1795735	216816__B7GN29__BL72_08765
ERR1913308.1795788__1.1795788	39491__A0A396FNY7__LD38_16155
ERR1913308.1796005__1.1796005	853__A0A3E2U7E6__ERS852582_01640
ERR1913308.1796198__1.1796198	116085__D4J8J7__DW747_08845
ERR1913308.1796367__1.1796367	853__A0A2A7AXC8__C4N21_14120
ERR1913308.1796460__1.1796460	39491__A0A395UWA3__DXB69_11805
ERR1913308.1796484__1.1796484	291644__I9SQZ5__ERS852428_01656
ERR1913308.1796498__1.1796498	116085__D4J859__DW747_06365
ERR1913308.1796530__1.1796530	1262777__R5WDV0__BN512_00124
ERR1913308.1796701__1.1796701	1262753__R5BCD8__BN813_02149
ERR1913308.1796920__1.1796920	820__A0A374Q854__HMPREF1073_03281
ERR1913308.1797050__1.1797050	39491__A0A174LTW7__DXD13_08720
ERR1913308.1796959__1.1796959	28118__F9ZBY3__Odosp_3561
ERR1913308.1796971__1.1796971	853__A0A173XRA8__CGS56_09290
ERR1913308.1797101__1.1797101	820__A0A174NUS8__DXC80_12885
ERR1913308.1797159__1.1797159	820__A0A1Y3V743__M093_0235
ERR1913308.1797406__1.1797406	1160721__W0U3K9__BHW50_11040
ERR1913308.1797528__1.1797528	39485__A0A174YTF7__ERS852490_01271
