ERR1913290.39__1.39	28118__F9Z5N6__SAMEA44545918_01718
ERR1913290.392065__1.392065	371601__G1UK36__HMPREF1074_03496
ERR1913290.392153__1.392153	1262743__R5C054__BN727_01980
ERR1913290.392162__1.392162	28116__A0A1Y4PWN5__M088_3731
ERR1913290.392191__1.392191	28116__A0A1Y4PNX5__DXF98_26515
ERR1913290.392200__1.392200	28116__C3QSX8__SAMN05444282_101331
ERR1913290.392220__1.392220	821__A0A395UNT8__DXD64_15275
ERR1913290.392326__1.392326	28117__R7JPX7__BHV66_00900
ERR1913290.392409__1.392409	357276__I8VLL2__HMPREF1065_03395
ERR1913290.392492__1.392492	1262824__R6RM20__BN719_01820
ERR1913290.392687__1.392687	39491__A0A396FRE7__EUR_27520
ERR1913290.392703__1.392703	28116__R6DIL2__DXD69_10970
ERR1913290.392985__1.392985	239935__A0A2N8HB50__CXU17_02615
ERR1913290.393085__1.393085	821__A0A174K302__CUU_3129
ERR1913290.393129__1.393129	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913290.393161__1.393161	556259__I0PXW0__BSGG_5187
ERR1913290.393194__1.393194	371601__A0A139LNL6__ERS852396_04350
ERR1913290.393227__1.393227	301301__A0A395V7X3__RHOM_05050
ERR1913290.393320__1.393320	820__A0A3E4XM43__DXC91_13960
ERR1913290.393421__1.393421	165179__A0A3E5DWZ6__DXC61_10880
ERR1913290.393499__1.393499	674529__R6W4Y1__SAMN05444400_11574
ERR1913290.393682__1.393682	28118__F9ZBY3__Odosp_3561
ERR1913290.393690__1.393690	556259__E5C8S0__BSGG_1769
ERR1913290.393725__1.393725	28116__C3QMW4__BACOVA_04147
ERR1913290.393805__1.393805	817__K1FXA9__DXB09_06545
ERR1913290.393768__1.393768	487174__K0WYI1__DDY40_08675
ERR1913290.393778__1.393778	28116__R6JLW4__DHW41_14880
ERR1913290.393908__1.393908	820__A0A374Q854__HMPREF1073_03281
ERR1913290.393956__1.393956	246787__A0A3D6AXI0__AA416_04256
ERR1913290.394166__1.394166	821__R7P1Q7__M099_2990
ERR1913290.394315__1.394315	817__F7LVE5__HMPREF1066_03880
ERR1913290.394362__1.394362	853__D4JY61__C4N21_10560
ERR1913290.394413__1.394413	39492__D4JT67__EUBSIR_01784
ERR1913290.394389__1.394389	328814__GCA_004558275.1_00076
ERR1913290.394664__1.394664	371601__A0A1H4GWY8__CW1_1428
ERR1913290.394694__1.394694	39492__D4JV86__spoIIE
ERR1913290.394755__1.394755	28116__A7M4E1__NCTC11153_01558
ERR1913290.394920__1.394920	28116__C3R1N5__SAMN05444282_12443
ERR1913290.394926__1.394926	28116__A7LYG5__M089_5828
ERR1913290.394983__1.394983	1262744__R6FST0__BN744_00381
ERR1913290.394985__1.394985	39492__D4JX40__EUBSIR_00020
ERR1913290.395027__1.395027	821__E5UY21__C800_02204
ERR1913290.395058__1.395058	823__A6L9W2__DXB14_07905
ERR1913290.395112__1.395112	1263044__GCA_000433375.1_01168
ERR1913290.395232__1.395232	1796613__A0A1V0QDJ8__A4V03_07020
ERR1913290.395192__1.395192	821__A0A174NM17__lacZ_6
ERR1913290.395298__1.395298	360807__A0A0M6WAF4__ERS852392_02663
ERR1913290.395563__1.395563	39492__D4JQP0__ypeB
ERR1913290.395533__1.395533	39492__D4JWG3__EUBSIR_00308
ERR1913290.395602__1.395602	239935__A0A2N8HEH9__CXU07_11710
ERR1913290.395605__1.395605	821__A0A3E4KIM1__M097_3660
ERR1913290.395663__1.395663	674529__R6UW30__SAMN05444400_107160
ERR1913290.395866__1.395866	214856__A0A173YXX1__ERS852559_01651
ERR1913290.395881__1.395881	39492__D4JWL2__ERS852540_01201
ERR1913290.395896__1.395896	28117__B0MY40__BHV66_05170
ERR1913290.396057__1.396057	821__U6RDC2__DXD46_15675
ERR1913290.396227__1.396227	214856__R6Y2Y4__ERS852447_01086
ERR1913290.396236__1.396236	818__Q8A0V7__BSIG_2755
ERR1913290.396305__1.396305	246787__R6LCL3__AA416_03522
ERR1913290.396479__1.396479	556259__I0PXW0__BSGG_5187
ERR1913290.396451__1.396451	371601__I9AGU6__CW1_2721
ERR1913290.396560__1.396560	820__A0A174R952__DXB48_02570
ERR1913290.396572__1.396572	821__C6ZAA5__ERS852556_00403
ERR1913290.396638__1.396638	823__A0A395YY84__DXC05_19515
ERR1913290.396607__1.396607	821__A0A3E4HP25__SAMN04487923_102450
ERR1913290.396612__1.396612	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913290.396807__1.396807	418240__A0A174S3Z4__ypdA_6
ERR1913290.396868__1.396868	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913290.396900__1.396900	853__A0A173RZ39__C4N22_01650
ERR1913290.397102__1.397102	28118__R6F7E0__SAMEA44545918_02355
ERR1913290.397130__1.397130	820__A0A174DZ97__SAMN05444418_101240
ERR1913290.397238__1.397238	817__A0A139TB74__M116_3004
ERR1913290.397293__1.397293	1262911__R6GMS3__BN557_00579
ERR1913290.397328__1.397328	1796613__A0A1V0QDA8__A4V03_02465
ERR1913290.397572__1.397572	172901__A0A2U1AJG6__C8D82_13519
ERR1913290.397573__1.397573	28116__F7LC60__AA414_00422
ERR1913290.397602__1.397602	28116__I9T1P7__BACOV975_02228
ERR1913290.397746__1.397746	823__A0A173W404__DHP27_04905
ERR1913290.397815__1.397815	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913290.398180__1.398180	28116__A0A1Y4Q112__evgS_13
ERR1913290.398228__1.398228	371601__E5CE41__ERS852396_04351
ERR1913290.398366__1.398366	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913290.398485__1.398485	28116__I9JM49__NCTC11153_01044
ERR1913290.398707__1.398707	823__A6L9D3__ERS852560_03374
ERR1913290.398749__1.398749	28116__E5CHV5__B5F02_08530
ERR1913290.399067__1.399067	28116__A0A3A9HTT7__BACOVA_05446
ERR1913290.398997__1.398997	1262911__R6GPC5__BN557_00852
ERR1913290.399102__1.399102	28116__A0A396DFW5__C5Z02_07010
ERR1913290.399262__1.399262	39491__A0A173VD97__DXB69_07350
ERR1913290.399267__1.399267	817__A0A395WHI5__M113_3549
ERR1913290.399271__1.399271	28116__I9JM49__NCTC11153_01044
ERR1913290.399311__1.399311	28116__A7LUQ0__CUY_2205
ERR1913290.399480__1.399480	28116__A0A1G6G9R4__CUY_0131
ERR1913290.399497__1.399497	28117__B0MWH8__BHV66_01330
ERR1913290.399553__1.399553	28116__A7LS06__HMPREF2532_04668
ERR1913290.399578__1.399578	357276__I9QBT7__BSEG_03340
ERR1913290.399632__1.399632	39492__A0A174ZL16__EUBSIR_01269
ERR1913290.399655__1.399655	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913290.399686__1.399686	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913290.400089__1.400089	1262743__R5C054__BN727_01980
ERR1913290.400143__1.400143	487174__K0X694__DIT83_09060
ERR1913290.400151__1.400151	166486__D4L1H3__sacC
ERR1913290.400218__1.400218	1262882__R5MEM1__BN519_00313
ERR1913290.400282__1.400282	821__D4VD59__BHV80_04260
ERR1913290.400356__1.400356	1897011__A0A1Q6RF44__BHW41_03065
ERR1913290.400360__1.400360	28116__E5C3S2__HMPREF1070_02476
ERR1913290.400362__1.400362	821__R6F3Y1__SAMN04487923_104318
ERR1913290.400458__1.400458	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913290.400572__1.400572	28116__I8YA52__M088_0798
ERR1913290.400618__1.400618	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913290.400759__1.400759	821__E5UY21__C800_02204
ERR1913290.400791__1.400791	371601__A0A1H4AKU1__BXY_45200
ERR1913290.400907__1.400907	820__A0A3E4VZT7__DXB48_16145
ERR1913290.401017__1.401017	371601__G1UK36__HMPREF1074_03496
ERR1913290.401161__1.401161	28116__A0A3A9HSJ8__DXD69_15065
ERR1913290.401600__1.401600	39496__A5Z5I2__EUBVEN_00963
ERR1913290.401620__1.401620	28116__A7LXU0__HMPREF1070_00358
ERR1913290.401626__1.401626	28117__B0MT73__ALIPUT_00412
ERR1913290.401650__1.401650	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913290.401757__1.401757	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913290.401823__1.401823	328814__GCA_004558275.1_02294
ERR1913290.401895__1.401895	28116__I9AKR7__DXA80_22960
ERR1913290.401976__1.401976	28116__D7K2E0__endOF2_3
ERR1913290.402444__1.402444	821__A0A173XDD3__DXB82_17180
ERR1913290.402508__1.402508	39485__A0A174ZQT9__EUBELI_20278
ERR1913290.402579__1.402579	166486__D4KZF9__ROSINTL182_08499
ERR1913290.402742__1.402742	1262882__R5MKL9__BN519_00353
ERR1913290.402773__1.402773	246787__A0A0P0G684__cirA_10
ERR1913290.402857__1.402857	28116__I9SW74__BACOVA_04237
ERR1913290.402946__1.402946	28116__R6DIL2__DXD69_10970
ERR1913290.402982__1.402982	821__A0A0P0M2J4__DXD46_10295
ERR1913290.402977__1.402977	817__D1JR15__M117_0303
ERR1913290.403051__1.403051	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913290.403055__1.403055	371601__F7LA63__HMPREF1074_04288
ERR1913290.403271__1.403271	821__A0A174NM17__lacZ_6
ERR1913290.403363__1.403363	39492__D4JUD7__EUBSIR_01877
ERR1913290.403385__1.403385	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913290.403481__1.403481	246787__A0A108TGC9__BACCELL_01371
ERR1913290.403559__1.403559	820__A0A174M9V5__M093_0237
ERR1913290.403574__1.403574	28116__A0A3A9HSJ8__DXD69_15065
ERR1913290.403636__1.403636	745368__A0A1T4Y6M3__SAMN02745178_02754
ERR1913290.403750__1.403750	214856__R6Y6H8__ERS852447_01719
ERR1913290.404115__1.404115	820__I9TWZ7__DXC80_10550
ERR1913290.404208__1.404208	821__R7P1Q7__M099_2990
ERR1913290.404278__1.404278	28116__A0A1G8P076__AA414_01051
ERR1913290.404341__1.404341	820__A0A139K2N9__DXB62_12420
ERR1913290.404345__1.404345	487174__K0XQM6__HMPREF9448_00330
ERR1913290.404358__1.404358	674529__A0A174HPT9__SAMN05444400_11358
ERR1913290.404418__1.404418	556259__I0PYM3__BSGG_5385
ERR1913290.404444__1.404444	371601__A0A1H3XPY7__CW1_0993
ERR1913290.404579__1.404579	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913290.404589__1.404589	216816__D6DBD5__DXC32_04335
ERR1913290.404614__1.404614	28116__A0A395VUS9__DXD69_03560
ERR1913290.404673__1.404673	357276__A0A076ISJ4__B5F95_19420
ERR1913290.404733__1.404733	246787__A0A0P0G372__BcellWH2_03657
ERR1913290.404780__1.404780	821__A0A3E4KIM1__M097_3660
ERR1913290.405040__1.405040	28116__A7M344__BACOV975_04644
ERR1913290.405091__1.405091	246787__A0A0P0GS73__HMPREF1062_06327
ERR1913290.405243__1.405243	820__A0A139KJ23__celCCA
ERR1913290.405367__1.405367	487174__K0X773__DIT83_07170
ERR1913290.405410__1.405410	28116__R6DIL2__DXD69_10970
ERR1913290.405570__1.405570	820__R9I324__HMPREF2141_02414
ERR1913290.405572__1.405572	28116__E5CH94__NCTC11153_03344
ERR1913290.405632__1.405632	820__R7E9Z4__DXC68_06065
ERR1913290.405696__1.405696	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913290.405732__1.405732	39492__R6SA81__EUBSIR_00402
ERR1913290.405771__1.405771	28116__A0A1Y4PHM7__DXA80_25130
ERR1913290.405853__1.405853	28116__D7K7K3__SAMN05192581_103348
ERR1913290.406023__1.406023	853__D4JY61__C4N21_10560
ERR1913290.406094__1.406094	823__D0TBY4__M090_0431
ERR1913290.406230__1.406230	166486__D4KUE6__ROSINTL182_08604
ERR1913290.406236__1.406236	28116__D4WLZ3__C5Z02_24105
ERR1913290.406370__1.406370	674529__R6V7P0__SAMN05444400_102331
ERR1913290.406417__1.406417	357276__I9QBT7__BSEG_03340
ERR1913290.406457__1.406457	823__A6LER2__ERS852513_00365
ERR1913290.406588__1.406588	28116__A0A1Y4PWN5__M088_3731
ERR1913290.406624__1.406624	1262911__R6GPC5__BN557_00852
ERR1913290.406872__1.406872	39488__A0A173RSC6__ERS852450_01530
ERR1913290.406969__1.406969	28116__A0A3D2LPA1__CUY_3388
ERR1913290.407059__1.407059	187327__G4Q2R6__Acin_2204
ERR1913290.407068__1.407068	28116__A0A1Y4PVG3__imd
ERR1913290.407117__1.407117	28116__A7LS06__HMPREF2532_04668
ERR1913290.407248__1.407248	246787__A0A3D6ARC7__BACCELL_03328
ERR1913290.407266__1.407266	371601__A0A174KGU6__CW3_4554
ERR1913290.407316__1.407316	871324__A0A1M6DSC5__SAMN05444350_10792
ERR1913290.407402__1.407402	853__A0A173XRA8__CGS56_09290
ERR1913290.407456__1.407456	239935__A0A139TSG7__CXU17_09600
ERR1913290.407639__1.407639	28116__I9SW74__BACOVA_04237
ERR1913290.407641__1.407641	556259__E5C614__BSGG_0177
ERR1913290.407737__1.407737	28116__A0A1G8P076__AA414_01051
ERR1913290.407932__1.407932	1262911__R6HN81__BN557_00921
ERR1913290.407999__1.407999	1099853__U5CH64__NSB1T_03100
ERR1913290.408213__1.408213	39492__D4JR04__phoU
ERR1913290.408178__1.408178	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913290.408292__1.408292	39491__A0A395ZHV7__ykvU
ERR1913290.408364__1.408364	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913290.408340__1.408340	823__K6APS3__DDY96_02400
ERR1913290.408650__1.408650	823__A0A395YVY3__ERS852513_03204
ERR1913290.408769__1.408769	1262986__R6ASP8__BN492_01782
ERR1913290.408776__1.408776	39491__A0A395ZHW9__DXC13_02590
ERR1913290.408779__1.408779	214856__E4MFP6__ERS852447_01708
ERR1913290.408921__1.408921	28116__C3R1N5__SAMN05444282_12443
ERR1913290.408957__1.408957	556259__E5C9G2__BSGG_2011
ERR1913290.408981__1.408981	1150298__A0A174DU21__toxA_3
ERR1913290.409012__1.409012	820__A0A1T4IY80__ERS852554_01621
ERR1913290.409530__1.409530	1150298__A0A174HHW8__yhbU_1
ERR1913290.409534__1.409534	821__A6L0C7__ERS852556_03520
ERR1913290.409544__1.409544	28116__A0A395W0G7__NCTC11153_02716
ERR1913290.409669__1.409669	446660__GCA_003428235.1_01642
ERR1913290.409762__1.409762	821__A6L0C7__ERS852556_03520
ERR1913290.409853__1.409853	1897011__A0A1Q6REX0__BHW41_04225
ERR1913290.409875__1.409875	246787__R6KBH9__HMPREF1062_04676
ERR1913290.409980__1.409980	39492__D4JQU2__EUBSIR_01294
ERR1913290.410245__1.410245	1550024__A0A0D8IWU5__TQ39_13940
ERR1913290.410320__1.410320	39492__D4JWI6__EUBSIR_01073
ERR1913290.410352__1.410352	371601__E5CE41__ERS852396_04351
ERR1913290.410476__1.410476	28116__A0A3D2LPA1__CUY_3388
ERR1913290.410571__1.410571	418240__C6J9W6__ERS852523_00370
ERR1913290.410557__1.410557	1628085__A0A2U1BHQ4__C7386_101458
ERR1913290.410904__1.410904	1897011__A0A1Q6RF49__BHW41_03110
ERR1913290.411077__1.411077	28116__C3QMW5__M089_4133
ERR1913290.411130__1.411130	821__E5UY21__C800_02204
ERR1913290.411178__1.411178	556259__I0PXW0__BSGG_5187
ERR1913290.411247__1.411247	357276__I9QBT7__BSEG_03340
ERR1913290.411392__1.411392	46503__R6Y4W3__DXB85_01650
ERR1913290.411591__1.411591	214856__R6XP73__ERS852447_00886
ERR1913290.411603__1.411603	28116__I8YA52__M088_0798
ERR1913290.411631__1.411631	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913290.411773__1.411773	39492__D4JV38__EUBSIR_01205
ERR1913290.411835__1.411835	28116__A7M018__M089_5540
ERR1913290.411931__1.411931	471189__GCA_003340385.1_00246
ERR1913290.411901__1.411901	28118__F9Z750__Odosp_3044
ERR1913290.412033__1.412033	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913290.412086__1.412086	397865__W0EXN4__BARVI_11775
ERR1913290.412119__1.412119	821__D4V4X2__DXC16_18525
ERR1913290.412120__1.412120	28116__A0A1Y4PH15__DXA80_17985
ERR1913290.412546__1.412546	823__A6LBY1__ERS852380_00510
ERR1913290.412859__1.412859	360807__C0FTG2__RIL183_32211
ERR1913290.412956__1.412956	28116__F7L8H9__BACOVA_00587
ERR1913290.412991__1.412991	39491__A0A395V5L2__ERE_28270
ERR1913290.413049__1.413049	74426__infB
ERR1913290.413058__1.413058	246787__A0A3D6ARN8__yehU_6
ERR1913290.413152__1.413152	1150298__R7JU97__ERS852498_02579
ERR1913290.413179__1.413179	1150298__A0A174U7I9__ERS852406_02991
ERR1913290.413183__1.413183	33025__A0A395JBA6__C8D73_1039
ERR1913290.413310__1.413310	28116__A0A3A9HTT7__BACOVA_05446
ERR1913290.413359__1.413359	28116__A7LYG5__M089_5828
ERR1913290.413730__1.413730	28116__A7LXT4__DXF98_03755
ERR1913290.413736__1.413736	28116__E5CCI3__NCTC11153_04275
ERR1913290.413749__1.413749	853__A0A3E2V168__FAEPRAM212_00929
ERR1913290.413902__1.413902	821__C6ZAA5__ERS852556_00403
ERR1913290.413905__1.413905	821__A0A0P0LNX8__ERS852509_03015
ERR1913290.413923__1.413923	1150298__A0A174QAL8__ERS852498_02570
ERR1913290.414053__1.414053	1262992__R5DDC9__BN795_00492
ERR1913290.414421__1.414421	1262882__R5MRT2__BN519_01494
ERR1913290.414363__1.414363	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913290.414534__1.414534	823__E1YT73__NCTC11152_02675
ERR1913290.414580__1.414580	28116__C3QMW4__BACOVA_04147
ERR1913290.414604__1.414604	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913290.414621__1.414621	818__A0A139JW76__BJP75_002555
ERR1913290.414682__1.414682	1262882__R5MXW3__BN519_00319
ERR1913290.414688__1.414688	1262992__R5DDC9__BN795_00492
ERR1913290.414850__1.414850	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913290.414905__1.414905	821__A0A174AYT0__DXC02_03530
ERR1913290.414962__1.414962	28116__A0A1Y4Q112__evgS_13
ERR1913290.415020__1.415020	820__A0A139KH21__DXC80_01780
ERR1913290.415048__1.415048	39492__D4JTF2__mutS2
ERR1913290.415213__1.415213	39491__D6E558__DXB69_00810
ERR1913290.415399__1.415399	817__A0A0I9S4K8__AC141_04970
ERR1913290.415463__1.415463	214856__R6Z320__ERS852447_02148
ERR1913290.415616__1.415616	1897011__A0A1Q6RI77__BHW41_01180
ERR1913290.415640__1.415640	39492__D4JSS2__EUBSIR_00553
ERR1913290.415692__1.415692	823__A0A395YXR9__M091_4086
ERR1913290.415814__1.415814	823__A0A174W1A8__panE
ERR1913290.415867__1.415867	39492__D4JVZ6__truB
ERR1913290.415970__1.415970	410072__A0A174E1G6__phoR_6
ERR1913290.416081__1.416081	28116__A0A395VSP8__ERS852555_02642
ERR1913290.416169__1.416169	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913290.416196__1.416196	371601__A0A1H3XPY7__CW1_0993
ERR1913290.416226__1.416226	820__A7V9F9__B5G17_14640
ERR1913290.416269__1.416269	556259__E5C690__BSGG_1431
ERR1913290.416312__1.416312	371601__E5CE41__ERS852396_04351
ERR1913290.416388__1.416388	28116__C3QVY2__SAMN05444282_12234
ERR1913290.416485__1.416485	458033__GCA_001482755.1_02203
ERR1913290.416516__1.416516	204516__U6RAM4__HMPREF1534_03439
ERR1913290.416708__1.416708	328814__GCA_004558275.1_00290
ERR1913290.416829__1.416829	28116__A7M019__HMPREF1070_01109
ERR1913290.416839__1.416839	556259__E5C445__BSGG_0931
ERR1913290.416889__1.416889	39492__D4JX40__EUBSIR_00020
ERR1913290.416898__1.416898	28116__A7LYG5__M089_5828
ERR1913290.416932__1.416932	39492__A0A174ZG93__EUBSIR_00254
ERR1913290.416944__1.416944	556259__I0PXW0__BSGG_5187
ERR1913290.416995__1.416995	853__A0A173T6P2__DWZ46_14595
ERR1913290.416982__1.416982	1680__A0A173XYA2__B0703_0121
ERR1913290.416986__1.416986	28116__D4WLZ3__C5Z02_24105
ERR1913290.416988__1.416988	357276__I9QBT7__BSEG_03340
ERR1913290.417158__1.417158	28116__I9SW74__BACOVA_04237
ERR1913290.417165__1.417165	28116__R6DIL2__DXD69_10970
ERR1913290.417366__1.417366	821__A6L0C7__ERS852556_03520
ERR1913290.417337__1.417337	301301__G2SZ87__RHOM_00995
ERR1913290.417546__1.417546	39491__D6E408__EUBREC_1466
ERR1913290.417613__1.417613	28116__A0A396DFW5__C5Z02_07010
ERR1913290.417672__1.417672	28116__A0A396DFW5__C5Z02_07010
ERR1913290.417736__1.417736	28116__A0A078Q626__HMPREF1070_02735
ERR1913290.417740__1.417740	821__D4V4X2__DXC16_18525
ERR1913290.417746__1.417746	301301__A0A395VG51__RHOM_05870
ERR1913290.417787__1.417787	1897011__A0A1Q6RE52__BHW41_04690
ERR1913290.417829__1.417829	28117__B0MTV3__BHV66_06405
ERR1913290.417868__1.417868	246787__A0A3D6AQP8__AA416_04153
ERR1913290.417998__1.417998	556259__E5C9G2__BSGG_2011
ERR1913290.418014__1.418014	360807__A0A173VDL4__dosC_2
ERR1913290.418114__1.418114	328814__GCA_004558275.1_00235
ERR1913290.418132__1.418132	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913290.418260__1.418260	1262911__R6H1A6__BN557_01286
ERR1913290.418313__1.418313	821__E5UY21__C800_02204
ERR1913290.418343__1.418343	1262743__R5C054__BN727_01980
ERR1913290.418363__1.418363	246787__I9QX02__HMPREF1062_01641
ERR1913290.418879__1.418879	28116__A0A078Q626__HMPREF1070_02735
ERR1913290.418920__1.418920	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913290.419103__1.419103	817__A0A015NVK9__HMPREF1204_01972
ERR1913290.419070__1.419070	821__A0A174NSU0__BVU_3144
ERR1913290.419016__1.419016	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913290.419486__1.419486	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913290.419467__1.419467	39491__A0A174G6M3__DXD13_14470
ERR1913290.419469__1.419469	39492__D4JVC7__yfgF
ERR1913290.419612__1.419612	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913290.419631__1.419631	821__E5UY21__C800_02204
ERR1913290.419791__1.419791	116085__D4J4Z6__DW747_07495
ERR1913290.419835__1.419835	387090__S0F8B2__BACCOPRO_02129
ERR1913290.419909__1.419909	214856__I3YMB7__Alfi_1811
ERR1913290.419926__1.419926	116085__D4J471__DW747_14730
ERR1913290.419968__1.419968	28116__F7LEX0__CUY_5042
ERR1913290.420035__1.420035	28116__D7K2E0__endOF2_3
ERR1913290.420117__1.420117	821__A0A396FEL8__C5Z04_06030
ERR1913290.420290__1.420290	39492__D4JRZ7__smc
ERR1913290.420421__1.420421	28116__A0A395W0G7__NCTC11153_02716
ERR1913290.420589__1.420589	46503__R6WVN9__HMPREF1078_01964
ERR1913290.420660__1.420660	1262743__R5C054__BN727_01980
ERR1913290.420669__1.420669	28116__C3R0H4__DXD69_00155
ERR1913290.420691__1.420691	357276__I9FTR0__HMPREF1065_02861
ERR1913290.420820__1.420820	28116__A0A396DFW5__C5Z02_07010
ERR1913290.420824__1.420824	39485__A0A174ZKZ4__spoIIQ_1
ERR1913290.420862__1.420862	246787__A0A0P0GG22__BACCELL_01899
ERR1913290.420956__1.420956	28116__A0A1G6G9R4__CUY_0131
ERR1913290.421035__1.421035	1550024__G9RUM6__TQ39_16565
ERR1913290.421281__1.421281	820__I9J701__ERS852510_01809
ERR1913290.421300__1.421300	28116__A0A3D2LWY1__ERS852555_01619
ERR1913290.421510__1.421510	28116__A0A1Y4PZ83__DHW41_02625
ERR1913290.421551__1.421551	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913290.421612__1.421612	28116__I8YA07__C5Z02_15915
ERR1913290.421677__1.421677	674529__R6V5A6__SAMN05444400_12636
ERR1913290.421700__1.421700	371601__A0A1H4AKU1__BXY_45200
ERR1913290.421840__1.421840	821__C6Z451__BHV80_04265
ERR1913290.421870__1.421870	214856__R5UN64__ERS852447_02669
ERR1913290.421966__1.421966	674529__R6W0I5__SAMN05444400_108102
ERR1913290.421973__1.421973	214856__R6XNE7__ERS852447_02267
ERR1913290.421987__1.421987	820__A0A174QLF0__SAMN05444418_109151
ERR1913290.422202__1.422202	28116__D7J6B1__B5F02_07870
ERR1913290.422276__1.422276	246787__A0A0P0FV02__AA416_03728
ERR1913290.422573__1.422573	28116__A0A3D2LPA1__CUY_3388
ERR1913290.422727__1.422727	1150298__A0A174KML4__hisK
ERR1913290.422752__1.422752	820__A7V859__ERS852462_00341
ERR1913290.422784__1.422784	39492__D4JVC7__yfgF
ERR1913290.422840__1.422840	246787__A0A108T1Y3__fepA_8
ERR1913290.422907__1.422907	28116__A0A3A9HTT7__BACOVA_05446
ERR1913290.423023__1.423023	28116__A0A1Y4PNX5__DXF98_26515
ERR1913290.423139__1.423139	821__A0A396F9T7__M097_3427
ERR1913290.423375__1.423375	28117__B0MYI9__BHV66_05415
ERR1913290.423414__1.423414	817__D1JSX5__M105_3516
ERR1913290.423517__1.423517	28116__A7LS02__DXF98_24100
ERR1913290.423544__1.423544	821__A0A174V2F3__NCTC10583_01474
ERR1913290.423596__1.423596	821__C6Z087__DXB90_00750
ERR1913290.423659__1.423659	821__A0A174K302__CUU_3129
ERR1913290.423703__1.423703	214856__I3YPI7__pepD_1
ERR1913290.423737__1.423737	39491__A0A395V464__EUBREC_1509
