ERR1913176.458__1.458	818__A0A0P0F391__BJP75_009470
ERR1913176.1116859__1.1116859	1262927__R7F4R4__BN677_00060
ERR1913176.1116774__1.1116774	239935__A0A2N8ITX2__CXT86_11265
ERR1913176.1116884__1.1116884	1160721__R6TAA3__BHW50_03385
ERR1913176.1117029__1.1117029	338188__K5CL92__BACFIN_07565
ERR1913176.1117032__1.1117032	1262777__R5W767__BN512_00041
ERR1913176.1117536__1.1117536	28117__B0MTV5__BHV66_06415
ERR1913176.1117623__1.1117623	310297__R5VVP4__DXC17_11285
ERR1913176.1117820__1.1117820	1099853__G9S612__NSB1T_01470
ERR1913176.1118118__1.1118118	310297__R5V778__BACPLE_02189
ERR1913176.1118147__1.1118147	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913176.1118207__1.1118207	487174__K0X2Y1__lepB
ERR1913176.1118285__1.1118285	1150298__A0A174K7D2__ERS852498_01147
ERR1913176.1118332__1.1118332	28117__B0MUY3__BHV66_00515
ERR1913176.1118497__1.1118497	46228__V8CB66__RUMLAC_02810
ERR1913176.1118538__1.1118538	552398__F4XHU2__HMPREF0866_03196
ERR1913176.1118554__1.1118554	1262746__R5SS80__BN750_02125
ERR1913176.1118640__1.1118640	301301__A0A395V700__RHOM_03405
ERR1913176.1118855__1.1118855	310297__B5CZ21__DXB87_00235
ERR1913176.1118970__1.1118970	820__A0A374Q8T2__DXB64_16190
ERR1913176.1119377__1.1119377	1262777__R5VQJ8__BN512_00852
ERR1913176.1119418__1.1119418	820__A0A174QLF0__SAMN05444418_109151
ERR1913176.1119428__1.1119428	301301__A0A395VAV2__RHOM_03775
ERR1913176.1119601__1.1119601	310297__B5CXJ7__DXB87_06645
ERR1913176.1119691__1.1119691	357276__A0A076IRX7__HMPREF1064_00526
ERR1913176.1119693__1.1119693	310297__R5VA64__DXD04_05100
ERR1913176.1119740__1.1119740	1262886__R6QN23__BN563_00445
ERR1913176.1119761__1.1119761	820__A0A3E4FZM1__adaA_2
ERR1913176.1119791__1.1119791	820__A0A3E4PYB0__yejM
ERR1913176.1119996__1.1119996	823__D7IT19__DHP27_03495
ERR1913176.1120628__1.1120628	28117__B0MWP2__ALIPUT_01468
ERR1913176.1120690__1.1120690	818__Q8A112__BT_3859
ERR1913176.1120894__1.1120894	39496__A5Z5Q0__EUBVEN_01033
ERR1913176.1120878__1.1120878	818__Q8A112__BT_3859
ERR1913176.1120936__1.1120936	47678__R5UZM4__DW706_15680
ERR1913176.1120942__1.1120942	1262992__R5D3R1__BN795_01492
ERR1913176.1121022__1.1121022	820__A0A374Q854__HMPREF1073_03281
ERR1913176.1121138__1.1121138	1160721__W0U1Y5__BHW50_01965
ERR1913176.1121351__1.1121351	301301__A0A395V7X3__RHOM_05050
ERR1913176.1121367__1.1121367	1262927__R7EVZ3__BN677_01052
ERR1913176.1121422__1.1121422	853__A0A173T0Y8__CGS54_07215
ERR1913176.1121478__1.1121478	239935__R6JD78__CXU05_09250
ERR1913176.1121514__1.1121514	1262911__R6GPB5__BN557_00842
ERR1913176.1121556__1.1121556	821__A0A3E4WAR6__DXD64_10735
ERR1913176.1121721__1.1121721	328814__GCA_004558275.1_00079
ERR1913176.1121936__1.1121936	853__A0A173RZ39__C4N22_01650
ERR1913176.1121976__1.1121976	820__A0A3E4W980__M093_3873
ERR1913176.1122087__1.1122087	487174__R5FN40__HMPREF9448_01366
ERR1913176.1122202__1.1122202	328814__GCA_004558275.1_00069
ERR1913176.1122439__1.1122439	1262777__R5VSE0__BN512_00126
ERR1913176.1122689__1.1122689	301301__G2T3Q2__ERS852391_00522
ERR1913176.1122705__1.1122705	387090__S0F8B2__BACCOPRO_02129
ERR1913176.1122716__1.1122716	820__A7V470__HMPREF1072_02076
ERR1913176.1122727__1.1122727	46228__V8BPD3__HMPREF1202_02498
ERR1913176.1123272__1.1123272	387090__S0F8B2__BACCOPRO_02129
ERR1913176.1123883__1.1123883	239935__A0A2N8IKW7__pstA
ERR1913176.1124269__1.1124269	310297__R5W5U2__DXC17_08125
ERR1913176.1124376__1.1124376	46228__V8CDQ4__RUMLAC_02769
ERR1913176.1124481__1.1124481	40520__A0A174HHX4__RUMOBE_03561
ERR1913176.1124484__1.1124484	47678__R5U3D5__DW706_05635
ERR1913176.1124517__1.1124517	820__A0A139K8N1__ERS852554_00951
ERR1913176.1124670__1.1124670	446660__GCA_003428235.1_00225
ERR1913176.1124945__1.1124945	1263107__GCA_000436995.1_00122
ERR1913176.1124976__1.1124976	1262927__R7EU07__BN677_01016
ERR1913176.1125058__1.1125058	1262746__R5SS80__BN750_02125
ERR1913176.1125215__1.1125215	820__A0A374Q8T2__DXB64_16190
ERR1913176.1125326__1.1125326	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913176.1125780__1.1125780	1897011__A0A1Q6RES7__BHW41_04275
ERR1913176.1125830__1.1125830	28117__B0MVL5__BHV66_01660
ERR1913176.1126007__1.1126007	28117__B0MXW9__ALIPUT_01981
ERR1913176.1126128__1.1126128	46503__A7ADV9__ERS852463_01504
ERR1913176.1126245__1.1126245	218538__C9LPD3__GCWU000321_01411
ERR1913176.1126370__1.1126370	1262886__R6QH57__BN563_00493
ERR1913176.1126429__1.1126429	820__A0A3E4W084__BACUNI_04042
ERR1913176.1126468__1.1126468	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913176.1126570__1.1126570	1628085__A0A2U1BGQ7__C7386_101108
ERR1913176.1126540__1.1126540	820__A0A396EXA7__DXB37_15530
ERR1913176.1126632__1.1126632	246787__A0A3D6AXH7__BACCELL_04262
ERR1913176.1126735__1.1126735	817__A0A1C0WFC5__M112_2994
ERR1913176.1126779__1.1126779	1160721__W0U429__RBI_I00578
ERR1913176.1126797__1.1126797	1628085__A0A2U1BGQ7__C7386_101108
ERR1913176.1127249__1.1127249	301301__A0A395V9V2__nplT_1
ERR1913176.1127373__1.1127373	46506__B0NU77__AA415_02810
ERR1913176.1127375__1.1127375	387090__S0F8B2__BACCOPRO_02129
ERR1913176.1127376__1.1127376	853__C7H1R8__DW905_06675
ERR1913176.1128115__1.1128115	28117__R7JMT0__BHV66_05875
ERR1913176.1128353__1.1128353	1262927__R7EVI3__BN677_00922
ERR1913176.1128427__1.1128427	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913176.1128475__1.1128475	78535__E6J1D6__bglA2
ERR1913176.1128574__1.1128574	820__A0A139KIL9__DXC68_05945
ERR1913176.1128826__1.1128826	246787__R6K756__HMPREF1062_01819
ERR1913176.1128858__1.1128858	1262963__R6C7W6__BN718_00713
ERR1913176.1128929__1.1128929	301301__A0A395VAL3__mcp2_2
ERR1913176.1128996__1.1128996	310297__B5CWQ0__DXB87_14670
ERR1913176.1129225__1.1129225	552398__F4XCR9__HMPREF0866_01636
ERR1913176.1129251__1.1129251	1160721__W0U3I6__RBI_I00579
ERR1913176.1129404__1.1129404	1263000__R5EAR3__BN466_00465
ERR1913176.1129456__1.1129456	1150298__R7JNQ8__ERS852406_00857
ERR1913176.1129644__1.1129644	46506__B0NU72__DXC41_00075
ERR1913176.1129666__1.1129666	820__A0A3E4VZT7__DXB48_16145
ERR1913176.1129924__1.1129924	1263000__R5EFY3__BN466_01416
ERR1913176.1130301__1.1130301	823__A0A174W1A8__panE
ERR1913176.1130463__1.1130463	1263006__R6LI44__BN515_01329
ERR1913176.1130574__1.1130574	823__A6LFW2__M095_1860
ERR1913176.1130611__1.1130611	47678__R5U7T0__CGC64_00755
ERR1913176.1130673__1.1130673	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913176.1130895__1.1130895	1262761__R6RB66__BN606_01964
ERR1913176.1130914__1.1130914	46228__V8BSG0__RUMLAC_01955
ERR1913176.1130916__1.1130916	310297__B5CWQ0__DXB87_14670
ERR1913176.1130926__1.1130926	310297__R5VHE6__BACPLE_02321
ERR1913176.1130963__1.1130963	1263109__GCA_000438135.1_01189
ERR1913176.1131003__1.1131003	39491__A0A395UZZ5__htpG_1
ERR1913176.1131246__1.1131246	1263000__R5EJ27__BN466_01916
ERR1913176.1131420__1.1131420	823__A0A174U5E4__BDI_3390
ERR1913176.1131608__1.1131608	1263109__GCA_000438135.1_00176
ERR1913176.1131680__1.1131680	818__A0A396E9L6__C799_02774
ERR1913176.1131733__1.1131733	1263000__R5EC87__BN466_00713
ERR1913176.1131771__1.1131771	46506__S3YGB4__DXC41_06355
ERR1913176.1131776__1.1131776	328814__GCA_004558275.1_00987
ERR1913176.1131805__1.1131805	820__A0A174M9V5__M093_0237
ERR1913176.1131937__1.1131937	820__A0A374Q854__HMPREF1073_03281
ERR1913176.1132012__1.1132012	46506__B0NRJ1__DXC41_14065
ERR1913176.1132193__1.1132193	487174__K0X2W9__HMPREF9448_00062
ERR1913176.1132210__1.1132210	310297__R5V6Q5__DXD04_04860
ERR1913176.1132245__1.1132245	28117__B0MTD2__ALIPUT_00428
ERR1913176.1132246__1.1132246	28117__B0MWP2__ALIPUT_01468
ERR1913176.1132382__1.1132382	1304__A0A2P1BV91__A6J87_10220
ERR1913176.1132434__1.1132434	1262761__R6RY17__BN606_01538
ERR1913176.1132455__1.1132455	166486__D4KUL4__pemA
ERR1913176.1132506__1.1132506	1897011__A0A1Q6RH29__BHW41_01570
ERR1913176.1132551__1.1132551	47678__R5U8Y1__BACCAC_02615
ERR1913176.1132785__1.1132785	28117__B0MU76__ALIPUT_00202
ERR1913176.1132805__1.1132805	820__A0A174CK74__DXB48_07060
ERR1913176.1132830__1.1132830	46506__A0A3E4TL81__HMPREF1181_01022
ERR1913176.1132914__1.1132914	28117__B0MXX3__BHV66_07695
ERR1913176.1132938__1.1132938	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.1132929__1.1132929	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913176.1133042__1.1133042	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913176.1133071__1.1133071	46506__R6A5T2__DXC41_10795
ERR1913176.1133100__1.1133100	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.1133114__1.1133114	853__A0A3E2V168__FAEPRAM212_00929
ERR1913176.1133311__1.1133311	239935__A0A2N8I375__menA
ERR1913176.1133642__1.1133642	301301__A0A395VAV2__RHOM_03775
ERR1913176.1133735__1.1133735	39492__D4MIX3__ERS852540_01230
ERR1913176.1133812__1.1133812	28117__B0MXR1__BHV66_08035
ERR1913176.1133791__1.1133791	1262783__R6D1K1__BN558_02422
ERR1913176.1133868__1.1133868	387661__K6AET8__HMPREF1077_00420
ERR1913176.1134021__1.1134021	28117__B0MXG8__ALIPUT_01814
ERR1913176.1134135__1.1134135	301301__G2SX25__dapF_1
ERR1913176.1134185__1.1134185	33025__A0A395J973__C8D73_11010
ERR1913176.1134251__1.1134251	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913176.1134265__1.1134265	239935__A0A2N8I3G2__CXT89_00720
ERR1913176.1134354__1.1134354	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913176.1134391__1.1134391	820__A0A173WUD7__DXB48_08055
ERR1913176.1134869__1.1134869	823__A0A355XF06__B5F32_11480
ERR1913176.1134985__1.1134985	46506__A0A3E4TL81__HMPREF1181_01022
ERR1913176.1135044__1.1135044	329854__R7DRH1__DXD27_19880
ERR1913176.1135058__1.1135058	47678__R5U325__HMPREF1061_03209
ERR1913176.1135063__1.1135063	28117__B0MVL5__BHV66_01660
ERR1913176.1135076__1.1135076	301301__A0A395V9V2__nplT_1
ERR1913176.1135403__1.1135403	310297__B5CXJ7__DXB87_06645
ERR1913176.1135732__1.1135732	310297__B5D0I4__gldH
ERR1913176.1135810__1.1135810	328814__GCA_004558275.1_00075
ERR1913176.1135839__1.1135839	1262992__R5DDC9__BN795_00492
ERR1913176.1136007__1.1136007	820__A7V859__ERS852462_00341
ERR1913176.1136083__1.1136083	47678__R5U3D5__DW706_05635
ERR1913176.1136121__1.1136121	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913176.1136141__1.1136141	46506__S3YVF9__BACSTE_02487
ERR1913176.1136177__1.1136177	28117__B0MZ14__ALIPUT_02383
ERR1913176.1136262__1.1136262	853__A0A2A7A628__CGS57_13755
ERR1913176.1136388__1.1136388	1262886__R6Q7L1__BN563_00804
ERR1913176.1136398__1.1136398	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.1136340__1.1136340	1262783__R6DMF3__BN558_00215
ERR1913176.1136350__1.1136350	301301__G2T207__cph2_5
ERR1913176.1136413__1.1136413	28118__F9Z690__SAMEA44545918_01782
ERR1913176.1136510__1.1136510	39492__D4JWD3__EUBSIR_00151
ERR1913176.1136579__1.1136579	1897011__A0A1Q6RE92__BHW41_04980
ERR1913176.1136581__1.1136581	853__A0A3E2U7E6__ERS852582_01640
ERR1913176.1136671__1.1136671	1263107__GCA_000436995.1_00124
ERR1913176.1136700__1.1136700	310297__B5D009__DXB87_08940
ERR1913176.1136771__1.1136771	28117__B0MYW7__ALIPUT_02336
ERR1913176.1136781__1.1136781	246787__R6KIG0__BcellWH2_02358
ERR1913176.1136977__1.1136977	1099853__R7DGV3__NSB1T_10580
ERR1913176.1136940__1.1136940	820__A0A3E4VZS7__DXC07_14435
ERR1913176.1137150__1.1137150	328814__GCA_004558275.1_01004
ERR1913176.1137251__1.1137251	28117__B0N007__BHV66_10275
ERR1913176.1137410__1.1137410	820__A0A3E4G3J9__ERS852459_02265
ERR1913176.1137591__1.1137591	46506__A0A108TCU0__etk
ERR1913176.1137634__1.1137634	1160721__W0U4W5__BHW50_05260
ERR1913176.1137621__1.1137621	1160721__R6TBU4__BHW50_04080
ERR1913176.1137712__1.1137712	1262761__R6QN52__BN606_00884
ERR1913176.1138032__1.1138032	1262886__R6QAU3__BN563_00998
ERR1913176.1138152__1.1138152	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913176.1138169__1.1138169	310297__B5CZW4__BACPLE_02283
ERR1913176.1138292__1.1138292	46506__R6AEP1__HMPREF1181_01415
ERR1913176.1138514__1.1138514	1263006__R6ML86__BN515_00100
ERR1913176.1138545__1.1138545	310297__R5VRJ6__DXC17_13755
ERR1913176.1138716__1.1138716	28117__B0MXI8__BHV66_08505
ERR1913176.1138787__1.1138787	39485__A0A174ZNW9__luxQ_1
ERR1913176.1138792__1.1138792	1160721__R6U7U7__cheW1
ERR1913176.1138825__1.1138825	328814__GCA_004558275.1_01002
ERR1913176.1139130__1.1139130	820__A0A3E5E0T0__ERS852554_00312
ERR1913176.1139196__1.1139196	310297__R5VSX6__BHV76_05850
ERR1913176.1139318__1.1139318	1263006__R6LK25__BN515_01963
ERR1913176.1139509__1.1139509	1263109__GCA_000438135.1_01519
ERR1913176.1139768__1.1139768	1262927__R7EXX6__BN677_01694
ERR1913176.1139898__1.1139898	820__A0A374Q1D8__SAMN05444418_112114
ERR1913176.1139959__1.1139959	246787__A0A0P0GG22__BACCELL_01899
ERR1913176.1140119__1.1140119	818__A0A1H7TGM1__BJP75_010615
ERR1913176.1140553__1.1140553	46506__B0NU77__AA415_02810
ERR1913176.1140650__1.1140650	556259__I0PXW0__BSGG_5187
ERR1913176.1140680__1.1140680	28117__B0MTY2__BHV66_06485
ERR1913176.1140775__1.1140775	310297__B5CYH8__BHV76_07815
ERR1913176.1140861__1.1140861	46228__V8BPQ7__HMPREF1202_02326
ERR1913176.1140964__1.1140964	1304__F8LKP1__TZ99_00769
ERR1913176.1141163__1.1141163	214856__I3YMN6__Alfi_1938
ERR1913176.1141245__1.1141245	1262911__R6GPB5__BN557_00842
ERR1913176.1141605__1.1141605	246787__A0A0P0GM08__BcellWH2_01845
ERR1913176.1141667__1.1141667	46506__B0NPF6__BACSTE_01357
ERR1913176.1141706__1.1141706	46506__B0NPF6__BACSTE_01357
ERR1913176.1141962__1.1141962	47678__R5UXY0__CGC64_03535
ERR1913176.1141977__1.1141977	1262886__R6Q765__BN563_00634
ERR1913176.1142060__1.1142060	1262927__R7F1Y8__BN677_00346
ERR1913176.1142080__1.1142080	1263006__R6MQA3__BN515_02104
ERR1913176.1142314__1.1142314	357276__I9FGI3__EL88_12385
ERR1913176.1142529__1.1142529	1263000__R5EKR4__BN466_01609
ERR1913176.1142636__1.1142636	552398__F4XHU2__HMPREF0866_03196
ERR1913176.1142669__1.1142669	246787__A0A0P0GG22__BACCELL_01899
ERR1913176.1142856__1.1142856	1262777__R5WBJ1__BN512_00713
ERR1913176.1142895__1.1142895	818__A0A1H7S810__BJP75_003270
ERR1913176.1142977__1.1142977	246787__R6KQ08__AA416_01934
ERR1913176.1142981__1.1142981	1739406__A0A1S1ED65__HMPREF2902_04060
ERR1913176.1143045__1.1143045	310297__B5CUD7__BHV76_11070
ERR1913176.1143098__1.1143098	847__C3XCW5__rluA
ERR1913176.1143173__1.1143173	823__A6LHJ7__ERS852380_00253
ERR1913176.1143290__1.1143290	28117__B0MU53__ALIPUT_00569
ERR1913176.1143402__1.1143402	820__A0A374MMF0__HMPREF1073_03811
ERR1913176.1143578__1.1143578	1303__A0A133S0N3__glyQ
ERR1913176.1143590__1.1143590	360807__C0FPW0__ROSEINA2194_00763
ERR1913176.1143695__1.1143695	1262945__R6YNE9__BN600_00111
ERR1913176.1143927__1.1143927	46503__A7AB74__DD461_00855
ERR1913176.1143930__1.1143930	301301__A0A395VE27__RHOM_06555
ERR1913176.1143957__1.1143957	357276__A0A076IRV2__BACDOR_02822
ERR1913176.1144021__1.1144021	820__A0A173YYG4__evgS_3
ERR1913176.1144132__1.1144132	820__A0A3E4PYB0__yejM
ERR1913176.1144285__1.1144285	46506__B0NMY5__AA415_00377
ERR1913176.1144360__1.1144360	823__A0A355XIK0__CEQ22_011965
ERR1913176.1144380__1.1144380	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913176.1144508__1.1144508	46506__B0NUC8__DXC34_03410
ERR1913176.1144726__1.1144726	46506__S3YT03__AA415_01895
ERR1913176.1144811__1.1144811	239935__A0A2N8IMC3__CXT96_03840
ERR1913176.1144881__1.1144881	818__A0A1H7L4U6__BSIG_3287
ERR1913176.1144897__1.1144897	246787__A0A0P0GR24__BcellWH2_03263
ERR1913176.1145002__1.1145002	853__A0A3E2V168__FAEPRAM212_00929
ERR1913176.1145006__1.1145006	552398__T5S086__HMPREF0866_01580
ERR1913176.1145109__1.1145109	1160721__W0U4N8__RBI_I00805
ERR1913176.1145165__1.1145165	357276__A0A076IRX4__ABI39_13585
ERR1913176.1145283__1.1145283	310297__B5CWI6__DXB87_12520
ERR1913176.1145319__1.1145319	310297__R5VE18__DXD04_14500
ERR1913176.1145347__1.1145347	328814__GCA_004558275.1_00076
ERR1913176.1145400__1.1145400	357276__A0A076IYE6__IY41_04275
ERR1913176.1145537__1.1145537	820__R7E9Z4__DXC68_06065
ERR1913176.1145628__1.1145628	76489__A0A1E8EUC5__CLOACE_23150
ERR1913176.1145650__1.1145650	357276__A0A076IRX7__HMPREF1064_00526
ERR1913176.1145864__1.1145864	820__A0A139K8N1__ERS852554_00951
ERR1913176.1145888__1.1145888	46503__R6WX12__DXB85_11560
ERR1913176.1145903__1.1145903	1318__A0A3E4U4Y6__essA
ERR1913176.1146090__1.1146090	46506__B0NRL4__HMPREF1181_00205
ERR1913176.1146064__1.1146064	47678__R5U8S9__DW706_06260
ERR1913176.1146331__1.1146331	310297__B5CV97__DXD04_03850
ERR1913176.1146593__1.1146593	246787__R6KM92__AA416_01456
ERR1913176.1146663__1.1146663	246787__A0A0P0GR24__BcellWH2_03263
ERR1913176.1146830__1.1146830	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913176.1146926__1.1146926	39491__A0A395V1R3__T1815_08181
ERR1913176.1147044__1.1147044	1897011__A0A1Q6RIA0__BHW41_01275
ERR1913176.1147104__1.1147104	28116__A7LS06__HMPREF2532_04668
ERR1913176.1147317__1.1147317	28117__B0N007__BHV66_10275
ERR1913176.1147414__1.1147414	1160721__R6TBU4__BHW50_04080
ERR1913176.1147716__1.1147716	46506__B0NPF6__BACSTE_01357
ERR1913176.1147695__1.1147695	28118__R6F707__B5F99_15665
ERR1913176.1147757__1.1147757	310297__B5D2R6__DXB87_15610
ERR1913176.1147911__1.1147911	1262986__R5ZUP0__BN492_01284
ERR1913176.1147962__1.1147962	46506__B0NRJ1__DXC41_14065
ERR1913176.1148065__1.1148065	310297__B5CXJ7__DXB87_06645
ERR1913176.1148077__1.1148077	33025__A0A395J947__C8D73_11315
ERR1913176.1148120__1.1148120	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913176.1148150__1.1148150	1262927__R7F4G2__BN677_00840
ERR1913176.1148287__1.1148287	1262927__R7EZA7__BN677_00081
ERR1913176.1148423__1.1148423	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913176.1148538__1.1148538	820__A0A396EUU8__luxQ_3
ERR1913176.1148745__1.1148745	328814__GCA_004558275.1_00998
ERR1913176.1148790__1.1148790	39491__C4ZAT2__ERE_28440
ERR1913176.1148811__1.1148811	46228__B5CP96__RUMLAC_01287
ERR1913176.1149197__1.1149197	569__A0A097R737__CD201_18830
ERR1913176.1149227__1.1149227	1263109__GCA_000438135.1_00334
ERR1913176.1149341__1.1149341	46506__S3YVT5__BACSTE_02352
ERR1913176.1149359__1.1149359	310297__B5CZ21__DXB87_00235
ERR1913176.1149459__1.1149459	39492__D4JQL8__ywpJ
ERR1913176.1149480__1.1149480	39491__A0A396FIU1__DXC13_07905
ERR1913176.1149532__1.1149532	33025__A0A395JHD9__C8D73_101774
ERR1913176.1149661__1.1149661	39491__A0A395V297__EUR_01010
ERR1913176.1149776__1.1149776	28117__B0MTY2__BHV66_06485
ERR1913176.1149877__1.1149877	28117__R7JLP2__ALIPUT_00416
ERR1913176.1150269__1.1150269	166486__D4KUE4__ROSINTL182_08606
ERR1913176.1150282__1.1150282	818__A0A139KQP8__BJP75_006755
ERR1913176.1150322__1.1150322	823__D7IUM6__M091_1082
ERR1913176.1150462__1.1150462	114416__GeneID:951200
ERR1913176.1150540__1.1150540	310297__R5V778__BACPLE_02189
ERR1913176.1150575__1.1150575	310297__R5VHY5__DXD04_12265
ERR1913176.1150624__1.1150624	209880__A0A1G5W0B1__SAMN02910343_01037
ERR1913176.1150633__1.1150633	821__C3RB94__DXC03_15585
ERR1913176.1150663__1.1150663	2108523__A0A2P2F8Z8__LAWASA_2511
ERR1913176.1150668__1.1150668	569__A0A097QZ42__PU00_16200
ERR1913176.1150915__1.1150915	246787__A0A0P0G684__cirA_10
ERR1913176.1150968__1.1150968	39490__A0A173QWQ2__bga
ERR1913176.1151022__1.1151022	820__A0A139KH21__DXC80_01780
ERR1913176.1151256__1.1151256	820__A0A174Q0F0__DXB48_08080
ERR1913176.1151285__1.1151285	301301__A0A395VCJ3__cbiT
ERR1913176.1152177__1.1152177	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913176.1152192__1.1152192	1262986__R6ASP8__BN492_01782
ERR1913176.1152197__1.1152197	28117__B0MXG7__BHV66_08620
ERR1913176.1152308__1.1152308	310297__B5CTT3__DXC17_00385
ERR1913176.1152436__1.1152436	28118__F9ZBW3__Odosp_3541
ERR1913176.1152499__1.1152499	28117__B0N007__BHV66_10275
ERR1913176.1152637__1.1152637	1262886__R6QHU6__BN563_00640
ERR1913176.1152645__1.1152645	28118__F9ZBW3__Odosp_3541
ERR1913176.1153074__1.1153074	28117__B0MSS1__ALIPUT_00273
ERR1913176.1153426__1.1153426	46506__B0NT08__BACSTE_02624
ERR1913176.1153589__1.1153589	384639__GCA_003096855.1_01210
ERR1913176.1153703__1.1153703	410072__C0B801__mucD
ERR1913176.1153745__1.1153745	853__A0A173YYY4__DWZ04_09420
ERR1913176.1153911__1.1153911	46506__S3YVF9__BACSTE_02487
ERR1913176.1153916__1.1153916	394340__fabF
ERR1913176.1154092__1.1154092	820__A0A3E5BMG9__DXD40_05130
ERR1913176.1154161__1.1154161	1263109__GCA_000438135.1_01403
ERR1913176.1154170__1.1154170	357276__A0A076IN30__DXD47_09350
ERR1913176.1154319__1.1154319	246787__A0A0P0G684__cirA_10
ERR1913176.1154507__1.1154507	46506__A0A120A336__SAMN05444283_1528
ERR1913176.1154464__1.1154464	818__A0A3E5HK02__BSIG_1732
ERR1913176.1154544__1.1154544	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913176.1154691__1.1154691	29466__D1YPG9__HMPREF1865_00598
ERR1913176.1154869__1.1154869	1262783__R6D3E2__BN558_02024
ERR1913176.1155134__1.1155134	487174__K0XH97__HMPREF9448_01909
ERR1913176.1155151__1.1155151	246787__A0A0P0GJZ5__BcellWH2_01116
ERR1913176.1155163__1.1155163	820__R9I2U8__DXC68_09590
ERR1913176.1155234__1.1155234	46228__V8BLW9__DXD17_14090
ERR1913176.1155339__1.1155339	28117__R7JR95__ALIPUT_01367
ERR1913176.1155385__1.1155385	310297__R5VD67__BHV76_00270
ERR1913176.1155601__1.1155601	246787__R6LCL3__AA416_03522
ERR1913176.1155633__1.1155633	310297__B5CVZ7__DXB87_08345
ERR1913176.1155637__1.1155637	1263000__R5EJ27__BN466_01916
ERR1913176.1155614__1.1155614	46228__B5CM12__DXD17_00945
ERR1913176.1155621__1.1155621	1262927__R7EZL7__BN677_00148
ERR1913176.1155625__1.1155625	820__A0A139JRS5__HMPREF1073_04025
ERR1913176.1155756__1.1155756	1262886__R6QHX8__BN563_00685
ERR1913176.1155889__1.1155889	853__A0A174BZY1__xerD_1
ERR1913176.1155943__1.1155943	33025__A0A395JEP7__C8D73_10844
ERR1913176.1156122__1.1156122	46228__V8CCW7__DXD17_07330
ERR1913176.1156251__1.1156251	28117__B0N028__BHV66_05935
ERR1913176.1156431__1.1156431	357276__D1K3K9__EL88_23995
ERR1913176.1156473__1.1156473	33025__A0A395JBA6__C8D73_1039
ERR1913176.1156725__1.1156725	1263107__GCA_000436995.1_00139
ERR1913176.1157148__1.1157148	394340__icd
ERR1913176.1157370__1.1157370	820__A7V092__hldE
ERR1913176.1157331__1.1157331	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913176.1157445__1.1157445	357276__I9G0T7__BACDOR_04266
ERR1913176.1157600__1.1157600	853__D4KAK8__C4N21_13380
ERR1913176.1157548__1.1157548	310297__B5CV67__DXD04_03690
ERR1913176.1157695__1.1157695	28116__D7J6A7__NCTC11153_02798
ERR1913176.1157626__1.1157626	1262824__R6RP26__BN719_00906
ERR1913176.1157742__1.1157742	28118__R6FAT1__DHW44_00720
ERR1913176.1157908__1.1157908	1262986__R5ZV70__BN492_01054
ERR1913176.1158061__1.1158061	28117__B0MUT8__ALIPUT_00879
