ERR1913207.106__1.106	39492__D4JSU6__dacB_3
ERR1913207.1000637__1.1000637	214856__A0A174A1J3__ERS852447_01000
ERR1913207.1000710__1.1000710	820__A0A139KG04__ERS852459_01249
ERR1913207.1000758__1.1000758	818__E5C5U7__SAMN05216253_101163
ERR1913207.1000862__1.1000862	820__A0A374Q854__HMPREF1073_03281
ERR1913207.1001062__1.1001062	239935__A0A2N8HZZ2__CXU19_04895
ERR1913207.1001089__1.1001089	821__E5UMZ6__BVU_1450
ERR1913207.1001157__1.1001157	821__A0A174ALF2__BvMPK_3016
ERR1913207.1001212__1.1001212	1501391__GCA_000786575.1_00135
ERR1913207.1001372__1.1001372	818__A0A3E5GYI4__NCTC10582_00013
ERR1913207.1001420__1.1001420	214856__R6XS46__ERS852559_00812
ERR1913207.1001472__1.1001472	88431__A6BGH9__ERS852408_02691
ERR1913207.1001555__1.1001555	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.1001756__1.1001756	239935__B2UPP2__CXU20_12035
ERR1913207.1001721__1.1001721	208479__A0A3E2UX11__HMPREF1085_02425
ERR1913207.1001729__1.1001729	820__A0A3E4G826__C801_01612
ERR1913207.1001886__1.1001886	821__A0A395UNT8__DXD64_15275
ERR1913207.1002044__1.1002044	1501391__GCA_000786575.1_00083
ERR1913207.1002249__1.1002249	1501392__A0A0B2J8W4__PU94_13825
ERR1913207.1002252__1.1002252	239935__A0A139TSG7__CXU17_09600
ERR1913207.1002580__1.1002580	40519__U2KQV0__RUMCAL_02004
ERR1913207.1002712__1.1002712	853__A0A173YYY4__DWZ04_09420
ERR1913207.1002811__1.1002811	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.1002868__1.1002868	820__A0A139KEW8__DXB64_06405
ERR1913207.1002894__1.1002894	39496__A5Z5I2__EUBVEN_00963
ERR1913207.1003090__1.1003090	818__D7I8A4__C799_02600
ERR1913207.1003163__1.1003163	821__R9HFW2__DXD01_00365
ERR1913207.1003449__1.1003449	818__A0A0P0FBI1__NCTC10582_00163
ERR1913207.1003400__1.1003400	292800__G9YMI4__ERS852518_06919
ERR1913207.1003464__1.1003464	820__A0A3E5BMG9__DXD40_05130
ERR1913207.1003659__1.1003659	818__A0A3E5HEU1__NCTC10582_02468
ERR1913207.1003815__1.1003815	821__A0A3E4WAR6__DXD64_10735
ERR1913207.1003950__1.1003950	821__A0A3E4XY72__NCTC10583_01067
ERR1913207.1003995__1.1003995	239935__R6JWM7__CXU14_12295
ERR1913207.1004266__1.1004266	1550024__G9RPG8__TQ39_05515
ERR1913207.1004372__1.1004372	1262700__R5XWU5__BN695_01617
ERR1913207.1004397__1.1004397	1965661__A0A1Y3S7A8__B5G37_14300
ERR1913207.1004399__1.1004399	818__A0A139K023__trxA_3
ERR1913207.1004418__1.1004418	239935__A0A2N8HL91__holA
ERR1913207.1004521__1.1004521	246787__A0A3D6AQP8__AA416_04153
ERR1913207.1004530__1.1004530	328814__GCA_004558275.1_00294
ERR1913207.1004701__1.1004701	328814__GCA_004558275.1_00035
ERR1913207.1004776__1.1004776	820__A0A3E4VZT7__DXB48_16145
ERR1913207.1004807__1.1004807	28117__B0MUB3__ALIPUT_00727
ERR1913207.1004906__1.1004906	818__A0A174N1L6__ERS852511_02039
ERR1913207.1005006__1.1005006	47678__R5UTU5__CGC64_07175
ERR1913207.1005195__1.1005195	821__A0A3E4HP25__SAMN04487923_102450
ERR1913207.1005237__1.1005237	239935__B2UQP8__CXU15_01110
ERR1913207.1005175__1.1005175	28117__B0MXG8__ALIPUT_01814
ERR1913207.1005361__1.1005361	239935__A0A139TMY7__CXU13_02020
ERR1913207.1005367__1.1005367	28118__F9ZCN9__DHW44_07820
ERR1913207.1006015__1.1006015	239935__A0A2N8HL91__holA
ERR1913207.1006033__1.1006033	487174__K0XM88__DDY40_02935
ERR1913207.1006237__1.1006237	1099853__G9S3N8__NSB1T_07330
ERR1913207.1006262__1.1006262	1262992__R5CXM7__BN795_01016
ERR1913207.1006204__1.1006204	1262948__R7ECV8__BN671_00727
ERR1913207.1006317__1.1006317	820__A0A139KG60__M094_2679
ERR1913207.1006508__1.1006508	47678__R5U6J0__ERS852558_00310
ERR1913207.1006556__1.1006556	820__A0A139KJR5__M093_4469
ERR1913207.1006749__1.1006749	460384__A0A2T3F744__C7256_24645
ERR1913207.1006751__1.1006751	821__A0A395UNT8__DXD64_15275
ERR1913207.1006757__1.1006757	1512__A0A174IEH4__HMPREF9474_03659
ERR1913207.1006866__1.1006866	821__A0A173WG51__BVU_2549
ERR1913207.1006870__1.1006870	818__A0A3E5HWN5__BSIG_3066
ERR1913207.1006911__1.1006911	310298__B3JII2__BACCOP_01694
ERR1913207.1006913__1.1006913	821__A0A396EVC9__DXB90_03525
ERR1913207.1006990__1.1006990	820__A0A174F0C1__nreB
ERR1913207.1007052__1.1007052	40518__R5DX31__DXD86_09775
ERR1913207.1007283__1.1007283	239935__A0A2N8HX65__CXU17_02540
ERR1913207.1007339__1.1007339	214856__R6Y0B9__ERS852559_00164
ERR1913207.1007470__1.1007470	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1007491__1.1007491	820__A0A173W419__DXC68_17760
ERR1913207.1007686__1.1007686	357276__A0A0K2HDP3__IY41_00705
ERR1913207.1007709__1.1007709	1099853__G9S6N8__NSB1T_13280
ERR1913207.1007847__1.1007847	821__A0A174AYT0__DXC02_03530
ERR1913207.1007949__1.1007949	246787__A0A3D6AWJ7__AA416_00506
ERR1913207.1007977__1.1007977	820__A0A174NUS8__DXC80_12885
ERR1913207.1008011__1.1008011	246787__A0A3D6AWJ7__AA416_00506
ERR1913207.1008135__1.1008135	820__A0A374MMF0__HMPREF1073_03811
ERR1913207.1008157__1.1008157	818__A0A0P0FLN9__NCTC13706_01794
ERR1913207.1008200__1.1008200	1262700__R5Y881__BN695_01083
ERR1913207.1008313__1.1008313	333367__C0D398__recT
ERR1913207.1008395__1.1008395	821__A6L0C7__ERS852556_03520
ERR1913207.1008465__1.1008465	47678__A5ZHL2__DXB67_12495
ERR1913207.1008573__1.1008573	1263005__R6F0R5__BN497_00287
ERR1913207.1008519__1.1008519	239935__A0A2N8IAZ5__xseA
ERR1913207.1008556__1.1008556	1262700__R5XCZ6__BN695_01654
ERR1913207.1008591__1.1008591	820__A0A3E4G2R7__DXC07_00510
ERR1913207.1008650__1.1008650	820__I9TWZ7__DXC80_10550
ERR1913207.1008657__1.1008657	820__A0A139K4W1__M093_0353
ERR1913207.1008699__1.1008699	1262743__R5C054__BN727_01980
ERR1913207.1008781__1.1008781	1099853__G9S6Y8__NSB1T_06345
ERR1913207.1008830__1.1008830	418240__A0A173WVP8__acm
ERR1913207.1008971__1.1008971	820__A0A139JRH8__HMPREF2141_04326
ERR1913207.1008910__1.1008910	1965631__A0A1Y4AIV0__B5F90_04660
ERR1913207.1009041__1.1009041	821__A0A396F9T7__M097_3427
ERR1913207.1009308__1.1009308	487174__K0XL35__DDY40_11955
ERR1913207.1009258__1.1009258	821__D4V4X2__DXC16_18525
ERR1913207.1009453__1.1009453	1262700__R5XD02__BN695_01659
ERR1913207.1009502__1.1009502	818__A0A3E5HWN5__BSIG_3066
ERR1913207.1009472__1.1009472	820__A0A139KA34__B5G17_05520
ERR1913207.1009525__1.1009525	487175__R5EHI2__HMPREF9439_00085
ERR1913207.1009527__1.1009527	821__A0A0P0M4G3__M099_3092
ERR1913207.1009626__1.1009626	239935__A0A2N8HQQ5__CXU12_06805
ERR1913207.1009875__1.1009875	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913207.1009946__1.1009946	246787__I8V2S2__BACCELL_02524
ERR1913207.1010030__1.1010030	820__A0A3E4VZY4__ERS852554_01211
ERR1913207.1010102__1.1010102	239935__R6J776__CXU07_02355
ERR1913207.1010103__1.1010103	487174__K0X347__DIT83_07775
ERR1913207.1010080__1.1010080	1262700__R5XAA8__BN695_00052
ERR1913207.1010162__1.1010162	1262700__R5XLR2__BN695_01660
ERR1913207.1010486__1.1010486	487174__K0XA48__DDY40_03955
ERR1913207.1010573__1.1010573	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1010765__1.1010765	239935__A0A2N8I1R3__CXU05_06075
ERR1913207.1011064__1.1011064	328814__GCA_004558275.1_00128
ERR1913207.1011071__1.1011071	487174__K0X4L2__pgl
ERR1913207.1011077__1.1011077	820__A0A3E4XM43__DXC91_13960
ERR1913207.1011193__1.1011193	626929__F3PKG7__SAMN05444376_0720
ERR1913207.1011255__1.1011255	239935__A0A139TSG7__CXU17_09600
ERR1913207.1011212__1.1011212	544644__GCA_001915615.1_00037
ERR1913207.1011369__1.1011369	28117__B0MTI4__ALIPUT_00084
ERR1913207.1011372__1.1011372	246787__A0A3D6AZF8__BACCELL_02529
ERR1913207.1011526__1.1011526	820__A0A3E4W4Y7__B5G17_02055
ERR1913207.1011543__1.1011543	487175__A0A3D3SF86__HMPREF9439_02735
ERR1913207.1011766__1.1011766	818__A0A174VV39__BT_3492
ERR1913207.1011924__1.1011924	820__A0A3E4WA06__ERS852554_03404
ERR1913207.1011937__1.1011937	1965661__A0A1Y3S3X8__B5G37_13860
ERR1913207.1012036__1.1012036	246787__R6KBH9__HMPREF1062_04676
ERR1913207.1012038__1.1012038	239935__A0A2N8I5A2__DEF40_08455
ERR1913207.1012072__1.1012072	820__A7VAR9__ERS852421_00197
ERR1913207.1012075__1.1012075	1262700__R5XJU2__BN695_00943
ERR1913207.1012199__1.1012199	821__A0A174NM17__lacZ_6
ERR1913207.1012202__1.1012202	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1012239__1.1012239	1262989__R6YI19__BN815_02193
ERR1913207.1012394__1.1012394	821__C6ZAA5__ERS852556_00403
ERR1913207.1012580__1.1012580	821__D4VD59__BHV80_04260
ERR1913207.1012620__1.1012620	820__A0A3E4PYB0__yejM
ERR1913207.1012529__1.1012529	1262989__R6Y631__BN815_01131
ERR1913207.1012627__1.1012627	214856__A0A174G1M7__ERS852559_00594
ERR1913207.1012704__1.1012704	354259__GeneID:5141517
ERR1913207.1013078__1.1013078	1547__G9R3A9__CLORAM_00743
ERR1913207.1013334__1.1013334	818__D7I7V5__BJP75_001030
ERR1913207.1013371__1.1013371	820__A0A078STJ8__DXC68_04690
ERR1913207.1013462__1.1013462	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1013473__1.1013473	239935__B2URL9__CXU12_02290
ERR1913207.1013508__1.1013508	333367__C0DBG2__CLOSTASPAR_06617
ERR1913207.1013725__1.1013725	820__A0A174CK74__DXB48_07060
ERR1913207.1013862__1.1013862	239935__A0A2N8I693__CXU17_08410
ERR1913207.1013867__1.1013867	820__A0A1T4IYF4__mprA_1
ERR1913207.1013941__1.1013941	246787__A0A108T429__BACCELL_00192
ERR1913207.1014115__1.1014115	1262743__R5C054__BN727_01980
ERR1913207.1014436__1.1014436	853__C7H7F5__DWZ46_01780
ERR1913207.1014553__1.1014553	1780376__A0A143XEY2__BN3659_00222
ERR1913207.1014555__1.1014555	204516__U6RAM4__HMPREF1534_03439
ERR1913207.1014711__1.1014711	820__A0A3E4VZY4__ERS852554_01211
ERR1913207.1014759__1.1014759	246787__E2N7F5__AA416_04404
ERR1913207.1014934__1.1014934	818__A0A0P0F7K1__ERS852461_02719
ERR1913207.1015307__1.1015307	818__A0A1H7S810__BJP75_003270
ERR1913207.1015216__1.1015216	823__A0A395YQ63__B5F32_15335
ERR1913207.1015422__1.1015422	33038__A0A2N5PIX3__CDL26_14635
ERR1913207.1015511__1.1015511	820__A0A1T4IYF4__mprA_1
ERR1913207.1015627__1.1015627	1262700__R5XJX9__BN695_00988
ERR1913207.1015730__1.1015730	487174__R5ER56__HMPREF9448_02812
ERR1913207.1015971__1.1015971	820__A0A174LJB2__HMPREF1072_04112
ERR1913207.1015935__1.1015935	1042156__F7V3A8__HipB
ERR1913207.1016058__1.1016058	823__A0A355XFH7__ERS852513_00769
ERR1913207.1016065__1.1016065	820__A7V470__HMPREF1072_02076
ERR1913207.1016114__1.1016114	820__I9A4U7__DHU98_12785
ERR1913207.1016300__1.1016300	239935__A0A2N8IB69__CXU22_11315
ERR1913207.1016431__1.1016431	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1016448__1.1016448	820__A0A139K8X8__DXC80_17665
ERR1913207.1016615__1.1016615	818__A0A3E5HK02__BSIG_1732
ERR1913207.1016553__1.1016553	821__A0A396F598__CUU_3259
ERR1913207.1016563__1.1016563	28117__B0MTW8__ALIPUT_00502
ERR1913207.1016674__1.1016674	821__D4VD59__BHV80_04260
ERR1913207.1016752__1.1016752	338188__A0A174ETX3__ERS852397_01955
ERR1913207.1016761__1.1016761	28117__B0MU76__ALIPUT_00202
ERR1913207.1016838__1.1016838	821__A0A395UNT8__DXD64_15275
ERR1913207.1017038__1.1017038	47678__R5UES3__CGC64_00760
ERR1913207.1017281__1.1017281	1512__E7GN34__HMPREF9474_02329
ERR1913207.1017421__1.1017421	820__A0A139KHD8__ERS417307_00569
ERR1913207.1017490__1.1017490	818__A0A0P0F391__BJP75_009470
ERR1913207.1017589__1.1017589	2108523__A0A2P2F214__LAWASA_27
ERR1913207.1017697__1.1017697	1501391__GCA_000786575.1_00034
ERR1913207.1017708__1.1017708	239935__A0A2N8I390__CXU16_10675
ERR1913207.1017933__1.1017933	239935__B2UQP8__CXU15_01110
ERR1913207.1018129__1.1018129	823__A0A355XKQ8__DHP27_04010
ERR1913207.1018241__1.1018241	487174__K0XRL3__HMPREF9448_00669
ERR1913207.1018289__1.1018289	292800__A0A174RMP1__yhjX_3
ERR1913207.1018450__1.1018450	208479__A8RTI9__CGC65_15410
ERR1913207.1018497__1.1018497	818__A0A3E5HY51__rpfC_2
ERR1913207.1018607__1.1018607	239935__B2UQP8__CXU15_01110
ERR1913207.1018656__1.1018656	1550024__A0A3B9WI73__ASJ35_03410
ERR1913207.1018823__1.1018823	1512__U2C7Q0__HMPREF9475_01692
ERR1913207.1018886__1.1018886	239935__A0A2N8I694__CXU04_06245
ERR1913207.1018941__1.1018941	88431__A0A174EJA6__DXB16_03345
ERR1913207.1018980__1.1018980	239935__A0A2N8IZH1__CXU17_10040
ERR1913207.1018917__1.1018917	28117__B0MSR5__BHV66_02095
ERR1913207.1018925__1.1018925	239935__A0A2N8IMC9__CXU09_02095
ERR1913207.1018928__1.1018928	47678__R5UUQ0__C5Z00_15605
ERR1913207.1018987__1.1018987	239935__A0A139TSG7__CXU17_09600
ERR1913207.1019042__1.1019042	821__A0A174MBW9__SAMN04487923_10272
ERR1913207.1019146__1.1019146	292800__A0A174X5U4__B5F52_18190
ERR1913207.1019227__1.1019227	1099853__U5C8M9__NSB1T_02745
ERR1913207.1019313__1.1019313	487174__K0X1V7__DIT83_03020
ERR1913207.1019321__1.1019321	1262989__R6YC95__BN815_00996
ERR1913207.1019356__1.1019356	823__C7XBX3__HMPREF1059_03212
ERR1913207.1019360__1.1019360	239935__R6IYQ1__CXU15_06450
ERR1913207.1019401__1.1019401	818__A0A0P0FI06__BJP75_017205
ERR1913207.1019503__1.1019503	818__A0A0P0F004__SAMN02910322_02925
ERR1913207.1019582__1.1019582	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1019813__1.1019813	39492__D4JX05__EUBSIR_01678
ERR1913207.1019771__1.1019771	1262989__R6Y585__BN815_02251
ERR1913207.1019848__1.1019848	820__A0A173YYG4__evgS_3
ERR1913207.1019977__1.1019977	47678__R5U206__C5Z00_07065
ERR1913207.1020051__1.1020051	39492__D4JRX7__EUBSIR_01480
ERR1913207.1020116__1.1020116	821__A0A174NVL6__NCTC10583_01782
ERR1913207.1020181__1.1020181	820__A0A174KKV6__DXC07_02635
ERR1913207.1020504__1.1020504	818__A0A0P0FI06__BJP75_017205
ERR1913207.1020479__1.1020479	818__A0A0N7IB02__BT_3500
ERR1913207.1020788__1.1020788	246787__A0A3D6AS39__ina
ERR1913207.1020819__1.1020819	33025__A0A395J973__C8D73_11010
ERR1913207.1020857__1.1020857	820__A0A3E4WA06__ERS852554_03404
ERR1913207.1020837__1.1020837	239935__A0A139TSG7__CXU17_09600
ERR1913207.1020950__1.1020950	1780376__A0A143XT92__BN3659_01537
ERR1913207.1020887__1.1020887	239935__A0A2N8HCF5__CXU15_05660
ERR1913207.1020918__1.1020918	292800__A0A1C7FKT7__ERS852518_04877
ERR1913207.1020983__1.1020983	239935__R6IYQ1__CXU15_06450
ERR1913207.1021106__1.1021106	333367__C0DAX8__CLOSTASPAR_06433
ERR1913207.1021143__1.1021143	821__A0A174AYT0__DXC02_03530
ERR1913207.1021223__1.1021223	239935__R6JAS2__CXU02_10725
ERR1913207.1021293__1.1021293	1965604__A0A1Y4EXM1__B5F54_01100
ERR1913207.1021277__1.1021277	821__A0A3E4HP25__SAMN04487923_102450
ERR1913207.1021357__1.1021357	818__A0A0P0F391__BJP75_009470
ERR1913207.1021411__1.1021411	820__A0A3E4W6P0__gmhA
ERR1913207.1021477__1.1021477	820__A0A3E4VZY4__ERS852554_01211
ERR1913207.1021825__1.1021825	818__A0A3E5GY47__SAMN02910322_02002
ERR1913207.1021855__1.1021855	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1021926__1.1021926	239935__A0A139TPD8__CXU12_11015
ERR1913207.1022004__1.1022004	357276__A0A076ITU4__EL88_22160
ERR1913207.1022126__1.1022126	820__A0A1T4IYF4__mprA_1
ERR1913207.1022172__1.1022172	239935__A0A2N8HT18__CXT93_06135
ERR1913207.1022326__1.1022326	820__A0A174DZ97__SAMN05444418_101240
ERR1913207.1022636__1.1022636	671267__R9IB12__C802_00696
ERR1913207.1022958__1.1022958	239935__A0A2N8HWS3__CXU19_10285
ERR1913207.1023004__1.1023004	818__A0A174N1L6__ERS852511_02039
ERR1913207.1023207__1.1023207	820__A0A3E4PYB0__yejM
ERR1913207.1023237__1.1023237	626932__G5H9D2__HMPREF9450_02218
ERR1913207.1023377__1.1023377	246787__A0A0P0GCH1__BACCELL_02793
ERR1913207.1023537__1.1023537	821__E5UY21__C800_02204
ERR1913207.1023552__1.1023552	1262700__R5Y738__BN695_00776
ERR1913207.1023634__1.1023634	2108523__A0A2P2F677__LAWASA_1497
ERR1913207.1023638__1.1023638	246787__A0A0P0GUU5__BACCELL_02894
ERR1913207.1023733__1.1023733	357276__C3R5C9__HMPREF1063_00213
ERR1913207.1023791__1.1023791	357276__B6W1J2__BACDOR_03380
ERR1913207.1023910__1.1023910	820__A0A3E4G826__C801_01612
ERR1913207.1023939__1.1023939	1501391__GCA_000786575.1_00113
ERR1913207.1023958__1.1023958	239935__A0A2N8HCF5__CXU15_05660
ERR1913207.1024187__1.1024187	239935__A0A139TPD8__CXU12_11015
ERR1913207.1024281__1.1024281	820__A0A174TRB5__DXD40_11305
ERR1913207.1024234__1.1024234	239935__R6J9N8__CXT96_07990
ERR1913207.1024252__1.1024252	328814__GCA_004558275.1_00059
ERR1913207.1024382__1.1024382	28117__B0MTV5__BHV66_06415
ERR1913207.1024617__1.1024617	1780376__A0A143XCS5__resA_1
ERR1913207.1024742__1.1024742	35833__S2KTV4__HMPREF0179_05216
ERR1913207.1025239__1.1025239	820__A0A3E4RUC4__DHU98_02635
ERR1913207.1025347__1.1025347	818__A0A1H7TGM1__BJP75_010615
ERR1913207.1025376__1.1025376	1099853__U5CKM5__NSB1T_03870
ERR1913207.1025500__1.1025500	239935__A0A2N8IQU3__CXU22_05890
ERR1913207.1025503__1.1025503	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913207.1025506__1.1025506	820__A0A174F0C1__nreB
ERR1913207.1025530__1.1025530	818__A0A0P0FR20__BJP75_022685
ERR1913207.1025717__1.1025717	28117__B0MVL5__BHV66_01660
ERR1913207.1025748__1.1025748	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1025895__1.1025895	1262743__R5C054__BN727_01980
ERR1913207.1025976__1.1025976	487174__K0XDZ0__HMPREF9448_02863
ERR1913207.1026168__1.1026168	239935__A0A139TSG7__CXU17_09600
ERR1913207.1026265__1.1026265	47678__R5U948__ERS852494_02962
ERR1913207.1026541__1.1026541	820__A7VAS1__HMPREF2141_03259
ERR1913207.1026560__1.1026560	544645__A0A1Y3VP90__DXC42_05845
ERR1913207.1026582__1.1026582	818__A0A396E9L6__C799_02774
ERR1913207.1026597__1.1026597	239935__A0A2N8HZZ2__CXU19_04895
ERR1913207.1026676__1.1026676	239935__A0A2N8IZH1__CXU17_10040
ERR1913207.1026964__1.1026964	820__A0A3E4W4Y7__B5G17_02055
ERR1913207.1026973__1.1026973	820__A0A174M9V5__M093_0237
ERR1913207.1027033__1.1027033	1099853__G9S6N8__NSB1T_13280
ERR1913207.1027407__1.1027407	239935__A0A2N8I390__CXU16_10675
ERR1913207.1027414__1.1027414	820__A0A139KJ23__celCCA
ERR1913207.1027336__1.1027336	821__A6L0C7__ERS852556_03520
ERR1913207.1027439__1.1027439	239935__A0A2N8I375__menA
ERR1913207.1027457__1.1027457	820__A0A3E4WCX3__C801_02709
ERR1913207.1027585__1.1027585	1550024__A0A0D8IY61__ASJ35_05690
ERR1913207.1027565__1.1027565	820__A0A174DZ97__SAMN05444418_101240
ERR1913207.1027606__1.1027606	246787__I8V2S2__BACCELL_02524
ERR1913207.1027641__1.1027641	820__A7VAR9__ERS852421_00197
ERR1913207.1027644__1.1027644	823__A6LHU5__M092_0203
ERR1913207.1027839__1.1027839	818__A0A3E5HN72__C799_03359
ERR1913207.1027922__1.1027922	47678__A5ZL09__BACCAC_03608
ERR1913207.1027942__1.1027942	1099853__U5CHX6__NSB1T_13635
ERR1913207.1028275__1.1028275	28117__B0MU76__ALIPUT_00202
ERR1913207.1028449__1.1028449	818__A0A1H7S810__BJP75_003270
ERR1913207.1028543__1.1028543	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1028653__1.1028653	818__A0A0N7I9M6__Btheta7330_00939
ERR1913207.1028658__1.1028658	821__A0A0P0LFP6__C5Z04_13890
ERR1913207.1028578__1.1028578	239935__A0A2N8HX65__CXU17_02540
ERR1913207.1028742__1.1028742	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913207.1029134__1.1029134	239935__A0A139TPD8__CXU12_11015
ERR1913207.1029140__1.1029140	47678__R5UST1__ERS852558_03505
ERR1913207.1029141__1.1029141	239935__A0A2N8IDR5__CXU13_04315
ERR1913207.1029314__1.1029314	487174__K0X4F7__DDY40_08055
ERR1913207.1029410__1.1029410	820__A0A374QGD2__ERS852421_02382
ERR1913207.1029505__1.1029505	47678__R5UT79__ERS852558_03890
ERR1913207.1029551__1.1029551	310298__B3JII2__BACCOP_01694
ERR1913207.1029678__1.1029678	821__E5UY21__C800_02204
ERR1913207.1029798__1.1029798	239935__A0A2N8I3G2__CXT89_00720
ERR1913207.1029895__1.1029895	821__A0A396EVC9__DXB90_03525
ERR1913207.1029912__1.1029912	487174__K0WV96__HMPREF9448_01901
ERR1913207.1029924__1.1029924	333367__C0CW60__CLOSTASPAR_01214
ERR1913207.1029940__1.1029940	821__A0A174MBW9__SAMN04487923_10272
ERR1913207.1030236__1.1030236	239935__A0A2N8IAZ5__xseA
ERR1913207.1030337__1.1030337	820__A0A3E4G3J9__ERS852459_02265
ERR1913207.1030394__1.1030394	821__A0A174NM17__lacZ_6
ERR1913207.1030408__1.1030408	166486__D4KJ39__ERS852572_02622
ERR1913207.1030451__1.1030451	28117__B0MY40__BHV66_05170
ERR1913207.1030460__1.1030460	1262700__R5XEQ4__BN695_01576
ERR1913207.1030610__1.1030610	47678__R5UES3__CGC64_00760
ERR1913207.1030661__1.1030661	28117__B0MVL2__BHV66_01645
ERR1913207.1030752__1.1030752	1263000__R5EIH8__BN466_01210
ERR1913207.1030722__1.1030722	818__A0A139KMR0__Btheta7330_03958
ERR1913207.1030726__1.1030726	818__C6IJ08__BJP75_000645
ERR1913207.1030769__1.1030769	818__A0A0P0FBI1__NCTC10582_00163
ERR1913207.1030927__1.1030927	239935__A0A2N8IDR5__CXU13_04315
ERR1913207.1030895__1.1030895	239935__A0A2N8IQX1__dnaA
ERR1913207.1031029__1.1031029	1547__H1AHY8__DW242_13390
ERR1913207.1031174__1.1031174	1547__H1AN25__DW242_03725
ERR1913207.1031196__1.1031196	246787__A0A3D6AQP8__AA416_04153
ERR1913207.1031220__1.1031220	47678__A5ZL09__BACCAC_03608
ERR1913207.1031574__1.1031574	239935__B2UPP2__CXU20_12035
ERR1913207.1031709__1.1031709	239935__A0A2N8IAZ5__xseA
ERR1913207.1031848__1.1031848	821__A0A0P0L8F8__ERS852509_03705
ERR1913207.1031993__1.1031993	239935__A0A2N8HZZ2__CXU19_04895
ERR1913207.1032164__1.1032164	820__A0A174CK74__DXB48_07060
ERR1913207.1032302__1.1032302	821__A6L0C7__ERS852556_03520
ERR1913207.1032475__1.1032475	358743__G5HHR9__HMPREF9469_02109
ERR1913207.1032660__1.1032660	820__A0A174TRB5__DXD40_11305
ERR1913207.1032676__1.1032676	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913207.1032682__1.1032682	47678__R5UAF6__ERS852494_02966
ERR1913207.1032717__1.1032717	1262824__R6RMR2__BN719_02646
ERR1913207.1032751__1.1032751	1262700__R5XBP1__BN695_00589
ERR1913207.1032817__1.1032817	820__R9HXK9__DXB62_08265
ERR1913207.1033202__1.1033202	28117__B0MTS2__ALIPUT_00159
ERR1913207.1033335__1.1033335	33025__A0A395JE82__C8D73_101732
ERR1913207.1033275__1.1033275	2049043__A0A316MTI7__DBY37_06505
ERR1913207.1033277__1.1033277	471189__GCA_003340385.1_00088
ERR1913207.1033388__1.1033388	1262756__R5XJU5__BN568_01339
ERR1913207.1033463__1.1033463	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1033549__1.1033549	239935__A0A2N8HZZ2__CXU19_04895
ERR1913207.1033751__1.1033751	1099853__G9S6Y8__NSB1T_06345
ERR1913207.1033692__1.1033692	357276__I9QBT7__BSEG_03340
ERR1913207.1033780__1.1033780	169435__A0A174NJL9__bioY2
ERR1913207.1033789__1.1033789	239935__R6JAS2__CXU02_10725
ERR1913207.1033769__1.1033769	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913207.1033878__1.1033878	239935__A0A2N8HPS5__Amuc_0950
