ERR1912996.488__1.488	45851__D4RY81__BUTYVIB_00786
ERR1912996.3875033__1.3875033	1262882__R5MIC9__BN519_00834
ERR1912996.3875401__1.3875401	165179__D1PFV4__PREVCOP_06112
ERR1912996.3875499__1.3875499	1262882__R5MMP8__BN519_01654
ERR1912996.3875986__1.3875986	901__B6WVX9__DESPIG_02247
ERR1912996.3876228__1.3876228	28052__A0A174HUY2__ERS852451_01601
ERR1912996.3876311__1.3876311	1550024__A0A0D8IZK5__TQ39_07980
ERR1912996.3876849__1.3876849	39491__A0A174LTW7__DXD13_08720
ERR1912996.3877205__1.3877205	45851__D4S0P1__BUTYVIB_01660
ERR1912996.3877337__1.3877337	626940__E8LF94__DCQ00_07860
ERR1912996.3877461__1.3877461	147206__GCF_000156215.1_01776
ERR1912996.3877516__1.3877516	1262959__R5YH34__BN680_01621
ERR1912996.3877585__1.3877585	1160721__W0U274__RBI_I00073
ERR1912996.3877656__1.3877656	1262936__R7J5M9__BN799_00277
ERR1912996.3877681__1.3877681	1262924__R7HQB3__BN585_00435
ERR1912996.3877741__1.3877741	1262936__R7J5J9__BN799_00247
ERR1912996.3877835__1.3877835	165179__A0A3E4S980__PREVCOP_04626
ERR1912996.3877867__1.3877867	45851__D4S283__BUTYVIB_02205
ERR1912996.3877968__1.3877968	39491__D6E118__DXB69_05765
ERR1912996.3878275__1.3878275	28111__R5JUK8__NCTC11155_02515
ERR1912996.3878276__1.3878276	45851__D4RYK6__BHV86_00465
ERR1912996.3878370__1.3878370	901__B6WUN6__DHV46_11020
ERR1912996.3878584__1.3878584	46503__R6XCJ0__PARMER_01847
ERR1912996.3878617__1.3878617	1262936__R7IY78__BN799_00717
ERR1912996.3878749__1.3878749	1262882__R5N2U9__BN519_01221
ERR1912996.3878790__1.3878790	901__B6WW26__DESPIG_02294
ERR1912996.3878884__1.3878884	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912996.3879100__1.3879100	357276__B6W1J2__BACDOR_03380
ERR1912996.3879132__1.3879132	74426__purL
ERR1912996.3879167__1.3879167	39491__A0A395ZDC6__addB
ERR1912996.3879260__1.3879260	147206__GCF_000156215.1_00141
ERR1912996.3879356__1.3879356	165179__A0A3E4SID1__DXB80_01945
ERR1912996.3879362__1.3879362	45851__D4RZ82__BHV86_03550
ERR1912996.3879476__1.3879476	1262936__R7IYJ1__BN799_00810
ERR1912996.3879523__1.3879523	1680__R5GRA4__ERS852382_01548
ERR1912996.3879539__1.3879539	1262936__R7J3B1__BN799_00034
ERR1912996.3879595__1.3879595	165179__A0A3E5E0D5__PREVCOP_04205
ERR1912996.3879601__1.3879601	1263000__R5EPJ2__BN466_00954
ERR1912996.3879700__1.3879700	1262936__R7J360__BN799_00345
ERR1912996.3879843__1.3879843	853__A0A173RZ39__C4N22_01650
ERR1912996.3880366__1.3880366	239935__A0A2N8IF99__lpdA
ERR1912996.3880377__1.3880377	74426__group_4823
ERR1912996.3880458__1.3880458	239935__A0A2N8HH03__CXU09_08875
ERR1912996.3880526__1.3880526	1680__R5GR82__AD0028_0014
ERR1912996.3880824__1.3880824	820__A0A174QT76__B5G17_18060
ERR1912996.3881001__1.3881001	1262936__R7J169__BN799_00083
ERR1912996.3881019__1.3881019	1262936__R7IY78__BN799_00717
ERR1912996.3881194__1.3881194	74426__purL
ERR1912996.3881625__1.3881625	1680__A0A087DHN0__AL0462_1532
ERR1912996.3881645__1.3881645	1680__A0A087DHN0__AL0462_1532
ERR1912996.3881731__1.3881731	1262936__R7J0S3__BN799_01459
ERR1912996.3881753__1.3881753	1262911__R6HHR1__BN557_01622
ERR1912996.3881853__1.3881853	1262882__R5N0M6__BN519_00794
ERR1912996.3881890__1.3881890	40518__R5DVL2__penA
ERR1912996.3882131__1.3882131	74426__rpoB
ERR1912996.3882328__1.3882328	1262911__R6H2J2__BN557_01228
ERR1912996.3882478__1.3882478	1262936__R7J3B1__BN799_00034
ERR1912996.3882487__1.3882487	1897011__A0A1Q6REZ1__BHW41_04525
ERR1912996.3882641__1.3882641	28111__R5K5R2__NCTC11155_00605
ERR1912996.3882909__1.3882909	40518__R5DNI6__RBATCC27255_00844
ERR1912996.3882946__1.3882946	209880__A0A1G5W0B1__SAMN02910343_01037
ERR1912996.3882954__1.3882954	147206__GCF_000156215.1_01777
ERR1912996.3883043__1.3883043	1263000__R5F0H8__BN466_00254
ERR1912996.3883339__1.3883339	28111__R5JQQ7__NCTC11155_02278
ERR1912996.3883404__1.3883404	1262936__R7J1I2__BN799_01776
ERR1912996.3883628__1.3883628	1262924__R7HL71__BN585_01341
ERR1912996.3883703__1.3883703	301301__A0A395V714__evgS
ERR1912996.3883671__1.3883671	28052__A0A174JNK0__ERS852451_01116
ERR1912996.3884247__1.3884247	1680__A0A087DHN0__AL0462_1532
ERR1912996.3884347__1.3884347	1550024__G9RPP6__ASJ35_08860
ERR1912996.3884780__1.3884780	552398__F4XCR9__HMPREF0866_01636
ERR1912996.3884728__1.3884728	1680__A0A374QDL4__LMG18897_0432
ERR1912996.3884919__1.3884919	1150298__A0A174N5I7__ERS852498_01953
ERR1912996.3885003__1.3885003	1262911__R6GTZ0__BN557_01437
ERR1912996.3885104__1.3885104	301302__A0A0M6WWK6__M72_13961
ERR1912996.3885444__1.3885444	1262924__R7HQD9__BN585_00129
ERR1912996.3885429__1.3885429	45851__D4S0D7__BUTYVIB_01556
ERR1912996.3885438__1.3885438	572010__atpD
ERR1912996.3885664__1.3885664	1689__D2Q614__BDP_1791
ERR1912996.3885643__1.3885643	1897011__A0A1Q6RGE1__BHW41_02880
ERR1912996.3885693__1.3885693	1680__A0A174BEE7__BSTER_1311
ERR1912996.3886170__1.3886170	901__B6WTG1__glpB
ERR1912996.3886149__1.3886149	1680__A0A2R4G1K8__BBMN23_0315
ERR1912996.3886157__1.3886157	1680__A0A174BEE7__BSTER_1311
ERR1912996.3886410__1.3886410	384639__GCA_003096855.1_01171
ERR1912996.3886655__1.3886655	1897011__A0A1Q6RE83__BHW41_04925
ERR1912996.3886657__1.3886657	29361__B6FLM7__CLONEX_01049
ERR1912996.3886719__1.3886719	40518__R5DR39__mreB_2
ERR1912996.3886746__1.3886746	1262911__R6GK39__BN557_01755
ERR1912996.3887426__1.3887426	74426__pflB_2
ERR1912996.3887748__1.3887748	301302__A0A0M6WB38__ERS852420_00286
ERR1912996.3887973__1.3887973	45851__D4S1P1__BHV86_08290
ERR1912996.3888147__1.3888147	1263027__R6ZPD8__BN699_00744
ERR1912996.3888348__1.3888348	1680__A0A174BEE7__BSTER_1311
ERR1912996.3888572__1.3888572	1263027__R7AV92__BN699_00670
ERR1912996.3888749__1.3888749	508460__GCF_000585335.1_00222
ERR1912996.3888786__1.3888786	301301__A0A395VAD5__RHOM_06975
ERR1912996.3888822__1.3888822	301302__A0A173T010__M72_26571
ERR1912996.3889019__1.3889019	74426__sufB
ERR1912996.3889157__1.3889157	712124__F9EDF0__HMPREF9062_0472
ERR1912996.3889191__1.3889191	1263027__R7A3L5__BN699_00745
ERR1912996.3889239__1.3889239	1262936__R7J116__BN799_01346
ERR1912996.3889302__1.3889302	1680__A0A087DHN0__AL0462_1532
ERR1912996.3889388__1.3889388	901__B6WUH5__DESPIGER_1779
ERR1912996.3889427__1.3889427	301302__R5V6L8__M72_16121
ERR1912996.3889535__1.3889535	100884__E7GFK8__HMPREF9488_03551
ERR1912996.3889607__1.3889607	40520__R7D3Q2__RUMOBE_04140
ERR1912996.3889731__1.3889731	1262924__R7HRJ9__BN585_00557
ERR1912996.3890030__1.3890030	328814__GCA_004558275.1_00056
ERR1912996.3890192__1.3890192	28052__A0A174M0I3__ERS852451_02171
ERR1912996.3890433__1.3890433	1680__A0A174BEE7__BSTER_1311
ERR1912996.3891037__1.3891037	853__A0A3E2V168__FAEPRAM212_00929
ERR1912996.3891409__1.3891409	165179__A0A3E5DV57__DXB80_11400
ERR1912996.3891442__1.3891442	1262936__R7IYH4__BN799_00795
ERR1912996.3891793__1.3891793	1262936__R7J1I3__BN799_01554
ERR1912996.3891914__1.3891914	1262761__R6QYZ5__BN606_00402
ERR1912996.3892024__1.3892024	2292352__A0A374UNV2__DXC23_05215
ERR1912996.3892133__1.3892133	1150298__A0A174PLY5__ERS852406_01056
ERR1912996.3892254__1.3892254	74426__sufB
ERR1912996.3892677__1.3892677	1680__A0A174BEE7__BSTER_1311
ERR1912996.3892872__1.3892872	74426__rpoC
ERR1912996.3893236__1.3893236	901__B6WTW8__DESPIGER_1202
ERR1912996.3893361__1.3893361	1680__A0A173W5Z2__DXC53_01290
ERR1912996.3893419__1.3893419	74426__rpoB
ERR1912996.3893472__1.3893472	301302__R5UQW7__ERS852420_02102
ERR1912996.3893690__1.3893690	45851__D4S288__BHV86_04325
ERR1912996.3894168__1.3894168	239935__A0A139TQT9__Amuc_1197
ERR1912996.3894191__1.3894191	1680__A0A174BEE7__BSTER_1311
ERR1912996.3894529__1.3894529	301302__R5UTE0__ERS852420_02625
ERR1912996.3894551__1.3894551	1262882__R5N0Q5__BN519_00642
ERR1912996.3894684__1.3894684	1680__A0A3E4SB79__BAD_1517
ERR1912996.3894777__1.3894777	1680__A0A087DHN0__AL0462_1532
ERR1912996.3894795__1.3894795	28116__I8YA52__M088_0798
ERR1912996.3894934__1.3894934	45851__D4RW43__BUTYVIB_00173
ERR1912996.3894973__1.3894973	74426__purL
ERR1912996.3895059__1.3895059	1262936__R7J360__BN799_00345
ERR1912996.3895110__1.3895110	820__A0A3E4VZF8__C801_00319
ERR1912996.3895286__1.3895286	39485__C4Z684__ERS852492_01895
ERR1912996.3895369__1.3895369	1263027__R6ZJI2__BN699_01834
ERR1912996.3895472__1.3895472	301301__G2T5Z5__RHOM_15985
ERR1912996.3895582__1.3895582	1160721__R6SZN5__BHW50_07705
ERR1912996.3895892__1.3895892	572010__hgdC_1
ERR1912996.3895908__1.3895908	1897011__A0A1Q6RDX0__BHW41_05325
ERR1912996.3895958__1.3895958	1262882__R5MKV8__BN519_01281
ERR1912996.3895973__1.3895973	74426__infB
ERR1912996.3896045__1.3896045	40518__R5E2F3__artQ
ERR1912996.3896125__1.3896125	1262936__R7J116__BN799_01346
ERR1912996.3896143__1.3896143	901__B6WPV2__DHV46_04070
ERR1912996.3896197__1.3896197	1262936__R7J5M6__BN799_00272
ERR1912996.3896399__1.3896399	45851__D4S1B2__BHV86_08920
ERR1912996.3896464__1.3896464	1628085__A0A2U1BHS7__C7386_101494
ERR1912996.3896648__1.3896648	1263027__R6ZSF6__BN699_01843
ERR1912996.3896984__1.3896984	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1912996.3896990__1.3896990	901__B6WVE0__DESPIG_02056
ERR1912996.3897287__1.3897287	1262911__R6GPC5__BN557_00852
ERR1912996.3897526__1.3897526	1680__A0A174BEE7__BSTER_1311
ERR1912996.3897846__1.3897846	1680__A0A0B5BIU5__BSTER_0145
ERR1912996.3897973__1.3897973	1262924__R7HL71__BN585_01341
ERR1912996.3898135__1.3898135	1263027__R6ZE67__BN699_02172
ERR1912996.3898169__1.3898169	1897011__A0A1Q6RGA3__BHW41_02665
ERR1912996.3898283__1.3898283	1262882__R5MYI1__BN519_00416
ERR1912996.3898498__1.3898498	1897011__A0A1Q6RDG0__BHW41_05600
ERR1912996.3898525__1.3898525	901__B6WQT6__DESPIG_00415
ERR1912996.3898687__1.3898687	1262936__R7J169__BN799_00083
ERR1912996.3898964__1.3898964	74426__infB
ERR1912996.3898990__1.3898990	88431__A0A174EDE9__yxeP_2
ERR1912996.3899137__1.3899137	1262816__R6CR70__BN687_02082
ERR1912996.3899344__1.3899344	239935__A0A2N8I3Z7__CXU05_10555
ERR1912996.3899474__1.3899474	1628085__A0A374VTN8__C7386_104135
ERR1912996.3899538__1.3899538	74426__rpoB
ERR1912996.3899546__1.3899546	1262882__R5N1R4__BN519_00788
ERR1912996.3899566__1.3899566	2022527__A0A264YCL2__CHL74_00145
ERR1912996.3899785__1.3899785	1262959__R5YFN8__BN680_01122
ERR1912996.3899864__1.3899864	301302__A0A0M6WJW1__ERS852420_02245
ERR1912996.3900158__1.3900158	1262959__A0A355KWK7__BN680_01208
ERR1912996.3900606__1.3900606	39485__A0A174Z2K9__ERS852490_02052
ERR1912996.3900630__1.3900630	1680__A0A1X3A951__AL0462_1583
ERR1912996.3901072__1.3901072	45851__D4S069__spoIVA
ERR1912996.3901140__1.3901140	74426__rpoC
ERR1912996.3901241__1.3901241	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1912996.3901252__1.3901252	2173__A0A1D2WS87__BK798_03170
ERR1912996.3901410__1.3901410	39491__A0A395V0E5__ERE_31370
ERR1912996.3901476__1.3901476	1262988__R7N3U0__BN816_02215
ERR1912996.3901496__1.3901496	301302__A0A173RZU9__M72_23561
ERR1912996.3901623__1.3901623	39485__A0A174YNW2__cph2_3
ERR1912996.3901692__1.3901692	1680__A0A0C2VBJ4__birA
ERR1912996.3901722__1.3901722	40519__U2MCQ8__RUMCAL_00556
ERR1912996.3901756__1.3901756	572010__lepA
ERR1912996.3902007__1.3902007	74426__rpoC
ERR1912996.3902568__1.3902568	40518__R5DYP7__envC
ERR1912996.3902766__1.3902766	1262936__R7IYJ1__BN799_00810
ERR1912996.3903022__1.3903022	74426__infB
ERR1912996.3903077__1.3903077	1897011__A0A1Q6RIP7__BHW41_00530
ERR1912996.3903189__1.3903189	39485__A0A1Q6PGI7__pehX_3
ERR1912996.3903177__1.3903177	901__B6WVR4__DESPIGER_2125
ERR1912996.3903386__1.3903386	1897011__A0A1Q6RJ96__BHW41_00350
ERR1912996.3903571__1.3903571	39491__D6E118__DXB69_05765
ERR1912996.3903601__1.3903601	1262911__R6GTZ0__BN557_01437
ERR1912996.3903708__1.3903708	39485__C4Z6R3__mcp2_1
ERR1912996.3903714__1.3903714	1262936__R7J3L8__BN799_00414
ERR1912996.3903949__1.3903949	45851__D4RZ82__BHV86_03550
ERR1912996.3903987__1.3903987	1680__A0A174BEE7__BSTER_1311
ERR1912996.3904321__1.3904321	40518__R5DZB3__RB5AMG_01719
ERR1912996.3904427__1.3904427	1680__A0A087DHN0__AL0462_1532
ERR1912996.3904435__1.3904435	39485__R5ZT06__EUBELI_20526
ERR1912996.3904436__1.3904436	216816__A0A083X5W4__HMPREF0177_01593
ERR1912996.3904439__1.3904439	74426__pflB_2
ERR1912996.3904864__1.3904864	1262936__R7J1S4__BN799_01918
ERR1912996.3905044__1.3905044	1628085__A0A2U1BCM4__C7386_10792
ERR1912996.3905091__1.3905091	901__B6WUN6__DHV46_11020
ERR1912996.3905590__1.3905590	1262924__R7HKX0__BN585_01279
ERR1912996.3905749__1.3905749	1262936__R7IY33__BN799_00622
ERR1912996.3905864__1.3905864	1897011__A0A1Q6RDW7__BHW41_05280
ERR1912996.3906111__1.3906111	74426__pdxS
ERR1912996.3906301__1.3906301	1262882__R5MND9__BN519_00831
ERR1912996.3906436__1.3906436	147206__GCF_000156215.1_01774
ERR1912996.3906421__1.3906421	1262936__R7J247__BN799_01051
ERR1912996.3906613__1.3906613	2022527__A0A264Y8R9__CHL74_05250
ERR1912996.3906963__1.3906963	301302__A0A173UT39__M72_23901
ERR1912996.3907074__1.3907074	39485__A0A174YMI9__cph2_5
ERR1912996.3907125__1.3907125	1897011__A0A1Q6RET2__BHW41_04000
ERR1912996.3907435__1.3907435	853__A0A2A6Z8X1__FPR_03410
ERR1912996.3907497__1.3907497	40518__R5E6K4__RB5AMG_02070
ERR1912996.3907546__1.3907546	74426__pta
ERR1912996.3907667__1.3907667	901__B6WXF1__DESPIGER_1660
ERR1912996.3907644__1.3907644	39485__A0A174ZKZ4__spoIIQ_1
ERR1912996.3907754__1.3907754	572010__nifJ
ERR1912996.3907794__1.3907794	39491__A0A395V1Y4__DXB99_08035
ERR1912996.3907841__1.3907841	1299998__GCA_001494635.1_00943
ERR1912996.3908611__1.3908611	901__B6WXK9__DESPIG_02836
ERR1912996.3908717__1.3908717	1262936__R7J3B1__BN799_00034
ERR1912996.3908760__1.3908760	706562__GCA_900112995.1_01622
ERR1912996.3908881__1.3908881	1897011__A0A1Q6RBT0__BHW41_06785
ERR1912996.3908927__1.3908927	40518__R5E642__RBATCC27255_00729
ERR1912996.3908961__1.3908961	1262936__R7IYJ1__BN799_00810
ERR1912996.3908972__1.3908972	74426__asnS
ERR1912996.3908999__1.3908999	552398__F4XCQ4__HMPREF0866_01621
ERR1912996.3909105__1.3909105	1262936__R7J247__BN799_01051
ERR1912996.3909117__1.3909117	1680__R5GRA4__ERS852382_01548
ERR1912996.3909149__1.3909149	820__A0A3E4W980__M093_3873
ERR1912996.3909150__1.3909150	820__A0A3E4QZJ7__C801_01798
ERR1912996.3909312__1.3909312	1680__A0A3E4SB79__BAD_1517
ERR1912996.3909357__1.3909357	1262919__R5PNW7__BN465_00903
ERR1912996.3909422__1.3909422	1680__A0A087DHN0__AL0462_1532
ERR1912996.3909601__1.3909601	28111__R5K5Y0__NCTC11155_03071
ERR1912996.3909737__1.3909737	1262959__R5XX65__BN680_00785
ERR1912996.3909744__1.3909744	338188__A0A173XBX1__BACFIN_07139
ERR1912996.3909832__1.3909832	28111__E5WVR8__NCTC11155_02792
ERR1912996.3910123__1.3910123	1680__A0A374QDL4__LMG18897_0432
ERR1912996.3910180__1.3910180	39485__C4Z1Y9__EUBELI_00143
ERR1912996.3910264__1.3910264	1263027__R6ZNP9__BN699_00649
ERR1912996.3910307__1.3910307	1897011__A0A1Q6RH97__BHW41_01945
ERR1912996.3910597__1.3910597	1262911__R6H2B5__BN557_01151
ERR1912996.3910551__1.3910551	1897011__A0A1Q6RI11__BHW41_00845
ERR1912996.3910996__1.3910996	1262936__R7J354__BN799_00281
ERR1912996.3911043__1.3911043	39485__A0A1Q6PGI7__pehX_3
ERR1912996.3911359__1.3911359	172901__A0A2U1B4G9__C8D82_10816
ERR1912996.3911301__1.3911301	901__B6WXD6__DHV46_02215
ERR1912996.3911412__1.3911412	1680__R5GZF2__DXC60_01925
ERR1912996.3911555__1.3911555	28111__E5WYP5__BACEGG_00185
ERR1912996.3911606__1.3911606	1262936__R7J354__BN799_00281
ERR1912996.3911731__1.3911731	1263000__R5EC87__BN466_00713
ERR1912996.3911737__1.3911737	147206__GCF_000156215.1_01776
ERR1912996.3911848__1.3911848	1680__A0A374QDL4__LMG18897_0432
ERR1912996.3911920__1.3911920	74426__group_4823
ERR1912996.3912255__1.3912255	901__B6WTT7__DESPIG_01494
ERR1912996.3912348__1.3912348	901__B6WQ99__BHW59_02695
ERR1912996.3912671__1.3912671	1262929__R6EW44__BN691_01010
ERR1912996.3912715__1.3912715	1263011__R6E2H3__BN553_00224
ERR1912996.3912980__1.3912980	28052__A0A174IE05__ypdA_2
ERR1912996.3913022__1.3913022	1680__A0A076JNH5__DXC60_03835
ERR1912996.3913108__1.3913108	1262924__R7HQD9__BN585_00129
ERR1912996.3913119__1.3913119	1628085__A0A2U1BCN9__C7386_10764
ERR1912996.3913173__1.3913173	1262911__R6GIK0__BN557_01516
ERR1912996.3913188__1.3913188	1680__A0A173XYA2__B0703_0121
ERR1912996.3913209__1.3913209	1262936__R7J2G9__BN799_01824
ERR1912996.3913271__1.3913271	45851__D4S247__BUTYVIB_02169
ERR1912996.3913303__1.3913303	301302__R5VFU2__xynA1
ERR1912996.3913381__1.3913381	901__B6WSB2__DESPIGER_0802
ERR1912996.3913813__1.3913813	1680__A0A174BEE7__BSTER_1311
ERR1912996.3913832__1.3913832	1263027__R6ZXJ6__BN699_00767
ERR1912996.3913887__1.3913887	1680__A0A174BEE7__BSTER_1311
ERR1912996.3914228__1.3914228	1263011__R6E5J3__BN553_00409
ERR1912996.3914510__1.3914510	1550024__G9RWQ7__ASJ35_03880
ERR1912996.3914677__1.3914677	1262924__R7HQB3__BN585_00435
ERR1912996.3914682__1.3914682	301302__A0A0M6WV71__ERS852420_01279
ERR1912996.3914708__1.3914708	1623__G2SQN2__DXD09_02400
ERR1912996.3915323__1.3915323	1262936__R7IYW6__BN799_00686
ERR1912996.3915393__1.3915393	74426__group_1088
ERR1912996.3915605__1.3915605	1262911__R6GZX7__BN557_00838
ERR1912996.3916130__1.3916130	901__B6WUN6__DHV46_11020
ERR1912996.3916429__1.3916429	39486__G1WPN2__DORFOR_01095
ERR1912996.3916548__1.3916548	1262882__R5N3H1__BN519_01121
ERR1912996.3916799__1.3916799	572010__nifJ
ERR1912996.3916858__1.3916858	901__B6WTQ4__DESPIGER_1255
ERR1912996.3917059__1.3917059	1262936__R7J3L8__BN799_00414
ERR1912996.3917205__1.3917205	821__A0A395UNT8__DXD64_15275
ERR1912996.3917222__1.3917222	1262911__R6GS52__BN557_00834
ERR1912996.3917267__1.3917267	28052__R7N7V7__hemZ_1
ERR1912996.3917408__1.3917408	28052__A0A174MSU9__ERS852499_02010
ERR1912996.3917417__1.3917417	901__B6WR27__lnt
ERR1912996.3917822__1.3917822	1262936__R7J169__BN799_00083
ERR1912996.3917875__1.3917875	1660__A0A0V8RSD7__HMPREF0970_00448
ERR1912996.3917931__1.3917931	471189__GCA_003340385.1_00161
ERR1912996.3918031__1.3918031	1262936__R7J2K7__BN799_00229
ERR1912996.3918153__1.3918153	1680__A0A173XYA2__B0703_0121
ERR1912996.3918253__1.3918253	1262936__R7J1V8__BN799_00957
ERR1912996.3918517__1.3918517	2022527__A0A264YA09__CHL74_03035
ERR1912996.3919242__1.3919242	1680__A0A174BEE7__BSTER_1311
ERR1912996.3919249__1.3919249	39491__A0A174EQV2__DXB69_10230
ERR1912996.3919392__1.3919392	1262992__R5CXM7__BN795_01016
ERR1912996.3919566__1.3919566	1550024__G9RZG0__ASJ35_05540
ERR1912996.3919639__1.3919639	853__A0A173RZ39__C4N22_01650
ERR1912996.3919670__1.3919670	239935__A0A2N8HAQ1__DEF40_05290
ERR1912996.3919979__1.3919979	39485__A0A174Z501__EUBELI_00678
ERR1912996.3920027__1.3920027	74426__rpoC
ERR1912996.3920263__1.3920263	28116__A0A0J9FH50__BACOVA_00317
ERR1912996.3920342__1.3920342	1262936__R7J0S3__BN799_01459
ERR1912996.3920324__1.3920324	74426__argF
ERR1912996.3920819__1.3920819	40518__R5DQR9__DXD83_00030
ERR1912996.3920900__1.3920900	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912996.3920954__1.3920954	1897011__A0A1Q6RDN9__BHW41_05070
ERR1912996.3921185__1.3921185	45851__D4RYG8__BUTYVIB_00874
ERR1912996.3921219__1.3921219	1262936__R7J012__BN799_01235
ERR1912996.3921319__1.3921319	45851__D4RW73__BHV86_06745
ERR1912996.3921547__1.3921547	147206__GCF_000156215.1_01776
ERR1912996.3921556__1.3921556	147206__GCF_000156215.1_01773
ERR1912996.3921685__1.3921685	1262992__R5D546__BN795_00726
ERR1912996.3921717__1.3921717	1262924__R7HPS8__BN585_00646
ERR1912996.3921861__1.3921861	818__A0A3E5HN72__C799_03359
ERR1912996.3921863__1.3921863	1680__A0A0B5BIU5__BSTER_0145
ERR1912996.3922039__1.3922039	1263006__R6LT09__BN515_01035
ERR1912996.3922059__1.3922059	1262936__R7IYW8__BN799_00842
ERR1912996.3922116__1.3922116	1680__R5GRA4__ERS852382_01548
ERR1912996.3922419__1.3922419	1897011__A0A1Q6REV3__BHW41_04080
ERR1912996.3922723__1.3922723	28052__A0A174YX76__mcp4_5
ERR1912996.3922822__1.3922822	901__B6WQM5__cobM
ERR1912996.3922947__1.3922947	39485__C4Z355__ERS852490_01971
ERR1912996.3923145__1.3923145	384638__B7APN3__BACPEC_00639
ERR1912996.3923159__1.3923159	1262936__R7IY78__BN799_00717
ERR1912996.3923348__1.3923348	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1912996.3923411__1.3923411	1263027__R7A6G1__BN699_00047
ERR1912996.3923527__1.3923527	301302__A0A0M6WWK6__M72_13961
ERR1912996.3923655__1.3923655	572010__napA
ERR1912996.3924125__1.3924125	1262882__R5N3H1__BN519_01121
ERR1912996.3924205__1.3924205	1262936__R7IZ99__BN799_01076
ERR1912996.3924243__1.3924243	1680__A0A1X3A951__AL0462_1583
ERR1912996.3924274__1.3924274	147206__GCF_000156215.1_01775
ERR1912996.3924319__1.3924319	1263107__GCA_000436995.1_00224
ERR1912996.3924435__1.3924435	1628085__A0A374VPL1__C7386_10315
ERR1912996.3924714__1.3924714	39485__R5ZQJ7__yniC
ERR1912996.3924737__1.3924737	33039__D4M4L0__ERS852577_02891
ERR1912996.3924939__1.3924939	1262936__R7J1R8__BN799_01841
ERR1912996.3925070__1.3925070	1680__A0A374QDL4__LMG18897_0432
ERR1912996.3925173__1.3925173	39491__A0A395UXH0__EUBREC_0021
ERR1912996.3925176__1.3925176	166486__D4L2Y9__ROSINTL182_06221
ERR1912996.3925272__1.3925272	1262911__R6GZW9__BN557_00833
ERR1912996.3925399__1.3925399	74426__rpoC
ERR1912996.3925590__1.3925590	745368__A0A1T4XY03__SAMN02745178_02465
ERR1912996.3925695__1.3925695	301302__A0A0M6WV88__dhaS_2
ERR1912996.3925719__1.3925719	1263006__R6MPG9__BN515_01866
ERR1912996.3925752__1.3925752	301301__G2SX39__ERS852391_02360
ERR1912996.3925765__1.3925765	1263000__R5EXT3__BN466_02213
ERR1912996.3926071__1.3926071	1550024__A0A0W7TSP5__ASJ35_06140
ERR1912996.3926153__1.3926153	1680__A0A1X3A951__AL0462_1583
ERR1912996.3926452__1.3926452	165179__A0A3E5A832__DXC61_13685
ERR1912996.3926486__1.3926486	172901__A0A2U1AS17__C8D82_12226
ERR1912996.3926505__1.3926505	1680__A7A4N3__ERS852382_00779
ERR1912996.3926556__1.3926556	1262936__R7J3B1__BN799_00034
ERR1912996.3926878__1.3926878	338188__R6RRY7__BACFIN_05362
ERR1912996.3926981__1.3926981	40518__R5DNY7__RBATCC27255_00367
ERR1912996.3927179__1.3927179	552398__F4XCR9__HMPREF0866_01636
ERR1912996.3927563__1.3927563	147206__GCF_000156215.1_01777
ERR1912996.3927618__1.3927618	1262936__R7J169__BN799_00083
ERR1912996.3927885__1.3927885	2022527__A0A264Y5V9__CHL74_10280
ERR1912996.3927957__1.3927957	1262911__R6GTZ4__BN557_01440
ERR1912996.3928013__1.3928013	74426__group_4823
ERR1912996.3928420__1.3928420	45851__D4S1E0__BUTYVIB_01910
ERR1912996.3928451__1.3928451	853__A0A173RZ39__C4N22_01650
ERR1912996.3928490__1.3928490	552398__F4XCR9__HMPREF0866_01636
ERR1912996.3928875__1.3928875	246787__A0A0P0GG59__BcellWH2_02752
