ERR1913161.22__1.22	1550024__A0A0D8J179__ASJ35_09245
ERR1913161.498774__1.498774	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913161.499381__1.499381	487175__F3QK24__HMPREF9439_01281
ERR1913161.499346__1.499346	214856__R6Z288__ERS852447_00734
ERR1913161.499401__1.499401	239935__A0A2N8HHB6__B5G29_11500
ERR1913161.499531__1.499531	47678__R5UUQ0__C5Z00_15605
ERR1913161.499532__1.499532	1262882__R5N3T7__BN519_01188
ERR1913161.499652__1.499652	28117__B0MWH8__BHV66_01330
ERR1913161.499872__1.499872	239935__A0A2N8HUU6__CXT90_06150
ERR1913161.499877__1.499877	301301__A0A395V8X2__RHOM_00490
ERR1913161.499952__1.499952	239935__A0A2N8IQX1__dnaA
ERR1913161.499964__1.499964	1262882__R5MGI7__BN519_00643
ERR1913161.500018__1.500018	821__D4VC51__M099_1508
ERR1913161.500043__1.500043	1299998__GCA_001494635.1_00808
ERR1913161.500307__1.500307	239935__R6K0V8__CXT94_02055
ERR1913161.500542__1.500542	1262882__R5MH82__BN519_00752
ERR1913161.500682__1.500682	1262882__R5MZ41__BN519_00356
ERR1913161.500770__1.500770	1262882__R5MLP5__BN519_01602
ERR1913161.500777__1.500777	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913161.500917__1.500917	1683__C4FGI7__BIANG_0957
ERR1913161.500993__1.500993	1262911__R6H0U7__BN557_01104
ERR1913161.501090__1.501090	97478__A0A0D4CMT0__SAMN05216461_101219
ERR1913161.501203__1.501203	281920__C2M9J8__PORUE0001_0148
ERR1913161.501841__1.501841	239935__A0A2N8IMC9__CXU09_02095
ERR1913161.501967__1.501967	239935__A0A2N8HPS5__Amuc_0950
ERR1913161.502054__1.502054	1262803__R6NL95__BN649_00814
ERR1913161.502390__1.502390	1262869__R7CPS6__BN625_01465
ERR1913161.502482__1.502482	2292352__A0A374UNZ9__DXC23_01520
ERR1913161.502528__1.502528	239935__A0A2N8HUU6__CXT90_06150
ERR1913161.502580__1.502580	1262882__R5MYS9__BN519_00290
ERR1913161.502620__1.502620	46503__R6WTN6__PARMER_00136
ERR1913161.502667__1.502667	328814__GCA_004558275.1_02027
ERR1913161.503599__1.503599	47678__A5ZEA3__ERS852558_00257
ERR1913161.503743__1.503743	28116__A0A395VRD0__HMPREF1017_03376
ERR1913161.504020__1.504020	1235835__R9LCU2__C814_02677
ERR1913161.504086__1.504086	239935__A0A2N8IYM5__CXT84_05130
ERR1913161.504191__1.504191	2173__A0A1D2WU48__Msm_1454
ERR1913161.504310__1.504310	1262882__R5MSX6__BN519_01697
ERR1913161.504319__1.504319	29361__B6FKH5__CLONEX_00621
ERR1913161.504391__1.504391	239935__A0A2N8IMD6__CXU03_05585
ERR1913161.504501__1.504501	239935__A0A2N8HCF5__CXU15_05660
ERR1913161.504925__1.504925	1262882__R5N3H1__BN519_01121
ERR1913161.505207__1.505207	239935__A0A2N8IV82__CXT99_06735
ERR1913161.505316__1.505316	1262869__R7CNL6__BN625_01290
ERR1913161.505408__1.505408	1262924__R7HR75__BN585_00689
ERR1913161.505691__1.505691	39492__D4JW10__pppA
ERR1913161.505925__1.505925	47678__A5ZJ80__BACCAC_02965
ERR1913161.506411__1.506411	562__A0A376L0A6__CQA14_19985
ERR1913161.506510__1.506510	239935__A0A2N8ITG2__Amuc_0335
ERR1913161.506651__1.506651	820__A0A139K426__B5G17_09115
ERR1913161.506891__1.506891	1262882__R5MH82__BN519_00752
ERR1913161.506907__1.506907	239935__A0A2N8HPS5__Amuc_0950
ERR1913161.507094__1.507094	214856__A0A174ZEW0__ERS852447_00985
ERR1913161.507392__1.507392	239935__A0A2N8IG27__CXT85_07805
ERR1913161.507517__1.507517	214856__I3YPP3__Alfi_2701
ERR1913161.507657__1.507657	1262882__R5MEN9__BN519_00201
ERR1913161.507831__1.507831	1262882__R5MEN2__BN519_00200
ERR1913161.508000__1.508000	487175__R5EK97__HMPREF9439_01943
ERR1913161.508131__1.508131	328814__GCA_004558275.1_02025
ERR1913161.508358__1.508358	28117__B0MXG7__BHV66_08620
ERR1913161.508284__1.508284	47678__A5ZB44__C5Z00_17730
ERR1913161.508450__1.508450	239935__A0A2N8I3G2__CXT89_00720
ERR1913161.508517__1.508517	28118__F9ZCH6__DHW44_07090
ERR1913161.508563__1.508563	1262882__R5N4D8__BN519_01497
ERR1913161.508564__1.508564	28117__B0MSS1__ALIPUT_00273
ERR1913161.508970__1.508970	28117__B0MVL5__BHV66_01660
ERR1913161.508978__1.508978	818__A0A139K1T6__SAMN05216253_11033
ERR1913161.509097__1.509097	40518__A0A1C6H8C4__DXD93_02535
ERR1913161.509185__1.509185	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913161.509478__1.509478	1262869__R7CPL6__BN625_01439
ERR1913161.509728__1.509728	1262869__R7CRJ0__BN625_01726
ERR1913161.509772__1.509772	28117__B0MTW8__ALIPUT_00502
ERR1913161.509909__1.509909	853__A0A2A7B1Y7__C7K05_11930
ERR1913161.509874__1.509874	1263005__R6F114__BN497_00356
ERR1913161.509987__1.509987	552398__F4XHU2__HMPREF0866_03196
ERR1913161.510089__1.510089	2293125__A0A374BSW4__DW917_13420
ERR1913161.510521__1.510521	1263044__GCA_000433375.1_00023
ERR1913161.510674__1.510674	214856__A0A174CRY5__ERS852559_01060
ERR1913161.510693__1.510693	1262882__R5N1L4__BN519_00757
ERR1913161.510778__1.510778	239935__R7DVW2__CXU02_03915
ERR1913161.510864__1.510864	1262882__R5MYP8__BN519_00439
ERR1913161.510825__1.510825	410072__A0A174EHQ6__ERS852481_02629
ERR1913161.511060__1.511060	1262929__R6F649__BN691_01269
ERR1913161.511199__1.511199	357276__A0A076IRZ5__BACDOR_00630
ERR1913161.511298__1.511298	28117__B0MXR1__BHV66_08035
ERR1913161.511446__1.511446	239935__A0A3F3K985__CXT98_05805
ERR1913161.511462__1.511462	357276__I9R994__BACDOR_04044
ERR1913161.511833__1.511833	1680__A0A0B5BME4__DXD63_05015
ERR1913161.512029__1.512029	1262992__R5DCV6__BN795_00412
ERR1913161.512089__1.512089	2173__A0A1D2WVF8__Msm_1030
ERR1913161.512165__1.512165	239935__A0A2N8IMC3__CXT96_03840
ERR1913161.512296__1.512296	1262756__R5WQR9__BN568_02074
ERR1913161.512327__1.512327	357276__A0A076IN21__BSEG_03078
ERR1913161.512731__1.512731	1683__A0A126STM5__BIANG_1468
ERR1913161.512794__1.512794	1262882__R5N5S3__BN519_00085
ERR1913161.512856__1.512856	239935__A0A2N8INK7__Amuc_0521
ERR1913161.512991__1.512991	1683__C4FDC0__BIFANG_02303
ERR1913161.513006__1.513006	1683__C4FFP8__BIFANG_03162
ERR1913161.513146__1.513146	28118__R6F7E0__SAMEA44545918_02355
ERR1913161.513201__1.513201	214856__R6YD52__ERS852447_02171
ERR1913161.513473__1.513473	47678__A5ZEA3__ERS852558_00257
ERR1913161.513721__1.513721	239935__A0A2N8I368__CXT95_04550
ERR1913161.513730__1.513730	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913161.513903__1.513903	360807__A0A173YFC9__ROSEINA2194_03541
ERR1913161.513966__1.513966	28116__A7M617__SAMN05192582_105025
ERR1913161.514330__1.514330	1550024__A0A0W7TQZ0__TQ39_10670
ERR1913161.514386__1.514386	410072__A0A174A5E2__dtpT
ERR1913161.514510__1.514510	410072__C0B9A1__COPCOM_01727
ERR1913161.514639__1.514639	1550024__G9RWC0__ASJ35_03560
ERR1913161.514661__1.514661	1090133__GeneID:14008330
ERR1913161.514898__1.514898	28117__B0MUR5__BHV66_03900
ERR1913161.514985__1.514985	1262882__R5N2U9__BN519_01221
ERR1913161.515044__1.515044	239935__A0A2N8IL82__CXU02_11740
ERR1913161.515059__1.515059	1262882__R5MFY4__BN519_00529
ERR1913161.515089__1.515089	410072__A0A3E4GMB7__COPCOM_03357
ERR1913161.515315__1.515315	1034346__A0A3C0DDX3__DBX92_10745
ERR1913161.515329__1.515329	239935__A0A2N8IRL2__CXU06_01170
ERR1913161.515424__1.515424	214856__R6YD52__ERS852447_02171
ERR1913161.515513__1.515513	820__A0A374Q1D8__SAMN05444418_112114
ERR1913161.515526__1.515526	239935__A0A2N8HX65__CXU17_02540
ERR1913161.515568__1.515568	1235835__R9LCU2__C814_02677
ERR1913161.515662__1.515662	2173__R7PS55__BK798_05180
ERR1913161.515846__1.515846	1262869__R7CNH9__BN625_01092
ERR1913161.515869__1.515869	1776045__A0A0U5J7K7__BN3456_00132
ERR1913161.515940__1.515940	47678__R5UAG4__DW706_17045
ERR1913161.516334__1.516334	239935__A0A2N8HL91__holA
ERR1913161.516355__1.516355	820__A0A139KA34__B5G17_05520
ERR1913161.516404__1.516404	1262992__R5DCV6__BN795_00412
ERR1913161.516574__1.516574	301301__G2T455__RHOM_11960
ERR1913161.516588__1.516588	1686__A0A087AXJ7__B5782_0156
ERR1913161.516599__1.516599	1262869__R7CRV8__BN625_00418
ERR1913161.516887__1.516887	239935__B2UPZ6__CXU03_03800
ERR1913161.517104__1.517104	239935__A0A2N8HT44__CXT84_11035
ERR1913161.517487__1.517487	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913161.517707__1.517707	817__A0A1C0WW19__macB_12
ERR1913161.518016__1.518016	820__A0A078S569__gmhB
ERR1913161.518017__1.518017	1235835__R9LCU2__C814_02677
ERR1913161.518081__1.518081	214856__I3YPN9__ERS852447_01389
ERR1913161.518120__1.518120	1262882__R5MF51__BN519_00287
ERR1913161.518760__1.518760	706562__GCA_900112995.1_00569
ERR1913161.518695__1.518695	239935__A0A2N8I694__CXU04_06245
ERR1913161.518860__1.518860	1263044__GCA_000433375.1_00352
ERR1913161.518876__1.518876	1550024__G9RPH0__TQ39_05505
ERR1913161.518891__1.518891	1262869__R7CT13__BN625_00558
ERR1913161.519017__1.519017	1262882__R5MHZ2__BN519_00742
ERR1913161.519081__1.519081	239935__R6J5N6__CXT99_10770
ERR1913161.519106__1.519106	2173__A0A1D2WSN7__Msm_1465
ERR1913161.519278__1.519278	818__R6VB25__BSIG_5053
ERR1913161.519411__1.519411	820__A0A173YYG4__evgS_3
ERR1913161.519511__1.519511	1262882__R5MYI1__BN519_00416
ERR1913161.519557__1.519557	214856__I3YMN6__Alfi_1938
ERR1913161.519990__1.519990	820__A0A078S569__gmhB
ERR1913161.520105__1.520105	301301__A0A395VAT7__dhaS_1
ERR1913161.520339__1.520339	357276__D1JY58__BACDOR_04277
ERR1913161.520402__1.520402	821__A6L0C7__ERS852556_03520
ERR1913161.520911__1.520911	301301__A0A395V654__RHOM_11910
ERR1913161.521177__1.521177	1262882__R5MLP0__BN519_01597
ERR1913161.521209__1.521209	1262869__R7CLK0__BN625_01124
ERR1913161.521318__1.521318	1262882__R5MEN9__BN519_00201
ERR1913161.521344__1.521344	357276__C3RDQ5__HMPREF1065_03827
ERR1913161.521511__1.521511	239935__A0A2N8HTZ8__CXU09_01270
ERR1913161.522039__1.522039	239935__A0A2N8HH03__CXU09_08875
ERR1913161.522061__1.522061	47678__A5ZEA3__ERS852558_00257
ERR1913161.522063__1.522063	28117__B0MYZ8__BHV66_04535
ERR1913161.522142__1.522142	1263005__R6F114__BN497_00356
ERR1913161.522308__1.522308	1262869__R7CQ04__BN625_01499
ERR1913161.522560__1.522560	1550024__G9RY06__TQ39_00225
ERR1913161.522515__1.522515	1160721__W0U7A0__parB2
ERR1913161.522644__1.522644	1262869__R7CTE2__BN625_00321
ERR1913161.522973__1.522973	239935__A0A3F3KBB8__CXU16_06755
ERR1913161.522842__1.522842	1262869__R7CS43__BN625_00206
ERR1913161.522843__1.522843	1262869__R7CNL6__BN625_01290
ERR1913161.522988__1.522988	1160721__W0U811__RBI_II00162
ERR1913161.523409__1.523409	1262882__R5N1R4__BN519_00788
ERR1913161.523670__1.523670	239935__A0A2N8IG27__CXT85_07805
ERR1913161.524012__1.524012	239935__A0A2N8IFA0__CXT92_02050
ERR1913161.524032__1.524032	292800__A0A174NZG5__appA_1
ERR1913161.524485__1.524485	487175__A0A3D4GD47__HMPREF9439_00714
ERR1913161.524561__1.524561	1550024__G9RWW8__TQ39_12140
ERR1913161.524592__1.524592	1683__C4FFD3__Bang102_006895
ERR1913161.524594__1.524594	357276__I8WDF1__B5F00_02455
ERR1913161.524772__1.524772	290052__A0A0V8QDP3__ASU35_02330
ERR1913161.524876__1.524876	823__A0A174V089__BDI_3204
ERR1913161.524905__1.524905	1262882__R5MMP8__BN519_01654
ERR1913161.525008__1.525008	239935__A0A2N8INK7__Amuc_0521
ERR1913161.525113__1.525113	2173__A0A1D2WTP5__BK798_02785
ERR1913161.525199__1.525199	649756__A0A173S795__DO83_12945
ERR1913161.525283__1.525283	1262882__R5MYI1__BN519_00416
ERR1913161.525358__1.525358	2173__A0A1D2WTW4__BK798_02715
ERR1913161.525628__1.525628	1263006__R6LU28__BN515_01365
ERR1913161.525897__1.525897	821__A0A0P0M3U7__DXB90_14325
ERR1913161.526124__1.526124	28118__R6F051__NCTC10826_00301
ERR1913161.526463__1.526463	823__A0A174LDE8__M096_3277
ERR1913161.526301__1.526301	458033__GCA_001482755.1_02203
ERR1913161.526584__1.526584	47678__R5U2H9__DXB67_10685
ERR1913161.526626__1.526626	823__A0A174U5E4__BDI_3390
ERR1913161.526509__1.526509	823__A0A355XFH7__ERS852513_00769
ERR1913161.526677__1.526677	239935__A0A2N8IEP3__CXT84_03735
ERR1913161.527049__1.527049	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913161.527100__1.527100	239935__A0A2N8IEP3__CXT84_03735
ERR1913161.527285__1.527285	239935__A0A3F3KBB8__CXU16_06755
ERR1913161.527438__1.527438	1550024__A0A3B9WIA4__TQ39_14495
ERR1913161.527422__1.527422	1262882__R5MFA5__BN519_00331
ERR1913161.527572__1.527572	821__A0A174V2F3__NCTC10583_01474
ERR1913161.527576__1.527576	1262882__R5MLP5__BN519_01602
ERR1913161.527775__1.527775	301301__A0A395VAM3__yfiN_2
ERR1913161.527719__1.527719	2292352__A0A374UNZ9__DXC23_01520
ERR1913161.527864__1.527864	823__A0A355XIK0__CEQ22_011965
ERR1913161.528374__1.528374	1683__A0A126SUE9__BIFANG_03659
ERR1913161.528685__1.528685	1262869__R7CSS2__BN625_00473
ERR1913161.528715__1.528715	818__A0A3E5GY25__NCTC13706_02482
ERR1913161.528989__1.528989	1262882__R5MH82__BN519_00752
ERR1913161.529042__1.529042	1262882__R5MND9__BN519_00831
ERR1913161.529316__1.529316	239935__R6J9N8__CXT96_07990
ERR1913161.529759__1.529759	1262911__R6HJZ1__BN557_00331
ERR1913161.529733__1.529733	328814__GCA_004558275.1_00296
ERR1913161.529883__1.529883	239935__A0A2N8IIB9__CXU04_01970
ERR1913161.529896__1.529896	214856__R6YC22__ERS852447_01215
ERR1913161.529825__1.529825	821__A0A3E4WAR6__DXD64_10735
ERR1913161.529804__1.529804	1262882__R5MFY4__BN519_00529
ERR1913161.530087__1.530087	1262882__R5MQ68__BN519_01178
ERR1913161.530130__1.530130	1262882__R5MIC9__BN519_00834
ERR1913161.530212__1.530212	1262882__R5MRS7__BN519_01490
ERR1913161.530223__1.530223	1262743__R5C054__BN727_01980
ERR1913161.530264__1.530264	853__A0A2A7B9I6__DW855_13690
ERR1913161.530455__1.530455	1262882__R5MM90__BN519_01721
ERR1913161.530523__1.530523	2173__A0A1D2WT40__METSMIALI_00302
ERR1913161.530580__1.530580	1263000__R5EXT3__BN466_02213
ERR1913161.530801__1.530801	2173__A0A1D2WS87__BK798_03170
ERR1913161.531200__1.531200	47678__R5U3A7__ERS852494_02965
ERR1913161.531235__1.531235	1512__A0A174F0M3__NCTC13233_01934
ERR1913161.531327__1.531327	487175__R5EK97__HMPREF9439_01943
ERR1913161.531348__1.531348	1262882__R5N1R4__BN519_00788
ERR1913161.531573__1.531573	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913161.531681__1.531681	823__A0A355XGQ3__prmC
ERR1913161.531838__1.531838	821__A0A395UNT8__DXD64_15275
ERR1913161.531850__1.531850	410072__A0A174L0Z1__ERS852525_00863
ERR1913161.531860__1.531860	357276__I8VN30__HMPREF1065_03051
ERR1913161.532139__1.532139	1262785__R6LRW1__BN565_00074
ERR1913161.532381__1.532381	239935__A0A2N8I694__CXU04_06245
ERR1913161.532582__1.532582	371601__D0TKK2__BXY_21540
ERR1913161.532770__1.532770	1262869__R7CRJ0__BN625_01726
ERR1913161.533077__1.533077	357276__D1JZM4__HMPREF1065_01278
ERR1913161.533296__1.533296	1262882__R5MQ68__BN519_01178
ERR1913161.533273__1.533273	28117__B0MY40__BHV66_05170
ERR1913161.533582__1.533582	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913161.534015__1.534015	239935__A0A139TPD4__CXT86_06450
ERR1913161.534020__1.534020	1262869__R7CV70__BN625_00699
ERR1913161.534189__1.534189	1262869__R7CRN3__BN625_01760
ERR1913161.534571__1.534571	2173__A0A1D2WU72__BK798_05485
ERR1913161.534832__1.534832	28117__R7JH62__BHV66_05735
ERR1913161.534864__1.534864	28116__A7LYG5__M089_5828
ERR1913161.534868__1.534868	214856__I3YPI7__pepD_1
ERR1913161.534928__1.534928	1262882__R5MHZ2__BN519_00742
ERR1913161.535009__1.535009	823__A0A355XH29__lolE_1
ERR1913161.535022__1.535022	818__Q8A2L4__Btheta7330_05011
ERR1913161.535212__1.535212	1260__A0A233VXY7__B9N52_05905
ERR1913161.535278__1.535278	1262869__R7CRV8__BN625_00418
ERR1913161.535456__1.535456	1262869__R7CNH9__BN625_01092
ERR1913161.535585__1.535585	1262882__R5N4D8__BN519_01497
ERR1913161.535614__1.535614	1550024__A0A0D8J440__TQ39_00140
ERR1913161.536244__1.536244	214856__I3YPQ3__Alfi_2711
ERR1913161.536455__1.536455	1262869__R7CTE2__BN625_00321
ERR1913161.536504__1.536504	100886__A0A174LKV8__ERS852383_05661
ERR1913161.536592__1.536592	1262882__R5N0M6__BN519_00794
ERR1913161.536647__1.536647	823__D7IXG8__ERS852560_01232
ERR1913161.536687__1.536687	1262882__R5N5J6__BN519_01504
ERR1913161.536940__1.536940	214856__A0A174ZLY7__ERS852447_02456
ERR1913161.536971__1.536971	820__A0A3E4RU03__M093_0563
ERR1913161.537080__1.537080	360807__C0FPN7__ERS852444_02993
ERR1913161.537174__1.537174	563769__GeneID:6973157
ERR1913161.537228__1.537228	10680__GeneID:1261100
ERR1913161.537239__1.537239	28117__B0MT73__ALIPUT_00412
ERR1913161.537260__1.537260	1262882__R5MZZ3__BN519_00482
ERR1913161.537269__1.537269	1262882__R5MYI1__BN519_00416
ERR1913161.537278__1.537278	823__K6APS3__DDY96_02400
ERR1913161.537431__1.537431	239935__A0A2N8IMD6__CXU03_05585
ERR1913161.537467__1.537467	47678__R5V1A3__BACCAC_02796
ERR1913161.537558__1.537558	100886__E2NW42__ERS852383_03551
ERR1913161.537703__1.537703	1262869__R7CKK9__BN625_00850
ERR1913161.537725__1.537725	818__A0A0P0F2P7__BT_1771
ERR1913161.538155__1.538155	28117__B0MWH8__BHV66_01330
ERR1913161.538159__1.538159	1235835__R9LCU2__C814_02677
ERR1913161.538171__1.538171	239935__A0A2N8HB50__CXU17_02615
ERR1913161.538349__1.538349	239935__A0A2N8I8X8__B5G29_00185
ERR1913161.538825__1.538825	1550024__G9RY06__TQ39_00225
ERR1913161.539022__1.539022	1262882__R5MLP5__BN519_01602
ERR1913161.539145__1.539145	1262869__R7CTX9__BN625_00495
ERR1913161.539313__1.539313	214856__A0A174G9T6__ERS852447_02535
ERR1913161.539576__1.539576	1262777__R5VKW4__BN512_01802
ERR1913161.539897__1.539897	823__A0A355XF06__B5F32_11480
ERR1913161.540003__1.540003	239935__A0A139TSG7__CXU17_09600
ERR1913161.539969__1.539969	239935__A0A2N8HAQ1__DEF40_05290
ERR1913161.540172__1.540172	630129__A0A087B5Q9__BKAS_1209
ERR1913161.540175__1.540175	1262882__R5MM90__BN519_01721
ERR1913161.540183__1.540183	40518__R5DPE0__DXD86_06515
ERR1913161.540198__1.540198	239935__A0A2N8HBM4__CXT85_06270
ERR1913161.540343__1.540343	1550024__G9RT56__TQ39_09200
ERR1913161.540745__1.540745	328814__GCA_004558275.1_00069
ERR1913161.541015__1.541015	1262882__R5N526__BN519_01603
ERR1913161.541073__1.541073	1262869__R7CSS2__BN625_00473
ERR1913161.541134__1.541134	820__A0A1Y3V743__M093_0235
ERR1913161.541142__1.541142	1550024__A0A3B9WEG3__ASJ35_04505
ERR1913161.541200__1.541200	1965604__A0A1Y4EZZ6__B5F54_12300
ERR1913161.541221__1.541221	1262938__R5FDP9__BN812_01378
ERR1913161.541536__1.541536	1262882__R5N678__BN519_01604
ERR1913161.541544__1.541544	328814__GCA_004558275.1_00293
ERR1913161.541679__1.541679	40518__R5DS37__DXD93_01965
ERR1913161.541684__1.541684	1262869__R7CL54__BN625_00830
ERR1913161.541731__1.541731	28117__B0MT73__ALIPUT_00412
ERR1913161.541786__1.541786	239935__A0A139TVH7__CXU22_00215
ERR1913161.541793__1.541793	1262882__R5MGK3__BN519_00655
ERR1913161.541799__1.541799	214856__A0A174CRY5__ERS852559_01060
ERR1913161.542091__1.542091	239935__A0A2N8HB50__CXU17_02615
ERR1913161.542212__1.542212	1683__C4FDS0__Bang102_004130
ERR1913161.542328__1.542328	239935__A0A2N8I9N0__CXT97_09915
ERR1913161.542657__1.542657	239935__A0A2N8IMD6__CXU03_05585
ERR1913161.542944__1.542944	239935__B2UPZ6__CXU03_03800
ERR1913161.543062__1.543062	823__A0A174RH99__ERS852380_00691
ERR1913161.543124__1.543124	1262882__R5MEN9__BN519_00201
ERR1913161.543400__1.543400	1262882__R5N587__BN519_01643
ERR1913161.543746__1.543746	821__A0A396F598__CUU_3259
ERR1913161.543785__1.543785	821__A0A174WBC9__ERS852556_03145
ERR1913161.543719__1.543719	1472761__GCA_002159295.1_00731
ERR1913161.544047__1.544047	47678__A5ZEP4__DXB67_14045
ERR1913161.544170__1.544170	239935__A0A2N8J2P6__ADH72_06730
ERR1913161.544177__1.544177	328814__GCA_004558275.1_00293
ERR1913161.544195__1.544195	40518__R5DT93__DXD86_08730
ERR1913161.544366__1.544366	28118__F9ZAE1__DF785_04930
ERR1913161.544704__1.544704	301301__A0A395V714__evgS
ERR1913161.544780__1.544780	820__A0A396EUV1__B5G17_06465
ERR1913161.544899__1.544899	820__E5VA63__DXC80_01025
ERR1913161.545251__1.545251	239935__A0A2N8IRL2__CXU06_01170
ERR1913161.545301__1.545301	100886__E2NS04__ERS852383_04089
ERR1913161.545303__1.545303	823__A0A078SYK6__DXB14_02485
ERR1913161.545388__1.545388	29361__B6FKH5__CLONEX_00621
ERR1913161.545434__1.545434	239935__A0A2N8IYM5__CXT84_05130
ERR1913161.545539__1.545539	817__A0A1C0WW19__macB_12
ERR1913161.545608__1.545608	239935__R6JD78__CXU05_09250
ERR1913161.545791__1.545791	1262882__R5N5S3__BN519_00085
ERR1913161.545811__1.545811	1299998__GCA_001494635.1_01157
ERR1913161.545949__1.545949	487175__R5EEQ9__HMPREF9439_02786
ERR1913161.546102__1.546102	39486__G1WNC1__DXD50_13905
ERR1913161.546202__1.546202	1550024__A0A0D8IY61__ASJ35_05690
ERR1913161.546324__1.546324	239935__B2URG9__CXU00_11290
ERR1913161.546470__1.546470	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913161.546558__1.546558	1262882__R5MNC1__BN519_00818
ERR1913161.546665__1.546665	357276__B6W5Q7__DXD47_13945
ERR1913161.546707__1.546707	1262882__R5N526__BN519_01603
ERR1913161.546714__1.546714	1262986__R5ZX08__BN492_01351
ERR1913161.546777__1.546777	28118__F9Z408__NCTC10826_01194
ERR1913161.546876__1.546876	239935__A0A139TPU7__CXT91_06575
ERR1913161.547104__1.547104	487175__A0A350CXX6__HMPREF9439_00888
ERR1913161.547430__1.547430	1262882__R5MF51__BN519_00287
ERR1913161.547452__1.547452	671267__R9IB12__C802_00696
ERR1913161.547662__1.547662	1262882__R5MKV8__BN519_01281
ERR1913161.547794__1.547794	544645__A0A3E4SXS3__DXC42_15715
ERR1913161.547826__1.547826	1262869__R7CSS2__BN625_00473
ERR1913161.548187__1.548187	820__A0A3E4VZY4__ERS852554_01211
ERR1913161.548275__1.548275	1263000__R5EXT3__BN466_02213
ERR1913161.548329__1.548329	1262938__R5FTN4__BN812_00981
ERR1913161.548348__1.548348	1262911__R6H2B5__BN557_01151
ERR1913161.548431__1.548431	1550024__G9RWQ7__ASJ35_03880
ERR1913161.548651__1.548651	1263000__R5EKG2__BN466_02040
ERR1913161.548849__1.548849	239935__A0A2N8I8X8__B5G29_00185
ERR1913161.548850__1.548850	239935__R6J5N6__CXT99_10770
ERR1913161.549018__1.549018	28117__B0MYA9__BHV66_07790
ERR1913161.549153__1.549153	100886__A0A174LKV8__ERS852383_05661
ERR1913161.549318__1.549318	1262992__R5D1U8__BN795_00158
ERR1913161.549376__1.549376	1262869__R7CRP7__BN625_01723
ERR1913161.549526__1.549526	357276__A0A0M1W657__HMPREF1064_04629
ERR1913161.549602__1.549602	28117__B0MTV3__BHV66_06405
ERR1913161.549658__1.549658	357276__A0A0K2HJA6__DXD47_07320
