ERR1913209.41__1.41	39492__D4JTU4__ykfG
ERR1913209.501932__1.501932	1262744__R6FIA3__BN744_00247
ERR1913209.502012__1.502012	39492__D4JT68__spoIIIE
ERR1913209.502385__1.502385	823__A0A174UI22__CF162_13840
ERR1913209.502402__1.502402	239935__A0A139TT05__CXU09_03335
ERR1913209.502431__1.502431	239935__A0A139TPD4__CXT86_06450
ERR1913209.502731__1.502731	471189__GCA_003340385.1_00230
ERR1913209.502769__1.502769	218538__C9LQG6__GCWU000321_01798
ERR1913209.502844__1.502844	821__A0A3E4WAR6__DXD64_10735
ERR1913209.502800__1.502800	310298__B3JII2__BACCOP_01694
ERR1913209.502876__1.502876	745368__A0A1T4XN25__SAMN02745178_02084
ERR1913209.503155__1.503155	1262882__R5MYP8__BN519_00439
ERR1913209.503370__1.503370	1262911__R6HMT5__BN557_00797
ERR1913209.503560__1.503560	1262911__R6H1A6__BN557_01286
ERR1913209.504041__1.504041	454155__F3QQQ6__HMPREF9442_00498
ERR1913209.504053__1.504053	853__A0A173RZ39__C4N22_01650
ERR1913209.504423__1.504423	189722__E0NQU7__HMPREF0658_0548
ERR1913209.504459__1.504459	1262921__R5LSI3__BN473_01312
ERR1913209.504504__1.504504	28117__B0N028__BHV66_05935
ERR1913209.505016__1.505016	418240__A0A174DPU9__ERS852523_01652
ERR1913209.505201__1.505201	1150298__A0A174KDB8__psd
ERR1913209.505232__1.505232	239935__A0A2N8ITG2__Amuc_0335
ERR1913209.505311__1.505311	1262882__R5MM90__BN519_01721
ERR1913209.505550__1.505550	40518__R5DXI4__DXD86_07420
ERR1913209.505651__1.505651	1262882__R5N1L4__BN519_00757
ERR1913209.505654__1.505654	35833__E5Y1H2__HMPREF0179_00031
ERR1913209.505756__1.505756	39492__A0A174ZYY6__EUBSIR_02510
ERR1913209.505995__1.505995	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913209.506018__1.506018	46503__R6Y901__HMPREF1060_01754
ERR1913209.506024__1.506024	39492__D4JV38__EUBSIR_01205
ERR1913209.506385__1.506385	39491__A0A0M6WNS5__DXC13_02015
ERR1913209.506391__1.506391	1263000__R5EMZ8__BN466_00707
ERR1913209.506680__1.506680	357276__A0A076IXE0__HMPREF1064_04364
ERR1913209.506752__1.506752	46503__R6WZ80__PARMER_04397
ERR1913209.506738__1.506738	357276__B6VW91__BACDOR_01584
ERR1913209.506981__1.506981	301302__R5VFU2__xynA1
ERR1913209.507010__1.507010	10678__GeneID:2777420
ERR1913209.506960__1.506960	39488__A0A173SK21__EUBHAL_00799
ERR1913209.507181__1.507181	1381__group_1275
ERR1913209.507155__1.507155	239935__A0A2N8IMD6__CXU03_05585
ERR1913209.507325__1.507325	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913209.507408__1.507408	239935__A0A2N8IKW7__pstA
ERR1913209.507440__1.507440	239935__A0A2N8I791__CXT99_09415
ERR1913209.507483__1.507483	1262911__R6GHG8__BN557_01301
ERR1913209.507726__1.507726	338188__C9L246__HMPREF1057_00305
ERR1913209.507940__1.507940	46228__V8CD18__DXD17_11645
ERR1913209.508102__1.508102	1262958__R7H434__BN645_00617
ERR1913209.508199__1.508199	1262882__R5MSX6__BN519_01697
ERR1913209.508379__1.508379	39492__D4MIY5__EUBSIR_00233
ERR1913209.508454__1.508454	310298__B3JII2__BACCOP_01694
ERR1913209.508463__1.508463	166486__D4L1H8__ERS852572_02204
ERR1913209.508551__1.508551	820__A0A3E4WCC2__lptB_1
ERR1913209.508590__1.508590	357276__I8WPR6__EL88_06675
ERR1913209.508781__1.508781	39492__D4JSA4__ERS852540_00596
ERR1913209.508893__1.508893	1262882__R5MXW0__BN519_00317
ERR1913209.508875__1.508875	853__A0A2J4JL53__CRH10_10795
ERR1913209.509124__1.509124	820__A0A3E4VZT7__DXB48_16145
ERR1913209.509156__1.509156	1147151__GeneID:14182075
ERR1913209.509227__1.509227	196242__GeneID:5580412
ERR1913209.509259__1.509259	674529__R6V7P0__SAMN05444400_102331
ERR1913209.509366__1.509366	40520__A5ZY33__DXC87_11790
ERR1913209.509409__1.509409	562__P08371__RW92_04043
ERR1913209.509448__1.509448	1262882__R5MKV8__BN519_01281
ERR1913209.509569__1.509569	1262989__R6Y1K4__BN815_00040
ERR1913209.509718__1.509718	820__A7V470__HMPREF1072_02076
ERR1913209.509726__1.509726	820__A7VAR9__ERS852421_00197
ERR1913209.509859__1.509859	820__A7VAR9__ERS852421_00197
ERR1913209.509865__1.509865	246787__R6KQ08__AA416_01934
ERR1913209.510005__1.510005	10678__GeneID:2777471
ERR1913209.509983__1.509983	39491__A0A396FNY7__LD38_16155
ERR1913209.510253__1.510253	1099853__G9S8I7__NSB1T_12985
ERR1913209.510256__1.510256	818__A0A139JVX2__ERS852557_01101
ERR1913209.510257__1.510257	246787__R6K756__HMPREF1062_01819
ERR1913209.510516__1.510516	1099853__U5CL59__NSB1T_06140
ERR1913209.510520__1.510520	823__D7IUM6__M091_1082
ERR1913209.510557__1.510557	46228__B5CPY3__DXD17_03535
ERR1913209.510750__1.510750	1262882__R5N3T7__BN519_01188
ERR1913209.510778__1.510778	1262921__R5MBU7__BN473_02531
ERR1913209.510827__1.510827	1099853__R7DGD2__NSB1T_01240
ERR1913209.510950__1.510950	418240__A0A174LNX8__ERS852523_01052
ERR1913209.510996__1.510996	28901__G5SHB5__secG
ERR1913209.510978__1.510978	1262911__R6GK39__BN557_01755
ERR1913209.511092__1.511092	357276__I9R994__BACDOR_04044
ERR1913209.511179__1.511179	10678__GeneID:2777429
ERR1913209.511228__1.511228	301302__R5UTG6__M72_25801
ERR1913209.511510__1.511510	28118__F9ZAS2__B5F93_06130
ERR1913209.511594__1.511594	1897011__A0A1Q6RE67__BHW41_04635
ERR1913209.511684__1.511684	39492__R6RYB8__ERS852540_00322
ERR1913209.511964__1.511964	28117__B0MYM2__BHV66_04910
ERR1913209.512100__1.512100	1150298__R7JRU1__degA_3
ERR1913209.512259__1.512259	1262911__R6GPC5__BN557_00852
ERR1913209.512324__1.512324	1262921__R5LTL7__BN473_02537
ERR1913209.512533__1.512533	1263107__GCA_000436995.1_00103
ERR1913209.512656__1.512656	1796613__I8YN26__ADH74_13170
ERR1913209.512719__1.512719	39492__D4JR58__EUBSIR_02090
ERR1913209.512687__1.512687	820__A0A139K4W1__M093_0353
ERR1913209.512871__1.512871	10678__GeneID:2777449
ERR1913209.513037__1.513037	820__A0A139K1Y6__DXB48_02610
ERR1913209.513284__1.513284	28117__B0MUB4__BHV66_01895
ERR1913209.513431__1.513431	39492__D4JQY4__EUBSIR_01325
ERR1913209.513473__1.513473	562__P52045__CW278_17595
ERR1913209.513695__1.513695	1099853__R7DMW0__NSB1T_11540
ERR1913209.513760__1.513760	357276__D1K3K9__EL88_23995
ERR1913209.513813__1.513813	626933__H1DGX0__HMPREF9449_01506
ERR1913209.513987__1.513987	1262988__R7N3Y4__BN816_00210
ERR1913209.514396__1.514396	820__A0A3E4VZY4__ERS852554_01211
ERR1913209.514435__1.514435	1263107__GCA_000436995.1_00139
ERR1913209.514606__1.514606	39486__B0G2J6__DXB12_13190
ERR1913209.514737__1.514737	33043__A0A173WWJ5__ERS852386_00339
ERR1913209.514779__1.514779	301302__A0A173T248__M72_19091
ERR1913209.514858__1.514858	214856__A0A175A6T5__ERS852447_02658
ERR1913209.514864__1.514864	1262882__R5N678__BN519_01604
ERR1913209.514922__1.514922	1262882__R5N2A9__BN519_00921
ERR1913209.514964__1.514964	821__A0A173XDD3__DXB82_17180
ERR1913209.514930__1.514930	1262882__R5MHZ2__BN519_00742
ERR1913209.515109__1.515109	1099853__U5CLG5__NSB1T_01565
ERR1913209.515166__1.515166	1262882__R5N3T7__BN519_01188
ERR1913209.515221__1.515221	246787__A0A3D6AQP8__AA416_04153
ERR1913209.515534__1.515534	1262882__R5N4P6__BN519_01346
ERR1913209.515716__1.515716	1262882__R5N526__BN519_01603
ERR1913209.515835__1.515835	39492__D4JWY5__rpe
ERR1913209.515793__1.515793	1262882__R5N5W2__BN519_00074
ERR1913209.515895__1.515895	1262882__R5MGK3__BN519_00655
ERR1913209.515955__1.515955	46228__V8CAY6__HMPREF1202_00567
ERR1913209.516076__1.516076	823__A0A395YZ10__NCTC11152_02955
ERR1913209.516145__1.516145	39492__D4MMN2__EUBSIR_00964
ERR1913209.516343__1.516343	1262882__R5MH82__BN519_00752
ERR1913209.516346__1.516346	28117__B0MXX2__ALIPUT_01984
ERR1913209.516536__1.516536	1262882__R5MRS7__BN519_01490
ERR1913209.516765__1.516765	1262911__R6GTA5__BN557_01337
ERR1913209.516986__1.516986	1262824__R6RN09__BN719_01315
ERR1913209.517261__1.517261	239935__A0A2N8I6R6__CXU04_04335
ERR1913209.517381__1.517381	1262911__R6H074__BN557_00923
ERR1913209.517612__1.517612	40518__R5DR39__mreB_2
ERR1913209.517899__1.517899	46503__R6Y2Q2__DCY29_15375
ERR1913209.517916__1.517916	1262921__R5MBU7__BN473_02531
ERR1913209.518088__1.518088	410072__A0A173Y4Y6__ERS852389_02300
ERR1913209.518099__1.518099	239935__A0A2N8HL50__CXT98_09135
ERR1913209.518174__1.518174	239935__B2UQP8__CXU15_01110
ERR1913209.518397__1.518397	28117__B0MYZ8__BHV66_04535
ERR1913209.518478__1.518478	820__A0A3E5BMG9__DXD40_05130
ERR1913209.518758__1.518758	820__A0A396CMY7__HMPREF1072_03009
ERR1913209.518782__1.518782	820__A0A139K8X8__DXC80_17665
ERR1913209.518792__1.518792	1262911__R6GZW9__BN557_00833
ERR1913209.518834__1.518834	1262921__R5MBI3__BN473_02530
ERR1913209.518891__1.518891	39492__R6SPM9__pheT
ERR1913209.519030__1.519030	1263107__GCA_000436995.1_00164
ERR1913209.519033__1.519033	820__A0A1T4IYF4__mprA_1
ERR1913209.519200__1.519200	562__C6EBU6__ESQG_00710
ERR1913209.519256__1.519256	78257__A0A087CUE0__BSAE_1156
ERR1913209.519743__1.519743	1535__G9RWN9__CH238_11575
ERR1913209.519913__1.519913	820__A0A3E4G826__C801_01612
ERR1913209.519942__1.519942	1262921__R5M2B7__BN473_00561
ERR1913209.519956__1.519956	1262882__R5MYI1__BN519_00416
ERR1913209.520245__1.520245	820__R9I3N4__M093_0061
ERR1913209.520263__1.520263	1262958__R7GZ22__BN645_01547
ERR1913209.520309__1.520309	39492__D4MIX3__ERS852540_01230
ERR1913209.520474__1.520474	1262911__R6GSH8__BN557_00939
ERR1913209.520576__1.520576	823__A6LH14__B5F32_11640
ERR1913209.520565__1.520565	28117__B0MTY2__BHV66_06485
ERR1913209.520641__1.520641	239935__A0A2N8IMC3__CXT96_03840
ERR1913209.520769__1.520769	1147151__GeneID:14182067
ERR1913209.520869__1.520869	28117__B0MXG8__ALIPUT_01814
ERR1913209.521091__1.521091	1262882__R5MEK3__BN519_00296
ERR1913209.521153__1.521153	239935__A0A2N8IF99__lpdA
ERR1913209.521339__1.521339	246787__R6KBH9__HMPREF1062_04676
ERR1913209.521530__1.521530	1150298__R7JND0__ERS852498_02814
ERR1913209.522013__1.522013	10678__GeneID:2777415
ERR1913209.522263__1.522263	39492__D4JTK2__EUBSIR_01439
ERR1913209.522305__1.522305	820__A0A3E4PYB0__yejM
ERR1913209.522843__1.522843	823__A0A078SYK6__DXB14_02485
ERR1913209.522910__1.522910	1262882__R5MH81__BN519_00748
ERR1913209.522997__1.522997	1262992__R5DC38__BN795_00276
ERR1913209.523026__1.523026	39486__R6S348__DXD50_06750
ERR1913209.523059__1.523059	10678__GeneID:2777432
ERR1913209.523126__1.523126	239935__A0A2N8IG27__CXT85_07805
ERR1913209.523223__1.523223	1262882__R5N587__BN519_01643
ERR1913209.523427__1.523427	28116__E5CCI1__HMPREF1070_04782
ERR1913209.523360__1.523360	28026__A0A3E5HSU4__DXD71_06220
ERR1913209.523464__1.523464	84112__F0HK91__Elen_0229
ERR1913209.523804__1.523804	1262921__R5MBU7__BN473_02531
ERR1913209.523986__1.523986	74426__nrdD
ERR1913209.524020__1.524020	239935__A0A2N8HHY4__DEF40_10850
ERR1913209.524243__1.524243	239935__A0A2N8I5H6__CXT92_05565
ERR1913209.524407__1.524407	1262882__R5MYI1__BN519_00416
ERR1913209.524483__1.524483	28117__B0MWP2__ALIPUT_01468
ERR1913209.524537__1.524537	1262911__R6GIB9__BN557_01439
ERR1913209.524631__1.524631	1262911__R6H1B2__BN557_00840
ERR1913209.524822__1.524822	820__A0A173YYG4__evgS_3
ERR1913209.524923__1.524923	46228__V8CE19__DXD17_01950
ERR1913209.524998__1.524998	166486__A0A173VSP1__ERS852572_03465
ERR1913209.525085__1.525085	239935__A0A2N8J2P6__ADH72_06730
ERR1913209.525115__1.525115	1263044__GCA_000433375.1_01453
ERR1913209.525275__1.525275	301302__A0A173TWC1__phoR_7
ERR1913209.525368__1.525368	1150298__A0A174RJ10__ERS852535_00223
ERR1913209.525663__1.525663	1262882__R5N3H1__BN519_01121
ERR1913209.526058__1.526058	1262882__R5MLP5__BN519_01602
ERR1913209.526169__1.526169	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913209.526591__1.526591	147206__GCF_000156215.1_01776
ERR1913209.526658__1.526658	1262882__R5N0Q5__BN519_00642
ERR1913209.526631__1.526631	1262911__R6H174__BN557_01246
ERR1913209.526703__1.526703	33039__D4M4L0__ERS852577_02891
ERR1913209.526710__1.526710	214856__A0A175A6T5__ERS852447_02658
ERR1913209.526726__1.526726	39492__D4JVG7__ERS852540_00946
ERR1913209.526830__1.526830	457421__C5ERC0__CBFG_04276
ERR1913209.526947__1.526947	1262921__R5LTU7__BN473_01717
ERR1913209.527009__1.527009	1262882__R5MFA5__BN519_00331
ERR1913209.527196__1.527196	39492__D4JV38__EUBSIR_01205
ERR1913209.527249__1.527249	1262921__R5MBU7__BN473_02531
ERR1913209.527251__1.527251	166486__A0A173VSP1__ERS852572_03465
ERR1913209.527270__1.527270	399742__A0A2A3WWQ3__Ent638_1356
ERR1913209.527363__1.527363	28052__R7NDB2__ERS852451_01735
ERR1913209.527364__1.527364	239935__A0A139TVJ4__CXT86_02020
ERR1913209.527509__1.527509	28118__R6F2P9__B5F99_13925
ERR1913209.527572__1.527572	1263000__R5EGY6__BN466_00973
ERR1913209.527683__1.527683	39492__D4JUR4__ERS852540_01427
ERR1913209.527877__1.527877	357276__A0A076INK2__BSEG_04225
ERR1913209.527989__1.527989	39490__U2QMP6__misCA
ERR1913209.528030__1.528030	242750__D1PVG9__HMPREF0645_0954
ERR1913209.528079__1.528079	820__A0A173YYG4__evgS_3
ERR1913209.528152__1.528152	1262882__R5N526__BN519_01603
ERR1913209.528156__1.528156	853__A0A173RZ39__C4N22_01650
ERR1913209.528304__1.528304	28026__A0A087B7H7__DXD87_03920
ERR1913209.528381__1.528381	39492__D4JR04__phoU
ERR1913209.528474__1.528474	239935__A0A2N8HEH9__CXU07_11710
ERR1913209.528528__1.528528	46228__V8C7P7__HMPREF1202_01523
ERR1913209.528554__1.528554	820__R9HVB9__DXC68_17285
ERR1913209.528651__1.528651	820__A0A3E4G3J9__ERS852459_02265
ERR1913209.528713__1.528713	357276__A0A0M1VZP2__IY41_00605
ERR1913209.528725__1.528725	357276__I9RCD3__IY41_15070
ERR1913209.528821__1.528821	39492__D4JWA3__ERS852540_01332
ERR1913209.528828__1.528828	1150298__A0A174NLT0__araC_6
ERR1913209.529052__1.529052	74426__groL
ERR1913209.529128__1.529128	1262744__R6FRL5__BN744_00055
ERR1913209.529255__1.529255	39485__C4Z2I5__ERS852492_02214
ERR1913209.529447__1.529447	39492__D4JRM4__tap_5
ERR1913209.529565__1.529565	106588__A6NUL8__BACCAP_01900
ERR1913209.529740__1.529740	39492__D4JWA3__ERS852540_01332
ERR1913209.529879__1.529879	39492__D4JRM9__bglB_2
ERR1913209.529883__1.529883	1262911__R6H2J2__BN557_01228
ERR1913209.529903__1.529903	1150298__A0A174S2H3__spoIIQ
ERR1913209.530228__1.530228	246787__R6LGA6__tmoS_11
ERR1913209.530896__1.530896	1099853__G9S127__NSB1T_01845
ERR1913209.530906__1.530906	28052__A0A174JFU5__yhbU_1
ERR1913209.530961__1.530961	39492__D4JWL2__ERS852540_01201
ERR1913209.531113__1.531113	1897011__A0A1Q6RI77__BHW41_01180
ERR1913209.531610__1.531610	39492__D4JWG6__EUBSIR_00253
ERR1913209.531680__1.531680	1520810__A0A1H5XYJ5__SAMN02910276_02047
ERR1913209.531650__1.531650	1262911__R6GYU2__BN557_00621
ERR1913209.531760__1.531760	1262882__R5MZZ3__BN519_00482
ERR1913209.531849__1.531849	1262921__R5M6V1__BN473_01728
ERR1913209.531923__1.531923	214856__I3YMB7__Alfi_1811
ERR1913209.531959__1.531959	818__A0A1H7L4U6__BSIG_3287
ERR1913209.532014__1.532014	1262882__R5MIC9__BN519_00834
ERR1913209.532118__1.532118	1262911__R6GPM2__BN557_00937
ERR1913209.532102__1.532102	853__A0A2J4JL53__CRH10_10795
ERR1913209.532113__1.532113	823__A0A069S0G2__DXB14_03195
ERR1913209.532162__1.532162	239935__A0A2N8HPS5__Amuc_0950
ERR1913209.532416__1.532416	357276__B6W5Q7__DXD47_13945
ERR1913209.532531__1.532531	28026__A0A174BM23__DXD87_08160
ERR1913209.532607__1.532607	357276__E5UTL1__HMPREF1065_03551
ERR1913209.532652__1.532652	820__R9I3N4__M093_0061
ERR1913209.532684__1.532684	46228__V8CB03__HMPREF1202_00647
ERR1913209.532810__1.532810	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913209.533142__1.533142	823__K6APS3__DDY96_02400
ERR1913209.533487__1.533487	1262921__R5MBU7__BN473_02531
ERR1913209.533667__1.533667	820__R9HP61__DXC91_01090
ERR1913209.533691__1.533691	28026__A0A087B874__DXD35_05140
ERR1913209.533737__1.533737	823__A0A355XLT7__HMPREF1075_03402
ERR1913209.533930__1.533930	10678__GeneID:2777401
ERR1913209.533965__1.533965	823__A0A355XKQ8__DHP27_04010
ERR1913209.534009__1.534009	301302__R5UK77__M72_08681
ERR1913209.534052__1.534052	1262882__R5MHZ2__BN519_00742
ERR1913209.534291__1.534291	1501332__G9WWX5__HMPREF9624_01349
ERR1913209.534384__1.534384	74426__rpoB
ERR1913209.534502__1.534502	28117__B0MWH8__BHV66_01330
ERR1913209.534631__1.534631	1262882__R5MFY4__BN519_00529
ERR1913209.534641__1.534641	39492__R6SPM9__pheT
ERR1913209.535073__1.535073	1262882__R5ML49__BN519_01361
ERR1913209.535285__1.535285	630129__A0A087B8I7__AH68_07505
ERR1913209.535350__1.535350	1262882__R5MDR8__BN519_00124
ERR1913209.535410__1.535410	39492__B0MNQ2__EUBSIR_01459
ERR1913209.535596__1.535596	39492__D4JR58__EUBSIR_02090
ERR1913209.535641__1.535641	1686381__A0A0J1LWP4__SK36_01628
ERR1913209.535698__1.535698	39491__D6E118__DXB69_05765
ERR1913209.535793__1.535793	1099853__U5CE08__NSB1T_14190
ERR1913209.535872__1.535872	39485__C4Z6Z5__EUBELI_20593
ERR1913209.535900__1.535900	1965604__A0A1Y4EIR7__B5F54_16765
ERR1913209.535902__1.535902	1262744__R6F9B5__BN744_01109
ERR1913209.535931__1.535931	74426__groL
ERR1913209.536171__1.536171	1099853__U5CMJ0__NSB1T_01275
ERR1913209.536222__1.536222	823__A0A355XLS2__ERS852380_02644
ERR1913209.536250__1.536250	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913209.536309__1.536309	1262882__R5N708__BN519_00095
ERR1913209.536311__1.536311	626932__G5H517__HMPREF9450_00027
ERR1913209.536335__1.536335	1147144__GeneID:14182120
ERR1913209.536482__1.536482	39491__A0A173TAZ5__DXB99_09520
ERR1913209.536556__1.536556	1262958__R7GXG2__BN645_01400
ERR1913209.536698__1.536698	626932__G5H7N2__HMPREF9450_00685
ERR1913209.536777__1.536777	1262882__R5MH82__BN519_00752
ERR1913209.536785__1.536785	1262958__R7H9A5__BN645_00801
ERR1913209.536787__1.536787	820__A0A174DZ97__SAMN05444418_101240
ERR1913209.536991__1.536991	1262882__R5MRS7__BN519_01490
ERR1913209.537170__1.537170	562__A0A377AAV3__CDL32_10800
ERR1913209.537447__1.537447	820__A0A374Q8T2__DXB64_16190
ERR1913209.537496__1.537496	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913209.537557__1.537557	2108523__A0A2P2FC97__LAWASA_3643
ERR1913209.537686__1.537686	46228__B5CQB8__RUMLAC_01663
ERR1913209.537688__1.537688	46228__V8CE19__DXD17_01950
ERR1913209.537863__1.537863	28026__A0A396BIJ5__DXD35_04925
ERR1913209.538241__1.538241	1262744__R6FHC1__BN744_02709
ERR1913209.538461__1.538461	46228__B5CLE1__HMPREF1202_01861
ERR1913209.538469__1.538469	562__A0A377AAV3__CDL32_10800
ERR1913209.538437__1.538437	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913209.538879__1.538879	1150298__R7JND0__ERS852498_02814
ERR1913209.538897__1.538897	28026__A0A267WNN6__menA
ERR1913209.538958__1.538958	39492__D4JTJ1__EUBSIR_01453
ERR1913209.539026__1.539026	410072__A0A3E4GQ67__sigV_1
ERR1913209.539040__1.539040	28117__B0MWH8__BHV66_01330
ERR1913209.539341__1.539341	1262882__R5MHZ2__BN519_00742
ERR1913209.539440__1.539440	1262918__R5CNM6__BN458_02245
ERR1913209.539550__1.539550	239935__R6JD78__CXU05_09250
ERR1913209.539607__1.539607	1262882__R5MLP5__BN519_01602
ERR1913209.539922__1.539922	39492__D4JR31__EUBSIR_00106
ERR1913209.539938__1.539938	357276__A0A076IN30__DXD47_09350
ERR1913209.540170__1.540170	446660__GCA_003428235.1_01029
ERR1913209.540290__1.540290	820__A0A3E4IBC1__M094_0628
ERR1913209.540354__1.540354	562__P23837__phoQ
ERR1913209.540383__1.540383	28117__B0MWC6__BHV66_00965
ERR1913209.540570__1.540570	823__A0A078SYK6__DXB14_02485
ERR1913209.540783__1.540783	204516__U6R7W5__HMPREF1534_03766
ERR1913209.540850__1.540850	329854__R5LZK1__DXD27_00590
ERR1913209.541007__1.541007	562__P40876__fimC_1
ERR1913209.541081__1.541081	39491__A0A173QT73__alaS_2
ERR1913209.541219__1.541219	28128__A0A133PXK5__HMPREF3226_02213
ERR1913209.541362__1.541362	820__A7VAR9__ERS852421_00197
ERR1913209.541343__1.541343	1262882__R5MHQ8__BN519_00707
ERR1913209.541536__1.541536	1262911__R6H2J2__BN557_01228
ERR1913209.541667__1.541667	823__A0A078SYK6__DXB14_02485
ERR1913209.541755__1.541755	39492__D4JQP0__ypeB
ERR1913209.541756__1.541756	28117__B0MVL5__BHV66_01660
ERR1913209.541789__1.541789	1262825__R5ECD0__BN724_02208
ERR1913209.542159__1.542159	28117__B0MY41__BHV66_05165
ERR1913209.542169__1.542169	338188__A0A173ZJ94__BACFIN_06122
ERR1913209.542170__1.542170	418240__A0A174U9H0__folP
ERR1913209.542190__1.542190	563769__GeneID:6973156
ERR1913209.542510__1.542510	853__A0A2A7AXC8__C4N21_14120
ERR1913209.542623__1.542623	1263000__R5EKR4__BN466_01609
ERR1913209.542645__1.542645	1262882__R5MFK5__BN519_00378
ERR1913209.542788__1.542788	1262882__R5N3T7__BN519_01188
ERR1913209.542994__1.542994	821__A0A174MBW9__SAMN04487923_10272
ERR1913209.543107__1.543107	239935__A0A2N8I694__CXU04_06245
ERR1913209.543157__1.543157	1262882__R5N3H1__BN519_01121
ERR1913209.543222__1.543222	172901__A0A2U1AQH6__C8D82_12582
ERR1913209.543227__1.543227	674529__R6UPX3__DXB21_06190
ERR1913209.543344__1.543344	1262921__R5LMK9__BN473_01331
ERR1913209.543475__1.543475	1262922__R6E3S7__BN487_01394
ERR1913209.543520__1.543520	1262882__R5MJM8__BN519_01064
ERR1913209.543493__1.543493	28052__R7NCQ8__ERS852499_02306
ERR1913209.543667__1.543667	39492__D4JRV7__EUBSIR_01513
ERR1913209.543762__1.543762	357276__B6W5Q7__DXD47_13945
ERR1913209.544042__1.544042	246787__R6KCH8__csbC
ERR1913209.544136__1.544136	28026__A0A396BDZ7__DXC83_06050
ERR1913209.544166__1.544166	394340__group_617
ERR1913209.544188__1.544188	28026__A0A396B9Q8__B5791_0179
ERR1913209.544361__1.544361	1262882__R5ML49__BN519_01361
ERR1913209.544680__1.544680	1262882__R5MYI1__BN519_00416
ERR1913209.544884__1.544884	562__P40876__fimC_1
ERR1913209.544931__1.544931	1262744__R6GC08__BN744_00021
ERR1913209.544962__1.544962	1262921__R5LTJ9__BN473_02529
ERR1913209.545112__1.545112	239935__B2URG6__CXU02_00030
ERR1913209.545422__1.545422	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913209.545465__1.545465	1262911__R6GR13__BN557_00618
ERR1913209.545528__1.545528	246787__R6LGA6__tmoS_11
ERR1913209.545743__1.545743	1262882__R5MFA5__BN519_00331
ERR1913209.545799__1.545799	39492__D4JSB6__ERS852540_00627
