ERR1913186.42__1.42	1262882__R5N5S3__BN519_00085
ERR1913186.1324302__1.1324302	74426__infB
ERR1913186.1324670__1.1324670	901__B6WTT7__DESPIG_01494
ERR1913186.1325139__1.1325139	1262936__R7IY28__BN799_00672
ERR1913186.1325199__1.1325199	1680__A0A173YLK6__BAD_0868
ERR1913186.1325168__1.1325168	1262936__R7J247__BN799_01051
ERR1913186.1325365__1.1325365	2022527__A0A264Y9E2__CHL74_03740
ERR1913186.1325380__1.1325380	239935__A0A139TT05__CXU09_03335
ERR1913186.1325386__1.1325386	147206__GCF_000156215.1_01777
ERR1913186.1325455__1.1325455	1262936__R7IY78__BN799_00717
ERR1913186.1325497__1.1325497	1262959__A0A355KWK7__BN680_01208
ERR1913186.1325770__1.1325770	1263011__R6DRV2__BN553_01393
ERR1913186.1325885__1.1325885	301302__A0A0M6WJW1__ERS852420_02245
ERR1913186.1326062__1.1326062	301302__A0A173UN42__lytR_3
ERR1913186.1326163__1.1326163	1680__R5GMB5__AD0028_1137
ERR1913186.1326218__1.1326218	1680__A0A3E4SB79__BAD_1517
ERR1913186.1326231__1.1326231	471189__GCA_003340385.1_00195
ERR1913186.1326250__1.1326250	1262936__R7J1R1__BN799_00897
ERR1913186.1326298__1.1326298	360807__C0FYL6__ROSEINA2194_03855
ERR1913186.1326607__1.1326607	28111__R5K5Y3__BACEGG_03205
ERR1913186.1326612__1.1326612	1262961__R6DN27__BN710_00738
ERR1913186.1326800__1.1326800	165179__D1PGU8__PREVCOP_06463
ERR1913186.1326856__1.1326856	1680__A0A174BEE7__BSTER_1311
ERR1913186.1326897__1.1326897	1680__A0A0B5BIU5__BSTER_0145
ERR1913186.1327125__1.1327125	301302__A0A173UAS4__M72_15061
ERR1913186.1327142__1.1327142	1897011__A0A1Q6RI11__BHW41_00845
ERR1913186.1327433__1.1327433	508460__GCF_000585335.1_00090
ERR1913186.1327510__1.1327510	40518__R5E4X1__DXD93_05270
ERR1913186.1327633__1.1327633	301302__R5UQ61__M72_23071
ERR1913186.1328069__1.1328069	384639__GCA_003096855.1_00973
ERR1913186.1328202__1.1328202	239935__A0A2N8HH03__CXU09_08875
ERR1913186.1328220__1.1328220	1160721__W0U979__BHW50_09935
ERR1913186.1328342__1.1328342	1550024__A0A0W7TR84__TQ39_05305
ERR1913186.1328438__1.1328438	1680__A0A0C2YPV2__AL0462_1474
ERR1913186.1328471__1.1328471	45851__D4RW69__BUTYVIB_00200
ERR1913186.1328599__1.1328599	46228__V8C7P7__HMPREF1202_01523
ERR1913186.1328664__1.1328664	853__A8SGX8__C4N21_08625
ERR1913186.1328747__1.1328747	74426__rpoB
ERR1913186.1328798__1.1328798	2022527__A0A264Y9X6__CHL74_02935
ERR1913186.1328848__1.1328848	1680__A0A087DHN0__AL0462_1532
ERR1913186.1328882__1.1328882	572010__nifJ
ERR1913186.1329142__1.1329142	74426__nifJ
ERR1913186.1329214__1.1329214	1150298__R7JV71__ERS852498_00755
ERR1913186.1329231__1.1329231	1262936__R7IY78__BN799_00717
ERR1913186.1330104__1.1330104	1262741__R6DBK6__BN697_01884
ERR1913186.1330115__1.1330115	1263109__GCA_000438135.1_01150
ERR1913186.1330100__1.1330100	1262936__R7J2D3__BN799_01784
ERR1913186.1330287__1.1330287	1262936__R7J6F9__BN799_00540
ERR1913186.1330415__1.1330415	1680__A0A173XYA2__B0703_0121
ERR1913186.1330947__1.1330947	216816__B7GP87__HMPREF0177_01055
ERR1913186.1331299__1.1331299	45851__D4RX09__BUTYVIB_00360
ERR1913186.1331388__1.1331388	74426__purL
ERR1913186.1331400__1.1331400	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913186.1331565__1.1331565	1262882__R5MRS7__BN519_01490
ERR1913186.1331872__1.1331872	45851__R5LRK0__BUTYVIB_00520
ERR1913186.1331885__1.1331885	1262936__R7J0S3__BN799_01459
ERR1913186.1332422__1.1332422	901__B6WRB3__DESPIGER_0300
ERR1913186.1332810__1.1332810	1897011__A0A1Q6RH85__BHW41_01750
ERR1913186.1332829__1.1332829	166486__D4KXJ6__ERS852572_00336
ERR1913186.1333252__1.1333252	1263000__R5EXT3__BN466_02213
ERR1913186.1333544__1.1333544	853__E2ZJT1__C4N23_03535
ERR1913186.1333785__1.1333785	901__B6WVN9__DESPIG_02157
ERR1913186.1334448__1.1334448	1263006__R6MR77__BN515_00434
ERR1913186.1334587__1.1334587	239935__A0A2N8IHY1__CXU06_00035
ERR1913186.1334837__1.1334837	1550024__G9RWQ7__ASJ35_03880
ERR1913186.1335181__1.1335181	301302__R5UK77__M72_08681
ERR1913186.1335189__1.1335189	2173__A0A1D2WWQ7__METSMIF1_03169
ERR1913186.1335446__1.1335446	216816__B3DNW2__BL171B_07980
ERR1913186.1336003__1.1336003	301301__A0A395V9V2__nplT_1
ERR1913186.1336280__1.1336280	1262936__R7J1T7__BN799_01864
ERR1913186.1336344__1.1336344	147206__GCF_000156215.1_01777
ERR1913186.1336374__1.1336374	1263027__R7AVT2__BN699_00071
ERR1913186.1336572__1.1336572	301302__A0A173RFF7__yqgN
ERR1913186.1336696__1.1336696	853__A0A3E2U7E6__ERS852582_01640
ERR1913186.1336792__1.1336792	74426__asnS
ERR1913186.1336955__1.1336955	901__B6WVN9__DESPIG_02157
ERR1913186.1336964__1.1336964	1680__A0A3E4SB79__BAD_1517
ERR1913186.1337353__1.1337353	901__B6WVN9__DESPIG_02157
ERR1913186.1337765__1.1337765	216816__B7GNA5__BL71B_04625
ERR1913186.1337753__1.1337753	1262911__R6H0S8__BN557_01079
ERR1913186.1337883__1.1337883	39485__C4Z058__ERS852492_00130
ERR1913186.1338050__1.1338050	45851__D4S0D7__BUTYVIB_01556
ERR1913186.1338229__1.1338229	1262936__R7J1I2__BN799_01776
ERR1913186.1338446__1.1338446	1262882__R5N532__BN519_01420
ERR1913186.1338482__1.1338482	2022527__A0A264Y9Y7__CHL74_02905
ERR1913186.1338512__1.1338512	33043__A0A173S5P8__ERS852445_00566
ERR1913186.1338580__1.1338580	1628085__A0A374VS54__C7386_101156
ERR1913186.1338693__1.1338693	1680__A7A7Z9__AAX71_05385
ERR1913186.1338750__1.1338750	1262936__R7IZX4__BN799_00998
ERR1913186.1338781__1.1338781	74426__rpoC
ERR1913186.1339798__1.1339798	901__A0A1K1LG50__DESPIG_01817
ERR1913186.1339842__1.1339842	74426__infB
ERR1913186.1339891__1.1339891	1262936__R7IYW8__BN799_00842
ERR1913186.1340123__1.1340123	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913186.1340200__1.1340200	1680__A0A174BEE7__BSTER_1311
ERR1913186.1340574__1.1340574	1550024__G9RQ59__TQ39_14360
ERR1913186.1340904__1.1340904	1262911__R6GZX7__BN557_00838
ERR1913186.1341057__1.1341057	901__B6WRL8__epaO
ERR1913186.1341729__1.1341729	901__B6WR27__lnt
ERR1913186.1342069__1.1342069	39485__R5ZVC3__ERS852490_00250
ERR1913186.1342308__1.1342308	901__B6WXG9__DESPIG_02795
ERR1913186.1342327__1.1342327	216816__A0A083X5W4__HMPREF0177_01593
ERR1913186.1342391__1.1342391	901__B6WUG8__DHV46_10540
ERR1913186.1343518__1.1343518	1262936__R7IY33__BN799_00622
ERR1913186.1343566__1.1343566	165179__A0A3E5A832__DXC61_13685
ERR1913186.1344777__1.1344777	74426__pdxS
ERR1913186.1344710__1.1344710	572010__hgdC_1
ERR1913186.1344982__1.1344982	40518__R5DXH2__DXD83_10135
ERR1913186.1345029__1.1345029	39485__C4Z1Y9__EUBELI_00143
ERR1913186.1345251__1.1345251	1262882__R5N526__BN519_01603
ERR1913186.1345403__1.1345403	1897011__A0A1Q6RG48__BHW41_02345
ERR1913186.1345474__1.1345474	214856__A0A174FY07__ERS852447_02457
ERR1913186.1345894__1.1345894	301302__A0A173TEJ2__M72_09031
ERR1913186.1346105__1.1346105	301301__G2SXA1__frc_2
ERR1913186.1346587__1.1346587	40520__R7D8F5__DXC87_14065
ERR1913186.1346703__1.1346703	1262936__R7J3B1__BN799_00034
ERR1913186.1347165__1.1347165	301302__A0A0M6WIX9__ERS852420_01972
ERR1913186.1347772__1.1347772	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913186.1348063__1.1348063	39485__C4Z6I9__ERS852492_02038
ERR1913186.1348207__1.1348207	39491__A0A395ZBW8__DXC13_08840
ERR1913186.1348363__1.1348363	901__B6WV45__DESPIGER_1962
ERR1913186.1348493__1.1348493	216816__A0A083X5W4__HMPREF0177_01593
ERR1913186.1348503__1.1348503	216816__D6DC91__DXC72_07710
ERR1913186.1348517__1.1348517	1262936__R7J169__BN799_00083
ERR1913186.1348586__1.1348586	116085__A0A3E2TMI0__DW747_05170
ERR1913186.1348708__1.1348708	1262936__R7J2G9__BN799_01824
ERR1913186.1348992__1.1348992	2014542__A0A220SSC6__CEK62_19860
ERR1913186.1349322__1.1349322	1262936__R7J360__BN799_00345
ERR1913186.1349405__1.1349405	165179__A0A174SA26__PREVCOP_05758
ERR1913186.1349407__1.1349407	74426__purL
ERR1913186.1349412__1.1349412	39485__A0A174ZBJ8__speA_2
ERR1913186.1349425__1.1349425	45851__D4RXA4__BUTYVIB_00455
ERR1913186.1349539__1.1349539	1262911__R6H2J2__BN557_01228
ERR1913186.1349599__1.1349599	74426__rpoB
ERR1913186.1349607__1.1349607	45851__D4RWR5__BHV86_06295
ERR1913186.1349910__1.1349910	1680__A0A1X3A951__AL0462_1583
ERR1913186.1350366__1.1350366	1262936__R7J276__BN799_01074
ERR1913186.1350441__1.1350441	301302__A0A0M6WWK6__M72_13961
ERR1913186.1350465__1.1350465	301302__A0A173SCU7__M72_12871
ERR1913186.1350473__1.1350473	552398__F4XCR9__HMPREF0866_01636
ERR1913186.1350553__1.1350553	1262936__R7IZD7__BN799_01020
ERR1913186.1350735__1.1350735	1262936__R7J3B1__BN799_00034
ERR1913186.1351086__1.1351086	823__A0A073I1X2__DXD05_18820
ERR1913186.1351389__1.1351389	40520__A0A174IJ62__DXC87_06795
ERR1913186.1351633__1.1351633	1680__A1A1R1__BIFADO_00076
ERR1913186.1351773__1.1351773	1299998__GCA_001494635.1_00036
ERR1913186.1351799__1.1351799	39491__C4ZC33__DXC13_11585
ERR1913186.1351923__1.1351923	1262911__R6GKS1__BN557_00184
ERR1913186.1352365__1.1352365	246787__E2NCX3__HMPREF1062_01637
ERR1913186.1352378__1.1352378	40518__R5DTJ1__DXD86_03635
ERR1913186.1352687__1.1352687	901__B6WVN9__DESPIG_02157
ERR1913186.1352892__1.1352892	74426__asnS
ERR1913186.1352895__1.1352895	45851__D4RXL7__BUTYVIB_00568
ERR1913186.1352932__1.1352932	40518__R5E8B6__RB5AMG_00876
ERR1913186.1352960__1.1352960	1262936__R7J354__BN799_00281
ERR1913186.1353431__1.1353431	338188__A0A174FBN4__BACFIN_09139
ERR1913186.1353867__1.1353867	901__B6WXL8__DESPIG_02845
ERR1913186.1354077__1.1354077	45851__D4RWC5__BHV86_07005
ERR1913186.1354238__1.1354238	1680__R5GZF2__DXC60_01925
ERR1913186.1354311__1.1354311	1680__A0A087DHN0__AL0462_1532
ERR1913186.1354473__1.1354473	394340__hisS
ERR1913186.1354510__1.1354510	1262936__R7J1S4__BN799_01918
ERR1913186.1354546__1.1354546	901__B6WXF1__DESPIGER_1660
ERR1913186.1354572__1.1354572	1262882__R5MGX3__BN519_00046
ERR1913186.1354640__1.1354640	204516__U6R838__HMPREF1534_03867
ERR1913186.1354872__1.1354872	1680__A0A0B5BIU5__BSTER_0145
ERR1913186.1354918__1.1354918	1262936__R7IYW8__BN799_00842
ERR1913186.1354925__1.1354925	1263000__R5EXT3__BN466_02213
ERR1913186.1355263__1.1355263	301302__A0A173TEJ2__M72_09031
ERR1913186.1355323__1.1355323	1680__A0A374QDL4__LMG18897_0432
ERR1913186.1355626__1.1355626	1263027__R7AV02__BN699_02111
ERR1913186.1355677__1.1355677	1680__A0A076JNH5__DXC60_03835
ERR1913186.1355778__1.1355778	1628085__A0A396QC65__C7386_101113
ERR1913186.1355841__1.1355841	301302__R5UP16__M72_22551
ERR1913186.1356193__1.1356193	821__A0A174NSU0__BVU_3144
ERR1913186.1356200__1.1356200	40518__R5DUU0__DXD93_03985
ERR1913186.1356287__1.1356287	28052__A0A174HF53__ERS852499_00436
ERR1913186.1356446__1.1356446	28052__A0A174KUL2__phoR_1
ERR1913186.1356536__1.1356536	39491__A0A396FS17__envC
ERR1913186.1356704__1.1356704	165179__D1PEW8__DXB80_13775
ERR1913186.1356767__1.1356767	1262936__R7IYJ1__BN799_00810
ERR1913186.1356809__1.1356809	901__A0A1K1LG50__DESPIG_01817
ERR1913186.1356882__1.1356882	1262936__R7J1E6__BN799_01664
ERR1913186.1356975__1.1356975	39491__A0A395ZKJ0__DXD13_11010
ERR1913186.1357390__1.1357390	2014542__A0A220SSC6__CEK62_19860
ERR1913186.1357701__1.1357701	1262924__R7HQB3__BN585_00435
ERR1913186.1358007__1.1358007	1628085__A0A2U1BDY5__C7386_104102
ERR1913186.1358114__1.1358114	74426__purL
ERR1913186.1358123__1.1358123	1897011__A0A1Q6REW8__BHW41_04435
ERR1913186.1358602__1.1358602	1680__A0A174BEE7__BSTER_1311
ERR1913186.1358656__1.1358656	572010__rplB
ERR1913186.1358774__1.1358774	39488__C0EY66__prkC_1
ERR1913186.1358817__1.1358817	1262911__R6H1A6__BN557_01286
ERR1913186.1358952__1.1358952	446660__GCA_003428235.1_00351
ERR1913186.1358996__1.1358996	1262911__R6H2J2__BN557_01228
ERR1913186.1359101__1.1359101	1680__A0A174BEE7__BSTER_1311
ERR1913186.1359430__1.1359430	147206__GCF_000156215.1_01776
ERR1913186.1360471__1.1360471	147206__GCF_000156215.1_00014
ERR1913186.1360818__1.1360818	1262911__R6HIJ8__BN557_01742
ERR1913186.1360974__1.1360974	1262936__R7J0S3__BN799_01459
ERR1913186.1360957__1.1360957	1628085__A0A374VRS5__C7386_10481
ERR1913186.1361149__1.1361149	1262911__R6GKS1__BN557_00184
ERR1913186.1361136__1.1361136	74426__rpoC
ERR1913186.1361307__1.1361307	1262936__R7J272__BN799_00063
ERR1913186.1361428__1.1361428	301302__R5UMB3__M72_01421
ERR1913186.1361690__1.1361690	1263107__GCA_000436995.1_00190
ERR1913186.1361773__1.1361773	39485__A0A174YVS4__EUBELI_00620
ERR1913186.1361908__1.1361908	1628085__A0A1C5YAJ9__C7386_10197
ERR1913186.1362066__1.1362066	301302__R5UKP4__cbiT
ERR1913186.1362226__1.1362226	1262936__R7IZ99__BN799_01076
ERR1913186.1362643__1.1362643	147206__GCF_000156215.1_01776
ERR1913186.1362807__1.1362807	901__B6WUN6__DHV46_11020
ERR1913186.1363189__1.1363189	204516__U6RGN8__HMPREF1534_01465
ERR1913186.1363440__1.1363440	1897011__A0A1Q6RG95__BHW41_02720
ERR1913186.1363517__1.1363517	821__A0A173WG51__BVU_2549
ERR1913186.1363500__1.1363500	39488__A0A285PT25__EUBHAL_01908
ERR1913186.1363687__1.1363687	1680__A0A374QDL4__LMG18897_0432
ERR1913186.1363883__1.1363883	39485__A0A174ZQT9__EUBELI_20278
ERR1913186.1363898__1.1363898	39485__C4Z1W5__ERS852492_01530
ERR1913186.1364009__1.1364009	2022527__A0A264YAP7__CHL74_01035
ERR1913186.1364065__1.1364065	301302__A0A173RMN7__ERS852420_00721
ERR1913186.1364830__1.1364830	820__A0A174M9V5__M093_0237
ERR1913186.1365150__1.1365150	166486__D4KYD7__ERS852572_03817
ERR1913186.1365357__1.1365357	40518__R5DUU8__DXD86_08440
ERR1913186.1365404__1.1365404	39491__A0A395ZJZ1__LD38_01870
ERR1913186.1365808__1.1365808	39491__D6E408__EUBREC_1466
ERR1913186.1365817__1.1365817	1262936__R7J360__BN799_00345
ERR1913186.1365839__1.1365839	301302__R5VFW5__M72_26781
ERR1913186.1365860__1.1365860	1263000__R5EPJ2__BN466_00954
ERR1913186.1365869__1.1365869	216816__B3DNW2__BL171B_07980
ERR1913186.1366097__1.1366097	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913186.1366199__1.1366199	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913186.1366305__1.1366305	1262992__R5DBE5__BN795_01410
ERR1913186.1366605__1.1366605	100884__E7GFK8__HMPREF9488_03551
ERR1913186.1366720__1.1366720	216816__B3DNW2__BL171B_07980
ERR1913186.1366933__1.1366933	301302__R5V4M3__ERS852420_01171
ERR1913186.1367039__1.1367039	165179__A0A3E5E6S6__DXB80_07575
ERR1913186.1367081__1.1367081	1680__A0A0C2YPV2__AL0462_1474
ERR1913186.1367320__1.1367320	1263027__R6ZHT1__BN699_00016
ERR1913186.1367423__1.1367423	1680__R5GKP2__DXD60_06200
ERR1913186.1367438__1.1367438	552398__T5S086__HMPREF0866_01580
ERR1913186.1367590__1.1367590	901__B6WXF1__DESPIGER_1660
ERR1913186.1367778__1.1367778	74426__sugC
ERR1913186.1367785__1.1367785	74426__infB
ERR1913186.1367855__1.1367855	301302__R5UKF2__M72_19701
ERR1913186.1368066__1.1368066	821__A0A396FEL8__C5Z04_06030
ERR1913186.1368264__1.1368264	901__B6WTQ4__DESPIGER_1255
ERR1913186.1368352__1.1368352	239935__A0A2N8IXN0__CXT95_01765
ERR1913186.1368459__1.1368459	1263000__R5EXT3__BN466_02213
ERR1913186.1368652__1.1368652	384639__GCA_003096855.1_00253
ERR1913186.1368868__1.1368868	28111__E5WYP5__BACEGG_00185
ERR1913186.1368896__1.1368896	1680__A0A087DHN0__AL0462_1532
ERR1913186.1368943__1.1368943	1550024__A0A0D8J084__TQ39_06930
ERR1913186.1369664__1.1369664	45851__D4RYR7__BHV86_05495
ERR1913186.1369599__1.1369599	147206__GCF_000156215.1_01776
ERR1913186.1370135__1.1370135	1262924__R7HT26__BN585_00306
ERR1913186.1370719__1.1370719	1262911__R6GN99__BN557_01784
ERR1913186.1370734__1.1370734	446660__GCA_003428235.1_01770
ERR1913186.1371067__1.1371067	46503__R6WUV4__DD461_04535
ERR1913186.1371241__1.1371241	1262936__R7J5X5__BN799_00356
ERR1913186.1371360__1.1371360	1262945__R6YT88__BN600_00074
ERR1913186.1371982__1.1371982	901__B6WR31__DESPIG_00511
ERR1913186.1372012__1.1372012	901__A0A1K1LGQ2__DESPIG_02072
ERR1913186.1372087__1.1372087	1393034__GCA_001552785.1_00503
ERR1913186.1372328__1.1372328	901__B6WVE2__DHV46_05785
ERR1913186.1372458__1.1372458	216816__B3DNW2__BL171B_07980
ERR1913186.1372803__1.1372803	1262919__R5PC04__BN465_00249
ERR1913186.1372997__1.1372997	1680__A0A087DHN0__AL0462_1532
ERR1913186.1373203__1.1373203	1297617__A0A0S2W8Q3__BIV19_11155
ERR1913186.1374063__1.1374063	45851__D4RZ84__BUTYVIB_01149
ERR1913186.1374186__1.1374186	78345__A0A087BJN2__BMERY_1596
ERR1913186.1374381__1.1374381	40520__R7DCR4__DXB81_00490
ERR1913186.1374563__1.1374563	301302__A0A0M6WV71__ERS852420_01279
ERR1913186.1374544__1.1374544	39485__A0A174ZA72__glgB_1
ERR1913186.1374688__1.1374688	820__A0A3E4VZT7__DXB48_16145
ERR1913186.1374978__1.1374978	1262936__R7J0W9__BN799_00634
ERR1913186.1375100__1.1375100	116085__D4JBW6__DW747_00745
ERR1913186.1375133__1.1375133	74426__nifJ
ERR1913186.1375139__1.1375139	1680__A0A174BEE7__BSTER_1311
ERR1913186.1375264__1.1375264	45851__D4S1J8__BUTYVIB_01969
ERR1913186.1375303__1.1375303	166486__D4KX83__ERS852572_01103
ERR1913186.1375306__1.1375306	1263006__R6LLQ1__BN515_01046
ERR1913186.1375666__1.1375666	1897011__A0A1Q6REW8__BHW41_04435
ERR1913186.1375982__1.1375982	2173__A0A1D2WSL0__METSMIF1_03725
ERR1913186.1376841__1.1376841	301302__A0A0M6W9I4__M72_19871
ERR1913186.1376907__1.1376907	301302__A0A173T3P5__ERS852420_01836
ERR1913186.1377320__1.1377320	1689__D2Q6T8__SAMN05192536_1511
ERR1913186.1377328__1.1377328	1680__A0A0C2VBJ4__birA
ERR1913186.1377336__1.1377336	1263000__R5EMC1__BN466_00539
ERR1913186.1377744__1.1377744	1262936__R7J0U1__BN799_01474
ERR1913186.1377786__1.1377786	1262911__R6GZX7__BN557_00838
ERR1913186.1377966__1.1377966	1550024__A0A0D8J084__TQ39_06930
ERR1913186.1378056__1.1378056	1262936__R7J3B1__BN799_00034
ERR1913186.1378312__1.1378312	74426__nrdD
ERR1913186.1378365__1.1378365	901__B6WXF1__DESPIGER_1660
ERR1913186.1378395__1.1378395	172901__A0A2U1AV38__C8D82_1177
ERR1913186.1378813__1.1378813	820__A0A3E4FZM1__adaA_2
ERR1913186.1378932__1.1378932	301301__G2SZJ7__RHOM_00620
ERR1913186.1379177__1.1379177	446660__GCA_003428235.1_00249
ERR1913186.1379503__1.1379503	147206__GCF_000156215.1_01387
ERR1913186.1379632__1.1379632	1680__A0A174BEE7__BSTER_1311
ERR1913186.1379635__1.1379635	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913186.1379907__1.1379907	1689__D2Q704__BIFDEN_00765
ERR1913186.1380586__1.1380586	1680__A0A087DHN0__AL0462_1532
ERR1913186.1380666__1.1380666	116085__D4J6A4__DW747_12795
ERR1913186.1381553__1.1381553	301302__A0A173TTX1__M72_22141
ERR1913186.1381558__1.1381558	572010__hgdC_1
ERR1913186.1381722__1.1381722	1262936__R7J272__BN799_00063
ERR1913186.1381969__1.1381969	301301__A0A395VAV8__ERS852391_02437
ERR1913186.1382138__1.1382138	40518__R5DS23__DXD86_01715
ERR1913186.1382265__1.1382265	301302__R5USI9__prsA3
ERR1913186.1382327__1.1382327	165179__D1PE06__DXC61_05975
ERR1913186.1382421__1.1382421	1262936__R7IYJ1__BN799_00810
ERR1913186.1382617__1.1382617	1680__A0A374QDL4__LMG18897_0432
ERR1913186.1382627__1.1382627	239935__A0A2N8I8X8__B5G29_00185
ERR1913186.1382821__1.1382821	39496__A5Z5I2__EUBVEN_00963
ERR1913186.1383014__1.1383014	40518__R5DME2__DXD86_07315
ERR1913186.1383082__1.1383082	418240__C6JAJ8__ERS852478_03436
ERR1913186.1383275__1.1383275	138595__GCF_000468755.1_01122
ERR1913186.1383379__1.1383379	39491__C4ZCH3__EUR_17560
ERR1913186.1383446__1.1383446	216816__D6DBD5__DXC32_04335
ERR1913186.1383547__1.1383547	74426__asnS
ERR1913186.1383843__1.1383843	147206__GCF_000156215.1_01777
ERR1913186.1384038__1.1384038	1262911__R6GZX7__BN557_00838
ERR1913186.1383963__1.1383963	1897011__A0A1Q6RC30__BHW41_06700
ERR1913186.1384145__1.1384145	1628085__A0A3E2Y462__C7386_1246
ERR1913186.1384374__1.1384374	28111__E5WXQ8__NCTC11155_03183
ERR1913186.1385420__1.1385420	1263027__R6ZQT3__BN699_00088
ERR1913186.1385508__1.1385508	901__B6WQT6__DESPIG_00415
ERR1913186.1385792__1.1385792	1262988__R7N3G4__BN816_02057
ERR1913186.1385830__1.1385830	853__A0A173TAZ8__DWZ46_14590
ERR1913186.1386302__1.1386302	216816__B3DNW2__BL171B_07980
ERR1913186.1386452__1.1386452	45851__R5LTE7__BHV86_04805
ERR1913186.1386390__1.1386390	74426__pta
ERR1913186.1387059__1.1387059	74426__rpoB
ERR1913186.1387237__1.1387237	165179__A0A229I3Z6__PREVCOP_03666
ERR1913186.1387332__1.1387332	40518__R5DU92__DXD93_03170
ERR1913186.1387593__1.1387593	901__A0A1K1LG50__DESPIG_01817
ERR1913186.1387688__1.1387688	40518__R5DU92__DXD93_03170
ERR1913186.1387728__1.1387728	172901__A0A2U1AS17__C8D82_12226
ERR1913186.1388094__1.1388094	45851__D4S1P9__BUTYVIB_02021
ERR1913186.1388183__1.1388183	1262936__R7J0S3__BN799_01459
ERR1913186.1388255__1.1388255	1680__R5GRA4__ERS852382_01548
ERR1913186.1388533__1.1388533	239935__A0A2N8IMC9__CXU09_02095
ERR1913186.1388815__1.1388815	1262936__R7J354__BN799_00281
ERR1913186.1388998__1.1388998	384638__B7AWK6__BACPEC_03106
ERR1913186.1389151__1.1389151	39485__C4Z6J7__ERS852492_02047
ERR1913186.1389255__1.1389255	74426__pflB_2
ERR1913186.1389454__1.1389454	29361__B6FKH5__CLONEX_00621
ERR1913186.1389391__1.1389391	901__B6WXF1__DESPIGER_1660
ERR1913186.1389394__1.1389394	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913186.1389934__1.1389934	901__B6WV45__DESPIGER_1962
ERR1913186.1390044__1.1390044	1262936__R7J1H6__BN799_01795
ERR1913186.1390497__1.1390497	40518__R5E642__RBATCC27255_00729
ERR1913186.1391034__1.1391034	2022527__A0A264Y8R9__CHL74_05250
ERR1913186.1391197__1.1391197	1262882__R5MYP8__BN519_00439
ERR1913186.1392265__1.1392265	1262959__R5XXK3__BN680_00902
ERR1913186.1392333__1.1392333	74426__pta
ERR1913186.1392637__1.1392637	1897011__A0A1Q6RI93__BHW41_01175
ERR1913186.1393071__1.1393071	1680__A0A374QDL4__LMG18897_0432
ERR1913186.1393195__1.1393195	45851__D4RW36__BUTYVIB_00166
ERR1913186.1393202__1.1393202	147206__GCF_000156215.1_01775
ERR1913186.1393597__1.1393597	28111__R5K9F8__BACEGG_01519
ERR1913186.1393683__1.1393683	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913186.1393663__1.1393663	301302__A0A0M6WJW1__ERS852420_02245
ERR1913186.1393851__1.1393851	45851__D4S283__BUTYVIB_02205
ERR1913186.1394423__1.1394423	1262882__R5MND9__BN519_00831
ERR1913186.1394806__1.1394806	1628085__A0A3E2XTK8__C7386_10217
ERR1913186.1394861__1.1394861	1262882__R5MEN9__BN519_00201
ERR1913186.1394986__1.1394986	901__B6WTS6__DESPIG_01483
ERR1913186.1395005__1.1395005	1680__A0A174BEE7__BSTER_1311
ERR1913186.1395589__1.1395589	901__B6WUV2__DESPIGER_1904
ERR1913186.1395812__1.1395812	1263027__R6ZC52__BN699_01552
ERR1913186.1395954__1.1395954	1262936__R7IYJ1__BN799_00810
ERR1913186.1395960__1.1395960	74426__sigA
ERR1913186.1396134__1.1396134	165179__D1PE06__DXC61_05975
ERR1913186.1396225__1.1396225	74426__rpoB
