ERR1913260.118__1.118	39488__A0A173UQ83__mutY
ERR1913260.561143__1.561143	301301__A0A395V407__ERS852391_02230
ERR1913260.561190__1.561190	78345__A0A087BJK4__SAMN02745589_1497
ERR1913260.561162__1.561162	1550024__G9RPH0__TQ39_05505
ERR1913260.561217__1.561217	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913260.561411__1.561411	239935__A0A2N8I3Z7__CXU05_10555
ERR1913260.561651__1.561651	1262761__R6RU22__BN606_01110
ERR1913260.561851__1.561851	1262848__R6U804__BN818_00069
ERR1913260.561853__1.561853	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913260.561816__1.561816	28025__A0A0L7CV42__EN10_08055
ERR1913260.562248__1.562248	39491__A0A173TAZ5__DXB99_09520
ERR1913260.562189__1.562189	357276__A0A0P0M2G3__BACDOR_03913
ERR1913260.562335__1.562335	1262848__R6UAA6__BN818_01734
ERR1913260.562499__1.562499	820__A0A139KH21__DXC80_01780
ERR1913260.562679__1.562679	187327__G4Q2R6__Acin_2204
ERR1913260.562684__1.562684	28117__B0MTV5__BHV66_06415
ERR1913260.562705__1.562705	1262848__R6UMA7__BN818_01315
ERR1913260.562725__1.562725	471189__GCA_003340385.1_00107
ERR1913260.562975__1.562975	820__E5VEH7__ERS852459_01300
ERR1913260.563097__1.563097	45851__D4RYG8__BUTYVIB_00874
ERR1913260.563058__1.563058	820__A0A174CG08__DXB62_13215
ERR1913260.563036__1.563036	1680__A0A1X3A951__AL0462_1583
ERR1913260.563222__1.563222	1550024__G9RXA1__TQ39_18810
ERR1913260.563288__1.563288	116085__D4J6W1__DW747_08460
ERR1913260.563292__1.563292	28052__R7NDB6__ERS852499_00304
ERR1913260.563571__1.563571	39491__A0A395UYM9__DXC13_07980
ERR1913260.564141__1.564141	820__A0A139KHX1__HMPREF2141_00289
ERR1913260.564281__1.564281	239935__A0A2N8HT44__CXT84_11035
ERR1913260.564439__1.564439	39491__A0A396FIZ8__ERE_20410
ERR1913260.564558__1.564558	821__A6KZK3__ERS852457_04265
ERR1913260.564668__1.564668	2173__A0A1D2WV05__BK798_06920
ERR1913260.564683__1.564683	40518__R5DVV1__RBATCC27255_00999
ERR1913260.564716__1.564716	649756__B0NZZ8__DO83_09740
ERR1913260.565007__1.565007	853__A0A173XRA8__CGS56_09290
ERR1913260.564964__1.564964	1263107__GCA_000436995.1_00132
ERR1913260.565100__1.565100	1262736__R5Y3F9__BN496_01794
ERR1913260.565297__1.565297	239935__A0A139TPU7__CXT91_06575
ERR1913260.565380__1.565380	649756__B0P2G4__HMPREF0369_01300
ERR1913260.565576__1.565576	187327__G4Q6I6__Acin_2283
ERR1913260.565739__1.565739	1263107__GCA_000436995.1_00215
ERR1913260.565765__1.565765	1897011__A0A1Q6RIF5__BHW41_01365
ERR1913260.565898__1.565898	39485__A0A174YNW2__cph2_3
ERR1913260.566072__1.566072	39491__A0A174K9A3__DXB69_07785
ERR1913260.566146__1.566146	820__A0A3E4G8F8__ERS852421_01645
ERR1913260.566287__1.566287	187327__G4Q785__oadA
ERR1913260.566368__1.566368	301301__A0A173Z460__sunS_1
ERR1913260.566478__1.566478	1262848__R6V8K7__BN818_00573
ERR1913260.566516__1.566516	216816__A0A2U0BLP0__tsaB
ERR1913260.566579__1.566579	1681__E4VCD3__BIFI_0514
ERR1913260.566588__1.566588	39491__C4ZHS4__EUR_24420
ERR1913260.566553__1.566553	1262924__R7HUI3__BN585_00815
ERR1913260.566618__1.566618	357276__A0A0M1W657__HMPREF1064_04629
ERR1913260.567233__1.567233	74426__gap
ERR1913260.567222__1.567222	1262924__R7HR75__BN585_00689
ERR1913260.567364__1.567364	40518__R5E282__DXD86_08940
ERR1913260.567608__1.567608	239935__A0A2N8HT44__CXT84_11035
ERR1913260.567576__1.567576	1262911__R6GZW9__BN557_00833
ERR1913260.567629__1.567629	239935__R7E524__CXT91_06180
ERR1913260.567681__1.567681	40520__A5ZN83__DXC87_06350
ERR1913260.567959__1.567959	39491__A0A395ZDC6__addB
ERR1913260.568131__1.568131	1150298__A0A174GJF6__bglX_2
ERR1913260.568516__1.568516	40518__R5DZB3__RB5AMG_01719
ERR1913260.568558__1.568558	1263107__GCA_000436995.1_00131
ERR1913260.568605__1.568605	1550024__A0A0D8J440__TQ39_00140
ERR1913260.568751__1.568751	418240__R7CMR9__yehU_7
ERR1913260.568833__1.568833	40518__R5DUU8__DXD86_08440
ERR1913260.568851__1.568851	45851__D4S141__BHV86_05760
ERR1913260.568894__1.568894	853__A0A173YYY4__DWZ04_09420
ERR1913260.568986__1.568986	39492__D4JRV7__EUBSIR_01513
ERR1913260.569165__1.569165	239935__A0A139TSG7__CXU17_09600
ERR1913260.569169__1.569169	2173__A0A1D2WXL5__BK798_03965
ERR1913260.569225__1.569225	39491__A0A173TFQ1__rsmF
ERR1913260.569542__1.569542	40518__R5DQL2__RBATCC27255_00937
ERR1913260.569660__1.569660	239935__A0A2N8HCF5__CXU15_05660
ERR1913260.569796__1.569796	1680__A0A3E4SB79__BAD_1517
ERR1913260.569917__1.569917	74426__pdxS
ERR1913260.570633__1.570633	1262848__R6VEX2__BN818_01244
ERR1913260.570642__1.570642	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913260.570721__1.570721	1262924__R7HPU8__BN585_00010
ERR1913260.570726__1.570726	384638__B7APR1__BACPEC_00667
ERR1913260.570814__1.570814	1263107__GCA_000436995.1_00106
ERR1913260.570919__1.570919	39491__A0A395UVM9__DXB76_04540
ERR1913260.571022__1.571022	1262924__R7HMF7__BN585_01507
ERR1913260.571075__1.571075	1263000__R5EXT3__BN466_02213
ERR1913260.571079__1.571079	39492__D4JVC7__yfgF
ERR1913260.571530__1.571530	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913260.571542__1.571542	239935__A0A2N8I368__CXT95_04550
ERR1913260.571844__1.571844	1262882__R5N3T7__BN519_01188
ERR1913260.571850__1.571850	1262911__R6GS52__BN557_00834
ERR1913260.571951__1.571951	823__A0A355XLH0__fepA_1
ERR1913260.571999__1.571999	88431__A0A174UTT9__clcA
ERR1913260.572020__1.572020	1681__K2HRF5__B0156_0361
ERR1913260.572122__1.572122	1262848__R6U9X1__BN818_01687
ERR1913260.572130__1.572130	239935__A0A2N8I7W6__CXT90_04245
ERR1913260.572138__1.572138	1681__K2IQY4__RY70_39
ERR1913260.572161__1.572161	1550024__G9RXV5__TQ39_13455
ERR1913260.572177__1.572177	1550024__A0A0D8J136__TQ39_12150
ERR1913260.572276__1.572276	239935__A0A2N8IVR0__CXT87_07115
ERR1913260.572327__1.572327	418240__D4LQH5__ERS852478_00800
ERR1913260.572339__1.572339	39491__A0A396FNY7__LD38_16155
ERR1913260.572434__1.572434	1262924__R7HTA4__BN585_00391
ERR1913260.572499__1.572499	853__A0A173SUU8__CGS54_06840
ERR1913260.572506__1.572506	39491__A0A395ZHV7__ykvU
ERR1913260.572621__1.572621	29361__B6FPC9__CLONEX_01992
ERR1913260.572779__1.572779	301301__A0A395V7G5__RHOM_16755
ERR1913260.572802__1.572802	820__A0A3E4W984__pssA
ERR1913260.572849__1.572849	106588__A6NPX7__BACCAP_00246
ERR1913260.573190__1.573190	45851__D4RYQ2__BUTYVIB_00960
ERR1913260.573217__1.573217	384639__GCA_003096855.1_00847
ERR1913260.573257__1.573257	39491__A0A173U130__ERE_16110
ERR1913260.573312__1.573312	40518__R5E282__DXD86_08940
ERR1913260.573377__1.573377	28117__B0MY34__BHV66_05195
ERR1913260.573430__1.573430	239935__A0A2N8HW65__CXU09_08515
ERR1913260.573494__1.573494	820__I9TWZ7__DXC80_10550
ERR1913260.573578__1.573578	187327__G4Q2R6__Acin_2204
ERR1913260.573594__1.573594	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913260.573750__1.573750	102684__A0A3C0SHN4__Sinf_1720
ERR1913260.573769__1.573769	1680__A0A087DHN0__AL0462_1532
ERR1913260.573920__1.573920	1680__R5GR82__AD0028_0014
ERR1913260.574030__1.574030	39485__C4Z6Z5__EUBELI_20593
ERR1913260.574085__1.574085	1262700__R5XC07__BN695_01332
ERR1913260.574143__1.574143	28025__D3R6I9__Balat_1332
ERR1913260.574367__1.574367	1680__A0A0C2YPV2__AL0462_1474
ERR1913260.574558__1.574558	1680__A1A2N8__LMG10734_1314
ERR1913260.574700__1.574700	1262911__R6H1B2__BN557_00840
ERR1913260.574779__1.574779	39496__A5ZAD6__EUBVEN_02683
ERR1913260.574732__1.574732	39491__A0A396FIZ8__ERE_20410
ERR1913260.574881__1.574881	1262700__R5XC07__BN695_01332
ERR1913260.574844__1.574844	39496__A5Z866__EUBVEN_01906
ERR1913260.574849__1.574849	2173__A0A1D2WU59__Msm_1444
ERR1913260.575025__1.575025	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913260.575074__1.575074	45851__D4RWC5__BHV86_07005
ERR1913260.575150__1.575150	301301__A0A395VC27__adaA_5
ERR1913260.575126__1.575126	39491__C4Z872__LD38_07250
ERR1913260.575287__1.575287	1263107__GCA_000436995.1_00213
ERR1913260.575343__1.575343	133926__E1QZH1__Olsu_0671
ERR1913260.575494__1.575494	216816__D6DAZ0__DXD28_02040
ERR1913260.575537__1.575537	1681__E4VBF7__DD684_05570
ERR1913260.575645__1.575645	46503__R6WZ80__PARMER_04397
ERR1913260.575870__1.575870	239935__A0A2N8IMC3__CXT96_03840
ERR1913260.576128__1.576128	2173__A0A1D2WX16__METSMIALI_00508
ERR1913260.576133__1.576133	39491__A0A395V5R3__EUBREC_1883
ERR1913260.576303__1.576303	1263107__GCA_000436995.1_00069
ERR1913260.576276__1.576276	1262942__R7QXX9__BN520_01320
ERR1913260.576396__1.576396	384639__GCA_003096855.1_00253
ERR1913260.576371__1.576371	1262848__R6U1A8__BN818_00676
ERR1913260.576868__1.576868	39491__A0A395ZEN3__DXD95_12655
ERR1913260.576932__1.576932	626940__E8LGF9__DCQ00_00015
ERR1913260.577055__1.577055	239935__A0A2N8HB50__CXU17_02615
ERR1913260.577182__1.577182	1262848__R6U9X1__BN818_01687
ERR1913260.577333__1.577333	820__A0A174CG08__DXB62_13215
ERR1913260.577347__1.577347	1263107__GCA_000436995.1_00018
ERR1913260.577379__1.577379	1262848__R6VHS2__BN818_01514
ERR1913260.577700__1.577700	1680__A0A0C2YNK5__BADO_0780
ERR1913260.578124__1.578124	239935__A0A2N8J1K0__CXT97_05765
ERR1913260.578374__1.578374	1680__A0A173W5Z2__DXC53_01290
ERR1913260.578405__1.578405	410072__C0B9G6__ERS852481_03113
ERR1913260.578495__1.578495	46503__R6Y2Q2__DCY29_15375
ERR1913260.578528__1.578528	1263107__GCA_000436995.1_00191
ERR1913260.579061__1.579061	1680__A0A087DHN0__AL0462_1532
ERR1913260.579143__1.579143	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913260.579146__1.579146	1680__A0A087DKM6__B0042_0664
ERR1913260.579148__1.579148	1262848__R6V8K7__BN818_00573
ERR1913260.579185__1.579185	1263107__GCA_000436995.1_00004
ERR1913260.579221__1.579221	1262924__R7HTA4__BN585_00391
ERR1913260.579314__1.579314	2173__A0A1D2WW40__BK798_07930
ERR1913260.579357__1.579357	357276__A0A0P0M2G3__BACDOR_03913
ERR1913260.579461__1.579461	45851__D4RWN7__BHV86_06150
ERR1913260.579419__1.579419	39488__A0A173RHK8__EUBHAL_01709
ERR1913260.579650__1.579650	823__A0A395YY84__DXC05_19515
ERR1913260.579946__1.579946	1263011__R6DXZ6__BN553_01033
ERR1913260.580014__1.580014	1680__R5GZJ8__BSTER_1195
ERR1913260.580037__1.580037	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913260.580038__1.580038	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913260.580145__1.580145	1262736__R5YCP0__BN496_00404
ERR1913260.580434__1.580434	1263107__GCA_000436995.1_00169
ERR1913260.580584__1.580584	626940__R6WJH0__BN587_01516
ERR1913260.580634__1.580634	84109__J6IQB7__HMPREF0762_00638
ERR1913260.580686__1.580686	1262848__R6UGM0__BN818_00635
ERR1913260.580718__1.580718	28117__B0MTV0__BHV66_06395
ERR1913260.580847__1.580847	40518__R5DY98__mepA_5
ERR1913260.581031__1.581031	1262848__R6TXS3__BN818_00318
ERR1913260.581034__1.581034	357276__D1K3K9__EL88_23995
ERR1913260.581206__1.581206	40518__R5DWP7__ansA
ERR1913260.581291__1.581291	40518__R5DP61__DXD86_06345
ERR1913260.581340__1.581340	1262945__R6YT88__BN600_00074
ERR1913260.581473__1.581473	1263107__GCA_000436995.1_00103
ERR1913260.581499__1.581499	39491__A0A395ZKJ0__DXD13_11010
ERR1913260.581762__1.581762	39491__A0A395ZF49__DXB69_05290
ERR1913260.581792__1.581792	214856__I3YPI7__pepD_1
ERR1913260.581812__1.581812	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913260.581844__1.581844	1262848__R6VHS2__BN818_01514
ERR1913260.581956__1.581956	1680__A0A087DHN0__AL0462_1532
ERR1913260.581985__1.581985	1262882__R5N3H1__BN519_01121
ERR1913260.581991__1.581991	39491__A0A395ZL98__DXB99_00620
ERR1913260.582204__1.582204	239935__A0A2N8HUU6__CXT90_06150
ERR1913260.582262__1.582262	357276__A0A076ISD9__EL88_07480
ERR1913260.582228__1.582228	39485__A0A174ZJ84__EUBELI_00107
ERR1913260.582546__1.582546	39491__A0A395ZHV7__ykvU
ERR1913260.582828__1.582828	116085__D4J3V0__DW747_12385
ERR1913260.582924__1.582924	39488__A0A174JUI0__EUBHAL_01212
ERR1913260.582966__1.582966	39491__D6DXZ8__DXB72_15035
ERR1913260.583024__1.583024	39491__A0A174K265__DXB76_05915
ERR1913260.583081__1.583081	1262761__R6RU22__BN606_01110
ERR1913260.583299__1.583299	74426__sufB
ERR1913260.583450__1.583450	39492__A0A174ZG93__EUBSIR_00254
ERR1913260.583722__1.583722	821__A0A395VIK7__BVU_1225
ERR1913260.583812__1.583812	301301__G2T5S1__gsiA_1
ERR1913260.584192__1.584192	2173__A0A1D2WV05__BK798_06920
ERR1913260.584327__1.584327	410072__A0A173YQW3__dtpT_1
ERR1913260.584471__1.584471	1263107__GCA_000436995.1_00242
ERR1913260.584515__1.584515	357276__I8WAB8__B5F00_08100
ERR1913260.584681__1.584681	39491__A0A396FJA4__DXB99_05435
ERR1913260.584704__1.584704	29539__GCA_900108055.1_01794
ERR1913260.584763__1.584763	1262924__R7HMN2__BN585_01573
ERR1913260.585099__1.585099	10678__GeneID:2777481
ERR1913260.585188__1.585188	1262882__R5MYP8__BN519_00439
ERR1913260.585397__1.585397	301302__A0A0M6WG68__ERS852420_02421
ERR1913260.585428__1.585428	853__A0A174BZY1__xerD_1
ERR1913260.585658__1.585658	1739406__A0A1S1EGX1__HMPREF2902_02940
ERR1913260.585807__1.585807	1262882__R5MLT4__BN519_01496
ERR1913260.586022__1.586022	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913260.586081__1.586081	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913260.586105__1.586105	2173__R7PS55__BK798_05180
ERR1913260.586478__1.586478	418240__C6J9W6__ERS852523_00370
ERR1913260.586555__1.586555	39491__A0A174EQV2__DXB69_10230
ERR1913260.586566__1.586566	39486__G1WN57__DORFOR_02477
ERR1913260.586603__1.586603	40520__A0A174PQ80__DXB81_04035
ERR1913260.586641__1.586641	216816__C2GSX7__DD678_03555
ERR1913260.586799__1.586799	46503__R6X275__DD461_10840
ERR1913260.586895__1.586895	28117__B0MYZ8__BHV66_04535
ERR1913260.587180__1.587180	626932__G5H5D9__HMPREF9450_00149
ERR1913260.587228__1.587228	357276__A0A076IYE6__IY41_04275
ERR1913260.587521__1.587521	39491__A0A396FNY7__LD38_16155
ERR1913260.587548__1.587548	907__R7MV47__SAMN04488492_10520
ERR1913260.587554__1.587554	39485__C4Z389__ERS852490_01920
ERR1913260.587793__1.587793	1550024__A0A3B9WG46__ASJ35_14590
ERR1913260.587774__1.587774	820__A7VAS1__HMPREF2141_03259
ERR1913260.587962__1.587962	1262848__R6UGM0__BN818_00635
ERR1913260.588051__1.588051	1150298__A0A174KDB8__psd
ERR1913260.588044__1.588044	1862668__GCA_001945525.1_00022
ERR1913260.588082__1.588082	1263011__R6E1I7__BN553_01465
ERR1913260.588222__1.588222	39491__C4ZC33__DXC13_11585
ERR1913260.588447__1.588447	39491__A0A395ZDC6__addB
ERR1913260.588506__1.588506	239935__R6J9N8__CXT96_07990
ERR1913260.588567__1.588567	357276__A0A0M1W9N4__GV66_05135
ERR1913260.588683__1.588683	2173__A0A1D2WUC2__METSMIALI_01296
ERR1913260.588643__1.588643	1262924__R7HSB4__BN585_00816
ERR1913260.588756__1.588756	2173__R7PYR7__BK798_01375
ERR1913260.588898__1.588898	1550024__A0A0D8J259__TQ39_04100
ERR1913260.588952__1.588952	1681__K2HUZ1__B0085_0362
ERR1913260.589212__1.589212	28025__D3R793__BAAM0483_01585
ERR1913260.589373__1.589373	1263109__GCA_000438135.1_01150
ERR1913260.589452__1.589452	39491__A0A396FE96__EUR_00280
ERR1913260.589567__1.589567	239935__B2UQB8__CXT86_01740
ERR1913260.589606__1.589606	1680__A0A173X776__B0070_1318
ERR1913260.589805__1.589805	853__A0A173TAZ8__DWZ46_14590
ERR1913260.589975__1.589975	39488__A0A374NJ86__mltG
ERR1913260.590032__1.590032	1680__A0A087DHN0__AL0462_1532
ERR1913260.590414__1.590414	239935__A0A139TPD4__CXT86_06450
ERR1913260.590479__1.590479	39488__A0A174AEG5__DXD91_14700
ERR1913260.590482__1.590482	29361__B6FRT6__CLONEX_02860
ERR1913260.590603__1.590603	1263107__GCA_000436995.1_00076
ERR1913260.590871__1.590871	184870__A0A134BP04__Q618_VCMC00001G0494
ERR1913260.590935__1.590935	2173__A0A1D2WVA1__Msm_0411
ERR1913260.590993__1.590993	1681__U2DMQ1__LMG13200_0318
ERR1913260.591031__1.591031	1150298__A0A174DSD1__dacB_3
ERR1913260.591147__1.591147	239935__A0A2N8HAQ1__DEF40_05290
ERR1913260.591314__1.591314	28052__A0A174IP79__gmr_4
ERR1913260.591403__1.591403	39491__A0A395UYA6__EUBREC_0408
ERR1913260.591405__1.591405	39491__A0A2U2EED4__ERS852580_01584
ERR1913260.591451__1.591451	46503__A7AB27__DXB85_00430
ERR1913260.591781__1.591781	649756__L1QAG6__etfB_5
ERR1913260.591851__1.591851	1550024__A0A0D8IY61__ASJ35_05690
ERR1913260.591881__1.591881	1263011__R6EMV8__BN553_01996
ERR1913260.591975__1.591975	39491__C4Z9K7__EUBREC_0050
ERR1913260.592044__1.592044	28117__R7JPX7__BHV66_00900
ERR1913260.592050__1.592050	28025__A0A0L7CZ86__BIF_00641
ERR1913260.592181__1.592181	39491__D6DXZ8__DXB72_15035
ERR1913260.592312__1.592312	1965650__A0A1Y3VEZ6__B5G16_11190
ERR1913260.592360__1.592360	39491__A0A174IJH1__DXB76_01865
ERR1913260.592496__1.592496	88431__A6BF91__ERS852573_01159
ERR1913260.592472__1.592472	239935__B2URG6__CXU02_00030
ERR1913260.592521__1.592521	39491__A0A173SH34__EUR_24920
ERR1913260.592547__1.592547	1550024__G9RPP6__ASJ35_08860
ERR1913260.592564__1.592564	1262945__R6YTV0__BN600_01131
ERR1913260.592631__1.592631	1681__I3WJE2__DXC50_07465
ERR1913260.592700__1.592700	40520__A0A395ZYQ3__RUMOBE_02371
ERR1913260.592797__1.592797	216816__A0A0S2MI06__pepV
ERR1913260.593020__1.593020	40520__R7D9N7__RUMOBE_02765
ERR1913260.593127__1.593127	1262848__R6TZN4__BN818_00122
ERR1913260.593054__1.593054	1680__A0A087DKM6__B0042_0664
ERR1913260.593273__1.593273	1262848__R6TZN4__BN818_00122
ERR1913260.593323__1.593323	458033__GCA_001482755.1_02203
ERR1913260.593398__1.593398	823__A0A174V089__BDI_3204
ERR1913260.593472__1.593472	39491__A0A174K9A3__DXB69_07785
ERR1913260.593548__1.593548	28117__B0MYW5__ALIPUT_02334
ERR1913260.593572__1.593572	40520__A0A174GNL5__DXD81_10555
ERR1913260.593681__1.593681	1262924__R7HSF6__BN585_00844
ERR1913260.593701__1.593701	301301__A0A395VA99__rpfG_5
ERR1913260.593729__1.593729	239935__A0A2N8I8X8__B5G29_00185
ERR1913260.593773__1.593773	239935__A0A2N8HEH9__CXU07_11710
ERR1913260.594029__1.594029	239935__A0A2N8HB50__CXU17_02615
ERR1913260.594031__1.594031	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913260.594033__1.594033	1150298__A0A174L2G3__ERS852498_01371
ERR1913260.594047__1.594047	1680__A0A0C2VBJ4__birA
ERR1913260.594302__1.594302	1680__A0A2R4G1K8__BBMN23_0315
ERR1913260.594399__1.594399	820__A0A3E4WA06__ERS852554_03404
ERR1913260.594449__1.594449	1680__A1A0V3__C8077_03025
ERR1913260.594465__1.594465	823__D0TGD9__hpt
ERR1913260.594553__1.594553	39491__D4JM76__DXC13_02150
ERR1913260.594673__1.594673	239935__A0A2N8HHY4__DEF40_10850
ERR1913260.594840__1.594840	39488__A0A285PS10__ERS852578_00426
ERR1913260.594933__1.594933	216816__A0A396FRQ5__DD678_01245
ERR1913260.595152__1.595152	357276__A0A0M1W9N4__GV66_05135
ERR1913260.595176__1.595176	357276__A0A076INK2__BSEG_04225
ERR1913260.595264__1.595264	357276__D1K3K9__EL88_23995
ERR1913260.595553__1.595553	360807__C0FR69__ERS852392_01939
ERR1913260.595528__1.595528	39491__A0A396FP46__cobD_2
ERR1913260.595734__1.595734	246787__A0A3D6AWJ7__AA416_00506
ERR1913260.595795__1.595795	1262777__R5WBM3__BN512_00738
ERR1913260.595952__1.595952	2173__A0A1D2WW41__BK798_07915
ERR1913260.595997__1.595997	239935__A0A2N8IUW6__Amuc_1525
ERR1913260.596128__1.596128	454155__F3QUE9__HMPREF9442_01820
ERR1913260.596063__1.596063	1150298__A0A174QZ74__ERS852406_01102
ERR1913260.596199__1.596199	39491__C4ZHS4__EUR_24420
ERR1913260.596245__1.596245	1263107__GCA_000436995.1_00242
ERR1913260.596257__1.596257	39492__D4JRV5__acrR_2
ERR1913260.596404__1.596404	239935__A0A2N8HT18__CXT93_06135
ERR1913260.596684__1.596684	1262992__R5DDW9__BN795_00572
ERR1913260.596704__1.596704	1680__A0A174BEE7__BSTER_1311
ERR1913260.596800__1.596800	1680__A7A7Z9__AAX71_05385
ERR1913260.596808__1.596808	40520__A0A174M3Q7__DXD81_08640
ERR1913260.596847__1.596847	1262848__R6U6Y7__BN818_00173
ERR1913260.596884__1.596884	216816__V6XY04__APK78_02285
ERR1913260.596966__1.596966	239935__B2UQB8__CXT86_01740
ERR1913260.596985__1.596985	1897011__A0A1Q6RE92__BHW41_04980
ERR1913260.597266__1.597266	1550024__A0A3B9WI73__ASJ35_03410
ERR1913260.597403__1.597403	46503__R6XCJ0__PARMER_01847
ERR1913260.597480__1.597480	239935__A0A2N8IDX4__CXU20_07380
ERR1913260.597514__1.597514	216816__C5EC66__tcrA
ERR1913260.597518__1.597518	116085__D4J3Z5__tig
ERR1913260.597598__1.597598	1681__I3WGI8__DD715_03705
ERR1913260.597678__1.597678	1680__A0A087DLC6__C8077_00815
ERR1913260.597806__1.597806	39491__A0A395V464__EUBREC_1509
ERR1913260.597895__1.597895	28117__B0MT84__ALIPUT_00402
ERR1913260.598033__1.598033	10678__GeneID:2777474
ERR1913260.598222__1.598222	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913260.598233__1.598233	1262924__R7HP98__BN585_02065
ERR1913260.598337__1.598337	820__A0A139KEW8__DXB64_06405
ERR1913260.598428__1.598428	239935__A0A2N8I9I3__CXU19_12035
ERR1913260.598367__1.598367	1150298__R7JTW4__yvhJ
ERR1913260.598551__1.598551	1550024__A0A0D8IU01__TQ39_19670
ERR1913260.598629__1.598629	204516__U6RG10__HMPREF1534_02094
ERR1913260.598762__1.598762	39491__D4JMW8__ERS852497_01971
ERR1913260.598796__1.598796	1262848__R6UA12__BN818_01701
ERR1913260.598997__1.598997	28111__E5WYC1__BACEGG_00354
ERR1913260.599130__1.599130	39491__A0A174K1W6__DXB99_15020
ERR1913260.599268__1.599268	1262848__R6UMA7__BN818_01315
ERR1913260.599408__1.599408	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913260.599377__1.599377	1550024__A0A0D8J296__ASJ35_12655
ERR1913260.599303__1.599303	1680__A0A374QDL4__LMG18897_0432
ERR1913260.599417__1.599417	39492__D4JWA3__ERS852540_01332
ERR1913260.599439__1.599439	1680__A0A087DHN0__AL0462_1532
ERR1913260.599512__1.599512	239935__A0A2N8IEP3__CXT84_03735
ERR1913260.599528__1.599528	28117__B0MT86__BHV66_02450
ERR1913260.599742__1.599742	39491__A0A395ZGU6__ERS852417_01456
ERR1913260.599861__1.599861	552398__F4XHL8__HMPREF0866_03122
ERR1913260.599939__1.599939	853__E2ZJT1__C4N23_03535
ERR1913260.600222__1.600222	216816__E8MVM4__APC1480_1562
ERR1913260.600233__1.600233	28117__B0MT84__ALIPUT_00402
ERR1913260.600445__1.600445	1262942__R7QTC8__BN520_00963
ERR1913260.600497__1.600497	39491__C4Z9E9__T1815_12341
ERR1913260.600501__1.600501	2173__A0A1D2WXH6__METSMIALI_01616
ERR1913260.600515__1.600515	39486__R6S173__DXD84_02630
ERR1913260.600566__1.600566	1680__A0A3E4SB79__BAD_1517
ERR1913260.600794__1.600794	239935__A0A2N8I1R3__CXU05_06075
ERR1913260.600747__1.600747	1262848__R6UMZ1__BN818_01403
ERR1913260.600837__1.600837	39488__A0A174CPK1__yyaC
