ERR1913319.248__1.248	47678__R5U8S9__DW706_06260
ERR1913319.1745611__1.1745611	28117__B0MTY2__BHV66_06485
ERR1913319.1745700__1.1745700	820__A0A374QGD2__ERS852421_02382
ERR1913319.1745819__1.1745819	487174__K0WY34__DDY40_07435
ERR1913319.1745894__1.1745894	820__A0A139K9Q2__DXD40_08795
ERR1913319.1746045__1.1746045	328814__GCA_004558275.1_00101
ERR1913319.1746143__1.1746143	239935__A0A2N8I9P4__CXT85_05050
ERR1913319.1746529__1.1746529	820__A0A3E4RU03__M093_0563
ERR1913319.1746613__1.1746613	28117__B0MTW8__ALIPUT_00502
ERR1913319.1746691__1.1746691	328814__GCA_004558275.1_00991
ERR1913319.1746744__1.1746744	1262911__R6GI18__BN557_01377
ERR1913319.1746770__1.1746770	47678__R5U7M7__CGC64_14730
ERR1913319.1746957__1.1746957	291644__R5JC88__HMPREF1532_00990
ERR1913319.1747015__1.1747015	28117__B0MSL1__BHV66_06710
ERR1913319.1747027__1.1747027	214856__I3YPQ4__Alfi_2712
ERR1913319.1747091__1.1747091	820__A0A139KJR5__M093_4469
ERR1913319.1747116__1.1747116	239935__A0A139TPG3__CXT86_08810
ERR1913319.1747231__1.1747231	820__R9I3N4__M093_0061
ERR1913319.1747263__1.1747263	28117__B0MVL5__BHV66_01660
ERR1913319.1747304__1.1747304	214856__I3YPP0__ERS852447_01388
ERR1913319.1747308__1.1747308	46503__R6X275__DD461_10840
ERR1913319.1747332__1.1747332	28118__F9Z6D0__DHW44_12795
ERR1913319.1747342__1.1747342	820__A0A3E4PYB0__yejM
ERR1913319.1747354__1.1747354	820__A0A139KJR5__M093_4469
ERR1913319.1747469__1.1747469	28117__B0MYW7__ALIPUT_02336
ERR1913319.1747535__1.1747535	818__A0A3E5HN72__C799_03359
ERR1913319.1747739__1.1747739	820__A0A173WUD7__DXB48_08055
ERR1913319.1747807__1.1747807	28117__B0MT73__ALIPUT_00412
ERR1913319.1747940__1.1747940	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913319.1747946__1.1747946	1262915__R6I9T3__BN574_00909
ERR1913319.1748032__1.1748032	820__A0A139JRS5__HMPREF1073_04025
ERR1913319.1748109__1.1748109	214856__A0A174ZJU0__ERS852559_00619
ERR1913319.1748122__1.1748122	291644__I9HHY2__HMPREF1071_03364
ERR1913319.1748305__1.1748305	28117__B0MXQ6__ALIPUT_01917
ERR1913319.1748282__1.1748282	216816__B3DNW2__BL171B_07980
ERR1913319.1748495__1.1748495	28117__R7JPX7__BHV66_00900
ERR1913319.1748607__1.1748607	28117__B0MT84__ALIPUT_00402
ERR1913319.1748722__1.1748722	820__A0A174FUG6__DXC91_11265
ERR1913319.1749033__1.1749033	292800__A0A1C7FMP9__ADH75_14350
ERR1913319.1749104__1.1749104	1862668__GCA_001945525.1_00031
ERR1913319.1749128__1.1749128	544645__A0A3E4T917__DXC42_08350
ERR1913319.1749235__1.1749235	291644__I9I2F9__HMPREF1532_01625
ERR1913319.1749353__1.1749353	214856__A0A174G1M7__ERS852559_00594
ERR1913319.1749354__1.1749354	214856__A0A174G1M7__ERS852559_00594
ERR1913319.1749530__1.1749530	821__A0A3E4XY72__NCTC10583_01067
ERR1913319.1749540__1.1749540	1796613__R9HHZ9__ADH74_10095
ERR1913319.1749692__1.1749692	28116__C3QSX8__SAMN05444282_101331
ERR1913319.1749763__1.1749763	301301__A0A395VCJ3__cbiT
ERR1913319.1749971__1.1749971	39486__B0G7W4__DXD50_04530
ERR1913319.1750036__1.1750036	820__A0A173YYG4__evgS_3
ERR1913319.1750092__1.1750092	28117__B0MWP2__ALIPUT_01468
ERR1913319.1750151__1.1750151	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913319.1750127__1.1750127	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913319.1750208__1.1750208	1262824__R6RLH4__BN719_02226
ERR1913319.1750266__1.1750266	291644__I8YYM8__HMPREF1532_01562
ERR1913319.1750313__1.1750313	820__A0A3E4G3J9__ERS852459_02265
ERR1913319.1750483__1.1750483	820__A0A3E4VZT7__DXB48_16145
ERR1913319.1750563__1.1750563	291644__R5IZM2__HMPREF1071_04522
ERR1913319.1750922__1.1750922	1262824__R6RKS2__BN719_01131
ERR1913319.1751063__1.1751063	820__A0A174CK74__DXB48_07060
ERR1913319.1751152__1.1751152	39492__D4JRZ7__smc
ERR1913319.1751232__1.1751232	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913319.1751265__1.1751265	74426__rpoC
ERR1913319.1751302__1.1751302	820__R9HVB9__DXC68_17285
ERR1913319.1751357__1.1751357	823__A6LEQ6__DXB14_05705
ERR1913319.1751449__1.1751449	28117__B0MY40__BHV66_05170
ERR1913319.1751455__1.1751455	239935__A0A2N8HQR1__Amuc_0287
ERR1913319.1751530__1.1751530	487174__K0XRA9__HMPREF9448_00572
ERR1913319.1751541__1.1751541	39492__D4JRM9__bglB_2
ERR1913319.1751706__1.1751706	39492__D4JQS6__ykoD
ERR1913319.1751716__1.1751716	47678__R5U6J0__ERS852558_00310
ERR1913319.1751948__1.1751948	28117__B0MXR1__BHV66_08035
ERR1913319.1752346__1.1752346	1501391__GCA_000786575.1_00081
ERR1913319.1752458__1.1752458	291644__R5J7N0__HMPREF1532_02343
ERR1913319.1752487__1.1752487	820__R9HVB9__DXC68_17285
ERR1913319.1752420__1.1752420	28117__B0MXX3__BHV66_07695
ERR1913319.1752570__1.1752570	1862668__GCA_001945525.1_00031
ERR1913319.1752717__1.1752717	1262911__R6GT99__BN557_01335
ERR1913319.1752769__1.1752769	39492__R6SPM9__pheT
ERR1913319.1753038__1.1753038	214856__A0A174ZB00__ERS852559_00631
ERR1913319.1753105__1.1753105	291644__I9T9G0__atsA_3
ERR1913319.1753156__1.1753156	820__R9I3N4__M093_0061
ERR1913319.1753305__1.1753305	820__A0A374Q8T2__DXB64_16190
ERR1913319.1753324__1.1753324	28117__B0MSL1__BHV66_06710
ERR1913319.1753257__1.1753257	820__R7E9Z4__DXC68_06065
ERR1913319.1753480__1.1753480	328814__GCA_004558275.1_00991
ERR1913319.1753605__1.1753605	39492__D4JUD7__EUBSIR_01877
ERR1913319.1753637__1.1753637	626932__G5HA68__HMPREF9450_01533
ERR1913319.1753955__1.1753955	371601__D7J5N6__HMPREF1074_04460
ERR1913319.1754265__1.1754265	239935__A0A2N8ITX2__CXT86_11265
ERR1913319.1754284__1.1754284	1262915__R6HBE0__BN574_01103
ERR1913319.1754288__1.1754288	823__A0A355XKQ8__DHP27_04010
ERR1913319.1754299__1.1754299	39492__D4JTU4__ykfG
ERR1913319.1754304__1.1754304	823__A0A355XKQ8__DHP27_04010
ERR1913319.1754310__1.1754310	1262824__R6S4J6__BN719_00365
ERR1913319.1754428__1.1754428	357276__A0A076J9V8__BACDOR_01395
ERR1913319.1754536__1.1754536	33043__A8SWM2__ERS852575_01910
ERR1913319.1754537__1.1754537	820__A7V092__hldE
ERR1913319.1754605__1.1754605	33043__D5HDB6__sipT_2
ERR1913319.1754868__1.1754868	291644__I8Z4G9__ina_1
ERR1913319.1754991__1.1754991	28118__F9ZB36__B5F99_17235
ERR1913319.1755131__1.1755131	371601__I9UUB0__SAMN04487924_11836
ERR1913319.1755143__1.1755143	1262942__R7R1F7__BN520_00492
ERR1913319.1755065__1.1755065	328814__GCA_004558275.1_00089
ERR1913319.1755201__1.1755201	291644__I8Y0K6__HMPREF1532_04085
ERR1913319.1755216__1.1755216	820__A0A174CG08__DXB62_13215
ERR1913319.1755476__1.1755476	39492__D4JU81__xseA
ERR1913319.1755484__1.1755484	371601__D6D4P9__BXY_44110
ERR1913319.1755656__1.1755656	39492__D4JSA4__ERS852540_00596
ERR1913319.1755674__1.1755674	820__A0A3E4G826__C801_01612
ERR1913319.1755741__1.1755741	74426__group_1871
ERR1913319.1755746__1.1755746	820__A0A174M9V5__M093_0237
ERR1913319.1755762__1.1755762	820__A0A139K2N9__DXB62_12420
ERR1913319.1756292__1.1756292	1262986__R5ZTX1__BN492_00878
ERR1913319.1756325__1.1756325	214856__I3YMN6__Alfi_1938
ERR1913319.1756540__1.1756540	47678__R5UST1__ERS852558_03505
ERR1913319.1756648__1.1756648	1262824__R6RK15__BN719_01613
ERR1913319.1756892__1.1756892	291644__I9T671__HMPREF1071_02076
ERR1913319.1756940__1.1756940	39492__D4MJF3__EUBSIR_02248
ERR1913319.1757156__1.1757156	820__A0A3E4VZY4__ERS852554_01211
ERR1913319.1757353__1.1757353	371601__D6CXU6__CW3_4709
ERR1913319.1757551__1.1757551	357276__A0A076ISJ4__B5F95_19420
ERR1913319.1757598__1.1757598	360807__A0A0M6WIL3__ERS852444_01365
ERR1913319.1757561__1.1757561	291644__R5JNC3__HMPREF1071_03576
ERR1913319.1757760__1.1757760	28117__B0MYW5__ALIPUT_02334
ERR1913319.1757782__1.1757782	410072__A0A173YNZ0__ERS852481_00766
ERR1913319.1757983__1.1757983	823__D0T9E4__DHW69_09115
ERR1913319.1758058__1.1758058	357276__I9QBT7__BSEG_03340
ERR1913319.1758229__1.1758229	291644__I9HGG9__HMPREF1071_03600
ERR1913319.1758231__1.1758231	820__A0A174F0C1__nreB
ERR1913319.1758335__1.1758335	28117__R7JLL3__ALIPUT_02219
ERR1913319.1758273__1.1758273	371601__A0A174FDF7__CW1_1994
ERR1913319.1758280__1.1758280	291644__I9HRU8__ERS852428_03635
ERR1913319.1758614__1.1758614	246787__A0A108T429__BACCELL_00192
ERR1913319.1758639__1.1758639	820__A0A374Q8T2__DXB64_16190
ERR1913319.1758731__1.1758731	214856__A0A174ZJU0__ERS852559_00619
ERR1913319.1758732__1.1758732	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913319.1758876__1.1758876	820__A0A139KG04__ERS852459_01249
ERR1913319.1758900__1.1758900	291644__I8YXS6__HMPREF1071_01285
ERR1913319.1758987__1.1758987	1862668__GCA_001945525.1_00021
ERR1913319.1759071__1.1759071	821__A6L0C7__ERS852556_03520
ERR1913319.1759198__1.1759198	28118__F9Z6B5__SAMEA44545918_01808
ERR1913319.1759215__1.1759215	214856__R5UN64__ERS852447_02669
ERR1913319.1759324__1.1759324	28117__B0MWZ9__ALIPUT_01735
ERR1913319.1759333__1.1759333	823__A0A355XLS2__ERS852380_02644
ERR1913319.1759534__1.1759534	820__A0A174EV88__HMPREF1072_01427
ERR1913319.1759598__1.1759598	556259__I0PYJ6__BSGG_5210
ERR1913319.1759739__1.1759739	39492__D4JTG7__EUBSIR_00572
ERR1913319.1759777__1.1759777	28052__A0A174KNE1__ptsI_2
ERR1913319.1759794__1.1759794	820__R9HUV5__HMPREF2141_02582
ERR1913319.1759797__1.1759797	214856__A0A174FY71__ERS852559_01033
ERR1913319.1759839__1.1759839	487174__K0WV19__HMPREF9448_01820
ERR1913319.1759889__1.1759889	1262824__R6RTN9__BN719_01242
ERR1913319.1760056__1.1760056	28117__B0MXG8__ALIPUT_01814
ERR1913319.1760155__1.1760155	823__A0A355XIK0__CEQ22_011965
ERR1913319.1760541__1.1760541	214856__R6XKW1__ERS852559_01141
ERR1913319.1760512__1.1760512	46503__R6XCJ0__PARMER_01847
ERR1913319.1760456__1.1760456	291644__I9T9I5__HMPREF1071_01896
ERR1913319.1760551__1.1760551	820__A0A139K2N9__DXB62_12420
ERR1913319.1760603__1.1760603	39485__A0A174ZQT9__EUBELI_20278
ERR1913319.1760621__1.1760621	820__A0A3E5E0T0__ERS852554_00312
ERR1913319.1760647__1.1760647	28118__R6F1T8__Odosp_0789
ERR1913319.1760694__1.1760694	820__R9HUV5__HMPREF2141_02582
ERR1913319.1760881__1.1760881	820__A0A3E4G826__C801_01612
ERR1913319.1760942__1.1760942	1862668__GCA_001945525.1_00026
ERR1913319.1761019__1.1761019	291644__R5JAW4__HMPREF1071_01744
ERR1913319.1761253__1.1761253	33043__A0A173X5R2__ERS852445_01329
ERR1913319.1761262__1.1761262	28117__R7JR95__ALIPUT_01367
ERR1913319.1761666__1.1761666	47678__R5U7A9__C5Z00_03635
ERR1913319.1761755__1.1761755	28117__B0MY40__BHV66_05170
ERR1913319.1761909__1.1761909	820__A0A139JRH8__HMPREF2141_04326
ERR1913319.1762144__1.1762144	853__A0A2A7B9I6__DW855_13690
ERR1913319.1762287__1.1762287	1512__E7GR91__CLOSYM_04961
ERR1913319.1762293__1.1762293	28117__B0N028__BHV66_05935
ERR1913319.1762308__1.1762308	820__A0A3E4WCX3__C801_02709
ERR1913319.1762429__1.1762429	239935__A0A2N8IEP3__CXT84_03735
ERR1913319.1762444__1.1762444	291644__I8Z3U9__ERS852428_00841
ERR1913319.1762557__1.1762557	291644__I9TL83__HMPREF1532_00872
ERR1913319.1762605__1.1762605	820__A0A174TRB5__DXD40_11305
ERR1913319.1762729__1.1762729	239935__A0A2N8HUU6__CXT90_06150
ERR1913319.1762799__1.1762799	820__A0A174F0C1__nreB
ERR1913319.1763116__1.1763116	328814__GCA_004558275.1_00056
ERR1913319.1763202__1.1763202	39492__D4JQM9__EUBSIR_00669
ERR1913319.1763372__1.1763372	28117__B0MYI9__BHV66_05415
ERR1913319.1763412__1.1763412	1501391__GCA_000786575.1_00067
ERR1913319.1763658__1.1763658	291644__I8YYM8__HMPREF1532_01562
ERR1913319.1763762__1.1763762	291644__I8Z2C6__HMPREF1071_00595
ERR1913319.1763780__1.1763780	328814__GCA_004558275.1_00129
ERR1913319.1764039__1.1764039	821__A0A3E4HP25__SAMN04487923_102450
ERR1913319.1764096__1.1764096	39492__D4JU30__EUBSIR_00838
ERR1913319.1764123__1.1764123	1262915__R6HFD8__BN574_01724
ERR1913319.1764183__1.1764183	328814__GCA_004558275.1_00076
ERR1913319.1764187__1.1764187	820__A0A173WUD7__DXB48_08055
ERR1913319.1764290__1.1764290	28117__B0MT86__BHV66_02450
ERR1913319.1764257__1.1764257	1862668__GCA_001945525.1_00031
ERR1913319.1764524__1.1764524	291644__I9T9G0__atsA_3
ERR1913319.1764894__1.1764894	1896974__A0A1Q6H018__BHV77_13175
ERR1913319.1764971__1.1764971	291644__I8Z4G9__ina_1
ERR1913319.1765071__1.1765071	39492__D4JVG7__ERS852540_00946
ERR1913319.1765078__1.1765078	39492__D4JVX0__udk
ERR1913319.1765234__1.1765234	820__A0A174QLF0__SAMN05444418_109151
ERR1913319.1765244__1.1765244	328814__GCA_004558275.1_00129
ERR1913319.1765265__1.1765265	820__A0A396EUU8__luxQ_3
ERR1913319.1765340__1.1765340	818__A0A174LEN9__BJP75_006595
ERR1913319.1765391__1.1765391	28117__B0MUT8__ALIPUT_00879
ERR1913319.1765394__1.1765394	39492__D4JRP0__yetF
ERR1913319.1765528__1.1765528	291644__I9HGG9__HMPREF1071_03600
ERR1913319.1765500__1.1765500	39492__D4JUS6__accD5
ERR1913319.1765859__1.1765859	39492__D4MMZ8__ERS852540_01407
ERR1913319.1765888__1.1765888	239935__A0A2N8HUU6__CXT90_06150
ERR1913319.1765917__1.1765917	39488__A0A173U4P2__ERS852578_02139
ERR1913319.1765923__1.1765923	820__A0A139JRS5__HMPREF1073_04025
ERR1913319.1765940__1.1765940	39488__A0A173U4P2__ERS852578_02139
ERR1913319.1766036__1.1766036	214856__A0A174ZLY7__ERS852447_02456
ERR1913319.1766058__1.1766058	1535__A7VPV0__CLOLEP_00577
ERR1913319.1766135__1.1766135	39492__D4JRZ7__smc
ERR1913319.1766212__1.1766212	820__A0A174R952__DXB48_02570
ERR1913319.1766221__1.1766221	820__A0A396EUU8__luxQ_3
ERR1913319.1766324__1.1766324	214856__A0A174FWM7__ERS852559_00590
ERR1913319.1766345__1.1766345	357276__B6W1J2__BACDOR_03380
ERR1913319.1766458__1.1766458	39492__A0A174ZL16__EUBSIR_01269
ERR1913319.1766552__1.1766552	39492__D4JWI6__EUBSIR_01073
ERR1913319.1766585__1.1766585	1262743__R5C054__BN727_01980
ERR1913319.1766672__1.1766672	328814__GCA_004558275.1_01000
ERR1913319.1766512__1.1766512	28117__B0MTH2__ALIPUT_00061
ERR1913319.1766514__1.1766514	1262824__R6RVH0__BN719_00011
ERR1913319.1766689__1.1766689	820__A0A174TRB5__DXD40_11305
ERR1913319.1766693__1.1766693	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913319.1766837__1.1766837	821__D4VD59__BHV80_04260
ERR1913319.1766939__1.1766939	246787__R6KBH9__HMPREF1062_04676
ERR1913319.1767061__1.1767061	1262915__R6HMP0__BN574_01549
ERR1913319.1767064__1.1767064	291644__I9TBA1__HMPREF1532_01959
ERR1913319.1767026__1.1767026	39492__D4JUT9__ERS852540_01449
ERR1913319.1767497__1.1767497	291644__I8Y0K6__HMPREF1532_04085
ERR1913319.1767602__1.1767602	820__A0A3E4RU03__M093_0563
ERR1913319.1767640__1.1767640	820__A0A139JY23__B5G17_06330
ERR1913319.1767760__1.1767760	821__I9R3W6__DXC16_12455
ERR1913319.1767929__1.1767929	28117__B0MY40__BHV66_05170
ERR1913319.1768019__1.1768019	820__A0A174M9V5__M093_0237
ERR1913319.1768065__1.1768065	818__A0A139KW19__nedA_1
ERR1913319.1768164__1.1768164	820__R9I3Q7__HMPREF1072_01668
ERR1913319.1768224__1.1768224	820__A7V8C2__ERS852554_01338
ERR1913319.1768228__1.1768228	1897011__A0A1Q6RH35__BHW41_01705
ERR1913319.1768361__1.1768361	1262824__R6RUC5__BN719_01887
ERR1913319.1768363__1.1768363	39492__D4JWY7__EUBSIR_01655
ERR1913319.1768508__1.1768508	820__R9I324__HMPREF2141_02414
ERR1913319.1768489__1.1768489	39492__D4JTW7__EUBSIR_00859
ERR1913319.1768535__1.1768535	39492__D4JS87__EUBSIR_02328
ERR1913319.1768549__1.1768549	39492__D4JTI2__ERS852540_00694
ERR1913319.1768626__1.1768626	291644__I9TNC0__ERS852428_03402
ERR1913319.1768687__1.1768687	818__A0A174TT69__SAMN02910322_02680
ERR1913319.1768946__1.1768946	246787__A0A3D6AS39__ina
ERR1913319.1769040__1.1769040	39492__A0A174Z2N0__EUBSIR_01615
ERR1913319.1769030__1.1769030	239935__B2URG6__CXU02_00030
ERR1913319.1769123__1.1769123	28117__R7JR95__ALIPUT_01367
ERR1913319.1769082__1.1769082	821__A0A396F598__CUU_3259
ERR1913319.1769100__1.1769100	239935__A0A2N8HEH9__CXU07_11710
ERR1913319.1769142__1.1769142	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913319.1769153__1.1769153	291644__R5IZM2__HMPREF1071_04522
ERR1913319.1769351__1.1769351	820__A0A174TRB5__DXD40_11305
ERR1913319.1769360__1.1769360	291644__I9SMF9__HMPREF1532_02933
ERR1913319.1769655__1.1769655	820__A7V092__hldE
ERR1913319.1769701__1.1769701	28117__R7JN92__BHV66_00550
ERR1913319.1769765__1.1769765	39492__D4JU49__ERS852540_00175
ERR1913319.1769730__1.1769730	28117__R7JPX7__BHV66_00900
ERR1913319.1769797__1.1769797	39492__A0A174ZYY6__EUBSIR_02510
ERR1913319.1769801__1.1769801	39492__D4JU49__ERS852540_00175
ERR1913319.1769816__1.1769816	823__A0A174DZM1__DDY96_10310
ERR1913319.1769845__1.1769845	1262915__R6HEL0__BN574_00515
ERR1913319.1769991__1.1769991	29361__B6FRT6__CLONEX_02860
ERR1913319.1770219__1.1770219	291644__I8Y0K6__HMPREF1532_04085
ERR1913319.1770278__1.1770278	47678__R5V127__HMPREF1061_04334
ERR1913319.1770415__1.1770415	820__A0A3E4PYB0__yejM
ERR1913319.1770312__1.1770312	239935__A0A139TSG7__CXU17_09600
ERR1913319.1770496__1.1770496	47678__A5ZB44__C5Z00_17730
ERR1913319.1770583__1.1770583	239935__A0A2N8HUU6__CXT90_06150
ERR1913319.1770615__1.1770615	328814__GCA_004558275.1_00991
ERR1913319.1770756__1.1770756	147207__dnaK2
ERR1913319.1770847__1.1770847	821__A6L0C7__ERS852556_03520
ERR1913319.1770979__1.1770979	821__E5UMZ6__BVU_1450
ERR1913319.1770985__1.1770985	214856__A0A174CRY5__ERS852559_01060
ERR1913319.1771086__1.1771086	820__A0A3E4WA06__ERS852554_03404
ERR1913319.1771194__1.1771194	820__A0A139JUD3__DXC91_19380
ERR1913319.1771376__1.1771376	820__A0A139KIL9__DXC68_05945
ERR1913319.1771439__1.1771439	291644__I8YWR0__HMPREF1071_01375
ERR1913319.1771442__1.1771442	820__A0A3E4G3J9__ERS852459_02265
ERR1913319.1771481__1.1771481	820__A0A078S4C2__ERS417307_00828
ERR1913319.1771522__1.1771522	47678__R5U878__ERS852494_03300
ERR1913319.1771737__1.1771737	39492__D4JUD7__EUBSIR_01877
ERR1913319.1771775__1.1771775	820__A0A3E5E0T0__ERS852554_00312
ERR1913319.1771759__1.1771759	821__E5UY21__C800_02204
ERR1913319.1771948__1.1771948	418240__C6JAJ8__ERS852478_03436
ERR1913319.1771990__1.1771990	821__E5UY21__C800_02204
ERR1913319.1771999__1.1771999	820__A0A3E4VZT7__DXB48_16145
ERR1913319.1772110__1.1772110	239935__A0A2N8HT68__ADH72_00510
ERR1913319.1772178__1.1772178	818__A0A0P0FI06__BJP75_017205
ERR1913319.1772184__1.1772184	820__E5VA63__DXC80_01025
ERR1913319.1772206__1.1772206	338188__A0A174ETX3__ERS852397_01955
ERR1913319.1772252__1.1772252	328814__GCA_004558275.1_00236
ERR1913319.1772298__1.1772298	39492__A0A174ZG93__EUBSIR_00254
ERR1913319.1772515__1.1772515	47678__R5UAG4__DW706_17045
ERR1913319.1772596__1.1772596	33033__A8SKC5__PEPMIC_00642
ERR1913319.1772660__1.1772660	745368__A0A1T4XZ39__SAMN02745178_02502
ERR1913319.1772702__1.1772702	39492__D4JWG3__EUBSIR_00308
ERR1913319.1772825__1.1772825	1262824__R6RBQ5__BN719_01014
ERR1913319.1773169__1.1773169	239935__A0A2N8HT68__ADH72_00510
ERR1913319.1773218__1.1773218	574930__A0A0F5IT02__DXB27_10600
ERR1913319.1773382__1.1773382	39486__B0G2A7__DXB12_08805
ERR1913319.1773432__1.1773432	820__A0A139KHX1__HMPREF2141_00289
ERR1913319.1773471__1.1773471	28117__B0MWP2__ALIPUT_01468
ERR1913319.1773538__1.1773538	820__A0A374MXK3__HMPREF1072_00166
ERR1913319.1773555__1.1773555	471189__GCA_003340385.1_00222
ERR1913319.1773734__1.1773734	820__R9HXK9__DXB62_08265
ERR1913319.1774025__1.1774025	820__A0A174VD39__DXD90_12235
ERR1913319.1774141__1.1774141	820__A0A139K4T0__ERS852510_03146
ERR1913319.1774140__1.1774140	820__A0A173YYG4__evgS_3
ERR1913319.1774192__1.1774192	1862668__GCA_001945525.1_00031
ERR1913319.1774350__1.1774350	39492__D4JQX3__EUBSIR_01310
ERR1913319.1774452__1.1774452	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913319.1774486__1.1774486	239935__A0A139TPD4__CXT86_06450
ERR1913319.1774663__1.1774663	820__A0A3E4WA06__ERS852554_03404
ERR1913319.1774718__1.1774718	39496__A5Z5I2__EUBVEN_00963
ERR1913319.1774902__1.1774902	823__D7ILK2__ERS852380_00031
ERR1913319.1775014__1.1775014	39492__D4JTB5__EUBSIR_01720
ERR1913319.1775060__1.1775060	291644__I8Y011__HMPREF1071_04228
ERR1913319.1775075__1.1775075	820__A0A174DZ97__SAMN05444418_101240
ERR1913319.1775078__1.1775078	39492__A0A175A133__cycB_1
ERR1913319.1775102__1.1775102	556259__I0PYM3__BSGG_5385
ERR1913319.1775239__1.1775239	239935__A0A2N8HT44__CXT84_11035
ERR1913319.1775327__1.1775327	357276__B6VYT9__HMPREF1063_05030
ERR1913319.1775464__1.1775464	821__I9R3W6__DXC16_12455
ERR1913319.1775700__1.1775700	820__A0A174CG08__DXB62_13215
ERR1913319.1775778__1.1775778	39492__D4JTW7__EUBSIR_00859
ERR1913319.1775799__1.1775799	1262743__R5C054__BN727_01980
ERR1913319.1775906__1.1775906	821__R9HFW2__DXD01_00365
ERR1913319.1775940__1.1775940	33043__A8SPT5__yfiN_2
ERR1913319.1775996__1.1775996	291644__I9TA29__HMPREF1532_02081
ERR1913319.1775999__1.1775999	820__A0A174DZ97__SAMN05444418_101240
ERR1913319.1776095__1.1776095	820__A0A174Q0F0__DXB48_08080
ERR1913319.1776326__1.1776326	820__A0A174M9V5__M093_0237
ERR1913319.1776356__1.1776356	28117__B0MZ50__ALIPUT_02424
ERR1913319.1776392__1.1776392	28117__B0MXW9__ALIPUT_01981
ERR1913319.1776421__1.1776421	821__I9R3W6__DXC16_12455
ERR1913319.1776493__1.1776493	291644__I9HGG9__HMPREF1071_03600
ERR1913319.1776739__1.1776739	820__A0A139K8N1__ERS852554_00951
ERR1913319.1776754__1.1776754	823__A0A355XN73__DXC05_07000
ERR1913319.1776933__1.1776933	39492__D4JTW7__EUBSIR_00859
ERR1913319.1776960__1.1776960	1262824__R6RMR2__BN719_02646
ERR1913319.1776932__1.1776932	28117__R7JPX7__BHV66_00900
ERR1913319.1777000__1.1777000	328814__GCA_004558275.1_01005
ERR1913319.1777053__1.1777053	28117__B0MSR5__BHV66_02095
ERR1913319.1777091__1.1777091	28117__B0MSR5__BHV66_02095
ERR1913319.1777176__1.1777176	820__A0A174GK47__ERS852421_00200
ERR1913319.1777242__1.1777242	1550024__G9RWE0__TQ39_04155
ERR1913319.1777272__1.1777272	1550024__G9RWE0__TQ39_04155
ERR1913319.1777280__1.1777280	418240__A0A173X9L0__ERS852523_01318
ERR1913319.1777287__1.1777287	39492__D4JRP0__yetF
ERR1913319.1777322__1.1777322	821__A0A396F9T7__M097_3427
ERR1913319.1777369__1.1777369	328814__GCA_004558275.1_00076
ERR1913319.1777394__1.1777394	47678__R5UMP1__CGC64_03365
ERR1913319.1777485__1.1777485	39492__D4JU31__ERS852540_00198
ERR1913319.1777606__1.1777606	820__A0A3E5BMG9__DXD40_05130
ERR1913319.1777754__1.1777754	291644__I9SRU1__ERS852428_04178
ERR1913319.1777815__1.1777815	1550024__G9RZ38__ASJ35_12765
ERR1913319.1777865__1.1777865	291645__I8WZT8__HMPREF1068_04327
ERR1913319.1777922__1.1777922	33043__A0A173WWJ5__ERS852386_00339
ERR1913319.1778081__1.1778081	28117__B0MWC6__BHV66_00965
ERR1913319.1778201__1.1778201	820__A0A374QGD2__ERS852421_02382
ERR1913319.1778207__1.1778207	291644__I9HHY2__HMPREF1071_03364
ERR1913319.1778214__1.1778214	28118__R6FAT1__DHW44_00720
ERR1913319.1778337__1.1778337	1262743__R5C054__BN727_01980
