ERR1913042.39__1.39	39491__A0A395ZDC6__addB
ERR1913042.786138__1.786138	28117__B0MXX2__ALIPUT_01984
ERR1913042.786198__1.786198	820__A0A3E4FWC8__DXC91_14635
ERR1913042.786376__1.786376	204516__U6R898__HMPREF1534_03335
ERR1913042.786402__1.786402	165179__A0A3E5DY64__CFT61_10025
ERR1913042.786504__1.786504	204516__U6R7Y8__HMPREF1534_03942
ERR1913042.786500__1.786500	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913042.786559__1.786559	310298__B3JFK6__BACCOP_00656
ERR1913042.786662__1.786662	39491__D4JMW8__ERS852497_01971
ERR1913042.786680__1.786680	39485__C4Z6J9__ERS852492_02049
ERR1913042.786705__1.786705	165179__D1PGU8__PREVCOP_06463
ERR1913042.786791__1.786791	165179__A0A3E5E4T9__DXB80_08030
ERR1913042.786920__1.786920	69974__A0A090FEL8__MPL3365_630008
ERR1913042.786956__1.786956	28117__B0MWP2__ALIPUT_01468
ERR1913042.787083__1.787083	39485__A0A174YNW2__cph2_3
ERR1913042.787109__1.787109	40518__R5DZB3__RB5AMG_01719
ERR1913042.787169__1.787169	69974__A0A090FEL8__MPL3365_630008
ERR1913042.787412__1.787412	69974__A0A090FEL8__MPL3365_630008
ERR1913042.787604__1.787604	1262924__R7HPL8__BN585_01826
ERR1913042.787835__1.787835	165179__A0A3E5AAM8__DXB80_10240
ERR1913042.787888__1.787888	39491__A0A395ZHV7__ykvU
ERR1913042.787924__1.787924	820__A0A1T4IY80__ERS852554_01621
ERR1913042.788069__1.788069	706562__GCA_900112995.1_01875
ERR1913042.788091__1.788091	28117__R7JR95__ALIPUT_01367
ERR1913042.788106__1.788106	40518__R5DM08__DXD83_06415
ERR1913042.788109__1.788109	69974__A0A090FEL8__MPL3365_630008
ERR1913042.788174__1.788174	821__A0A174JYD3__ERS852457_02610
ERR1913042.788296__1.788296	165179__A0A3E5ED28__PREVCOP_06655
ERR1913042.788355__1.788355	853__A0A174AML0__FPR_08640
ERR1913042.788443__1.788443	1262929__R6EYU3__BN691_00676
ERR1913042.788506__1.788506	626933__H1DGX0__HMPREF9449_01506
ERR1913042.788715__1.788715	487173__H1D2L5__HMPREF9453_01853
ERR1913042.788908__1.788908	28118__F9ZAB2__SAMEA44545918_01079
ERR1913042.788919__1.788919	69974__A0A090FEL8__MPL3365_630008
ERR1913042.788973__1.788973	310298__B3JMG0__BACCOP_03099
ERR1913042.789093__1.789093	820__A0A174F0C1__nreB
ERR1913042.789217__1.789217	39491__A0A396FNY7__LD38_16155
ERR1913042.789225__1.789225	310298__B3JNG7__BACCOP_03480
ERR1913042.789307__1.789307	40518__R5E6X5__sbcD
ERR1913042.789277__1.789277	1323__A0A380LN40__rumA
ERR1913042.789373__1.789373	2108523__A0A2P2F5U2__LAWASA_1376
ERR1913042.789442__1.789442	28116__R6JAK2__DXD69_23875
ERR1913042.789512__1.789512	1262913__R7JPP6__BN646_00416
ERR1913042.789577__1.789577	165179__D1PCL6__DXB80_13435
ERR1913042.789602__1.789602	165179__A0A229I3Z6__PREVCOP_03666
ERR1913042.789622__1.789622	820__A0A139K4W5__HMPREF2141_02394
ERR1913042.789632__1.789632	821__A0A395VIK7__BVU_1225
ERR1913042.789688__1.789688	69974__A0A090FEL8__MPL3365_630008
ERR1913042.789738__1.789738	165179__A0A3E5A5E5__DXC61_13965
ERR1913042.789743__1.789743	1262924__R7HQV3__BN585_00017
ERR1913042.789782__1.789782	39491__A0A395ZEN3__DXD95_12655
ERR1913042.789761__1.789761	69974__A0A090FEL8__MPL3365_630008
ERR1913042.789763__1.789763	371601__I9UPT6__B5E50_12390
ERR1913042.789819__1.789819	69974__A0A090FEL8__MPL3365_630008
ERR1913042.789962__1.789962	626933__H1DGX0__HMPREF9449_01506
ERR1913042.789995__1.789995	28118__R6F4F9__Odosp_1027
ERR1913042.790202__1.790202	487173__H1D0N4__HMPREF9453_01172
ERR1913042.790236__1.790236	165179__A0A3E5ED28__PREVCOP_06655
ERR1913042.790260__1.790260	310298__B3JN71__BACCOP_03383
ERR1913042.790326__1.790326	216816__C5E8I1__yciB
ERR1913042.790331__1.790331	626933__H1DGX0__HMPREF9449_01506
ERR1913042.790434__1.790434	28118__F9Z8E3__SAMEA44545918_03282
ERR1913042.790810__1.790810	69974__A0A090FEL8__MPL3365_630008
ERR1913042.790863__1.790863	39485__C4Z355__ERS852490_01971
ERR1913042.790844__1.790844	1262924__R7HT04__BN585_00021
ERR1913042.790848__1.790848	39490__A0A173QWW3__LG34_09775
ERR1913042.791009__1.791009	69974__A0A090FEL8__MPL3365_630008
ERR1913042.791105__1.791105	69974__A0A090FEL8__MPL3365_630008
ERR1913042.791245__1.791245	1262924__R7HU74__BN585_00690
ERR1913042.791278__1.791278	39496__A5Z5I2__EUBVEN_00963
ERR1913042.791345__1.791345	1160721__W0U309__BHW50_02320
ERR1913042.791353__1.791353	626933__H1DGX0__HMPREF9449_01506
ERR1913042.791419__1.791419	40518__R5DXH2__DXD83_10135
ERR1913042.791428__1.791428	204516__U6RGV4__HMPREF1534_01764
ERR1913042.791455__1.791455	820__A7V859__ERS852462_00341
ERR1913042.791499__1.791499	39485__A0A174YMI9__cph2_5
ERR1913042.791609__1.791609	39491__A0A396FQ67__DXB99_07505
ERR1913042.791751__1.791751	1262924__R7HKZ9__BN585_01304
ERR1913042.791794__1.791794	1262913__R7JMY4__BN646_00248
ERR1913042.791822__1.791822	69974__A0A090FEL8__MPL3365_630008
ERR1913042.791930__1.791930	853__E2ZJT1__C4N23_03535
ERR1913042.792050__1.792050	69974__A0A090FEL8__MPL3365_630008
ERR1913042.792117__1.792117	69974__A0A090FEL8__MPL3365_630008
ERR1913042.792094__1.792094	28117__B0MTV0__BHV66_06395
ERR1913042.792103__1.792103	1262913__R7JCI2__BN646_01688
ERR1913042.792109__1.792109	165179__D1PGU8__PREVCOP_06463
ERR1913042.792243__1.792243	626933__H1DGX0__HMPREF9449_01506
ERR1913042.792223__1.792223	216816__B7GTR6__BLD_0992
ERR1913042.792231__1.792231	69974__A0A090FEL8__MPL3365_630008
ERR1913042.792298__1.792298	88431__A6BJD4__DXB16_02900
ERR1913042.792400__1.792400	47678__R5U9Z0__HMPREF1061_03210
ERR1913042.792754__1.792754	165179__A0A3E5EB26__CFT61_02800
ERR1913042.792831__1.792831	69974__A0A090FEL8__MPL3365_630008
ERR1913042.792833__1.792833	69974__A0A090FEL8__MPL3365_630008
ERR1913042.792868__1.792868	1262743__R5C054__BN727_01980
ERR1913042.792912__1.792912	39491__C4ZCH3__EUR_17560
ERR1913042.792921__1.792921	69974__A0A090FEL8__MPL3365_630008
ERR1913042.792958__1.792958	165179__A0A3E4SB95__DXC61_13455
ERR1913042.793221__1.793221	39491__A0A396FBR6__DXC13_08575
ERR1913042.793322__1.793322	39485__A0A174YTF7__ERS852490_01271
ERR1913042.793471__1.793471	39485__A0A174Z851__cdaR_1
ERR1913042.793518__1.793518	820__R9I2U8__DXC68_09590
ERR1913042.793550__1.793550	69974__A0A090FEL8__MPL3365_630008
ERR1913042.793668__1.793668	165179__D1PHM6__DXC61_06700
ERR1913042.793757__1.793757	487173__H1D168__HMPREF9453_01356
ERR1913042.793759__1.793759	69974__A0A090FEL8__MPL3365_630008
ERR1913042.793924__1.793924	165179__A0A174SA26__PREVCOP_05758
ERR1913042.793880__1.793880	2293125__A0A374CIC9__DW917_02045
ERR1913042.793936__1.793936	626933__H1DGX0__HMPREF9449_01506
ERR1913042.794054__1.794054	818__A0A139L1D5__BT_2967
ERR1913042.794265__1.794265	371601__D6D2Q4__HMPREF1074_00826
ERR1913042.794287__1.794287	69974__A0A090FEL8__MPL3365_630008
ERR1913042.794302__1.794302	28117__B0MXU6__ALIPUT_01958
ERR1913042.794320__1.794320	204516__U6R7Y8__HMPREF1534_03942
ERR1913042.794417__1.794417	40518__R5DXI4__DXD86_07420
ERR1913042.794522__1.794522	28117__B0MXR4__BHV66_08025
ERR1913042.794610__1.794610	310298__B3JF96__BACCOP_00544
ERR1913042.794630__1.794630	28117__B0MU57__ALIPUT_00175
ERR1913042.794662__1.794662	821__A0A0P0LQT3__DXC03_05050
ERR1913042.794698__1.794698	165179__A0A174IPI3__CFT61_10940
ERR1913042.794826__1.794826	69974__A0A090FEL8__MPL3365_630008
ERR1913042.794833__1.794833	820__A7V9F9__B5G17_14640
ERR1913042.794839__1.794839	69974__A0A090FEL8__MPL3365_630008
ERR1913042.795017__1.795017	165179__D1PGU8__PREVCOP_06463
ERR1913042.795112__1.795112	39491__A0A395V1R3__T1815_08181
ERR1913042.795255__1.795255	1160721__R6TIT8__BHW50_03275
ERR1913042.795265__1.795265	310298__B3JPN8__BACCOP_03837
ERR1913042.795303__1.795303	69974__A0A090FEL8__MPL3365_630008
ERR1913042.795371__1.795371	69974__A0A090FEL8__MPL3365_630008
ERR1913042.795352__1.795352	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913042.795407__1.795407	39491__A0A174EQV2__DXB69_10230
ERR1913042.795590__1.795590	1796613__A0A1C7H6N8__ADH74_01350
ERR1913042.795597__1.795597	216816__A0A083XFS3__APC1472_0413
ERR1913042.795638__1.795638	204516__U6RFU0__HMPREF1534_02545
ERR1913042.795642__1.795642	39491__A0A0M6WWT1__dus_2
ERR1913042.795679__1.795679	310298__B3JED9__BACCOP_00230
ERR1913042.795703__1.795703	69974__A0A090FEL8__MPL3365_630008
ERR1913042.795764__1.795764	261299__W1UPP3__fadR_2
ERR1913042.795773__1.795773	626933__H1DGX0__HMPREF9449_01506
ERR1913042.795799__1.795799	39485__C4Z0B2__EUBELI_01024
ERR1913042.795853__1.795853	165179__A0A3E5AAM8__DXB80_10240
ERR1913042.795906__1.795906	69974__A0A090FEL8__MPL3365_630008
ERR1913042.796028__1.796028	69974__A0A090FEL8__MPL3365_630008
ERR1913042.796082__1.796082	204516__U6RFU0__HMPREF1534_02545
ERR1913042.796401__1.796401	39488__A0A173SSM6__EUBHAL_01799
ERR1913042.796422__1.796422	204516__U6RNE3__HMPREF1534_00331
ERR1913042.796486__1.796486	47678__R5UAF6__ERS852494_02966
ERR1913042.796609__1.796609	69974__A0A090FEL8__MPL3365_630008
ERR1913042.796689__1.796689	410072__A0A174Q9M2__DXD67_05965
ERR1913042.796729__1.796729	310298__B3JFK4__BACCOP_00654
ERR1913042.796722__1.796722	410072__C0B9A1__COPCOM_01727
ERR1913042.796862__1.796862	69974__A0A090FEL8__MPL3365_630008
ERR1913042.796965__1.796965	410072__A0A173YNZ0__ERS852481_00766
ERR1913042.797051__1.797051	1262929__R6EYU3__BN691_00676
ERR1913042.797123__1.797123	40518__R5DTW7__phoU
ERR1913042.797203__1.797203	28117__R7JN92__BHV66_00550
ERR1913042.797275__1.797275	165179__A0A229I6N7__DXC61_06720
ERR1913042.797331__1.797331	165179__A0A229I7F5__DXB80_02650
ERR1913042.797437__1.797437	69974__A0A090FEL8__MPL3365_630008
ERR1913042.797485__1.797485	69974__A0A090FEL8__MPL3365_630008
ERR1913042.797527__1.797527	39485__C4Z2I5__ERS852492_02214
ERR1913042.797837__1.797837	1262924__R7HRR0__BN585_00872
ERR1913042.797873__1.797873	626933__H1DGX0__HMPREF9449_01506
ERR1913042.797983__1.797983	818__A0A3E5HN77__HMPREF2534_00072
ERR1913042.798126__1.798126	165179__D1PGU8__PREVCOP_06463
ERR1913042.798183__1.798183	69974__A0A090FEL8__MPL3365_630008
ERR1913042.798245__1.798245	69974__A0A090FEL8__MPL3365_630008
ERR1913042.798260__1.798260	165179__R6PU83__CFT61_14275
ERR1913042.798273__1.798273	204516__U6RM57__HMPREF1534_00757
ERR1913042.798380__1.798380	357276__B6W1J2__BACDOR_03380
ERR1913042.798339__1.798339	301301__A0A395V683__RHOM_00495
ERR1913042.798548__1.798548	301301__A0A395V5B0__ERS852391_02078
ERR1913042.798640__1.798640	39485__A0A174ZG53__ERS852492_00924
ERR1913042.798879__1.798879	165179__A0A3E5DY64__CFT61_10025
ERR1913042.798929__1.798929	69974__A0A090FEL8__MPL3365_630008
ERR1913042.798919__1.798919	39491__A0A396FMF1__EUR_28700
ERR1913042.798975__1.798975	410072__C0BF75__ERS852389_02248
ERR1913042.799012__1.799012	69974__A0A090FEL8__MPL3365_630008
ERR1913042.799271__1.799271	39491__A0A395ZG74__licR
ERR1913042.799307__1.799307	301302__R5UK77__M72_08681
ERR1913042.799314__1.799314	69974__A0A090FEL8__MPL3365_630008
ERR1913042.799388__1.799388	204516__U6R9L2__HMPREF1534_03110
ERR1913042.799481__1.799481	33039__D4M5E1__ERS852577_03873
ERR1913042.799490__1.799490	69974__A0A090FEL8__MPL3365_630008
ERR1913042.799826__1.799826	39491__A0A395V2Y7__DXB72_13970
ERR1913042.799849__1.799849	69974__A0A090FEL8__MPL3365_630008
ERR1913042.799862__1.799862	712121__L1PLI5__HMPREF9061_00360
ERR1913042.799925__1.799925	1262924__R7HQS1__BN585_00657
ERR1913042.800020__1.800020	39492__D4JWY0__EUBSIR_01648
ERR1913042.800028__1.800028	204516__U6R9E0__HMPREF1534_03742
ERR1913042.800075__1.800075	165179__A0A174UTZ7__DXC61_06705
ERR1913042.800203__1.800203	69974__A0A090FEL8__MPL3365_630008
ERR1913042.800270__1.800270	1262924__R7HU74__BN585_00690
ERR1913042.800245__1.800245	357276__I8WEY2__ABI39_04185
ERR1913042.800417__1.800417	69974__A0A090FEL8__MPL3365_630008
ERR1913042.800490__1.800490	1305__A0A139PAK9__NCTC11085_00263
ERR1913042.800836__1.800836	69974__A0A090FEL8__MPL3365_630008
ERR1913042.800859__1.800859	69974__A0A090FEL8__MPL3365_630008
ERR1913042.800943__1.800943	165179__A0A229I4J4__proA
ERR1913042.800995__1.800995	69974__A0A090FEL8__MPL3365_630008
ERR1913042.801105__1.801105	165179__A0A3E5EA43__DXC61_07775
ERR1913042.801121__1.801121	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913042.801218__1.801218	204516__U6RDJ3__HMPREF1534_02097
ERR1913042.801219__1.801219	626933__H1DGX0__HMPREF9449_01506
ERR1913042.801224__1.801224	165179__A0A174IPI3__CFT61_10940
ERR1913042.801377__1.801377	1262924__R7HQ03__BN585_01295
ERR1913042.801417__1.801417	39485__C4Z538__EUBELI_00734
ERR1913042.801473__1.801473	371601__F7M533__ERS852396_01023
ERR1913042.801486__1.801486	69974__A0A090FEL8__MPL3365_630008
ERR1913042.801497__1.801497	301302__A0A173SCU7__M72_12871
ERR1913042.801516__1.801516	818__A0A1H7L4U6__BSIG_3287
ERR1913042.801776__1.801776	28116__A0A1Y4Q363__Bovatus_00608
ERR1913042.801789__1.801789	69974__A0A090FEL8__MPL3365_630008
ERR1913042.801870__1.801870	165179__R6PU83__CFT61_14275
ERR1913042.801878__1.801878	1262924__R7HM98__BN585_01697
ERR1913042.802019__1.802019	69974__A0A090FEL8__MPL3365_630008
ERR1913042.802034__1.802034	39488__A0A285PP79__murD
ERR1913042.802035__1.802035	165179__A0A174UTZ7__DXC61_06705
ERR1913042.802041__1.802041	1262924__R7HPB3__BN585_00488
ERR1913042.802047__1.802047	1262924__R7HT04__BN585_00021
ERR1913042.802055__1.802055	69974__A0A090FEL8__MPL3365_630008
ERR1913042.802079__1.802079	1965632__A0A1Y4A853__B5F91_11650
ERR1913042.802181__1.802181	165179__D1PGU8__PREVCOP_06463
ERR1913042.802278__1.802278	820__A0A139K5A6__DXB48_12175
ERR1913042.802334__1.802334	820__A0A3E4QZJ7__C801_01798
ERR1913042.802341__1.802341	40518__R5DR72__RBL236_02110
ERR1913042.802348__1.802348	28117__R7JH62__BHV66_05735
ERR1913042.802447__1.802447	820__A0A174DZ97__SAMN05444418_101240
ERR1913042.802457__1.802457	310298__B3JK49__BACCOP_02273
ERR1913042.802472__1.802472	1262924__R7HPU8__BN585_00010
ERR1913042.802538__1.802538	821__A0A395UNT8__DXD64_15275
ERR1913042.802577__1.802577	165179__A0A229I1J2__DXB80_03950
ERR1913042.802739__1.802739	39491__D6E4H2__DXB99_00485
ERR1913042.802784__1.802784	69974__A0A090FEL8__MPL3365_630008
ERR1913042.802796__1.802796	69974__A0A090FEL8__MPL3365_630008
ERR1913042.802934__1.802934	39485__A0A174ZNW9__luxQ_1
ERR1913042.803012__1.803012	165179__A0A174UTZ7__DXC61_06705
ERR1913042.803344__1.803344	1262924__R7HSF6__BN585_00844
ERR1913042.803350__1.803350	39485__R5ZX10__ERS852492_02330
ERR1913042.803480__1.803480	39491__A0A395UVM9__DXB76_04540
ERR1913042.803497__1.803497	69974__A0A090FEL8__MPL3365_630008
ERR1913042.803609__1.803609	165179__D1PCL6__DXB80_13435
ERR1913042.803655__1.803655	487174__K0X250__DDY40_03675
ERR1913042.803837__1.803837	820__A0A3E4RU03__M093_0563
ERR1913042.804019__1.804019	28116__I9ST00__M088_5588
ERR1913042.804020__1.804020	626933__H1DGX0__HMPREF9449_01506
ERR1913042.804028__1.804028	40518__R5DXH2__DXD83_10135
ERR1913042.804160__1.804160	204516__U6R9V8__HMPREF1534_03108
ERR1913042.804209__1.804209	39491__A0A395ZKJ0__DXD13_11010
ERR1913042.804279__1.804279	821__A0A0P0L952__M097_4235
ERR1913042.804297__1.804297	69974__A0A090FEL8__MPL3365_630008
ERR1913042.804321__1.804321	853__A0A2A7B9I6__DW855_13690
ERR1913042.804330__1.804330	204516__U6RF32__HMPREF1534_02070
ERR1913042.804345__1.804345	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913042.804380__1.804380	39485__A0A174YTF8__EUBELI_20448
ERR1913042.804421__1.804421	69974__A0A090FEL8__MPL3365_630008
ERR1913042.804449__1.804449	165179__A0A3E5A554__DXB80_13805
ERR1913042.804509__1.804509	69974__A0A090FEL8__MPL3365_630008
ERR1913042.804513__1.804513	47678__R5UU99__C5Z00_11925
ERR1913042.804514__1.804514	40518__A0A1C6H8C4__DXD93_02535
ERR1913042.804538__1.804538	69974__A0A090FEL8__MPL3365_630008
ERR1913042.804569__1.804569	487173__H1D020__HMPREF9453_00958
ERR1913042.804915__1.804915	165179__A0A229I3Z6__PREVCOP_03666
ERR1913042.804997__1.804997	69974__A0A090FEL8__MPL3365_630008
ERR1913042.805039__1.805039	69974__A0A090FEL8__MPL3365_630008
ERR1913042.805043__1.805043	69974__A0A090FEL8__MPL3365_630008
ERR1913042.805313__1.805313	69974__A0A090FEL8__MPL3365_630008
ERR1913042.805314__1.805314	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913042.805347__1.805347	487173__H1CYA6__HMPREF9453_00344
ERR1913042.805379__1.805379	84024__A0A174IX72__ERS852470_03671
ERR1913042.805461__1.805461	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913042.805524__1.805524	1262913__R7JCI2__BN646_01688
ERR1913042.805535__1.805535	165179__A0A3E5E4T9__DXB80_08030
ERR1913042.805598__1.805598	69974__A0A090FEL8__MPL3365_630008
ERR1913042.805770__1.805770	204516__U6RSX5__HMPREF1534_00314
ERR1913042.805812__1.805812	1965632__A0A1Y4A853__B5F91_11650
ERR1913042.806052__1.806052	165179__A0A3E5E189__PREVCOP_06699
ERR1913042.806115__1.806115	69974__A0A090FEL8__MPL3365_630008
ERR1913042.806096__1.806096	39491__A0A395UWZ1__DXC13_02175
ERR1913042.806165__1.806165	143393__X8K7Z7__ADJ67_02485
ERR1913042.806186__1.806186	310298__B3JFK4__BACCOP_00654
ERR1913042.806221__1.806221	1262924__R7HKP8__BN585_01113
ERR1913042.806223__1.806223	626933__H1DGX0__HMPREF9449_01506
ERR1913042.806239__1.806239	28117__B0MVL2__BHV66_01645
ERR1913042.806336__1.806336	39485__A0A174ZQT9__EUBELI_20278
ERR1913042.806495__1.806495	552398__F4XHU2__HMPREF0866_03196
ERR1913042.806541__1.806541	39491__C4Z8Y4__ERS852417_00909
ERR1913042.806785__1.806785	1735__B7C7R7__EUBIFOR_00217
ERR1913042.806832__1.806832	165179__D1PHC0__PREVCOP_06640
ERR1913042.806996__1.806996	626933__H1DGX0__HMPREF9449_01506
ERR1913042.807016__1.807016	39485__A0A174YJA4__EUBELI_20421
ERR1913042.807268__1.807268	39485__C4Z1W5__ERS852492_01530
ERR1913042.807317__1.807317	216816__E8MVM4__APC1480_1562
ERR1913042.807355__1.807355	626933__H1DGX0__HMPREF9449_01506
ERR1913042.807433__1.807433	1262924__R7HU74__BN585_00690
ERR1913042.807453__1.807453	821__D4VD59__BHV80_04260
ERR1913042.807529__1.807529	165179__A0A3E5E8N5__DXC61_13460
ERR1913042.807537__1.807537	39485__R5ZVC3__ERS852490_00250
ERR1913042.807580__1.807580	39485__C4Z390__EUBELI_01689
ERR1913042.807591__1.807591	69974__A0A090FEL8__MPL3365_630008
ERR1913042.807854__1.807854	39491__A0A174K1W6__DXB99_15020
ERR1913042.807906__1.807906	821__A0A173WG51__BVU_2549
ERR1913042.808045__1.808045	69974__A0A090FEL8__MPL3365_630008
ERR1913042.808048__1.808048	28117__B0MUX4__ALIPUT_00911
ERR1913042.808069__1.808069	69974__A0A090FEL8__MPL3365_630008
ERR1913042.808091__1.808091	39491__A0A395ZHH5__ERS852497_02076
ERR1913042.808098__1.808098	40518__R5DP21__RBATCC27255_00348
ERR1913042.808084__1.808084	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913042.808139__1.808139	165179__A0A3E5E8N5__DXC61_13460
ERR1913042.808190__1.808190	40518__R5E2X9__RBATCC27255_01546
ERR1913042.808202__1.808202	69974__A0A090FEL8__MPL3365_630008
ERR1913042.808282__1.808282	39485__C4Z0R8__EUBELI_01181
ERR1913042.808364__1.808364	28117__R7JQW0__ALIPUT_01453
ERR1913042.808457__1.808457	69974__A0A090FEL8__MPL3365_630008
ERR1913042.808488__1.808488	410072__C0B9X3__ERS852481_01672
ERR1913042.808518__1.808518	39492__B0MNL5__phoR_1
ERR1913042.808557__1.808557	1262924__R7HM98__BN585_01697
ERR1913042.808606__1.808606	39491__A0A395UZ82__EUR_31520
ERR1913042.808660__1.808660	821__A0A0P0L952__M097_4235
ERR1913042.808658__1.808658	165179__D1PHC0__PREVCOP_06640
ERR1913042.808755__1.808755	39485__C4Z0G6__spoIVB
ERR1913042.808760__1.808760	69974__A0A090FEL8__MPL3365_630008
ERR1913042.808829__1.808829	1262924__R7HQD9__BN585_00129
ERR1913042.808942__1.808942	69974__A0A090FEL8__MPL3365_630008
ERR1913042.808960__1.808960	39485__C4Z2S3__EUBELI_00292
ERR1913042.809098__1.809098	69974__A0A090FEL8__MPL3365_630008
ERR1913042.809135__1.809135	69974__A0A090FEL8__MPL3365_630008
ERR1913042.809149__1.809149	301302__A0A0M6WBZ5__spr
ERR1913042.809157__1.809157	853__D4JY61__C4N21_10560
ERR1913042.809173__1.809173	40518__R5DS38__RBL236_00785
ERR1913042.809195__1.809195	40518__R5E1X3__clcA
ERR1913042.809254__1.809254	28117__B0MXU6__ALIPUT_01958
ERR1913042.809269__1.809269	69974__A0A090FEL8__MPL3365_630008
ERR1913042.809359__1.809359	310298__B3JFS5__BACCOP_00726
ERR1913042.809651__1.809651	39488__A0A173SCK5__ERS852578_00832
ERR1913042.809646__1.809646	310298__B3JMG0__BACCOP_03099
ERR1913042.809715__1.809715	69974__A0A090FEL8__MPL3365_630008
ERR1913042.809837__1.809837	310298__B3JJ24__BACCOP_01886
ERR1913042.809879__1.809879	165179__A0A3E5EB26__CFT61_02800
ERR1913042.810007__1.810007	39491__D6E408__EUBREC_1466
ERR1913042.810031__1.810031	310298__B3JH75__BACCOP_01229
ERR1913042.810167__1.810167	204516__U6R9L2__HMPREF1534_03110
ERR1913042.810243__1.810243	1262911__R6H0U7__BN557_01104
ERR1913042.810262__1.810262	820__A0A3E4GA19__SAMN05444418_10562
ERR1913042.810308__1.810308	69974__A0A090FEL8__MPL3365_630008
ERR1913042.810574__1.810574	40518__R5E2R8__nnr_2
ERR1913042.810639__1.810639	165179__A0A229I3Z6__PREVCOP_03666
ERR1913042.810674__1.810674	40518__R5E6K5__speA
ERR1913042.810821__1.810821	69974__A0A090FEL8__MPL3365_630008
ERR1913042.810859__1.810859	820__A0A3E4IBC1__M094_0628
ERR1913042.810885__1.810885	39485__A0A175A273__plsX_2
ERR1913042.810912__1.810912	410072__A0A3E4GSQ6__cusS
ERR1913042.810918__1.810918	853__A0A173YYY4__DWZ04_09420
ERR1913042.811123__1.811123	39491__A0A395V0H6__ERS852580_02570
ERR1913042.811296__1.811296	28117__B0MYI9__BHV66_05415
ERR1913042.811281__1.811281	39491__R6TQ09__DXC13_03010
ERR1913042.811331__1.811331	69974__A0A090FEL8__MPL3365_630008
ERR1913042.811392__1.811392	69974__A0A090FEL8__MPL3365_630008
ERR1913042.811370__1.811370	69974__A0A090FEL8__MPL3365_630008
ERR1913042.811526__1.811526	1262924__R7HLK0__BN585_01496
ERR1913042.811503__1.811503	39485__A0A174YNV0__cheW_1
ERR1913042.811549__1.811549	487173__H1D020__HMPREF9453_00958
ERR1913042.811559__1.811559	214856__I3YPR5__ERS852447_01364
ERR1913042.811751__1.811751	1262924__R7HLU6__BN585_01291
ERR1913042.811795__1.811795	69974__A0A090FEL8__MPL3365_630008
