ERR1913301.129__1.129	28118__F9Z8K4__Odosp_0843
ERR1913301.829478__1.829478	1262929__R6EX87__BN691_01422
ERR1913301.829551__1.829551	39492__D4JTI1__EUBSIR_01463
ERR1913301.829616__1.829616	1262929__R6F753__BN691_02112
ERR1913301.829948__1.829948	165179__A0A3E5E643__DXB80_06030
ERR1913301.829953__1.829953	1262929__R6F9D0__BN691_00320
ERR1913301.830011__1.830011	329854__A0A3E4KRK8__DXK01_03500
ERR1913301.830254__1.830254	165179__D1PCT4__DXB80_09470
ERR1913301.830399__1.830399	1262924__R7HQD9__BN585_00129
ERR1913301.830417__1.830417	166486__D4KPQ7__ROSINTL182_09065
ERR1913301.830480__1.830480	626940__R6WNN9__BHW43_04575
ERR1913301.830658__1.830658	39492__D4JRZ7__smc
ERR1913301.830670__1.830670	165179__A0A3E5AGH1__DXB80_05820
ERR1913301.830753__1.830753	853__A0A173XRA8__CGS56_09290
ERR1913301.830850__1.830850	165179__R6C330__DXC61_04975
ERR1913301.830938__1.830938	165179__A0A3E5E2S3__DXB80_03455
ERR1913301.830992__1.830992	39486__G1WMX5__HMPREF9457_00476
ERR1913301.831154__1.831154	165179__A0A3E5E920__DXB80_11625
ERR1913301.831191__1.831191	1262785__R6LS29__BN565_00927
ERR1913301.831204__1.831204	39492__D4JX50__EUBSIR_00410
ERR1913301.831338__1.831338	214856__E4MF20__Alfi_0697
ERR1913301.831430__1.831430	39485__C4Z1Y9__EUBELI_00143
ERR1913301.831578__1.831578	820__A0A173W419__DXC68_17760
ERR1913301.831613__1.831613	39492__D4JT68__spoIIIE
ERR1913301.831675__1.831675	1262924__R7HNT3__BN585_00018
ERR1913301.831762__1.831762	165179__D1PGD2__DXC61_10875
ERR1913301.831778__1.831778	39485__C4Z6J9__ERS852492_02049
ERR1913301.831808__1.831808	165179__R6CNX7__DXB80_02200
ERR1913301.831881__1.831881	1262929__R6F5G9__BN691_01545
ERR1913301.831892__1.831892	166486__D4KV78__aroA
ERR1913301.831900__1.831900	410072__A0A3E4GRP6__DXD67_05285
ERR1913301.831940__1.831940	1262929__R6EUZ3__BN691_01356
ERR1913301.832018__1.832018	1261__D3MR67__SAMN05660467_01650
ERR1913301.832036__1.832036	301302__A0A173UN64__manA_2
ERR1913301.832049__1.832049	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913301.832053__1.832053	165179__D1PCL6__DXB80_13435
ERR1913301.832130__1.832130	1262936__R7J2D3__BN799_01784
ERR1913301.832184__1.832184	39485__C4Z058__ERS852492_00130
ERR1913301.832429__1.832429	39492__D4JX40__EUBSIR_00020
ERR1913301.832500__1.832500	165179__A0A3E5E6S6__DXB80_07575
ERR1913301.832590__1.832590	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913301.832837__1.832837	820__I9A4U7__DHU98_12785
ERR1913301.833039__1.833039	165179__D1PAJ7__PREVCOP_04222
ERR1913301.833186__1.833186	901__B6WXL8__DESPIG_02845
ERR1913301.833419__1.833419	626940__R6X0Z1__DCQ00_01035
ERR1913301.833435__1.833435	1262929__R6F053__BN691_00334
ERR1913301.833493__1.833493	39492__D4JUD9__EUBSIR_01875
ERR1913301.833525__1.833525	166486__D4KZW9__degS
ERR1913301.833717__1.833717	1262929__R6ETI0__BN691_00865
ERR1913301.833814__1.833814	1501391__GCA_000786575.1_00138
ERR1913301.833884__1.833884	28116__A0A078QGJ1__AA414_00533
ERR1913301.833894__1.833894	357276__A0A0M1W1I8__ABI39_13620
ERR1913301.833976__1.833976	1262929__R6F573__BN691_00942
ERR1913301.834023__1.834023	357276__A0A076INK2__BSEG_04225
ERR1913301.834109__1.834109	820__A0A3E4W084__BACUNI_04042
ERR1913301.834154__1.834154	371601__I9ABE6__BN890_20100
ERR1913301.834441__1.834441	329854__A0A3E4IPS4__DXD57_02175
ERR1913301.834457__1.834457	40518__R5DXH2__DXD83_10135
ERR1913301.834407__1.834407	166486__D4KVX6__ROSINTL182_06735
ERR1913301.834516__1.834516	1501391__GCA_000786575.1_00011
ERR1913301.834646__1.834646	187979__A0A174CED3__gspF
ERR1913301.834653__1.834653	39486__B0G9K3__DXD18_11205
ERR1913301.834748__1.834748	1262929__R6FV28__BN691_00620
ERR1913301.834810__1.834810	363265__R6F9Q7__HMPREF0673_00179
ERR1913301.834835__1.834835	39777__A0A380N533__HMPREF0870_01942
ERR1913301.834979__1.834979	363265__R6FQP4__HMPREF0673_00216
ERR1913301.834996__1.834996	454154__G5SQ59__HMPREF9441_01496
ERR1913301.835063__1.835063	166486__D4KXA6__ROSINTL182_05897
ERR1913301.835065__1.835065	39492__D4JW25__EUBSIR_02203
ERR1913301.835134__1.835134	1911679__C4FSB3__VCHSUH03_07835
ERR1913301.835320__1.835320	216816__C5E9A6__mutT4
ERR1913301.835409__1.835409	1262929__R6F1E4__BN691_00073
ERR1913301.835412__1.835412	1262886__R6RDB4__BN563_00049
ERR1913301.835430__1.835430	1262929__R6F6P4__BN691_01423
ERR1913301.835447__1.835447	363265__R7H1Q3__HMPREF0673_02409
ERR1913301.835581__1.835581	166486__A0A173T114__ROSINTL182_05085
ERR1913301.835582__1.835582	1262929__R6FV83__BN691_00675
ERR1913301.835590__1.835590	853__A0A2A7B9I6__DW855_13690
ERR1913301.835605__1.835605	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913301.835620__1.835620	363265__G6AUM0__HMPREF0673_00305
ERR1913301.835702__1.835702	563769__GeneID:6973158
ERR1913301.835736__1.835736	165179__A0A3E5E920__DXB80_11625
ERR1913301.835852__1.835852	165179__R6C330__DXC61_04975
ERR1913301.836054__1.836054	1501391__GCA_000786575.1_00104
ERR1913301.836079__1.836079	1262929__R6F820__BN691_00328
ERR1913301.836144__1.836144	1262992__R5D3W6__BN795_00533
ERR1913301.836382__1.836382	39485__A0A174YVB5__lyc
ERR1913301.836389__1.836389	166486__D4KXJ6__ERS852572_00336
ERR1913301.836466__1.836466	820__A0A396EWL3__ERS417307_03868
ERR1913301.836454__1.836454	823__A0A174LDE8__M096_3277
ERR1913301.836573__1.836573	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913301.836645__1.836645	39491__A0A396FQ67__DXB99_07505
ERR1913301.836684__1.836684	1262929__R6FRR0__BN691_00154
ERR1913301.836838__1.836838	1262936__R7J1I2__BN799_01776
ERR1913301.836942__1.836942	1501391__GCA_000786575.1_00057
ERR1913301.837109__1.837109	165179__A0A3E5E3D6__DXC61_05750
ERR1913301.837156__1.837156	165179__D1PDJ4__DXB80_08505
ERR1913301.837273__1.837273	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913301.837405__1.837405	35833__E5YAP3__HMPREF0179_03264
ERR1913301.837407__1.837407	363265__G6AZB1__HMPREF0673_01975
ERR1913301.837469__1.837469	820__A0A3E4VZY4__ERS852554_01211
ERR1913301.837473__1.837473	1262924__R7HPZ6__BN585_00681
ERR1913301.837512__1.837512	39485__A0A174Z1T6__sfp
ERR1913301.837577__1.837577	1262924__R7HQB3__BN585_00435
ERR1913301.837578__1.837578	165179__D1PDF6__DXB80_12430
ERR1913301.837723__1.837723	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913301.837739__1.837739	2293125__A0A374CIC9__DW917_02045
ERR1913301.837923__1.837923	820__A0A374Q854__HMPREF1073_03281
ERR1913301.837948__1.837948	2022527__A0A264Y3X7__CHL74_13910
ERR1913301.837990__1.837990	39492__D4JU30__EUBSIR_00838
ERR1913301.838023__1.838023	39492__D4JQL8__ywpJ
ERR1913301.838025__1.838025	1262929__R6F5I2__BN691_01051
ERR1913301.838035__1.838035	165179__A0A3E5E643__DXB80_06030
ERR1913301.838071__1.838071	39492__D4JTW7__EUBSIR_00859
ERR1913301.838101__1.838101	39485__R6AKA4__rssA
ERR1913301.838240__1.838240	363265__R6F9Q7__HMPREF0673_00179
ERR1913301.838619__1.838619	28052__R7NCE8__cph2_1
ERR1913301.838654__1.838654	823__A6LDT7__CEQ22_002595
ERR1913301.838666__1.838666	165179__A0A3E5EBQ2__DXC61_01930
ERR1913301.838768__1.838768	363265__R7H0P1__HMPREF0673_01907
ERR1913301.838848__1.838848	410072__A0A3E4GNK4__COPCOM_02769
ERR1913301.838951__1.838951	301302__R5UUM8__ganB_1
ERR1913301.838876__1.838876	39492__D4JUL3__nreC_2
ERR1913301.838918__1.838918	165179__A0A3E5A832__DXC61_13685
ERR1913301.839020__1.839020	165179__A0A3E5E4T9__DXB80_08030
ERR1913301.838984__1.838984	39485__A0A174YNV0__cheW_1
ERR1913301.839043__1.839043	363265__G6AYW2__HMPREF0673_01823
ERR1913301.839117__1.839117	39485__C4Z355__ERS852490_01971
ERR1913301.839189__1.839189	1262929__R6EUN6__BN691_01271
ERR1913301.839318__1.839318	1262886__R6QHT9__BN563_00630
ERR1913301.839354__1.839354	301302__A0A0M6WSS7__ERS852420_02367
ERR1913301.839408__1.839408	357276__A0A076IS73__GV66_00410
ERR1913301.839604__1.839604	1262936__R7IZD7__BN799_01020
ERR1913301.839615__1.839615	394340__group_3173
ERR1913301.839689__1.839689	1262924__R7HRJ9__BN585_00557
ERR1913301.839773__1.839773	1262736__R5YZX5__BN496_00198
ERR1913301.839804__1.839804	39496__A5Z5I2__EUBVEN_00963
ERR1913301.839859__1.839859	363265__G6AUD5__HMPREF0673_00225
ERR1913301.839957__1.839957	165179__D1PEW8__DXB80_13775
ERR1913301.839998__1.839998	1262929__R6EXK1__BN691_00228
ERR1913301.840009__1.840009	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913301.840396__1.840396	454155__F3QQA0__HMPREF9442_00338
ERR1913301.840515__1.840515	820__A0A173YYG4__evgS_3
ERR1913301.840694__1.840694	1262929__R6F558__BN691_01421
ERR1913301.840722__1.840722	33043__A0A173R1J6__rpfG_1
ERR1913301.840732__1.840732	1501391__GCA_000786575.1_00003
ERR1913301.840777__1.840777	301302__R5UQ67__M72_23121
ERR1913301.840901__1.840901	363265__R7GTF4__HMPREF0673_02453
ERR1913301.840890__1.840890	40518__R5DX93__DXD93_03055
ERR1913301.840918__1.840918	39491__C4ZF05__vpr
ERR1913301.840919__1.840919	165179__A0A3E5DWQ1__DXB80_06635
ERR1913301.840958__1.840958	166486__D4KVZ2__cbiT
ERR1913301.841024__1.841024	1262886__R6QNV6__BN563_00627
ERR1913301.841042__1.841042	165179__A0A229I2W6__PREVCOP_04332
ERR1913301.841127__1.841127	301302__A0A173T8V6__ERS852420_01966
ERR1913301.841122__1.841122	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913301.841203__1.841203	1262929__R6F825__BN691_00333
ERR1913301.841262__1.841262	820__A0A396EUU8__luxQ_3
ERR1913301.841284__1.841284	166486__D4L273__ERS852572_01638
ERR1913301.841424__1.841424	1262929__R6F573__BN691_00942
ERR1913301.841745__1.841745	1501391__GCA_000786575.1_00083
ERR1913301.841788__1.841788	360807__A0A0M6WCK5__ROSEINA2194_01361
ERR1913301.841844__1.841844	165179__A0A174SA26__PREVCOP_05758
ERR1913301.841910__1.841910	1262886__R6QD55__BN563_01713
ERR1913301.841929__1.841929	1262929__R6F753__BN691_02112
ERR1913301.842043__1.842043	357276__I9QBT4__GV66_09000
ERR1913301.841997__1.841997	363265__R6EW17__HMPREF0673_02095
ERR1913301.842004__1.842004	165179__R6CNX7__DXB80_02200
ERR1913301.842016__1.842016	165179__D1PGU8__PREVCOP_06463
ERR1913301.842146__1.842146	1262886__R6QBQ5__BN563_01294
ERR1913301.842131__1.842131	39492__B0MPL6__EUBSIR_01779
ERR1913301.842232__1.842232	1262929__R6EZX4__BN691_00295
ERR1913301.842244__1.842244	39492__D4JTI2__ERS852540_00694
ERR1913301.842539__1.842539	39492__D4JTW6__ERS852540_00220
ERR1913301.842542__1.842542	165179__R6C330__DXC61_04975
ERR1913301.842670__1.842670	1262929__R6F9S8__BN691_00485
ERR1913301.842774__1.842774	165179__A0A3E5E920__DXB80_11625
ERR1913301.842883__1.842883	39492__D4JTF2__mutS2
ERR1913301.842910__1.842910	39492__D4JTW6__ERS852540_00220
ERR1913301.842982__1.842982	39492__D4JT68__spoIIIE
ERR1913301.843062__1.843062	1262929__R6EZP7__BN691_00230
ERR1913301.843212__1.843212	410072__C0B5M9__hcp_1
ERR1913301.843189__1.843189	84024__A0A174HZA7__ERS852384_02461
ERR1913301.843292__1.843292	1262929__R6F141__BN691_00686
ERR1913301.843258__1.843258	165179__D1P8Q2__trpF
ERR1913301.843584__1.843584	33043__A0A173YLD4__ERS852575_00535
ERR1913301.843657__1.843657	165179__A0A174W369__PREVCOP_04548
ERR1913301.843617__1.843617	39492__D4JRM9__bglB_2
ERR1913301.843618__1.843618	39492__D4JRM9__bglB_2
ERR1913301.843776__1.843776	626940__R6WNR3__DCQ00_05790
ERR1913301.843878__1.843878	454155__F3QX32__HMPREF9442_02766
ERR1913301.843888__1.843888	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913301.844082__1.844082	39492__D4JQX3__EUBSIR_01310
ERR1913301.844237__1.844237	39492__D4JRR5__ERS852540_02089
ERR1913301.844259__1.844259	301302__R5VFU2__xynA1
ERR1913301.844390__1.844390	28052__A0A174M373__speA_2
ERR1913301.844435__1.844435	39492__D4JT68__spoIIIE
ERR1913301.844499__1.844499	39492__D4JVG7__ERS852540_00946
ERR1913301.844588__1.844588	165179__A0A3E5DWQ1__DXB80_06635
ERR1913301.844628__1.844628	552398__T5S086__HMPREF0866_01580
ERR1913301.844649__1.844649	363265__R6F9Q7__HMPREF0673_00179
ERR1913301.844661__1.844661	28052__A0A174JNB2__ERS852499_01122
ERR1913301.844768__1.844768	165179__D1PCT4__DXB80_09470
ERR1913301.844970__1.844970	165179__D1PEQ5__PREVCOP_05711
ERR1913301.844973__1.844973	1304__J7TGU8__Ssal_02017
ERR1913301.845006__1.845006	165179__A0A3E5E8M8__DXB80_11580
ERR1913301.845042__1.845042	166486__D4KZA5__ERS852572_03317
ERR1913301.845094__1.845094	1501391__GCA_000786575.1_00040
ERR1913301.845247__1.845247	1262929__R6EUN6__BN691_01271
ERR1913301.845259__1.845259	166486__D4KUC4__arcB_1
ERR1913301.845376__1.845376	165179__A0A3E5DV57__DXB80_11400
ERR1913301.845495__1.845495	165179__A0A3E5AER8__DXB80_07075
ERR1913301.845658__1.845658	166486__D4KWT3__ROSINTL182_05973
ERR1913301.845635__1.845635	40518__R5DVL2__penA
ERR1913301.845811__1.845811	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913301.846096__1.846096	823__E1YRQ7__M095_0737
ERR1913301.846144__1.846144	562__P76135__CTY41_23560
ERR1913301.846196__1.846196	2022527__A0A264Y3X7__CHL74_13910
ERR1913301.846281__1.846281	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913301.846396__1.846396	166486__D4KRN9__ERS852572_01822
ERR1913301.846410__1.846410	1262929__R6F594__BN691_01450
ERR1913301.846480__1.846480	360807__C0FNJ9__ERS852392_02898
ERR1913301.846527__1.846527	360807__C0FNJ9__ERS852392_02898
ERR1913301.846630__1.846630	166486__D4KMI6__ERS852572_01515
ERR1913301.846688__1.846688	39492__D4JQX3__EUBSIR_01310
ERR1913301.846709__1.846709	853__A0A2A7B9I6__DW855_13690
ERR1913301.846854__1.846854	853__A0A173YYY4__DWZ04_09420
ERR1913301.847168__1.847168	166486__D4L398__ERS852572_03633
ERR1913301.847244__1.847244	33039__A0A174ZC42__ppaC
ERR1913301.847350__1.847350	39492__D4JTG7__EUBSIR_00572
ERR1913301.847389__1.847389	165179__A0A174SA26__PREVCOP_05758
ERR1913301.847496__1.847496	853__A0A3E2U7E6__ERS852582_01640
ERR1913301.847479__1.847479	166486__D4KZI1__ERS852572_00422
ERR1913301.847542__1.847542	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913301.847569__1.847569	47678__A5ZBL9__C5Z00_18710
ERR1913301.847765__1.847765	165179__A0A174PS14__DXC61_13945
ERR1913301.847783__1.847783	1262929__R6F053__BN691_00334
ERR1913301.847839__1.847839	165179__R6C3K4__PREVCOP_05795
ERR1913301.847841__1.847841	39485__R5ZT06__EUBELI_20526
ERR1913301.847907__1.847907	165179__D1PEW8__DXB80_13775
ERR1913301.847974__1.847974	454155__F3QX11__HMPREF9442_02745
ERR1913301.848052__1.848052	626940__E8LB62__BHW43_02905
ERR1913301.848148__1.848148	40518__R5DYU1__DXD86_01160
ERR1913301.848186__1.848186	1262929__R6F3S2__BN691_00920
ERR1913301.848314__1.848314	28116__E5C3L0__B5F02_21065
ERR1913301.848376__1.848376	384638__B7APN3__BACPEC_00639
ERR1913301.848430__1.848430	166486__D4L0B2__ERS852572_03035
ERR1913301.848493__1.848493	46503__K5ZKR1__dnaB
ERR1913301.848593__1.848593	39492__D4JS06__ERS852540_02297
ERR1913301.848876__1.848876	166486__D4KZP0__ERS852572_00486
ERR1913301.848973__1.848973	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913301.849038__1.849038	39485__C4Z434__tilS
ERR1913301.849047__1.849047	33039__D4M379__selB
ERR1913301.849110__1.849110	39492__D4JVC7__yfgF
ERR1913301.849127__1.849127	1501391__GCA_000786575.1_00081
ERR1913301.849129__1.849129	1262929__R6ETB4__BN691_00101
ERR1913301.849271__1.849271	357276__D1JYA3__BSEG_00395
ERR1913301.849436__1.849436	39492__A0A174ZHV5__msbA_2
ERR1913301.849488__1.849488	39485__R5ZRN3__ERS852490_00208
ERR1913301.849489__1.849489	1501391__GCA_000786575.1_00058
ERR1913301.849547__1.849547	166486__D4KX00__ROSINTL182_07577
ERR1913301.849533__1.849533	166486__D4KZ69__ERS852572_01502
ERR1913301.849591__1.849591	1262929__R6F5G9__BN691_01545
ERR1913301.849613__1.849613	165179__R6CNX7__DXB80_02200
ERR1913301.849737__1.849737	1262929__R6F5G9__BN691_01545
ERR1913301.849850__1.849850	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913301.849868__1.849868	1262929__R6F8L7__BN691_00557
ERR1913301.849977__1.849977	363265__R6EXZ0__HMPREF0673_02525
ERR1913301.850096__1.850096	363265__R6F4I0__HMPREF0673_00778
ERR1913301.850133__1.850133	46503__R6WTW1__NCTC13052_03440
ERR1913301.850136__1.850136	1262929__R6EW44__BN691_01010
ERR1913301.850201__1.850201	1262929__R6F0P0__BN691_00563
ERR1913301.850248__1.850248	166486__D4L456__rpfG_10
ERR1913301.850345__1.850345	1262929__R6FRG9__BN691_01453
ERR1913301.850367__1.850367	74426__nifJ
ERR1913301.850377__1.850377	165179__A0A174IYW3__DXC61_01235
ERR1913301.850408__1.850408	1262741__R6CVQ4__BN697_00413
ERR1913301.850541__1.850541	166486__D4KRN9__ERS852572_01822
ERR1913301.850493__1.850493	360807__A0A1Q6T5F1__fliF
ERR1913301.850709__1.850709	165179__D1PEW8__DXB80_13775
ERR1913301.850788__1.850788	166486__D4L082__yicI_5
ERR1913301.851098__1.851098	39492__D4JU57__EUBSIR_00802
ERR1913301.851138__1.851138	165179__A0A229I4J4__proA
ERR1913301.851203__1.851203	706562__GCA_900112995.1_00651
ERR1913301.851273__1.851273	1262929__R6F558__BN691_01421
ERR1913301.851305__1.851305	1262929__R6EUZ3__BN691_01356
ERR1913301.851486__1.851486	853__A0A173YYY4__DWZ04_09420
ERR1913301.851509__1.851509	165179__A0A229I9X5__CFT61_01205
ERR1913301.851526__1.851526	1501391__GCA_000786575.1_00084
ERR1913301.851555__1.851555	1501391__GCA_000786575.1_00035
ERR1913301.851600__1.851600	165179__A0A174SA26__PREVCOP_05758
ERR1913301.851618__1.851618	165179__W1I4H6__DXB80_13655
ERR1913301.852075__1.852075	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913301.852102__1.852102	39492__A0A174ZYY6__EUBSIR_02510
ERR1913301.852159__1.852159	165179__A0A3E5DWZ6__DXC61_10880
ERR1913301.852259__1.852259	165179__A0A229I7F5__DXB80_02650
ERR1913301.852345__1.852345	853__A0A2A7B9I6__DW855_13690
ERR1913301.852400__1.852400	301302__R5VFU2__xynA1
ERR1913301.852572__1.852572	39492__D4JUD7__EUBSIR_01877
ERR1913301.852584__1.852584	1262929__R6EYQ0__BN691_00631
ERR1913301.852588__1.852588	1608898__A0A369Z466__HMPREF3279_03100
ERR1913301.852632__1.852632	1262929__R6ETI0__BN691_00865
ERR1913301.852644__1.852644	818__Q8A3I3__HMPREF2534_00068
ERR1913301.852912__1.852912	28118__R6FBF6__Odosp_2396
ERR1913301.853057__1.853057	165179__A0A3E5E5H1__DXC61_07220
ERR1913301.853148__1.853148	165179__A0A174W369__PREVCOP_04548
ERR1913301.853302__1.853302	1262929__R6F7V9__BN691_01817
ERR1913301.853405__1.853405	165179__A0A229I1J2__DXB80_03950
ERR1913301.853500__1.853500	165179__A0A3E5EBQ2__DXC61_01930
ERR1913301.853531__1.853531	301302__A0A0M6W9I4__M72_19871
ERR1913301.853651__1.853651	166486__D4L0J8__ROSINTL182_08089
ERR1913301.853680__1.853680	1262924__R7HRJ9__BN585_00557
ERR1913301.853693__1.853693	1262936__R7J144__BN799_01386
ERR1913301.853721__1.853721	39485__A0A174YMI9__cph2_5
ERR1913301.853759__1.853759	626940__E8LCX3__HMPREF9443_00696
ERR1913301.853784__1.853784	301302__R5ULQ3__ERS852420_02626
ERR1913301.853788__1.853788	46506__B0NU72__DXC41_00075
ERR1913301.853826__1.853826	1262929__R6F1E4__BN691_00073
ERR1913301.854190__1.854190	100886__E2NUT9__ERS852383_04033
ERR1913301.854281__1.854281	40518__R5E6U1__yunB
ERR1913301.854252__1.854252	33039__R6PZ42__mprA_2
ERR1913301.854388__1.854388	40518__R5DP61__DXD86_06345
ERR1913301.854427__1.854427	166486__A0A173T114__ROSINTL182_05085
ERR1913301.854514__1.854514	165179__A0A174W369__PREVCOP_04548
ERR1913301.854517__1.854517	384638__B7AT14__BACPEC_01282
ERR1913301.854554__1.854554	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1913301.854585__1.854585	39492__D4JRM4__tap_5
ERR1913301.854599__1.854599	1262929__R6F4H4__BN691_01187
ERR1913301.854683__1.854683	432201__GeneID:14182722
ERR1913301.854724__1.854724	165179__A0A3E5A5E5__DXC61_13965
ERR1913301.854735__1.854735	166486__D4KZP0__ERS852572_00486
ERR1913301.854801__1.854801	166486__C7GAX1__ERS852572_03188
ERR1913301.854818__1.854818	1262929__R6FR28__BN691_01320
ERR1913301.854754__1.854754	28118__F9Z3U6__B5F99_03365
ERR1913301.854756__1.854756	165179__A0A3E5E4T9__DXB80_08030
ERR1913301.854890__1.854890	363265__G6B1Q3__HMPREF0673_02828
ERR1913301.854913__1.854913	39485__C4Z434__tilS
ERR1913301.854954__1.854954	165179__D1P8K1__DXB80_06045
ERR1913301.854977__1.854977	853__D4KAK8__C4N21_13380
ERR1913301.855027__1.855027	1262929__R6F5G9__BN691_01545
ERR1913301.855081__1.855081	1262929__R6F4F7__BN691_01167
ERR1913301.855115__1.855115	165179__A0A3E5A554__DXB80_13805
ERR1913301.855449__1.855449	820__A0A139KIL9__DXC68_05945
ERR1913301.855610__1.855610	39485__A0A174YVS4__EUBELI_00620
ERR1913301.855727__1.855727	820__A0A3E4G493__ERS417307_00253
ERR1913301.855696__1.855696	454155__F3QX41__HMPREF9442_02775
ERR1913301.855799__1.855799	1262929__R6FQI0__BN691_01125
ERR1913301.855996__1.855996	360807__C0G083__ROSEINA2194_04432
ERR1913301.856021__1.856021	363265__R6FUC6__HMPREF0673_00680
ERR1913301.856081__1.856081	165179__A0A3E5A832__DXC61_13685
ERR1913301.856115__1.856115	166486__D4L0J8__ROSINTL182_08089
ERR1913301.856191__1.856191	1262924__R7HKX0__BN585_01279
ERR1913301.856273__1.856273	363265__R6F6E7__HMPREF0673_02119
ERR1913301.856359__1.856359	165179__A0A229I1J2__DXB80_03950
ERR1913301.856372__1.856372	40518__R5DP91__RBL236_00890
ERR1913301.856482__1.856482	1262929__R6F053__BN691_00334
ERR1913301.856644__1.856644	39492__D4JRM9__bglB_2
ERR1913301.856697__1.856697	33043__A0A173YEP6__ERS852575_00888
ERR1913301.856699__1.856699	1262929__R6F4H4__BN691_01187
ERR1913301.856827__1.856827	1262929__R6F5G9__BN691_01545
ERR1913301.857131__1.857131	40518__A0A2N0UUY0__DXD83_02620
ERR1913301.857146__1.857146	1262929__R6F9I6__BN691_00385
ERR1913301.857194__1.857194	363265__R6EW17__HMPREF0673_02095
ERR1913301.857200__1.857200	1262929__R6FT48__BN691_02038
ERR1913301.857279__1.857279	39485__A0A174YZE2__spoIIE
ERR1913301.857295__1.857295	165179__D1P8V8__DXC61_01940
ERR1913301.857381__1.857381	88431__A0A173XSN2__ERS852526_00723
ERR1913301.857490__1.857490	820__A0A174M9V5__M093_0237
ERR1913301.857610__1.857610	166486__D4KX83__ERS852572_01103
ERR1913301.857619__1.857619	301302__A0A0M6WB38__ERS852420_00286
ERR1913301.857869__1.857869	301301__A0A395V6G4__ERS852391_00892
ERR1913301.857931__1.857931	626940__E8LGH2__DCQ00_03540
ERR1913301.857945__1.857945	1262886__R6Q7L1__BN563_00804
