ERR1913171.1__1.1	74426__group_4823
ERR1913171.477198__1.477198	166486__D4KZ45__ROSINTL182_05738
ERR1913171.477294__1.477294	357276__B6VT86__IY41_22515
ERR1913171.477421__1.477421	39488__A0A285PRH2__EUBHAL_01264
ERR1913171.477471__1.477471	357276__B6VXX7__HMPREF1063_02683
ERR1913171.477473__1.477473	818__A0A3E5HDU6__C799_04515
ERR1913171.477533__1.477533	357276__I9R994__BACDOR_04044
ERR1913171.477637__1.477637	820__A0A3E4VXP2__yesR
ERR1913171.477643__1.477643	47678__R5UAI1__BACCAC_01922
ERR1913171.477792__1.477792	39491__R6UMS6__DXD13_07035
ERR1913171.477808__1.477808	820__A7VAS1__HMPREF2141_03259
ERR1913171.477850__1.477850	820__A0A078STJ8__DXC68_04690
ERR1913171.477875__1.477875	357276__I8WEY2__ABI39_04185
ERR1913171.477881__1.477881	33038__A7B333__ERS852409_01424
ERR1913171.478007__1.478007	820__A0A139JRS5__HMPREF1073_04025
ERR1913171.478100__1.478100	47678__R5V127__HMPREF1061_04334
ERR1913171.478188__1.478188	357276__A0A0K2HG61__BACDOR_02028
ERR1913171.478360__1.478360	820__A0A174RFI5__SAMN05444418_12240
ERR1913171.478441__1.478441	84112__F0HMY0__Elen_2940
ERR1913171.478575__1.478575	853__A0A3E2U7E6__ERS852582_01640
ERR1913171.478650__1.478650	418240__A0A173XSX9__ERS852523_01591
ERR1913171.478782__1.478782	357276__A0A076IRZ5__BACDOR_00630
ERR1913171.478894__1.478894	820__A0A3E4IGA7__DXD40_07110
ERR1913171.478996__1.478996	357276__D1JY58__BACDOR_04277
ERR1913171.479033__1.479033	357276__I9QBT7__BSEG_03340
ERR1913171.479141__1.479141	28117__B0MTH2__ALIPUT_00061
ERR1913171.479255__1.479255	820__A0A3E4XM43__DXC91_13960
ERR1913171.479449__1.479449	820__A0A374MXK3__HMPREF1072_00166
ERR1913171.479489__1.479489	357276__I9QWN0__ABI39_00335
ERR1913171.479631__1.479631	360807__A0A0M6WIL3__ERS852444_01365
ERR1913171.479633__1.479633	40518__R5DS23__DXD86_01715
ERR1913171.479662__1.479662	204516__U6R9L2__HMPREF1534_03110
ERR1913171.479687__1.479687	853__A0A174UDE9__C4N25_12775
ERR1913171.479756__1.479756	216816__A0A061M1M5__HMPREF0177_01046
ERR1913171.479824__1.479824	820__A0A3E4W984__pssA
ERR1913171.479884__1.479884	357276__B6W1Y5__IY41_11405
ERR1913171.479908__1.479908	820__A0A396EUU8__luxQ_3
ERR1913171.479912__1.479912	39488__A0A173SKQ5__DXD91_03870
ERR1913171.480013__1.480013	39492__D4JV48__ERS852540_00852
ERR1913171.480049__1.480049	820__A0A3E4RUC4__DHU98_02635
ERR1913171.479970__1.479970	820__A0A174M9V5__M093_0237
ERR1913171.480180__1.480180	357276__E5UTL1__HMPREF1065_03551
ERR1913171.480212__1.480212	1262746__R5SVF6__BN750_00768
ERR1913171.480257__1.480257	357276__A0A076IYE6__IY41_04275
ERR1913171.480487__1.480487	487174__K0WR72__HMPREF9448_02610
ERR1913171.480463__1.480463	853__A0A173XRA8__CGS56_09290
ERR1913171.481106__1.481106	239935__A0A2N8HH03__CXU09_08875
ERR1913171.481072__1.481072	39488__A0A173UYZ4__EHLA_0662
ERR1913171.481235__1.481235	626929__F3PLF4__HMPREF9445_03185
ERR1913171.481403__1.481403	820__A0A174TRB5__DXD40_11305
ERR1913171.481435__1.481435	246787__R6LGB3__BcellWH2_02361
ERR1913171.481524__1.481524	84030__D6DK59__B5F06_00950
ERR1913171.481586__1.481586	40518__R5DQK2__DXD93_03730
ERR1913171.481651__1.481651	357276__E5UTL1__HMPREF1065_03551
ERR1913171.481740__1.481740	47678__A5ZF31__DXB67_11050
ERR1913171.481749__1.481749	28118__F9ZB50__Odosp_2374
ERR1913171.481819__1.481819	820__A0A3E4G3J9__ERS852459_02265
ERR1913171.482024__1.482024	357276__I9R994__BACDOR_04044
ERR1913171.482028__1.482028	820__A0A374Q4X1__HMPREF2141_02370
ERR1913171.482142__1.482142	823__A0A174DZM1__DDY96_10310
ERR1913171.482220__1.482220	357276__A0A076J8M3__ABI39_13695
ERR1913171.482221__1.482221	818__C6ILT7__BSIG_2708
ERR1913171.482390__1.482390	357276__I9QPN0__B5F95_09195
ERR1913171.482394__1.482394	820__A0A396EUU8__luxQ_3
ERR1913171.482399__1.482399	40518__R5DUJ5__DXD83_01635
ERR1913171.482481__1.482481	901__A0A1K1LFD7__DHV46_01840
ERR1913171.482530__1.482530	214856__A0A173ZUI6__ERS852447_00955
ERR1913171.482557__1.482557	818__A0A3E5HN92__C5Z03_22280
ERR1913171.482601__1.482601	626933__H1DGX0__HMPREF9449_01506
ERR1913171.482604__1.482604	820__R9HP61__DXC91_01090
ERR1913171.482819__1.482819	1262930__R6AVG7__BN693_02115
ERR1913171.482875__1.482875	820__A0A3E4VZY4__ERS852554_01211
ERR1913171.482849__1.482849	204516__U6R9E7__HMPREF1534_03313
ERR1913171.482972__1.482972	820__R9I2U8__DXC68_09590
ERR1913171.483003__1.483003	371601__A0A1C7H1Z9__BN890_35950
ERR1913171.483084__1.483084	357276__I9R1V6__DXD47_04125
ERR1913171.483677__1.483677	357276__A0A076J8M3__ABI39_13695
ERR1913171.483718__1.483718	214856__A0A175A6T5__ERS852447_02658
ERR1913171.483750__1.483750	74426__purL
ERR1913171.483762__1.483762	28116__A0A1G8H1M8__DXF98_11065
ERR1913171.483784__1.483784	823__A0A355XEX9__ERS852560_03521
ERR1913171.483873__1.483873	1896974__A0A1Q6H018__BHV77_13175
ERR1913171.483957__1.483957	39496__A5Z5I2__EUBVEN_00963
ERR1913171.483966__1.483966	418240__A0A174EFK2__ERS852478_02213
ERR1913171.484144__1.484144	820__A0A374MXK3__HMPREF1072_00166
ERR1913171.484220__1.484220	47678__A5ZHJ2__DXB67_12405
ERR1913171.484385__1.484385	853__A0A3E2V168__FAEPRAM212_00929
ERR1913171.484368__1.484368	820__A0A3E4G3J9__ERS852459_02265
ERR1913171.484419__1.484419	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913171.484710__1.484710	818__A0A174VDI6__BSIG_1023
ERR1913171.484738__1.484738	40518__R5DT16__ysdC_2
ERR1913171.484817__1.484817	28116__A0A0J9IIV5__M089_5519
ERR1913171.484863__1.484863	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913171.484904__1.484904	39491__A0A173U130__ERE_16110
ERR1913171.485184__1.485184	1262992__R5DA07__BN795_01576
ERR1913171.485216__1.485216	292800__G9YSF9__ERS852504_03368
ERR1913171.485511__1.485511	40518__R5DZB1__DXD83_08840
ERR1913171.485566__1.485566	572010__group_1977
ERR1913171.485547__1.485547	820__A0A3E4HWJ4__DXD40_05945
ERR1913171.485583__1.485583	40518__R5DM08__DXD83_06415
ERR1913171.485650__1.485650	239935__A0A3F3K9J9__DEF40_00940
ERR1913171.485834__1.485834	820__A0A078STJ8__DXC68_04690
ERR1913171.485849__1.485849	821__A0A173XDD3__DXB82_17180
ERR1913171.485851__1.485851	371601__A0A139LNM6__BN891_32770
ERR1913171.485974__1.485974	357276__A0A0K2HDP3__IY41_00705
ERR1913171.485990__1.485990	39486__B0G7K1__HMPREF9457_01526
ERR1913171.486092__1.486092	39486__B0G8H8__DXD10_14350
ERR1913171.486102__1.486102	853__A0A173XRA8__CGS56_09290
ERR1913171.486053__1.486053	820__A0A1T4IYF4__mprA_1
ERR1913171.486181__1.486181	821__A0A396EVC9__DXB90_03525
ERR1913171.486162__1.486162	28117__B0MZ50__ALIPUT_02424
ERR1913171.486279__1.486279	820__A0A3E4G2R7__DXC07_00510
ERR1913171.486259__1.486259	820__A0A174QT76__B5G17_18060
ERR1913171.486530__1.486530	626929__F3PIN4__SAMN05444376_2010
ERR1913171.486560__1.486560	820__A0A174A6K0__M093_0079
ERR1913171.486820__1.486820	40518__R5DVL2__penA
ERR1913171.486886__1.486886	820__A0A174QT76__B5G17_18060
ERR1913171.486939__1.486939	40518__R5DNY7__RBATCC27255_00367
ERR1913171.486954__1.486954	357276__I9R994__BACDOR_04044
ERR1913171.487090__1.487090	820__A0A174QT76__B5G17_18060
ERR1913171.487066__1.487066	357276__A0A1Y4PPG2__B5F95_02305
ERR1913171.487082__1.487082	544645__A0A3E4TER1__DXC42_05460
ERR1913171.487112__1.487112	487174__K0XMA0__HMPREF9448_01432
ERR1913171.487118__1.487118	239935__A0A139TPG3__CXT86_08810
ERR1913171.487140__1.487140	820__R9I2U8__DXC68_09590
ERR1913171.487172__1.487172	39491__C4Z9K7__EUBREC_0050
ERR1913171.487296__1.487296	28116__C3QSX8__SAMN05444282_101331
ERR1913171.487238__1.487238	246787__A0A0P0GCR8__xynD_3
ERR1913171.487239__1.487239	39491__A0A395UWA3__DXB69_11805
ERR1913171.487218__1.487218	39491__A0A395V397__EUR_09960
ERR1913171.487221__1.487221	357276__I8WEY2__ABI39_04185
ERR1913171.487557__1.487557	901__B6WPS9__DHV46_04165
ERR1913171.487686__1.487686	357276__A0A076IYE6__IY41_04275
ERR1913171.487773__1.487773	823__A0A174PDQ0__DXC05_08200
ERR1913171.487784__1.487784	39492__D4JX34__ERS852540_00411
ERR1913171.487939__1.487939	246787__R6KBH9__HMPREF1062_04676
ERR1913171.488002__1.488002	820__A0A173XIP7__B5G17_16050
ERR1913171.488033__1.488033	246787__A0A0P0GCR8__xynD_3
ERR1913171.488260__1.488260	418240__C6JFB3__ERS852523_02503
ERR1913171.488288__1.488288	853__A0A173XRA8__CGS56_09290
ERR1913171.488361__1.488361	204516__U6R9E7__HMPREF1534_03313
ERR1913171.488373__1.488373	28117__R7JMT0__BHV66_05875
ERR1913171.488404__1.488404	310298__B3JQJ5__BACCOP_04231
ERR1913171.488809__1.488809	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1913171.488837__1.488837	204516__U6R9E7__HMPREF1534_03313
ERR1913171.488903__1.488903	371601__D4WBK5__BN891_3970
ERR1913171.489189__1.489189	820__A7V8C2__ERS852554_01338
ERR1913171.489115__1.489115	28117__B0MUL5__ALIPUT_00722
ERR1913171.489349__1.489349	28116__I9JM49__NCTC11153_01044
ERR1913171.489418__1.489418	39491__R6UMS6__DXD13_07035
ERR1913171.489566__1.489566	39491__A0A395ZEN3__DXD95_12655
ERR1913171.489622__1.489622	371601__D7J5N6__HMPREF1074_04460
ERR1913171.489689__1.489689	471189__GCA_003340385.1_00245
ERR1913171.490081__1.490081	820__A0A174FUF0__HMPREF1073_03308
ERR1913171.490119__1.490119	357276__D1JZM4__HMPREF1065_01278
ERR1913171.490253__1.490253	820__A0A173YYG4__evgS_3
ERR1913171.490271__1.490271	1262743__R5C054__BN727_01980
ERR1913171.490432__1.490432	292800__A0A1C7FKU8__B5F52_03705
ERR1913171.490427__1.490427	74426__rpoB
ERR1913171.490510__1.490510	357276__I9G0T7__BACDOR_04266
ERR1913171.490522__1.490522	357276__A0A076IRV2__BACDOR_02822
ERR1913171.490735__1.490735	820__R9I3Q7__HMPREF1072_01668
ERR1913171.490905__1.490905	820__A0A174GYA8__DXB64_07370
ERR1913171.490910__1.490910	166486__D4KWX0__ERS852572_01785
ERR1913171.491013__1.491013	28116__A0A395VRD0__HMPREF1017_03376
ERR1913171.491237__1.491237	166486__D4KNM9__ERS852572_00072
ERR1913171.491258__1.491258	39491__A0A395ZHV7__ykvU
ERR1913171.491351__1.491351	39486__R6SD97__DXD10_02865
ERR1913171.491428__1.491428	371601__D6D5Q9__BN890_35020
ERR1913171.491559__1.491559	418240__A0A174R660__rluD_1
ERR1913171.491588__1.491588	820__A0A3E4RUC4__DHU98_02635
ERR1913171.491601__1.491601	357276__I9QWD4__DXD47_15075
ERR1913171.491721__1.491721	371601__E5CE41__ERS852396_04351
ERR1913171.491746__1.491746	1150298__R7JRC9__ERS852535_00719
ERR1913171.491800__1.491800	39491__A0A173U130__ERE_16110
ERR1913171.491877__1.491877	1262992__R5DA07__BN795_01576
ERR1913171.492129__1.492129	820__A0A173W419__DXC68_17760
ERR1913171.492193__1.492193	820__A0A3E4RU03__M093_0563
ERR1913171.492203__1.492203	39491__A0A396FRK0__ERS852417_00541
ERR1913171.492380__1.492380	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913171.492388__1.492388	853__A0A2A7B9I6__DW855_13690
ERR1913171.492397__1.492397	357276__A0A076IN30__DXD47_09350
ERR1913171.492447__1.492447	649756__L1Q1A0__ERS852425_01427
ERR1913171.492515__1.492515	1263030__R5CUH1__BN705_00716
ERR1913171.492527__1.492527	1550024__G9RWW8__TQ39_12140
ERR1913171.492692__1.492692	820__A0A396EUU8__luxQ_3
ERR1913171.492699__1.492699	823__A0A174KUS4__araC_7
ERR1913171.492720__1.492720	626929__R5K4I0__B5F24_03615
ERR1913171.492752__1.492752	33039__D4M4L0__ERS852577_02891
ERR1913171.492802__1.492802	820__A0A3E4RU03__M093_0563
ERR1913171.492962__1.492962	40518__R5DY73__DXD86_02865
ERR1913171.493003__1.493003	292800__A0A174R932__ERS852518_02126
ERR1913171.493125__1.493125	371601__D6D2M1__CW1_3199
ERR1913171.493170__1.493170	74426__rpoB
ERR1913171.493238__1.493238	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913171.493724__1.493724	820__A7V9F9__B5G17_14640
ERR1913171.493761__1.493761	246787__A0A3D6AZF8__BACCELL_02529
ERR1913171.493800__1.493800	706562__GCA_900112995.1_01175
ERR1913171.493879__1.493879	357276__B6W5Q7__DXD47_13945
ERR1913171.493888__1.493888	820__A0A174I980__gldH
ERR1913171.493889__1.493889	823__A0A355XH29__lolE_1
ERR1913171.493851__1.493851	357276__I9QWN0__ABI39_00335
ERR1913171.493987__1.493987	1262743__R5C054__BN727_01980
ERR1913171.493942__1.493942	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.494021__1.494021	818__A0A3E5HPU8__ERS852430_01891
ERR1913171.494159__1.494159	357276__A0A076IP73__BACDOR_04237
ERR1913171.494235__1.494235	357276__I8WEY2__ABI39_04185
ERR1913171.494251__1.494251	820__A0A139KHX1__HMPREF2141_00289
ERR1913171.494188__1.494188	39491__C4ZCV5__DXB99_11855
ERR1913171.494194__1.494194	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913171.494312__1.494312	820__A0A1T4IY71__HMPREF2141_02402
ERR1913171.494481__1.494481	204516__U6R9E7__HMPREF1534_03313
ERR1913171.494454__1.494454	357276__I9F327__DXD47_22495
ERR1913171.494561__1.494561	357276__I8WBQ9__HMPREF1065_03212
ERR1913171.494564__1.494564	40518__R5DP61__DXD86_06345
ERR1913171.494540__1.494540	357276__A0A076INK2__BSEG_04225
ERR1913171.494630__1.494630	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913171.494652__1.494652	357276__B6VW91__BACDOR_01584
ERR1913171.494885__1.494885	818__A0A0P0F004__SAMN02910322_02925
ERR1913171.494830__1.494830	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.494926__1.494926	40518__R5DXI4__DXD86_07420
ERR1913171.494954__1.494954	820__A0A3E4VZY4__ERS852554_01211
ERR1913171.495226__1.495226	47678__A5ZEX0__DW706_08045
ERR1913171.495268__1.495268	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913171.495194__1.495194	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913171.495316__1.495316	357276__A0A0M1W1I8__ABI39_13620
ERR1913171.495362__1.495362	47678__R5UET0__BACCAC_02656
ERR1913171.495563__1.495563	820__A0A174R952__DXB48_02570
ERR1913171.495744__1.495744	39486__B0G7A3__DXD10_08110
ERR1913171.495838__1.495838	40518__R5E6K5__speA
ERR1913171.495957__1.495957	357276__A0A076IKP7__BACDOR_04239
ERR1913171.495988__1.495988	371601__E5CE41__ERS852396_04351
ERR1913171.495989__1.495989	1262911__R6H054__BN557_00908
ERR1913171.496114__1.496114	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913171.496125__1.496125	47678__A5ZEP5__CGC64_03450
ERR1913171.496188__1.496188	626929__R6LKK1__B5F24_07400
ERR1913171.496337__1.496337	1150298__R7JV71__ERS852498_00755
ERR1913171.496388__1.496388	39491__A0A395UZL1__DXB76_05950
ERR1913171.496585__1.496585	291645__I8WZT8__HMPREF1068_04327
ERR1913171.496639__1.496639	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913171.496873__1.496873	454155__F3QPW2__HMPREF9442_00199
ERR1913171.496929__1.496929	246787__A0A108T429__BACCELL_00192
ERR1913171.497019__1.497019	40518__R5E550__aroK
ERR1913171.497293__1.497293	216816__B3DQ11__APC1466_1528
ERR1913171.497342__1.497342	818__A0A139K1T6__SAMN05216253_11033
ERR1913171.497466__1.497466	357276__A0A076IP73__BACDOR_04237
ERR1913171.497473__1.497473	204516__U6R898__HMPREF1534_03335
ERR1913171.497512__1.497512	39491__C4ZC33__DXC13_11585
ERR1913171.497648__1.497648	820__A0A174Q0F0__DXB48_08080
ERR1913171.497652__1.497652	47678__A5ZHJ2__DXB67_12405
ERR1913171.497946__1.497946	33039__A0A173VTT4__frdB_1
ERR1913171.498068__1.498068	820__A0A3E4FZM1__adaA_2
ERR1913171.498157__1.498157	556259__I0PYM3__BSGG_5385
ERR1913171.498277__1.498277	454154__G5SMP1__HMPREF9441_00617
ERR1913171.498375__1.498375	166486__D4KZ14__inlA_1
ERR1913171.498395__1.498395	357276__B6W5Q7__DXD47_13945
ERR1913171.498502__1.498502	820__R9I3Q7__HMPREF1072_01668
ERR1913171.498543__1.498543	40518__R5DME2__DXD86_07315
ERR1913171.498545__1.498545	28118__F9Z5M1__NCTC10826_02946
ERR1913171.498666__1.498666	39491__A0A395ZG74__licR
ERR1913171.498669__1.498669	818__A0A3E5GXM2__BJP75_025230
ERR1913171.498903__1.498903	818__A0A174WSX6__Btheta7330_01915
ERR1913171.498907__1.498907	371601__C3R2J2__ERS852396_04353
ERR1913171.498945__1.498945	626929__F3PM80__HMPREF9445_02977
ERR1913171.499034__1.499034	357276__C3RA36__HMPREF1065_03270
ERR1913171.499092__1.499092	28118__F9Z6D0__DHW44_12795
ERR1913171.499118__1.499118	649756__B0P3X0__DCR88_11535
ERR1913171.499166__1.499166	292800__A0A174UQD2__B5F52_18205
ERR1913171.499200__1.499200	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913171.499249__1.499249	820__A0A139K426__B5G17_09115
ERR1913171.499292__1.499292	820__A0A139K1Y6__DXB48_02610
ERR1913171.499396__1.499396	1703337__A0A2U0U7Q7__C7379_11089
ERR1913171.499316__1.499316	357276__A0A0K2HI25__DXD47_04465
ERR1913171.499320__1.499320	820__A0A3E4WCC2__lptB_1
ERR1913171.499455__1.499455	820__R9HUV5__HMPREF2141_02582
ERR1913171.499629__1.499629	371601__D0TQ02__CW3_2465
ERR1913171.499660__1.499660	371601__I9ABK9__B5E50_12420
ERR1913171.499786__1.499786	820__A7VAR9__ERS852421_00197
ERR1913171.499705__1.499705	820__A0A374QGD2__ERS852421_02382
ERR1913171.499854__1.499854	28117__B0MXG8__ALIPUT_01814
ERR1913171.500022__1.500022	818__A0A139K1T6__SAMN05216253_11033
ERR1913171.500142__1.500142	39491__A0A0M6WPN4__DXB69_06325
ERR1913171.500275__1.500275	487174__R5EUJ8__DDY40_00460
ERR1913171.500270__1.500270	821__R6F3Y1__SAMN04487923_104318
ERR1913171.500299__1.500299	360807__C0FY61__ERS852444_00016
ERR1913171.500316__1.500316	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913171.500424__1.500424	28117__B0MTY2__BHV66_06485
ERR1913171.500703__1.500703	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913171.500756__1.500756	172901__A0A2U1API3__C8D82_1273
ERR1913171.500836__1.500836	1262992__R5D8P4__BN795_00650
ERR1913171.501081__1.501081	40518__R5DUU8__DXD86_08440
ERR1913171.501159__1.501159	820__A0A139JRH8__HMPREF2141_04326
ERR1913171.501251__1.501251	39491__A0A396FSK3__ERS852417_00383
ERR1913171.501255__1.501255	357276__I9FRW5__B5F95_21685
ERR1913171.501318__1.501318	820__A0A3E4W7J3__DXC07_00330
ERR1913171.501459__1.501459	820__A7V859__ERS852462_00341
ERR1913171.501534__1.501534	74426__pta
ERR1913171.501866__1.501866	28116__A0A139L3C0__C5Z02_05550
ERR1913171.502121__1.502121	552398__F4XHU2__HMPREF0866_03196
ERR1913171.502107__1.502107	39496__A5ZAD6__EUBVEN_02683
ERR1913171.502170__1.502170	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913171.502196__1.502196	823__D7IRG1__NCTC11152_02276
ERR1913171.502409__1.502409	39486__B0G7Q6__DXD18_07840
ERR1913171.502356__1.502356	39492__D4JWM0__atpF
ERR1913171.502363__1.502363	446660__GCA_003428235.1_01544
ERR1913171.502640__1.502640	204516__U6RPN2__HMPREF1534_00368
ERR1913171.502661__1.502661	357276__E5UTL1__HMPREF1065_03551
ERR1913171.502671__1.502671	246787__A0A3D6AV26__BcellWH2_02579
ERR1913171.502678__1.502678	820__A0A374Q8T2__DXB64_16190
ERR1913171.502685__1.502685	357276__B6W5Q7__DXD47_13945
ERR1913171.502834__1.502834	88431__A6BF91__ERS852573_01159
ERR1913171.502807__1.502807	556259__E5C690__BSGG_1431
ERR1913171.503047__1.503047	357276__D1K3K9__EL88_23995
ERR1913171.503070__1.503070	357276__I9R994__BACDOR_04044
ERR1913171.503077__1.503077	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913171.503109__1.503109	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913171.503122__1.503122	28117__B0MUY3__BHV66_00515
ERR1913171.503142__1.503142	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913171.503324__1.503324	357276__C3R5A0__B5F00_02960
ERR1913171.503351__1.503351	166486__D4KXK8__xynB_1
ERR1913171.503391__1.503391	1262989__R6Y2G4__BN815_01491
ERR1913171.503508__1.503508	39491__A0A395V0X2__EUBREC_3007
ERR1913171.503559__1.503559	28117__B0MU76__ALIPUT_00202
ERR1913171.503703__1.503703	28117__B0MTH2__ALIPUT_00061
ERR1913171.503918__1.503918	820__A0A3E4VZT7__DXB48_16145
ERR1913171.504102__1.504102	357276__A0A076IRZ5__BACDOR_00630
ERR1913171.504182__1.504182	33038__A0A396G4S6__CDL21_13680
ERR1913171.504151__1.504151	239935__R7DVW2__CXU02_03915
ERR1913171.504152__1.504152	371601__E5CE41__ERS852396_04351
ERR1913171.504200__1.504200	357276__A0A076IYE6__IY41_04275
ERR1913171.504359__1.504359	820__A0A3E5BMG9__DXD40_05130
ERR1913171.504370__1.504370	292800__A0A1C7FN63__ERS852544_00989
ERR1913171.504378__1.504378	820__A7V092__hldE
ERR1913171.504309__1.504309	357276__D1K3K9__EL88_23995
ERR1913171.504438__1.504438	357276__I9FTR0__HMPREF1065_02861
ERR1913171.504619__1.504619	28116__A7M0W7__SAMN05444282_11172
ERR1913171.504770__1.504770	820__A0A174Q0F0__DXB48_08080
ERR1913171.504942__1.504942	47678__R5UGC2__ERS852494_02070
ERR1913171.504943__1.504943	820__A0A3E4HWJ4__DXD40_05945
ERR1913171.505059__1.505059	28117__B0MYP3__BHV66_04995
ERR1913171.505061__1.505061	820__A0A3E4XM43__DXC91_13960
ERR1913171.505161__1.505161	820__A0A374Q854__HMPREF1073_03281
ERR1913171.505179__1.505179	823__A0A355XLT7__HMPREF1075_03402
ERR1913171.505204__1.505204	39491__A0A2U2EKL1__ERS852580_00911
ERR1913171.505225__1.505225	357276__A0A076IS26__EL88_15950
ERR1913171.505248__1.505248	820__A0A174DZ97__SAMN05444418_101240
ERR1913171.505374__1.505374	820__A0A174F0C1__nreB
ERR1913171.505416__1.505416	357276__B6W1Y5__IY41_11405
ERR1913171.505432__1.505432	33039__A0A174Z5I4__ERS852424_00154
ERR1913171.505470__1.505470	823__A0A355XLT7__HMPREF1075_03402
ERR1913171.505483__1.505483	544645__A0A1Y3W1L7__DXC42_19080
ERR1913171.505504__1.505504	246787__R6LGA6__tmoS_11
ERR1913171.505858__1.505858	246787__A0A3D6AV26__BcellWH2_02579
ERR1913171.506165__1.506165	357276__A0A0K2HDP3__IY41_00705
ERR1913171.506182__1.506182	820__A0A139KJR5__M093_4469
ERR1913171.506255__1.506255	823__A0A355XN36__DXB14_02385
ERR1913171.506270__1.506270	820__R9I324__HMPREF2141_02414
ERR1913171.506417__1.506417	818__A0A3E5HWN5__BSIG_3066
ERR1913171.506420__1.506420	246787__A0A3D6AV26__BcellWH2_02579
ERR1913171.506502__1.506502	371601__I9UMY2__DXD03_18740
ERR1913171.506778__1.506778	39491__A0A173SH34__EUR_24920
ERR1913171.506718__1.506718	246787__A0A0P0G684__cirA_10
ERR1913171.506720__1.506720	357276__I9G0T7__BACDOR_04266
ERR1913171.506738__1.506738	40518__R5DME2__DXD86_07315
ERR1913171.506841__1.506841	357276__A6L053__ABI39_04450
ERR1913171.506796__1.506796	39488__C0ES56__DXD91_10565
ERR1913171.506940__1.506940	357276__C3REQ8__GV66_09740
ERR1913171.506928__1.506928	820__A0A139K4W1__M093_0353
ERR1913171.506959__1.506959	40518__R5E1J2__DXD93_04070
ERR1913171.506981__1.506981	357276__D1JZM4__HMPREF1065_01278
ERR1913171.507081__1.507081	823__D0T9Q9__M095_2648
ERR1913171.507101__1.507101	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913171.507149__1.507149	47678__R5UU25__DXB67_16190
