ERR1913261.83__1.83	1150298__A0A174AM35__ERS852498_00645
ERR1913261.742318__1.742318	28117__B0MUB3__ALIPUT_00727
ERR1913261.742286__1.742286	214856__I3YK71__ERS852559_02472
ERR1913261.742372__1.742372	39491__C4Z9E9__T1815_12341
ERR1913261.742383__1.742383	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913261.742409__1.742409	301302__A0A173UT39__M72_23901
ERR1913261.742584__1.742584	39491__D6E408__EUBREC_1466
ERR1913261.742714__1.742714	1262911__R6GKS1__BN557_00184
ERR1913261.742833__1.742833	28117__B0MVL2__BHV66_01645
ERR1913261.742837__1.742837	853__A0A173YYY4__DWZ04_09420
ERR1913261.743038__1.743038	1263000__R5EV67__BN466_01611
ERR1913261.743255__1.743255	39491__A0A396FGM9__fliU_1
ERR1913261.743277__1.743277	1262922__R6E8Y1__BN487_01778
ERR1913261.743287__1.743287	2108523__A0A2P2FDD8__LAWASA_4079
ERR1913261.743697__1.743697	1262922__R6EVQ0__BN487_00762
ERR1913261.743857__1.743857	823__A0A174U5E4__BDI_3390
ERR1913261.743940__1.743940	1262922__R6DZZ7__BN487_00771
ERR1913261.744022__1.744022	1099853__U5CKV1__NSB1T_12505
ERR1913261.744124__1.744124	1160721__R6U5L6__RBI_I01802
ERR1913261.744203__1.744203	28117__R7JLL3__ALIPUT_02219
ERR1913261.744340__1.744340	46228__V8C3Z1__RUMLAC_02619
ERR1913261.744425__1.744425	823__A0A355XPA0__DXB14_05710
ERR1913261.744840__1.744840	1262922__R6ECP0__BN487_01268
ERR1913261.745024__1.745024	853__A0A173T0Y8__CGS54_07215
ERR1913261.745091__1.745091	28117__R7JJM9__ALIPUT_00662
ERR1913261.745112__1.745112	39491__A0A396FJV5__ERS852417_00035
ERR1913261.745165__1.745165	2108523__A0A2P2FCH7__LAWASA_3739
ERR1913261.745256__1.745256	39491__C4Z9K0__DXD95_07445
ERR1913261.745282__1.745282	39483__U2P8M2__B5G15_08570
ERR1913261.745316__1.745316	1262922__R6E2E4__BN487_00734
ERR1913261.745513__1.745513	39491__A0A396FF66__DXD95_01810
ERR1913261.745657__1.745657	821__A0A395UNT8__DXD64_15275
ERR1913261.745699__1.745699	39491__C4ZC33__DXC13_11585
ERR1913261.745813__1.745813	649756__B0P0W3__ERS852571_01929
ERR1913261.745832__1.745832	28117__R7JMT0__BHV66_05875
ERR1913261.745884__1.745884	39491__A0A173SH34__EUR_24920
ERR1913261.745890__1.745890	1501391__GCA_000786575.1_00024
ERR1913261.746007__1.746007	160404__A0A1M6VQ66__B5G26_10310
ERR1913261.746141__1.746141	28117__B0N028__BHV66_05935
ERR1913261.746460__1.746460	46228__V8C484__HMPREF1202_01707
ERR1913261.746461__1.746461	46228__V8C484__HMPREF1202_01707
ERR1913261.746839__1.746839	1262933__R7PAZ2__BN736_00114
ERR1913261.746885__1.746885	2137880__A0A316NNA8__DBY21_07440
ERR1913261.747055__1.747055	487174__R5EUJ8__DDY40_00460
ERR1913261.747256__1.747256	1262922__R6E3X2__BN487_01003
ERR1913261.747693__1.747693	853__A0A2A7B9I6__DW855_13690
ERR1913261.748036__1.748036	821__A0A174V2F3__NCTC10583_01474
ERR1913261.747992__1.747992	338188__C9KYW9__ERS852397_01315
ERR1913261.748121__1.748121	46228__V8C5S1__RUMLAC_02063
ERR1913261.748133__1.748133	28117__B0MTH2__ALIPUT_00061
ERR1913261.748115__1.748115	39491__A0A395UYL9__ERS852417_00624
ERR1913261.748152__1.748152	821__A6KZK3__ERS852457_04265
ERR1913261.748199__1.748199	1262922__R6EBP8__BN487_00770
ERR1913261.748207__1.748207	39485__C4Z434__tilS
ERR1913261.748220__1.748220	46503__R6WYJ8__DXB85_13825
ERR1913261.748726__1.748726	33039__D4M4L7__ripA
ERR1913261.748770__1.748770	1262922__R6E8C9__BN487_00223
ERR1913261.749081__1.749081	39491__A0A395ZDC6__addB
ERR1913261.749083__1.749083	40518__R5DYU1__DXD86_01160
ERR1913261.749105__1.749105	39491__A0A396FRK0__ERS852417_00541
ERR1913261.749193__1.749193	46228__B5CPY3__DXD17_03535
ERR1913261.749198__1.749198	39491__A0A173SH34__EUR_24920
ERR1913261.749498__1.749498	823__A0A395YXR9__M091_4086
ERR1913261.749617__1.749617	853__A0A2J4JL53__CRH10_10795
ERR1913261.749657__1.749657	1150298__R7JRC8__ERS852535_02456
ERR1913261.749676__1.749676	394340__group_1007
ERR1913261.749678__1.749678	1262922__R6E5H3__BN487_01250
ERR1913261.749684__1.749684	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913261.749687__1.749687	39491__A0A174EQV2__DXB69_10230
ERR1913261.749704__1.749704	29361__B6FKH5__CLONEX_00621
ERR1913261.749710__1.749710	39491__A0A395UXH0__EUBREC_0021
ERR1913261.749734__1.749734	357276__C3R9Y0__HMPREF1064_01889
ERR1913261.749977__1.749977	823__A0A395YXR9__M091_4086
ERR1913261.750350__1.750350	28118__F9Z751__DHW44_02965
ERR1913261.750493__1.750493	28117__R7JIJ8__BHV66_01635
ERR1913261.750516__1.750516	1262922__R6E290__BN487_01114
ERR1913261.750714__1.750714	1262922__R6DXH2__BN487_00387
ERR1913261.750849__1.750849	160404__A0A1M6TID5__B5G26_14310
ERR1913261.750825__1.750825	1262922__R6E5W2__BN487_01361
ERR1913261.750807__1.750807	1262922__R6F3P6__BN487_01980
ERR1913261.750930__1.750930	301302__A0A173T010__M72_26571
ERR1913261.750895__1.750895	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913261.751005__1.751005	39491__A0A395V0H3__ERS852417_01192
ERR1913261.751057__1.751057	28117__B0MVL2__BHV66_01645
ERR1913261.751161__1.751161	28117__R7JLL3__ALIPUT_02219
ERR1913261.751129__1.751129	35833__E5Y8N1__HMPREF0179_02549
ERR1913261.751171__1.751171	823__A0A355XLS2__ERS852380_02644
ERR1913261.751343__1.751343	1262824__R6RV20__BN719_01988
ERR1913261.751443__1.751443	1262922__R6E6U3__BN487_00260
ERR1913261.751444__1.751444	1262922__R6E6U3__BN487_00260
ERR1913261.751594__1.751594	39491__A0A396FRE7__EUR_27520
ERR1913261.751565__1.751565	28117__B0MY34__BHV66_05195
ERR1913261.751687__1.751687	649756__D4MWN6__ERS852571_00821
ERR1913261.751766__1.751766	28117__B0MWX3__BHV66_03010
ERR1913261.751840__1.751840	39491__A0A173U0X0__DXB72_05865
ERR1913261.751948__1.751948	39491__D4JMW8__ERS852497_01971
ERR1913261.751949__1.751949	39491__D4JMW8__ERS852497_01971
ERR1913261.752018__1.752018	28117__B0MWP2__ALIPUT_01468
ERR1913261.752129__1.752129	1150298__A0A174PC05__ERS852498_00682
ERR1913261.752374__1.752374	28117__R7JN92__BHV66_00550
ERR1913261.752361__1.752361	39485__C4Z1Y9__EUBELI_00143
ERR1913261.752546__1.752546	214856__R6YC22__ERS852447_01215
ERR1913261.752717__1.752717	1262922__R6E3S7__BN487_01394
ERR1913261.752789__1.752789	28117__B0MWC6__BHV66_00965
ERR1913261.752928__1.752928	1263000__R5EDV4__BN466_01097
ERR1913261.752922__1.752922	2108523__A0A2P2FCH9__LAWASA_3756
ERR1913261.752954__1.752954	2108523__A0A2P2FCY3__LAWASA_3926
ERR1913261.753097__1.753097	1262922__R6E8V3__BN487_01763
ERR1913261.753217__1.753217	1304__F8LKP1__TZ99_00769
ERR1913261.753383__1.753383	1550024__G9RWQ7__ASJ35_03880
ERR1913261.753575__1.753575	39491__A0A395ZEI6__ERE_07950
ERR1913261.753915__1.753915	46503__K5ZX50__dnaG_1
ERR1913261.754200__1.754200	301302__A0A173TZN3__M72_00321
ERR1913261.754212__1.754212	1465754__A0A1H4FGH5__SAMN05444145_11058
ERR1913261.754234__1.754234	28116__A7LS06__HMPREF2532_04668
ERR1913261.754258__1.754258	39491__A0A395ZEN3__DXD95_12655
ERR1913261.754473__1.754473	39491__C4ZCV7__ERE_23110
ERR1913261.754484__1.754484	39485__R5ZVC3__ERS852490_00250
ERR1913261.754532__1.754532	1501391__GCA_000786575.1_00024
ERR1913261.754616__1.754616	39491__A0A395UZ89__DXB72_12805
ERR1913261.754670__1.754670	328814__GCA_004558275.1_00062
ERR1913261.754765__1.754765	1262922__R6E5U1__BN487_01344
ERR1913261.754921__1.754921	823__A0A174KUS4__araC_7
ERR1913261.755171__1.755171	1262922__R6E3T8__BN487_00972
ERR1913261.755320__1.755320	39491__A0A396FNP1__DXD95_06025
ERR1913261.755552__1.755552	1263064__GCA_000431175.1_00408
ERR1913261.755654__1.755654	39491__A0A395ZBQ4__cph2_2
ERR1913261.755711__1.755711	39491__A0A395ZFH9__ERS852417_01193
ERR1913261.755687__1.755687	823__A0A355XLS2__ERS852380_02644
ERR1913261.755910__1.755910	821__A0A3E4HP25__SAMN04487923_102450
ERR1913261.755993__1.755993	39491__A0A395ZDC6__addB
ERR1913261.755982__1.755982	39491__A0A396FSN2__EUBREC_0707
ERR1913261.756158__1.756158	214856__I3YMN6__Alfi_1938
ERR1913261.756219__1.756219	1262922__R6ECW3__BN487_01323
ERR1913261.756385__1.756385	823__A0A078TL61__ERS852429_00610
ERR1913261.756487__1.756487	28117__B0MXG8__ALIPUT_01814
ERR1913261.756554__1.756554	28117__B0N007__BHV66_10275
ERR1913261.756579__1.756579	40518__R5DT16__ysdC_2
ERR1913261.756645__1.756645	1262922__R6EDI1__BN487_01092
ERR1913261.756682__1.756682	214856__A0A173YXX1__ERS852559_01651
ERR1913261.756835__1.756835	28117__B0MXG8__ALIPUT_01814
ERR1913261.757028__1.757028	1150298__A0A174DQT6__ERS852498_00506
ERR1913261.757186__1.757186	39491__A0A395V6A3__DXB69_00505
ERR1913261.757196__1.757196	1262922__R6EXS9__BN487_01090
ERR1913261.757292__1.757292	853__A0A173YYY4__DWZ04_09420
ERR1913261.757454__1.757454	1262933__R7PCN4__BN736_01780
ERR1913261.757461__1.757461	40518__R5DUG7__sbcC
ERR1913261.757562__1.757562	1262989__R6YA50__BN815_01999
ERR1913261.757744__1.757744	301302__R5UTG6__M72_25801
ERR1913261.757923__1.757923	28117__B0MY82__BHV66_04755
ERR1913261.757984__1.757984	1262922__R6E5H3__BN487_01250
ERR1913261.758015__1.758015	39491__A0A396FRK0__ERS852417_00541
ERR1913261.758121__1.758121	39491__A0A395UYL9__ERS852417_00624
ERR1913261.758145__1.758145	39491__A0A395UZZ5__htpG_1
ERR1913261.758151__1.758151	40518__R5DSI5__fieF
ERR1913261.758165__1.758165	39491__A0A395V0H3__ERS852417_01192
ERR1913261.758780__1.758780	39491__A0A395V297__EUR_01010
ERR1913261.759019__1.759019	39485__A0A175A023__yhhT
ERR1913261.759324__1.759324	39491__D6E2U1__EUBREC_3278
ERR1913261.759478__1.759478	1262922__R6EF32__BN487_01642
ERR1913261.759585__1.759585	1465754__A0A1H4ALT3__SAMN05444145_10352
ERR1913261.759635__1.759635	1262933__R7PBZ0__BN736_00523
ERR1913261.759654__1.759654	853__A0A173YYY4__DWZ04_09420
ERR1913261.759814__1.759814	39491__A0A3E4E7C5__DXB69_03255
ERR1913261.759820__1.759820	39491__A0A396FRE7__EUR_27520
ERR1913261.759917__1.759917	823__A0A355XEX9__ERS852560_03521
ERR1913261.759961__1.759961	823__A0A395YRW4__DD466_15895
ERR1913261.760346__1.760346	1550024__G9RX78__TQ39_04855
ERR1913261.760492__1.760492	853__A0A173XRA8__CGS56_09290
ERR1913261.760646__1.760646	35833__E5Y6S3__HMPREF0179_01886
ERR1913261.760710__1.760710	328814__GCA_004558275.1_00076
ERR1913261.760807__1.760807	818__A0A174TT69__SAMN02910322_02680
ERR1913261.760823__1.760823	1262922__R6E5N1__BN487_01313
ERR1913261.760887__1.760887	823__A0A078TE44__DD466_14830
ERR1913261.760893__1.760893	39491__A0A395V0H6__ERS852580_02570
ERR1913261.760921__1.760921	823__A0A355XEX9__ERS852560_03521
ERR1913261.761051__1.761051	39491__A0A396FUZ3__phoR_1
ERR1913261.761066__1.761066	1262922__R6EG39__BN487_01800
ERR1913261.761223__1.761223	39491__C4Z9K7__EUBREC_0050
ERR1913261.761289__1.761289	39491__A0A396FM36__DXB99_00820
ERR1913261.761560__1.761560	853__R6QDR1__C4N27_08170
ERR1913261.761658__1.761658	160404__A0A1M6YE16__B5G26_14060
ERR1913261.762109__1.762109	1262933__R7PCN4__BN736_01780
ERR1913261.762142__1.762142	487174__R5F3K6__DDY40_04230
ERR1913261.762155__1.762155	39491__A0A395ZEN3__DXD95_12655
ERR1913261.762344__1.762344	1848158__A0A1E3C344__A7W90_15845
ERR1913261.762451__1.762451	39491__D4JMW8__ERS852497_01971
ERR1913261.763194__1.763194	1262922__R6EF32__BN487_01642
ERR1913261.763446__1.763446	39491__D4JMW8__ERS852497_01971
ERR1913261.763822__1.763822	40518__R5E4Y8__RBATCC27255_01448
ERR1913261.763887__1.763887	39491__R6UMS6__DXD13_07035
ERR1913261.763894__1.763894	1262933__R7PCH9__BN736_01779
ERR1913261.764162__1.764162	823__A0A069S0G2__DXB14_03195
ERR1913261.764243__1.764243	39488__A0A285PPV7__DXD91_14610
ERR1913261.764347__1.764347	821__R6F3Y1__SAMN04487923_104318
ERR1913261.764358__1.764358	39491__A0A2U2EI54__DXD95_12010
ERR1913261.764458__1.764458	214856__A0A175A6T5__ERS852447_02658
ERR1913261.764616__1.764616	1501391__GCA_000786575.1_00144
ERR1913261.764905__1.764905	823__A6LC27__DXB14_11470
ERR1913261.764981__1.764981	39485__R5ZQJ7__yniC
ERR1913261.765253__1.765253	821__I9R3W6__DXC16_12455
ERR1913261.765342__1.765342	1262922__R6E9Q9__BN487_00767
ERR1913261.765472__1.765472	1965588__A0A1Y4GY61__B5F36_14200
ERR1913261.765504__1.765504	1262922__R6EDI1__BN487_01092
ERR1913261.765565__1.765565	166486__D4KWT3__ROSINTL182_05973
ERR1913261.765845__1.765845	39491__A0A395ZL98__DXB99_00620
ERR1913261.765974__1.765974	2137880__A0A316NL05__DBY21_08725
ERR1913261.766148__1.766148	40518__R5DT16__ysdC_2
ERR1913261.766309__1.766309	2137880__A0A316NNA9__DBY21_07380
ERR1913261.766353__1.766353	1965586__A0A1Y4HM59__B5F34_07730
ERR1913261.766402__1.766402	1262922__R6EEP0__BN487_01314
ERR1913261.766553__1.766553	46228__B5CPX5__RUMLAC_01520
ERR1913261.766711__1.766711	28118__R6FCY1__DER54_07335
ERR1913261.766978__1.766978	1150298__A0A174S4G4__dacB_1
ERR1913261.767083__1.767083	1150298__A0A174S2H3__spoIIQ
ERR1913261.767094__1.767094	28117__B0MU76__ALIPUT_00202
ERR1913261.767315__1.767315	823__A0A355XGQ3__prmC
ERR1913261.767479__1.767479	39491__A0A174LTW7__DXD13_08720
ERR1913261.767549__1.767549	823__A0A395YY84__DXC05_19515
ERR1913261.767807__1.767807	39491__A0A174G6M3__DXD13_14470
ERR1913261.768026__1.768026	40518__R5DZ16__DXD86_01455
ERR1913261.768301__1.768301	44742__A0A0X8JHP9__AXF13_01270
ERR1913261.768313__1.768313	1263000__R5ESM1__BN466_01440
ERR1913261.768499__1.768499	1262922__R6E9J4__BN487_00738
ERR1913261.768597__1.768597	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913261.768679__1.768679	39491__A0A396FNY7__LD38_16155
ERR1913261.768713__1.768713	820__A0A139JV05__B5G17_18125
ERR1913261.768996__1.768996	1501391__GCA_000786575.1_00107
ERR1913261.769065__1.769065	1262922__R6E3S7__BN487_01394
ERR1913261.769293__1.769293	853__C7H1R8__DW905_06675
ERR1913261.769372__1.769372	2108523__A0A2P2FCI8__LAWASA_3772
ERR1913261.769450__1.769450	39491__D4JMW8__ERS852497_01971
ERR1913261.769457__1.769457	39491__C4ZF05__vpr
ERR1913261.769461__1.769461	394340__nrdD
ERR1913261.769778__1.769778	1262922__R6E0J0__BN487_00426
ERR1913261.770016__1.770016	1262922__R6E3X2__BN487_01003
ERR1913261.769986__1.769986	823__A0A174PLE5__DXD05_03010
ERR1913261.769990__1.769990	39485__A0A174ZTY8__ycfH
ERR1913261.770114__1.770114	28117__B0MXG8__ALIPUT_01814
ERR1913261.770187__1.770187	1262922__R6E219__BN487_00678
ERR1913261.770284__1.770284	823__A0A174U5E4__BDI_3390
ERR1913261.770340__1.770340	1099853__R7DGD2__NSB1T_01240
ERR1913261.770297__1.770297	214856__A0A174H6R3__ERS852447_02809
ERR1913261.770583__1.770583	328814__GCA_004558275.1_00059
ERR1913261.770589__1.770589	1262922__R6E682__BN487_01726
ERR1913261.770723__1.770723	556259__E5CHM7__BSGG_4950
ERR1913261.770732__1.770732	39491__A0A396FJJ9__DXB76_11995
ERR1913261.770893__1.770893	239935__A0A139TPD4__CXT86_06450
ERR1913261.771134__1.771134	2108523__A0A2P2FCZ3__LAWASA_3939
ERR1913261.771202__1.771202	1150298__R7JUS2__ERS852498_02193
ERR1913261.771314__1.771314	39485__A0A174ZLH6__EUBELI_01564
ERR1913261.771782__1.771782	1150298__A0A174B7I7__ERS852535_01258
ERR1913261.771997__1.771997	1262989__R6YHS7__BN815_02113
ERR1913261.772175__1.772175	39491__D4JMW8__ERS852497_01971
ERR1913261.772320__1.772320	2137880__A0A316P3R2__DBY21_00215
ERR1913261.772334__1.772334	28117__B0MXL6__ALIPUT_01851
ERR1913261.772402__1.772402	39491__R6TQ09__DXC13_03010
ERR1913261.772423__1.772423	1965537__A0A1Y4WQD4__B5E42_02755
ERR1913261.772511__1.772511	1160721__W0U3Z9__RBI_I00543
ERR1913261.772661__1.772661	1262922__R6EDI1__BN487_01092
ERR1913261.772682__1.772682	1501391__GCA_000786575.1_00006
ERR1913261.772702__1.772702	39491__A0A396FRK0__ERS852417_00541
ERR1913261.772755__1.772755	821__A0A0P0LQT3__DXC03_05050
ERR1913261.773018__1.773018	39491__A0A396FJJ9__DXB76_11995
ERR1913261.773172__1.773172	39491__C4Z9D4__DXD95_00055
ERR1913261.773445__1.773445	28117__R7JIJ8__BHV66_01635
ERR1913261.773362__1.773362	39491__A0A174G6M3__DXD13_14470
ERR1913261.773370__1.773370	853__A0A2J4JL53__CRH10_10795
ERR1913261.773608__1.773608	1262922__R6E682__BN487_01726
ERR1913261.773772__1.773772	360807__A0A174EVF2__RIL183_27331
ERR1913261.773899__1.773899	1262933__R7PAM5__BN736_01124
ERR1913261.773911__1.773911	39491__A0A396FGM9__fliU_1
ERR1913261.774212__1.774212	39491__C4Z8S1__DXB76_06750
ERR1913261.774285__1.774285	39491__A0A395UWA3__DXB69_11805
ERR1913261.774301__1.774301	216816__B3DQ11__APC1466_1528
ERR1913261.774493__1.774493	28118__F9Z4Y7__DF785_06945
ERR1913261.774590__1.774590	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913261.774579__1.774579	823__A0A355XEX9__ERS852560_03521
ERR1913261.774679__1.774679	1262922__R6E5U1__BN487_01344
ERR1913261.774688__1.774688	33039__A0A174YCL2__ERS852424_00029
ERR1913261.774703__1.774703	328814__GCA_004558275.1_00058
ERR1913261.774796__1.774796	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913261.774799__1.774799	1150298__A0A174LTU2__recX
ERR1913261.774856__1.774856	39491__A0A396FMF1__EUR_28700
ERR1913261.774870__1.774870	39491__A0A173TAZ5__DXB99_09520
ERR1913261.774841__1.774841	1262922__R6E5H3__BN487_01250
ERR1913261.774981__1.774981	2108523__A0A2P2FCI3__LAWASA_3749
ERR1913261.775035__1.775035	1262922__R6E219__BN487_00678
ERR1913261.775024__1.775024	1262922__R6E8V3__BN487_01763
ERR1913261.775156__1.775156	39496__A5Z5I2__EUBVEN_00963
ERR1913261.775185__1.775185	1262933__R7PBZ0__BN736_00523
ERR1913261.775447__1.775447	1262922__R6E736__BN487_01852
ERR1913261.775554__1.775554	823__A0A355XLS2__ERS852380_02644
ERR1913261.775614__1.775614	328814__GCA_004558275.1_00063
ERR1913261.775665__1.775665	487174__K0X2Q8__DDY40_04590
ERR1913261.775692__1.775692	39485__A0A174ZPH7__ERS852490_01992
ERR1913261.775823__1.775823	328814__GCA_004558275.1_00128
ERR1913261.775789__1.775789	39491__D6E118__DXB69_05765
ERR1913261.775792__1.775792	820__A0A374Q1D8__SAMN05444418_112114
ERR1913261.775987__1.775987	487174__K0X694__DIT83_09060
ERR1913261.775974__1.775974	487174__W0ES49__HMPREF9448_00709
ERR1913261.776094__1.776094	1262882__R5MIY9__BN519_01097
ERR1913261.776119__1.776119	1262922__R6EIW5__BN487_01923
ERR1913261.776434__1.776434	39491__A0A395V464__EUBREC_1509
ERR1913261.776510__1.776510	328814__GCA_004558275.1_00135
ERR1913261.776512__1.776512	39491__A0A395ZJZ1__LD38_01870
ERR1913261.776604__1.776604	214856__I3YMN6__Alfi_1938
ERR1913261.776640__1.776640	853__A0A2A7B9I6__DW855_13690
ERR1913261.776944__1.776944	1262922__R6E736__BN487_01852
ERR1913261.777223__1.777223	671267__R9I7B5__C802_04018
ERR1913261.777432__1.777432	28117__B0MTH2__ALIPUT_00061
ERR1913261.777494__1.777494	2108523__A0A2P2FDD0__LAWASA_4016
ERR1913261.777573__1.777573	1262922__R6EHA3__BN487_01987
ERR1913261.777663__1.777663	853__A0A2A7B1Y7__C7K05_11930
ERR1913261.777833__1.777833	2137880__A0A316NIX6__DBY21_09290
ERR1913261.778088__1.778088	823__A6LBY1__ERS852380_00510
ERR1913261.778094__1.778094	28117__B0MTV3__BHV66_06405
ERR1913261.778195__1.778195	1263000__R5EQI3__BN466_00125
ERR1913261.778339__1.778339	39491__A0A395ZFH9__ERS852417_01193
ERR1913261.778488__1.778488	823__A0A173UDF6__CEQ22_003270
ERR1913261.778647__1.778647	556259__I0PYM3__BSGG_5385
ERR1913261.778727__1.778727	821__R7P1Q7__M099_2990
ERR1913261.778790__1.778790	823__D0TBY4__M090_0431
ERR1913261.778832__1.778832	853__A0A174C5M1__CGS58_04460
ERR1913261.778843__1.778843	39491__C4Z9D4__DXD95_00055
ERR1913261.778885__1.778885	2108523__A0A2P2FCY3__LAWASA_3926
ERR1913261.779132__1.779132	823__D0TCC2__HMPREF1075_01590
ERR1913261.779378__1.779378	28117__B0MYI9__BHV66_05415
ERR1913261.779574__1.779574	39491__A0A395UWA3__DXB69_11805
ERR1913261.779628__1.779628	1262922__R6E8Y1__BN487_01778
ERR1913261.779810__1.779810	28117__B0MT86__BHV66_02450
ERR1913261.779801__1.779801	487174__R5FN40__HMPREF9448_01366
ERR1913261.779845__1.779845	2108523__A0A2P2FCT7__LAWASA_3851
ERR1913261.780079__1.780079	1501391__GCA_000786575.1_00068
ERR1913261.780121__1.780121	487174__K0X3H8__HMPREF9448_02822
ERR1913261.780169__1.780169	39491__A0A395V464__EUBREC_1509
ERR1913261.780654__1.780654	1262922__R6E5H3__BN487_01250
ERR1913261.780678__1.780678	1262922__R6E4Q0__BN487_01510
ERR1913261.780715__1.780715	39491__A0A174M1X5__DXB99_18695
ERR1913261.780732__1.780732	821__A0A0P0M6M0__M097_4734
ERR1913261.780804__1.780804	1262922__R6EYJ3__BN487_01212
ERR1913261.780984__1.780984	1965586__A0A1Y4HM59__B5F34_07730
ERR1913261.781072__1.781072	823__A0A355XH29__lolE_1
ERR1913261.781168__1.781168	28117__B0MWP2__ALIPUT_01468
ERR1913261.781194__1.781194	39491__A0A396FS17__envC
ERR1913261.781220__1.781220	39491__A0A396FJV5__ERS852417_00035
ERR1913261.781394__1.781394	360807__A0A173VUT6__RIL183_10071
ERR1913261.781445__1.781445	160404__R7B907__SAMN02745138_01137
ERR1913261.781528__1.781528	28118__R6FC01__fepE
ERR1913261.781593__1.781593	1965588__A0A1Y4HAC6__B5F36_01540
ERR1913261.781571__1.781571	301302__R5ULQ3__ERS852420_02626
ERR1913261.781618__1.781618	46228__B5CTE5__HMPREF1202_00334
ERR1913261.781631__1.781631	853__A0A3E2U7E6__ERS852582_01640
ERR1913261.781803__1.781803	39491__A0A395ZBQ4__cph2_2
ERR1913261.781897__1.781897	1262922__R6EBP8__BN487_00770
ERR1913261.782011__1.782011	39491__C4ZCV5__DXB99_11855
ERR1913261.782030__1.782030	39491__C4ZCV5__DXB99_11855
ERR1913261.782190__1.782190	1501391__GCA_000786575.1_00071
ERR1913261.782208__1.782208	28117__B0MT73__ALIPUT_00412
ERR1913261.782286__1.782286	39491__A0A396FTE5__ERS852417_01346
ERR1913261.782313__1.782313	1150298__R7JTW4__yvhJ
ERR1913261.782366__1.782366	39491__A0A395V0E5__ERE_31370
ERR1913261.782449__1.782449	853__D4JY61__C4N21_10560
ERR1913261.782551__1.782551	46228__V8BL81__DXD17_11825
ERR1913261.782724__1.782724	1965537__A0A1Y4WRB5__B5E42_05230
ERR1913261.782761__1.782761	820__A0A173WUD7__DXB48_08055
ERR1913261.782839__1.782839	1150298__R7JTX5__ERS852535_01291
ERR1913261.782854__1.782854	823__A6LBY1__ERS852380_00510
ERR1913261.782965__1.782965	28117__B0MVL2__BHV66_01645
ERR1913261.782989__1.782989	2108523__A0A2P2F8G3__LAWASA_2336
ERR1913261.783010__1.783010	552398__F4XAJ9__HMPREF0866_00317
ERR1913261.783057__1.783057	1262922__R6DZZ7__BN487_00771
ERR1913261.783106__1.783106	823__A0A355XLS2__ERS852380_02644
