ERR1913276.154__1.154	1262929__R6EXF7__BN691_00015
ERR1913276.641770__1.641770	46228__B5CNQ2__HMPREF1202_00124
ERR1913276.641773__1.641773	214856__I3YPQ9__ERS852447_01370
ERR1913276.641898__1.641898	410072__A0A3E4GQ67__sigV_1
ERR1913276.641873__1.641873	214856__I3YPQ4__Alfi_2712
ERR1913276.641911__1.641911	818__A0A139L1D5__BT_2967
ERR1913276.641950__1.641950	1680__A0A0B5BIU5__BSTER_0145
ERR1913276.641973__1.641973	40518__R5DY98__mepA_5
ERR1913276.641999__1.641999	823__A0A174UR44__M095_2641
ERR1913276.642121__1.642121	820__A0A374QGD2__ERS852421_02382
ERR1913276.642124__1.642124	165179__A0A3E5E5H1__DXC61_07220
ERR1913276.642211__1.642211	818__A0A3E5HN72__C799_03359
ERR1913276.642302__1.642302	214856__A0A174G1M7__ERS852559_00594
ERR1913276.642327__1.642327	1550024__G9RZG0__ASJ35_05540
ERR1913276.642496__1.642496	820__A0A174EV88__HMPREF1072_01427
ERR1913276.642630__1.642630	820__A0A3E4PYB0__yejM
ERR1913276.642796__1.642796	1263000__R5EKG2__BN466_02040
ERR1913276.642839__1.642839	28117__B0MU58__BHV66_05630
ERR1913276.642965__1.642965	1262746__R5SS80__BN750_02125
ERR1913276.643005__1.643005	360807__A0A1Q6T4B4__ROSEINA2194_04053
ERR1913276.643026__1.643026	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913276.643063__1.643063	626932__G5H617__HMPREF9450_00377
ERR1913276.643085__1.643085	28117__R7JPX7__BHV66_00900
ERR1913276.643093__1.643093	28117__B0MU57__ALIPUT_00175
ERR1913276.643166__1.643166	357276__A0A174L570__GV66_05720
ERR1913276.643187__1.643187	28117__B0MTV0__BHV66_06395
ERR1913276.643310__1.643310	556259__I0PYM3__BSGG_5385
ERR1913276.643355__1.643355	74426__thrZ
ERR1913276.643400__1.643400	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913276.643613__1.643613	823__A0A073I748__M096_3057
ERR1913276.643677__1.643677	214856__A0A174FWM7__ERS852559_00590
ERR1913276.643688__1.643688	216816__A0A0A1GSN4__DVB78_03875
ERR1913276.643796__1.643796	357276__A0A0M1VXQ9__BSEG_00942
ERR1913276.643880__1.643880	820__A0A174LJB2__HMPREF1072_04112
ERR1913276.644029__1.644029	328814__GCA_004558275.1_00075
ERR1913276.644066__1.644066	1633__C2EU32__HMPREF0549_0968
ERR1913276.644256__1.644256	820__A7VAS1__HMPREF2141_03259
ERR1913276.644236__1.644236	74426__nifJ
ERR1913276.644302__1.644302	487174__K0X6Z7__DDY40_11525
ERR1913276.644475__1.644475	291645__I8WZT8__HMPREF1068_04327
ERR1913276.644553__1.644553	818__Q8A3I3__HMPREF2534_00068
ERR1913276.644510__1.644510	823__A0A355XLT7__HMPREF1075_03402
ERR1913276.644711__1.644711	39492__D4JU79__EUBSIR_01975
ERR1913276.644867__1.644867	214856__R6XP73__ERS852447_00886
ERR1913276.644835__1.644835	853__E2ZGD9__C7J97_11715
ERR1913276.644934__1.644934	487174__R5EPJ7__HMPREF9448_00444
ERR1913276.644963__1.644963	820__A0A139K0K1__DXB37_05460
ERR1913276.645044__1.645044	387661__K5ZEG7__B5F96_01000
ERR1913276.645101__1.645101	1535__A7VPV5__CLOLEP_00582
ERR1913276.645417__1.645417	28117__B0MY45__ALIPUT_02164
ERR1913276.645516__1.645516	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913276.645746__1.645746	820__A0A174QLF0__SAMN05444418_109151
ERR1913276.645840__1.645840	39492__R6SA81__EUBSIR_00402
ERR1913276.645889__1.645889	28117__B0MUY3__BHV66_00515
ERR1913276.646102__1.646102	1680__A0A076JNS9__BIFADO_02309
ERR1913276.646512__1.646512	28117__B0MTV0__BHV66_06395
ERR1913276.646616__1.646616	214856__A0A174ZJU0__ERS852559_00619
ERR1913276.646652__1.646652	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913276.646653__1.646653	626932__G5H523__HMPREF9450_00033
ERR1913276.646779__1.646779	1262929__R6F8F6__BN691_02017
ERR1913276.646793__1.646793	853__A0A2A7B1Y7__C7K05_11930
ERR1913276.646839__1.646839	821__A0A174RA14__M099_1655
ERR1913276.646797__1.646797	33039__D4M398__ERS852530_00575
ERR1913276.646904__1.646904	1263107__GCA_000436995.1_00191
ERR1913276.647139__1.647139	820__A7V470__HMPREF1072_02076
ERR1913276.647163__1.647163	214856__A0A173YXX1__ERS852559_01651
ERR1913276.647420__1.647420	106588__A6NUL8__BACCAP_01900
ERR1913276.647570__1.647570	39492__D4JTF2__mutS2
ERR1913276.647573__1.647573	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913276.647728__1.647728	1160721__W0U979__BHW50_09935
ERR1913276.647934__1.647934	572010__napA
ERR1913276.648068__1.648068	626932__G5H9U8__HMPREF9450_01413
ERR1913276.647966__1.647966	820__A0A374QGD2__ERS852421_02382
ERR1913276.648318__1.648318	817__A0A139TB74__M116_3004
ERR1913276.648342__1.648342	214856__A0A174A0R8__ERS852447_00998
ERR1913276.648462__1.648462	821__E5UMZ6__BVU_1450
ERR1913276.648463__1.648463	291645__I8WZT8__HMPREF1068_04327
ERR1913276.648517__1.648517	40518__R5DUG7__sbcC
ERR1913276.648550__1.648550	28037__A0A081QPV8__SMIM3IV_01259
ERR1913276.648600__1.648600	1262740__R7D3H3__BN666_00880
ERR1913276.648697__1.648697	214856__A0A174ZED5__ERS852559_00591
ERR1913276.648816__1.648816	28117__B0MT86__BHV66_02450
ERR1913276.648926__1.648926	214856__R6XNE7__ERS852447_02267
ERR1913276.648882__1.648882	818__A0A1H7L4U6__BSIG_3287
ERR1913276.649113__1.649113	47678__R5U3L4__C5Z00_12600
ERR1913276.649125__1.649125	1262911__R6H0U7__BN557_01104
ERR1913276.649131__1.649131	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913276.649197__1.649197	46228__V8CE24__thiD
ERR1913276.649262__1.649262	410072__A0A3E4GLJ0__ERS852481_02689
ERR1913276.649308__1.649308	671232__F9P6A4__HMPREF0813_01696
ERR1913276.649362__1.649362	820__A0A173YYG4__evgS_3
ERR1913276.649440__1.649440	28117__B0MTV0__BHV66_06395
ERR1913276.649571__1.649571	820__A0A139KJ23__celCCA
ERR1913276.649961__1.649961	820__A0A139K8N1__ERS852554_00951
ERR1913276.650276__1.650276	216816__C2GUV2__APC1478_0430
ERR1913276.650375__1.650375	820__A0A174DZ97__SAMN05444418_101240
ERR1913276.650393__1.650393	28117__B0MT73__ALIPUT_00412
ERR1913276.650414__1.650414	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913276.650736__1.650736	820__A0A139KIL9__DXC68_05945
ERR1913276.650814__1.650814	28117__B0MTS2__ALIPUT_00159
ERR1913276.650857__1.650857	1550024__A0A3B9WEL2__TQ39_11090
ERR1913276.651173__1.651173	214856__A0A174FW22__ERS852447_02437
ERR1913276.651248__1.651248	46503__R6X6Y1__DCY29_15600
ERR1913276.651260__1.651260	239935__A0A2N8I1R3__CXU05_06075
ERR1913276.651541__1.651541	216816__C2GSX7__DD678_03555
ERR1913276.651550__1.651550	33039__A0A174Y5G7__ERS852530_01222
ERR1913276.651702__1.651702	165179__D1PCT4__DXB80_09470
ERR1913276.651676__1.651676	40518__R5DRG6__ylbJ
ERR1913276.651691__1.651691	817__F7LJ34__M100_4716
ERR1913276.651842__1.651842	820__A0A174QLF0__SAMN05444418_109151
ERR1913276.652088__1.652088	357276__A0A076INK2__BSEG_04225
ERR1913276.652227__1.652227	820__A0A139K4T0__ERS852510_03146
ERR1913276.652235__1.652235	818__A0A174VDI6__BSIG_1023
ERR1913276.652257__1.652257	39492__D4JR43__ERS852540_02379
ERR1913276.652356__1.652356	820__A0A139KJ23__celCCA
ERR1913276.652403__1.652403	39492__D4JRS7__ERS852540_02076
ERR1913276.652614__1.652614	301302__R5VFU2__xynA1
ERR1913276.652772__1.652772	823__A0A174GGT1__queG
ERR1913276.652793__1.652793	820__A0A174RFI5__SAMN05444418_12240
ERR1913276.652996__1.652996	649756__B0P476__ERS852475_00941
ERR1913276.653095__1.653095	1680__A0A0B5BHY4__DXD63_03525
ERR1913276.653117__1.653117	214856__A0A174ZEW0__ERS852447_00985
ERR1913276.653334__1.653334	35833__E5YAA4__HMPREF0179_03124
ERR1913276.653437__1.653437	1965650__A0A1Y3VA28__B5G16_11230
ERR1913276.653712__1.653712	301301__A0A395VAV8__ERS852391_02437
ERR1913276.653800__1.653800	74426__pdxS
ERR1913276.653910__1.653910	410072__A0A173SJX0__ytpA
ERR1913276.653893__1.653893	214851__D1PSK8__SUBVAR_07391
ERR1913276.653900__1.653900	823__A0A073I9P2__CF162_18000
ERR1913276.653907__1.653907	39492__D4JTF5__ybeY
ERR1913276.653945__1.653945	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913276.653984__1.653984	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913276.654030__1.654030	820__A7VAR9__ERS852421_00197
ERR1913276.654283__1.654283	40518__R5DNY7__RBATCC27255_00367
ERR1913276.654241__1.654241	165179__A0A174IPI3__CFT61_10940
ERR1913276.654313__1.654313	214856__I3YPQ9__ERS852447_01370
ERR1913276.654563__1.654563	1550024__A0A3B9WI04__ASJ35_06105
ERR1913276.654606__1.654606	1262911__R6GKS1__BN557_00184
ERR1913276.654641__1.654641	626940__E8LEB7__DCQ00_02550
ERR1913276.654741__1.654741	1965537__A0A1Y4WNE8__B5E42_09620
ERR1913276.654745__1.654745	39491__D4JMW8__ERS852497_01971
ERR1913276.654900__1.654900	384638__B7ARU3__BACPEC_01797
ERR1913276.654904__1.654904	239935__A0A2N8HPX2__CXT90_09930
ERR1913276.654975__1.654975	1897011__A0A1Q6RF88__BHW41_03295
ERR1913276.655012__1.655012	28116__F7L4X5__M089_2857
ERR1913276.655042__1.655042	46228__B5CQI6__RUMLAC_01732
ERR1913276.655143__1.655143	165179__A0A3E5E4P9__DXB80_07930
ERR1913276.655177__1.655177	562__P0ABR8__antA
ERR1913276.655229__1.655229	28117__R7JJM9__ALIPUT_00662
ERR1913276.655493__1.655493	384639__GCA_003096855.1_01936
ERR1913276.655678__1.655678	39492__D4JQL8__ywpJ
ERR1913276.655937__1.655937	214856__A0A174ZLY7__ERS852447_02456
ERR1913276.656067__1.656067	1262736__R5YM87__BN496_00421
ERR1913276.656108__1.656108	28117__B0MTV3__BHV66_06405
ERR1913276.656292__1.656292	328814__GCA_004558275.1_01005
ERR1913276.656215__1.656215	28117__B0MVL2__BHV66_01645
ERR1913276.656277__1.656277	853__A0A2A7B1Y7__C7K05_11930
ERR1913276.656412__1.656412	239935__A0A2N8HT44__CXT84_11035
ERR1913276.656536__1.656536	216816__B3DNW2__BL171B_07980
ERR1913276.656644__1.656644	39492__D4JV86__spoIIE
ERR1913276.656659__1.656659	1099853__U5CA60__NSB1T_01535
ERR1913276.656742__1.656742	853__A8SGX8__C4N21_08625
ERR1913276.656796__1.656796	165179__A0A3E5E189__PREVCOP_06699
ERR1913276.656827__1.656827	239935__R7DVW2__CXU02_03915
ERR1913276.656854__1.656854	28116__F7L4X5__M089_2857
ERR1913276.657084__1.657084	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913276.657542__1.657542	853__D4JY61__C4N21_10560
ERR1913276.657583__1.657583	357276__B6VW91__BACDOR_01584
ERR1913276.657735__1.657735	214856__A0A174A0R8__ERS852447_00998
ERR1913276.657798__1.657798	1550024__G9RP65__ASJ35_11645
ERR1913276.657890__1.657890	820__R9I324__HMPREF2141_02414
ERR1913276.657899__1.657899	40518__R5DVV1__RBATCC27255_00999
ERR1913276.658395__1.658395	1680__A0A087DSA4__B5789_0495
ERR1913276.658472__1.658472	360807__A0A0M6WHB7__ERS852444_00092
ERR1913276.658676__1.658676	357276__I9RCD3__IY41_15070
ERR1913276.658700__1.658700	28117__B0MZ50__ALIPUT_02424
ERR1913276.658758__1.658758	821__A0A0P0LNX8__ERS852509_03015
ERR1913276.658828__1.658828	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913276.659211__1.659211	823__A0A395YY84__DXC05_19515
ERR1913276.659214__1.659214	328814__GCA_004558275.1_01620
ERR1913276.659220__1.659220	33039__A0A174ZC42__ppaC
ERR1913276.659290__1.659290	820__A0A174QLF0__SAMN05444418_109151
ERR1913276.659292__1.659292	1262740__R7CVQ9__BN666_01522
ERR1913276.659399__1.659399	1262911__R6H1A6__BN557_01286
ERR1913276.659687__1.659687	40518__R5DXI4__DXD86_07420
ERR1913276.659735__1.659735	820__A0A3E4WA06__ERS852554_03404
ERR1913276.659824__1.659824	1735__B7C9Q6__EUBIFOR_00916
ERR1913276.659864__1.659864	820__A0A174F696__macB_13
ERR1913276.659966__1.659966	818__A0A139JW76__BJP75_002555
ERR1913276.659969__1.659969	165179__D1PGJ6__DXC61_07300
ERR1913276.660006__1.660006	818__C6IIW4__dapH_1
ERR1913276.660008__1.660008	165179__D1PCL6__DXB80_13435
ERR1913276.660182__1.660182	39492__D4JTW6__ERS852540_00220
ERR1913276.660349__1.660349	374844__GeneID:1260912
ERR1913276.660391__1.660391	820__A0A3E5BMG9__DXD40_05130
ERR1913276.660495__1.660495	28117__B0MXU6__ALIPUT_01958
ERR1913276.660789__1.660789	820__A0A139K2N9__DXB62_12420
ERR1913276.660809__1.660809	40520__R7D6X4__addA
ERR1913276.660958__1.660958	823__D7IRG1__NCTC11152_02276
ERR1913276.660913__1.660913	46228__B5CPF2__RUMLAC_01345
ERR1913276.661043__1.661043	239935__A0A2N8IJI1__B5G29_04615
ERR1913276.661056__1.661056	1262911__R6HIJ8__BN557_01742
ERR1913276.661158__1.661158	40518__R5DQK2__DXD93_03730
ERR1913276.661259__1.661259	301302__R5VFU2__xynA1
ERR1913276.661406__1.661406	357276__A0A076INK2__BSEG_04225
ERR1913276.661466__1.661466	818__A0A3E5HEU1__NCTC10582_02468
ERR1913276.661616__1.661616	487174__K0XLC3__HMPREF9448_01065
ERR1913276.661888__1.661888	39488__A0A374NU13__mtnK_2
ERR1913276.662224__1.662224	706562__GCA_900112995.1_02103
ERR1913276.662238__1.662238	214856__R6Y7P0__ERS852447_00307
ERR1913276.662273__1.662273	165179__A0A3E5DWZ6__DXC61_10880
ERR1913276.662777__1.662777	165179__A0A3E5A554__DXB80_13805
ERR1913276.662819__1.662819	820__A0A174CK74__DXB48_07060
ERR1913276.663031__1.663031	116085__D4JBR7__DW747_01020
ERR1913276.663033__1.663033	1262930__R6A4H3__BN693_00360
ERR1913276.663045__1.663045	33039__A0A174Z8F8__ERS852530_05419
ERR1913276.663168__1.663168	28117__R7JPX7__BHV66_00900
ERR1913276.663245__1.663245	39492__D4JUD7__EUBSIR_01877
ERR1913276.663402__1.663402	820__A0A3E4VXP2__yesR
ERR1913276.663643__1.663643	165179__A0A174W369__PREVCOP_04548
ERR1913276.663697__1.663697	216816__A0A1D7MV89__EK5BL_04715
ERR1913276.663984__1.663984	387090__S0FBZ8__BACCOPRO_01470
ERR1913276.664287__1.664287	239935__A0A2N8IV82__CXT99_06735
ERR1913276.664296__1.664296	28117__B0MVL5__BHV66_01660
ERR1913276.664393__1.664393	363265__R6EW17__HMPREF0673_02095
ERR1913276.664965__1.664965	2108523__A0A2P2F3I3__LAWASA_548
ERR1913276.665079__1.665079	28116__I8YA52__M088_0798
ERR1913276.665145__1.665145	214856__A0A174ZLY7__ERS852447_02456
ERR1913276.665208__1.665208	820__A7V9F9__B5G17_14640
ERR1913276.665277__1.665277	820__A0A139KJ23__celCCA
ERR1913276.665287__1.665287	817__Q64N43__HMPREF1205_01348
ERR1913276.665605__1.665605	39492__D4JUL3__nreC_2
ERR1913276.665689__1.665689	357276__A0A0K2HJA6__DXD47_07320
ERR1913276.666066__1.666066	40518__R5E1X3__clcA
ERR1913276.666087__1.666087	1735__B7CCE4__EUBIFOR_01871
ERR1913276.666154__1.666154	40518__R5E6X5__sbcD
ERR1913276.666155__1.666155	818__A0A0P0F391__BJP75_009470
ERR1913276.666446__1.666446	46228__V8CE73__DXD17_11635
ERR1913276.666501__1.666501	820__A0A396EUU8__luxQ_3
ERR1913276.666553__1.666553	214856__R6Z4Q8__ERS852447_00885
ERR1913276.666601__1.666601	214856__A0A174ZER9__ERS852559_00614
ERR1913276.666738__1.666738	1965537__A0A1Y4WKX3__B5E42_10390
ERR1913276.666989__1.666989	1261__D3MR67__SAMN05660467_01650
ERR1913276.666994__1.666994	28132__D9RV83__HMPREF0660_00835
ERR1913276.667001__1.667001	820__A0A173W419__DXC68_17760
ERR1913276.667142__1.667142	214856__A0A174ZEF7__mboIIM_1
ERR1913276.667147__1.667147	1262992__R5CXM7__BN795_01016
ERR1913276.667198__1.667198	820__A0A139KEW8__DXB64_06405
ERR1913276.667259__1.667259	40518__R5DX17__DXD86_01230
ERR1913276.667566__1.667566	821__A0A0P0M2J4__DXD46_10295
ERR1913276.667582__1.667582	1263006__R6LVB9__BN515_01765
ERR1913276.667607__1.667607	1432052__A0A1E3A162__BEI62_17235
ERR1913276.667714__1.667714	820__A0A374QGD2__ERS852421_02382
ERR1913276.667849__1.667849	28117__B0MSL1__BHV66_06710
ERR1913276.667997__1.667997	820__I9TWZ7__DXC80_10550
ERR1913276.668109__1.668109	103807__GeneID:929693
ERR1913276.668076__1.668076	28117__B0MSR5__BHV66_02095
ERR1913276.668158__1.668158	239935__A0A2N8HPX2__CXT90_09930
ERR1913276.668326__1.668326	572010__rplB
ERR1913276.668340__1.668340	28117__B0MU58__BHV66_05630
ERR1913276.668308__1.668308	387661__K5ZCR9__B5F96_13840
ERR1913276.668394__1.668394	291645__I8WZT8__HMPREF1068_04327
ERR1913276.668437__1.668437	1680__A0A0B5BKZ3__DXD60_01450
ERR1913276.668795__1.668795	239935__A0A2N8IRL2__CXU06_01170
ERR1913276.668807__1.668807	39485__A0A174Z851__cdaR_1
ERR1913276.668932__1.668932	39492__D4JU56__hemZ
ERR1913276.669076__1.669076	39488__C0EY05__EUBHAL_02306
ERR1913276.669224__1.669224	853__C7H7F5__DWZ46_01780
ERR1913276.669257__1.669257	817__A0A015NVK9__HMPREF1204_01972
ERR1913276.669417__1.669417	544644__GCA_001915615.1_00036
ERR1913276.669472__1.669472	823__A0A355XP97__M092_2525
ERR1913276.669754__1.669754	28117__B0MUL5__ALIPUT_00722
ERR1913276.669988__1.669988	214856__R6Y6H8__ERS852447_01719
ERR1913276.669995__1.669995	214856__A0A174A257__ERS852447_01007
ERR1913276.669963__1.669963	1262989__R6YRK6__BN815_02370
ERR1913276.670050__1.670050	165179__R6CJG8__DXC61_09290
ERR1913276.670215__1.670215	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913276.670220__1.670220	28117__B0N028__BHV66_05935
ERR1913276.670380__1.670380	39492__R6RT40__prkC_3
ERR1913276.670447__1.670447	821__A0A395US34__C5Z04_18975
ERR1913276.670465__1.670465	853__A0A2A7B9I6__DW855_13690
ERR1913276.670907__1.670907	328814__GCA_004558275.1_01620
ERR1913276.671130__1.671130	39491__A0A395ZHW9__DXC13_02590
ERR1913276.671298__1.671298	1150298__A0A174I2L4__ERS852535_01377
ERR1913276.671378__1.671378	1160721__W0U834__RBI_I01990
ERR1913276.671389__1.671389	360807__A0A1Q6T8A0__mepA_13
ERR1913276.671458__1.671458	33039__R6P284__spoIIIE
ERR1913276.671543__1.671543	216816__A0A133LQN7__BL15B_00780
ERR1913276.671623__1.671623	39492__D4JU57__EUBSIR_00802
ERR1913276.671685__1.671685	820__A0A3E4PYB0__yejM
ERR1913276.671960__1.671960	28117__B0MWC6__BHV66_00965
ERR1913276.672026__1.672026	853__A0A173YYY4__DWZ04_09420
ERR1913276.672193__1.672193	328814__GCA_004558275.1_00076
ERR1913276.672299__1.672299	165179__D1PB89__DXC61_08425
ERR1913276.672490__1.672490	820__R9I324__HMPREF2141_02414
ERR1913276.672728__1.672728	28117__B0MXG7__BHV66_08620
ERR1913276.672751__1.672751	39491__A0A395V1R3__T1815_08181
ERR1913276.672851__1.672851	28117__R7JJM9__ALIPUT_00662
ERR1913276.672866__1.672866	1680__R5GMB5__AD0028_1137
ERR1913276.672909__1.672909	853__A0A2A7B1Y7__C7K05_11930
ERR1913276.673116__1.673116	33039__A0A174ZHW3__ERS852424_00452
ERR1913276.673152__1.673152	100886__E2NNP4__CATMIT_00176
ERR1913276.673285__1.673285	47678__A5ZL09__BACCAC_03608
ERR1913276.673547__1.673547	28117__B0MXD0__ALIPUT_01669
ERR1913276.673599__1.673599	820__A0A173YYG4__evgS_3
ERR1913276.673721__1.673721	39492__D4JTG7__EUBSIR_00572
ERR1913276.673731__1.673731	165179__A0A3E5A832__DXC61_13685
ERR1913276.673740__1.673740	1262741__R6DKK4__BN697_01269
ERR1913276.674052__1.674052	214856__A0A174CRY5__ERS852559_01060
ERR1913276.674120__1.674120	39491__A0A396FI89__DXD95_01300
ERR1913276.674184__1.674184	572010__hgdC_1
ERR1913276.674188__1.674188	1262740__R7D0K4__BN666_00352
ERR1913276.674210__1.674210	1262882__R5MKW1__BN519_00390
ERR1913276.674415__1.674415	573__A0A1D3KFM5__rbsC_6
ERR1913276.674625__1.674625	40518__R5DT16__ysdC_2
ERR1913276.674720__1.674720	1150298__A0A174PHI0__ERS852498_00826
ERR1913276.674873__1.674873	410072__C0B4V0__ERS852481_02420
ERR1913276.675049__1.675049	301302__R5VFU2__xynA1
ERR1913276.675429__1.675429	1262929__R6EW63__BN691_01045
ERR1913276.675500__1.675500	1680__A0A374QDL4__LMG18897_0432
ERR1913276.675457__1.675457	328814__GCA_004558275.1_00036
ERR1913276.675516__1.675516	820__A7V8C2__ERS852554_01338
ERR1913276.675546__1.675546	39492__D4JSD3__EUBSIR_00131
ERR1913276.675738__1.675738	820__A0A174VD39__DXD90_12235
ERR1913276.675975__1.675975	39492__D4JQP0__ypeB
ERR1913276.676023__1.676023	823__A0A355XN36__DXB14_02385
ERR1913276.676091__1.676091	1262929__R6F4F7__BN691_01167
ERR1913276.676200__1.676200	40518__R5DU38__DXD83_06770
ERR1913276.676277__1.676277	357276__A0A076INK2__BSEG_04225
ERR1913276.676294__1.676294	374840__GeneID:2546403
ERR1913276.676572__1.676572	301302__A0A0M6WKN8__M72_27741
ERR1913276.676543__1.676543	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913276.676595__1.676595	626940__A0A3C1IMH5__HMPREF9443_00013
ERR1913276.676764__1.676764	1262743__R5C054__BN727_01980
ERR1913276.676820__1.676820	214856__R6Z288__ERS852447_00734
ERR1913276.676834__1.676834	823__C7XA51__BDI_0499
ERR1913276.677009__1.677009	823__A0A174PAQ4__ERS852429_04218
ERR1913276.677149__1.677149	853__D4JY61__C4N21_10560
ERR1913276.677189__1.677189	630129__A0A087B606__BKAS_1309
ERR1913276.677286__1.677286	47678__R5UTU5__CGC64_07175
ERR1913276.677396__1.677396	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913276.677359__1.677359	47678__R5UXY0__CGC64_03535
ERR1913276.677438__1.677438	1735__B7C7R7__EUBIFOR_00217
ERR1913276.677639__1.677639	214856__R6XS46__ERS852559_00812
ERR1913276.677745__1.677745	1550024__G9RTW5__TQ39_08270
ERR1913276.677842__1.677842	28117__R7JIY2__BHV66_06465
ERR1913276.677872__1.677872	820__A0A173XIP7__B5G17_16050
ERR1913276.678275__1.678275	33039__D4M6I1__nadB_2
ERR1913276.678338__1.678338	33039__A0A173VTT4__frdB_1
ERR1913276.678351__1.678351	820__A0A3E4XDK3__ERS852554_03650
ERR1913276.678364__1.678364	818__Q8A335__HMPREF2534_01154
ERR1913276.678431__1.678431	820__A0A174NUS8__DXC80_12885
ERR1913276.678566__1.678566	1262924__R7HQD9__BN585_00129
ERR1913276.678574__1.678574	1739394__A0A1F1DVV4__HMPREF2890_06445
ERR1913276.678669__1.678669	74426__nifJ
ERR1913276.678689__1.678689	28117__B0MWX3__BHV66_03010
ERR1913276.678964__1.678964	820__A0A374MMF0__HMPREF1073_03811
ERR1913276.679118__1.679118	1262929__R6FTQ6__BN691_00232
ERR1913276.679249__1.679249	28116__A0A1Y4PH15__DXA80_17985
ERR1913276.679266__1.679266	1550024__A0A0D8J1Q0__ASJ35_04495
ERR1913276.679328__1.679328	820__A0A139K0K1__DXB37_05460
ERR1913276.679438__1.679438	817__A0A139TB74__M116_3004
ERR1913276.679453__1.679453	28117__B0MUL5__ALIPUT_00722
ERR1913276.679455__1.679455	410072__A0A173S248__ERS852525_02992
ERR1913276.679525__1.679525	1262929__R6F7M1__BN691_00234
ERR1913276.679580__1.679580	84030__R5M3L5__B5F06_02960
ERR1913276.679614__1.679614	853__D4K7X0__DW905_09540
ERR1913276.679679__1.679679	239935__R7DVW2__CXU02_03915
ERR1913276.679897__1.679897	487174__K0WYC5__HMPREF9448_01493
ERR1913276.680019__1.680019	820__A0A374Q854__HMPREF1073_03281
ERR1913276.680129__1.680129	246787__I8V2S2__BACCELL_02524
ERR1913276.680137__1.680137	820__A7VAR9__ERS852421_00197
ERR1913276.680385__1.680385	28052__A0A174KEN0__nagK
ERR1913276.680533__1.680533	357276__A0A076IP73__BACDOR_04237
ERR1913276.680564__1.680564	214856__A0A174ZER9__ERS852559_00614
ERR1913276.680711__1.680711	28117__B0MWC6__BHV66_00965
ERR1913276.680678__1.680678	1150298__A0A174QRU8__ERS852498_00962
ERR1913276.680684__1.680684	172901__A0A2U1BAM1__C8D82_102148
