ERR1913284.369__1.369	40519__U2KBF3__RUMCAL_01572
ERR1913284.436969__1.436969	820__A0A139K8X8__DXC80_17665
ERR1913284.437116__1.437116	39492__D4JTF2__mutS2
ERR1913284.437150__1.437150	33043__A0A174CPX4__ERS852386_02360
ERR1913284.437470__1.437470	39492__D4JVG1__ERS852540_00951
ERR1913284.437488__1.437488	33043__A8SWM2__ERS852575_01910
ERR1913284.437544__1.437544	360807__A0A1Q6T5F1__fliF
ERR1913284.437586__1.437586	39492__D4MMN2__EUBSIR_00964
ERR1913284.438031__1.438031	165179__A0A3E5EB26__CFT61_02800
ERR1913284.438071__1.438071	165179__A0A3E5EDV6__DXC61_03365
ERR1913284.438101__1.438101	33043__D5HIS6__ERS852575_02019
ERR1913284.438204__1.438204	39491__A0A174G6M3__DXD13_14470
ERR1913284.438302__1.438302	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913284.438459__1.438459	239935__A0A2N8IVR0__CXT87_07115
ERR1913284.438527__1.438527	410072__A0A173XQG6__ERS852574_01620
ERR1913284.438810__1.438810	239935__A0A2N8IHY1__CXU06_00035
ERR1913284.439023__1.439023	357276__A0A076IN30__DXD47_09350
ERR1913284.439073__1.439073	357276__I9R4T1__IY41_06800
ERR1913284.439100__1.439100	371601__I9AFP7__B5E52_05270
ERR1913284.439368__1.439368	360807__A0A0M6WW58__ERS852444_03162
ERR1913284.439460__1.439460	165179__A0A3E5E4T9__DXB80_08030
ERR1913284.439603__1.439603	360807__A0A1Q6SWU5__ERS852444_03068
ERR1913284.439699__1.439699	39492__R6SPM9__pheT
ERR1913284.439744__1.439744	487174__K0WR72__HMPREF9448_02610
ERR1913284.439804__1.439804	33043__A0A173QUI0__ERS852386_00036
ERR1913284.439807__1.439807	1263011__R6DPZ5__BN553_01010
ERR1913284.439998__1.439998	165179__D1PGJ6__DXC61_07300
ERR1913284.440106__1.440106	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.440172__1.440172	165179__A0A174K816__DXB80_12000
ERR1913284.440283__1.440283	100886__E2NSF9__rpoB
ERR1913284.440293__1.440293	1160721__R6T344__RBI_I00565
ERR1913284.440332__1.440332	301302__A0A173RZU9__M72_23561
ERR1913284.440626__1.440626	33039__A0A173VTT4__frdB_1
ERR1913284.440636__1.440636	39491__D6E408__EUBREC_1466
ERR1913284.440662__1.440662	40518__R5DZM6__lytR_3
ERR1913284.440674__1.440674	1262911__R6H1B2__BN557_00840
ERR1913284.440835__1.440835	33043__A0A173ZZF8__sbp_2
ERR1913284.440947__1.440947	39492__A0A174ZG93__EUBSIR_00254
ERR1913284.441118__1.441118	39491__D6DXZ8__DXB72_15035
ERR1913284.441219__1.441219	165179__D1PC26__PREVCOP_04756
ERR1913284.441357__1.441357	28117__R7JH62__BHV66_05735
ERR1913284.441432__1.441432	39491__A0A173TFQ1__rsmF
ERR1913284.441472__1.441472	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913284.441642__1.441642	39485__A0A174YYW2__benM
ERR1913284.441717__1.441717	40518__R5DU38__DXD83_06770
ERR1913284.441824__1.441824	165179__A0A174WGF6__PREVCOP_04095
ERR1913284.441966__1.441966	823__D7ILK2__ERS852380_00031
ERR1913284.442034__1.442034	33043__A0A174H5E3__ERS852400_02880
ERR1913284.442173__1.442173	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913284.442245__1.442245	487174__K0X5B1__DDY40_01695
ERR1913284.442309__1.442309	360807__A0A1Q6T5F1__fliF
ERR1913284.442268__1.442268	33043__A0A374K1H3__ykoD_2
ERR1913284.442324__1.442324	820__R9HUV5__HMPREF2141_02582
ERR1913284.442337__1.442337	360807__A0A0M6WV00__ERS852444_02114
ERR1913284.442445__1.442445	165179__D1PE06__DXC61_05975
ERR1913284.442525__1.442525	1150298__A0A174KDB8__psd
ERR1913284.442565__1.442565	818__A0A2J6AAA9__NCTC10582_00162
ERR1913284.442590__1.442590	39491__A0A2U2EKL1__ERS852580_00911
ERR1913284.442598__1.442598	28052__A0A174K6D6__ERS852451_01708
ERR1913284.442601__1.442601	1150298__R7JUS5__soxS_1
ERR1913284.442790__1.442790	1262743__R5CCF8__BN727_02164
ERR1913284.442852__1.442852	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913284.443042__1.443042	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.443094__1.443094	357276__I8WBQ9__HMPREF1065_03212
ERR1913284.443306__1.443306	301302__R5V6L8__M72_16121
ERR1913284.443596__1.443596	165179__A0A174W369__PREVCOP_04548
ERR1913284.443608__1.443608	39491__A0A174G6M3__DXD13_14470
ERR1913284.443873__1.443873	1263011__R6DWT0__BN553_00469
ERR1913284.444060__1.444060	165179__D1PCT4__DXB80_09470
ERR1913284.444315__1.444315	28117__R7JIJ8__BHV66_01635
ERR1913284.444378__1.444378	1150298__A0A174R4D7__tmpC_2
ERR1913284.444470__1.444470	1263011__R6E016__BN553_01158
ERR1913284.444494__1.444494	1780376__A0A143XQT4__BN3659_01658
ERR1913284.444521__1.444521	165179__A0A3E5E6S6__DXB80_07575
ERR1913284.444529__1.444529	165179__D1P9T6__PREVCOP_04016
ERR1913284.444674__1.444674	1628085__A0A2U1BHD5__C7386_101308
ERR1913284.444681__1.444681	165179__A0A3E5DX33__PREVCOP_05190
ERR1913284.444836__1.444836	39491__C4Z9K0__DXD95_07445
ERR1913284.444839__1.444839	1262911__R6H1D2__BN557_00855
ERR1913284.444868__1.444868	39492__D4JQL8__ywpJ
ERR1913284.444918__1.444918	165179__A0A3E5EB26__CFT61_02800
ERR1913284.444909__1.444909	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913284.444942__1.444942	39486__B0G950__DXD50_13080
ERR1913284.445097__1.445097	33043__A0A173YUV6__ERS852386_00507
ERR1913284.445173__1.445173	33043__D5HDB6__sipT_2
ERR1913284.445288__1.445288	360807__C0FTG2__RIL183_32211
ERR1913284.445349__1.445349	338188__C9L0Q1__HMPREF1057_02400
ERR1913284.445409__1.445409	165179__A0A3E5DX15__DXC61_00345
ERR1913284.445551__1.445551	1472761__GCA_002159295.1_00731
ERR1913284.445649__1.445649	33043__D5HF50__ERS852386_02415
ERR1913284.445837__1.445837	1262803__R6NYJ9__BN649_02043
ERR1913284.446302__1.446302	360807__C0FNJ9__ERS852392_02898
ERR1913284.446343__1.446343	853__A0A173XRA8__CGS56_09290
ERR1913284.446355__1.446355	165179__A0A3E5A554__DXB80_13805
ERR1913284.446365__1.446365	1262746__R5S4S7__BN750_02366
ERR1913284.446457__1.446457	28118__F9Z3J9__B5F93_07500
ERR1913284.446493__1.446493	360807__A0A0M6X0N3__ROSEINA2194_03482
ERR1913284.446522__1.446522	357276__I9FRW5__B5F95_21685
ERR1913284.446627__1.446627	338188__R6RWS7__HMPREF1057_00911
ERR1913284.446766__1.446766	1263000__R5EXT3__BN466_02213
ERR1913284.446864__1.446864	1628085__A0A2U1B7S9__C7386_11634
ERR1913284.447005__1.447005	853__D4K7X0__DW905_09540
ERR1913284.447031__1.447031	33043__A0A173WU55__ganB_2
ERR1913284.447248__1.447248	28052__A0A174K6D6__ERS852451_01708
ERR1913284.447311__1.447311	165179__R6BQP4__DXC61_02015
ERR1913284.447319__1.447319	360807__C0FSM3__ROSEINA2194_01739
ERR1913284.447522__1.447522	165179__A0A229I6N7__DXC61_06720
ERR1913284.447647__1.447647	328814__GCA_004558275.1_00056
ERR1913284.447805__1.447805	165179__A0A3E5A554__DXB80_13805
ERR1913284.447973__1.447973	853__A0A2A7B1Y7__C7K05_11930
ERR1913284.448362__1.448362	28117__B0MYI9__BHV66_05415
ERR1913284.448363__1.448363	1304__A0A074JI15__NCTC7366_01891
ERR1913284.448760__1.448760	165179__D1PDG7__DXB80_11180
ERR1913284.448851__1.448851	33043__A0A374K1H3__ykoD_2
ERR1913284.448864__1.448864	357276__I8WC65__EL88_00520
ERR1913284.448924__1.448924	165179__A0A229I4J4__proA
ERR1913284.448948__1.448948	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913284.449165__1.449165	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913284.449186__1.449186	357276__B6W5Q9__HMPREF1063_03125
ERR1913284.449187__1.449187	165179__D1PHM6__DXC61_06700
ERR1913284.449225__1.449225	33043__D5HGR0__rpfC_2
ERR1913284.449427__1.449427	39491__A0A396FNY7__LD38_16155
ERR1913284.449434__1.449434	328814__GCA_004558275.1_00993
ERR1913284.449472__1.449472	165179__D1P8Q2__trpF
ERR1913284.449654__1.449654	853__A0A2A7B9I6__DW855_13690
ERR1913284.449675__1.449675	626940__E8LCL0__BN587_01660
ERR1913284.449927__1.449927	1262743__R5C054__BN727_01980
ERR1913284.449909__1.449909	2137880__A0A316NJ34__DBY21_09630
ERR1913284.449944__1.449944	39492__D4JRV7__EUBSIR_01513
ERR1913284.450000__1.450000	1262911__R6H0J9__BN557_01024
ERR1913284.450245__1.450245	33043__A0A173WU55__ganB_2
ERR1913284.450436__1.450436	165179__A0A229I6N7__DXC61_06720
ERR1913284.450483__1.450483	39491__A0A395ZFH9__ERS852417_01193
ERR1913284.450519__1.450519	39491__A0A173VH71__ERS852497_01827
ERR1913284.450557__1.450557	39492__D4JR08__ERS852540_02467
ERR1913284.450688__1.450688	39491__C4Z9D4__DXD95_00055
ERR1913284.451270__1.451270	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.451332__1.451332	165179__A0A3E5DZA5__DXB80_12550
ERR1913284.451480__1.451480	1262986__R6A5X9__BN492_01780
ERR1913284.451522__1.451522	165179__A0A3E5E643__DXB80_06030
ERR1913284.451650__1.451650	165179__A0A174IHQ2__PREVCOP_05478
ERR1913284.451702__1.451702	165179__A0A3E5E6S6__DXB80_07575
ERR1913284.451749__1.451749	39491__A0A173U0X0__DXB72_05865
ERR1913284.451839__1.451839	821__A0A396EVC9__DXB90_03525
ERR1913284.451911__1.451911	2293125__A0A374CA90__DW917_07695
ERR1913284.451987__1.451987	165179__A0A3E5E5H1__DXC61_07220
ERR1913284.452153__1.452153	33043__A0A173WU55__ganB_2
ERR1913284.452286__1.452286	649756__A0A173TB83__HMPREF0369_01758
ERR1913284.452306__1.452306	357276__A0A076IYE6__IY41_04275
ERR1913284.452331__1.452331	47678__R5UES7__sipS
ERR1913284.452479__1.452479	360807__A0A1Q6SXK5__RIL183_06541
ERR1913284.452485__1.452485	39488__A0A173SSM6__EUBHAL_01799
ERR1913284.452622__1.452622	28052__A0A174KEN0__nagK
ERR1913284.452843__1.452843	239935__A0A2N8IL82__CXU02_11740
ERR1913284.452885__1.452885	39491__A0A174EQV2__DXB69_10230
ERR1913284.452922__1.452922	39491__C4ZHS4__EUR_24420
ERR1913284.453091__1.453091	39491__D4JMW8__ERS852497_01971
ERR1913284.453414__1.453414	1262803__R6PSW6__BN649_00758
ERR1913284.453513__1.453513	820__A0A3E5BMG9__DXD40_05130
ERR1913284.453537__1.453537	28116__A0A1Y4P7B7__M088_2098
ERR1913284.453547__1.453547	165179__A0A3E5DRF6__DXC61_00200
ERR1913284.453592__1.453592	33043__A0A174ADZ1__dcuS_1
ERR1913284.453820__1.453820	853__D4JY61__C4N21_10560
ERR1913284.453940__1.453940	1262948__R7EHS8__BN671_01226
ERR1913284.454187__1.454187	626940__R6WNR3__DCQ00_05790
ERR1913284.454330__1.454330	165179__A0A174W369__PREVCOP_04548
ERR1913284.454397__1.454397	165179__A0A174SR12__DXB80_04410
ERR1913284.454994__1.454994	28117__B0MVL5__BHV66_01660
ERR1913284.454997__1.454997	1262743__R5CD58__BN727_02390
ERR1913284.455003__1.455003	165179__A0A174XZU8__DXB80_12180
ERR1913284.455034__1.455034	47678__R5UT79__ERS852558_03890
ERR1913284.455172__1.455172	165179__A0A229I740__DXC61_10430
ERR1913284.455176__1.455176	39491__A0A173TFQ1__rsmF
ERR1913284.455220__1.455220	40518__R5DUU0__DXD93_03985
ERR1913284.455346__1.455346	1262919__R5PF05__BN465_01997
ERR1913284.455499__1.455499	239935__A0A2N8INZ4__CXU08_03560
ERR1913284.455509__1.455509	1262911__R6H1M1__BN557_00925
ERR1913284.455562__1.455562	818__A0A0N7IB36__BJP75_006465
ERR1913284.455655__1.455655	821__A0A396F9T7__M097_3427
ERR1913284.455682__1.455682	165179__R6BQP4__DXC61_02015
ERR1913284.455921__1.455921	239935__A0A2N8HQR1__Amuc_0287
ERR1913284.455970__1.455970	360807__A0A173VD35__suhB
ERR1913284.456052__1.456052	39488__A0A174BS94__DXD91_16570
ERR1913284.456067__1.456067	239935__B2UPZ6__CXU03_03800
ERR1913284.456079__1.456079	39492__D4JSS2__EUBSIR_00553
ERR1913284.456101__1.456101	165179__D1PAJ7__PREVCOP_04222
ERR1913284.456217__1.456217	165179__D1PE06__DXC61_05975
ERR1913284.456357__1.456357	39491__A0A396FRK0__ERS852417_00541
ERR1913284.456441__1.456441	239935__A0A2N8IMC3__CXT96_03840
ERR1913284.456495__1.456495	165179__R6BQP4__DXC61_02015
ERR1913284.456481__1.456481	39491__A0A173TFQ1__rsmF
ERR1913284.456806__1.456806	39491__A0A395V0X2__EUBREC_3007
ERR1913284.456879__1.456879	626940__A0A1Q6R3R5__BHW43_07895
ERR1913284.456953__1.456953	40518__R5E1J7__RBL236_02062
ERR1913284.457051__1.457051	165179__A0A174SR12__DXB80_04410
ERR1913284.457056__1.457056	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913284.457079__1.457079	39491__D6E558__DXB69_00810
ERR1913284.457282__1.457282	46503__K5ZAK9__NCTC13052_03308
ERR1913284.457243__1.457243	301302__R5UMB9__M72_25011
ERR1913284.457486__1.457486	33043__A8SWZ6__ERS852386_02582
ERR1913284.457509__1.457509	28052__R7N736__yvhJ
ERR1913284.457576__1.457576	40520__A0A3E5E983__DXC87_15505
ERR1913284.457663__1.457663	165179__D1PE06__DXC61_05975
ERR1913284.457690__1.457690	28052__A0A174GR15__mcp3_1
ERR1913284.457912__1.457912	394340__prfA
ERR1913284.458198__1.458198	165179__D1PDJ4__DXB80_08505
ERR1913284.458312__1.458312	33043__A0A174CPX4__ERS852386_02360
ERR1913284.458381__1.458381	33043__D5HFA1__ERS852400_02183
ERR1913284.458439__1.458439	165179__A0A3E5DRF6__DXC61_00200
ERR1913284.458588__1.458588	28052__A0A174MH21__ERS852499_01905
ERR1913284.458555__1.458555	39491__A0A396FUZ3__phoR_1
ERR1913284.458734__1.458734	40518__R5DQD6__DXD83_09060
ERR1913284.458686__1.458686	204516__U6RAM4__HMPREF1534_03439
ERR1913284.458800__1.458800	357276__A0A0M1W657__HMPREF1064_04629
ERR1913284.458851__1.458851	39491__C4Z9D4__DXD95_00055
ERR1913284.458978__1.458978	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913284.458951__1.458951	360807__A0A173WJE3__mcp4_4
ERR1913284.459072__1.459072	39491__A0A174K9A3__DXB69_07785
ERR1913284.459393__1.459393	745368__A0A1T4XZ39__SAMN02745178_02502
ERR1913284.459324__1.459324	187979__A0A173W4J7__ERS852385_00036
ERR1913284.459515__1.459515	239935__A0A139TQT9__Amuc_1197
ERR1913284.459516__1.459516	165179__A0A3E4SB80__DXC61_12880
ERR1913284.459568__1.459568	39491__A0A395UZ89__DXB72_12805
ERR1913284.459696__1.459696	214856__A0A174A0R8__ERS852447_00998
ERR1913284.459974__1.459974	165179__A0A3E5AEF7__DXC61_05000
ERR1913284.459988__1.459988	1262803__R6NS91__BN649_01272
ERR1913284.460003__1.460003	239935__A0A2N8HQR1__Amuc_0287
ERR1913284.460064__1.460064	165179__A0A3E5A554__DXB80_13805
ERR1913284.460176__1.460176	39491__D6E558__DXB69_00810
ERR1913284.460125__1.460125	28117__B0MXW9__ALIPUT_01981
ERR1913284.460465__1.460465	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.460568__1.460568	214851__D1PSM7__SUBVAR_07410
ERR1913284.460581__1.460581	33043__D5HIL8__ERS852386_02009
ERR1913284.460689__1.460689	39491__A0A395ZKJ0__DXD13_11010
ERR1913284.460714__1.460714	301302__A0A0M6WIX9__ERS852420_01972
ERR1913284.460922__1.460922	39488__A0A174DBY3__DXD91_08835
ERR1913284.460959__1.460959	360807__A0A1Q6SWU5__ERS852444_03068
ERR1913284.461125__1.461125	28052__A0A174KNE1__ptsI_2
ERR1913284.461144__1.461144	33043__A0A173WTR4__ERS852386_00324
ERR1913284.461257__1.461257	1263011__R6DUQ5__BN553_00564
ERR1913284.461231__1.461231	33043__A0A173YEP6__ERS852575_00888
ERR1913284.461235__1.461235	239935__A0A2N8HJX0__CXU19_08380
ERR1913284.461343__1.461343	33043__A0A173ZDC4__malL_1
ERR1913284.461411__1.461411	39491__A0A395V0H6__ERS852580_02570
ERR1913284.461511__1.461511	165179__R6CNX7__DXB80_02200
ERR1913284.461950__1.461950	884684__GCA_002892425.1_01408
ERR1913284.462139__1.462139	410072__C0BF38__DXD67_15395
ERR1913284.462276__1.462276	853__A0A3E2V168__FAEPRAM212_00929
ERR1913284.462317__1.462317	165179__A0A174IHQ2__PREVCOP_05478
ERR1913284.462445__1.462445	165179__D1PDG7__DXB80_11180
ERR1913284.462494__1.462494	357276__D1JZM4__HMPREF1065_01278
ERR1913284.462648__1.462648	1262803__R6PSW6__BN649_00758
ERR1913284.462824__1.462824	39492__D4JUP6__ERS852540_01404
ERR1913284.462848__1.462848	165179__D1P8K1__DXB80_06045
ERR1913284.462973__1.462973	165179__A0A3E5A554__DXB80_13805
ERR1913284.463088__1.463088	33043__A0A174AEP1__apr
ERR1913284.463307__1.463307	165179__A0A174IPI3__CFT61_10940
ERR1913284.463459__1.463459	165179__A0A229I1J2__DXB80_03950
ERR1913284.463471__1.463471	28117__B0MTW8__ALIPUT_00502
ERR1913284.463696__1.463696	1263011__R6DLS2__BN553_00885
ERR1913284.463726__1.463726	39491__A0A396FJA4__DXB99_05435
ERR1913284.463852__1.463852	33043__D5HH62__ERS852575_00121
ERR1913284.463799__1.463799	165179__D1PGJ6__DXC61_07300
ERR1913284.463927__1.463927	165179__A0A229I6N7__DXC61_06720
ERR1913284.464030__1.464030	239935__A0A2N8HHY4__DEF40_10850
ERR1913284.464073__1.464073	165179__R6XIF8__DXC61_07265
ERR1913284.464111__1.464111	1262911__R6HN81__BN557_00921
ERR1913284.464211__1.464211	33043__D5HHY4__luxQ_1
ERR1913284.464212__1.464212	33043__D5HHY4__luxQ_1
ERR1913284.464274__1.464274	165179__A0A3E5AER8__DXB80_07075
ERR1913284.464578__1.464578	165179__R6CJG8__DXC61_09290
ERR1913284.464591__1.464591	239935__A0A2N8IHY1__CXU06_00035
ERR1913284.464703__1.464703	823__A0A3E4PAQ2__DDY96_18275
ERR1913284.464605__1.464605	165179__A0A3E5AE59__DXC61_12885
ERR1913284.464614__1.464614	820__A0A3E4G2R7__DXC07_00510
ERR1913284.464622__1.464622	1628085__A0A374VP93__C7386_10150
ERR1913284.464822__1.464822	165179__A0A174W369__PREVCOP_04548
ERR1913284.464830__1.464830	39491__A0A395ZHV7__ykvU
ERR1913284.464831__1.464831	360807__A0A1Q6T7G0__ERS852392_03048
ERR1913284.464848__1.464848	165179__D1PHV2__PREVCOP_06822
ERR1913284.465092__1.465092	33043__A0A173WZE5__ERS852386_00374
ERR1913284.465145__1.465145	1262924__R7HPY0__BN585_01950
ERR1913284.465323__1.465323	46503__R5DLM3__HMPREF1078_03417
ERR1913284.465456__1.465456	28117__B0MY40__BHV66_05170
ERR1913284.465487__1.465487	1262746__R5S926__BN750_01724
ERR1913284.465549__1.465549	39491__A0A396FFW0__ERE_10580
ERR1913284.465632__1.465632	165179__A0A3E5EDS1__DXC61_03115
ERR1913284.465696__1.465696	1628085__A0A374VUS5__C7386_10980
ERR1913284.465793__1.465793	853__A0A173XRA8__CGS56_09290
ERR1913284.465841__1.465841	1628085__A0A2U1B224__C7386_12221
ERR1913284.465887__1.465887	39491__A0A396FJJ9__DXB76_11995
ERR1913284.466066__1.466066	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913284.466168__1.466168	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913284.466190__1.466190	239935__R7DVL7__CXT93_01180
ERR1913284.466356__1.466356	853__A0A173YYY4__DWZ04_09420
ERR1913284.466422__1.466422	165179__D1PGU8__PREVCOP_06463
ERR1913284.466427__1.466427	239935__A0A2N8I368__CXT95_04550
ERR1913284.466552__1.466552	39491__A0A395V5R3__EUBREC_1883
ERR1913284.466607__1.466607	39491__C4ZC33__DXC13_11585
ERR1913284.466615__1.466615	239935__A0A2N8J2P6__ADH72_06730
ERR1913284.467085__1.467085	28118__F9Z7M5__B5F99_15930
ERR1913284.467333__1.467333	33043__D5HGZ8__nnr
ERR1913284.467337__1.467337	100886__R7GNA5__ERS852383_05535
ERR1913284.467314__1.467314	820__A0A139K426__B5G17_09115
ERR1913284.467627__1.467627	33043__A0A174B5C6__acm_3
ERR1913284.467703__1.467703	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913284.467717__1.467717	39491__A0A396FGM9__fliU_1
ERR1913284.467733__1.467733	33043__A0A173WTR4__ERS852386_00324
ERR1913284.467969__1.467969	39491__A0A395ZF49__DXB69_05290
ERR1913284.468002__1.468002	165179__D1PES9__DXB80_11585
ERR1913284.468069__1.468069	1263006__R6LT73__BN515_01094
ERR1913284.468309__1.468309	39491__A0A395V2Y7__DXB72_13970
ERR1913284.468422__1.468422	165179__R6C3K4__PREVCOP_05795
ERR1913284.468530__1.468530	165179__D1PDF6__DXB80_12430
ERR1913284.468581__1.468581	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913284.468749__1.468749	239935__A0A2N8I9P4__CXT85_05050
ERR1913284.468772__1.468772	33043__A8SWM2__ERS852575_01910
ERR1913284.468905__1.468905	39491__A0A396FQ67__DXB99_07505
ERR1913284.468855__1.468855	1263011__R6E4R4__BN553_00586
ERR1913284.468992__1.468992	165179__A0A174SA26__PREVCOP_05758
ERR1913284.469350__1.469350	552398__F4XHU2__HMPREF0866_03196
ERR1913284.469488__1.469488	39488__A0A174CPK1__yyaC
ERR1913284.469627__1.469627	28052__R7NBQ0__ERS852499_01073
ERR1913284.469808__1.469808	626940__E8LE49__DCQ00_07135
ERR1913284.469823__1.469823	165179__A0A174IYW3__DXC61_01235
ERR1913284.469789__1.469789	46228__V8CBX9__HMPREF1202_00568
ERR1913284.469802__1.469802	46503__A7AB74__DD461_00855
ERR1913284.470146__1.470146	818__A0A0P0F2P7__BT_1771
ERR1913284.470280__1.470280	165179__D1P9T6__PREVCOP_04016
ERR1913284.470332__1.470332	626940__E8LCB4__DCQ00_08105
ERR1913284.470407__1.470407	88431__A0A3D0EYE9__rafA
ERR1913284.470640__1.470640	33043__A0A173YPE0__thiD
ERR1913284.470694__1.470694	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913284.470717__1.470717	165179__A0A174W369__PREVCOP_04548
ERR1913284.470822__1.470822	33043__A0A173WTV6__ERS852400_02153
ERR1913284.470806__1.470806	39492__D4JWI6__EUBSIR_01073
ERR1913284.470879__1.470879	1262736__R5YMG1__BN496_00514
ERR1913284.471262__1.471262	165179__R6PNJ9__PREVCOP_04730
ERR1913284.471325__1.471325	239935__A0A2N8IVR0__CXT87_07115
ERR1913284.471308__1.471308	39491__A0A396FRE7__EUR_27520
ERR1913284.471377__1.471377	28117__B0MTV5__BHV66_06415
ERR1913284.471352__1.471352	360807__C0FVV2__RIL183_27361
ERR1913284.471465__1.471465	165179__A0A174SA26__PREVCOP_05758
ERR1913284.471711__1.471711	165179__A0A3E5E8M8__DXB80_11580
ERR1913284.471655__1.471655	39492__D4JX50__EUBSIR_00410
ERR1913284.471667__1.471667	1263107__GCA_000436995.1_00103
ERR1913284.471668__1.471668	1263107__GCA_000436995.1_00103
ERR1913284.471670__1.471670	100886__E2NUJ1__CATMIT_02272
ERR1913284.471887__1.471887	39492__D4MJF3__EUBSIR_02248
ERR1913284.471890__1.471890	410072__R6LKC9__ERS852525_01807
ERR1913284.471939__1.471939	165179__R6BQP4__DXC61_02015
ERR1913284.471941__1.471941	360807__A0A173V2S2__phoR_7
ERR1913284.472222__1.472222	165179__A0A3E5DX15__DXC61_00345
ERR1913284.472396__1.472396	1150298__A0A174EBT8__ERS852406_01739
ERR1913284.472676__1.472676	40518__R5DUU0__DXD93_03985
ERR1913284.472649__1.472649	165179__A0A3E4SB80__DXC61_12880
ERR1913284.472650__1.472650	33043__A0A174H1B6__ERS852575_02702
ERR1913284.472818__1.472818	1262761__R6RU22__BN606_01110
ERR1913284.472976__1.472976	820__R9I3Q7__HMPREF1072_01668
ERR1913284.473023__1.473023	39491__A0A174K265__DXB76_05915
ERR1913284.473106__1.473106	33043__A0A173WT47__ERS852400_02101
ERR1913284.473416__1.473416	853__A0A3E2U7E6__ERS852582_01640
ERR1913284.473441__1.473441	46503__B7BG40__ERS852463_01623
ERR1913284.473821__1.473821	384639__GCA_003096855.1_01181
ERR1913284.474059__1.474059	387090__S0F7Y3__BACCOPRO_02028
ERR1913284.474122__1.474122	301302__A0A0M6WVL0__celA
ERR1913284.474112__1.474112	853__E2ZJT1__C4N23_03535
ERR1913284.474312__1.474312	410072__A0A3E4GNK4__COPCOM_02769
ERR1913284.474275__1.474275	853__A0A173XRA8__CGS56_09290
ERR1913284.474473__1.474473	1262911__R6GPX9__BN557_00406
ERR1913284.474530__1.474530	39491__A0A396FE96__EUR_00280
ERR1913284.474589__1.474589	1262803__R6NKT8__BN649_00709
ERR1913284.474614__1.474614	360807__A0A1Q6T6D8__yehT_5
