ERR1913167.17__1.17	47678__R5U3D5__DW706_05635
ERR1913167.518401__1.518401	40518__R5DYU1__DXD86_01160
ERR1913167.518410__1.518410	820__A7V092__hldE
ERR1913167.518411__1.518411	820__A0A3E4W4Y7__B5G17_02055
ERR1913167.518630__1.518630	338188__A0A174FPA3__BACFIN_06857
ERR1913167.518682__1.518682	1262882__R5MEK3__BN519_00296
ERR1913167.518975__1.518975	820__A7V859__ERS852462_00341
ERR1913167.519105__1.519105	371601__A0A1H4AUL8__BXY_43960
ERR1913167.519107__1.519107	1262882__R5N2E1__BN519_01117
ERR1913167.519132__1.519132	239935__A0A2N8I3G2__CXT89_00720
ERR1913167.519495__1.519495	487173__H1D1P5__HMPREF9453_01533
ERR1913167.519444__1.519444	820__A0A374MMF0__HMPREF1073_03811
ERR1913167.519597__1.519597	820__A0A374Q854__HMPREF1073_03281
ERR1913167.519655__1.519655	853__A0A2A7B1Y7__C7K05_11930
ERR1913167.519669__1.519669	820__A0A174F696__macB_13
ERR1913167.519695__1.519695	820__A0A1T4IYF4__mprA_1
ERR1913167.519709__1.519709	820__A0A174F0C1__nreB
ERR1913167.519845__1.519845	820__A0A174QT76__B5G17_18060
ERR1913167.519883__1.519883	39491__A0A395ZHV7__ykvU
ERR1913167.519958__1.519958	820__R9I2U8__DXC68_09590
ERR1913167.519970__1.519970	338188__R6S6X5__BACFIN_08521
ERR1913167.520084__1.520084	820__A0A3E4G2R7__DXC07_00510
ERR1913167.520368__1.520368	820__A0A3E4W4Y7__B5G17_02055
ERR1913167.520419__1.520419	1262992__R5CXM7__BN795_01016
ERR1913167.520391__1.520391	1262882__R5MGK3__BN519_00655
ERR1913167.520677__1.520677	28111__E5WVI9__BACEGG_03583
ERR1913167.520803__1.520803	821__A6L0C7__ERS852556_03520
ERR1913167.520823__1.520823	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.520836__1.520836	820__A0A3E4VZY4__ERS852554_01211
ERR1913167.520908__1.520908	1535__A7VNP7__CH238_15000
ERR1913167.521231__1.521231	820__A0A1T4IYF4__mprA_1
ERR1913167.521338__1.521338	28111__R5K3D9__NCTC11155_02788
ERR1913167.521421__1.521421	1262882__R5N708__BN519_00095
ERR1913167.521456__1.521456	1262882__R5N4I8__BN519_01293
ERR1913167.521562__1.521562	820__R9I324__HMPREF2141_02414
ERR1913167.521719__1.521719	820__A0A3E4VXP2__yesR
ERR1913167.521864__1.521864	1262924__R7HSH9__BN585_00133
ERR1913167.521955__1.521955	552398__T5RKT4__HMPREF0866_04531
ERR1913167.522028__1.522028	35833__E5Y2V2__HMPREF0179_00466
ERR1913167.522036__1.522036	301302__A0A173T7E8__M72_26791
ERR1913167.522185__1.522185	1262882__R5N5D7__BN519_01676
ERR1913167.522334__1.522334	1262882__R5MYP8__BN519_00439
ERR1913167.522503__1.522503	28118__F9Z410__NCTC10826_01196
ERR1913167.522576__1.522576	47678__R5UAY9__DW706_07200
ERR1913167.522839__1.522839	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913167.522850__1.522850	820__A7V9F9__B5G17_14640
ERR1913167.522921__1.522921	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.522951__1.522951	28117__B0MUX7__ALIPUT_00918
ERR1913167.522888__1.522888	46503__R6WTP2__HMPREF1078_03512
ERR1913167.523020__1.523020	371601__D7J175__DXD03_05675
ERR1913167.523035__1.523035	820__A7V470__HMPREF1072_02076
ERR1913167.523047__1.523047	820__A0A174G065__DXB62_08975
ERR1913167.523084__1.523084	820__A0A396EUU8__luxQ_3
ERR1913167.523158__1.523158	487174__R5F5Z4__DIT83_00635
ERR1913167.523179__1.523179	1681__D4QAP5__CJD48_05740
ERR1913167.523246__1.523246	1263044__GCA_000433375.1_02953
ERR1913167.523291__1.523291	1262882__R5N4D8__BN519_01497
ERR1913167.523311__1.523311	204516__U6RFU0__HMPREF1534_02545
ERR1913167.523313__1.523313	46503__R6X0P2__DD461_08655
ERR1913167.523252__1.523252	820__A0A174FUF0__HMPREF1073_03308
ERR1913167.523379__1.523379	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.523504__1.523504	39491__D4JMW8__ERS852497_01971
ERR1913167.523547__1.523547	1262882__R5N4I5__BN519_01288
ERR1913167.523696__1.523696	820__A0A139K0J1__HMPREF2141_03205
ERR1913167.523773__1.523773	239935__A0A2N8HUU6__CXT90_06150
ERR1913167.524061__1.524061	239935__A0A2N8HUU6__CXT90_06150
ERR1913167.524106__1.524106	1263006__R6LYW4__BN515_01529
ERR1913167.524156__1.524156	1262882__R5MND9__BN519_00831
ERR1913167.524263__1.524263	1304__A0A0Y1X8K0__CGZ74_07305
ERR1913167.524312__1.524312	820__A7V470__HMPREF1072_02076
ERR1913167.524314__1.524314	820__A0A174CK74__DXB48_07060
ERR1913167.524355__1.524355	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913167.524374__1.524374	47678__R5UER2__CGC64_00710
ERR1913167.524391__1.524391	820__R9I324__HMPREF2141_02414
ERR1913167.524397__1.524397	820__A0A374Q8T2__DXB64_16190
ERR1913167.524400__1.524400	28117__B0MTW8__ALIPUT_00502
ERR1913167.524540__1.524540	1262882__R5MSP5__BN519_01637
ERR1913167.524628__1.524628	1262882__R5N2A9__BN519_00921
ERR1913167.524826__1.524826	40520__R7D624__DXC87_06475
ERR1913167.525075__1.525075	556259__E5C445__BSGG_0931
ERR1913167.525205__1.525205	28117__B0MTH2__ALIPUT_00061
ERR1913167.525225__1.525225	821__A0A173WG51__BVU_2549
ERR1913167.525300__1.525300	820__A0A3E4IGA7__DXD40_07110
ERR1913167.525498__1.525498	39485__C4Z058__ERS852492_00130
ERR1913167.525501__1.525501	820__A7VAR9__ERS852421_00197
ERR1913167.525581__1.525581	820__A0A139JRS5__HMPREF1073_04025
ERR1913167.525651__1.525651	1147150__GeneID:14181730
ERR1913167.525755__1.525755	821__I9R3W6__DXC16_12455
ERR1913167.525804__1.525804	544645__A0A3E4SZ70__DXC42_14810
ERR1913167.525837__1.525837	487173__H1CYJ4__HMPREF9453_00432
ERR1913167.526040__1.526040	47678__R5UPZ8__ERS852494_01752
ERR1913167.526352__1.526352	598467__G7LSJ8__BrE312_3931
ERR1913167.526411__1.526411	147206__GCF_000156215.1_01777
ERR1913167.526447__1.526447	216816__Q8G4D7__DD721_10575
ERR1913167.526613__1.526613	1262882__R5MEN2__BN519_00200
ERR1913167.526630__1.526630	418240__A0A173YIF6__ypdA_1
ERR1913167.526714__1.526714	820__A0A3E4IGA7__DXD40_07110
ERR1913167.526773__1.526773	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.526882__1.526882	823__A0A073I9P2__CF162_18000
ERR1913167.526897__1.526897	820__A0A173WUD7__DXB48_08055
ERR1913167.527029__1.527029	820__A0A174F0C1__nreB
ERR1913167.527220__1.527220	820__A7VAR9__ERS852421_00197
ERR1913167.527322__1.527322	820__I9TWZ7__DXC80_10550
ERR1913167.527412__1.527412	40518__R5DS37__DXD93_01965
ERR1913167.527911__1.527911	823__A0A355XH29__lolE_1
ERR1913167.527979__1.527979	39492__D4JTG7__EUBSIR_00572
ERR1913167.528526__1.528526	1262882__R5MKL9__BN519_00353
ERR1913167.528533__1.528533	1262882__R5MRT2__BN519_01494
ERR1913167.528649__1.528649	46503__A7AII9__ERS852463_00984
ERR1913167.528687__1.528687	1262882__R5MSP5__BN519_01637
ERR1913167.528900__1.528900	39491__A0A395UWZ1__DXC13_02175
ERR1913167.528936__1.528936	1262882__R5MFR3__BN519_00473
ERR1913167.529006__1.529006	820__A0A396EUU8__luxQ_3
ERR1913167.529029__1.529029	28111__E5WYC3__NCTC11155_03517
ERR1913167.529693__1.529693	338188__C9KS28__BACFIN_05109
ERR1913167.529759__1.529759	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913167.529802__1.529802	371601__F7LA63__HMPREF1074_04288
ERR1913167.530182__1.530182	820__A0A3E4PYB0__yejM
ERR1913167.530237__1.530237	338188__R6RSL1__ERS852397_00530
ERR1913167.530251__1.530251	28117__R7JQW0__ALIPUT_01453
ERR1913167.530409__1.530409	1262992__R5D6J2__BN795_00288
ERR1913167.530401__1.530401	1262992__R5DCM8__BN795_01561
ERR1913167.530537__1.530537	1262882__R5N3T7__BN519_01188
ERR1913167.530486__1.530486	820__A0A174M9V5__M093_0237
ERR1913167.530496__1.530496	1150298__A0A174I056__ERS852535_01387
ERR1913167.530858__1.530858	204516__U6RKS4__HMPREF1534_01431
ERR1913167.530795__1.530795	1262882__R5N2A9__BN519_00921
ERR1913167.530820__1.530820	357276__A0A076IXE0__HMPREF1064_04364
ERR1913167.530947__1.530947	166486__D4KX00__ROSINTL182_07577
ERR1913167.530977__1.530977	301302__R5UNC5__M72_02681
ERR1913167.530996__1.530996	1262882__R5N678__BN519_01604
ERR1913167.531093__1.531093	820__A0A139K9Q2__DXD40_08795
ERR1913167.531102__1.531102	1262882__R5MFA5__BN519_00331
ERR1913167.531161__1.531161	410072__A0A174K8D1__DXD67_04220
ERR1913167.531211__1.531211	1262882__R5MT08__BN519_01706
ERR1913167.531368__1.531368	1262882__R5MFA5__BN519_00331
ERR1913167.531487__1.531487	1262882__R5N048__BN519_00502
ERR1913167.531465__1.531465	39491__C4ZHS4__EUR_24420
ERR1913167.531653__1.531653	820__A7V470__HMPREF1072_02076
ERR1913167.531685__1.531685	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913167.531803__1.531803	1297617__A0A0S2W658__IB211_02412
ERR1913167.531829__1.531829	820__A0A139K0J1__HMPREF2141_03205
ERR1913167.531933__1.531933	820__A0A3E4PYB0__yejM
ERR1913167.531894__1.531894	820__A0A1T4IY80__ERS852554_01621
ERR1913167.532025__1.532025	1262882__R5N532__BN519_01420
ERR1913167.532088__1.532088	820__A0A174TRB5__DXD40_11305
ERR1913167.532233__1.532233	820__A0A174LIN6__HMPREF1072_03144
ERR1913167.532251__1.532251	1263044__GCA_000433375.1_01817
ERR1913167.532390__1.532390	820__A0A374MMF0__HMPREF1073_03811
ERR1913167.532568__1.532568	820__A0A139KA34__B5G17_05520
ERR1913167.532635__1.532635	820__A0A174CK74__DXB48_07060
ERR1913167.532685__1.532685	1262911__R6GT99__BN557_01335
ERR1913167.532722__1.532722	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.532907__1.532907	1262882__R5MGI7__BN519_00643
ERR1913167.532945__1.532945	39492__D4JT68__spoIIIE
ERR1913167.532949__1.532949	1262882__R5MLP5__BN519_01602
ERR1913167.533166__1.533166	487174__K0X3U2__DIT83_02455
ERR1913167.533219__1.533219	820__A0A139K8N1__ERS852554_00951
ERR1913167.533438__1.533438	1297617__A0A0S2W2I7__BIV19_00590
ERR1913167.533535__1.533535	39491__A0A395ZHW3__ERS852417_01359
ERR1913167.533632__1.533632	371601__A0A139LNL6__ERS852396_04350
ERR1913167.533657__1.533657	1262882__R5N1L4__BN519_00757
ERR1913167.533665__1.533665	820__A0A3E4XDK3__ERS852554_03650
ERR1913167.533718__1.533718	820__A0A174VD39__DXD90_12235
ERR1913167.533749__1.533749	674529__R6V7P0__SAMN05444400_102331
ERR1913167.533755__1.533755	1262992__R5D0H1__BN795_01569
ERR1913167.533822__1.533822	1262882__R5N5S3__BN519_00085
ERR1913167.533850__1.533850	1160721__W0U8M9__RBI_II00386
ERR1913167.534003__1.534003	820__A0A174CG08__DXB62_13215
ERR1913167.534127__1.534127	820__A0A3E4W980__M093_3873
ERR1913167.534349__1.534349	820__A0A374Q854__HMPREF1073_03281
ERR1913167.534361__1.534361	1796613__A0A1C7H0F7__ADH74_00160
ERR1913167.534784__1.534784	820__A0A174F0C1__nreB
ERR1913167.534834__1.534834	820__A7V092__hldE
ERR1913167.534788__1.534788	820__A0A139K337__ERS852459_02375
ERR1913167.534800__1.534800	820__A0A139KH21__DXC80_01780
ERR1913167.534858__1.534858	1262882__R5MIW5__BN519_00945
ERR1913167.534862__1.534862	1262882__R5N4F5__BN519_01266
ERR1913167.534950__1.534950	820__A0A174M9V5__M093_0237
ERR1913167.535021__1.535021	1262882__R5MM90__BN519_01721
ERR1913167.535105__1.535105	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913167.535079__1.535079	1262882__R5MND9__BN519_00831
ERR1913167.535145__1.535145	818__C6ILT7__BSIG_2708
ERR1913167.535204__1.535204	853__D4JY61__C4N21_10560
ERR1913167.535309__1.535309	1262882__R5MND9__BN519_00831
ERR1913167.535313__1.535313	820__A0A3E4XDK3__ERS852554_03650
ERR1913167.535325__1.535325	1262743__R5C7D3__BN727_00606
ERR1913167.535361__1.535361	1262882__R5MYX5__BN519_00333
ERR1913167.535588__1.535588	820__A0A174F0C1__nreB
ERR1913167.535619__1.535619	820__R7E9Z4__DXC68_06065
ERR1913167.535625__1.535625	47678__A5ZI88__BACCAC_02617
ERR1913167.535637__1.535637	820__A0A3E4W9W8__C801_01069
ERR1913167.535804__1.535804	454154__G5SPR9__HMPREF9441_01352
ERR1913167.535776__1.535776	28117__B0MTY2__BHV66_06485
ERR1913167.535974__1.535974	40518__R5E6U1__yunB
ERR1913167.536099__1.536099	28117__B0MY45__ALIPUT_02164
ERR1913167.536237__1.536237	354276__A0A0T5XQY5__SAMEA2273272_04542
ERR1913167.536389__1.536389	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.536471__1.536471	338188__K5CC46__BACFIN_04779
ERR1913167.536579__1.536579	1262980__R5BIJ7__BN814_02293
ERR1913167.536612__1.536612	1262924__R7HUJ5__BN585_00830
ERR1913167.536750__1.536750	214856__A0A173W3Y5__ERS852559_02032
ERR1913167.536764__1.536764	820__A0A173YYG4__evgS_3
ERR1913167.536785__1.536785	820__A0A078STJ8__DXC68_04690
ERR1913167.536826__1.536826	820__A0A1Q6IDS8__chtA
ERR1913167.536972__1.536972	820__A0A3E4WCC2__lptB_1
ERR1913167.537330__1.537330	1550024__A0A0D8J440__TQ39_00140
ERR1913167.537346__1.537346	1297617__A0A0S2W3V6__C7373_102343
ERR1913167.537427__1.537427	1308__Q5M2A2__STN4L_01810
ERR1913167.537520__1.537520	39492__D4JUR4__ERS852540_01427
ERR1913167.537539__1.537539	820__A0A139KIL9__DXC68_05945
ERR1913167.537543__1.537543	1262882__R5MYP8__BN519_00439
ERR1913167.537553__1.537553	820__A0A173YYG4__evgS_3
ERR1913167.537575__1.537575	39491__A0A395V5R3__EUBREC_1883
ERR1913167.537614__1.537614	820__A0A174Q0F0__DXB48_08080
ERR1913167.537686__1.537686	39492__D4JWL2__ERS852540_01201
ERR1913167.537713__1.537713	39492__D4JTF2__mutS2
ERR1913167.537744__1.537744	820__A7V470__HMPREF1072_02076
ERR1913167.537834__1.537834	214856__A0A174CRY5__ERS852559_01060
ERR1913167.537845__1.537845	46228__V8CAV6__addA
ERR1913167.537878__1.537878	820__A0A374MMF0__HMPREF1073_03811
ERR1913167.538114__1.538114	47678__R5UUB1__DXB67_02860
ERR1913167.538133__1.538133	1550024__G9RPP6__ASJ35_08860
ERR1913167.538276__1.538276	2173__A0A1D2WVA1__Msm_0411
ERR1913167.538413__1.538413	1150298__A0A174QZ74__ERS852406_01102
ERR1913167.538440__1.538440	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.538666__1.538666	820__R9I324__HMPREF2141_02414
ERR1913167.538677__1.538677	821__A0A078R9Y9__M097_2119
ERR1913167.538697__1.538697	39492__D4JQS6__ykoD
ERR1913167.538972__1.538972	820__A0A174F0C1__nreB
ERR1913167.539063__1.539063	28116__I9AKR7__DXA80_22960
ERR1913167.539076__1.539076	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.539116__1.539116	820__I9TWZ7__DXC80_10550
ERR1913167.539184__1.539184	853__D4KAK8__C4N21_13380
ERR1913167.539189__1.539189	74426__nifJ
ERR1913167.539239__1.539239	820__A7V9F9__B5G17_14640
ERR1913167.539548__1.539548	820__A0A3E4VZY4__ERS852554_01211
ERR1913167.539759__1.539759	820__R9I3Q7__HMPREF1072_01668
ERR1913167.539834__1.539834	28111__R5JSC9__HMPREF1016_01677
ERR1913167.539840__1.539840	47678__R5UER2__CGC64_00710
ERR1913167.539908__1.539908	820__A0A139KJR5__M093_4469
ERR1913167.539953__1.539953	820__A0A173YYG4__evgS_3
ERR1913167.540265__1.540265	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.540467__1.540467	674529__A0A174PUY5__SAMN05444400_103201
ERR1913167.540501__1.540501	1262882__R5MHZ2__BN519_00742
ERR1913167.540582__1.540582	239935__A0A3F3K9J9__DEF40_00940
ERR1913167.540592__1.540592	1262882__R5MGX3__BN519_00046
ERR1913167.540683__1.540683	28116__A0A078Q626__HMPREF1070_02735
ERR1913167.540762__1.540762	1262882__R5MZF2__BN519_00592
ERR1913167.540813__1.540813	821__C6ZAA5__ERS852556_00403
ERR1913167.540948__1.540948	820__A0A3E4VXP2__yesR
ERR1913167.540916__1.540916	2173__A0A1D2WST6__METSMIALI_00213
ERR1913167.541203__1.541203	239935__R6IZU4__CXT87_08085
ERR1913167.541500__1.541500	820__A7VAR9__ERS852421_00197
ERR1913167.541492__1.541492	1262882__R5MLT4__BN519_01496
ERR1913167.541612__1.541612	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.541802__1.541802	1262924__R7HQN1__BN585_00550
ERR1913167.542049__1.542049	823__A0A355XF06__B5F32_11480
ERR1913167.542076__1.542076	820__A0A3E4PYB0__yejM
ERR1913167.542218__1.542218	28117__B0MVL2__BHV66_01645
ERR1913167.542268__1.542268	1297617__A0A2U1BI18__BIV19_10830
ERR1913167.542551__1.542551	1262882__R5N4I5__BN519_01288
ERR1913167.542562__1.542562	820__A0A396EWL3__ERS417307_03868
ERR1913167.542587__1.542587	39492__D4JWG3__EUBSIR_00308
ERR1913167.542647__1.542647	820__A0A139KHD8__ERS417307_00569
ERR1913167.542878__1.542878	39492__D4JV86__spoIIE
ERR1913167.542922__1.542922	46503__R6X6Y1__DCY29_15600
ERR1913167.543061__1.543061	820__A0A174LIN6__HMPREF1072_03144
ERR1913167.543160__1.543160	1796613__A0A1C7GYD6__A4V03_03700
ERR1913167.543226__1.543226	239935__A0A139TPU7__CXT91_06575
ERR1913167.543283__1.543283	820__A0A174F696__macB_13
ERR1913167.543370__1.543370	357276__B6W1J2__BACDOR_03380
ERR1913167.543485__1.543485	2108523__A0A2P2F8A7__LAWASA_2275
ERR1913167.543692__1.543692	1262882__R5N526__BN519_01603
ERR1913167.543779__1.543779	626929__K9EMN2__SAMN05444376_2987
ERR1913167.543895__1.543895	820__A0A374Q854__HMPREF1073_03281
ERR1913167.543903__1.543903	820__A7V9F9__B5G17_14640
ERR1913167.543915__1.543915	1262889__R7HD84__BN634_01675
ERR1913167.544009__1.544009	239935__A0A3F3K985__CXT98_05805
ERR1913167.544155__1.544155	820__A0A173YYG4__evgS_3
ERR1913167.544443__1.544443	823__A0A355XN73__DXC05_07000
ERR1913167.544808__1.544808	214856__A0A174ZEW0__ERS852447_00985
ERR1913167.544812__1.544812	39491__C4Z9E9__T1815_12341
ERR1913167.544870__1.544870	338188__C9KX12__ERS852397_02198
ERR1913167.544932__1.544932	239935__A0A2N8I3G2__CXT89_00720
ERR1913167.545098__1.545098	28118__R6FGF7__SAMEA44545918_01338
ERR1913167.545239__1.545239	818__D7IK38__ERS852430_03017
ERR1913167.545316__1.545316	820__A0A3E4VZY4__ERS852554_01211
ERR1913167.545422__1.545422	239935__A0A2N8INK7__Amuc_0521
ERR1913167.545437__1.545437	1297617__A0A0S2W477__C7373_102334
ERR1913167.545472__1.545472	1160721__W0U4N3__BHW50_05270
ERR1913167.545732__1.545732	820__A0A139KH21__DXC80_01780
ERR1913167.545753__1.545753	1262882__R5MFM2__BN519_00460
ERR1913167.545921__1.545921	820__A0A3E4RU03__M093_0563
ERR1913167.545954__1.545954	820__A0A174GK47__ERS852421_00200
ERR1913167.546190__1.546190	357276__A0A076IXE0__HMPREF1064_04364
ERR1913167.546234__1.546234	1262743__R5C054__BN727_01980
ERR1913167.546254__1.546254	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.546316__1.546316	46506__R6A5T2__DXC41_10795
ERR1913167.546354__1.546354	820__R9I3Q7__HMPREF1072_01668
ERR1913167.546356__1.546356	28111__E5WYC3__NCTC11155_03517
ERR1913167.546464__1.546464	1262882__R5MHZ2__BN519_00742
ERR1913167.546546__1.546546	1262882__R5MSX6__BN519_01697
ERR1913167.546808__1.546808	39492__D4JV86__spoIIE
ERR1913167.546720__1.546720	28111__R5K2I8__HMPREF1016_03182
ERR1913167.546929__1.546929	1105171__GeneID:11605488
ERR1913167.547010__1.547010	28118__F9Z8K4__Odosp_0843
ERR1913167.547089__1.547089	1262882__R5N5S3__BN519_00085
ERR1913167.547347__1.547347	544645__A0A3E4T972__DXC42_08370
ERR1913167.547498__1.547498	28117__B0MXR1__BHV66_08035
ERR1913167.547514__1.547514	239935__A0A2N8IMC9__CXU09_02095
ERR1913167.547623__1.547623	239935__A0A2N8HTZ8__CXU09_01270
ERR1913167.547632__1.547632	820__A0A174TRB5__DXD40_11305
ERR1913167.547558__1.547558	820__A0A174Q0F0__DXB48_08080
ERR1913167.547743__1.547743	820__A0A3E4FWC8__DXC91_14635
ERR1913167.547947__1.547947	821__A0A174NM17__lacZ_6
ERR1913167.548108__1.548108	46503__R5DM05__DD461_09230
ERR1913167.548375__1.548375	28117__R7JH62__BHV66_05735
ERR1913167.548396__1.548396	674529__R6V9C9__DXB21_16435
ERR1913167.548412__1.548412	28111__E5WZE2__NCTC11155_00550
ERR1913167.548517__1.548517	820__A7V092__hldE
ERR1913167.548687__1.548687	821__A0A174WBC9__ERS852556_03145
ERR1913167.548714__1.548714	674529__R6UW30__SAMN05444400_107160
ERR1913167.548781__1.548781	28117__B0MVL2__BHV66_01645
ERR1913167.548967__1.548967	1262882__R5MYI1__BN519_00416
ERR1913167.549198__1.549198	820__A0A3E4PYB0__yejM
ERR1913167.549534__1.549534	28111__E5X0X9__HMPREF1016_02597
ERR1913167.549659__1.549659	1262882__R5N004__BN519_00490
ERR1913167.549697__1.549697	820__A0A1T4IYF4__mprA_1
ERR1913167.549729__1.549729	47678__R5U8Y1__BACCAC_02615
ERR1913167.549828__1.549828	820__A0A139KEW8__DXB64_06405
ERR1913167.549856__1.549856	214856__R6XKW1__ERS852559_01141
ERR1913167.550004__1.550004	820__A0A174F696__macB_13
ERR1913167.550026__1.550026	39492__A0A175A133__cycB_1
ERR1913167.550091__1.550091	820__R9I3Q7__HMPREF1072_01668
ERR1913167.550134__1.550134	820__A0A3E4W9W8__C801_01069
ERR1913167.550180__1.550180	820__A0A3E4W9W8__C801_01069
ERR1913167.550400__1.550400	1262882__R5N4P6__BN519_01346
ERR1913167.550402__1.550402	329854__R5LZ68__BACINT_01603
ERR1913167.550461__1.550461	239935__A0A139TVJ4__CXT86_02020
ERR1913167.550502__1.550502	2108523__A0A2P2FC94__LAWASA_3667
ERR1913167.550518__1.550518	820__A0A3E4W4Y7__B5G17_02055
ERR1913167.550549__1.550549	1262882__R5MMD8__BN519_01576
ERR1913167.550560__1.550560	1262743__R5C054__BN727_01980
ERR1913167.550625__1.550625	820__A0A3E4IGA7__DXD40_07110
ERR1913167.550725__1.550725	1262882__R5N0F4__BN519_00593
ERR1913167.550752__1.550752	820__A0A174CG08__DXB62_13215
ERR1913167.550857__1.550857	820__A0A173W419__DXC68_17760
ERR1913167.550910__1.550910	820__A0A1Y3V743__M093_0235
ERR1913167.550933__1.550933	1262882__R5MHZ2__BN519_00742
ERR1913167.550967__1.550967	820__A0A1T4IYF4__mprA_1
ERR1913167.551060__1.551060	371601__I9A9Z3__CW3_2765
ERR1913167.551105__1.551105	820__A7V470__HMPREF1072_02076
ERR1913167.551113__1.551113	1262882__R5MYP8__BN519_00439
ERR1913167.551262__1.551262	674529__A0A174K9D7__SAMN05444400_1164
ERR1913167.551348__1.551348	820__A7VAR9__ERS852421_00197
ERR1913167.551985__1.551985	820__A0A1T4IYF4__mprA_1
ERR1913167.552083__1.552083	820__A0A3E4GA19__SAMN05444418_10562
ERR1913167.552252__1.552252	28117__R7JIJ8__BHV66_01635
ERR1913167.552225__1.552225	371601__A0A1H4AKU1__BXY_45200
ERR1913167.552309__1.552309	1262980__R5BZQ1__BN814_00049
ERR1913167.552357__1.552357	204516__U6R9E6__HMPREF1534_03149
ERR1913167.552365__1.552365	1262882__R5N4F5__BN519_01266
ERR1913167.552379__1.552379	820__A0A174P0L5__glcK_3
ERR1913167.552665__1.552665	1262992__R5DB53__BN795_01346
ERR1913167.552729__1.552729	820__A0A139KA34__B5G17_05520
ERR1913167.552751__1.552751	820__A7V780__adaA_3
ERR1913167.553033__1.553033	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.553154__1.553154	853__D4KAK8__C4N21_13380
ERR1913167.553136__1.553136	1297617__A0A0S2W6H3__IB211_02217c
ERR1913167.553384__1.553384	820__A0A139K4T0__ERS852510_03146
ERR1913167.553425__1.553425	820__A0A374Q854__HMPREF1073_03281
ERR1913167.553437__1.553437	1262882__R5MF51__BN519_00287
ERR1913167.553441__1.553441	1262882__R5N5S3__BN519_00085
ERR1913167.553565__1.553565	820__A0A078S4C2__ERS417307_00828
