ERR1913224.352__1.352	853__A0A173RZ39__C4N22_01650
ERR1913224.485352__1.485352	1262824__R6RFC2__BN719_00120
ERR1913224.485773__1.485773	2293125__A0A374C4J1__DW917_09855
ERR1913224.485807__1.485807	39492__D4JRM9__bglB_2
ERR1913224.485872__1.485872	28116__A0A3D2LWY1__ERS852555_01619
ERR1913224.485935__1.485935	1262911__R6GYT4__BN557_00617
ERR1913224.485952__1.485952	33043__D5HIE6__ERS852445_01796
ERR1913224.486191__1.486191	1160721__R6U5L6__RBI_I01802
ERR1913224.486390__1.486390	2293125__A0A374BNR6__DW917_15660
ERR1913224.486406__1.486406	563769__GeneID:6973158
ERR1913224.486722__1.486722	39492__D4JTJ1__EUBSIR_01453
ERR1913224.486818__1.486818	1262761__R6R1H3__BN606_00786
ERR1913224.487097__1.487097	39496__A5Z5I2__EUBVEN_00963
ERR1913224.487227__1.487227	1262911__R6GZ01__BN557_00641
ERR1913224.487404__1.487404	820__A0A174F696__macB_13
ERR1913224.487672__1.487672	2293125__A0A374CII0__DW917_03470
ERR1913224.487578__1.487578	1262761__R6RNL8__BN606_00387
ERR1913224.487712__1.487712	301301__A0A395VAL3__mcp2_2
ERR1913224.488082__1.488082	46228__V8BM45__DXD17_14355
ERR1913224.488230__1.488230	1262911__R6GYU2__BN557_00621
ERR1913224.488314__1.488314	2293125__A0A374BVX3__DW917_12740
ERR1913224.488544__1.488544	1262761__R6R4K8__BN606_01919
ERR1913224.488600__1.488600	2293125__A0A374BUM7__DW917_12980
ERR1913224.488617__1.488617	214856__R6XS02__ERS852447_01685
ERR1913224.488823__1.488823	610243__A0A060QJF7__ASAP_2763
ERR1913224.489078__1.489078	46228__V8CA96__RUMLAC_01531
ERR1913224.489047__1.489047	853__A0A173RZ39__C4N22_01650
ERR1913224.489152__1.489152	218538__C9LQG6__GCWU000321_01798
ERR1913224.489235__1.489235	239935__A0A2N8HT18__CXT93_06135
ERR1913224.489334__1.489334	1263107__GCA_000436995.1_00131
ERR1913224.489407__1.489407	46228__B5CPF2__RUMLAC_01345
ERR1913224.489714__1.489714	2293125__A0A374C8A8__DW917_07550
ERR1913224.489775__1.489775	418240__A0A174AX68__ERS852478_00844
ERR1913224.490134__1.490134	1897011__A0A1Q6RD70__BHW41_05845
ERR1913224.490381__1.490381	1262761__R6QN56__BN606_00886
ERR1913224.490702__1.490702	28116__A0A078Q7C2__DHW41_14520
ERR1913224.490875__1.490875	556259__I0PYM3__BSGG_5385
ERR1913224.491268__1.491268	46228__V8CBW1__HMPREF1202_00636
ERR1913224.491235__1.491235	39486__G1WPD7__DORFOR_00931
ERR1913224.491240__1.491240	1262889__R7HCF8__BN634_00395
ERR1913224.491562__1.491562	2293125__A0A374BUM7__DW917_12980
ERR1913224.491572__1.491572	820__A0A3E4RUC4__DHU98_02635
ERR1913224.491586__1.491586	1262761__R6R2J2__BN606_00943
ERR1913224.491697__1.491697	820__A0A139K8N1__ERS852554_00951
ERR1913224.492249__1.492249	1262988__R7N751__BN816_00584
ERR1913224.492339__1.492339	2293125__A0A374CHT4__DW917_03485
ERR1913224.492472__1.492472	820__R9I2U8__DXC68_09590
ERR1913224.492579__1.492579	1501391__GCA_000786575.1_00055
ERR1913224.492658__1.492658	853__A8SB03__C4Q21_07960
ERR1913224.492843__1.492843	820__A0A174M9V5__M093_0237
ERR1913224.492882__1.492882	820__A0A174TRB5__DXD40_11305
ERR1913224.492941__1.492941	2293125__A0A374BUM7__DW917_12980
ERR1913224.493009__1.493009	820__A0A1T4IY80__ERS852554_01621
ERR1913224.493103__1.493103	820__A0A173YYG4__evgS_3
ERR1913224.493185__1.493185	384638__B7AVU0__BACPEC_02840
ERR1913224.493268__1.493268	410072__C0B785__ERS852574_00808
ERR1913224.493323__1.493323	322505__xre_3
ERR1913224.493574__1.493574	2293125__A0A374CIC9__DW917_02045
ERR1913224.493540__1.493540	853__A0A2A7B1Y7__C7K05_11930
ERR1913224.493580__1.493580	46228__B5CPT8__RUMLAC_01482
ERR1913224.493584__1.493584	2293125__A0A374CI55__DW917_03455
ERR1913224.494007__1.494007	165179__A0A229I7F5__DXB80_02650
ERR1913224.494108__1.494108	1965569__A0A1Y4NK94__B5F07_19320
ERR1913224.494206__1.494206	165179__A0A3E5E8N5__DXC61_13460
ERR1913224.494266__1.494266	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913224.494234__1.494234	820__A0A374Q351__DXD40_05850
ERR1913224.494336__1.494336	1501391__GCA_000786575.1_00005
ERR1913224.494368__1.494368	1160721__R6U7U7__cheW1
ERR1913224.494449__1.494449	384638__B7APR1__BACPEC_00667
ERR1913224.494531__1.494531	2293125__A0A374BN09__DW917_16245
ERR1913224.494609__1.494609	853__A0A3E2U7E6__ERS852582_01640
ERR1913224.494677__1.494677	1965650__A0A1Y3VA28__B5G16_11230
ERR1913224.494809__1.494809	820__R9HP61__DXC91_01090
ERR1913224.494870__1.494870	39485__C4Z5L2__ERS852490_00659
ERR1913224.494873__1.494873	39485__A0A174ZTY8__ycfH
ERR1913224.495131__1.495131	458033__GCA_001482755.1_02203
ERR1913224.495152__1.495152	2293125__A0A374C4I0__DW917_08630
ERR1913224.495459__1.495459	1262911__R6GS52__BN557_00834
ERR1913224.495654__1.495654	820__A0A139KHX1__HMPREF2141_00289
ERR1913224.495840__1.495840	2293125__A0A374BSW4__DW917_13420
ERR1913224.495917__1.495917	39485__A0A174YYW2__benM
ERR1913224.496033__1.496033	1262761__R6QV93__BN606_01806
ERR1913224.496035__1.496035	165179__A0A174SA26__PREVCOP_05758
ERR1913224.496114__1.496114	446660__GCA_003428235.1_02352
ERR1913224.496157__1.496157	39485__R5ZT20__ERS852490_00975
ERR1913224.496132__1.496132	1262988__R7N3Z1__BN816_00044
ERR1913224.496239__1.496239	820__A0A3E4VXP2__yesR
ERR1913224.496335__1.496335	1308__A0A2X3U861__CV713_04305
ERR1913224.496401__1.496401	106588__A6NUL8__BACCAP_01900
ERR1913224.496535__1.496535	33043__D5HIE6__ERS852445_01796
ERR1913224.496646__1.496646	1262761__R6RPK4__BN606_00541
ERR1913224.497010__1.497010	1262761__R6QMI9__BN606_00798
ERR1913224.497242__1.497242	239935__A0A2N8IRW0__A4V05_11620
ERR1913224.497271__1.497271	1262761__R6RB66__BN606_01964
ERR1913224.497435__1.497435	1262736__R5YCY9__BN496_00487
ERR1913224.497414__1.497414	2293125__A0A374CFT0__DW917_03440
ERR1913224.497516__1.497516	2293125__A0A374CI55__DW917_03455
ERR1913224.498149__1.498149	1262942__R7R0D0__BN520_02420
ERR1913224.498171__1.498171	2293125__A0A374C4I0__DW917_08630
ERR1913224.498208__1.498208	1501391__GCA_000786575.1_00129
ERR1913224.498279__1.498279	39485__A0A174Z4K7__dosC_2
ERR1913224.498559__1.498559	1501391__GCA_000786575.1_00120
ERR1913224.498600__1.498600	47678__A5ZF31__DXB67_11050
ERR1913224.498601__1.498601	820__A0A3E4IGA7__DXD40_07110
ERR1913224.498620__1.498620	1262783__R6CU25__BN558_00282
ERR1913224.498733__1.498733	820__A0A3E4W4W5__ERS852554_02179
ERR1913224.498745__1.498745	1262988__R7N751__BN816_00584
ERR1913224.498933__1.498933	2293125__A0A374BRB6__DW917_13815
ERR1913224.499013__1.499013	1262700__R5XC07__BN695_01332
ERR1913224.498970__1.498970	1150298__A0A174PA84__sigM
ERR1913224.499141__1.499141	1262988__R7N7X7__BN816_00195
ERR1913224.499156__1.499156	2293125__A0A374CI55__DW917_03455
ERR1913224.499282__1.499282	165179__A0A174XZU8__DXB80_12180
ERR1913224.499349__1.499349	2293125__A0A374CFZ2__DW917_03445
ERR1913224.499393__1.499393	2293125__A0A374BUM7__DW917_12980
ERR1913224.499419__1.499419	2293125__A0A374C8E6__DW917_07195
ERR1913224.499421__1.499421	1262889__R7HFS7__BN634_01527
ERR1913224.499754__1.499754	1262911__R6H1A6__BN557_01286
ERR1913224.499787__1.499787	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913224.499925__1.499925	2293125__A0A374C7Q4__DW917_07745
ERR1913224.500288__1.500288	556259__I0PYM3__BSGG_5385
ERR1913224.500468__1.500468	1262963__R6CBY4__BN718_00134
ERR1913224.500493__1.500493	165179__D1PC26__PREVCOP_04756
ERR1913224.500507__1.500507	1262948__R7E9J4__BN671_00152
ERR1913224.500571__1.500571	1262889__R7HB16__BN634_02255
ERR1913224.500716__1.500716	371601__A0A1H4GP73__B5E50_17960
ERR1913224.500773__1.500773	1235835__R9LCU2__C814_02677
ERR1913224.500869__1.500869	1262911__R6GY22__BN557_00023
ERR1913224.501098__1.501098	821__A0A3E4XY72__NCTC10583_01067
ERR1913224.501204__1.501204	823__A0A174WTX5__DD466_11965
ERR1913224.501442__1.501442	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913224.501402__1.501402	2293125__A0A374BZ50__DW917_11090
ERR1913224.501594__1.501594	218538__C9LPE5__GCWU000321_01424
ERR1913224.501739__1.501739	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913224.501880__1.501880	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913224.502179__1.502179	820__A0A173YYG4__evgS_3
ERR1913224.502392__1.502392	1262911__R6H2B5__BN557_01151
ERR1913224.502495__1.502495	1160721__W0U5X6__RBI_I01796
ERR1913224.502606__1.502606	2293125__A0A374C7Q4__DW917_07745
ERR1913224.502780__1.502780	1262911__R6GYT4__BN557_00617
ERR1913224.502790__1.502790	1501391__GCA_000786575.1_00056
ERR1913224.502795__1.502795	820__A0A3E4FZM1__adaA_2
ERR1913224.502985__1.502985	2293125__A0A374C4C8__DW917_09805
ERR1913224.503122__1.503122	1262911__R6HJT1__BN557_00291
ERR1913224.503214__1.503214	556259__I0PXW0__BSGG_5187
ERR1913224.503222__1.503222	820__A7V049__DXB48_04755
ERR1913224.503439__1.503439	1262761__R6QU88__BN606_01983
ERR1913224.503524__1.503524	1501391__GCA_000786575.1_00059
ERR1913224.503585__1.503585	2293125__A0A374CFU2__DW917_03475
ERR1913224.503634__1.503634	1262942__R7QWR9__BN520_01253
ERR1913224.503722__1.503722	1501391__GCA_000786575.1_00070
ERR1913224.503756__1.503756	46228__V8CDM9__HMPREF1202_00303
ERR1913224.503957__1.503957	165179__D1PGU8__PREVCOP_06463
ERR1913224.504101__1.504101	1262761__R6R5Y2__BN606_00214
ERR1913224.504232__1.504232	1501391__GCA_000786575.1_00018
ERR1913224.504386__1.504386	1262761__R6R8B3__BN606_01478
ERR1913224.504394__1.504394	1501391__GCA_000786575.1_00035
ERR1913224.504561__1.504561	28118__R6FAT1__DHW44_00720
ERR1913224.504689__1.504689	1520815__A0A1I3QIG2__SAMN02910435_01807
ERR1913224.504783__1.504783	1262911__R6GI18__BN557_01377
ERR1913224.504808__1.504808	39485__A0A174Z8V5__fliU_2
ERR1913224.504833__1.504833	2293125__A0A374BR61__DW917_14880
ERR1913224.504993__1.504993	1628085__A0A2U1BCJ0__C7386_10767
ERR1913224.505139__1.505139	165179__A0A3E5A5E5__DXC61_13965
ERR1913224.505231__1.505231	2293125__A0A374BR61__DW917_14880
ERR1913224.505207__1.505207	1501391__GCA_000786575.1_00050
ERR1913224.505368__1.505368	166486__D4KUL4__pemA
ERR1913224.505344__1.505344	2293125__A0A374BSW4__DW917_13420
ERR1913224.505701__1.505701	2293125__A0A374CMK5__DW917_00330
ERR1913224.505772__1.505772	2293125__A0A374C7Q7__DW917_07770
ERR1913224.506144__1.506144	1262761__R6QZS1__BN606_01236
ERR1913224.506323__1.506323	853__C7H1R8__DW905_06675
ERR1913224.506363__1.506363	820__A0A139K1Y6__DXB48_02610
ERR1913224.506420__1.506420	1262911__R6GMS3__BN557_00579
ERR1913224.506441__1.506441	820__R7E9Z4__DXC68_06065
ERR1913224.507125__1.507125	820__A0A174VD39__DXD90_12235
ERR1913224.507138__1.507138	40518__R5DVL2__penA
ERR1913224.507317__1.507317	165179__R6XLJ7__CFT61_06250
ERR1913224.507403__1.507403	820__A0A139K2N9__DXB62_12420
ERR1913224.507541__1.507541	418240__R7CMR9__yehU_7
ERR1913224.507717__1.507717	1262942__R7R1Z5__BN520_00272
ERR1913224.508128__1.508128	384638__B7AQF5__BACPEC_00912
ERR1913224.508307__1.508307	1262777__R5W4Q6__BN512_01452
ERR1913224.508409__1.508409	239935__A0A2N8HT18__CXT93_06135
ERR1913224.508571__1.508571	1262992__R5CXM7__BN795_01016
ERR1913224.508679__1.508679	2293125__A0A374CFZ2__DW917_03445
ERR1913224.508912__1.508912	1262911__R6H1K1__BN557_00910
ERR1913224.508931__1.508931	820__A0A1Q6IDS8__chtA
ERR1913224.508980__1.508980	1262761__R6QZJ9__BN606_00492
ERR1913224.509383__1.509383	823__A0A069S0G2__DXB14_03195
ERR1913224.509453__1.509453	820__A0A173YYG4__evgS_3
ERR1913224.509673__1.509673	165179__A0A229I9X5__CFT61_01205
ERR1913224.509745__1.509745	39492__D4JRZ7__smc
ERR1913224.510107__1.510107	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913224.510230__1.510230	1735__B7CBP5__EUBIFOR_01620
ERR1913224.510320__1.510320	166486__R6AY46__ROSINTL182_06128
ERR1913224.510467__1.510467	2293125__A0A374C4C8__DW917_09805
ERR1913224.510488__1.510488	239935__A0A2N8HB50__CXU17_02615
ERR1913224.510719__1.510719	47678__R5UA23__C5Z00_15610
ERR1913224.510720__1.510720	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913224.510838__1.510838	2293125__A0A374C4C8__DW917_09805
ERR1913224.510924__1.510924	1262736__R5YZV2__BN496_01991
ERR1913224.510945__1.510945	820__A0A174F0C1__nreB
ERR1913224.511053__1.511053	214856__A0A173ZS19__ERS852447_00954
ERR1913224.511086__1.511086	1501391__GCA_000786575.1_00091
ERR1913224.511093__1.511093	165179__D1PGU8__PREVCOP_06463
ERR1913224.511281__1.511281	2293125__A0A374CHT4__DW917_03485
ERR1913224.511302__1.511302	820__A0A174VD39__DXD90_12235
ERR1913224.511308__1.511308	1501391__GCA_000786575.1_00079
ERR1913224.511348__1.511348	1262988__R7N3U0__BN816_02215
ERR1913224.511531__1.511531	1501391__GCA_000786575.1_00083
ERR1913224.511533__1.511533	39492__D4JQM9__EUBSIR_00669
ERR1913224.511714__1.511714	1262761__R6QWI4__BN606_00934
ERR1913224.511720__1.511720	1262761__R6QHJ4__BN606_00427
ERR1913224.511837__1.511837	39492__D4JRV7__EUBSIR_01513
ERR1913224.511926__1.511926	28116__A0A1G6G9R4__CUY_0131
ERR1913224.511957__1.511957	1263109__GCA_000438135.1_01423
ERR1913224.512029__1.512029	1262911__R6GZW9__BN557_00833
ERR1913224.512092__1.512092	1262911__R6GS52__BN557_00834
ERR1913224.512102__1.512102	40518__R5DUG7__sbcC
ERR1913224.512157__1.512157	820__A0A374Q351__DXD40_05850
ERR1913224.512449__1.512449	1262942__R7QTU7__BN520_00095
ERR1913224.512422__1.512422	61171__B9Y5T9__HOLDEFILI_01171
ERR1913224.512632__1.512632	820__A7V9F9__B5G17_14640
ERR1913224.512700__1.512700	1262911__R6GLA5__BN557_01456
ERR1913224.512892__1.512892	1150298__R7JPB1__corA
ERR1913224.513018__1.513018	1262761__R6R4X3__BN606_01996
ERR1913224.513416__1.513416	2293125__A0A374CII6__DW917_03460
ERR1913224.513544__1.513544	33043__A8SWM2__ERS852575_01910
ERR1913224.513665__1.513665	1262942__R7QWD0__BN520_00972
ERR1913224.513695__1.513695	1262761__R6R3L8__BN606_01039
ERR1913224.513817__1.513817	218538__C9LM16__csm1
ERR1913224.513929__1.513929	1262911__R6GII0__BN557_01496
ERR1913224.513978__1.513978	28116__E5CHV5__B5F02_08530
ERR1913224.514492__1.514492	2293125__A0A374BSW4__DW917_13420
ERR1913224.514658__1.514658	1262911__R6GI18__BN557_01377
ERR1913224.514692__1.514692	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913224.514708__1.514708	1262944__R7J070__BN596_00680
ERR1913224.514711__1.514711	1262761__R6RY17__BN606_01538
ERR1913224.514825__1.514825	214856__A0A173ZQY0__ERS852559_00007
ERR1913224.514948__1.514948	1262889__R7HBS9__BN634_01225
ERR1913224.515021__1.515021	2293125__A0A374CC93__DW917_06625
ERR1913224.515166__1.515166	562__P77183__CDL50_13955
ERR1913224.515362__1.515362	820__A0A3E4VZS7__DXC07_14435
ERR1913224.515400__1.515400	1262761__R6QJJ2__BN606_00358
ERR1913224.515808__1.515808	384638__B7ANI2__BACPEC_00236
ERR1913224.515960__1.515960	1262761__R6QU88__BN606_01983
ERR1913224.516169__1.516169	853__A0A3E2V168__FAEPRAM212_00929
ERR1913224.516268__1.516268	820__A7UYX8__DXD40_11635
ERR1913224.516234__1.516234	239935__A0A2N8HB50__CXU17_02615
ERR1913224.516367__1.516367	165179__D1PHC0__PREVCOP_06640
ERR1913224.516370__1.516370	239935__A0A139TT05__CXU09_03335
ERR1913224.516473__1.516473	2293125__A0A374C7Q7__DW917_07770
ERR1913224.516650__1.516650	1227276__U2K5F4__HMPREF9148_02876
ERR1913224.516860__1.516860	39490__U2QQT2__HMPREF0373_02352
ERR1913224.516908__1.516908	39485__C4Z1W5__ERS852492_01530
ERR1913224.517015__1.517015	2293125__A0A374C4J1__DW917_09855
ERR1913224.517134__1.517134	39485__A0A174YSU1__ERS852492_00576
ERR1913224.517135__1.517135	40520__A0A174IJ62__DXC87_06795
ERR1913224.517192__1.517192	1501391__GCA_000786575.1_00024
ERR1913224.517219__1.517219	1262824__R6RFC2__BN719_00120
ERR1913224.517249__1.517249	1501391__GCA_000786575.1_00007
ERR1913224.517338__1.517338	487174__R5FN40__HMPREF9448_01366
ERR1913224.517452__1.517452	39491__A0A396FGM9__fliU_1
ERR1913224.517489__1.517489	2293125__A0A374CHT4__DW917_03485
ERR1913224.517533__1.517533	1262988__R7N324__BN816_01933
ERR1913224.517552__1.517552	820__A7V9F9__B5G17_14640
ERR1913224.517604__1.517604	821__A0A174NM17__lacZ_6
ERR1913224.517703__1.517703	165179__A0A229I7F5__DXB80_02650
ERR1913224.518051__1.518051	2293125__A0A374CIX5__DW917_01125
ERR1913224.518261__1.518261	2293125__A0A374C7Q7__DW917_07770
ERR1913224.518484__1.518484	165179__A0A3E5EB26__CFT61_02800
ERR1913224.518575__1.518575	1262761__R6QXL2__BN606_02127
ERR1913224.518631__1.518631	745368__A0A1T4Y5S3__SAMN02745178_02736
ERR1913224.518747__1.518747	418240__C6JDI6__ERS852478_02871
ERR1913224.518749__1.518749	28118__F9Z9X9__DF785_11470
ERR1913224.519342__1.519342	820__A0A3E4PYB0__yejM
ERR1913224.519392__1.519392	1501391__GCA_000786575.1_00084
ERR1913224.519712__1.519712	1262761__R6QTV2__BN606_01879
ERR1913224.519795__1.519795	1262889__R7HDL3__BN634_01924
ERR1913224.519871__1.519871	2293125__A0A374C8A8__DW917_07550
ERR1913224.520086__1.520086	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913224.520141__1.520141	282402__F0FB95__HMPREF9141_2862
ERR1913224.520108__1.520108	820__A0A3E4PYB0__yejM
ERR1913224.520161__1.520161	239935__A0A2N8I3G2__CXT89_00720
ERR1913224.520221__1.520221	487174__R5EUJ8__DDY40_00460
ERR1913224.520317__1.520317	39485__A0A174Z851__cdaR_1
ERR1913224.520325__1.520325	2293125__A0A374C4J1__DW917_09855
ERR1913224.520683__1.520683	1965650__A0A1Y3VBL3__B5G16_10325
ERR1913224.520743__1.520743	360807__C0FP30__ROSEINA2194_00482
ERR1913224.521388__1.521388	823__A0A073I5R7__cloSI
ERR1913224.521418__1.521418	2293125__A0A374BUM7__DW917_12980
ERR1913224.521662__1.521662	2293125__A0A374BUM7__DW917_12980
ERR1913224.521760__1.521760	820__A0A396EUU8__luxQ_3
ERR1913224.521810__1.521810	39485__C4Z389__ERS852490_01920
ERR1913224.522024__1.522024	853__A0A3E2U7E6__ERS852582_01640
ERR1913224.522284__1.522284	820__A7V049__DXB48_04755
ERR1913224.522356__1.522356	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913224.522590__1.522590	39488__A0A173T8Z7__hemZ_2
ERR1913224.522665__1.522665	2293125__A0A374BZ50__DW917_11090
ERR1913224.522752__1.522752	2293125__A0A374BSW4__DW917_13420
ERR1913224.522790__1.522790	39485__C4Z390__EUBELI_01689
ERR1913224.522812__1.522812	1501391__GCA_000786575.1_00087
ERR1913224.523062__1.523062	28116__A0A396DFW5__C5Z02_07010
ERR1913224.523857__1.523857	820__A0A3E4PYB0__yejM
ERR1913224.523922__1.523922	487174__K0WTW4__DDY40_12630
ERR1913224.524402__1.524402	853__A0A2A7B1Y7__C7K05_11930
ERR1913224.524508__1.524508	820__A0A174CG08__DXB62_13215
ERR1913224.524615__1.524615	1501391__GCA_000786575.1_00115
ERR1913224.524626__1.524626	2293125__A0A374CFW0__DW917_03450
ERR1913224.524672__1.524672	2293125__A0A374CFU2__DW917_03475
ERR1913224.524820__1.524820	1262889__R7H9T7__BN634_00025
ERR1913224.524982__1.524982	2293125__A0A374CII0__DW917_03470
ERR1913224.525230__1.525230	1262911__R6HH15__BN557_01507
ERR1913224.525564__1.525564	39485__A0A174YR79__EUBELI_20418
ERR1913224.525650__1.525650	1262911__R6GKS1__BN557_00184
ERR1913224.525749__1.525749	165179__A0A174IPI3__CFT61_10940
ERR1913224.525760__1.525760	820__A0A174LJB2__HMPREF1072_04112
ERR1913224.525719__1.525719	1262911__R6GLA5__BN557_01456
ERR1913224.526009__1.526009	2293125__A0A374CII6__DW917_03460
ERR1913224.526032__1.526032	1501391__GCA_000786575.1_00129
ERR1913224.526155__1.526155	820__A7V470__HMPREF1072_02076
ERR1913224.526187__1.526187	10868__GeneID:1261859
ERR1913224.526570__1.526570	88431__A0A174EJA6__DXB16_03345
ERR1913224.526703__1.526703	2293125__A0A374CII0__DW917_03470
ERR1913224.526728__1.526728	46228__V8CE24__thiD
ERR1913224.526729__1.526729	2293125__A0A374C4J1__DW917_09855
ERR1913224.527022__1.527022	1897011__A0A1Q6RG48__BHW41_02345
ERR1913224.527031__1.527031	39485__C4Z6K2__ERS852490_00407
ERR1913224.527049__1.527049	40520__A0A174HHX4__RUMOBE_03561
ERR1913224.527194__1.527194	1262988__R7N4U5__BN816_00495
ERR1913224.527206__1.527206	1262911__R6GR13__BN557_00618
ERR1913224.527274__1.527274	820__A0A174TRB5__DXD40_11305
ERR1913224.527340__1.527340	2293125__A0A374CIC9__DW917_02045
ERR1913224.527790__1.527790	39492__D4JWP8__EUBSIR_00699
ERR1913224.527874__1.527874	2293125__A0A374CFZ2__DW917_03445
ERR1913224.527891__1.527891	1262761__R6R1H3__BN606_00786
ERR1913224.528073__1.528073	2293125__A0A374CFZ2__DW917_03445
ERR1913224.528525__1.528525	418240__C6J887__ERS852523_03392
ERR1913224.528535__1.528535	2293125__A0A374C8A8__DW917_07550
ERR1913224.528592__1.528592	853__E2ZGD9__C7J97_11715
ERR1913224.528690__1.528690	2293125__A0A374BZ50__DW917_11090
ERR1913224.528759__1.528759	387090__S0F7Y3__BACCOPRO_02028
ERR1913224.528772__1.528772	820__A0A3E4FZM1__adaA_2
ERR1913224.528831__1.528831	1150298__A0A174MLY5__ERS852498_01797
ERR1913224.528899__1.528899	218538__C9LL79__GCWU000321_00015
ERR1913224.528925__1.528925	39485__C4Z355__ERS852490_01971
ERR1913224.528990__1.528990	1262761__R6RZF9__BN606_01803
ERR1913224.529333__1.529333	853__A0A2A7AXC8__C4N21_14120
ERR1913224.529473__1.529473	1262783__R6DN64__BN558_00486
ERR1913224.529531__1.529531	820__A0A3E4W984__pssA
ERR1913224.529576__1.529576	1262942__R7QVG1__BN520_01673
ERR1913224.529603__1.529603	165179__R6PU83__CFT61_14275
ERR1913224.529696__1.529696	28116__A0A1Y4Q114__DXF98_00470
ERR1913224.529777__1.529777	1150298__A0A174I056__ERS852535_01387
ERR1913224.529841__1.529841	820__A0A174CG08__DXB62_13215
ERR1913224.530117__1.530117	2293125__A0A374BVX3__DW917_12740
ERR1913224.530223__1.530223	2293125__A0A374BRB6__DW917_13815
ERR1913224.530236__1.530236	1262761__R6QVL2__BN606_00807
ERR1913224.530367__1.530367	1262736__R5YCL2__BN496_00379
ERR1913224.530421__1.530421	820__A0A174DZ97__SAMN05444418_101240
ERR1913224.530501__1.530501	1262761__R6QV93__BN606_01806
ERR1913224.530543__1.530543	1262889__R7H9A4__BN634_00112
ERR1913224.530721__1.530721	1965639__A0A1Y3XIQ9__B5G03_16105
ERR1913224.530820__1.530820	1262911__R6GXH0__BN557_00389
ERR1913224.531083__1.531083	1262761__R6RZ48__BN606_01724
