ERR1913181.91__1.91	39492__D4MMN2__EUBSIR_00964
ERR1913181.2296050__1.2296050	136841__A0A3E1N8M9__AJ68_05404
ERR1913181.2296088__1.2296088	1150298__R7JNQ8__ERS852406_00857
ERR1913181.2296203__1.2296203	1262882__R5MIY9__BN519_01097
ERR1913181.2296383__1.2296383	301302__A0A0M6WKN8__M72_27741
ERR1913181.2296463__1.2296463	40518__R5DXI4__DXD86_07420
ERR1913181.2296555__1.2296555	1262911__R6GUQ4__BN557_01581
ERR1913181.2296683__1.2296683	817__A0A2M9UXF4__M141_1081
ERR1913181.2296737__1.2296737	39492__D4JWY5__rpe
ERR1913181.2296860__1.2296860	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2296976__1.2296976	357276__D1JYA3__BSEG_00395
ERR1913181.2296979__1.2296979	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2297202__1.2297202	47678__R5UGC2__ERS852494_02070
ERR1913181.2297703__1.2297703	187327__G4Q2J3__ACDG_01696
ERR1913181.2297680__1.2297680	46503__R6WYJ8__DXB85_13825
ERR1913181.2297686__1.2297686	1262911__R6GTN3__BN557_01365
ERR1913181.2297722__1.2297722	47678__R5U2F6__HMPREF1061_00767
ERR1913181.2297775__1.2297775	374840__GeneID:2546403
ERR1913181.2297839__1.2297839	1262911__R6H174__BN557_01246
ERR1913181.2297990__1.2297990	301302__R5UM41__M72_15921
ERR1913181.2298011__1.2298011	1262882__R5N1R4__BN519_00788
ERR1913181.2298014__1.2298014	33043__A0A173QUA9__ERS852400_01795
ERR1913181.2298402__1.2298402	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2298412__1.2298412	33043__A0A173YQY3__ERS852445_01438
ERR1913181.2298455__1.2298455	40518__R5E5W1__RBL263_01034
ERR1913181.2298502__1.2298502	1150298__A0A173X9I5__ERS852498_01823
ERR1913181.2298642__1.2298642	821__A0A0P0LFP6__C5Z04_13890
ERR1913181.2298862__1.2298862	1262882__R5N0F4__BN519_00593
ERR1913181.2298919__1.2298919	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2299002__1.2299002	165179__A0A3E5DV57__DXB80_11400
ERR1913181.2299064__1.2299064	2107999__A0A366KH48__LK7_008315
ERR1913181.2299142__1.2299142	1262911__R6GZW9__BN557_00833
ERR1913181.2299240__1.2299240	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2299259__1.2299259	39496__A5Z5I2__EUBVEN_00963
ERR1913181.2299326__1.2299326	33043__A0A174AEP1__apr
ERR1913181.2299361__1.2299361	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913181.2299424__1.2299424	2173__A5ULL1__Msm_0884
ERR1913181.2300158__1.2300158	46228__B5CPX5__RUMLAC_01520
ERR1913181.2300247__1.2300247	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2300664__1.2300664	74426__rpoB
ERR1913181.2300590__1.2300590	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2300682__1.2300682	301302__R5ULQ3__ERS852420_02626
ERR1913181.2300879__1.2300879	511969__GeneID:3959334
ERR1913181.2300983__1.2300983	1262911__R6HIJ8__BN557_01742
ERR1913181.2301081__1.2301081	28117__B0MXU0__BHV66_07550
ERR1913181.2301152__1.2301152	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2301155__1.2301155	1262882__R5MFA5__BN519_00331
ERR1913181.2301158__1.2301158	1262911__R6GZX7__BN557_00838
ERR1913181.2301213__1.2301213	28117__B0MYW7__ALIPUT_02336
ERR1913181.2301252__1.2301252	1735__B7C7S7__EUBIFOR_00227
ERR1913181.2301281__1.2301281	511969__GeneID:3959334
ERR1913181.2301406__1.2301406	33043__A0A173QUA9__ERS852400_01795
ERR1913181.2301418__1.2301418	1262882__R5MIW5__BN519_00945
ERR1913181.2301482__1.2301482	40518__R5E4X1__DXD93_05270
ERR1913181.2301532__1.2301532	33043__D5HHD5__ERS852575_00049
ERR1913181.2301553__1.2301553	33043__A8SWZ6__ERS852386_02582
ERR1913181.2301629__1.2301629	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913181.2301846__1.2301846	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2302022__1.2302022	33043__A0A173YSY7__tilS
ERR1913181.2302083__1.2302083	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2302121__1.2302121	1262882__R5N2E1__BN519_01117
ERR1913181.2302225__1.2302225	1262911__R6HJS5__BN557_00288
ERR1913181.2302288__1.2302288	374840__GeneID:2546403
ERR1913181.2302328__1.2302328	47678__A5ZEA3__ERS852558_00257
ERR1913181.2302397__1.2302397	487174__K0X789__DIT83_10440
ERR1913181.2302419__1.2302419	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2302455__1.2302455	487174__K0XM88__DDY40_02935
ERR1913181.2302628__1.2302628	33043__A0A173WPI1__ERS852400_02100
ERR1913181.2302677__1.2302677	511969__GeneID:3959334
ERR1913181.2302778__1.2302778	1262882__R5MFY4__BN519_00529
ERR1913181.2303303__1.2303303	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2303346__1.2303346	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2303470__1.2303470	1150298__A0A174HYM9__ERS852406_01664
ERR1913181.2303482__1.2303482	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2303591__1.2303591	552398__F4XHU2__HMPREF0866_03196
ERR1913181.2303700__1.2303700	1262882__R5MT08__BN519_01706
ERR1913181.2303848__1.2303848	40518__R5DYU1__DXD86_01160
ERR1913181.2303871__1.2303871	820__A0A139JY23__B5G17_06330
ERR1913181.2303878__1.2303878	820__A0A174DZ97__SAMN05444418_101240
ERR1913181.2303935__1.2303935	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2303962__1.2303962	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2304107__1.2304107	301301__A0A395VC27__adaA_5
ERR1913181.2304132__1.2304132	374844__GeneID:1260912
ERR1913181.2304215__1.2304215	1262882__R5N3H1__BN519_01121
ERR1913181.2304296__1.2304296	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2304370__1.2304370	853__A0A173XRA8__CGS56_09290
ERR1913181.2304375__1.2304375	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2304425__1.2304425	33043__A0A173QUI0__ERS852386_00036
ERR1913181.2304694__1.2304694	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2304787__1.2304787	40518__R5DX93__DXD93_03055
ERR1913181.2304830__1.2304830	214856__I3YMC8__ERS852447_02666
ERR1913181.2304853__1.2304853	487174__K0XJ34__DDY40_06890
ERR1913181.2304887__1.2304887	1262882__R5MHQ8__BN519_00707
ERR1913181.2304890__1.2304890	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2304905__1.2304905	46228__V8C6B2__DXD17_09805
ERR1913181.2304940__1.2304940	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2305056__1.2305056	1262882__R5MRT2__BN519_01494
ERR1913181.2305110__1.2305110	1262882__R5MZ58__BN519_00525
ERR1913181.2305126__1.2305126	1262882__R5MH81__BN519_00748
ERR1913181.2305341__1.2305341	1262915__R6IC49__BN574_01666
ERR1913181.2305290__1.2305290	47678__R5USS6__C5Z00_03300
ERR1913181.2305453__1.2305453	40518__R5DXW3__DXD86_07900
ERR1913181.2305628__1.2305628	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2305834__1.2305834	487174__K0WTQ3__HMPREF9448_02140
ERR1913181.2305876__1.2305876	1262882__R5MN65__BN519_00771
ERR1913181.2306131__1.2306131	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2306099__1.2306099	47678__R5UAF6__ERS852494_02966
ERR1913181.2306160__1.2306160	357276__A0A076IIL0__EL88_03065
ERR1913181.2306249__1.2306249	1262911__R6GHG8__BN557_01301
ERR1913181.2306463__1.2306463	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2306505__1.2306505	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2306535__1.2306535	33043__A0A173WT47__ERS852400_02101
ERR1913181.2306606__1.2306606	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2306804__1.2306804	28117__B0MXU6__ALIPUT_01958
ERR1913181.2306961__1.2306961	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2306976__1.2306976	1263107__GCA_000436995.1_00130
ERR1913181.2307043__1.2307043	2173__A0A1D2WVA1__Msm_0411
ERR1913181.2307175__1.2307175	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2307360__1.2307360	33905__A0A0C2Z570__CQR47_0419
ERR1913181.2307459__1.2307459	46228__V8C6B2__DXD17_09805
ERR1913181.2307426__1.2307426	1262882__R5MYP2__BN519_00435
ERR1913181.2307487__1.2307487	40518__R5DZE2__DXD86_07400
ERR1913181.2307595__1.2307595	357276__C3R5A0__B5F00_02960
ERR1913181.2307938__1.2307938	40518__R5DUU0__DXD93_03985
ERR1913181.2307947__1.2307947	47678__R5U7L8__DXB67_16595
ERR1913181.2307959__1.2307959	28117__B0MY41__BHV66_05165
ERR1913181.2307996__1.2307996	1262882__R5N532__BN519_01420
ERR1913181.2307981__1.2307981	853__A0A173TAZ8__DWZ46_14590
ERR1913181.2308010__1.2308010	374840__GeneID:2546403
ERR1913181.2308186__1.2308186	47678__R5U948__ERS852494_02962
ERR1913181.2308209__1.2308209	1262882__R5MEN2__BN519_00200
ERR1913181.2308362__1.2308362	33043__A0A174DSP1__essC_2
ERR1913181.2308608__1.2308608	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2308691__1.2308691	823__A0A355XJT5__ERS852429_03504
ERR1913181.2308733__1.2308733	1262911__R6GT99__BN557_01335
ERR1913181.2308740__1.2308740	301302__A0A0M6WKN8__M72_27741
ERR1913181.2308857__1.2308857	1262882__R5MYP2__BN519_00435
ERR1913181.2308876__1.2308876	1160721__W0U3Q4__BHW50_08110
ERR1913181.2309059__1.2309059	649756__D4MWV1__DO83_00950
ERR1913181.2309166__1.2309166	1262882__R5N3T7__BN519_01188
ERR1913181.2309204__1.2309204	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2309264__1.2309264	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2309405__1.2309405	2173__A0A1D2WW38__METSMIF1_03111
ERR1913181.2309591__1.2309591	1150298__R7JRT0__ERS852498_01068
ERR1913181.2309666__1.2309666	33043__A0A173S5P8__ERS852445_00566
ERR1913181.2309766__1.2309766	46503__R6WWC9__PARMER_03215
ERR1913181.2309954__1.2309954	239935__R6J4Y4__CXU17_09810
ERR1913181.2309988__1.2309988	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2310242__1.2310242	853__A0A2A7B9I6__DW855_13690
ERR1913181.2310260__1.2310260	1262882__R5N1R4__BN519_00788
ERR1913181.2310379__1.2310379	820__A0A1T4IYF4__mprA_1
ERR1913181.2310383__1.2310383	40518__R5E2F3__artQ
ERR1913181.2310475__1.2310475	39492__D4JRZ7__smc
ERR1913181.2310682__1.2310682	1263000__R5EHB0__BN466_01647
ERR1913181.2310836__1.2310836	1263000__R5EXT3__BN466_02213
ERR1913181.2311118__1.2311118	39492__D4JS87__EUBSIR_02328
ERR1913181.2311146__1.2311146	626933__H1DGX0__HMPREF9449_01506
ERR1913181.2311239__1.2311239	39492__D4JR31__EUBSIR_00106
ERR1913181.2311460__1.2311460	46503__K5ZV67__PARMER_03859
ERR1913181.2311491__1.2311491	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2311494__1.2311494	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2311585__1.2311585	374844__GeneID:1260912
ERR1913181.2311712__1.2311712	301302__A0A173S3L8__vpr
ERR1913181.2311718__1.2311718	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2311795__1.2311795	1262882__R5N0Q5__BN519_00642
ERR1913181.2311887__1.2311887	1263000__R5EHI3__BN466_01684
ERR1913181.2311874__1.2311874	40518__R5DTP7__DXD83_02415
ERR1913181.2312001__1.2312001	40518__R5DUU8__DXD86_08440
ERR1913181.2312046__1.2312046	1262911__R6H0U7__BN557_01104
ERR1913181.2312139__1.2312139	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2312140__1.2312140	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2312183__1.2312183	2173__A0A1D2WU72__BK798_05485
ERR1913181.2312210__1.2312210	33043__A0A174B7D6__ERS852400_01331
ERR1913181.2312231__1.2312231	564886__GeneID:6973115
ERR1913181.2312404__1.2312404	1262911__R6GXH0__BN557_00389
ERR1913181.2312552__1.2312552	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2312607__1.2312607	1780376__A0A143XQT4__BN3659_01658
ERR1913181.2312625__1.2312625	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2312642__1.2312642	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913181.2312647__1.2312647	374840__GeneID:2546403
ERR1913181.2312681__1.2312681	239935__A0A2N8IAZ5__xseA
ERR1913181.2312843__1.2312843	1263006__R6LU28__BN515_01365
ERR1913181.2312859__1.2312859	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2312901__1.2312901	1262911__R6GZX7__BN557_00838
ERR1913181.2312924__1.2312924	47678__R5U3A7__ERS852494_02965
ERR1913181.2312972__1.2312972	820__A0A174F0C1__nreB
ERR1913181.2313014__1.2313014	28116__A0A1Y4Q367__ERS852555_04706
ERR1913181.2313115__1.2313115	1262882__R5N0M6__BN519_00794
ERR1913181.2313418__1.2313418	214856__A0A174FX52__yddM
ERR1913181.2313422__1.2313422	40518__R5DZM6__lytR_3
ERR1913181.2313488__1.2313488	1160721__R6SW83__BHW50_08845
ERR1913181.2313536__1.2313536	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2313537__1.2313537	1262882__R5N5S3__BN519_00085
ERR1913181.2313593__1.2313593	1263107__GCA_000436995.1_00113
ERR1913181.2313643__1.2313643	47678__R5U9M8__CGC64_07665
ERR1913181.2313759__1.2313759	47678__A5ZJ14__ERS852494_02225
ERR1913181.2313783__1.2313783	33043__A0A173YUV6__ERS852386_00507
ERR1913181.2313881__1.2313881	46503__R6Y0Q3__DCY29_15880
ERR1913181.2313976__1.2313976	216816__A0A087BBV6__BFS26_06210
ERR1913181.2314211__1.2314211	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2314223__1.2314223	46503__R6Y4M7__HMPREF1078_03269
ERR1913181.2314245__1.2314245	374840__GeneID:2546403
ERR1913181.2314250__1.2314250	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2314372__1.2314372	33043__D5HI39__baeS_1
ERR1913181.2314433__1.2314433	28117__B0MUR5__BHV66_03900
ERR1913181.2314434__1.2314434	511969__GeneID:3959334
ERR1913181.2314524__1.2314524	40518__R5DYU1__DXD86_01160
ERR1913181.2314685__1.2314685	1262882__R5MSX6__BN519_01697
ERR1913181.2314687__1.2314687	28117__R7JMT0__BHV66_05875
ERR1913181.2314693__1.2314693	40518__R5DZB3__RB5AMG_01719
ERR1913181.2314744__1.2314744	1735__B7CAW3__EUBIFOR_01334
ERR1913181.2314771__1.2314771	1160721__W0U811__RBI_II00162
ERR1913181.2314883__1.2314883	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2314887__1.2314887	33043__A8SWL7__ERS852386_02506
ERR1913181.2315461__1.2315461	1896974__A0A1Q6H2H7__BHV77_11215
ERR1913181.2315523__1.2315523	1263107__GCA_000436995.1_00076
ERR1913181.2315628__1.2315628	1262911__R6GN99__BN557_01784
ERR1913181.2315601__1.2315601	1262882__R5MJ49__BN519_01124
ERR1913181.2315705__1.2315705	1262911__R6H1A6__BN557_01286
ERR1913181.2315860__1.2315860	1262911__R6GI18__BN557_01377
ERR1913181.2315997__1.2315997	106588__A6P303__BACCAP_04887
ERR1913181.2316082__1.2316082	374840__GeneID:2546403
ERR1913181.2316210__1.2316210	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2316155__1.2316155	1262882__R5N4P6__BN519_01346
ERR1913181.2316375__1.2316375	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2316378__1.2316378	1262911__R6GTN3__BN557_01365
ERR1913181.2316450__1.2316450	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2316567__1.2316567	374840__GeneID:2546403
ERR1913181.2316588__1.2316588	487174__K0WUJ5__HMPREF9448_02567
ERR1913181.2316619__1.2316619	33043__D5HH62__ERS852575_00121
ERR1913181.2316646__1.2316646	487175__R5E9M5__HMPREF9439_01864
ERR1913181.2316779__1.2316779	33043__D5HEF6__ERS852445_00180
ERR1913181.2316911__1.2316911	1262911__R6GQM3__BN557_01245
ERR1913181.2317039__1.2317039	40518__R5DR39__mreB_2
ERR1913181.2317151__1.2317151	1262882__R5N678__BN519_01604
ERR1913181.2317167__1.2317167	10678__GeneID:2777427
ERR1913181.2317213__1.2317213	1262882__R5MSX6__BN519_01697
ERR1913181.2317366__1.2317366	817__E1WTM7__M121_2859
ERR1913181.2317582__1.2317582	1262743__R5C054__BN727_01980
ERR1913181.2317896__1.2317896	853__C7H7F5__DWZ46_01780
ERR1913181.2317945__1.2317945	1262911__R6GKX4__BN557_01388
ERR1913181.2317953__1.2317953	46228__V8C989__HMPREF1202_01036
ERR1913181.2318060__1.2318060	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2318126__1.2318126	33043__D5HGZ8__nnr
ERR1913181.2318329__1.2318329	511969__GeneID:3959334
ERR1913181.2318434__1.2318434	28116__A0A078Q626__HMPREF1070_02735
ERR1913181.2318442__1.2318442	39492__D4JV86__spoIIE
ERR1913181.2318546__1.2318546	28117__B0MWH8__BHV66_01330
ERR1913181.2318616__1.2318616	291644__I9HGG9__HMPREF1071_03600
ERR1913181.2318640__1.2318640	1262882__R5MQ68__BN519_01178
ERR1913181.2318806__1.2318806	151536__GeneID:920316
ERR1913181.2318779__1.2318779	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2318887__1.2318887	1262911__R6GPC5__BN557_00852
ERR1913181.2318944__1.2318944	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2319036__1.2319036	487174__K0X5B1__DDY40_01695
ERR1913181.2319062__1.2319062	1262882__R5MSX6__BN519_01697
ERR1913181.2319063__1.2319063	47678__R5U7X8__C5Z00_18270
ERR1913181.2319433__1.2319433	487174__K0XKB7__DDY40_03475
ERR1913181.2319444__1.2319444	40518__R5DYT8__mscS
ERR1913181.2319455__1.2319455	1262911__R6GPQ2__BN557_00967
ERR1913181.2319518__1.2319518	1262911__R6GZ01__BN557_00641
ERR1913181.2319488__1.2319488	1262882__R5N1T9__BN519_00804
ERR1913181.2319617__1.2319617	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2319621__1.2319621	10678__GeneID:2777438
ERR1913181.2320166__1.2320166	1160721__R6T2A6__RBI_I00395
ERR1913181.2320168__1.2320168	33043__A0A174DAG8__dapF
ERR1913181.2320362__1.2320362	28117__B0MTY2__BHV66_06485
ERR1913181.2320406__1.2320406	1262948__R7EG47__BN671_01193
ERR1913181.2320475__1.2320475	40518__R5DTG5__RBATCC27255_00890
ERR1913181.2320602__1.2320602	820__A0A374Q854__HMPREF1073_03281
ERR1913181.2320645__1.2320645	1262882__R5MHA1__BN519_00763
ERR1913181.2320650__1.2320650	1262882__R5MYI1__BN519_00416
ERR1913181.2320655__1.2320655	1262911__R6HP91__BN557_01264
ERR1913181.2320667__1.2320667	1262882__A0A356PSJ4__BN519_01180
ERR1913181.2320804__1.2320804	1262911__R6GT99__BN557_01335
ERR1913181.2320876__1.2320876	820__A7VAS1__HMPREF2141_03259
ERR1913181.2320902__1.2320902	46228__V8CC10__RUMLAC_01472
ERR1913181.2320928__1.2320928	47678__R5U7M7__CGC64_14730
ERR1913181.2321084__1.2321084	40520__A5ZRI6__DXC87_12175
ERR1913181.2321062__1.2321062	47678__A5ZI88__BACCAC_02617
ERR1913181.2321121__1.2321121	28117__B0MYA9__BHV66_07790
ERR1913181.2321197__1.2321197	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2321235__1.2321235	40518__R5E1X3__clcA
ERR1913181.2321259__1.2321259	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2321293__1.2321293	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2321343__1.2321343	28117__B0MTV5__BHV66_06415
ERR1913181.2321375__1.2321375	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2321508__1.2321508	374840__GeneID:2546403
ERR1913181.2321537__1.2321537	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2321625__1.2321625	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2321756__1.2321756	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2321830__1.2321830	2173__P22350__Msm_0089
ERR1913181.2321804__1.2321804	33043__A0A174H1B6__ERS852575_02702
ERR1913181.2321898__1.2321898	165179__R6CJG8__DXC61_09290
ERR1913181.2321944__1.2321944	39492__R6RYB8__ERS852540_00322
ERR1913181.2322017__1.2322017	1150298__R7JND0__ERS852498_02814
ERR1913181.2322087__1.2322087	487174__K0WXG8__DIT83_09300
ERR1913181.2322140__1.2322140	357276__I8WPR6__EL88_06675
ERR1913181.2322206__1.2322206	1263000__R5EKT2__BN466_02168
ERR1913181.2322325__1.2322325	357276__I8WPR6__EL88_06675
ERR1913181.2322405__1.2322405	458033__GCA_001482755.1_02203
ERR1913181.2322513__1.2322513	1262882__R5N3T7__BN519_01188
ERR1913181.2322438__1.2322438	165179__R6CJG8__DXC61_09290
ERR1913181.2322451__1.2322451	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2322647__1.2322647	28117__B0MUL5__ALIPUT_00722
ERR1913181.2322785__1.2322785	28117__B0MXG7__BHV66_08620
ERR1913181.2322830__1.2322830	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2322858__1.2322858	39488__A0A374N0M3__EUBHAL_02860
ERR1913181.2322876__1.2322876	33043__D5HGZ8__nnr
ERR1913181.2322882__1.2322882	821__A0A3E4WAR6__DXD64_10735
ERR1913181.2323154__1.2323154	626933__H1DGX0__HMPREF9449_01506
ERR1913181.2323193__1.2323193	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2323232__1.2323232	1262911__R6GHG8__BN557_01301
ERR1913181.2323307__1.2323307	1262992__R5CXM7__BN795_01016
ERR1913181.2323442__1.2323442	40520__A5ZSL9__DXC87_07025
ERR1913181.2323548__1.2323548	374844__GeneID:1260912
ERR1913181.2323589__1.2323589	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2323645__1.2323645	40518__R5E5W1__RBL263_01034
ERR1913181.2323798__1.2323798	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2323735__1.2323735	33043__A0A173X520__ERS852575_01617
ERR1913181.2323844__1.2323844	46228__B5CNG6__RUMLAC_01002
ERR1913181.2323902__1.2323902	46228__B5CLQ5__RUMLAC_00379
ERR1913181.2323909__1.2323909	821__A0A396F9T7__M097_3427
ERR1913181.2323895__1.2323895	1262882__R5MGX3__BN519_00046
ERR1913181.2323986__1.2323986	39492__B0MNL5__phoR_1
ERR1913181.2324098__1.2324098	39492__D4JWR6__dnaN
ERR1913181.2324175__1.2324175	33043__A0A173ZZ54__ERS852400_00193
ERR1913181.2324204__1.2324204	40518__R5E4Y8__RBATCC27255_01448
ERR1913181.2324364__1.2324364	487174__K0XES7__HMPREF9448_00566
ERR1913181.2324932__1.2324932	1262911__R6H174__BN557_01246
ERR1913181.2324973__1.2324973	2173__A0A1D2WXE6__Msm_0136
ERR1913181.2324974__1.2324974	487174__R5EXS5__HMPREF9448_02541
ERR1913181.2325021__1.2325021	33043__A0A174CPX4__ERS852386_02360
ERR1913181.2325122__1.2325122	1262911__R6HGT5__BN557_01453
ERR1913181.2325305__1.2325305	820__A0A173WUD7__DXB48_08055
ERR1913181.2325428__1.2325428	1034346__A0A3C0DAS2__DBX92_04365
ERR1913181.2325563__1.2325563	1262915__R6HMS1__BN574_00612
ERR1913181.2325789__1.2325789	1262882__R5MM69__BN519_00075
ERR1913181.2325852__1.2325852	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2325905__1.2325905	820__A0A1T4IY80__ERS852554_01621
ERR1913181.2326225__1.2326225	853__A8S882__C4N23_07600
ERR1913181.2326468__1.2326468	823__A6L9D3__ERS852560_03374
ERR1913181.2326513__1.2326513	33043__A0A174BPN9__kfoC_2
ERR1913181.2326775__1.2326775	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2327234__1.2327234	239935__A0A2N8IQX1__dnaA
ERR1913181.2327196__1.2327196	1262911__R6GTF7__BN557_01242
ERR1913181.2327328__1.2327328	1262882__R5ML49__BN519_01361
ERR1913181.2327384__1.2327384	47678__R5UET0__BACCAC_02656
ERR1913181.2327445__1.2327445	1262882__R5MMD8__BN519_01576
ERR1913181.2327524__1.2327524	1262911__R6GZX7__BN557_00838
ERR1913181.2327606__1.2327606	40518__R5DT93__DXD86_08730
ERR1913181.2327835__1.2327835	1262911__R6HHR1__BN557_01622
ERR1913181.2327989__1.2327989	1262882__R5MYP2__BN519_00435
ERR1913181.2328070__1.2328070	1262911__R6GPB1__BN557_00837
ERR1913181.2328251__1.2328251	1262882__R5MGS8__BN519_00565
ERR1913181.2328376__1.2328376	1262882__R5MEK3__BN519_00296
ERR1913181.2328403__1.2328403	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2328380__1.2328380	1262911__R6GTF7__BN557_01242
ERR1913181.2328443__1.2328443	74426__rpoC
ERR1913181.2328447__1.2328447	33043__D5HIL8__ERS852386_02009
ERR1913181.2328472__1.2328472	1262882__R5N708__BN519_00095
ERR1913181.2328554__1.2328554	357276__I9RCD3__IY41_15070
ERR1913181.2328607__1.2328607	1262882__R5MF51__BN519_00287
ERR1913181.2328646__1.2328646	69974__A0A090FEL8__MPL3365_630008
ERR1913181.2328632__1.2328632	821__A0A174V2F3__NCTC10583_01474
ERR1913181.2328664__1.2328664	1150298__A0A174IG30__ERS852535_01135
