ERR1913258.46__1.46	1550024__A0A0D8IWM4__TQ39_15635
ERR1913258.438159__1.438159	1550024__G9RUG5__ASJ35_14060
ERR1913258.438359__1.438359	239935__A0A2N8HUU6__CXT90_06150
ERR1913258.438335__1.438335	40518__R5DVH6__DXD86_08955
ERR1913258.438345__1.438345	626940__A0A1Q6R4K8__BN587_01573
ERR1913258.438775__1.438775	1262848__R6UME4__BN818_01337
ERR1913258.439136__1.439136	216816__V6XY04__APK78_02285
ERR1913258.439433__1.439433	301301__A0A395VG51__RHOM_05870
ERR1913258.439536__1.439536	28118__F9Z6D1__DER54_04565
ERR1913258.439678__1.439678	1262924__R7HUJ5__BN585_00830
ERR1913258.439654__1.439654	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913258.440123__1.440123	1680__A0A3E4SB79__BAD_1517
ERR1913258.440316__1.440316	1262848__R6V5C0__BN818_00210
ERR1913258.440693__1.440693	1262911__R6GS52__BN557_00834
ERR1913258.440932__1.440932	1263006__R6LKA3__BN515_00205
ERR1913258.440963__1.440963	357276__A0A076IN21__BSEG_03078
ERR1913258.441026__1.441026	39491__A0A174LTW7__DXD13_08720
ERR1913258.441225__1.441225	147206__GCF_000156215.1_01387
ERR1913258.441260__1.441260	1262848__R6U3P5__BN818_00966
ERR1913258.441387__1.441387	1965542__A0A1Y4UZQ9__B5E53_16990
ERR1913258.441319__1.441319	820__A0A396EUU8__luxQ_3
ERR1913258.441453__1.441453	39488__A0A285PQW6__EHLA_1294
ERR1913258.441461__1.441461	418240__A0A174DPU9__ERS852523_01652
ERR1913258.441742__1.441742	216816__A0A2N0SME6__BLIF_1881
ERR1913258.441930__1.441930	239935__A0A2N8IRL2__CXU06_01170
ERR1913258.442399__1.442399	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913258.442693__1.442693	2108523__A0A2P2F214__LAWASA_27
ERR1913258.442805__1.442805	2173__A0A1D2WU72__BK798_05485
ERR1913258.442971__1.442971	1263000__R5EET9__BN466_01245
ERR1913258.443055__1.443055	1680__A0A087DHN0__AL0462_1532
ERR1913258.443324__1.443324	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913258.443416__1.443416	2173__A5UKK6__BK798_01380
ERR1913258.443498__1.443498	1262911__R6HGT5__BN557_01453
ERR1913258.443468__1.443468	39491__A0A395ZIT8__EUR_13460
ERR1913258.443531__1.443531	239935__R6JD78__CXU05_09250
ERR1913258.443679__1.443679	1681__K2IQE2__uvrD
ERR1913258.443876__1.443876	239935__A0A2N8HB50__CXU17_02615
ERR1913258.443951__1.443951	40520__A0A3E5EEJ2__RUMOBE_02848
ERR1913258.444010__1.444010	821__A0A174AYT0__DXC02_03530
ERR1913258.444110__1.444110	1150298__A0A174J629__ERS852498_00833
ERR1913258.444387__1.444387	45851__D4S283__BUTYVIB_02205
ERR1913258.444714__1.444714	45851__D4RZ86__BHV86_03570
ERR1913258.444908__1.444908	45851__D4S288__BHV86_04325
ERR1913258.444910__1.444910	357276__A0A0K2HDP3__IY41_00705
ERR1913258.445044__1.445044	45851__D4RWJ7__BHV86_05950
ERR1913258.444994__1.444994	818__A0A1H7TGM1__BJP75_010615
ERR1913258.445069__1.445069	1897011__A0A1Q6RI90__BHW41_01230
ERR1913258.445095__1.445095	39485__C4Z6F3__EUBELI_20400
ERR1913258.445246__1.445246	820__A0A139JV05__B5G17_18125
ERR1913258.445624__1.445624	39488__A0A374NU89__ERS852578_02475
ERR1913258.445646__1.445646	1262736__R5YCP0__BN496_00404
ERR1913258.445734__1.445734	239935__A0A2N8HSC0__CXU06_05505
ERR1913258.445737__1.445737	214856__I3YPP0__ERS852447_01388
ERR1913258.445812__1.445812	39491__A0A396FUZ3__phoR_1
ERR1913258.445818__1.445818	39491__A0A395UZ82__EUR_31520
ERR1913258.445853__1.445853	418240__A0A174NZX7__tagF_1
ERR1913258.445932__1.445932	216816__B3DNW2__BL171B_07980
ERR1913258.445954__1.445954	39490__A0A173R762__ERS852448_00257
ERR1913258.446101__1.446101	1685__A0A3D8UE34__NRBB18_0294
ERR1913258.446227__1.446227	45851__D4S317__BUTYVIB_02469
ERR1913258.446412__1.446412	1263030__R5CX12__BN705_00275
ERR1913258.446665__1.446665	817__A0A1C0WW19__macB_12
ERR1913258.446786__1.446786	1681__A0A0H3ECG3__BBBF_1813
ERR1913258.446808__1.446808	40518__R5E1J2__DXD93_04070
ERR1913258.446879__1.446879	1150298__A0A174APS6__kinA
ERR1913258.446930__1.446930	40518__R5E6K4__RB5AMG_02070
ERR1913258.447382__1.447382	2173__A5UK74__pyrP
ERR1913258.447585__1.447585	1262942__R7QVK2__BN520_01389
ERR1913258.447718__1.447718	246787__A0A108T429__BACCELL_00192
ERR1913258.447848__1.447848	1680__R5GR82__AD0028_0014
ERR1913258.447934__1.447934	1262924__R7HQ14__BN585_00419
ERR1913258.448025__1.448025	418240__A0A173YIF6__ypdA_1
ERR1913258.448042__1.448042	1262848__R6U3D3__BN818_00931
ERR1913258.448096__1.448096	1263000__R5EXT3__BN466_02213
ERR1913258.448194__1.448194	216816__D6DCQ7__HMPREF1312_1623
ERR1913258.448301__1.448301	2173__A0A1D2WST6__METSMIALI_00213
ERR1913258.448330__1.448330	39488__A0A285PP42__cobQ
ERR1913258.448349__1.448349	39491__A0A395V6A3__DXB69_00505
ERR1913258.448468__1.448468	239935__A0A2N8IVR0__CXT87_07115
ERR1913258.448752__1.448752	88431__A0A3D0EY52__ERS852573_01763
ERR1913258.448918__1.448918	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913258.448906__1.448906	357276__B6VUQ5__B5F00_10940
ERR1913258.449016__1.449016	28117__B0MVL5__BHV66_01660
ERR1913258.449055__1.449055	649756__B0P476__ERS852475_00941
ERR1913258.449470__1.449470	1680__R5GRA4__ERS852382_01548
ERR1913258.449447__1.449447	39491__A0A395ZHV7__ykvU
ERR1913258.449583__1.449583	39491__A0A396FKG5__DXB76_07455
ERR1913258.449823__1.449823	357276__A0A076INK2__BSEG_04225
ERR1913258.449996__1.449996	820__I9A4U7__DHU98_12785
ERR1913258.450028__1.450028	821__U6RDC2__DXD46_15675
ERR1913258.450023__1.450023	1680__A0A173XYA2__B0703_0121
ERR1913258.450268__1.450268	1262736__R5Y5X7__BN496_00238
ERR1913258.450315__1.450315	1680__A0A3E4SB79__BAD_1517
ERR1913258.450352__1.450352	821__A0A397WGD6__M098_0084
ERR1913258.450384__1.450384	1263000__R5EU91__BN466_01432
ERR1913258.450483__1.450483	1680__R5GKP2__DXD60_06200
ERR1913258.450742__1.450742	239935__A0A139TMY7__CXU13_02020
ERR1913258.450825__1.450825	371601__A0A174KGU6__CW3_4554
ERR1913258.450887__1.450887	820__A0A3E4WCC2__lptB_1
ERR1913258.450972__1.450972	74426__purL
ERR1913258.451152__1.451152	39491__A0A0M6WPN4__DXB69_06325
ERR1913258.451432__1.451432	239935__A0A2N8HS88__CXU19_12255
ERR1913258.451483__1.451483	39491__A0A173TAZ5__DXB99_09520
ERR1913258.451552__1.451552	39491__A0A173SH34__EUR_24920
ERR1913258.451678__1.451678	28111__E5WUX1__HMPREF1016_00548
ERR1913258.451706__1.451706	239935__A0A2N8IYM5__CXT84_05130
ERR1913258.451830__1.451830	216816__C5E9N8__DD678_02795
ERR1913258.451872__1.451872	1262924__R7HQD9__BN585_00129
ERR1913258.451878__1.451878	39491__D4JMW8__ERS852497_01971
ERR1913258.452165__1.452165	39485__A0A174Z501__EUBELI_00678
ERR1913258.452412__1.452412	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913258.452506__1.452506	33043__A0A173WPI1__ERS852400_02100
ERR1913258.452801__1.452801	116085__D4JBR7__DW747_01020
ERR1913258.452833__1.452833	39491__A0A396FNY7__LD38_16155
ERR1913258.452850__1.452850	1197717__A0A1B2I1U8__BED41_01810
ERR1913258.452898__1.452898	39491__A0A395UZ82__EUR_31520
ERR1913258.453015__1.453015	1550024__G9RUG5__ASJ35_14060
ERR1913258.453096__1.453096	39491__D4JMW8__ERS852497_01971
ERR1913258.453174__1.453174	46503__K5ZAK9__NCTC13052_03308
ERR1913258.453228__1.453228	820__A0A078S569__gmhB
ERR1913258.453291__1.453291	820__A0A174G065__DXB62_08975
ERR1913258.453308__1.453308	28117__B0N007__BHV66_10275
ERR1913258.453392__1.453392	1263107__GCA_000436995.1_00014
ERR1913258.453589__1.453589	1393034__GCA_001552785.1_00728
ERR1913258.453641__1.453641	1262882__R5MT08__BN519_01706
ERR1913258.453646__1.453646	1680__A0A173W5Z2__DXC53_01290
ERR1913258.453691__1.453691	28117__B0MTS2__ALIPUT_00159
ERR1913258.453856__1.453856	239935__A0A2N8IYM5__CXT84_05130
ERR1913258.453983__1.453983	1681__R6GK25__DXD45_08865
ERR1913258.454480__1.454480	239935__A0A2N8HB50__CXU17_02615
ERR1913258.454650__1.454650	216816__A0A395XZB7__DXD37_04075
ERR1913258.455038__1.455038	1897011__A0A1Q6RG62__BHW41_02455
ERR1913258.455251__1.455251	1262924__R7HT26__BN585_00306
ERR1913258.455255__1.455255	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913258.455389__1.455389	216816__Q8G5T7__HMPREF0175_0394
ERR1913258.455357__1.455357	820__A0A174F696__macB_13
ERR1913258.455506__1.455506	46503__R6Y9P8__evgS_3
ERR1913258.455565__1.455565	204516__U6R9E7__HMPREF1534_03313
ERR1913258.455540__1.455540	487174__K0WXI5__DDY40_07185
ERR1913258.455634__1.455634	2173__A0A1D2WTF2__METSMIALI_00289
ERR1913258.455701__1.455701	1550024__A0A3B9WEL2__TQ39_11090
ERR1913258.455725__1.455725	626940__E8LFB8__HMPREF9443_01558
ERR1913258.455891__1.455891	39485__A0A174YMI9__cph2_5
ERR1913258.455941__1.455941	28117__B0MU76__ALIPUT_00202
ERR1913258.455967__1.455967	1262911__R6GKS1__BN557_00184
ERR1913258.456110__1.456110	187327__G4Q2R6__Acin_2204
ERR1913258.456663__1.456663	78345__A0A087BJK4__SAMN02745589_1497
ERR1913258.456717__1.456717	216816__D6DBD5__DXC32_04335
ERR1913258.456791__1.456791	820__A0A3E4QZJ7__C801_01798
ERR1913258.456936__1.456936	204516__U6RDX3__HMPREF1534_02093
ERR1913258.457191__1.457191	1262848__R6UME4__BN818_01337
ERR1913258.457415__1.457415	39491__A0A396FFW0__ERE_10580
ERR1913258.457472__1.457472	820__A0A3E4VXP2__yesR
ERR1913258.457619__1.457619	410072__C0BF75__ERS852389_02248
ERR1913258.458091__1.458091	1897011__A0A1Q6RC19__BHW41_06415
ERR1913258.458064__1.458064	39488__C0EXY6__ltaS1_2
ERR1913258.458111__1.458111	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913258.458156__1.458156	239935__R6J4Y4__CXU17_09810
ERR1913258.458202__1.458202	1263107__GCA_000436995.1_00040
ERR1913258.458269__1.458269	74426__rpoC
ERR1913258.458694__1.458694	1796613__A0A1C7H215__A4V03_10950
ERR1913258.458705__1.458705	2173__A0A1D2WX16__METSMIALI_00508
ERR1913258.458774__1.458774	239935__R6JD78__CXU05_09250
ERR1913258.458776__1.458776	1262761__R6RU22__BN606_01110
ERR1913258.458916__1.458916	74426__group_4808
ERR1913258.458994__1.458994	40520__A0A174L757__DXD81_00835
ERR1913258.458999__1.458999	39491__C4Z872__LD38_07250
ERR1913258.459706__1.459706	39491__A0A396FRE7__EUR_27520
ERR1913258.459754__1.459754	187327__U2VMS3__ACDG_00972
ERR1913258.460003__1.460003	1262924__R7HPL8__BN585_01826
ERR1913258.459962__1.459962	39491__A0A395UYA6__EUBREC_0408
ERR1913258.460382__1.460382	28117__B0MY40__BHV66_05170
ERR1913258.460549__1.460549	39491__A0A396FEV5__EUR_24750
ERR1913258.460728__1.460728	74426__rpoB
ERR1913258.460814__1.460814	39496__A5ZAL3__EUBVEN_02760
ERR1913258.461003__1.461003	239935__A0A2N8ITG2__Amuc_0335
ERR1913258.461147__1.461147	88431__A0A174LBC0__DORLON_00105
ERR1913258.461099__1.461099	1262942__R7QXC5__BN520_01461
ERR1913258.461182__1.461182	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913258.461265__1.461265	40518__R5DNI6__RBATCC27255_00844
ERR1913258.461396__1.461396	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913258.461632__1.461632	28117__B0MXR4__BHV66_08025
ERR1913258.461699__1.461699	1262848__R6U2B6__BN818_00428
ERR1913258.461918__1.461918	1263000__R5ESM1__BN466_01440
ERR1913258.462044__1.462044	239935__A0A2N8HT44__CXT84_11035
ERR1913258.462026__1.462026	1262911__R6GTF7__BN557_01242
ERR1913258.462122__1.462122	357276__I8VQA2__HMPREF1065_04183
ERR1913258.462220__1.462220	1263011__R6DMN6__BN553_01074
ERR1913258.462541__1.462541	39491__A0A174EQV2__DXB69_10230
ERR1913258.462693__1.462693	410072__A0A173Y2U9__aprX_2
ERR1913258.462699__1.462699	1150298__A0A174DPC6__ERS852535_01374
ERR1913258.463314__1.463314	28025__A0A0L7CZ86__BIF_00641
ERR1913258.463414__1.463414	28118__R6FGR0__dapF
ERR1913258.463423__1.463423	239935__A0A2N8HPS5__Amuc_0950
ERR1913258.463463__1.463463	39491__A0A3E4E7C5__DXB69_03255
ERR1913258.463562__1.463562	28052__R7N6Q7__rafA
ERR1913258.463620__1.463620	39491__A0A174K9A3__DXB69_07785
ERR1913258.463585__1.463585	40520__A5ZTQ5__ERS852533_02495
ERR1913258.463590__1.463590	1262924__R7HRI6__BN585_00824
ERR1913258.463632__1.463632	39492__D4JR08__ERS852540_02467
ERR1913258.463719__1.463719	74426__groL
ERR1913258.463737__1.463737	1681__A0A0H2PEL3__BBTM_00625
ERR1913258.463754__1.463754	28025__A0A315RYG2__BASA_0183
ERR1913258.463756__1.463756	820__R9HVB9__DXC68_17285
ERR1913258.463810__1.463810	853__A0A173TAZ8__DWZ46_14590
ERR1913258.464101__1.464101	1680__A0A174BEE7__BSTER_1311
ERR1913258.464222__1.464222	239935__B2UQP8__CXU15_01110
ERR1913258.464210__1.464210	1681__E4V807__BIFI_0882
ERR1913258.464370__1.464370	74426__rplS
ERR1913258.464380__1.464380	40520__A0A395XAI7__DXB81_16005
ERR1913258.464398__1.464398	239935__R6IZU4__CXT87_08085
ERR1913258.464481__1.464481	821__A0A0P0M405__DXC02_15075
ERR1913258.464488__1.464488	2173__A0A1D2WS10__METSMIALI_00345
ERR1913258.464521__1.464521	1262848__R6V8K2__BN818_00571
ERR1913258.464545__1.464545	116085__D4JAV2__DW747_16210
ERR1913258.464805__1.464805	1680__A0A087DHN0__AL0462_1532
ERR1913258.464812__1.464812	671266__GCA_004801615.1_00722
ERR1913258.464815__1.464815	45851__D4RWG7__BUTYVIB_00298
ERR1913258.464872__1.464872	239935__A0A2N8I3G2__CXT89_00720
ERR1913258.464987__1.464987	1262848__R6UCX1__BN818_00859
ERR1913258.465128__1.465128	1262911__R6GHG8__BN557_01301
ERR1913258.465145__1.465145	78345__A0A087BK46__SAMN02745589_0061
ERR1913258.465151__1.465151	239935__A0A2N8IU45__DEF40_02365
ERR1913258.465152__1.465152	1262992__R5CXM7__BN795_01016
ERR1913258.465167__1.465167	357276__I9QBT7__BSEG_03340
ERR1913258.465267__1.465267	1680__A0A174BEE7__BSTER_1311
ERR1913258.465274__1.465274	216816__Q8G4D7__DD721_10575
ERR1913258.465509__1.465509	2292352__A0A374ULV9__DXC23_07855
ERR1913258.465666__1.465666	40520__A5ZSL9__DXC87_07025
ERR1913258.465697__1.465697	39485__A0A1Q6PG30__ERS852492_00010
ERR1913258.465945__1.465945	1680__A1A0V3__C8077_03025
ERR1913258.466051__1.466051	1262736__R5YMG1__BN496_00514
ERR1913258.466549__1.466549	418240__A0A174T5R0__yehU_2
ERR1913258.466697__1.466697	1262882__R5MIC9__BN519_00834
ERR1913258.466975__1.466975	649756__L1Q1Y2__DO83_04045
ERR1913258.467014__1.467014	239935__A0A2N8I390__CXU16_10675
ERR1913258.467175__1.467175	357276__A0A076J8M3__ABI39_13695
ERR1913258.467108__1.467108	418240__C6J8M5__yiaD
ERR1913258.467261__1.467261	818__A0A0P0F989__BJP75_019080
ERR1913258.467363__1.467363	1262924__R7HTA4__BN585_00391
ERR1913258.467548__1.467548	33043__D5HF29__eglS_1
ERR1913258.467643__1.467643	39492__D4JRV7__EUBSIR_01513
ERR1913258.467696__1.467696	39491__A0A395UZ82__EUR_31520
ERR1913258.467750__1.467750	39491__C4Z9K7__EUBREC_0050
ERR1913258.467897__1.467897	1550024__A0A3B9WI73__ASJ35_03410
ERR1913258.468016__1.468016	1099853__U5CJA9__NSB1T_07755
ERR1913258.468100__1.468100	39485__A0A174YYW2__benM
ERR1913258.468179__1.468179	357276__A0A076IYE6__IY41_04275
ERR1913258.468385__1.468385	649756__A0A174FRG0__blaR1_3
ERR1913258.468465__1.468465	28117__B0MXR4__BHV66_08025
ERR1913258.468676__1.468676	39488__A0A173Z3L4__DXD91_07055
ERR1913258.468867__1.468867	239935__R7E524__CXT91_06180
ERR1913258.468874__1.468874	216816__D6ZXD1__APC1461_0104
ERR1913258.468953__1.468953	1681__E3EQP9__DXD45_08580
ERR1913258.469073__1.469073	39491__A0A174K9A3__DXB69_07785
ERR1913258.469188__1.469188	239935__A0A2N8HDT1__CXT94_05270
ERR1913258.469196__1.469196	216816__C2GTH2__CE159_03580
ERR1913258.469313__1.469313	28111__E5WV21__NCTC11155_01580
ERR1913258.469554__1.469554	1262848__R6U3P5__BN818_00966
ERR1913258.469569__1.469569	1262924__R7HPZ6__BN585_00681
ERR1913258.469695__1.469695	40518__R5E2R8__nnr_2
ERR1913258.469757__1.469757	1550024__G9RZN9__ASJ35_05735
ERR1913258.469916__1.469916	40518__R5DZ16__DXD86_01455
ERR1913258.470016__1.470016	820__A0A174Q0F0__DXB48_08080
ERR1913258.470141__1.470141	239935__A0A2N8IHY1__CXU06_00035
ERR1913258.470998__1.470998	301301__A0A395V3C0__mcpC_6
ERR1913258.471214__1.471214	39491__A0A396FP46__cobD_2
ERR1913258.471352__1.471352	1262924__R7HQB3__BN585_00435
ERR1913258.471435__1.471435	239935__A0A139TT05__CXU09_03335
ERR1913258.471479__1.471479	239935__A0A3F3K9J9__DEF40_00940
ERR1913258.471493__1.471493	39491__A0A396FJV5__ERS852417_00035
ERR1913258.471648__1.471648	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913258.471841__1.471841	39491__C4ZHS4__EUR_24420
ERR1913258.471918__1.471918	649756__D4MW50__HMPREF0369_01323
ERR1913258.472015__1.472015	1262848__R6U1A8__BN818_00676
ERR1913258.472035__1.472035	28111__E5X120__NCTC11155_02427
ERR1913258.472074__1.472074	1550024__A0A3B9WIA4__TQ39_14495
ERR1913258.472151__1.472151	28118__F9Z3J9__B5F93_07500
ERR1913258.472271__1.472271	649756__R5Z9G3__ERS852571_02234
ERR1913258.472464__1.472464	40518__R5DUG7__sbcC
ERR1913258.472555__1.472555	649756__A0A173RGN8__DO83_04830
ERR1913258.472646__1.472646	745368__A0A1T4Y746__SAMN02745178_02815
ERR1913258.472684__1.472684	39491__C4ZF05__vpr
ERR1913258.472920__1.472920	544644__GCA_001915615.1_02238
ERR1913258.473109__1.473109	39491__A0A395UVM9__DXB76_04540
ERR1913258.473172__1.473172	1263107__GCA_000436995.1_00097
ERR1913258.473364__1.473364	1262848__R6V922__BN818_00633
ERR1913258.473426__1.473426	239935__A0A2N8HZW2__A4V05_11120
ERR1913258.473524__1.473524	357276__C3RDQ5__HMPREF1065_03827
ERR1913258.473736__1.473736	357276__I9FU68__HMPREF1063_00557
ERR1913258.473941__1.473941	384638__B7APR0__BACPEC_00666
ERR1913258.473914__1.473914	1263107__GCA_000436995.1_00140
ERR1913258.473921__1.473921	1263107__GCA_000436995.1_00012
ERR1913258.474001__1.474001	40520__A0A396A2X4__RUMOBE_00875
ERR1913258.474006__1.474006	357276__I8WAB8__B5F00_08100
ERR1913258.474151__1.474151	2173__A0A1D2WT96__BK798_08100
ERR1913258.474323__1.474323	1262911__R6GR13__BN557_00618
ERR1913258.474472__1.474472	1150298__A0A174I056__ERS852535_01387
ERR1913258.474718__1.474718	39491__A0A395ZDC6__addB
ERR1913258.474731__1.474731	823__A0A395YZ10__NCTC11152_02955
ERR1913258.474807__1.474807	39491__A0A395ZDC6__addB
ERR1913258.474951__1.474951	45851__D4RWN7__BHV86_06150
ERR1913258.475021__1.475021	39485__A0A174Z851__cdaR_1
ERR1913258.475247__1.475247	40518__R5E6K5__speA
ERR1913258.475503__1.475503	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913258.475647__1.475647	1262992__R5DCV6__BN795_00412
ERR1913258.475626__1.475626	39491__A0A2U2EI54__DXD95_12010
ERR1913258.475831__1.475831	1680__A0A087DLC6__C8077_00815
ERR1913258.475970__1.475970	1680__A0A374QDL4__LMG18897_0432
ERR1913258.476145__1.476145	45851__D4RWI9__BHV86_05910
ERR1913258.476382__1.476382	40518__R5DTG5__RBATCC27255_00890
ERR1913258.476389__1.476389	1150298__A0A174EBT8__ERS852406_01739
ERR1913258.476416__1.476416	39491__A0A2U2EI54__DXD95_12010
ERR1913258.476428__1.476428	100884__E7GFK8__HMPREF9488_03551
ERR1913258.477002__1.477002	1262911__R6GKS1__BN557_00184
ERR1913258.477082__1.477082	39491__C4ZC33__DXC13_11585
ERR1913258.477086__1.477086	45851__R5LTQ3__BHV86_02315
ERR1913258.477601__1.477601	39491__R6TQ09__DXC13_03010
ERR1913258.477668__1.477668	28117__B0MTV0__BHV66_06395
ERR1913258.477670__1.477670	46503__R6X8Q3__fepA_2
ERR1913258.477707__1.477707	39491__A0A395V6A3__DXB69_00505
ERR1913258.477796__1.477796	28025__A0A0L7CXE2__CDD75_01489
ERR1913258.477763__1.477763	28025__D3R6V5__BLC1_1405
ERR1913258.477789__1.477789	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913258.477876__1.477876	1550024__G9RWC0__ASJ35_03560
ERR1913258.477919__1.477919	74426__sigA
ERR1913258.477965__1.477965	239935__A0A2N8HAQ1__DEF40_05290
ERR1913258.478027__1.478027	1262924__R7HMF7__BN585_01507
ERR1913258.478311__1.478311	1262848__R6UCX1__BN818_00859
ERR1913258.478567__1.478567	267818__A0A1G5WW65__SAMN02983011_01762
ERR1913258.478624__1.478624	1680__A0A0B5BIU5__BSTER_0145
ERR1913258.478635__1.478635	1150298__A0A174BP05__murAA
ERR1913258.478763__1.478763	28117__B0MUX4__ALIPUT_00911
ERR1913258.478883__1.478883	357276__I8VN48__ABI39_07855
ERR1913258.478914__1.478914	1150298__A0A174AM35__ERS852498_00645
ERR1913258.478997__1.478997	446660__GCA_003428235.1_01663
ERR1913258.479208__1.479208	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913258.479214__1.479214	39491__C4Z872__LD38_07250
ERR1913258.479235__1.479235	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913258.479330__1.479330	820__A0A139K4T0__ERS852510_03146
ERR1913258.479343__1.479343	214856__A0A173YE57__ERS852559_00126
ERR1913258.479384__1.479384	1262924__R7HNF7__BN585_01769
ERR1913258.479363__1.479363	39491__A0A395V5R3__EUBREC_1883
ERR1913258.479490__1.479490	239935__A0A2N8IIB9__CXU04_01970
ERR1913258.479676__1.479676	360807__A0A174EGV9__ROSEINA2194_01773
ERR1913258.479740__1.479740	28025__A0A0L7CV69__BLC1_1290
ERR1913258.479753__1.479753	820__A0A174GYA8__DXB64_07370
ERR1913258.479889__1.479889	239935__A0A2N8I1R3__CXU05_06075
ERR1913258.479903__1.479903	1776045__A0A0U5J7K7__BN3456_00132
ERR1913258.480083__1.480083	2173__A0A1D2WU48__Msm_1454
ERR1913258.480166__1.480166	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913258.480308__1.480308	239935__B2UNC5__B5G29_07685
ERR1913258.480400__1.480400	410072__A0A3E4GPD6__DXD67_10205
ERR1913258.480446__1.480446	649756__A0A173UBD8__ytpA
ERR1913258.480546__1.480546	46503__A7AB27__DXB85_00430
ERR1913258.480659__1.480659	1150298__A0A174HEB6__ypdC_2
ERR1913258.480720__1.480720	1550024__A0A3B9WI04__ASJ35_06105
ERR1913258.480766__1.480766	39491__A0A396FF66__DXD95_01810
ERR1913258.480838__1.480838	28025__A0A0L7CZ24__BL03_00239
ERR1913258.480960__1.480960	239935__A0A2N8IUW6__Amuc_1525
ERR1913258.481126__1.481126	1262736__R5YWX2__BN496_01074
ERR1913258.481147__1.481147	74426__sugC
ERR1913258.481346__1.481346	239935__A0A2N8HT44__CXT84_11035
ERR1913258.481358__1.481358	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913258.481330__1.481330	1262942__R7QWU5__BN520_00971
ERR1913258.481471__1.481471	1550024__G9RPS1__TQ39_05000
ERR1913258.481883__1.481883	1379702__U6EE28__MBMB1_1515
ERR1913258.482056__1.482056	45851__D4RYC5__BHV86_01930
ERR1913258.482141__1.482141	216816__C2GSX7__DD678_03555
ERR1913258.482167__1.482167	1680__R5GZJ8__BSTER_1195
ERR1913258.482625__1.482625	301301__A0A174C8W8__ERS852391_01378
ERR1913258.482815__1.482815	40518__R5DWQ2__DXD93_03810
ERR1913258.482824__1.482824	45851__D4S0T7__BHV86_09275
ERR1913258.482876__1.482876	39491__D4JMW8__ERS852497_01971
ERR1913258.482962__1.482962	39491__A0A396FPV7__ERS852580_01177
ERR1913258.483311__1.483311	28025__A0A0L7CV24__BAAM0499_01305
ERR1913258.483505__1.483505	40518__R5DUU8__DXD86_08440
