ERR1913285.200__1.200	33043__A0A173YEP6__ERS852575_00888
ERR1913285.451374__1.451374	165179__R6CNX7__DXB80_02200
ERR1913285.451579__1.451579	1308__Q5M5Z8__STACADC2_0257
ERR1913285.451741__1.451741	165179__A0A174NK27__PREVCOP_06433
ERR1913285.451695__1.451695	745368__A0A1T4X705__SAMN02745178_01472
ERR1913285.452055__1.452055	39491__A0A395ZKJ0__DXD13_11010
ERR1913285.452133__1.452133	46503__R6Y449__ERS852463_00137
ERR1913285.452203__1.452203	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913285.452274__1.452274	165179__A0A3E4SID1__DXB80_01945
ERR1913285.452281__1.452281	40518__R5DWH8__DXD86_04530
ERR1913285.452249__1.452249	28117__B0MYI9__BHV66_05415
ERR1913285.452348__1.452348	39491__A0A396FJA4__DXB99_05435
ERR1913285.452384__1.452384	338188__A0A173XBX1__BACFIN_07139
ERR1913285.452444__1.452444	39491__A0A395V297__EUR_01010
ERR1913285.452473__1.452473	239935__A0A2N8IHY1__CXU06_00035
ERR1913285.452515__1.452515	33043__D5HF29__eglS_1
ERR1913285.452796__1.452796	165179__A0A3E5E4P9__DXB80_07930
ERR1913285.452855__1.452855	39492__D4JWX2__accB
ERR1913285.452868__1.452868	165179__A0A3E5EB26__CFT61_02800
ERR1913285.452978__1.452978	853__A8SCP3__C4N26_07960
ERR1913285.453048__1.453048	821__A0A0P0LQT3__DXC03_05050
ERR1913285.453061__1.453061	357276__I9R994__BACDOR_04044
ERR1913285.453153__1.453153	626940__E8LCG7__DCQ00_01770
ERR1913285.453483__1.453483	33043__D5HFE3__lacR
ERR1913285.453610__1.453610	1897011__A0A1Q6RC34__BHW41_06455
ERR1913285.454137__1.454137	28052__R7NAV8__ERS852451_01869
ERR1913285.454267__1.454267	1262803__R6NPX5__BN649_00999
ERR1913285.454342__1.454342	39491__A0A396FGM9__fliU_1
ERR1913285.454347__1.454347	820__A7VAS1__HMPREF2141_03259
ERR1913285.454420__1.454420	360807__C0FUR6__RIL183_24171
ERR1913285.454475__1.454475	410072__A0A173XQG6__ERS852574_01620
ERR1913285.454761__1.454761	28052__A0A174YZ18__ERS852499_01382
ERR1913285.454803__1.454803	33043__A0A174B5C6__acm_3
ERR1913285.455032__1.455032	165179__A0A3E5E4T9__DXB80_08030
ERR1913285.455165__1.455165	28117__R7JIJ8__BHV66_01635
ERR1913285.455215__1.455215	1263107__GCA_000436995.1_00016
ERR1913285.455292__1.455292	40518__R5DSI5__fieF
ERR1913285.455305__1.455305	821__A6L0C7__ERS852556_03520
ERR1913285.455690__1.455690	40518__R5DU52__RB5AMG_02245
ERR1913285.455759__1.455759	39491__A0A174EQV2__DXB69_10230
ERR1913285.455766__1.455766	649756__B0NWY4__blaR1_3
ERR1913285.456060__1.456060	853__A0A2A7A628__CGS57_13755
ERR1913285.456071__1.456071	165179__D1PFV4__PREVCOP_06112
ERR1913285.456314__1.456314	165179__A0A174XZU8__DXB80_12180
ERR1913285.456411__1.456411	239935__A0A2N8IKW7__pstA
ERR1913285.456585__1.456585	33043__D5HEE1__ERS852386_01671
ERR1913285.456700__1.456700	853__A0A3E2U7E6__ERS852582_01640
ERR1913285.456702__1.456702	39491__A0A395UZZ5__htpG_1
ERR1913285.456723__1.456723	40518__R5DXI4__DXD86_07420
ERR1913285.457093__1.457093	360807__A0A173V2S2__phoR_7
ERR1913285.457226__1.457226	39491__A0A395ZG74__licR
ERR1913285.457235__1.457235	1262744__R6FCG3__BN744_02085
ERR1913285.457767__1.457767	1262743__R5C9Z4__BN727_02376
ERR1913285.457737__1.457737	33043__A0A173SQ62__ERS852575_01610
ERR1913285.457893__1.457893	100886__A0A174GXA8__ywpJ_1
ERR1913285.457964__1.457964	33043__D5HJ22__ERS852575_02302
ERR1913285.458026__1.458026	853__A0A173SUU8__CGS54_06840
ERR1913285.458094__1.458094	46228__V8CBW1__HMPREF1202_00636
ERR1913285.458096__1.458096	165179__A0A3E5E920__DXB80_11625
ERR1913285.458110__1.458110	853__A0A2A7B9I6__DW855_13690
ERR1913285.458185__1.458185	360807__A0A396ADM2__ERS852392_02872
ERR1913285.458194__1.458194	853__A0A2A7B9I6__DW855_13690
ERR1913285.458271__1.458271	1628085__A0A2U1B935__C7386_11439
ERR1913285.458387__1.458387	100886__A0A174GV62__CATMIT_00996
ERR1913285.458497__1.458497	39491__D6E118__DXB69_05765
ERR1913285.458517__1.458517	39491__C4Z8B6__ERE_17960
ERR1913285.458658__1.458658	28052__R7N6Q7__rafA
ERR1913285.458698__1.458698	39491__A0A396FJV5__ERS852417_00035
ERR1913285.458670__1.458670	2292352__A0A374UKA6__DXC23_10805
ERR1913285.458714__1.458714	165179__A0A3E5DR10__DXC61_03505
ERR1913285.458846__1.458846	649756__A0A173TB83__HMPREF0369_01758
ERR1913285.458863__1.458863	823__A6LHK0__M090_1297
ERR1913285.458932__1.458932	39492__R6SPM9__pheT
ERR1913285.459039__1.459039	33043__D5HJ22__ERS852575_02302
ERR1913285.459115__1.459115	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.459088__1.459088	328814__GCA_004558275.1_00033
ERR1913285.459263__1.459263	39492__D4JSA4__ERS852540_00596
ERR1913285.459296__1.459296	853__A0A173YYY4__DWZ04_09420
ERR1913285.459355__1.459355	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913285.459438__1.459438	853__D4JY61__C4N21_10560
ERR1913285.459406__1.459406	39491__A0A395UZ82__EUR_31520
ERR1913285.459504__1.459504	357276__A0A0K2HKT7__B5F95_21090
ERR1913285.459691__1.459691	1262746__R5S8P9__BN750_01268
ERR1913285.459725__1.459725	165179__A0A174SA26__PREVCOP_05758
ERR1913285.459783__1.459783	33043__D5HDZ9__ERS852386_00394
ERR1913285.459919__1.459919	853__A0A3E2V168__FAEPRAM212_00929
ERR1913285.459948__1.459948	1263011__R6DRX0__BN553_01918
ERR1913285.459962__1.459962	360807__A0A173VUT6__RIL183_10071
ERR1913285.460042__1.460042	239935__R7E524__CXT91_06180
ERR1913285.460345__1.460345	214856__A0A173W3Y5__ERS852559_02032
ERR1913285.460375__1.460375	1263011__R6EM33__BN553_01830
ERR1913285.460472__1.460472	357276__B6W1Y1__BSEG_03960
ERR1913285.460593__1.460593	39492__D4JQS6__ykoD
ERR1913285.460610__1.460610	40518__R5DQD6__DXD83_09060
ERR1913285.461077__1.461077	360807__C0G083__ROSEINA2194_04432
ERR1913285.461174__1.461174	239935__R6JAS2__CXU02_10725
ERR1913285.461614__1.461614	338188__R6S8N0__BACFIN_06127
ERR1913285.461627__1.461627	165179__A0A174SA26__PREVCOP_05758
ERR1913285.461844__1.461844	820__A0A174CG08__DXB62_13215
ERR1913285.461936__1.461936	1262919__R5PQE8__BN465_00094
ERR1913285.461943__1.461943	39486__R6SPW4__DXD84_13185
ERR1913285.461966__1.461966	165179__W1I4H6__DXB80_13655
ERR1913285.462082__1.462082	39491__A0A395ZDC6__addB
ERR1913285.462273__1.462273	39492__D4JUJ6__ssuB_2
ERR1913285.462201__1.462201	33043__D5HIS6__ERS852575_02019
ERR1913285.462314__1.462314	39492__R6RYB8__ERS852540_00322
ERR1913285.462355__1.462355	165179__D1P9T6__PREVCOP_04016
ERR1913285.462406__1.462406	39492__D4JQM9__EUBSIR_00669
ERR1913285.462433__1.462433	1299998__GCA_001494635.1_00345
ERR1913285.462481__1.462481	39492__D4JWD3__EUBSIR_00151
ERR1913285.462586__1.462586	165179__A0A3E4SEG4__DXC61_11235
ERR1913285.462812__1.462812	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913285.462957__1.462957	301302__A0A0M6WBZ5__spr
ERR1913285.463084__1.463084	39491__D4JMW8__ERS852497_01971
ERR1913285.463085__1.463085	39491__D4JMW8__ERS852497_01971
ERR1913285.463125__1.463125	33043__A0A173YPE0__thiD
ERR1913285.463365__1.463365	28052__R6KXH8__ERS852451_00168
ERR1913285.463421__1.463421	165179__D1P8Q2__trpF
ERR1913285.463476__1.463476	853__E2ZJT1__C4N23_03535
ERR1913285.463566__1.463566	33043__A8SWZ6__ERS852386_02582
ERR1913285.463690__1.463690	165179__A0A3E5EDS1__DXC61_03115
ERR1913285.463843__1.463843	165179__D1PAJ7__PREVCOP_04222
ERR1913285.464067__1.464067	487175__F3QJ64__HMPREF9439_00964
ERR1913285.464173__1.464173	1150298__R7JPI7__cotI
ERR1913285.464549__1.464549	649756__E5VJ94__CL2_21810
ERR1913285.464627__1.464627	33043__D5HJ96__ERS852386_02112
ERR1913285.464685__1.464685	33043__A0A173YLD4__ERS852575_00535
ERR1913285.464734__1.464734	821__A0A174T998__DXB82_10860
ERR1913285.464996__1.464996	165179__D1PGD2__DXC61_10875
ERR1913285.465098__1.465098	165179__D1PGJ6__DXC61_07300
ERR1913285.465193__1.465193	28117__B0MXD0__ALIPUT_01669
ERR1913285.465202__1.465202	165179__A0A3E5A5E5__DXC61_13965
ERR1913285.465210__1.465210	1262911__R6HN72__BN557_00911
ERR1913285.465263__1.465263	39491__A0A395ZF49__DXB69_05290
ERR1913285.465396__1.465396	357276__D1K526__GV66_17250
ERR1913285.465450__1.465450	33043__A0A173X520__ERS852575_01617
ERR1913285.465407__1.465407	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913285.465483__1.465483	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.465505__1.465505	39496__A5Z5I2__EUBVEN_00963
ERR1913285.465616__1.465616	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.465727__1.465727	39492__D4JQS6__ykoD
ERR1913285.465904__1.465904	151536__GeneID:920309
ERR1913285.466058__1.466058	239935__A0A2N8IV82__CXT99_06735
ERR1913285.466068__1.466068	39491__A0A173VYV1__DXC13_02710
ERR1913285.466175__1.466175	239935__A0A139TPG3__CXT86_08810
ERR1913285.466181__1.466181	39491__A0A395UZ82__EUR_31520
ERR1913285.466217__1.466217	29361__B6FRT6__CLONEX_02860
ERR1913285.466556__1.466556	1263000__R5EB82__BN466_00644
ERR1913285.466595__1.466595	165179__R6C3K4__PREVCOP_05795
ERR1913285.466623__1.466623	33043__D5HF50__ERS852386_02415
ERR1913285.466727__1.466727	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913285.466765__1.466765	165179__A0A3E5E2C8__folA
ERR1913285.466766__1.466766	239935__A0A2N8I3Z7__CXU05_10555
ERR1913285.466828__1.466828	39491__D6E2U1__EUBREC_3278
ERR1913285.466831__1.466831	46503__B7BG40__ERS852463_01623
ERR1913285.466870__1.466870	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913285.467099__1.467099	33043__D5HEQ5__gluP_2
ERR1913285.467131__1.467131	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913285.467225__1.467225	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913285.467332__1.467332	239935__A0A2N8HZW2__A4V05_11120
ERR1913285.467334__1.467334	626940__E8LCE0__BHW43_01670
ERR1913285.467591__1.467591	165179__A0A3E5E920__DXB80_11625
ERR1913285.467761__1.467761	165179__A0A229I443__DXB80_10950
ERR1913285.467718__1.467718	47678__R5UER2__CGC64_00710
ERR1913285.467926__1.467926	1262803__R6NER1__BN649_01814
ERR1913285.467979__1.467979	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913285.468132__1.468132	1150298__A0A174MSM0__toxA_2
ERR1913285.468145__1.468145	28052__A0A174M9U3__ERS852451_02548
ERR1913285.468114__1.468114	39491__D4JMW8__ERS852497_01971
ERR1913285.468166__1.468166	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913285.468246__1.468246	1297617__A0A0S2W855__BIV19_10465
ERR1913285.468448__1.468448	165179__R6PNJ9__PREVCOP_04730
ERR1913285.468921__1.468921	360807__C0FVT5__RIL183_27241
ERR1913285.468997__1.468997	239935__A0A2N8IUK0__CXU01_07370
ERR1913285.468904__1.468904	165179__A0A174W369__PREVCOP_04548
ERR1913285.469056__1.469056	165179__D1PCL6__DXB80_13435
ERR1913285.469163__1.469163	165179__A0A174IPI3__CFT61_10940
ERR1913285.469207__1.469207	165179__D1PGD2__DXC61_10875
ERR1913285.469317__1.469317	165179__R6PNJ9__PREVCOP_04730
ERR1913285.469358__1.469358	28117__B0MZ50__ALIPUT_02424
ERR1913285.469554__1.469554	33043__A0A174BBC4__ERS852575_02261
ERR1913285.469626__1.469626	74426__purC
ERR1913285.469938__1.469938	165179__D1PEQ5__PREVCOP_05711
ERR1913285.470098__1.470098	1262911__R6GTF7__BN557_01242
ERR1913285.470249__1.470249	39491__A0A395ZG74__licR
ERR1913285.470269__1.470269	853__A0A2A7B1Y7__C7K05_11930
ERR1913285.470286__1.470286	33043__A0A173YYE7__ERS852445_00670
ERR1913285.470293__1.470293	165179__A0A3E5DZD8__DXB80_09150
ERR1913285.470224__1.470224	1263011__R6DRS6__BN553_01866
ERR1913285.470473__1.470473	239935__A0A2N8HL14__CXT98_09285
ERR1913285.470707__1.470707	28052__A0A174JNK0__ERS852451_01116
ERR1913285.470717__1.470717	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913285.470763__1.470763	39491__A0A395V297__EUR_01010
ERR1913285.471115__1.471115	239935__A0A2N8IRL2__CXU06_01170
ERR1913285.471455__1.471455	39492__D4JWI6__EUBSIR_01073
ERR1913285.471553__1.471553	165179__A0A3E5E2S3__DXB80_03455
ERR1913285.471635__1.471635	52226__A0A356UPR2__MITSMUL_03916
ERR1913285.471884__1.471884	113107__E7S908__NCTC11371_01962
ERR1913285.471902__1.471902	301302__R5UV35__M72_02721
ERR1913285.471986__1.471986	28052__R7NDD4__ywtF
ERR1913285.472091__1.472091	165179__D1PCL6__DXB80_13435
ERR1913285.472135__1.472135	28117__B0MTI4__ALIPUT_00084
ERR1913285.472318__1.472318	33043__D5HF29__eglS_1
ERR1913285.472341__1.472341	2293125__A0A374CA90__DW917_07695
ERR1913285.472657__1.472657	649756__D4MXQ3__DO83_00245
ERR1913285.472720__1.472720	116085__D4J4J2__DW747_14050
ERR1913285.472725__1.472725	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913285.472830__1.472830	165179__R6BQP4__DXC61_02015
ERR1913285.472848__1.472848	239935__A0A2N8IMC9__CXU09_02095
ERR1913285.472994__1.472994	1262803__R6NI66__BN649_01917
ERR1913285.473123__1.473123	239935__A0A2N8IAZ5__xseA
ERR1913285.473166__1.473166	165179__A0A174W369__PREVCOP_04548
ERR1913285.473232__1.473232	853__A0A3E2U7E6__ERS852582_01640
ERR1913285.473236__1.473236	33043__D5HIA8__ERS852575_01867
ERR1913285.473273__1.473273	328814__GCA_004558275.1_00990
ERR1913285.473364__1.473364	74426__rpoC
ERR1913285.473431__1.473431	2293125__A0A374C7P4__DW917_07690
ERR1913285.473765__1.473765	1262825__R5ECH5__BN724_02253
ERR1913285.474007__1.474007	239935__R7E524__CXT91_06180
ERR1913285.474125__1.474125	39492__D4JSG7__EUBSIR_01006
ERR1913285.474356__1.474356	28117__B0MWX3__BHV66_03010
ERR1913285.474575__1.474575	28052__A0A174KY39__ERS852451_01894
ERR1913285.474682__1.474682	47678__A5ZF31__DXB67_11050
ERR1913285.474650__1.474650	165179__W1I4H6__DXB80_13655
ERR1913285.474676__1.474676	820__A0A139K2N9__DXB62_12420
ERR1913285.474957__1.474957	165179__A0A3E5AG99__DXB80_04390
ERR1913285.474958__1.474958	239935__R6JCH3__CXT95_08205
ERR1913285.475076__1.475076	28117__B0MXL6__ALIPUT_01851
ERR1913285.475132__1.475132	39496__A5Z6U6__EUBVEN_01429
ERR1913285.475195__1.475195	165179__D1P9T6__PREVCOP_04016
ERR1913285.475247__1.475247	39492__D4JTF2__mutS2
ERR1913285.475300__1.475300	39492__A0A174ZP27__EUBSIR_00033
ERR1913285.475301__1.475301	165179__A0A174WRI9__DXB80_04870
ERR1913285.475430__1.475430	39485__A0A174ZNW9__luxQ_1
ERR1913285.475573__1.475573	1262803__R6NLI1__BN649_00352
ERR1913285.475593__1.475593	371601__C3QME2__CW1_3650
ERR1913285.475696__1.475696	626940__E8LGH5__BHW43_03625
ERR1913285.475725__1.475725	626940__E8LGH5__BHW43_03625
ERR1913285.475774__1.475774	1262911__R6GSH0__BN557_00934
ERR1913285.476009__1.476009	853__A0A2A7A4A9__C4N21_14870
ERR1913285.476054__1.476054	165179__A0A3E5ED28__PREVCOP_06655
ERR1913285.476152__1.476152	165179__A0A3E4SID1__DXB80_01945
ERR1913285.476207__1.476207	165179__A0A174MTF2__DXC61_13200
ERR1913285.476345__1.476345	28052__R7NEG2__yihY
ERR1913285.476357__1.476357	165179__D1PDT3__PREVCOP_05375
ERR1913285.476370__1.476370	487175__R5E7M6__HMPREF9439_02807
ERR1913285.476438__1.476438	1262911__R6H1M1__BN557_00925
ERR1913285.476489__1.476489	239935__A0A2N8HT44__CXT84_11035
ERR1913285.476515__1.476515	360807__A0A0M6WIL3__ERS852444_01365
ERR1913285.476516__1.476516	360807__A0A0M6WIL3__ERS852444_01365
ERR1913285.476578__1.476578	1262743__R5CEH5__BN727_01269
ERR1913285.476669__1.476669	28052__A0A174GK20__ERS852451_00454
ERR1913285.476675__1.476675	28118__R6FD01__B5F99_06665
ERR1913285.476642__1.476642	28117__B0MZ22__BHV66_04430
ERR1913285.476652__1.476652	39492__D4MM10__EUBSIR_01460
ERR1913285.476876__1.476876	165179__D1PE06__DXC61_05975
ERR1913285.476915__1.476915	33043__D5HHE4__ERS852445_02332
ERR1913285.476916__1.476916	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913285.477063__1.477063	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913285.477497__1.477497	40520__U2ENY9__C4886_17680
ERR1913285.477704__1.477704	820__R9HXK9__DXB62_08265
ERR1913285.478124__1.478124	39492__D4JWA3__ERS852540_01332
ERR1913285.478140__1.478140	671267__R9ICM6__C802_00589
ERR1913285.478156__1.478156	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913285.478221__1.478221	360807__C0FTG2__RIL183_32211
ERR1913285.478259__1.478259	165179__A0A3E5EDV6__DXC61_03365
ERR1913285.478470__1.478470	29361__B6FRT6__CLONEX_02860
ERR1913285.478682__1.478682	817__A0A395WHI5__M113_3549
ERR1913285.478785__1.478785	40518__R5DZ88__DXD93_06320
ERR1913285.478825__1.478825	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913285.478844__1.478844	28117__B0MTY2__BHV66_06485
ERR1913285.478864__1.478864	1262954__R7FBD9__BN611_01260
ERR1913285.478906__1.478906	39491__A0A395V0H6__ERS852580_02570
ERR1913285.479136__1.479136	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913285.479346__1.479346	165179__A0A3E5EDP4__DXB80_05800
ERR1913285.479327__1.479327	39492__D4JS88__ERS852540_00578
ERR1913285.479442__1.479442	39491__C4ZCH3__EUR_17560
ERR1913285.479513__1.479513	1680__R5GSL8__DXD60_03315
ERR1913285.479497__1.479497	165179__D1PAJ7__PREVCOP_04222
ERR1913285.479625__1.479625	165179__A0A174W369__PREVCOP_04548
ERR1913285.479642__1.479642	40518__R5DP91__RBL236_00890
ERR1913285.479687__1.479687	239935__A0A2N8HQY4__CXT99_03170
ERR1913285.479729__1.479729	820__A0A139K4W5__HMPREF2141_02394
ERR1913285.479744__1.479744	39492__D4JUP6__ERS852540_01404
ERR1913285.479813__1.479813	165179__A0A3E4SID1__DXB80_01945
ERR1913285.479847__1.479847	821__A0A396F1N0__M099_1553
ERR1913285.479849__1.479849	165179__A0A3E5DX15__DXC61_00345
ERR1913285.479970__1.479970	40518__R5E5W1__RBL263_01034
ERR1913285.480099__1.480099	649756__D4MV02__CL2_23590
ERR1913285.480277__1.480277	39485__C4Z390__EUBELI_01689
ERR1913285.480298__1.480298	823__A6LHJ7__ERS852380_00253
ERR1913285.480435__1.480435	39491__A0A396FEW6__T1815_18721
ERR1913285.480450__1.480450	39491__A0A395ZM93__DXD13_03490
ERR1913285.480683__1.480683	28132__D9RV83__HMPREF0660_00835
ERR1913285.480862__1.480862	39491__A0A396FSN2__EUBREC_0707
ERR1913285.480897__1.480897	39491__A0A174LTW7__DXD13_08720
ERR1913285.481132__1.481132	47678__R5UAF6__ERS852494_02966
ERR1913285.481256__1.481256	165179__A0A3E4S980__PREVCOP_04626
ERR1913285.481281__1.481281	1262911__R6GPI7__BN557_00907
ERR1913285.481305__1.481305	39491__A0A173U0X0__DXB72_05865
ERR1913285.481391__1.481391	360807__A0A0M6WKA4__ERS852392_00206
ERR1913285.481504__1.481504	28118__R6F707__B5F99_15665
ERR1913285.481529__1.481529	853__A0A173YYY4__DWZ04_09420
ERR1913285.481552__1.481552	360807__C0FZC5__ROSEINA2194_04122
ERR1913285.481583__1.481583	165179__A0A3E5E189__PREVCOP_06699
ERR1913285.481591__1.481591	33043__D5HFD3__ybbD
ERR1913285.481670__1.481670	387090__S0F7Y3__BACCOPRO_02028
ERR1913285.481702__1.481702	33043__D5HGZ8__nnr
ERR1913285.481988__1.481988	706562__GCA_900112995.1_02104
ERR1913285.482179__1.482179	1262803__R6NCT2__BN649_01225
ERR1913285.482214__1.482214	28118__R6FJE6__NCTC10826_00111
ERR1913285.482231__1.482231	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913285.482278__1.482278	301302__A0A173RMN7__ERS852420_00721
ERR1913285.482392__1.482392	165179__A0A3E4SEG4__DXC61_11235
ERR1913285.482602__1.482602	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913285.482546__1.482546	165179__A0A174W369__PREVCOP_04548
ERR1913285.482677__1.482677	47678__A0A3E5BQM1__DXB67_08970
ERR1913285.482725__1.482725	165179__R6PU83__CFT61_14275
ERR1913285.482830__1.482830	165179__A0A174UTZ7__DXC61_06705
ERR1913285.482809__1.482809	394340__clpB_1
ERR1913285.482982__1.482982	239935__A0A2N8HAQ1__DEF40_05290
ERR1913285.483016__1.483016	187979__A0A174A2K7__yjcC_2
ERR1913285.483096__1.483096	1263005__R6ENA8__BN497_01487
ERR1913285.483247__1.483247	39491__A0A396FEV5__EUR_24750
ERR1913285.483391__1.483391	28052__A0A174JVY9__ERS852451_01194
ERR1913285.483376__1.483376	357276__I9QBT7__BSEG_03340
ERR1913285.483513__1.483513	301302__A0A173T3P5__ERS852420_01836
ERR1913285.483685__1.483685	33043__A0A173ZEG7__ERS852386_01252
ERR1913285.483742__1.483742	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913285.483776__1.483776	1262911__R6H2J2__BN557_01228
ERR1913285.484258__1.484258	239935__A0A2N8HT18__CXT93_06135
ERR1913285.484294__1.484294	360807__C0FNK4__ERS852444_02115
ERR1913285.484337__1.484337	39488__C0EUW7__ERS852578_01381
ERR1913285.484462__1.484462	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913285.484561__1.484561	33043__A0A173WXS1__ERS852445_00262
ERR1913285.484629__1.484629	1628085__A0A2U1AVI7__C7386_1354
ERR1913285.484980__1.484980	1262924__R7HTA4__BN585_00391
ERR1913285.485305__1.485305	239935__A0A2N8IVK9__CXU08_03750
ERR1913285.485410__1.485410	165179__A0A3E5DZ45__DXC61_02820
ERR1913285.485417__1.485417	165179__D1PES9__DXB80_11585
ERR1913285.485737__1.485737	165179__A0A3E5DZD8__DXB80_09150
ERR1913285.485810__1.485810	47678__R5USZ3__DXB67_12245
ERR1913285.485814__1.485814	33043__D5HDB6__sipT_2
ERR1913285.485959__1.485959	1262736__R5Y9J1__BN496_01345
ERR1913285.486073__1.486073	165179__A0A3E5AEF7__DXC61_05000
ERR1913285.486314__1.486314	165179__A0A3E4SB80__DXC61_12880
ERR1913285.486476__1.486476	46503__R6X0R5__DXB85_12380
ERR1913285.486541__1.486541	165179__A0A174WRI9__DXB80_04870
ERR1913285.486578__1.486578	301301__A0A395VEZ0__mcp4_1
ERR1913285.486597__1.486597	28117__B0MXR1__BHV66_08035
ERR1913285.486613__1.486613	1150298__A0A174HHW8__yhbU_1
ERR1913285.486884__1.486884	33043__D5HEQ5__gluP_2
ERR1913285.486918__1.486918	165179__A0A174WGF6__PREVCOP_04095
ERR1913285.487065__1.487065	820__A0A3E4VZT7__DXB48_16145
ERR1913285.487083__1.487083	239935__A0A139TVJ4__CXT86_02020
ERR1913285.487090__1.487090	572010__ydhV
ERR1913285.487098__1.487098	39492__D4JRV7__EUBSIR_01513
ERR1913285.487199__1.487199	165179__D1PAN5__PREVCOP_04260
ERR1913285.487273__1.487273	165179__A0A3E5EBM5__DXC61_02170
ERR1913285.487256__1.487256	165179__D1PAJ7__PREVCOP_04222
ERR1913285.487258__1.487258	165179__A0A3E5EBM5__DXC61_02170
ERR1913285.487349__1.487349	33043__A0A173W9Y8__ERS852575_00062
ERR1913285.487424__1.487424	33043__D5HI36__ERS852400_02168
ERR1913285.487480__1.487480	165179__D1PDJ4__DXB80_08505
ERR1913285.487757__1.487757	33043__D5HIL5__ERS852445_01761
ERR1913285.487941__1.487941	165179__R6BPK1__DXB80_04445
ERR1913285.487984__1.487984	100884__E7GFK8__HMPREF9488_03551
ERR1913285.488020__1.488020	239935__A0A2N8I3Z7__CXU05_10555
ERR1913285.488039__1.488039	239935__A0A139TMG9__CXU07_10650
ERR1913285.488123__1.488123	357276__I9R4T1__IY41_06800
ERR1913285.488149__1.488149	28052__A0A174LHM7__ERS852451_02351
ERR1913285.488286__1.488286	165179__A0A3E4SID1__DXB80_01945
ERR1913285.488399__1.488399	204516__U6RAM4__HMPREF1534_03439
