ERR1913195.27__1.27	292800__G9YWZ8__A4U99_12635
ERR1913195.555541__1.555541	165179__A0A229I1J2__DXB80_03950
ERR1913195.555629__1.555629	301302__R5UKF2__M72_19701
ERR1913195.555976__1.555976	301302__A0A173QV75__M72_03601
ERR1913195.556099__1.556099	1262929__R6FRG9__BN691_01453
ERR1913195.556117__1.556117	301302__R5UVE7__ERS852420_01292
ERR1913195.556655__1.556655	363265__R6F6E7__HMPREF0673_02119
ERR1913195.556680__1.556680	165179__D1PEZ7__DXC61_06515
ERR1913195.556787__1.556787	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.556836__1.556836	33043__A8SQU6__ERS852386_01237
ERR1913195.557034__1.557034	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913195.557027__1.557027	328814__GCA_004558275.1_00986
ERR1913195.557184__1.557184	301302__A0A0M6WF57__M72_22681
ERR1913195.557194__1.557194	165179__A0A229I2W6__PREVCOP_04332
ERR1913195.557445__1.557445	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913195.557548__1.557548	649756__D4MVE0__HMPREF0369_02014
ERR1913195.557787__1.557787	165179__A0A3E5DWQ1__DXB80_06635
ERR1913195.557862__1.557862	165179__A0A174SA26__PREVCOP_05758
ERR1913195.557867__1.557867	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.557907__1.557907	33043__D5HHE4__ERS852445_02332
ERR1913195.558143__1.558143	2293125__A0A374BSW4__DW917_13420
ERR1913195.558179__1.558179	165179__D1PAR0__DXB80_01190
ERR1913195.558486__1.558486	165179__A0A3E5DX15__DXC61_00345
ERR1913195.558564__1.558564	1284775__A0A095ZFV3__HMPREF1640_07245
ERR1913195.558730__1.558730	39491__C4Z872__LD38_07250
ERR1913195.559237__1.559237	165179__A0A229I7F5__DXB80_02650
ERR1913195.559310__1.559310	1535__A7VRG8__CH238_05685
ERR1913195.559413__1.559413	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913195.559496__1.559496	165179__D1PDJ4__DXB80_08505
ERR1913195.559608__1.559608	165179__A0A3E5E7J5__DXC61_10360
ERR1913195.559596__1.559596	823__A0A395Z0N9__DHW69_05890
ERR1913195.559709__1.559709	33043__A0A173WU55__ganB_2
ERR1913195.559853__1.559853	1262882__R5MF43__BN519_00282
ERR1913195.559860__1.559860	1262882__R5MGX3__BN519_00046
ERR1913195.560194__1.560194	1262929__R6F8L7__BN691_00557
ERR1913195.560168__1.560168	165179__D1PAJ7__PREVCOP_04222
ERR1913195.560499__1.560499	28052__A0A174K6D6__ERS852451_01708
ERR1913195.560515__1.560515	33043__D5HEU4__ftsW_3
ERR1913195.560662__1.560662	33043__A8SWI7__bcrC
ERR1913195.560823__1.560823	165179__A0A3E5EB26__CFT61_02800
ERR1913195.561013__1.561013	853__A0A173XRA8__CGS56_09290
ERR1913195.561061__1.561061	1160721__R6TBU4__BHW50_04080
ERR1913195.561123__1.561123	301302__R5VEI6__cysA_2
ERR1913195.561351__1.561351	165179__A0A3E5EA43__DXC61_07775
ERR1913195.561384__1.561384	360807__C0FU45__ERS852392_01591
ERR1913195.561387__1.561387	100886__A0A174JPG5__CATMIT_00078
ERR1913195.561791__1.561791	360807__A0A0M6WIS4__ROSEINA2194_02000
ERR1913195.561818__1.561818	39488__C0EWC5__EHLA_2843
ERR1913195.561878__1.561878	165179__A0A229I4J4__proA
ERR1913195.561971__1.561971	1550024__A0A0W7TT94__TQ39_11150
ERR1913195.562131__1.562131	39488__A0A285PP42__cobQ
ERR1913195.562332__1.562332	165179__A0A174SA26__PREVCOP_05758
ERR1913195.562461__1.562461	1262882__R5MKV8__BN519_01281
ERR1913195.562429__1.562429	33039__D4LYZ5__ERS852390_01248
ERR1913195.562559__1.562559	33043__D5HHT2__ERS852445_02796
ERR1913195.562539__1.562539	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.562624__1.562624	39488__R6GBC5__DXD91_06450
ERR1913195.562680__1.562680	165179__D1PCT4__DXB80_09470
ERR1913195.562953__1.562953	901__B6WR27__lnt
ERR1913195.562904__1.562904	1262930__R6ARC0__BN693_01458
ERR1913195.563042__1.563042	33043__A0A173ZXG0__ERS852400_00169
ERR1913195.563114__1.563114	33039__A0A173TYC0__cobB_2
ERR1913195.563471__1.563471	1263109__GCA_000438135.1_01128
ERR1913195.563610__1.563610	165179__A0A174SA26__PREVCOP_05758
ERR1913195.564319__1.564319	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.564344__1.564344	301302__R5V671__M72_27831
ERR1913195.564424__1.564424	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.564577__1.564577	28117__B0MY40__BHV66_05170
ERR1913195.564707__1.564707	301302__A0A0M6WWS5__M72_14631
ERR1913195.564671__1.564671	165179__A0A3E5DV57__DXB80_11400
ERR1913195.564732__1.564732	301301__A0A395V4S5__RHOM_15770
ERR1913195.564746__1.564746	165179__A0A229I3Z6__PREVCOP_03666
ERR1913195.564997__1.564997	301302__R5UJB0__M72_12831
ERR1913195.565108__1.565108	165179__A0A3E4S980__PREVCOP_04626
ERR1913195.565288__1.565288	165179__A0A3E5E2S3__DXB80_03455
ERR1913195.565680__1.565680	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.565760__1.565760	301302__A0A173T010__M72_26571
ERR1913195.565976__1.565976	301302__R5UKP4__cbiT
ERR1913195.566037__1.566037	363265__R6F7I6__HMPREF0673_02057
ERR1913195.566200__1.566200	165179__D1PE06__DXC61_05975
ERR1913195.566478__1.566478	649756__D4MV03__ERS852425_01248
ERR1913195.566440__1.566440	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.566494__1.566494	1262882__R5MIQ8__BN519_01036
ERR1913195.566549__1.566549	301302__A0A173R048__M72_22311
ERR1913195.566564__1.566564	1262882__R5N3H1__BN519_01121
ERR1913195.566650__1.566650	301302__R5VBR7__phoR_11
ERR1913195.566761__1.566761	1262882__R5MND9__BN519_00831
ERR1913195.566876__1.566876	363265__R7H219__HMPREF0673_01818
ERR1913195.566953__1.566953	33039__R6P284__spoIIIE
ERR1913195.567105__1.567105	1683__C4FGU5__BIANG_0917
ERR1913195.567166__1.567166	100886__E2NNF7__ERS852383_05018
ERR1913195.567264__1.567264	33043__A0A3A6J8T3__yvhJ
ERR1913195.567283__1.567283	360807__C0FTG2__RIL183_32211
ERR1913195.567384__1.567384	301302__A0A173RZU9__M72_23561
ERR1913195.567452__1.567452	165179__A0A3E5E920__DXB80_11625
ERR1913195.567560__1.567560	147206__GCF_000156215.1_01774
ERR1913195.567696__1.567696	626940__E8LEM1__BHW43_06255
ERR1913195.567807__1.567807	165179__A0A3E4SEG4__DXC61_11235
ERR1913195.567868__1.567868	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913195.567898__1.567898	40518__R5DTJ1__DXD86_03635
ERR1913195.567935__1.567935	39488__C0EWC5__EHLA_2843
ERR1913195.568192__1.568192	165179__A0A174SA26__PREVCOP_05758
ERR1913195.568247__1.568247	165179__D1PCT4__DXB80_09470
ERR1913195.568281__1.568281	371601__D7J857__B5E52_13185
ERR1913195.568405__1.568405	165179__A0A174SA26__PREVCOP_05758
ERR1913195.568595__1.568595	2293125__A0A374CHN9__DW917_02240
ERR1913195.568752__1.568752	649756__D4MUR3__ERS852571_00481
ERR1913195.568793__1.568793	165179__A0A3E4SB80__DXC61_12880
ERR1913195.568861__1.568861	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913195.568906__1.568906	39491__A0A173TM76__DXB72_10535
ERR1913195.568928__1.568928	1680__A0A0B5BL52__ERS852382_00480
ERR1913195.569010__1.569010	301302__R5UM41__M72_15921
ERR1913195.569019__1.569019	706562__GCA_900112995.1_01876
ERR1913195.569173__1.569173	165179__A0A174IYW3__DXC61_01235
ERR1913195.569088__1.569088	1262746__R5SLP4__BN750_01973
ERR1913195.569310__1.569310	301302__A0A0M6WKN8__M72_27741
ERR1913195.569501__1.569501	1735__B7CCF2__EUBIFOR_01879
ERR1913195.569556__1.569556	165179__D1PGU8__PREVCOP_06463
ERR1913195.569715__1.569715	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913195.569806__1.569806	384639__GCA_003096855.1_00995
ERR1913195.569964__1.569964	100886__A0A174GC97__murR_1
ERR1913195.570057__1.570057	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913195.570311__1.570311	301302__A0A173T010__M72_26571
ERR1913195.570488__1.570488	301302__R5UQW7__ERS852420_02102
ERR1913195.570528__1.570528	165179__A0A3E5EBM5__DXC61_02170
ERR1913195.570686__1.570686	165179__D1P9T6__PREVCOP_04016
ERR1913195.570861__1.570861	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913195.570884__1.570884	165179__D1PCT4__DXB80_09470
ERR1913195.570895__1.570895	33043__A0A173ZZF8__sbp_2
ERR1913195.570979__1.570979	165179__A0A3E5EBQ2__DXC61_01930
ERR1913195.570988__1.570988	552398__F4XCR9__HMPREF0866_01636
ERR1913195.570989__1.570989	33043__A0A173YQY3__ERS852445_01438
ERR1913195.570997__1.570997	1262882__R5MDR8__BN519_00124
ERR1913195.571163__1.571163	165179__D1PHM6__DXC61_06700
ERR1913195.571249__1.571249	165179__A0A3E5EAM5__DXC61_07785
ERR1913195.571395__1.571395	165179__R6BPK1__DXB80_04445
ERR1913195.571558__1.571558	33043__A0A173XM20__ERS852445_01573
ERR1913195.571608__1.571608	28052__A0A174M373__speA_2
ERR1913195.571778__1.571778	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913195.571806__1.571806	301302__A0A173SF21__M72_12691
ERR1913195.571990__1.571990	360807__C0FRV5__ROSEINA2194_01466
ERR1913195.572019__1.572019	165179__A0A174NK27__PREVCOP_06433
ERR1913195.572251__1.572251	301302__R5UKE6__M72_05651
ERR1913195.572324__1.572324	33043__A0A174B6N5__ERS852445_02414
ERR1913195.572586__1.572586	40518__R5DRG6__ylbJ
ERR1913195.572789__1.572789	165179__D1PEW8__DXB80_13775
ERR1913195.572798__1.572798	33043__D5HEE1__ERS852386_01671
ERR1913195.572932__1.572932	820__A7V9F9__B5G17_14640
ERR1913195.573002__1.573002	165179__A0A3E4SEG4__DXC61_11235
ERR1913195.573449__1.573449	1262929__R6EZA2__BN691_02113
ERR1913195.573349__1.573349	1262924__R7HM98__BN585_01697
ERR1913195.573683__1.573683	1535__A7VPW9__CLOLEP_00596
ERR1913195.573831__1.573831	1262882__R5MT08__BN519_01706
ERR1913195.573891__1.573891	1284775__A0A095Y4Z7__HMPREF1640_07200
ERR1913195.574065__1.574065	301302__R5VFU2__xynA1
ERR1913195.574114__1.574114	2293125__A0A374BSW4__DW917_13420
ERR1913195.574117__1.574117	1262930__R5ZWP2__BN693_01542
ERR1913195.574127__1.574127	165179__A0A3E5AER8__DXB80_07075
ERR1913195.574129__1.574129	363265__R7GZ37__HMPREF0673_00915
ERR1913195.574197__1.574197	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913195.574295__1.574295	301302__A0A173S436__M72_16191
ERR1913195.574332__1.574332	552398__F4XCR9__HMPREF0866_01636
ERR1913195.574351__1.574351	165179__D1PES9__DXB80_11585
ERR1913195.574355__1.574355	1262882__R5N5D7__BN519_01676
ERR1913195.574418__1.574418	165179__A0A3E5A5E5__DXC61_13965
ERR1913195.574425__1.574425	328814__GCA_004558275.1_00098
ERR1913195.574734__1.574734	626940__E8LCL1__BHW43_00460
ERR1913195.574792__1.574792	1262929__R6FV28__BN691_00620
ERR1913195.574839__1.574839	371601__A0A1C7H3W9__SAMN04487924_10816
ERR1913195.574891__1.574891	165179__A0A3E5E3D6__DXC61_05750
ERR1913195.575086__1.575086	165179__D1PB89__DXC61_08425
ERR1913195.575154__1.575154	418240__C6J9W6__ERS852523_00370
ERR1913195.575266__1.575266	1262929__R6EYQ0__BN691_00631
ERR1913195.575319__1.575319	301302__A0A0M6WTB1__M72_11101
ERR1913195.575339__1.575339	165179__D1PES9__DXB80_11585
ERR1913195.575824__1.575824	165179__A0A3E5EBM5__DXC61_02170
ERR1913195.576101__1.576101	363265__R6F4I0__HMPREF0673_00778
ERR1913195.576118__1.576118	626940__E8LE82__BN587_00770
ERR1913195.576123__1.576123	165179__D1PEQ5__PREVCOP_05711
ERR1913195.576163__1.576163	626940__E8LE41__DCQ00_06695
ERR1913195.576289__1.576289	1160721__W0U8M9__RBI_II00386
ERR1913195.576372__1.576372	626940__E8LD23__BN587_00187
ERR1913195.576455__1.576455	165179__A0A174IHQ2__PREVCOP_05478
ERR1913195.576896__1.576896	301302__A0A173RFF7__yqgN
ERR1913195.576980__1.576980	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913195.577152__1.577152	649756__E5VJS7__mecR1_3
ERR1913195.577170__1.577170	165179__A0A3E5EA43__DXC61_07775
ERR1913195.577193__1.577193	301302__R5UKP4__cbiT
ERR1913195.577240__1.577240	239935__A0A2N8HBP0__CXT94_04450
ERR1913195.577260__1.577260	1262882__R5MJZ7__BN519_01272
ERR1913195.577602__1.577602	2293125__A0A374CJ42__DW917_03305
ERR1913195.578048__1.578048	165179__A0A3E5E2S3__DXB80_03455
ERR1913195.578123__1.578123	40518__R5E1X3__clcA
ERR1913195.578265__1.578265	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913195.578310__1.578310	360807__A0A0M6WEL6__RIL183_13901
ERR1913195.578371__1.578371	1284775__A0A095Y663__HMPREF1640_07240
ERR1913195.578602__1.578602	1284775__A0A095Y637__HMPREF1640_07040
ERR1913195.578653__1.578653	33043__A8SWZ6__ERS852386_02582
ERR1913195.578731__1.578731	165179__R6C3K4__PREVCOP_05795
ERR1913195.578789__1.578789	1343__E8KTC3__cah
ERR1913195.578889__1.578889	1262882__R5MM25__BN519_00600
ERR1913195.579108__1.579108	823__A0A174LWY0__lepB
ERR1913195.579533__1.579533	1680__A7A4N3__ERS852382_00779
ERR1913195.579645__1.579645	1262536__GeneID:16385454
ERR1913195.579659__1.579659	165179__D1PE06__DXC61_05975
ERR1913195.579840__1.579840	165179__A0A3E5A5E5__DXC61_13965
ERR1913195.580123__1.580123	1262882__A0A356PSJ4__BN519_01180
ERR1913195.580204__1.580204	1262929__R6EX87__BN691_01422
ERR1913195.580229__1.580229	1262929__R6F839__BN691_00353
ERR1913195.580253__1.580253	39491__C4Z8S1__DXB76_06750
ERR1913195.580439__1.580439	165179__A0A3E5EBQ2__DXC61_01930
ERR1913195.580754__1.580754	165179__A0A174SA26__PREVCOP_05758
ERR1913195.580949__1.580949	165179__R6B8D8__DXC61_09245
ERR1913195.581070__1.581070	165179__A0A174W369__PREVCOP_04548
ERR1913195.581092__1.581092	165179__A0A3E5EDS1__DXC61_03115
ERR1913195.581062__1.581062	1262929__R6EV27__BN691_00137
ERR1913195.581108__1.581108	1262929__R6F753__BN691_02112
ERR1913195.581360__1.581360	165179__A0A3E5AGH1__DXB80_05820
ERR1913195.581377__1.581377	821__A0A174NVL6__NCTC10583_01782
ERR1913195.581522__1.581522	33043__A0A174BPV6__ERS852445_01773
ERR1913195.581641__1.581641	410072__A0A3E4GPD6__DXD67_10205
ERR1913195.581653__1.581653	33043__A0A173YEP6__ERS852575_00888
ERR1913195.582125__1.582125	165179__D1PAJ7__PREVCOP_04222
ERR1913195.582170__1.582170	387661__K5YL92__PRABACTJOHN_01669
ERR1913195.582194__1.582194	165179__A0A3E5AE59__DXC61_12885
ERR1913195.582326__1.582326	301302__R5UTE0__ERS852420_02625
ERR1913195.582348__1.582348	165179__A0A3E5E189__PREVCOP_06699
ERR1913195.582471__1.582471	165179__R6CJG8__DXC61_09290
ERR1913195.582574__1.582574	2293125__A0A374BUJ0__DW917_13495
ERR1913195.582635__1.582635	901__B6WUL1__DESPIG_01755
ERR1913195.582750__1.582750	165179__A0A229I2W6__PREVCOP_04332
ERR1913195.583099__1.583099	165179__A0A229I4J4__proA
ERR1913195.583104__1.583104	301302__R5UUM8__ganB_1
ERR1913195.583150__1.583150	39491__A0A395UXH0__EUBREC_0021
ERR1913195.583157__1.583157	165179__A0A174IPI3__CFT61_10940
ERR1913195.583174__1.583174	28052__A0A174MSU9__ERS852499_02010
ERR1913195.583430__1.583430	165179__A0A174SA26__PREVCOP_05758
ERR1913195.583433__1.583433	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913195.583650__1.583650	33043__A0A174CV49__ERS852386_02395
ERR1913195.583663__1.583663	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913195.583692__1.583692	901__B6WY50__DESPIGER_1446
ERR1913195.583700__1.583700	301302__R5VFU2__xynA1
ERR1913195.583903__1.583903	301302__A0A173T1J1__M72_18951
ERR1913195.584005__1.584005	1262924__R7HPC8__BN585_00139
ERR1913195.584100__1.584100	1262882__R5MIW5__BN519_00945
ERR1913195.584227__1.584227	165179__A0A229I3Z6__PREVCOP_03666
ERR1913195.584342__1.584342	100886__E2NQ08__ERS852383_05630
ERR1913195.584562__1.584562	165179__A0A3E5E189__PREVCOP_06699
ERR1913195.584576__1.584576	33039__D4M2F6__RTO_06900
ERR1913195.584646__1.584646	1262882__R5MEI8__BN519_00283
ERR1913195.584789__1.584789	1262930__R5ZWP2__BN693_01542
ERR1913195.584832__1.584832	165179__D1PHV2__PREVCOP_06822
ERR1913195.585069__1.585069	363265__R6F5L9__HMPREF0673_00327
ERR1913195.585549__1.585549	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913195.585783__1.585783	165179__D1PHM6__DXC61_06700
ERR1913195.585823__1.585823	649756__L1PTR2__ERS852571_01304
ERR1913195.585891__1.585891	1262882__R5MGX3__BN519_00046
ERR1913195.585851__1.585851	1262882__R5MND9__BN519_00831
ERR1913195.585964__1.585964	165179__A0A174SA26__PREVCOP_05758
ERR1913195.586000__1.586000	165179__A0A3E5AER8__DXB80_07075
ERR1913195.586130__1.586130	165179__A0A3E5E2S3__DXB80_03455
ERR1913195.586194__1.586194	40518__R5DXP6__DXD83_06110
ERR1913195.586199__1.586199	100886__A0A174M1T3__yijE
ERR1913195.586209__1.586209	33043__A0A173WXS1__ERS852445_00262
ERR1913195.586214__1.586214	1535__A7VY24__CLOLEP_03500
ERR1913195.586290__1.586290	33043__D5HFA1__ERS852400_02183
ERR1913195.586384__1.586384	1262882__R5MSS9__BN519_01662
ERR1913195.586385__1.586385	28116__F7L4X5__M089_2857
ERR1913195.586431__1.586431	165179__A0A174IYW3__DXC61_01235
ERR1913195.586676__1.586676	165179__A0A174SR12__DXB80_04410
ERR1913195.586681__1.586681	328814__GCA_004558275.1_00296
ERR1913195.586851__1.586851	1284775__A0A096A9F7__HMPREF1640_07000
ERR1913195.587031__1.587031	33043__D5HFA0__glfT2
ERR1913195.587425__1.587425	1262882__R5MRS7__BN519_01490
ERR1913195.587505__1.587505	418240__A0A174AX68__ERS852478_00844
ERR1913195.587587__1.587587	1262882__R5MM10__BN519_01679
ERR1913195.587692__1.587692	165179__A0A229I4J4__proA
ERR1913195.587925__1.587925	165179__A0A174W369__PREVCOP_04548
ERR1913195.588012__1.588012	166486__C7GCP5__ROSINTL182_07683
ERR1913195.588080__1.588080	301302__R5UI99__M72_25591
ERR1913195.588193__1.588193	165179__A0A3E4SID1__DXB80_01945
ERR1913195.588440__1.588440	165179__A0A3E5E6S6__DXB80_07575
ERR1913195.588558__1.588558	33039__D4M1A7__RTO_02350
ERR1913195.588579__1.588579	40518__R5DU92__DXD93_03170
ERR1913195.588636__1.588636	1262882__R5MZZ3__BN519_00482
ERR1913195.588713__1.588713	165179__A0A3E5DX15__DXC61_00345
ERR1913195.588815__1.588815	410072__C0BEV2__ERS852525_03010
ERR1913195.588898__1.588898	301302__A0A0M6WWC3__M72_11371
ERR1913195.588940__1.588940	1262924__R7HSM4__BN585_00913
ERR1913195.589080__1.589080	1262882__R5N3H1__BN519_01121
ERR1913195.589193__1.589193	39488__A0A285PP42__cobQ
ERR1913195.589196__1.589196	1262882__R5MPY4__BN519_01128
ERR1913195.589221__1.589221	28052__R7NDB2__ERS852451_01735
ERR1913195.589166__1.589166	100886__A0A174HGR4__pepD
ERR1913195.589170__1.589170	239935__R6IZU4__CXT87_08085
ERR1913195.589643__1.589643	363265__R6FQP4__HMPREF0673_00216
ERR1913195.589805__1.589805	165179__D1PDT3__PREVCOP_05375
ERR1913195.589976__1.589976	165179__A0A3E5E5L1__DXB80_05980
ERR1913195.589988__1.589988	33043__A0A173XM20__ERS852445_01573
ERR1913195.590012__1.590012	106588__A6NUL8__BACCAP_01900
ERR1913195.590187__1.590187	1623__R6TK09__LRC_01510
ERR1913195.590409__1.590409	649756__D4MY87__ERS852520_02651
ERR1913195.590647__1.590647	1262930__R5ZV69__BN693_01268
ERR1913195.590802__1.590802	165179__D1PGD2__DXC61_10875
ERR1913195.590909__1.590909	165179__A0A174IHQ2__PREVCOP_05478
ERR1913195.590928__1.590928	2293125__A0A374BSW4__DW917_13420
ERR1913195.590964__1.590964	165179__A0A229I1J2__DXB80_03950
ERR1913195.591043__1.591043	301302__A0A0M6X0D2__cpsB_2
ERR1913195.591084__1.591084	1262882__R5MYP8__BN519_00439
ERR1913195.591353__1.591353	165179__D1PDT3__PREVCOP_05375
ERR1913195.591499__1.591499	1262929__R6FUB1__BN691_00386
ERR1913195.591604__1.591604	165179__D1P9T6__PREVCOP_04016
ERR1913195.591633__1.591633	165179__D1PAV8__DXB80_13055
ERR1913195.591692__1.591692	40518__R5DTG5__RBATCC27255_00890
ERR1913195.591848__1.591848	1262536__GeneID:16385454
ERR1913195.591913__1.591913	301302__R5UKP4__cbiT
ERR1913195.591963__1.591963	418240__A0A173XT66__ERS852478_00742
ERR1913195.592012__1.592012	1262929__R6F9R1__BN691_00465
ERR1913195.592048__1.592048	165179__A0A3E5E2C8__folA
ERR1913195.592200__1.592200	165179__A0A174SR12__DXB80_04410
ERR1913195.592462__1.592462	544644__GCA_001915615.1_00059
ERR1913195.592601__1.592601	165179__A0A174IHQ2__PREVCOP_05478
ERR1913195.592779__1.592779	301302__A0A173QV75__M72_03601
ERR1913195.592777__1.592777	1262882__R5ML49__BN519_01361
ERR1913195.592821__1.592821	1284775__A0A095Y4Y3__HMPREF1640_07095
ERR1913195.593192__1.593192	39488__A0A374NPE4__EUBHAL_00845
ERR1913195.593448__1.593448	1262929__R6F558__BN691_01421
ERR1913195.593586__1.593586	301302__A0A0M6WVS7__ERS852420_01704
ERR1913195.593709__1.593709	39488__R6GWX1__EUBHAL_01710
ERR1913195.594300__1.594300	2049043__A0A316MDT4__DBY37_15195
ERR1913195.594321__1.594321	165179__D1PCU4__PREVCOP_05029
ERR1913195.594452__1.594452	165179__A0A3E5DZD8__DXB80_09150
ERR1913195.594604__1.594604	1262929__R6EXT3__BN691_00303
ERR1913195.594824__1.594824	165179__R6CNX7__DXB80_02200
ERR1913195.595230__1.595230	165179__A0A3E5A554__DXB80_13805
ERR1913195.595322__1.595322	165179__D1PHV2__PREVCOP_06822
ERR1913195.595408__1.595408	165179__A0A3E5EA43__DXC61_07775
ERR1913195.595813__1.595813	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913195.595874__1.595874	301302__A0A0M6WJW1__ERS852420_02245
ERR1913195.596181__1.596181	2024222__A0A255T0W2__CIK99_03190
ERR1913195.596439__1.596439	40518__R5DU38__DXD83_06770
ERR1913195.596700__1.596700	626940__R6WRD5__BN587_01498
ERR1913195.596893__1.596893	301302__A0A0M6W9I4__M72_19871
ERR1913195.596896__1.596896	39490__U2Q402__ERS852448_02488
ERR1913195.596808__1.596808	1262882__R5N678__BN519_01604
ERR1913195.596949__1.596949	28116__A0A078Q626__HMPREF1070_02735
ERR1913195.597221__1.597221	165179__A0A3E4SB80__DXC61_12880
ERR1913195.597152__1.597152	2022527__A0A264Y5H7__CHL74_10790
ERR1913195.597321__1.597321	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913195.597295__1.597295	1263044__GCA_000433375.1_00023
ERR1913195.597309__1.597309	165179__A0A3E4SID1__DXB80_01945
ERR1913195.597398__1.597398	165179__D1PES9__DXB80_11585
ERR1913195.597462__1.597462	1262929__R6FRG9__BN691_01453
ERR1913195.597482__1.597482	1262924__R7HTA4__BN585_00391
ERR1913195.597607__1.597607	39485__R5ZSH7__EUBELI_00953
ERR1913195.597622__1.597622	363265__G6B1B0__HMPREF0673_02681
ERR1913195.597586__1.597586	2293125__A0A374BMK9__DW917_16190
ERR1913195.597734__1.597734	40518__R5DXI4__DXD86_07420
ERR1913195.597787__1.597787	301302__R5UK77__M72_08681
ERR1913195.597913__1.597913	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913195.598094__1.598094	1262929__R6FSA0__BN691_01738
ERR1913195.598057__1.598057	33043__A0A173WTR4__ERS852386_00324
ERR1913195.598114__1.598114	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913195.598139__1.598139	901__B6WUW8__DESPIGER_1921
ERR1913195.598225__1.598225	33043__A0A173ZEP9__araC_1
ERR1913195.598268__1.598268	165179__A0A229I3Z6__PREVCOP_03666
ERR1913195.598367__1.598367	2293125__A0A374CHN9__DW917_02240
ERR1913195.598455__1.598455	363265__R7H608__HMPREF0673_01944
