ERR1913236.229__1.229	357276__B6W1Y1__BSEG_03960
ERR1913236.897797__1.897797	853__D4JY61__C4N21_10560
ERR1913236.897836__1.897836	214856__A0A173YE57__ERS852559_00126
ERR1913236.897843__1.897843	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913236.897937__1.897937	40518__R5DME2__DXD86_07315
ERR1913236.898029__1.898029	821__A0A174NM17__lacZ_6
ERR1913236.898114__1.898114	820__A0A3E4RU03__M093_0563
ERR1913236.898163__1.898163	28037__S7XIW3__B7699_07105
ERR1913236.898165__1.898165	1720294__U2ATC7__DXC51_01880
ERR1913236.898176__1.898176	338188__A0A173YWC2__BACFIN_08645
ERR1913236.898221__1.898221	39488__A0A285PP79__murD
ERR1913236.898284__1.898284	1262992__R5D3B5__BN795_00427
ERR1913236.898363__1.898363	823__A0A355XIK0__CEQ22_011965
ERR1913236.898433__1.898433	204516__U6RFU0__HMPREF1534_02545
ERR1913236.898634__1.898634	39491__A0A396FVC0__ERE_15900
ERR1913236.898656__1.898656	166486__D4L458__ROSINTL182_07088
ERR1913236.898896__1.898896	360807__A0A0M6X003__ERS852392_02817
ERR1913236.898925__1.898925	39491__A0A395V0E5__ERE_31370
ERR1913236.899005__1.899005	33039__D4M6R8__bglB_8
ERR1913236.899035__1.899035	487174__K0WZ94__HMPREF9448_00984
ERR1913236.899041__1.899041	39491__A0A395V297__EUR_01010
ERR1913236.899056__1.899056	39491__A0A395UWA3__DXB69_11805
ERR1913236.899137__1.899137	820__A7V470__HMPREF1072_02076
ERR1913236.899174__1.899174	820__A0A174QT76__B5G17_18060
ERR1913236.899343__1.899343	333367__C0D1H6__CLOSTASPAR_03114
ERR1913236.899486__1.899486	357276__I9F327__DXD47_22495
ERR1913236.899609__1.899609	820__A0A374QGD2__ERS852421_02382
ERR1913236.899675__1.899675	820__A0A139KEW8__DXB64_06405
ERR1913236.899736__1.899736	28117__B0MYW7__ALIPUT_02336
ERR1913236.899847__1.899847	204516__U6RFU0__HMPREF1534_02545
ERR1913236.899899__1.899899	410072__C0B830__ERS852525_01946
ERR1913236.899903__1.899903	410072__A0A174QU55__luxQ
ERR1913236.900069__1.900069	214856__I3YK71__ERS852559_02472
ERR1913236.900084__1.900084	1313__A0A064C010__potH_1
ERR1913236.900128__1.900128	410072__C0BC38__ERS852574_02017
ERR1913236.900391__1.900391	818__R6VB25__BSIG_5053
ERR1913236.900453__1.900453	820__A0A3E4PYB0__yejM
ERR1913236.900560__1.900560	853__A0A173T8T3__DW882_06555
ERR1913236.900589__1.900589	563769__GeneID:6973158
ERR1913236.900835__1.900835	820__A0A139KIL9__DXC68_05945
ERR1913236.900911__1.900911	28117__B0MT86__BHV66_02450
ERR1913236.901002__1.901002	40518__R5DV58__htrA
ERR1913236.900978__1.900978	820__R9I324__HMPREF2141_02414
ERR1913236.901060__1.901060	166486__D4KZ14__inlA_1
ERR1913236.901164__1.901164	820__A0A174KKV6__DXC07_02635
ERR1913236.901169__1.901169	40518__R5E4X5__RB5AMG_01438
ERR1913236.901179__1.901179	290053__E6SRI7__Bache_2120
ERR1913236.901184__1.901184	360807__C0FPW0__ROSEINA2194_00763
ERR1913236.901399__1.901399	166486__D4KWR9__dapF_1
ERR1913236.901457__1.901457	1965650__A0A1Y3VG18__B5G16_04665
ERR1913236.901550__1.901550	46503__R6WY21__DXB85_01605
ERR1913236.901611__1.901611	1262889__R7HEB0__BN634_01682
ERR1913236.901616__1.901616	1965562__A0A1Y4R965__B5E84_16610
ERR1913236.901711__1.901711	166486__A0A173T114__ROSINTL182_05085
ERR1913236.901715__1.901715	1263044__GCA_000433375.1_03640
ERR1913236.901769__1.901769	820__A0A078STJ8__DXC68_04690
ERR1913236.901852__1.901852	1263044__GCA_000433375.1_01437
ERR1913236.901873__1.901873	338188__C9KRM3__ERS852397_01638
ERR1913236.901934__1.901934	820__A0A3E4VZT7__DXB48_16145
ERR1913236.901951__1.901951	39778__A0A3D2WPN5__VEIDISOL_01722
ERR1913236.901961__1.901961	39491__A0A396FEV5__EUR_24750
ERR1913236.901970__1.901970	28117__B0MUY3__BHV66_00515
ERR1913236.901973__1.901973	40518__R5E8B6__RB5AMG_00876
ERR1913236.901976__1.901976	28117__B0MYM2__BHV66_04910
ERR1913236.902064__1.902064	820__A0A396EWL3__ERS417307_03868
ERR1913236.902291__1.902291	1262743__R5C054__BN727_01980
ERR1913236.902314__1.902314	39491__A0A395V1R3__T1815_08181
ERR1913236.902330__1.902330	204516__U6R898__HMPREF1534_03335
ERR1913236.902345__1.902345	33039__A0A174Y5G7__ERS852530_01222
ERR1913236.902385__1.902385	46228__V8C4T8__RUMLAC_02058
ERR1913236.902655__1.902655	820__A0A174Q0F0__DXB48_08080
ERR1913236.902625__1.902625	166486__C7GCP5__ROSINTL182_07683
ERR1913236.902708__1.902708	28118__F9Z8K4__Odosp_0843
ERR1913236.902753__1.902753	39491__A0A0M6WLC7__ERS852497_00640
ERR1913236.902790__1.902790	820__A0A139KHX1__HMPREF2141_00289
ERR1913236.902838__1.902838	204516__U6RFB2__HMPREF1534_01733
ERR1913236.902896__1.902896	39491__C4Z8S1__DXB76_06750
ERR1913236.902948__1.902948	820__A7V049__DXB48_04755
ERR1913236.902919__1.902919	410072__C0B801__mucD
ERR1913236.902959__1.902959	1262986__R6ADM2__BN492_00219
ERR1913236.902990__1.902990	745368__A0A1T4WBZ5__SAMN02745178_00335
ERR1913236.903086__1.903086	28118__F9Z8E3__SAMEA44545918_03282
ERR1913236.903100__1.903100	46228__V8BLW9__DXD17_14090
ERR1913236.903119__1.903119	40518__R5DS68__hcpC
ERR1913236.903140__1.903140	40518__R5DLW4__thiN
ERR1913236.903184__1.903184	552398__F4XD19__HMPREF0866_01737
ERR1913236.903187__1.903187	28117__B0MT73__ALIPUT_00412
ERR1913236.903326__1.903326	626929__F3PLK3__SAMN05444376_0455
ERR1913236.903330__1.903330	1628085__A0A374VPA3__C7386_11438
ERR1913236.903379__1.903379	820__A0A1T4IY80__ERS852554_01621
ERR1913236.903353__1.903353	357276__I9QDB8__B5F95_08105
ERR1913236.903422__1.903422	820__A0A173YYG4__evgS_3
ERR1913236.903507__1.903507	823__A6LHJ7__ERS852380_00253
ERR1913236.903520__1.903520	820__A0A173XIP7__B5G17_16050
ERR1913236.903693__1.903693	435637__GeneID:5075980
ERR1913236.903800__1.903800	881953__GeneID:10358831
ERR1913236.904051__1.904051	28117__R7JIJ8__BHV66_01635
ERR1913236.904095__1.904095	344022__GeneID:3837292
ERR1913236.904092__1.904092	214856__A0A173ZQY0__ERS852559_00007
ERR1913236.904202__1.904202	820__A0A1Y3V743__M093_0235
ERR1913236.904175__1.904175	823__A0A173V751__DXD05_02690
ERR1913236.904243__1.904243	39491__A0A395ZGU6__ERS852417_01456
ERR1913236.904295__1.904295	820__A0A396EUU8__luxQ_3
ERR1913236.904517__1.904517	165179__A0A3E5EDV6__DXC61_03365
ERR1913236.904522__1.904522	820__A0A3E4RU03__M093_0563
ERR1913236.904765__1.904765	820__A0A3E4W984__pssA
ERR1913236.905006__1.905006	338188__C9KT88__ERS852397_01691
ERR1913236.905012__1.905012	821__A6L0C7__ERS852556_03520
ERR1913236.905140__1.905140	291644__I9TLE2__HMPREF1071_00556
ERR1913236.905180__1.905180	246787__R6KBH9__HMPREF1062_04676
ERR1913236.905217__1.905217	214856__R6Y6H8__ERS852447_01719
ERR1913236.905283__1.905283	28052__R7NCD4__ERS852451_00170
ERR1913236.905304__1.905304	214856__R6XS46__ERS852559_00812
ERR1913236.905412__1.905412	28117__B0MWH8__BHV66_01330
ERR1913236.905475__1.905475	820__R9I3N4__M093_0061
ERR1913236.905629__1.905629	216816__D6DCL7__BFS26_02835
ERR1913236.905813__1.905813	674529__A0A3E5G590__DXB21_18690
ERR1913236.905853__1.905853	371601__A0A173ZG72__SAMN04487924_11442
ERR1913236.905886__1.905886	460384__A0A1I0HIX4__C7256_08015
ERR1913236.905872__1.905872	33025__A0A395J973__C8D73_11010
ERR1913236.905979__1.905979	820__R9HUV5__HMPREF2141_02582
ERR1913236.906065__1.906065	487175__F3QMT1__HMPREF9439_02260
ERR1913236.906242__1.906242	821__A0A174NM17__lacZ_6
ERR1913236.906320__1.906320	33025__A0A395JBU5__C8D73_10423
ERR1913236.906442__1.906442	53443__A0A173RY53__RUMHYD_01176
ERR1913236.906475__1.906475	246787__R6KQ08__AA416_01934
ERR1913236.906483__1.906483	384638__B7APR1__BACPEC_00667
ERR1913236.906546__1.906546	850__C3WDF1__FMAG_01469
ERR1913236.906585__1.906585	214856__R6Z590__ERS852447_01059
ERR1913236.906599__1.906599	410072__A0A174K186__ERS852481_00847
ERR1913236.906642__1.906642	1263109__GCA_000438135.1_00670
ERR1913236.906856__1.906856	338188__R6SW63__BACFIN_05400
ERR1913236.906863__1.906863	214856__R5UN64__ERS852447_02669
ERR1913236.906903__1.906903	338188__C9L2Z1__BACFIN_08973
ERR1913236.907045__1.907045	881953__GeneID:10358968
ERR1913236.907078__1.907078	1262889__R7HCE8__BN634_01718
ERR1913236.907134__1.907134	1263044__GCA_000433375.1_01140
ERR1913236.907202__1.907202	820__A0A139K9Q2__DXD40_08795
ERR1913236.907258__1.907258	881953__GeneID:10358920
ERR1913236.907261__1.907261	1262536__GeneID:16385454
ERR1913236.907434__1.907434	820__A0A3E4GA19__SAMN05444418_10562
ERR1913236.907604__1.907604	820__A7VAR9__ERS852421_00197
ERR1913236.907614__1.907614	626929__F3PF38__HMPREF9445_00603
ERR1913236.907807__1.907807	820__A0A3E5BMG9__DXD40_05130
ERR1913236.907813__1.907813	39491__C4Z9Y3__ERS852417_01808
ERR1913236.907920__1.907920	376805__F0R8H8__Bacsa_0435
ERR1913236.908004__1.908004	820__A0A374Q854__HMPREF1073_03281
ERR1913236.908009__1.908009	371601__A0A1H4AUL8__BXY_43960
ERR1913236.908137__1.908137	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913236.908141__1.908141	33025__A0A395JF58__C8D73_101275
ERR1913236.908183__1.908183	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913236.908313__1.908313	850__C3WB27__DXB84_06135
ERR1913236.908438__1.908438	1263044__GCA_000433375.1_02419
ERR1913236.908469__1.908469	820__A0A396EWL3__ERS417307_03868
ERR1913236.908528__1.908528	204516__U6RFB2__HMPREF1534_01733
ERR1913236.908563__1.908563	39491__A0A173U130__ERE_16110
ERR1913236.908594__1.908594	671267__R9IB12__C802_00696
ERR1913236.908768__1.908768	39491__A0A396FQV7__T1815_10751
ERR1913236.908771__1.908771	28118__F9Z6D0__DHW44_12795
ERR1913236.908806__1.908806	820__A0A1T4IYF4__mprA_1
ERR1913236.908970__1.908970	649756__D4MUP2__atpH_2
ERR1913236.908925__1.908925	106588__A6P303__BACCAP_04887
ERR1913236.909016__1.909016	850__C3WAP0__C4N19_06115
ERR1913236.909097__1.909097	214856__R6Y2Y4__ERS852447_01086
ERR1913236.909286__1.909286	39491__A0A395ZDC6__addB
ERR1913236.909380__1.909380	823__A6LEQ6__DXB14_05705
ERR1913236.909422__1.909422	28117__B0MY45__ALIPUT_02164
ERR1913236.909474__1.909474	40518__R5DYM0__DXD86_08165
ERR1913236.909604__1.909604	410072__A0A174CHL0__ERS852574_02022
ERR1913236.909684__1.909684	371601__A0A139LNL6__ERS852396_04350
ERR1913236.909739__1.909739	410072__C0B830__ERS852525_01946
ERR1913236.909798__1.909798	820__A0A3E4G826__C801_01612
ERR1913236.909857__1.909857	344022__GeneID:3837332
ERR1913236.909909__1.909909	823__K6AS99__ERS852429_01856
ERR1913236.910074__1.910074	572010__atpD
ERR1913236.910084__1.910084	820__A0A374Q854__HMPREF1073_03281
ERR1913236.910057__1.910057	1393034__GCA_001552785.1_00510
ERR1913236.910166__1.910166	435637__GeneID:5075980
ERR1913236.910195__1.910195	28117__B0MUR5__BHV66_03900
ERR1913236.910248__1.910248	39491__A0A395UXH0__EUBREC_0021
ERR1913236.910309__1.910309	39485__C4Z1Y6__EUBELI_00140
ERR1913236.910311__1.910311	338188__C9L2F6__ERS852397_02011
ERR1913236.910371__1.910371	881953__GeneID:10358956
ERR1913236.910375__1.910375	820__A0A396EUU8__luxQ_3
ERR1913236.910577__1.910577	649756__D4MW63__DCR88_07570
ERR1913236.910588__1.910588	187327__G4Q8F0__ACDG_01813
ERR1913236.910603__1.910603	820__A0A374Q854__HMPREF1073_03281
ERR1913236.910608__1.910608	360807__A0A174CZ42__RIL183_11251
ERR1913236.910695__1.910695	40518__R5E2Z2__DXD93_09295
ERR1913236.910882__1.910882	820__A0A139KH21__DXC80_01780
ERR1913236.910954__1.910954	820__A0A173WUD7__DXB48_08055
ERR1913236.911070__1.911070	46503__R6WNB1__PARMER_00135
ERR1913236.911082__1.911082	357276__D1K526__GV66_17250
ERR1913236.911115__1.911115	649756__A0A173TJC0__DO83_00275
ERR1913236.911140__1.911140	410072__C0BBR9__yqeC
ERR1913236.911232__1.911232	39488__A0A173SXL5__DXD91_06505
ERR1913236.911274__1.911274	166486__D4KWM8__ROSINTL182_06037
ERR1913236.911289__1.911289	28116__A0A395VUS9__DXD69_03560
ERR1913236.911300__1.911300	371601__D4VH76__rhaR_1
ERR1913236.911335__1.911335	820__A0A174Q0F0__DXB48_08080
ERR1913236.911437__1.911437	821__A0A173XDD3__DXB82_17180
ERR1913236.911453__1.911453	1628085__A0A1C5YNW1__C7386_101221
ERR1913236.911622__1.911622	204516__U6R9E6__HMPREF1534_03149
ERR1913236.911672__1.911672	823__A0A395Z066__M091_0663
ERR1913236.911730__1.911730	360807__A0A396AIG0__ROSEINA2194_00358
ERR1913236.911767__1.911767	823__A6LHJ7__ERS852380_00253
ERR1913236.911830__1.911830	39488__A0A174BSK2__ERS852450_01031
ERR1913236.911950__1.911950	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913236.912167__1.912167	820__A0A396CMY7__HMPREF1072_03009
ERR1913236.912302__1.912302	820__A0A174G065__DXB62_08975
ERR1913236.912637__1.912637	821__U6RDC2__DXD46_15675
ERR1913236.912770__1.912770	1304__F8HDB1__CYK22_03350
ERR1913236.912777__1.912777	290052__A0A0V8QC42__ASU35_14215
ERR1913236.912815__1.912815	39491__A0A173VD97__DXB69_07350
ERR1913236.912928__1.912928	881953__GeneID:10358960
ERR1913236.912942__1.912942	39491__A0A174A751__DXB69_15525
ERR1913236.912978__1.912978	338188__A0A174ETX3__ERS852397_01955
ERR1913236.913028__1.913028	820__A0A173YYG4__evgS_3
ERR1913236.913107__1.913107	214856__R6Z288__ERS852447_00734
ERR1913236.913185__1.913185	820__A0A139KA34__B5G17_05520
ERR1913236.913216__1.913216	853__A0A3E2V168__FAEPRAM212_00929
ERR1913236.913417__1.913417	820__A0A174DZ97__SAMN05444418_101240
ERR1913236.913450__1.913450	214856__A0A173ZUI6__ERS852447_00955
ERR1913236.913491__1.913491	291644__I9HGG9__HMPREF1071_03600
ERR1913236.913495__1.913495	1297617__A0A2U1CF61__BIV19_14170
ERR1913236.913521__1.913521	47678__R5UUB5__ERS852558_00247
ERR1913236.913564__1.913564	214856__A0A174EQR4__rsmA
ERR1913236.913636__1.913636	394340__lepA
ERR1913236.913862__1.913862	818__A0A0P0F7K1__ERS852461_02719
ERR1913236.913892__1.913892	166486__D4KWM9__ROSINTL182_06036
ERR1913236.914014__1.914014	246787__A0A3D6AWM8__BACCELL_01963
ERR1913236.914033__1.914033	74426__rpoC
ERR1913236.914041__1.914041	853__A8SGX8__C4N21_08625
ERR1913236.914056__1.914056	820__A0A174TRB5__DXD40_11305
ERR1913236.914111__1.914111	552398__F4XD15__HMPREF0866_01733
ERR1913236.914271__1.914271	39491__A0A3E4E7C5__DXB69_03255
ERR1913236.914350__1.914350	166486__D4KVI9__comEA
ERR1913236.914355__1.914355	820__A0A3E4W7J3__DXC07_00330
ERR1913236.914495__1.914495	246787__A0A0P0GMR5__HMPREF1062_04678
ERR1913236.914510__1.914510	204516__U6RFB2__HMPREF1534_01733
ERR1913236.914548__1.914548	487174__K0X1V7__DIT83_03020
ERR1913236.914743__1.914743	33039__D4M379__selB
ERR1913236.914748__1.914748	357276__B6VYT9__HMPREF1063_05030
ERR1913236.914871__1.914871	820__A7VAS1__HMPREF2141_03259
ERR1913236.915056__1.915056	674529__A0A174P761__SAMN05444400_106145
ERR1913236.915277__1.915277	338188__C9KS28__BACFIN_05109
ERR1913236.915490__1.915490	40518__R5DX31__DXD86_09775
ERR1913236.915449__1.915449	674529__R6W4L4__SAMN05444400_105128
ERR1913236.915698__1.915698	166486__D4KWZ7__cph2_5
ERR1913236.915743__1.915743	626929__F3PER6__SAMN05444376_2494
ERR1913236.915744__1.915744	410072__C0B8M3__ERS852574_02182
ERR1913236.915818__1.915818	166486__D4L1D8__ROSINTL182_06455
ERR1913236.915887__1.915887	39491__A0A395ZG74__licR
ERR1913236.915910__1.915910	820__A0A374QGD2__ERS852421_02382
ERR1913236.915931__1.915931	820__A0A374MMF0__HMPREF1073_03811
ERR1913236.916289__1.916289	820__A0A173WZS4__DXD90_10250
ERR1913236.916387__1.916387	33039__D4M340__sleB_2
ERR1913236.916415__1.916415	204516__U6R9H3__HMPREF1534_03348
ERR1913236.916518__1.916518	1263044__GCA_000433375.1_00678
ERR1913236.916566__1.916566	1263044__GCA_000433375.1_01133
ERR1913236.916547__1.916547	823__A0A355XF06__B5F32_11480
ERR1913236.916597__1.916597	204516__U6RFB2__HMPREF1534_01733
ERR1913236.916691__1.916691	338188__R6SW63__BACFIN_05400
ERR1913236.916681__1.916681	39491__A0A395ZDC6__addB
ERR1913236.916720__1.916720	1735__B7CDA5__EUBIFOR_02186
ERR1913236.916814__1.916814	821__E5UY21__C800_02204
ERR1913236.916882__1.916882	1735__B7CE14__EUBIFOR_02449
ERR1913236.917122__1.917122	29361__B6FRT6__CLONEX_02860
ERR1913236.917205__1.917205	820__A0A3E4GA19__SAMN05444418_10562
ERR1913236.917237__1.917237	214856__A0A173ZS19__ERS852447_00954
ERR1913236.917325__1.917325	820__A0A3E4RUC4__DHU98_02635
ERR1913236.917398__1.917398	821__E5UY21__C800_02204
ERR1913236.917455__1.917455	823__A0A174W1A8__panE
ERR1913236.917553__1.917553	39491__A0A396FUZ3__phoR_1
ERR1913236.917648__1.917648	338188__R6S5J0__HMPREF1057_01983
ERR1913236.917752__1.917752	572010__nrdD
ERR1913236.917806__1.917806	166486__R6AY46__ROSINTL182_06128
ERR1913236.917853__1.917853	371601__D0TUU4__BXY_31970
ERR1913236.917998__1.917998	1232426__clpB
ERR1913236.918059__1.918059	820__A0A139K2N9__DXB62_12420
ERR1913236.918095__1.918095	166486__D4L1D0__ROSINTL182_06446
ERR1913236.918153__1.918153	820__R7E9Z4__DXC68_06065
ERR1913236.918186__1.918186	214856__A0A175A1F5__ERS852559_01764
ERR1913236.918187__1.918187	823__A0A355XH29__lolE_1
ERR1913236.918215__1.918215	410072__A0A174JCL9__tee6
ERR1913236.918271__1.918271	1263044__GCA_000433375.1_01141
ERR1913236.918351__1.918351	204516__U6REI9__HMPREF1534_02357
ERR1913236.918418__1.918418	821__A0A396F9T7__M097_3427
ERR1913236.918435__1.918435	820__A0A374Q1D8__SAMN05444418_112114
ERR1913236.918406__1.918406	40518__R5DVV1__RBATCC27255_00999
ERR1913236.918589__1.918589	823__A6L9D3__ERS852560_03374
ERR1913236.918592__1.918592	820__A0A3E4RU03__M093_0563
ERR1913236.918632__1.918632	371601__A0A139LNL6__ERS852396_04350
ERR1913236.918646__1.918646	239935__A0A2N8IAY7__CXU13_02935
ERR1913236.918689__1.918689	28117__R7JR95__ALIPUT_01367
ERR1913236.918722__1.918722	820__A0A396EUU8__luxQ_3
ERR1913236.918726__1.918726	1262889__R7HBR7__BN634_00170
ERR1913236.918794__1.918794	39491__A0A396FFW0__ERE_10580
ERR1913236.918843__1.918843	1262992__R5D6J2__BN795_00288
ERR1913236.918933__1.918933	552398__F4X9Q7__HMPREF0866_00017
ERR1913236.918951__1.918951	33025__A0A395JFJ2__C8D73_101276
ERR1913236.919268__1.919268	39491__A0A174K1W6__DXB99_15020
ERR1913236.919303__1.919303	166486__D4KYC3__ROSINTL182_05485
ERR1913236.919327__1.919327	166486__D4L1P5__ERS852572_00758
ERR1913236.919383__1.919383	823__A0A395YY84__DXC05_19515
ERR1913236.919401__1.919401	39485__C4Z028__ERS852492_00100
ERR1913236.919427__1.919427	301302__A0A0M6WK85__M72_28131
ERR1913236.919501__1.919501	40518__R5DMC7__blaR1
ERR1913236.919511__1.919511	821__A0A395UNT8__DXD64_15275
ERR1913236.919906__1.919906	820__A0A3E4G8F8__ERS852421_01645
ERR1913236.919948__1.919948	850__C3WDH6__DXB84_05410
ERR1913236.920068__1.920068	626929__F3PHB7__HMPREF9445_01465
ERR1913236.920070__1.920070	28118__F9Z9B0__SAMEA44545918_02179
ERR1913236.920249__1.920249	166486__A0A173V5I7__ERS852572_02640
ERR1913236.920278__1.920278	1262743__R5C054__BN727_01980
ERR1913236.920380__1.920380	338188__R6RPM1__BACFIN_05401
ERR1913236.920438__1.920438	40518__R5DNY7__RBATCC27255_00367
ERR1913236.920504__1.920504	820__R9I3Q7__HMPREF1072_01668
ERR1913236.920518__1.920518	166486__D4KV78__aroA
ERR1913236.920725__1.920725	39491__A0A396FM36__DXB99_00820
ERR1913236.920899__1.920899	28117__B0MXU6__ALIPUT_01958
ERR1913236.920983__1.920983	674529__R6V0V1__DXB21_06395
ERR1913236.921061__1.921061	387090__S0F8B2__BACCOPRO_02129
ERR1913236.921192__1.921192	626929__R6MDM3__B5F24_06470
ERR1913236.921397__1.921397	39491__A0A0M6WPN4__DXB69_06325
ERR1913236.921475__1.921475	214856__I3YK71__ERS852559_02472
ERR1913236.921505__1.921505	204516__U6RH18__HMPREF1534_01847
ERR1913236.921625__1.921625	46503__R6Y201__ERS852463_00554
ERR1913236.921725__1.921725	626929__R5JTP9__HMPREF9445_01944
ERR1913236.921730__1.921730	344022__GeneID:3837332
ERR1913236.921883__1.921883	39491__A0A395ZDC6__addB
ERR1913236.921893__1.921893	394340__putP_1
ERR1913236.921896__1.921896	166486__D4KUM5__afr
ERR1913236.921910__1.921910	626929__R6LKK1__B5F24_07400
ERR1913236.921932__1.921932	28116__A0A395VSP8__ERS852555_02642
ERR1913236.921966__1.921966	40518__R5DU74__RBATCC27255_00707
ERR1913236.921971__1.921971	821__A0A0P0LFP6__C5Z04_13890
ERR1913236.922158__1.922158	823__A0A174PAQ4__ERS852429_04218
ERR1913236.922288__1.922288	820__A0A3E4VZT7__DXB48_16145
ERR1913236.922398__1.922398	204516__U6R9H3__HMPREF1534_03348
ERR1913236.922404__1.922404	214856__A0A173ZUI6__ERS852447_00955
ERR1913236.922537__1.922537	820__A0A173YYG4__evgS_3
ERR1913236.922571__1.922571	39491__A0A396FBR6__DXC13_08575
ERR1913236.922636__1.922636	39491__A0A395ZHW3__ERS852417_01359
ERR1913236.922653__1.922653	820__A0A174R952__DXB48_02570
ERR1913236.922658__1.922658	1735__B7CAL3__EUBIFOR_01234
ERR1913236.922734__1.922734	28117__R7JIJ8__BHV66_01635
ERR1913236.922785__1.922785	820__A7V092__hldE
ERR1913236.922938__1.922938	40518__R5DUU0__DXD93_03985
ERR1913236.922959__1.922959	47678__R5U2W6__CGC64_03455
ERR1913236.922900__1.922900	820__A0A3E4VXP2__yesR
ERR1913236.923083__1.923083	39491__A0A396FF66__DXD95_01810
ERR1913236.923153__1.923153	357276__A0A076IXE0__HMPREF1064_04364
ERR1913236.923283__1.923283	823__A0A173RD26__B5F32_03910
ERR1913236.923289__1.923289	820__I9A4U7__DHU98_12785
ERR1913236.923446__1.923446	166486__D4L284__ERS852572_01651
ERR1913236.923447__1.923447	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913236.923430__1.923430	821__D4VD59__BHV80_04260
ERR1913236.923472__1.923472	301302__R5UPH9__M72_00521
ERR1913236.923529__1.923529	214856__R6Z186__ERS852447_00718
ERR1913236.923535__1.923535	39488__C0EX25__DXD91_11965
ERR1913236.923545__1.923545	39491__A0A396FNY7__LD38_16155
ERR1913236.923662__1.923662	881953__GeneID:10358935
ERR1913236.923697__1.923697	322505__xre_3
ERR1913236.923787__1.923787	46503__R6WU62__PARMER_00182
ERR1913236.923818__1.923818	214856__I3YPI7__pepD_1
ERR1913236.923867__1.923867	338188__R6S0J1__BACFIN_08786
ERR1913236.923888__1.923888	214856__A0A173ZUI6__ERS852447_00955
ERR1913236.924027__1.924027	357276__I9R994__BACDOR_04044
ERR1913236.924423__1.924423	338188__C9L1F9__BACFIN_08436
ERR1913236.924648__1.924648	39491__C4ZCV5__DXB99_11855
ERR1913236.924689__1.924689	1304__T0SPD1__HSISS4_01717
