ERR1913287.193__1.193	39492__D4JUJ6__ssuB_2
ERR1913287.568166__1.568166	39491__A0A396FGM9__fliU_1
ERR1913287.568234__1.568234	165179__A0A3E5E920__DXB80_11625
ERR1913287.568273__1.568273	165179__D1PE06__DXC61_05975
ERR1913287.568406__1.568406	39488__A0A173U8N3__yhbU_1
ERR1913287.568413__1.568413	33043__D5HEE1__ERS852386_01671
ERR1913287.568524__1.568524	39488__C0EVP9__ERS852450_03163
ERR1913287.568639__1.568639	649756__A0A174F5S4__ecfA2
ERR1913287.568682__1.568682	33043__A0A173WZE5__ERS852386_00374
ERR1913287.568702__1.568702	360807__C0FQD4__codY
ERR1913287.568846__1.568846	39491__A0A395UWA3__DXB69_11805
ERR1913287.568954__1.568954	39492__R6SA81__EUBSIR_00402
ERR1913287.569015__1.569015	371601__A0A1Y4VA43__HMPREF1074_02112
ERR1913287.569173__1.569173	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913287.569549__1.569549	1262911__R6GSH0__BN557_00934
ERR1913287.569568__1.569568	33043__A0A173YEP6__ERS852575_00888
ERR1913287.569654__1.569654	40518__R5DS23__DXD86_01715
ERR1913287.569660__1.569660	1262803__R6NU79__BN649_00295
ERR1913287.569719__1.569719	165179__D1PAJ7__PREVCOP_04222
ERR1913287.569774__1.569774	28052__A0A174PF05__ERS852451_02043
ERR1913287.569928__1.569928	165179__A0A3E5E8N5__DXC61_13460
ERR1913287.570122__1.570122	357276__C3RA36__HMPREF1065_03270
ERR1913287.570156__1.570156	1262803__R6NTB0__BN649_02169
ERR1913287.570321__1.570321	39492__D4JTF5__ybeY
ERR1913287.570513__1.570513	165179__A0A3E5DZA5__DXB80_12550
ERR1913287.570648__1.570648	165179__A0A3E5E3D6__DXC61_05750
ERR1913287.570819__1.570819	33043__A0A174BZH6__ERS852400_01477
ERR1913287.570820__1.570820	165179__A0A174SA26__PREVCOP_05758
ERR1913287.570823__1.570823	52226__C9KPU4__MITSMUL_05252
ERR1913287.570947__1.570947	33043__A0A174CLG4__hemA
ERR1913287.571001__1.571001	165179__D1PDG7__DXB80_11180
ERR1913287.571067__1.571067	165179__D1PGJ6__DXC61_07300
ERR1913287.571239__1.571239	39491__A0A396FS17__envC
ERR1913287.571211__1.571211	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913287.571303__1.571303	328814__GCA_004558275.1_00100
ERR1913287.571607__1.571607	371601__A0A1H4AUL8__BXY_43960
ERR1913287.571612__1.571612	1262803__R6NXP4__BN649_01953
ERR1913287.571624__1.571624	446660__GCA_003428235.1_00689
ERR1913287.571809__1.571809	33043__A0A174B5C6__acm_3
ERR1913287.571890__1.571890	40518__R5E4Y8__RBATCC27255_01448
ERR1913287.571953__1.571953	39492__B0MNQ2__EUBSIR_01459
ERR1913287.572012__1.572012	165179__A0A3E5EDV6__DXC61_03365
ERR1913287.572040__1.572040	165179__D1PCT4__DXB80_09470
ERR1913287.572320__1.572320	46228__V8CE24__thiD
ERR1913287.572418__1.572418	360807__C0FRV5__ROSEINA2194_01466
ERR1913287.572525__1.572525	2293125__A0A374BMK9__DW917_16190
ERR1913287.572630__1.572630	216816__A0A0A6VPB9__B624_1780
ERR1913287.572816__1.572816	33043__A8SWI7__bcrC
ERR1913287.572973__1.572973	33043__D5HI50__smf
ERR1913287.573073__1.573073	28052__A0A174GR15__mcp3_1
ERR1913287.573290__1.573290	39491__C4ZCH3__EUR_17560
ERR1913287.573612__1.573612	39491__A0A395ZF49__DXB69_05290
ERR1913287.573579__1.573579	39492__D4JR08__ERS852540_02467
ERR1913287.573780__1.573780	239935__A0A2N8I3G2__CXT89_00720
ERR1913287.573850__1.573850	165179__A0A3E5E9I4__DXB80_09745
ERR1913287.573854__1.573854	165179__D1P9T6__PREVCOP_04016
ERR1913287.573980__1.573980	357276__I9F327__DXD47_22495
ERR1913287.574019__1.574019	1263000__R5EF60__BN466_01316
ERR1913287.574079__1.574079	39491__A0A396FNY7__LD38_16155
ERR1913287.574081__1.574081	301302__R5VCU3__cbiK_2
ERR1913287.574115__1.574115	853__A0A2A7B9I6__DW855_13690
ERR1913287.574195__1.574195	853__A0A3E2V168__FAEPRAM212_00929
ERR1913287.574230__1.574230	28052__R7NDB6__ERS852499_00304
ERR1913287.574403__1.574403	165179__A0A3E5A5E5__DXC61_13965
ERR1913287.574379__1.574379	165179__A0A174SA26__PREVCOP_05758
ERR1913287.574381__1.574381	239935__A0A2N8I3Z7__CXU05_10555
ERR1913287.574436__1.574436	1680__A0A076JNS9__BIFADO_02309
ERR1913287.574663__1.574663	187979__A0A173XSR0__ERS852385_00724
ERR1913287.574762__1.574762	165179__D1PAJ7__PREVCOP_04222
ERR1913287.574696__1.574696	165179__D1PDG7__DXB80_11180
ERR1913287.574715__1.574715	1263000__R5ENX7__BN466_02096
ERR1913287.574863__1.574863	165179__A0A3E4SID1__DXB80_01945
ERR1913287.574907__1.574907	165179__A0A174SR12__DXB80_04410
ERR1913287.574949__1.574949	33043__A0A173YEP6__ERS852575_00888
ERR1913287.574983__1.574983	33043__A0A174AEP1__apr
ERR1913287.575061__1.575061	28052__R7NAW0__ERS852499_00868
ERR1913287.575105__1.575105	1262929__R6F9D0__BN691_00320
ERR1913287.575115__1.575115	487174__K0X1V7__DIT83_03020
ERR1913287.575210__1.575210	1262743__R5C3Y4__BN727_00723
ERR1913287.575234__1.575234	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913287.575255__1.575255	39488__A0A374NU13__mtnK_2
ERR1913287.575420__1.575420	165179__A0A3E5DY64__CFT61_10025
ERR1913287.575436__1.575436	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.575556__1.575556	28117__B0MXG8__ALIPUT_01814
ERR1913287.575657__1.575657	46503__R6XCJ0__PARMER_01847
ERR1913287.575696__1.575696	28117__R7JIY2__BHV66_06465
ERR1913287.575929__1.575929	820__A0A374Q854__HMPREF1073_03281
ERR1913287.576002__1.576002	39492__D4JWY0__EUBSIR_01648
ERR1913287.576546__1.576546	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913287.576604__1.576604	116085__D4J7I0__DW747_10260
ERR1913287.576636__1.576636	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913287.576690__1.576690	853__A0A173YYY4__DWZ04_09420
ERR1913287.576801__1.576801	100886__A0A174JS50__CATMIT_02208
ERR1913287.576996__1.576996	301301__A0A395V3Q5__sufB
ERR1913287.577001__1.577001	239935__A0A2N8IVR0__CXT87_07115
ERR1913287.577066__1.577066	1299998__GCA_001494635.1_00282
ERR1913287.577296__1.577296	626940__E8LDK5__DCQ00_02560
ERR1913287.577234__1.577234	39485__A0A174YWE7__EUBELI_00979
ERR1913287.577410__1.577410	1262743__R5C054__BN727_01980
ERR1913287.577411__1.577411	28052__A0A174GS61__ERS852451_00341
ERR1913287.577414__1.577414	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913287.577609__1.577609	1262911__R6GRD8__BN557_00673
ERR1913287.577636__1.577636	1262803__R6NN27__BN649_00619
ERR1913287.577667__1.577667	820__A0A3E4W4W5__ERS852554_02179
ERR1913287.577764__1.577764	165179__D1PGD2__DXC61_10875
ERR1913287.577819__1.577819	1262924__R7HNL2__BN585_01068
ERR1913287.577949__1.577949	165179__A0A3E4SEG4__DXC61_11235
ERR1913287.577950__1.577950	33043__D5HHD5__ERS852575_00049
ERR1913287.578049__1.578049	239935__A0A2N8IMD6__CXU03_05585
ERR1913287.578196__1.578196	165179__A0A3E5EDV6__DXC61_03365
ERR1913287.578242__1.578242	39492__D4JQU6__ERS852540_02194
ERR1913287.578243__1.578243	165179__A0A3E5A554__DXB80_13805
ERR1913287.578414__1.578414	165179__A0A3E5AG99__DXB80_04390
ERR1913287.578598__1.578598	1262924__R7HMZ4__BN585_01629
ERR1913287.578616__1.578616	39491__A0A396FNY7__LD38_16155
ERR1913287.578646__1.578646	33043__A0A173R1J6__rpfG_1
ERR1913287.578808__1.578808	239935__A0A2N8IQU3__CXU22_05890
ERR1913287.578860__1.578860	33043__D5HGK4__ERS852445_01371
ERR1913287.578867__1.578867	165179__D1PGU8__PREVCOP_06463
ERR1913287.578914__1.578914	821__A0A0P0LNX8__ERS852509_03015
ERR1913287.579131__1.579131	818__Q8A3I3__HMPREF2534_00068
ERR1913287.579267__1.579267	165179__D1P8V8__DXC61_01940
ERR1913287.579365__1.579365	165179__D1PCU4__PREVCOP_05029
ERR1913287.579330__1.579330	357276__A0A076IXE0__HMPREF1064_04364
ERR1913287.579469__1.579469	33043__D5HFA1__ERS852400_02183
ERR1913287.579558__1.579558	165179__R6CNX7__DXB80_02200
ERR1913287.579576__1.579576	165179__A0A174SA26__PREVCOP_05758
ERR1913287.579684__1.579684	47678__R5UHH8__HMPREF1061_02584
ERR1913287.579735__1.579735	360807__C0FVL1__ERS852392_00394
ERR1913287.579910__1.579910	626940__E8LCL8__DCQ00_09880
ERR1913287.579962__1.579962	165179__A0A174UTZ7__DXC61_06705
ERR1913287.580004__1.580004	1262911__R6GSH8__BN557_00939
ERR1913287.580336__1.580336	165179__A0A229I443__DXB80_10950
ERR1913287.580666__1.580666	39485__A0A174Z9M2__yhbU_1
ERR1913287.580734__1.580734	40518__R5DUU2__yvhJ_2
ERR1913287.580736__1.580736	165179__A0A174SR12__DXB80_04410
ERR1913287.580783__1.580783	165179__A0A174IPI3__CFT61_10940
ERR1913287.580818__1.580818	165179__R6BPK1__DXB80_04445
ERR1913287.580843__1.580843	46503__R6XAG6__DXB85_14995
ERR1913287.580844__1.580844	1150298__A0A174RJU1__gsiA_4
ERR1913287.581187__1.581187	357276__A0A076IRZ5__BACDOR_00630
ERR1913287.581237__1.581237	165179__A0A174W369__PREVCOP_04548
ERR1913287.581696__1.581696	28052__A0A174MI15__pleD
ERR1913287.581744__1.581744	39491__A0A395ZGE4__ERS852497_01269
ERR1913287.581842__1.581842	39492__D4JT90__coaE
ERR1913287.581923__1.581923	33043__A0A174AEP1__apr
ERR1913287.582046__1.582046	165179__D1PEQ5__PREVCOP_05711
ERR1913287.582048__1.582048	165179__A0A3E5AEF7__DXC61_05000
ERR1913287.582100__1.582100	1965604__A0A1Y4ERL1__B5F54_16810
ERR1913287.582078__1.582078	165179__A0A3E5E4T9__DXB80_08030
ERR1913287.582242__1.582242	165179__A0A174SR12__DXB80_04410
ERR1913287.582392__1.582392	165179__R6C3A5__DXC61_11820
ERR1913287.582353__1.582353	165179__A0A3E5DRF6__DXC61_00200
ERR1913287.582482__1.582482	936548__J1LPB1__HMPREF1136_1572
ERR1913287.582555__1.582555	28052__R7NCK3__ERS852499_02382
ERR1913287.582613__1.582613	1262803__R6NKZ1__BN649_00281
ERR1913287.582691__1.582691	28052__A0A174I4I1__ERS852499_00646
ERR1913287.582733__1.582733	39492__D4JRV7__EUBSIR_01513
ERR1913287.582876__1.582876	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913287.582937__1.582937	1262924__R7HQN1__BN585_00550
ERR1913287.583066__1.583066	74426__rpoB
ERR1913287.583238__1.583238	28118__F9Z410__NCTC10826_01196
ERR1913287.583340__1.583340	301302__R5VGE0__ERS852420_00121
ERR1913287.583369__1.583369	165179__A0A3E5AE59__DXC61_12885
ERR1913287.583413__1.583413	165179__A0A3E4SEG4__DXC61_11235
ERR1913287.583521__1.583521	649756__L1Q2A2__CL2_18610
ERR1913287.583661__1.583661	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913287.583715__1.583715	165179__A0A174UI01__DXB80_12165
ERR1913287.583706__1.583706	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913287.583759__1.583759	40518__R5DR39__mreB_2
ERR1913287.583955__1.583955	46228__V8BQP5__HMPREF1202_02378
ERR1913287.584176__1.584176	165179__D1PES9__DXB80_11585
ERR1913287.584387__1.584387	1160721__R6TC37__BHW50_00820
ERR1913287.584485__1.584485	165179__W1I4H6__DXB80_13655
ERR1913287.584562__1.584562	818__Q8A3I3__HMPREF2534_00068
ERR1913287.584663__1.584663	853__A0A173XRA8__CGS56_09290
ERR1913287.585001__1.585001	165179__D1PGD2__DXC61_10875
ERR1913287.585066__1.585066	165179__A0A3E5DZ45__DXC61_02820
ERR1913287.585289__1.585289	33043__D5HEE1__ERS852386_01671
ERR1913287.585701__1.585701	239935__A0A2N8HZW2__A4V05_11120
ERR1913287.586075__1.586075	239935__A0A2N8ILG3__CXT93_10135
ERR1913287.586314__1.586314	165179__D1PGU8__PREVCOP_06463
ERR1913287.586546__1.586546	33043__A8SWM2__ERS852575_01910
ERR1913287.586942__1.586942	165179__D1PCT4__DXB80_09470
ERR1913287.587061__1.587061	33043__D5HIL8__ERS852386_02009
ERR1913287.587220__1.587220	853__A0A3E2U7E6__ERS852582_01640
ERR1913287.587288__1.587288	40520__A0A174HSN4__ltaS1_2
ERR1913287.587520__1.587520	39490__U2RM63__ERS852448_02368
ERR1913287.587550__1.587550	33043__D5HFA0__glfT2
ERR1913287.587589__1.587589	823__K6AS99__ERS852429_01856
ERR1913287.587829__1.587829	40518__R5DYM0__DXD86_08165
ERR1913287.588108__1.588108	33043__A0A173X520__ERS852575_01617
ERR1913287.588294__1.588294	165179__A0A3E5EB26__CFT61_02800
ERR1913287.588327__1.588327	165179__D1P9T6__PREVCOP_04016
ERR1913287.588363__1.588363	40518__R5E1J7__RBL236_02062
ERR1913287.588366__1.588366	28116__A7LS02__DXF98_24100
ERR1913287.588521__1.588521	165179__D1PGU8__PREVCOP_06463
ERR1913287.588845__1.588845	39491__C4ZHS4__EUR_24420
ERR1913287.588866__1.588866	387090__S0F7Y3__BACCOPRO_02028
ERR1913287.588950__1.588950	239935__A0A2N8HPS5__Amuc_0950
ERR1913287.588963__1.588963	39491__A0A395V2Y7__DXB72_13970
ERR1913287.589313__1.589313	1262924__R7HQ14__BN585_00419
ERR1913287.589439__1.589439	853__A0A174AML0__FPR_08640
ERR1913287.589490__1.589490	853__A0A174BZY1__xerD_1
ERR1913287.589907__1.589907	28117__B0MTV3__BHV66_06405
ERR1913287.590112__1.590112	28052__A0A174M0I3__ERS852451_02171
ERR1913287.590188__1.590188	28052__A0A174M9U3__ERS852451_02548
ERR1913287.590249__1.590249	28118__R6F2P2__NCTC10826_02131
ERR1913287.590330__1.590330	33043__D5HHY4__luxQ_1
ERR1913287.590342__1.590342	165179__A0A174IPI3__CFT61_10940
ERR1913287.590379__1.590379	853__A0A3E2U7E6__ERS852582_01640
ERR1913287.590470__1.590470	1262924__R7HKP8__BN585_01113
ERR1913287.590854__1.590854	74426__infB
ERR1913287.590865__1.590865	487174__K0XL60__DDY40_11760
ERR1913287.591005__1.591005	47678__R5UGX6__CGC64_16275
ERR1913287.591112__1.591112	165179__D1PCT4__DXB80_09470
ERR1913287.591362__1.591362	165179__A0A174MTF2__DXC61_13200
ERR1913287.591569__1.591569	239935__A0A2N8HT44__CXT84_11035
ERR1913287.591590__1.591590	1262803__R6NYJ9__BN649_02043
ERR1913287.591658__1.591658	39491__A0A395ZG74__licR
ERR1913287.591632__1.591632	823__D7IXG8__ERS852560_01232
ERR1913287.591729__1.591729	384638__B7APR0__BACPEC_00666
ERR1913287.591742__1.591742	116085__D4J582__DW747_06930
ERR1913287.591759__1.591759	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913287.591842__1.591842	821__D4VD59__BHV80_04260
ERR1913287.591956__1.591956	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913287.591997__1.591997	165179__A0A3E5EBV0__DXB80_01745
ERR1913287.592105__1.592105	1262992__R5CWS7__BN795_00754
ERR1913287.592166__1.592166	39491__D6E118__DXB69_05765
ERR1913287.592146__1.592146	1262911__R6GSH8__BN557_00939
ERR1913287.592262__1.592262	239935__A0A2N8HDT1__CXT94_05270
ERR1913287.592304__1.592304	820__I9J701__ERS852510_01809
ERR1913287.592496__1.592496	165179__D1PB89__DXC61_08425
ERR1913287.592428__1.592428	165179__A0A3E5E643__DXB80_06030
ERR1913287.592562__1.592562	33043__A0A173W4M0__dnaD
ERR1913287.592741__1.592741	39491__A0A395V2P3__DXB69_08700
ERR1913287.592949__1.592949	165179__A0A174SA26__PREVCOP_05758
ERR1913287.593006__1.593006	165179__D1PCT4__DXB80_09470
ERR1913287.593082__1.593082	853__A0A173XRA8__CGS56_09290
ERR1913287.593271__1.593271	39491__A0A395ZF49__DXB69_05290
ERR1913287.593506__1.593506	165179__A0A3E4SG51__DXC61_10575
ERR1913287.593723__1.593723	39491__C4Z9K7__EUBREC_0050
ERR1913287.593758__1.593758	357276__B6W1Y5__IY41_11405
ERR1913287.593796__1.593796	165179__D1PE06__DXC61_05975
ERR1913287.593867__1.593867	165179__D1PDJ4__DXB80_08505
ERR1913287.594413__1.594413	39491__A0A395UWA3__DXB69_11805
ERR1913287.594419__1.594419	46228__V8BLW9__DXD17_14090
ERR1913287.594672__1.594672	357276__C3R9Y0__HMPREF1064_01889
ERR1913287.595103__1.595103	33043__A0A173QUI0__ERS852386_00036
ERR1913287.595286__1.595286	33043__A8SWM2__ERS852575_01910
ERR1913287.595654__1.595654	28052__R7NCE8__cph2_1
ERR1913287.595873__1.595873	357276__A0A0M1W9N4__GV66_05135
ERR1913287.596026__1.596026	39491__A0A395V1R3__T1815_08181
ERR1913287.596082__1.596082	853__A0A2A7B1Y7__C7K05_11930
ERR1913287.596083__1.596083	165179__D1PCT4__DXB80_09470
ERR1913287.596162__1.596162	39492__D4MJF3__EUBSIR_02248
ERR1913287.596186__1.596186	33043__A0A174EI47__inlJ
ERR1913287.596200__1.596200	39492__D4JQS6__ykoD
ERR1913287.596279__1.596279	165179__A0A3E5E5L1__DXB80_05980
ERR1913287.596321__1.596321	165179__A0A174W369__PREVCOP_04548
ERR1913287.596349__1.596349	33043__A0A173YEP6__ERS852575_00888
ERR1913287.596522__1.596522	39492__D4JX50__EUBSIR_00410
ERR1913287.596542__1.596542	165179__A0A3E5E8N5__DXC61_13460
ERR1913287.596720__1.596720	360807__C0FR49__ROSEINA2194_01203
ERR1913287.596728__1.596728	165179__A0A174W369__PREVCOP_04548
ERR1913287.596862__1.596862	39488__C0EY66__prkC_1
ERR1913287.596943__1.596943	1235790__S0J8L6__C805_00148
ERR1913287.597047__1.597047	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913287.597278__1.597278	40520__R7D8F5__DXC87_14065
ERR1913287.597346__1.597346	39492__D4JR08__ERS852540_02467
ERR1913287.597414__1.597414	39491__A0A3E4YFT8__DXB69_10940
ERR1913287.597754__1.597754	28117__R7JIJ8__BHV66_01635
ERR1913287.597836__1.597836	39491__A0A2U2EED4__ERS852580_01584
ERR1913287.597870__1.597870	165179__A0A174IPI3__CFT61_10940
ERR1913287.597894__1.597894	1150298__A0A173ZI89__ERS852498_03535
ERR1913287.597914__1.597914	649756__B0P2G4__HMPREF0369_01300
ERR1913287.598046__1.598046	40518__R5E7S2__RBL263_00671
ERR1913287.598111__1.598111	1262743__R5C054__BN727_01980
ERR1913287.598221__1.598221	165179__D1PHV2__PREVCOP_06822
ERR1913287.598362__1.598362	33043__A0A173YEP6__ERS852575_00888
ERR1913287.598333__1.598333	165179__A0A3E5EDV6__DXC61_03365
ERR1913287.598733__1.598733	853__A0A2A7A4A9__C4N21_14870
ERR1913287.598808__1.598808	39490__A0A173V908__LG34_03065
ERR1913287.598890__1.598890	487175__F3QK74__HMPREF9439_01332
ERR1913287.598987__1.598987	384639__GCA_003096855.1_01173
ERR1913287.599076__1.599076	33043__A8SPT5__yfiN_2
ERR1913287.599380__1.599380	40518__R5DZ16__DXD86_01455
ERR1913287.599403__1.599403	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.599434__1.599434	165179__A0A174SA26__PREVCOP_05758
ERR1913287.599435__1.599435	33043__A0A173X520__ERS852575_01617
ERR1913287.599418__1.599418	39491__A0A395UYA6__EUBREC_0408
ERR1913287.599484__1.599484	33043__D5HDL8__ERS852575_02529
ERR1913287.599528__1.599528	165179__A0A174SA26__PREVCOP_05758
ERR1913287.599636__1.599636	39491__A0A396FMF1__EUR_28700
ERR1913287.599677__1.599677	39491__A0A395ZM93__DXD13_03490
ERR1913287.599732__1.599732	33043__D5HF43__ERS852445_00477
ERR1913287.599827__1.599827	1780376__A0A143XQT4__BN3659_01658
ERR1913287.599831__1.599831	745368__A0A1T4WAW2__SAMN02745178_00328
ERR1913287.599774__1.599774	552398__F4XHJ1__HMPREF0866_03095
ERR1913287.599775__1.599775	165179__D1PDJ4__DXB80_08505
ERR1913287.599955__1.599955	28052__R7NCQ8__ERS852499_02306
ERR1913287.600098__1.600098	40520__A0A174DGW8__DXB81_10115
ERR1913287.600288__1.600288	33043__A0A173WXS1__ERS852445_00262
ERR1913287.600432__1.600432	39491__A0A395V0H6__ERS852580_02570
ERR1913287.600434__1.600434	33043__A0A174B7D6__ERS852400_01331
ERR1913287.600664__1.600664	458033__GCA_001482755.1_02203
ERR1913287.600793__1.600793	165179__A0A174SA26__PREVCOP_05758
ERR1913287.600968__1.600968	39491__D6DXZ8__DXB72_15035
ERR1913287.601150__1.601150	165179__A0A3E5E189__PREVCOP_06699
ERR1913287.601282__1.601282	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913287.601253__1.601253	46503__R6WYJ8__DXB85_13825
ERR1913287.601294__1.601294	165179__R6C330__DXC61_04975
ERR1913287.601360__1.601360	28052__A0A174KGM3__ERS852451_01819
ERR1913287.601447__1.601447	39491__A0A395UZ89__DXB72_12805
ERR1913287.601644__1.601644	165179__A0A3E5E6S6__DXB80_07575
ERR1913287.601679__1.601679	39485__A0A174ZBJ8__speA_2
ERR1913287.601730__1.601730	328814__GCA_004558275.1_00073
ERR1913287.601788__1.601788	33043__A0A173WZE5__ERS852386_00374
ERR1913287.601956__1.601956	239935__A0A139TPG3__CXT86_08810
ERR1913287.601967__1.601967	28117__B0MUY3__BHV66_00515
ERR1913287.601911__1.601911	40520__R7D6G3__DXB81_16300
ERR1913287.602070__1.602070	39491__A0A395V0E5__ERE_31370
ERR1913287.602168__1.602168	33043__A0A173YEP6__ERS852575_00888
ERR1913287.602214__1.602214	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913287.602220__1.602220	40520__A5ZRI6__DXC87_12175
ERR1913287.602181__1.602181	33043__A0A173WTV6__ERS852400_02153
ERR1913287.602186__1.602186	33043__D5HH51__ERS852386_00147
ERR1913287.602445__1.602445	28052__A0A174H9I6__ERS852451_00172
ERR1913287.602553__1.602553	28117__B0MUR5__BHV66_03900
ERR1913287.602559__1.602559	165179__A0A174W369__PREVCOP_04548
ERR1913287.602604__1.602604	239935__A0A139TMD2__CXU18_02250
ERR1913287.602759__1.602759	1150298__R7JUS7__ytlR
ERR1913287.602860__1.602860	39492__D4JRZ7__smc
ERR1913287.602896__1.602896	239935__A0A139TPD4__CXT86_06450
ERR1913287.603059__1.603059	165179__A0A3E4SB80__DXC61_12880
ERR1913287.603164__1.603164	821__A0A0P0L952__M097_4235
ERR1913287.603179__1.603179	165179__A0A3E5DZ45__DXC61_02820
ERR1913287.603253__1.603253	165179__R6CNX7__DXB80_02200
ERR1913287.603405__1.603405	100886__A0A174HSW5__supH
ERR1913287.603468__1.603468	1150298__R7JPI7__cotI
ERR1913287.603641__1.603641	39491__A0A396FGM9__fliU_1
ERR1913287.603687__1.603687	165179__A0A3E5E920__DXB80_11625
ERR1913287.603846__1.603846	165179__A0A229I1J2__DXB80_03950
ERR1913287.603875__1.603875	39485__A0A1Q6PH92__cbbX
ERR1913287.603965__1.603965	239935__A0A2N8HUU6__CXT90_06150
ERR1913287.604126__1.604126	46228__B5CQI6__RUMLAC_01732
ERR1913287.604322__1.604322	29361__B6FT65__CLONEX_03342
ERR1913287.604550__1.604550	1680__A0A173Y6N7__yhaH
ERR1913287.604685__1.604685	214856__A0A174ZB00__ERS852559_00631
ERR1913287.604808__1.604808	165179__A0A229I6N7__DXC61_06720
ERR1913287.605006__1.605006	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913287.605325__1.605325	821__A0A174NM17__lacZ_6
ERR1913287.605448__1.605448	39491__A0A173SH34__EUR_24920
ERR1913287.605927__1.605927	28052__A0A174IKM0__ERS852499_00833
ERR1913287.605960__1.605960	360807__C0G0B4__ERS852444_02399
ERR1913287.606063__1.606063	165179__A0A3E5EDS1__DXC61_03115
ERR1913287.606046__1.606046	165179__D1P9T6__PREVCOP_04016
ERR1913287.606131__1.606131	165179__D1PE06__DXC61_05975
ERR1913287.606098__1.606098	165179__A0A3E5DY64__CFT61_10025
ERR1913287.606292__1.606292	28052__R7NAP6__ERS852499_01969
ERR1913287.606303__1.606303	1262746__R5S5E1__BN750_00651
ERR1913287.606390__1.606390	39491__A0A396FKG5__DXB76_07455
ERR1913287.606453__1.606453	39491__C4ZHS4__EUR_24420
ERR1913287.606532__1.606532	165179__A0A3E5DX15__DXC61_00345
ERR1913287.606638__1.606638	28117__B0N007__BHV66_10275
ERR1913287.606640__1.606640	357276__A0A0P0M2G3__BACDOR_03913
ERR1913287.606602__1.606602	1262746__R5SDA5__BN750_00670
ERR1913287.606820__1.606820	1262803__R6NL14__BN649_00750
ERR1913287.606844__1.606844	418240__A0A173YIF6__ypdA_1
ERR1913287.607065__1.607065	29361__B6FRT6__CLONEX_02860
ERR1913287.607093__1.607093	823__A0A078SYK6__DXB14_02485
ERR1913287.607185__1.607185	165179__A0A3E5AE59__DXC61_12885
