ERR1913225.225__1.225	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913225.659741__1.659741	47678__A5ZGW9__HMPREF1061_01068
ERR1913225.660426__1.660426	1262761__R6QQ60__BN606_01316
ERR1913225.660669__1.660669	239935__A0A2N8I390__CXU16_10675
ERR1913225.660684__1.660684	39485__A0A174ZNZ2__ERS852492_02345
ERR1913225.660749__1.660749	820__A0A173YYG4__evgS_3
ERR1913225.660759__1.660759	853__A0A174UDE9__C4N25_12775
ERR1913225.660846__1.660846	40520__A0A395XBB9__DXC87_14010
ERR1913225.660952__1.660952	1262911__R6GI18__BN557_01377
ERR1913225.661132__1.661132	39485__C4Z6V1__ERS852492_02640
ERR1913225.661409__1.661409	2293125__A0A374BSW4__DW917_13420
ERR1913225.661427__1.661427	1262761__R6R8B3__BN606_01478
ERR1913225.661698__1.661698	1965650__A0A1Y3VKH1__B5G16_10400
ERR1913225.661720__1.661720	1897011__A0A1Q6RBT0__BHW41_06785
ERR1913225.661950__1.661950	1262988__R7MZP9__BN816_01364
ERR1913225.662068__1.662068	1262761__R6QW14__BN606_00877
ERR1913225.662114__1.662114	165179__D1PGU8__PREVCOP_06463
ERR1913225.662167__1.662167	1501391__GCA_000786575.1_00024
ERR1913225.662499__1.662499	39485__A0A174ZAI7__outO
ERR1913225.662513__1.662513	40518__R5E2X9__RBATCC27255_01546
ERR1913225.662703__1.662703	39486__B0G8H8__DXD10_14350
ERR1913225.662907__1.662907	820__A0A374Q4X1__HMPREF2141_02370
ERR1913225.663219__1.663219	28116__A0A1Y4Q363__Bovatus_00608
ERR1913225.663265__1.663265	2293125__A0A374C4J1__DW917_09855
ERR1913225.663286__1.663286	820__A0A374Q854__HMPREF1073_03281
ERR1913225.663661__1.663661	1501391__GCA_000786575.1_00140
ERR1913225.663702__1.663702	47678__R5UA23__C5Z00_15610
ERR1913225.664293__1.664293	820__A0A174CG08__DXB62_13215
ERR1913225.664647__1.664647	562__P77183__CDL50_13955
ERR1913225.664742__1.664742	2293125__A0A374CI55__DW917_03455
ERR1913225.664784__1.664784	1981510__A0A2K9P1B0__B9O19_00880
ERR1913225.664971__1.664971	1262761__R6RU22__BN606_01110
ERR1913225.664992__1.664992	39496__A5Z5I2__EUBVEN_00963
ERR1913225.664962__1.664962	39485__R5ZPP8__EUBELI_20334
ERR1913225.665052__1.665052	1262911__R6GKS1__BN557_00184
ERR1913225.665245__1.665245	1262889__R7H7Y5__BN634_02358
ERR1913225.665267__1.665267	853__A0A173T6P2__DWZ46_14595
ERR1913225.665304__1.665304	1262988__R7N4G5__BN816_01692
ERR1913225.665781__1.665781	47678__R5U7X8__C5Z00_18270
ERR1913225.666216__1.666216	39485__C4Z467__ERS852490_01684
ERR1913225.666443__1.666443	239935__A0A2N8HQR1__Amuc_0287
ERR1913225.666762__1.666762	165179__A0A3E5A5E5__DXC61_13965
ERR1913225.667036__1.667036	820__A0A374Q854__HMPREF1073_03281
ERR1913225.667440__1.667440	39486__A0A3E4F9T0__DXD82_02480
ERR1913225.667510__1.667510	2293125__A0A374CJ13__DW917_03145
ERR1913225.667562__1.667562	239935__A0A2N8IG27__CXT85_07805
ERR1913225.667591__1.667591	371601__E5CE41__ERS852396_04351
ERR1913225.667645__1.667645	1263000__R5EF36__BN466_01303
ERR1913225.667841__1.667841	1262911__R6HN81__BN557_00921
ERR1913225.668071__1.668071	820__A0A174CG08__DXB62_13215
ERR1913225.668155__1.668155	28117__B0MXR1__BHV66_08035
ERR1913225.668912__1.668912	165179__A0A3E5AHY4__CFT61_07675
ERR1913225.669115__1.669115	2293125__A0A374BR61__DW917_14880
ERR1913225.669323__1.669323	853__A8S882__C4N23_07600
ERR1913225.669436__1.669436	823__A6LH14__B5F32_11640
ERR1913225.669506__1.669506	33043__A0A173ZDC4__malL_1
ERR1913225.669522__1.669522	823__A6LBY1__ERS852380_00510
ERR1913225.669560__1.669560	28116__A0A3D2LPA1__CUY_3388
ERR1913225.669623__1.669623	301301__A0A395VG30__RHOM_05975
ERR1913225.669736__1.669736	2293125__A0A374CCM7__DW917_05375
ERR1913225.669741__1.669741	39488__R6GBC5__DXD91_06450
ERR1913225.670125__1.670125	820__A0A3E4G2R7__DXC07_00510
ERR1913225.670260__1.670260	626930__F3PVE2__HMPREF9446_02720
ERR1913225.670294__1.670294	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913225.670410__1.670410	1680__A0A173W5Z2__DXC53_01290
ERR1913225.670356__1.670356	165179__D1PGU8__PREVCOP_06463
ERR1913225.670633__1.670633	384638__B7AN60__BACPEC_00112
ERR1913225.670618__1.670618	1897011__A0A1Q6REU3__BHW41_04025
ERR1913225.670619__1.670619	28116__A0A0J9IIV5__M089_5519
ERR1913225.670752__1.670752	40520__A5ZTQ5__ERS852533_02495
ERR1913225.670820__1.670820	218538__C9LQG6__GCWU000321_01798
ERR1913225.670974__1.670974	1262942__R7QVR9__BN520_01462
ERR1913225.671031__1.671031	2293125__A0A374C7Q4__DW917_07745
ERR1913225.671201__1.671201	1262911__R6GSH8__BN557_00939
ERR1913225.671320__1.671320	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913225.671481__1.671481	820__E5VEH7__ERS852459_01300
ERR1913225.671835__1.671835	1262783__R6DIH2__BN558_01526
ERR1913225.671845__1.671845	1262911__R6H212__BN557_01031
ERR1913225.672045__1.672045	1262761__R6R4Y1__BN606_02001
ERR1913225.672107__1.672107	2293125__A0A374CMK5__DW917_00330
ERR1913225.672210__1.672210	2293125__A0A374BN09__DW917_16245
ERR1913225.672221__1.672221	853__A0A3E2U7E6__ERS852582_01640
ERR1913225.672349__1.672349	820__A7V092__hldE
ERR1913225.672730__1.672730	1262777__R5WBZ4__BN512_00810
ERR1913225.672747__1.672747	165179__A0A3E5E920__DXB80_11625
ERR1913225.672823__1.672823	47678__A5ZEA3__ERS852558_00257
ERR1913225.672923__1.672923	820__A0A173WZS4__DXD90_10250
ERR1913225.672990__1.672990	165179__A0A3E5AER8__DXB80_07075
ERR1913225.673007__1.673007	2293125__A0A374CII6__DW917_03460
ERR1913225.673261__1.673261	1262942__R7QZN5__BN520_00024
ERR1913225.673347__1.673347	28116__E5C5U2__HMPREF2532_02418
ERR1913225.673386__1.673386	544644__GCA_001915615.1_00060
ERR1913225.673391__1.673391	2293125__A0A374C4I0__DW917_08630
ERR1913225.673431__1.673431	218538__C9LNQ3__GCWU000321_01176
ERR1913225.673463__1.673463	820__A0A3E4VXP2__yesR
ERR1913225.673515__1.673515	40518__R5DU52__RB5AMG_02245
ERR1913225.673626__1.673626	2293125__A0A374CFZ2__DW917_03445
ERR1913225.673539__1.673539	410072__A0A174J5N8__sbcC
ERR1913225.673636__1.673636	39485__A0A174ZBJ8__speA_2
ERR1913225.673647__1.673647	853__A0A3E2U7E6__ERS852582_01640
ERR1913225.673700__1.673700	1262889__R7HCR1__BN634_01576
ERR1913225.673993__1.673993	2293125__A0A374CFZ2__DW917_03445
ERR1913225.674142__1.674142	1897011__A0A1Q6RG48__BHW41_02345
ERR1913225.674249__1.674249	28116__A7M019__HMPREF1070_01109
ERR1913225.674325__1.674325	1262824__R6S1J4__BN719_01997
ERR1913225.674328__1.674328	1099853__U5CIB8__NSB1T_06390
ERR1913225.674422__1.674422	820__A7V859__ERS852462_00341
ERR1913225.674516__1.674516	39492__D4JQY4__EUBSIR_01325
ERR1913225.674660__1.674660	1262944__R7IRH3__BN596_01413
ERR1913225.674735__1.674735	820__A0A374Q854__HMPREF1073_03281
ERR1913225.674836__1.674836	820__A7UYX8__DXD40_11635
ERR1913225.674848__1.674848	820__R9HUV5__HMPREF2141_02582
ERR1913225.674913__1.674913	2293125__A0A374BZ50__DW917_11090
ERR1913225.674937__1.674937	39485__R5ZVC3__ERS852490_00250
ERR1913225.675174__1.675174	39492__D4JTG7__EUBSIR_00572
ERR1913225.675250__1.675250	290053__E6SSI8__Bache_0130
ERR1913225.675398__1.675398	1262761__R6QU88__BN606_01983
ERR1913225.675467__1.675467	820__A0A3E4FWC8__DXC91_14635
ERR1913225.675486__1.675486	2293125__A0A374BRB6__DW917_13815
ERR1913225.675859__1.675859	165179__D1PHC0__PREVCOP_06640
ERR1913225.675917__1.675917	821__A0A173XDD3__DXB82_17180
ERR1913225.675935__1.675935	1262889__R7HBL9__BN634_01190
ERR1913225.676182__1.676182	2293125__A0A374CII6__DW917_03460
ERR1913225.676145__1.676145	39485__A0A174Z9M2__yhbU_1
ERR1913225.676165__1.676165	39485__R5ZPP8__EUBELI_20334
ERR1913225.676338__1.676338	1501391__GCA_000786575.1_00025
ERR1913225.676383__1.676383	1262911__R6H174__BN557_01246
ERR1913225.676365__1.676365	165179__A0A174SA26__PREVCOP_05758
ERR1913225.676447__1.676447	1262911__R6GYU2__BN557_00621
ERR1913225.676449__1.676449	820__A0A174CG08__DXB62_13215
ERR1913225.676781__1.676781	1262988__R7N521__BN816_01886
ERR1913225.676808__1.676808	165179__A0A174SA26__PREVCOP_05758
ERR1913225.676964__1.676964	28118__F9Z5A4__DHW44_14035
ERR1913225.677009__1.677009	745368__A0A1T4XZ39__SAMN02745178_02502
ERR1913225.677036__1.677036	165179__A0A174SA26__PREVCOP_05758
ERR1913225.677261__1.677261	1262736__R5YX38__BN496_01145
ERR1913225.677461__1.677461	39492__D4JT67__EUBSIR_01784
ERR1913225.677767__1.677767	165179__D1PGU8__PREVCOP_06463
ERR1913225.677806__1.677806	820__A0A139K4T0__ERS852510_03146
ERR1913225.677832__1.677832	116085__D4J6N9__DW747_08160
ERR1913225.678007__1.678007	165179__A0A3E5EAI4__DXC61_10445
ERR1913225.678106__1.678106	39485__A0A174Z9M2__yhbU_1
ERR1913225.678282__1.678282	2293125__A0A374CBD1__DW917_06995
ERR1913225.678520__1.678520	39491__C4ZC33__DXC13_11585
ERR1913225.678836__1.678836	418240__A0A174BCX7__ERS852478_02371
ERR1913225.678808__1.678808	820__A0A3E4G2R7__DXC07_00510
ERR1913225.679389__1.679389	40518__R5DLU0__fmt
ERR1913225.679525__1.679525	821__A0A0P0LQT3__DXC03_05050
ERR1913225.679590__1.679590	1262761__R6QR72__BN606_01181
ERR1913225.679595__1.679595	1262761__R6QWS5__BN606_02019
ERR1913225.679598__1.679598	820__A0A139KHD8__ERS417307_00569
ERR1913225.679602__1.679602	100886__E2NP94__ERS852383_04450
ERR1913225.679697__1.679697	487174__K0XKD7__HMPREF9448_01550
ERR1913225.679865__1.679865	2293125__A0A374BSW4__DW917_13420
ERR1913225.679813__1.679813	218538__C9LL79__GCWU000321_00015
ERR1913225.679849__1.679849	820__A0A173W419__DXC68_17760
ERR1913225.679946__1.679946	1262761__R6RP99__BN606_00488
ERR1913225.680001__1.680001	39485__C4Z6V7__walK
ERR1913225.680081__1.680081	2293125__A0A374CBD1__DW917_06995
ERR1913225.680092__1.680092	1263107__GCA_000436995.1_00112
ERR1913225.680261__1.680261	28116__F7L4N5__BACOVA_00137
ERR1913225.680286__1.680286	39492__A0A3D4MN89__nadD
ERR1913225.680323__1.680323	1262761__R6R5E1__BN606_01164
ERR1913225.680432__1.680432	853__A8S882__C4N23_07600
ERR1913225.680497__1.680497	387090__S0FDJ4__BACCOPRO_03775
ERR1913225.680503__1.680503	2293125__A0A374CFT0__DW917_03440
ERR1913225.680668__1.680668	821__U6RDC2__DXD46_15675
ERR1913225.680732__1.680732	218538__C9LPF0__GCWU000321_01429
ERR1913225.680749__1.680749	384638__B7AP90__BACPEC_00494
ERR1913225.680928__1.680928	820__A0A374Q8T2__DXB64_16190
ERR1913225.681188__1.681188	1150298__R7JTG8__smf
ERR1913225.681376__1.681376	39485__C4Z0G6__spoIVB
ERR1913225.681404__1.681404	39485__A0A174YMI9__cph2_5
ERR1913225.681428__1.681428	1501391__GCA_000786575.1_00045
ERR1913225.681694__1.681694	1262736__R5Y4Y8__BN496_00388
ERR1913225.681921__1.681921	820__A0A174G065__DXB62_08975
ERR1913225.682259__1.682259	2293125__A0A374CHT4__DW917_03485
ERR1913225.682282__1.682282	1262783__R6D0C1__BN558_00209
ERR1913225.682286__1.682286	1262777__R5VJI8__BN512_01576
ERR1913225.682570__1.682570	2293125__A0A374CHT4__DW917_03485
ERR1913225.682643__1.682643	820__A0A3E4G493__ERS417307_00253
ERR1913225.682776__1.682776	853__A8S882__C4N23_07600
ERR1913225.682869__1.682869	1262761__R6QJJ2__BN606_00358
ERR1913225.683051__1.683051	1160721__W0U3K4__RBI_I00339
ERR1913225.683128__1.683128	2293125__A0A374CII0__DW917_03470
ERR1913225.683207__1.683207	820__A0A174FUG6__DXC91_11265
ERR1913225.683277__1.683277	820__A0A3E4G3J9__ERS852459_02265
ERR1913225.683284__1.683284	28116__A0A396DFW5__C5Z02_07010
ERR1913225.683221__1.683221	1501391__GCA_000786575.1_00057
ERR1913225.683501__1.683501	214856__I3YMN6__Alfi_1938
ERR1913225.683636__1.683636	1262889__R7HBY1__BN634_01290
ERR1913225.683663__1.683663	1501391__GCA_000786575.1_00016
ERR1913225.683697__1.683697	1262736__R5Y3S8__BN496_01861
ERR1913225.683683__1.683683	853__A0A173XRA8__CGS56_09290
ERR1913225.683821__1.683821	165179__A0A3E5AHY4__CFT61_07675
ERR1913225.683869__1.683869	2293125__A0A374BIB7__DW917_16550
ERR1913225.684030__1.684030	820__I9TWZ7__DXC80_10550
ERR1913225.684007__1.684007	626933__H1DGX0__HMPREF9449_01506
ERR1913225.684264__1.684264	1501391__GCA_000786575.1_00079
ERR1913225.684298__1.684298	28118__F9ZAS2__B5F93_06130
ERR1913225.684382__1.684382	1262736__R5Z0V0__BN496_00387
ERR1913225.684496__1.684496	1501391__GCA_000786575.1_00072
ERR1913225.684747__1.684747	853__A0A173XRA8__CGS56_09290
ERR1913225.684716__1.684716	165179__D1PGU8__PREVCOP_06463
ERR1913225.684722__1.684722	39485__R5ZRT8__gmr_6
ERR1913225.684808__1.684808	1262761__R6QR72__BN606_01181
ERR1913225.684956__1.684956	1262988__R7N4G5__BN816_01692
ERR1913225.685062__1.685062	147206__GCF_000156215.1_00392
ERR1913225.685246__1.685246	1262911__R6H174__BN557_01246
ERR1913225.685309__1.685309	39486__B0G2A7__DXB12_08805
ERR1913225.685316__1.685316	28116__E5CH90__M089_2359
ERR1913225.685847__1.685847	853__A0A2A7B9I6__DW855_13690
ERR1913225.685907__1.685907	820__A0A3E4PYB0__yejM
ERR1913225.685985__1.685985	820__A0A139JY23__B5G17_06330
ERR1913225.686187__1.686187	2293125__A0A374CHQ0__DW917_02295
ERR1913225.686250__1.686250	1262761__R6QW14__BN606_00877
ERR1913225.686292__1.686292	1099853__U5CL59__NSB1T_06140
ERR1913225.686439__1.686439	1965650__A0A1Y3VBS7__B5G16_10200
ERR1913225.686618__1.686618	2293125__A0A374BZ93__DW917_11205
ERR1913225.686730__1.686730	562__P63202__gadW
ERR1913225.686778__1.686778	820__A0A139K8X8__DXC80_17665
ERR1913225.686784__1.686784	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913225.686788__1.686788	853__A0A174AML0__FPR_08640
ERR1913225.686945__1.686945	39485__A0A174Z2K9__ERS852490_02052
ERR1913225.687408__1.687408	2293125__A0A374CFZ2__DW917_03445
ERR1913225.687530__1.687530	1262761__R6QNB5__BN606_00915
ERR1913225.687508__1.687508	40518__R5DR72__RBL236_02110
ERR1913225.687663__1.687663	1262911__R6GI18__BN557_01377
ERR1913225.687729__1.687729	40518__R5E6K4__RB5AMG_02070
ERR1913225.687925__1.687925	1262911__R6GLG2__BN557_01501
ERR1913225.688040__1.688040	745368__A0A1T4WAW2__SAMN02745178_00328
ERR1913225.688095__1.688095	29361__B6FKH5__CLONEX_00621
ERR1913225.688355__1.688355	39492__D4JSS2__EUBSIR_00553
ERR1913225.688407__1.688407	2293125__A0A374BSW4__DW917_13420
ERR1913225.688460__1.688460	2293125__A0A374CII6__DW917_03460
ERR1913225.688501__1.688501	853__A0A2A7B1Y7__C7K05_11930
ERR1913225.688808__1.688808	1501391__GCA_000786575.1_00066
ERR1913225.689049__1.689049	562__P0ADK7__yibA
ERR1913225.689052__1.689052	410072__C0BBL7__ERS852389_00531
ERR1913225.689086__1.689086	2293125__A0A374C8E6__DW917_07195
ERR1913225.689124__1.689124	1501391__GCA_000786575.1_00076
ERR1913225.689126__1.689126	1262761__R6QWS5__BN606_02019
ERR1913225.689289__1.689289	1263107__GCA_000436995.1_00200
ERR1913225.689335__1.689335	218538__C9LL79__GCWU000321_00015
ERR1913225.689371__1.689371	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913225.689551__1.689551	218538__C9LM11__GCWU000321_00543
ERR1913225.689578__1.689578	820__A7V859__ERS852462_00341
ERR1913225.689761__1.689761	820__A0A374Q351__DXD40_05850
ERR1913225.689814__1.689814	2293125__A0A374BQ34__DW917_14250
ERR1913225.689945__1.689945	239935__A0A2N8J2P6__ADH72_06730
ERR1913225.689954__1.689954	2293125__A0A374CFZ2__DW917_03445
ERR1913225.689967__1.689967	820__A0A139KG60__M094_2679
ERR1913225.690065__1.690065	853__A0A173XRA8__CGS56_09290
ERR1913225.690101__1.690101	1262911__R6GLA5__BN557_01456
ERR1913225.690134__1.690134	39492__D4JTU4__ykfG
ERR1913225.690316__1.690316	10680__GeneID:1261088
ERR1913225.690337__1.690337	2293125__A0A374CHT4__DW917_03485
ERR1913225.690400__1.690400	1262761__R6QUM5__BN606_02048
ERR1913225.690693__1.690693	1262911__R6HIJ8__BN557_01742
ERR1913225.690737__1.690737	39492__D4JWG3__EUBSIR_00308
ERR1913225.690968__1.690968	821__A0A174WBC9__ERS852556_03145
ERR1913225.690996__1.690996	820__A0A3E4PYB0__yejM
ERR1913225.691054__1.691054	823__A6LGI3__DXB14_09215
ERR1913225.691359__1.691359	33039__A0A175A099__cynR_1
ERR1913225.691394__1.691394	2293125__A0A374CIC9__DW917_02045
ERR1913225.691485__1.691485	820__A0A139KHX1__HMPREF2141_00289
ERR1913225.691645__1.691645	1160721__W0U3P8__RBI_I00386
ERR1913225.691663__1.691663	1262761__R6QND0__BN606_00112
ERR1913225.691679__1.691679	487174__K0WZ94__HMPREF9448_00984
ERR1913225.691746__1.691746	853__A0A173YYY4__DWZ04_09420
ERR1913225.691847__1.691847	821__A0A3E4XY72__NCTC10583_01067
ERR1913225.692037__1.692037	1262988__R7N3Y4__BN816_00210
ERR1913225.692404__1.692404	820__A0A139K0J1__HMPREF2141_03205
ERR1913225.692426__1.692426	39485__A0A174ZPJ9__tig_2
ERR1913225.692452__1.692452	487174__K0WYI1__DDY40_08675
ERR1913225.692748__1.692748	29361__B6FKH5__CLONEX_00621
ERR1913225.692817__1.692817	2293125__A0A374CHQ0__DW917_02295
ERR1913225.692895__1.692895	165179__A0A229I4J4__proA
ERR1913225.693158__1.693158	821__A0A174T998__DXB82_10860
ERR1913225.693216__1.693216	418240__A0A174AX68__ERS852478_00844
ERR1913225.693531__1.693531	1735__B7CCF2__EUBIFOR_01879
ERR1913225.693685__1.693685	2293125__A0A374BY09__DW917_11855
ERR1913225.693706__1.693706	1501391__GCA_000786575.1_00079
ERR1913225.693718__1.693718	1262911__R6GR13__BN557_00618
ERR1913225.693906__1.693906	820__A0A3E4G826__C801_01612
ERR1913225.694402__1.694402	1262889__R7HBY1__BN634_01290
ERR1913225.694496__1.694496	47678__R5UU99__C5Z00_11925
ERR1913225.694644__1.694644	387090__S0F7Y3__BACCOPRO_02028
ERR1913225.694811__1.694811	820__A0A396EUU8__luxQ_3
ERR1913225.694941__1.694941	1262761__R6R840__BN606_01433
ERR1913225.695186__1.695186	1263107__GCA_000436995.1_00099
ERR1913225.695195__1.695195	544644__GCA_001915615.1_01954
ERR1913225.695270__1.695270	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913225.695548__1.695548	1501391__GCA_000786575.1_00024
ERR1913225.695622__1.695622	853__A0A174UDE9__C4N25_12775
ERR1913225.695723__1.695723	1262911__R6GW73__BN557_00128
ERR1913225.695753__1.695753	165179__A0A229I9X5__CFT61_01205
ERR1913225.695763__1.695763	1263000__R5ESM1__BN466_01440
ERR1913225.696001__1.696001	1501391__GCA_000786575.1_00095
ERR1913225.696119__1.696119	39492__D4JWY1__rnfA_1
ERR1913225.696154__1.696154	853__A0A3E2U7E6__ERS852582_01640
ERR1913225.696275__1.696275	820__A0A174KKV6__DXC07_02635
ERR1913225.696237__1.696237	1262911__R6GN99__BN557_01784
ERR1913225.696590__1.696590	820__A0A3E4VXP2__yesR
ERR1913225.696896__1.696896	706562__GCA_900112995.1_02127
ERR1913225.696958__1.696958	820__A7V470__HMPREF1072_02076
ERR1913225.696996__1.696996	2293125__A0A374CFU2__DW917_03475
ERR1913225.697148__1.697148	820__A0A139K8N1__ERS852554_00951
ERR1913225.697528__1.697528	1501391__GCA_000786575.1_00123
ERR1913225.697794__1.697794	1262911__R6GSH0__BN557_00934
ERR1913225.697870__1.697870	2293125__A0A374BZ50__DW917_11090
ERR1913225.697960__1.697960	40520__A5ZN83__DXC87_06350
ERR1913225.697986__1.697986	33039__D4M0J9__ERS852577_03924
ERR1913225.697992__1.697992	823__D0TC25__B5F32_04575
ERR1913225.698262__1.698262	1262761__R6QUM5__BN606_02048
ERR1913225.698273__1.698273	820__A0A1Q6IDS8__chtA
ERR1913225.698627__1.698627	1262942__R7QWC6__BN520_00967
ERR1913225.698640__1.698640	1501391__GCA_000786575.1_00036
ERR1913225.698705__1.698705	2293125__A0A374CI55__DW917_03455
ERR1913225.698828__1.698828	1965604__A0A1Y4EMH2__B5F54_14485
ERR1913225.698855__1.698855	1262761__R6RBJ5__BN606_02022
ERR1913225.698929__1.698929	1501391__GCA_000786575.1_00098
ERR1913225.698891__1.698891	410072__A0A173XQG6__ERS852574_01620
ERR1913225.699062__1.699062	544644__GCA_001915615.1_01291
ERR1913225.699941__1.699941	1262911__R6H072__BN557_00615
ERR1913225.700136__1.700136	1263107__GCA_000436995.1_00056
ERR1913225.700224__1.700224	28118__F9ZBV2__NCTC10826_00352
ERR1913225.700294__1.700294	39485__R6AJT3__EUBELI_01178
ERR1913225.700534__1.700534	2293125__A0A374BN09__DW917_16245
ERR1913225.700628__1.700628	2293125__A0A374C4I0__DW917_08630
ERR1913225.700727__1.700727	1262988__R7N1E2__BN816_00832
ERR1913225.700706__1.700706	820__A0A139K1Y6__DXB48_02610
ERR1913225.700752__1.700752	820__A0A396EUU8__luxQ_3
ERR1913225.700987__1.700987	1105031__J1H3W2__HMPREF1141_2783
ERR1913225.700999__1.700999	2293125__A0A374CII6__DW917_03460
ERR1913225.701032__1.701032	1262911__R6GR13__BN557_00618
ERR1913225.701122__1.701122	820__A0A374QGD2__ERS852421_02382
ERR1913225.701300__1.701300	820__A0A3E4FZM1__adaA_2
ERR1913225.701320__1.701320	39492__D4JRV7__EUBSIR_01513
ERR1913225.701472__1.701472	39485__A0A174Z768__ERS852492_00306
ERR1913225.701540__1.701540	853__A0A174CVG7__CGS58_09335
ERR1913225.701942__1.701942	2293125__A0A374CFZ2__DW917_03445
ERR1913225.702057__1.702057	1501391__GCA_000786575.1_00081
ERR1913225.702395__1.702395	310298__B3JMI6__BACCOP_03139
ERR1913225.702443__1.702443	39485__A0A175A403__EUBELI_20577
ERR1913225.702562__1.702562	165179__R6PU83__CFT61_14275
ERR1913225.702928__1.702928	384638__B7AT14__BACPEC_01282
ERR1913225.703052__1.703052	218538__C9LQZ7__GCWU000321_01979
ERR1913225.703204__1.703204	823__A0A174VBJ5__M091_5021
ERR1913225.703228__1.703228	1262911__R6HJS5__BN557_00288
ERR1913225.703252__1.703252	820__A0A3E4FZM1__adaA_2
ERR1913225.703439__1.703439	2293125__A0A374BSW4__DW917_13420
ERR1913225.703845__1.703845	214856__A0A175A6T5__ERS852447_02658
ERR1913225.704069__1.704069	28118__F9Z7M2__B5F99_10065
ERR1913225.704127__1.704127	853__A0A173YYY4__DWZ04_09420
ERR1913225.704175__1.704175	1262988__R7N4U5__BN816_00495
ERR1913225.704305__1.704305	218538__C9LL79__GCWU000321_00015
ERR1913225.704377__1.704377	218538__C9LNQ3__GCWU000321_01176
ERR1913225.704397__1.704397	853__E2ZGD9__C7J97_11715
ERR1913225.704558__1.704558	487174__R5F5Z4__DIT83_00635
ERR1913225.704693__1.704693	1501391__GCA_000786575.1_00004
ERR1913225.704757__1.704757	853__E2ZGD9__C7J97_11715
ERR1913225.704805__1.704805	2293125__A0A374BV30__DW917_13395
ERR1913225.704906__1.704906	165179__D1PAJ7__PREVCOP_04222
ERR1913225.704960__1.704960	821__A0A174NM17__lacZ_6
ERR1913225.704970__1.704970	820__A0A174I980__gldH
ERR1913225.705347__1.705347	820__A0A174FUG6__DXC91_11265
ERR1913225.705358__1.705358	817__F7LQN9__HMPREF1067_03100
ERR1913225.705517__1.705517	282402__F0FAB6__HMPREF9141_2533
