ERR1913246.489__1.489	84030__D6DE34__B5F06_14455
ERR1913246.941105__1.941105	28116__A0A395VSP8__ERS852555_02642
ERR1913246.941074__1.941074	10678__GeneID:2777386
ERR1913246.941136__1.941136	1432052__A0A1E3AAD1__cheY_1
ERR1913246.941160__1.941160	10678__GeneID:2777432
ERR1913246.941245__1.941245	40518__R5DRG6__ylbJ
ERR1913246.941286__1.941286	10678__GeneID:2777403
ERR1913246.941498__1.941498	100886__E2NQW1__murB
ERR1913246.941627__1.941627	40518__R5E304__thiT
ERR1913246.941757__1.941757	10678__GeneID:2777402
ERR1913246.941765__1.941765	1262911__R6H0U7__BN557_01104
ERR1913246.941914__1.941914	28025__D3R3B1__BAAM0483_03040
ERR1913246.942199__1.942199	216816__B7GQF0__CE170_00160
ERR1913246.942240__1.942240	487174__R5G1E8__DIT83_00510
ERR1913246.942506__1.942506	1099853__U5CKR3__NSB1T_08705
ERR1913246.942743__1.942743	10678__GeneID:2777415
ERR1913246.942898__1.942898	216816__D6DCL7__BFS26_02835
ERR1913246.943072__1.943072	10678__GeneID:2777405
ERR1913246.943006__1.943006	544644__GCA_001915615.1_00365
ERR1913246.943102__1.943102	471189__GCA_003340385.1_00459
ERR1913246.943183__1.943183	40518__R5DV58__htrA
ERR1913246.943516__1.943516	638849__D1Y3U6__HMPREF7215_0675
ERR1913246.943705__1.943705	28116__A7LS06__HMPREF2532_04668
ERR1913246.944075__1.944075	1262911__R6GZX7__BN557_00838
ERR1913246.944082__1.944082	40518__R5DUG7__sbcC
ERR1913246.944099__1.944099	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913246.944283__1.944283	508460__GCF_000585335.1_00291
ERR1913246.944713__1.944713	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913246.945221__1.945221	40520__A0A396A2X4__RUMOBE_00875
ERR1913246.945391__1.945391	1262889__R7HDT7__BN634_01583
ERR1913246.945408__1.945408	357276__B6VVS0__HMPREF1064_03951
ERR1913246.945547__1.945547	33039__D4M6R8__bglB_8
ERR1913246.945621__1.945621	1531__R0D4V4__HMPREF1083_02352
ERR1913246.945634__1.945634	357276__I9FRW5__B5F95_21685
ERR1913246.945638__1.945638	328813__A0A1Y3QQ66__B5G41_14240
ERR1913246.945730__1.945730	562__P52045__CW278_17595
ERR1913246.945916__1.945916	214856__I3YPR6__Alfi_2724
ERR1913246.946148__1.946148	40518__R5DV58__htrA
ERR1913246.946367__1.946367	216816__D6D9J4__DPC6320_0487
ERR1913246.946487__1.946487	1354__I6T031__F523_07625
ERR1913246.946798__1.946798	1262911__R6GLA5__BN557_01456
ERR1913246.946855__1.946855	292800__G9YW85__A4U99_05445
ERR1913246.946863__1.946863	10678__GeneID:2777429
ERR1913246.946908__1.946908	166486__D4KX18__ROSINTL182_07596
ERR1913246.947357__1.947357	10678__GeneID:2777426
ERR1913246.947733__1.947733	40518__R5DZU5__RBL263_00458
ERR1913246.947866__1.947866	239935__A0A2N8HB50__CXU17_02615
ERR1913246.947989__1.947989	357276__A0A076J8M3__ABI39_13695
ERR1913246.948161__1.948161	10678__GeneID:2777476
ERR1913246.948184__1.948184	1147152__GeneID:14182017
ERR1913246.948238__1.948238	563769__GeneID:6973158
ERR1913246.948262__1.948262	1851568__A0A1B8YKN4__Phpb_01224
ERR1913246.948551__1.948551	47678__R5UER2__CGC64_00710
ERR1913246.948592__1.948592	84030__D6DM82__B5F06_04055
ERR1913246.948615__1.948615	246787__A0A108T429__BACCELL_00192
ERR1913246.948624__1.948624	1262911__R6H174__BN557_01246
ERR1913246.948652__1.948652	39492__B0MM84__lgt
ERR1913246.948681__1.948681	47678__R5USS6__C5Z00_03300
ERR1913246.948903__1.948903	357276__I9R4T1__IY41_06800
ERR1913246.948917__1.948917	100886__E2NUE4__CATMIT_02219
ERR1913246.949071__1.949071	10678__GeneID:2777479
ERR1913246.949126__1.949126	820__A0A3E4G3J9__ERS852459_02265
ERR1913246.949110__1.949110	40518__R5DWQ2__DXD93_03810
ERR1913246.949423__1.949423	1262911__R6H054__BN557_00908
ERR1913246.949561__1.949561	1262911__R6GPI7__BN557_00907
ERR1913246.949782__1.949782	1262911__R6HG37__BN557_01341
ERR1913246.949835__1.949835	821__A0A396F1N0__M099_1553
ERR1913246.949959__1.949959	1432052__A0A1E3AED8__BLA28_24990
ERR1913246.949971__1.949971	1262911__R6H1K1__BN557_00910
ERR1913246.950130__1.950130	562__P26458__cydB
ERR1913246.950229__1.950229	246787__A0A108T429__BACCELL_00192
ERR1913246.950190__1.950190	1232426__uvrA_1
ERR1913246.950199__1.950199	745368__A0A1T4Y388__SAMN02745178_02684
ERR1913246.950284__1.950284	47678__A0A174VGP6__HMPREF1061_01625
ERR1913246.950295__1.950295	1232426__group_1915
ERR1913246.950612__1.950612	1262911__R6GY78__BN557_00532
ERR1913246.950814__1.950814	216816__A0A2N0SME6__BLIF_1881
ERR1913246.950847__1.950847	508460__GCF_000585335.1_00036
ERR1913246.950893__1.950893	47678__R5U558__ERS852558_02232
ERR1913246.950905__1.950905	508460__GCF_000585335.1_00036
ERR1913246.950935__1.950935	216816__A0A061M1M5__HMPREF0177_01046
ERR1913246.951092__1.951092	1262911__R6H074__BN557_00923
ERR1913246.951142__1.951142	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913246.951244__1.951244	216816__C2GSX7__DD678_03555
ERR1913246.951307__1.951307	1550024__G9RVD5__ASJ35_04350
ERR1913246.951730__1.951730	214856__R6XRA1__vatD_3
ERR1913246.951703__1.951703	823__D7ILK2__ERS852380_00031
ERR1913246.951945__1.951945	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913246.951973__1.951973	214856__I3YPP9__Alfi_2707
ERR1913246.952028__1.952028	563769__GeneID:6973158
ERR1913246.952060__1.952060	432198__GeneID:14182803
ERR1913246.952128__1.952128	84030__D4MT87__B5F06_00695
ERR1913246.952129__1.952129	216816__D6ZXD1__APC1461_0104
ERR1913246.952246__1.952246	418240__C6JH11__ERS852523_02507
ERR1913246.952342__1.952342	1262911__R6GUQ4__BN557_01581
ERR1913246.952367__1.952367	1262911__R6GMD8__BN557_01647
ERR1913246.952540__1.952540	544644__GCA_001915615.1_02006
ERR1913246.952773__1.952773	84030__D6DHR7__B5F06_03145
ERR1913246.953023__1.953023	136841__W1MH34__PAERUG_P7_London_17_VIM_2_06_09_04867
ERR1913246.953175__1.953175	214856__A0A174EJT5__mnmA
ERR1913246.953187__1.953187	10678__GeneID:2777408
ERR1913246.953240__1.953240	216816__D6DBD5__DXC32_04335
ERR1913246.953338__1.953338	40518__R5E6K5__speA
ERR1913246.953354__1.953354	214856__A0A174CRY5__ERS852559_01060
ERR1913246.953521__1.953521	1262911__R6GPB1__BN557_00837
ERR1913246.953551__1.953551	357276__I9RAC4__BSEG_00561
ERR1913246.953774__1.953774	1262911__R6H0U7__BN557_01104
ERR1913246.953950__1.953950	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913246.953958__1.953958	39486__B0G4W4__DXD82_09880
ERR1913246.954076__1.954076	1232426__uvrA_1
ERR1913246.954138__1.954138	626932__G5H5A7__HMPREF9450_00117
ERR1913246.954185__1.954185	1965576__A0A1Y4KTU1__B5F19_16495
ERR1913246.954233__1.954233	821__I9R3W6__DXC16_12455
ERR1913246.954406__1.954406	10678__GeneID:2777408
ERR1913246.954437__1.954437	216816__A0A087BBV6__BFS26_06210
ERR1913246.954525__1.954525	10678__GeneID:2777434
ERR1913246.954549__1.954549	357276__C3R5A0__B5F00_02960
ERR1913246.954552__1.954552	216816__Q8G585__APC1473_0508
ERR1913246.954568__1.954568	508460__GCF_000585335.1_00043
ERR1913246.954778__1.954778	1848158__A0A1E3C344__A7W90_15845
ERR1913246.954841__1.954841	33039__D4M4L0__ERS852577_02891
ERR1913246.954966__1.954966	216816__E8MVM4__APC1480_1562
ERR1913246.954975__1.954975	10678__GeneID:2777491
ERR1913246.955007__1.955007	1147152__GeneID:14181982
ERR1913246.955188__1.955188	10868__GeneID:1261859
ERR1913246.955484__1.955484	1203556__S2ZSZ2__HMPREF1478_00805
ERR1913246.955551__1.955551	1262911__R6GKS1__BN557_00184
ERR1913246.955663__1.955663	508460__GCF_000585335.1_00014
ERR1913246.955672__1.955672	357276__I9RD92__BACDOR_04262
ERR1913246.955695__1.955695	84030__D4MRY5__B5F06_15655
ERR1913246.956145__1.956145	1739491__J1DK07__HMPREF2987_07410
ERR1913246.956421__1.956421	1262911__R6GZ01__BN557_00641
ERR1913246.956568__1.956568	1262911__R6GTZ0__BN557_01437
ERR1913246.956637__1.956637	1262911__R6H1P0__BN557_00940
ERR1913246.956663__1.956663	823__A0A174V089__BDI_3204
ERR1913246.956746__1.956746	246787__A0A3D6AS39__ina
ERR1913246.956887__1.956887	214856__A0A174EJT5__mnmA
ERR1913246.956916__1.956916	487174__K0X2Q8__DDY40_04590
ERR1913246.956924__1.956924	40518__R5E2U9__RBL263_01292
ERR1913246.956976__1.956976	562__P32704__COD56_15900
ERR1913246.957004__1.957004	1262873__R6WSU3__BN605_00483
ERR1913246.957083__1.957083	1550024__A0A0D8J084__TQ39_06930
ERR1913246.957522__1.957522	1262911__R6GUQ4__BN557_01581
ERR1913246.957529__1.957529	544644__GCA_001915615.1_02293
ERR1913246.957697__1.957697	562__P63202__gadW
ERR1913246.958089__1.958089	33038__A0A2N5PIQ0__CDL22_01285
ERR1913246.958095__1.958095	10678__GeneID:2777380
ERR1913246.958142__1.958142	544644__GCA_001915615.1_00013
ERR1913246.958215__1.958215	357276__A0A076J0Y3__IY41_06810
ERR1913246.958258__1.958258	418240__A0A173ZFY9__ERS852478_00591
ERR1913246.958219__1.958219	357276__A0A076J9V8__BACDOR_01395
ERR1913246.958373__1.958373	47678__R5U8P0__DW706_15950
ERR1913246.958450__1.958450	214856__I3YMN6__Alfi_1938
ERR1913246.958489__1.958489	40518__R5DXH2__DXD83_10135
ERR1913246.958590__1.958590	100886__E2NPX9__ERS852383_03583
ERR1913246.958600__1.958600	84030__D6DL32__B5F06_09895
ERR1913246.958720__1.958720	28116__A0A078Q626__HMPREF1070_02735
ERR1913246.958728__1.958728	357276__A0A076II57__GV66_07710
ERR1913246.958823__1.958823	357276__A0A0K2HG61__BACDOR_02028
ERR1913246.958984__1.958984	214856__R6Z4Q8__ERS852447_00885
ERR1913246.958969__1.958969	214856__R6XRA1__vatD_3
ERR1913246.959083__1.959083	246787__A0A139LTD3__BACCELL_01107
ERR1913246.959187__1.959187	84030__D4MPY4__B5F06_05535
ERR1913246.959508__1.959508	10678__GeneID:2777406
ERR1913246.959594__1.959594	47678__A5ZB44__C5Z00_17730
ERR1913246.959618__1.959618	40518__R5DU52__RB5AMG_02245
ERR1913246.959754__1.959754	216816__D6D9J4__DPC6320_0487
ERR1913246.959766__1.959766	216816__E8MU45__DPC6316_1140
ERR1913246.959790__1.959790	214856__A0A173YXX1__ERS852559_01651
ERR1913246.959871__1.959871	562__P0A9K7__AUQ29_19530
ERR1913246.960023__1.960023	10678__GeneID:2777383
ERR1913246.960107__1.960107	10678__GeneID:2777387
ERR1913246.960087__1.960087	47678__R5UGX6__CGC64_16275
ERR1913246.960359__1.960359	216816__B7GPE8__I118_0062
ERR1913246.960476__1.960476	40518__R5DWP7__ansA
ERR1913246.960491__1.960491	216816__A0A3D8U0T6__BN57_1990
ERR1913246.960498__1.960498	1262911__R6GMK4__BN557_00535
ERR1913246.960517__1.960517	1262911__R6GMS3__BN557_00579
ERR1913246.960720__1.960720	563769__GeneID:6973158
ERR1913246.960846__1.960846	100886__A0A174IRJ7__argD
ERR1913246.960886__1.960886	214856__A0A174AYS4__ERS852447_01192
ERR1913246.960918__1.960918	638849__D1Y6Z5__HMPREF7215_1598
ERR1913246.960979__1.960979	216816__C5EBT1__BLIF_1344
ERR1913246.961156__1.961156	10678__GeneID:2777387
ERR1913246.961230__1.961230	216816__E8MVM4__APC1480_1562
ERR1913246.961249__1.961249	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913246.961252__1.961252	216816__B3DPC3__CE169_06855
ERR1913246.961295__1.961295	418240__C6JGL2__ERS852523_00030
ERR1913246.961365__1.961365	214856__I3YPN3__ERS852447_01395
ERR1913246.961445__1.961445	40518__R5DLW4__thiN
ERR1913246.961417__1.961417	1432052__A0A1E3AB23__BEI59_13655
ERR1913246.961480__1.961480	357276__B6VVS0__HMPREF1064_03951
ERR1913246.961624__1.961624	10678__GeneID:2777477
ERR1913246.961536__1.961536	1965576__A0A1Y4LFI3__B5F19_08630
ERR1913246.961660__1.961660	562__A0A377AAV3__CDL32_10800
ERR1913246.961808__1.961808	1263006__R6MQA3__BN515_02104
ERR1913246.961818__1.961818	214856__R6XKT4__ERS852559_01719
ERR1913246.962040__1.962040	216816__A0A083XVP2__HMPREF1315_0108
ERR1913246.962049__1.962049	2173__A0A1D2WST6__METSMIALI_00213
ERR1913246.962165__1.962165	40518__R5DTJ1__DXD86_03635
ERR1913246.962208__1.962208	357276__B6W5Q7__DXD47_13945
ERR1913246.962268__1.962268	216816__C2GTV2__BLIF_0674
ERR1913246.962371__1.962371	1232426__uvrA_2
ERR1913246.962344__1.962344	371601__E5CE41__ERS852396_04351
ERR1913246.962513__1.962513	28116__C3QMW4__BACOVA_04147
ERR1913246.962525__1.962525	100886__E2NR34__ERS852383_04208
ERR1913246.962565__1.962565	40518__R5DS37__DXD93_01965
ERR1913246.962870__1.962870	246787__R6K756__HMPREF1062_01819
ERR1913246.962929__1.962929	562__P77183__CDL50_13955
ERR1913246.963163__1.963163	100886__E2NR02__CATMIT_01005
ERR1913246.963217__1.963217	40518__R5DY98__mepA_5
ERR1913246.963295__1.963295	418240__A0A173ZFY9__ERS852478_00591
ERR1913246.963307__1.963307	216816__D6DBD5__DXC32_04335
ERR1913246.963406__1.963406	10678__GeneID:2777413
ERR1913246.963444__1.963444	1262911__R6GTZ0__BN557_01437
ERR1913246.963382__1.963382	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913246.963724__1.963724	562__P0ABR8__antA
ERR1913246.963781__1.963781	1262911__R6GLA5__BN557_01456
ERR1913246.963754__1.963754	487174__K0WRZ5__HMPREF9448_02826
ERR1913246.964108__1.964108	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913246.964176__1.964176	10678__GeneID:2777487
ERR1913246.964315__1.964315	823__A0A355XJT5__ERS852429_03504
ERR1913246.964402__1.964402	216816__C2GTV6__AS143_01355
ERR1913246.964640__1.964640	216816__B3DNW2__BL171B_07980
ERR1913246.965013__1.965013	1262873__R6WLC7__BN605_01155
ERR1913246.965027__1.965027	10678__GeneID:2777493
ERR1913246.965065__1.965065	1501391__GCA_000786575.1_00076
ERR1913246.965092__1.965092	1099853__R7DGV3__NSB1T_10580
ERR1913246.965095__1.965095	357276__G5SMD3__BSEG_02959
ERR1913246.965191__1.965191	508460__GCF_000585335.1_00039
ERR1913246.965221__1.965221	357276__A0A076INK2__BSEG_04225
ERR1913246.965508__1.965508	100886__E2NNV6__CATMIT_00217
ERR1913246.965614__1.965614	10678__GeneID:2777385
ERR1913246.965759__1.965759	216816__A0A061M1M5__HMPREF0177_01046
ERR1913246.965866__1.965866	1432052__A0A1E3AAQ0__BLA28_02175
ERR1913246.965951__1.965951	214856__I3YPP1__Alfi_2699
ERR1913246.966048__1.966048	10678__GeneID:2777427
ERR1913246.966143__1.966143	40518__R5E2F3__artQ
ERR1913246.966274__1.966274	820__A0A174F0C1__nreB
ERR1913246.966728__1.966728	214856__R6YD52__ERS852447_02171
ERR1913246.966743__1.966743	487174__K0XA48__DDY40_03955
ERR1913246.966768__1.966768	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913246.966785__1.966785	84030__D4CG86__B5F06_06295
ERR1913246.966793__1.966793	10678__GeneID:2777399
ERR1913246.966992__1.966992	1744__A0A0B7NTY2__PFR_JS22-1_878
ERR1913246.967044__1.967044	1232426__nifJ
ERR1913246.967085__1.967085	328814__GCA_004558275.1_00131
ERR1913246.967148__1.967148	39492__D4JUR4__ERS852540_01427
ERR1913246.967213__1.967213	216816__D6D9J4__DPC6320_0487
ERR1913246.967230__1.967230	10678__GeneID:2777408
ERR1913246.967294__1.967294	216816__A0A395XZB7__DXD37_04075
ERR1913246.967389__1.967389	821__A0A3E4WAR6__DXD64_10735
ERR1913246.967431__1.967431	216816__D6ZXD1__APC1461_0104
ERR1913246.967562__1.967562	562__C6EBU6__ESQG_00710
ERR1913246.967776__1.967776	651822__GCA_000210715.1_00753
ERR1913246.967790__1.967790	28118__F9ZAB4__B5F93_06270
ERR1913246.967842__1.967842	1262911__R6H174__BN557_01246
ERR1913246.968024__1.968024	745368__A0A1T4Y189__SAMN02745178_02637
ERR1913246.968171__1.968171	10678__GeneID:2777397
ERR1913246.968231__1.968231	216816__A0A1V8RHV4__DXD44_06445
ERR1913246.968379__1.968379	10678__GeneID:2777408
ERR1913246.968670__1.968670	216816__E5XYF2__APC1480_0509
ERR1913246.968789__1.968789	1432052__A0A1E3UER0__BEI59_22305
ERR1913246.968883__1.968883	10678__GeneID:2777382
ERR1913246.969037__1.969037	216816__A0A087BBV6__BFS26_06210
ERR1913246.969117__1.969117	418240__A0A174SL99__ERS852478_00007
ERR1913246.969164__1.969164	1099853__U5CDU5__NSB1T_05645
ERR1913246.969178__1.969178	246787__R6KM92__AA416_01456
ERR1913246.969224__1.969224	10678__GeneID:2777413
ERR1913246.969280__1.969280	487174__R5FN40__HMPREF9448_01366
ERR1913246.969320__1.969320	1262911__R6GUQ4__BN557_01581
ERR1913246.969505__1.969505	419015__U1QU33__HMPREF9244_00863
ERR1913246.969708__1.969708	100886__E2NQ86__ERS852383_05208
ERR1913246.969715__1.969715	357276__I9G0T7__BACDOR_04266
ERR1913246.969951__1.969951	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913246.970119__1.970119	246787__A0A0P0FSC0__cytR_2
ERR1913246.970083__1.970083	10678__GeneID:2777387
ERR1913246.970159__1.970159	100886__R7GLA8__CATMIT_00915
ERR1913246.970232__1.970232	246787__A0A3D6AS39__ina
ERR1913246.970349__1.970349	261299__B0ADG6__CLOBAR_02683
ERR1913246.970408__1.970408	10678__GeneID:2777427
ERR1913246.970514__1.970514	33038__A0A396G855__CDL23_11555
ERR1913246.970602__1.970602	28116__A0A395W0G7__NCTC11153_02716
ERR1913246.970705__1.970705	84030__D6DM40__B5F06_03760
ERR1913246.970723__1.970723	1943580__A0A1V4AK29__B0D78_05360
ERR1913246.970793__1.970793	544645__A0A3E4T524__DXC42_10825
ERR1913246.970935__1.970935	216816__C2GUV2__APC1478_0430
ERR1913246.970893__1.970893	214856__R6XKT4__ERS852559_01719
ERR1913246.971018__1.971018	357276__D1JZM4__HMPREF1065_01278
ERR1913246.971074__1.971074	40518__R5DXI4__DXD86_07420
ERR1913246.971084__1.971084	1965576__A0A1Y4LNM7__B5F19_03145
ERR1913246.971093__1.971093	823__A0A395YY84__DXC05_19515
ERR1913246.971108__1.971108	1262911__R6GTZ0__BN557_01437
ERR1913246.971204__1.971204	246787__A0A3D6ARN8__yehU_6
ERR1913246.971452__1.971452	357276__I9F327__DXD47_22495
ERR1913246.971543__1.971543	508460__GCF_000585335.1_00208
ERR1913246.971613__1.971613	10678__GeneID:2777386
ERR1913246.971735__1.971735	552398__F4XH38__HMPREF0866_02939
ERR1913246.971779__1.971779	357276__A0A1Y3ZD00__B5F00_16730
ERR1913246.971795__1.971795	357276__A0A1Y3ZD00__B5F00_16730
ERR1913246.971971__1.971971	246787__R6KQ08__AA416_01934
ERR1913246.972050__1.972050	136841__A0A335F324__APA75_20510
ERR1913246.972082__1.972082	1263000__R5EKG2__BN466_02040
ERR1913246.972088__1.972088	40518__R5DTH7__DXD83_02405
ERR1913246.972118__1.972118	39486__G1WUB8__DXD82_09390
ERR1913246.972182__1.972182	40518__R5E1J7__RBL236_02062
ERR1913246.972209__1.972209	246787__A0A3D6AWJ7__AA416_00506
ERR1913246.972322__1.972322	10678__GeneID:2777413
ERR1913246.972357__1.972357	10678__GeneID:2777454
ERR1913246.972451__1.972451	84030__D4MR46__B5F06_13590
ERR1913246.972454__1.972454	562__P0AF07__motB_2
ERR1913246.972606__1.972606	216816__A0A1V8RHV4__DXD44_06445
ERR1913246.972613__1.972613	29361__B6FRT6__CLONEX_02860
ERR1913246.972717__1.972717	246787__A0A0P0GET5__AA416_04410
ERR1913246.972741__1.972741	1262911__R6GQM3__BN557_01245
ERR1913246.972781__1.972781	10678__GeneID:2777387
ERR1913246.973157__1.973157	214856__R6YD52__ERS852447_02171
ERR1913246.973213__1.973213	246787__A0A0P0GET5__AA416_04410
ERR1913246.973344__1.973344	10678__GeneID:2777481
ERR1913246.973346__1.973346	357276__B6W1Y1__BSEG_03960
ERR1913246.973402__1.973402	196242__GeneID:5580412
ERR1913246.973425__1.973425	1501391__GCA_000786575.1_00083
ERR1913246.973546__1.973546	10678__GeneID:2777408
ERR1913246.973600__1.973600	39492__R6RT40__prkC_3
ERR1913246.973792__1.973792	823__C7XBX3__HMPREF1059_03212
ERR1913246.973943__1.973943	10678__GeneID:2777457
ERR1913246.974239__1.974239	460384__A0A1I0I9L2__SAMN05216313_12029
ERR1913246.974451__1.974451	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913246.974475__1.974475	246787__A0A3D6AXG0__BACCELL_01743
ERR1913246.974486__1.974486	10678__GeneID:2777481
ERR1913246.974572__1.974572	40518__R5DWH8__DXD86_04530
ERR1913246.974839__1.974839	1550024__G9RT86__ASJ35_16935
ERR1913246.974847__1.974847	216816__D6DCL7__BFS26_02835
ERR1913246.975005__1.975005	214856__A0A174EJT5__mnmA
ERR1913246.975447__1.975447	487174__K0WV13__DIT83_10890
ERR1913246.975548__1.975548	357276__B6VW91__BACDOR_01584
ERR1913246.975657__1.975657	1262911__R6GSH0__BN557_00934
ERR1913246.975905__1.975905	454154__G5SVN0__HMPREF9441_03447
ERR1913246.975971__1.975971	1624__A0A1Y3BWE2__B6U44_03895
ERR1913246.976044__1.976044	216816__A0A2U0BLP0__tsaB
ERR1913246.976080__1.976080	10678__GeneID:2777418
ERR1913246.976082__1.976082	246787__R6K756__HMPREF1062_01819
ERR1913246.976584__1.976584	218139__GCA_002259595.1_01049
ERR1913246.976730__1.976730	100886__E2NS04__ERS852383_04089
ERR1913246.976800__1.976800	544644__GCA_001915615.1_02006
ERR1913246.976862__1.976862	10678__GeneID:2777387
ERR1913246.976941__1.976941	10678__GeneID:2777456
ERR1913246.977024__1.977024	1965576__A0A1Y4LW31__B5F19_01850
ERR1913246.977201__1.977201	10678__GeneID:2777481
ERR1913246.977385__1.977385	1262911__R6GXS5__BN557_00160
ERR1913246.977505__1.977505	10678__GeneID:2777483
ERR1913246.977760__1.977760	562__P0AF07__motB_2
ERR1913246.977732__1.977732	10678__GeneID:2777379
ERR1913246.977744__1.977744	357276__A0A0K2HDV9__DXD47_02600
ERR1913246.977841__1.977841	487174__K0X250__DDY40_03675
ERR1913246.978143__1.978143	100886__E2NQS0__CATMIT_00923
ERR1913246.978179__1.978179	471189__GCA_003340385.1_00161
ERR1913246.978244__1.978244	100886__E2NSF9__rpoB
ERR1913246.978245__1.978245	487174__K0WTQ3__HMPREF9448_02140
ERR1913246.978325__1.978325	1432052__A0A1E3AUY8__BEI61_05984
ERR1913246.978389__1.978389	357276__I8WEZ6__BACDOR_02323
ERR1913246.978540__1.978540	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913246.978652__1.978652	214856__R6Y9P5__ERS852559_01811
ERR1913246.978820__1.978820	1096246__A0A2V3XZU1__DFR60_11172
ERR1913246.978835__1.978835	214856__R6Y9P5__ERS852559_01811
ERR1913246.978847__1.978847	216816__C2GSX7__DD678_03555
ERR1913246.978952__1.978952	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913246.978979__1.978979	1262911__R6H1P0__BN557_00940
ERR1913246.978999__1.978999	33039__R6PAH6__ERS852577_01830
ERR1913246.979038__1.979038	35833__E5Y5K9__HMPREF0179_01472
ERR1913246.979044__1.979044	28116__A0A395VZB9__Bovatus_03205
