ERR1913280.111__1.111	1262700__R5XM04__BN695_00162
ERR1913280.507851__1.507851	310297__B5D2Y3__DXD04_12405
ERR1913280.507995__1.507995	820__A7V9F9__B5G17_14640
ERR1913280.508117__1.508117	821__I9R3W6__DXC16_12455
ERR1913280.508126__1.508126	853__C7H7F5__DWZ46_01780
ERR1913280.508214__1.508214	357276__A0A0M1W657__HMPREF1064_04629
ERR1913280.508429__1.508429	820__A0A174CG08__DXB62_13215
ERR1913280.508528__1.508528	357276__A0A0K2HJA6__DXD47_07320
ERR1913280.508700__1.508700	1263000__R5EXT3__BN466_02213
ERR1913280.508745__1.508745	1160721__R6TH82__BHW50_00835
ERR1913280.508860__1.508860	1262700__R5Y6J6__BN695_00596
ERR1913280.509151__1.509151	626929__F3PIN4__SAMN05444376_2010
ERR1913280.509787__1.509787	28116__A0A078Q626__HMPREF1070_02735
ERR1913280.509947__1.509947	33025__A0A395JC32__C8D73_1037
ERR1913280.509957__1.509957	310298__B3JGL4__BACCOP_01016
ERR1913280.510174__1.510174	1263006__R6LWH5__BN515_00768
ERR1913280.510246__1.510246	39491__A0A396FIZ8__ERE_20410
ERR1913280.510314__1.510314	28117__B0MSR5__BHV66_02095
ERR1913280.510259__1.510259	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913280.510542__1.510542	823__A0A395YSW8__CF162_05645
ERR1913280.510641__1.510641	1262700__R5XLR5__BN695_01665
ERR1913280.510792__1.510792	166486__A0A173T114__ROSINTL182_05085
ERR1913280.510984__1.510984	820__A0A139K024__B5G17_02060
ERR1913280.511027__1.511027	674529__A0A174I6X2__DXB21_05420
ERR1913280.511278__1.511278	853__A0A174BZY1__xerD_1
ERR1913280.511376__1.511376	487174__K0X2Q8__DDY40_04590
ERR1913280.511522__1.511522	1680__A0A0C2YNK5__BADO_0780
ERR1913280.511560__1.511560	239935__A0A2N8IHY1__CXU06_00035
ERR1913280.511710__1.511710	28117__B0MWC6__BHV66_00965
ERR1913280.511835__1.511835	1660__D4TWG4__ACTODO_00049
ERR1913280.512280__1.512280	29466__D6KRJ6__hemH
ERR1913280.512323__1.512323	1262911__R6H2J2__BN557_01228
ERR1913280.512343__1.512343	1535__A7VS87__CLOLEP_01425
ERR1913280.512431__1.512431	1680__A0A174BEE7__BSTER_1311
ERR1913280.512708__1.512708	823__A6LGI3__DXB14_09215
ERR1913280.512715__1.512715	1262700__R5XWU5__BN695_01617
ERR1913280.512716__1.512716	239935__A0A2N8HL50__CXT98_09135
ERR1913280.512761__1.512761	338188__A0A173ZJ94__BACFIN_06122
ERR1913280.512800__1.512800	39491__A0A396FEV5__EUR_24750
ERR1913280.512937__1.512937	39492__D4JWA3__ERS852540_01332
ERR1913280.513053__1.513053	338188__R6S0J1__BACFIN_08786
ERR1913280.513285__1.513285	39491__A0A174K9A3__DXB69_07785
ERR1913280.513455__1.513455	820__A0A139KG60__M094_2679
ERR1913280.513785__1.513785	39491__A0A395ZGE4__ERS852497_01269
ERR1913280.513958__1.513958	39492__D4JQX3__EUBSIR_01310
ERR1913280.514012__1.514012	39491__A0A395UZ82__EUR_31520
ERR1913280.514178__1.514178	674529__R6UVJ4__DXB21_05405
ERR1913280.514141__1.514141	33039__A0A173VTT4__frdB_1
ERR1913280.514208__1.514208	487174__K0X4L2__pgl
ERR1913280.514213__1.514213	487174__K0X551__HMPREF9448_02151
ERR1913280.514382__1.514382	820__A0A139K024__B5G17_02060
ERR1913280.514853__1.514853	39486__B0G768__DXD10_08260
ERR1913280.514923__1.514923	338188__A0A1Q6HCN7__ptrA
ERR1913280.514870__1.514870	1262911__R6H2J2__BN557_01228
ERR1913280.515115__1.515115	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913280.515317__1.515317	1262739__R6MRD4__BN659_02013
ERR1913280.515456__1.515456	820__A0A374QGD2__ERS852421_02382
ERR1913280.515531__1.515531	1262736__R5Y4N0__BN496_00283
ERR1913280.515736__1.515736	239935__A0A139TPU7__CXT91_06575
ERR1913280.515771__1.515771	338188__K5CL92__BACFIN_07565
ERR1913280.515832__1.515832	47678__R5U8S9__DW706_06260
ERR1913280.515998__1.515998	410072__A0A173SHF2__COPCOM_03201
ERR1913280.516238__1.516238	1262889__R7HFT7__BN634_01537
ERR1913280.516512__1.516512	649756__B0NZZ1__trpF
ERR1913280.516472__1.516472	338188__K5CC46__BACFIN_04779
ERR1913280.516583__1.516583	556259__I0PYL9__BSGG_5205
ERR1913280.516614__1.516614	487174__R5EPJ7__HMPREF9448_00444
ERR1913280.516628__1.516628	33025__A0A395JBB5__C8D73_107104
ERR1913280.516638__1.516638	487174__K0XA48__DDY40_03955
ERR1913280.516928__1.516928	216816__D6DBD5__DXC32_04335
ERR1913280.517041__1.517041	1262992__R5DC57__BN795_01509
ERR1913280.517281__1.517281	820__A0A173YYG4__evgS_3
ERR1913280.517378__1.517378	357276__E5UTL1__HMPREF1065_03551
ERR1913280.517410__1.517410	820__A0A174F0C1__nreB
ERR1913280.517435__1.517435	239935__A0A139TPD4__CXT86_06450
ERR1913280.517445__1.517445	39492__D4JQL8__ywpJ
ERR1913280.517594__1.517594	1262945__R6YH83__BN600_01606
ERR1913280.517707__1.517707	246787__I8V2S2__BACCELL_02524
ERR1913280.517760__1.517760	544645__A0A3E4T9T0__DXC42_08535
ERR1913280.517980__1.517980	1150298__A0A174M5S6__ERS852498_01656
ERR1913280.518191__1.518191	674529__A0A174P3W4__SAMN05444400_106198
ERR1913280.518380__1.518380	820__A0A3E4W9W8__C801_01069
ERR1913280.518823__1.518823	239935__A0A2N8IMD6__CXU03_05585
ERR1913280.518990__1.518990	39491__A0A396FFW0__ERE_10580
ERR1913280.519078__1.519078	39492__D4JVT0__EUBSIR_00059
ERR1913280.519605__1.519605	239935__A0A139TPU7__CXT91_06575
ERR1913280.519637__1.519637	360807__A0A173XR05__RIL183_10401
ERR1913280.519687__1.519687	820__A0A3E4VXP2__yesR
ERR1913280.519775__1.519775	1263107__GCA_000436995.1_00021
ERR1913280.519962__1.519962	29466__F5L0U6__SAMEA4063028_00019
ERR1913280.520062__1.520062	239935__A0A139TPD4__CXT86_06450
ERR1913280.520126__1.520126	820__A0A3E4QZJ7__C801_01798
ERR1913280.520235__1.520235	1262889__R7HDJ0__BN634_01493
ERR1913280.520335__1.520335	357276__I9RAC4__BSEG_00561
ERR1913280.520632__1.520632	823__A0A395YZ10__NCTC11152_02955
ERR1913280.520693__1.520693	820__A0A3E4PYB0__yejM
ERR1913280.520898__1.520898	39491__A0A174M1X5__DXB99_18695
ERR1913280.521303__1.521303	39491__A0A174LTW7__DXD13_08720
ERR1913280.521654__1.521654	1849041__A0A3E2SY02__DW086_09070
ERR1913280.521797__1.521797	28117__B0MXG8__ALIPUT_01814
ERR1913280.522034__1.522034	239935__A0A2N8IF99__lpdA
ERR1913280.522720__1.522720	28117__B0MTV5__BHV66_06415
ERR1913280.522711__1.522711	1262889__R7HEB0__BN634_01682
ERR1913280.522888__1.522888	338188__C9L067__ERS852397_00004
ERR1913280.522913__1.522913	1262911__R6GN99__BN557_01784
ERR1913280.523077__1.523077	39491__A0A395V464__EUBREC_1509
ERR1913280.523195__1.523195	239935__A0A139TPU7__CXT91_06575
ERR1913280.523404__1.523404	1262700__R5Y6F4__BN695_00541
ERR1913280.523541__1.523541	820__A0A173W419__DXC68_17760
ERR1913280.523567__1.523567	357276__A0A0K2HDP3__IY41_00705
ERR1913280.523572__1.523572	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913280.523825__1.523825	328812__S0GJD6__C803_01758
ERR1913280.523884__1.523884	820__A0A139JRH8__HMPREF2141_04326
ERR1913280.523928__1.523928	820__A0A396EUV1__B5G17_06465
ERR1913280.524312__1.524312	218538__C9LNQ3__GCWU000321_01176
ERR1913280.524336__1.524336	39492__D4JR58__EUBSIR_02090
ERR1913280.524567__1.524567	823__A0A3E4PAQ2__DDY96_18275
ERR1913280.524875__1.524875	39491__A0A396FMT0__EUBREC_3020
ERR1913280.525011__1.525011	360807__R5HHK5__ROSEINA2194_02134
ERR1913280.525237__1.525237	1262700__R5XJD5__BN695_00033
ERR1913280.525314__1.525314	39492__D4JRV7__EUBSIR_01513
ERR1913280.525435__1.525435	1262893__R5GKW3__BN782_01660
ERR1913280.525367__1.525367	39491__A0A395V297__EUR_01010
ERR1913280.525631__1.525631	1262746__R5SS80__BN750_02125
ERR1913280.525666__1.525666	33025__A0A395JBA6__C8D73_1039
ERR1913280.525681__1.525681	338188__R6RY36__BACFIN_08642
ERR1913280.525611__1.525611	39491__A0A395V297__EUR_01010
ERR1913280.525798__1.525798	338188__R6RPM1__BACFIN_05401
ERR1913280.525947__1.525947	28116__A0A078Q626__HMPREF1070_02735
ERR1913280.526152__1.526152	239935__A0A2N8HT44__CXT84_11035
ERR1913280.526220__1.526220	239935__A0A2N8IF99__lpdA
ERR1913280.526231__1.526231	1262700__R5XEQ4__BN695_01576
ERR1913280.526435__1.526435	39491__A0A395V1R3__T1815_08181
ERR1913280.526629__1.526629	853__C7H7F8__yccM_1
ERR1913280.526638__1.526638	338188__R6T1V3__BACFIN_07936
ERR1913280.526664__1.526664	1520815__A0A1I3SQ74__SAMN02910435_02427
ERR1913280.526781__1.526781	239935__A0A139TPU7__CXT91_06575
ERR1913280.526728__1.526728	1160721__W0U5X6__RBI_I01796
ERR1913280.526803__1.526803	820__A0A174FUF0__HMPREF1073_03308
ERR1913280.526859__1.526859	239935__R7DVL7__CXT93_01180
ERR1913280.526821__1.526821	487174__K0X1V7__DIT83_03020
ERR1913280.527002__1.527002	1262777__R5VQJ8__BN512_00852
ERR1913280.527335__1.527335	216816__C5EC66__tcrA
ERR1913280.527528__1.527528	360807__A0A1Q6SXK5__RIL183_06541
ERR1913280.527535__1.527535	246787__R6LGA6__tmoS_11
ERR1913280.527854__1.527854	239935__A0A2N8I368__CXT95_04550
ERR1913280.528121__1.528121	39491__A0A395V1T9__DXD13_03310
ERR1913280.528145__1.528145	39491__C4ZF05__vpr
ERR1913280.528202__1.528202	39492__D4JS87__EUBSIR_02328
ERR1913280.528181__1.528181	1232426__group_1895
ERR1913280.528272__1.528272	820__R9I3N4__M093_0061
ERR1913280.528425__1.528425	458033__GCA_001482755.1_02203
ERR1913280.528473__1.528473	239935__A0A2N8IL82__CXU02_11740
ERR1913280.528491__1.528491	40518__R5DVL2__penA
ERR1913280.528560__1.528560	39492__R6RYB8__ERS852540_00322
ERR1913280.528561__1.528561	626932__G5H9Q9__HMPREF9450_01374
ERR1913280.528801__1.528801	246787__A0A0P0GUU5__BACCELL_02894
ERR1913280.529062__1.529062	28117__B0MYI9__BHV66_05415
ERR1913280.529146__1.529146	2173__A0A1D2WV05__BK798_06920
ERR1913280.529270__1.529270	39485__A0A174ZBK4__ERS852490_01585
ERR1913280.529289__1.529289	823__C7XBX3__HMPREF1059_03212
ERR1913280.529486__1.529486	239935__A0A2N8I3G2__CXT89_00720
ERR1913280.529609__1.529609	487174__K0X4F7__DDY40_08055
ERR1913280.529686__1.529686	39491__A0A173QT73__alaS_2
ERR1913280.529855__1.529855	33025__A0A395JBB5__C8D73_107104
ERR1913280.529898__1.529898	1681__A0A0H2PP44__BBTM_02041
ERR1913280.530097__1.530097	1550024__A0A3B9WI73__ASJ35_03410
ERR1913280.530332__1.530332	820__A0A139JRH8__HMPREF2141_04326
ERR1913280.530584__1.530584	821__A0A173XDD3__DXB82_17180
ERR1913280.530599__1.530599	28117__B0MT73__ALIPUT_00412
ERR1913280.530973__1.530973	28117__B0N028__BHV66_05935
ERR1913280.530974__1.530974	39491__D6E4H2__DXB99_00485
ERR1913280.531055__1.531055	1262911__R6GPM2__BN557_00937
ERR1913280.531098__1.531098	1262700__R5X9G7__BN695_00632
ERR1913280.531194__1.531194	556259__E5C8S0__BSGG_1769
ERR1913280.531195__1.531195	556259__E5C8S0__BSGG_1769
ERR1913280.531302__1.531302	1263044__GCA_000433375.1_01137
ERR1913280.531339__1.531339	820__A7V8C2__ERS852554_01338
ERR1913280.531442__1.531442	1262911__R6H054__BN557_00908
ERR1913280.531514__1.531514	820__A0A139K426__B5G17_09115
ERR1913280.531732__1.531732	853__C7H7F8__yccM_1
ERR1913280.532134__1.532134	823__A0A173V751__DXD05_02690
ERR1913280.532639__1.532639	1263000__R5EKG2__BN466_02040
ERR1913280.532782__1.532782	1262911__R6GTZ4__BN557_01440
ERR1913280.532730__1.532730	1262911__R6GPM2__BN557_00937
ERR1913280.532759__1.532759	338188__C9L0Q9__HMPREF1057_02408
ERR1913280.532815__1.532815	329854__R5M4R4__DXD57_00330
ERR1913280.532876__1.532876	1262911__R6H2B5__BN557_01151
ERR1913280.532930__1.532930	40518__R5DY73__DXD86_02865
ERR1913280.533716__1.533716	823__A0A395YRW4__DD466_15895
ERR1913280.533785__1.533785	1262700__R5XM04__BN695_00162
ERR1913280.533833__1.533833	1262911__R6HN87__BN557_00926
ERR1913280.534020__1.534020	820__A0A173WUD7__DXB48_08055
ERR1913280.534120__1.534120	820__A0A174P0L5__glcK_3
ERR1913280.534261__1.534261	39486__G1WW54__DXB12_08440
ERR1913280.534383__1.534383	28117__B0MXJ1__BHV66_08445
ERR1913280.534403__1.534403	239935__A0A139TPU7__CXT91_06575
ERR1913280.534357__1.534357	39492__D4JR58__EUBSIR_02090
ERR1913280.534490__1.534490	1262700__R5XCS8__BN695_01594
ERR1913280.534532__1.534532	487174__K0X524__DDY40_09270
ERR1913280.534624__1.534624	1262700__R5XJA4__BN695_00793
ERR1913280.534817__1.534817	626929__F3PHB7__HMPREF9445_01465
ERR1913280.534986__1.534986	239935__A0A2N8HM32__CXT85_08075
ERR1913280.535088__1.535088	820__A7VAS1__HMPREF2141_03259
ERR1913280.535165__1.535165	338188__A0A174FX32__BACFIN_08981
ERR1913280.535461__1.535461	310298__B3JK97__BACCOP_02326
ERR1913280.535415__1.535415	357276__I8WFU9__BACDOR_02006
ERR1913280.535475__1.535475	39491__C4Z9K0__DXD95_07445
ERR1913280.535523__1.535523	239935__A0A139TMY7__CXU13_02020
ERR1913280.535533__1.535533	116085__A0A3E2TF13__mobB
ERR1913280.535592__1.535592	823__K6AMD2__B5F32_04565
ERR1913280.535700__1.535700	1262889__R7HBS9__BN634_01225
ERR1913280.535651__1.535651	28117__B0MXX2__ALIPUT_01984
ERR1913280.535852__1.535852	246787__R6KCH8__csbC
ERR1913280.536162__1.536162	166486__D4KUE4__ROSINTL182_08606
ERR1913280.536223__1.536223	28117__R7JR95__ALIPUT_01367
ERR1913280.536288__1.536288	820__A0A174TRB5__DXD40_11305
ERR1913280.536642__1.536642	1262736__R5Y733__BN496_00623
ERR1913280.536603__1.536603	820__A0A374Q854__HMPREF1073_03281
ERR1913280.536614__1.536614	28117__B0MZ50__ALIPUT_02424
ERR1913280.536742__1.536742	61013__GCA_002200935.1_02462
ERR1913280.536750__1.536750	1262911__R6GLI1__BN557_01518
ERR1913280.536824__1.536824	46503__R6X2Z6__PARMER_01597
ERR1913280.537018__1.537018	338188__K5CLC2__BACFIN_05485
ERR1913280.537078__1.537078	2173__A0A1D2WTT4__BK798_05110
ERR1913280.537154__1.537154	820__A0A139KJ23__celCCA
ERR1913280.537235__1.537235	1262700__R5Y691__BN695_00466
ERR1913280.537330__1.537330	674529__R6UTG3__SAMN05444400_1372
ERR1913280.537449__1.537449	39491__A0A396FMT0__EUBREC_3020
ERR1913280.537704__1.537704	820__A0A3E4W980__M093_3873
ERR1913280.537834__1.537834	40518__R5DZ16__DXD86_01455
ERR1913280.537972__1.537972	39492__D4JQS7__ERS852540_01645
ERR1913280.538347__1.538347	823__A6L930__DDY96_14995
ERR1913280.538437__1.538437	33039__A0A174ZKC1__RTO_00250
ERR1913280.538621__1.538621	487174__K0X3H8__HMPREF9448_02822
ERR1913280.538636__1.538636	820__A0A374Q854__HMPREF1073_03281
ERR1913280.538713__1.538713	39491__A0A396FEW6__T1815_18721
ERR1913280.538720__1.538720	944036__A0A196SJI0__AV274_1789
ERR1913280.538893__1.538893	1262700__R5XAC9__BN695_00822
ERR1913280.538996__1.538996	1262889__R7HD81__BN634_00648
ERR1913280.539097__1.539097	820__A0A3E4W084__BACUNI_04042
ERR1913280.539252__1.539252	239935__A0A2N8I1R3__CXU05_06075
ERR1913280.539361__1.539361	239935__A0A2N8I791__CXT99_09415
ERR1913280.539533__1.539533	88431__A0A173UIQ4__lip2
ERR1913280.539584__1.539584	821__A0A174NM17__lacZ_6
ERR1913280.539616__1.539616	239935__A0A139TVG9__CXU13_01700
ERR1913280.539627__1.539627	28117__B0MTI4__ALIPUT_00084
ERR1913280.539715__1.539715	820__A0A374QGD2__ERS852421_02382
ERR1913280.539743__1.539743	1262700__R5XDY1__BN695_01269
ERR1913280.539751__1.539751	1262736__R5Y4N0__BN496_00283
ERR1913280.539791__1.539791	28117__B0MXR1__BHV66_08035
ERR1913280.539843__1.539843	823__A0A073I5R7__cloSI
ERR1913280.539964__1.539964	78345__A0A087BJK4__SAMN02745589_1497
ERR1913280.539976__1.539976	1262911__R6H1D2__BN557_00855
ERR1913280.540070__1.540070	1262889__R7H8M2__BN634_02161
ERR1913280.540215__1.540215	55884__GeneID:935201
ERR1913280.540424__1.540424	820__A0A174GK47__ERS852421_00200
ERR1913280.540441__1.540441	820__A0A374Q351__DXD40_05850
ERR1913280.540483__1.540483	820__A0A174CK74__DXB48_07060
ERR1913280.540709__1.540709	28117__B0MU57__ALIPUT_00175
ERR1913280.540732__1.540732	1262736__R5Y285__BN496_00964
ERR1913280.541009__1.541009	820__A0A1T4IYF4__mprA_1
ERR1913280.540934__1.540934	820__A0A374Q8T2__DXB64_16190
ERR1913280.541041__1.541041	310298__B3JFS5__BACCOP_00726
ERR1913280.541163__1.541163	39491__A0A173TAZ5__DXB99_09520
ERR1913280.541118__1.541118	28117__B0MTI4__ALIPUT_00084
ERR1913280.541317__1.541317	357276__I8WEY2__ABI39_04185
ERR1913280.541381__1.541381	28117__B0MY40__BHV66_05170
ERR1913280.541338__1.541338	1262911__R6GPI7__BN557_00907
ERR1913280.541424__1.541424	1262911__R6H212__BN557_01031
ERR1913280.541566__1.541566	820__A0A1T4IYF4__mprA_1
ERR1913280.541688__1.541688	28117__B0MXG8__ALIPUT_01814
ERR1913280.541809__1.541809	28117__B0MST6__BHV66_06090
ERR1913280.541832__1.541832	338188__C9L2Z0__HMPREF1057_03240
ERR1913280.541844__1.541844	39491__A0A395V6A3__DXB69_00505
ERR1913280.542070__1.542070	818__A0A0P0F004__SAMN02910322_02925
ERR1913280.542114__1.542114	338188__A0A174FX32__BACFIN_08981
ERR1913280.542171__1.542171	1262736__R5Y7T6__BN496_00858
ERR1913280.542338__1.542338	39491__A0A395ZF49__DXB69_05290
ERR1913280.542603__1.542603	39488__C0ET55__tauA
ERR1913280.542604__1.542604	360807__A0A396AF38__RIL183_00781
ERR1913280.542641__1.542641	706562__GCA_900112995.1_01419
ERR1913280.542776__1.542776	1262700__R5XBP1__BN695_00589
ERR1913280.542872__1.542872	116085__D4J8A4__DW747_06625
ERR1913280.542934__1.542934	166486__D4KWM6__ERS852572_00729
ERR1913280.543039__1.543039	218538__C9LNE0__GCWU000321_01061
ERR1913280.543063__1.543063	40518__R5DZ88__DXD93_06320
ERR1913280.543085__1.543085	823__D0TGE9__ERS852429_03294
ERR1913280.543576__1.543576	1263107__GCA_000436995.1_00176
ERR1913280.543665__1.543665	1262992__R5DC38__BN795_00276
ERR1913280.543827__1.543827	1262736__R5Y6X0__BN496_00548
ERR1913280.543922__1.543922	46503__K5ZBF7__DD461_15285
ERR1913280.544058__1.544058	487174__K0X068__DDY40_07105
ERR1913280.544431__1.544431	820__A0A139KJ23__celCCA
ERR1913280.544585__1.544585	28117__B0MSS1__ALIPUT_00273
ERR1913280.544625__1.544625	33025__A0A395JBB5__C8D73_107104
ERR1913280.544695__1.544695	884684__GCA_002892425.1_01408
ERR1913280.544814__1.544814	239935__A0A139TQT9__Amuc_1197
ERR1913280.544792__1.544792	487174__K0XK80__DIT83_00335
ERR1913280.545346__1.545346	46503__R6Y0Q3__DCY29_15880
ERR1913280.545439__1.545439	1262889__R7HAB3__BN634_00781
ERR1913280.545522__1.545522	649756__A0A173S795__DO83_12945
ERR1913280.545714__1.545714	39491__A0A395ZG74__licR
ERR1913280.545770__1.545770	371601__D6D4P3__BN890_24980
ERR1913280.545932__1.545932	39491__C4ZAT2__ERE_28440
ERR1913280.546085__1.546085	853__A0A3E2U7E6__ERS852582_01640
ERR1913280.546121__1.546121	1262889__R7H8U0__BN634_00239
ERR1913280.546125__1.546125	28117__B0MT86__BHV66_02450
ERR1913280.546785__1.546785	239935__A0A2N8I8X8__B5G29_00185
ERR1913280.546842__1.546842	487174__K0XES7__HMPREF9448_00566
ERR1913280.546851__1.546851	239935__A0A2N8IEP3__CXT84_03735
ERR1913280.546904__1.546904	33025__A0A395JE11__C8D73_101318
ERR1913280.546984__1.546984	239935__A0A2N8I8X8__B5G29_00185
ERR1913280.547115__1.547115	674529__A0A3E5G590__DXB21_18690
ERR1913280.547151__1.547151	823__A0A395YSW8__CF162_05645
ERR1913280.547326__1.547326	310298__B3JED9__BACCOP_00230
ERR1913280.547597__1.547597	1262700__R5XBP1__BN695_00589
ERR1913280.547815__1.547815	820__A7UYX8__DXD40_11635
ERR1913280.547902__1.547902	821__A0A174NVL6__NCTC10583_01782
ERR1913280.548060__1.548060	246787__R6LGB3__BcellWH2_02361
ERR1913280.548061__1.548061	674529__A0A174K9D7__SAMN05444400_1164
ERR1913280.548248__1.548248	1262911__R6GPL1__BN557_00927
ERR1913280.548331__1.548331	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913280.548344__1.548344	301301__A0A395VAR4__yieL
ERR1913280.548413__1.548413	1262700__R5XVC6__BN695_01077
ERR1913280.548376__1.548376	29361__B6FKH5__CLONEX_00621
ERR1913280.548425__1.548425	1263000__R5EMC8__BN466_00317
ERR1913280.548554__1.548554	1262736__R5YX38__BN496_01145
ERR1913280.548664__1.548664	33025__A0A395JBN6__C8D73_10630
ERR1913280.548670__1.548670	1262777__R5VQJ8__BN512_00852
ERR1913280.549203__1.549203	239935__A0A2N8I3G2__CXT89_00720
ERR1913280.549255__1.549255	853__A0A2A7B1Y7__C7K05_11930
ERR1913280.549443__1.549443	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913280.549599__1.549599	853__A0A3E2V168__FAEPRAM212_00929
ERR1913280.549685__1.549685	328814__GCA_004558275.1_01847
ERR1913280.549906__1.549906	338188__A0A173XK96__BACFIN_08439
ERR1913280.550198__1.550198	338188__C9KT47__BACFIN_05483
ERR1913280.550549__1.550549	820__A7UYX8__DXD40_11635
ERR1913280.550556__1.550556	820__A0A139K024__B5G17_02060
ERR1913280.550865__1.550865	338188__K5DGQ6__HMPREF1057_00968
ERR1913280.550871__1.550871	239935__A0A139TVJ4__CXT86_02020
ERR1913280.551056__1.551056	239935__A0A139TSG7__CXU17_09600
ERR1913280.551230__1.551230	1262777__R5VV55__BN512_00056
ERR1913280.551257__1.551257	1262777__R5WGS1__BN512_00528
ERR1913280.551408__1.551408	1262889__R7HCF6__BN634_01122
ERR1913280.551482__1.551482	218538__C9LNQ3__GCWU000321_01176
ERR1913280.551772__1.551772	239935__A0A2N8IL82__CXU02_11740
ERR1913280.551851__1.551851	1378168__V2YA11__N510_02528
ERR1913280.552172__1.552172	28117__B0MY40__BHV66_05170
ERR1913280.552284__1.552284	239935__A0A2N8HW65__CXU09_08515
ERR1913280.552289__1.552289	1262889__R7HAP4__BN634_00533
ERR1913280.552296__1.552296	487174__K0WUJ5__HMPREF9448_02567
ERR1913280.552609__1.552609	338188__R6SX54__mscM_1
ERR1913280.552590__1.552590	338188__A0A174FX32__BACFIN_08981
ERR1913280.552753__1.552753	410072__A0A174E1G6__phoR_6
ERR1913280.552822__1.552822	1284680__A0A095WU50__HMPREF1627_03445
ERR1913280.552952__1.552952	823__A0A173RD26__B5F32_03910
ERR1913280.552980__1.552980	28117__B0MXG7__BHV66_08620
ERR1913280.553052__1.553052	338188__A0A173ZJ94__BACFIN_06122
ERR1913280.553124__1.553124	28117__R7JJM9__ALIPUT_00662
ERR1913280.553074__1.553074	338188__R6RRY7__BACFIN_05362
ERR1913280.553168__1.553168	820__A0A3E4G826__C801_01612
ERR1913280.553207__1.553207	674529__R6V7P0__SAMN05444400_102331
ERR1913280.553257__1.553257	338188__C9KSV8__BACFIN_05392
ERR1913280.553297__1.553297	1263044__GCA_000433375.1_00682
ERR1913280.553389__1.553389	884684__GCA_002892425.1_01408
ERR1913280.553425__1.553425	239935__B2URG6__CXU02_00030
ERR1913280.553612__1.553612	33025__A0A395J911__C8D73_1145
ERR1913280.553778__1.553778	820__A0A3E4RUC4__DHU98_02635
ERR1913280.554015__1.554015	33025__A0A395JDV3__C8D73_101685
ERR1913280.554022__1.554022	166486__D4KXZ7__ROSINTL182_05052
ERR1913280.554182__1.554182	239935__A0A2N8IMC9__CXU09_02095
ERR1913280.554243__1.554243	35833__E5Y1J0__HMPREF0179_00049
ERR1913280.554262__1.554262	1262700__R5XBD0__BN695_00459
ERR1913280.554353__1.554353	562__P77789__fimF_3
ERR1913280.554416__1.554416	1262736__R5YA02__BN496_01443
