ERR1913060.366__1.366	1262930__R6ACJ7__BN693_00131
ERR1913060.2174809__1.2174809	33039__A0A174RPY3__ERS852390_00818
ERR1913060.2174883__1.2174883	1262930__R6AAD1__BN693_01367
ERR1913060.2174991__1.2174991	410072__A0A174M202__COPCOM_00641
ERR1913060.2174998__1.2174998	544644__GCA_001915615.1_02269
ERR1913060.2174986__1.2174986	387661__B7B704__B5F96_16210
ERR1913060.2175042__1.2175042	418240__C6JGL2__ERS852523_00030
ERR1913060.2175089__1.2175089	823__A0A174VHT1__DHP27_04775
ERR1913060.2175140__1.2175140	357276__I8WBQ9__HMPREF1065_03212
ERR1913060.2175160__1.2175160	166486__D4KWL4__ROSINTL182_06052
ERR1913060.2175166__1.2175166	1262930__R6AAD1__BN693_01367
ERR1913060.2175236__1.2175236	1628085__A0A374VRE5__C7386_10353
ERR1913060.2175552__1.2175552	2108523__A0A2P2F3I3__LAWASA_548
ERR1913060.2175812__1.2175812	165179__D1PCL6__DXB80_13435
ERR1913060.2176016__1.2176016	88431__A0A174IEH2__DXB16_05910
ERR1913060.2176017__1.2176017	301301__A0A395V8J8__RHOM_11280
ERR1913060.2176052__1.2176052	823__A6LER2__ERS852513_00365
ERR1913060.2176077__1.2176077	1099853__G9S6F6__NSB1T_13680
ERR1913060.2176242__1.2176242	1263107__GCA_000436995.1_00056
ERR1913060.2176300__1.2176300	371601__A0A139LNL6__ERS852396_04350
ERR1913060.2176350__1.2176350	671267__R9I7B5__C802_04018
ERR1913060.2176364__1.2176364	823__A6LDT7__CEQ22_002595
ERR1913060.2176371__1.2176371	2108523__A0A2P2FEL1__LAWASA_4526
ERR1913060.2176508__1.2176508	2293125__A0A374BUM7__DW917_12980
ERR1913060.2176602__1.2176602	214856__A0A174H3U9__ERS852559_00612
ERR1913060.2176936__1.2176936	1262948__R7E9J4__BN671_00152
ERR1913060.2177059__1.2177059	1262739__R6MRD4__BN659_02013
ERR1913060.2177251__1.2177251	1262924__R7HP98__BN585_02065
ERR1913060.2177308__1.2177308	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.2177413__1.2177413	166486__D4KRN9__ERS852572_01822
ERR1913060.2177414__1.2177414	2293125__A0A374BMK9__DW917_16190
ERR1913060.2177535__1.2177535	1735__B7C8P3__EUBIFOR_00547
ERR1913060.2177766__1.2177766	853__A0A174C5M1__CGS58_04460
ERR1913060.2177846__1.2177846	821__I9R3W6__DXC16_12455
ERR1913060.2178101__1.2178101	1262942__R7QZT1__BN520_02233
ERR1913060.2178177__1.2178177	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913060.2178284__1.2178284	410072__A0A174B9D6__COPCOM_00384
ERR1913060.2178362__1.2178362	1262930__R5ZWP2__BN693_01542
ERR1913060.2178352__1.2178352	821__A0A174ALF2__BvMPK_3016
ERR1913060.2178420__1.2178420	338188__A0A174ETX3__ERS852397_01955
ERR1913060.2178773__1.2178773	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.2178792__1.2178792	1262948__R7E9Q4__BN671_02001
ERR1913060.2178952__1.2178952	165179__D1PGU8__PREVCOP_06463
ERR1913060.2178966__1.2178966	357276__A0A0M1W657__HMPREF1064_04629
ERR1913060.2179050__1.2179050	1262930__R6AC77__BN693_01683
ERR1913060.2179150__1.2179150	823__A0A069SAX6__ERS852380_00710
ERR1913060.2179300__1.2179300	371601__I9UUB0__SAMN04487924_11836
ERR1913060.2179377__1.2179377	29361__B6FRT6__CLONEX_02860
ERR1913060.2179384__1.2179384	310298__B3JQ37__BACCOP_04069
ERR1913060.2179481__1.2179481	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.2179484__1.2179484	166486__A0A173RAP7__ROSINTL182_07969
ERR1913060.2179492__1.2179492	357276__B6W5Q9__HMPREF1063_03125
ERR1913060.2179496__1.2179496	2293125__A0A374BSW4__DW917_13420
ERR1913060.2179557__1.2179557	626933__H1DGX0__HMPREF9449_01506
ERR1913060.2179866__1.2179866	1099853__U5CMJ0__NSB1T_01275
ERR1913060.2179965__1.2179965	820__R9I3Q7__HMPREF1072_01668
ERR1913060.2179979__1.2179979	1628085__A0A374VPP0__C7386_11442
ERR1913060.2180035__1.2180035	651822__GCA_000210715.1_00753
ERR1913060.2180058__1.2180058	552398__F4XHM9__HMPREF0866_03133
ERR1913060.2180130__1.2180130	357276__B6W5Q7__DXD47_13945
ERR1913060.2180188__1.2180188	487174__K0XG81__HMPREF9448_02274
ERR1913060.2180247__1.2180247	818__A0A396EA53__ERS852557_04332
ERR1913060.2180298__1.2180298	818__D7IK38__ERS852430_03017
ERR1913060.2180324__1.2180324	166486__D4L0E1__ypdA_4
ERR1913060.2180421__1.2180421	166486__D4L3B1__ERS852572_03645
ERR1913060.2180698__1.2180698	1262873__R6W6D9__BN605_02180
ERR1913060.2180723__1.2180723	2293125__A0A374C9I8__DW917_06795
ERR1913060.2180797__1.2180797	292800__A0A174TQ47__HMPREF0372_00674
ERR1913060.2180814__1.2180814	292800__A0A173ZCZ3__A4U99_03035
ERR1913060.2180827__1.2180827	166486__A0A173V5I7__ERS852572_02640
ERR1913060.2180847__1.2180847	487174__K0XEB6__DDY40_08400
ERR1913060.2180881__1.2180881	649756__A0A1Q2CBF2__ctc
ERR1913060.2180927__1.2180927	371601__D6CXU6__CW3_4709
ERR1913060.2180914__1.2180914	1150298__A0A174TF64__ERS852406_00108
ERR1913060.2180979__1.2180979	823__A6LEF1__CF162_12695
ERR1913060.2180999__1.2180999	1262930__R5ZXL8__BN693_01321
ERR1913060.2181166__1.2181166	40520__R7D6X4__addA
ERR1913060.2181140__1.2181140	1680__A0A0C2YNK5__BADO_0780
ERR1913060.2181274__1.2181274	165179__R6B8D8__DXC61_09245
ERR1913060.2181276__1.2181276	2293125__A0A374BV30__DW917_13395
ERR1913060.2181453__1.2181453	310298__B3JED9__BACCOP_00230
ERR1913060.2181610__1.2181610	310298__B3JQJ5__BACCOP_04231
ERR1913060.2181676__1.2181676	216816__D6ZXD1__APC1461_0104
ERR1913060.2181801__1.2181801	166486__D4KZY4__ERS852572_03347
ERR1913060.2182303__1.2182303	166486__D4KVA1__ROSINTL182_06909
ERR1913060.2182492__1.2182492	821__A0A396EVC9__DXB90_03525
ERR1913060.2182637__1.2182637	487174__K0X4F7__DDY40_08055
ERR1913060.2182727__1.2182727	1262930__R5ZVH8__BN693_01324
ERR1913060.2182828__1.2182828	1262992__R5D070__BN795_00072
ERR1913060.2183027__1.2183027	1262930__R6AAD1__BN693_01367
ERR1913060.2183009__1.2183009	310298__B3JQJ5__BACCOP_04231
ERR1913060.2183053__1.2183053	820__A0A3E4QZJ7__C801_01798
ERR1913060.2183107__1.2183107	820__A0A139K5A6__DXB48_12175
ERR1913060.2183134__1.2183134	46503__R6X8Q3__fepA_2
ERR1913060.2183179__1.2183179	1150298__A0A174R4D7__tmpC_2
ERR1913060.2183278__1.2183278	166486__D4KVA1__ROSINTL182_06909
ERR1913060.2183312__1.2183312	46503__A7AG59__ERS852463_00349
ERR1913060.2183363__1.2183363	1262924__R7HUJ5__BN585_00830
ERR1913060.2183412__1.2183412	166486__D4L402__ROSINTL182_05182
ERR1913060.2183456__1.2183456	28116__I8Y7V6__HMPREF1017_02728
ERR1913060.2183457__1.2183457	1150298__A0A174S4G4__dacB_1
ERR1913060.2183467__1.2183467	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.2183913__1.2183913	165179__A0A229I2W6__PREVCOP_04332
ERR1913060.2183938__1.2183938	544644__GCA_001915615.1_00061
ERR1913060.2184107__1.2184107	39488__A0A173U8N3__yhbU_1
ERR1913060.2184228__1.2184228	166486__D4L402__ROSINTL182_05182
ERR1913060.2184440__1.2184440	823__C7XBX3__HMPREF1059_03212
ERR1913060.2184450__1.2184450	1262930__R5ZXS7__BN693_01739
ERR1913060.2184461__1.2184461	1262930__R6A775__BN693_00822
ERR1913060.2184658__1.2184658	204516__U6RA51__HMPREF1534_03959
ERR1913060.2184956__1.2184956	28118__F9Z5M5__DHW44_03300
ERR1913060.2185095__1.2185095	310298__B3JFQ2__BACCOP_00703
ERR1913060.2185314__1.2185314	853__A0A173TAZ8__DWZ46_14590
ERR1913060.2185474__1.2185474	310298__B3JFQ2__BACCOP_00703
ERR1913060.2185477__1.2185477	310298__B3JEV6__BACCOP_00400
ERR1913060.2185592__1.2185592	28118__R6G1Z6__B5F93_09405
ERR1913060.2185618__1.2185618	671267__R9I7B5__C802_04018
ERR1913060.2185625__1.2185625	821__A0A395VLM8__BvMPK_3650
ERR1913060.2185747__1.2185747	853__A0A2A7B9I6__DW855_13690
ERR1913060.2185753__1.2185753	28118__R6F633__speG
ERR1913060.2186078__1.2186078	820__A0A3E4G493__ERS417307_00253
ERR1913060.2186103__1.2186103	818__A0A3E5HN72__C799_03359
ERR1913060.2186174__1.2186174	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.2186249__1.2186249	165179__D1PGU8__PREVCOP_06463
ERR1913060.2186389__1.2186389	39496__A5Z3W2__EUBVEN_00367
ERR1913060.2186464__1.2186464	39491__A0A174EQV2__DXB69_10230
ERR1913060.2186534__1.2186534	2293125__A0A374C9I8__DW917_06795
ERR1913060.2186694__1.2186694	116085__D4JAK3__DW747_10755
ERR1913060.2186742__1.2186742	2293125__A0A374CBD1__DW917_06995
ERR1913060.2186917__1.2186917	853__C7H1R8__DW905_06675
ERR1913060.2187106__1.2187106	166486__D4KYB5__mcp3_2
ERR1913060.2187334__1.2187334	28052__R7NEM3__fabD
ERR1913060.2187365__1.2187365	821__A0A0P0LH09__ERS852457_03390
ERR1913060.2187482__1.2187482	821__A6L0C7__ERS852556_03520
ERR1913060.2187519__1.2187519	820__A0A174QLF0__SAMN05444418_109151
ERR1913060.2187592__1.2187592	1796613__A0A1C7H300__A4V03_17350
ERR1913060.2187663__1.2187663	1262992__R5D6J2__BN795_00288
ERR1913060.2187757__1.2187757	33039__D4M6R8__bglB_8
ERR1913060.2187828__1.2187828	357276__A0A0K2HG61__BACDOR_02028
ERR1913060.2187904__1.2187904	820__A0A139JRH8__HMPREF2141_04326
ERR1913060.2187976__1.2187976	357276__B6W1J2__BACDOR_03380
ERR1913060.2188033__1.2188033	853__D4KAK8__C4N21_13380
ERR1913060.2188392__1.2188392	46506__A0A108TBL0__BACSTE_01998
ERR1913060.2188401__1.2188401	1965632__A0A1Y4A628__B5F91_13735
ERR1913060.2188375__1.2188375	2108523__A0A2P2F8F2__LAWASA_2325
ERR1913060.2188385__1.2188385	820__A0A3E4VZT7__DXB48_16145
ERR1913060.2188657__1.2188657	2293125__A0A374BSW4__DW917_13420
ERR1913060.2188631__1.2188631	820__A0A078S4C2__ERS417307_00828
ERR1913060.2188775__1.2188775	1262948__R7E8R3__BN671_00101
ERR1913060.2188838__1.2188838	357276__B6W1J2__BACDOR_03380
ERR1913060.2188918__1.2188918	39488__A0A173U8N3__yhbU_1
ERR1913060.2188940__1.2188940	165179__D1PCL6__DXB80_13435
ERR1913060.2189047__1.2189047	165179__R6XLJ7__CFT61_06250
ERR1913060.2189035__1.2189035	33039__D4M4L0__ERS852577_02891
ERR1913060.2189109__1.2189109	410072__C0B801__mucD
ERR1913060.2189492__1.2189492	39491__A0A395ZDC6__addB
ERR1913060.2189649__1.2189649	39492__D4JU56__hemZ
ERR1913060.2189667__1.2189667	1262930__R6ACJ7__BN693_00131
ERR1913060.2189963__1.2189963	166486__D4L0L1__ROSINTL182_08075
ERR1913060.2190043__1.2190043	820__A0A374MMF0__HMPREF1073_03811
ERR1913060.2190063__1.2190063	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913060.2190196__1.2190196	884684__GCA_002892425.1_01408
ERR1913060.2190514__1.2190514	357276__A0A076IP73__BACDOR_04237
ERR1913060.2190517__1.2190517	821__A0A396F598__CUU_3259
ERR1913060.2190574__1.2190574	310298__B3JPY4__BACCOP_04016
ERR1913060.2190588__1.2190588	1150298__R7JRK4__ERS852406_01648
ERR1913060.2190907__1.2190907	165179__D1PGU8__PREVCOP_06463
ERR1913060.2191151__1.2191151	544644__GCA_001915615.1_01797
ERR1913060.2191160__1.2191160	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.2191321__1.2191321	310298__B3JGL4__BACCOP_01016
ERR1913060.2191356__1.2191356	544644__GCA_001915615.1_01953
ERR1913060.2191367__1.2191367	46503__R6WU62__PARMER_00182
ERR1913060.2191482__1.2191482	166486__D4KQG8__ERS852572_02379
ERR1913060.2191493__1.2191493	328814__GCA_004558275.1_02024
ERR1913060.2191567__1.2191567	1262924__R7HU74__BN585_00690
ERR1913060.2191608__1.2191608	46506__B0NTR7__AA415_02733
ERR1913060.2191637__1.2191637	165179__D1PGU8__PREVCOP_06463
ERR1913060.2191846__1.2191846	46506__A0A3E4UIV1__DXC34_17755
ERR1913060.2191866__1.2191866	39496__A5Z4A5__EUBVEN_00528
ERR1913060.2191825__1.2191825	853__A0A173XRA8__CGS56_09290
ERR1913060.2191979__1.2191979	166486__A0A173VSP1__ERS852572_03465
ERR1913060.2192042__1.2192042	823__A0A174LWY0__lepB
ERR1913060.2192110__1.2192110	357276__D1JZM4__HMPREF1065_01278
ERR1913060.2192421__1.2192421	821__A0A174WBC9__ERS852556_03145
ERR1913060.2192483__1.2192483	214856__A0A174A0R8__ERS852447_00998
ERR1913060.2192531__1.2192531	821__A0A396F1N0__M099_1553
ERR1913060.2192588__1.2192588	821__A0A174NM17__lacZ_6
ERR1913060.2192699__1.2192699	165179__D1PHM6__DXC61_06700
ERR1913060.2192722__1.2192722	310298__B3JJ24__BACCOP_01886
ERR1913060.2192836__1.2192836	360807__C0FWL1__RIL183_24711
ERR1913060.2192873__1.2192873	310298__B3JQJ5__BACCOP_04231
ERR1913060.2192894__1.2192894	165179__D1PHC0__PREVCOP_06640
ERR1913060.2192897__1.2192897	2293125__A0A374CBD1__DW917_06995
ERR1913060.2193045__1.2193045	28116__R6K4N7__ERS852555_03750
ERR1913060.2193332__1.2193332	1735__B7CEC3__EUBIFOR_02567
ERR1913060.2193423__1.2193423	166486__D4KVZ0__ERS852572_03130
ERR1913060.2193471__1.2193471	33039__D4M6E9__ERS852390_02866
ERR1913060.2193472__1.2193472	853__A0A173T751__C4N24_10280
ERR1913060.2193644__1.2193644	418240__A0A173ZFY9__ERS852478_00591
ERR1913060.2193753__1.2193753	1262924__R7HU74__BN585_00690
ERR1913060.2193956__1.2193956	1262930__R5ZXS7__BN693_01739
ERR1913060.2193975__1.2193975	39491__A0A395V5R3__EUBREC_1883
ERR1913060.2194083__1.2194083	1150298__A0A174MFX3__ERS852498_01752
ERR1913060.2194157__1.2194157	166486__D4KZP0__ERS852572_00486
ERR1913060.2194181__1.2194181	821__A0A3E4WAR6__DXD64_10735
ERR1913060.2194384__1.2194384	2293125__A0A374CCM7__DW917_05375
ERR1913060.2194411__1.2194411	1262924__R7HSV7__BN585_00245
ERR1913060.2194448__1.2194448	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913060.2194471__1.2194471	820__A0A374Q854__HMPREF1073_03281
ERR1913060.2194571__1.2194571	821__R7P1Q7__M099_2990
ERR1913060.2194623__1.2194623	88431__A0A174EMW0__thiD_1
ERR1913060.2194627__1.2194627	821__R7P1Q7__M099_2990
ERR1913060.2194655__1.2194655	2293125__A0A374CCM7__DW917_05375
ERR1913060.2194658__1.2194658	310298__B3JPY4__BACCOP_04016
ERR1913060.2194764__1.2194764	487174__K0XES7__HMPREF9448_00566
ERR1913060.2194883__1.2194883	165179__A0A3E5AER8__DXB80_07075
ERR1913060.2195008__1.2195008	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.2195010__1.2195010	818__A0A396EA53__ERS852557_04332
ERR1913060.2195323__1.2195323	487174__K0XES7__HMPREF9448_00566
ERR1913060.2195689__1.2195689	2293125__A0A374BV30__DW917_13395
ERR1913060.2195819__1.2195819	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.2195860__1.2195860	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.2195833__1.2195833	410072__C0B8D2__DXD67_01675
ERR1913060.2195868__1.2195868	165179__D1PGU8__PREVCOP_06463
ERR1913060.2196036__1.2196036	818__R7KVH8__SAMN02910322_00597
ERR1913060.2196356__1.2196356	1262930__R6AYA7__BN693_00428
ERR1913060.2196399__1.2196399	46503__R6WYJ8__DXB85_13825
ERR1913060.2196441__1.2196441	28118__F9Z5M4__B5F93_14995
ERR1913060.2196542__1.2196542	39496__A5Z6U6__EUBVEN_01429
ERR1913060.2196757__1.2196757	1262924__R7HRE7__BN585_00055
ERR1913060.2196807__1.2196807	166486__D4L2C5__ERS852572_01688
ERR1913060.2196912__1.2196912	820__A0A139K5A6__DXB48_12175
ERR1913060.2196954__1.2196954	487174__K0WRH0__DDY40_05725
ERR1913060.2197065__1.2197065	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.2197123__1.2197123	1099853__G9S7T1__NSB1T_02425
ERR1913060.2197172__1.2197172	1262930__R6A8N0__BN693_02179
ERR1913060.2197408__1.2197408	166486__D4KUM5__afr
ERR1913060.2197675__1.2197675	1099853__R7DHR0__NSB1T_08950
ERR1913060.2197755__1.2197755	46503__R6X3F9__DCY29_09585
ERR1913060.2197799__1.2197799	1099853__U5CI71__NSB1T_06150
ERR1913060.2197956__1.2197956	820__A0A139K4T0__ERS852510_03146
ERR1913060.2198318__1.2198318	165179__D1PGU8__PREVCOP_06463
ERR1913060.2198419__1.2198419	216816__D6DBD7__BL71B_09615
ERR1913060.2198435__1.2198435	820__A0A396EUV1__B5G17_06465
ERR1913060.2198438__1.2198438	310298__B3JQJ5__BACCOP_04231
ERR1913060.2198479__1.2198479	823__D7ILK2__ERS852380_00031
ERR1913060.2198466__1.2198466	1262743__R5C054__BN727_01980
ERR1913060.2198497__1.2198497	2293125__A0A374BUM7__DW917_12980
ERR1913060.2198678__1.2198678	357276__B6VXX7__HMPREF1063_02683
ERR1913060.2198706__1.2198706	338188__A0A174ETX3__ERS852397_01955
ERR1913060.2198727__1.2198727	1262948__R7EGE9__BN671_00967
ERR1913060.2198782__1.2198782	301301__G2SZ82__RHOM_00970
ERR1913060.2198962__1.2198962	310298__B3JNG7__BACCOP_03480
ERR1913060.2198942__1.2198942	818__A0A3E5HNS1__BSIG_0465
ERR1913060.2199026__1.2199026	818__A0A3E5HNS1__BSIG_0465
ERR1913060.2199085__1.2199085	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.2199086__1.2199086	165179__R6B8D8__DXC61_09245
ERR1913060.2199133__1.2199133	165179__A0A3E5ED28__PREVCOP_06655
ERR1913060.2199185__1.2199185	1735__B7C9Y8__EUBIFOR_00992
ERR1913060.2199368__1.2199368	1150298__R7JT48__gsiA_6
ERR1913060.2199556__1.2199556	820__A0A3E4W4Y7__B5G17_02055
ERR1913060.2199560__1.2199560	820__A0A396EWL3__ERS417307_03868
ERR1913060.2199591__1.2199591	820__A0A174DZ97__SAMN05444418_101240
ERR1913060.2199593__1.2199593	1262700__R5XBD0__BN695_00459
ERR1913060.2199674__1.2199674	1262992__R5D6J2__BN795_00288
ERR1913060.2199652__1.2199652	823__D0TGE9__ERS852429_03294
ERR1913060.2199741__1.2199741	853__D4KAK8__C4N21_13380
ERR1913060.2199744__1.2199744	820__A0A173YYG4__evgS_3
ERR1913060.2199879__1.2199879	1550024__G9RXH7__TQ39_11565
ERR1913060.2199914__1.2199914	1262992__R5D3T4__BN795_00483
ERR1913060.2200077__1.2200077	33025__A0A395J910__C8D73_11128
ERR1913060.2200155__1.2200155	818__A0A3E5GY47__SAMN02910322_02002
ERR1913060.2200168__1.2200168	853__A0A2A7B9I6__DW855_13690
ERR1913060.2200311__1.2200311	310298__B3JK99__BACCOP_02328
ERR1913060.2200382__1.2200382	2293125__A0A374BV30__DW917_13395
ERR1913060.2200384__1.2200384	853__A0A174CVG7__CGS58_09335
ERR1913060.2200426__1.2200426	821__R6F3Y1__SAMN04487923_104318
ERR1913060.2200700__1.2200700	357276__D1JZM4__HMPREF1065_01278
ERR1913060.2200738__1.2200738	166486__D4KZ24__ROSINTL182_05766
ERR1913060.2200723__1.2200723	458033__GCA_001482755.1_02203
ERR1913060.2200932__1.2200932	821__A0A0P0M2J4__DXD46_10295
ERR1913060.2201082__1.2201082	301301__G2T5V7__RHOM_15795
ERR1913060.2201115__1.2201115	820__A7V9F9__B5G17_14640
ERR1913060.2201134__1.2201134	214856__A0A174FWM7__ERS852559_00590
ERR1913060.2201136__1.2201136	357276__A0A076IYE6__IY41_04275
ERR1913060.2201228__1.2201228	410072__C0BAH4__COPCOM_02077
ERR1913060.2201241__1.2201241	1262930__R5ZZI5__BN693_01682
ERR1913060.2201493__1.2201493	1262924__R7HPL8__BN585_01826
ERR1913060.2201640__1.2201640	2293125__A0A374C0L7__DW917_11510
ERR1913060.2201761__1.2201761	823__A0A173TMY6__M096_4753
ERR1913060.2201887__1.2201887	823__A0A395YRE1__DXC05_20005
ERR1913060.2202042__1.2202042	328814__GCA_004558275.1_00292
ERR1913060.2202230__1.2202230	166486__D4KVZ0__ERS852572_03130
ERR1913060.2202268__1.2202268	165179__A0A174UTZ7__DXC61_06705
ERR1913060.2202294__1.2202294	357276__A6L053__ABI39_04450
ERR1913060.2202316__1.2202316	46503__R6WWC9__PARMER_03215
ERR1913060.2202338__1.2202338	853__A0A174CVG7__CGS58_09335
ERR1913060.2202467__1.2202467	310298__B3JQJ5__BACCOP_04231
ERR1913060.2202500__1.2202500	338188__A0A174ETX3__ERS852397_01955
ERR1913060.2202548__1.2202548	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913060.2202684__1.2202684	204516__U6RAM4__HMPREF1534_03439
ERR1913060.2202698__1.2202698	165179__D1PHM6__DXC61_06700
ERR1913060.2202747__1.2202747	28116__D4WLZ3__C5Z02_24105
ERR1913060.2202798__1.2202798	410072__A0A173YGR9__ERS852389_00952
ERR1913060.2202906__1.2202906	165179__D1PHC0__PREVCOP_06640
ERR1913060.2202965__1.2202965	218538__C9LPD3__GCWU000321_01411
ERR1913060.2202970__1.2202970	1262930__R6A1N0__BN693_00917
ERR1913060.2203050__1.2203050	544644__GCA_001915615.1_02354
ERR1913060.2203090__1.2203090	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.2203092__1.2203092	33039__A0A173U9Q3__ERS852390_00518
ERR1913060.2203136__1.2203136	28052__R5HJU0__ERS852451_00148
ERR1913060.2203452__1.2203452	853__E2ZGD9__C7J97_11715
ERR1913060.2203478__1.2203478	166486__D4KUM5__afr
ERR1913060.2203638__1.2203638	2293125__A0A374CMK5__DW917_00330
ERR1913060.2203680__1.2203680	46506__B0NUC3__SAMN05444283_1019
ERR1913060.2203804__1.2203804	2293125__A0A374CCM7__DW917_05375
ERR1913060.2203955__1.2203955	216816__A0A395XYV2__APC1468_1887
ERR1913060.2204005__1.2204005	46503__A7AB27__DXB85_00430
ERR1913060.2204074__1.2204074	28118__F9Z8Y7__DHW44_02235
ERR1913060.2204088__1.2204088	2293125__A0A374BSW4__DW917_13420
ERR1913060.2204273__1.2204273	357276__I9QBT4__GV66_09000
ERR1913060.2204292__1.2204292	820__A0A174QT76__B5G17_18060
ERR1913060.2204303__1.2204303	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913060.2204403__1.2204403	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.2204525__1.2204525	310298__B3JJ24__BACCOP_01886
ERR1913060.2204558__1.2204558	218538__C9LQ92__GCWU000321_01724
ERR1913060.2204690__1.2204690	823__A0A073I1X2__DXD05_18820
ERR1913060.2204814__1.2204814	33025__A0A395JEP7__C8D73_10844
ERR1913060.2204796__1.2204796	820__A0A139KG60__M094_2679
ERR1913060.2204933__1.2204933	556259__I0PYL9__BSGG_5205
ERR1913060.2205037__1.2205037	1262911__R6H1M1__BN557_00925
ERR1913060.2205050__1.2205050	2293125__A0A374BY09__DW917_11855
ERR1913060.2205106__1.2205106	821__A0A174WBC9__ERS852556_03145
ERR1913060.2205213__1.2205213	820__A0A139K024__B5G17_02060
ERR1913060.2205460__1.2205460	310298__B3JQD7__BACCOP_04095
ERR1913060.2205489__1.2205489	166486__D4L1H3__sacC
ERR1913060.2205570__1.2205570	410072__A0A174Q9M2__DXD67_05965
ERR1913060.2205807__1.2205807	28116__A0A3D2LPA1__CUY_3388
ERR1913060.2206017__1.2206017	820__A0A139K5E7__DXC68_09550
ERR1913060.2206173__1.2206173	1322__C9L414__CGC63_13635
ERR1913060.2206211__1.2206211	1262930__R6ALR2__BN693_00077
ERR1913060.2206226__1.2206226	28118__F9Z9Z7__B5F99_12650
ERR1913060.2206255__1.2206255	820__A0A174CK74__DXB48_07060
ERR1913060.2206291__1.2206291	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913060.2206322__1.2206322	418240__A0A173XM56__ERS852478_01689
ERR1913060.2206342__1.2206342	357276__I9QBT7__BSEG_03340
ERR1913060.2206708__1.2206708	820__A0A174F0C1__nreB
ERR1913060.2206751__1.2206751	310298__B3JQJ5__BACCOP_04231
ERR1913060.2206898__1.2206898	823__A0A395YRE1__DXC05_20005
ERR1913060.2207314__1.2207314	387661__K5YL92__PRABACTJOHN_01669
ERR1913060.2207391__1.2207391	2293125__A0A374BUM7__DW917_12980
ERR1913060.2207471__1.2207471	821__A0A174V2F3__NCTC10583_01474
ERR1913060.2207639__1.2207639	1150298__A0A174LLX0__dhaD
ERR1913060.2207624__1.2207624	821__A0A0P0M3U7__DXB90_14325
ERR1913060.2207700__1.2207700	29361__B6FRT6__CLONEX_02860
ERR1913060.2207774__1.2207774	823__A0A355XKQ8__DHP27_04010
ERR1913060.2207812__1.2207812	821__A0A174V2F3__NCTC10583_01474
ERR1913060.2207846__1.2207846	33025__A0A395JBU5__C8D73_10423
ERR1913060.2207884__1.2207884	39496__A5Z890__EUBVEN_01930
ERR1913060.2207890__1.2207890	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913060.2207907__1.2207907	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913060.2207869__1.2207869	1262930__R5ZZ59__BN693_01578
ERR1913060.2207978__1.2207978	204516__U6RFV1__HMPREF1534_02560
ERR1913060.2208044__1.2208044	487174__K0WY34__DDY40_07435
ERR1913060.2208167__1.2208167	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.2208178__1.2208178	218538__C9LNQ3__GCWU000321_01176
