ERR1913217.134__1.134	1624__A0A089QH34__B6U42_07040
ERR1913217.520101__1.520101	74426__asnS
ERR1913217.520154__1.520154	301302__R5V4M3__ERS852420_01171
ERR1913217.520213__1.520213	1358__D2BKV8__LLUC08_1640
ERR1913217.520310__1.520310	301301__G2T152__RHOM_05005
ERR1913217.520438__1.520438	1550024__G9RY06__TQ39_00225
ERR1913217.520378__1.520378	1624__A0A385XN09__B6U44_01760
ERR1913217.520474__1.520474	823__A0A395YZ10__NCTC11152_02955
ERR1913217.520498__1.520498	39486__G1WMX5__HMPREF9457_00476
ERR1913217.520685__1.520685	1262700__R5XBD0__BN695_00459
ERR1913217.521048__1.521048	999425__K8MN02__HMPREF9186_02094
ERR1913217.521164__1.521164	1262538__GeneID:16384870
ERR1913217.521117__1.521117	1262992__R5DCU3__BN795_00404
ERR1913217.521196__1.521196	158787__A0A087DBN0__BBSC_0307
ERR1913217.521266__1.521266	239935__A0A2N8I1R3__CXU05_06075
ERR1913217.521530__1.521530	1160721__R6T4W2__RBI_I00237
ERR1913217.521560__1.521560	1262882__R5N1H7__BN519_00735
ERR1913217.521672__1.521672	1262911__R6GPM2__BN557_00937
ERR1913217.521603__1.521603	1262911__R6HN72__BN557_00911
ERR1913217.521754__1.521754	823__A6LEQ6__DXB14_05705
ERR1913217.521706__1.521706	239935__A0A2N8ITX2__CXT86_11265
ERR1913217.521804__1.521804	357276__I9R4T1__IY41_06800
ERR1913217.521852__1.521852	40518__R5DS23__DXD86_01715
ERR1913217.521881__1.521881	820__R9I3Q7__HMPREF1072_01668
ERR1913217.522466__1.522466	821__A0A173XDD3__DXB82_17180
ERR1913217.522643__1.522643	1584__F0HWH2__IV58_GL000145
ERR1913217.522681__1.522681	544580__G9PIK7__BKH24_01990
ERR1913217.522790__1.522790	1472761__GCA_002159295.1_00742
ERR1913217.522826__1.522826	820__A0A3E4W9W8__C801_01069
ERR1913217.522982__1.522982	1358__A0A0B8QUC4__LLCRE1631_01064
ERR1913217.523132__1.523132	1099853__U5CFD2__NSB1T_03705
ERR1913217.523279__1.523279	239935__A0A2N8I3G2__CXT89_00720
ERR1913217.523410__1.523410	39488__C0EWW6__mreD
ERR1913217.523686__1.523686	1624__A0A1Y0F5M4__B6U50_07200
ERR1913217.523766__1.523766	357276__A0A076IRX7__HMPREF1064_00526
ERR1913217.523938__1.523938	820__A0A139KJ23__celCCA
ERR1913217.523983__1.523983	1550024__G9RPC6__TQ39_05630
ERR1913217.524023__1.524023	301302__R5UK77__M72_08681
ERR1913217.524003__1.524003	88431__A0A3D0EY52__ERS852573_01763
ERR1913217.524149__1.524149	820__A0A1Q6IDS8__chtA
ERR1913217.524210__1.524210	820__A0A3E4PYB0__yejM
ERR1913217.524223__1.524223	1263006__R6MPG9__BN515_01866
ERR1913217.524322__1.524322	357276__I9FU68__HMPREF1063_00557
ERR1913217.524386__1.524386	820__A0A174GYA8__DXB64_07370
ERR1913217.524498__1.524498	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913217.524754__1.524754	820__A0A3E4W4Y7__B5G17_02055
ERR1913217.524771__1.524771	116085__D4J3X4__DW747_12270
ERR1913217.524773__1.524773	100886__E2NSF9__rpoB
ERR1913217.524910__1.524910	40518__R5DTP7__DXD83_02415
ERR1913217.525095__1.525095	1624__A0A1Y0F5M4__B6U50_07200
ERR1913217.525132__1.525132	1099853__U5CFJ1__NSB1T_13500
ERR1913217.525156__1.525156	820__A0A174FUG6__DXC91_11265
ERR1913217.525205__1.525205	40518__R5DX93__DXD93_03055
ERR1913217.525381__1.525381	1680__A0A0B5BKZ3__DXD60_01450
ERR1913217.525346__1.525346	39485__C4Z355__ERS852490_01971
ERR1913217.525524__1.525524	357276__A0A076IN21__BSEG_03078
ERR1913217.526270__1.526270	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913217.526191__1.526191	40518__R5E282__DXD86_08940
ERR1913217.526192__1.526192	40518__R5E282__DXD86_08940
ERR1913217.526397__1.526397	820__A0A374Q854__HMPREF1073_03281
ERR1913217.526451__1.526451	820__A0A3E4VZY4__ERS852554_01211
ERR1913217.526643__1.526643	820__A0A174RFI5__SAMN05444418_12240
ERR1913217.526836__1.526836	39488__C0ET55__tauA
ERR1913217.527054__1.527054	214856__I3YPN9__ERS852447_01389
ERR1913217.527154__1.527154	2107999__A0A143T4B6__srtA
ERR1913217.527109__1.527109	552398__F4XCR9__HMPREF0866_01636
ERR1913217.527238__1.527238	151539__GeneID:920474
ERR1913217.527294__1.527294	357276__E5UTL1__HMPREF1065_03551
ERR1913217.527337__1.527337	820__A7VAR9__ERS852421_00197
ERR1913217.527416__1.527416	1550024__A0A0D8IWU5__TQ39_13940
ERR1913217.527577__1.527577	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913217.527755__1.527755	1262882__R5N1R4__BN519_00788
ERR1913217.527799__1.527799	40518__R5E1J7__RBL236_02062
ERR1913217.527814__1.527814	820__R9I324__HMPREF2141_02414
ERR1913217.527942__1.527942	357276__I8WBQ9__HMPREF1065_03212
ERR1913217.528099__1.528099	301301__G2T0A9__RHOM_03910
ERR1913217.528219__1.528219	239935__A0A2N8IRH4__CXT92_05605
ERR1913217.528204__1.528204	357276__I9QWD4__DXD47_15075
ERR1913217.528386__1.528386	626933__H1DGX0__HMPREF9449_01506
ERR1913217.528502__1.528502	301301__A0A395VFD3__ERS852391_02492
ERR1913217.528683__1.528683	820__A7UYX8__DXD40_11635
ERR1913217.528804__1.528804	1262882__R5MSI7__BN519_01601
ERR1913217.528824__1.528824	1262882__R5N3H1__BN519_01121
ERR1913217.528871__1.528871	384638__B7APR0__BACPEC_00666
ERR1913217.528935__1.528935	239935__A0A139TMZ5__CXU00_03150
ERR1913217.528984__1.528984	1263006__R6MMN2__BN515_01202
ERR1913217.528989__1.528989	820__A0A3E4PYB0__yejM
ERR1913217.529122__1.529122	1624__F7QVZ7__A8C52_08820
ERR1913217.529336__1.529336	820__A0A3E4GA19__SAMN05444418_10562
ERR1913217.529646__1.529646	40518__R5DWQ2__DXD93_03810
ERR1913217.529764__1.529764	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913217.529848__1.529848	78258__E6JZB9__PSDT_1437
ERR1913217.529870__1.529870	357276__I8WBQ9__HMPREF1065_03212
ERR1913217.530050__1.530050	552398__T5S086__HMPREF0866_01580
ERR1913217.530147__1.530147	1680__A0A0B5BME4__DXD63_05015
ERR1913217.530304__1.530304	552398__F4XCQ4__HMPREF0866_01621
ERR1913217.530292__1.530292	158787__A0A087DE09__BBSC_0018
ERR1913217.530718__1.530718	1262882__R5N532__BN519_01420
ERR1913217.530726__1.530726	40518__R5DUU0__DXD93_03985
ERR1913217.530915__1.530915	820__A0A3E4VZS7__DXC07_14435
ERR1913217.530923__1.530923	1550024__G9RWW8__TQ39_12140
ERR1913217.531022__1.531022	28116__A0A1Y4Q114__DXF98_00470
ERR1913217.531127__1.531127	78346__A0A087D3Y1__BRUM_1576
ERR1913217.531266__1.531266	40518__R5DYM0__DXD86_08165
ERR1913217.531313__1.531313	1262882__R5N5C3__BN519_01664
ERR1913217.531440__1.531440	820__A0A374QGD2__ERS852421_02382
ERR1913217.531437__1.531437	1550024__G9RWW8__TQ39_12140
ERR1913217.531541__1.531541	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913217.531755__1.531755	556499__U2SFC3__HMPREF0682_2304
ERR1913217.531716__1.531716	1624__A0A0F7PRZ8__BHF65_02010
ERR1913217.532209__1.532209	1624__A0A089QF62__B6U51_07730
ERR1913217.532254__1.532254	301301__G2SZM1__RHOM_00740
ERR1913217.532282__1.532282	40518__R5DQL2__RBATCC27255_00937
ERR1913217.532382__1.532382	1680__A0A0C2VBJ4__birA
ERR1913217.532531__1.532531	61171__B9YCM5__HOLDEFILI_03586
ERR1913217.532607__1.532607	40518__R5E1J7__RBL236_02062
ERR1913217.532770__1.532770	291644__R5J9U3__HMPREF1071_01626
ERR1913217.532920__1.532920	301301__A0A173Z4D5__RHOM_00975
ERR1913217.533026__1.533026	239935__R6IZT7__CXU18_11710
ERR1913217.533356__1.533356	357276__C3RDQ5__HMPREF1065_03827
ERR1913217.533448__1.533448	1262882__R5MND9__BN519_00831
ERR1913217.533466__1.533466	1262911__R6HHR1__BN557_01622
ERR1913217.533543__1.533543	1263006__R6LIU9__BN515_01591
ERR1913217.533677__1.533677	1263006__R6LN71__BN515_01528
ERR1913217.533827__1.533827	1160721__W0U3K4__RBI_I00339
ERR1913217.533924__1.533924	1550024__G9RTD6__TQ39_10825
ERR1913217.533971__1.533971	239935__A0A2N8I6R6__CXU04_04335
ERR1913217.534230__1.534230	357276__I9QBT7__BSEG_03340
ERR1913217.534582__1.534582	116085__D4J7V4__DW747_05820
ERR1913217.534608__1.534608	1680__A0A087DLC6__C8077_00815
ERR1913217.534630__1.534630	1160721__R6T157__BHW50_04000
ERR1913217.534821__1.534821	1624__A0A1V9QAM4__B6U60_01025
ERR1913217.534825__1.534825	357276__A0A076IYE6__IY41_04275
ERR1913217.534948__1.534948	1262882__R5N3T7__BN519_01188
ERR1913217.535090__1.535090	1262882__R5MIY9__BN519_01097
ERR1913217.535094__1.535094	1263006__R6LYS1__BN515_01485
ERR1913217.535162__1.535162	1263000__R5EF60__BN466_01316
ERR1913217.535206__1.535206	1628085__A0A374VPA3__C7386_11438
ERR1913217.535211__1.535211	165179__D1PGU8__PREVCOP_06463
ERR1913217.535477__1.535477	357276__I9R002__HMPREF1064_01826
ERR1913217.535774__1.535774	564886__GeneID:6973115
ERR1913217.535752__1.535752	1263000__R5EZ76__BN466_00319
ERR1913217.535753__1.535753	552398__F4XCQ4__HMPREF0866_01621
ERR1913217.536028__1.536028	239935__A0A139TQT9__Amuc_1197
ERR1913217.536058__1.536058	1965542__A0A1Y4UU91__B5E53_18620
ERR1913217.536059__1.536059	556499__U2QI05__HMPREF0682_1090
ERR1913217.536095__1.536095	1681__A0A0E2ZRM9__DXC70_08430
ERR1913217.536220__1.536220	1624__A0A2A2X0J1__B6U61_06765
ERR1913217.536252__1.536252	552398__F4XCQ4__HMPREF0866_01621
ERR1913217.536357__1.536357	1624__H7G0J2__B6U52_05715
ERR1913217.536390__1.536390	1263006__R6M0N6__BN515_00209
ERR1913217.536346__1.536346	301301__A0A395VEJ3__hupR1
ERR1913217.536675__1.536675	1262882__R5MYP8__BN519_00439
ERR1913217.536742__1.536742	301301__G2T5V7__RHOM_15795
ERR1913217.536693__1.536693	1262911__R6H174__BN557_01246
ERR1913217.536818__1.536818	357276__I9FRW5__B5F95_21685
ERR1913217.536862__1.536862	820__A0A174B4N2__M093_2531
ERR1913217.536873__1.536873	2173__A0A1D2WT96__BK798_08100
ERR1913217.537001__1.537001	1262911__R6GTZ4__BN557_01440
ERR1913217.537062__1.537062	1263006__R6LZM6__BN515_01762
ERR1913217.537292__1.537292	818__A0A3E5HY51__rpfC_2
ERR1913217.537515__1.537515	357276__I8WBQ9__HMPREF1065_03212
ERR1913217.537572__1.537572	1393034__GCA_001552785.1_00510
ERR1913217.537586__1.537586	1262882__R5MFA5__BN519_00331
ERR1913217.537760__1.537760	357276__A0A076IS26__EL88_15950
ERR1913217.537883__1.537883	239935__A0A139TPD4__CXT86_06450
ERR1913217.537898__1.537898	97478__A0A0D4CK14__SAMN05216430_11720
ERR1913217.537928__1.537928	1263006__R6LIE4__BN515_01447
ERR1913217.538205__1.538205	329854__R7DRH1__DXD27_19880
ERR1913217.538225__1.538225	1099853__R7DJI2__NSB1T_00850
ERR1913217.538317__1.538317	357276__C3RA36__HMPREF1065_03270
ERR1913217.538378__1.538378	1550024__A0A0D8J0M2__TQ39_06330
ERR1913217.538440__1.538440	1262992__R5DC96__BN795_01524
ERR1913217.538795__1.538795	1624__A0A089RV33__HMPREF0545_0267
ERR1913217.539097__1.539097	1262882__R5MIC9__BN519_00834
ERR1913217.539298__1.539298	116085__D4JBB3__DW747_02145
ERR1913217.539427__1.539427	1308__Q5M5E4__STER_0585
ERR1913217.539384__1.539384	1263006__R6LWN3__BN515_00808
ERR1913217.539404__1.539404	1262882__R5MYI1__BN519_00416
ERR1913217.539435__1.539435	820__A0A139K4T0__ERS852510_03146
ERR1913217.539650__1.539650	301301__A0A395V7G5__RHOM_16755
ERR1913217.539698__1.539698	357276__A0A076IRZ5__BACDOR_00630
ERR1913217.539658__1.539658	1263006__R6LRT3__BN515_00657
ERR1913217.539736__1.539736	214856__R6Y6H8__ERS852447_01719
ERR1913217.539743__1.539743	1262882__R5MLA4__BN519_01536
ERR1913217.540029__1.540029	820__A0A174A6K0__M093_0079
ERR1913217.540030__1.540030	820__A0A139KJ23__celCCA
ERR1913217.540172__1.540172	1263006__R6LY37__BN515_01224
ERR1913217.540394__1.540394	360807__C0FVL1__ERS852392_00394
ERR1913217.540627__1.540627	1262911__R6H1D2__BN557_00855
ERR1913217.540733__1.540733	1624__D8ILJ0__A8C40_05830
ERR1913217.540958__1.540958	1685__A0A2X0Z9D6__CYJ38_03705
ERR1913217.540946__1.540946	239935__A0A2N8HB50__CXU17_02615
ERR1913217.541099__1.541099	1263006__R6LXG0__BN515_01067
ERR1913217.541226__1.541226	357276__A0A0M1W657__HMPREF1064_04629
ERR1913217.541352__1.541352	357276__B6VVS0__HMPREF1064_03951
ERR1913217.541276__1.541276	301301__A0A395VAJ9__RHOM_06125
ERR1913217.541466__1.541466	820__A0A3E4RUC4__DHU98_02635
ERR1913217.541438__1.541438	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913217.541449__1.541449	239935__A0A2N8I693__CXU17_08410
ERR1913217.541753__1.541753	820__A0A3E4G493__ERS417307_00253
ERR1913217.541893__1.541893	1263006__R6LHU1__BN515_01203
ERR1913217.542020__1.542020	357276__I9R994__BACDOR_04044
ERR1913217.542358__1.542358	357276__I8WML9__DXD47_10570
ERR1913217.542322__1.542322	74426__purL
ERR1913217.542453__1.542453	357276__A0A174L570__GV66_05720
ERR1913217.542490__1.542490	40518__R5E4Y8__RBATCC27255_01448
ERR1913217.542531__1.542531	357276__A0A076ISD9__EL88_07480
ERR1913217.542569__1.542569	1262882__R5MPY4__BN519_01128
ERR1913217.542638__1.542638	301302__A0A173SJJ1__ERS852420_01411
ERR1913217.542784__1.542784	2173__R7PYR7__BK798_01375
ERR1913217.542861__1.542861	301301__A0A395VA63__sbcC
ERR1913217.542877__1.542877	1263006__R6LWN2__BN515_02179
ERR1913217.543040__1.543040	1432052__A0A1E3UK83__BEI61_05652
ERR1913217.543042__1.543042	1624__F7QS65__A8C45_05765
ERR1913217.543231__1.543231	357276__I9RCD3__IY41_15070
ERR1913217.543255__1.543255	214856__A0A173YXX1__ERS852559_01651
ERR1913217.543321__1.543321	1262911__R6GPL1__BN557_00927
ERR1913217.543483__1.543483	1262803__R6NL95__BN649_00814
ERR1913217.543654__1.543654	100886__A0A174K0P2__cysA_2
ERR1913217.544180__1.544180	1358__H5SWP5__ML8_0138
ERR1913217.544264__1.544264	301301__A0A395VA65__eutA
ERR1913217.544357__1.544357	1099853__U5CM58__NSB1T_09885
ERR1913217.544421__1.544421	2173__A0A1D2WSY6__Msm_1050
ERR1913217.544518__1.544518	239935__A0A2N8IRW0__A4V05_11620
ERR1913217.544761__1.544761	1624__A0A1D7TQ42__A8C45_07580
ERR1913217.544810__1.544810	1262911__R6HN87__BN557_00926
ERR1913217.544829__1.544829	2107999__A0A087QBI7__HMPREF0514_11546
ERR1913217.544779__1.544779	301301__A0A395VA18__RHOM_11700
ERR1913217.544781__1.544781	39492__D4JRP0__yetF
ERR1913217.544919__1.544919	1263006__R6LZ65__BN515_01602
ERR1913217.545081__1.545081	820__A7V859__ERS852462_00341
ERR1913217.545086__1.545086	820__A0A173WZS4__DXD90_10250
ERR1913217.545054__1.545054	1262882__R5MYP8__BN519_00439
ERR1913217.545136__1.545136	78258__I8AQU0__A200_02985
ERR1913217.545182__1.545182	1262882__R5N1Z9__BN519_01020
ERR1913217.545298__1.545298	820__A0A139K8N1__ERS852554_00951
ERR1913217.545384__1.545384	1550024__G9RWR2__TQ39_04385
ERR1913217.545561__1.545561	1262911__R6HN87__BN557_00926
ERR1913217.545678__1.545678	1262924__R7HKZ9__BN585_01304
ERR1913217.545729__1.545729	853__A0A2A7A4A9__C4N21_14870
ERR1913217.545914__1.545914	357276__C3RA36__HMPREF1065_03270
ERR1913217.546054__1.546054	40518__R5DME2__DXD86_07315
ERR1913217.546097__1.546097	820__A0A3E4VZT7__DXB48_16145
ERR1913217.546238__1.546238	820__A0A1T4IY80__ERS852554_01621
ERR1913217.546267__1.546267	1624__A0A385XP25__HMPREF9269_0593
ERR1913217.546269__1.546269	39486__R6T6H0__DORFOR_01471
ERR1913217.546417__1.546417	74426__thrZ
ERR1913217.546350__1.546350	1550024__G9RWE0__TQ39_04155
ERR1913217.546352__1.546352	1624__A0A385XNP0__A8C54_05230
ERR1913217.546487__1.546487	1550024__A0A0W7TN61__ASJ35_14460
ERR1913217.546528__1.546528	1318__W1VIP5__HMPREF9626_0938
ERR1913217.546539__1.546539	227943__C8P7G4__HMPREF0494_1258
ERR1913217.546640__1.546640	1632__C8P510__HMPREF9102_1950
ERR1913217.546663__1.546663	1263006__R6LWP7__BN515_00823
ERR1913217.546763__1.546763	357276__E5UTL1__HMPREF1065_03551
ERR1913217.546950__1.546950	1681__A0A151CB13__B0156_0656
ERR1913217.546990__1.546990	1262911__R6GLH3__BN557_00339
ERR1913217.547036__1.547036	239935__A0A2N8I390__CXU16_10675
ERR1913217.547075__1.547075	357276__A0A076IYG1__B5F95_22465
ERR1913217.547144__1.547144	28116__I8YA52__M088_0798
ERR1913217.547153__1.547153	239935__R6JAS2__CXU02_10725
ERR1913217.547176__1.547176	154046__A0A174H837__melR_4
ERR1913217.547255__1.547255	671232__E6J2M6__HMPREF1043_0031
ERR1913217.547321__1.547321	1262911__R6GXH0__BN557_00389
ERR1913217.547390__1.547390	239935__A0A2N8HT44__CXT84_11035
ERR1913217.547431__1.547431	1262911__R6GY22__BN557_00023
ERR1913217.547586__1.547586	51369__GeneID:951701
ERR1913217.547711__1.547711	712121__L1PFE6__HMPREF9061_01673
ERR1913217.547876__1.547876	1550024__A0A0D8IYB1__TQ39_12130
ERR1913217.547930__1.547930	1681__K2IQE2__uvrD
ERR1913217.547990__1.547990	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913217.548122__1.548122	158787__A0A087DJ14__BBSC_2275
ERR1913217.548030__1.548030	820__A0A374Q854__HMPREF1073_03281
ERR1913217.548139__1.548139	610243__A0A060QJF7__ASAP_2763
ERR1913217.548323__1.548323	40518__R5DZI2__DXD93_06940
ERR1913217.548361__1.548361	216816__E8MH24__APS65_02760
ERR1913217.548317__1.548317	40518__R5DYU1__DXD86_01160
ERR1913217.548500__1.548500	2173__R7PWI5__rplJ
ERR1913217.548597__1.548597	1263107__GCA_000436995.1_00132
ERR1913217.548673__1.548673	1550024__G9RWE3__TQ39_04170
ERR1913217.548608__1.548608	1263006__R6M0N6__BN515_00209
ERR1913217.548702__1.548702	1262911__R6H2J2__BN557_01228
ERR1913217.548802__1.548802	1262911__R6HN81__BN557_00921
ERR1913217.548860__1.548860	1263006__R6LG93__BN515_00770
ERR1913217.548979__1.548979	1263006__R6LZ17__BN515_01569
ERR1913217.549013__1.549013	40518__R5DYM0__DXD86_08165
ERR1913217.549116__1.549116	1358__D2BKH7__DRA4_2076
ERR1913217.549143__1.549143	40518__R5DUG7__sbcC
ERR1913217.549196__1.549196	1550024__A0A0D8IYB1__TQ39_12130
ERR1913217.549225__1.549225	820__A0A3E4W984__pssA
ERR1913217.549438__1.549438	2173__A5UK74__pyrP
ERR1913217.549582__1.549582	820__A0A174NUS8__DXC80_12885
ERR1913217.549723__1.549723	239935__A0A2N8IRW0__A4V05_11620
ERR1913217.549796__1.549796	820__A0A3E4W6P0__gmhA
ERR1913217.549940__1.549940	40518__R5E328__DXD86_08885
ERR1913217.549964__1.549964	820__A0A3E5BMG9__DXD40_05130
ERR1913217.550065__1.550065	820__A0A174M9V5__M093_0237
ERR1913217.550119__1.550119	1358__A0A0B8QLF0__P620_08105
ERR1913217.550402__1.550402	158787__A0A087DGS5__BSCA_0777
ERR1913217.550474__1.550474	1263006__R6LWN3__BN515_00808
ERR1913217.550545__1.550545	1262882__R5MRS7__BN519_01490
ERR1913217.550547__1.550547	1550024__A0A0D8J3J4__TQ39_01275
ERR1913217.550816__1.550816	671232__E6J3D1__CYK09_02140
ERR1913217.550842__1.550842	239935__A0A2N8IMC3__CXT96_03840
ERR1913217.550983__1.550983	1262911__R6H2B5__BN557_01151
ERR1913217.551120__1.551120	40518__R5DZB3__RB5AMG_01719
ERR1913217.551136__1.551136	1299998__GCA_001494635.1_02003
ERR1913217.551168__1.551168	354260__GeneID:1260677
ERR1913217.551424__1.551424	1099853__U5CN37__NSB1T_00425
ERR1913217.551425__1.551425	239935__A0A139TPU7__CXT91_06575
ERR1913217.551492__1.551492	1703337__A0A2U0U7Q7__C7379_11089
ERR1913217.551619__1.551619	1262911__R6GPI7__BN557_00907
ERR1913217.551765__1.551765	40518__R5DUG7__sbcC
ERR1913217.551851__1.551851	1624__A0A385XMV1__A8C39_06675
ERR1913217.552002__1.552002	823__A0A395YRW4__DD466_15895
ERR1913217.552427__1.552427	1263006__R6LN71__BN515_01528
ERR1913217.552579__1.552579	1262992__R5D6G0__BN795_00277
ERR1913217.552793__1.552793	1681__A0A0M4LK35__LMG13200_0631
ERR1913217.552817__1.552817	357276__A0A076IN30__DXD47_09350
ERR1913217.553068__1.553068	28116__A0A1Y4Q112__evgS_13
ERR1913217.553118__1.553118	69974__A0A090FEL8__MPL3365_630008
ERR1913217.553152__1.553152	1550024__A0A3B9WG46__ASJ35_14590
ERR1913217.553154__1.553154	2108523__A0A2P2F214__LAWASA_27
ERR1913217.553220__1.553220	1681__K2H7F8__A0008_1255
ERR1913217.553300__1.553300	1263006__R6LJG8__BN515_01754
ERR1913217.553411__1.553411	1624__A0A1V9SBR7__A8C51_00080
ERR1913217.553648__1.553648	1099853__U5CJT6__NSB1T_13895
ERR1913217.553716__1.553716	1624__A0A1Y0F5M4__B6U50_07200
ERR1913217.553659__1.553659	1600__A0A3D5T4W0__FC77_GL001488
ERR1913217.553804__1.553804	239935__A0A139TM51__CXT91_12120
ERR1913217.554068__1.554068	74426__rpsS
ERR1913217.554189__1.554189	820__A0A3E4PYB0__yejM
ERR1913217.554247__1.554247	357276__A0A076IS73__GV66_00410
ERR1913217.554324__1.554324	1262992__R5CXL9__BN795_01014
ERR1913217.554362__1.554362	1550024__A0A3B9WGK5__TQ39_08450
ERR1913217.554772__1.554772	239935__A0A2N8IRL2__CXU06_01170
ERR1913217.554872__1.554872	1624__A0A2A2X4D0__SMXD51_05133
ERR1913217.554873__1.554873	1680__A0A174BEE7__BSTER_1311
ERR1913217.554972__1.554972	1680__A0A0C2VBJ4__birA
ERR1913217.555088__1.555088	1263006__R6LX07__BN515_00935
ERR1913217.555212__1.555212	1263000__R5ER71__BN466_00316
ERR1913217.555253__1.555253	40518__R5DV66__DXD83_04215
ERR1913217.555308__1.555308	357276__A0A076J4B1__DXD47_03445
ERR1913217.555417__1.555417	28116__A0A078Q626__HMPREF1070_02735
ERR1913217.555505__1.555505	40518__R5DZE2__DXD86_07400
ERR1913217.555525__1.555525	820__A0A139K5A6__DXB48_12175
ERR1913217.555551__1.555551	820__A0A139K0J1__HMPREF2141_03205
ERR1913217.555615__1.555615	1262911__R6GPA9__BN557_00286
ERR1913217.555758__1.555758	357276__A0A076ISD9__EL88_07480
ERR1913217.556064__1.556064	1624__H7G0N5__B6U38_06505
ERR1913217.556067__1.556067	151539__GeneID:920469
ERR1913217.556049__1.556049	1318__I1ZPN1__NCTC12854_02060
ERR1913217.556307__1.556307	357276__B6VT86__IY41_22515
ERR1913217.556505__1.556505	1624__Q1WRR9__A8C45_02380
ERR1913217.556568__1.556568	239935__A0A139TMD2__CXU18_02250
ERR1913217.556664__1.556664	1628085__A0A2U1AX94__C7386_1283
ERR1913217.556742__1.556742	214856__I3YPI7__pepD_1
ERR1913217.556829__1.556829	39492__D4JT87__clpC
ERR1913217.556919__1.556919	820__A0A1T4IYF4__mprA_1
ERR1913217.557230__1.557230	88431__A6BDF9__ERS852573_01553
ERR1913217.557436__1.557436	2173__A0A1D2WS87__BK798_03170
ERR1913217.557441__1.557441	40518__R5E6U1__yunB
ERR1913217.557464__1.557464	1472761__GCA_002159295.1_00744
ERR1913217.557573__1.557573	820__A0A139K5A6__DXB48_12175
ERR1913217.557579__1.557579	1308__G6ERN5__A9497_05625
ERR1913217.557553__1.557553	357276__C3R9Y0__HMPREF1064_01889
ERR1913217.557809__1.557809	239935__R7E524__CXT91_06180
ERR1913217.557811__1.557811	40518__R5DWP7__ansA
ERR1913217.558004__1.558004	357276__A0A076INK2__BSEG_04225
ERR1913217.558049__1.558049	360807__C0FN02__ERS852392_01841
ERR1913217.558119__1.558119	357276__A0A0K2HI25__DXD47_04465
ERR1913217.558182__1.558182	1263006__R6LI44__BN515_01329
ERR1913217.558277__1.558277	301302__A0A173QV75__M72_03601
ERR1913217.558282__1.558282	1735__B7CDW5__EUBIFOR_02400
ERR1913217.558365__1.558365	1680__A0A087DLC6__C8077_00815
ERR1913217.558442__1.558442	1263006__R6LY93__BN515_00695
ERR1913217.558420__1.558420	1099853__U5CKM5__NSB1T_03870
