ERR1913143.22__1.22	40518__R5DP61__DXD86_06345
ERR1913143.628964__1.628964	820__A0A3E4W9D9__B5G17_12400
ERR1913143.629024__1.629024	239935__A0A2N8I1R3__CXU05_06075
ERR1913143.629044__1.629044	46506__A0A3E4USX2__BACSTE_03107
ERR1913143.629278__1.629278	853__A0A2A7B9I6__DW855_13690
ERR1913143.629308__1.629308	823__E1YSG0__DHP27_00465
ERR1913143.629456__1.629456	239935__A0A2N8HPS5__Amuc_0950
ERR1913143.629572__1.629572	410072__A0A173R8S3__DXD67_02940
ERR1913143.629590__1.629590	823__A0A173VPM3__DHW69_17170
ERR1913143.629812__1.629812	820__A0A3E4G493__ERS417307_00253
ERR1913143.629854__1.629854	820__A0A3E4G826__C801_01612
ERR1913143.630031__1.630031	1262882__R5MIQ8__BN519_01036
ERR1913143.630053__1.630053	338188__A0A173XHS4__BACFIN_08438
ERR1913143.630287__1.630287	820__A0A139K4W1__M093_0353
ERR1913143.630389__1.630389	1262882__R5N3T7__BN519_01188
ERR1913143.630486__1.630486	239935__A0A2N8HM32__CXT85_08075
ERR1913143.630496__1.630496	239935__A0A2N8HDT1__CXT94_05270
ERR1913143.630607__1.630607	47678__R5UT83__DW706_09750
ERR1913143.630649__1.630649	1550024__A0A0D8J3J4__TQ39_01275
ERR1913143.630696__1.630696	1150298__A0A174SLE6__mlc_1
ERR1913143.630781__1.630781	357276__A0A076IIL0__EL88_03065
ERR1913143.630803__1.630803	39496__A5Z7I6__EUBVEN_01673
ERR1913143.630948__1.630948	818__A0A2J6AAA9__NCTC10582_00162
ERR1913143.630951__1.630951	820__A7VAR9__ERS852421_00197
ERR1913143.630972__1.630972	40518__R5DQK2__DXD93_03730
ERR1913143.631174__1.631174	40518__R5DVL2__penA
ERR1913143.631418__1.631418	40520__A5ZRI6__DXC87_12175
ERR1913143.631582__1.631582	1628085__A0A2U1B7S9__C7386_11634
ERR1913143.631659__1.631659	823__A0A173UDF6__CEQ22_003270
ERR1913143.631714__1.631714	239935__A0A2N8IHY1__CXU06_00035
ERR1913143.631715__1.631715	239935__A0A2N8ITG2__Amuc_0335
ERR1913143.631931__1.631931	820__R9HP61__DXC91_01090
ERR1913143.631972__1.631972	357276__I9QWD4__DXD47_15075
ERR1913143.632003__1.632003	239935__A0A2N8HQR1__Amuc_0287
ERR1913143.632224__1.632224	239935__A0A2N8IKW7__pstA
ERR1913143.632294__1.632294	818__A0A174VDI6__BSIG_1023
ERR1913143.632319__1.632319	39492__D4JRV7__EUBSIR_01513
ERR1913143.632326__1.632326	820__R9I2U8__DXC68_09590
ERR1913143.632344__1.632344	357276__A0A0M1VZP2__IY41_00605
ERR1913143.632448__1.632448	820__A0A174A6K0__M093_0079
ERR1913143.632610__1.632610	239935__R7E524__CXT91_06180
ERR1913143.632570__1.632570	360807__C0FNM4__ERS852444_01447
ERR1913143.632741__1.632741	820__A7V470__HMPREF1072_02076
ERR1913143.632879__1.632879	820__R9HUV5__HMPREF2141_02582
ERR1913143.633034__1.633034	1262882__R5MYP8__BN519_00439
ERR1913143.632996__1.632996	1262882__R5N2A9__BN519_00921
ERR1913143.633048__1.633048	820__A0A174F0C1__nreB
ERR1913143.633092__1.633092	214856__E4MF20__Alfi_0697
ERR1913143.633098__1.633098	1262882__R5MF43__BN519_00282
ERR1913143.633248__1.633248	818__Q8A3R2__C799_03293
ERR1913143.633394__1.633394	328814__GCA_004558275.1_01003
ERR1913143.633755__1.633755	371601__F7M533__ERS852396_01023
ERR1913143.633782__1.633782	47678__R5U3D5__DW706_05635
ERR1913143.634005__1.634005	820__A0A174Q0F0__DXB48_08080
ERR1913143.634031__1.634031	33039__A0A174ZCB2__ERS852577_04014
ERR1913143.634057__1.634057	360807__A0A396AIL7__RIL183_26291
ERR1913143.634157__1.634157	239935__A0A2N8HH03__CXU09_08875
ERR1913143.634343__1.634343	239935__R6J9Y2__CXT85_07000
ERR1913143.634378__1.634378	820__A0A3E4FZM1__adaA_2
ERR1913143.634891__1.634891	292800__G9YRY4__HMPREF9460_01750
ERR1913143.634872__1.634872	823__A0A395Z066__M091_0663
ERR1913143.635103__1.635103	39492__R6SPM9__pheT
ERR1913143.635113__1.635113	1262882__R5MFY4__BN519_00529
ERR1913143.635461__1.635461	371601__F7LHU5__B5E52_04280
ERR1913143.635479__1.635479	649756__E5VJ94__CL2_21810
ERR1913143.635502__1.635502	1550024__A0A3B9WIA4__TQ39_14495
ERR1913143.635596__1.635596	818__D7I7V5__BJP75_001030
ERR1913143.635619__1.635619	46506__A0A120A3P8__SAMN05444283_1172
ERR1913143.635766__1.635766	820__A0A174GYA8__DXB64_07370
ERR1913143.635792__1.635792	820__R7E9Z4__DXC68_06065
ERR1913143.635870__1.635870	1262911__R6H1B2__BN557_00840
ERR1913143.635970__1.635970	1262882__R5MHZ2__BN519_00742
ERR1913143.636095__1.636095	239935__A0A3F3K985__CXT98_05805
ERR1913143.636131__1.636131	338188__R6SAC6__ERS852397_01653
ERR1913143.636151__1.636151	239935__A0A139TVJ4__CXT86_02020
ERR1913143.636245__1.636245	47678__R5U7A9__C5Z00_03635
ERR1913143.636349__1.636349	1262882__R5N3H1__BN519_01121
ERR1913143.636407__1.636407	39491__A0A396FQV7__T1815_10751
ERR1913143.636445__1.636445	1263000__R5EHI3__BN466_01684
ERR1913143.636475__1.636475	357276__D1K3K9__EL88_23995
ERR1913143.636559__1.636559	371601__I9AGU6__CW1_2721
ERR1913143.636652__1.636652	853__A8S882__C4N23_07600
ERR1913143.636674__1.636674	239935__A0A2N8IU45__DEF40_02365
ERR1913143.636685__1.636685	1263000__R5EGP9__BN466_01419
ERR1913143.636733__1.636733	239935__A0A2N8IKW7__pstA
ERR1913143.636790__1.636790	239935__A0A139TPD4__CXT86_06450
ERR1913143.636816__1.636816	239935__A0A2N8HMQ8__pgsA
ERR1913143.636836__1.636836	1262882__R5MQ63__BN519_01173
ERR1913143.636889__1.636889	820__A0A139K4W1__M093_0353
ERR1913143.636896__1.636896	820__A0A139K8X8__DXC80_17665
ERR1913143.637015__1.637015	239935__A0A2N8IU14__ADH72_05655
ERR1913143.637274__1.637274	239935__A0A2N8ITG2__Amuc_0335
ERR1913143.637308__1.637308	1263006__R6LYW4__BN515_01529
ERR1913143.637397__1.637397	46503__R6X5W5__HMPREF1078_03156
ERR1913143.637421__1.637421	820__A0A3E4WA06__ERS852554_03404
ERR1913143.637573__1.637573	47678__A5ZBL9__C5Z00_18710
ERR1913143.637934__1.637934	823__A0A073I1X2__DXD05_18820
ERR1913143.638071__1.638071	357276__A0A0K2HG61__BACDOR_02028
ERR1913143.638154__1.638154	239935__A0A139TVJ4__CXT86_02020
ERR1913143.638391__1.638391	1550024__A0A0W7TN76__ASJ35_14555
ERR1913143.638535__1.638535	1965576__A0A1Y4LFI5__B5F19_08625
ERR1913143.638537__1.638537	823__A6LGI3__DXB14_09215
ERR1913143.638812__1.638812	1263000__R5EDV4__BN466_01097
ERR1913143.638866__1.638866	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.638912__1.638912	165179__A0A3E5DX33__PREVCOP_05190
ERR1913143.639044__1.639044	1501391__GCA_000786575.1_00103
ERR1913143.639161__1.639161	239935__A0A139TPG3__CXT86_08810
ERR1913143.639174__1.639174	239935__A0A2N8IFA0__CXT92_02050
ERR1913143.639139__1.639139	214856__I3YK71__ERS852559_02472
ERR1913143.639268__1.639268	154046__A0A3E3DLN1__HMPREF1093_03048
ERR1913143.639387__1.639387	371601__D6CXF7__BN891_50120
ERR1913143.639428__1.639428	239935__R7E524__CXT91_06180
ERR1913143.639727__1.639727	1263000__R5EK86__BN466_02022
ERR1913143.639621__1.639621	357276__B6W1J2__BACDOR_03380
ERR1913143.639687__1.639687	239935__A0A2N8IVK9__CXU08_03750
ERR1913143.639840__1.639840	1501391__GCA_000786575.1_00042
ERR1913143.640004__1.640004	2292284__A0A374V8M3__DXC10_12345
ERR1913143.640010__1.640010	649756__B0P1V2__ERS852475_00214
ERR1913143.640035__1.640035	338188__A0A173XHS4__BACFIN_08438
ERR1913143.640165__1.640165	820__A0A3E4W984__pssA
ERR1913143.640200__1.640200	239935__A0A2N8I9P4__CXT85_05050
ERR1913143.640466__1.640466	239935__A0A2N8I5A2__DEF40_08455
ERR1913143.640467__1.640467	818__A0A174N1L6__ERS852511_02039
ERR1913143.640678__1.640678	46506__S3YD95__AA415_02538
ERR1913143.640729__1.640729	820__A0A3E4WA06__ERS852554_03404
ERR1913143.640746__1.640746	853__D4KAK8__C4N21_13380
ERR1913143.640782__1.640782	239935__A0A2N8HM32__CXT85_08075
ERR1913143.640864__1.640864	1262882__R5N4I8__BN519_01293
ERR1913143.641214__1.641214	371601__A0A0J9FJQ6__HMPREF1074_04066
ERR1913143.641228__1.641228	239935__R7DVW2__CXU02_03915
ERR1913143.641427__1.641427	239935__A0A2N8IMC9__CXU09_02095
ERR1913143.641437__1.641437	40518__A0A1C6H8C4__DXD93_02535
ERR1913143.641692__1.641692	818__A0A3E5H650__C799_01514
ERR1913143.641710__1.641710	820__A0A3E4RU03__M093_0563
ERR1913143.641800__1.641800	818__C6ILT7__BSIG_2708
ERR1913143.641961__1.641961	1297617__A0A0S2W8C3__C7373_10789
ERR1913143.642075__1.642075	47678__R5U7A9__C5Z00_03635
ERR1913143.642405__1.642405	1262980__R5C0H7__BN814_00054
ERR1913143.642488__1.642488	1150298__A0A174I2L4__ERS852535_01377
ERR1913143.642526__1.642526	818__Q8A3A6__Btheta7330_00071
ERR1913143.642574__1.642574	239935__A0A2N8J2P6__ADH72_06730
ERR1913143.642623__1.642623	100884__E7G5T0__DXB30_05010
ERR1913143.642912__1.642912	1262882__R5MIQ8__BN519_01036
ERR1913143.643080__1.643080	40518__R5E6X5__sbcD
ERR1913143.643193__1.643193	239935__A0A2N8HT18__CXT93_06135
ERR1913143.643218__1.643218	1263000__R5EFY3__BN466_01416
ERR1913143.643241__1.643241	820__A7V470__HMPREF1072_02076
ERR1913143.643266__1.643266	820__A0A374Q351__DXD40_05850
ERR1913143.643362__1.643362	239935__A0A2N8IG27__CXT85_07805
ERR1913143.643365__1.643365	1501391__GCA_000786575.1_00006
ERR1913143.643441__1.643441	357276__I9G0T7__BACDOR_04266
ERR1913143.643729__1.643729	40518__R5E5W1__RBL263_01034
ERR1913143.643937__1.643937	1262980__R5C0H7__BN814_00054
ERR1913143.644050__1.644050	239935__B2UNC5__B5G29_07685
ERR1913143.644137__1.644137	820__A7V470__HMPREF1072_02076
ERR1913143.644170__1.644170	357276__B6VT86__IY41_22515
ERR1913143.644547__1.644547	33039__A0A173VSH9__ERS852530_05439
ERR1913143.644738__1.644738	291645__I8XPK0__HMPREF1068_01554
ERR1913143.644761__1.644761	214856__A0A173YXX1__ERS852559_01651
ERR1913143.644912__1.644912	328814__GCA_004558275.1_00294
ERR1913143.645046__1.645046	357276__I9R4T1__IY41_06800
ERR1913143.645441__1.645441	239935__A0A2N8HQR1__Amuc_0287
ERR1913143.645463__1.645463	39492__D4JUD7__EUBSIR_01877
ERR1913143.645804__1.645804	1262882__R5MMP8__BN519_01654
ERR1913143.645812__1.645812	820__R9I3Q7__HMPREF1072_01668
ERR1913143.645839__1.645839	357276__A0A076J8D4__HMPREF1064_00553
ERR1913143.645906__1.645906	820__A0A139K8X8__DXC80_17665
ERR1913143.646063__1.646063	1262882__R5MY46__BN519_00355
ERR1913143.646383__1.646383	1262911__R6GY22__BN557_00023
ERR1913143.646652__1.646652	820__A0A139KIL9__DXC68_05945
ERR1913143.646688__1.646688	116085__D4J5G5__DW747_05425
ERR1913143.647141__1.647141	239935__A0A139TPD4__CXT86_06450
ERR1913143.647205__1.647205	1262882__R5MPL0__BN519_01038
ERR1913143.647402__1.647402	46506__R6LDN0__HMPREF1181_03103
ERR1913143.647547__1.647547	820__A0A3E4VZT7__DXB48_16145
ERR1913143.647662__1.647662	239935__A0A2N8I3G2__CXT89_00720
ERR1913143.647614__1.647614	1263000__R5EK63__BN466_02075
ERR1913143.647624__1.647624	820__A0A174Q0F0__DXB48_08080
ERR1913143.647864__1.647864	46506__A0A108TBL0__BACSTE_01998
ERR1913143.648079__1.648079	1160721__W0U1Y5__BHW50_01965
ERR1913143.648141__1.648141	357276__I9G0T7__BACDOR_04266
ERR1913143.648415__1.648415	239935__A0A2N8I1R3__CXU05_06075
ERR1913143.648536__1.648536	818__A0A1H7L4U6__BSIG_3287
ERR1913143.648784__1.648784	239935__A0A2N8I3Z7__CXU05_10555
ERR1913143.648799__1.648799	820__A0A174B4N2__M093_2531
ERR1913143.649041__1.649041	39492__D4JVC7__yfgF
ERR1913143.649169__1.649169	218538__C9LQG5__GCWU000321_01796
ERR1913143.649261__1.649261	239935__A0A2N8IYM5__CXT84_05130
ERR1913143.649411__1.649411	239935__A0A2N8IRW0__A4V05_11620
ERR1913143.649419__1.649419	823__A0A395YRE1__DXC05_20005
ERR1913143.649452__1.649452	394340__tufA
ERR1913143.649520__1.649520	357276__A0A0K2HKT7__B5F95_21090
ERR1913143.649986__1.649986	418240__A0A396LB78__yehT_1
ERR1913143.650077__1.650077	338188__C9L0Q5__HMPREF1057_02404
ERR1913143.650084__1.650084	821__A0A395VIK7__BVU_1225
ERR1913143.650139__1.650139	1262882__R5N2E1__BN519_01117
ERR1913143.650231__1.650231	818__Q8A112__BT_3859
ERR1913143.650334__1.650334	239935__A0A2N8IMC9__CXU09_02095
ERR1913143.650448__1.650448	820__A0A3E4G493__ERS417307_00253
ERR1913143.650537__1.650537	818__A0A3E5HN77__HMPREF2534_00072
ERR1913143.650500__1.650500	820__A0A3E4XM43__DXC91_13960
ERR1913143.650747__1.650747	357276__A0A0K2HG61__BACDOR_02028
ERR1913143.650765__1.650765	820__A0A396EWL3__ERS417307_03868
ERR1913143.650870__1.650870	116085__D4JBM5__DW747_01240
ERR1913143.650956__1.650956	820__A0A139K4W5__HMPREF2141_02394
ERR1913143.650963__1.650963	1263000__R5EGY6__BN466_00973
ERR1913143.651425__1.651425	310298__B3JQJ5__BACCOP_04231
ERR1913143.651408__1.651408	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.651711__1.651711	338188__R6S8N0__BACFIN_06127
ERR1913143.651725__1.651725	410072__C0B733__ERS852525_00482
ERR1913143.651813__1.651813	1501391__GCA_000786575.1_00026
ERR1913143.651828__1.651828	820__A0A1T4IY71__HMPREF2141_02402
ERR1913143.651943__1.651943	818__A0A174RX04__BJP75_008800
ERR1913143.651990__1.651990	39492__D4JUR4__ERS852540_01427
ERR1913143.652312__1.652312	239935__A0A2N8HT44__CXT84_11035
ERR1913143.652364__1.652364	357276__A0A076INK2__BSEG_04225
ERR1913143.652463__1.652463	1262882__R5MJJ9__BN519_01035
ERR1913143.652630__1.652630	239935__A0A139TT05__CXU09_03335
ERR1913143.652810__1.652810	1262882__R5MYX5__BN519_00333
ERR1913143.652916__1.652916	47678__R5UXY0__CGC64_03535
ERR1913143.652954__1.652954	239935__A0A2N8IHY1__CXU06_00035
ERR1913143.652978__1.652978	46503__A0A3E4ZW69__DXB85_02690
ERR1913143.653532__1.653532	239935__A0A3F3K9J9__DEF40_00940
ERR1913143.653536__1.653536	239935__A0A139TVH7__CXU22_00215
ERR1913143.653712__1.653712	357276__I8WPR6__EL88_06675
ERR1913143.653675__1.653675	239935__A0A2N8IVK9__CXU08_03750
ERR1913143.653790__1.653790	28118__F9ZAB4__B5F93_06270
ERR1913143.654088__1.654088	1262882__R5MPL0__BN519_01038
ERR1913143.654053__1.654053	239935__A0A139TPU7__CXT91_06575
ERR1913143.654137__1.654137	239935__A0A2N8IYM5__CXT84_05130
ERR1913143.654180__1.654180	239935__A0A2N8ITG2__Amuc_0335
ERR1913143.654538__1.654538	410072__A0A3E4GRE0__DXD67_07105
ERR1913143.654640__1.654640	47678__R5UG30__ERS852558_03525
ERR1913143.654685__1.654685	1550024__G9RWC0__ASJ35_03560
ERR1913143.654706__1.654706	47678__R5UZR1__CGC64_00800
ERR1913143.654968__1.654968	2292284__A0A374V8M3__DXC10_12345
ERR1913143.655182__1.655182	291645__I8XPK0__HMPREF1068_01554
ERR1913143.655199__1.655199	818__A0A3E5HY51__rpfC_2
ERR1913143.655234__1.655234	239935__A0A2N8HPS5__Amuc_0950
ERR1913143.655397__1.655397	818__A0A396DZ59__NCTC13706_00402
ERR1913143.655402__1.655402	239935__A0A139TT05__CXU09_03335
ERR1913143.655453__1.655453	239935__A0A2N8I8X8__B5G29_00185
ERR1913143.655464__1.655464	1263000__R5EKT2__BN466_02168
ERR1913143.655598__1.655598	853__A0A2A7B1Y7__C7K05_11930
ERR1913143.655673__1.655673	1262882__R5N3T7__BN519_01188
ERR1913143.655992__1.655992	1160721__R6U5L6__RBI_I01802
ERR1913143.656088__1.656088	40518__R5E4E8__phoR_4
ERR1913143.656120__1.656120	74426__pta
ERR1913143.656297__1.656297	1501391__GCA_000786575.1_00068
ERR1913143.656389__1.656389	820__A0A3E4VZY4__ERS852554_01211
ERR1913143.656566__1.656566	820__A7UYX8__DXD40_11635
ERR1913143.656728__1.656728	1262882__R5MKU7__BN519_01276
ERR1913143.656748__1.656748	1501391__GCA_000786575.1_00115
ERR1913143.656865__1.656865	1501391__GCA_000786575.1_00080
ERR1913143.657125__1.657125	74426__rpoC
ERR1913143.657067__1.657067	47678__R5V127__HMPREF1061_04334
ERR1913143.657043__1.657043	239935__A0A2N8IKW7__pstA
ERR1913143.657310__1.657310	357276__I8VQA2__HMPREF1065_04183
ERR1913143.657383__1.657383	76489__A0A1E8EUC5__CLOACE_23150
ERR1913143.657393__1.657393	1262882__R5N3H1__BN519_01121
ERR1913143.657476__1.657476	1501391__GCA_000786575.1_00087
ERR1913143.657489__1.657489	47678__A5ZJ80__BACCAC_02965
ERR1913143.658089__1.658089	1897011__A0A1Q6RIF1__BHW41_00635
ERR1913143.658188__1.658188	39492__D4JTF2__mutS2
ERR1913143.658292__1.658292	1262911__R6GY22__BN557_00023
ERR1913143.658381__1.658381	239935__A0A2N8I1R3__CXU05_06075
ERR1913143.658862__1.658862	239935__R7E524__CXT91_06180
ERR1913143.659015__1.659015	1262882__R5MKV8__BN519_01281
ERR1913143.659369__1.659369	39492__D4JUP6__ERS852540_01404
ERR1913143.659326__1.659326	820__A0A173W419__DXC68_17760
ERR1913143.659345__1.659345	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.659528__1.659528	1796613__A0A1C7H6N8__ADH74_01350
ERR1913143.659742__1.659742	47678__R5USZ3__DXB67_12245
ERR1913143.659789__1.659789	47678__A5ZHL2__DXB67_12495
ERR1913143.659927__1.659927	1262882__R5MFT7__BN519_00494
ERR1913143.659951__1.659951	820__A0A3E4G826__C801_01612
ERR1913143.659996__1.659996	649756__D4MTV5__sorC
ERR1913143.660077__1.660077	1550024__A0A0D8IYB1__TQ39_12130
ERR1913143.660134__1.660134	40518__R5DUU0__DXD93_03985
ERR1913143.660181__1.660181	1263000__R5EQL2__BN466_00892
ERR1913143.660446__1.660446	1262882__R5N3T7__BN519_01188
ERR1913143.660449__1.660449	1262911__R6GT76__BN557_01150
ERR1913143.660480__1.660480	820__A0A174VD39__DXD90_12235
ERR1913143.660493__1.660493	239935__A0A2N8HPS5__Amuc_0950
ERR1913143.660557__1.660557	214856__R6Y0B9__ERS852559_00164
ERR1913143.660660__1.660660	1262882__R5MMD8__BN519_01576
ERR1913143.660684__1.660684	1263000__R5EVY6__BN466_01709
ERR1913143.660737__1.660737	328814__GCA_004558275.1_00007
ERR1913143.660775__1.660775	1262882__R5MHZ2__BN519_00742
ERR1913143.660868__1.660868	40518__R5DP21__RBATCC27255_00348
ERR1913143.660931__1.660931	46506__R6B8Z4__SAMN05444283_11711
ERR1913143.660936__1.660936	239935__R7E524__CXT91_06180
ERR1913143.660954__1.660954	39492__A0A174ZL16__EUBSIR_01269
ERR1913143.661165__1.661165	820__A0A139K9Q2__DXD40_08795
ERR1913143.661209__1.661209	820__A0A139KJR5__M093_4469
ERR1913143.661390__1.661390	820__A0A174B4N2__M093_2531
ERR1913143.661440__1.661440	820__A0A3E4G493__ERS417307_00253
ERR1913143.661448__1.661448	46506__R6AEZ1__BACSTE_01801
ERR1913143.661532__1.661532	1501391__GCA_000786575.1_00131
ERR1913143.661556__1.661556	1262882__R5MM69__BN519_00075
ERR1913143.661559__1.661559	28118__F9ZBZ0__DHW44_07740
ERR1913143.661666__1.661666	239935__A0A2N8I694__CXU04_06245
ERR1913143.661643__1.661643	239935__A0A2N8I791__CXT99_09415
ERR1913143.661694__1.661694	823__A0A395YY84__DXC05_19515
ERR1913143.661918__1.661918	1262882__R5N5W2__BN519_00074
ERR1913143.662292__1.662292	1262882__R5MK03__BN519_01277
ERR1913143.662262__1.662262	1262882__R5MGX3__BN519_00046
ERR1913143.662400__1.662400	47678__R5USZ3__DXB67_12245
ERR1913143.662524__1.662524	1262911__R6GJ95__BN557_01617
ERR1913143.662689__1.662689	1501391__GCA_000786575.1_00036
ERR1913143.662987__1.662987	1262882__R5MZ58__BN519_00525
ERR1913143.663069__1.663069	1501391__GCA_000786575.1_00154
ERR1913143.663190__1.663190	357276__I9QBT7__BSEG_03340
ERR1913143.663197__1.663197	820__A0A3E4G493__ERS417307_00253
ERR1913143.663289__1.663289	853__A0A2A7B9I6__DW855_13690
ERR1913143.663404__1.663404	818__A0A1H7TGM1__BJP75_010615
ERR1913143.663407__1.663407	394340__glnP
ERR1913143.663527__1.663527	818__A0A1H7L4U6__BSIG_3287
ERR1913143.663675__1.663675	1160721__W0U5X6__RBI_I01796
ERR1913143.663683__1.663683	239935__A0A2N8J2P6__ADH72_06730
ERR1913143.663705__1.663705	239935__A0A139TT05__CXU09_03335
ERR1913143.663753__1.663753	239935__A0A2N8IJI1__B5G29_04615
ERR1913143.664055__1.664055	239935__A0A2N8I8X8__B5G29_00185
ERR1913143.663999__1.663999	1501391__GCA_000786575.1_00083
ERR1913143.664006__1.664006	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913143.664107__1.664107	357276__A0A076IRX7__HMPREF1064_00526
ERR1913143.664339__1.664339	239935__A0A2N8I9P4__CXT85_05050
ERR1913143.664298__1.664298	1262882__R5MLE6__BN519_01423
ERR1913143.664405__1.664405	1262911__R6GPC5__BN557_00852
ERR1913143.664428__1.664428	239935__R6J5N6__CXT99_10770
ERR1913143.664736__1.664736	1263000__R5EWA6__BN466_02021
ERR1913143.664856__1.664856	1263000__R5ETU4__BN466_01378
ERR1913143.664937__1.664937	820__A0A3E4WA06__ERS852554_03404
ERR1913143.665058__1.665058	1262882__R5MIP9__BN519_01028
ERR1913143.665201__1.665201	1681__E4VB90__DXD45_06585
ERR1913143.665408__1.665408	46506__S3YT03__AA415_01895
ERR1913143.665518__1.665518	1262882__R5MHZ2__BN519_00742
ERR1913143.665681__1.665681	239935__A0A139TPG3__CXT86_08810
ERR1913143.665799__1.665799	1262882__R5N5H2__BN519_01493
ERR1913143.665820__1.665820	40518__R5DZM6__lytR_3
ERR1913143.665868__1.665868	47678__R5U2H9__DXB67_10685
ERR1913143.665949__1.665949	328814__GCA_004558275.1_01004
ERR1913143.666116__1.666116	1681__E4VCD3__BIFI_0514
ERR1913143.666244__1.666244	1262992__R5D1X3__BN795_00176
ERR1913143.666213__1.666213	357276__I9R002__HMPREF1064_01826
ERR1913143.666182__1.666182	239935__A0A2N8HT44__CXT84_11035
ERR1913143.666305__1.666305	1262882__R5MQ68__BN519_01178
ERR1913143.666493__1.666493	820__A0A3E4VXP2__yesR
ERR1913143.666470__1.666470	1263107__GCA_000436995.1_00021
ERR1913143.666634__1.666634	39492__D4JQL8__ywpJ
ERR1913143.666603__1.666603	1262992__R5D9T1__BN795_00079
ERR1913143.666611__1.666611	239935__A0A2N8HW65__CXU09_08515
ERR1913143.666719__1.666719	820__A0A3E4W984__pssA
ERR1913143.666747__1.666747	239935__A0A2N8ITW6__CXT91_06265
ERR1913143.666752__1.666752	357276__B6W1Y1__BSEG_03960
ERR1913143.666913__1.666913	2137880__A0A316NIX6__DBY21_09290
ERR1913143.666885__1.666885	1262911__R6GZW9__BN557_00833
ERR1913143.667010__1.667010	1262882__R5MHZ2__BN519_00742
ERR1913143.666981__1.666981	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913143.667262__1.667262	239935__R7DVL7__CXT93_01180
ERR1913143.667345__1.667345	1262882__R5MIW5__BN519_00945
ERR1913143.667357__1.667357	357276__D1JY58__BACDOR_04277
ERR1913143.667425__1.667425	1501391__GCA_000786575.1_00057
ERR1913143.667440__1.667440	823__A0A395YRE1__DXC05_20005
ERR1913143.667522__1.667522	1263000__R5ESM1__BN466_01440
ERR1913143.667536__1.667536	47678__R5UMP1__CGC64_03365
ERR1913143.667717__1.667717	239935__R6J5N6__CXT99_10770
ERR1913143.667665__1.667665	338188__A0A173XHS4__BACFIN_08438
ERR1913143.667746__1.667746	818__A0A0N7I9M6__Btheta7330_00939
ERR1913143.667941__1.667941	1262989__R6YHS7__BN815_02113
ERR1913143.667895__1.667895	357276__B6VUQ5__B5F00_10940
ERR1913143.667961__1.667961	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913143.667980__1.667980	39492__D4JX05__EUBSIR_01678
ERR1913143.667982__1.667982	1262882__R5MND9__BN519_00831
