ERR1913214.431__1.431	821__A0A3E4WAR6__DXD64_10735
ERR1913214.559062__1.559062	204516__U6RFV1__HMPREF1534_02560
ERR1913214.559366__1.559366	1262935__R5GRP8__BN773_01395
ERR1913214.559473__1.559473	328814__GCA_004558275.1_01621
ERR1913214.559750__1.559750	823__A0A174XJM9__CEQ22_007230
ERR1913214.559804__1.559804	357276__A0A076IXE0__HMPREF1064_04364
ERR1913214.559936__1.559936	1628085__A0A2U1B7S9__C7386_11634
ERR1913214.559963__1.559963	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.560088__1.560088	39491__A0A395V1T9__DXD13_03310
ERR1913214.560323__1.560323	357276__A0A076IP73__BACDOR_04237
ERR1913214.560415__1.560415	1262886__R6QHS7__BN563_00615
ERR1913214.560909__1.560909	2293125__A0A374BSW4__DW917_13420
ERR1913214.561418__1.561418	28117__R7JIJ8__BHV66_01635
ERR1913214.561468__1.561468	820__A0A139KJ23__celCCA
ERR1913214.561531__1.561531	28111__E5WUX1__HMPREF1016_00548
ERR1913214.561536__1.561536	29361__B6FKH5__CLONEX_00621
ERR1913214.561548__1.561548	820__A0A3E4RUC4__DHU98_02635
ERR1913214.561567__1.561567	418240__C6J879__ERS852523_04053
ERR1913214.562167__1.562167	1262935__R5GCS7__BN773_00941
ERR1913214.562486__1.562486	39491__A0A395UUN5__EUBREC_0291
ERR1913214.562532__1.562532	671267__R9I7B5__C802_04018
ERR1913214.562496__1.562496	1262886__R6QD45__BN563_01703
ERR1913214.562582__1.562582	371601__I9UMY2__DXD03_18740
ERR1913214.562876__1.562876	28118__F9ZCN9__DHW44_07820
ERR1913214.563640__1.563640	820__A0A3E4W984__pssA
ERR1913214.563645__1.563645	33039__D4M379__selB
ERR1913214.563666__1.563666	487174__K0X3E9__DDY40_04905
ERR1913214.564000__1.564000	820__A0A3E4VZF8__C801_00319
ERR1913214.564279__1.564279	820__A0A173W419__DXC68_17760
ERR1913214.564317__1.564317	33039__A0A173VSH9__ERS852530_05439
ERR1913214.564967__1.564967	291644__R5IZM2__HMPREF1071_04522
ERR1913214.565366__1.565366	1547597__A0A0C3NI96__DMB45_01135
ERR1913214.565374__1.565374	820__A0A139KJR5__M093_4469
ERR1913214.565671__1.565671	823__A0A395YVY3__ERS852513_03204
ERR1913214.565851__1.565851	46228__V8BL71__DXD17_11775
ERR1913214.565915__1.565915	47678__R5U9X5__BACCAC_01339
ERR1913214.566112__1.566112	821__D4VD59__BHV80_04260
ERR1913214.566246__1.566246	39488__A0A174GS53__dnaC_1
ERR1913214.566380__1.566380	454155__R5NGE6__HMPREF9442_02438
ERR1913214.567013__1.567013	820__A0A174TRB5__DXD40_11305
ERR1913214.567032__1.567032	291644__I9HGA0__wzc
ERR1913214.567162__1.567162	1262888__R6PS75__BN582_01350
ERR1913214.567733__1.567733	28118__R6F891__NCTC10826_02656
ERR1913214.568568__1.568568	28118__F9Z751__DHW44_02965
ERR1913214.568859__1.568859	165179__A0A3E5EA43__DXC61_07775
ERR1913214.568915__1.568915	291644__I9I2F9__HMPREF1532_01625
ERR1913214.568991__1.568991	291644__I8YKM2__HMPREF1532_00428
ERR1913214.569069__1.569069	454155__F3QS52__HMPREF9442_01007
ERR1913214.569160__1.569160	821__A0A395VIK7__BVU_1225
ERR1913214.569134__1.569134	454155__F3QPC5__HMPREF9442_00012
ERR1913214.569525__1.569525	46506__A0A120A3P8__SAMN05444283_1172
ERR1913214.569576__1.569576	46503__A7AG59__ERS852463_00349
ERR1913214.569608__1.569608	357276__A0A0M1W1I8__ABI39_13620
ERR1913214.569729__1.569729	823__A0A355XLH0__fepA_1
ERR1913214.569876__1.569876	106588__A6NWG1__BACCAP_02555
ERR1913214.570201__1.570201	1262889__R7HAC7__BN634_01118
ERR1913214.570211__1.570211	357276__I9QDB8__B5F95_08105
ERR1913214.570344__1.570344	328814__GCA_004558275.1_00025
ERR1913214.570751__1.570751	1262889__R7HAY6__BN634_02225
ERR1913214.570823__1.570823	28117__B0MY40__BHV66_05170
ERR1913214.570884__1.570884	1262935__R5GQM6__BN773_00997
ERR1913214.571345__1.571345	39492__D4JWA3__ERS852540_01332
ERR1913214.571412__1.571412	40519__U2KYL3__RUMCAL_00170
ERR1913214.571543__1.571543	1628085__A0A3E2XST6__C7386_11832
ERR1913214.571598__1.571598	46503__R6Y9P8__evgS_3
ERR1913214.571633__1.571633	1262935__R5GFU9__BN773_00394
ERR1913214.571759__1.571759	410072__A0A173R660__ERS852389_00536
ERR1913214.571844__1.571844	487174__K0XER9__DDY40_08885
ERR1913214.571927__1.571927	1796613__A0A1C7H2D7__ADH74_14565
ERR1913214.572574__1.572574	239935__A0A2N8IRW0__A4V05_11620
ERR1913214.572697__1.572697	39491__A0A396FSK3__ERS852417_00383
ERR1913214.572964__1.572964	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913214.573180__1.573180	418240__C6J8B6__ERS852523_03677
ERR1913214.573311__1.573311	1262988__R7N441__BN816_01998
ERR1913214.573440__1.573440	821__A0A174NM17__lacZ_6
ERR1913214.573383__1.573383	357276__I9FGI3__EL88_12385
ERR1913214.573574__1.573574	454154__G5STG0__HMPREF9441_02663
ERR1913214.573628__1.573628	357276__C3R5A0__B5F00_02960
ERR1913214.573646__1.573646	823__A0A078TL61__ERS852429_00610
ERR1913214.574087__1.574087	821__E5UY21__C800_02204
ERR1913214.574199__1.574199	821__A0A396F9T7__M097_3427
ERR1913214.574444__1.574444	291644__I9HG96__HMPREF1071_03510
ERR1913214.574454__1.574454	357276__C3R9Y0__HMPREF1064_01889
ERR1913214.574635__1.574635	821__D4VD59__BHV80_04260
ERR1913214.575156__1.575156	39492__D4JUS6__accD5
ERR1913214.575285__1.575285	936548__J1LP82__HMPREF1136_1692
ERR1913214.575310__1.575310	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913214.575415__1.575415	357276__A0A076IP73__BACDOR_04237
ERR1913214.575842__1.575842	823__A0A174GGT1__queG
ERR1913214.575953__1.575953	821__A6L0C7__ERS852556_03520
ERR1913214.576008__1.576008	291644__R5JP40__HMPREF1071_01986
ERR1913214.576009__1.576009	46228__B5CNB4__RUMLAC_00950
ERR1913214.576061__1.576061	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913214.576322__1.576322	291644__I9HRU8__ERS852428_03635
ERR1913214.576339__1.576339	28116__I8Y7V6__HMPREF1017_02728
ERR1913214.576396__1.576396	1262935__R5GEN3__BN773_01757
ERR1913214.576625__1.576625	357276__A0A076IXE0__HMPREF1064_04364
ERR1913214.576660__1.576660	1160721__W0U5X6__RBI_I01796
ERR1913214.576689__1.576689	821__A0A174NM17__lacZ_6
ERR1913214.576770__1.576770	204516__U6R7W5__HMPREF1534_03766
ERR1913214.577100__1.577100	821__A0A174WBC9__ERS852556_03145
ERR1913214.577121__1.577121	357276__A0A0M1W657__HMPREF1064_04629
ERR1913214.577199__1.577199	357276__C3RA36__HMPREF1065_03270
ERR1913214.577409__1.577409	487174__K0WTW4__DDY40_12630
ERR1913214.577425__1.577425	28118__R6FGF7__SAMEA44545918_01338
ERR1913214.577531__1.577531	291644__I9TBC1__ERS852428_01240
ERR1913214.577772__1.577772	165179__A0A3E5E4T9__DXB80_08030
ERR1913214.577779__1.577779	1262886__R6QJF6__BN563_01169
ERR1913214.578005__1.578005	35833__E5Y934__HMPREF0179_02702
ERR1913214.578032__1.578032	820__A0A3E4W4Y7__B5G17_02055
ERR1913214.578122__1.578122	165179__A0A3E5E2S3__DXB80_03455
ERR1913214.578255__1.578255	35833__E5Y724__HMPREF0179_01988
ERR1913214.579060__1.579060	329854__R5LZK1__DXD27_00590
ERR1913214.579141__1.579141	1262935__R5GUZ2__BN773_00533
ERR1913214.579261__1.579261	357276__I8WEY2__ABI39_04185
ERR1913214.579153__1.579153	39492__A0A174ZHV5__msbA_2
ERR1913214.579158__1.579158	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913214.579603__1.579603	29361__B6FKH5__CLONEX_00621
ERR1913214.579650__1.579650	47678__R5U2X1__ERS852494_00033
ERR1913214.579851__1.579851	2108523__A0A2P2F3W3__LAWASA_692
ERR1913214.579861__1.579861	28117__R7JPX7__BHV66_00900
ERR1913214.579908__1.579908	1501391__GCA_000786575.1_00072
ERR1913214.580311__1.580311	1628085__A0A374VQ80__C7386_10352
ERR1913214.580336__1.580336	47678__R5UMP1__CGC64_03365
ERR1913214.580513__1.580513	204516__U6RNF5__HMPREF1534_00381
ERR1913214.580632__1.580632	39492__D4JS06__ERS852540_02297
ERR1913214.581007__1.581007	28118__F9Z408__NCTC10826_01194
ERR1913214.581573__1.581573	1262935__R5GCK3__BN773_01033
ERR1913214.581674__1.581674	1680__A0A0C2VBJ4__birA
ERR1913214.581889__1.581889	39492__D4JRZ7__smc
ERR1913214.581856__1.581856	28117__B0MWP2__ALIPUT_01468
ERR1913214.583100__1.583100	46503__R6X8R7__PARMER_00141
ERR1913214.583157__1.583157	818__A0A3E5HGB5__ERS852511_02145
ERR1913214.584229__1.584229	649756__L1PU84__ERS852571_01295
ERR1913214.584789__1.584789	291644__I8Y2A3__HMPREF1532_03851
ERR1913214.584966__1.584966	820__A0A3E4WCX3__C801_02709
ERR1913214.585036__1.585036	28118__R6F6C0__Odosp_0731
ERR1913214.585461__1.585461	357276__B6W1Y1__BSEG_03960
ERR1913214.585683__1.585683	1262886__R6QP39__BN563_00737
ERR1913214.585901__1.585901	1160721__W0U309__BHW50_02320
ERR1913214.586223__1.586223	39492__D4MIY5__EUBSIR_00233
ERR1913214.586401__1.586401	1628085__A0A396MGZ2__C7386_12111
ERR1913214.586627__1.586627	2173__A5UP89__BK798_04060
ERR1913214.586794__1.586794	28111__E5WUH3__BACEGG_02112
ERR1913214.586894__1.586894	165179__A0A174IPI3__CFT61_10940
ERR1913214.587016__1.587016	28118__F9Z5M3__B5F93_14990
ERR1913214.587144__1.587144	1628085__A0A2U1BAW1__C7386_11048
ERR1913214.587191__1.587191	357276__I9R4T1__IY41_06800
ERR1913214.587351__1.587351	1262935__R5GVF6__BN773_00033
ERR1913214.587443__1.587443	1262935__R5GSF1__BN773_01646
ERR1913214.587648__1.587648	39492__B0MPL6__EUBSIR_01779
ERR1913214.587736__1.587736	818__Q8AAE0__Btheta7330_02023
ERR1913214.588189__1.588189	357276__C3RA36__HMPREF1065_03270
ERR1913214.588349__1.588349	823__A6LHK0__M090_1297
ERR1913214.588395__1.588395	821__A0A174AYT0__DXC02_03530
ERR1913214.588494__1.588494	1262935__R5GGV4__BN773_00937
ERR1913214.588687__1.588687	357276__I9R994__BACDOR_04044
ERR1913214.589055__1.589055	820__A0A396EXA7__DXB37_15530
ERR1913214.589218__1.589218	40518__R5DLW4__thiN
ERR1913214.589293__1.589293	28052__R7NCE0__ERS852499_00449
ERR1913214.589316__1.589316	1262935__R5GSZ0__BN773_01827
ERR1913214.589335__1.589335	28111__R5K5Y0__NCTC11155_03071
ERR1913214.589533__1.589533	1262886__R6QAI4__BN563_00898
ERR1913214.589557__1.589557	487174__K0XG34__HMPREF9448_02234
ERR1913214.589570__1.589570	853__A0A174C5M1__CGS58_04460
ERR1913214.589744__1.589744	1262935__R5GGT6__BN773_00922
ERR1913214.590135__1.590135	820__A0A139KG60__M094_2679
ERR1913214.590165__1.590165	246787__A0A0P0FSC0__cytR_2
ERR1913214.590252__1.590252	1262825__R5E3H9__BN724_01592
ERR1913214.590494__1.590494	1160721__R6TH82__BHW50_00835
ERR1913214.590644__1.590644	357276__A0A0K2HG61__BACDOR_02028
ERR1913214.590737__1.590737	33039__D4M6I1__nadB_2
ERR1913214.591084__1.591084	357276__A0A076IR37__DXD47_07890
ERR1913214.591134__1.591134	1262935__R5GF37__BN773_01715
ERR1913214.591151__1.591151	1262886__R6QKQ6__BN563_01547
ERR1913214.591537__1.591537	1262935__R5GRD8__BN773_01285
ERR1913214.591886__1.591886	1547597__A0A0C3NMU7__DMB45_06995
ERR1913214.591959__1.591959	39492__D4JWA3__ERS852540_01332
ERR1913214.591963__1.591963	821__A0A174NVL6__NCTC10583_01782
ERR1913214.592325__1.592325	47678__R5UES3__CGC64_00760
ERR1913214.592330__1.592330	28117__B0MT86__BHV66_02450
ERR1913214.592479__1.592479	1262886__R6QS75__BN563_01599
ERR1913214.592588__1.592588	40518__R5E4V5__RBL263_01242
ERR1913214.592961__1.592961	204516__U6R9E6__HMPREF1534_03149
ERR1913214.593137__1.593137	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913214.593633__1.593633	28117__B0MY45__ALIPUT_02164
ERR1913214.593840__1.593840	28111__E5WXY3__NCTC11155_00116
ERR1913214.593885__1.593885	291644__I8YWR0__HMPREF1071_01375
ERR1913214.593916__1.593916	1262935__R5GS65__BN773_01399
ERR1913214.593924__1.593924	487174__K0XLC3__HMPREF9448_01065
ERR1913214.594184__1.594184	165179__A0A3E5EA43__DXC61_07775
ERR1913214.594201__1.594201	821__A0A174AYT0__DXC02_03530
ERR1913214.594332__1.594332	1262935__R5GF37__BN773_01715
ERR1913214.594296__1.594296	487174__K0WUJ5__HMPREF9448_02567
ERR1913214.594395__1.594395	487174__K0XK80__DIT83_00335
ERR1913214.594412__1.594412	328814__GCA_004558275.1_00235
ERR1913214.594508__1.594508	28117__B0MY41__BHV66_05165
ERR1913214.594578__1.594578	1735__B7CEC3__EUBIFOR_02567
ERR1913214.594949__1.594949	291644__I9HGG9__HMPREF1071_03600
ERR1913214.594958__1.594958	291644__R5JG66__ERS852428_01236
ERR1913214.595459__1.595459	357276__D1K3K9__EL88_23995
ERR1913214.595598__1.595598	871325__A0A1M4TSZ2__SAMN05444349_102236
ERR1913214.595686__1.595686	357276__C3RDQ5__HMPREF1065_03827
ERR1913214.595698__1.595698	28117__B0MXG8__ALIPUT_01814
ERR1913214.595732__1.595732	823__A6LER2__ERS852513_00365
ERR1913214.596193__1.596193	1897011__A0A1Q6RH61__BHW41_01970
ERR1913214.596284__1.596284	853__D4JY61__C4N21_10560
ERR1913214.596300__1.596300	204516__U6R9E7__HMPREF1534_03313
ERR1913214.596466__1.596466	46228__B5CTC0__RUMLAC_02743
ERR1913214.596583__1.596583	40518__R5DME2__DXD86_07315
ERR1913214.596963__1.596963	823__A6LEF3__ERS852560_01356
ERR1913214.596987__1.596987	1262886__R6Q9S2__BN563_00641
ERR1913214.597426__1.597426	1262888__R6QB20__BN582_00060
ERR1913214.597373__1.597373	357276__A0A0M1W1I8__ABI39_13620
ERR1913214.597524__1.597524	1262743__R5C054__BN727_01980
ERR1913214.597597__1.597597	46228__V8BPL7__DXD17_00445
ERR1913214.597782__1.597782	357276__I9RAC4__BSEG_00561
ERR1913214.597960__1.597960	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913214.598138__1.598138	821__A0A0P0L8F8__ERS852509_03705
ERR1913214.598160__1.598160	820__A0A173YYG4__evgS_3
ERR1913214.598394__1.598394	204516__U6RFU0__HMPREF1534_02545
ERR1913214.598470__1.598470	28117__B0MWZ9__ALIPUT_01735
ERR1913214.598611__1.598611	28111__E5WUE9__NCTC11155_01729
ERR1913214.598613__1.598613	820__R9I3Q7__HMPREF1072_01668
ERR1913214.598984__1.598984	384638__B7APR1__BACPEC_00667
ERR1913214.598988__1.598988	39492__D4JVG1__ERS852540_00951
ERR1913214.599059__1.599059	28111__E5WYP5__BACEGG_00185
ERR1913214.599216__1.599216	823__A0A355XLT7__HMPREF1075_03402
ERR1913214.599541__1.599541	291644__I8Y788__HMPREF1532_02550
ERR1913214.599624__1.599624	357276__I9QWD4__DXD47_15075
ERR1913214.599588__1.599588	821__I9R3W6__DXC16_12455
ERR1913214.599759__1.599759	47678__R5UZM4__DW706_15680
ERR1913214.599914__1.599914	487174__K0WZ94__HMPREF9448_00984
ERR1913214.599977__1.599977	46228__V8C5S1__RUMLAC_02063
ERR1913214.600608__1.600608	1501391__GCA_000786575.1_00035
ERR1913214.600738__1.600738	204516__U6RFV1__HMPREF1534_02560
ERR1913214.600767__1.600767	46503__R6Y2Y6__ERS852463_03103
ERR1913214.601314__1.601314	823__A0A174UI22__CF162_13840
ERR1913214.601506__1.601506	384638__B7APN3__BACPEC_00639
ERR1913214.601567__1.601567	46228__B5CR74__HMPREF1202_02190
ERR1913214.601585__1.601585	46503__K5ZV67__PARMER_03859
ERR1913214.601964__1.601964	357276__B6W5Q7__DXD47_13945
ERR1913214.602211__1.602211	76489__A0A1E8EUC5__CLOACE_23150
ERR1913214.602691__1.602691	39492__D4JU57__EUBSIR_00802
ERR1913214.602823__1.602823	1262889__R7HCK4__BN634_01783
ERR1913214.603009__1.603009	2293125__A0A374BSW4__DW917_13420
ERR1913214.602983__1.602983	291644__I9SRU5__HMPREF1532_02538
ERR1913214.602984__1.602984	40518__R5E2F3__artQ
ERR1913214.603337__1.603337	357276__A0A076IRX7__HMPREF1064_00526
ERR1913214.603398__1.603398	454154__G5ST56__HMPREF9441_02556
ERR1913214.603477__1.603477	39492__D4JR08__ERS852540_02467
ERR1913214.603484__1.603484	1547597__A0A318N7C8__IE90_05435
ERR1913214.604169__1.604169	46228__V8CA96__RUMLAC_01531
ERR1913214.605022__1.605022	40518__R5DWP7__ansA
ERR1913214.605034__1.605034	357276__A0A0K2HG61__BACDOR_02028
ERR1913214.605035__1.605035	821__A0A396F598__CUU_3259
ERR1913214.605062__1.605062	357276__A0A0K2HG61__BACDOR_02028
ERR1913214.605500__1.605500	454155__F3QTH4__HMPREF9442_01492
ERR1913214.606017__1.606017	39492__D4JRZ7__smc
ERR1913214.606555__1.606555	165179__D1PGU8__PREVCOP_06463
ERR1913214.606731__1.606731	214856__A0A175A6T5__ERS852447_02658
ERR1913214.606861__1.606861	671267__R9IEN1__C802_02405
ERR1913214.607760__1.607760	28111__R5JPB6__NCTC11155_02514
ERR1913214.608271__1.608271	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.608360__1.608360	39492__A0A174ZG93__EUBSIR_00254
ERR1913214.608397__1.608397	1263086__GCA_000431395.1_01259
ERR1913214.608886__1.608886	454155__G5SQF3__HMPREF9442_01149
ERR1913214.609229__1.609229	46506__R5JSP7__AA415_01143
ERR1913214.609294__1.609294	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.609930__1.609930	1262935__R5GEF5__BN773_00089
ERR1913214.610192__1.610192	1501391__GCA_000786575.1_00020
ERR1913214.610261__1.610261	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.610319__1.610319	823__D0TGE9__ERS852429_03294
ERR1913214.610493__1.610493	820__R9I3N4__M093_0061
ERR1913214.610600__1.610600	47678__A0A3E5BQM1__DXB67_08970
ERR1913214.610634__1.610634	204516__U6R9H3__HMPREF1534_03348
ERR1913214.610778__1.610778	33039__A0A174ZIS2__RTO_10090
ERR1913214.610855__1.610855	1262886__R6Q6F8__BN563_00477
ERR1913214.610805__1.610805	1262888__R6P8S8__BN582_00978
ERR1913214.610896__1.610896	487174__K0XA11__DDY40_03585
ERR1913214.611009__1.611009	1262935__R5GT62__BN773_01738
ERR1913214.611107__1.611107	357276__B6VVS0__HMPREF1064_03951
ERR1913214.611390__1.611390	40518__R5E6X1__DXD83_01720
ERR1913214.611917__1.611917	291644__I8YWN0__ERS852428_00248
ERR1913214.612237__1.612237	357276__A0A0K2HDP3__IY41_00705
ERR1913214.612363__1.612363	821__C6Z451__BHV80_04265
ERR1913214.612742__1.612742	821__A0A0P0M405__DXC02_15075
ERR1913214.612838__1.612838	39492__R6SPM9__pheT
ERR1913214.613086__1.613086	1547597__A0A0C3MGR5__DMB45_01965
ERR1913214.613126__1.613126	371601__D0TLK9__BN890_11250
ERR1913214.613158__1.613158	454155__F3QUP7__HMPREF9442_01920
ERR1913214.613244__1.613244	46228__B5CQI6__RUMLAC_01732
ERR1913214.613283__1.613283	1160721__W0U5X7__BHW50_08665
ERR1913214.613619__1.613619	821__A0A174JYD3__ERS852457_02610
ERR1913214.613973__1.613973	357276__A0A076ISJ4__B5F95_19420
ERR1913214.614265__1.614265	552398__F4XCR9__HMPREF0866_01636
ERR1913214.615357__1.615357	1547597__A0A0C3MEB7__BA92_07250
ERR1913214.615546__1.615546	820__A0A174LJB2__HMPREF1072_04112
ERR1913214.615748__1.615748	371601__D6CXF8__DXD80_06045
ERR1913214.616072__1.616072	1262935__R5GG03__BN773_00437
ERR1913214.616074__1.616074	166486__A0A173V5I7__ERS852572_02640
ERR1913214.616086__1.616086	357276__A0A076J9V8__BACDOR_01395
ERR1913214.616287__1.616287	39492__D4JRZ7__smc
ERR1913214.616313__1.616313	487174__K0XDZ0__HMPREF9448_02863
ERR1913214.616471__1.616471	821__A0A174NM17__lacZ_6
ERR1913214.616739__1.616739	454154__G5SME1__HMPREF9441_00516
ERR1913214.616759__1.616759	357276__A0A076IXE0__HMPREF1064_04364
ERR1913214.617476__1.617476	246787__R6LCL3__AA416_03522
ERR1913214.617521__1.617521	1262935__R5GT62__BN773_01738
ERR1913214.617608__1.617608	28116__A7LS06__HMPREF2532_04668
ERR1913214.617705__1.617705	40518__R5E1J2__DXD93_04070
ERR1913214.617945__1.617945	1262888__R6P855__BN582_00390
ERR1913214.618149__1.618149	214856__I3YPQ9__ERS852447_01370
ERR1913214.618391__1.618391	823__A0A355XLS2__ERS852380_02644
ERR1913214.618424__1.618424	1262935__R5GT45__BN773_01713
ERR1913214.618918__1.618918	291644__I8YWR0__HMPREF1071_01375
ERR1913214.619008__1.619008	329854__R5LZK1__DXD27_00590
ERR1913214.619126__1.619126	357276__C3RDQ5__HMPREF1065_03827
ERR1913214.619447__1.619447	28117__B0MTV3__BHV66_06405
ERR1913214.619510__1.619510	39492__D4JVG1__ERS852540_00951
ERR1913214.619640__1.619640	165179__A0A3E5EAM5__DXC61_07785
ERR1913214.619925__1.619925	1262992__R5D9U9__BN795_01022
ERR1913214.620125__1.620125	291644__I9TL83__HMPREF1532_00872
ERR1913214.620163__1.620163	820__A0A174M9V5__M093_0237
ERR1913214.620318__1.620318	291644__I9HP97__HMPREF1532_00061
ERR1913214.620345__1.620345	818__A0A0N7IB02__BT_3500
ERR1913214.620684__1.620684	487174__K0WTQ3__HMPREF9448_02140
ERR1913214.620782__1.620782	357276__A0A076IN21__BSEG_03078
ERR1913214.620788__1.620788	357276__A0A0M1W657__HMPREF1064_04629
ERR1913214.621332__1.621332	1262889__R7H889__BN634_02048
ERR1913214.621867__1.621867	33039__A0A173VTT4__frdB_1
ERR1913214.622065__1.622065	818__C6IIW4__dapH_1
ERR1913214.622470__1.622470	39492__D4JUS6__accD5
ERR1913214.622398__1.622398	28117__B0MTD2__ALIPUT_00428
ERR1913214.622840__1.622840	46228__V8BSH8__HMPREF1202_02173
ERR1913214.622859__1.622859	39492__D4JUJ6__ssuB_2
ERR1913214.622968__1.622968	1796613__I9JBM9__A4V03_14930
ERR1913214.623159__1.623159	1547597__A0A0C3REH3__IE90_13310
ERR1913214.623279__1.623279	165179__A0A174SA26__PREVCOP_05758
ERR1913214.623751__1.623751	823__A0A174LDE8__M096_3277
ERR1913214.623823__1.623823	357276__I9QBT7__BSEG_03340
ERR1913214.623833__1.623833	823__A0A355XKQ8__DHP27_04010
ERR1913214.624144__1.624144	1262911__R6H2J2__BN557_01228
ERR1913214.624274__1.624274	821__A0A0P0L8F8__ERS852509_03705
ERR1913214.624599__1.624599	357276__E5UTL1__HMPREF1065_03551
ERR1913214.624712__1.624712	1262935__R5GUE2__BN773_00325
ERR1913214.624789__1.624789	357276__I9FGI3__EL88_12385
ERR1913214.625027__1.625027	39492__D4JWY1__rnfA_1
ERR1913214.625171__1.625171	552398__F4XHU2__HMPREF0866_03196
ERR1913214.625179__1.625179	823__A6L9W2__DXB14_07905
ERR1913214.625710__1.625710	165179__A0A174MTF2__DXC61_13200
ERR1913214.626023__1.626023	384638__B7APR0__BACPEC_00666
ERR1913214.626086__1.626086	1262889__R7HGL8__BN634_01776
ERR1913214.626258__1.626258	291644__R5J8I9__ERS852428_03546
ERR1913214.626379__1.626379	1501391__GCA_000786575.1_00147
ERR1913214.626323__1.626323	1262958__R7GXZ8__BN645_00110
ERR1913214.626399__1.626399	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913214.626801__1.626801	357276__B6W1Y1__BSEG_03960
ERR1913214.627107__1.627107	46503__R6X0F0__DD461_05620
ERR1913214.627724__1.627724	357276__I8WEY2__ABI39_04185
ERR1913214.627797__1.627797	823__D0TDY6__DHP27_09090
ERR1913214.628513__1.628513	1262935__R5GRP8__BN773_01395
ERR1913214.628602__1.628602	46228__B5CP96__RUMLAC_01287
ERR1913214.628738__1.628738	357276__D1JZM4__HMPREF1065_01278
ERR1913214.628773__1.628773	821__I9R3W6__DXC16_12455
ERR1913214.628882__1.628882	1263000__R5EMC8__BN466_00317
ERR1913214.628931__1.628931	357276__A0A0M1W4C0__DXD47_07095
ERR1913214.629231__1.629231	1262935__R5GEB1__BN773_01644
ERR1913214.629454__1.629454	1262825__R5EN22__BN724_00572
ERR1913214.629574__1.629574	28111__E5WUX3__HMPREF1016_00550
ERR1913214.629688__1.629688	1262889__R7HAK5__BN634_00884
