ERR1913174.31__1.31	209880__A0A1G5WTG1__SAMN02910343_01605
ERR1913174.451128__1.451128	39491__C4Z8B6__ERE_17960
ERR1913174.451356__1.451356	39491__A0A395UYA6__EUBREC_0408
ERR1913174.451489__1.451489	214856__A0A173YE57__ERS852559_00126
ERR1913174.451606__1.451606	818__D7I7V5__BJP75_001030
ERR1913174.451538__1.451538	39491__A0A395UZL1__DXB76_05950
ERR1913174.451629__1.451629	471189__GCA_003340385.1_00244
ERR1913174.451740__1.451740	39491__C4Z8S1__DXB76_06750
ERR1913174.451747__1.451747	818__A0A0P0F2P7__BT_1771
ERR1913174.451759__1.451759	1263044__GCA_000433375.1_01436
ERR1913174.451762__1.451762	357276__C3R5A0__B5F00_02960
ERR1913174.451877__1.451877	40518__R5DX31__DXD86_09775
ERR1913174.451984__1.451984	357276__I9QBT7__BSEG_03340
ERR1913174.451905__1.451905	1262992__R5DH34__BN795_00678
ERR1913174.452152__1.452152	487174__K0X3L3__DDY40_11345
ERR1913174.452239__1.452239	74426__sugC
ERR1913174.452283__1.452283	39491__A0A0M6WWT1__dus_2
ERR1913174.452363__1.452363	820__A0A3E4G8F8__ERS852421_01645
ERR1913174.452440__1.452440	454155__F3QT57__HMPREF9442_01374
ERR1913174.452561__1.452561	47678__R5U878__ERS852494_03300
ERR1913174.452582__1.452582	823__A0A174DZM1__DDY96_10310
ERR1913174.452602__1.452602	820__A0A3E5BMG9__DXD40_05130
ERR1913174.452644__1.452644	649756__A0A173RGN8__DO83_04830
ERR1913174.452679__1.452679	28116__A0A3D2LPA1__CUY_3388
ERR1913174.452705__1.452705	39491__A0A0M6WLC7__ERS852497_00640
ERR1913174.452847__1.452847	39491__A0A395UYA6__EUBREC_0408
ERR1913174.452862__1.452862	39491__A0A395ZDC6__addB
ERR1913174.452933__1.452933	40518__R5DTP7__DXD83_02415
ERR1913174.453078__1.453078	820__A0A174Q0F0__DXB48_08080
ERR1913174.453388__1.453388	820__A0A174Q0F0__DXB48_08080
ERR1913174.453412__1.453412	357276__E5UTL1__HMPREF1065_03551
ERR1913174.453457__1.453457	33039__R6PZ42__mprA_2
ERR1913174.453483__1.453483	47678__R5UG22__ERS852558_01514
ERR1913174.453503__1.453503	820__A0A173WZS4__DXD90_10250
ERR1913174.453508__1.453508	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913174.453597__1.453597	818__R7KP04__C5Z03_18665
ERR1913174.453708__1.453708	28116__F7LEX0__CUY_5042
ERR1913174.453820__1.453820	47678__R5U7T0__CGC64_00755
ERR1913174.453854__1.453854	371601__D7J4G5__DXD80_07740
ERR1913174.454018__1.454018	357276__I9FTR0__HMPREF1065_02861
ERR1913174.454142__1.454142	1703337__A0A2U0TJK6__C7379_1361
ERR1913174.454115__1.454115	820__A0A173XIP7__B5G17_16050
ERR1913174.454178__1.454178	820__A0A3E4WA06__ERS852554_03404
ERR1913174.454499__1.454499	28116__A0A395VRD0__HMPREF1017_03376
ERR1913174.454546__1.454546	820__A0A3E4W984__pssA
ERR1913174.454682__1.454682	357276__A0A076IXE0__HMPREF1064_04364
ERR1913174.454650__1.454650	357276__B6W1Y1__BSEG_03960
ERR1913174.454715__1.454715	552398__F4XFG7__HMPREF0866_02342
ERR1913174.455039__1.455039	357276__D1JZM4__HMPREF1065_01278
ERR1913174.455121__1.455121	820__A0A174GK47__ERS852421_00200
ERR1913174.455212__1.455212	39492__D4JSS9__btuF
ERR1913174.455248__1.455248	204516__U6R9H3__HMPREF1534_03348
ERR1913174.455303__1.455303	853__D4K7X0__DW905_09540
ERR1913174.455362__1.455362	33039__D4M0U9__mucD
ERR1913174.455370__1.455370	823__A0A073I748__M096_3057
ERR1913174.455413__1.455413	39491__R6TQ09__DXC13_03010
ERR1913174.455448__1.455448	458033__GCA_001482755.1_02203
ERR1913174.455501__1.455501	1262992__R5D6J2__BN795_00288
ERR1913174.455598__1.455598	1262746__R5SRY0__BN750_01341
ERR1913174.455649__1.455649	357276__D1JZM4__HMPREF1065_01278
ERR1913174.455689__1.455689	214856__R6XS46__ERS852559_00812
ERR1913174.455743__1.455743	28116__C3QMW4__BACOVA_04147
ERR1913174.455819__1.455819	1628085__A0A1C6ALV9__C7386_101366
ERR1913174.455853__1.455853	820__A0A174Q0F0__DXB48_08080
ERR1913174.455946__1.455946	410072__A0A174DJM1__DXD67_05275
ERR1913174.456120__1.456120	28117__B0MXI8__BHV66_08505
ERR1913174.456209__1.456209	28117__B0MUT8__ALIPUT_00879
ERR1913174.456306__1.456306	357276__A0A0K2HI25__DXD47_04465
ERR1913174.456309__1.456309	1150298__R7JSS6__ERS852535_01362
ERR1913174.456396__1.456396	1897011__A0A1Q6RFK0__BHW41_03420
ERR1913174.456451__1.456451	40518__R5DR39__mreB_2
ERR1913174.456484__1.456484	292800__A0A174VL30__A4U99_16555
ERR1913174.456746__1.456746	357276__I9R994__BACDOR_04044
ERR1913174.456759__1.456759	47678__R5U7A9__C5Z00_03635
ERR1913174.456862__1.456862	28117__B0MY40__BHV66_05170
ERR1913174.456939__1.456939	47678__R5U978__ERS852558_01076
ERR1913174.456888__1.456888	371601__D7J175__DXD03_05675
ERR1913174.456900__1.456900	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913174.456989__1.456989	820__A0A374Q854__HMPREF1073_03281
ERR1913174.457036__1.457036	823__A6LBY1__ERS852380_00510
ERR1913174.457141__1.457141	544645__A0A1Y3W0G8__DXC42_07680
ERR1913174.457346__1.457346	487174__K0WRI1__DIT83_06780
ERR1913174.457452__1.457452	292800__A0A174RMP1__yhjX_3
ERR1913174.457558__1.457558	39491__A0A395ZDC6__addB
ERR1913174.457833__1.457833	1299998__GCA_001494635.1_00422
ERR1913174.457880__1.457880	820__A0A1T4IY80__ERS852554_01621
ERR1913174.458023__1.458023	169435__B0P8P1__DXC40_06020
ERR1913174.458157__1.458157	84112__F0HMX3__Elen_2947
ERR1913174.458301__1.458301	40518__R5DVL2__penA
ERR1913174.458317__1.458317	823__A0A174LWY0__lepB
ERR1913174.458329__1.458329	28116__A0A1Y4PWN5__M088_3731
ERR1913174.458353__1.458353	1262911__R6HN72__BN557_00911
ERR1913174.458583__1.458583	1550024__A0A0D8J1Q0__ASJ35_04495
ERR1913174.458589__1.458589	1262992__R5DDW9__BN795_00572
ERR1913174.458864__1.458864	33039__D4M4L0__ERS852577_02891
ERR1913174.458872__1.458872	823__D0T9Q9__M095_2648
ERR1913174.459035__1.459035	820__A0A3E4VXP2__yesR
ERR1913174.459037__1.459037	1262992__R5D3T4__BN795_00483
ERR1913174.459050__1.459050	820__A0A139K8N1__ERS852554_00951
ERR1913174.459056__1.459056	357276__A0A076J726__IY41_15030
ERR1913174.459175__1.459175	820__A0A174DZ97__SAMN05444418_101240
ERR1913174.459224__1.459224	1262992__R5DDC9__BN795_00492
ERR1913174.459238__1.459238	821__A0A173XDD3__DXB82_17180
ERR1913174.459461__1.459461	246787__A0A3D6AQP8__AA416_04153
ERR1913174.459551__1.459551	357276__I9F327__DXD47_22495
ERR1913174.459609__1.459609	246787__I8V2S2__BACCELL_02524
ERR1913174.459666__1.459666	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913174.459685__1.459685	246787__R6K756__HMPREF1062_01819
ERR1913174.459734__1.459734	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913174.459747__1.459747	853__A0A3E2V168__FAEPRAM212_00929
ERR1913174.459807__1.459807	39491__A0A3E4E7C5__DXB69_03255
ERR1913174.459825__1.459825	820__A0A139KG04__ERS852459_01249
ERR1913174.459868__1.459868	40518__R5DUU8__DXD86_08440
ERR1913174.460304__1.460304	40518__R5DUG7__sbcC
ERR1913174.460344__1.460344	371601__I9JHG7__DXD80_12945
ERR1913174.460362__1.460362	357276__I9QBT7__BSEG_03340
ERR1913174.460389__1.460389	357276__A0A0M1W4C0__DXD47_07095
ERR1913174.460848__1.460848	823__D7IUM6__M091_1082
ERR1913174.460939__1.460939	357276__I9QBT7__BSEG_03340
ERR1913174.460902__1.460902	820__A0A3E4XM43__DXC91_13960
ERR1913174.461013__1.461013	357276__I8WBQ9__HMPREF1065_03212
ERR1913174.461050__1.461050	357276__I9RCD3__IY41_15070
ERR1913174.461119__1.461119	820__A0A173WUD7__DXB48_08055
ERR1913174.461194__1.461194	39486__G1WNC1__DXD50_13905
ERR1913174.461333__1.461333	818__Q89ZX6__ERS852511_03600
ERR1913174.461399__1.461399	28052__A0A174HF53__ERS852499_00436
ERR1913174.461517__1.461517	39486__G1WVT6__DXD50_09980
ERR1913174.461630__1.461630	1262911__R6GZX7__BN557_00838
ERR1913174.461673__1.461673	160404__R6PN04__B5G26_15035
ERR1913174.461681__1.461681	338188__A0A174ETX3__ERS852397_01955
ERR1913174.461768__1.461768	246787__A0A0P0GCR8__xynD_3
ERR1913174.461897__1.461897	40518__R5DV58__htrA
ERR1913174.462099__1.462099	823__C7XC05__ERS852429_02119
ERR1913174.462191__1.462191	357276__B6VYT9__HMPREF1063_05030
ERR1913174.462298__1.462298	820__A0A174CK74__DXB48_07060
ERR1913174.462329__1.462329	47678__A5ZB44__C5Z00_17730
ERR1913174.462425__1.462425	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913174.462528__1.462528	39491__D6E408__EUBREC_1466
ERR1913174.462578__1.462578	246787__A0A0P0GV75__HMPREF1062_00095
ERR1913174.462580__1.462580	1262886__R6QI91__BN563_00800
ERR1913174.462619__1.462619	1550024__G9RT56__TQ39_09200
ERR1913174.462855__1.462855	820__R9HP61__DXC91_01090
ERR1913174.463029__1.463029	39491__A0A395UUN5__EUBREC_0291
ERR1913174.463047__1.463047	39491__A0A395UZ89__DXB72_12805
ERR1913174.463168__1.463168	820__A0A174TRB5__DXD40_11305
ERR1913174.463272__1.463272	28117__B0MWX3__BHV66_03010
ERR1913174.463536__1.463536	820__A7VAR9__ERS852421_00197
ERR1913174.463506__1.463506	28117__R7JIJ8__BHV66_01635
ERR1913174.463647__1.463647	28117__B0MXG8__ALIPUT_01814
ERR1913174.463800__1.463800	28117__B0MWP2__ALIPUT_01468
ERR1913174.463813__1.463813	28117__B0MXR1__BHV66_08035
ERR1913174.463866__1.463866	39491__C4ZCV7__ERE_23110
ERR1913174.463928__1.463928	853__A0A173XRA8__CGS56_09290
ERR1913174.463956__1.463956	820__A7V092__hldE
ERR1913174.464116__1.464116	820__A0A139JRH8__HMPREF2141_04326
ERR1913174.464172__1.464172	357276__D1JZM4__HMPREF1065_01278
ERR1913174.464375__1.464375	820__A0A173W419__DXC68_17760
ERR1913174.464351__1.464351	649756__E5VJS7__mecR1_3
ERR1913174.464564__1.464564	40518__R5DQK2__DXD93_03730
ERR1913174.464640__1.464640	357276__A0A0K2HJA6__DXD47_07320
ERR1913174.464809__1.464809	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913174.464892__1.464892	357276__C3R5C9__HMPREF1063_00213
ERR1913174.465187__1.465187	820__A0A3E4VZY4__ERS852554_01211
ERR1913174.465349__1.465349	820__A0A3E4RUC4__DHU98_02635
ERR1913174.465604__1.465604	357276__B6W1Y1__BSEG_03960
ERR1913174.465611__1.465611	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913174.465686__1.465686	39491__A0A395UZ82__EUR_31520
ERR1913174.465741__1.465741	820__A0A173YYG4__evgS_3
ERR1913174.465751__1.465751	820__A7V470__HMPREF1072_02076
ERR1913174.465780__1.465780	357276__A0A076IRX4__ABI39_13585
ERR1913174.465835__1.465835	357276__I9R002__HMPREF1064_01826
ERR1913174.465840__1.465840	39491__A0A395ZDC6__addB
ERR1913174.465849__1.465849	823__A0A395YRW4__DD466_15895
ERR1913174.466006__1.466006	239935__R6J9Y2__CXT85_07000
ERR1913174.465985__1.465985	40518__R5DYP7__envC
ERR1913174.466045__1.466045	39491__C4Z8Y4__ERS852417_00909
ERR1913174.466187__1.466187	823__A0A174U5E4__BDI_3390
ERR1913174.466375__1.466375	28116__A0A3D2LPA1__CUY_3388
ERR1913174.466451__1.466451	204516__U6R9E7__HMPREF1534_03313
ERR1913174.466457__1.466457	39486__B0G768__DXD10_08260
ERR1913174.466490__1.466490	357276__I9R2M6__BSEG_03499
ERR1913174.466739__1.466739	487174__K0X5U7__DDY40_04950
ERR1913174.466772__1.466772	39491__A0A396FF66__DXD95_01810
ERR1913174.466884__1.466884	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913174.466947__1.466947	823__A0A355XH29__lolE_1
ERR1913174.466957__1.466957	39491__A0A396FSR4__ERS852580_02287
ERR1913174.466985__1.466985	246787__R6KIG0__BcellWH2_02358
ERR1913174.467103__1.467103	357276__I8WPR6__EL88_06675
ERR1913174.467175__1.467175	357276__I9FRW5__B5F95_21685
ERR1913174.467529__1.467529	853__A0A2A7B9I6__DW855_13690
ERR1913174.467686__1.467686	820__A0A174GYA8__DXB64_07370
ERR1913174.467717__1.467717	208479__A0A3E2UX11__HMPREF1085_02425
ERR1913174.468016__1.468016	239935__A0A2N8HQY4__CXT99_03170
ERR1913174.468176__1.468176	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913174.468144__1.468144	166486__D4KX18__ROSINTL182_07596
ERR1913174.468318__1.468318	166486__D4L0Q4__ERS852572_03675
ERR1913174.468348__1.468348	357276__I8WEY2__ABI39_04185
ERR1913174.468508__1.468508	1150298__A0A174QAL8__ERS852498_02570
ERR1913174.468623__1.468623	357276__B6VVS0__HMPREF1064_03951
ERR1913174.468642__1.468642	820__A0A139KEW8__DXB64_06405
ERR1913174.468680__1.468680	28116__R6K4N7__ERS852555_03750
ERR1913174.468750__1.468750	818__A0A0P0EVZ1__SAMN02910322_03499
ERR1913174.468852__1.468852	820__A0A174TRB5__DXD40_11305
ERR1913174.468925__1.468925	820__A0A3E5BMG9__DXD40_05130
ERR1913174.468946__1.468946	823__A0A174XJM9__CEQ22_007230
ERR1913174.469270__1.469270	214856__A0A174FZ29__ERS852559_00600
ERR1913174.469365__1.469365	901__B6WWB4__DESPIGER_2273
ERR1913174.469346__1.469346	818__Q8A2L4__Btheta7330_05011
ERR1913174.469478__1.469478	39486__R6RZU9__DXD50_10445
ERR1913174.469817__1.469817	371601__D6CXF7__BN891_50120
ERR1913174.470028__1.470028	204516__U6RFB2__HMPREF1534_01733
ERR1913174.470059__1.470059	818__A0A0P0EV21__NCTC13706_01181
ERR1913174.470193__1.470193	745368__A0A1T4X705__SAMN02745178_01472
ERR1913174.470216__1.470216	239935__A0A2N8IRW0__A4V05_11620
ERR1913174.470218__1.470218	357276__I8WBQ9__HMPREF1065_03212
ERR1913174.470296__1.470296	357276__B6W1Y1__BSEG_03960
ERR1913174.470307__1.470307	28116__C3QSX8__SAMN05444282_101331
ERR1913174.470390__1.470390	40518__R5DV66__DXD83_04215
ERR1913174.470418__1.470418	823__A0A395YZ10__NCTC11152_02955
ERR1913174.470514__1.470514	820__A0A174M9V5__M093_0237
ERR1913174.470498__1.470498	357276__I8WEY2__ABI39_04185
ERR1913174.470580__1.470580	371601__D6CXF8__DXD80_06045
ERR1913174.470643__1.470643	246787__A0A108T429__BACCELL_00192
ERR1913174.470881__1.470881	820__A0A139K8N1__ERS852554_00951
ERR1913174.470905__1.470905	820__A0A3E4GE89__DXB48_02565
ERR1913174.471032__1.471032	88431__A0A174MYZ5__ycjP_7
ERR1913174.471051__1.471051	357276__I9R201__B5F00_01910
ERR1913174.471137__1.471137	239935__A0A2N8HBM4__CXT85_06270
ERR1913174.471161__1.471161	357276__I9FTR0__HMPREF1065_02861
ERR1913174.471363__1.471363	821__I9R3W6__DXC16_12455
ERR1913174.471374__1.471374	357276__A0A076INK2__BSEG_04225
ERR1913174.471377__1.471377	820__R7E9Z4__DXC68_06065
ERR1913174.471346__1.471346	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913174.471552__1.471552	818__A0A3E5HGB5__ERS852511_02145
ERR1913174.471564__1.471564	820__A0A3E4IBC1__M094_0628
ERR1913174.471569__1.471569	39491__C4ZCV5__DXB99_11855
ERR1913174.471621__1.471621	823__A0A174GGT1__queG
ERR1913174.471639__1.471639	214856__A0A174CRY5__ERS852559_01060
ERR1913174.471670__1.471670	454154__G5SVN0__HMPREF9441_03447
ERR1913174.471689__1.471689	823__A0A395Z0N9__DHW69_05890
ERR1913174.471701__1.471701	820__A7V8C2__ERS852554_01338
ERR1913174.471950__1.471950	39486__B0G542__DXB36_08545
ERR1913174.471990__1.471990	820__A0A139K8X8__DXC80_17665
ERR1913174.472012__1.472012	47678__A5ZEP5__CGC64_03450
ERR1913174.472042__1.472042	820__A0A174Q0F0__DXB48_08080
ERR1913174.472385__1.472385	40518__R5DTJ1__DXD86_03635
ERR1913174.472439__1.472439	39491__D4JMW8__ERS852497_01971
ERR1913174.472446__1.472446	84112__F0HMN7__Elen_3038
ERR1913174.472530__1.472530	649756__L1Q8U4__ERS852571_01677
ERR1913174.472564__1.472564	1262911__R6HLC0__BN557_00578
ERR1913174.472610__1.472610	820__A0A173YYG4__evgS_3
ERR1913174.472826__1.472826	40518__R5DSI5__fieF
ERR1913174.472860__1.472860	820__A0A3E4G826__C801_01612
ERR1913174.473383__1.473383	47678__R5UAI1__BACCAC_01922
ERR1913174.473392__1.473392	820__A7V859__ERS852462_00341
ERR1913174.473423__1.473423	357276__A0A076J726__IY41_15030
ERR1913174.473464__1.473464	39491__A0A395ZF49__DXB69_05290
ERR1913174.473512__1.473512	357276__D1JZM4__HMPREF1065_01278
ERR1913174.473560__1.473560	1262992__R5CX54__BN795_00843
ERR1913174.473592__1.473592	47678__R5U558__ERS852558_02232
ERR1913174.473648__1.473648	418240__D4LQH5__ERS852478_00800
ERR1913174.473792__1.473792	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913174.473879__1.473879	820__A7VAS1__HMPREF2141_03259
ERR1913174.473852__1.473852	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913174.473908__1.473908	820__A0A1T4IYF4__mprA_1
ERR1913174.474122__1.474122	357276__C3R9Y0__HMPREF1064_01889
ERR1913174.474096__1.474096	47678__R5UZR6__HMPREF1061_03971
ERR1913174.474276__1.474276	47678__A5ZJ80__BACCAC_02965
ERR1913174.474305__1.474305	239935__A0A2N8IHY1__CXU06_00035
ERR1913174.474322__1.474322	28118__R6FC74__DHW44_13330
ERR1913174.474345__1.474345	820__A0A396EUU8__luxQ_3
ERR1913174.474358__1.474358	487174__R5FJH0__DDY40_07055
ERR1913174.474368__1.474368	357276__A0A076J4B1__DXD47_03445
ERR1913174.474439__1.474439	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913174.474578__1.474578	357276__A0A076IKP2__HMPREF1063_00218
ERR1913174.474843__1.474843	357276__I8WPR6__EL88_06675
ERR1913174.475018__1.475018	39491__A0A396FNY7__LD38_16155
ERR1913174.475019__1.475019	39491__A0A395V2Y7__DXB72_13970
ERR1913174.475037__1.475037	371601__A0A1C7H1B8__BN890_22320
ERR1913174.475221__1.475221	357276__A0A1Y3ZD00__B5F00_16730
ERR1913174.475197__1.475197	28117__B0MTW8__ALIPUT_00502
ERR1913174.475241__1.475241	371601__D6CW80__CW1_2117
ERR1913174.475301__1.475301	1263044__GCA_000433375.1_00351
ERR1913174.475337__1.475337	204516__U6R9E7__HMPREF1534_03313
ERR1913174.475372__1.475372	360807__A0A173UCM1__RIL183_07511
ERR1913174.475446__1.475446	204516__U6RN30__HMPREF1534_00370
ERR1913174.475517__1.475517	39488__A0A374NTX6__DXD91_03400
ERR1913174.475519__1.475519	820__A7V470__HMPREF1072_02076
ERR1913174.475581__1.475581	371601__A0A139LNM6__BN891_32770
ERR1913174.475668__1.475668	357276__A0A0M1W4C0__DXD47_07095
ERR1913174.475707__1.475707	2108523__A0A2P2F8A7__LAWASA_2275
ERR1913174.475878__1.475878	418240__C6JAJ8__ERS852478_03436
ERR1913174.476148__1.476148	371601__D7K8P3__SAMN05216250_10395
ERR1913174.476161__1.476161	820__A7V9F9__B5G17_14640
ERR1913174.476267__1.476267	28118__F9ZCN2__DF785_09230
ERR1913174.476454__1.476454	820__A7UYX8__DXD40_11635
ERR1913174.476518__1.476518	820__A0A3E4GA19__SAMN05444418_10562
ERR1913174.476536__1.476536	823__C7X996__DD466_12595
ERR1913174.476549__1.476549	28116__A0A078Q626__HMPREF1070_02735
ERR1913174.476561__1.476561	1628085__A0A374VUI1__C7386_11920
ERR1913174.476674__1.476674	39491__R6TNE7__T1815_09811
ERR1913174.476835__1.476835	33038__A7B8N9__CDL21_10000
ERR1913174.477061__1.477061	371601__D6D4G5__DXD80_16235
ERR1913174.477187__1.477187	204516__U6RAM4__HMPREF1534_03439
ERR1913174.477202__1.477202	357276__B6W5Q9__HMPREF1063_03125
ERR1913174.477314__1.477314	820__R9HP61__DXC91_01090
ERR1913174.477461__1.477461	357276__B6VW91__BACDOR_01584
ERR1913174.477480__1.477480	820__A0A3E4GA19__SAMN05444418_10562
ERR1913174.477536__1.477536	39491__A0A395V0H3__ERS852417_01192
ERR1913174.477548__1.477548	745368__A0A1T4XN25__SAMN02745178_02084
ERR1913174.477690__1.477690	820__A0A374Q854__HMPREF1073_03281
ERR1913174.477865__1.477865	29361__B6FKH5__CLONEX_00621
ERR1913174.478032__1.478032	1150298__R7JL35__ERS852498_02809
ERR1913174.477979__1.477979	818__A0A3E5HPU8__ERS852430_01891
ERR1913174.478463__1.478463	820__A0A374Q854__HMPREF1073_03281
ERR1913174.478496__1.478496	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913174.478527__1.478527	820__R9I2U8__DXC68_09590
ERR1913174.478599__1.478599	820__A0A139K2N9__DXB62_12420
ERR1913174.478639__1.478639	357276__A6L053__ABI39_04450
ERR1913174.478680__1.478680	820__A0A3E4GA19__SAMN05444418_10562
ERR1913174.478692__1.478692	28116__A0A139LKF7__DXA80_16100
ERR1913174.478923__1.478923	39491__A0A395V0E5__ERE_31370
ERR1913174.478958__1.478958	39486__G1WVT6__DXD50_09980
ERR1913174.479042__1.479042	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913174.479088__1.479088	371601__C3QXN6__ERS852396_01055
ERR1913174.479073__1.479073	246787__A0A108T1Y3__fepA_8
ERR1913174.479111__1.479111	820__A0A139KHX1__HMPREF2141_00289
ERR1913174.479149__1.479149	487174__K0X591__DDY40_01805
ERR1913174.479163__1.479163	214856__I3YK34__ERS852447_02806
ERR1913174.479235__1.479235	39486__R6SAM5__DXD50_06550
ERR1913174.479268__1.479268	88431__A0A173WD09__zntR_1
ERR1913174.479291__1.479291	820__A7V470__HMPREF1072_02076
ERR1913174.479420__1.479420	357276__A0A076ITU4__EL88_22160
ERR1913174.479446__1.479446	357276__A0A076IRV2__BACDOR_02822
ERR1913174.479508__1.479508	39486__G1WMI6__DXD18_00590
ERR1913174.479548__1.479548	556259__E5C690__BSGG_1431
ERR1913174.479671__1.479671	820__A0A174M9V5__M093_0237
ERR1913174.479680__1.479680	39491__C4ZAT2__ERE_28440
ERR1913174.479867__1.479867	357276__A0A076IRX7__HMPREF1064_00526
ERR1913174.479940__1.479940	820__A0A173XIP7__B5G17_16050
ERR1913174.479941__1.479941	820__A0A139K4W1__M093_0353
ERR1913174.479971__1.479971	1262920__R5KD76__BN467_01465
ERR1913174.479984__1.479984	371601__A0A1H4GWY8__CW1_1428
ERR1913174.480183__1.480183	357276__B6W1Y1__BSEG_03960
ERR1913174.480296__1.480296	1262746__R5SS80__BN750_02125
ERR1913174.480344__1.480344	357276__B6W1Y1__BSEG_03960
ERR1913174.480443__1.480443	39491__A0A173TAZ5__DXB99_09520
ERR1913174.480526__1.480526	204516__U6R9E7__HMPREF1534_03313
ERR1913174.480552__1.480552	357276__I9QBT7__BSEG_03340
ERR1913174.480673__1.480673	74426__purL
ERR1913174.480810__1.480810	820__A0A174VD39__DXD90_12235
ERR1913174.480831__1.480831	357276__D1K3K9__EL88_23995
ERR1913174.480953__1.480953	39492__D4JVG7__ERS852540_00946
ERR1913174.481113__1.481113	649756__D4MWN6__ERS852571_00821
ERR1913174.481188__1.481188	204516__U6R9E7__HMPREF1534_03313
ERR1913174.481165__1.481165	39491__A0A396FKI0__DXC13_11560
ERR1913174.481237__1.481237	39491__A0A396FUZ3__phoR_1
ERR1913174.481324__1.481324	357276__A0A076J8D4__HMPREF1064_00553
ERR1913174.481378__1.481378	544645__A0A3E4SYG4__DXC42_16560
ERR1913174.481408__1.481408	357276__D1JYA0__EL88_06560
ERR1913174.481720__1.481720	371601__A0A139LNL6__ERS852396_04350
ERR1913174.481857__1.481857	820__A7V092__hldE
ERR1913174.482085__1.482085	39492__D4JRR5__ERS852540_02089
ERR1913174.482143__1.482143	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.482288__1.482288	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913174.482250__1.482250	40518__R5DR39__mreB_2
ERR1913174.482312__1.482312	28117__B0N028__BHV66_05935
ERR1913174.482492__1.482492	387090__S0F8B2__BACCOPRO_02129
ERR1913174.482643__1.482643	820__A0A3E4W980__M093_3873
ERR1913174.482710__1.482710	820__A0A173WUD7__DXB48_08055
ERR1913174.482721__1.482721	204516__U6R9E7__HMPREF1534_03313
ERR1913174.482752__1.482752	357276__I8WEZ6__BACDOR_02323
ERR1913174.482765__1.482765	357276__C3R9Y0__HMPREF1064_01889
