ERR1913312.55__1.55	357276__A0A076IXE0__HMPREF1064_04364
ERR1913312.1005807__1.1005807	1262824__R6RRF1__BN719_00389
ERR1913312.1005861__1.1005861	39492__D4JRX9__sepF
ERR1913312.1005877__1.1005877	214856__A0A174G1M7__ERS852559_00594
ERR1913312.1005993__1.1005993	1628085__A0A374VPU7__C7386_1292
ERR1913312.1005995__1.1005995	301301__A0A395V4X8__ERS852391_01546
ERR1913312.1006044__1.1006044	39491__C4ZAT2__ERE_28440
ERR1913312.1006050__1.1006050	1262989__R6ZDI0__BN815_00876
ERR1913312.1006066__1.1006066	39485__A0A174YMC1__recN
ERR1913312.1006070__1.1006070	301301__A0A395VC12__RHOM_04160
ERR1913312.1006264__1.1006264	301302__R5VCU3__cbiK_2
ERR1913312.1006250__1.1006250	39491__A0A396FQ67__DXB99_07505
ERR1913312.1006308__1.1006308	820__A0A139K4T0__ERS852510_03146
ERR1913312.1006313__1.1006313	1262882__R5MIW5__BN519_00945
ERR1913312.1006388__1.1006388	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913312.1006442__1.1006442	1262824__R6RVH0__BN719_00011
ERR1913312.1006487__1.1006487	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913312.1006455__1.1006455	1262882__R5MEI8__BN519_00283
ERR1913312.1006541__1.1006541	1262882__R5MGX3__BN519_00046
ERR1913312.1006780__1.1006780	166486__A0A173T114__ROSINTL182_05085
ERR1913312.1006755__1.1006755	39492__R6RYB8__ERS852540_00322
ERR1913312.1006814__1.1006814	1262882__R5MXW0__BN519_00317
ERR1913312.1006911__1.1006911	301302__R5V5K3__M72_10541
ERR1913312.1006919__1.1006919	338188__A0A174EU88__BACFIN_08820
ERR1913312.1007012__1.1007012	487175__F3QIX2__HMPREF9439_00872
ERR1913312.1007022__1.1007022	1262913__R7JAA9__BN646_01000
ERR1913312.1007138__1.1007138	46228__V8BSH8__HMPREF1202_02173
ERR1913312.1007246__1.1007246	301301__A0A395V7X3__RHOM_05050
ERR1913312.1007339__1.1007339	28118__F9Z7M5__B5F99_15930
ERR1913312.1007486__1.1007486	371601__E5CE41__ERS852396_04351
ERR1913312.1007549__1.1007549	1262882__R5MYP8__BN519_00439
ERR1913312.1007616__1.1007616	39492__D4JWB3__EUBSIR_00040
ERR1913312.1007623__1.1007623	39491__A0A395UZL1__DXB76_05950
ERR1913312.1007651__1.1007651	39492__D4JTF5__ybeY
ERR1913312.1007689__1.1007689	626937__A0A136Q761__HMPREF3293_00560
ERR1913312.1007785__1.1007785	357276__C3R9Y0__HMPREF1064_01889
ERR1913312.1007851__1.1007851	39492__D4JVC7__yfgF
ERR1913312.1007845__1.1007845	371601__F7LA63__HMPREF1074_04288
ERR1913312.1007949__1.1007949	371601__C3R2J2__ERS852396_04353
ERR1913312.1007954__1.1007954	40518__R5DVX3__RBL263_01584
ERR1913312.1008032__1.1008032	1660__J3EEV9__APY09_02625
ERR1913312.1008114__1.1008114	246787__I8V2S2__BACCELL_02524
ERR1913312.1008178__1.1008178	216816__C2GSX7__DD678_03555
ERR1913312.1008361__1.1008361	1262882__R5MQ68__BN519_01178
ERR1913312.1008430__1.1008430	35833__E5Y880__HMPREF0179_02396
ERR1913312.1008546__1.1008546	818__Q8A2L4__Btheta7330_05011
ERR1913312.1008654__1.1008654	1262924__R7HQB7__BN585_02057
ERR1913312.1008660__1.1008660	39492__D4JTG7__EUBSIR_00572
ERR1913312.1008686__1.1008686	418240__A0A174VMW5__ERS852478_01082
ERR1913312.1008743__1.1008743	853__A0A2A7B9I6__DW855_13690
ERR1913312.1008821__1.1008821	40518__R5DR39__mreB_2
ERR1913312.1008895__1.1008895	40518__R5DR39__mreB_2
ERR1913312.1009204__1.1009204	1965537__A0A1Y4WCV5__B5E42_17665
ERR1913312.1009243__1.1009243	1262882__R5N4I8__BN519_01293
ERR1913312.1009130__1.1009130	246787__E2N7G0__resA_6
ERR1913312.1009348__1.1009348	1262913__R7J556__BN646_00655
ERR1913312.1009565__1.1009565	1262889__R7H8W1__BN634_00624
ERR1913312.1009820__1.1009820	39492__D4JV86__spoIIE
ERR1913312.1009872__1.1009872	39492__D4JVX0__udk
ERR1913312.1010005__1.1010005	39485__R5ZNG4__yerB
ERR1913312.1010044__1.1010044	39488__A0A173URJ8__misCB
ERR1913312.1010114__1.1010114	88431__A0A174G8Q6__ERS852526_02711
ERR1913312.1010119__1.1010119	1262924__R7HMF7__BN585_01507
ERR1913312.1010173__1.1010173	39491__A0A395ZG96__DXB69_15120
ERR1913312.1010189__1.1010189	371601__A0A174FW12__HMPREF1074_03447
ERR1913312.1010449__1.1010449	204516__U6R8Z4__HMPREF1534_03879
ERR1913312.1010514__1.1010514	39491__D6E4H2__DXB99_00485
ERR1913312.1010536__1.1010536	1262882__R5MGX3__BN519_00046
ERR1913312.1010759__1.1010759	166486__A0A173T114__ROSINTL182_05085
ERR1913312.1010850__1.1010850	39491__A0A395ZBQ4__cph2_2
ERR1913312.1010835__1.1010835	301301__A0A395V8K9__RHOM_00130
ERR1913312.1010837__1.1010837	46228__B5CPY3__DXD17_03535
ERR1913312.1010888__1.1010888	1262882__R5N3T7__BN519_01188
ERR1913312.1010928__1.1010928	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913312.1010953__1.1010953	39491__A0A395UYM9__DXC13_07980
ERR1913312.1011056__1.1011056	33039__A0A173VTT4__frdB_1
ERR1913312.1011379__1.1011379	39492__D4JU56__hemZ
ERR1913312.1011440__1.1011440	1262913__R7JLP9__BN646_02495
ERR1913312.1011537__1.1011537	28118__F9Z4Y7__DF785_06945
ERR1913312.1011618__1.1011618	1262913__R7JGU5__BN646_02158
ERR1913312.1011777__1.1011777	1262924__R7HP98__BN585_02065
ERR1913312.1011977__1.1011977	46228__B5CMW7__DXD17_11810
ERR1913312.1012013__1.1012013	1262992__R5D559__BN795_00706
ERR1913312.1012037__1.1012037	40518__R5DS37__DXD93_01965
ERR1913312.1012038__1.1012038	446660__GCA_003428235.1_01278
ERR1913312.1012325__1.1012325	166486__D4KVX6__ROSINTL182_06735
ERR1913312.1012362__1.1012362	39491__C4Z872__LD38_07250
ERR1913312.1012459__1.1012459	46228__V8CE24__thiD
ERR1913312.1012546__1.1012546	1262882__R5N4P6__BN519_01346
ERR1913312.1012550__1.1012550	46228__B5CPV4__DXD17_07415
ERR1913312.1012680__1.1012680	1262913__R7JCU2__BN646_01689
ERR1913312.1012688__1.1012688	166486__A0A173T114__ROSINTL182_05085
ERR1913312.1012633__1.1012633	1263005__R6F1A1__BN497_00406
ERR1913312.1012652__1.1012652	39488__R6GBC5__DXD91_06450
ERR1913312.1012715__1.1012715	1262882__R5MSX6__BN519_01697
ERR1913312.1012807__1.1012807	28116__E5C3L0__B5F02_21065
ERR1913312.1012870__1.1012870	1262882__R5MFR3__BN519_00473
ERR1913312.1013076__1.1013076	166486__D4L398__ERS852572_03633
ERR1913312.1013174__1.1013174	46228__B5CM12__DXD17_00945
ERR1913312.1013139__1.1013139	47678__A0A3E5BQM1__DXB67_08970
ERR1913312.1013241__1.1013241	1262882__R5MFA5__BN519_00331
ERR1913312.1013251__1.1013251	357276__A0A076INK2__BSEG_04225
ERR1913312.1013316__1.1013316	39491__A0A395V2Y7__DXB72_13970
ERR1913312.1013471__1.1013471	216816__A0A133LQN7__BL15B_00780
ERR1913312.1013532__1.1013532	301301__A0A395VDW7__RHOM_05405
ERR1913312.1013536__1.1013536	371601__I9UPT6__B5E50_12390
ERR1913312.1013610__1.1013610	1262882__R5MIY9__BN519_01097
ERR1913312.1013626__1.1013626	853__A0A173T0Y8__CGS54_07215
ERR1913312.1013716__1.1013716	39492__D4JW28__spoVFA
ERR1913312.1013976__1.1013976	1965576__A0A1Y4LPM5__B5F19_07170
ERR1913312.1014060__1.1014060	1262924__R7HRF6__BN585_01735
ERR1913312.1014104__1.1014104	39492__D4JV86__spoIIE
ERR1913312.1014090__1.1014090	1262882__R5MSX6__BN519_01697
ERR1913312.1014134__1.1014134	39492__D4JVT0__EUBSIR_00059
ERR1913312.1014170__1.1014170	1099853__G9S2I3__NSB1T_08715
ERR1913312.1014200__1.1014200	1262882__R5N1T9__BN519_00804
ERR1913312.1014280__1.1014280	39492__D4JT87__clpC
ERR1913312.1014599__1.1014599	410072__C0B9A6__yvhJ
ERR1913312.1014672__1.1014672	371601__W6PBB6__BN891_44990
ERR1913312.1014611__1.1014611	1262924__R7HRF6__BN585_01735
ERR1913312.1014619__1.1014619	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913312.1014781__1.1014781	39492__D4JQU6__ERS852540_02194
ERR1913312.1014821__1.1014821	216816__C2GUV2__APC1478_0430
ERR1913312.1014848__1.1014848	487175__F3QIG5__HMPREF9439_00712
ERR1913312.1014859__1.1014859	214856__A0A174FY71__ERS852559_01033
ERR1913312.1014860__1.1014860	39485__A0A174YQX9__ERS852490_00864
ERR1913312.1014920__1.1014920	1965576__A0A1Y4LMI1__B5F19_05570
ERR1913312.1014940__1.1014940	1262913__R7J952__BN646_00831
ERR1913312.1015243__1.1015243	853__A0A174UDE9__C4N25_12775
ERR1913312.1015337__1.1015337	357276__A0A0K2HFZ9__GV66_03405
ERR1913312.1015396__1.1015396	818__A0A0P0F391__BJP75_009470
ERR1913312.1015634__1.1015634	1262911__R6GPC5__BN557_00852
ERR1913312.1015578__1.1015578	1262924__R7HND0__BN585_00157
ERR1913312.1015680__1.1015680	1262924__R7HU74__BN585_00690
ERR1913312.1015724__1.1015724	1262882__R5N5C3__BN519_01664
ERR1913312.1016026__1.1016026	357276__I9QBT7__BSEG_03340
ERR1913312.1016195__1.1016195	357276__I9RAC4__BSEG_00561
ERR1913312.1016205__1.1016205	214856__A0A174AYS4__ERS852447_01192
ERR1913312.1016255__1.1016255	1263005__R6F0R0__BN497_00282
ERR1913312.1016336__1.1016336	328814__GCA_004558275.1_00986
ERR1913312.1016450__1.1016450	239935__A0A2N8HUU6__CXT90_06150
ERR1913312.1016482__1.1016482	1262882__R5MKU2__BN519_01271
ERR1913312.1016618__1.1016618	39492__D4JW10__pppA
ERR1913312.1016692__1.1016692	39492__D4JWG6__EUBSIR_00253
ERR1913312.1016715__1.1016715	39491__A0A395UYA6__EUBREC_0408
ERR1913312.1016861__1.1016861	216816__D6DBD5__DXC32_04335
ERR1913312.1016892__1.1016892	40518__R5DVR2__RBL236_00303
ERR1913312.1017239__1.1017239	39492__D4JSB6__ERS852540_00627
ERR1913312.1017284__1.1017284	78346__A0A087D3Y1__BRUM_1576
ERR1913312.1017468__1.1017468	487175__F3QMH5__HMPREF9439_02154
ERR1913312.1017489__1.1017489	1262992__R5CXL4__BN795_01001
ERR1913312.1017549__1.1017549	1262882__R5N048__BN519_00502
ERR1913312.1017635__1.1017635	39492__D4JWM0__atpF
ERR1913312.1017711__1.1017711	1262882__R5MKX3__BN519_00395
ERR1913312.1017871__1.1017871	853__A0A3E2V168__FAEPRAM212_00929
ERR1913312.1018074__1.1018074	214856__R5UN64__ERS852447_02669
ERR1913312.1018159__1.1018159	39492__D4JRL2__ERS852540_01608
ERR1913312.1018350__1.1018350	820__A0A139KIL9__DXC68_05945
ERR1913312.1018569__1.1018569	1150298__R7JRK4__ERS852406_01648
ERR1913312.1018648__1.1018648	1262989__R6Y319__BN815_00791
ERR1913312.1018796__1.1018796	301301__A0A395VER0__RHOM_06755
ERR1913312.1018830__1.1018830	853__D4JY61__C4N21_10560
ERR1913312.1018890__1.1018890	1262913__R7JC84__BN646_01671
ERR1913312.1018902__1.1018902	39492__D4JTG7__EUBSIR_00572
ERR1913312.1018944__1.1018944	1262882__R5MM96__BN519_01545
ERR1913312.1019049__1.1019049	1262882__R5N678__BN519_01604
ERR1913312.1019206__1.1019206	301302__A0A0M6WTB1__M72_11101
ERR1913312.1019211__1.1019211	626933__H1DGX0__HMPREF9449_01506
ERR1913312.1019293__1.1019293	39491__A0A395ZEI6__ERE_07950
ERR1913312.1019435__1.1019435	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913312.1019592__1.1019592	1262924__R7HM98__BN585_01697
ERR1913312.1019636__1.1019636	246787__A0A120A560__BACCELL_01375
ERR1913312.1019661__1.1019661	47678__A5ZJ14__ERS852494_02225
ERR1913312.1019662__1.1019662	39492__D4JU36__cobC_1
ERR1913312.1019754__1.1019754	39491__C4ZF05__vpr
ERR1913312.1019782__1.1019782	1262882__R5N4G2__BN519_01273
ERR1913312.1019789__1.1019789	1262882__R5MKU2__BN519_01271
ERR1913312.1019953__1.1019953	39492__D4JWD3__EUBSIR_00151
ERR1913312.1020020__1.1020020	39492__D4JRX7__EUBSIR_01480
ERR1913312.1020038__1.1020038	1262882__R5MHZ2__BN519_00742
ERR1913312.1020257__1.1020257	218538__C9LQW2__GCWU000321_01944
ERR1913312.1020340__1.1020340	46228__V8C7Q2__RUMLAC_01460
ERR1913312.1020403__1.1020403	2173__A0A1D2WRI1__BK798_01230
ERR1913312.1020447__1.1020447	2108523__A0A2P2FCY8__LAWASA_3942
ERR1913312.1020452__1.1020452	46228__V8C9H7__RUMLAC_01008
ERR1913312.1020512__1.1020512	39491__D6E2U1__EUBREC_3278
ERR1913312.1020553__1.1020553	47678__R5UGC2__ERS852494_02070
ERR1913312.1020578__1.1020578	28116__A0A1Y4PHM7__DXA80_25130
ERR1913312.1020642__1.1020642	47678__R5UGC2__ERS852494_02070
ERR1913312.1020689__1.1020689	357276__C3RA36__HMPREF1065_03270
ERR1913312.1020707__1.1020707	820__A0A139JRS5__HMPREF1073_04025
ERR1913312.1020711__1.1020711	418240__A0A174NZX7__tagF_1
ERR1913312.1020798__1.1020798	1262930__R6AUL9__BN693_02008
ERR1913312.1020872__1.1020872	1262913__R7JC84__BN646_01671
ERR1913312.1021014__1.1021014	39492__D4JRV7__EUBSIR_01513
ERR1913312.1021085__1.1021085	39492__D4JSS2__EUBSIR_00553
ERR1913312.1021132__1.1021132	1262882__R5N0F4__BN519_00593
ERR1913312.1021220__1.1021220	46228__V8C4T8__RUMLAC_02058
ERR1913312.1021696__1.1021696	1262924__R7HM98__BN585_01697
ERR1913312.1021801__1.1021801	1735__B7CEC3__EUBIFOR_02567
ERR1913312.1021817__1.1021817	46228__V8CAH7__HMPREF1202_00795
ERR1913312.1021892__1.1021892	39492__D4JWY7__EUBSIR_01655
ERR1913312.1021988__1.1021988	28116__A0A396DFW5__C5Z02_07010
ERR1913312.1022258__1.1022258	166486__D4L0L8__ROSINTL182_08063
ERR1913312.1022313__1.1022313	39492__R6RYB8__ERS852540_00322
ERR1913312.1022433__1.1022433	1262992__R5D0P4__BN795_01631
ERR1913312.1022534__1.1022534	39491__A0A396FJJ9__DXB76_11995
ERR1913312.1022539__1.1022539	40518__R5DZB1__DXD83_08840
ERR1913312.1022571__1.1022571	853__E2ZGD9__C7J97_11715
ERR1913312.1022616__1.1022616	410072__A0A173U3R3__COPCOM_01404
ERR1913312.1022679__1.1022679	301301__A0A395V928__RHOM_04950
ERR1913312.1022700__1.1022700	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913312.1022710__1.1022710	371601__D0TR52__HMPREF1074_03319
ERR1913312.1022945__1.1022945	1262882__R5MHZ2__BN519_00742
ERR1913312.1023262__1.1023262	357276__A0A076J8M3__ABI39_13695
ERR1913312.1023235__1.1023235	1262882__R5MFR3__BN519_00473
ERR1913312.1023468__1.1023468	821__R6F3Y1__SAMN04487923_104318
ERR1913312.1023525__1.1023525	39492__D4JVC7__yfgF
ERR1913312.1023646__1.1023646	39492__D4JUS6__accD5
ERR1913312.1023725__1.1023725	649756__D4MTX1__DCR88_05080
ERR1913312.1023829__1.1023829	301301__A0A395V3C0__mcpC_6
ERR1913312.1023886__1.1023886	556259__I0PXW0__BSGG_5187
ERR1913312.1023888__1.1023888	301301__G2T207__cph2_5
ERR1913312.1023924__1.1023924	1550024__G9RX76__ASJ35_12355
ERR1913312.1024037__1.1024037	46228__V8C7Q2__RUMLAC_01460
ERR1913312.1024021__1.1024021	301301__A0A395VEV6__RHOM_05260
ERR1913312.1024137__1.1024137	410072__A0A174LAX8__DXD67_10655
ERR1913312.1024291__1.1024291	214856__A0A174ZLY7__ERS852447_02456
ERR1913312.1024601__1.1024601	410072__A0A173S248__ERS852525_02992
ERR1913312.1024649__1.1024649	1262882__R5N1L4__BN519_00757
ERR1913312.1024652__1.1024652	1262882__R5MKV8__BN519_01281
ERR1913312.1024858__1.1024858	1262882__R5MKI3__BN519_00334
ERR1913312.1025003__1.1025003	1262911__R6GPM2__BN557_00937
ERR1913312.1025092__1.1025092	39485__C4Z390__EUBELI_01689
ERR1913312.1025287__1.1025287	649756__D4MYP6__DO83_09290
ERR1913312.1025306__1.1025306	39492__D4JV38__EUBSIR_01205
ERR1913312.1025424__1.1025424	39492__D4JTW7__EUBSIR_00859
ERR1913312.1025429__1.1025429	1262992__R5DCN3__BN795_00359
ERR1913312.1025557__1.1025557	204516__U6R9E7__HMPREF1534_03313
ERR1913312.1025571__1.1025571	39492__D4JU30__EUBSIR_00838
ERR1913312.1025637__1.1025637	1262913__R7JDP2__BN646_01793
ERR1913312.1025646__1.1025646	556259__E5C6L5__BSGG_0298
ERR1913312.1025894__1.1025894	39491__A0A174K9A3__DXB69_07785
ERR1913312.1026030__1.1026030	39492__D4JV38__EUBSIR_01205
ERR1913312.1026009__1.1026009	1965576__A0A1Y4LK19__B5F19_09265
ERR1913312.1026082__1.1026082	1262882__R5MYX5__BN519_00333
ERR1913312.1026392__1.1026392	820__R9I3Q7__HMPREF1072_01668
ERR1913312.1026462__1.1026462	39492__D4JWY0__EUBSIR_01648
ERR1913312.1026599__1.1026599	39496__A5Z5I2__EUBVEN_00963
ERR1913312.1026738__1.1026738	39491__C4ZAT2__ERE_28440
ERR1913312.1026945__1.1026945	39492__D4MMZ8__ERS852540_01407
ERR1913312.1027007__1.1027007	39492__D4JTF2__mutS2
ERR1913312.1027130__1.1027130	301301__A0A395VBG0__ERS852391_01236
ERR1913312.1027133__1.1027133	853__A0A2A7A4A9__C4N21_14870
ERR1913312.1027141__1.1027141	1262882__R5MM10__BN519_01679
ERR1913312.1027521__1.1027521	487175__F3QI79__HMPREF9439_00626
ERR1913312.1027629__1.1027629	649756__A0A173T0Q8__DCR88_01335
ERR1913312.1027633__1.1027633	360807__A0A1Q6T8A0__mepA_13
ERR1913312.1027730__1.1027730	39492__D4JW10__pppA
ERR1913312.1027762__1.1027762	1262882__R5MIQ8__BN519_01036
ERR1913312.1027768__1.1027768	39492__D4JWY0__EUBSIR_01648
ERR1913312.1027797__1.1027797	1262882__R5N1L4__BN519_00757
ERR1913312.1027846__1.1027846	39496__A5Z5I2__EUBVEN_00963
ERR1913312.1027855__1.1027855	33039__A0A174Z8F8__ERS852530_05419
ERR1913312.1028247__1.1028247	218538__C9LQG5__GCWU000321_01796
ERR1913312.1028351__1.1028351	39492__D4JUR4__ERS852540_01427
ERR1913312.1028591__1.1028591	39492__A0A174Z2N0__EUBSIR_01615
ERR1913312.1028622__1.1028622	246787__R6KCH8__csbC
ERR1913312.1028783__1.1028783	39488__A0A174IFL3__DXD91_00270
ERR1913312.1028817__1.1028817	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913312.1028868__1.1028868	1150298__A0A174R4D7__tmpC_2
ERR1913312.1028949__1.1028949	46228__B5CR74__HMPREF1202_02190
ERR1913312.1029005__1.1029005	40518__R5DUU8__DXD86_08440
ERR1913312.1029143__1.1029143	1262913__R7J3T8__BN646_00022
ERR1913312.1029363__1.1029363	39491__A0A395ZDC6__addB
ERR1913312.1029420__1.1029420	626937__A0A136Q0B2__A5N82_14050
ERR1913312.1029604__1.1029604	1965555__A0A1Y4SCI3__B5E77_06315
ERR1913312.1030110__1.1030110	39492__D4JTI2__ERS852540_00694
ERR1913312.1030075__1.1030075	40518__R5DTW7__phoU
ERR1913312.1030165__1.1030165	1262882__R5MEN2__BN519_00200
ERR1913312.1030196__1.1030196	39492__R6RT40__prkC_3
ERR1913312.1030132__1.1030132	214856__A0A174CRY5__ERS852559_01060
ERR1913312.1030243__1.1030243	39496__A5ZA25__EUBVEN_02572
ERR1913312.1030299__1.1030299	301301__G2SXB0__RHOM_09565
ERR1913312.1030331__1.1030331	46228__V8CD18__DXD17_11645
ERR1913312.1030362__1.1030362	46228__B5CP91__RUMLAC_01282
ERR1913312.1030364__1.1030364	1262882__R5N3H1__BN519_01121
ERR1913312.1030442__1.1030442	39492__B0MNL5__phoR_1
ERR1913312.1030416__1.1030416	1262743__R5C054__BN727_01980
ERR1913312.1030417__1.1030417	1262743__R5C054__BN727_01980
ERR1913312.1030422__1.1030422	39491__A0A174G6M3__DXD13_14470
ERR1913312.1030487__1.1030487	649756__D4MZ64__ERS852425_00811
ERR1913312.1030590__1.1030590	1262882__R5MSX6__BN519_01697
ERR1913312.1030716__1.1030716	39492__D4JVC7__yfgF
ERR1913312.1030883__1.1030883	1262913__R7JDP2__BN646_01793
ERR1913312.1030983__1.1030983	46228__B5CQD2__HMPREF1202_00579
ERR1913312.1031034__1.1031034	39491__C4ZCV5__DXB99_11855
ERR1913312.1031151__1.1031151	239935__A0A2N8I3G2__CXT89_00720
ERR1913312.1031207__1.1031207	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913312.1031248__1.1031248	166486__D4L3K7__ERS852572_00904
ERR1913312.1031360__1.1031360	487174__K0WT60__DDY40_05170
ERR1913312.1031350__1.1031350	1262913__R7JPP6__BN646_00416
ERR1913312.1031516__1.1031516	487175__R5E5P8__HMPREF9439_00961
ERR1913312.1031629__1.1031629	1262882__R5MRT2__BN519_01494
ERR1913312.1031642__1.1031642	1262882__R5MM69__BN519_00075
ERR1913312.1031705__1.1031705	39492__D4JSA4__ERS852540_00596
ERR1913312.1031715__1.1031715	360807__A0A173TV21__RIL183_14191
ERR1913312.1031745__1.1031745	39492__D4JWI6__EUBSIR_01073
ERR1913312.1031778__1.1031778	39492__D4JRM9__bglB_2
ERR1913312.1031804__1.1031804	46228__V8BLW9__DXD17_14090
ERR1913312.1031817__1.1031817	39492__D4JU30__EUBSIR_00838
ERR1913312.1032010__1.1032010	820__R9HXK9__DXB62_08265
ERR1913312.1032074__1.1032074	410072__C0B8M3__ERS852574_02182
ERR1913312.1032094__1.1032094	39492__D4JTG7__EUBSIR_00572
ERR1913312.1032159__1.1032159	28116__I8Y7V6__HMPREF1017_02728
ERR1913312.1032363__1.1032363	39492__D4JQM9__EUBSIR_00669
ERR1913312.1032424__1.1032424	457421__C5ERC0__CBFG_04276
ERR1913312.1032568__1.1032568	371601__A0A1Y4VA43__HMPREF1074_02112
ERR1913312.1032583__1.1032583	39492__D4JRM4__tap_5
ERR1913312.1032680__1.1032680	39492__D4JWI6__EUBSIR_01073
ERR1913312.1032754__1.1032754	1262992__R5D6G0__BN795_00277
ERR1913312.1032731__1.1032731	626932__G5H6M5__HMPREF9450_00585
ERR1913312.1032788__1.1032788	544645__A0A1Y3VSG8__DXC42_08680
ERR1913312.1032894__1.1032894	2292352__A0A374UNS4__DXC23_05055
ERR1913312.1032967__1.1032967	1262882__R5MLT4__BN519_01496
ERR1913312.1033038__1.1033038	1262913__R7JHU4__BN646_02031
ERR1913312.1033061__1.1033061	39492__D4JU79__EUBSIR_01975
ERR1913312.1033162__1.1033162	1262882__R5MGX3__BN519_00046
ERR1913312.1033202__1.1033202	39492__D4JVG7__ERS852540_00946
ERR1913312.1033273__1.1033273	410072__A0A174QU55__luxQ
ERR1913312.1033567__1.1033567	1262882__R5MKI3__BN519_00334
ERR1913312.1033673__1.1033673	214856__R6XUN2__rcsC_1
ERR1913312.1033679__1.1033679	1263005__R6F4K2__BN497_01348
ERR1913312.1033680__1.1033680	1263005__R6FIV5__BN497_01416
ERR1913312.1033859__1.1033859	1262924__R7HNN4__BN585_01505
ERR1913312.1034062__1.1034062	1680__A0A173Y6N7__yhaH
ERR1913312.1034266__1.1034266	39485__C4Z1Y9__EUBELI_00143
ERR1913312.1034518__1.1034518	39492__D4JV86__spoIIE
ERR1913312.1034706__1.1034706	1150298__R7JXH6__mecR1
ERR1913312.1034712__1.1034712	1150298__R7JTG8__smf
ERR1913312.1034806__1.1034806	1262882__R5MIP9__BN519_01028
ERR1913312.1034869__1.1034869	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913312.1034881__1.1034881	1262882__R5MRS7__BN519_01490
ERR1913312.1034922__1.1034922	1262913__R7JF62__BN646_02078
ERR1913312.1034966__1.1034966	1262882__R5MKU7__BN519_01276
ERR1913312.1034949__1.1034949	39491__R6TNE2__LD38_07270
ERR1913312.1035078__1.1035078	46228__B5CTE5__HMPREF1202_00334
ERR1913312.1035085__1.1035085	1262882__R5MHZ2__BN519_00742
ERR1913312.1035322__1.1035322	246787__A0A108TGC6__HMPREF1062_02270
ERR1913312.1035324__1.1035324	1262882__R5N3H1__BN519_01121
ERR1913312.1035369__1.1035369	821__A0A174NVL6__NCTC10583_01782
ERR1913312.1035463__1.1035463	1263006__R6LU28__BN515_01365
ERR1913312.1035481__1.1035481	39491__A0A174K265__DXB76_05915
ERR1913312.1035602__1.1035602	40518__R5E5W1__RBL263_01034
ERR1913312.1035694__1.1035694	853__A0A3E2U7E6__ERS852582_01640
ERR1913312.1035808__1.1035808	1262913__R7JKR8__BN646_02592
ERR1913312.1035830__1.1035830	1099853__R7DGQ8__NSB1T_04905
ERR1913312.1035963__1.1035963	1262924__R7HLJ5__BN585_01491
ERR1913312.1035964__1.1035964	39492__B0MM84__lgt
ERR1913312.1036020__1.1036020	39488__A0A173SMQ7__EUBHAL_00819
ERR1913312.1036039__1.1036039	84112__C8WKI5__Elen_0301
ERR1913312.1036091__1.1036091	301301__G2SZL1__ERS852391_00584
ERR1913312.1036147__1.1036147	46228__B5CSA1__HMPREF1202_00678
ERR1913312.1036253__1.1036253	40520__A0A395X2X5__C4886_03165
ERR1913312.1036270__1.1036270	216816__A0A133LQN7__BL15B_00780
