ERR1913265.120__1.120	1150298__R7JPB1__corA
ERR1913265.1118139__1.1118139	310298__B3JJ24__BACCOP_01886
ERR1913265.1118143__1.1118143	1965646__A0A1Y3WTS9__B5G10_01920
ERR1913265.1118332__1.1118332	544644__GCA_001915615.1_00724
ERR1913265.1118386__1.1118386	216816__B7GPE8__I118_0062
ERR1913265.1118510__1.1118510	853__A0A174CVG7__CGS58_09335
ERR1913265.1118486__1.1118486	40518__R5DP21__RBATCC27255_00348
ERR1913265.1118533__1.1118533	821__A0A0P0M2J4__DXD46_10295
ERR1913265.1118594__1.1118594	40518__R5DUU2__yvhJ_2
ERR1913265.1118600__1.1118600	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913265.1118584__1.1118584	1304__A0A1V0GL68__CGZ74_06870
ERR1913265.1118590__1.1118590	40518__R5E4Y8__RBATCC27255_01448
ERR1913265.1118625__1.1118625	1150298__A0A174DQT6__ERS852498_00506
ERR1913265.1118632__1.1118632	821__A0A173XDD3__DXB82_17180
ERR1913265.1118766__1.1118766	39491__A0A396FMT0__EUBREC_3020
ERR1913265.1118804__1.1118804	1263109__GCA_000438135.1_00602
ERR1913265.1118904__1.1118904	1150298__A0A174MSM0__toxA_2
ERR1913265.1119056__1.1119056	39491__A0A396FIZ8__ERE_20410
ERR1913265.1119098__1.1119098	1262992__R5D546__BN795_00726
ERR1913265.1119212__1.1119212	1150298__R7JU23__ERS852498_02342
ERR1913265.1119403__1.1119403	820__A0A374Q4X1__HMPREF2141_02370
ERR1913265.1119529__1.1119529	28116__C3R1N5__SAMN05444282_12443
ERR1913265.1119625__1.1119625	39491__A0A396FM36__DXB99_00820
ERR1913265.1119717__1.1119717	47678__R5UZM4__DW706_15680
ERR1913265.1119961__1.1119961	39491__A0A173U130__ERE_16110
ERR1913265.1119966__1.1119966	33043__D5HHT0__ERS852445_02798
ERR1913265.1120264__1.1120264	1304__A0A1V0GL68__CGZ74_06870
ERR1913265.1120357__1.1120357	487175__R5E6U7__HMPREF9439_00748
ERR1913265.1120452__1.1120452	216816__C2GUV2__APC1478_0430
ERR1913265.1120467__1.1120467	28026__R6NSS2__truB
ERR1913265.1120539__1.1120539	328814__GCA_004558275.1_01847
ERR1913265.1120630__1.1120630	1150298__R7JXH6__mecR1
ERR1913265.1120645__1.1120645	328813__A0A1Y3QZ64__B5G41_14235
ERR1913265.1120758__1.1120758	821__A0A0P0LQT3__DXC03_05050
ERR1913265.1121054__1.1121054	905__R7M489__Acfer_0485
ERR1913265.1121176__1.1121176	246787__R6KQ08__AA416_01934
ERR1913265.1121300__1.1121300	1304__F8HCG1__SSALIVM18_03556
ERR1913265.1121277__1.1121277	820__A0A3E4QZJ7__C801_01798
ERR1913265.1121346__1.1121346	39491__A0A396FSN2__EUBREC_0707
ERR1913265.1121381__1.1121381	40518__R5DV58__htrA
ERR1913265.1121518__1.1121518	39492__D4JQX3__EUBSIR_01310
ERR1913265.1121540__1.1121540	40518__R5DQJ0__DXD93_03790
ERR1913265.1121673__1.1121673	487174__K0X3L3__DDY40_11345
ERR1913265.1121767__1.1121767	649756__L1PU84__ERS852571_01295
ERR1913265.1121821__1.1121821	39491__A0A395ZBW8__DXC13_08840
ERR1913265.1122042__1.1122042	216816__A0A061M1M5__HMPREF0177_01046
ERR1913265.1122181__1.1122181	28117__B0MXR4__BHV66_08025
ERR1913265.1122192__1.1122192	328813__A0A1Y3QRL5__B5G41_11625
ERR1913265.1122218__1.1122218	310298__B3JK97__BACCOP_02326
ERR1913265.1122346__1.1122346	310298__B3JFK4__BACCOP_00654
ERR1913265.1122450__1.1122450	214856__I3YPI7__pepD_1
ERR1913265.1122486__1.1122486	1680__A0A0C2VBJ4__birA
ERR1913265.1122674__1.1122674	40518__R5DY73__DXD86_02865
ERR1913265.1122728__1.1122728	40518__R5DS37__DXD93_01965
ERR1913265.1122730__1.1122730	28117__B0MWC6__BHV66_00965
ERR1913265.1122756__1.1122756	821__C6Z451__BHV80_04265
ERR1913265.1122961__1.1122961	39491__A0A174K9A3__DXB69_07785
ERR1913265.1123034__1.1123034	820__A0A174M9V5__M093_0237
ERR1913265.1123110__1.1123110	216816__A0A0A6VML2__DD678_06965
ERR1913265.1123135__1.1123135	905__D2RML1__SAMN05216495_11245
ERR1913265.1123229__1.1123229	214851__D1PK46__SUBVAR_04766
ERR1913265.1123262__1.1123262	1304__A0A2I1TLS3__DL07_03485
ERR1913265.1123340__1.1123340	40518__R5E4X5__RB5AMG_01438
ERR1913265.1123513__1.1123513	1150298__A0A174DX06__ERS852498_00491
ERR1913265.1123487__1.1123487	33043__A0A173WTV6__ERS852400_02153
ERR1913265.1123602__1.1123602	100884__E7GEK3__DXB30_07700
ERR1913265.1123580__1.1123580	1318__W1VLP5__HMPREF1195_01494
ERR1913265.1123673__1.1123673	28117__B0MSS1__ALIPUT_00273
ERR1913265.1123686__1.1123686	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913265.1123718__1.1123718	820__A0A173W419__DXC68_17760
ERR1913265.1123849__1.1123849	853__A0A329UEG4__CHR60_00585
ERR1913265.1123870__1.1123870	357276__B6W1J2__BACDOR_03380
ERR1913265.1123931__1.1123931	853__A0A3E2U7E6__ERS852582_01640
ERR1913265.1124084__1.1124084	1681__A0A0H2PKG4__SAMN05216254_0742
ERR1913265.1124203__1.1124203	216816__B3DNW2__BL171B_07980
ERR1913265.1124333__1.1124333	461393__J1HN19__HMPREF1318_2069
ERR1913265.1124336__1.1124336	1262743__R5C054__BN727_01980
ERR1913265.1124359__1.1124359	821__A0A396ER29__ERS852457_02298
ERR1913265.1124393__1.1124393	821__A0A0P0M6M0__M097_4734
ERR1913265.1124416__1.1124416	1318__I1ZKU9__CYK20_09005
ERR1913265.1124430__1.1124430	820__R7E9Z4__DXC68_06065
ERR1913265.1124548__1.1124548	905__D2RLZ4__Acfer_1740
ERR1913265.1124593__1.1124593	214856__A0A174G1M7__ERS852559_00594
ERR1913265.1124851__1.1124851	853__A0A2J4JL53__CRH10_10795
ERR1913265.1124852__1.1124852	853__A0A173YYY4__DWZ04_09420
ERR1913265.1124867__1.1124867	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913265.1124869__1.1124869	651822__GCA_000210715.1_00753
ERR1913265.1125160__1.1125160	39491__A0A174M1X5__DXB99_18695
ERR1913265.1125169__1.1125169	28117__B0MUB4__BHV66_01895
ERR1913265.1125194__1.1125194	1680__A0A173Y6N7__yhaH
ERR1913265.1125199__1.1125199	216816__A0A133L1E2__ptsP
ERR1913265.1125287__1.1125287	214856__A0A174EQR4__rsmA
ERR1913265.1125375__1.1125375	1304__A0A1V0GJ48__SALIVB_1571
ERR1913265.1125379__1.1125379	40518__R5DV58__htrA
ERR1913265.1125465__1.1125465	40518__R5E4V5__RBL263_01242
ERR1913265.1125576__1.1125576	216816__A0A395XZB7__DXD37_04075
ERR1913265.1125682__1.1125682	39491__A0A395ZEI6__ERE_07950
ERR1913265.1125716__1.1125716	1262992__R5D3X7__BN795_00539
ERR1913265.1125789__1.1125789	68891__A0A0F2DY13__dnaK
ERR1913265.1125770__1.1125770	28117__B0MZ14__ALIPUT_02383
ERR1913265.1125913__1.1125913	28118__R6FJE6__NCTC10826_00111
ERR1913265.1126008__1.1126008	40518__R5DZU5__RBL263_00458
ERR1913265.1126027__1.1126027	853__A0A174BA00__DW905_01145
ERR1913265.1126109__1.1126109	39488__C0ET99__ERS852578_00102
ERR1913265.1126124__1.1126124	820__A0A3E4XM43__DXC91_13960
ERR1913265.1126130__1.1126130	1160721__W0U7T4__BHW50_09645
ERR1913265.1126204__1.1126204	39491__A0A395V464__EUBREC_1509
ERR1913265.1126355__1.1126355	40518__R5DW64__RBL236_01394
ERR1913265.1126543__1.1126543	1685__A0A2K9B7Y4__BBM1114_01180
ERR1913265.1126624__1.1126624	1304__J7SIV6__pspA_3
ERR1913265.1126671__1.1126671	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913265.1126720__1.1126720	1683__C4FEM4__BIANG_0131
ERR1913265.1126729__1.1126729	1680__A0A3E4SB79__BAD_1517
ERR1913265.1126848__1.1126848	1680__A0A3E4SB79__BAD_1517
ERR1913265.1126877__1.1126877	1304__F8LKH9__SSALIVM18_07426
ERR1913265.1126999__1.1126999	40518__R5DS23__DXD86_01715
ERR1913265.1127141__1.1127141	556259__I0PYM3__BSGG_5385
ERR1913265.1127438__1.1127438	823__A0A355XLH0__fepA_1
ERR1913265.1127441__1.1127441	357276__A0A076IKP2__HMPREF1063_00218
ERR1913265.1127517__1.1127517	487174__K0WXG8__DIT83_09300
ERR1913265.1127576__1.1127576	1680__A0A0B5BKZ3__DXD60_01450
ERR1913265.1127545__1.1127545	28118__R6FCN5__Odosp_2070
ERR1913265.1127686__1.1127686	853__C7H1R8__DW905_06675
ERR1913265.1127777__1.1127777	40519__U2MCQ8__RUMCAL_00556
ERR1913265.1128147__1.1128147	40518__R5DT16__ysdC_2
ERR1913265.1128188__1.1128188	39491__A0A395UXH0__EUBREC_0021
ERR1913265.1128370__1.1128370	1150298__R7JRJ7__ERS852406_01438
ERR1913265.1128412__1.1128412	39492__D4JTF2__mutS2
ERR1913265.1128597__1.1128597	39491__A0A395ZHV7__ykvU
ERR1913265.1128574__1.1128574	1304__F8LK78__STRSA0001_0840
ERR1913265.1128638__1.1128638	820__A0A139KIL9__DXC68_05945
ERR1913265.1128758__1.1128758	1263109__GCA_000438135.1_00305
ERR1913265.1128807__1.1128807	214856__A0A174CRY5__ERS852559_01060
ERR1913265.1128826__1.1128826	626929__F3PLK1__B5F97_09750
ERR1913265.1128835__1.1128835	40518__R5DXI4__DXD86_07420
ERR1913265.1128926__1.1128926	1150298__A0A174K7D2__ERS852498_01147
ERR1913265.1128958__1.1128958	40518__R5DN55__RBATCC27255_01652
ERR1913265.1128996__1.1128996	1263109__GCA_000438135.1_00605
ERR1913265.1129012__1.1129012	39491__A0A396FUZ3__phoR_1
ERR1913265.1129119__1.1129119	357276__I8WEY2__ABI39_04185
ERR1913265.1129255__1.1129255	1150298__A0A174EA00__ERS852406_01720
ERR1913265.1129274__1.1129274	39491__A0A395ZGU6__ERS852417_01456
ERR1913265.1129337__1.1129337	40519__U2MCQ8__RUMCAL_00556
ERR1913265.1129356__1.1129356	310298__B3JED9__BACCOP_00230
ERR1913265.1129403__1.1129403	310298__B3JGL4__BACCOP_01016
ERR1913265.1129432__1.1129432	28117__B0MTS2__ALIPUT_00159
ERR1913265.1129481__1.1129481	39491__A0A395ZDC6__addB
ERR1913265.1129668__1.1129668	1262783__R6CQW1__BN558_00305
ERR1913265.1129869__1.1129869	1318__E8K6Z8__gtfB
ERR1913265.1129877__1.1129877	47678__A0A3E5BQM1__DXB67_08970
ERR1913265.1129881__1.1129881	1150298__R7JU23__ERS852498_02342
ERR1913265.1129942__1.1129942	40518__R5E1J7__RBL236_02062
ERR1913265.1129946__1.1129946	1263006__R6LU28__BN515_01365
ERR1913265.1130060__1.1130060	39491__A0A395ZGE4__ERS852497_01269
ERR1913265.1130253__1.1130253	1150298__A0A174N5I7__ERS852498_01953
ERR1913265.1130287__1.1130287	28117__B0MY41__BHV66_05165
ERR1913265.1130323__1.1130323	1263109__GCA_000438135.1_00036
ERR1913265.1130394__1.1130394	40518__R5DZB1__DXD83_08840
ERR1913265.1130504__1.1130504	214856__A0A173YE57__ERS852559_00126
ERR1913265.1130485__1.1130485	214856__A0A173YE57__ERS852559_00126
ERR1913265.1130763__1.1130763	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913265.1130792__1.1130792	1262992__R5CYZ3__BN795_01363
ERR1913265.1130838__1.1130838	1263109__GCA_000438135.1_00485
ERR1913265.1130885__1.1130885	28117__B0MZ50__ALIPUT_02424
ERR1913265.1130899__1.1130899	40518__R5DVL2__penA
ERR1913265.1130952__1.1130952	1150298__R7JNQ8__ERS852406_00857
ERR1913265.1130967__1.1130967	88431__A0A174RV97__ERS852573_01297
ERR1913265.1131034__1.1131034	823__A0A395YZ10__NCTC11152_02955
ERR1913265.1131169__1.1131169	418240__A0A173WSQ7__ERS852478_01153
ERR1913265.1131197__1.1131197	1304__A0A074J0C2__V471_05910
ERR1913265.1131384__1.1131384	39491__A0A396FUZ3__phoR_1
ERR1913265.1131784__1.1131784	40518__R5DUG7__sbcC
ERR1913265.1131884__1.1131884	999425__T0U1Y7__HMPREF9186_00498
ERR1913265.1132047__1.1132047	40518__R5DUG7__sbcC
ERR1913265.1132122__1.1132122	40518__R5DUG7__sbcC
ERR1913265.1132221__1.1132221	39491__A0A395ZHV7__ykvU
ERR1913265.1132366__1.1132366	39491__A0A396FGM9__fliU_1
ERR1913265.1132331__1.1132331	1150298__R7JUS2__ERS852498_02193
ERR1913265.1132481__1.1132481	1550024__G9RWE0__TQ39_04155
ERR1913265.1132573__1.1132573	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913265.1132680__1.1132680	1680__A0A174BEE7__BSTER_1311
ERR1913265.1132789__1.1132789	410072__A0A174B435__COPCOM_00497
ERR1913265.1132791__1.1132791	818__Q8A3A6__Btheta7330_00071
ERR1913265.1132880__1.1132880	328813__A0A1Y3QRL5__B5G41_11625
ERR1913265.1132839__1.1132839	39491__C4Z8S1__DXB76_06750
ERR1913265.1132842__1.1132842	563038__G0I8E8__HMPREF0851_00906
ERR1913265.1132910__1.1132910	1680__R5GKP2__DXD60_06200
ERR1913265.1132967__1.1132967	33043__A0A174EI47__inlJ
ERR1913265.1133033__1.1133033	853__A0A3E2V168__FAEPRAM212_00929
ERR1913265.1133158__1.1133158	487175__F3QGM6__HMPREF9439_00065
ERR1913265.1133202__1.1133202	1680__A0A374QDL4__LMG18897_0432
ERR1913265.1133368__1.1133368	39485__C4Z0K2__ERS852490_00991
ERR1913265.1133404__1.1133404	310298__B3JJX9__BACCOP_02203
ERR1913265.1133646__1.1133646	1681__A0A0E2ZBA9__DXC56_02195
ERR1913265.1133786__1.1133786	1680__A0A2R4G1K8__BBMN23_0315
ERR1913265.1133887__1.1133887	1680__A0A087DHN0__AL0462_1532
ERR1913265.1134168__1.1134168	40518__R5DXH2__DXD83_10135
ERR1913265.1134355__1.1134355	1680__A0A173XYA2__B0703_0121
ERR1913265.1134449__1.1134449	1262743__R5C054__BN727_01980
ERR1913265.1134545__1.1134545	216816__A0A087BBV6__BFS26_06210
ERR1913265.1134721__1.1134721	1680__A0A0C2YPV2__AL0462_1474
ERR1913265.1134816__1.1134816	820__A0A173XIP7__B5G17_16050
ERR1913265.1134845__1.1134845	853__A0A174BA00__DW905_01145
ERR1913265.1134969__1.1134969	40518__R5E6G1__DXD83_06815
ERR1913265.1135056__1.1135056	39492__D4JUS6__accD5
ERR1913265.1135142__1.1135142	40518__R5DLJ7__lytR_4
ERR1913265.1135163__1.1135163	1203556__S2ZH13__HMPREF1478_00332
ERR1913265.1135369__1.1135369	33043__D5HEF6__ERS852445_00180
ERR1913265.1135573__1.1135573	394340__uvrA_2
ERR1913265.1135670__1.1135670	1304__F8LL79__CYK22_09535
ERR1913265.1135699__1.1135699	216816__B7GTR6__BLD_0992
ERR1913265.1135822__1.1135822	1150298__A0A174KW35__cbbX
ERR1913265.1136014__1.1136014	47678__I9ECI0__HMPREF1061_03742
ERR1913265.1136082__1.1136082	1262739__R6NPI3__BN659_00544
ERR1913265.1136068__1.1136068	28117__R7JIJ8__BHV66_01635
ERR1913265.1136408__1.1136408	1686__B6XVK7__BIFCAT_01236
ERR1913265.1136381__1.1136381	47678__R5U969__C5Z00_13130
ERR1913265.1136474__1.1136474	1318__I1ZPN1__NCTC12854_02060
ERR1913265.1136482__1.1136482	310298__B3JQL6__BACCOP_04252
ERR1913265.1136532__1.1136532	39491__A0A395UZL1__DXB76_05950
ERR1913265.1136556__1.1136556	1351__A0A366T3A3__CUN17_09510
ERR1913265.1136569__1.1136569	40518__R5DZC6__mreC
ERR1913265.1136586__1.1136586	47678__A5ZHJ2__DXB67_12405
ERR1913265.1136762__1.1136762	1680__A0A076JNS9__BIFADO_02309
ERR1913265.1136721__1.1136721	35833__E5Y305__HMPREF0179_00566
ERR1913265.1136942__1.1136942	39491__A0A395V5R3__EUBREC_1883
ERR1913265.1137218__1.1137218	1304__A0A074IWL1__HSISS4_00909
ERR1913265.1137283__1.1137283	821__A0A0P0M6M0__M097_4734
ERR1913265.1137422__1.1137422	214856__A0A174ZEF7__mboIIM_1
ERR1913265.1137548__1.1137548	1262911__R6H2J2__BN557_01228
ERR1913265.1137551__1.1137551	823__A0A174XJM9__CEQ22_007230
ERR1913265.1137725__1.1137725	39491__C4ZCV5__DXB99_11855
ERR1913265.1137821__1.1137821	487175__R5EEQ9__HMPREF9439_02786
ERR1913265.1137870__1.1137870	33043__D5HGZ8__nnr
ERR1913265.1137917__1.1137917	1680__A0A173W5Z2__DXC53_01290
ERR1913265.1138239__1.1138239	544645__A0A1U7LE84__DXC42_14430
ERR1913265.1138267__1.1138267	39491__A0A396FSR4__ERS852580_02287
ERR1913265.1138301__1.1138301	40518__R5DYP7__envC
ERR1913265.1138310__1.1138310	40518__R5DT93__DXD86_08730
ERR1913265.1138316__1.1138316	214856__A0A174CRY5__ERS852559_01060
ERR1913265.1138336__1.1138336	1680__A1A1R1__BIFADO_00076
ERR1913265.1138434__1.1138434	39491__A0A395ZKJ0__DXD13_11010
ERR1913265.1138542__1.1138542	1262911__R6HN72__BN557_00911
ERR1913265.1138535__1.1138535	39486__R6S2M6__DXD84_14080
ERR1913265.1138618__1.1138618	1150298__A0A174SLE6__mlc_1
ERR1913265.1138671__1.1138671	1263109__GCA_000438135.1_01185
ERR1913265.1138880__1.1138880	40518__R5E6X1__DXD83_01720
ERR1913265.1138888__1.1138888	46506__S3YS03__DXC34_03445
ERR1913265.1138858__1.1138858	39491__D4JMW8__ERS852497_01971
ERR1913265.1138908__1.1138908	1263109__GCA_000438135.1_00305
ERR1913265.1138963__1.1138963	40518__R5DME2__DXD86_07315
ERR1913265.1138985__1.1138985	821__A0A396F598__CUU_3259
ERR1913265.1138941__1.1138941	39491__A0A395ZHV7__ykvU
ERR1913265.1138944__1.1138944	818__A0A1H7TGM1__BJP75_010615
ERR1913265.1139277__1.1139277	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913265.1139264__1.1139264	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913265.1139443__1.1139443	1304__A0A1V0GIJ4__SALIVB_0248
ERR1913265.1139458__1.1139458	358743__A0A0J9CDD9__HMPREF9470_01009
ERR1913265.1139513__1.1139513	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913265.1139593__1.1139593	310298__B3JKM0__BACCOP_02451
ERR1913265.1139615__1.1139615	1150298__A0A174I6Y0__ERS852498_00576
ERR1913265.1139730__1.1139730	40518__R5DXW3__DXD86_07900
ERR1913265.1139766__1.1139766	1683__C5EBE2__BBAG_0317
ERR1913265.1139768__1.1139768	1680__A0A174BEE7__BSTER_1311
ERR1913265.1139845__1.1139845	33043__A8SPT5__yfiN_2
ERR1913265.1139905__1.1139905	216816__C2GW26__chb
ERR1913265.1139888__1.1139888	853__C7H7F5__DWZ46_01780
ERR1913265.1140083__1.1140083	39491__A0A395V5R3__EUBREC_1883
ERR1913265.1140328__1.1140328	1262746__R5SLM9__BN750_01953
ERR1913265.1140370__1.1140370	40518__R5DUU0__DXD93_03985
ERR1913265.1140543__1.1140543	1150298__R7JSM7__ERS852535_02465
ERR1913265.1140669__1.1140669	40518__R5DXI4__DXD86_07420
ERR1913265.1140641__1.1140641	1965576__A0A1Y4LM34__B5F19_03815
ERR1913265.1140870__1.1140870	1304__A0A1V0GL68__CGZ74_06870
ERR1913265.1140960__1.1140960	33043__D5HFF6__yihX
ERR1913265.1140977__1.1140977	1680__A0A087DLC6__C8077_00815
ERR1913265.1141019__1.1141019	310298__B3JQD7__BACCOP_04095
ERR1913265.1141109__1.1141109	1150298__A0A174AP40__ERS852535_01165
ERR1913265.1141179__1.1141179	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913265.1141216__1.1141216	39491__A0A395V5L2__ERE_28270
ERR1913265.1141288__1.1141288	1150298__A0A174J629__ERS852498_00833
ERR1913265.1141797__1.1141797	33043__A0A173WU55__ganB_2
ERR1913265.1141909__1.1141909	820__R9I3N4__M093_0061
ERR1913265.1141958__1.1141958	1150298__A0A174KDB8__psd
ERR1913265.1141997__1.1141997	1628085__A0A1C6AZZ4__C7386_101481
ERR1913265.1142014__1.1142014	39488__A0A374NTX6__DXD91_03400
ERR1913265.1142072__1.1142072	1304__A0A2I1TLS3__DL07_03485
ERR1913265.1142074__1.1142074	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913265.1142138__1.1142138	39491__C4ZC33__DXC13_11585
ERR1913265.1142221__1.1142221	40518__R5DU38__DXD83_06770
ERR1913265.1142349__1.1142349	1304__F8LL84__TZ98_00083
ERR1913265.1142358__1.1142358	1304__A0A1V0GL68__CGZ74_06870
ERR1913265.1142442__1.1142442	39488__C0F0P7__ERS852578_02651
ERR1913265.1142581__1.1142581	1304__J7SI29__DL08_08910
ERR1913265.1142681__1.1142681	1304__A0A074IXT4__DL08_00220
ERR1913265.1142847__1.1142847	1150298__R7JRU1__degA_3
ERR1913265.1142920__1.1142920	1550024__G9RVP3__TQ39_06315
ERR1913265.1143028__1.1143028	246787__R6KCH8__csbC
ERR1913265.1143205__1.1143205	39491__A0A395ZHW9__DXC13_02590
ERR1913265.1143353__1.1143353	820__A7V9F9__B5G17_14640
ERR1913265.1143405__1.1143405	40518__R5DYU1__DXD86_01160
ERR1913265.1143425__1.1143425	573__A0A378FPU5__CEO99_09330
ERR1913265.1143609__1.1143609	40518__R5DM08__DXD83_06415
ERR1913265.1143646__1.1143646	100886__E2NPA5__CATMIT_00396
ERR1913265.1143685__1.1143685	1150298__A0A174FT27__ERS852535_01803
ERR1913265.1143735__1.1143735	310298__B3JQD7__BACCOP_04095
ERR1913265.1143736__1.1143736	487174__K0WX10__DIT83_10030
ERR1913265.1143755__1.1143755	1263109__GCA_000438135.1_00053
ERR1913265.1143757__1.1143757	820__A0A396EUU8__luxQ_3
ERR1913265.1144006__1.1144006	40518__R5E5W1__RBL263_01034
ERR1913265.1144575__1.1144575	1150298__R7JTW4__yvhJ
ERR1913265.1144777__1.1144777	216816__C2GUV2__APC1478_0430
ERR1913265.1144883__1.1144883	310298__B3JMZ2__BACCOP_03297
ERR1913265.1144958__1.1144958	28117__B0MWC6__BHV66_00965
ERR1913265.1144992__1.1144992	218538__C9LQZ7__GCWU000321_01979
ERR1913265.1145018__1.1145018	33043__A0A173X7L1__ERS852400_00423
ERR1913265.1145210__1.1145210	853__D4KAK8__C4N21_13380
ERR1913265.1145213__1.1145213	821__A0A395UNT8__DXD64_15275
ERR1913265.1145401__1.1145401	310298__B3JMG0__BACCOP_03099
ERR1913265.1145480__1.1145480	40518__R5E4X5__RB5AMG_01438
ERR1913265.1145581__1.1145581	74426__nifJ
ERR1913265.1145602__1.1145602	487174__K0WR72__HMPREF9448_02610
ERR1913265.1145644__1.1145644	33043__A0A174B5C6__acm_3
ERR1913265.1145746__1.1145746	1680__A0A0C2VBJ4__birA
ERR1913265.1145762__1.1145762	1263109__GCA_000438135.1_00036
ERR1913265.1145858__1.1145858	1680__R5GZF2__DXC60_01925
ERR1913265.1145804__1.1145804	1150298__A0A174LE54__cysA
ERR1913265.1145810__1.1145810	214856__A0A174FZ29__ERS852559_00600
ERR1913265.1145930__1.1145930	1304__J7TGU8__Ssal_02017
ERR1913265.1145931__1.1145931	40518__R5DVL2__penA
ERR1913265.1146027__1.1146027	1680__A0A087DSA4__B5789_0495
ERR1913265.1146032__1.1146032	40518__R5DRY6__RB5AMG_00549
ERR1913265.1146044__1.1146044	216816__D6D9A3__BLNIAS_01911
ERR1913265.1146058__1.1146058	823__A0A073I5R7__cloSI
ERR1913265.1146073__1.1146073	39491__D4JM76__DXC13_02150
ERR1913265.1146190__1.1146190	1263109__GCA_000438135.1_01183
ERR1913265.1146391__1.1146391	33039__D4LYZ5__ERS852390_01248
ERR1913265.1146428__1.1146428	853__A0A173YYY4__DWZ04_09420
ERR1913265.1146602__1.1146602	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913265.1146765__1.1146765	40518__R5DTP7__DXD83_02415
ERR1913265.1146807__1.1146807	1318__W1VIP5__HMPREF9626_0938
ERR1913265.1146853__1.1146853	487175__R6AAH6__HMPREF9439_02585
ERR1913265.1146875__1.1146875	328813__A0A1Y3QUU7__B5G41_06970
ERR1913265.1146909__1.1146909	40518__R5E1J7__RBL236_02062
ERR1913265.1146971__1.1146971	1680__A0A3E4SB79__BAD_1517
ERR1913265.1147089__1.1147089	1150298__A0A174QRU8__ERS852498_00962
ERR1913265.1147102__1.1147102	204516__U6RH18__HMPREF1534_01847
ERR1913265.1147329__1.1147329	1262992__R5DBE5__BN795_01410
ERR1913265.1147395__1.1147395	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913265.1147602__1.1147602	40518__R5DX31__DXD86_09775
ERR1913265.1147612__1.1147612	394340__leuS
ERR1913265.1147622__1.1147622	853__A0A2A7B1Y7__C7K05_11930
ERR1913265.1147629__1.1147629	28117__R7JIJ8__BHV66_01635
ERR1913265.1147777__1.1147777	40518__R5E6K4__RB5AMG_02070
ERR1913265.1147917__1.1147917	28117__B0MVL5__BHV66_01660
ERR1913265.1147965__1.1147965	39491__A0A0M6WNS5__DXC13_02015
ERR1913265.1148085__1.1148085	214856__A0A174ZLY7__ERS852447_02456
ERR1913265.1148193__1.1148193	357276__A0A076ISJ4__B5F95_19420
ERR1913265.1148447__1.1148447	1262992__R5CY89__BN795_01227
ERR1913265.1148474__1.1148474	745368__A0A1T4WRJ9__SAMN02745178_00938
ERR1913265.1148600__1.1148600	47678__A5ZB44__C5Z00_17730
ERR1913265.1148754__1.1148754	39488__C0EX25__DXD91_11965
ERR1913265.1148822__1.1148822	28117__B0MTW8__ALIPUT_00502
ERR1913265.1148841__1.1148841	1304__A0A074JI15__NCTC7366_01891
ERR1913265.1148903__1.1148903	33043__A0A173WCG7__ERS852575_01602
ERR1913265.1149018__1.1149018	40518__R5DP61__DXD86_06345
ERR1913265.1149059__1.1149059	28116__A0A395W017__HMPREF1017_03721
ERR1913265.1149155__1.1149155	853__A0A174C5M1__CGS58_04460
ERR1913265.1149183__1.1149183	821__E5UY21__C800_02204
ERR1913265.1149241__1.1149241	40518__R5DW64__RBL236_01394
ERR1913265.1149394__1.1149394	853__E2ZGD9__C7J97_11715
ERR1913265.1149472__1.1149472	853__A0A2A7B9I6__DW855_13690
ERR1913265.1149477__1.1149477	28117__B0MUY3__BHV66_00515
ERR1913265.1149583__1.1149583	214856__A0A174ZLY7__ERS852447_02456
ERR1913265.1149585__1.1149585	357276__A0A076IRX7__HMPREF1064_00526
ERR1913265.1149725__1.1149725	28117__B0MUR5__BHV66_03900
