ERR1913243.162__1.162	487174__K0WZN5__HMPREF9448_01108
ERR1913243.468835__1.468835	821__A0A0P0LH09__ERS852457_03390
ERR1913243.468848__1.468848	1262882__R5MLP0__BN519_01597
ERR1913243.469028__1.469028	28026__C0BRH8__DXA79_08795
ERR1913243.469053__1.469053	853__A0A2A7B1Y7__C7K05_11930
ERR1913243.469085__1.469085	821__A0A0P0M2J4__DXD46_10295
ERR1913243.469138__1.469138	39492__D4JRP0__yetF
ERR1913243.469109__1.469109	1262882__R5N5W2__BN519_00074
ERR1913243.469179__1.469179	28116__I9TDA4__BACOV975_03134
ERR1913243.469253__1.469253	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913243.469256__1.469256	39485__A0A175A023__yhhT
ERR1913243.469442__1.469442	100884__E7GFK8__HMPREF9488_03551
ERR1913243.469450__1.469450	40518__R5DVX3__RBL263_01584
ERR1913243.469493__1.469493	88431__A0A174G8Q6__ERS852526_02711
ERR1913243.469554__1.469554	40518__R5DYU1__DXD86_01160
ERR1913243.469598__1.469598	40518__R5DYU1__DXD86_01160
ERR1913243.469648__1.469648	246787__R6KQ08__AA416_01934
ERR1913243.469908__1.469908	40520__R7D6X4__addA
ERR1913243.470044__1.470044	39492__D4JTL0__EUBSIR_01428
ERR1913243.470199__1.470199	39492__D4JTL0__EUBSIR_01428
ERR1913243.470365__1.470365	39492__D4JT68__spoIIIE
ERR1913243.470517__1.470517	166486__D4KZP0__ERS852572_00486
ERR1913243.470529__1.470529	46228__B5CPY3__DXD17_03535
ERR1913243.470658__1.470658	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913243.470796__1.470796	301302__R5UQ61__M72_23071
ERR1913243.470780__1.470780	40518__R5DTP7__DXD83_02415
ERR1913243.471017__1.471017	301302__R5USI9__prsA3
ERR1913243.471044__1.471044	1262882__R5MRS7__BN519_01490
ERR1913243.471477__1.471477	187327__R6MEG4__Acin_2254
ERR1913243.471440__1.471440	28117__B0MTH2__ALIPUT_00061
ERR1913243.471453__1.471453	437897__H3K9Z6__DXD38_11145
ERR1913243.472100__1.472100	40518__R5DT16__ysdC_2
ERR1913243.472494__1.472494	216816__C5E8I1__yciB
ERR1913243.472516__1.472516	1262882__R5MJ49__BN519_01124
ERR1913243.472603__1.472603	1297617__A0A0S2W6H3__IB211_02217c
ERR1913243.472690__1.472690	292800__A0A174SJV9__dppA_6
ERR1913243.472904__1.472904	239935__A0A2N8HAQ1__DEF40_05290
ERR1913243.472951__1.472951	853__A0A173T0Y8__CGS54_07215
ERR1913243.473008__1.473008	214856__A0A174FWM7__ERS852559_00590
ERR1913243.473039__1.473039	2108523__A0A2P2FCI8__LAWASA_3772
ERR1913243.473231__1.473231	239935__A0A2N8HAQ1__DEF40_05290
ERR1913243.473282__1.473282	28116__A0A078Q626__HMPREF1070_02735
ERR1913243.473341__1.473341	1262882__R5N5S3__BN519_00085
ERR1913243.473401__1.473401	39492__D4JUT9__ERS852540_01449
ERR1913243.473508__1.473508	204516__U6RAM4__HMPREF1534_03439
ERR1913243.473661__1.473661	471189__GCA_003340385.1_00363
ERR1913243.473719__1.473719	28117__R7JPX7__BHV66_00900
ERR1913243.473727__1.473727	471189__GCA_003340385.1_00161
ERR1913243.473758__1.473758	166486__A0A173RAP7__ROSINTL182_07969
ERR1913243.473860__1.473860	28117__R7JIJ8__BHV66_01635
ERR1913243.473872__1.473872	1262882__R5N526__BN519_01603
ERR1913243.474117__1.474117	1262882__R5MRT2__BN519_01494
ERR1913243.474407__1.474407	239935__A0A2N8IMC3__CXT96_03840
ERR1913243.474473__1.474473	1550024__A0A3B9WKW6__TQ39_07780
ERR1913243.474475__1.474475	40518__R5E1J7__RBL236_02062
ERR1913243.474664__1.474664	40520__A0A174Q8Q4__DXB81_11370
ERR1913243.474862__1.474862	39492__D4JU81__xseA
ERR1913243.475096__1.475096	33039__A0A174Z5I4__ERS852424_00154
ERR1913243.475135__1.475135	1262882__R5N1R4__BN519_00788
ERR1913243.475194__1.475194	437897__H3K5V8__DXD38_09310
ERR1913243.475290__1.475290	820__A0A139KJR5__M093_4469
ERR1913243.475336__1.475336	239935__R6JAS2__CXU02_10725
ERR1913243.475636__1.475636	39492__D4JVN3__spsA
ERR1913243.475695__1.475695	28026__A0A267WNN6__menA
ERR1913243.475813__1.475813	1263107__GCA_000436995.1_00002
ERR1913243.475844__1.475844	39492__D4JRZ7__smc
ERR1913243.475887__1.475887	1465754__A0A1H3Y1G9__SAMN05444145_101413
ERR1913243.475950__1.475950	328814__GCA_004558275.1_00998
ERR1913243.476035__1.476035	820__A0A374Q854__HMPREF1073_03281
ERR1913243.476038__1.476038	246787__A0A108TGC9__BACCELL_01371
ERR1913243.476465__1.476465	1263086__GCA_000431395.1_00171
ERR1913243.476541__1.476541	2108523__A0A2P2FDA1__LAWASA_4052
ERR1913243.476712__1.476712	1263107__GCA_000436995.1_00019
ERR1913243.477238__1.477238	1262882__R5MIY9__BN519_01097
ERR1913243.477286__1.477286	328814__GCA_004558275.1_00997
ERR1913243.477304__1.477304	821__A0A174V2F3__NCTC10583_01474
ERR1913243.477313__1.477313	40518__R5E1J7__RBL236_02062
ERR1913243.477585__1.477585	418240__A0A173X9D3__ERS852478_00421
ERR1913243.477511__1.477511	40518__R5DQD6__DXD83_09060
ERR1913243.477532__1.477532	1262882__R5MRT2__BN519_01494
ERR1913243.477645__1.477645	39492__D4JRZ7__smc
ERR1913243.477592__1.477592	1262882__R5MM96__BN519_01545
ERR1913243.477821__1.477821	40518__R5DY98__mepA_5
ERR1913243.477838__1.477838	1262882__R5MFY4__BN519_00529
ERR1913243.477866__1.477866	40518__R5DP21__RBATCC27255_00348
ERR1913243.477764__1.477764	28116__E5C458__BACOV975_02730
ERR1913243.477943__1.477943	39492__D4JVX0__udk
ERR1913243.478065__1.478065	40518__R5DU52__RB5AMG_02245
ERR1913243.478170__1.478170	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913243.478097__1.478097	166486__C7GCP5__ROSINTL182_07683
ERR1913243.478195__1.478195	39492__D4JTF2__mutS2
ERR1913243.478200__1.478200	40520__A0A3E5A422__RUMOBE_00654
ERR1913243.478374__1.478374	487174__R5F5Z4__DIT83_00635
ERR1913243.478434__1.478434	649756__A0A173TB83__HMPREF0369_01758
ERR1913243.478571__1.478571	28117__B0MU58__BHV66_05630
ERR1913243.478682__1.478682	1262882__R5N5D7__BN519_01676
ERR1913243.478780__1.478780	40518__R5DXH2__DXD83_10135
ERR1913243.478906__1.478906	39492__D4JSA4__ERS852540_00596
ERR1913243.478876__1.478876	328814__GCA_004558275.1_00067
ERR1913243.478993__1.478993	33039__A0A174ZHW3__ERS852424_00452
ERR1913243.479110__1.479110	1263006__R6LRF6__BN515_00540
ERR1913243.479216__1.479216	1262882__R5MH55__BN519_00725
ERR1913243.479247__1.479247	28117__B0MT86__BHV66_02450
ERR1913243.479390__1.479390	328814__GCA_004558275.1_00007
ERR1913243.479597__1.479597	40518__R5DUU2__yvhJ_2
ERR1913243.479507__1.479507	33039__D4M6R8__bglB_8
ERR1913243.479808__1.479808	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913243.479981__1.479981	40518__A0A373KL92__RBATCC27255_01378
ERR1913243.480067__1.480067	1263086__GCA_000431395.1_00170
ERR1913243.480390__1.480390	1262882__R5MYI1__BN519_00416
ERR1913243.481012__1.481012	1304__F8LKH9__SSALIVM18_07426
ERR1913243.481014__1.481014	1550024__A0A0W7TT94__TQ39_11150
ERR1913243.480962__1.480962	1262882__R5MGS8__BN519_00565
ERR1913243.481040__1.481040	820__A0A174F0C1__nreB
ERR1913243.481100__1.481100	1262882__R5MYX5__BN519_00333
ERR1913243.481155__1.481155	88431__A0A3D0EXT6__ERS852423_01007
ERR1913243.481182__1.481182	821__A0A174T998__DXB82_10860
ERR1913243.481281__1.481281	1262882__R5MZZ3__BN519_00482
ERR1913243.481577__1.481577	39492__D4JV70__EUBSIR_01253
ERR1913243.481705__1.481705	39492__D4JSG7__EUBSIR_01006
ERR1913243.481749__1.481749	2292352__A0A374ULW4__DXC23_07845
ERR1913243.481887__1.481887	40518__R5DVR2__RBL236_00303
ERR1913243.481964__1.481964	357276__B6W1J2__BACDOR_03380
ERR1913243.482352__1.482352	1262945__R6YZY9__BN600_00542
ERR1913243.482407__1.482407	1042156__F7V3A8__HipB
ERR1913243.482453__1.482453	40518__R5DUG7__sbcC
ERR1913243.482438__1.482438	328814__GCA_004558275.1_00834
ERR1913243.482604__1.482604	371601__F7MC81__BN890_8450
ERR1913243.482568__1.482568	239935__A0A139TPU7__CXT91_06575
ERR1913243.483037__1.483037	357276__I8WPR6__EL88_06675
ERR1913243.483111__1.483111	28117__B0MXX3__BHV66_07695
ERR1913243.483121__1.483121	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913243.483290__1.483290	328814__GCA_004558275.1_01620
ERR1913243.483394__1.483394	1262882__R5MDR8__BN519_00124
ERR1913243.483309__1.483309	556259__E5C8S0__BSGG_1769
ERR1913243.483547__1.483547	28117__B0MY40__BHV66_05170
ERR1913243.483604__1.483604	328814__GCA_004558275.1_01620
ERR1913243.483908__1.483908	40518__R5DP21__RBATCC27255_00348
ERR1913243.483995__1.483995	39488__A0A374NJ86__mltG
ERR1913243.483971__1.483971	214856__A0A175A6T5__ERS852447_02658
ERR1913243.484101__1.484101	246787__R6KBH9__HMPREF1062_04676
ERR1913243.484103__1.484103	328814__GCA_004558275.1_00060
ERR1913243.484170__1.484170	28117__R7JJM9__ALIPUT_00662
ERR1913243.484200__1.484200	40518__R5DT93__DXD86_08730
ERR1913243.484253__1.484253	239935__A0A2N8IUK0__CXU01_07370
ERR1913243.484409__1.484409	40518__R5DUG7__sbcC
ERR1913243.484523__1.484523	28117__B0MXX2__ALIPUT_01984
ERR1913243.484555__1.484555	40518__R5E304__thiT
ERR1913243.484593__1.484593	239935__A0A2N8I375__menA
ERR1913243.484841__1.484841	1535__A7VTE8__CH238_00020
ERR1913243.484867__1.484867	1262873__R6WSF4__BN605_00363
ERR1913243.484924__1.484924	410072__A0A174M202__COPCOM_00641
ERR1913243.484895__1.484895	39485__A0A175A023__yhhT
ERR1913243.484916__1.484916	1297617__A0A2U1BI57__IB211_03159
ERR1913243.485343__1.485343	39492__D4JW25__EUBSIR_02203
ERR1913243.485437__1.485437	204516__U6RFV1__HMPREF1534_02560
ERR1913243.485440__1.485440	40518__R5E2Z2__DXD93_09295
ERR1913243.485504__1.485504	1550024__A0A0D8J1Q0__ASJ35_04495
ERR1913243.485581__1.485581	39492__D4JUJ6__ssuB_2
ERR1913243.485611__1.485611	1262882__R5MIC9__BN519_00834
ERR1913243.485738__1.485738	166486__D4KZ24__ROSINTL182_05766
ERR1913243.485978__1.485978	40518__R5DP21__RBATCC27255_00348
ERR1913243.486026__1.486026	487174__K0X3L3__DDY40_11345
ERR1913243.486049__1.486049	1262882__R5MFA5__BN519_00331
ERR1913243.486237__1.486237	28117__B0MTV5__BHV66_06415
ERR1913243.486266__1.486266	40518__R5DS37__DXD93_01965
ERR1913243.486338__1.486338	487174__K0WY34__DDY40_07435
ERR1913243.486476__1.486476	471189__GCA_003340385.1_00177
ERR1913243.486539__1.486539	487174__K0WV96__HMPREF9448_01901
ERR1913243.486683__1.486683	328814__GCA_004558275.1_00061
ERR1913243.486870__1.486870	39496__A5Z5I2__EUBVEN_00963
ERR1913243.486886__1.486886	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913243.487049__1.487049	1262992__R5D6J2__BN795_00288
ERR1913243.487111__1.487111	40518__R5DME2__DXD86_07315
ERR1913243.487195__1.487195	239935__A0A2N8HT44__CXT84_11035
ERR1913243.487268__1.487268	39492__D4JUD9__EUBSIR_01875
ERR1913243.487295__1.487295	371601__A0A139LNM6__BN891_32770
ERR1913243.487408__1.487408	40518__R5DR39__mreB_2
ERR1913243.487456__1.487456	39492__D4JTH4__ERS852540_00702
ERR1913243.487461__1.487461	818__C6IJ08__BJP75_000645
ERR1913243.487494__1.487494	1262882__R5N3T7__BN519_01188
ERR1913243.487574__1.487574	2292352__A0A374UKS3__DXC23_09270
ERR1913243.487676__1.487676	28116__A0A3D2LWY1__ERS852555_01619
ERR1913243.487734__1.487734	40518__R5DVH6__DXD86_08955
ERR1913243.487840__1.487840	2108523__A0A2P2FCZ3__LAWASA_3939
ERR1913243.487858__1.487858	487174__K0WTV8__DIT83_04385
ERR1913243.488120__1.488120	40518__R5DZ88__DXD93_06320
ERR1913243.488166__1.488166	371601__I9UNH8__SAMN04487924_12147
ERR1913243.488263__1.488263	328814__GCA_004558275.1_00061
ERR1913243.488312__1.488312	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913243.488400__1.488400	487174__K0X3U2__DIT83_02455
ERR1913243.488639__1.488639	437897__H3K9Y5__DXD38_10765
ERR1913243.488803__1.488803	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913243.488968__1.488968	46506__A0A3E4UIV1__DXC34_17755
ERR1913243.489312__1.489312	818__A0A3E5HK02__BSIG_1732
ERR1913243.489267__1.489267	39492__R6RKK9__EUBSIR_02022
ERR1913243.489268__1.489268	328814__GCA_004558275.1_00058
ERR1913243.489383__1.489383	823__A0A173VS36__M091_4727
ERR1913243.489597__1.489597	487174__K0WUJ5__HMPREF9448_02567
ERR1913243.489661__1.489661	671267__R9I7B5__C802_04018
ERR1913243.489705__1.489705	187327__G4Q6P7__ACDG_01266
ERR1913243.489870__1.489870	1262882__R5MZZ3__BN519_00482
ERR1913243.489976__1.489976	239935__A0A2N8HT44__CXT84_11035
ERR1913243.490061__1.490061	487174__K0XLH2__HMPREF9448_01152
ERR1913243.490184__1.490184	239935__A0A2N8HT18__CXT93_06135
ERR1913243.490234__1.490234	301302__R5UM41__M72_15921
ERR1913243.490290__1.490290	40518__R5DM08__DXD83_06415
ERR1913243.490317__1.490317	821__A0A174NM17__lacZ_6
ERR1913243.490360__1.490360	204516__U6RA51__HMPREF1534_03959
ERR1913243.490491__1.490491	1262882__R5N2U9__BN519_01221
ERR1913243.490530__1.490530	39492__D4JUP6__ERS852540_01404
ERR1913243.490630__1.490630	418240__D4LQH5__ERS852478_00800
ERR1913243.490663__1.490663	1501391__GCA_000786575.1_00115
ERR1913243.490716__1.490716	246787__A0A0P0GJZ5__BcellWH2_01116
ERR1913243.490933__1.490933	28116__A0A1Y4PVC6__C5Z02_22085
ERR1913243.490953__1.490953	1262882__R5MHA1__BN519_00763
ERR1913243.491064__1.491064	820__R7E9Z4__DXC68_06065
ERR1913243.491137__1.491137	487174__K0XA48__DDY40_03955
ERR1913243.491174__1.491174	40518__R5DZB3__RB5AMG_01719
ERR1913243.491274__1.491274	40518__R5DUU0__DXD93_03985
ERR1913243.491356__1.491356	88431__A0A3D0F0E5__ERS852526_03216
ERR1913243.491596__1.491596	40518__R5E1J7__RBL236_02062
ERR1913243.491683__1.491683	28117__B0MWC6__BHV66_00965
ERR1913243.491965__1.491965	40518__R5DLM5__RB5AMG_00422
ERR1913243.492088__1.492088	1262882__R5MSX6__BN519_01697
ERR1913243.492164__1.492164	1262882__R5N2U9__BN519_01221
ERR1913243.492278__1.492278	1263000__R5EDV4__BN466_01097
ERR1913243.492324__1.492324	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913243.492431__1.492431	471189__GCA_003340385.1_00675
ERR1913243.492440__1.492440	338188__A0A174K1M4__BACFIN_09240
ERR1913243.492490__1.492490	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913243.492522__1.492522	39492__D4JV38__EUBSIR_01205
ERR1913243.492555__1.492555	40518__R5DV66__DXD83_04215
ERR1913243.492568__1.492568	328814__GCA_004558275.1_00066
ERR1913243.492589__1.492589	40518__R5E5W1__RBL263_01034
ERR1913243.492936__1.492936	214856__I3YK71__ERS852559_02472
ERR1913243.493103__1.493103	1262882__R5MXW0__BN519_00317
ERR1913243.493120__1.493120	246787__A0A0P0FSC9__BACCELL_02534
ERR1913243.493437__1.493437	328814__GCA_004558275.1_00062
ERR1913243.493585__1.493585	239935__A0A2N8HPS5__Amuc_0950
ERR1913243.493684__1.493684	239935__A0A139TPG3__CXT86_08810
ERR1913243.493832__1.493832	28026__A0A173ZIY8__B5791_0318
ERR1913243.494039__1.494039	40518__R5DXI4__DXD86_07420
ERR1913243.494052__1.494052	487174__K0WRI1__DIT83_06780
ERR1913243.494091__1.494091	1262882__R5N3H1__BN519_01121
ERR1913243.494217__1.494217	214856__I3YMC8__ERS852447_02666
ERR1913243.494228__1.494228	40518__R5DYT8__mscS
ERR1913243.494358__1.494358	328814__GCA_004558275.1_02278
ERR1913243.494339__1.494339	39492__D4JR08__ERS852540_02467
ERR1913243.494509__1.494509	28117__B0MSR5__BHV66_02095
ERR1913243.494545__1.494545	39492__B0MNL5__phoR_1
ERR1913243.494605__1.494605	46503__R6WNB1__PARMER_00135
ERR1913243.494740__1.494740	40518__R5DMZ0__DXD83_05610
ERR1913243.494716__1.494716	821__A0A3E4KIM1__M097_3660
ERR1913243.494883__1.494883	246787__A0A3D6AZF8__BACCELL_02529
ERR1913243.494945__1.494945	28118__R6FHC4__NCTC10826_00338
ERR1913243.495002__1.495002	246787__A0A0P0GPP9__BACCELL_01902
ERR1913243.495156__1.495156	239935__A0A2N8HSC0__CXU06_05505
ERR1913243.495227__1.495227	823__A0A395YRW4__DD466_15895
ERR1913243.495412__1.495412	28117__B0MT73__ALIPUT_00412
ERR1913243.495604__1.495604	40518__R5DX31__DXD86_09775
ERR1913243.495886__1.495886	1262882__R5MND9__BN519_00831
ERR1913243.496152__1.496152	820__A0A374MMF0__HMPREF1073_03811
ERR1913243.496110__1.496110	246787__I8V2S2__BACCELL_02524
ERR1913243.496216__1.496216	301302__A0A0M6WHI7__M72_23941
ERR1913243.496434__1.496434	1262882__R5MQ68__BN519_01178
ERR1913243.496571__1.496571	39492__D4JT68__spoIIIE
ERR1913243.496592__1.496592	1501391__GCA_000786575.1_00115
ERR1913243.496653__1.496653	39492__D4JVX0__udk
ERR1913243.496882__1.496882	371601__F7LYR1__DXD03_13150
ERR1913243.496997__1.496997	487174__R5F5Z4__DIT83_00635
ERR1913243.497105__1.497105	487174__K0X909__HMPREF9448_01469
ERR1913243.497147__1.497147	1262882__R5MQ68__BN519_01178
ERR1913243.497149__1.497149	39491__A0A395V297__EUR_01010
ERR1913243.497397__1.497397	1263107__GCA_000436995.1_00243
ERR1913243.497370__1.497370	1262882__R5N3H1__BN519_01121
ERR1913243.497542__1.497542	40520__A5ZXC0__DXB81_15750
ERR1913243.497591__1.497591	301302__R5UNJ6__M72_26701
ERR1913243.497645__1.497645	2292352__A0A374URH1__DXC23_03540
ERR1913243.497671__1.497671	40518__R5DME2__DXD86_07315
ERR1913243.497779__1.497779	1965560__A0A1Y4RJZ4__B5E82_09050
ERR1913243.497799__1.497799	39492__D4JTF5__ybeY
ERR1913243.497839__1.497839	39492__D4MMN2__EUBSIR_00964
ERR1913243.498105__1.498105	2173__A5UNC4__METSMIALI_00562
ERR1913243.498179__1.498179	821__A0A174T998__DXB82_10860
ERR1913243.498376__1.498376	239935__A0A2N8I3G2__CXT89_00720
ERR1913243.498505__1.498505	487174__K0X551__HMPREF9448_02151
ERR1913243.498568__1.498568	246787__R6KIG0__BcellWH2_02358
ERR1913243.498649__1.498649	1501391__GCA_000786575.1_00081
ERR1913243.498777__1.498777	649756__A0A173T0Q8__DCR88_01335
ERR1913243.498966__1.498966	487174__K0XG81__HMPREF9448_02274
ERR1913243.498941__1.498941	39492__D4JVG1__ERS852540_00951
ERR1913243.499004__1.499004	40518__R5DX93__DXD93_03055
ERR1913243.499016__1.499016	239935__A0A2N8ITX2__CXT86_11265
ERR1913243.499023__1.499023	1262882__R5MM10__BN519_01679
ERR1913243.499164__1.499164	39492__D4JT75__EUBSIR_01776
ERR1913243.499280__1.499280	1262882__R5MLE6__BN519_01423
ERR1913243.499290__1.499290	239935__A0A2N8IIB9__CXU04_01970
ERR1913243.499538__1.499538	821__U6RDC2__DXD46_15675
ERR1913243.499716__1.499716	328814__GCA_004558275.1_00079
ERR1913243.499760__1.499760	28117__B0MUB4__BHV66_01895
ERR1913243.499819__1.499819	487174__K0XH97__HMPREF9448_01909
ERR1913243.499851__1.499851	39492__D4JTI1__EUBSIR_01463
ERR1913243.499911__1.499911	357276__A0A076IYG1__B5F95_22465
ERR1913243.500008__1.500008	2173__A0A1D2WVH4__METSMIALI_00947
ERR1913243.500063__1.500063	40518__R5DLW4__thiN
ERR1913243.500156__1.500156	328814__GCA_004558275.1_00835
ERR1913243.500214__1.500214	1262882__R5MMD8__BN519_01576
ERR1913243.500260__1.500260	1262882__R5MIC9__BN519_00834
ERR1913243.500339__1.500339	487174__K0X429__HMPREF9448_00932
ERR1913243.500368__1.500368	2292352__A0A374URT5__DXC23_03600
ERR1913243.500431__1.500431	1628085__A0A396QTT4__C7386_103139
ERR1913243.500692__1.500692	39488__A0A285PT25__EUBHAL_01908
ERR1913243.500931__1.500931	823__A6LEP0__M091_1976
ERR1913243.500936__1.500936	39492__D4JTW7__EUBSIR_00859
ERR1913243.501375__1.501375	437897__H3K4D5__DXD38_06700
ERR1913243.501396__1.501396	239935__A0A2N8HT44__CXT84_11035
ERR1913243.501411__1.501411	40518__A0A1C6H8C4__DXD93_02535
ERR1913243.501448__1.501448	820__R7E9Z4__DXC68_06065
ERR1913243.501673__1.501673	40518__R5DYP7__envC
ERR1913243.501825__1.501825	1262882__R5MGX3__BN519_00046
ERR1913243.501909__1.501909	28117__B0MZ50__ALIPUT_02424
ERR1913243.501944__1.501944	328814__GCA_004558275.1_00018
ERR1913243.501956__1.501956	239935__R7DVL7__CXT93_01180
ERR1913243.502073__1.502073	823__A0A355XPA0__DXB14_05710
ERR1913243.502079__1.502079	820__A0A374MMF0__HMPREF1073_03811
ERR1913243.502129__1.502129	1263000__R5EIH8__BN466_01210
ERR1913243.502261__1.502261	239935__B2UPZ6__CXU03_03800
ERR1913243.502273__1.502273	28026__A0A396B960__DXC71_09530
ERR1913243.502623__1.502623	1262882__R5N4D8__BN519_01497
ERR1913243.502724__1.502724	821__A0A3E4HP25__SAMN04487923_102450
ERR1913243.502740__1.502740	39492__D4JV70__EUBSIR_01253
ERR1913243.502750__1.502750	1262882__R5MIY9__BN519_01097
ERR1913243.503047__1.503047	39492__R6SPM9__pheT
ERR1913243.503185__1.503185	1262911__R6GYU2__BN557_00621
ERR1913243.503234__1.503234	487174__K0X455__HMPREF9448_00399
ERR1913243.503261__1.503261	821__A0A173XDD3__DXB82_17180
ERR1913243.503355__1.503355	371601__D7K8P3__SAMN05216250_10395
ERR1913243.503378__1.503378	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913243.503329__1.503329	218139__GCA_002259595.1_00826
ERR1913243.503546__1.503546	40518__R5DUU8__DXD86_08440
ERR1913243.503553__1.503553	487174__K0WYC5__HMPREF9448_01493
ERR1913243.503684__1.503684	487174__K0XQM6__HMPREF9448_00330
ERR1913243.504148__1.504148	40518__R5DVQ2__DXD93_00365
ERR1913243.504445__1.504445	821__A0A396F598__CUU_3259
ERR1913243.504554__1.504554	410072__A0A174DEZ0__COPCOM_01936
ERR1913243.504672__1.504672	39492__D4JRX7__EUBSIR_01480
ERR1913243.505177__1.505177	39492__B0MNQ2__EUBSIR_01459
ERR1913243.505195__1.505195	1263107__GCA_000436995.1_00100
ERR1913243.505197__1.505197	1550024__A0A0D8J1Q0__ASJ35_04495
ERR1913243.505334__1.505334	1262948__R7EGL5__BN671_00676
ERR1913243.505737__1.505737	40518__R5DQK2__DXD93_03730
ERR1913243.505938__1.505938	1262882__R5MHZ2__BN519_00742
ERR1913243.505970__1.505970	40518__R5DZI2__DXD93_06940
ERR1913243.505980__1.505980	328814__GCA_004558275.1_01004
ERR1913243.506078__1.506078	1262882__R5MM69__BN519_00075
ERR1913243.506155__1.506155	28117__R7JIJ8__BHV66_01635
ERR1913243.506181__1.506181	214856__A0A174ZLY7__ERS852447_02456
ERR1913243.506624__1.506624	1262882__R5N5J6__BN519_01504
ERR1913243.506671__1.506671	821__A0A174JYD3__ERS852457_02610
ERR1913243.506678__1.506678	1965646__A0A1Y3WAI2__B5G10_10520
ERR1913243.506748__1.506748	39492__D4JTK2__EUBSIR_01439
ERR1913243.506757__1.506757	40518__R5E282__DXD86_08940
ERR1913243.506761__1.506761	1965604__A0A1Y4EMH2__B5F54_14485
ERR1913243.506789__1.506789	418240__R7CMZ7__ERS852523_03210
ERR1913243.506947__1.506947	39492__D4JRL2__ERS852540_01608
ERR1913243.506978__1.506978	239935__A0A2N8HB50__CXU17_02615
ERR1913243.506992__1.506992	239935__A0A2N8I693__CXU17_08410
ERR1913243.507002__1.507002	40518__R5DZU5__RBL263_00458
ERR1913243.507266__1.507266	33039__R6P9A7__ERS852424_01559
ERR1913243.507425__1.507425	40518__R5DVL2__penA
ERR1913243.507540__1.507540	821__A0A0P0L952__M097_4235
ERR1913243.507618__1.507618	28117__B0MVL5__BHV66_01660
ERR1913243.507821__1.507821	487174__K0X3V7__DIT83_01400
