ERR1913247.224__1.224	100886__E2NQ59__ERS852383_05954
ERR1913247.1105859__1.1105859	28118__R6EZY7__B5F99_12680
ERR1913247.1105871__1.1105871	1235793__R9KSF0__C809_01679
ERR1913247.1105966__1.1105966	28116__A7LS02__DXF98_24100
ERR1913247.1106081__1.1106081	329854__R7E733__DXD57_00120
ERR1913247.1106158__1.1106158	47678__R5UHH8__HMPREF1061_02584
ERR1913247.1106112__1.1106112	10678__GeneID:2777395
ERR1913247.1106281__1.1106281	214856__R6Y7P0__ERS852447_00307
ERR1913247.1106606__1.1106606	626932__G5H8A5__HMPREF9450_01165
ERR1913247.1106624__1.1106624	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913247.1106731__1.1106731	1501391__GCA_000786575.1_00052
ERR1913247.1106907__1.1106907	823__A6LHJ7__ERS852380_00253
ERR1913247.1106994__1.1106994	1262889__R7H9H9__BN634_02436
ERR1913247.1107074__1.1107074	10678__GeneID:2777383
ERR1913247.1107413__1.1107413	246787__A0A3D6AS39__ina
ERR1913247.1107852__1.1107852	40518__R5DVR2__RBL236_00303
ERR1913247.1108134__1.1108134	1147152__GeneID:14181982
ERR1913247.1108181__1.1108181	1501391__GCA_000786575.1_00087
ERR1913247.1108274__1.1108274	39492__D4JV86__spoIIE
ERR1913247.1108402__1.1108402	10678__GeneID:2777415
ERR1913247.1108849__1.1108849	214856__I3YPR2__Alfi_2720
ERR1913247.1108949__1.1108949	216816__A0A1V8RHV4__DXD44_06445
ERR1913247.1109088__1.1109088	823__A0A355XJ56__DDY96_07685
ERR1913247.1109074__1.1109074	84030__D6DK99__B5F06_01165
ERR1913247.1109340__1.1109340	47678__R5UT79__ERS852558_03890
ERR1913247.1109345__1.1109345	35833__E5Y5X2__HMPREF0179_01585
ERR1913247.1109638__1.1109638	1262911__R6GUQ4__BN557_01581
ERR1913247.1110026__1.1110026	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.1110277__1.1110277	1965576__A0A1Y4LQ59__B5F19_01240
ERR1913247.1110301__1.1110301	10678__GeneID:2777428
ERR1913247.1110367__1.1110367	1262911__R6GPC5__BN557_00852
ERR1913247.1110411__1.1110411	10678__GeneID:2777408
ERR1913247.1110434__1.1110434	33038__A0A396G4K0__CDL22_09365
ERR1913247.1110466__1.1110466	357276__A0A076INK2__BSEG_04225
ERR1913247.1110621__1.1110621	10678__GeneID:2777415
ERR1913247.1110691__1.1110691	246787__A0A0P0FV02__AA416_03728
ERR1913247.1110917__1.1110917	10678__GeneID:2777420
ERR1913247.1110894__1.1110894	218139__GCA_002259595.1_01049
ERR1913247.1111112__1.1111112	216816__D6DCL7__BFS26_02835
ERR1913247.1111308__1.1111308	1262911__R6H212__BN557_01031
ERR1913247.1111374__1.1111374	1262992__R5D637__BN795_00221
ERR1913247.1111453__1.1111453	214856__R6XTZ7__ERS852447_02314
ERR1913247.1111506__1.1111506	10678__GeneID:2777403
ERR1913247.1111735__1.1111735	214856__R6XUN2__rcsC_1
ERR1913247.1111758__1.1111758	1262911__R6H212__BN557_01031
ERR1913247.1112014__1.1112014	216816__B3DPC3__CE169_06855
ERR1913247.1112074__1.1112074	216816__D6DD25__APC1482_1109
ERR1913247.1112125__1.1112125	216816__A0A083XFS3__APC1472_0413
ERR1913247.1112268__1.1112268	84112__C8WLB5__Elen_0459
ERR1913247.1112220__1.1112220	10678__GeneID:2777481
ERR1913247.1112315__1.1112315	216816__Q8G5T7__HMPREF0175_0394
ERR1913247.1112424__1.1112424	1262911__R6GUQ4__BN557_01581
ERR1913247.1112558__1.1112558	820__R9I2U8__DXC68_09590
ERR1913247.1112636__1.1112636	357276__C3RDQ5__HMPREF1065_03827
ERR1913247.1112680__1.1112680	1150298__R7JMX3__ERS852498_00681
ERR1913247.1112790__1.1112790	10678__GeneID:2777386
ERR1913247.1112863__1.1112863	216816__D6DCQ7__HMPREF1312_1623
ERR1913247.1112930__1.1112930	40518__R5DR96__RBATCC27255_01185
ERR1913247.1112972__1.1112972	820__A7VAS1__HMPREF2141_03259
ERR1913247.1113113__1.1113113	39492__D4JVZ6__truB
ERR1913247.1113118__1.1113118	357276__D1K3K9__EL88_23995
ERR1913247.1113082__1.1113082	84112__T4BX72__Elen_2490
ERR1913247.1113257__1.1113257	292800__A0A174VWN6__HMPREF9460_03556
ERR1913247.1113290__1.1113290	1262911__R6GZ01__BN557_00641
ERR1913247.1113368__1.1113368	246787__A0A108T4D5__HMPREF1062_06346
ERR1913247.1113421__1.1113421	10678__GeneID:2777386
ERR1913247.1113572__1.1113572	1262911__R6GMH5__BN557_00511
ERR1913247.1113806__1.1113806	1262911__R6GPI7__BN557_00907
ERR1913247.1113844__1.1113844	1262911__R6H2J2__BN557_01228
ERR1913247.1114026__1.1114026	1232426__uvrA_2
ERR1913247.1114155__1.1114155	1262911__R6GMH5__BN557_00511
ERR1913247.1114182__1.1114182	39492__D4JQL8__ywpJ
ERR1913247.1114248__1.1114248	216816__B3DRU6__DPC6323_0992
ERR1913247.1114265__1.1114265	1550024__G9RPC6__TQ39_05630
ERR1913247.1114323__1.1114323	1501391__GCA_000786575.1_00148
ERR1913247.1114389__1.1114389	487175__D9Y2L5__HMPREF9439_02565
ERR1913247.1114416__1.1114416	1501391__GCA_000786575.1_00056
ERR1913247.1114440__1.1114440	823__A0A395YZG9__M092_4358
ERR1913247.1114480__1.1114480	823__A0A173TMY6__M096_4753
ERR1913247.1114612__1.1114612	1472761__GCA_002159295.1_01930
ERR1913247.1114756__1.1114756	357276__I9QBT7__BSEG_03340
ERR1913247.1114735__1.1114735	216816__B3DNW2__BL171B_07980
ERR1913247.1114739__1.1114739	360807__C0FWL1__RIL183_24711
ERR1913247.1114869__1.1114869	1965576__A0A1Y4LMI1__B5F19_05570
ERR1913247.1114887__1.1114887	88431__A6BIP6__DXB16_05510
ERR1913247.1115011__1.1115011	10678__GeneID:2777415
ERR1913247.1115092__1.1115092	47678__R5U4P2__CGC64_17185
ERR1913247.1115227__1.1115227	33039__D4M378__cysL_1
ERR1913247.1115308__1.1115308	84030__D6DIA2__B5F06_10510
ERR1913247.1115278__1.1115278	214856__I3YPQ8__ERS852447_01371
ERR1913247.1115354__1.1115354	216816__A0A083X5W4__HMPREF0177_01593
ERR1913247.1115430__1.1115430	357276__C3RDQ5__HMPREF1065_03827
ERR1913247.1115473__1.1115473	432201__GeneID:14182722
ERR1913247.1115693__1.1115693	357276__I9F327__DXD47_22495
ERR1913247.1115701__1.1115701	1262889__R7HAA8__BN634_00776
ERR1913247.1115893__1.1115893	562__P0AFH7__oppC
ERR1913247.1115918__1.1115918	10678__GeneID:2777481
ERR1913247.1115928__1.1115928	357276__I9R994__BACDOR_04044
ERR1913247.1116136__1.1116136	246787__A0A0P0GET5__AA416_04410
ERR1913247.1116195__1.1116195	563769__GeneID:6973158
ERR1913247.1116201__1.1116201	214856__R6Y6H8__ERS852447_01719
ERR1913247.1116430__1.1116430	33039__A0A173VNF2__truB
ERR1913247.1116463__1.1116463	40518__R5E304__thiT
ERR1913247.1116448__1.1116448	357276__A0A0M1W657__HMPREF1064_04629
ERR1913247.1116649__1.1116649	246787__R6KBH9__HMPREF1062_04676
ERR1913247.1116764__1.1116764	216816__B7GN29__BL72_08765
ERR1913247.1116872__1.1116872	1501391__GCA_000786575.1_00087
ERR1913247.1116925__1.1116925	1262911__R6H2J2__BN557_01228
ERR1913247.1117194__1.1117194	508460__GCF_000585335.1_00286
ERR1913247.1117412__1.1117412	216816__B3DR71__CE159_04070
ERR1913247.1117521__1.1117521	47678__A5ZEA3__ERS852558_00257
ERR1913247.1117562__1.1117562	216816__R5MZK3__DPC6320_1630
ERR1913247.1117770__1.1117770	214856__A0A174AYS4__ERS852447_01192
ERR1913247.1117817__1.1117817	626932__G5HA20__HMPREF9450_01485
ERR1913247.1117889__1.1117889	384638__B7APR0__BACPEC_00666
ERR1913247.1118041__1.1118041	1232426__arcB
ERR1913247.1118157__1.1118157	1463165__A0A1D3KCY8__B6I49_07590
ERR1913247.1118194__1.1118194	1147152__GeneID:14181982
ERR1913247.1118227__1.1118227	31971__R7G9M2__EUBDOL_00025
ERR1913247.1118244__1.1118244	39492__D4JTU4__ykfG
ERR1913247.1118265__1.1118265	84112__F0HRI8__Elen_1815
ERR1913247.1118295__1.1118295	1262873__R6WBY4__BN605_01944
ERR1913247.1118278__1.1118278	562__P0AEK1__CR916_15790
ERR1913247.1118282__1.1118282	216816__C5E9A6__mutT4
ERR1913247.1118520__1.1118520	40518__R5DVL2__penA
ERR1913247.1118528__1.1118528	10678__GeneID:2777408
ERR1913247.1118433__1.1118433	10678__GeneID:2777481
ERR1913247.1118445__1.1118445	28116__A0A1G6G396__DXD69_22115
ERR1913247.1118646__1.1118646	1432052__A0A1E3UN84__BEI59_04105
ERR1913247.1118831__1.1118831	626932__G5H6W0__HMPREF9450_00670
ERR1913247.1119105__1.1119105	10678__GeneID:2777483
ERR1913247.1119113__1.1119113	446660__GCA_003428235.1_00225
ERR1913247.1119300__1.1119300	357276__B6VVS0__HMPREF1064_03951
ERR1913247.1119302__1.1119302	1262889__R7HBQ2__BN634_01539
ERR1913247.1119358__1.1119358	357276__I9F3U2__B5F00_20845
ERR1913247.1119405__1.1119405	1318__A0A0F3H518__rr06-1
ERR1913247.1119435__1.1119435	40518__R5DYU1__DXD86_01160
ERR1913247.1119550__1.1119550	40518__R5DU92__DXD93_03170
ERR1913247.1119552__1.1119552	820__A0A174NUS8__DXC80_12885
ERR1913247.1119767__1.1119767	216816__Q8G6X1__DD674_00140
ERR1913247.1119964__1.1119964	46503__R6X6Y1__DCY29_15600
ERR1913247.1120072__1.1120072	28118__F9Z5U0__sfp
ERR1913247.1120107__1.1120107	10678__GeneID:2777491
ERR1913247.1120214__1.1120214	1262911__R6H212__BN557_01031
ERR1913247.1120395__1.1120395	216816__C2GTV6__AS143_01355
ERR1913247.1120511__1.1120511	1262911__R6H1A6__BN557_01286
ERR1913247.1120523__1.1120523	39492__B0MN61__epsF_2
ERR1913247.1120693__1.1120693	357276__A0A076INR8__EL88_12300
ERR1913247.1120698__1.1120698	1550024__G9RNN4__ASJ35_08335
ERR1913247.1120886__1.1120886	1262911__R6GS52__BN557_00834
ERR1913247.1120923__1.1120923	1262911__R6H1D2__BN557_00855
ERR1913247.1120966__1.1120966	246787__A0A3D6AZF8__BACCELL_02529
ERR1913247.1121196__1.1121196	214856__A0A175A6T5__ERS852447_02658
ERR1913247.1121236__1.1121236	823__A0A395YQ63__B5F32_15335
ERR1913247.1121286__1.1121286	84030__D6DG84__B5F06_14145
ERR1913247.1121346__1.1121346	10678__GeneID:2777494
ERR1913247.1121510__1.1121510	47678__R5UT83__DW706_09750
ERR1913247.1121596__1.1121596	1965576__A0A1Y4LK61__B5F19_09515
ERR1913247.1121702__1.1121702	246787__A0A108T429__BACCELL_00192
ERR1913247.1121771__1.1121771	1262889__R7HAN4__BN634_02105
ERR1913247.1121869__1.1121869	10678__GeneID:2777423
ERR1913247.1121966__1.1121966	10678__GeneID:2777493
ERR1913247.1122101__1.1122101	84030__D6DGP4__B5F06_05020
ERR1913247.1122104__1.1122104	562__P75859__AML60_03870
ERR1913247.1122153__1.1122153	10678__GeneID:2777437
ERR1913247.1122277__1.1122277	2173__A0A1D2WW26__METSMIALI_01077
ERR1913247.1122389__1.1122389	216816__B7GNA5__BL71B_04625
ERR1913247.1122649__1.1122649	1262911__R6H1A6__BN557_01286
ERR1913247.1122736__1.1122736	563769__GeneID:6973158
ERR1913247.1122739__1.1122739	47678__R5UME6__BACCAC_01239
ERR1913247.1122704__1.1122704	246787__A0A3D6AWM8__BACCELL_01963
ERR1913247.1122869__1.1122869	246787__A0A0P0GNX3__BACCELL_00807
ERR1913247.1122958__1.1122958	28025__D3R4R4__BLAC_03655
ERR1913247.1123114__1.1123114	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913247.1123304__1.1123304	28116__A0A395VUS9__DXD69_03560
ERR1913247.1123626__1.1123626	562__P0AFH7__oppC
ERR1913247.1123691__1.1123691	10678__GeneID:2777447
ERR1913247.1123775__1.1123775	39492__D4JT90__coaE
ERR1913247.1123833__1.1123833	214856__R6Y7P0__ERS852447_00307
ERR1913247.1124040__1.1124040	10678__GeneID:2777382
ERR1913247.1124178__1.1124178	357276__I8WFU9__BACDOR_02006
ERR1913247.1124306__1.1124306	84030__D6DJ14__B5F06_08810
ERR1913247.1124327__1.1124327	821__I9R3W6__DXC16_12455
ERR1913247.1124420__1.1124420	10678__GeneID:2777418
ERR1913247.1124427__1.1124427	292800__A0A174NR23__ADH75_11365
ERR1913247.1124662__1.1124662	10678__GeneID:2777406
ERR1913247.1124795__1.1124795	40518__R5DVL2__penA
ERR1913247.1125046__1.1125046	328814__GCA_004558275.1_00018
ERR1913247.1125003__1.1125003	562__A0A377AAV3__CDL32_10800
ERR1913247.1125015__1.1125015	821__I9R3W6__DXC16_12455
ERR1913247.1125024__1.1125024	214856__R6Z288__ERS852447_00734
ERR1913247.1125070__1.1125070	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913247.1125223__1.1125223	214856__R6XP73__ERS852447_00886
ERR1913247.1125227__1.1125227	214856__R6XP73__ERS852447_00886
ERR1913247.1125421__1.1125421	46503__R6WWH2__DXB85_00365
ERR1913247.1125487__1.1125487	139870__GeneID:2717121
ERR1913247.1125512__1.1125512	214856__R5UN64__ERS852447_02669
ERR1913247.1125639__1.1125639	10678__GeneID:2777413
ERR1913247.1125875__1.1125875	1262911__R6GPM2__BN557_00937
ERR1913247.1125933__1.1125933	100886__E2NQY0__CATMIT_00983
ERR1913247.1125954__1.1125954	343516__GeneID:3953004
ERR1913247.1125991__1.1125991	40518__R5DYU1__DXD86_01160
ERR1913247.1126193__1.1126193	562__A0A377AAV3__CDL32_10800
ERR1913247.1126506__1.1126506	216816__A0A133L1E2__ptsP
ERR1913247.1126560__1.1126560	1262911__R6GMK4__BN557_00535
ERR1913247.1126565__1.1126565	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.1126571__1.1126571	10678__GeneID:2777481
ERR1913247.1126804__1.1126804	1262911__R6H2B5__BN557_01151
ERR1913247.1126838__1.1126838	216816__D6D9A3__BLNIAS_01911
ERR1913247.1126864__1.1126864	508460__GCF_000585335.1_00090
ERR1913247.1127004__1.1127004	418240__A0A174AX68__ERS852478_00844
ERR1913247.1127087__1.1127087	823__A0A173VS36__M091_4727
ERR1913247.1127054__1.1127054	1262911__R6GS52__BN557_00834
ERR1913247.1127074__1.1127074	544645__A0A3E4T7X6__DXC42_10295
ERR1913247.1127586__1.1127586	246787__A0A108T1Y3__fepA_8
ERR1913247.1127818__1.1127818	823__A0A173VPM3__DHW69_17170
ERR1913247.1127905__1.1127905	357276__I9FRW5__B5F95_21685
ERR1913247.1127989__1.1127989	394340__atpD
ERR1913247.1128225__1.1128225	10678__GeneID:2777427
ERR1913247.1128441__1.1128441	1262911__R6GT76__BN557_01150
ERR1913247.1128513__1.1128513	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.1128519__1.1128519	216816__D6DBD5__DXC32_04335
ERR1913247.1128659__1.1128659	28116__A0A395VSP8__ERS852555_02642
ERR1913247.1128815__1.1128815	216816__D6DBD5__DXC32_04335
ERR1913247.1128845__1.1128845	214856__R6XTZ7__ERS852447_02314
ERR1913247.1128911__1.1128911	384638__B7APR1__BACPEC_00667
ERR1913247.1129175__1.1129175	216816__C2GSX7__DD678_03555
ERR1913247.1129198__1.1129198	216816__E8MVM4__APC1480_1562
ERR1913247.1129283__1.1129283	10678__GeneID:2777395
ERR1913247.1129385__1.1129385	214856__R6XTZ7__ERS852447_02314
ERR1913247.1129437__1.1129437	216816__B3DR71__CE159_04070
ERR1913247.1129540__1.1129540	214856__R6Z590__ERS852447_01059
ERR1913247.1129567__1.1129567	1432052__A0A1E3A162__BEI62_17235
ERR1913247.1129657__1.1129657	214856__I3YPQ8__ERS852447_01371
ERR1913247.1129667__1.1129667	84112__C8WG95__Elen_1166
ERR1913247.1129711__1.1129711	28118__R6FGR0__dapF
ERR1913247.1129851__1.1129851	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913247.1129993__1.1129993	216816__A0A0S2MI06__pepV
ERR1913247.1129964__1.1129964	47678__R5USR9__HMPREF1061_01404
ERR1913247.1130360__1.1130360	10678__GeneID:2777454
ERR1913247.1130434__1.1130434	357276__I9RD92__BACDOR_04262
ERR1913247.1130534__1.1130534	329854__R5LZK1__DXD27_00590
ERR1913247.1130496__1.1130496	40518__R5DTH7__DXD83_02405
ERR1913247.1130625__1.1130625	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.1130747__1.1130747	214856__R6XTZ7__ERS852447_02314
ERR1913247.1130703__1.1130703	84030__D6DGN6__B5F06_05060
ERR1913247.1130874__1.1130874	216816__C2GUV2__APC1478_0430
ERR1913247.1130859__1.1130859	10678__GeneID:2777481
ERR1913247.1131022__1.1131022	487174__K0WV13__DIT83_10890
ERR1913247.1131073__1.1131073	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913247.1131183__1.1131183	40518__R5DS23__DXD86_01715
ERR1913247.1131129__1.1131129	214856__R6Y1K2__ERS852447_02306
ERR1913247.1131132__1.1131132	35833__E5Y4F1__HMPREF0179_01063
ERR1913247.1131157__1.1131157	10678__GeneID:2777477
ERR1913247.1131369__1.1131369	246787__R6KBH9__HMPREF1062_04676
ERR1913247.1131770__1.1131770	2173__A0A1D2WTZ3__frhB
ERR1913247.1131908__1.1131908	216816__A0A0A6VPB9__B624_1780
ERR1913247.1131859__1.1131859	357276__I9QPN3__EL88_09245
ERR1913247.1132040__1.1132040	563769__GeneID:6973141
ERR1913247.1132132__1.1132132	1262911__R6H1K1__BN557_00910
ERR1913247.1132090__1.1132090	357276__A0A0M1W9N4__GV66_05135
ERR1913247.1132260__1.1132260	10678__GeneID:2777482
ERR1913247.1132271__1.1132271	84030__D4CAF7__B5F06_09600
ERR1913247.1132281__1.1132281	10678__GeneID:2777481
ERR1913247.1132353__1.1132353	357276__B6W5Q9__HMPREF1063_03125
ERR1913247.1132472__1.1132472	216816__C2GW26__chb
ERR1913247.1132553__1.1132553	371601__A0A1H4GP73__B5E50_17960
ERR1913247.1132533__1.1132533	10678__GeneID:2777474
ERR1913247.1132606__1.1132606	487174__K0WV63__DIT83_11035
ERR1913247.1132611__1.1132611	1262911__R6GMD8__BN557_01647
ERR1913247.1132807__1.1132807	1550024__G9RZN9__ASJ35_05735
ERR1913247.1132984__1.1132984	10678__GeneID:2777431
ERR1913247.1133014__1.1133014	216816__A0A1S2VTC3__BLIC_e00847
ERR1913247.1133031__1.1133031	216816__B7GQF0__CE170_00160
ERR1913247.1133134__1.1133134	10678__GeneID:2777482
ERR1913247.1133262__1.1133262	10678__GeneID:2777395
ERR1913247.1133281__1.1133281	10678__GeneID:2777401
ERR1913247.1133421__1.1133421	651822__GCA_000210715.1_00753
ERR1913247.1133702__1.1133702	1432052__F7KGF0__BEI60_00225
ERR1913247.1133666__1.1133666	246787__R6K7I2__BcellWH2_03256
ERR1913247.1133938__1.1133938	216816__A0A0S2MI06__pepV
ERR1913247.1133981__1.1133981	562__P0A9K7__AUQ29_19530
ERR1913247.1134125__1.1134125	100886__A0A174HIL4__rhaS_1
ERR1913247.1134153__1.1134153	1262911__R6GMZ7__BN557_01741
ERR1913247.1134287__1.1134287	246787__R6LGB3__BcellWH2_02361
ERR1913247.1134389__1.1134389	10678__GeneID:2777413
ERR1913247.1134426__1.1134426	1550024__G9RWE3__TQ39_04170
ERR1913247.1134442__1.1134442	216816__C2GTV6__AS143_01355
ERR1913247.1134492__1.1134492	1099853__G9S6S5__NSB1T_01700
ERR1913247.1134526__1.1134526	216816__D6DD25__APC1482_1109
ERR1913247.1134578__1.1134578	10678__GeneID:2777412
ERR1913247.1134590__1.1134590	1262992__R5CXL4__BN795_01001
ERR1913247.1134840__1.1134840	626932__G5H751__HMPREF9450_00894
ERR1913247.1134829__1.1134829	1203556__S2ZD14__HMPREF1478_01465
ERR1913247.1134979__1.1134979	246787__A0A3D6B0E4__BACCELL_02533
ERR1913247.1134995__1.1134995	214856__I3YPP0__ERS852447_01388
ERR1913247.1135006__1.1135006	10678__GeneID:2777484
ERR1913247.1135031__1.1135031	10678__GeneID:2777395
ERR1913247.1135160__1.1135160	136841__A0A0A8RJR5__B0B20_18935
ERR1913247.1135205__1.1135205	28025__A0A0L7CV69__BLC1_1290
ERR1913247.1135240__1.1135240	357276__A0A076J8M3__ABI39_13695
ERR1913247.1135199__1.1135199	214856__A0A174EJT5__mnmA
ERR1913247.1135384__1.1135384	214856__I3YPI7__pepD_1
ERR1913247.1135436__1.1135436	39492__D4JT68__spoIIIE
ERR1913247.1135522__1.1135522	1262911__R6GSH0__BN557_00934
ERR1913247.1135572__1.1135572	216816__B3DNW2__BL171B_07980
ERR1913247.1135717__1.1135717	544644__GCA_001915615.1_01954
ERR1913247.1135750__1.1135750	10678__GeneID:2777417
ERR1913247.1136102__1.1136102	1262911__R6GI18__BN557_01377
ERR1913247.1136216__1.1136216	1432052__A0A1E3A9A0__BEI64_12750
ERR1913247.1136177__1.1136177	562__P40876__fimC_1
ERR1913247.1136350__1.1136350	626932__G5H833__HMPREF9450_01093
ERR1913247.1136435__1.1136435	100886__A0A174LEG5__ERS852383_05606
ERR1913247.1136409__1.1136409	818__A0A0P0F989__BJP75_019080
ERR1913247.1136499__1.1136499	823__A0A355XKR1__DHP27_04035
ERR1913247.1136550__1.1136550	246787__A0A0P0GK12__BcellWH2_04154
ERR1913247.1136522__1.1136522	1354__A0A366UFE6__EB39_00107
ERR1913247.1136635__1.1136635	2173__A5UNY6__BK798_04575
ERR1913247.1136686__1.1136686	10678__GeneID:2777435
ERR1913247.1136707__1.1136707	216816__C2GTV6__AS143_01355
ERR1913247.1136733__1.1136733	39486__B0G4D8__DXB12_07700
ERR1913247.1136752__1.1136752	10678__GeneID:2777403
ERR1913247.1136938__1.1136938	214856__I3YK71__ERS852559_02472
ERR1913247.1137004__1.1137004	1501391__GCA_000786575.1_00058
ERR1913247.1137322__1.1137322	357276__A0A0P0M2G3__BACDOR_03913
ERR1913247.1137459__1.1137459	47678__R5UU99__C5Z00_11925
ERR1913247.1137847__1.1137847	357276__A0A076IN21__BSEG_03078
ERR1913247.1137878__1.1137878	820__A0A174G065__DXB62_08975
ERR1913247.1137931__1.1137931	214856__A0A173YXX1__ERS852559_01651
ERR1913247.1137942__1.1137942	84030__D6DJ92__B5F06_11330
ERR1913247.1138281__1.1138281	40518__R5DP21__RBATCC27255_00348
ERR1913247.1138591__1.1138591	33039__D4M244__ERS852424_01686
ERR1913247.1138719__1.1138719	418240__A0A174EFK2__ERS852478_02213
ERR1913247.1138721__1.1138721	47678__R5UGX6__CGC64_16275
ERR1913247.1138790__1.1138790	418240__A0A173WSQ7__ERS852478_01153
ERR1913247.1138836__1.1138836	216816__A0A2N0SME6__BLIF_1881
ERR1913247.1139000__1.1139000	106588__A6NYZ2__BACCAP_03441
ERR1913247.1139123__1.1139123	246787__A0A0P0GCR8__xynD_3
ERR1913247.1139542__1.1139542	357276__I9QBT7__BSEG_03340
ERR1913247.1139830__1.1139830	246787__A0A108T429__BACCELL_00192
ERR1913247.1139928__1.1139928	216816__C2GSX7__DD678_03555
ERR1913247.1139982__1.1139982	1262911__R6GQM3__BN557_01245
ERR1913247.1140096__1.1140096	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913247.1140149__1.1140149	1262911__R6GUQ4__BN557_01581
ERR1913247.1140262__1.1140262	246787__A0A0P0GR24__BcellWH2_03263
ERR1913247.1140355__1.1140355	1943580__A0A1V4AJ64__B0D78_08575
ERR1913247.1140506__1.1140506	818__A0A3E5HHE1__Btheta7330_00796
ERR1913247.1140805__1.1140805	1262911__R6HN81__BN557_00921
ERR1913247.1140817__1.1140817	357276__I9R994__BACDOR_04044
ERR1913247.1140856__1.1140856	1262911__R6GPM2__BN557_00937
ERR1913247.1140936__1.1140936	100886__E2NWG5__CATMIT_02960
ERR1913247.1141033__1.1141033	216816__R5MZK3__DPC6320_1630
ERR1913247.1141104__1.1141104	357276__I9QBT7__BSEG_03340
ERR1913247.1141175__1.1141175	10678__GeneID:2777481
ERR1913247.1141191__1.1141191	394340__fabF
ERR1913247.1141218__1.1141218	1262911__R6GTA5__BN557_01337
ERR1913247.1141228__1.1141228	246787__E2NCX3__HMPREF1062_01637
ERR1913247.1141254__1.1141254	562__P52045__CW278_17595
ERR1913247.1141308__1.1141308	216816__A0A0S2MI06__pepV
ERR1913247.1141345__1.1141345	1262911__R6GY22__BN557_00023
ERR1913247.1141534__1.1141534	214856__A0A174AYS4__ERS852447_01192
ERR1913247.1141615__1.1141615	216816__Q8G585__APC1473_0508
ERR1913247.1141714__1.1141714	1653434__A0A150Y909__DW166_08170
ERR1913247.1141668__1.1141668	1262911__R6GS52__BN557_00834
ERR1913247.1141792__1.1141792	1262911__R6GPM2__BN557_00937
ERR1913247.1141810__1.1141810	10678__GeneID:2777482
ERR1913247.1141857__1.1141857	1124654__GeneID:14005783
ERR1913247.1141926__1.1141926	100886__E2NRW9__ERS852383_05961
ERR1913247.1141942__1.1141942	246787__R6LGA6__tmoS_11
ERR1913247.1141972__1.1141972	564__B7LVH7__VL22_0208320
ERR1913247.1142000__1.1142000	357276__A0A0K2HG61__BACDOR_02028
ERR1913247.1142097__1.1142097	40518__R5DXH2__DXD83_10135
