ERR1913216.557__1.557	823__E1YQ32__DXC05_04185
ERR1913216.551601__1.551601	1262825__R5DZJ8__BN724_01044
ERR1913216.551716__1.551716	487174__R5ER56__HMPREF9448_02812
ERR1913216.551741__1.551741	39492__D4JT75__EUBSIR_01776
ERR1913216.551748__1.551748	28117__B0MWP2__ALIPUT_01468
ERR1913216.551855__1.551855	291644__I8Z4T0__ERS852428_03213
ERR1913216.552016__1.552016	28118__R6FJE6__NCTC10826_00111
ERR1913216.552026__1.552026	1262889__R7H9Z3__BN634_00978
ERR1913216.552064__1.552064	28111__R5JUK8__NCTC11155_02515
ERR1913216.552261__1.552261	1686__B6XSC0__BIFCAT_00127
ERR1913216.552367__1.552367	291644__I9HGG9__HMPREF1071_03600
ERR1913216.552834__1.552834	1501391__GCA_000786575.1_00125
ERR1913216.552849__1.552849	39492__A0A174ZHV5__msbA_2
ERR1913216.552881__1.552881	28111__E5WUE7__BACEGG_02087
ERR1913216.553099__1.553099	487174__K0XER9__DDY40_08885
ERR1913216.553229__1.553229	1263006__R6LI44__BN515_01329
ERR1913216.553255__1.553255	357276__I8VN30__HMPREF1065_03051
ERR1913216.553460__1.553460	357276__A0A076IS46__BACDOR_03265
ERR1913216.553761__1.553761	239935__A0A2N8HAQ1__DEF40_05290
ERR1913216.553709__1.553709	823__D7IRG1__NCTC11152_02276
ERR1913216.553837__1.553837	357276__B6W1J2__BACDOR_03380
ERR1913216.554197__1.554197	1263006__R6LRF6__BN515_00540
ERR1913216.554227__1.554227	1263000__R5EQI3__BN466_00125
ERR1913216.554504__1.554504	46228__V8BSF0__RUMLAC_01943
ERR1913216.554655__1.554655	28118__F9ZCN2__DF785_09230
ERR1913216.554793__1.554793	671267__R9IL60__C802_00379
ERR1913216.554848__1.554848	1262761__R6RU22__BN606_01110
ERR1913216.555381__1.555381	39491__A0A395V297__EUR_01010
ERR1913216.555393__1.555393	28111__E5WUX1__HMPREF1016_00548
ERR1913216.555362__1.555362	39488__C0EY05__EUBHAL_02306
ERR1913216.555665__1.555665	357276__A0A0M1W1I8__ABI39_13620
ERR1913216.556034__1.556034	47678__A5ZB44__C5Z00_17730
ERR1913216.556262__1.556262	820__A0A174Q0F0__DXB48_08080
ERR1913216.556251__1.556251	204516__U6REI9__HMPREF1534_02357
ERR1913216.556523__1.556523	1262935__R5GG03__BN773_00437
ERR1913216.557124__1.557124	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913216.557191__1.557191	649756__A0A174B2V7__ERS852475_01064
ERR1913216.558158__1.558158	106588__A6NUL8__BACCAP_01900
ERR1913216.558359__1.558359	46503__R6X8Q3__fepA_2
ERR1913216.558456__1.558456	821__I9R3W6__DXC16_12455
ERR1913216.558566__1.558566	39492__R6SPM9__pheT
ERR1913216.558686__1.558686	46228__B5CP91__RUMLAC_01282
ERR1913216.558758__1.558758	818__A0A0P0EV21__NCTC13706_01181
ERR1913216.558924__1.558924	2293125__A0A374BSW4__DW917_13420
ERR1913216.558938__1.558938	214856__A0A174FWM7__ERS852559_00590
ERR1913216.559015__1.559015	674529__A0A174VGZ4__SAMN05444400_14914
ERR1913216.559244__1.559244	821__I9R3W6__DXC16_12455
ERR1913216.559260__1.559260	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913216.559321__1.559321	1262935__R5GT76__BN773_01902
ERR1913216.559328__1.559328	1262886__R6QIV0__BN563_00982
ERR1913216.559391__1.559391	1262935__R5GEN3__BN773_01757
ERR1913216.559696__1.559696	39492__D4JVW2__EUBSIR_02285
ERR1913216.559915__1.559915	357276__A0A0M1W657__HMPREF1064_04629
ERR1913216.559920__1.559920	46228__V8C989__HMPREF1202_01036
ERR1913216.560401__1.560401	853__A0A2A7B9I6__DW855_13690
ERR1913216.560511__1.560511	47678__A0A3E5BQM1__DXB67_08970
ERR1913216.560560__1.560560	1262825__R5E9A9__BN724_00864
ERR1913216.560782__1.560782	1262992__R5CXM7__BN795_01016
ERR1913216.560844__1.560844	357276__A0A076IN30__DXD47_09350
ERR1913216.561206__1.561206	1262889__R7HAE5__BN634_02047
ERR1913216.561305__1.561305	1262743__R5C054__BN727_01980
ERR1913216.561515__1.561515	821__I9R3W6__DXC16_12455
ERR1913216.561708__1.561708	454154__G5SVM9__HMPREF9441_03446
ERR1913216.561731__1.561731	1262935__R5GF26__BN773_01700
ERR1913216.561879__1.561879	1262935__R5GLD8__BN773_00587
ERR1913216.561889__1.561889	46228__V8BPB0__HMPREF1202_02451
ERR1913216.561953__1.561953	1150298__A0A174SLE6__mlc_1
ERR1913216.562237__1.562237	818__A0A0N7I9M6__Btheta7330_00939
ERR1913216.562359__1.562359	821__A0A0P0M5Z6__BVU_0429
ERR1913216.562515__1.562515	357276__I9QDB8__B5F95_08105
ERR1913216.562786__1.562786	1262935__R5GT80__BN773_01758
ERR1913216.563050__1.563050	1262945__R6YFE7__BN600_01049
ERR1913216.563192__1.563192	28117__B0MY41__BHV66_05165
ERR1913216.563280__1.563280	39488__A0A374NU13__mtnK_2
ERR1913216.563281__1.563281	357276__A0A076IYE6__IY41_04275
ERR1913216.563310__1.563310	28118__F9Z5N6__SAMEA44545918_01718
ERR1913216.563722__1.563722	418240__A0A174DPG4__ERS852523_03206
ERR1913216.563940__1.563940	1262935__R5GEM8__BN773_01536
ERR1913216.564022__1.564022	1232426__group_1895
ERR1913216.564185__1.564185	1150298__A0A174DQT6__ERS852498_00506
ERR1913216.564672__1.564672	166486__D4L2C3__ERS852572_01686
ERR1913216.564954__1.564954	239935__A0A139TMG9__CXU07_10650
ERR1913216.564920__1.564920	820__I9J701__ERS852510_01809
ERR1913216.565018__1.565018	454155__F3QTH4__HMPREF9442_01492
ERR1913216.565075__1.565075	291644__I9T9Y0__HMPREF1071_01813
ERR1913216.565086__1.565086	1262935__R5GHV4__BN773_00876
ERR1913216.565168__1.565168	28117__B0MU58__BHV66_05630
ERR1913216.565307__1.565307	820__I9A4U7__DHU98_12785
ERR1913216.565409__1.565409	410072__A0A173Z452__COPCOM_02514
ERR1913216.565567__1.565567	487174__K0WV19__HMPREF9448_01820
ERR1913216.565520__1.565520	39492__D4JT87__clpC
ERR1913216.565663__1.565663	487174__K0XH97__HMPREF9448_01909
ERR1913216.565682__1.565682	28111__R5JN40__HMPREF1016_01803
ERR1913216.565821__1.565821	487174__K0XA11__DDY40_03585
ERR1913216.565962__1.565962	1262886__R6RFE5__BN563_01256
ERR1913216.566090__1.566090	1262935__R5GSZ0__BN773_01827
ERR1913216.566215__1.566215	821__A0A174JYD3__ERS852457_02610
ERR1913216.566429__1.566429	820__A0A139KH21__DXC80_01780
ERR1913216.566489__1.566489	853__D4KAK8__C4N21_13380
ERR1913216.566686__1.566686	1318__U5PE10__HMPREF8577_1394
ERR1913216.566878__1.566878	1262889__R7HBU7__BN634_01579
ERR1913216.567126__1.567126	2108523__A0A2P2F5G5__LAWASA_1244
ERR1913216.567176__1.567176	1262935__R5GG37__BN773_00249
ERR1913216.567430__1.567430	853__A0A173YYY4__DWZ04_09420
ERR1913216.567627__1.567627	357276__A0A076IS26__EL88_15950
ERR1913216.567744__1.567744	46506__B0NQN6__AA415_00632
ERR1913216.567805__1.567805	35833__E5Y2K0__HMPREF0179_00411
ERR1913216.567866__1.567866	165179__A0A174SA26__PREVCOP_05758
ERR1913216.567845__1.567845	820__R9I3N4__M093_0061
ERR1913216.567855__1.567855	1262935__R5GRP8__BN773_01395
ERR1913216.568191__1.568191	823__A0A078SYK6__DXB14_02485
ERR1913216.568253__1.568253	823__A0A174LWY0__lepB
ERR1913216.568266__1.568266	357276__B6VW91__BACDOR_01584
ERR1913216.568372__1.568372	116085__D4JAK5__DW747_10745
ERR1913216.568445__1.568445	487174__K0XBH1__DIT83_01445
ERR1913216.568453__1.568453	357276__A0A076INK2__BSEG_04225
ERR1913216.568713__1.568713	246787__A0A108T1Y3__fepA_8
ERR1913216.568856__1.568856	357276__A0A0K2HG61__BACDOR_02028
ERR1913216.568948__1.568948	1262889__R7H889__BN634_02048
ERR1913216.568988__1.568988	1501391__GCA_000786575.1_00054
ERR1913216.569426__1.569426	1262889__R7HCL5__BN634_01590
ERR1913216.569803__1.569803	1263006__R6LU28__BN515_01365
ERR1913216.569817__1.569817	46228__V8C4T8__RUMLAC_02058
ERR1913216.569899__1.569899	204516__U6RDD8__HMPREF1534_02559
ERR1913216.570828__1.570828	487174__K0WS78__HMPREF9448_02825
ERR1913216.571082__1.571082	74426__purL
ERR1913216.571420__1.571420	821__D4VD59__BHV80_04260
ERR1913216.571457__1.571457	1263006__R6LLP6__BN515_01041
ERR1913216.571775__1.571775	487174__K0XLV6__DIT83_00940
ERR1913216.571869__1.571869	1262736__R5YJ29__BN496_01288
ERR1913216.571926__1.571926	1263006__R6MQA3__BN515_02104
ERR1913216.571996__1.571996	820__A0A174Q0F0__DXB48_08080
ERR1913216.572055__1.572055	1262942__R7QYT9__BN520_01736
ERR1913216.572100__1.572100	1262935__R5GVK8__BN773_00860
ERR1913216.572206__1.572206	28118__F9Z8Y8__B5F99_07140
ERR1913216.572642__1.572642	821__A0A3E4KIM1__M097_3660
ERR1913216.572841__1.572841	853__D4JY61__C4N21_10560
ERR1913216.573194__1.573194	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913216.573660__1.573660	291644__R5IZM2__HMPREF1071_04522
ERR1913216.574071__1.574071	820__A0A374Q854__HMPREF1073_03281
ERR1913216.574560__1.574560	371601__D6CXF7__BN891_50120
ERR1913216.574781__1.574781	1262935__R5GIL8__BN773_01483
ERR1913216.574954__1.574954	246787__R6LGA6__tmoS_11
ERR1913216.575093__1.575093	1262935__R5GHA4__BN773_00035
ERR1913216.575335__1.575335	40520__A5ZSL9__DXC87_07025
ERR1913216.575407__1.575407	1262935__R5GSZ0__BN773_01827
ERR1913216.575542__1.575542	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913216.575957__1.575957	820__A7V092__hldE
ERR1913216.576575__1.576575	46228__V8C4T8__RUMLAC_02058
ERR1913216.577293__1.577293	458033__GCA_001482755.1_02203
ERR1913216.577210__1.577210	1262988__R7N607__BN816_02737
ERR1913216.577458__1.577458	357276__A0A0K2HDP3__IY41_00705
ERR1913216.577994__1.577994	47678__R5U3L4__C5Z00_12600
ERR1913216.578516__1.578516	204516__U6RFV1__HMPREF1534_02560
ERR1913216.579209__1.579209	1262889__R7H8U0__BN634_00239
ERR1913216.579433__1.579433	338188__A0A174ETX3__ERS852397_01955
ERR1913216.579679__1.579679	28118__F9Z4Q7__DER54_08070
ERR1913216.579940__1.579940	820__R7E9Z4__DXC68_06065
ERR1913216.580046__1.580046	1262886__R6QIL5__BN563_00897
ERR1913216.580619__1.580619	487174__K0X429__HMPREF9448_00932
ERR1913216.580840__1.580840	544645__A0A1Y3VSG8__DXC42_08680
ERR1913216.581248__1.581248	818__A0A3E5GYI4__NCTC10582_00013
ERR1913216.581423__1.581423	1262935__R5GFW3__BN773_00404
ERR1913216.581692__1.581692	246787__R6K756__HMPREF1062_01819
ERR1913216.581969__1.581969	28116__A0A1G6G396__DXD69_22115
ERR1913216.582066__1.582066	1263006__R6LZ65__BN515_01602
ERR1913216.582514__1.582514	28118__F9ZCN9__DHW44_07820
ERR1913216.582971__1.582971	820__A0A174CG08__DXB62_13215
ERR1913216.583224__1.583224	46228__V8C4T8__RUMLAC_02058
ERR1913216.583344__1.583344	820__A0A173W419__DXC68_17760
ERR1913216.583532__1.583532	1262935__R5GG03__BN773_00437
ERR1913216.583495__1.583495	1262935__R5GT45__BN773_01713
ERR1913216.583544__1.583544	2173__A5UNC4__METSMIALI_00562
ERR1913216.583626__1.583626	39492__D4JX40__EUBSIR_00020
ERR1913216.583762__1.583762	28111__E5X428__HMPREF1016_03686
ERR1913216.584128__1.584128	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913216.584177__1.584177	820__A0A139K5A6__DXB48_12175
ERR1913216.584259__1.584259	821__U6RDC2__DXD46_15675
ERR1913216.584435__1.584435	1262889__R7H889__BN634_02048
ERR1913216.584413__1.584413	165179__A0A174IPI3__CFT61_10940
ERR1913216.584779__1.584779	853__A0A2A7A4A9__C4N21_14870
ERR1913216.584782__1.584782	40518__R5DYP7__envC
ERR1913216.584802__1.584802	46228__V8BYC1__RUMLAC_00426
ERR1913216.584939__1.584939	1262935__R5GDX6__BN773_01326
ERR1913216.584949__1.584949	454155__F3QX32__HMPREF9442_02766
ERR1913216.585045__1.585045	291644__I9SIM2__evgS_11
ERR1913216.585372__1.585372	1262935__R5GSF1__BN773_01646
ERR1913216.585510__1.585510	357276__A0A0M1W4C0__DXD47_07095
ERR1913216.585754__1.585754	823__A0A174GGT1__queG
ERR1913216.586782__1.586782	821__C3RB94__DXC03_15585
ERR1913216.587134__1.587134	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913216.587352__1.587352	1628085__A0A3E2XRQ2__C7386_10552
ERR1913216.588179__1.588179	823__A0A355XLH0__fepA_1
ERR1913216.588604__1.588604	820__A0A3E5E9Y8__DXD90_09110
ERR1913216.588918__1.588918	1262935__R5GDG4__BN773_01363
ERR1913216.589294__1.589294	1262825__R5ECU5__BN724_01125
ERR1913216.589583__1.589583	821__A0A174WBC9__ERS852556_03145
ERR1913216.589882__1.589882	487174__R5EXS5__HMPREF9448_02541
ERR1913216.589978__1.589978	823__A0A395YVY3__ERS852513_03204
ERR1913216.590066__1.590066	46228__B5CQY8__RUMLAC_01887
ERR1913216.590716__1.590716	246787__A0A3D6AWJ7__AA416_00506
ERR1913216.590874__1.590874	357276__I8WC65__EL88_00520
ERR1913216.590918__1.590918	28111__E5WWI8__HMPREF1016_01036
ERR1913216.590948__1.590948	821__A0A396F1N0__M099_1553
ERR1913216.590972__1.590972	357276__A0A076IYE6__IY41_04275
ERR1913216.591443__1.591443	1378168__V2YA11__N510_02528
ERR1913216.592254__1.592254	328814__GCA_004558275.1_01331
ERR1913216.593263__1.593263	1150298__A0A174HYM9__ERS852406_01664
ERR1913216.593312__1.593312	204516__U6RFV1__HMPREF1534_02560
ERR1913216.593604__1.593604	371601__C3QVE5__CW1_1049
ERR1913216.594013__1.594013	357276__A0A0M1VZP2__IY41_00605
ERR1913216.594309__1.594309	28117__B0MUR5__BHV66_03900
ERR1913216.594296__1.594296	165179__A0A3E5EA43__DXC61_07775
ERR1913216.594640__1.594640	88431__A0A3E5GJ50__DORLON_02273
ERR1913216.594642__1.594642	46228__V8CAV6__addA
ERR1913216.594786__1.594786	820__A0A173WUD7__DXB48_08055
ERR1913216.594822__1.594822	1262886__R6QKQ6__BN563_01547
ERR1913216.595027__1.595027	39488__A0A374N483__ERS852578_01412
ERR1913216.595216__1.595216	2293125__A0A374BSW4__DW917_13420
ERR1913216.595383__1.595383	820__A7VAS1__HMPREF2141_03259
ERR1913216.595475__1.595475	46503__R6Y9P8__evgS_3
ERR1913216.595601__1.595601	357276__I9R002__HMPREF1064_01826
ERR1913216.595722__1.595722	820__A0A396EUU8__luxQ_3
ERR1913216.595786__1.595786	291644__R5JDR3__HMPREF1071_02272
ERR1913216.596053__1.596053	40518__R5DLU0__fmt
ERR1913216.596231__1.596231	821__D4VD59__BHV80_04260
ERR1913216.596322__1.596322	820__A0A3E4RU03__M093_0563
ERR1913216.596362__1.596362	291644__R5JNC3__HMPREF1071_03576
ERR1913216.596419__1.596419	165179__A0A3E5EA43__DXC61_07775
ERR1913216.596622__1.596622	357276__I9FRW5__B5F95_21685
ERR1913216.596880__1.596880	821__A0A395VLM8__BvMPK_3650
ERR1913216.597063__1.597063	544644__GCA_001915615.1_01041
ERR1913216.597112__1.597112	39492__B0MPL6__EUBSIR_01779
ERR1913216.597123__1.597123	357276__B6VXX7__HMPREF1063_02683
ERR1913216.597567__1.597567	1262889__R7HC51__BN634_01378
ERR1913216.597717__1.597717	291644__I8YWU4__HMPREF1532_01473
ERR1913216.597780__1.597780	823__A0A395YZ10__NCTC11152_02955
ERR1913216.598133__1.598133	1262889__R7H801__BN634_02373
ERR1913216.598208__1.598208	1535__A7VRX0__CH238_12790
ERR1913216.598451__1.598451	454155__F3QXB7__HMPREF9442_02852
ERR1913216.598455__1.598455	384638__B7APR1__BACPEC_00667
ERR1913216.598549__1.598549	821__D4VD59__BHV80_04260
ERR1913216.598573__1.598573	487174__K0WRR5__DDY40_06130
ERR1913216.598627__1.598627	823__A0A078SYK6__DXB14_02485
ERR1913216.598653__1.598653	1262935__R5GIS0__BN773_01547
ERR1913216.598739__1.598739	823__A6LHK0__M090_1297
ERR1913216.598848__1.598848	357276__C3RA36__HMPREF1065_03270
ERR1913216.598867__1.598867	39492__D4JWT3__ERS852540_00301
ERR1913216.598930__1.598930	384638__B7APN3__BACPEC_00639
ERR1913216.598963__1.598963	28117__B0MTW8__ALIPUT_00502
ERR1913216.599144__1.599144	357276__A0A076J9V8__BACDOR_01395
ERR1913216.599248__1.599248	821__A0A173XDD3__DXB82_17180
ERR1913216.599602__1.599602	818__A0A3E5HN77__HMPREF2534_00072
ERR1913216.599960__1.599960	46228__V8C484__HMPREF1202_01707
ERR1913216.600240__1.600240	821__A0A395UNT8__DXD64_15275
ERR1913216.600557__1.600557	28118__R6FGF7__SAMEA44545918_01338
ERR1913216.600568__1.600568	357276__A0A1Y3ZD00__B5F00_16730
ERR1913216.600861__1.600861	371601__I9JE01__BN891_22780
ERR1913216.601020__1.601020	46228__B5CKX6__RUMLAC_00090
ERR1913216.601128__1.601128	33039__R6PAH6__ERS852577_01830
ERR1913216.601240__1.601240	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.601297__1.601297	46228__V8BL71__DXD17_11775
ERR1913216.601402__1.601402	1263000__R5EKG2__BN466_02040
ERR1913216.601414__1.601414	1262935__R5GEC6__BN773_01664
ERR1913216.601458__1.601458	357276__A0A0M1W9N4__GV66_05135
ERR1913216.601607__1.601607	46503__R6WVI6__HMPREF1060_03610
ERR1913216.601617__1.601617	39491__A0A395UYA6__EUBREC_0408
ERR1913216.601700__1.601700	1262889__R7H8U0__BN634_00239
ERR1913216.601829__1.601829	46228__B5CQI6__RUMLAC_01732
ERR1913216.602103__1.602103	291644__I8Z3U9__ERS852428_00841
ERR1913216.602214__1.602214	1262886__R6QR12__BN563_01295
ERR1913216.602446__1.602446	818__Q8A3I3__HMPREF2534_00068
ERR1913216.602628__1.602628	671267__R9IEN1__C802_02405
ERR1913216.602883__1.602883	487174__R5EPJ7__HMPREF9448_00444
ERR1913216.603604__1.603604	28117__B0MTY2__BHV66_06485
ERR1913216.603694__1.603694	1262935__R5GT62__BN773_01738
ERR1913216.603883__1.603883	487175__R5EH26__HMPREF9439_02210
ERR1913216.603971__1.603971	1262889__R7H8U5__BN634_02236
ERR1913216.604220__1.604220	39488__C0F0P7__ERS852578_02651
ERR1913216.604307__1.604307	165179__A0A174SA26__PREVCOP_05758
ERR1913216.604554__1.604554	454155__F3QXY1__HMPREF9442_03071
ERR1913216.604717__1.604717	1628085__A0A1C6GCK4__C7386_10336
ERR1913216.604987__1.604987	357276__A0A076INK2__BSEG_04225
ERR1913216.605390__1.605390	454155__F3QX32__HMPREF9442_02766
ERR1913216.605541__1.605541	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913216.605690__1.605690	820__R7E9Z4__DXC68_06065
ERR1913216.605952__1.605952	357276__A0A076IS26__EL88_15950
ERR1913216.606610__1.606610	357276__C3R9Y0__HMPREF1064_01889
ERR1913216.606806__1.606806	165179__A0A174SA26__PREVCOP_05758
ERR1913216.606863__1.606863	357276__A0A076ISD9__EL88_07480
ERR1913216.606933__1.606933	357276__B6W5Q7__DXD47_13945
ERR1913216.607302__1.607302	28117__B0MT86__BHV66_02450
ERR1913216.607481__1.607481	165179__A0A3E5DWZ6__DXC61_10880
ERR1913216.607410__1.607410	246787__R6K756__HMPREF1062_01819
ERR1913216.607596__1.607596	1262992__R5CXM7__BN795_01016
ERR1913216.608041__1.608041	28118__F9ZCB1__Odosp_1317
ERR1913216.608178__1.608178	1501391__GCA_000786575.1_00035
ERR1913216.608238__1.608238	1262824__R6RH74__BN719_00881
ERR1913216.608870__1.608870	357276__A0A0K2HG61__BACDOR_02028
ERR1913216.609332__1.609332	821__A0A078R9Y9__M097_2119
ERR1913216.609867__1.609867	823__A0A355XKQ8__DHP27_04010
ERR1913216.609882__1.609882	357276__A0A076IS46__BACDOR_03265
ERR1913216.609887__1.609887	487174__K0XEE4__DDY40_09500
ERR1913216.610393__1.610393	821__A0A3E4KIM1__M097_3660
ERR1913216.610519__1.610519	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913216.610799__1.610799	1262935__R5GDB4__BN773_01091
ERR1913216.610904__1.610904	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913216.611412__1.611412	35833__E5Y6S3__HMPREF0179_01886
ERR1913216.611441__1.611441	291644__I9SZC9__barA_2
ERR1913216.611709__1.611709	357276__I9FGI3__EL88_12385
ERR1913216.611760__1.611760	2108523__A0A2P2F8F4__LAWASA_2326
ERR1913216.612016__1.612016	2317__Q2NGE6__CA615_03445
ERR1913216.612136__1.612136	821__A0A0P0L8F8__ERS852509_03705
ERR1913216.612270__1.612270	823__A0A355XP97__M092_2525
ERR1913216.612559__1.612559	291644__I9SIM2__evgS_11
ERR1913216.612884__1.612884	291644__R5JMN9__HMPREF1532_00991
ERR1913216.612948__1.612948	239935__A0A2N8IU45__DEF40_02365
ERR1913216.612994__1.612994	357276__I9F327__DXD47_22495
ERR1913216.613037__1.613037	47678__R5V127__HMPREF1061_04334
ERR1913216.613193__1.613193	1235835__R9LCU2__C814_02677
ERR1913216.613295__1.613295	46228__B5CPX5__RUMLAC_01520
ERR1913216.613287__1.613287	1262889__R7H9H9__BN634_02436
ERR1913216.613391__1.613391	28117__B0MVL5__BHV66_01660
ERR1913216.613543__1.613543	823__A0A395YRW4__DD466_15895
ERR1913216.613580__1.613580	39492__R6RT40__prkC_3
ERR1913216.613826__1.613826	39492__A0A174ZG93__EUBSIR_00254
ERR1913216.614365__1.614365	820__A0A139K337__ERS852459_02375
ERR1913216.614843__1.614843	357276__A0A076IYG1__B5F95_22465
ERR1913216.615039__1.615039	46506__R6LDN0__HMPREF1181_03103
ERR1913216.615064__1.615064	246787__A0A108T1Y3__fepA_8
ERR1913216.615577__1.615577	357276__A0A076IIL0__EL88_03065
ERR1913216.615785__1.615785	818__A0A3E5HDS4__BJP75_002620
ERR1913216.615798__1.615798	357276__G5SMD3__BSEG_02959
ERR1913216.616389__1.616389	1262935__R5GDG4__BN773_01363
ERR1913216.616639__1.616639	1262935__R5GRK6__BN773_01192
ERR1913216.618132__1.618132	1262935__R5GLG4__BN773_00617
ERR1913216.618498__1.618498	357276__I9RAC4__BSEG_00561
ERR1913216.618632__1.618632	214856__R6Y2Y4__ERS852447_01086
ERR1913216.618727__1.618727	1263006__R6LWN2__BN515_02179
ERR1913216.618882__1.618882	291644__I8YFE9__HMPREF1071_02973
ERR1913216.618936__1.618936	28117__B0MWC6__BHV66_00965
ERR1913216.619151__1.619151	1263006__R6M176__BN515_00274
ERR1913216.620047__1.620047	39491__A0A395ZG74__licR
ERR1913216.620442__1.620442	357276__D1JYA3__BSEG_00395
ERR1913216.620563__1.620563	1262889__R7HBH6__BN634_02400
ERR1913216.620619__1.620619	40518__R5E1J7__RBL236_02062
ERR1913216.621262__1.621262	572010__hgdC_1
ERR1913216.621378__1.621378	2108523__A0A2P2F4H9__LAWASA_905
ERR1913216.621846__1.621846	33039__A0A173U9Q3__ERS852390_00518
ERR1913216.622262__1.622262	1262935__R5GRP8__BN773_01395
ERR1913216.622395__1.622395	1262935__R5GCK3__BN773_01033
ERR1913216.622750__1.622750	28117__B0MYP3__BHV66_04995
ERR1913216.623184__1.623184	1263000__R5EVY6__BN466_01709
ERR1913216.623927__1.623927	357276__I8WEZ6__BACDOR_02323
ERR1913216.623953__1.623953	39492__D4JRM4__tap_5
ERR1913216.624398__1.624398	821__I9R3W6__DXC16_12455
ERR1913216.624757__1.624757	46503__A7AH78__DD461_04085
ERR1913216.624977__1.624977	820__A0A3E4WCX3__C801_02709
ERR1913216.625158__1.625158	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913216.625231__1.625231	46228__V8C7M2__RUMLAC_01453
ERR1913216.625498__1.625498	357276__A0A076IYE6__IY41_04275
ERR1913216.625568__1.625568	357276__B6VT86__IY41_22515
ERR1913216.625587__1.625587	39492__D4MIX3__ERS852540_01230
ERR1913216.626182__1.626182	39491__A0A396FPV7__ERS852580_01177
ERR1913216.626469__1.626469	28118__F9Z4Q7__DER54_08070
ERR1913216.626849__1.626849	821__U6RDC2__DXD46_15675
ERR1913216.626935__1.626935	458033__GCA_001482755.1_02203
ERR1913216.626952__1.626952	357276__B6VVS0__HMPREF1064_03951
ERR1913216.627009__1.627009	357276__A0A076IYE6__IY41_04275
ERR1913216.627096__1.627096	357276__B6VYT9__HMPREF1063_05030
ERR1913216.627086__1.627086	46228__V8CAX0__DXD17_07315
ERR1913216.627092__1.627092	487174__K0X455__HMPREF9448_00399
