ERR1913252.674__1.674	1262924__R7HST1__BN585_00215
ERR1913252.1239937__1.1239937	820__A0A173W419__DXC68_17760
ERR1913252.1240226__1.1240226	853__A0A2A7B1Y7__C7K05_11930
ERR1913252.1240184__1.1240184	818__R7KLE6__BJP75_004275
ERR1913252.1240280__1.1240280	357276__A0A076INK2__BSEG_04225
ERR1913252.1240366__1.1240366	853__D4K7X0__DW905_09540
ERR1913252.1240402__1.1240402	821__A0A396F598__CUU_3259
ERR1913252.1240591__1.1240591	74426__pflB_2
ERR1913252.1240689__1.1240689	418240__A0A173XCL4__ERS852523_02725
ERR1913252.1240885__1.1240885	1262948__R7E8L6__BN671_01624
ERR1913252.1240983__1.1240983	1262930__R5ZZI5__BN693_01682
ERR1913252.1241023__1.1241023	1262924__R7HRJ9__BN585_00557
ERR1913252.1241027__1.1241027	357276__I9QWN0__ABI39_00335
ERR1913252.1241047__1.1241047	357276__B6W1J2__BACDOR_03380
ERR1913252.1241116__1.1241116	410072__C0B8G3__DXD67_01535
ERR1913252.1241245__1.1241245	544645__A0A3E4T275__DXC42_12265
ERR1913252.1242074__1.1242074	853__A0A3E2U7E6__ERS852582_01640
ERR1913252.1242193__1.1242193	820__A0A3E4W7J3__DXC07_00330
ERR1913252.1242206__1.1242206	1262930__R6AUX8__BN693_00160
ERR1913252.1242293__1.1242293	853__A0A2A7B9I6__DW855_13690
ERR1913252.1242442__1.1242442	371601__D6D2Q4__HMPREF1074_00826
ERR1913252.1242709__1.1242709	2293125__A0A374BY09__DW917_11855
ERR1913252.1242642__1.1242642	33039__D4M4L0__ERS852577_02891
ERR1913252.1242732__1.1242732	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913252.1242767__1.1242767	310298__B3JKM0__BACCOP_02451
ERR1913252.1242816__1.1242816	39488__A0A173Z3L4__DXD91_07055
ERR1913252.1242866__1.1242866	2293125__A0A374C8A8__DW917_07550
ERR1913252.1242978__1.1242978	487174__R5FN40__HMPREF9448_01366
ERR1913252.1242995__1.1242995	1262911__R6H074__BN557_00923
ERR1913252.1243171__1.1243171	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913252.1243366__1.1243366	165179__D1PHC0__PREVCOP_06640
ERR1913252.1243759__1.1243759	46506__R6B8Z4__SAMN05444283_11711
ERR1913252.1243809__1.1243809	820__A0A3E4WA06__ERS852554_03404
ERR1913252.1243926__1.1243926	820__A0A173YYG4__evgS_3
ERR1913252.1243955__1.1243955	1262930__R5ZVH8__BN693_01324
ERR1913252.1244119__1.1244119	310298__B3JFS5__BACCOP_00726
ERR1913252.1244268__1.1244268	823__D7IUM6__M091_1082
ERR1913252.1244395__1.1244395	1150298__A0A174P5A3__ERS852406_00830
ERR1913252.1244454__1.1244454	39488__A0A374NJ86__mltG
ERR1913252.1244474__1.1244474	46503__R6WTW1__NCTC13052_03440
ERR1913252.1244734__1.1244734	301301__A0A395VD41__RHOM_11540
ERR1913252.1244680__1.1244680	2293125__A0A374C4C8__DW917_09805
ERR1913252.1244692__1.1244692	360807__C0FQL8__tipA
ERR1913252.1244796__1.1244796	166486__D4L337__msbA_4
ERR1913252.1245274__1.1245274	165179__A0A3E5E4T9__DXB80_08030
ERR1913252.1245182__1.1245182	165179__R6XLJ7__CFT61_06250
ERR1913252.1245600__1.1245600	820__A0A3E4G826__C801_01612
ERR1913252.1245613__1.1245613	821__A0A174RA14__M099_1655
ERR1913252.1245898__1.1245898	46503__R6X8Q3__fepA_2
ERR1913252.1245916__1.1245916	820__A0A3E5E0T0__ERS852554_00312
ERR1913252.1245937__1.1245937	2293125__A0A374CCM7__DW917_05375
ERR1913252.1246082__1.1246082	360807__A0A174CZ42__RIL183_11251
ERR1913252.1246165__1.1246165	2293125__A0A374BMK9__DW917_16190
ERR1913252.1246357__1.1246357	39488__A0A173UK14__araC_3
ERR1913252.1246582__1.1246582	166486__D4L402__ROSINTL182_05182
ERR1913252.1246772__1.1246772	853__A0A2A7B1Y7__C7K05_11930
ERR1913252.1246848__1.1246848	823__A0A395YZ10__NCTC11152_02955
ERR1913252.1246951__1.1246951	821__D4VD59__BHV80_04260
ERR1913252.1246953__1.1246953	818__A0A0N7IB02__BT_3500
ERR1913252.1246934__1.1246934	821__A0A3E4WAR6__DXD64_10735
ERR1913252.1247133__1.1247133	39488__A0A173UQ83__mutY
ERR1913252.1247251__1.1247251	1262930__R6AY75__BN693_00384
ERR1913252.1247619__1.1247619	165179__D1PCL6__DXB80_13435
ERR1913252.1247654__1.1247654	1099853__G9S6V8__NSB1T_06170
ERR1913252.1247661__1.1247661	626933__H1DGX0__HMPREF9449_01506
ERR1913252.1247758__1.1247758	853__A0A2A7A4A9__C4N21_14870
ERR1913252.1247825__1.1247825	166486__D4KZY5__ROSINTL182_07635
ERR1913252.1247918__1.1247918	218538__C9LQZ7__GCWU000321_01979
ERR1913252.1248055__1.1248055	165179__D1PHD6__DXC61_03380
ERR1913252.1248203__1.1248203	165179__A0A3E5AAM8__DXB80_10240
ERR1913252.1248432__1.1248432	818__A0A0P0FI06__BJP75_017205
ERR1913252.1248561__1.1248561	28116__A0A139LL51__B5F02_01570
ERR1913252.1248575__1.1248575	1150298__A0A174T452__kfoC_3
ERR1913252.1248593__1.1248593	552398__F4XDS4__HMPREF0866_01997
ERR1913252.1248651__1.1248651	46503__A7AFM3__HMPREF1078_00209
ERR1913252.1248730__1.1248730	626933__H1DGX0__HMPREF9449_01506
ERR1913252.1248738__1.1248738	2293125__A0A374C9I8__DW917_06795
ERR1913252.1248806__1.1248806	1262743__R5C054__BN727_01980
ERR1913252.1248865__1.1248865	1150298__R7JXH6__mecR1
ERR1913252.1248997__1.1248997	1262930__R6A1X5__BN693_02075
ERR1913252.1249085__1.1249085	821__A0A174NSU0__BVU_3144
ERR1913252.1249167__1.1249167	357276__I8WML9__DXD47_10570
ERR1913252.1249271__1.1249271	147206__GCF_000156215.1_01108
ERR1913252.1249381__1.1249381	1262930__R6A468__BN693_01366
ERR1913252.1249406__1.1249406	166486__A0A1Q6SGI9__ERS852572_00327
ERR1913252.1249424__1.1249424	1262930__R6A775__BN693_00822
ERR1913252.1249536__1.1249536	166486__D4KZ24__ROSINTL182_05766
ERR1913252.1249770__1.1249770	39486__B0G5R7__DXD84_02680
ERR1913252.1249793__1.1249793	357276__A0A0M1W657__HMPREF1064_04629
ERR1913252.1249832__1.1249832	1150298__A0A174PA84__sigM
ERR1913252.1250053__1.1250053	166486__D4L398__ERS852572_03633
ERR1913252.1250115__1.1250115	28118__R6FGR0__dapF
ERR1913252.1250236__1.1250236	820__A0A3E4GE89__DXB48_02565
ERR1913252.1250347__1.1250347	166486__R6B4E4__sinR_2
ERR1913252.1250359__1.1250359	821__A0A078R9Y9__M097_2119
ERR1913252.1250373__1.1250373	310298__B3JGL4__BACCOP_01016
ERR1913252.1250403__1.1250403	1262924__R7HMZ4__BN585_01629
ERR1913252.1250459__1.1250459	1262930__R5ZXL8__BN693_01321
ERR1913252.1250561__1.1250561	487174__K0XK80__DIT83_00335
ERR1913252.1250567__1.1250567	310298__B3JQJ5__BACCOP_04231
ERR1913252.1250627__1.1250627	310298__B3JMG0__BACCOP_03099
ERR1913252.1250884__1.1250884	1262992__R5D6G0__BN795_00277
ERR1913252.1250925__1.1250925	853__A0A173XRA8__CGS56_09290
ERR1913252.1251019__1.1251019	1262992__R5D6J2__BN795_00288
ERR1913252.1251025__1.1251025	1262930__R6AXR1__BN693_00352
ERR1913252.1251053__1.1251053	853__A0A329UEG4__CHR60_00585
ERR1913252.1251073__1.1251073	387661__K5YL92__PRABACTJOHN_01669
ERR1913252.1251079__1.1251079	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913252.1251163__1.1251163	39488__C0EX91__DXD91_05555
ERR1913252.1251189__1.1251189	1262924__R7HKZ9__BN585_01304
ERR1913252.1251199__1.1251199	418240__C6JFD7__ERS852523_02475
ERR1913252.1251217__1.1251217	28116__A7LS02__DXF98_24100
ERR1913252.1251250__1.1251250	165179__A0A3E5A5E5__DXC61_13965
ERR1913252.1251256__1.1251256	410072__C0BAZ4__ERS852574_02324
ERR1913252.1251303__1.1251303	1262924__R7HQB3__BN585_00435
ERR1913252.1251396__1.1251396	853__A8S882__C4N23_07600
ERR1913252.1251401__1.1251401	853__A8S882__C4N23_07600
ERR1913252.1251785__1.1251785	821__A0A0P0M2J4__DXD46_10295
ERR1913252.1251924__1.1251924	310298__B3JGJ2__BACCOP_00994
ERR1913252.1252021__1.1252021	166486__D4KPQ7__ROSINTL182_09065
ERR1913252.1252028__1.1252028	1150298__A0A174MSM0__toxA_2
ERR1913252.1252330__1.1252330	39488__R6GBC5__DXD91_06450
ERR1913252.1252604__1.1252604	28116__D4WLZ3__C5Z02_24105
ERR1913252.1252708__1.1252708	165179__R6B8D8__DXC61_09245
ERR1913252.1252716__1.1252716	310298__B3JK97__BACCOP_02326
ERR1913252.1252796__1.1252796	1735__B7CCE4__EUBIFOR_01871
ERR1913252.1252812__1.1252812	74426__rpoB
ERR1913252.1253191__1.1253191	1262930__R6AUX8__BN693_00160
ERR1913252.1253262__1.1253262	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.1253265__1.1253265	166486__D4L449__ROSINTL182_08802
ERR1913252.1253289__1.1253289	487174__K0X909__HMPREF9448_01469
ERR1913252.1253408__1.1253408	853__A0A329UEG4__CHR60_00585
ERR1913252.1253434__1.1253434	39486__B0G768__DXD10_08260
ERR1913252.1253557__1.1253557	1262924__R7HPX8__BN585_00310
ERR1913252.1253563__1.1253563	39486__G1WVT6__DXD50_09980
ERR1913252.1253754__1.1253754	446660__GCA_003428235.1_01233
ERR1913252.1253879__1.1253879	166486__D4L1H3__sacC
ERR1913252.1253994__1.1253994	1262930__R5ZWP2__BN693_01542
ERR1913252.1254155__1.1254155	853__C7H7F8__yccM_1
ERR1913252.1254291__1.1254291	310298__B3JGJ2__BACCOP_00994
ERR1913252.1254404__1.1254404	328814__GCA_004558275.1_00059
ERR1913252.1254534__1.1254534	820__A0A3E4WCX3__C801_02709
ERR1913252.1254636__1.1254636	310298__B3JK49__BACCOP_02273
ERR1913252.1254679__1.1254679	165179__A0A3E5ED28__PREVCOP_06655
ERR1913252.1254934__1.1254934	2293125__A0A374CMK5__DW917_00330
ERR1913252.1254966__1.1254966	1262992__R5D733__BN795_00375
ERR1913252.1254979__1.1254979	46503__R6WVI6__HMPREF1060_03610
ERR1913252.1255472__1.1255472	1262930__R6AB27__BN693_00390
ERR1913252.1255500__1.1255500	28118__R6FA80__DHW44_06470
ERR1913252.1255659__1.1255659	1262930__R6AQM8__BN693_01323
ERR1913252.1255832__1.1255832	820__A0A174M9V5__M093_0237
ERR1913252.1255935__1.1255935	46503__R6X8Q3__fepA_2
ERR1913252.1256215__1.1256215	166486__D4KVX6__ROSINTL182_06735
ERR1913252.1256315__1.1256315	357276__A0A076IS26__EL88_15950
ERR1913252.1256327__1.1256327	820__A0A139K9Q2__DXD40_08795
ERR1913252.1256418__1.1256418	1262930__R5ZXL8__BN693_01321
ERR1913252.1256387__1.1256387	1262930__R6AS47__BN693_01577
ERR1913252.1256637__1.1256637	39496__A5ZAI8__EUBVEN_02735
ERR1913252.1257024__1.1257024	823__A0A355XGQ3__prmC
ERR1913252.1257101__1.1257101	165179__D1PHD6__DXC61_03380
ERR1913252.1257207__1.1257207	1262930__R6A1N0__BN693_00917
ERR1913252.1257305__1.1257305	39486__R6SMK6__DXD82_09730
ERR1913252.1257585__1.1257585	28118__F9Z3U6__B5F99_03365
ERR1913252.1257862__1.1257862	88431__A0A3E5GJ50__DORLON_02273
ERR1913252.1258114__1.1258114	820__A0A174F0C1__nreB
ERR1913252.1258061__1.1258061	310298__B3JNH4__BACCOP_03487
ERR1913252.1258268__1.1258268	33039__D4M4L0__ERS852577_02891
ERR1913252.1258438__1.1258438	2108523__A0A2P2F4W7__LAWASA_1054
ERR1913252.1258461__1.1258461	1262930__R6AXR1__BN693_00352
ERR1913252.1258478__1.1258478	820__A0A173XIP7__B5G17_16050
ERR1913252.1258675__1.1258675	821__A0A174NM17__lacZ_6
ERR1913252.1259190__1.1259190	39491__A0A395UUN5__EUBREC_0291
ERR1913252.1259412__1.1259412	1262743__R5CEY1__BN727_01432
ERR1913252.1259379__1.1259379	820__A0A139KIL9__DXC68_05945
ERR1913252.1259392__1.1259392	2293125__A0A374BUM7__DW917_12980
ERR1913252.1259663__1.1259663	39488__A0A173SSM6__EUBHAL_01799
ERR1913252.1259853__1.1259853	823__C7XBX3__HMPREF1059_03212
ERR1913252.1260133__1.1260133	1150298__A0A174DX06__ERS852498_00491
ERR1913252.1260282__1.1260282	360807__A0A173V2S2__phoR_7
ERR1913252.1260455__1.1260455	820__A0A139K426__B5G17_09115
ERR1913252.1260586__1.1260586	310298__B3JMG0__BACCOP_03099
ERR1913252.1260618__1.1260618	1262930__R6AQM8__BN693_01323
ERR1913252.1260619__1.1260619	165179__D1PGU8__PREVCOP_06463
ERR1913252.1260860__1.1260860	328814__GCA_004558275.1_00061
ERR1913252.1260954__1.1260954	28118__R6FI30__NCTC10826_00479
ERR1913252.1261123__1.1261123	1150298__A0A174T452__kfoC_3
ERR1913252.1261362__1.1261362	46506__A0A3E4USX2__BACSTE_03107
ERR1913252.1261451__1.1261451	39496__A5Z937__EUBVEN_02230
ERR1913252.1261548__1.1261548	820__A0A3E4IBC1__M094_0628
ERR1913252.1261666__1.1261666	357276__I9QWD4__DXD47_15075
ERR1913252.1261819__1.1261819	310298__B3JMG0__BACCOP_03099
ERR1913252.1261972__1.1261972	310298__B3JQJ5__BACCOP_04231
ERR1913252.1261981__1.1261981	821__A0A174ALF2__BvMPK_3016
ERR1913252.1262249__1.1262249	487174__K0XG81__HMPREF9448_02274
ERR1913252.1262265__1.1262265	166486__D4L2T9__lytM
ERR1913252.1262384__1.1262384	2293125__A0A374BSW4__DW917_13420
ERR1913252.1262680__1.1262680	820__A0A173WUD7__DXB48_08055
ERR1913252.1262775__1.1262775	218538__C9LQZ7__GCWU000321_01979
ERR1913252.1262818__1.1262818	28118__F9Z3G8__B5F99_01835
ERR1913252.1262855__1.1262855	853__A0A173T0Y8__CGS54_07215
ERR1913252.1262918__1.1262918	1262930__R6A6B2__BN693_00668
ERR1913252.1262944__1.1262944	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.1263143__1.1263143	821__A0A0P0M2J4__DXD46_10295
ERR1913252.1263298__1.1263298	649756__A0A173T5Y7__HMPREF0369_02769
ERR1913252.1263400__1.1263400	166486__D4KWM9__ROSINTL182_06036
ERR1913252.1264009__1.1264009	2293125__A0A374BUM7__DW917_12980
ERR1913252.1264447__1.1264447	487174__K0WTV8__DIT83_04385
ERR1913252.1264844__1.1264844	410072__A0A174GUX6__COPCOM_03717
ERR1913252.1264886__1.1264886	360807__A0A0M6X0S9__RIL183_10591
ERR1913252.1265165__1.1265165	165179__A0A3E5DY64__CFT61_10025
ERR1913252.1265195__1.1265195	820__A0A139KIL9__DXC68_05945
ERR1913252.1265307__1.1265307	1262992__R5D5Z8__BN795_00201
ERR1913252.1265439__1.1265439	165179__R6B8D8__DXC61_09245
ERR1913252.1265530__1.1265530	166486__D4KWN4__ERS852572_01865
ERR1913252.1265533__1.1265533	39488__R6GBC5__DXD91_06450
ERR1913252.1265640__1.1265640	2293125__A0A374BY09__DW917_11855
ERR1913252.1265724__1.1265724	165179__D1PHC0__PREVCOP_06640
ERR1913252.1265893__1.1265893	360807__C0FWL1__RIL183_24711
ERR1913252.1266006__1.1266006	39486__B0G7N0__DXC93_07990
ERR1913252.1265970__1.1265970	1262992__R5D046__BN795_01532
ERR1913252.1266015__1.1266015	1262930__R6AQM8__BN693_01323
ERR1913252.1266099__1.1266099	310298__B3JQJ5__BACCOP_04231
ERR1913252.1266266__1.1266266	165179__D1PHC0__PREVCOP_06640
ERR1913252.1266280__1.1266280	28116__A0A139L3C0__C5Z02_05550
ERR1913252.1266416__1.1266416	33025__A0A395J910__C8D73_11128
ERR1913252.1266503__1.1266503	360807__A0A0M6WWU2__ERS852392_02262
ERR1913252.1266653__1.1266653	1535__A7VPY2__CLOLEP_00609
ERR1913252.1266618__1.1266618	310298__B3JGJ2__BACCOP_00994
ERR1913252.1267060__1.1267060	1735__B7CEC3__EUBIFOR_02567
ERR1913252.1267245__1.1267245	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.1267281__1.1267281	1262948__R7E6T3__BN671_01592
ERR1913252.1267285__1.1267285	1262930__R6AQF3__BN693_01271
ERR1913252.1267393__1.1267393	2293125__A0A374BUM7__DW917_12980
ERR1913252.1267511__1.1267511	28052__R7NB47__msbA_2
ERR1913252.1267548__1.1267548	1150298__A0A173X9I5__ERS852498_01823
ERR1913252.1267946__1.1267946	1680__R5GZF2__DXC60_01925
ERR1913252.1268109__1.1268109	310298__B3JQJ5__BACCOP_04231
ERR1913252.1268158__1.1268158	821__A0A0P0LH09__ERS852457_03390
ERR1913252.1268264__1.1268264	2293125__A0A374BSW4__DW917_13420
ERR1913252.1268399__1.1268399	544645__A0A3E4TK28__DXC42_00040
ERR1913252.1268521__1.1268521	818__A0A2J6AAG0__C5Z03_04510
ERR1913252.1268770__1.1268770	853__D4KAK8__C4N21_13380
ERR1913252.1268803__1.1268803	310298__B3JQJ5__BACCOP_04231
ERR1913252.1268915__1.1268915	39488__A0A285PVH6__EUBHAL_00530
ERR1913252.1268991__1.1268991	39488__A0A174CH59__DXD91_12625
ERR1913252.1269007__1.1269007	357276__I9RCD3__IY41_15070
ERR1913252.1269017__1.1269017	1262992__R5D8P4__BN795_00650
ERR1913252.1269145__1.1269145	879566__A0A2K4ZQN0__AMURIS_05561
ERR1913252.1269301__1.1269301	2293125__A0A374BSW4__DW917_13420
ERR1913252.1269429__1.1269429	2293125__A0A374CKY3__DW917_01805
ERR1913252.1269476__1.1269476	357276__B6W5Q7__DXD47_13945
ERR1913252.1269850__1.1269850	310298__B3JMG0__BACCOP_03099
ERR1913252.1269818__1.1269818	310298__B3JMG0__BACCOP_03099
ERR1913252.1270008__1.1270008	165179__A0A174SA26__PREVCOP_05758
ERR1913252.1270121__1.1270121	1262992__R5D1X3__BN795_00176
ERR1913252.1270259__1.1270259	853__C7H7F5__DWZ46_01780
ERR1913252.1270369__1.1270369	165179__A0A174SA26__PREVCOP_05758
ERR1913252.1270606__1.1270606	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.1271046__1.1271046	853__A0A174AML0__FPR_08640
ERR1913252.1271348__1.1271348	1262930__R5ZV69__BN693_01268
ERR1913252.1271618__1.1271618	820__A0A374Q854__HMPREF1073_03281
ERR1913252.1271626__1.1271626	1550024__G9RQ11__ASJ35_08685
ERR1913252.1271797__1.1271797	853__A0A329UEG4__CHR60_00585
ERR1913252.1271921__1.1271921	46503__K5ZAK9__NCTC13052_03308
ERR1913252.1272126__1.1272126	821__A6L0C7__ERS852556_03520
ERR1913252.1272328__1.1272328	821__A0A174AYT0__DXC02_03530
ERR1913252.1272797__1.1272797	357276__A0A0M1W657__HMPREF1064_04629
ERR1913252.1272795__1.1272795	1262992__R5CY96__BN795_00067
ERR1913252.1272952__1.1272952	357276__D1K3K9__EL88_23995
ERR1913252.1273043__1.1273043	39496__A5Z6R6__EUBVEN_01399
ERR1913252.1273508__1.1273508	74426__yccM
ERR1913252.1273882__1.1273882	2293125__A0A374C0L7__DW917_11510
ERR1913252.1273854__1.1273854	820__A0A139KJ23__celCCA
ERR1913252.1273864__1.1273864	310298__B3JQJ5__BACCOP_04231
ERR1913252.1274234__1.1274234	853__D4K7X0__DW905_09540
ERR1913252.1274922__1.1274922	310298__B3JN86__BACCOP_03398
ERR1913252.1274924__1.1274924	410072__C0B9X3__ERS852481_01672
ERR1913252.1274939__1.1274939	28118__F9Z7M2__B5F99_10065
ERR1913252.1275105__1.1275105	853__A0A2A7AXC8__C4N21_14120
ERR1913252.1275093__1.1275093	821__A0A174RA14__M099_1655
ERR1913252.1275206__1.1275206	357276__A0A076INK2__BSEG_04225
ERR1913252.1275509__1.1275509	357276__A0A076ISJ4__B5F95_19420
ERR1913252.1275530__1.1275530	626933__H1DGX0__HMPREF9449_01506
ERR1913252.1275567__1.1275567	1262924__R7HQS1__BN585_00657
ERR1913252.1275583__1.1275583	46503__R6WY26__HMPREF1078_03103
ERR1913252.1275596__1.1275596	2293125__A0A374BY09__DW917_11855
ERR1913252.1275830__1.1275830	2293125__A0A374BSW4__DW917_13420
ERR1913252.1275833__1.1275833	1262739__R6M9P7__BN659_01903
ERR1913252.1276436__1.1276436	821__A0A396F9T7__M097_3427
ERR1913252.1276548__1.1276548	165179__D1PGU8__PREVCOP_06463
ERR1913252.1276746__1.1276746	357276__B6W1Y5__IY41_11405
ERR1913252.1276865__1.1276865	821__A0A0P0M5Z6__BVU_0429
ERR1913252.1276932__1.1276932	1262992__R5D2Z2__BN795_00316
ERR1913252.1277118__1.1277118	2293125__A0A374CBD1__DW917_06995
ERR1913252.1277201__1.1277201	820__A0A174KKV6__DXC07_02635
ERR1913252.1277204__1.1277204	853__A0A2A7B9I6__DW855_13690
ERR1913252.1277406__1.1277406	360807__C0FYZ7__ERS852444_03522
ERR1913252.1277617__1.1277617	1262948__R7EBV7__BN671_00578
ERR1913252.1277980__1.1277980	1262930__R6AHR4__BN693_00447
ERR1913252.1278019__1.1278019	818__A0A0P0FLN9__NCTC13706_01794
ERR1913252.1278054__1.1278054	1262911__R6GPI7__BN557_00907
ERR1913252.1278130__1.1278130	28116__A0A3A9HTT7__BACOVA_05446
ERR1913252.1278168__1.1278168	28118__F9Z750__Odosp_3044
ERR1913252.1278179__1.1278179	165179__R6PNJ9__PREVCOP_04730
ERR1913252.1278219__1.1278219	166486__R6AY46__ROSINTL182_06128
ERR1913252.1278224__1.1278224	1262930__R6AUX8__BN693_00160
ERR1913252.1278409__1.1278409	166486__D4L0E1__ypdA_4
ERR1913252.1278383__1.1278383	853__A0A174BZY1__xerD_1
ERR1913252.1278475__1.1278475	310298__B3JJ24__BACCOP_01886
ERR1913252.1278654__1.1278654	28118__F9ZCN1__B5F99_10605
ERR1913252.1279229__1.1279229	165179__D1PGU8__PREVCOP_06463
ERR1913252.1279253__1.1279253	1263107__GCA_000436995.1_00033
ERR1913252.1279443__1.1279443	2293125__A0A374C9I8__DW917_06795
ERR1913252.1279500__1.1279500	626932__G5H6M5__HMPREF9450_00585
ERR1913252.1279551__1.1279551	292800__G9YVG8__HMPREF0372_03533
ERR1913252.1279688__1.1279688	821__A0A0P0L952__M097_4235
ERR1913252.1279756__1.1279756	166486__D4KZY5__ROSINTL182_07635
ERR1913252.1279767__1.1279767	820__A7VAR9__ERS852421_00197
ERR1913252.1279807__1.1279807	357276__I9R2M6__BSEG_03499
ERR1913252.1279926__1.1279926	46506__A0A108TCU0__etk
ERR1913252.1280072__1.1280072	1262911__R6GSH0__BN557_00934
ERR1913252.1280414__1.1280414	218139__GCA_002259595.1_00966
ERR1913252.1280494__1.1280494	2293125__A0A374BUM7__DW917_12980
ERR1913252.1280537__1.1280537	1150298__A0A174TF64__ERS852406_00108
ERR1913252.1280467__1.1280467	487174__K0WYI1__DDY40_08675
ERR1913252.1280784__1.1280784	820__A0A374Q8T2__DXB64_16190
ERR1913252.1280856__1.1280856	46506__S3YS03__DXC34_03445
ERR1913252.1281091__1.1281091	39491__R6TQ09__DXC13_03010
ERR1913252.1281218__1.1281218	2293125__A0A374BUM7__DW917_12980
ERR1913252.1281526__1.1281526	166486__D4KVZ2__cbiT
ERR1913252.1281589__1.1281589	1262924__R7HSV3__BN585_00240
ERR1913252.1281705__1.1281705	357276__I8VN30__HMPREF1065_03051
ERR1913252.1281810__1.1281810	454154__G5SVN0__HMPREF9441_03447
ERR1913252.1281975__1.1281975	821__A0A0P0M3U7__DXB90_14325
ERR1913252.1282034__1.1282034	357276__A0A0K2HG61__BACDOR_02028
ERR1913252.1282138__1.1282138	626933__H1DGX0__HMPREF9449_01506
ERR1913252.1282152__1.1282152	357276__I9R002__HMPREF1064_01826
ERR1913252.1282508__1.1282508	1262930__R5ZVG4__BN693_00969
ERR1913252.1282687__1.1282687	310298__B3JQJ5__BACCOP_04231
ERR1913252.1282778__1.1282778	818__A0A2J6AED2__C5Z03_02940
ERR1913252.1282794__1.1282794	310298__B3JFK5__BACCOP_00655
ERR1913252.1282815__1.1282815	820__A0A3E4RUC4__DHU98_02635
ERR1913252.1283156__1.1283156	28118__R6F045__B5F99_10560
ERR1913252.1283206__1.1283206	821__A0A0P0M2J4__DXD46_10295
ERR1913252.1283298__1.1283298	39488__C0EY66__prkC_1
ERR1913252.1283370__1.1283370	820__A0A174VD39__DXD90_12235
ERR1913252.1283411__1.1283411	357276__A0A0K2HG61__BACDOR_02028
ERR1913252.1283561__1.1283561	357276__B6VXX7__HMPREF1063_02683
ERR1913252.1283643__1.1283643	820__R9HUV5__HMPREF2141_02582
ERR1913252.1283626__1.1283626	821__A0A174V2F3__NCTC10583_01474
ERR1913252.1283904__1.1283904	1262992__R5D3W6__BN795_00533
ERR1913252.1283933__1.1283933	2293125__A0A374C9I8__DW917_06795
ERR1913252.1284041__1.1284041	1263044__GCA_000433375.1_00023
ERR1913252.1284475__1.1284475	39496__A5Z8T3__EUBVEN_02125
ERR1913252.1284766__1.1284766	165179__A0A3E5DV57__DXB80_11400
ERR1913252.1284927__1.1284927	1262930__R6AY75__BN693_00384
ERR1913252.1285346__1.1285346	39496__A5ZAC3__EUBVEN_02670
ERR1913252.1285471__1.1285471	821__C6Z451__BHV80_04265
ERR1913252.1285636__1.1285636	487174__K0X524__DDY40_09270
ERR1913252.1285648__1.1285648	310298__B3JJX9__BACCOP_02203
ERR1913252.1285814__1.1285814	1262930__R6A1N0__BN693_00917
ERR1913252.1285827__1.1285827	301301__A0A395V8V6__RHOM_04915
ERR1913252.1286099__1.1286099	2293125__A0A374C9I8__DW917_06795
ERR1913252.1286298__1.1286298	291645__I8XPK0__HMPREF1068_01554
ERR1913252.1286302__1.1286302	745368__A0A1T4XUU0__SAMN02745178_02347
ERR1913252.1286336__1.1286336	818__A0A3E5HDS4__BJP75_002620
ERR1913252.1286345__1.1286345	821__D4VD59__BHV80_04260
ERR1913252.1286350__1.1286350	2293125__A0A374BUM7__DW917_12980
ERR1913252.1286455__1.1286455	2293125__A0A374CBD1__DW917_06995
ERR1913252.1286567__1.1286567	165179__R6XLJ7__CFT61_06250
