ERR1913315.80__1.80	649756__L1Q8X1__DCR88_03995
ERR1913315.478941__1.478941	39491__A0A174IJH1__DXB76_01865
ERR1913315.478909__1.478909	47678__R5U8Y1__BACCAC_02615
ERR1913315.478979__1.478979	28116__A0A1Y4Q112__evgS_13
ERR1913315.479028__1.479028	39486__B0G2S6__DXC93_16450
ERR1913315.479047__1.479047	572010__sigA
ERR1913315.479093__1.479093	40518__R5DXH2__DXD83_10135
ERR1913315.479260__1.479260	187327__G4Q2T1__ACDG_01978
ERR1913315.479416__1.479416	39488__A0A285PRH2__EUBHAL_01264
ERR1913315.479421__1.479421	40518__R5DVL2__penA
ERR1913315.479521__1.479521	820__A0A174M9V5__M093_0237
ERR1913315.479500__1.479500	246787__I8V2S2__BACCELL_02524
ERR1913315.479614__1.479614	292800__A0A174QD59__HMPREF9460_00733
ERR1913315.479649__1.479649	821__A0A0P0LJ37__DXB82_14270
ERR1913315.479767__1.479767	40518__R5DV58__htrA
ERR1913315.479777__1.479777	301302__R5UNJ6__M72_26701
ERR1913315.479866__1.479866	39488__C0ES56__DXD91_10565
ERR1913315.479967__1.479967	47678__R5UPZ8__ERS852494_01752
ERR1913315.480106__1.480106	187327__G4Q449__ACDG_01773
ERR1913315.480267__1.480267	28116__F7L4X5__M089_2857
ERR1913315.480404__1.480404	1262743__R5C054__BN727_01980
ERR1913315.480509__1.480509	371601__A0A1Y4Q353__CW1_1747
ERR1913315.480512__1.480512	820__A0A139KIL9__DXC68_05945
ERR1913315.480552__1.480552	357276__A0A076IS26__EL88_15950
ERR1913315.480609__1.480609	328814__GCA_004558275.1_00235
ERR1913315.480708__1.480708	820__A0A3E4W9D9__B5G17_12400
ERR1913315.480877__1.480877	216816__A0A2U0BT35__BL1206_1860
ERR1913315.481049__1.481049	820__A0A174CK74__DXB48_07060
ERR1913315.481054__1.481054	358743__A0A0F0C8Z4__DWZ14_08020
ERR1913315.481061__1.481061	187327__G4Q6A3__ACDG_01732
ERR1913315.481078__1.481078	821__A6L0C7__ERS852556_03520
ERR1913315.481092__1.481092	821__D4VD59__BHV80_04260
ERR1913315.481112__1.481112	818__R9H3B0__SAMN02910322_04803
ERR1913315.481170__1.481170	310298__B3JII2__BACCOP_01694
ERR1913315.481297__1.481297	821__E5UY21__C800_02204
ERR1913315.481341__1.481341	28052__R7NEM3__fabD
ERR1913315.481389__1.481389	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.481432__1.481432	821__A0A0P0M405__DXC02_15075
ERR1913315.481490__1.481490	820__A0A3E4VZY4__ERS852554_01211
ERR1913315.481603__1.481603	46506__S3YS03__DXC34_03445
ERR1913315.481693__1.481693	818__Q8A7D8__Btheta7330_01478
ERR1913315.481703__1.481703	394340__group_3267
ERR1913315.481799__1.481799	820__A0A3E4WA06__ERS852554_03404
ERR1913315.481800__1.481800	357276__A0A076IS26__EL88_15950
ERR1913315.481889__1.481889	39488__C0EX25__DXD91_11965
ERR1913315.481907__1.481907	28117__B0MXJ1__BHV66_08445
ERR1913315.482013__1.482013	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913315.482039__1.482039	823__D0TGE9__ERS852429_03294
ERR1913315.482176__1.482176	46506__A0A3E4UIV1__DXC34_17755
ERR1913315.482279__1.482279	821__A0A0P0LFP6__C5Z04_13890
ERR1913315.482293__1.482293	820__A0A174QT76__B5G17_18060
ERR1913315.482522__1.482522	572010__infC
ERR1913315.482467__1.482467	328814__GCA_004558275.1_01393
ERR1913315.482573__1.482573	820__A0A174G065__DXB62_08975
ERR1913315.482707__1.482707	820__R9I3Q7__HMPREF1072_01668
ERR1913315.482678__1.482678	187327__G4Q4X8__ACDG_00099
ERR1913315.482810__1.482810	1550024__A0A0D8IWH3__ASJ35_08185
ERR1913315.482906__1.482906	187327__G4Q445__Acin_0599
ERR1913315.483088__1.483088	626929__F3PIP0__B5F97_02200
ERR1913315.483065__1.483065	46506__B0NU72__DXC41_00075
ERR1913315.483437__1.483437	40518__R5DNY7__RBATCC27255_00367
ERR1913315.483492__1.483492	187327__G4Q2R6__Acin_2204
ERR1913315.483496__1.483496	371601__D0TLK9__BN890_11250
ERR1913315.483597__1.483597	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913315.483790__1.483790	820__A7VAR9__ERS852421_00197
ERR1913315.483810__1.483810	820__A0A396EWL3__ERS417307_03868
ERR1913315.483899__1.483899	820__A0A139JRS5__HMPREF1073_04025
ERR1913315.483937__1.483937	556259__I0PXY6__BSGG_5174
ERR1913315.483944__1.483944	39491__A0A395V5R3__EUBREC_1883
ERR1913315.484129__1.484129	28116__A0A3A9HSJ8__DXD69_15065
ERR1913315.484167__1.484167	1680__A0A173W5Z2__DXC53_01290
ERR1913315.484218__1.484218	820__A0A139KHD8__ERS417307_00569
ERR1913315.484224__1.484224	821__A0A174AYT0__DXC02_03530
ERR1913315.484246__1.484246	821__E5UY21__C800_02204
ERR1913315.484303__1.484303	28116__A0A078Q626__HMPREF1070_02735
ERR1913315.484304__1.484304	820__A7V9F9__B5G17_14640
ERR1913315.484392__1.484392	820__A0A174TRB5__DXD40_11305
ERR1913315.484336__1.484336	40518__R5DNY7__RBATCC27255_00367
ERR1913315.484348__1.484348	820__A0A3E4G8F8__ERS852421_01645
ERR1913315.484408__1.484408	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913315.484413__1.484413	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913315.484708__1.484708	187327__G4Q682__Acin_1672
ERR1913315.484714__1.484714	40518__R5DZB1__DXD83_08840
ERR1913315.485110__1.485110	820__A0A3E4WA06__ERS852554_03404
ERR1913315.485315__1.485315	187327__G4Q3J1__ACDG_01977
ERR1913315.485412__1.485412	28117__B0MWP2__ALIPUT_01468
ERR1913315.485454__1.485454	28116__E5C3S2__HMPREF1070_02476
ERR1913315.485643__1.485643	28116__R6DIL2__DXD69_10970
ERR1913315.485667__1.485667	820__A0A139K9Q2__DXD40_08795
ERR1913315.485683__1.485683	1262869__R7CSS2__BN625_00473
ERR1913315.485722__1.485722	74426__group_1871
ERR1913315.485733__1.485733	28116__A0A139L3C0__C5Z02_05550
ERR1913315.485769__1.485769	28116__A0A1G6G9R4__CUY_0131
ERR1913315.485786__1.485786	292800__A0A174W622__ADH75_01915
ERR1913315.485905__1.485905	187327__G4Q445__Acin_0599
ERR1913315.485968__1.485968	187327__G4Q6V7__ACDG_01233
ERR1913315.486033__1.486033	187327__U2U4L1__Acin_2007
ERR1913315.486225__1.486225	1262743__R5C054__BN727_01980
ERR1913315.486229__1.486229	820__A7V470__HMPREF1072_02076
ERR1913315.486273__1.486273	1680__A0A3E4SB79__BAD_1517
ERR1913315.486514__1.486514	821__A0A0P0LJ37__DXB82_14270
ERR1913315.486718__1.486718	820__A0A174G065__DXB62_08975
ERR1913315.486727__1.486727	821__A0A396F598__CUU_3259
ERR1913315.486770__1.486770	820__A0A174TRB5__DXD40_11305
ERR1913315.487005__1.487005	817__A0A1C0WW19__macB_12
ERR1913315.487025__1.487025	626929__F3PKG7__SAMN05444376_0720
ERR1913315.487093__1.487093	820__A0A3E4VXP2__yesR
ERR1913315.487106__1.487106	626932__G5H7M7__HMPREF9450_00680
ERR1913315.487134__1.487134	418240__R7CMZ7__ERS852523_03210
ERR1913315.487180__1.487180	28116__A0A1Y4Q119__DXD69_10975
ERR1913315.487249__1.487249	187327__G4Q3F6__ACDG_01512
ERR1913315.487360__1.487360	1628085__A0A3E2XST6__C7386_11832
ERR1913315.487375__1.487375	649756__D4MUZ2__ERS852571_00392
ERR1913315.487385__1.487385	1150298__R7JNQ8__ERS852406_00857
ERR1913315.487426__1.487426	40518__R5E6K5__speA
ERR1913315.487489__1.487489	187327__G4Q440__pepD
ERR1913315.487550__1.487550	40518__R5DNY7__RBATCC27255_00367
ERR1913315.487772__1.487772	1262869__R7CPD0__BN625_00137
ERR1913315.487790__1.487790	823__D7IUM6__M091_1082
ERR1913315.487847__1.487847	88431__A0A173XSN2__ERS852526_00723
ERR1913315.487953__1.487953	28116__A0A1Y4Q112__evgS_13
ERR1913315.488036__1.488036	214856__R5UN64__ERS852447_02669
ERR1913315.488046__1.488046	1150298__A0A174TF64__ERS852406_00108
ERR1913315.488121__1.488121	39491__A0A395UZL1__DXB76_05950
ERR1913315.488141__1.488141	40518__R5DWH8__DXD86_04530
ERR1913315.488258__1.488258	28116__A0A1G8IGK0__DXF98_23045
ERR1913315.488290__1.488290	46506__B0NRJ1__DXC41_14065
ERR1913315.488571__1.488571	216816__C5EBT1__BLIF_1344
ERR1913315.488607__1.488607	823__K6APS3__DDY96_02400
ERR1913315.488631__1.488631	1262743__R5C054__BN727_01980
ERR1913315.488730__1.488730	292800__A0A174V693__HMPREF9460_03050
ERR1913315.488835__1.488835	40518__R5DUJ5__DXD83_01635
ERR1913315.488864__1.488864	292800__U2BU47__ERS852544_01880
ERR1913315.488869__1.488869	187327__G4Q682__Acin_1672
ERR1913315.488879__1.488879	820__A0A374QGD2__ERS852421_02382
ERR1913315.488894__1.488894	820__A0A3E4WA06__ERS852554_03404
ERR1913315.488904__1.488904	820__A7VAR9__ERS852421_00197
ERR1913315.489087__1.489087	1796613__A0A1C7H6N8__ADH74_01350
ERR1913315.489101__1.489101	46506__B0NUC3__SAMN05444283_1019
ERR1913315.489220__1.489220	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.489229__1.489229	387090__S0FBZ8__BACCOPRO_01470
ERR1913315.489190__1.489190	40518__R5DYP7__envC
ERR1913315.489274__1.489274	820__A0A174EV88__HMPREF1072_01427
ERR1913315.489314__1.489314	28117__B0MU76__ALIPUT_00202
ERR1913315.489337__1.489337	187327__G4Q440__pepD
ERR1913315.489342__1.489342	1262980__R5BZ40__BN814_00028
ERR1913315.489464__1.489464	820__A0A3E4W6P0__gmhA
ERR1913315.489549__1.489549	28116__A7M344__BACOV975_04644
ERR1913315.489561__1.489561	187327__G4Q560__ACDG_01931
ERR1913315.489576__1.489576	28116__E5CEE4__SAMN05444282_12363
ERR1913315.489634__1.489634	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913315.489700__1.489700	47678__R5USZ3__DXB67_12245
ERR1913315.489711__1.489711	820__A0A3E4VZF8__C801_00319
ERR1913315.489845__1.489845	216816__Q8G4D7__DD721_10575
ERR1913315.490038__1.490038	28117__B0MTH2__ALIPUT_00061
ERR1913315.490013__1.490013	187327__G4Q8F0__ACDG_01813
ERR1913315.490213__1.490213	1680__A0A2R4G1K8__BBMN23_0315
ERR1913315.490396__1.490396	820__A0A3E4G826__C801_01612
ERR1913315.490459__1.490459	823__E1YV41__BDI_1376
ERR1913315.490566__1.490566	820__A0A3E4RU03__M093_0563
ERR1913315.490571__1.490571	74426__group_4823
ERR1913315.490647__1.490647	823__A0A355XLH0__fepA_1
ERR1913315.490673__1.490673	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913315.490688__1.490688	47678__R5U3U1__BACCAC_03593
ERR1913315.490920__1.490920	820__A0A3E4WCX3__C801_02709
ERR1913315.490930__1.490930	820__A0A3E4RU03__M093_0563
ERR1913315.490998__1.490998	1776081__A0A1B8WVD5__A0U42_08535
ERR1913315.490999__1.490999	239935__A0A2N8HT44__CXT84_11035
ERR1913315.490993__1.490993	187327__G4Q2R6__Acin_2204
ERR1913315.491047__1.491047	371601__A0A1H4AKU1__BXY_45200
ERR1913315.491060__1.491060	820__A0A139K1Y6__DXB48_02610
ERR1913315.491092__1.491092	820__A0A174CG08__DXB62_13215
ERR1913315.491210__1.491210	40518__R5E8B6__RB5AMG_00876
ERR1913315.491257__1.491257	820__A0A174I980__gldH
ERR1913315.491226__1.491226	2108523__A0A2P2F958__LAWASA_2551
ERR1913315.491556__1.491556	1680__A7A8N9__BBMN23_1271
ERR1913315.491508__1.491508	1796613__A0A1C7H6N8__ADH74_01350
ERR1913315.491578__1.491578	47678__R5UAI1__BACCAC_01922
ERR1913315.491597__1.491597	166486__D4KRN9__ERS852572_01822
ERR1913315.491614__1.491614	28116__I9ST00__M088_5588
ERR1913315.491760__1.491760	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913315.491797__1.491797	820__A0A3E4G826__C801_01612
ERR1913315.491831__1.491831	74426__gap
ERR1913315.491836__1.491836	626929__F3PLZ5__SAMN05444376_0128
ERR1913315.491950__1.491950	187327__G4Q6V9__ACDG_01231
ERR1913315.491960__1.491960	820__A0A396EUU8__luxQ_3
ERR1913315.491974__1.491974	821__A0A397WGD6__M098_0084
ERR1913315.492087__1.492087	821__C6ZAA5__ERS852556_00403
ERR1913315.492095__1.492095	47678__R5UET0__BACCAC_02656
ERR1913315.492306__1.492306	821__A0A174T998__DXB82_10860
ERR1913315.492326__1.492326	239935__A0A2N8HHB6__B5G29_11500
ERR1913315.492424__1.492424	820__A7UYX8__DXD40_11635
ERR1913315.492426__1.492426	820__A0A374Q8T2__DXB64_16190
ERR1913315.492458__1.492458	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913315.492556__1.492556	626929__F3PHU1__B5F97_12630
ERR1913315.492585__1.492585	39491__C4Z9Y3__ERS852417_01808
ERR1913315.492774__1.492774	387090__S0F8B2__BACCOPRO_02129
ERR1913315.492957__1.492957	821__A0A395UNT8__DXD64_15275
ERR1913315.493024__1.493024	823__A6L9W2__DXB14_07905
ERR1913315.493123__1.493123	821__A0A3E4WAR6__DXD64_10735
ERR1913315.493127__1.493127	820__A0A174CG08__DXB62_13215
ERR1913315.493292__1.493292	39488__A0A173RDD7__DXD91_00105
ERR1913315.493458__1.493458	246787__A0A0P0FVC6__BACCELL_03671
ERR1913315.493476__1.493476	357276__A0A076ISJ4__B5F95_19420
ERR1913315.493574__1.493574	823__A0A174JYU9__DER51_02115
ERR1913315.493556__1.493556	28116__I9T1P7__BACOV975_02228
ERR1913315.493692__1.493692	820__I9TWZ7__DXC80_10550
ERR1913315.493698__1.493698	187327__G4Q440__pepD
ERR1913315.493704__1.493704	820__A7V092__hldE
ERR1913315.493808__1.493808	39488__C0EVS1__ERS852450_02297
ERR1913315.493833__1.493833	28116__A0A1G8P076__AA414_01051
ERR1913315.494010__1.494010	820__A0A139K426__B5G17_09115
ERR1913315.494042__1.494042	357276__A0A076ISJ4__B5F95_19420
ERR1913315.494095__1.494095	556259__I0PYL9__BSGG_5205
ERR1913315.494193__1.494193	820__A0A3E4FZM1__adaA_2
ERR1913315.494249__1.494249	28116__A0A078QF71__HMPREF1070_01231
ERR1913315.494349__1.494349	74426__infB
ERR1913315.494596__1.494596	187327__G4Q2J7__ACDG_01693
ERR1913315.494782__1.494782	187327__G4Q6A3__ACDG_01732
ERR1913315.494963__1.494963	820__A0A374Q351__DXD40_05850
ERR1913315.494986__1.494986	328814__GCA_004558275.1_00066
ERR1913315.495120__1.495120	46506__B0NM94__HMPREF1181_03250
ERR1913315.495126__1.495126	40518__R5DYP7__envC
ERR1913315.495140__1.495140	823__A0A174U5E4__BDI_3390
ERR1913315.495388__1.495388	39491__A0A396FRE7__EUR_27520
ERR1913315.495420__1.495420	39491__A0A396FSN2__EUBREC_0707
ERR1913315.495422__1.495422	28116__A0A139L6N6__HMPREF2532_02529
ERR1913315.495463__1.495463	39491__A0A0M6WPN4__DXB69_06325
ERR1913315.495465__1.495465	40518__R5DV58__htrA
ERR1913315.495508__1.495508	821__A0A174JYD3__ERS852457_02610
ERR1913315.495561__1.495561	820__A0A3E4VZF8__C801_00319
ERR1913315.495585__1.495585	187327__G4Q7A0__ACDG_00618
ERR1913315.495757__1.495757	823__A0A355XIK0__CEQ22_011965
ERR1913315.495764__1.495764	821__A0A173WG51__BVU_2549
ERR1913315.495847__1.495847	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913315.495900__1.495900	820__A0A139K9Q2__DXD40_08795
ERR1913315.496025__1.496025	1965604__A0A1Y4EZ77__B5F54_01610
ERR1913315.496034__1.496034	821__A0A0P0M2J4__DXD46_10295
ERR1913315.496435__1.496435	187327__U2VKS6__Acin_2226
ERR1913315.496664__1.496664	187327__G4Q4A5__ACDG_01070
ERR1913315.496718__1.496718	33038__F7JZ41__CCY17_00135
ERR1913315.496794__1.496794	820__A0A3E4W984__pssA
ERR1913315.496824__1.496824	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.496907__1.496907	821__A0A173XDD3__DXB82_17180
ERR1913315.496997__1.496997	39488__C0EWC5__EHLA_2843
ERR1913315.497006__1.497006	39488__A0A173RXS4__ribF
ERR1913315.497374__1.497374	820__R9I3Q7__HMPREF1072_01668
ERR1913315.497610__1.497610	820__A0A139KHD8__ERS417307_00569
ERR1913315.497720__1.497720	1150298__A0A174E950__ERS852498_02096
ERR1913315.497766__1.497766	28118__F9Z751__DHW44_02965
ERR1913315.497828__1.497828	823__A0A395YVY3__ERS852513_03204
ERR1913315.497924__1.497924	671267__R9IEN1__C802_02405
ERR1913315.497957__1.497957	28116__A0A078Q626__HMPREF1070_02735
ERR1913315.498160__1.498160	820__A0A3E4VZT7__DXB48_16145
ERR1913315.498206__1.498206	1502943__K9D1F5__HMPREF9282_01449
ERR1913315.498239__1.498239	40518__R5E1X3__clcA
ERR1913315.498252__1.498252	1680__R5GZJ8__BSTER_1195
ERR1913315.498413__1.498413	40518__R5DME2__DXD86_07315
ERR1913315.498749__1.498749	823__A0A355XFH7__ERS852513_00769
ERR1913315.498771__1.498771	821__A0A174T998__DXB82_10860
ERR1913315.498717__1.498717	39486__R6SMY9__DXD82_06000
ERR1913315.498986__1.498986	187327__G4Q682__Acin_1672
ERR1913315.499076__1.499076	820__A0A174EV88__HMPREF1072_01427
ERR1913315.499077__1.499077	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913315.499115__1.499115	1680__A0A087DHN0__AL0462_1532
ERR1913315.499254__1.499254	820__A0A139K337__ERS852459_02375
ERR1913315.499280__1.499280	823__K6A718__CEQ22_003390
ERR1913315.499396__1.499396	47678__R5U325__HMPREF1061_03209
ERR1913315.499423__1.499423	821__A0A174MBW9__SAMN04487923_10272
ERR1913315.499425__1.499425	821__A0A174K302__CUU_3129
ERR1913315.499672__1.499672	1262882__R5MLA4__BN519_01536
ERR1913315.499715__1.499715	1680__A7A2Y2__NCTC11814_00537
ERR1913315.499682__1.499682	187327__R6N873__ACDG_01983
ERR1913315.499754__1.499754	187327__G4Q4A2__ACDG_01113
ERR1913315.499791__1.499791	1680__A0A0B5BIU5__BSTER_0145
ERR1913315.499991__1.499991	1776081__A0A1B8WW21__A0U42_07075
ERR1913315.500025__1.500025	187327__G4Q560__ACDG_01931
ERR1913315.500073__1.500073	1680__A0A076JNH5__DXC60_03835
ERR1913315.500141__1.500141	292800__A0A174X5U4__B5F52_18190
ERR1913315.500178__1.500178	418240__C6JAJ8__ERS852478_03436
ERR1913315.500185__1.500185	28116__I9ST00__M088_5588
ERR1913315.500273__1.500273	187327__G4Q5K5__Acin_0879
ERR1913315.500277__1.500277	649756__D4MU45__ERS852425_01466
ERR1913315.500367__1.500367	820__R7E9Z4__DXC68_06065
ERR1913315.500572__1.500572	1263044__GCA_000433375.1_00023
ERR1913315.500640__1.500640	187327__G4Q682__Acin_1672
ERR1913315.500601__1.500601	1262873__R6W6D9__BN605_02180
ERR1913315.500695__1.500695	187327__G4Q780__ACDG_00637
ERR1913315.500664__1.500664	820__A0A139K024__B5G17_02060
ERR1913315.500725__1.500725	820__A0A173W419__DXC68_17760
ERR1913315.500855__1.500855	28117__B0MTH2__ALIPUT_00061
ERR1913315.501312__1.501312	820__A0A3E4G826__C801_01612
ERR1913315.501413__1.501413	187327__G4Q5F1__Acin_2129
ERR1913315.501440__1.501440	1318__K8MPB4__NCTC12854_00598
ERR1913315.501553__1.501553	40518__R5DLM5__RB5AMG_00422
ERR1913315.501627__1.501627	1262743__R5C054__BN727_01980
ERR1913315.501675__1.501675	821__A0A174T998__DXB82_10860
ERR1913315.501681__1.501681	39486__R6S348__DXD50_06750
ERR1913315.501694__1.501694	821__A0A0P0LNX8__ERS852509_03015
ERR1913315.501759__1.501759	823__A0A355XKQ8__DHP27_04010
ERR1913315.501815__1.501815	187327__G4Q908__Acin_0464
ERR1913315.501962__1.501962	823__A0A078SBS5__DXC05_19830
ERR1913315.502034__1.502034	39485__A0A174YYW2__benM
ERR1913315.502062__1.502062	820__A0A3E4QZJ7__C801_01798
ERR1913315.502102__1.502102	28117__B0MWC6__BHV66_00965
ERR1913315.502106__1.502106	820__A0A3E4QZJ7__C801_01798
ERR1913315.502109__1.502109	818__A0A174VIU7__ERS852557_03640
ERR1913315.502217__1.502217	40518__A0A1C6H844__DXD93_02510
ERR1913315.502238__1.502238	487175__R5E1W1__HMPREF9439_00287
ERR1913315.502416__1.502416	47678__A5ZLX1__C5Z00_04825
ERR1913315.502590__1.502590	28052__R7NBQ0__ERS852499_01073
ERR1913315.502641__1.502641	820__A0A3E4G826__C801_01612
ERR1913315.502721__1.502721	823__A0A173TL14__M095_0764
ERR1913315.502783__1.502783	39491__A0A395V5R3__EUBREC_1883
ERR1913315.502791__1.502791	28117__R7JIY2__BHV66_06465
ERR1913315.502888__1.502888	820__A0A3E4VZY4__ERS852554_01211
ERR1913315.502904__1.502904	820__A0A139KH21__DXC80_01780
ERR1913315.503023__1.503023	214856__A0A173W3Y5__ERS852559_02032
ERR1913315.503036__1.503036	40518__R5E8B6__RB5AMG_00876
ERR1913315.503090__1.503090	28116__D7J6B1__B5F02_07870
ERR1913315.503236__1.503236	28116__A7M344__BACOV975_04644
ERR1913315.503250__1.503250	821__A0A174AYT0__DXC02_03530
ERR1913315.503257__1.503257	40518__R5DWP7__ansA
ERR1913315.503307__1.503307	1150298__R7JUS7__ytlR
ERR1913315.503334__1.503334	40520__A5ZSF0__DXC87_15965
ERR1913315.503429__1.503429	187327__G4Q682__Acin_1672
ERR1913315.503444__1.503444	820__A0A3E4G493__ERS417307_00253
ERR1913315.503555__1.503555	387090__S0F8B2__BACCOPRO_02129
ERR1913315.503618__1.503618	1099853__U5CB66__NSB1T_01370
ERR1913315.503661__1.503661	818__Q8A335__HMPREF2534_01154
ERR1913315.503624__1.503624	821__C6Z451__BHV80_04265
ERR1913315.503627__1.503627	40518__R5E4Y8__RBATCC27255_01448
ERR1913315.503664__1.503664	292800__A0A1C7FPN3__B5F52_12070
ERR1913315.503814__1.503814	821__A0A396F9T7__M097_3427
ERR1913315.503847__1.503847	187327__G4Q449__ACDG_01773
ERR1913315.503857__1.503857	187327__G4Q909__Acin_0465
ERR1913315.503921__1.503921	821__D4VD59__BHV80_04260
ERR1913315.503998__1.503998	39491__A0A396FKG5__DXB76_07455
ERR1913315.504010__1.504010	820__A0A139K426__B5G17_09115
ERR1913315.504060__1.504060	187327__G4Q3F0__ACDG_01345
ERR1913315.504078__1.504078	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913315.504130__1.504130	1318__I1ZPN1__NCTC12854_02060
ERR1913315.504200__1.504200	820__A0A374MMF0__HMPREF1073_03811
ERR1913315.504182__1.504182	820__A0A3E4WA06__ERS852554_03404
ERR1913315.504193__1.504193	28116__A0A3D2LPA1__CUY_3388
ERR1913315.504254__1.504254	1160721__W0U4W5__BHW50_05260
ERR1913315.504277__1.504277	820__A0A174F696__macB_13
ERR1913315.504376__1.504376	187327__G4Q2R6__Acin_2204
ERR1913315.504357__1.504357	820__A0A139KG60__M094_2679
ERR1913315.504436__1.504436	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.504438__1.504438	187327__G4Q682__Acin_1672
ERR1913315.504496__1.504496	28116__A0A3A9HSJ8__DXD69_15065
ERR1913315.504555__1.504555	820__A7VAR9__ERS852421_00197
ERR1913315.504693__1.504693	821__A0A174WBC9__ERS852556_03145
ERR1913315.504735__1.504735	246787__A0A3D6AV26__BcellWH2_02579
ERR1913315.504953__1.504953	820__R9HXK9__DXB62_08265
ERR1913315.505107__1.505107	74426__group_4823
ERR1913315.505252__1.505252	820__A0A139KG04__ERS852459_01249
ERR1913315.505237__1.505237	820__A0A3E4WA06__ERS852554_03404
ERR1913315.505480__1.505480	820__A0A174CG08__DXB62_13215
ERR1913315.505708__1.505708	821__A0A397WGD6__M098_0084
ERR1913315.505795__1.505795	310298__B3JII2__BACCOP_01694
ERR1913315.505806__1.505806	820__A0A139K9Q2__DXD40_08795
ERR1913315.505910__1.505910	47678__A0A174H7W9__ERS852494_00524
ERR1913315.505993__1.505993	187327__G4Q682__Acin_1672
ERR1913315.506029__1.506029	820__A0A396EUU8__luxQ_3
ERR1913315.506071__1.506071	626929__F3PKZ5__B5F24_10670
ERR1913315.506133__1.506133	187327__G4Q6P7__ACDG_01266
ERR1913315.506146__1.506146	821__R9HFW2__DXD01_00365
ERR1913315.506165__1.506165	820__A0A374Q854__HMPREF1073_03281
ERR1913315.506111__1.506111	187327__G4Q4L2__Acin_0690
ERR1913315.506232__1.506232	820__A0A174DZ97__SAMN05444418_101240
ERR1913315.506222__1.506222	357276__A0A076IS26__EL88_15950
ERR1913315.506302__1.506302	821__A0A0P0LFP6__C5Z04_13890
ERR1913315.506313__1.506313	214856__A0A174ZLY7__ERS852447_02456
ERR1913315.506392__1.506392	820__A0A374Q351__DXD40_05850
ERR1913315.506438__1.506438	1262869__R7CTX9__BN625_00495
ERR1913315.506453__1.506453	187327__G4Q4X8__ACDG_00099
ERR1913315.506523__1.506523	821__U6RDC2__DXD46_15675
ERR1913315.506756__1.506756	28117__B0MWP2__ALIPUT_01468
ERR1913315.506803__1.506803	301302__R5VC75__ERS852420_02858
ERR1913315.506917__1.506917	820__A0A3E4W7J3__DXC07_00330
ERR1913315.507084__1.507084	1150298__R7JU97__ERS852498_02579
