ERR1913048.648__1.648	166486__D4KZH8__ERS852572_00419
ERR1913048.4150961__1.4150961	1262927__R7EX56__BN677_00089
ERR1913048.4151220__1.4151220	1262927__R7EX56__BN677_00089
ERR1913048.4151409__1.4151409	1263000__R5EQL2__BN466_00892
ERR1913048.4151558__1.4151558	1262927__R7EX56__BN677_00089
ERR1913048.4151729__1.4151729	28117__B0MY40__BHV66_05170
ERR1913048.4151852__1.4151852	901__B6WPV2__DHV46_04070
ERR1913048.4151837__1.4151837	204516__U6RPN2__HMPREF1534_00368
ERR1913048.4151964__1.4151964	901__B6WR27__lnt
ERR1913048.4152160__1.4152160	901__B6WX14__mviN
ERR1913048.4152171__1.4152171	1263000__R5EC87__BN466_00713
ERR1913048.4152205__1.4152205	328814__GCA_004558275.1_01005
ERR1913048.4152229__1.4152229	1262927__R7EX56__BN677_00089
ERR1913048.4152234__1.4152234	901__B6WR27__lnt
ERR1913048.4152345__1.4152345	328813__A0A1Y3QVP6__B5G41_04655
ERR1913048.4152381__1.4152381	384639__GCA_003096855.1_00996
ERR1913048.4152532__1.4152532	1897011__A0A1Q6REW8__BHW41_04435
ERR1913048.4152706__1.4152706	33039__D4M6I1__nadB_2
ERR1913048.4152866__1.4152866	1150298__A0A174KDX3__ERS852498_01212
ERR1913048.4152986__1.4152986	28117__B0MWX3__BHV66_03010
ERR1913048.4153009__1.4153009	28117__B0MTV3__BHV66_06405
ERR1913048.4153291__1.4153291	901__B6WPV2__DHV46_04070
ERR1913048.4153596__1.4153596	1262992__R5DAK8__BN795_01248
ERR1913048.4153759__1.4153759	1262963__R6D9I4__BN718_00461
ERR1913048.4153885__1.4153885	1262927__R7EX56__BN677_00089
ERR1913048.4153907__1.4153907	214856__R5UN64__ERS852447_02669
ERR1913048.4154002__1.4154002	46503__R6X5E7__PARMER_00245
ERR1913048.4154125__1.4154125	1262889__R7H8I0__BN634_00208
ERR1913048.4154165__1.4154165	1150298__A0A174K7D2__ERS852498_01147
ERR1913048.4154274__1.4154274	166486__D4KYW5__ROSINTL182_05595
ERR1913048.4154408__1.4154408	853__A0A173XRA8__CGS56_09290
ERR1913048.4154392__1.4154392	1897011__A0A1Q6RC34__BHW41_06455
ERR1913048.4155165__1.4155165	454154__G5SSX4__HMPREF9441_02474
ERR1913048.4155207__1.4155207	853__C7H1R8__DW905_06675
ERR1913048.4155363__1.4155363	1262911__R6GSH0__BN557_00934
ERR1913048.4155581__1.4155581	1262927__R7EX56__BN677_00089
ERR1913048.4155760__1.4155760	166486__D4L284__ERS852572_01651
ERR1913048.4155789__1.4155789	28117__B0MY41__BHV66_05165
ERR1913048.4155872__1.4155872	1897011__A0A1Q6RI31__BHW41_00965
ERR1913048.4156194__1.4156194	471189__GCA_003340385.1_00061
ERR1913048.4156250__1.4156250	487174__K0WZN5__HMPREF9448_01108
ERR1913048.4156277__1.4156277	1262927__R7EX56__BN677_00089
ERR1913048.4156392__1.4156392	1262927__R7EX56__BN677_00089
ERR1913048.4156425__1.4156425	29361__B6FKH5__CLONEX_00621
ERR1913048.4156465__1.4156465	74426__group_4808
ERR1913048.4156557__1.4156557	901__B6WR15__DESPIGER_0142
ERR1913048.4156632__1.4156632	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913048.4156678__1.4156678	901__B6WR15__DESPIGER_0142
ERR1913048.4156685__1.4156685	216816__V6XY04__APK78_02285
ERR1913048.4156839__1.4156839	1263000__R5EGY6__BN466_00973
ERR1913048.4156872__1.4156872	28116__D4WLZ3__C5Z02_24105
ERR1913048.4156944__1.4156944	166486__D4L2C5__ERS852572_01688
ERR1913048.4156975__1.4156975	28117__B0MTS2__ALIPUT_00159
ERR1913048.4157039__1.4157039	28116__D4WLZ3__C5Z02_24105
ERR1913048.4157359__1.4157359	853__D4K7X0__DW905_09540
ERR1913048.4157688__1.4157688	2108523__A0A2P2F586__LAWASA_1166
ERR1913048.4157755__1.4157755	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913048.4157785__1.4157785	1262927__R7EX56__BN677_00089
ERR1913048.4157915__1.4157915	853__A8SCP3__C4N26_07960
ERR1913048.4158511__1.4158511	572010__srrA
ERR1913048.4158541__1.4158541	901__B6WQB0__DHV46_07090
ERR1913048.4158701__1.4158701	1897011__A0A1Q6RH12__BHW41_01505
ERR1913048.4158753__1.4158753	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913048.4158874__1.4158874	166486__D4KWM6__ERS852572_00729
ERR1913048.4158897__1.4158897	1897011__A0A1Q6RF44__BHW41_03065
ERR1913048.4159047__1.4159047	310298__B3JQJ5__BACCOP_04231
ERR1913048.4159126__1.4159126	901__B6WVN9__DESPIG_02157
ERR1913048.4159377__1.4159377	39485__A0A174ZG70__ERS852492_00929
ERR1913048.4159793__1.4159793	1235835__R9LCU2__C814_02677
ERR1913048.4159982__1.4159982	901__B6WQH5__DESPIG_00299
ERR1913048.4159997__1.4159997	216816__C2GSX7__DD678_03555
ERR1913048.4160274__1.4160274	820__A0A174M9V5__M093_0237
ERR1913048.4160309__1.4160309	28117__B0MWZ9__ALIPUT_01735
ERR1913048.4160328__1.4160328	1897011__A0A1Q6RI90__BHW41_01230
ERR1913048.4160574__1.4160574	572010__ppdK
ERR1913048.4160673__1.4160673	1262927__R7EX56__BN677_00089
ERR1913048.4160741__1.4160741	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.4160878__1.4160878	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913048.4161153__1.4161153	901__B6WUI5__DESPIGER_1817
ERR1913048.4161825__1.4161825	901__B6WUH5__DESPIGER_1779
ERR1913048.4162049__1.4162049	39488__C0EXY6__ltaS1_2
ERR1913048.4162262__1.4162262	1897011__A0A1Q6RG85__BHW41_02670
ERR1913048.4162305__1.4162305	1897011__A0A1Q6RI93__BHW41_01175
ERR1913048.4162560__1.4162560	1897011__A0A1Q6REW8__BHW41_04435
ERR1913048.4162702__1.4162702	651609__E6KT43__HMPREF9006_1395
ERR1913048.4162739__1.4162739	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913048.4162817__1.4162817	301301__A0A395V8T7__ERS852391_01243
ERR1913048.4162921__1.4162921	214856__I3YPI7__pepD_1
ERR1913048.4162930__1.4162930	901__B6WXA0__aroE
ERR1913048.4162965__1.4162965	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913048.4163052__1.4163052	28117__B0MY34__BHV66_05195
ERR1913048.4163058__1.4163058	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913048.4163073__1.4163073	39491__A0A395V2Y7__DXB72_13970
ERR1913048.4163559__1.4163559	28117__B0N028__BHV66_05935
ERR1913048.4163751__1.4163751	901__B6WXH1__DESPIGER_1644
ERR1913048.4163921__1.4163921	106588__A6NYZ2__BACCAP_03441
ERR1913048.4163976__1.4163976	2108523__A0A2P2F4W7__LAWASA_1054
ERR1913048.4164590__1.4164590	853__A0A2A7ATM9__DWZ89_13645
ERR1913048.4164777__1.4164777	166486__A0A173RAP7__ROSINTL182_07969
ERR1913048.4164845__1.4164845	1897011__A0A1Q6REA0__BHW41_04660
ERR1913048.4164903__1.4164903	853__E2ZGD9__C7J97_11715
ERR1913048.4165071__1.4165071	901__B6WX92__DESPIG_02718
ERR1913048.4165110__1.4165110	1262927__R7EX56__BN677_00089
ERR1913048.4165202__1.4165202	39491__A0A173RA59__EUR_24800
ERR1913048.4165203__1.4165203	1897011__A0A1Q6RG59__BHW41_02475
ERR1913048.4165488__1.4165488	572010__pnp
ERR1913048.4165899__1.4165899	214856__A0A174EJT5__mnmA
ERR1913048.4165933__1.4165933	626930__F3PVE3__HMPREF9446_02721
ERR1913048.4166034__1.4166034	820__R7E9Z4__DXC68_06065
ERR1913048.4166670__1.4166670	328813__A0A1Y3QRL5__B5G41_11625
ERR1913048.4166917__1.4166917	901__B6WXH2__DESPIGER_1643
ERR1913048.4166951__1.4166951	1628085__A0A2U1BGN2__C7386_10147
ERR1913048.4167138__1.4167138	901__B6WY50__DESPIGER_1446
ERR1913048.4167148__1.4167148	1262927__R7EX56__BN677_00089
ERR1913048.4167268__1.4167268	1263000__R5EGY6__BN466_00973
ERR1913048.4167243__1.4167243	818__A0A3E5HN77__HMPREF2534_00072
ERR1913048.4167449__1.4167449	1263006__R6M2F7__BN515_00608
ERR1913048.4168223__1.4168223	28117__B0MY40__BHV66_05170
ERR1913048.4168294__1.4168294	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913048.4168411__1.4168411	901__B6WXF1__DESPIGER_1660
ERR1913048.4168721__1.4168721	28117__B0MU76__ALIPUT_00202
ERR1913048.4169284__1.4169284	1628085__A0A3E2XTE2__C7386_11847
ERR1913048.4169406__1.4169406	853__A0A173SUU8__CGS54_06840
ERR1913048.4169527__1.4169527	1263000__R5EPL0__BN466_00686
ERR1913048.4169821__1.4169821	901__B6WTC8__DESPIGER_0642
ERR1913048.4169908__1.4169908	853__A0A174BA00__DW905_01145
ERR1913048.4169869__1.4169869	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913048.4170001__1.4170001	1263000__R5EGY6__BN466_00973
ERR1913048.4170212__1.4170212	1105031__J1H3W2__HMPREF1141_2783
ERR1913048.4170541__1.4170541	1897011__A0A1Q6RG95__BHW41_02720
ERR1913048.4170612__1.4170612	328814__GCA_004558275.1_00296
ERR1913048.4170662__1.4170662	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.4170857__1.4170857	1393034__GCA_001552785.1_00502
ERR1913048.4170925__1.4170925	387090__S0F7Y3__BACCOPRO_02028
ERR1913048.4171238__1.4171238	1262927__R7EX56__BN677_00089
ERR1913048.4171247__1.4171247	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913048.4171469__1.4171469	357276__I9R201__B5F00_01910
ERR1913048.4171522__1.4171522	28117__B0MTI4__ALIPUT_00084
ERR1913048.4172014__1.4172014	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913048.4172021__1.4172021	166486__C7GAX1__ERS852572_03188
ERR1913048.4172007__1.4172007	1263000__R5EGY6__BN466_00973
ERR1913048.4172292__1.4172292	28117__B0MTS2__ALIPUT_00159
ERR1913048.4172373__1.4172373	1297617__A0A0S2W6H4__BIV19_07935
ERR1913048.4172382__1.4172382	1262927__R7EX56__BN677_00089
ERR1913048.4172476__1.4172476	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913048.4173178__1.4173178	1263000__R5EIH8__BN466_01210
ERR1913048.4173221__1.4173221	1262927__R7EX56__BN677_00089
ERR1913048.4173281__1.4173281	901__B6WXK8__DESPIG_02835
ERR1913048.4173336__1.4173336	901__B6WUN6__DHV46_11020
ERR1913048.4173338__1.4173338	820__A0A1T4IYF4__mprA_1
ERR1913048.4173493__1.4173493	1263000__R5EKR4__BN466_01609
ERR1913048.4173626__1.4173626	1897011__A0A1Q6RC34__BHW41_06455
ERR1913048.4173848__1.4173848	853__A0A173YYY4__DWZ04_09420
ERR1913048.4173946__1.4173946	1263000__R5EKR4__BN466_01609
ERR1913048.4174051__1.4174051	35833__E5YAY4__HMPREF0179_03355
ERR1913048.4174059__1.4174059	901__B6WX14__mviN
ERR1913048.4174292__1.4174292	1263000__R5EFJ5__BN466_01372
ERR1913048.4174367__1.4174367	1897011__A0A1Q6REW8__BHW41_04435
ERR1913048.4174353__1.4174353	39485__A0A1Q6PH92__cbbX
ERR1913048.4174463__1.4174463	901__B6WTQ4__DESPIGER_1255
ERR1913048.4174622__1.4174622	1897011__A0A1Q6REX0__BHW41_04225
ERR1913048.4174630__1.4174630	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.4174702__1.4174702	853__A0A2A6Z8X1__FPR_03410
ERR1913048.4174742__1.4174742	39491__D6E558__DXB69_00810
ERR1913048.4174853__1.4174853	39486__G1WPY4__DXD82_02995
ERR1913048.4174971__1.4174971	328814__GCA_004558275.1_00987
ERR1913048.4175401__1.4175401	1150298__A0A174QRU8__ERS852498_00962
ERR1913048.4175480__1.4175480	901__B6WXI1__DESPIGER_1636
ERR1913048.4175569__1.4175569	214856__A0A174ZZS1__ERS852559_01484
ERR1913048.4175631__1.4175631	1263000__R5EQI3__BN466_00125
ERR1913048.4175940__1.4175940	74426__nifJ
ERR1913048.4176006__1.4176006	46228__B5CTE4__DXD17_12795
ERR1913048.4176354__1.4176354	360807__A0A396AIC7__ERS852392_01627
ERR1913048.4176370__1.4176370	901__B6WY35__DESPIGER_1461
ERR1913048.4176417__1.4176417	626930__F3PVE2__HMPREF9446_02720
ERR1913048.4176387__1.4176387	1099853__G9S6S5__NSB1T_01700
ERR1913048.4176475__1.4176475	901__B6WXX4__DESPIGER_1515
ERR1913048.4176609__1.4176609	1262927__R7EX56__BN677_00089
ERR1913048.4176928__1.4176928	28117__B0MXG8__ALIPUT_01814
ERR1913048.4176959__1.4176959	1262927__R7EX56__BN677_00089
ERR1913048.4177246__1.4177246	1262911__R6H212__BN557_01031
ERR1913048.4177438__1.4177438	39496__A5Z5I2__EUBVEN_00963
ERR1913048.4177488__1.4177488	901__B6WQT6__DESPIG_00415
ERR1913048.4177567__1.4177567	1263000__R5ELA0__BN466_02255
ERR1913048.4177765__1.4177765	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913048.4177807__1.4177807	47678__A5ZG68__ERS852494_02968
ERR1913048.4177831__1.4177831	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.4177871__1.4177871	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913048.4178074__1.4178074	376805__F0QZX4__Bacsa_0543
ERR1913048.4178234__1.4178234	1897011__A0A1Q6RE67__BHW41_04635
ERR1913048.4178313__1.4178313	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913048.4178497__1.4178497	853__A8SCP3__C4N26_07960
ERR1913048.4178540__1.4178540	1263000__R5EGY6__BN466_00973
ERR1913048.4178764__1.4178764	147206__GCF_000156215.1_01776
ERR1913048.4178859__1.4178859	166486__D4KX18__ROSINTL182_07596
ERR1913048.4179034__1.4179034	901__A0A1K1LGQ2__DESPIG_02072
ERR1913048.4179160__1.4179160	1235835__R9LCU2__C814_02677
ERR1913048.4179555__1.4179555	1628085__A0A3E2XRG6__C7386_10212
ERR1913048.4179787__1.4179787	1263000__R5ESM1__BN466_01440
ERR1913048.4179904__1.4179904	853__A0A173YYY4__DWZ04_09420
ERR1913048.4179939__1.4179939	1262992__R5DG08__BN795_00475
ERR1913048.4180526__1.4180526	821__A0A395VMG0__DXC44_18080
ERR1913048.4180798__1.4180798	572010__fusA
ERR1913048.4180900__1.4180900	853__A0A174UDE9__C4N25_12775
ERR1913048.4181129__1.4181129	901__B6WUI5__DESPIGER_1817
ERR1913048.4181131__1.4181131	214856__A0A174ZZS1__ERS852559_01484
ERR1913048.4181182__1.4181182	47678__A5ZB44__C5Z00_17730
ERR1913048.4181966__1.4181966	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913048.4182026__1.4182026	552398__F4XCR9__HMPREF0866_01636
ERR1913048.4182425__1.4182425	74426__rpoC
ERR1913048.4182450__1.4182450	1263006__R6MPG9__BN515_01866
ERR1913048.4182579__1.4182579	204516__U6RGK1__HMPREF1534_01924
ERR1913048.4182632__1.4182632	204516__U6RA51__HMPREF1534_03959
ERR1913048.4183126__1.4183126	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913048.4183213__1.4183213	901__B6WR13__DHV46_00815
ERR1913048.4183252__1.4183252	166486__D4L2C3__ERS852572_01686
ERR1913048.4183521__1.4183521	1897011__A0A1Q6RC30__BHW41_06700
ERR1913048.4183976__1.4183976	394340__mfd
ERR1913048.4184518__1.4184518	28117__B0MY40__BHV66_05170
ERR1913048.4184951__1.4184951	820__A0A174R952__DXB48_02570
ERR1913048.4185028__1.4185028	1897011__A0A1Q6RG48__BHW41_02345
ERR1913048.4185127__1.4185127	901__B6WYA8__DESPIGER_1386
ERR1913048.4185287__1.4185287	1262927__R7EX56__BN677_00089
ERR1913048.4185306__1.4185306	1262927__R7EX56__BN677_00089
ERR1913048.4185648__1.4185648	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913048.4185954__1.4185954	74426__thrZ
ERR1913048.4186392__1.4186392	1263000__R5EU91__BN466_01432
ERR1913048.4186412__1.4186412	572010__aspS
ERR1913048.4186693__1.4186693	552398__F4XHU2__HMPREF0866_03196
ERR1913048.4186748__1.4186748	820__A0A3E4XDK3__ERS852554_03650
ERR1913048.4186940__1.4186940	853__A0A174C5M1__CGS58_04460
ERR1913048.4187294__1.4187294	28117__B0MTV3__BHV66_06405
ERR1913048.4187249__1.4187249	572010__ttrB_1
ERR1913048.4187269__1.4187269	1262927__R7EX56__BN677_00089
ERR1913048.4187379__1.4187379	292800__U2BU47__ERS852544_01880
ERR1913048.4187515__1.4187515	47678__R5U325__HMPREF1061_03209
ERR1913048.4187611__1.4187611	821__I9R3W6__DXC16_12455
ERR1913048.4188408__1.4188408	214856__A0A174CRY5__ERS852559_01060
ERR1913048.4188556__1.4188556	674529__R6UW30__SAMN05444400_107160
ERR1913048.4188669__1.4188669	820__A0A3E5E0T0__ERS852554_00312
ERR1913048.4188735__1.4188735	1263000__R5EMU9__BN466_00667
ERR1913048.4188764__1.4188764	1262927__R7EX56__BN677_00089
ERR1913048.4189032__1.4189032	33025__A0A395JCA1__C8D73_102219
ERR1913048.4189152__1.4189152	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.4189269__1.4189269	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913048.4189324__1.4189324	1897011__A0A1Q6RE52__BHW41_04690
ERR1913048.4189499__1.4189499	39492__D4JUL4__ERS852540_01381
ERR1913048.4189511__1.4189511	1262911__R6GLF4__BN557_01493
ERR1913048.4189618__1.4189618	166486__D4L2T9__lytM
ERR1913048.4189839__1.4189839	1263000__R5EXT3__BN466_02213
ERR1913048.4190254__1.4190254	552398__T5S086__HMPREF0866_01580
ERR1913048.4190322__1.4190322	1262927__R7EX56__BN677_00089
ERR1913048.4190527__1.4190527	292800__A0A174Y0J1__HMPREF0372_03035
ERR1913048.4190604__1.4190604	487174__K0X429__HMPREF9448_00932
ERR1913048.4191023__1.4191023	821__A0A395US34__C5Z04_18975
ERR1913048.4191024__1.4191024	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913048.4191083__1.4191083	487174__R5G1E8__DIT83_00510
ERR1913048.4191133__1.4191133	214856__A0A174ZZS1__ERS852559_01484
ERR1913048.4191289__1.4191289	820__A0A3E4G8F8__ERS852421_01645
ERR1913048.4191468__1.4191468	901__B6WXH2__DESPIGER_1643
ERR1913048.4191941__1.4191941	901__B6WUI5__DESPIGER_1817
ERR1913048.4192030__1.4192030	821__A0A174NM17__lacZ_6
ERR1913048.4192263__1.4192263	28117__B0MWP2__ALIPUT_01468
ERR1913048.4192288__1.4192288	820__A0A3E4PYB0__yejM
ERR1913048.4192929__1.4192929	1897011__A0A1Q6REW8__BHW41_04435
ERR1913048.4193248__1.4193248	853__A0A173T751__C4N24_10280
ERR1913048.4193484__1.4193484	214856__A0A175A6T5__ERS852447_02658
ERR1913048.4193880__1.4193880	301301__A0A395V948__rsgA_2
ERR1913048.4193889__1.4193889	214856__R5UN64__ERS852447_02669
ERR1913048.4194123__1.4194123	46228__V8C4T8__RUMLAC_02058
ERR1913048.4194132__1.4194132	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913048.4194262__1.4194262	853__C7H7F8__yccM_1
ERR1913048.4194348__1.4194348	817__A0A1C0WW19__macB_12
ERR1913048.4194417__1.4194417	1263000__R5EGY6__BN466_00973
ERR1913048.4194650__1.4194650	1150298__A0A174PXR1__ERS852406_02747
ERR1913048.4194679__1.4194679	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913048.4194691__1.4194691	1262927__R7EX56__BN677_00089
ERR1913048.4194707__1.4194707	1263000__R5EC87__BN466_00713
ERR1913048.4194923__1.4194923	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913048.4195157__1.4195157	446660__GCA_003428235.1_00656
ERR1913048.4195281__1.4195281	901__B6WVR4__DESPIGER_2125
ERR1913048.4195282__1.4195282	28117__B0MXG8__ALIPUT_01814
ERR1913048.4195610__1.4195610	1263000__R5EVY6__BN466_01709
ERR1913048.4195922__1.4195922	214856__I3YPQ3__Alfi_2711
ERR1913048.4196041__1.4196041	1263000__R5ER71__BN466_00316
ERR1913048.4196085__1.4196085	28117__R7JIJ8__BHV66_01635
ERR1913048.4196114__1.4196114	1263044__GCA_000433375.1_01148
ERR1913048.4196220__1.4196220	1501391__GCA_000786575.1_00146
ERR1913048.4196352__1.4196352	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913048.4196694__1.4196694	544644__GCA_001915615.1_01854
ERR1913048.4196821__1.4196821	166486__D4L273__ERS852572_01638
ERR1913048.4197356__1.4197356	1897011__A0A1Q6RDN9__BHW41_05070
ERR1913048.4197639__1.4197639	901__B6WX92__DESPIG_02718
ERR1913048.4197898__1.4197898	216816__B3DRU6__DPC6323_0992
ERR1913048.4197992__1.4197992	28117__B0MTS2__ALIPUT_00159
ERR1913048.4198499__1.4198499	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.4198630__1.4198630	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913048.4198776__1.4198776	28117__B0MXU6__ALIPUT_01958
ERR1913048.4198971__1.4198971	387090__S0F7Y3__BACCOPRO_02028
ERR1913048.4199073__1.4199073	394340__metK
ERR1913048.4199100__1.4199100	147206__GCF_000156215.1_01774
ERR1913048.4199350__1.4199350	1550024__G9RNX5__ASJ35_11740
ERR1913048.4199389__1.4199389	1550024__G9RNX5__ASJ35_11740
ERR1913048.4199916__1.4199916	901__B6WRB3__DESPIGER_0300
ERR1913048.4199941__1.4199941	1262927__R7EX56__BN677_00089
ERR1913048.4200539__1.4200539	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913048.4200560__1.4200560	33025__A0A395JBA6__C8D73_1039
ERR1913048.4200749__1.4200749	172901__A0A2U1AB78__C8D82_1568
ERR1913048.4200987__1.4200987	901__B6WX92__DESPIG_02718
ERR1913048.4201084__1.4201084	853__D4K7X0__DW905_09540
ERR1913048.4201100__1.4201100	853__C7H7F8__yccM_1
ERR1913048.4201694__1.4201694	166486__C7GAX1__ERS852572_03188
ERR1913048.4201807__1.4201807	1262927__R7EX56__BN677_00089
ERR1913048.4202048__1.4202048	626930__F3PVE3__HMPREF9446_02721
ERR1913048.4202051__1.4202051	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913048.4202161__1.4202161	2108523__A0A2P2F314__LAWASA_362
ERR1913048.4202430__1.4202430	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913048.4202652__1.4202652	901__B6WVJ0__BHW59_08380
ERR1913048.4202860__1.4202860	1897011__A0A1Q6RCL1__BHW41_06190
ERR1913048.4202861__1.4202861	821__A0A174NM17__lacZ_6
ERR1913048.4202865__1.4202865	853__A0A174C5M1__CGS58_04460
ERR1913048.4203118__1.4203118	572010__tgt
ERR1913048.4203198__1.4203198	1263000__R5EUM2__BN466_01747
ERR1913048.4203199__1.4203199	166486__A0A173VSA0__ROSINTL182_06124
ERR1913048.4203234__1.4203234	28117__R7JLL3__ALIPUT_02219
ERR1913048.4203398__1.4203398	1150298__A0A174TF64__ERS852406_00108
ERR1913048.4203640__1.4203640	46228__V8BXC8__HMPREF1202_01998
ERR1913048.4204065__1.4204065	901__B6WQQ5__DHV46_03695
ERR1913048.4204254__1.4204254	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.4204450__1.4204450	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913048.4204696__1.4204696	1262927__R7EX56__BN677_00089
ERR1913048.4204905__1.4204905	901__B6WTX7__DESPIGER_1193
ERR1913048.4205072__1.4205072	166486__D4KZ45__ROSINTL182_05738
ERR1913048.4205261__1.4205261	214856__R6XKW1__ERS852559_01141
ERR1913048.4205286__1.4205286	1897011__A0A1Q6REV3__BHW41_04080
ERR1913048.4205967__1.4205967	821__A0A395VIK7__BVU_1225
ERR1913048.4205968__1.4205968	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913048.4206241__1.4206241	214856__A0A174EQR4__rsmA
ERR1913048.4206296__1.4206296	1160721__W0U3J7__RBI_I00948
ERR1913048.4206307__1.4206307	1262927__R7EX56__BN677_00089
ERR1913048.4206437__1.4206437	28117__B0MWX3__BHV66_03010
ERR1913048.4206404__1.4206404	1896974__A0A1Q6H018__BHV77_13175
ERR1913048.4206623__1.4206623	357276__B6W1J2__BACDOR_03380
ERR1913048.4206709__1.4206709	901__B6WRL8__epaO
ERR1913048.4206776__1.4206776	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913048.4207083__1.4207083	853__E2ZGD9__C7J97_11715
ERR1913048.4207057__1.4207057	204516__U6R838__HMPREF1534_03867
ERR1913048.4207162__1.4207162	28117__B0MY34__BHV66_05195
ERR1913048.4207328__1.4207328	853__A0A173RZ39__C4N22_01650
ERR1913048.4207396__1.4207396	626930__F3PVE3__HMPREF9446_02721
ERR1913048.4207777__1.4207777	46503__R6WWH2__DXB85_00365
ERR1913048.4207864__1.4207864	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913048.4208262__1.4208262	1263000__R5EF60__BN466_01316
ERR1913048.4208443__1.4208443	28117__B0MY40__BHV66_05170
ERR1913048.4209005__1.4209005	821__A0A174V2F3__NCTC10583_01474
ERR1913048.4209060__1.4209060	1897011__A0A1Q6REU8__BHW41_04300
ERR1913048.4209367__1.4209367	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913048.4209376__1.4209376	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913048.4209548__1.4209548	1262927__R7EX56__BN677_00089
ERR1913048.4209595__1.4209595	39485__R6AKA4__rssA
ERR1913048.4209880__1.4209880	446660__GCA_003428235.1_00344
ERR1913048.4209927__1.4209927	246787__A0A120A560__BACCELL_01375
ERR1913048.4210318__1.4210318	1660__A7BD62__HMPREF0970_01742
ERR1913048.4210396__1.4210396	214856__I3YPQ3__Alfi_2711
ERR1913048.4210493__1.4210493	1660__Z4WYX3__CYJ22_09470
ERR1913048.4210639__1.4210639	1896974__A0A1Q6H018__BHV77_13175
ERR1913048.4210650__1.4210650	853__A0A2A7B9I6__DW855_13690
ERR1913048.4210738__1.4210738	901__B6WV45__DESPIGER_1962
ERR1913048.4210973__1.4210973	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.4211175__1.4211175	853__A0A174UDE9__C4N25_12775
ERR1913048.4211406__1.4211406	1262886__R6RFE5__BN563_01256
