ERR1912995.212__1.212	301302__A0A173RZU9__M72_23561
ERR1912995.4505553__1.4505553	1262882__R5MSS9__BN519_01662
ERR1912995.4505631__1.4505631	1897011__A0A1Q6RI93__BHW41_01175
ERR1912995.4505737__1.4505737	74426__nifJ
ERR1912995.4505845__1.4505845	39485__A0A174YTF7__ERS852490_01271
ERR1912995.4505978__1.4505978	552398__F4XCR9__HMPREF0866_01636
ERR1912995.4505982__1.4505982	39491__A0A396FKI0__DXC13_11560
ERR1912995.4506091__1.4506091	45851__D4RYQ0__BUTYVIB_00958
ERR1912995.4506331__1.4506331	1680__A0A173XYA2__B0703_0121
ERR1912995.4506661__1.4506661	39485__A0A175A273__plsX_2
ERR1912995.4506792__1.4506792	1262992__R5D9A6__BN795_00819
ERR1912995.4506835__1.4506835	1262936__R7J0Z2__BN799_00650
ERR1912995.4507109__1.4507109	446660__GCA_003428235.1_01285
ERR1912995.4507177__1.4507177	1262911__R6H1D2__BN557_00855
ERR1912995.4507308__1.4507308	572010__group_1842
ERR1912995.4507368__1.4507368	45851__D4S1J8__BUTYVIB_01969
ERR1912995.4507594__1.4507594	301302__A0A173T1J1__M72_18951
ERR1912995.4507849__1.4507849	28111__R5K5Y3__BACEGG_03205
ERR1912995.4508104__1.4508104	1262882__R5MSS9__BN519_01662
ERR1912995.4508303__1.4508303	1262882__R5MPY4__BN519_01128
ERR1912995.4508639__1.4508639	901__B6WXD6__DHV46_02215
ERR1912995.4508717__1.4508717	74426__purL
ERR1912995.4508865__1.4508865	45851__D4RYI3__BHV86_01630
ERR1912995.4509584__1.4509584	147206__GCF_000156215.1_00332
ERR1912995.4509878__1.4509878	74426__group_4823
ERR1912995.4509864__1.4509864	216816__C2GUV2__APC1478_0430
ERR1912995.4509981__1.4509981	1262936__R7IZ38__BN799_00965
ERR1912995.4510365__1.4510365	1680__A0A087DKM6__B0042_0664
ERR1912995.4510433__1.4510433	1680__A0A076JNH5__DXC60_03835
ERR1912995.4510531__1.4510531	301302__R5UJR5__M72_06371
ERR1912995.4510562__1.4510562	1680__A0A374QDL4__LMG18897_0432
ERR1912995.4510583__1.4510583	820__A0A3E4W084__BACUNI_04042
ERR1912995.4510635__1.4510635	1897011__A0A1Q6RGE1__BHW41_02880
ERR1912995.4510665__1.4510665	2022527__A0A264YA09__CHL74_03035
ERR1912995.4510952__1.4510952	1897011__A0A1Q6RG95__BHW41_02720
ERR1912995.4511006__1.4511006	40518__R5E2Z2__DXD93_09295
ERR1912995.4511052__1.4511052	360807__A0A0M6WCK5__ROSEINA2194_01361
ERR1912995.4511086__1.4511086	2022527__A0A264Y4B7__CHL74_13115
ERR1912995.4511098__1.4511098	147206__GCF_000156215.1_01776
ERR1912995.4511141__1.4511141	1262882__R5MHZ2__BN519_00742
ERR1912995.4511296__1.4511296	1897011__A0A1Q6RH29__BHW41_01570
ERR1912995.4511343__1.4511343	1262911__R6GQM3__BN557_01245
ERR1912995.4511773__1.4511773	1262936__R7J247__BN799_01051
ERR1912995.4511977__1.4511977	572010__tgt
ERR1912995.4512153__1.4512153	1105031__J1H3W2__HMPREF1141_2783
ERR1912995.4512163__1.4512163	2022527__A0A264Y7D2__CHL74_07285
ERR1912995.4512321__1.4512321	301302__R5UNJ6__M72_26701
ERR1912995.4512367__1.4512367	1628085__A0A2U1BE42__C7386_104118
ERR1912995.4512356__1.4512356	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912995.4512856__1.4512856	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.4513013__1.4513013	1262936__R7IYJ1__BN799_00810
ERR1912995.4513070__1.4513070	239935__A0A2N8IXN0__CXT95_01765
ERR1912995.4513484__1.4513484	1262936__R7J172__BN799_01663
ERR1912995.4513595__1.4513595	1897011__A0A1Q6RF44__BHW41_03065
ERR1912995.4513657__1.4513657	39488__A0A285PS10__ERS852578_00426
ERR1912995.4513755__1.4513755	1897011__A0A1Q6RDX0__BHW41_05325
ERR1912995.4513924__1.4513924	116085__D4J8J7__DW747_08845
ERR1912995.4514136__1.4514136	818__A0A139L1D5__BT_2967
ERR1912995.4514284__1.4514284	1262936__R7IY18__BN799_00607
ERR1912995.4514597__1.4514597	1550024__A0A0D8J3F2__ASJ35_12800
ERR1912995.4514803__1.4514803	1263006__R6LVB9__BN515_01765
ERR1912995.4514846__1.4514846	147206__GCF_000156215.1_01777
ERR1912995.4515558__1.4515558	901__B6WVN3__DHV46_02690
ERR1912995.4515574__1.4515574	1550024__A0A0D8IYM8__ASJ35_18670
ERR1912995.4515605__1.4515605	39485__C4Z390__EUBELI_01689
ERR1912995.4516292__1.4516292	2108523__A0A2P2F314__LAWASA_362
ERR1912995.4516615__1.4516615	1897011__A0A1Q6RH29__BHW41_01570
ERR1912995.4517050__1.4517050	1262816__R6C907__BN687_02324
ERR1912995.4517152__1.4517152	301302__A0A173SCU7__M72_12871
ERR1912995.4517418__1.4517418	1262924__R7HLJ9__BN585_01064
ERR1912995.4517479__1.4517479	1897011__A0A1Q6RH29__BHW41_01570
ERR1912995.4517564__1.4517564	572010__dnaK2
ERR1912995.4517659__1.4517659	1262936__R7IY78__BN799_00717
ERR1912995.4517928__1.4517928	1680__A0A2R4G1K8__BBMN23_0315
ERR1912995.4517996__1.4517996	1680__A0A174BEE7__BSTER_1311
ERR1912995.4518441__1.4518441	1680__A0A2R4G1K8__BBMN23_0315
ERR1912995.4518566__1.4518566	40519__U2KFV5__RUMCAL_00204
ERR1912995.4518583__1.4518583	418240__A0A173WPF0__spoIIIAE
ERR1912995.4518766__1.4518766	1680__A0A174BEE7__BSTER_1311
ERR1912995.4518860__1.4518860	74426__purL
ERR1912995.4518921__1.4518921	1897011__A0A1Q6RHX0__BHW41_00740
ERR1912995.4519134__1.4519134	1262761__R6QUS0__BN606_00152
ERR1912995.4519167__1.4519167	40518__R5DME2__DXD86_07315
ERR1912995.4519381__1.4519381	28111__R5K3D9__NCTC11155_02788
ERR1912995.4519424__1.4519424	216816__A0A061M1M5__HMPREF0177_01046
ERR1912995.4519585__1.4519585	1262936__R7J2K7__BN799_00229
ERR1912995.4519741__1.4519741	901__B6WXH2__DESPIGER_1643
ERR1912995.4519822__1.4519822	1680__A0A173Y6N7__yhaH
ERR1912995.4519989__1.4519989	301302__A0A173TPA9__M72_14191
ERR1912995.4519954__1.4519954	61171__B9Y5T8__HOLDEFILI_01170
ERR1912995.4520128__1.4520128	301302__A0A0M6WTN6__ERS852420_01659
ERR1912995.4520269__1.4520269	1680__A0A087DHN0__AL0462_1532
ERR1912995.4520299__1.4520299	706562__GCA_900112995.1_01623
ERR1912995.4520329__1.4520329	853__A0A173XRA8__CGS56_09290
ERR1912995.4520768__1.4520768	45851__R5LVD9__BHV86_05140
ERR1912995.4520820__1.4520820	301302__A0A173R1Q9__M72_20711
ERR1912995.4520941__1.4520941	1262936__R7J420__BN799_00406
ERR1912995.4521276__1.4521276	1262936__R7J5M6__BN799_00272
ERR1912995.4521402__1.4521402	239935__B2UQP8__CXU15_01110
ERR1912995.4521514__1.4521514	1262992__R5CXL9__BN795_01014
ERR1912995.4521852__1.4521852	1262936__R7J2M9__BN799_00249
ERR1912995.4521931__1.4521931	1897011__A0A1Q6RI93__BHW41_01175
ERR1912995.4522131__1.4522131	116085__D4J8C4__DW747_09260
ERR1912995.4522136__1.4522136	40518__R5DLW4__thiN
ERR1912995.4522207__1.4522207	239935__A0A2N8IMC3__CXT96_03840
ERR1912995.4522184__1.4522184	147206__GCF_000156215.1_01777
ERR1912995.4522373__1.4522373	1680__R5GZF2__DXC60_01925
ERR1912995.4522515__1.4522515	1262936__R7J2K7__BN799_00229
ERR1912995.4522506__1.4522506	1262882__R5MND9__BN519_00831
ERR1912995.4522760__1.4522760	45851__D4RYU3__BUTYVIB_01007
ERR1912995.4522872__1.4522872	1262882__R5MLP0__BN519_01597
ERR1912995.4523004__1.4523004	45851__D4RWC1__BHV86_06985
ERR1912995.4523202__1.4523202	61171__B9Y5T8__HOLDEFILI_01170
ERR1912995.4523338__1.4523338	40518__R5DV58__htrA
ERR1912995.4523438__1.4523438	301302__A0A173RYX5__ERS852420_00973
ERR1912995.4523585__1.4523585	45851__R5LYV2__BHV86_00590
ERR1912995.4523593__1.4523593	901__B6WVX9__DESPIG_02247
ERR1912995.4524038__1.4524038	74426__nifJ
ERR1912995.4524093__1.4524093	1897011__A0A1Q6RF44__BHW41_03065
ERR1912995.4524278__1.4524278	28052__A0A174Z0G5__ERS852499_01843
ERR1912995.4524383__1.4524383	2022527__A0A264Y8G4__CHL74_05770
ERR1912995.4524417__1.4524417	45851__D4RXK7__BUTYVIB_00558
ERR1912995.4524483__1.4524483	901__B6WRI8__DHV46_05150
ERR1912995.4524497__1.4524497	1680__A7A2Y2__NCTC11814_00537
ERR1912995.4524728__1.4524728	45851__R5LRP4__BUTYVIB_00447
ERR1912995.4524731__1.4524731	1689__D2Q612__rpe
ERR1912995.4524799__1.4524799	39491__A0A395ZEN3__DXD95_12655
ERR1912995.4524868__1.4524868	61171__B9Y5T8__HOLDEFILI_01170
ERR1912995.4525103__1.4525103	1262911__R6GP42__BN557_00222
ERR1912995.4525280__1.4525280	572010__napA
ERR1912995.4525365__1.4525365	216816__C5EBT1__BLIF_1344
ERR1912995.4525565__1.4525565	853__A0A173RZ39__C4N22_01650
ERR1912995.4525701__1.4525701	1680__A0A0C2VBJ4__birA
ERR1912995.4525743__1.4525743	301302__R5UKP4__cbiT
ERR1912995.4526048__1.4526048	39485__A0A174ZA72__glgB_1
ERR1912995.4526080__1.4526080	1262911__R6GQM3__BN557_01245
ERR1912995.4526062__1.4526062	239935__A0A2N8HUU6__CXT90_06150
ERR1912995.4526433__1.4526433	1262959__R5YE35__BN680_00548
ERR1912995.4526460__1.4526460	301302__A0A173TNM6__luxQ
ERR1912995.4526543__1.4526543	1262936__R7IZZ2__BN799_01307
ERR1912995.4526624__1.4526624	239935__A0A2N8IMC3__CXT96_03840
ERR1912995.4526726__1.4526726	901__B6WQD5__DESPIG_00255
ERR1912995.4527091__1.4527091	1680__A0A1X3A951__AL0462_1583
ERR1912995.4527433__1.4527433	301302__R5UQK8__M72_11501
ERR1912995.4527504__1.4527504	1262936__R7J5J9__BN799_00247
ERR1912995.4527821__1.4527821	1550024__G9RP69__ASJ35_11625
ERR1912995.4528059__1.4528059	301302__R5VBF4__ERS852420_01650
ERR1912995.4528106__1.4528106	1550024__G9RXY7__TQ39_00100
ERR1912995.4528133__1.4528133	147206__GCF_000156215.1_00014
ERR1912995.4528306__1.4528306	301302__A0A173RJJ7__ERS852420_00620
ERR1912995.4528374__1.4528374	1680__A0A087DHN0__AL0462_1532
ERR1912995.4528531__1.4528531	301302__A0A173SCU7__M72_12871
ERR1912995.4528734__1.4528734	1262936__R7J420__BN799_00406
ERR1912995.4529156__1.4529156	28111__E5X0Y0__HMPREF1016_02598
ERR1912995.4529161__1.4529161	471189__GCA_003340385.1_00575
ERR1912995.4529300__1.4529300	46503__R6WWH2__DXB85_00365
ERR1912995.4529527__1.4529527	901__B6WV45__DESPIGER_1962
ERR1912995.4529976__1.4529976	1262929__R6F6B7__BN691_01334
ERR1912995.4530510__1.4530510	1262911__R6HJT1__BN557_00291
ERR1912995.4530882__1.4530882	901__B6WY04__BHW59_00740
ERR1912995.4531047__1.4531047	572010__hgdC_1
ERR1912995.4531220__1.4531220	74426__infB
ERR1912995.4531500__1.4531500	1897011__A0A1Q6RIP7__BHW41_00530
ERR1912995.4531666__1.4531666	39491__A0A396FMF1__EUR_28700
ERR1912995.4531888__1.4531888	1628085__A0A1C6C323__C7386_10747
ERR1912995.4532007__1.4532007	1897011__A0A1Q6RHX0__BHW41_00740
ERR1912995.4532045__1.4532045	28111__E5X3P5__HMPREF1016_03553
ERR1912995.4532192__1.4532192	1262936__R7J1X7__BN799_01807
ERR1912995.4532299__1.4532299	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1912995.4532309__1.4532309	1262936__R7J0Z2__BN799_00650
ERR1912995.4532468__1.4532468	1262936__R7J1M7__BN799_01868
ERR1912995.4532628__1.4532628	1262936__R7J2K7__BN799_00229
ERR1912995.4532672__1.4532672	28111__E5WTP6__BACEGG_01879
ERR1912995.4533402__1.4533402	1680__A0A0B5BIU5__BSTER_0145
ERR1912995.4533494__1.4533494	172901__A0A2U1APW6__C8D82_12659
ERR1912995.4533440__1.4533440	1680__A0A0C2YPV2__AL0462_1474
ERR1912995.4533503__1.4533503	74426__rpoC
ERR1912995.4533666__1.4533666	1628085__A0A374VV54__C7386_11332
ERR1912995.4533992__1.4533992	1262959__R5YE35__BN680_00548
ERR1912995.4534033__1.4534033	1262882__R5MMD8__BN519_01576
ERR1912995.4534140__1.4534140	1262882__R5N1L4__BN519_00757
ERR1912995.4534354__1.4534354	1680__A0A087DHN0__AL0462_1532
ERR1912995.4534402__1.4534402	301302__A0A0M6WIX9__ERS852420_01972
ERR1912995.4534438__1.4534438	901__B6WPV2__DHV46_04070
ERR1912995.4534697__1.4534697	45851__D4RY78__BUTYVIB_00783
ERR1912995.4534775__1.4534775	301301__A0A395V8E1__RHOM_11160
ERR1912995.4534909__1.4534909	165179__A0A3E5E920__DXB80_11625
ERR1912995.4535046__1.4535046	301302__R5UNC5__M72_02681
ERR1912995.4535257__1.4535257	1262936__R7J2K7__BN799_00229
ERR1912995.4535391__1.4535391	39485__C4Z6R3__mcp2_1
ERR1912995.4535504__1.4535504	39491__D6E2U1__EUBREC_3278
ERR1912995.4535524__1.4535524	1262936__R7J169__BN799_00083
ERR1912995.4535764__1.4535764	418240__R7CMK4__ERS852478_03653
ERR1912995.4535945__1.4535945	116085__D4J6A3__cls
ERR1912995.4536051__1.4536051	301302__R5V5V1__M72_08471
ERR1912995.4536768__1.4536768	1262911__R6GS70__BN557_00854
ERR1912995.4537324__1.4537324	1262919__R5P5T3__BN465_00797
ERR1912995.4537476__1.4537476	901__A0A1K1LGQ2__DESPIG_02072
ERR1912995.4537679__1.4537679	28111__R5JUK8__NCTC11155_02515
ERR1912995.4537696__1.4537696	1262761__R6QXE4__BN606_02110
ERR1912995.4537800__1.4537800	45851__D4RWT6__BHV86_06395
ERR1912995.4537968__1.4537968	1262936__R7J1X7__BN799_01807
ERR1912995.4538010__1.4538010	552398__F4XCR9__HMPREF0866_01636
ERR1912995.4538281__1.4538281	45851__D4S0P6__BUTYVIB_01665
ERR1912995.4538397__1.4538397	1897011__A0A1Q6RDN7__BHW41_05650
ERR1912995.4538642__1.4538642	28111__R5JQQ7__NCTC11155_02278
ERR1912995.4538627__1.4538627	1262959__R5Y4A1__BN680_00686
ERR1912995.4538855__1.4538855	39491__A0A395UZZ5__htpG_1
ERR1912995.4538863__1.4538863	45851__D4S2J5__BUTYVIB_02317
ERR1912995.4538945__1.4538945	74426__purL
ERR1912995.4539409__1.4539409	1262936__R7IZC2__BN799_01006
ERR1912995.4539458__1.4539458	1262936__R7IY78__BN799_00717
ERR1912995.4539507__1.4539507	1262936__R7IYH4__BN799_00795
ERR1912995.4539614__1.4539614	301302__A0A0M6W9I4__M72_19871
ERR1912995.4539920__1.4539920	552398__T5S086__HMPREF0866_01580
ERR1912995.4540220__1.4540220	626940__E8LGM9__DCQ00_02420
ERR1912995.4540246__1.4540246	301302__A0A173TZN3__M72_00321
ERR1912995.4540332__1.4540332	45851__D4RXL5__BHV86_02950
ERR1912995.4540377__1.4540377	901__A0A1K1LGQ2__DESPIG_02072
ERR1912995.4540434__1.4540434	712117__F3P7S2__HMPREF9056_01089
ERR1912995.4540512__1.4540512	1680__A0A174BEE7__BSTER_1311
ERR1912995.4540587__1.4540587	2022527__A0A264Y4B7__CHL74_13115
ERR1912995.4540651__1.4540651	301302__A0A0M6W9I4__M72_19871
ERR1912995.4540682__1.4540682	301302__R5UK77__M72_08681
ERR1912995.4540723__1.4540723	410072__A0A174RDI4__drrA_6
ERR1912995.4540942__1.4540942	1262936__R7J1S4__BN799_01918
ERR1912995.4541138__1.4541138	301301__G2T1Q7__RHOM_08085
ERR1912995.4541145__1.4541145	1262936__R7J420__BN799_00406
ERR1912995.4541266__1.4541266	1262882__R5MYI1__BN519_00416
ERR1912995.4541393__1.4541393	39485__A0A174YTF8__EUBELI_20448
ERR1912995.4541428__1.4541428	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1912995.4541544__1.4541544	28052__A0A174GR15__mcp3_1
ERR1912995.4541697__1.4541697	28111__R5JSC9__HMPREF1016_01677
ERR1912995.4541825__1.4541825	1897011__A0A1Q6RC34__BHW41_06455
ERR1912995.4541995__1.4541995	1262936__R7IZZ2__BN799_01307
ERR1912995.4542565__1.4542565	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.4542713__1.4542713	74426__rpoC
ERR1912995.4542795__1.4542795	172901__A0A2U1B4R0__C8D82_10832
ERR1912995.4542796__1.4542796	1150298__A0A174RP87__uppP_1
ERR1912995.4542983__1.4542983	1262911__R6HH15__BN557_01507
ERR1912995.4543058__1.4543058	74426__infB
ERR1912995.4543131__1.4543131	100884__E7GFK8__HMPREF9488_03551
ERR1912995.4543135__1.4543135	853__C7H7F8__yccM_1
ERR1912995.4543407__1.4543407	572010__hgdC_1
ERR1912995.4543439__1.4543439	301302__A0A173RMN7__ERS852420_00721
ERR1912995.4543591__1.4543591	1262936__R7IZE2__BN799_01121
ERR1912995.4543782__1.4543782	1680__A0A174BEE7__BSTER_1311
ERR1912995.4543869__1.4543869	2173__A0A1D2WXL5__BK798_03965
ERR1912995.4544069__1.4544069	301302__R5UJW6__ERS852420_01698
ERR1912995.4544120__1.4544120	1262911__R6H1A6__BN557_01286
ERR1912995.4544236__1.4544236	301301__A0A174EZ95__graS_1
ERR1912995.4544319__1.4544319	1897011__A0A1Q6RC19__BHW41_06415
ERR1912995.4544548__1.4544548	1628085__A0A374VPA3__C7386_11438
ERR1912995.4544809__1.4544809	1262924__R7HM98__BN585_01697
ERR1912995.4544819__1.4544819	853__A0A173TAZ8__DWZ46_14590
ERR1912995.4544952__1.4544952	1685__A0A3D8UE34__NRBB18_0294
ERR1912995.4544986__1.4544986	239935__A0A2N8ITG2__Amuc_0335
ERR1912995.4545392__1.4545392	28052__A0A174I4I1__ERS852499_00646
ERR1912995.4545464__1.4545464	1262911__R6HJS5__BN557_00288
ERR1912995.4545591__1.4545591	2022527__A0A264Y7D2__CHL74_07285
ERR1912995.4545632__1.4545632	626929__R5K4I0__B5F24_03615
ERR1912995.4545654__1.4545654	147206__GCF_000156215.1_01776
ERR1912995.4545659__1.4545659	216816__C2GTV6__AS143_01355
ERR1912995.4546002__1.4546002	301302__A0A173SUI7__M72_11091
ERR1912995.4546333__1.4546333	1263000__R5EGY6__BN466_00973
ERR1912995.4546398__1.4546398	1262924__R7HRR0__BN585_00872
ERR1912995.4546485__1.4546485	901__B6WQT6__DESPIG_00415
ERR1912995.4546577__1.4546577	45851__R5LRK0__BUTYVIB_00520
ERR1912995.4546822__1.4546822	147206__GCF_000156215.1_01777
ERR1912995.4546841__1.4546841	1680__A7A7Z9__AAX71_05385
ERR1912995.4547172__1.4547172	74426__infB
ERR1912995.4547349__1.4547349	1680__A0A174BEE7__BSTER_1311
ERR1912995.4547388__1.4547388	45851__D4RYG8__BUTYVIB_00874
ERR1912995.4547498__1.4547498	2022527__A0A264Y8G4__CHL74_05770
ERR1912995.4547663__1.4547663	1262936__R7IY78__BN799_00717
ERR1912995.4547853__1.4547853	1897011__A0A1Q6RGG6__BHW41_02770
ERR1912995.4548077__1.4548077	1262882__R5MND9__BN519_00831
ERR1912995.4548328__1.4548328	1680__A7A7Z9__AAX71_05385
ERR1912995.4548348__1.4548348	1680__A0A0C2YNK5__BADO_0780
ERR1912995.4548413__1.4548413	39485__C4Z058__ERS852492_00130
ERR1912995.4548433__1.4548433	74426__group_4823
ERR1912995.4548459__1.4548459	1680__A0A087DHN0__AL0462_1532
ERR1912995.4548638__1.4548638	1262988__R7N3H9__BN816_01359
ERR1912995.4548625__1.4548625	301302__R5V631__ERS852420_03369
ERR1912995.4548725__1.4548725	1262936__R7J169__BN799_00083
ERR1912995.4548705__1.4548705	1680__A0A0B5BIU5__BSTER_0145
ERR1912995.4548711__1.4548711	821__E5UY21__C800_02204
ERR1912995.4548891__1.4548891	39491__A0A396FKI6__mltF
ERR1912995.4549404__1.4549404	45851__D4S1R9__BHV86_08150
ERR1912995.4549695__1.4549695	1680__A0A0C2YPV2__AL0462_1474
ERR1912995.4550061__1.4550061	2022527__A0A264Y6S5__CHL74_08455
ERR1912995.4550419__1.4550419	1965587__A0A1Y4HVC6__B5F35_09360
ERR1912995.4550620__1.4550620	419208__W3Y047__VEHSUH05_01360
ERR1912995.4550628__1.4550628	901__B6WVJ0__BHW59_08380
ERR1912995.4550571__1.4550571	1897011__A0A1Q6RJV2__BHW41_00030
ERR1912995.4551131__1.4551131	301302__R5ULM4__M72_25081
ERR1912995.4551973__1.4551973	1680__A0A0B5BME4__DXD63_05015
ERR1912995.4552198__1.4552198	2173__A0A1D2WXY3__BK798_04185
ERR1912995.4552248__1.4552248	165179__A0A3E5DY64__CFT61_10025
ERR1912995.4552481__1.4552481	1680__A0A174BEE7__BSTER_1311
ERR1912995.4552499__1.4552499	853__A0A173RZ39__C4N22_01650
ERR1912995.4552526__1.4552526	1263000__R5EXT3__BN466_02213
ERR1912995.4553110__1.4553110	239935__A0A2N8HTZ8__CXU09_01270
ERR1912995.4553137__1.4553137	216816__A0A133LQN7__BL15B_00780
ERR1912995.4553167__1.4553167	239935__A0A2N8I390__CXU16_10675
ERR1912995.4553384__1.4553384	45851__R5LYR7__BHV86_03710
ERR1912995.4553386__1.4553386	301302__R5UU15__ERS852420_02998
ERR1912995.4553415__1.4553415	39485__A0A1Q6PGI3__ERS852492_02967
ERR1912995.4553745__1.4553745	1680__A0A1X3A951__AL0462_1583
ERR1912995.4553941__1.4553941	147206__GCF_000156215.1_01777
ERR1912995.4554177__1.4554177	1262924__R7HNA9__BN585_00137
ERR1912995.4554384__1.4554384	74426__purL
ERR1912995.4555031__1.4555031	1680__A0A173XYA2__B0703_0121
ERR1912995.4555081__1.4555081	1105031__J1H3W2__HMPREF1141_2783
ERR1912995.4555140__1.4555140	1262919__R5PFE6__BN465_02118
ERR1912995.4555236__1.4555236	1680__A0A374QDL4__LMG18897_0432
ERR1912995.4555322__1.4555322	45851__D4RY81__BUTYVIB_00786
ERR1912995.4555445__1.4555445	1680__A0A2R4G1K8__BBMN23_0315
ERR1912995.4555539__1.4555539	74426__group_4823
ERR1912995.4555640__1.4555640	901__B6WTG1__glpB
ERR1912995.4556096__1.4556096	1262882__R5MYI1__BN519_00416
ERR1912995.4556286__1.4556286	1262911__R6GZW9__BN557_00833
ERR1912995.4556369__1.4556369	2022527__A0A264Y9E2__CHL74_03740
ERR1912995.4556455__1.4556455	40518__R5DZ88__DXD93_06320
ERR1912995.4556589__1.4556589	1680__A0A087DHN0__AL0462_1532
ERR1912995.4556731__1.4556731	821__A0A173WG51__BVU_2549
ERR1912995.4556851__1.4556851	1262911__R6GP58__BN557_00798
ERR1912995.4557017__1.4557017	1299998__GCA_001494635.1_01378
ERR1912995.4557108__1.4557108	853__A0A173T751__C4N24_10280
ERR1912995.4557126__1.4557126	1550024__A0A0W7TUB9__TQ39_04420
ERR1912995.4557131__1.4557131	1897011__A0A1Q6RE22__BHW41_04590
ERR1912995.4557469__1.4557469	1262936__R7IYJ1__BN799_00810
ERR1912995.4557484__1.4557484	147206__GCF_000156215.1_01776
ERR1912995.4557517__1.4557517	246787__A0A3D6AZF8__BACCELL_02529
ERR1912995.4557808__1.4557808	572010__sigA
ERR1912995.4557930__1.4557930	1680__A0A0C2VBJ4__birA
ERR1912995.4557974__1.4557974	2022527__A0A264YA09__CHL74_03035
ERR1912995.4558139__1.4558139	1680__A0A087DHN0__AL0462_1532
ERR1912995.4558561__1.4558561	901__B6WUY7__DHV46_11425
ERR1912995.4558668__1.4558668	165179__A0A3E5A832__DXC61_13685
ERR1912995.4558785__1.4558785	552398__F4XCQ4__HMPREF0866_01621
ERR1912995.4558792__1.4558792	172901__A0A2U1AJM8__C8D82_13432
ERR1912995.4559185__1.4559185	1262936__R7J5X5__BN799_00356
ERR1912995.4559188__1.4559188	1897011__A0A1Q6RDG0__BHW41_05600
ERR1912995.4559372__1.4559372	74426__nifJ
ERR1912995.4559448__1.4559448	1897011__A0A1Q6RCY0__BHW41_05945
ERR1912995.4559760__1.4559760	1680__A0A087DHN0__AL0462_1532
ERR1912995.4559763__1.4559763	74426__nifJ
ERR1912995.4559820__1.4559820	2173__A0A1D2WT64__METSMIALI_01143
ERR1912995.4559925__1.4559925	1262911__R6HLC0__BN557_00578
ERR1912995.4559994__1.4559994	471189__GCA_003340385.1_00220
ERR1912995.4560430__1.4560430	853__A0A2A7A628__CGS57_13755
ERR1912995.4560546__1.4560546	1262936__R7J354__BN799_00281
ERR1912995.4560548__1.4560548	630129__E4V9G8__BBKW_1401
ERR1912995.4560667__1.4560667	165179__A0A3E5A832__DXC61_13685
ERR1912995.4560789__1.4560789	1262911__R6GN99__BN557_01784
ERR1912995.4560795__1.4560795	1897011__A0A1Q6RC34__BHW41_06455
ERR1912995.4560986__1.4560986	28118__F9Z856__macA_2
ERR1912995.4561002__1.4561002	301302__A0A173UAS4__M72_15061
ERR1912995.4561026__1.4561026	1897011__A0A1Q6RFQ8__BHW41_03470
ERR1912995.4561096__1.4561096	901__B6WXA0__aroE
ERR1912995.4561198__1.4561198	74426__rpoC
ERR1912995.4561451__1.4561451	572010__hgdC_1
ERR1912995.4561715__1.4561715	901__B6WUI5__DESPIGER_1817
ERR1912995.4561825__1.4561825	1680__A0A174BEE7__BSTER_1311
ERR1912995.4562228__1.4562228	1685__A0A3D8UEL2__DRBB29_0129
ERR1912995.4562464__1.4562464	301301__G2SZL1__ERS852391_00584
ERR1912995.4562475__1.4562475	239935__A0A2N8IF99__lpdA
ERR1912995.4562578__1.4562578	1680__A0A174BEE7__BSTER_1311
ERR1912995.4562581__1.4562581	147206__GCF_000156215.1_01776
ERR1912995.4562636__1.4562636	216816__C2GUV2__APC1478_0430
ERR1912995.4562784__1.4562784	1262936__R7IZB8__BN799_01096
ERR1912995.4562959__1.4562959	301302__R5VFU2__xynA1
ERR1912995.4563124__1.4563124	40518__R5DUJ5__DXD83_01635
ERR1912995.4563576__1.4563576	28052__A0A174MGP2__lyc_2
ERR1912995.4563597__1.4563597	1262911__R6H2J2__BN557_01228
