ERR1913185.233__1.233	487174__K0WYG8__HMPREF9448_01522
ERR1913185.1227526__1.1227526	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913185.1227527__1.1227527	357276__A0A0K2HJA6__DXD47_07320
ERR1913185.1227558__1.1227558	28117__B0MT73__ALIPUT_00412
ERR1913185.1227572__1.1227572	1780376__A0A143XQT4__BN3659_01658
ERR1913185.1227714__1.1227714	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913185.1227708__1.1227708	1262882__R5MND9__BN519_00831
ERR1913185.1227820__1.1227820	46503__R6WU62__PARMER_00182
ERR1913185.1227887__1.1227887	1262882__R5MDR8__BN519_00124
ERR1913185.1227901__1.1227901	39492__D4JT68__spoIIIE
ERR1913185.1227912__1.1227912	820__A0A374Q854__HMPREF1073_03281
ERR1913185.1227995__1.1227995	853__A0A2A7B9I6__DW855_13690
ERR1913185.1228070__1.1228070	487174__K0WX10__DIT83_10030
ERR1913185.1228132__1.1228132	214856__A0A174ZLY7__ERS852447_02456
ERR1913185.1228167__1.1228167	1681__E4VB47__IF1010_0583
ERR1913185.1228333__1.1228333	74426__group_1871
ERR1913185.1228394__1.1228394	820__A0A139K4W1__M093_0353
ERR1913185.1228451__1.1228451	1262986__R6A8Q9__BN492_00460
ERR1913185.1228423__1.1228423	39491__A0A396FP46__cobD_2
ERR1913185.1228579__1.1228579	1262882__R5MLP5__BN519_01602
ERR1913185.1228634__1.1228634	39491__A0A0M6WWT1__dus_2
ERR1913185.1228664__1.1228664	1262882__R5MJ49__BN519_01124
ERR1913185.1228768__1.1228768	28111__E5X120__NCTC11155_02427
ERR1913185.1228718__1.1228718	40518__R5DUG7__sbcC
ERR1913185.1228825__1.1228825	1160721__W0U2P8__RBI_I00340
ERR1913185.1229019__1.1229019	40518__R5DTJ1__DXD86_03635
ERR1913185.1229081__1.1229081	853__A0A3E2V168__FAEPRAM212_00929
ERR1913185.1229313__1.1229313	39491__A0A173RJ81__DXB76_01570
ERR1913185.1229252__1.1229252	853__A0A3E2U7E6__ERS852582_01640
ERR1913185.1229344__1.1229344	820__I9J701__ERS852510_01809
ERR1913185.1229441__1.1229441	820__A0A139KEW8__DXB64_06405
ERR1913185.1229403__1.1229403	39491__A0A173SH34__EUR_24920
ERR1913185.1229390__1.1229390	487174__K0WRH0__DDY40_05725
ERR1913185.1229492__1.1229492	39491__A0A395UXH0__EUBREC_0021
ERR1913185.1229828__1.1229828	1262882__R5MHZ2__BN519_00742
ERR1913185.1229845__1.1229845	28111__E5WYC3__NCTC11155_03517
ERR1913185.1229893__1.1229893	39491__A0A173TFQ1__rsmF
ERR1913185.1229957__1.1229957	823__A6LFW2__M095_1860
ERR1913185.1229986__1.1229986	1680__A0A087DLC6__C8077_00815
ERR1913185.1230009__1.1230009	1262911__R6H054__BN557_00908
ERR1913185.1230029__1.1230029	40518__R5DP21__RBATCC27255_00348
ERR1913185.1230185__1.1230185	1739406__A0A1S1EKR2__HMPREF2902_07980
ERR1913185.1230270__1.1230270	487174__K0WRP3__HMPREF9448_02660
ERR1913185.1230237__1.1230237	1262986__R5ZVI0__BN492_01121
ERR1913185.1230349__1.1230349	1796613__A0A1C7H6N8__ADH74_01350
ERR1913185.1230370__1.1230370	853__A0A3E2U7E6__ERS852582_01640
ERR1913185.1230301__1.1230301	147206__GCF_000156215.1_01777
ERR1913185.1230548__1.1230548	1262882__R5N2E1__BN519_01117
ERR1913185.1230566__1.1230566	39486__R6TIP5__DXD50_08735
ERR1913185.1230571__1.1230571	487174__K0X455__HMPREF9448_00399
ERR1913185.1230584__1.1230584	46506__B0NRL7__arlS
ERR1913185.1230593__1.1230593	46506__A0A120A3P8__SAMN05444283_1172
ERR1913185.1230696__1.1230696	1262882__R5MS31__BN519_01529
ERR1913185.1230705__1.1230705	853__A0A173T6P2__DWZ46_14595
ERR1913185.1230750__1.1230750	218538__C9LNQ3__GCWU000321_01176
ERR1913185.1230877__1.1230877	853__C7H7F5__DWZ46_01780
ERR1913185.1230884__1.1230884	28111__E5WUX3__HMPREF1016_00550
ERR1913185.1230901__1.1230901	820__E5VA63__DXC80_01025
ERR1913185.1230995__1.1230995	823__A0A174VHT1__DHP27_04775
ERR1913185.1231100__1.1231100	40518__R5DZC6__mreC
ERR1913185.1231200__1.1231200	706562__GCA_900112995.1_00569
ERR1913185.1231343__1.1231343	1680__A0A0B5BME4__DXD63_05015
ERR1913185.1231361__1.1231361	823__A0A3E4P9U5__ERS852380_02719
ERR1913185.1231369__1.1231369	46503__K5ZM81__DCY29_16460
ERR1913185.1231396__1.1231396	28111__E5X237__NCTC11155_00628
ERR1913185.1231451__1.1231451	1262986__R5ZUV9__BN492_01330
ERR1913185.1231513__1.1231513	46506__B0NRL4__HMPREF1181_00205
ERR1913185.1231531__1.1231531	46506__R6AC22__HMPREF1181_00516
ERR1913185.1231604__1.1231604	39492__D4JQM9__EUBSIR_00669
ERR1913185.1231732__1.1231732	39491__A0A173VD97__DXB69_07350
ERR1913185.1231802__1.1231802	39492__D4JQM9__EUBSIR_00669
ERR1913185.1231881__1.1231881	1262882__R5N1Z9__BN519_01020
ERR1913185.1231955__1.1231955	28111__E5WYC8__BACEGG_00347
ERR1913185.1232065__1.1232065	1262882__R5MFA5__BN519_00331
ERR1913185.1232069__1.1232069	84030__D4MSB3__B5F06_07550
ERR1913185.1232135__1.1232135	28117__B0MT84__ALIPUT_00402
ERR1913185.1232190__1.1232190	46506__R5JSP7__AA415_01143
ERR1913185.1232212__1.1232212	820__A0A174TRB5__DXD40_11305
ERR1913185.1232295__1.1232295	40518__R5DU52__RB5AMG_02245
ERR1913185.1232341__1.1232341	40518__R5DLM5__RB5AMG_00422
ERR1913185.1232443__1.1232443	39491__A0A396FRE7__EUR_27520
ERR1913185.1232478__1.1232478	39483__D4JEY4__B5G15_06570
ERR1913185.1232645__1.1232645	820__A0A139KIL9__DXC68_05945
ERR1913185.1232681__1.1232681	1262986__R5ZXJ8__BN492_01438
ERR1913185.1232698__1.1232698	39491__A0A395ZDC6__addB
ERR1913185.1232810__1.1232810	28117__B0MY40__BHV66_05170
ERR1913185.1232904__1.1232904	821__R7P1Q7__M099_2990
ERR1913185.1233032__1.1233032	1262882__R5MEK3__BN519_00296
ERR1913185.1233035__1.1233035	1262911__R6GT99__BN557_01335
ERR1913185.1233282__1.1233282	410072__A0A173WD04__penA_2
ERR1913185.1233339__1.1233339	28111__E5X120__NCTC11155_02427
ERR1913185.1233398__1.1233398	821__A0A396ER29__ERS852457_02298
ERR1913185.1233459__1.1233459	46503__R6Y1Q8__DXB85_01295
ERR1913185.1233542__1.1233542	820__A0A139JUD3__DXC91_19380
ERR1913185.1233549__1.1233549	853__A0A3E2V168__FAEPRAM212_00929
ERR1913185.1233582__1.1233582	820__A0A3E4G493__ERS417307_00253
ERR1913185.1233827__1.1233827	820__A0A3E4W9W8__C801_01069
ERR1913185.1233874__1.1233874	39491__A0A395V1T9__DXD13_03310
ERR1913185.1234094__1.1234094	46506__S3YVT5__BACSTE_02352
ERR1913185.1234051__1.1234051	1262954__R7FAE8__BN611_01541
ERR1913185.1234227__1.1234227	1262986__R6A8Q9__BN492_00460
ERR1913185.1234342__1.1234342	823__A6LB63__M095_1847
ERR1913185.1234462__1.1234462	187327__G4Q441__ACDG_01975
ERR1913185.1234556__1.1234556	907__A0A1M6LUW6__C6Y28_11075
ERR1913185.1234660__1.1234660	39491__A0A396FNY7__LD38_16155
ERR1913185.1234842__1.1234842	853__A0A173XRA8__CGS56_09290
ERR1913185.1234812__1.1234812	1262882__R5MZZ3__BN519_00482
ERR1913185.1234860__1.1234860	40518__R5E2R8__nnr_2
ERR1913185.1235116__1.1235116	1262882__R5MZ58__BN519_00525
ERR1913185.1235087__1.1235087	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913185.1235271__1.1235271	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913185.1235233__1.1235233	1262882__R5MYP8__BN519_00439
ERR1913185.1235400__1.1235400	1262882__R5MIW5__BN519_00945
ERR1913185.1235499__1.1235499	1550024__G9RQ59__TQ39_14360
ERR1913185.1235581__1.1235581	46506__A0A108TCU0__etk
ERR1913185.1235627__1.1235627	214856__R6Z7Q9__ERS852447_02172
ERR1913185.1235628__1.1235628	39491__A0A395ZM93__DXD13_03490
ERR1913185.1235657__1.1235657	46506__B0NRL5__DXC34_10445
ERR1913185.1235826__1.1235826	1262882__R5MRT2__BN519_01494
ERR1913185.1235922__1.1235922	46503__R6X6Y7__ERS852463_01453
ERR1913185.1235935__1.1235935	33039__R6P284__spoIIIE
ERR1913185.1235882__1.1235882	46506__B0NQN6__AA415_00632
ERR1913185.1235893__1.1235893	457421__C5ERC0__CBFG_04276
ERR1913185.1236019__1.1236019	218538__C9LQG6__GCWU000321_01798
ERR1913185.1236050__1.1236050	820__A0A374Q4X1__HMPREF2141_02370
ERR1913185.1236097__1.1236097	28116__F7LEX0__CUY_5042
ERR1913185.1236115__1.1236115	487174__K0WYC5__HMPREF9448_01493
ERR1913185.1236204__1.1236204	1160721__R6U7V4__BHW50_02190
ERR1913185.1236265__1.1236265	39491__A0A396FRE7__EUR_27520
ERR1913185.1236298__1.1236298	214856__R6Y2Y4__ERS852447_01086
ERR1913185.1236353__1.1236353	214856__I3YPR6__Alfi_2724
ERR1913185.1236571__1.1236571	1897011__A0A1Q6RGX0__BHW41_01465
ERR1913185.1236651__1.1236651	28111__R5K3D9__NCTC11155_02788
ERR1913185.1236635__1.1236635	1262882__R5MDR8__BN519_00124
ERR1913185.1236679__1.1236679	1262882__R5MEW7__BN519_00010
ERR1913185.1236892__1.1236892	1262954__R7FCZ0__BN611_01923
ERR1913185.1236923__1.1236923	907__G0VPZ1__C6362_01115
ERR1913185.1236925__1.1236925	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913185.1236979__1.1236979	187327__G4Q902__Acin_0458
ERR1913185.1237028__1.1237028	39492__D4JSS4__ERS852540_02517
ERR1913185.1237125__1.1237125	1262911__R6GPI7__BN557_00907
ERR1913185.1237130__1.1237130	39485__C4Z028__ERS852492_00100
ERR1913185.1237203__1.1237203	301302__A0A173TWC1__phoR_7
ERR1913185.1237282__1.1237282	46506__B0NQN6__AA415_00632
ERR1913185.1237394__1.1237394	301301__A0A395VA63__sbcC
ERR1913185.1237500__1.1237500	39496__A5Z5I2__EUBVEN_00963
ERR1913185.1237535__1.1237535	28111__E5X333__NCTC11155_03016
ERR1913185.1237553__1.1237553	187327__G4Q8G6__sun
ERR1913185.1237591__1.1237591	1262882__R5N1Z9__BN519_01020
ERR1913185.1237673__1.1237673	1262986__R5ZWR9__BN492_01296
ERR1913185.1237694__1.1237694	39491__A0A174LTW7__DXD13_08720
ERR1913185.1237710__1.1237710	384639__GCA_003096855.1_00253
ERR1913185.1237801__1.1237801	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913185.1237878__1.1237878	218538__C9LPE5__GCWU000321_01424
ERR1913185.1237980__1.1237980	39491__A0A395ZG96__DXB69_15120
ERR1913185.1237990__1.1237990	39488__C0ET55__tauA
ERR1913185.1238097__1.1238097	1680__A0A0B5BME4__DXD63_05015
ERR1913185.1238120__1.1238120	39491__A0A174K9A3__DXB69_07785
ERR1913185.1238148__1.1238148	46506__A0A3E4UIV1__DXC34_17755
ERR1913185.1238160__1.1238160	820__A0A174VD39__DXD90_12235
ERR1913185.1238277__1.1238277	1262986__R5ZVX1__BN492_01522
ERR1913185.1238293__1.1238293	1262882__R5MFY4__BN519_00529
ERR1913185.1238422__1.1238422	40518__R5DMC7__blaR1
ERR1913185.1238509__1.1238509	40518__R5E4X1__DXD93_05270
ERR1913185.1238561__1.1238561	40518__R5DRY6__RB5AMG_00549
ERR1913185.1238564__1.1238564	187327__G4Q682__Acin_1672
ERR1913185.1238753__1.1238753	1262882__R5MYP8__BN519_00439
ERR1913185.1238776__1.1238776	1105031__J1H3W2__HMPREF1141_2783
ERR1913185.1238780__1.1238780	1262911__R6H174__BN557_01246
ERR1913185.1238923__1.1238923	46503__A7AHZ8__PARMER_03051
ERR1913185.1238953__1.1238953	1262954__R7FBD9__BN611_01260
ERR1913185.1239016__1.1239016	823__A0A355XF06__B5F32_11480
ERR1913185.1239035__1.1239035	214856__R6Y2Y4__ERS852447_01086
ERR1913185.1239054__1.1239054	821__A0A395UNT8__DXD64_15275
ERR1913185.1239127__1.1239127	820__A0A173WUD7__DXB48_08055
ERR1913185.1239133__1.1239133	39491__A0A174LTW7__DXD13_08720
ERR1913185.1239229__1.1239229	28117__B0MXL6__ALIPUT_01851
ERR1913185.1239312__1.1239312	46506__S3YVF9__BACSTE_02487
ERR1913185.1239516__1.1239516	1262911__R6GUQ4__BN557_01581
ERR1913185.1239517__1.1239517	820__A0A174A6K0__M093_0079
ERR1913185.1239624__1.1239624	1262882__R5N345__BN519_01034
ERR1913185.1239701__1.1239701	1262882__R5MKI3__BN519_00334
ERR1913185.1240066__1.1240066	1680__A1A0V3__C8077_03025
ERR1913185.1240096__1.1240096	1262882__R5N1R4__BN519_00788
ERR1913185.1240205__1.1240205	2173__A0A1D2WST6__METSMIALI_00213
ERR1913185.1240277__1.1240277	821__A0A396F9T7__M097_3427
ERR1913185.1240343__1.1240343	39491__A0A396FIU1__DXC13_07905
ERR1913185.1240416__1.1240416	1262911__R6H054__BN557_00908
ERR1913185.1240432__1.1240432	214856__A0A175A6T5__ERS852447_02658
ERR1913185.1240460__1.1240460	47678__R5U7X8__C5Z00_18270
ERR1913185.1240465__1.1240465	1262954__R7FEN7__BN611_00416
ERR1913185.1240526__1.1240526	39491__C4Z9K7__EUBREC_0050
ERR1913185.1240592__1.1240592	1680__A0A0C2YPV2__AL0462_1474
ERR1913185.1240786__1.1240786	1262882__R5MJM8__BN519_01064
ERR1913185.1240800__1.1240800	1262911__R6GPM2__BN557_00937
ERR1913185.1240928__1.1240928	1262882__R5MRT2__BN519_01494
ERR1913185.1240974__1.1240974	187327__G4Q4K5__ACDG_01054
ERR1913185.1241151__1.1241151	820__A0A139K426__B5G17_09115
ERR1913185.1241154__1.1241154	39491__A0A395UXH0__EUBREC_0021
ERR1913185.1241160__1.1241160	187327__G4Q2V4__Acin_1541
ERR1913185.1241292__1.1241292	40518__R5DZC6__mreC
ERR1913185.1241261__1.1241261	214856__R6Y1K2__ERS852447_02306
ERR1913185.1241385__1.1241385	821__A0A395UNT8__DXD64_15275
ERR1913185.1241485__1.1241485	39491__A0A173TFQ1__rsmF
ERR1913185.1241517__1.1241517	1263000__R5EHB0__BN466_01647
ERR1913185.1241564__1.1241564	39491__A0A173VYV1__DXC13_02710
ERR1913185.1241631__1.1241631	1262882__R5MFY4__BN519_00529
ERR1913185.1241659__1.1241659	39491__D4JMW8__ERS852497_01971
ERR1913185.1241600__1.1241600	1262882__R5N3T7__BN519_01188
ERR1913185.1241612__1.1241612	1262911__R6HNT6__BN557_01082
ERR1913185.1241662__1.1241662	1262911__R6H074__BN557_00923
ERR1913185.1242036__1.1242036	820__A0A139K4W1__M093_0353
ERR1913185.1242020__1.1242020	1262911__R6HN72__BN557_00911
ERR1913185.1242032__1.1242032	1262986__R5ZV70__BN492_01054
ERR1913185.1242142__1.1242142	1680__A0A076JM61__DXD63_05245
ERR1913185.1242207__1.1242207	187327__G4Q5K5__Acin_0879
ERR1913185.1242356__1.1242356	1680__A0A374QDL4__LMG18897_0432
ERR1913185.1242383__1.1242383	853__A0A174BZY1__xerD_1
ERR1913185.1242446__1.1242446	47678__A5ZF31__DXB67_11050
ERR1913185.1242488__1.1242488	39491__A0A174K1W6__DXB99_15020
ERR1913185.1242513__1.1242513	187327__G4Q682__Acin_1672
ERR1913185.1242635__1.1242635	40518__R5DS38__RBL236_00785
ERR1913185.1242769__1.1242769	46503__R6Y9P8__evgS_3
ERR1913185.1242831__1.1242831	40518__R5DY98__mepA_5
ERR1913185.1242843__1.1242843	626929__F3PJ28__B5F24_03465
ERR1913185.1242853__1.1242853	47678__R5U8Y1__BACCAC_02615
ERR1913185.1242861__1.1242861	1680__A0A0B5BME4__DXD63_05015
ERR1913185.1242865__1.1242865	46503__R6XCJ0__PARMER_01847
ERR1913185.1242883__1.1242883	214856__A0A174A1J3__ERS852447_01000
ERR1913185.1242884__1.1242884	46506__R6L6Y9__wza_1
ERR1913185.1242976__1.1242976	357276__B6W1Y1__BSEG_03960
ERR1913185.1243046__1.1243046	1680__R5GRA4__ERS852382_01548
ERR1913185.1243049__1.1243049	1262986__R6A1K6__BN492_01053
ERR1913185.1243066__1.1243066	187327__G4Q8D7__ACDG_00525
ERR1913185.1243267__1.1243267	39492__D4JU94__ispE
ERR1913185.1243311__1.1243311	187327__G4Q7Q6__ACDG_00853
ERR1913185.1243323__1.1243323	39491__A0A395ZF49__DXB69_05290
ERR1913185.1243345__1.1243345	936548__J0SMY2__HMPREF1136_2024
ERR1913185.1243367__1.1243367	1680__A0A374QDL4__LMG18897_0432
ERR1913185.1243404__1.1243404	410072__A0A173XU61__ykvU
ERR1913185.1243383__1.1243383	1262882__R5MPJ1__BN519_01023
ERR1913185.1243451__1.1243451	454154__G5SQ59__HMPREF9441_01496
ERR1913185.1243619__1.1243619	218538__C9LNE0__GCWU000321_01061
ERR1913185.1243631__1.1243631	1680__A0A0B5BME4__DXD63_05015
ERR1913185.1243657__1.1243657	46503__R6WTN6__PARMER_00136
ERR1913185.1243702__1.1243702	28111__E5WYP5__BACEGG_00185
ERR1913185.1243834__1.1243834	28117__B0MUL5__ALIPUT_00722
ERR1913185.1244025__1.1244025	1262911__R6HN81__BN557_00921
ERR1913185.1244217__1.1244217	1262986__R5ZWM2__BN492_01629
ERR1913185.1244185__1.1244185	46503__R6Y2Q2__DCY29_15375
ERR1913185.1244252__1.1244252	39491__C4ZAT2__ERE_28440
ERR1913185.1244306__1.1244306	46506__B0NMY5__AA415_00377
ERR1913185.1244309__1.1244309	28117__B0MTV5__BHV66_06415
ERR1913185.1244356__1.1244356	853__A0A173XRA8__CGS56_09290
ERR1913185.1244376__1.1244376	46503__R6Y2Q2__DCY29_15375
ERR1913185.1244478__1.1244478	1680__A1A132__B0703_0684
ERR1913185.1244479__1.1244479	40518__R5DTH7__DXD83_02405
ERR1913185.1244551__1.1244551	46506__A0A108TAK3__fepA_3
ERR1913185.1244618__1.1244618	165179__A0A174X1C3__DXB80_12745
ERR1913185.1244711__1.1244711	214856__A0A174A1J3__ERS852447_01000
ERR1913185.1244748__1.1244748	28111__R5JVV2__BACEGG_02950
ERR1913185.1244928__1.1244928	853__A0A174C5M1__CGS58_04460
ERR1913185.1245048__1.1245048	88431__A0A174G8Q6__ERS852526_02711
ERR1913185.1245089__1.1245089	818__D7IK38__ERS852430_03017
ERR1913185.1245223__1.1245223	39491__R6UMS6__DXD13_07035
ERR1913185.1245306__1.1245306	28117__B0MY36__BHV66_05185
ERR1913185.1245423__1.1245423	88431__A6BFJ3__ERS852408_01680
ERR1913185.1245523__1.1245523	821__A0A3E4KIM1__M097_3660
ERR1913185.1245573__1.1245573	357276__B6VYT9__HMPREF1063_05030
ERR1913185.1245855__1.1245855	1160721__W0U560__RBI_I01229
ERR1913185.1245899__1.1245899	40518__R5DZ88__DXD93_06320
ERR1913185.1245941__1.1245941	820__E5VA63__DXC80_01025
ERR1913185.1246033__1.1246033	1262882__R5MM10__BN519_01679
ERR1913185.1246088__1.1246088	301302__A0A0M6WPV4__M72_29701
ERR1913185.1246104__1.1246104	53443__C0CIV8__ERS852414_00371
ERR1913185.1246241__1.1246241	214856__R5UN64__ERS852447_02669
ERR1913185.1246250__1.1246250	1680__A0A1V8QAM8__BIFADO_02272
ERR1913185.1246254__1.1246254	821__A0A174JYD3__ERS852457_02610
ERR1913185.1246259__1.1246259	823__A0A174RH99__ERS852380_00691
ERR1913185.1246312__1.1246312	1262911__R6H1P0__BN557_00940
ERR1913185.1246342__1.1246342	187327__G4Q2M9__ACDG_01875
ERR1913185.1246373__1.1246373	1304__A0A074IXT4__DL08_00220
ERR1913185.1246377__1.1246377	371601__D0TUU4__BXY_31970
ERR1913185.1246383__1.1246383	187327__G4Q5D1__ACDG_00464
ERR1913185.1246612__1.1246612	39485__C4Z069__EUBELI_00981
ERR1913185.1246668__1.1246668	301302__A0A0M6WVS7__ERS852420_01704
ERR1913185.1246933__1.1246933	214856__I3YPQ0__ERS852447_01379
ERR1913185.1246972__1.1246972	1262911__R6GSH8__BN557_00939
ERR1913185.1247026__1.1247026	46506__B0NT08__BACSTE_02624
ERR1913185.1247008__1.1247008	820__A0A3E4VZS7__DXC07_14435
ERR1913185.1247022__1.1247022	418240__C6JDJ1__ERS852478_02876
ERR1913185.1247165__1.1247165	39491__A0A395UYM9__DXC13_07980
ERR1913185.1247475__1.1247475	907__A0A2S0M5P1__AZ49_01645
ERR1913185.1247578__1.1247578	1680__A0A087DHN0__AL0462_1532
ERR1913185.1247583__1.1247583	1262882__R5N5S3__BN519_00085
ERR1913185.1247642__1.1247642	410072__A0A173S248__ERS852525_02992
ERR1913185.1247691__1.1247691	1262882__R5MSX6__BN519_01697
ERR1913185.1247698__1.1247698	46506__B0NRJ1__DXC41_14065
ERR1913185.1247744__1.1247744	46506__B0NTR7__AA415_02733
ERR1913185.1247758__1.1247758	1262882__R5MY46__BN519_00355
ERR1913185.1247801__1.1247801	1160721__W0U330__BHW50_08125
ERR1913185.1247883__1.1247883	1262911__R6GPI7__BN557_00907
ERR1913185.1247951__1.1247951	1680__A7A7Z9__AAX71_05385
ERR1913185.1248002__1.1248002	1680__A0A087DHN0__AL0462_1532
ERR1913185.1248061__1.1248061	1262882__R5MLA4__BN519_01536
ERR1913185.1248021__1.1248021	39483__D4JDV3__B5F14_05055
ERR1913185.1248129__1.1248129	28117__B0MYW7__ALIPUT_02336
ERR1913185.1248160__1.1248160	39496__A5ZAI8__EUBVEN_02735
ERR1913185.1248224__1.1248224	39491__A0A395V464__EUBREC_1509
ERR1913185.1248377__1.1248377	1262882__R5N3T7__BN519_01188
ERR1913185.1248508__1.1248508	1263000__R5ENX5__BN466_00466
ERR1913185.1248562__1.1248562	357276__B6VXX7__HMPREF1063_02683
ERR1913185.1248696__1.1248696	1681__A0A292G6V6__BBB_1561
ERR1913185.1248902__1.1248902	1263000__R5EGY6__BN466_00973
ERR1913185.1249095__1.1249095	39491__A0A395ZG74__licR
ERR1913185.1249202__1.1249202	28111__E5WZE2__NCTC11155_00550
ERR1913185.1249259__1.1249259	1262882__R5N1R4__BN519_00788
ERR1913185.1249314__1.1249314	1263000__R5EZ76__BN466_00319
ERR1913185.1249328__1.1249328	46506__B0NM94__HMPREF1181_03250
ERR1913185.1249333__1.1249333	214856__A0A173XIZ3__ERS852559_00434
ERR1913185.1249433__1.1249433	1262882__R5MIQ8__BN519_01036
ERR1913185.1249455__1.1249455	1262882__R5N2U9__BN519_01221
ERR1913185.1249471__1.1249471	1262882__R5MJJ9__BN519_01035
ERR1913185.1249546__1.1249546	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913185.1249518__1.1249518	39491__A0A173RJ81__DXB76_01570
ERR1913185.1249642__1.1249642	39491__A0A395ZHW9__DXC13_02590
ERR1913185.1249709__1.1249709	46506__S3YBS6__AA415_01011
ERR1913185.1249790__1.1249790	487175__R5E3X8__HMPREF9439_02794
ERR1913185.1249998__1.1249998	46506__B0NUC3__SAMN05444283_1019
ERR1913185.1250116__1.1250116	820__A0A3E4G3J9__ERS852459_02265
ERR1913185.1250064__1.1250064	1262911__R6HN72__BN557_00911
ERR1913185.1250156__1.1250156	187327__U2VZ61__Acin_0538
ERR1913185.1250162__1.1250162	39491__A0A395ZGU6__ERS852417_01456
ERR1913185.1250277__1.1250277	1262882__R5MRT2__BN519_01494
ERR1913185.1250349__1.1250349	1160721__W0U330__BHW50_08125
ERR1913185.1250407__1.1250407	1262954__R7FBX1__BN611_01257
ERR1913185.1250447__1.1250447	39491__A0A395ZHW3__ERS852417_01359
ERR1913185.1250691__1.1250691	1262882__R5MPL0__BN519_01038
ERR1913185.1250695__1.1250695	1160721__W0U3K4__RBI_I00339
ERR1913185.1250801__1.1250801	907__G0VLK7__SAMN04488492_1145
ERR1913185.1250849__1.1250849	39491__A0A3E4YFT8__DXB69_10940
ERR1913185.1250944__1.1250944	1680__A0A3E4SB79__BAD_1517
ERR1913185.1250991__1.1250991	46506__R6L6Y9__wza_1
ERR1913185.1251017__1.1251017	39491__A0A395V1T9__DXD13_03310
ERR1913185.1251058__1.1251058	39491__A0A395ZHV7__ykvU
ERR1913185.1251046__1.1251046	572010__ydhV
ERR1913185.1251048__1.1251048	1262882__R5MYX5__BN519_00333
ERR1913185.1251260__1.1251260	46506__R6B8Z4__SAMN05444283_11711
ERR1913185.1251276__1.1251276	28111__E5X0X9__HMPREF1016_02597
ERR1913185.1251327__1.1251327	487174__R5EUJ8__DDY40_00460
ERR1913185.1251384__1.1251384	46503__R6Y9P8__evgS_3
ERR1913185.1251395__1.1251395	39483__D4JEF9__HMPREF0367_00420
ERR1913185.1251485__1.1251485	39483__D4JEK4__B5G15_03500
ERR1913185.1251599__1.1251599	820__A0A174G065__DXB62_08975
ERR1913185.1251601__1.1251601	46503__R6X0P0__DXB61_03855
ERR1913185.1251569__1.1251569	39491__A0A395V5R3__EUBREC_1883
ERR1913185.1251693__1.1251693	39483__R7AW52__HMPREF0367_01771
ERR1913185.1251704__1.1251704	328814__GCA_004558275.1_00239
ERR1913185.1251612__1.1251612	410072__A0A174GUH9__ERS852481_02532
ERR1913185.1251861__1.1251861	1263000__R5EBB0__BN466_00463
ERR1913185.1251865__1.1251865	2292352__A0A374UNZ9__DXC23_01520
ERR1913185.1251901__1.1251901	106588__A6P303__BACCAP_04887
ERR1913185.1251908__1.1251908	28111__R5K3D9__NCTC11155_02788
ERR1913185.1251996__1.1251996	39492__R6RT40__prkC_3
ERR1913185.1251983__1.1251983	39491__A0A396FBR6__DXC13_08575
ERR1913185.1252036__1.1252036	907__S7HJ70__SAMN02910401_01794
ERR1913185.1252038__1.1252038	1262986__R6ANN3__BN492_01101
ERR1913185.1252052__1.1252052	454155__F3QS51__HMPREF9442_01006
ERR1913185.1252238__1.1252238	626933__H1DGX0__HMPREF9449_01506
ERR1913185.1252309__1.1252309	853__A0A174CVG7__CGS58_09335
ERR1913185.1252343__1.1252343	46506__B0NUC8__DXC34_03410
ERR1913185.1252529__1.1252529	1262954__R7FGG0__BN611_00689
ERR1913185.1252591__1.1252591	301302__A0A173QV75__M72_03601
ERR1913185.1252658__1.1252658	357276__A0A076IYE6__IY41_04275
ERR1913185.1252701__1.1252701	1262882__R5MLA4__BN519_01536
