ERR1913259.103__1.103	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913259.482961__1.482961	239935__A0A2N8I8X8__B5G29_00185
ERR1913259.483155__1.483155	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913259.483277__1.483277	246787__R6LCL3__AA416_03522
ERR1913259.483390__1.483390	1262848__R6UGM0__BN818_00635
ERR1913259.483438__1.483438	394340__yedY
ERR1913259.483463__1.483463	39491__A0A396FS17__envC
ERR1913259.483557__1.483557	820__A0A174QLF0__SAMN05444418_109151
ERR1913259.483615__1.483615	2173__A5UKM7__METSMIALI_01538
ERR1913259.483795__1.483795	1897011__A0A1Q6RBT0__BHW41_06785
ERR1913259.483807__1.483807	184870__A0A134BMM0__Q618_VCMC00001G1368
ERR1913259.483812__1.483812	28118__F9Z3U6__B5F99_03365
ERR1913259.483855__1.483855	820__A7V9F9__B5G17_14640
ERR1913259.483864__1.483864	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913259.484040__1.484040	239935__A0A2N8IVK9__CXU08_03750
ERR1913259.484090__1.484090	40520__A5ZRI6__DXC87_12175
ERR1913259.484285__1.484285	1262848__R6U2F0__BN818_00838
ERR1913259.484353__1.484353	301302__R5UU15__ERS852420_02998
ERR1913259.484511__1.484511	1897011__A0A1Q6REX8__BHW41_04475
ERR1913259.484587__1.484587	1150298__A0A174DX06__ERS852498_00491
ERR1913259.484680__1.484680	187327__G4Q2J7__ACDG_01693
ERR1913259.484930__1.484930	820__R9HP61__DXC91_01090
ERR1913259.484986__1.484986	2173__A0A1D2WXY3__BK798_04185
ERR1913259.485059__1.485059	1897011__A0A1Q6RI93__BHW41_01175
ERR1913259.485179__1.485179	39490__U2Q402__ERS852448_02488
ERR1913259.485240__1.485240	1263000__R5EUG9__BN466_01476
ERR1913259.485331__1.485331	1262882__R5MZZ3__BN519_00482
ERR1913259.485461__1.485461	745368__A0A1T4X705__SAMN02745178_01472
ERR1913259.485473__1.485473	1378168__V2YA11__N510_02528
ERR1913259.485745__1.485745	39491__A0A395ZHW3__ERS852417_01359
ERR1913259.485683__1.485683	1680__A0A173Y6N7__yhaH
ERR1913259.485875__1.485875	1680__A0A076JM61__DXD63_05245
ERR1913259.485904__1.485904	187327__G4Q600__ACDG_00661
ERR1913259.486047__1.486047	823__D7IUM6__M091_1082
ERR1913259.486071__1.486071	239935__A0A139TMG9__CXU07_10650
ERR1913259.486123__1.486123	626940__E8LFE6__DCQ00_00370
ERR1913259.486254__1.486254	40520__A5ZN83__DXC87_06350
ERR1913259.486292__1.486292	239935__A0A2N8IVK9__CXU08_03750
ERR1913259.486390__1.486390	39491__A0A395UUN5__EUBREC_0291
ERR1913259.486487__1.486487	1263107__GCA_000436995.1_00212
ERR1913259.487182__1.487182	853__A8SB03__C4Q21_07960
ERR1913259.487286__1.487286	1685__W6EXB4__B31L_1221
ERR1913259.487250__1.487250	820__R9HP61__DXC91_01090
ERR1913259.487255__1.487255	1263107__GCA_000436995.1_00198
ERR1913259.487476__1.487476	820__A0A174QLF0__SAMN05444418_109151
ERR1913259.487518__1.487518	1262848__R6U1A8__BN818_00676
ERR1913259.488028__1.488028	116085__D4J7A8__DW747_12000
ERR1913259.487984__1.487984	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913259.488156__1.488156	39491__A0A395V464__EUBREC_1509
ERR1913259.488160__1.488160	39491__A0A395ZGE4__ERS852497_01269
ERR1913259.488260__1.488260	29361__B6FPC9__CLONEX_01992
ERR1913259.488299__1.488299	2173__A0A1D2WVA1__Msm_0411
ERR1913259.488334__1.488334	1680__A0A087DHN0__AL0462_1532
ERR1913259.488393__1.488393	39492__D4JT87__clpC
ERR1913259.488486__1.488486	239935__A0A2N8IKW7__pstA
ERR1913259.488526__1.488526	28117__B0MZ14__ALIPUT_02383
ERR1913259.488548__1.488548	1680__A0A087DHN0__AL0462_1532
ERR1913259.488684__1.488684	1263000__R5ES99__BN466_01121
ERR1913259.488922__1.488922	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913259.489026__1.489026	1262848__R6V8K7__BN818_00573
ERR1913259.489235__1.489235	45851__D4RZ69__BUTYVIB_01134
ERR1913259.489297__1.489297	418240__A0A173ZFY9__ERS852478_00591
ERR1913259.489313__1.489313	74426__rpoC
ERR1913259.489394__1.489394	216816__A0A374SVM3__BLSL_0492
ERR1913259.489492__1.489492	33043__A0A173YYE7__ERS852445_00670
ERR1913259.489501__1.489501	1379702__U6EE28__MBMB1_1515
ERR1913259.489598__1.489598	45851__D4RWG7__BUTYVIB_00298
ERR1913259.489979__1.489979	28118__F9Z7U8__DF785_12305
ERR1913259.490468__1.490468	216816__B3DRU6__DPC6323_0992
ERR1913259.490550__1.490550	40518__R5E0G0__RBATCC27255_01787
ERR1913259.490650__1.490650	1263000__R5EKG2__BN466_02040
ERR1913259.490999__1.490999	39488__A0A174BS94__DXD91_16570
ERR1913259.491214__1.491214	820__A0A139K1Y6__DXB48_02610
ERR1913259.491220__1.491220	40518__R5DV58__htrA
ERR1913259.491224__1.491224	630129__A0A087AXR7__BKAS_1051
ERR1913259.491325__1.491325	187327__G4Q2J7__ACDG_01693
ERR1913259.491503__1.491503	40518__R5DZM6__lytR_3
ERR1913259.491588__1.491588	1680__A0A173W5Z2__DXC53_01290
ERR1913259.491603__1.491603	820__A0A139K4W5__HMPREF2141_02394
ERR1913259.491754__1.491754	1150298__A0A174SLE6__mlc_1
ERR1913259.491815__1.491815	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913259.491899__1.491899	239935__A0A139TPD8__CXU12_11015
ERR1913259.491944__1.491944	1150298__R7JUW7__ERS852406_02089
ERR1913259.492030__1.492030	239935__B2UQB8__CXT86_01740
ERR1913259.492056__1.492056	74426__infB
ERR1913259.492081__1.492081	1262700__R5XC07__BN695_01332
ERR1913259.492092__1.492092	357276__D1K526__GV66_17250
ERR1913259.492111__1.492111	39491__R6TNE2__LD38_07270
ERR1913259.492289__1.492289	1150298__A0A174E950__ERS852498_02096
ERR1913259.492293__1.492293	40520__R7DD10__glgB
ERR1913259.492350__1.492350	1680__A0A076JNH5__DXC60_03835
ERR1913259.492373__1.492373	820__A0A173YYG4__evgS_3
ERR1913259.492393__1.492393	239935__B2UPZ6__CXU03_03800
ERR1913259.492396__1.492396	28117__B0MYA9__BHV66_07790
ERR1913259.492465__1.492465	39491__A0A395V297__EUR_01010
ERR1913259.492625__1.492625	1660__A7BBU4__APY09_04410
ERR1913259.492630__1.492630	239935__R7DVL7__CXT93_01180
ERR1913259.492691__1.492691	116085__D4J803__DW747_06090
ERR1913259.492692__1.492692	39491__A0A395ZBW8__DXC13_08840
ERR1913259.492856__1.492856	1550024__G9RPI3__ASJ35_09180
ERR1913259.492829__1.492829	2173__A5ULV3__Msm_0976
ERR1913259.493111__1.493111	2173__A0A1D2WVF8__Msm_1030
ERR1913259.493481__1.493481	239935__A0A2N8HPS5__Amuc_0950
ERR1913259.493568__1.493568	239935__A0A139TPD4__CXT86_06450
ERR1913259.493647__1.493647	216816__Q8G4X6__DXD52_09895
ERR1913259.493710__1.493710	186479__GCA_001399705.1_07683
ERR1913259.493714__1.493714	410072__C0B9A6__yvhJ
ERR1913259.493778__1.493778	39491__A0A396FRE7__EUR_27520
ERR1913259.493893__1.493893	1262924__R7HT26__BN585_00306
ERR1913259.493824__1.493824	1681__I3WJK6__DXD72_06985
ERR1913259.493865__1.493865	1680__R5GRA4__ERS852382_01548
ERR1913259.494026__1.494026	239935__A0A2N8I7W6__CXT90_04245
ERR1913259.494040__1.494040	39491__A0A174LTW7__DXD13_08720
ERR1913259.494067__1.494067	239935__A0A3F3KBB8__CXU16_06755
ERR1913259.494224__1.494224	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913259.494204__1.494204	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913259.494172__1.494172	626929__F3PKG7__SAMN05444376_0720
ERR1913259.494344__1.494344	28117__B0MXQ6__ALIPUT_01917
ERR1913259.494684__1.494684	820__A0A396EUV1__B5G17_06465
ERR1913259.494793__1.494793	1308__F8LTK3__CDA68_01155
ERR1913259.494894__1.494894	1262736__R5YAV6__BN496_01775
ERR1913259.494898__1.494898	239935__A0A2N8INK7__Amuc_0521
ERR1913259.494925__1.494925	39491__A0A395ZEN3__DXD95_12655
ERR1913259.494932__1.494932	1262911__R6GQ41__BN557_00435
ERR1913259.495483__1.495483	1262848__R6UFE6__BN818_00496
ERR1913259.495690__1.495690	28025__D3R7T1__BalV_0139
ERR1913259.495743__1.495743	301301__A0A395V7G5__RHOM_16755
ERR1913259.495892__1.495892	39491__C4ZCV7__ERE_23110
ERR1913259.496657__1.496657	1681__A0A0H2NPR5__BBBF_1287
ERR1913259.496958__1.496958	1632__C8P8K0__HMPREF9102_0586
ERR1913259.496930__1.496930	2173__A0A1D2WXE6__Msm_0136
ERR1913259.497072__1.497072	39491__A0A395ZBW8__DXC13_08840
ERR1913259.497197__1.497197	28117__B0MST8__ALIPUT_00310
ERR1913259.497484__1.497484	239935__A0A2N8J1K0__CXT97_05765
ERR1913259.497732__1.497732	1262992__R5DCV6__BN795_00412
ERR1913259.498023__1.498023	40518__R5DUU8__DXD86_08440
ERR1913259.498118__1.498118	40520__R7D3S9__DXD81_14140
ERR1913259.498137__1.498137	1262736__R5YZ60__BN496_01783
ERR1913259.498313__1.498313	39491__C4Z9E9__T1815_12341
ERR1913259.498372__1.498372	40520__R7DAD5__ERS852394_01838
ERR1913259.498519__1.498519	74426__pdxS
ERR1913259.498560__1.498560	1680__A0A0B5BIU5__BSTER_0145
ERR1913259.498617__1.498617	116085__D4J7N3__DW747_15125
ERR1913259.498768__1.498768	39491__A0A395UZ82__EUR_31520
ERR1913259.498967__1.498967	39488__C0ERK9__cbiK
ERR1913259.499030__1.499030	33043__A0A173X520__ERS852575_01617
ERR1913259.499082__1.499082	1262911__R6GUE9__BN557_01306
ERR1913259.499179__1.499179	239935__A0A2N8HMQ8__pgsA
ERR1913259.499282__1.499282	45634__E8JSA5__TW70_00796
ERR1913259.499348__1.499348	1680__A0A3E4SB79__BAD_1517
ERR1913259.499417__1.499417	820__A0A174A6K0__M093_0079
ERR1913259.499465__1.499465	239935__A0A2N8HPS5__Amuc_0950
ERR1913259.499547__1.499547	1263107__GCA_000436995.1_00069
ERR1913259.499572__1.499572	33043__A0A173ZL29__ERS852386_01345
ERR1913259.499653__1.499653	39491__A0A174LTW7__DXD13_08720
ERR1913259.499771__1.499771	626940__E8LCD6__BHW43_01655
ERR1913259.499977__1.499977	884684__GCA_002892425.1_01408
ERR1913259.500382__1.500382	74426__rpoB
ERR1913259.500538__1.500538	239935__A0A2N8I1R3__CXU05_06075
ERR1913259.500634__1.500634	246787__A0A0P0GIA4__AA416_04405
ERR1913259.500736__1.500736	28117__B0MXG7__BHV66_08620
ERR1913259.500762__1.500762	39491__C4ZAT2__ERE_28440
ERR1913259.500773__1.500773	239935__R7E524__CXT91_06180
ERR1913259.500850__1.500850	239935__A0A2N8HT44__CXT84_11035
ERR1913259.500927__1.500927	88431__A0A174A952__ugpA_1
ERR1913259.500975__1.500975	39491__D4JMW8__ERS852497_01971
ERR1913259.500993__1.500993	45851__R5LJL1__BHV86_09305
ERR1913259.501052__1.501052	884684__GCA_002892425.1_01408
ERR1913259.501109__1.501109	28025__A0A315RYU0__DD702_05255
ERR1913259.501081__1.501081	1262922__R6DZZ7__BN487_00771
ERR1913259.501161__1.501161	39491__A0A0M6WLC7__ERS852497_00640
ERR1913259.501420__1.501420	239935__A0A2N8I368__CXT95_04550
ERR1913259.501421__1.501421	28117__B0MU57__ALIPUT_00175
ERR1913259.501490__1.501490	40518__R5DZI2__DXD93_06940
ERR1913259.501502__1.501502	1262924__R7HU74__BN585_00690
ERR1913259.501536__1.501536	1150298__R7JTW4__yvhJ
ERR1913259.501551__1.501551	28117__B0MVL5__BHV66_01660
ERR1913259.501555__1.501555	823__A0A174PAQ4__ERS852429_04218
ERR1913259.501574__1.501574	239935__A0A2N8HAQ1__DEF40_05290
ERR1913259.501645__1.501645	853__E2ZGD9__C7J97_11715
ERR1913259.501699__1.501699	820__R9I2U8__DXC68_09590
ERR1913259.501887__1.501887	33039__A0A173VNF2__truB
ERR1913259.501973__1.501973	39485__C4Z1S0__ERS852492_00886
ERR1913259.501974__1.501974	820__A0A139K426__B5G17_09115
ERR1913259.502471__1.502471	2173__A0A1D2WST6__METSMIALI_00213
ERR1913259.502508__1.502508	239935__A0A2N8IEP3__CXT84_03735
ERR1913259.502563__1.502563	28052__A0A174HUY2__ERS852451_01601
ERR1913259.502703__1.502703	2173__A5ULL1__Msm_0884
ERR1913259.502808__1.502808	39491__A0A395ZDC6__addB
ERR1913259.503001__1.503001	40518__R5DVR2__RBL236_00303
ERR1913259.503022__1.503022	239935__A0A2N8ITW6__CXT91_06265
ERR1913259.503031__1.503031	45851__D4S069__spoIVA
ERR1913259.503075__1.503075	239935__A0A2N8IIB9__CXU04_01970
ERR1913259.503142__1.503142	39491__C4ZAT2__ERE_28440
ERR1913259.503214__1.503214	45851__D4RXL7__BUTYVIB_00568
ERR1913259.503310__1.503310	28052__A0A174NHE1__spoIIIE
ERR1913259.503334__1.503334	820__R9I324__HMPREF2141_02414
ERR1913259.503556__1.503556	45851__D4S1A8__BHV86_08940
ERR1913259.503587__1.503587	216816__C5E9C3__CJO32_03030
ERR1913259.503623__1.503623	1680__A1A1R1__BIFADO_00076
ERR1913259.503714__1.503714	1262848__R6U148__BN818_00289
ERR1913259.503772__1.503772	1262761__R6RU22__BN606_01110
ERR1913259.503814__1.503814	239935__A0A2N8HT18__CXT93_06135
ERR1913259.503861__1.503861	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913259.503933__1.503933	820__A0A1Y3V743__M093_0235
ERR1913259.503987__1.503987	301301__A0A395VBG0__ERS852391_01236
ERR1913259.504015__1.504015	1263107__GCA_000436995.1_00040
ERR1913259.504018__1.504018	649756__L1Q497__ERS852571_03051
ERR1913259.504072__1.504072	1550024__A0A0D8J659__TQ39_00125
ERR1913259.504143__1.504143	853__E2ZGD9__C7J97_11715
ERR1913259.504212__1.504212	239935__A0A2N8HBM4__CXT85_06270
ERR1913259.504292__1.504292	1150298__A0A174S2H3__spoIIQ
ERR1913259.504632__1.504632	1263011__R6EJE7__BN553_01237
ERR1913259.504698__1.504698	46228__B5CPV4__DXD17_07415
ERR1913259.504806__1.504806	39491__A0A174K265__DXB76_05915
ERR1913259.504814__1.504814	2173__A0A1D2WW41__BK798_07915
ERR1913259.504901__1.504901	1680__A0A3E4SB79__BAD_1517
ERR1913259.504904__1.504904	39491__A0A395V5R3__EUBREC_1883
ERR1913259.505008__1.505008	1263107__GCA_000436995.1_00213
ERR1913259.505187__1.505187	301302__R5UQW7__ERS852420_02102
ERR1913259.505280__1.505280	1262942__R7QWR9__BN520_01253
ERR1913259.505348__1.505348	40520__A0A3E5EEQ6__ERS852394_00491
ERR1913259.505408__1.505408	626940__E8LBJ5__BN587_01763
ERR1913259.505465__1.505465	1550024__G9RWW8__TQ39_12140
ERR1913259.505466__1.505466	1550024__G9RWW8__TQ39_12140
ERR1913259.505622__1.505622	46228__V8CE24__thiD
ERR1913259.505651__1.505651	239935__A0A2N8HL91__holA
ERR1913259.505707__1.505707	1680__A0A087DLC6__C8077_00815
ERR1913259.506012__1.506012	418240__C6JEJ0__ERS852478_00752
ERR1913259.506014__1.506014	40520__R7DA59__DXC87_14480
ERR1913259.506048__1.506048	40518__R5DY98__mepA_5
ERR1913259.506083__1.506083	33039__A0A174YA68__ribU
ERR1913259.506117__1.506117	39491__C4ZF05__vpr
ERR1913259.506146__1.506146	418240__A0A173XSX9__ERS852523_01591
ERR1913259.506496__1.506496	216816__A0A395XZB7__DXD37_04075
ERR1913259.506715__1.506715	1262882__R5N4P6__BN519_01346
ERR1913259.506819__1.506819	216816__Q8G585__APC1473_0508
ERR1913259.506976__1.506976	2173__A0A1D2WS51__METSMIALI_00230
ERR1913259.507009__1.507009	1681__A0A0H3EBH6__BBNG_00468
ERR1913259.507057__1.507057	1263107__GCA_000436995.1_00214
ERR1913259.507165__1.507165	33039__A0A173VTT4__frdB_1
ERR1913259.507388__1.507388	907__A0A2S0M685__C6Y28_04770
ERR1913259.507678__1.507678	239935__A0A2N8I3G2__CXT89_00720
ERR1913259.508102__1.508102	1681__A0A151C793__DD715_06350
ERR1913259.508172__1.508172	1262882__R5MHQ8__BN519_00707
ERR1913259.508360__1.508360	28025__A0A0L7CYK2__DD683_02425
ERR1913259.509412__1.509412	39491__A0A174M1X5__DXB99_18695
ERR1913259.509658__1.509658	1680__R5GZF2__DXC60_01925
ERR1913259.509677__1.509677	1681__K2H7F8__A0008_1255
ERR1913259.509771__1.509771	1263107__GCA_000436995.1_00208
ERR1913259.509883__1.509883	40518__R5DLW4__thiN
ERR1913259.509909__1.509909	2173__A0A1D2WTV4__Msm_1285
ERR1913259.509924__1.509924	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913259.510076__1.510076	46503__A7AB74__DD461_00855
ERR1913259.510085__1.510085	33043__A0A173X520__ERS852575_01617
ERR1913259.510166__1.510166	39492__D4JRL2__ERS852540_01608
ERR1913259.510168__1.510168	116085__D4J731__DW747_13270
ERR1913259.510192__1.510192	1262911__R6GMZ7__BN557_01741
ERR1913259.510293__1.510293	88431__A0A3D0EWY9__ERS852423_01238
ERR1913259.510329__1.510329	820__A0A3E4QZJ7__C801_01798
ERR1913259.510312__1.510312	40520__R7DA59__DXC87_14480
ERR1913259.510403__1.510403	1680__R5GR82__AD0028_0014
ERR1913259.510548__1.510548	239935__A0A2N8IMC9__CXU09_02095
ERR1913259.511097__1.511097	2173__A0A1D2WUJ0__Msm_1370
ERR1913259.511098__1.511098	28025__A0A0L7CTF0__BAAA27672_05965
ERR1913259.511167__1.511167	28116__F7L9A3__Bovatus_01458
ERR1913259.511169__1.511169	45851__D4RY08__BUTYVIB_00711
ERR1913259.511215__1.511215	357276__I9RCD3__IY41_15070
ERR1913259.511226__1.511226	28052__A0A174Z2D5__mcp2_3
ERR1913259.511480__1.511480	1262736__R5Y3W9__BN496_01449
ERR1913259.511537__1.511537	357276__I9QWN0__ABI39_00335
ERR1913259.511565__1.511565	1262963__R6C7W6__BN718_00713
ERR1913259.511637__1.511637	239935__A0A139TVJ4__CXT86_02020
ERR1913259.511727__1.511727	1308__Q5M5Z8__STACADC2_0257
ERR1913259.512010__1.512010	40520__R7DAY0__RUMOBE_02674
ERR1913259.512154__1.512154	649756__B0P3M8__trmK
ERR1913259.512165__1.512165	1897011__A0A1Q6RH73__BHW41_01885
ERR1913259.512239__1.512239	39488__A0A374NJV6__EUBHAL_02710
ERR1913259.512367__1.512367	187327__G4Q903__ACDG_00440
ERR1913259.512416__1.512416	28111__E5WWI8__HMPREF1016_01036
ERR1913259.512458__1.512458	39491__A0A173SH34__EUR_24920
ERR1913259.512909__1.512909	301302__R5UMB3__M72_01421
ERR1913259.513074__1.513074	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913259.513152__1.513152	39491__A0A173SH34__EUR_24920
ERR1913259.513271__1.513271	39491__A0A395V1Y4__DXB99_08035
ERR1913259.513337__1.513337	649756__L1Q4N9__CL2_26970
ERR1913259.513388__1.513388	1681__A0A0M4LYV0__LMG13195_1571
ERR1913259.513875__1.513875	78345__A0A087BJN2__BMERY_1596
ERR1913259.513885__1.513885	39491__C4Z9Y3__ERS852417_01808
ERR1913259.514068__1.514068	39492__D4JTW6__ERS852540_00220
ERR1913259.514039__1.514039	39485__C4Z6V1__ERS852492_02640
ERR1913259.514175__1.514175	1681__A0A0H2P2G3__B0085_1927
ERR1913259.514268__1.514268	454155__F3QQR2__HMPREF9442_00504
ERR1913259.514336__1.514336	1681__U2CEB2__RY70_929
ERR1913259.514427__1.514427	301301__A0A395V8T7__ERS852391_01243
ERR1913259.514666__1.514666	1680__A7A7Z9__AAX71_05385
ERR1913259.514677__1.514677	39491__A0A395ZHV7__ykvU
ERR1913259.514860__1.514860	1262848__R6UEX2__BN818_00035
ERR1913259.514853__1.514853	239935__A0A2N8IU45__DEF40_02365
ERR1913259.514898__1.514898	649756__A0A174SER1__HMPREF0369_00070
ERR1913259.514903__1.514903	357276__A0A076IS73__GV66_00410
ERR1913259.515010__1.515010	28117__B0MVL5__BHV66_01660
ERR1913259.515265__1.515265	1680__R5GR82__AD0028_0014
ERR1913259.515239__1.515239	1262924__R7HQN1__BN585_00550
ERR1913259.515342__1.515342	216816__B7GQ29__APC1465_1199
ERR1913259.515660__1.515660	1550024__A0A0D8IYY8__TQ39_09180
ERR1913259.515723__1.515723	454154__G5SPP3__HMPREF9441_01326
ERR1913259.515739__1.515739	28025__A0A1C7FUH1__DD688_03890
ERR1913259.515752__1.515752	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913259.515762__1.515762	1897011__A0A1Q6RG95__BHW41_02720
ERR1913259.515785__1.515785	239935__A0A2N8IVR0__CXT87_07115
ERR1913259.516030__1.516030	1680__A0A173Y6N7__yhaH
ERR1913259.516051__1.516051	384638__B7APR1__BACPEC_00667
ERR1913259.516060__1.516060	39485__A0A175A403__EUBELI_20577
ERR1913259.516076__1.516076	1680__A0A173W9E6__C8077_07070
ERR1913259.516272__1.516272	28117__B0MUB4__BHV66_01895
ERR1913259.516303__1.516303	1897011__A0A1Q6RI93__BHW41_01175
ERR1913259.516328__1.516328	1262924__R7HMZ0__BN585_01986
ERR1913259.516446__1.516446	214856__A0A173YXX1__ERS852559_01651
ERR1913259.516489__1.516489	40518__R5DP91__RBL236_00890
ERR1913259.516548__1.516548	33039__D4M6I2__ERS852424_02124
ERR1913259.516541__1.516541	820__A0A139K8N1__ERS852554_00951
ERR1913259.516566__1.516566	39492__D4JWX2__accB
ERR1913259.516778__1.516778	1262777__R5VLP6__BN512_00469
ERR1913259.517132__1.517132	2173__A0A1D2WUJ0__Msm_1370
ERR1913259.517175__1.517175	1263107__GCA_000436995.1_00208
ERR1913259.517233__1.517233	88431__A0A3E5GJ50__DORLON_02273
ERR1913259.517270__1.517270	1656__F2UYI5__HMPREF0059_01140
ERR1913259.517414__1.517414	820__R9I3Q7__HMPREF1072_01668
ERR1913259.517477__1.517477	1262911__R6GIB9__BN557_01439
ERR1913259.517678__1.517678	45851__D4S283__BUTYVIB_02205
ERR1913259.517795__1.517795	216816__D6D9H5__APC1466_0493
ERR1913259.517988__1.517988	40520__A5ZSL9__DXC87_07025
ERR1913259.518103__1.518103	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913259.518292__1.518292	1680__A0A0B5BME4__DXD63_05015
ERR1913259.518709__1.518709	28117__B0MXG8__ALIPUT_01814
ERR1913259.518773__1.518773	418240__A0A174AX68__ERS852478_00844
ERR1913259.519492__1.519492	216816__B3DNW2__BL171B_07980
ERR1913259.519712__1.519712	1343__E3CNF4__comA
ERR1913259.519909__1.519909	1263000__R5EF36__BN466_01303
ERR1913259.519915__1.519915	39492__D4JWB3__EUBSIR_00040
ERR1913259.519916__1.519916	39492__D4JWB3__EUBSIR_00040
ERR1913259.520180__1.520180	1262848__R6U804__BN818_00069
ERR1913259.520340__1.520340	1263107__GCA_000436995.1_00181
ERR1913259.520499__1.520499	818__D7IK38__ERS852430_03017
ERR1913259.520540__1.520540	1550024__A0A0W7TTG8__TQ39_11315
ERR1913259.520561__1.520561	116085__D4J6U4__DW747_08365
ERR1913259.520664__1.520664	1304__A0A0Y1WH36__STRSA0001_0605
ERR1913259.520686__1.520686	1150298__A0A174PC05__ERS852498_00682
ERR1913259.520715__1.520715	357276__I8WAB8__B5F00_08100
ERR1913259.520806__1.520806	39488__A0A173UK14__araC_3
ERR1913259.520907__1.520907	39488__A0A285PT25__EUBHAL_01908
ERR1913259.520913__1.520913	1680__A0A173XYA2__B0703_0121
ERR1913259.521145__1.521145	214856__R6YC22__ERS852447_01215
ERR1913259.521307__1.521307	1262924__R7HRE7__BN585_00055
ERR1913259.521323__1.521323	1685__A0A3D8UE34__NRBB18_0294
ERR1913259.521439__1.521439	39491__A0A174K9A3__DXB69_07785
ERR1913259.521462__1.521462	820__A0A174NUS8__DXC80_12885
ERR1913259.521464__1.521464	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913259.521710__1.521710	39491__A0A396FMF1__EUR_28700
ERR1913259.522110__1.522110	239935__A0A2N8IMD6__CXU03_05585
ERR1913259.522050__1.522050	1263107__GCA_000436995.1_00126
ERR1913259.522057__1.522057	40518__R5DS68__hcpC
ERR1913259.522129__1.522129	1262761__R6RU22__BN606_01110
ERR1913259.522527__1.522527	1262882__R5MEW7__BN519_00010
ERR1913259.522841__1.522841	1680__A1A1R1__BIFADO_00076
ERR1913259.522866__1.522866	40520__A0A395ZYQ3__RUMOBE_02371
ERR1913259.523256__1.523256	267818__A0A0R1PCS1__B8W86_00205
ERR1913259.523508__1.523508	1262736__R5Y6H8__BN496_00405
ERR1913259.523655__1.523655	823__D0TC25__B5F32_04575
ERR1913259.523662__1.523662	39491__A0A173SH34__EUR_24920
ERR1913259.523804__1.523804	1897011__A0A1Q6RI90__BHW41_01230
ERR1913259.523861__1.523861	357276__I9QBT7__BSEG_03340
ERR1913259.523912__1.523912	39491__A0A396FRE7__EUR_27520
ERR1913259.524009__1.524009	39485__A0A174ZLH6__EUBELI_01564
ERR1913259.524100__1.524100	116085__D4J6E9__DW747_15845
ERR1913259.524203__1.524203	216816__B7GNA5__BL71B_04625
ERR1913259.524419__1.524419	1680__A0A3E4SB79__BAD_1517
ERR1913259.524377__1.524377	1261__D3MR67__SAMN05660467_01650
