ERR1913271.7__1.7	1628085__A0A396QTT4__C7386_103139
ERR1913271.438251__1.438251	166486__A0A173VSA0__ROSINTL182_06124
ERR1913271.438266__1.438266	818__Q8A0R7__ERS852461_00039
ERR1913271.438324__1.438324	1262992__R5CZ75__BN795_01422
ERR1913271.438437__1.438437	817__D1JR15__M117_0303
ERR1913271.438457__1.438457	1262899__R7JHD7__BN657_00956
ERR1913271.438476__1.438476	166486__D4L1D8__ROSINTL182_06455
ERR1913271.438505__1.438505	166486__D4L2C3__ERS852572_01686
ERR1913271.438522__1.438522	28117__B0MYW7__ALIPUT_02336
ERR1913271.438805__1.438805	821__A0A174K302__CUU_3129
ERR1913271.439089__1.439089	1263109__GCA_000438135.1_00485
ERR1913271.439093__1.439093	487174__K0WUM9__HMPREF9448_02608
ERR1913271.439102__1.439102	384638__B7APN3__BACPEC_00639
ERR1913271.439253__1.439253	166486__D4L456__rpfG_10
ERR1913271.439344__1.439344	28117__B0MWC6__BHV66_00965
ERR1913271.439395__1.439395	166486__D4KWT3__ROSINTL182_05973
ERR1913271.439683__1.439683	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913271.439865__1.439865	166486__D4L2C5__ERS852572_01688
ERR1913271.439983__1.439983	166486__D4L402__ROSINTL182_05182
ERR1913271.440128__1.440128	821__A0A395UNT8__DXD64_15275
ERR1913271.440144__1.440144	818__A0A0P0F4D0__BT_2503
ERR1913271.440164__1.440164	214856__A0A174FWM7__ERS852559_00590
ERR1913271.440216__1.440216	821__A0A0P0L8F8__ERS852509_03705
ERR1913271.440351__1.440351	214856__A0A174H3U9__ERS852559_00612
ERR1913271.440435__1.440435	1262700__R5XC07__BN695_01332
ERR1913271.440519__1.440519	821__D4VD59__BHV80_04260
ERR1913271.440614__1.440614	39485__A0A174ZQ05__EUBELI_01606
ERR1913271.440615__1.440615	817__A0A0E2SQU5__M067_3544
ERR1913271.440631__1.440631	1262992__R5D546__BN795_00726
ERR1913271.440891__1.440891	214856__A0A175A6T5__ERS852447_02658
ERR1913271.440933__1.440933	487174__K0WVG2__DDY40_00285
ERR1913271.440964__1.440964	214856__A0A174G0N0__ERS852447_02436
ERR1913271.440974__1.440974	818__A0A174VV39__BT_3492
ERR1913271.441228__1.441228	649756__D4MY87__ERS852520_02651
ERR1913271.441502__1.441502	166486__A0A173V5I7__ERS852572_02640
ERR1913271.441748__1.441748	216816__D6D9J4__DPC6320_0487
ERR1913271.441809__1.441809	1150298__A0A174EBT8__ERS852406_01739
ERR1913271.441769__1.441769	487174__K0X3H8__HMPREF9448_02822
ERR1913271.441994__1.441994	818__A0A174VV39__BT_3492
ERR1913271.442011__1.442011	166486__D4KUC4__arcB_1
ERR1913271.442140__1.442140	818__A0A174VV39__BT_3492
ERR1913271.442236__1.442236	166486__D4L449__ROSINTL182_08802
ERR1913271.442293__1.442293	214856__A0A174FW22__ERS852447_02437
ERR1913271.442339__1.442339	43675__D2NQ06__CO690_04880
ERR1913271.442345__1.442345	821__A0A0P0M2J4__DXD46_10295
ERR1913271.442364__1.442364	1235790__S0J8L6__C805_00148
ERR1913271.442403__1.442403	166486__D4KZ24__ROSINTL182_05766
ERR1913271.442506__1.442506	1262992__R5DAK8__BN795_01248
ERR1913271.442599__1.442599	817__A0A015ZG63__M138_3555
ERR1913271.442663__1.442663	818__A0A396DZ59__NCTC13706_00402
ERR1913271.442981__1.442981	1608898__F0ER27__HMPREF3279_03865
ERR1913271.443393__1.443393	166486__D4L337__msbA_4
ERR1913271.443462__1.443462	487174__K0XL60__DDY40_11760
ERR1913271.443598__1.443598	853__A0A173SUU8__CGS54_06840
ERR1913271.443606__1.443606	166486__D4L1D8__ROSINTL182_06455
ERR1913271.443639__1.443639	818__A0A174WSX6__Btheta7330_01915
ERR1913271.443817__1.443817	818__A0A0P0FSA3__ERS852557_00283
ERR1913271.443839__1.443839	1262911__R6H2J2__BN557_01228
ERR1913271.444077__1.444077	28117__R7JJM9__ALIPUT_00662
ERR1913271.444051__1.444051	1318__I1ZKF4__HMPREF9962_0403
ERR1913271.444061__1.444061	458033__GCA_001482755.1_02203
ERR1913271.444185__1.444185	818__A0A1H7K3G1__BSIG_3067
ERR1913271.444350__1.444350	28116__A7M344__BACOV975_04644
ERR1913271.444494__1.444494	817__A0A396EEF1__HMPREF2533_00532
ERR1913271.444537__1.444537	166486__D4KJ71__ERS852572_03479
ERR1913271.444700__1.444700	166486__D4L2C3__ERS852572_01686
ERR1913271.444709__1.444709	853__A0A173T0Y8__CGS54_07215
ERR1913271.444796__1.444796	166486__D4KV78__aroA
ERR1913271.445283__1.445283	671267__R9IB12__C802_00696
ERR1913271.445284__1.445284	218538__C9LPD3__GCWU000321_01411
ERR1913271.445390__1.445390	43675__D2NTB7__recO
ERR1913271.445439__1.445439	39485__A0A174ZBK4__ERS852490_01585
ERR1913271.445486__1.445486	166486__D4KWM6__ERS852572_00729
ERR1913271.445584__1.445584	487174__K0WXG8__DIT83_09300
ERR1913271.445605__1.445605	28116__A7M019__HMPREF1070_01109
ERR1913271.445712__1.445712	166486__C7GCP5__ROSINTL182_07683
ERR1913271.445768__1.445768	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913271.446210__1.446210	817__A0A396EUR3__M116_0725
ERR1913271.446212__1.446212	290053__E6SVC1__Bache_2525
ERR1913271.446410__1.446410	39485__A0A174ZBJ8__speA_2
ERR1913271.446538__1.446538	28117__B0N028__BHV66_05935
ERR1913271.446564__1.446564	39485__C4Z434__tilS
ERR1913271.446597__1.446597	821__C6ZAA5__ERS852556_00403
ERR1913271.447230__1.447230	552398__F4XHD7__HMPREF0866_03041
ERR1913271.447170__1.447170	166486__C7GCP5__ROSINTL182_07683
ERR1913271.447578__1.447578	166486__D4KUC4__arcB_1
ERR1913271.447902__1.447902	853__A0A2A7A4A9__C4N21_14870
ERR1913271.447938__1.447938	39485__A0A174ZQ05__EUBELI_01606
ERR1913271.448080__1.448080	166486__D4KQG8__ERS852572_02379
ERR1913271.448164__1.448164	166486__R6AY46__ROSINTL182_06128
ERR1913271.448165__1.448165	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913271.448188__1.448188	166486__D4KYM4__ERS852572_02981
ERR1913271.448193__1.448193	28116__C3QMW5__M089_4133
ERR1913271.448393__1.448393	818__A0A174V5M6__BT_1963
ERR1913271.448471__1.448471	1262992__R5D586__BN795_00723
ERR1913271.448773__1.448773	1262899__R7JE77__BN657_00867
ERR1913271.448760__1.448760	28117__B0MUB3__ALIPUT_00727
ERR1913271.448719__1.448719	487174__K0X9T7__HMPREF9448_00996
ERR1913271.448881__1.448881	1150298__R7JNQ8__ERS852406_00857
ERR1913271.449219__1.449219	166486__D4KUC8__ERS852572_00958
ERR1913271.449327__1.449327	1099853__G9S6U1__NSB1T_01770
ERR1913271.449350__1.449350	166486__D4L449__ROSINTL182_08802
ERR1913271.449397__1.449397	28117__B0MXG8__ALIPUT_01814
ERR1913271.449551__1.449551	166486__A0A173VSA0__ROSINTL182_06124
ERR1913271.449708__1.449708	674529__R6V9C9__DXB21_16435
ERR1913271.449867__1.449867	1262992__R5DGC6__BN795_00540
ERR1913271.449888__1.449888	1304__F8LL78__A6J87_06705
ERR1913271.450151__1.450151	821__A0A3E4KIM1__M097_3660
ERR1913271.450264__1.450264	28118__F9ZAB2__SAMEA44545918_01079
ERR1913271.450387__1.450387	1318__T0TTB0__strH_1
ERR1913271.450452__1.450452	166486__D4L1D0__ROSINTL182_06446
ERR1913271.450571__1.450571	821__A0A396F9T7__M097_3427
ERR1913271.450656__1.450656	166486__D4L284__ERS852572_01651
ERR1913271.450681__1.450681	1262888__R6PK09__BN582_01874
ERR1913271.450731__1.450731	218538__C9LL79__GCWU000321_00015
ERR1913271.450754__1.450754	218538__C9LM16__csm1
ERR1913271.450778__1.450778	853__C7H1R8__DW905_06675
ERR1913271.450836__1.450836	487174__K0X694__DIT83_09060
ERR1913271.450881__1.450881	1262992__R5DDW9__BN795_00572
ERR1913271.450934__1.450934	40520__A0A3E5A422__RUMOBE_00654
ERR1913271.451033__1.451033	1150298__R7JSS6__ERS852535_01362
ERR1913271.451087__1.451087	216816__B7GPH6__DXC74_08225
ERR1913271.451135__1.451135	166486__C7GCP5__ROSINTL182_07683
ERR1913271.451155__1.451155	1262992__R5DE88__BN795_00202
ERR1913271.451217__1.451217	853__A0A173SUU8__CGS54_06840
ERR1913271.451243__1.451243	818__A0A0N7I9H8__ERS852461_00040
ERR1913271.451552__1.451552	28116__E5C687__DXA80_21890
ERR1913271.451576__1.451576	853__A8S882__C4N23_07600
ERR1913271.451857__1.451857	821__A0A174WBC9__ERS852556_03145
ERR1913271.451896__1.451896	28117__B0MTW8__ALIPUT_00502
ERR1913271.452024__1.452024	818__Q8A7D8__Btheta7330_01478
ERR1913271.452042__1.452042	818__A0A0P0FBI1__NCTC10582_00163
ERR1913271.452086__1.452086	166486__D4KWN4__ERS852572_01865
ERR1913271.452150__1.452150	1304__A0A1V0GIJ4__SALIVB_0248
ERR1913271.452384__1.452384	649756__D4MXQ2__DO83_00240
ERR1913271.452491__1.452491	28117__B0N007__BHV66_10275
ERR1913271.452563__1.452563	817__A0A0E2SZV3__M087_0730
ERR1913271.452752__1.452752	28117__B0MXX2__ALIPUT_01984
ERR1913271.452825__1.452825	28117__B0MYM2__BHV66_04910
ERR1913271.453101__1.453101	818__A0A174VV39__BT_3492
ERR1913271.453352__1.453352	1735__B7C7Q2__EUBIFOR_00200
ERR1913271.453742__1.453742	28116__E5C3L8__DXF98_06270
ERR1913271.453731__1.453731	1150298__A0A174DU21__toxA_3
ERR1913271.453846__1.453846	853__R6QDR1__C4N27_08170
ERR1913271.453937__1.453937	166486__D4KZ45__ROSINTL182_05738
ERR1913271.454099__1.454099	166486__D4L0Q4__ERS852572_03675
ERR1913271.454116__1.454116	1735__B7CE21__EUBIFOR_02456
ERR1913271.454374__1.454374	166486__D4L458__ROSINTL182_07088
ERR1913271.454512__1.454512	817__A0A396EUR3__M116_0725
ERR1913271.454600__1.454600	39777__A0A1V0XAU6__B7L28_02820
ERR1913271.454616__1.454616	28117__B0MXR4__BHV66_08025
ERR1913271.454628__1.454628	166486__R6AY46__ROSINTL182_06128
ERR1913271.454677__1.454677	649756__B0P442__DO83_03915
ERR1913271.454678__1.454678	487174__K0XG81__HMPREF9448_02274
ERR1913271.454841__1.454841	166486__D4L458__ROSINTL182_07088
ERR1913271.454907__1.454907	1318__E8K6L0__NCTC12854_01784
ERR1913271.455052__1.455052	818__A0A3E5HHL6__C799_04659
ERR1913271.455187__1.455187	166486__D4KWR9__dapF_1
ERR1913271.455198__1.455198	853__C7H1R8__DW905_06675
ERR1913271.455237__1.455237	28118__F9ZB50__Odosp_2374
ERR1913271.455277__1.455277	28117__B0MSS1__ALIPUT_00273
ERR1913271.455506__1.455506	1262992__R5DGC6__BN795_00540
ERR1913271.455493__1.455493	166486__A0A173T114__ROSINTL182_05085
ERR1913271.455719__1.455719	818__A0A3E5HHE1__Btheta7330_00796
ERR1913271.456027__1.456027	818__A0A3E5HHE1__Btheta7330_00796
ERR1913271.456120__1.456120	1262873__R6W729__BN605_00395
ERR1913271.456209__1.456209	28118__F9Z3J9__B5F93_07500
ERR1913271.456402__1.456402	214856__A0A174ZLY7__ERS852447_02456
ERR1913271.456404__1.456404	166486__D4KYM4__ERS852572_02981
ERR1913271.456515__1.456515	394340__gyrB
ERR1913271.456590__1.456590	166486__D4KZI1__ERS852572_00422
ERR1913271.456641__1.456641	166486__D4L0G5__ROSINTL182_08176
ERR1913271.456622__1.456622	166486__D4KWR9__dapF_1
ERR1913271.456763__1.456763	1318__I1ZPR4__CYK20_06360
ERR1913271.456827__1.456827	487174__R5EP60__DIT83_09045
ERR1913271.457018__1.457018	818__A0A1H7S810__BJP75_003270
ERR1913271.456989__1.456989	40518__R5DXH2__DXD83_10135
ERR1913271.457072__1.457072	214856__A0A174FWM7__ERS852559_00590
ERR1913271.457105__1.457105	166486__A0A173V5I7__ERS852572_02640
ERR1913271.457169__1.457169	1735__B7C8W2__yqeG
ERR1913271.457319__1.457319	1262792__R6ZL51__BN593_01721
ERR1913271.457334__1.457334	166486__D4KUC4__arcB_1
ERR1913271.457620__1.457620	166486__D4L255__mcp4_5
ERR1913271.457630__1.457630	818__A0A3E5HN77__HMPREF2534_00072
ERR1913271.457794__1.457794	1308__G6EPE2__Y018_01915
ERR1913271.457979__1.457979	818__A0A174TT69__SAMN02910322_02680
ERR1913271.458005__1.458005	214856__A0A174ZEW0__ERS852447_00985
ERR1913271.458024__1.458024	39485__A0A174YQX9__ERS852490_00864
ERR1913271.458527__1.458527	166486__D4L458__ROSINTL182_07088
ERR1913271.458590__1.458590	818__A0A174N1L6__ERS852511_02039
ERR1913271.458668__1.458668	487174__K0XL60__DDY40_11760
ERR1913271.458814__1.458814	28117__B0MU53__ALIPUT_00569
ERR1913271.458980__1.458980	214856__A0A174ZLY7__ERS852447_02456
ERR1913271.459029__1.459029	28117__B0MT86__BHV66_02450
ERR1913271.459101__1.459101	1780376__A0A143XSC4__BN3659_01663
ERR1913271.459469__1.459469	28116__A0A139LL51__B5F02_01570
ERR1913271.459652__1.459652	39485__C4Z2X2__ERS852492_01808
ERR1913271.459753__1.459753	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913271.459808__1.459808	166486__D4KWN4__ERS852572_01865
ERR1913271.459941__1.459941	487174__R5FN40__HMPREF9448_01366
ERR1913271.460227__1.460227	74426__infB
ERR1913271.460594__1.460594	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913271.460737__1.460737	166486__D4KWM9__ROSINTL182_06036
ERR1913271.461051__1.461051	166486__D4L3K7__ERS852572_00904
ERR1913271.461631__1.461631	487174__K0WT65__HMPREF9448_02407
ERR1913271.461792__1.461792	214856__A0A175A6T5__ERS852447_02658
ERR1913271.461871__1.461871	853__A0A174BZY1__xerD_1
ERR1913271.461912__1.461912	216816__C5EBT1__BLIF_1344
ERR1913271.461954__1.461954	166486__D4L255__mcp4_5
ERR1913271.462111__1.462111	649756__E5VJS7__mecR1_3
ERR1913271.462172__1.462172	166486__D4L273__ERS852572_01638
ERR1913271.462409__1.462409	218538__C9LQG6__GCWU000321_01798
ERR1913271.462595__1.462595	1150298__R7JQR1__sipW
ERR1913271.462616__1.462616	216816__A0A1V8QFN0__HMPREF1315_0061
ERR1913271.462735__1.462735	649756__D4N1B5__HMPREF0369_02034
ERR1913271.462800__1.462800	28117__B0MXR4__BHV66_08025
ERR1913271.462980__1.462980	853__A0A173YYY4__DWZ04_09420
ERR1913271.463139__1.463139	166486__D4KZ69__ERS852572_01502
ERR1913271.463272__1.463272	39485__C4Z355__ERS852490_01971
ERR1913271.463551__1.463551	821__A0A0P0LQT3__DXC03_05050
ERR1913271.463802__1.463802	166486__A0A173VSA0__ROSINTL182_06124
ERR1913271.463813__1.463813	817__F7LVE5__HMPREF1066_03880
ERR1913271.463949__1.463949	853__A0A174BZY1__xerD_1
ERR1913271.463961__1.463961	239935__A0A139TPD8__CXU12_11015
ERR1913271.463890__1.463890	1735__B7CAV8__EUBIFOR_01329
ERR1913271.463995__1.463995	818__A0A139KMC9__C799_02694
ERR1913271.464058__1.464058	1262992__R5DDC9__BN795_00492
ERR1913271.464105__1.464105	821__A0A174WBC9__ERS852556_03145
ERR1913271.464271__1.464271	166486__D4KXJ6__ERS852572_00336
ERR1913271.464292__1.464292	818__A0A396EA53__ERS852557_04332
ERR1913271.464340__1.464340	853__A8SCP3__C4N26_07960
ERR1913271.464345__1.464345	28117__R7JPX7__BHV66_00900
ERR1913271.464477__1.464477	166486__D4KW03__ERS852572_03114
ERR1913271.464622__1.464622	214856__A0A174G1M7__ERS852559_00594
ERR1913271.464795__1.464795	218538__C9LQR2__GCWU000321_01894
ERR1913271.464849__1.464849	501571__R8W9A2__SAMN02745978_02235
ERR1913271.465036__1.465036	821__A0A174MBW9__SAMN04487923_10272
ERR1913271.465169__1.465169	166486__D4KVY5__ERS852572_03136
ERR1913271.465311__1.465311	166486__D4L3K7__ERS852572_00904
ERR1913271.465350__1.465350	487174__K0XLV6__DIT83_00940
ERR1913271.465364__1.465364	649756__D4MYP6__DO83_09290
ERR1913271.465380__1.465380	166486__D4KVI9__comEA
ERR1913271.465452__1.465452	817__A0A149MYS4__EC80_0218490
ERR1913271.465479__1.465479	1262899__R7JC07__BN657_00495
ERR1913271.465490__1.465490	28116__D7J6B1__B5F02_07870
ERR1913271.465567__1.465567	166486__D4KWT3__ROSINTL182_05973
ERR1913271.465674__1.465674	166486__D4KZH8__ERS852572_00419
ERR1913271.466018__1.466018	292800__G9YMM4__B5F52_06130
ERR1913271.466081__1.466081	1262948__R7EEL8__BN671_00728
ERR1913271.466203__1.466203	818__A0A0P0F2P7__BT_1771
ERR1913271.466118__1.466118	818__A0A174VV39__BT_3492
ERR1913271.466247__1.466247	487174__K0WYI1__DDY40_08675
ERR1913271.466497__1.466497	166486__A0A173T114__ROSINTL182_05085
ERR1913271.466512__1.466512	821__A0A395UNT8__DXD64_15275
ERR1913271.466549__1.466549	817__A0A015YR67__M130_0551
ERR1913271.466583__1.466583	1150298__A0A174MFD0__degA_1
ERR1913271.466586__1.466586	384638__B7APN3__BACPEC_00639
ERR1913271.466704__1.466704	853__A8SCP3__C4N26_07960
ERR1913271.466636__1.466636	166486__D4KYD7__ERS852572_03817
ERR1913271.466785__1.466785	1780376__A0A143XSC4__BN3659_01663
ERR1913271.466817__1.466817	1262992__R5D733__BN795_00375
ERR1913271.466808__1.466808	1262899__R7JBQ0__BN657_00343
ERR1913271.467077__1.467077	818__R6VB25__BSIG_5053
ERR1913271.467078__1.467078	818__R6VB25__BSIG_5053
ERR1913271.467142__1.467142	1263064__GCA_000431175.1_02924
ERR1913271.467157__1.467157	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913271.467223__1.467223	214856__A0A174ZJU0__ERS852559_00619
ERR1913271.467240__1.467240	166486__D4KX00__ROSINTL182_07577
ERR1913271.467203__1.467203	28116__E5CCI1__HMPREF1070_04782
ERR1913271.467488__1.467488	1262739__R6MRD4__BN659_02013
ERR1913271.467527__1.467527	1262992__R5CWS7__BN795_00754
ERR1913271.467610__1.467610	166486__A0A173V5I7__ERS852572_02640
ERR1913271.467622__1.467622	28117__R7JJM9__ALIPUT_00662
ERR1913271.467738__1.467738	821__A0A395UNT8__DXD64_15275
ERR1913271.467805__1.467805	28117__B0MTV0__BHV66_06395
ERR1913271.467862__1.467862	487174__K0XG34__HMPREF9448_02234
ERR1913271.468012__1.468012	28117__B0MY45__ALIPUT_02164
ERR1913271.468044__1.468044	166486__D4L2Y9__ROSINTL182_06221
ERR1913271.468071__1.468071	817__A0A0E2SQU5__M067_3544
ERR1913271.468156__1.468156	1262888__R6PSC8__BN582_01379
ERR1913271.468355__1.468355	166486__D4L2C3__ERS852572_01686
ERR1913271.468413__1.468413	166486__D4KUC4__arcB_1
ERR1913271.468448__1.468448	218538__C9LM16__csm1
ERR1913271.468574__1.468574	487174__K0WRP3__HMPREF9448_02660
ERR1913271.468866__1.468866	166486__D4L2C3__ERS852572_01686
ERR1913271.468970__1.468970	166486__A0A173T114__ROSINTL182_05085
ERR1913271.469140__1.469140	1150298__A0A174DX06__ERS852498_00491
ERR1913271.469151__1.469151	166486__D4L337__msbA_4
ERR1913271.469183__1.469183	818__A0A139JVX2__ERS852557_01101
ERR1913271.469370__1.469370	552398__F4XCV8__HMPREF0866_01675
ERR1913271.469462__1.469462	166486__D4KVZ2__cbiT
ERR1913271.469633__1.469633	239935__A0A2N8HZZ2__CXU19_04895
ERR1913271.469761__1.469761	28117__B0MU76__ALIPUT_00202
ERR1913271.469807__1.469807	649756__A0A348YI82__ERS852520_03326
ERR1913271.469944__1.469944	166486__D4L1D8__ROSINTL182_06455
ERR1913271.470024__1.470024	28117__B0MYM2__BHV66_04910
ERR1913271.470181__1.470181	208479__A8RTI9__CGC65_15410
ERR1913271.470260__1.470260	487174__K0X694__DIT83_09060
ERR1913271.470397__1.470397	649756__D4MVE0__HMPREF0369_02014
ERR1913271.470481__1.470481	853__A0A174C5M1__CGS58_04460
ERR1913271.470823__1.470823	817__R5RPH9__M109_4569
ERR1913271.470844__1.470844	166486__D4L0E1__ypdA_4
ERR1913271.470929__1.470929	28117__B0MUX7__ALIPUT_00918
ERR1913271.471043__1.471043	853__C7H1R8__DW905_06675
ERR1913271.471253__1.471253	166486__D4KRN9__ERS852572_01822
ERR1913271.471348__1.471348	166486__D4KXZ7__ROSINTL182_05052
ERR1913271.471297__1.471297	487174__K0XLV6__DIT83_00940
ERR1913271.471651__1.471651	218538__C9LQG6__GCWU000321_01798
ERR1913271.471728__1.471728	74426__thrZ
ERR1913271.471751__1.471751	649756__B0NWY5__DO83_02030
ERR1913271.471804__1.471804	817__A0A2M9V8W4__M140_0910
ERR1913271.471870__1.471870	166486__D4KWT3__ROSINTL182_05973
ERR1913271.472050__1.472050	28117__B0MXL6__ALIPUT_01851
ERR1913271.472319__1.472319	649756__A0A174F5S4__ecfA2
ERR1913271.472391__1.472391	166486__D4L402__ROSINTL182_05182
ERR1913271.472422__1.472422	1262992__R5D4S4__BN795_00634
ERR1913271.472436__1.472436	39485__A0A174YQX9__ERS852490_00864
ERR1913271.472569__1.472569	214856__A0A174ZJU0__ERS852559_00619
ERR1913271.472571__1.472571	1262992__R5D046__BN795_01532
ERR1913271.472585__1.472585	853__A0A174BZY1__xerD_1
ERR1913271.472748__1.472748	28117__B0MY82__BHV66_04755
ERR1913271.472810__1.472810	106588__A6NUL8__BACCAP_01900
ERR1913271.472819__1.472819	28116__E5CCI2__M089_3437
ERR1913271.472830__1.472830	1150298__A0A174S2H3__spoIIQ
ERR1913271.472755__1.472755	28117__B0MTH2__ALIPUT_00061
ERR1913271.472887__1.472887	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913271.472907__1.472907	821__A0A395VIK7__BVU_1225
ERR1913271.473064__1.473064	39485__C4Z355__ERS852490_01971
ERR1913271.473176__1.473176	817__D1JR62__M110_0404
ERR1913271.473139__1.473139	166486__C7GFD3__ERS852572_00983
ERR1913271.473270__1.473270	384639__GCA_003096855.1_00996
ERR1913271.473318__1.473318	28117__B0MZ14__ALIPUT_02383
ERR1913271.473410__1.473410	821__A0A174JYD3__ERS852457_02610
ERR1913271.473487__1.473487	1262992__R5DBL4__BN795_01435
ERR1913271.473966__1.473966	214856__A0A174ZB00__ERS852559_00631
ERR1913271.474163__1.474163	1262992__R5DE88__BN795_00202
ERR1913271.474228__1.474228	649756__A0A173TJC0__DO83_00275
ERR1913271.474284__1.474284	166486__D4L273__ERS852572_01638
ERR1913271.474378__1.474378	818__A0A3E5HGB5__ERS852511_02145
ERR1913271.474450__1.474450	28116__E5C3L8__DXF98_06270
ERR1913271.474577__1.474577	102148__E7MMA3__HMPREF9430_00703
ERR1913271.474586__1.474586	166486__D4KXK8__xynB_1
ERR1913271.474702__1.474702	818__A0A3E5HWN5__BSIG_3066
ERR1913271.474806__1.474806	28116__F7L4N5__BACOVA_00137
ERR1913271.474893__1.474893	1318__I1ZNB1__HMPREF1195_01023
ERR1913271.475028__1.475028	1262911__R6H2J2__BN557_01228
ERR1913271.475150__1.475150	821__A0A174WBC9__ERS852556_03145
ERR1913271.475287__1.475287	487174__K0WTV8__DIT83_04385
ERR1913271.475413__1.475413	28117__B0MY45__ALIPUT_02164
ERR1913271.475456__1.475456	166486__D4KPQ7__ROSINTL182_09065
ERR1913271.475512__1.475512	1262992__R5D4Q1__BN795_00660
ERR1913271.475785__1.475785	166486__D4KXZ4__ROSINTL182_05055
ERR1913271.475701__1.475701	818__A0A3E5GY25__NCTC13706_02482
ERR1913271.475866__1.475866	28052__R6KXH8__ERS852451_00168
ERR1913271.475925__1.475925	216816__C5E9A6__mutT4
ERR1913271.476000__1.476000	68891__A0A0F2DY13__dnaK
ERR1913271.476030__1.476030	166486__D4KUC4__arcB_1
ERR1913271.476101__1.476101	818__A0A0P0FSA3__ERS852557_00283
ERR1913271.476301__1.476301	1628085__A0A2U1BHS7__C7386_101494
ERR1913271.476394__1.476394	818__A0A3E5GY25__NCTC13706_02482
ERR1913271.476377__1.476377	487174__K0XBH1__DIT83_01445
ERR1913271.476475__1.476475	1780376__A0A143XQT4__BN3659_01658
ERR1913271.476479__1.476479	818__E5C5U7__SAMN05216253_101163
ERR1913271.476563__1.476563	166486__D4KJ39__ERS852572_02622
ERR1913271.476675__1.476675	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913271.476745__1.476745	1262893__R5GK54__BN782_01557
ERR1913271.476755__1.476755	487174__K0XM88__DDY40_02935
ERR1913271.476849__1.476849	821__A0A3E4KIM1__M097_3660
ERR1913271.476885__1.476885	1262920__R5KD76__BN467_01465
ERR1913271.476953__1.476953	28117__B0MY34__BHV66_05195
ERR1913271.476977__1.476977	853__A0A2A7AXC8__C4N21_14120
ERR1913271.477113__1.477113	357276__I9FRW5__B5F95_21685
