ERR1913199.530__1.530	544645__A0A3E4TGD2__DXC42_03440
ERR1913199.1023965__1.1023965	853__A0A2A7B1Y7__C7K05_11930
ERR1913199.1024283__1.1024283	46503__R6WVN9__HMPREF1078_01964
ERR1913199.1024394__1.1024394	818__A0A2J6AED2__C5Z03_02940
ERR1913199.1024442__1.1024442	357276__I9R4T1__IY41_06800
ERR1913199.1024449__1.1024449	216816__B7GPH6__DXC74_08225
ERR1913199.1024456__1.1024456	1262921__R5LX65__BN473_02310
ERR1913199.1024535__1.1024535	216816__E5Y0K4__B8809_0128
ERR1913199.1024691__1.1024691	357276__I9FRW5__B5F95_21685
ERR1913199.1024754__1.1024754	820__A0A1Y3V743__M093_0235
ERR1913199.1024849__1.1024849	166486__A0A173V5I7__ERS852572_02640
ERR1913199.1024898__1.1024898	821__A0A0P0L8F8__ERS852509_03705
ERR1913199.1024979__1.1024979	301302__A0A173RFF7__yqgN
ERR1913199.1025032__1.1025032	1150298__A0A174PHI0__ERS852498_00826
ERR1913199.1024878__1.1024878	1965646__A0A1Y3WAI2__B5G10_10520
ERR1913199.1025179__1.1025179	821__A0A174AYT0__DXC02_03530
ERR1913199.1025192__1.1025192	1744__A0A2C7Z2B4__PFR_JS4_411
ERR1913199.1025206__1.1025206	671267__R9IEN1__C802_02405
ERR1913199.1025363__1.1025363	821__A0A0P0M5Z6__BVU_0429
ERR1913199.1025495__1.1025495	1263000__R5EXT3__BN466_02213
ERR1913199.1025462__1.1025462	820__A0A174M9V5__M093_0237
ERR1913199.1025531__1.1025531	216816__B7GPE8__I118_0062
ERR1913199.1025778__1.1025778	357276__B6W1Y5__IY41_11405
ERR1913199.1025800__1.1025800	166486__D4KZP0__ERS852572_00486
ERR1913199.1025817__1.1025817	387090__S0FCI9__BACCOPRO_03388
ERR1913199.1025839__1.1025839	1680__A0A0B5BHY4__DXD63_03525
ERR1913199.1025952__1.1025952	823__A0A355XLH0__fepA_1
ERR1913199.1025960__1.1025960	47678__R5UAF6__ERS852494_02966
ERR1913199.1025993__1.1025993	329854__B3CIE6__DXD27_22690
ERR1913199.1026013__1.1026013	821__A0A3E4KIM1__M097_3660
ERR1913199.1025925__1.1025925	820__A0A174R952__DXB48_02570
ERR1913199.1026131__1.1026131	357276__I8VN30__HMPREF1065_03051
ERR1913199.1026331__1.1026331	40520__A0A174HHX4__RUMOBE_03561
ERR1913199.1026363__1.1026363	166486__D4L2C5__ERS852572_01688
ERR1913199.1026410__1.1026410	1680__A0A087DHN0__AL0462_1532
ERR1913199.1026417__1.1026417	410072__A0A174PNM1__ERS852574_03155
ERR1913199.1026421__1.1026421	821__A0A397WGD6__M098_0084
ERR1913199.1026450__1.1026450	820__A0A396EUU8__luxQ_3
ERR1913199.1026519__1.1026519	39491__C4Z9E9__T1815_12341
ERR1913199.1026540__1.1026540	360807__C0FPN7__ERS852444_02993
ERR1913199.1026609__1.1026609	47678__R5U3A7__ERS852494_02965
ERR1913199.1026699__1.1026699	74426__purL
ERR1913199.1026896__1.1026896	820__A0A174GYA8__DXB64_07370
ERR1913199.1026935__1.1026935	357276__I9QBT7__BSEG_03340
ERR1913199.1026963__1.1026963	216816__D6D9A3__BLNIAS_01911
ERR1913199.1026972__1.1026972	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913199.1027074__1.1027074	823__A0A073I748__M096_3057
ERR1913199.1027090__1.1027090	410072__A0A174QU55__luxQ
ERR1913199.1027210__1.1027210	820__A0A174GYA8__DXB64_07370
ERR1913199.1027322__1.1027322	823__D7IRG1__NCTC11152_02276
ERR1913199.1027476__1.1027476	1735__B7CBP2__EUBIFOR_01617
ERR1913199.1027484__1.1027484	821__A0A3E4XY72__NCTC10583_01067
ERR1913199.1027614__1.1027614	458033__GCA_001482755.1_02203
ERR1913199.1027831__1.1027831	821__A0A174AYT0__DXC02_03530
ERR1913199.1027804__1.1027804	1735__B7CEC3__EUBIFOR_02567
ERR1913199.1027810__1.1027810	1628085__A0A1C5YNW1__C7386_101221
ERR1913199.1027820__1.1027820	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913199.1028057__1.1028057	47678__A5ZEA3__ERS852558_00257
ERR1913199.1028140__1.1028140	1680__A0A0C2YPV2__AL0462_1474
ERR1913199.1028149__1.1028149	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913199.1028275__1.1028275	1680__A7A8N9__BBMN23_1271
ERR1913199.1028403__1.1028403	454155__F3QYB1__HMPREF9442_03204
ERR1913199.1028415__1.1028415	1262992__R5CXM7__BN795_01016
ERR1913199.1028537__1.1028537	47678__R5UXY0__CGC64_03535
ERR1913199.1028543__1.1028543	820__A0A139K5A6__DXB48_12175
ERR1913199.1028581__1.1028581	1150298__R7JU23__ERS852498_02342
ERR1913199.1028744__1.1028744	39492__D4JRZ7__smc
ERR1913199.1028829__1.1028829	47678__R5UAG4__DW706_17045
ERR1913199.1028864__1.1028864	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913199.1028865__1.1028865	28026__A0A396BA17__DXC83_09095
ERR1913199.1028919__1.1028919	371601__A0A1H4AKU1__BXY_45200
ERR1913199.1029014__1.1029014	204516__U6RAM4__HMPREF1534_03439
ERR1913199.1029142__1.1029142	39491__A0A173VYV1__DXC13_02710
ERR1913199.1029330__1.1029330	166486__D4L2T9__lytM
ERR1913199.1029404__1.1029404	1262948__R7EBD6__BN671_01768
ERR1913199.1029462__1.1029462	39491__C4ZGN3__DXB99_14175
ERR1913199.1029473__1.1029473	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913199.1029456__1.1029456	820__A0A174QT76__B5G17_18060
ERR1913199.1029703__1.1029703	853__A8SCP3__C4N26_07960
ERR1913199.1029872__1.1029872	39490__U2NW65__phoR_2
ERR1913199.1029883__1.1029883	28052__R7NCN8__ERS852499_00866
ERR1913199.1030238__1.1030238	166486__D4KZY5__ROSINTL182_07635
ERR1913199.1030691__1.1030691	821__A0A174ALF2__BvMPK_3016
ERR1913199.1030787__1.1030787	820__A0A3E5E0T0__ERS852554_00312
ERR1913199.1030914__1.1030914	853__C7H7F5__DWZ46_01780
ERR1913199.1031056__1.1031056	820__R9HP61__DXC91_01090
ERR1913199.1031129__1.1031129	387090__S0F3Z2__BACCOPRO_00057
ERR1913199.1031148__1.1031148	1680__A0A173XYA2__B0703_0121
ERR1913199.1031265__1.1031265	1680__A0A0C2YNK5__BADO_0780
ERR1913199.1031586__1.1031586	47678__R5UUB1__DXB67_02860
ERR1913199.1031643__1.1031643	46503__R6Y449__ERS852463_00137
ERR1913199.1031644__1.1031644	821__E5UPR6__SAMN04487923_101768
ERR1913199.1031679__1.1031679	357276__I9QWD4__DXD47_15075
ERR1913199.1031684__1.1031684	301302__R5VFW5__M72_26781
ERR1913199.1031742__1.1031742	39491__A0A396FUZ3__phoR_1
ERR1913199.1031786__1.1031786	1735__B7CD84__EUBIFOR_02163
ERR1913199.1031870__1.1031870	39488__A0A174CKH9__EUBHAL_00342
ERR1913199.1032112__1.1032112	166486__D4L2Y9__ROSINTL182_06221
ERR1913199.1032449__1.1032449	823__A0A395YZ10__NCTC11152_02955
ERR1913199.1032498__1.1032498	47678__R5UUD7__bga_1
ERR1913199.1032590__1.1032590	823__A0A073I9P2__CF162_18000
ERR1913199.1032687__1.1032687	47678__R5U9Z0__HMPREF1061_03210
ERR1913199.1032688__1.1032688	28052__R7NCE0__ERS852499_00449
ERR1913199.1032869__1.1032869	1263109__GCA_000438135.1_01182
ERR1913199.1032886__1.1032886	147206__GCF_000156215.1_01776
ERR1913199.1033319__1.1033319	216816__D6DBD5__DXC32_04335
ERR1913199.1033389__1.1033389	821__I9R3W6__DXC16_12455
ERR1913199.1033392__1.1033392	823__A0A174XJM9__CEQ22_007230
ERR1913199.1033910__1.1033910	853__A0A3E2U7E6__ERS852582_01640
ERR1913199.1033925__1.1033925	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913199.1033974__1.1033974	821__A0A3E4HP25__SAMN04487923_102450
ERR1913199.1034051__1.1034051	47678__A5ZI88__BACCAC_02617
ERR1913199.1034021__1.1034021	357276__B6W1Y1__BSEG_03960
ERR1913199.1034234__1.1034234	360807__C0FVV2__RIL183_27361
ERR1913199.1034404__1.1034404	39491__C4ZCH3__EUR_17560
ERR1913199.1034453__1.1034453	820__A0A173W419__DXC68_17760
ERR1913199.1034509__1.1034509	823__A6LHU5__M092_0203
ERR1913199.1034580__1.1034580	216816__C5E9N8__DD678_02795
ERR1913199.1034627__1.1034627	454155__F3QS52__HMPREF9442_01007
ERR1913199.1034768__1.1034768	983706__A0A087CNP1__BREU_2273
ERR1913199.1034806__1.1034806	166486__C7GCP5__ROSINTL182_07683
ERR1913199.1034810__1.1034810	216816__Q8G5T7__HMPREF0175_0394
ERR1913199.1034962__1.1034962	357276__I9QBT7__BSEG_03340
ERR1913199.1034966__1.1034966	47678__A5ZF31__DXB67_11050
ERR1913199.1035025__1.1035025	1680__A1A0V3__C8077_03025
ERR1913199.1035063__1.1035063	39492__B0MNL5__phoR_1
ERR1913199.1035134__1.1035134	821__A0A173WG51__BVU_2549
ERR1913199.1035237__1.1035237	357276__A0A076IXE0__HMPREF1064_04364
ERR1913199.1035400__1.1035400	820__A0A3E4RTP0__C801_01067
ERR1913199.1035422__1.1035422	820__A0A139KIL9__DXC68_05945
ERR1913199.1035437__1.1035437	301302__A0A0M6WF57__M72_22681
ERR1913199.1035467__1.1035467	556259__I0PXW0__BSGG_5187
ERR1913199.1035543__1.1035543	310297__B5D252__BACPLE_03055
ERR1913199.1035720__1.1035720	544645__A0A1Y3VYF4__DXC42_05190
ERR1913199.1035790__1.1035790	818__A0A3E5HN72__C799_03359
ERR1913199.1035798__1.1035798	39492__D4JX05__EUBSIR_01678
ERR1913199.1035801__1.1035801	39492__D4JX05__EUBSIR_01678
ERR1913199.1035807__1.1035807	821__A0A0P0M2J4__DXD46_10295
ERR1913199.1035922__1.1035922	818__A0A0P0F4D0__BT_2503
ERR1913199.1035954__1.1035954	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913199.1035972__1.1035972	387090__S0F4V5__BACCOPRO_00731
ERR1913199.1036076__1.1036076	820__A0A174F0C1__nreB
ERR1913199.1036297__1.1036297	1150298__A0A174GQV8__ERS852406_02454
ERR1913199.1036330__1.1036330	1628085__A0A2U1BC41__C7386_10839
ERR1913199.1036506__1.1036506	166486__A0A1Q6S852__ERS852572_03466
ERR1913199.1036657__1.1036657	1262743__R5C054__BN727_01980
ERR1913199.1036763__1.1036763	39491__A0A395ZDC6__addB
ERR1913199.1036913__1.1036913	46503__A7AHD3__DXB85_00810
ERR1913199.1036878__1.1036878	216816__A0A061M1M5__HMPREF0177_01046
ERR1913199.1036891__1.1036891	820__A0A174CK74__DXB48_07060
ERR1913199.1036892__1.1036892	820__A0A396EWL3__ERS417307_03868
ERR1913199.1036976__1.1036976	820__A0A173WUD7__DXB48_08055
ERR1913199.1037041__1.1037041	329854__R5MCT6__BACINT_04189
ERR1913199.1037356__1.1037356	487174__R5EPJ7__HMPREF9448_00444
ERR1913199.1037388__1.1037388	821__A6L0C7__ERS852556_03520
ERR1913199.1037450__1.1037450	165179__D1PCL6__DXB80_13435
ERR1913199.1037528__1.1037528	821__D4VD59__BHV80_04260
ERR1913199.1037684__1.1037684	301302__A0A0M6WYM9__ERS852420_02669
ERR1913199.1037938__1.1037938	821__A0A174T998__DXB82_10860
ERR1913199.1037876__1.1037876	821__A0A3E4XY72__NCTC10583_01067
ERR1913199.1038338__1.1038338	357276__A0A0K2HDV9__DXD47_02600
ERR1913199.1038372__1.1038372	1680__A0A0B5BHY4__DXD63_03525
ERR1913199.1038380__1.1038380	818__A0A1H7L4U6__BSIG_3287
ERR1913199.1038505__1.1038505	360807__C0FYL6__ROSEINA2194_03855
ERR1913199.1038588__1.1038588	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913199.1038688__1.1038688	310298__B3JQJ5__BACCOP_04231
ERR1913199.1038837__1.1038837	47678__R5U8Y1__BACCAC_02615
ERR1913199.1038767__1.1038767	820__A0A174F0C1__nreB
ERR1913199.1038780__1.1038780	357276__I8WEY2__ABI39_04185
ERR1913199.1039047__1.1039047	820__A0A173WUD7__DXB48_08055
ERR1913199.1039060__1.1039060	166486__D4KPQ7__ROSINTL182_09065
ERR1913199.1038981__1.1038981	820__A0A078S4C2__ERS417307_00828
ERR1913199.1039204__1.1039204	357276__A0A0K2HG61__BACDOR_02028
ERR1913199.1039374__1.1039374	820__A0A139K1Y6__DXB48_02610
ERR1913199.1039449__1.1039449	47678__R5U7T0__CGC64_00755
ERR1913199.1039403__1.1039403	823__A0A355XN73__DXC05_07000
ERR1913199.1039418__1.1039418	1262743__R5C054__BN727_01980
ERR1913199.1039687__1.1039687	166486__D4KPQ7__ROSINTL182_09065
ERR1913199.1039699__1.1039699	46503__R6X6Y1__DCY29_15600
ERR1913199.1039847__1.1039847	821__A0A174NM17__lacZ_6
ERR1913199.1040039__1.1040039	301302__A0A173T010__M72_26571
ERR1913199.1040052__1.1040052	61171__B9Y5T9__HOLDEFILI_01171
ERR1913199.1040267__1.1040267	821__A6L0C7__ERS852556_03520
ERR1913199.1040342__1.1040342	853__A0A2A7B1Y7__C7K05_11930
ERR1913199.1040417__1.1040417	818__A0A174TT69__SAMN02910322_02680
ERR1913199.1040419__1.1040419	853__A8SCP3__C4N26_07960
ERR1913199.1040467__1.1040467	821__A6L0C7__ERS852556_03520
ERR1913199.1040483__1.1040483	28026__A0A267WJP6__AW18_01035
ERR1913199.1040502__1.1040502	301302__R5ULT1__ERS852420_02174
ERR1913199.1040575__1.1040575	39486__G1WX25__DXD84_13390
ERR1913199.1040787__1.1040787	88431__A0A3D0F2C1__DORLON_02135
ERR1913199.1040808__1.1040808	39488__A0A174HCB2__ERS852450_02287
ERR1913199.1040848__1.1040848	1680__A0A374QDL4__LMG18897_0432
ERR1913199.1041199__1.1041199	823__A0A174U5E4__BDI_3390
ERR1913199.1041223__1.1041223	39488__A0A173RXS4__ribF
ERR1913199.1041348__1.1041348	820__A0A139K4W1__M093_0353
ERR1913199.1041386__1.1041386	218538__C9LR41__GCWU000321_00309
ERR1913199.1041453__1.1041453	166486__D4KXB5__ROSINTL182_05909
ERR1913199.1041466__1.1041466	1862668__GCA_001945525.1_00022
ERR1913199.1041472__1.1041472	301302__R5USZ5__dus_2
ERR1913199.1041473__1.1041473	39491__A0A173VYV1__DXC13_02710
ERR1913199.1041506__1.1041506	47678__R5U2W6__CGC64_03455
ERR1913199.1041698__1.1041698	301302__R5UPN9__M72_25701
ERR1913199.1041784__1.1041784	820__R9HP61__DXC91_01090
ERR1913199.1041889__1.1041889	357276__A0A076IS73__GV66_00410
ERR1913199.1041985__1.1041985	47678__R5UAF6__ERS852494_02966
ERR1913199.1041968__1.1041968	1735__B7CCE4__EUBIFOR_01871
ERR1913199.1042040__1.1042040	821__A0A3E4WAR6__DXD64_10735
ERR1913199.1042138__1.1042138	823__D7ILK2__ERS852380_00031
ERR1913199.1042390__1.1042390	820__A0A3E5E0T0__ERS852554_00312
ERR1913199.1042419__1.1042419	47678__R5UBT0__CGC64_12195
ERR1913199.1042464__1.1042464	1262743__R5C054__BN727_01980
ERR1913199.1042717__1.1042717	357276__I9QBT7__BSEG_03340
ERR1913199.1042814__1.1042814	823__C7X996__DD466_12595
ERR1913199.1042927__1.1042927	28026__A0A3E5HSU4__DXD71_06220
ERR1913199.1043049__1.1043049	821__A0A174TD86__C800_00949
ERR1913199.1043164__1.1043164	47678__R5U8S9__DW706_06260
ERR1913199.1043203__1.1043203	47678__R5UXJ2__DW706_08325
ERR1913199.1043222__1.1043222	853__E2ZJT1__C4N23_03535
ERR1913199.1043391__1.1043391	39486__A0A3E4F9T0__DXD82_02480
ERR1913199.1043517__1.1043517	357276__I9G0T7__BACDOR_04266
ERR1913199.1043541__1.1043541	39491__A0A395UVM9__DXB76_04540
ERR1913199.1043909__1.1043909	357276__I9F327__DXD47_22495
ERR1913199.1043949__1.1043949	410072__A0A174CHL0__ERS852574_02022
ERR1913199.1044072__1.1044072	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913199.1044116__1.1044116	74426__pdxS
ERR1913199.1044138__1.1044138	1262743__R5C054__BN727_01980
ERR1913199.1044145__1.1044145	47678__R5U9Z6__HMPREF1061_03205
ERR1913199.1044252__1.1044252	821__D4VC51__M099_1508
ERR1913199.1044263__1.1044263	33905__A0A0C2Z570__CQR47_0419
ERR1913199.1044447__1.1044447	1472761__GCA_002159295.1_01982
ERR1913199.1044475__1.1044475	853__A8SCP3__C4N26_07960
ERR1913199.1044518__1.1044518	47678__A5ZEA3__ERS852558_00257
ERR1913199.1044937__1.1044937	821__C6ZAA5__ERS852556_00403
ERR1913199.1044886__1.1044886	418240__C6J887__ERS852523_03392
ERR1913199.1045042__1.1045042	410072__C0BF75__ERS852389_02248
ERR1913199.1045020__1.1045020	823__A0A355XIK0__CEQ22_011965
ERR1913199.1045227__1.1045227	820__A0A173YYG4__evgS_3
ERR1913199.1045254__1.1045254	357276__D1K526__GV66_17250
ERR1913199.1045320__1.1045320	357276__B6W5Q7__DXD47_13945
ERR1913199.1045333__1.1045333	216816__B7GTR6__BLD_0992
ERR1913199.1045465__1.1045465	821__A0A174WBC9__ERS852556_03145
ERR1913199.1045745__1.1045745	410072__A0A173YGR9__ERS852389_00952
ERR1913199.1045736__1.1045736	820__A0A374Q4X1__HMPREF2141_02370
ERR1913199.1045937__1.1045937	1680__A0A076JM61__DXD63_05245
ERR1913199.1045964__1.1045964	46503__R6Y4W3__DXB85_01650
ERR1913199.1045995__1.1045995	820__A0A3E4VZY4__ERS852554_01211
ERR1913199.1046084__1.1046084	216816__A0A1V8QFN0__HMPREF1315_0061
ERR1913199.1046205__1.1046205	821__A6L0C7__ERS852556_03520
ERR1913199.1046935__1.1046935	1735__B7CCE4__EUBIFOR_01871
ERR1913199.1046995__1.1046995	357276__B6VW91__BACDOR_01584
ERR1913199.1047148__1.1047148	301302__R5UKP4__cbiT
ERR1913199.1047361__1.1047361	387090__S0FCI9__BACCOPRO_03388
ERR1913199.1047404__1.1047404	310298__B3JQJ5__BACCOP_04231
ERR1913199.1047420__1.1047420	853__D4K7X0__DW905_09540
ERR1913199.1047549__1.1047549	47678__A5ZEA3__ERS852558_00257
ERR1913199.1047605__1.1047605	28118__F9ZBV2__NCTC10826_00352
ERR1913199.1047710__1.1047710	301302__A0A0M6WRT7__ERS852420_02104
ERR1913199.1048102__1.1048102	357276__A0A076IYG1__B5F95_22465
ERR1913199.1048166__1.1048166	357276__A0A076ITU4__EL88_22160
ERR1913199.1048199__1.1048199	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913199.1048204__1.1048204	292800__A0A174VVP8__patB_3
ERR1913199.1048393__1.1048393	166486__C7GCP5__ROSINTL182_07683
ERR1913199.1048399__1.1048399	166486__D4KVI9__comEA
ERR1913199.1048485__1.1048485	853__A0A173YYY4__DWZ04_09420
ERR1913199.1048520__1.1048520	487174__K0X429__HMPREF9448_00932
ERR1913199.1048597__1.1048597	820__A0A139K5A6__DXB48_12175
ERR1913199.1048605__1.1048605	39496__A5Z8N9__EUBVEN_02081
ERR1913199.1048619__1.1048619	39486__B0G868__DXD84_08295
ERR1913199.1048670__1.1048670	357276__A0A076IN30__DXD47_09350
ERR1913199.1048784__1.1048784	820__A0A3E5BMG9__DXD40_05130
ERR1913199.1048988__1.1048988	487174__K0XEB6__DDY40_08400
ERR1913199.1048990__1.1048990	371601__I9JE01__BN891_22780
ERR1913199.1049135__1.1049135	821__E5UY21__C800_02204
ERR1913199.1049186__1.1049186	1680__A7A4N3__ERS852382_00779
ERR1913199.1049244__1.1049244	821__A0A397WGD6__M098_0084
ERR1913199.1049700__1.1049700	1261__D3MR67__SAMN05660467_01650
ERR1913199.1049623__1.1049623	47678__R5U325__HMPREF1061_03209
ERR1913199.1049739__1.1049739	1680__R5GZJ8__BSTER_1195
ERR1913199.1049743__1.1049743	357276__I9F327__DXD47_22495
ERR1913199.1049817__1.1049817	410072__A0A3E4GRE0__DXD67_07105
ERR1913199.1049838__1.1049838	329854__R5MCA7__DXD57_10010
ERR1913199.1049932__1.1049932	1262743__R5C054__BN727_01980
ERR1913199.1050305__1.1050305	166486__D4L1H3__sacC
ERR1913199.1050337__1.1050337	216816__D6D9H5__APC1466_0493
ERR1913199.1050343__1.1050343	820__A0A3E4VZY4__ERS852554_01211
ERR1913199.1050570__1.1050570	166486__A0A173V5I7__ERS852572_02640
ERR1913199.1050621__1.1050621	166486__D4L0E1__ypdA_4
ERR1913199.1050660__1.1050660	853__E2ZJT1__C4N23_03535
ERR1913199.1050944__1.1050944	357276__I8WPR6__EL88_06675
ERR1913199.1051073__1.1051073	821__A0A3E4XY72__NCTC10583_01067
ERR1913199.1051037__1.1051037	47678__R5UAI1__BACCAC_01922
ERR1913199.1051041__1.1051041	487174__K0X591__DDY40_01805
ERR1913199.1051146__1.1051146	118748__GCF_000177375.1_00534
ERR1913199.1051163__1.1051163	47678__R5UU25__DXB67_16190
ERR1913199.1051296__1.1051296	820__A0A374MMF0__HMPREF1073_03811
ERR1913199.1051313__1.1051313	820__A0A174FUG6__DXC91_11265
ERR1913199.1051461__1.1051461	1680__A7A7Z9__AAX71_05385
ERR1913199.1051648__1.1051648	820__A0A374QGD2__ERS852421_02382
ERR1913199.1051908__1.1051908	821__A0A174JYD3__ERS852457_02610
ERR1913199.1052012__1.1052012	33039__D4M379__selB
ERR1913199.1052183__1.1052183	28026__A0A3E5HLJ8__BPSE_0576
ERR1913199.1052193__1.1052193	216816__B3DQ11__APC1466_1528
ERR1913199.1052221__1.1052221	216816__B3DNW2__BL171B_07980
ERR1913199.1052225__1.1052225	216816__A0A396FVC5__BL71B_00290
ERR1913199.1052315__1.1052315	357276__I9QBT7__BSEG_03340
ERR1913199.1052513__1.1052513	820__A0A3E4FZM1__adaA_2
ERR1913199.1052568__1.1052568	46503__A7AHZ8__PARMER_03051
ERR1913199.1052572__1.1052572	821__R9HFW2__DXD01_00365
ERR1913199.1052663__1.1052663	301302__R5UKF2__M72_19701
ERR1913199.1053095__1.1053095	47678__A5ZLX1__C5Z00_04825
ERR1913199.1053169__1.1053169	301302__R5UUM8__ganB_1
ERR1913199.1053137__1.1053137	821__A0A396F598__CUU_3259
ERR1913199.1053369__1.1053369	46503__R6Y4W3__DXB85_01650
ERR1913199.1053389__1.1053389	821__A0A396F598__CUU_3259
ERR1913199.1053427__1.1053427	820__A0A139KEW8__DXB64_06405
ERR1913199.1053452__1.1053452	47678__R5U2W6__CGC64_03455
ERR1913199.1053564__1.1053564	357276__C3RA36__HMPREF1065_03270
ERR1913199.1053681__1.1053681	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913199.1053854__1.1053854	820__A0A174R952__DXB48_02570
ERR1913199.1054017__1.1054017	1263107__GCA_000436995.1_00030
ERR1913199.1054103__1.1054103	357276__B6VYT9__HMPREF1063_05030
ERR1913199.1054200__1.1054200	1150298__R7JV71__ERS852498_00755
ERR1913199.1054320__1.1054320	410072__A0A3E4GPD6__DXD67_10205
ERR1913199.1054354__1.1054354	301302__A0A173T248__M72_19091
ERR1913199.1054420__1.1054420	626930__F3PT98__HMPREF9446_01965
ERR1913199.1054790__1.1054790	39491__A0A396FSR4__ERS852580_02287
ERR1913199.1054863__1.1054863	28026__A0A396BEF1__DXD43_08450
ERR1913199.1054931__1.1054931	74426__purL
ERR1913199.1054937__1.1054937	418240__A0A174SL99__ERS852478_00007
ERR1913199.1055006__1.1055006	39496__A5Z612__EUBVEN_01144
ERR1913199.1054995__1.1054995	47678__R5U8Y1__BACCAC_02615
ERR1913199.1055044__1.1055044	649756__A0A173R860__DO83_09130
ERR1913199.1055272__1.1055272	166486__D4L1D0__ROSINTL182_06446
ERR1913199.1055286__1.1055286	823__A0A355WYX8__CF162_07950
ERR1913199.1055292__1.1055292	357276__I9QWD4__DXD47_15075
ERR1913199.1055308__1.1055308	39491__A0A174K265__DXB76_05915
ERR1913199.1055496__1.1055496	88431__A0A174EMW0__thiD_1
ERR1913199.1055606__1.1055606	39496__A5Z4B0__EUBVEN_00535
ERR1913199.1055661__1.1055661	823__A0A355XF06__B5F32_11480
ERR1913199.1055803__1.1055803	28118__R6FC01__fepE
ERR1913199.1055772__1.1055772	357276__B6W1Y1__BSEG_03960
ERR1913199.1055845__1.1055845	820__A0A173YYG4__evgS_3
ERR1913199.1055858__1.1055858	47678__A5ZEP5__CGC64_03450
ERR1913199.1055947__1.1055947	357276__B6W1Y1__BSEG_03960
ERR1913199.1055995__1.1055995	454155__F3QX32__HMPREF9442_02766
ERR1913199.1056007__1.1056007	1680__A0A3E4SB79__BAD_1517
ERR1913199.1056046__1.1056046	823__A6LB63__M095_1847
ERR1913199.1056247__1.1056247	820__A0A173YYG4__evgS_3
ERR1913199.1056275__1.1056275	649756__L1Q497__ERS852571_03051
ERR1913199.1056379__1.1056379	357276__I9QWN0__ABI39_00335
ERR1913199.1056511__1.1056511	216816__A0A2N0SME6__BLIF_1881
ERR1913199.1056524__1.1056524	823__A0A355XKQ8__DHP27_04010
ERR1913199.1056824__1.1056824	33039__D4M5J1__spoIIIAE_2
ERR1913199.1056969__1.1056969	1680__A0A374QDL4__LMG18897_0432
ERR1913199.1057021__1.1057021	39488__C0EX25__DXD91_11965
ERR1913199.1057077__1.1057077	357276__D1JYA3__BSEG_00395
ERR1913199.1057223__1.1057223	47678__R5V127__HMPREF1061_04334
ERR1913199.1057191__1.1057191	47678__R5UG30__ERS852558_03525
ERR1913199.1057310__1.1057310	33039__A0A173TYC0__cobB_2
ERR1913199.1057414__1.1057414	28118__R6EZY7__B5F99_12680
ERR1913199.1057450__1.1057450	820__A0A139K1Y6__DXB48_02610
ERR1913199.1057452__1.1057452	357276__B6VUQ5__B5F00_10940
ERR1913199.1057477__1.1057477	357276__I9RHT4__EL88_09235
ERR1913199.1057503__1.1057503	823__A0A355XIK0__CEQ22_011965
ERR1913199.1057530__1.1057530	853__A0A174C5M1__CGS58_04460
ERR1913199.1057622__1.1057622	39491__A0A396FNY7__LD38_16155
ERR1913199.1057624__1.1057624	418240__A0A174MZV1__ERS852523_01489
ERR1913199.1057681__1.1057681	387090__S0F4F9__BACCOPRO_00490
ERR1913199.1057771__1.1057771	853__R6QDR1__C4N27_08170
ERR1913199.1057791__1.1057791	216816__A0A133LQN7__BL15B_00780
ERR1913199.1057793__1.1057793	820__A0A3E4VZY4__ERS852554_01211
