ERR1913196.134__1.134	301302__R5UIY5__M72_17461
ERR1913196.510720__1.510720	1262924__R7HTA4__BN585_00391
ERR1913196.510778__1.510778	165179__A0A3E5AAM8__DXB80_10240
ERR1913196.511195__1.511195	1284775__A0A095Y649__HMPREF1640_07125
ERR1913196.511202__1.511202	1262929__R6EV27__BN691_00137
ERR1913196.511469__1.511469	301302__R5UL57__ERS852420_00622
ERR1913196.511659__1.511659	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913196.511825__1.511825	2024222__A0A255T0W2__CIK99_03190
ERR1913196.511833__1.511833	552398__F4XCQ4__HMPREF0866_01621
ERR1913196.511899__1.511899	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913196.512151__1.512151	214856__A0A173ZZ16__umuC_2
ERR1913196.512278__1.512278	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.512289__1.512289	301302__A0A173RFF7__yqgN
ERR1913196.512455__1.512455	39491__A0A396FF66__DXD95_01810
ERR1913196.512574__1.512574	165179__R6BPK1__DXB80_04445
ERR1913196.512663__1.512663	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913196.512717__1.512717	100886__A0A174HN43__ERS852383_04112
ERR1913196.512896__1.512896	28117__B0MTW8__ALIPUT_00502
ERR1913196.513024__1.513024	165179__D1PGD2__DXC61_10875
ERR1913196.513541__1.513541	165179__A0A3E5DR10__DXC61_03505
ERR1913196.513547__1.513547	28132__D9RV83__HMPREF0660_00835
ERR1913196.513644__1.513644	1262882__R5MHQ8__BN519_00707
ERR1913196.513662__1.513662	1262882__R5N4I5__BN519_01288
ERR1913196.513815__1.513815	301302__A0A173TZN3__M72_00321
ERR1913196.513823__1.513823	33043__A0A173YUV6__ERS852386_00507
ERR1913196.514236__1.514236	165179__D1PCY7__DXB80_02765
ERR1913196.514401__1.514401	1263044__GCA_000433375.1_00023
ERR1913196.514385__1.514385	1262929__R6F9R1__BN691_00465
ERR1913196.514613__1.514613	165179__D1PGU8__PREVCOP_06463
ERR1913196.514767__1.514767	28052__A0A174JEB6__ERS852499_01024
ERR1913196.514951__1.514951	165179__A0A3E5DWQ1__DXB80_06635
ERR1913196.514997__1.514997	1628085__A0A2U1B7S9__C7386_11634
ERR1913196.515155__1.515155	39485__C4Z2X2__ERS852492_01808
ERR1913196.515160__1.515160	165179__R6B8D8__DXC61_09245
ERR1913196.515239__1.515239	301302__A0A173SF21__M72_12691
ERR1913196.515392__1.515392	1160721__R6U304__BHW50_05725
ERR1913196.515691__1.515691	165179__A0A3E5AF88__DXC61_14960
ERR1913196.515971__1.515971	649756__D4MX84__ERS852520_02352
ERR1913196.515979__1.515979	165179__D1PDJ4__DXB80_08505
ERR1913196.515991__1.515991	301302__R5UPH9__M72_00521
ERR1913196.516250__1.516250	39491__R6TQ09__DXC13_03010
ERR1913196.516283__1.516283	1262882__R5MYI1__BN519_00416
ERR1913196.516558__1.516558	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.516584__1.516584	165179__A0A3E5EB26__CFT61_02800
ERR1913196.516849__1.516849	165179__W1I4H6__DXB80_13655
ERR1913196.516937__1.516937	165179__D1PGD2__DXC61_10875
ERR1913196.517097__1.517097	39491__A0A396FRE7__EUR_27520
ERR1913196.517117__1.517117	820__A0A3E4WCX3__C801_02709
ERR1913196.517251__1.517251	165179__A0A3E5E6S6__DXB80_07575
ERR1913196.517282__1.517282	39491__A0A0M6WWT1__dus_2
ERR1913196.517344__1.517344	1680__A0A174BEE7__BSTER_1311
ERR1913196.517346__1.517346	2024223__A0A255TFB9__CIL02_01190
ERR1913196.517457__1.517457	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.517511__1.517511	165179__A0A229I1J2__DXB80_03950
ERR1913196.517571__1.517571	649756__D4MZ64__ERS852425_00811
ERR1913196.517734__1.517734	1262882__R5N1L4__BN519_00757
ERR1913196.517910__1.517910	1262882__R5MXW0__BN519_00317
ERR1913196.518088__1.518088	39488__A0A173SMQ7__EUBHAL_00819
ERR1913196.518147__1.518147	165179__A0A3E5DV57__DXB80_11400
ERR1913196.518148__1.518148	40518__R5DLM5__RB5AMG_00422
ERR1913196.518307__1.518307	901__B6WUW8__DESPIGER_1921
ERR1913196.518496__1.518496	165179__A0A3E5DY64__CFT61_10025
ERR1913196.518576__1.518576	165179__A0A3E5A554__DXB80_13805
ERR1913196.518778__1.518778	301302__R5V5K3__M72_10541
ERR1913196.518885__1.518885	649756__L1PU84__ERS852571_01295
ERR1913196.519220__1.519220	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.519435__1.519435	2022527__A0A264YA64__CHL74_01995
ERR1913196.519585__1.519585	1683__A0A126SUE9__BIFANG_03659
ERR1913196.519594__1.519594	165179__D1PDG7__DXB80_11180
ERR1913196.519609__1.519609	1262929__R6F558__BN691_01421
ERR1913196.519885__1.519885	165179__A0A3E5EDP4__DXB80_05800
ERR1913196.519916__1.519916	165179__A0A3E4SID1__DXB80_01945
ERR1913196.520129__1.520129	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913196.520190__1.520190	1262882__R5MYP8__BN519_00439
ERR1913196.520449__1.520449	301302__R5V741__M72_13261
ERR1913196.520466__1.520466	301302__A0A0M6WYL6__ERS852420_02628
ERR1913196.520856__1.520856	1284775__A0A095Y4Y3__HMPREF1640_07095
ERR1913196.520875__1.520875	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.520912__1.520912	165179__R6XIF8__DXC61_07265
ERR1913196.521010__1.521010	165179__A0A3E4SID1__DXB80_01945
ERR1913196.521099__1.521099	360807__A0A173SPW8__ERS852444_01048
ERR1913196.521103__1.521103	1262924__R7HNZ2__BN585_02017
ERR1913196.521109__1.521109	301302__A0A0M6WJW1__ERS852420_02245
ERR1913196.521129__1.521129	28117__B0MXX2__ALIPUT_01984
ERR1913196.521233__1.521233	39488__A0A173RU01__EUBHAL_00881
ERR1913196.521438__1.521438	328814__GCA_004558275.1_00235
ERR1913196.521571__1.521571	1262882__R5N5S3__BN519_00085
ERR1913196.521962__1.521962	165179__A0A3E5EBQ2__DXC61_01930
ERR1913196.521981__1.521981	165179__A0A3E5EAT2__DXC61_07585
ERR1913196.521996__1.521996	1262882__R5MIQ8__BN519_01036
ERR1913196.522100__1.522100	1262882__R5MGX3__BN519_00046
ERR1913196.522386__1.522386	1262882__R5MSX6__BN519_01697
ERR1913196.522518__1.522518	2024223__A0A255TFB9__CIL02_01190
ERR1913196.522556__1.522556	165179__R6CNX7__DXB80_02200
ERR1913196.522687__1.522687	1262929__R6FRG9__BN691_01453
ERR1913196.522767__1.522767	39485__C4Z2X2__ERS852492_01808
ERR1913196.522820__1.522820	301302__R5UPH9__M72_00521
ERR1913196.522877__1.522877	2293125__A0A374C955__DW917_08135
ERR1913196.523599__1.523599	39488__C0EVP9__ERS852450_03163
ERR1913196.523619__1.523619	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913196.523709__1.523709	165179__D1P9T6__PREVCOP_04016
ERR1913196.523760__1.523760	33043__D5HIC8__vspIM
ERR1913196.523849__1.523849	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.523875__1.523875	165179__R6C5D6__PREVCOP_04658
ERR1913196.523944__1.523944	901__B6WVE0__DESPIG_02056
ERR1913196.524008__1.524008	301302__R5USI9__prsA3
ERR1913196.524104__1.524104	165179__A0A3E5EA43__DXC61_07775
ERR1913196.524276__1.524276	649756__A0A174RGG7__senX3_2
ERR1913196.524341__1.524341	166486__D4KWX0__ERS852572_01785
ERR1913196.524390__1.524390	165179__A0A174IPI3__CFT61_10940
ERR1913196.524494__1.524494	626940__R6X1L5__HMPREF9443_00059
ERR1913196.524592__1.524592	40518__R5DTP7__DXD83_02415
ERR1913196.524759__1.524759	301302__R5UQW7__ERS852420_02102
ERR1913196.525118__1.525118	1262882__R5N0M6__BN519_00794
ERR1913196.525227__1.525227	165179__A0A174MTF2__DXC61_13200
ERR1913196.525399__1.525399	165179__A0A3E5EAT2__DXC61_07585
ERR1913196.525579__1.525579	39488__R5G6A7__DXD91_05835
ERR1913196.525738__1.525738	301302__A0A0M6WVL0__celA
ERR1913196.525750__1.525750	33039__D4M5E1__ERS852577_03873
ERR1913196.525840__1.525840	626940__R6X0Z1__DCQ00_01035
ERR1913196.525848__1.525848	1520810__A0A1H5XYJ5__SAMN02910276_02047
ERR1913196.525893__1.525893	165179__D1PAR0__DXB80_01190
ERR1913196.525975__1.525975	853__A0A173YYY4__DWZ04_09420
ERR1913196.526075__1.526075	1262882__A0A356PSJ4__BN519_01180
ERR1913196.526030__1.526030	2024223__A0A255TFB9__CIL02_01190
ERR1913196.526155__1.526155	292800__A0A174J2N2__ERS852518_00415
ERR1913196.526204__1.526204	1262882__R5MEN9__BN519_00201
ERR1913196.526289__1.526289	100886__A0A174IZK3__CATMIT_02888
ERR1913196.526315__1.526315	165179__D1PGD2__DXC61_10875
ERR1913196.526551__1.526551	1262929__R6F558__BN691_01421
ERR1913196.526585__1.526585	40520__A0A395ZYQ3__RUMOBE_02371
ERR1913196.526785__1.526785	165179__A0A3E5EAI4__DXC61_10445
ERR1913196.526925__1.526925	165179__A0A3E5EBM5__DXC61_02170
ERR1913196.526968__1.526968	301302__R5VFQ6__ERS852420_00378
ERR1913196.527022__1.527022	301302__R5UUM8__ganB_1
ERR1913196.527033__1.527033	39491__C4Z8Y4__ERS852417_00909
ERR1913196.527300__1.527300	821__A0A174WBC9__ERS852556_03145
ERR1913196.527336__1.527336	552398__F4XCR9__HMPREF0866_01636
ERR1913196.527416__1.527416	165179__D1PDG7__DXB80_11180
ERR1913196.527434__1.527434	1262882__R5MF58__BN519_00393
ERR1913196.527475__1.527475	1262882__R5N1T9__BN519_00804
ERR1913196.527453__1.527453	165179__A0A174IYW3__DXC61_01235
ERR1913196.527521__1.527521	1262924__R7HLK0__BN585_01496
ERR1913196.527671__1.527671	28132__D9RV83__HMPREF0660_00835
ERR1913196.527689__1.527689	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.527731__1.527731	301302__A0A173QV75__M72_03601
ERR1913196.527752__1.527752	216816__C2GUV2__APC1478_0430
ERR1913196.527770__1.527770	901__B6WUW8__DESPIGER_1921
ERR1913196.527787__1.527787	39486__R6RZU9__DXD50_10445
ERR1913196.527841__1.527841	165179__R6C5D6__PREVCOP_04658
ERR1913196.527825__1.527825	239935__R6IZU4__CXT87_08085
ERR1913196.528013__1.528013	33043__A0A173X9G8__ERS852386_00532
ERR1913196.528054__1.528054	33043__D5HIL8__ERS852386_02009
ERR1913196.528248__1.528248	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.528264__1.528264	165179__A0A174SA26__PREVCOP_05758
ERR1913196.528320__1.528320	39485__C4Z355__ERS852490_01971
ERR1913196.528454__1.528454	165179__A0A3E5AE59__DXC61_12885
ERR1913196.528415__1.528415	165179__A0A3E5AER8__DXB80_07075
ERR1913196.528506__1.528506	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913196.528934__1.528934	291644__I9TLT3__inlJ_2
ERR1913196.529362__1.529362	165179__D1PC26__PREVCOP_04756
ERR1913196.529317__1.529317	39491__A0A395V297__EUR_01010
ERR1913196.529644__1.529644	33043__A0A173YUV6__ERS852386_00507
ERR1913196.529845__1.529845	165179__A0A3E5E5H1__DXC61_07220
ERR1913196.529963__1.529963	28118__F9Z5M3__B5F93_14990
ERR1913196.530174__1.530174	360807__A0A1Q6T5F1__fliF
ERR1913196.530185__1.530185	165179__A0A229I2W6__PREVCOP_04332
ERR1913196.530227__1.530227	33043__A0A174B7D6__ERS852400_01331
ERR1913196.530410__1.530410	46503__R6WU62__PARMER_00182
ERR1913196.530546__1.530546	165179__A0A3E5E7J5__DXC61_10360
ERR1913196.530609__1.530609	301302__R5VE56__M72_25941
ERR1913196.530824__1.530824	165179__A0A3E5DWZ6__DXC61_10880
ERR1913196.530927__1.530927	165179__A0A3E5E4P9__DXB80_07930
ERR1913196.530969__1.530969	165179__A0A3E5DRF6__DXC61_00200
ERR1913196.530989__1.530989	301302__R5UU15__ERS852420_02998
ERR1913196.531313__1.531313	28117__B0MXU0__BHV66_07550
ERR1913196.531362__1.531362	2022527__A0A264YA42__CHL74_01870
ERR1913196.531392__1.531392	165179__A0A3E5DZD8__DXB80_09150
ERR1913196.531518__1.531518	165179__A0A3E4SB95__DXC61_13455
ERR1913196.531740__1.531740	165179__A0A3E5DWQ1__DXB80_06635
ERR1913196.531786__1.531786	39496__A5Z5I2__EUBVEN_00963
ERR1913196.531852__1.531852	901__B6WWB4__DESPIGER_2273
ERR1913196.531853__1.531853	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.532054__1.532054	165179__A0A3E4SB80__DXC61_12880
ERR1913196.532059__1.532059	165179__A0A3E5DV57__DXB80_11400
ERR1913196.532132__1.532132	165179__D1PFV4__PREVCOP_06112
ERR1913196.532316__1.532316	1262929__R6F558__BN691_01421
ERR1913196.532363__1.532363	901__B6WUN9__DESPIGER_1850
ERR1913196.532406__1.532406	165179__R6BQP4__DXC61_02015
ERR1913196.532462__1.532462	552398__F4XCR9__HMPREF0866_01636
ERR1913196.532463__1.532463	572010__rpoA
ERR1913196.532571__1.532571	626940__E8LE36__HMPREF9443_01153
ERR1913196.532745__1.532745	1262929__R6F4F7__BN691_01167
ERR1913196.532770__1.532770	301302__R5UMP3__lytC_3
ERR1913196.532858__1.532858	820__A0A1Q6IDS8__chtA
ERR1913196.532809__1.532809	1262882__R5MKV8__BN519_01281
ERR1913196.532976__1.532976	165179__A0A3E5EBQ2__DXC61_01930
ERR1913196.533086__1.533086	39488__A0A173RU01__EUBHAL_00881
ERR1913196.533435__1.533435	165179__A0A229I2W6__PREVCOP_04332
ERR1913196.533441__1.533441	39488__A0A173SCK5__ERS852578_00832
ERR1913196.533787__1.533787	165179__A0A3E5E8M8__DXB80_11580
ERR1913196.533809__1.533809	1262929__R6F8F6__BN691_02017
ERR1913196.533890__1.533890	1262882__R5MIC9__BN519_00834
ERR1913196.534211__1.534211	165179__A0A3E5EA43__DXC61_07775
ERR1913196.534332__1.534332	39488__A0A285PP42__cobQ
ERR1913196.534431__1.534431	33043__D5HJC5__ERS852386_02144
ERR1913196.534642__1.534642	363265__R6F4I0__HMPREF0673_00778
ERR1913196.534759__1.534759	1262882__R5N4P6__BN519_01346
ERR1913196.534760__1.534760	165179__D1PE06__DXC61_05975
ERR1913196.535153__1.535153	39491__A0A396FMF1__EUR_28700
ERR1913196.535200__1.535200	1262882__R5MLP5__BN519_01602
ERR1913196.535330__1.535330	626940__A0A3C1IMH5__HMPREF9443_00013
ERR1913196.535418__1.535418	1262929__R6EXT3__BN691_00303
ERR1913196.535481__1.535481	1262929__R6FRG9__BN691_01453
ERR1913196.535558__1.535558	301302__R5UPH9__M72_00521
ERR1913196.535768__1.535768	165179__D1PCL6__DXB80_13435
ERR1913196.535697__1.535697	360807__C0FZM4__RIL183_06871
ERR1913196.535866__1.535866	1262882__R5MF43__BN519_00282
ERR1913196.535948__1.535948	1683__C4FCR8__Bang102_001370
ERR1913196.536090__1.536090	1262882__R5MFY4__BN519_00529
ERR1913196.536059__1.536059	165179__A0A229I3Z6__PREVCOP_03666
ERR1913196.536215__1.536215	40518__R5DV58__htrA
ERR1913196.536352__1.536352	165179__A0A3E5EA43__DXC61_07775
ERR1913196.536366__1.536366	165179__A0A3E4SG51__DXC61_10575
ERR1913196.536461__1.536461	1284775__A0A096A9I3__HMPREF1640_07195
ERR1913196.536438__1.536438	1284775__A0A095Y5F5__HMPREF1640_07020
ERR1913196.536470__1.536470	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913196.536787__1.536787	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913196.537320__1.537320	1262882__R5MF43__BN519_00282
ERR1913196.537565__1.537565	1262882__R5MGK3__BN519_00655
ERR1913196.537567__1.537567	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.537642__1.537642	1660__A7BAY1__ACTODO_00798
ERR1913196.537815__1.537815	454155__F3QTG9__HMPREF9442_01487
ERR1913196.538101__1.538101	165179__D1PGU8__PREVCOP_06463
ERR1913196.538291__1.538291	2293125__A0A374BSW4__DW917_13420
ERR1913196.538489__1.538489	214851__D1PSM7__SUBVAR_07410
ERR1913196.538568__1.538568	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913196.538709__1.538709	1262882__R5MF51__BN519_00287
ERR1913196.539064__1.539064	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913196.539069__1.539069	1105031__J1H3W2__HMPREF1141_2783
ERR1913196.539076__1.539076	40518__R5DLU0__fmt
ERR1913196.539117__1.539117	363265__R6F4I0__HMPREF0673_00778
ERR1913196.539139__1.539139	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.539221__1.539221	33043__A0A173X9G8__ERS852386_00532
ERR1913196.539536__1.539536	100886__A0A174JPG5__CATMIT_00078
ERR1913196.539883__1.539883	165179__A0A174XZU8__DXB80_12180
ERR1913196.539930__1.539930	649756__A0A173TPW3__atpF_2
ERR1913196.540016__1.540016	165179__A0A174SA26__PREVCOP_05758
ERR1913196.540080__1.540080	165179__A0A229I3Z6__PREVCOP_03666
ERR1913196.540088__1.540088	2293125__A0A374C955__DW917_08135
ERR1913196.540100__1.540100	165179__D1P8K1__DXB80_06045
ERR1913196.540135__1.540135	165179__A0A3E5DRF6__DXC61_00200
ERR1913196.540402__1.540402	1262882__R5MSS9__BN519_01662
ERR1913196.540347__1.540347	165179__D1PE06__DXC61_05975
ERR1913196.540449__1.540449	301302__R5UJW6__ERS852420_01698
ERR1913196.540634__1.540634	165179__A0A174SA26__PREVCOP_05758
ERR1913196.540759__1.540759	39491__A0A395ZHV7__ykvU
ERR1913196.541547__1.541547	165179__A0A174UI01__DXB80_12165
ERR1913196.541702__1.541702	39486__B0G950__DXD50_13080
ERR1913196.541716__1.541716	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913196.541942__1.541942	165179__D1PAN5__PREVCOP_04260
ERR1913196.542383__1.542383	165179__A0A174MTF2__DXC61_13200
ERR1913196.542481__1.542481	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913196.542664__1.542664	1262882__R5N5S3__BN519_00085
ERR1913196.542826__1.542826	33043__A0A173R1J6__rpfG_1
ERR1913196.542864__1.542864	301302__A0A0M6WZT5__M72_18331
ERR1913196.543366__1.543366	165179__A0A174IHQ2__PREVCOP_05478
ERR1913196.543645__1.543645	165179__A0A3E5E9I4__DXB80_09745
ERR1913196.543680__1.543680	1262882__R5MND9__BN519_00831
ERR1913196.543720__1.543720	745368__A0A1T4X705__SAMN02745178_01472
ERR1913196.543736__1.543736	165179__A0A3E5EA83__DXC61_07750
ERR1913196.543804__1.543804	165179__D1PCT4__DXB80_09470
ERR1913196.543977__1.543977	165179__R6C3K4__PREVCOP_05795
ERR1913196.543996__1.543996	165179__A0A3E5EAI4__DXC61_10445
ERR1913196.544003__1.544003	39491__A0A395ZG74__licR
ERR1913196.544077__1.544077	28037__A0A0I6MX68__AXK38_00770
ERR1913196.544280__1.544280	165179__D1PER3__DXB80_11525
ERR1913196.544402__1.544402	2133944__A0A328PYR1__C7Y71_03760
ERR1913196.544490__1.544490	1262882__R5N1M9__BN519_00768
ERR1913196.544564__1.544564	165179__R6C5D6__PREVCOP_04658
ERR1913196.544930__1.544930	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.545022__1.545022	165179__R6B8D8__DXC61_09245
ERR1913196.545161__1.545161	165179__A0A174SR12__DXB80_04410
ERR1913196.545240__1.545240	165179__A0A174WRI9__DXB80_04870
ERR1913196.545241__1.545241	165179__D1PEQ5__PREVCOP_05711
ERR1913196.545355__1.545355	301302__A0A0M6WZT5__M72_18331
ERR1913196.545424__1.545424	165179__A0A3E5A5E5__DXC61_13965
ERR1913196.545439__1.545439	165179__A0A229I3Z6__PREVCOP_03666
ERR1913196.545648__1.545648	544645__A0A1U7L9C2__DXC42_03640
ERR1913196.545810__1.545810	165179__A0A3E5E189__PREVCOP_06699
ERR1913196.545721__1.545721	1262929__R6EYQ0__BN691_00631
ERR1913196.545983__1.545983	301302__R5UNC5__M72_02681
ERR1913196.546147__1.546147	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.546165__1.546165	363265__R7H0Q0__HMPREF0673_02864
ERR1913196.546289__1.546289	901__B6WRI8__DHV46_05150
ERR1913196.546369__1.546369	1304__J7TNT8__AWB63_08895
ERR1913196.546406__1.546406	1262882__R5MKU7__BN519_01276
ERR1913196.546440__1.546440	39491__C4Z9J5__DXB69_02495
ERR1913196.546787__1.546787	301302__A0A173T3P5__ERS852420_01836
ERR1913196.546857__1.546857	1262929__R6ETB4__BN691_00101
ERR1913196.546976__1.546976	165179__A0A3E5A554__DXB80_13805
ERR1913196.547047__1.547047	418240__R7CEI8__ERS852523_02541
ERR1913196.547492__1.547492	165179__A0A3E5A5E5__DXC61_13965
ERR1913196.547845__1.547845	301302__R5UK77__M72_08681
ERR1913196.548027__1.548027	39490__U2PBH7__HMPREF0373_03331
ERR1913196.548077__1.548077	1262882__R5MT08__BN519_01706
ERR1913196.548087__1.548087	1262792__R6ZL51__BN593_01721
ERR1913196.548437__1.548437	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913196.548876__1.548876	1262882__R5N3H1__BN519_01121
ERR1913196.549098__1.549098	165179__A0A3E5EA43__DXC61_07775
ERR1913196.549106__1.549106	301302__A0A173TYC8__M72_00761
ERR1913196.549145__1.549145	1262924__R7HPX8__BN585_00310
ERR1913196.549237__1.549237	165179__A0A174SA26__PREVCOP_05758
ERR1913196.549292__1.549292	1284775__A0A096A9F7__HMPREF1640_07000
ERR1913196.549306__1.549306	165179__A0A229I3Z6__PREVCOP_03666
ERR1913196.549474__1.549474	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.549493__1.549493	301302__A0A0M6WCT0__M72_03221
ERR1913196.549495__1.549495	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.549668__1.549668	301302__A0A0M6X0D2__cpsB_2
ERR1913196.549762__1.549762	2024222__A0A255T0W2__CIK99_03190
ERR1913196.549769__1.549769	1520810__A0A1H5XYJ5__SAMN02910276_02047
ERR1913196.549826__1.549826	165179__A0A3E5EBM5__DXC61_02170
ERR1913196.549977__1.549977	165179__A0A174SR12__DXB80_04410
ERR1913196.550021__1.550021	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913196.550145__1.550145	301302__A0A173T010__M72_26571
ERR1913196.550245__1.550245	165179__A0A174XZU8__DXB80_12180
ERR1913196.550405__1.550405	1284775__A0A095Y637__HMPREF1640_07040
ERR1913196.550453__1.550453	100886__E2NP92__CATMIT_00376
ERR1913196.550556__1.550556	165179__D1PCU4__PREVCOP_05029
ERR1913196.550579__1.550579	301302__A0A0M6X0D2__cpsB_2
ERR1913196.550646__1.550646	1263109__GCA_000438135.1_00053
ERR1913196.550707__1.550707	823__A0A395YZG9__M092_4358
ERR1913196.550955__1.550955	1262924__R7HQN1__BN585_00550
ERR1913196.551217__1.551217	363265__R6F5L9__HMPREF0673_00327
ERR1913196.551309__1.551309	1299998__GCA_001494635.1_01530
ERR1913196.551387__1.551387	165179__A0A3E5AER8__DXB80_07075
ERR1913196.551719__1.551719	301302__A0A0M6W9I4__M72_19871
ERR1913196.551936__1.551936	301302__A0A0M6WCT0__M72_03221
ERR1913196.552019__1.552019	165179__A0A3E4SID1__DXB80_01945
ERR1913196.552038__1.552038	2022527__A0A264Y3X7__CHL74_13910
ERR1913196.552142__1.552142	165179__A0A174MTF2__DXC61_13200
ERR1913196.552181__1.552181	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.552395__1.552395	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913196.552519__1.552519	649756__L1QA71__HMPREF0369_00510
ERR1913196.552676__1.552676	165179__A0A229I4J4__proA
ERR1913196.552768__1.552768	1262882__R5MYI1__BN519_00416
ERR1913196.552944__1.552944	301302__A0A173T8V6__ERS852420_01966
ERR1913196.552980__1.552980	651822__GCA_000210715.1_00753
ERR1913196.553031__1.553031	2293125__A0A374BSW4__DW917_13420
ERR1913196.553246__1.553246	165179__A0A3E5AE59__DXC61_12885
ERR1913196.553361__1.553361	1262882__R5N3T7__BN519_01188
ERR1913196.553375__1.553375	901__B6WVE0__DESPIG_02056
ERR1913196.553424__1.553424	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913196.553700__1.553700	52226__C9KLM3__MITSMUL_04107
ERR1913196.553739__1.553739	1262882__R5MFM2__BN519_00460
ERR1913196.553746__1.553746	165179__A0A174W369__PREVCOP_04548
ERR1913196.553895__1.553895	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.553940__1.553940	301302__A0A0M6X0D2__cpsB_2
ERR1913196.554355__1.554355	165179__D1PE06__DXC61_05975
ERR1913196.554291__1.554291	165179__A0A229I7F5__DXB80_02650
ERR1913196.554298__1.554298	1680__A0A3E4SB79__BAD_1517
ERR1913196.554438__1.554438	165179__A0A174IHQ2__PREVCOP_05478
ERR1913196.554544__1.554544	1262911__R6H212__BN557_01031
ERR1913196.554956__1.554956	165179__R6CNX7__DXB80_02200
ERR1913196.555082__1.555082	39488__C0ESJ2__DXD91_14695
ERR1913196.555216__1.555216	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.555270__1.555270	39491__C4ZAT2__ERE_28440
