ERR1913062.179__1.179	33039__D4M2F6__RTO_06900
ERR1913062.2722369__1.2722369	1735__B7CCE4__EUBIFOR_01871
ERR1913062.2722589__1.2722589	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913062.2722647__1.2722647	418240__A0A173WPF0__spoIIIAE
ERR1913062.2722711__1.2722711	165179__A0A3E5DN34__DXC61_07865
ERR1913062.2722745__1.2722745	165179__A0A174UTZ7__DXC61_06705
ERR1913062.2722751__1.2722751	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.2722778__1.2722778	1262930__R6AS47__BN693_01577
ERR1913062.2722789__1.2722789	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.2722848__1.2722848	39486__R6SMK6__DXD82_09730
ERR1913062.2723024__1.2723024	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913062.2723314__1.2723314	1262930__R6AQL4__BN693_01311
ERR1913062.2723637__1.2723637	821__A0A396F9T7__M097_3427
ERR1913062.2723827__1.2723827	357276__D1K3K9__EL88_23995
ERR1913062.2723766__1.2723766	357276__B6W5Q9__HMPREF1063_03125
ERR1913062.2723919__1.2723919	28052__R7N8Y9__macB_4
ERR1913062.2723921__1.2723921	357276__A6L053__ABI39_04450
ERR1913062.2724156__1.2724156	2293125__A0A374BUM7__DW917_12980
ERR1913062.2724217__1.2724217	1262930__R6AY75__BN693_00384
ERR1913062.2724311__1.2724311	33039__A0A174ZX07__dapE_1
ERR1913062.2724325__1.2724325	1262930__R6AY75__BN693_00384
ERR1913062.2724508__1.2724508	310298__B3JQJ5__BACCOP_04231
ERR1913062.2724575__1.2724575	46506__R5K3I5__BACSTE_02520
ERR1913062.2724635__1.2724635	821__A0A174V2F3__NCTC10583_01474
ERR1913062.2724707__1.2724707	820__A0A139KIL9__DXC68_05945
ERR1913062.2724946__1.2724946	357276__D1K3K9__EL88_23995
ERR1913062.2725172__1.2725172	39486__R6SMK6__DXD82_09730
ERR1913062.2725387__1.2725387	310298__B3JPR1__BACCOP_03861
ERR1913062.2725459__1.2725459	310298__B3JPR1__BACCOP_03861
ERR1913062.2725535__1.2725535	1262930__R6AY75__BN693_00384
ERR1913062.2725564__1.2725564	821__A6L0C7__ERS852556_03520
ERR1913062.2725729__1.2725729	166486__D4KXJ6__ERS852572_00336
ERR1913062.2725743__1.2725743	357276__A0A076IS73__GV66_00410
ERR1913062.2725767__1.2725767	165179__R6B8D8__DXC61_09245
ERR1913062.2725908__1.2725908	821__A0A3E4WAR6__DXD64_10735
ERR1913062.2725938__1.2725938	2293125__A0A374BUM7__DW917_12980
ERR1913062.2726227__1.2726227	820__A0A078S4C2__ERS417307_00828
ERR1913062.2726468__1.2726468	46506__B0NQN6__AA415_00632
ERR1913062.2726579__1.2726579	1680__A0A087DHN0__AL0462_1532
ERR1913062.2726923__1.2726923	310298__B3JNH3__BACCOP_03486
ERR1913062.2727107__1.2727107	1262924__R7HQX0__BN585_00307
ERR1913062.2727170__1.2727170	1262930__R6AAD1__BN693_01367
ERR1913062.2727219__1.2727219	2293125__A0A374BY09__DW917_11855
ERR1913062.2727240__1.2727240	39488__A0A173U8N3__yhbU_1
ERR1913062.2727289__1.2727289	1263044__GCA_000433375.1_03394
ERR1913062.2727592__1.2727592	1262930__R6AUX8__BN693_00160
ERR1913062.2727786__1.2727786	544644__GCA_001915615.1_01892
ERR1913062.2727773__1.2727773	1262930__R6ALR2__BN693_00077
ERR1913062.2727935__1.2727935	823__A6LHK0__M090_1297
ERR1913062.2728060__1.2728060	1735__B7C8J4__EUBIFOR_00498
ERR1913062.2728119__1.2728119	820__A0A139K426__B5G17_09115
ERR1913062.2728184__1.2728184	853__A0A2A7B1Y7__C7K05_11930
ERR1913062.2728234__1.2728234	371601__A0A3E4NKK5__B5E52_17685
ERR1913062.2728338__1.2728338	216816__A0A396FVC5__BL71B_00290
ERR1913062.2728346__1.2728346	1735__A0A0E9EXE5__EUBIFOR_01739
ERR1913062.2728363__1.2728363	821__R7P1Q7__M099_2990
ERR1913062.2728582__1.2728582	39488__A0A174HDU7__EUBHAL_01339
ERR1913062.2728588__1.2728588	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.2728600__1.2728600	357276__A0A0P0M2G3__BACDOR_03913
ERR1913062.2728686__1.2728686	446660__GCA_003428235.1_00249
ERR1913062.2728811__1.2728811	820__A7V859__ERS852462_00341
ERR1913062.2728832__1.2728832	853__A0A173T6P2__DWZ46_14595
ERR1913062.2729326__1.2729326	357276__B6VVS0__HMPREF1064_03951
ERR1913062.2729313__1.2729313	1262924__R7HQD9__BN585_00129
ERR1913062.2729471__1.2729471	216816__A0A2U0BT35__BL1206_1860
ERR1913062.2729421__1.2729421	1262930__R6AQM8__BN693_01323
ERR1913062.2729585__1.2729585	853__A0A2A7B9I6__DW855_13690
ERR1913062.2729691__1.2729691	820__A0A3E4W9W8__C801_01069
ERR1913062.2729700__1.2729700	46503__K5YT67__HMPREF1060_04023
ERR1913062.2729745__1.2729745	2293125__A0A374C0L7__DW917_11510
ERR1913062.2729956__1.2729956	28111__E5X428__HMPREF1016_03686
ERR1913062.2730052__1.2730052	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913062.2730028__1.2730028	28118__R6FBE6__DHW44_11635
ERR1913062.2730145__1.2730145	357276__A0A076J0Y3__IY41_06810
ERR1913062.2730223__1.2730223	310298__B3JQD7__BACCOP_04095
ERR1913062.2730256__1.2730256	820__A0A174QT76__B5G17_18060
ERR1913062.2730263__1.2730263	165179__R6PNJ9__PREVCOP_04730
ERR1913062.2730344__1.2730344	410072__C0BAJ3__ERS852574_01527
ERR1913062.2730376__1.2730376	1318__A0A359YHH6__TZ97_00107
ERR1913062.2730380__1.2730380	1685__A0A3D8UDX6__B5783_0389
ERR1913062.2730435__1.2730435	820__A0A3E4XM43__DXC91_13960
ERR1913062.2730592__1.2730592	1796613__A0A1V0QDA8__A4V03_02465
ERR1913062.2730637__1.2730637	410072__C0B543__DXD67_15070
ERR1913062.2730762__1.2730762	88431__R7FUI2__ERS852423_02700
ERR1913062.2730795__1.2730795	357276__I8WML9__DXD47_10570
ERR1913062.2730850__1.2730850	46506__R5K3I5__BACSTE_02520
ERR1913062.2730872__1.2730872	853__A0A2A7A4A9__C4N21_14870
ERR1913062.2730939__1.2730939	301301__G2T455__RHOM_11960
ERR1913062.2730945__1.2730945	292800__G9YVI7__yrrB
ERR1913062.2730962__1.2730962	1262930__R6AUX8__BN693_00160
ERR1913062.2731053__1.2731053	166486__D4KQG8__ERS852572_02379
ERR1913062.2731112__1.2731112	165179__A0A174UTZ7__DXC61_06705
ERR1913062.2731190__1.2731190	1263107__GCA_000436995.1_00213
ERR1913062.2731196__1.2731196	28118__R6FGF7__SAMEA44545918_01338
ERR1913062.2731249__1.2731249	165179__A0A229I7F5__DXB80_02650
ERR1913062.2731570__1.2731570	2293125__A0A374BUM7__DW917_12980
ERR1913062.2731600__1.2731600	35833__E5Y6S3__HMPREF0179_01886
ERR1913062.2731628__1.2731628	2293125__A0A374BUM7__DW917_12980
ERR1913062.2731696__1.2731696	46503__R6WWC9__PARMER_03215
ERR1913062.2731703__1.2731703	2293125__A0A374BUM7__DW917_12980
ERR1913062.2731800__1.2731800	39496__A5Z774__EUBVEN_01557
ERR1913062.2731806__1.2731806	360807__A0A1Q6SXK5__RIL183_06541
ERR1913062.2731912__1.2731912	410072__A0A174DJM1__DXD67_05275
ERR1913062.2732143__1.2732143	165179__D1PHC0__PREVCOP_06640
ERR1913062.2732333__1.2732333	853__A0A174AML0__FPR_08640
ERR1913062.2732340__1.2732340	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913062.2732318__1.2732318	821__A0A0P0L952__M097_4235
ERR1913062.2732510__1.2732510	1262930__R6A468__BN693_01366
ERR1913062.2732619__1.2732619	823__D0TDY6__DHP27_09090
ERR1913062.2732758__1.2732758	1262992__R5D6J2__BN795_00288
ERR1913062.2732729__1.2732729	820__R9I2U8__DXC68_09590
ERR1913062.2732867__1.2732867	818__A0A0P0FT56__BSIG_1453
ERR1913062.2732970__1.2732970	853__A0A2A7A4A9__C4N21_14870
ERR1913062.2733182__1.2733182	410072__C0BC88__DXD67_11180
ERR1913062.2733316__1.2733316	821__D4VD59__BHV80_04260
ERR1913062.2733375__1.2733375	1262746__R5SLM9__BN750_01953
ERR1913062.2733467__1.2733467	1262924__R7HQD9__BN585_00129
ERR1913062.2733461__1.2733461	821__A0A174ALF2__BvMPK_3016
ERR1913062.2733507__1.2733507	820__A0A374MMF0__HMPREF1073_03811
ERR1913062.2733532__1.2733532	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913062.2733534__1.2733534	820__A7V9F9__B5G17_14640
ERR1913062.2733573__1.2733573	853__A0A173T751__C4N24_10280
ERR1913062.2733641__1.2733641	821__A0A0P0M3U7__DXB90_14325
ERR1913062.2733649__1.2733649	2293125__A0A374C4C8__DW917_09805
ERR1913062.2733666__1.2733666	818__D7IK38__ERS852430_03017
ERR1913062.2733681__1.2733681	1262930__R6AYG5__BN693_00491
ERR1913062.2733725__1.2733725	1262948__R7EA06__BN671_01316
ERR1913062.2734038__1.2734038	1263044__GCA_000433375.1_00023
ERR1913062.2734090__1.2734090	310298__B3JGJ2__BACCOP_00994
ERR1913062.2734104__1.2734104	1262930__R6AQM8__BN693_01323
ERR1913062.2734193__1.2734193	821__A0A396F598__CUU_3259
ERR1913062.2734291__1.2734291	46503__R6X275__DD461_10840
ERR1913062.2734299__1.2734299	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913062.2734785__1.2734785	360807__C0FPW0__ROSEINA2194_00763
ERR1913062.2734819__1.2734819	357276__A0A076IS73__GV66_00410
ERR1913062.2734878__1.2734878	28118__R6FHQ8__B5F93_15555
ERR1913062.2734999__1.2734999	1550024__G9RT56__TQ39_09200
ERR1913062.2735108__1.2735108	301301__A0A395V8M7__ERS852391_00967
ERR1913062.2735301__1.2735301	2293125__A0A374BUM7__DW917_12980
ERR1913062.2735288__1.2735288	39488__C0EVS1__ERS852450_02297
ERR1913062.2735477__1.2735477	1262992__R5DC96__BN795_01524
ERR1913062.2735517__1.2735517	1105031__J1H3W2__HMPREF1141_2783
ERR1913062.2735659__1.2735659	165179__R6PU83__CFT61_14275
ERR1913062.2735668__1.2735668	28116__A7LS06__HMPREF2532_04668
ERR1913062.2735791__1.2735791	821__E5UY21__C800_02204
ERR1913062.2735921__1.2735921	165179__A0A3E5DV57__DXB80_11400
ERR1913062.2736078__1.2736078	310298__B3JNH4__BACCOP_03487
ERR1913062.2736248__1.2736248	166486__D4KYB5__mcp3_2
ERR1913062.2736365__1.2736365	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913062.2736406__1.2736406	821__A0A3E4WAR6__DXD64_10735
ERR1913062.2736483__1.2736483	46503__R6WWC9__PARMER_03215
ERR1913062.2736625__1.2736625	820__A0A3E5E0T0__ERS852554_00312
ERR1913062.2736781__1.2736781	165179__A0A174SA26__PREVCOP_05758
ERR1913062.2737115__1.2737115	310298__B3JQJ5__BACCOP_04231
ERR1913062.2737164__1.2737164	818__A0A3E5HHL6__C799_04659
ERR1913062.2737143__1.2737143	387661__K5ZEG7__B5F96_01000
ERR1913062.2737565__1.2737565	2293125__A0A374BY09__DW917_11855
ERR1913062.2737633__1.2737633	487174__K0WUJ8__DIT83_08050
ERR1913062.2737845__1.2737845	544644__GCA_001915615.1_01797
ERR1913062.2737853__1.2737853	310298__B3JNG7__BACCOP_03480
ERR1913062.2738047__1.2738047	165179__A0A3E5AER8__DXB80_07075
ERR1913062.2738189__1.2738189	310298__B3JQJ5__BACCOP_04231
ERR1913062.2738249__1.2738249	1262930__R6AHR4__BN693_00447
ERR1913062.2738405__1.2738405	853__A0A174BA00__DW905_01145
ERR1913062.2738759__1.2738759	820__A0A1Y3V743__M093_0235
ERR1913062.2738715__1.2738715	1535__A7VPY7__CLOLEP_00614
ERR1913062.2738862__1.2738862	360807__A0A0M6WEL6__RIL183_13901
ERR1913062.2738969__1.2738969	1262920__R5KD76__BN467_01465
ERR1913062.2738970__1.2738970	40520__A0A395X2X5__C4886_03165
ERR1913062.2739032__1.2739032	165179__A0A229I2W6__PREVCOP_04332
ERR1913062.2739053__1.2739053	1262920__R5KD76__BN467_01465
ERR1913062.2739108__1.2739108	820__A0A174CG08__DXB62_13215
ERR1913062.2739193__1.2739193	821__A0A174V2F3__NCTC10583_01474
ERR1913062.2739234__1.2739234	166486__D4L337__msbA_4
ERR1913062.2739270__1.2739270	2293125__A0A374CBD1__DW917_06995
ERR1913062.2739814__1.2739814	357276__A0A0K2HJA6__DXD47_07320
ERR1913062.2739931__1.2739931	46503__A0A3E4ZLE8__DXB61_09555
ERR1913062.2740031__1.2740031	1262930__R6ADH9__BN693_01876
ERR1913062.2740037__1.2740037	2293125__A0A374BSW4__DW917_13420
ERR1913062.2740384__1.2740384	418240__A0A174FAS2__btr_1
ERR1913062.2740465__1.2740465	2108523__A0A2P2F214__LAWASA_27
ERR1913062.2740490__1.2740490	821__A0A3E4KIM1__M097_3660
ERR1913062.2740543__1.2740543	166486__D4L255__mcp4_5
ERR1913062.2740779__1.2740779	821__A0A3E4KIM1__M097_3660
ERR1913062.2741027__1.2741027	2293125__A0A374BUM7__DW917_12980
ERR1913062.2741107__1.2741107	166486__C7GAX1__ERS852572_03188
ERR1913062.2741263__1.2741263	28116__I8YA52__M088_0798
ERR1913062.2741459__1.2741459	310298__B3JQ37__BACCOP_04069
ERR1913062.2741501__1.2741501	1263109__GCA_000438135.1_01649
ERR1913062.2741549__1.2741549	1550024__G9RT86__ASJ35_16935
ERR1913062.2741642__1.2741642	821__A0A0P0M3U7__DXB90_14325
ERR1913062.2741654__1.2741654	1262756__R5X2S0__BN568_00766
ERR1913062.2741675__1.2741675	28116__I9JM49__NCTC11153_01044
ERR1913062.2741720__1.2741720	2108523__A0A2P2F7Y8__LAWASA_2127
ERR1913062.2741721__1.2741721	387661__K5ZS68__PRABACTJOHN_02984
ERR1913062.2741745__1.2741745	2293125__A0A374BN09__DW917_16245
ERR1913062.2741813__1.2741813	166486__D4KNM9__ERS852572_00072
ERR1913062.2741817__1.2741817	818__A0A0P0F004__SAMN02910322_02925
ERR1913062.2741986__1.2741986	821__A0A174NVL6__NCTC10583_01782
ERR1913062.2742082__1.2742082	39488__A0A173UQ83__mutY
ERR1913062.2742066__1.2742066	818__A0A139KY34__ERS852461_03898
ERR1913062.2742211__1.2742211	310298__B3JLT9__BACCOP_02886
ERR1913062.2742274__1.2742274	823__A6LHU5__M092_0203
ERR1913062.2742276__1.2742276	2293125__A0A374CBD1__DW917_06995
ERR1913062.2742289__1.2742289	818__A0A0N7I9M6__Btheta7330_00939
ERR1913062.2742359__1.2742359	310298__B3JQD7__BACCOP_04095
ERR1913062.2742434__1.2742434	39488__A0A173RGK1__ERS852450_00574
ERR1913062.2742697__1.2742697	357276__A0A1Y3Z6X3__GV66_07715
ERR1913062.2743093__1.2743093	410072__A0A174CHL0__ERS852574_02022
ERR1913062.2743320__1.2743320	46503__R6WYJ8__DXB85_13825
ERR1913062.2743585__1.2743585	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913062.2743614__1.2743614	1262930__R6AX76__BN693_00292
ERR1913062.2743631__1.2743631	2293125__A0A374CMK5__DW917_00330
ERR1913062.2743757__1.2743757	28118__R6FH70__NCTC10826_02742
ERR1913062.2743802__1.2743802	166486__D4KQG8__ERS852572_02379
ERR1913062.2743813__1.2743813	39496__A5Z7Y0__EUBVEN_01820
ERR1913062.2743971__1.2743971	28116__A0A1Y4PWE4__M089_4352
ERR1913062.2743993__1.2743993	1262930__R6AQF3__BN693_01271
ERR1913062.2744299__1.2744299	357276__A0A076IXE0__HMPREF1064_04364
ERR1913062.2744389__1.2744389	1150298__A0A174SLJ2__ERS852498_03294
ERR1913062.2744429__1.2744429	823__A6LHJ7__ERS852380_00253
ERR1913062.2744460__1.2744460	818__A0A0N7IB36__BJP75_006465
ERR1913062.2744471__1.2744471	820__A0A139KHX1__HMPREF2141_00289
ERR1913062.2744610__1.2744610	357276__A0A076INK2__BSEG_04225
ERR1913062.2744699__1.2744699	820__A7VAR9__ERS852421_00197
ERR1913062.2744737__1.2744737	821__A0A395VLM8__BvMPK_3650
ERR1913062.2744807__1.2744807	357276__I9QPN0__B5F95_09195
ERR1913062.2744808__1.2744808	410072__A0A174QX27__murE_2
ERR1913062.2744909__1.2744909	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.2744954__1.2744954	166486__D4KVZ4__sleB_3
ERR1913062.2745175__1.2745175	46503__K5ZAK9__NCTC13052_03308
ERR1913062.2745194__1.2745194	626929__F3PKG7__SAMN05444376_0720
ERR1913062.2745426__1.2745426	1262930__R6A6B2__BN693_00668
ERR1913062.2745443__1.2745443	165179__D1PHC0__PREVCOP_06640
ERR1913062.2745505__1.2745505	357276__A0A0K2HJA6__DXD47_07320
ERR1913062.2745509__1.2745509	28116__F7L4N5__BACOVA_00137
ERR1913062.2745678__1.2745678	1262930__R6AUX8__BN693_00160
ERR1913062.2745797__1.2745797	357276__I8WHY2__HMPREF1063_00555
ERR1913062.2745948__1.2745948	310298__B3JEE8__BACCOP_00239
ERR1913062.2746064__1.2746064	410072__A0A173YGR9__ERS852389_00952
ERR1913062.2746171__1.2746171	357276__D1JY58__BACDOR_04277
ERR1913062.2746202__1.2746202	2108523__A0A2P2FE85__LAWASA_4404
ERR1913062.2746178__1.2746178	2293125__A0A374BY09__DW917_11855
ERR1913062.2746186__1.2746186	39488__C0ESJ6__EUBHAL_00369
ERR1913062.2746257__1.2746257	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.2746460__1.2746460	418240__A0A174NZX7__tagF_1
ERR1913062.2746522__1.2746522	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.2746624__1.2746624	310298__B3JNG7__BACCOP_03480
ERR1913062.2746705__1.2746705	2293125__A0A374CMK5__DW917_00330
ERR1913062.2746776__1.2746776	2293125__A0A374BSW4__DW917_13420
ERR1913062.2746843__1.2746843	487174__K0X1V7__DIT83_03020
ERR1913062.2747143__1.2747143	1262930__R6AAD1__BN693_01367
ERR1913062.2747149__1.2747149	310298__B3JQJ5__BACCOP_04231
ERR1913062.2747230__1.2747230	357276__E5UTL1__HMPREF1065_03551
ERR1913062.2747306__1.2747306	310298__B3JQJ5__BACCOP_04231
ERR1913062.2747331__1.2747331	820__R9I3Q7__HMPREF1072_01668
ERR1913062.2747484__1.2747484	357276__A0A076IYG1__B5F95_22465
ERR1913062.2747490__1.2747490	165179__D1PHC0__PREVCOP_06640
ERR1913062.2747493__1.2747493	626930__F3PYU5__HMPREF9446_03903
ERR1913062.2747523__1.2747523	2293125__A0A374BUM7__DW917_12980
ERR1913062.2747685__1.2747685	384638__B7APR1__BACPEC_00667
ERR1913062.2747701__1.2747701	821__A0A174NM17__lacZ_6
ERR1913062.2747750__1.2747750	410072__C0BAJ3__ERS852574_01527
ERR1913062.2747754__1.2747754	166486__D4L458__ROSINTL182_07088
ERR1913062.2747803__1.2747803	2293125__A0A374BSW4__DW917_13420
ERR1913062.2747883__1.2747883	820__A0A3E4WA06__ERS852554_03404
ERR1913062.2747942__1.2747942	544644__GCA_001915615.1_02268
ERR1913062.2747955__1.2747955	2293125__A0A374C9I8__DW917_06795
ERR1913062.2748070__1.2748070	1735__B7CBP2__EUBIFOR_01617
ERR1913062.2748104__1.2748104	1262930__R5ZXU1__BN693_01352
ERR1913062.2748166__1.2748166	166486__D4L0G5__ROSINTL182_08176
ERR1913062.2748213__1.2748213	165179__A0A229I7F5__DXB80_02650
ERR1913062.2748432__1.2748432	410072__A0A174D6E7__ERS852574_01257
ERR1913062.2748517__1.2748517	39488__A0A173T8Z7__hemZ_2
ERR1913062.2748615__1.2748615	166486__D4L284__ERS852572_01651
ERR1913062.2748703__1.2748703	2293125__A0A374BUM7__DW917_12980
ERR1913062.2748908__1.2748908	310298__B3JQJ5__BACCOP_04231
ERR1913062.2749017__1.2749017	360807__A0A174F8N1__ERS852444_00648
ERR1913062.2749164__1.2749164	410072__A0A173R660__ERS852389_00536
ERR1913062.2749169__1.2749169	418240__A0A173X9D3__ERS852478_00421
ERR1913062.2749179__1.2749179	28052__R7NEJ4__ERS852451_01746
ERR1913062.2749286__1.2749286	88431__A6BFJ3__ERS852408_01680
ERR1913062.2749380__1.2749380	165179__A0A3E5AER8__DXB80_07075
ERR1913062.2749745__1.2749745	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.2750058__1.2750058	418240__A0A173WVP8__acm
ERR1913062.2750067__1.2750067	310298__B3JNH4__BACCOP_03487
ERR1913062.2750154__1.2750154	1262930__R5ZWP2__BN693_01542
ERR1913062.2750169__1.2750169	821__A0A3E4HP25__SAMN04487923_102450
ERR1913062.2750642__1.2750642	357276__I8VQA2__HMPREF1065_04183
ERR1913062.2750760__1.2750760	823__D7ILK2__ERS852380_00031
ERR1913062.2751127__1.2751127	39491__D4JMW8__ERS852497_01971
ERR1913062.2751134__1.2751134	821__R7P1Q7__M099_2990
ERR1913062.2751290__1.2751290	33039__A0A175A099__cynR_1
ERR1913062.2751303__1.2751303	1262930__R6A1N0__BN693_00917
ERR1913062.2751429__1.2751429	410072__A0A174JCL9__tee6
ERR1913062.2751465__1.2751465	2293125__A0A374C9I8__DW917_06795
ERR1913062.2751490__1.2751490	818__R7KWE7__HMPREF2534_03255
ERR1913062.2751634__1.2751634	818__A0A139K9H8__C5Z03_23905
ERR1913062.2751680__1.2751680	1096246__A0A2V3YBB2__DFR60_10132
ERR1913062.2751762__1.2751762	39488__A0A285PUH7__ERS852450_00520
ERR1913062.2751754__1.2751754	2293125__A0A374BSW4__DW917_13420
ERR1913062.2751760__1.2751760	28118__R6F5X8__DF785_07935
ERR1913062.2751895__1.2751895	301301__A0A173Z460__sunS_1
ERR1913062.2752112__1.2752112	820__R9I2U8__DXC68_09590
ERR1913062.2752158__1.2752158	821__A0A174V2F3__NCTC10583_01474
ERR1913062.2752312__1.2752312	821__A0A174NM17__lacZ_6
ERR1913062.2752337__1.2752337	357276__A0A0P0M2G3__BACDOR_03913
ERR1913062.2752482__1.2752482	853__A0A174C5M1__CGS58_04460
ERR1913062.2752557__1.2752557	823__A0A173W404__DHP27_04905
ERR1913062.2752701__1.2752701	165179__R6B8D8__DXC61_09245
ERR1913062.2752671__1.2752671	818__Q8A3I3__HMPREF2534_00068
ERR1913062.2752677__1.2752677	165179__A0A3E5AER8__DXB80_07075
ERR1913062.2752846__1.2752846	357276__A0A076ITU4__EL88_22160
ERR1913062.2752876__1.2752876	821__A0A395VIK7__BVU_1225
ERR1913062.2753046__1.2753046	39496__A5Z7W6__EUBVEN_01806
ERR1913062.2753054__1.2753054	2293125__A0A374BUM7__DW917_12980
ERR1913062.2752994__1.2752994	46503__R6X0R5__DXB85_12380
ERR1913062.2753082__1.2753082	487174__K0X455__HMPREF9448_00399
ERR1913062.2753328__1.2753328	39496__A5Z361__EUBVEN_00107
ERR1913062.2753299__1.2753299	360807__A0A396A9J5__ROSEINA2194_00828
ERR1913062.2753402__1.2753402	29361__B6FRT6__CLONEX_02860
ERR1913062.2753457__1.2753457	410072__A0A174EHQ6__ERS852481_02629
ERR1913062.2753598__1.2753598	1150298__A0A174BC67__ERS852498_00837
ERR1913062.2753599__1.2753599	166486__D4L273__ERS852572_01638
ERR1913062.2753632__1.2753632	1262930__R6AQM8__BN693_01323
ERR1913062.2753637__1.2753637	820__A0A174F0C1__nreB
ERR1913062.2753679__1.2753679	46503__R6X3F9__DCY29_09585
ERR1913062.2753761__1.2753761	556259__E5C6L5__BSGG_0298
ERR1913062.2753999__1.2753999	820__A0A173W419__DXC68_17760
ERR1913062.2754034__1.2754034	2293125__A0A374BUM7__DW917_12980
ERR1913062.2754045__1.2754045	166486__D4KZ24__ROSINTL182_05766
ERR1913062.2754184__1.2754184	1262924__R7HRJ9__BN585_00557
ERR1913062.2754203__1.2754203	626929__F3PJN9__B5F24_15155
ERR1913062.2754225__1.2754225	544644__GCA_001915615.1_00029
ERR1913062.2754305__1.2754305	33025__A0A395JAF6__C8D73_10758
ERR1913062.2754272__1.2754272	853__A0A2A7A4A9__C4N21_14870
ERR1913062.2754402__1.2754402	328814__GCA_004558275.1_00101
ERR1913062.2754466__1.2754466	821__R7P1Q7__M099_2990
ERR1913062.2754555__1.2754555	820__A0A173WUD7__DXB48_08055
ERR1913062.2754567__1.2754567	310298__B3JK97__BACCOP_02326
ERR1913062.2754629__1.2754629	2293125__A0A374BV30__DW917_13395
ERR1913062.2754656__1.2754656	165179__A0A174UTZ7__DXC61_06705
ERR1913062.2754702__1.2754702	1535__A7VQ80__CH238_09920
ERR1913062.2754705__1.2754705	166486__D4KW38__ERS852572_02341
ERR1913062.2754749__1.2754749	821__A0A396F598__CUU_3259
ERR1913062.2754758__1.2754758	1262930__R5ZVQ3__BN693_01357
ERR1913062.2754818__1.2754818	28118__F9ZCN9__DHW44_07820
ERR1913062.2754975__1.2754975	2293125__A0A374BUM7__DW917_12980
ERR1913062.2755044__1.2755044	61171__B9Y9M9__HOLDEFILI_02536
ERR1913062.2755107__1.2755107	1262911__R6H1M1__BN557_00925
ERR1913062.2755112__1.2755112	410072__A0A3E4GMX9__yqgN
ERR1913062.2755128__1.2755128	1262911__R6H1M1__BN557_00925
ERR1913062.2755140__1.2755140	1262930__R5ZVH8__BN693_01324
ERR1913062.2755236__1.2755236	1150298__A0A174SZP5__ERS852535_02327
ERR1913062.2755238__1.2755238	821__A0A174AYT0__DXC02_03530
ERR1913062.2755426__1.2755426	328814__GCA_004558275.1_00288
ERR1913062.2755430__1.2755430	1099853__U5CNF1__NSB1T_01130
ERR1913062.2755456__1.2755456	1150298__R7JPI7__cotI
ERR1913062.2755522__1.2755522	360807__A0A173XR05__RIL183_10401
ERR1913062.2755550__1.2755550	33905__A0A0C2Z570__CQR47_0419
ERR1913062.2755553__1.2755553	1735__B7CDA5__EUBIFOR_02186
ERR1913062.2755731__1.2755731	823__A0A355XP97__M092_2525
ERR1913062.2755886__1.2755886	1262911__R6GSH0__BN557_00934
ERR1913062.2756032__1.2756032	821__A0A0P0LFP6__C5Z04_13890
ERR1913062.2756076__1.2756076	1262930__R6AEC7__BN693_00159
