ERR1913155.341__1.341	387661__R5DFX1__PRABACTJOHN_01199
ERR1913155.1276582__1.1276582	46503__R6Y837__PARMER_03866
ERR1913155.1276822__1.1276822	46228__V8BL81__DXD17_11825
ERR1913155.1276834__1.1276834	28118__F9Z8J0__DF785_14955
ERR1913155.1276882__1.1276882	28111__R5K5Y0__NCTC11155_03071
ERR1913155.1276909__1.1276909	301301__A0A395V8C2__rhaR_3
ERR1913155.1276940__1.1276940	100886__A0A174LEG5__ERS852383_05606
ERR1913155.1276938__1.1276938	820__A0A139K1Y6__DXB48_02610
ERR1913155.1277025__1.1277025	40518__R5DTH7__DXD83_02405
ERR1913155.1277051__1.1277051	40518__R5DP21__RBATCC27255_00348
ERR1913155.1277083__1.1277083	39491__A0A395ZGU6__ERS852417_01456
ERR1913155.1277098__1.1277098	40518__R5DTG5__RBATCC27255_00890
ERR1913155.1277183__1.1277183	820__A7V092__hldE
ERR1913155.1277184__1.1277184	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913155.1277290__1.1277290	39491__A0A396FJJ9__DXB76_11995
ERR1913155.1277384__1.1277384	820__A0A3E4RTP0__C801_01067
ERR1913155.1277538__1.1277538	40518__R5DU92__DXD93_03170
ERR1913155.1277777__1.1277777	28117__B0MSS9__BHV66_06085
ERR1913155.1277828__1.1277828	820__A0A139K5E7__DXC68_09550
ERR1913155.1277886__1.1277886	28117__B0MST8__ALIPUT_00310
ERR1913155.1277896__1.1277896	40518__R5E5W1__RBL263_01034
ERR1913155.1278003__1.1278003	1150298__A0A174MSM0__toxA_2
ERR1913155.1278203__1.1278203	214856__A0A174A1J3__ERS852447_01000
ERR1913155.1278241__1.1278241	39485__C4Z6Z5__EUBELI_20593
ERR1913155.1278261__1.1278261	216816__E8MVM4__APC1480_1562
ERR1913155.1278275__1.1278275	820__A0A3E4G2R7__DXC07_00510
ERR1913155.1278394__1.1278394	40518__R5DQK2__DXD93_03730
ERR1913155.1278454__1.1278454	328814__GCA_004558275.1_00091
ERR1913155.1278578__1.1278578	100886__A0A174HM39__CATMIT_01357
ERR1913155.1278545__1.1278545	1150298__A0A174MFX3__ERS852498_01752
ERR1913155.1278585__1.1278585	1262882__R5MRT2__BN519_01494
ERR1913155.1278638__1.1278638	301302__A0A0M6W9I4__M72_19871
ERR1913155.1278711__1.1278711	821__E5UMZ6__BVU_1450
ERR1913155.1278753__1.1278753	820__A0A3E4WA06__ERS852554_03404
ERR1913155.1278915__1.1278915	216816__E8MVM4__APC1480_1562
ERR1913155.1278941__1.1278941	823__A0A355XKQ8__DHP27_04010
ERR1913155.1279088__1.1279088	39491__A0A395UVM9__DXB76_04540
ERR1913155.1279139__1.1279139	40518__R5DVR2__RBL236_00303
ERR1913155.1279145__1.1279145	46228__V8BTB9__RUMLAC_01945
ERR1913155.1279316__1.1279316	40518__R5E1J7__RBL236_02062
ERR1913155.1279517__1.1279517	301302__A0A0M6WVL0__celA
ERR1913155.1279713__1.1279713	46503__R6Y2Y6__ERS852463_03103
ERR1913155.1279684__1.1279684	1150298__A0A174RJ10__ERS852535_00223
ERR1913155.1279802__1.1279802	1262911__R6GN99__BN557_01784
ERR1913155.1279823__1.1279823	40518__R5E2U9__RBL263_01292
ERR1913155.1279984__1.1279984	39492__D4JRM9__bglB_2
ERR1913155.1280016__1.1280016	39485__R5ZT20__ERS852490_00975
ERR1913155.1280049__1.1280049	1263044__GCA_000433375.1_01145
ERR1913155.1280116__1.1280116	46503__B7BG40__ERS852463_01623
ERR1913155.1280178__1.1280178	301302__R5UJW6__ERS852420_01698
ERR1913155.1280238__1.1280238	1628085__A0A2U1BAW1__C7386_11048
ERR1913155.1280397__1.1280397	820__A0A3E4W4Y7__B5G17_02055
ERR1913155.1280432__1.1280432	28111__R5K5Y0__NCTC11155_03071
ERR1913155.1280474__1.1280474	820__R9I3N4__M093_0061
ERR1913155.1280692__1.1280692	28117__B0MVL5__BHV66_01660
ERR1913155.1280774__1.1280774	820__A0A174DZ97__SAMN05444418_101240
ERR1913155.1280972__1.1280972	40518__R5DYP7__envC
ERR1913155.1281113__1.1281113	338188__C9L213__ERS852397_00630
ERR1913155.1281149__1.1281149	33043__D5HGR0__rpfC_2
ERR1913155.1281228__1.1281228	33043__A0A174E9K7__sigF_1
ERR1913155.1281242__1.1281242	216816__Q8G585__APC1473_0508
ERR1913155.1281281__1.1281281	216816__D6ZXD1__APC1461_0104
ERR1913155.1281299__1.1281299	46503__A7AG59__ERS852463_00349
ERR1913155.1281490__1.1281490	40518__R5E500__RBL263_01193
ERR1913155.1281503__1.1281503	46503__R6X5W5__HMPREF1078_03156
ERR1913155.1281579__1.1281579	821__A6L0C7__ERS852556_03520
ERR1913155.1281548__1.1281548	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913155.1281604__1.1281604	166486__D4KZ27__ROSINTL182_05762
ERR1913155.1281809__1.1281809	100886__E2NPD3__ERS852383_04249
ERR1913155.1281947__1.1281947	166486__D4KZ27__ROSINTL182_05762
ERR1913155.1282034__1.1282034	216816__B7GPH6__DXC74_08225
ERR1913155.1282098__1.1282098	88431__A0A174KCR9__DXB16_06030
ERR1913155.1282099__1.1282099	40518__R5DPI9__DXD83_07375
ERR1913155.1282075__1.1282075	40518__R5DQD6__DXD83_09060
ERR1913155.1282114__1.1282114	88431__A0A3D0EZT9__ERS852423_01745
ERR1913155.1282216__1.1282216	46228__V8C458__DXD17_08090
ERR1913155.1282187__1.1282187	820__A0A174FUF0__HMPREF1073_03308
ERR1913155.1282245__1.1282245	40518__R5DS23__DXD86_01715
ERR1913155.1282277__1.1282277	33043__A0A174H1B6__ERS852575_02702
ERR1913155.1282375__1.1282375	821__A0A0P0LQT3__DXC03_05050
ERR1913155.1282338__1.1282338	47678__R5UES3__CGC64_00760
ERR1913155.1282350__1.1282350	39486__R6TCA8__DXB36_11850
ERR1913155.1282358__1.1282358	40518__R5DU74__RBATCC27255_00707
ERR1913155.1282452__1.1282452	28118__R6FC74__DHW44_13330
ERR1913155.1282508__1.1282508	552398__T5S086__HMPREF0866_01580
ERR1913155.1282613__1.1282613	338188__R6RY36__BACFIN_08642
ERR1913155.1282595__1.1282595	1263006__R6LLP6__BN515_01041
ERR1913155.1282662__1.1282662	39492__D4JRM4__tap_5
ERR1913155.1282752__1.1282752	1160721__R6UA13__BHW50_07285
ERR1913155.1282747__1.1282747	387090__S0F7Y3__BACCOPRO_02028
ERR1913155.1282821__1.1282821	40518__R5DX93__DXD93_03055
ERR1913155.1282848__1.1282848	1262886__R6QKQ6__BN563_01547
ERR1913155.1282910__1.1282910	821__A0A174NVL6__NCTC10583_01782
ERR1913155.1282997__1.1282997	820__A0A173WZS4__DXD90_10250
ERR1913155.1283263__1.1283263	28111__R5JQ07__BACEGG_03203
ERR1913155.1283437__1.1283437	28118__F9Z695__DER54_04745
ERR1913155.1283495__1.1283495	821__A0A174TD86__C800_00949
ERR1913155.1283562__1.1283562	1150298__R7JU23__ERS852498_02342
ERR1913155.1283744__1.1283744	1263000__R5EXT3__BN466_02213
ERR1913155.1283814__1.1283814	74426__nifJ
ERR1913155.1283860__1.1283860	301302__R5UI99__M72_25591
ERR1913155.1283961__1.1283961	1550024__A0A3B9WG56__TQ39_01145
ERR1913155.1284075__1.1284075	1150298__A0A174R4D7__tmpC_2
ERR1913155.1284098__1.1284098	301302__A0A173RZU9__M72_23561
ERR1913155.1284168__1.1284168	46506__A0A108TAK3__fepA_3
ERR1913155.1284158__1.1284158	28111__E5WYC1__BACEGG_00354
ERR1913155.1284226__1.1284226	1150298__A0A174QRU8__ERS852498_00962
ERR1913155.1284281__1.1284281	301302__A0A173UN64__manA_2
ERR1913155.1284366__1.1284366	338188__A0A174ETX3__ERS852397_01955
ERR1913155.1284383__1.1284383	40518__R5DY98__mepA_5
ERR1913155.1284441__1.1284441	820__A0A078STJ8__DXC68_04690
ERR1913155.1284463__1.1284463	853__A0A173XRA8__CGS56_09290
ERR1913155.1284690__1.1284690	820__A0A3E4QZJ7__C801_01798
ERR1913155.1284706__1.1284706	1262886__R6QBN3__BN563_01269
ERR1913155.1284721__1.1284721	1105031__J1H3W2__HMPREF1141_2783
ERR1913155.1284795__1.1284795	28111__E5WUH3__BACEGG_02112
ERR1913155.1284872__1.1284872	1262886__R6REM1__BN563_00995
ERR1913155.1284907__1.1284907	884684__GCA_002892425.1_01408
ERR1913155.1284982__1.1284982	820__A0A139K1Y6__DXB48_02610
ERR1913155.1285130__1.1285130	33043__A0A174H5E3__ERS852400_02880
ERR1913155.1285083__1.1285083	1262886__R6RCF6__BN563_00371
ERR1913155.1285210__1.1285210	371601__D7J175__DXD03_05675
ERR1913155.1285212__1.1285212	820__A0A174CK74__DXB48_07060
ERR1913155.1285213__1.1285213	454154__G5SMP1__HMPREF9441_00617
ERR1913155.1285253__1.1285253	40518__R5DU52__RB5AMG_02245
ERR1913155.1285270__1.1285270	40518__R5DUG7__sbcC
ERR1913155.1285279__1.1285279	100886__E2NRW8__CATMIT_01324
ERR1913155.1285393__1.1285393	39491__A0A396FJJ9__DXB76_11995
ERR1913155.1285563__1.1285563	1780376__A0A143XQT4__BN3659_01658
ERR1913155.1285582__1.1285582	40518__R5E4X1__DXD93_05270
ERR1913155.1285619__1.1285619	626929__F3PKN8__HMPREF9445_02595
ERR1913155.1285852__1.1285852	47678__A5ZGW9__HMPREF1061_01068
ERR1913155.1285884__1.1285884	1263000__R5EXT3__BN466_02213
ERR1913155.1285890__1.1285890	338188__R6S1A3__spsA_1
ERR1913155.1285927__1.1285927	39491__A0A396FF66__DXD95_01810
ERR1913155.1285993__1.1285993	40518__R5DU74__RBATCC27255_00707
ERR1913155.1286016__1.1286016	821__A0A174NVL6__NCTC10583_01782
ERR1913155.1286136__1.1286136	820__A0A3E4RU03__M093_0563
ERR1913155.1286155__1.1286155	33039__D4M0U9__mucD
ERR1913155.1286164__1.1286164	39491__A0A396FNY7__LD38_16155
ERR1913155.1286224__1.1286224	28111__E5WVR8__NCTC11155_02792
ERR1913155.1286312__1.1286312	823__A0A174MNW4__M091_0199
ERR1913155.1286366__1.1286366	166486__D4L1P5__ERS852572_00758
ERR1913155.1286337__1.1286337	1150298__A0A174SLE6__mlc_1
ERR1913155.1286406__1.1286406	821__I9R3W6__DXC16_12455
ERR1913155.1286440__1.1286440	40518__R5DYM0__DXD86_08165
ERR1913155.1286511__1.1286511	1235793__R9KSF0__C809_01679
ERR1913155.1286514__1.1286514	1897011__A0A1Q6RGZ3__BHW41_01455
ERR1913155.1286476__1.1286476	1262911__R6GZX7__BN557_00838
ERR1913155.1286491__1.1286491	33043__D5HFE3__lacR
ERR1913155.1286548__1.1286548	360807__C0FNK4__ERS852444_02115
ERR1913155.1286557__1.1286557	40518__R5DVL2__penA
ERR1913155.1286629__1.1286629	29348__B1BZ86__DXB31_04790
ERR1913155.1286804__1.1286804	40518__R5DLM5__RB5AMG_00422
ERR1913155.1286837__1.1286837	39491__D6E2U1__EUBREC_3278
ERR1913155.1286945__1.1286945	28118__F9ZAB4__B5F93_06270
ERR1913155.1286947__1.1286947	88431__A0A173XSN2__ERS852526_00723
ERR1913155.1287091__1.1287091	820__A7V9F9__B5G17_14640
ERR1913155.1287052__1.1287052	39491__A0A395UZZ5__htpG_1
ERR1913155.1287332__1.1287332	301302__A0A173SUI7__M72_11091
ERR1913155.1287381__1.1287381	2173__R7PT68__Msm_0886
ERR1913155.1287430__1.1287430	40518__R5DT16__ysdC_2
ERR1913155.1287401__1.1287401	74426__rpoB
ERR1913155.1287501__1.1287501	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913155.1287513__1.1287513	239935__A0A2N8IVR0__CXT87_07115
ERR1913155.1287579__1.1287579	821__A0A396F598__CUU_3259
ERR1913155.1287619__1.1287619	820__A0A173YYG4__evgS_3
ERR1913155.1287643__1.1287643	47678__R5UES3__CGC64_00760
ERR1913155.1287713__1.1287713	33043__D5HHF5__ERS852386_00025
ERR1913155.1287714__1.1287714	216816__B7GN29__BL72_08765
ERR1913155.1287672__1.1287672	418240__C6JET3__ERS852478_01564
ERR1913155.1287764__1.1287764	39490__U2R881__dhaS
ERR1913155.1287792__1.1287792	823__A6L9D3__ERS852560_03374
ERR1913155.1288033__1.1288033	1262886__R6QAC0__BN563_00833
ERR1913155.1288199__1.1288199	33043__A0A173YEP6__ERS852575_00888
ERR1913155.1288300__1.1288300	821__A0A0P0L8F8__ERS852509_03705
ERR1913155.1288224__1.1288224	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913155.1288452__1.1288452	338188__C9L0Q4__BACFIN_08177
ERR1913155.1288557__1.1288557	28111__E5WUE9__NCTC11155_01729
ERR1913155.1288670__1.1288670	40518__R5DY98__mepA_5
ERR1913155.1288675__1.1288675	1262924__R7HML0__BN585_01508
ERR1913155.1288658__1.1288658	33043__D5HIL8__ERS852386_02009
ERR1913155.1288797__1.1288797	820__A7UYX8__DXD40_11635
ERR1913155.1288881__1.1288881	39485__A0A174ZBJ8__speA_2
ERR1913155.1288997__1.1288997	1262886__R6QHD5__BN563_00547
ERR1913155.1289029__1.1289029	40518__R5E1J7__RBL236_02062
ERR1913155.1289066__1.1289066	28117__B0MY40__BHV66_05170
ERR1913155.1289034__1.1289034	88431__A0A3D0EXT6__ERS852423_01007
ERR1913155.1289151__1.1289151	40518__R5E7S2__RBL263_00671
ERR1913155.1289233__1.1289233	46228__V8BYC1__RUMLAC_00426
ERR1913155.1289360__1.1289360	2173__A0A1D2WT01__BK798_04470
ERR1913155.1289375__1.1289375	40518__R5DYP7__envC
ERR1913155.1289499__1.1289499	39491__A0A395ZM93__DXD13_03490
ERR1913155.1289748__1.1289748	1150298__R7JXH6__mecR1
ERR1913155.1289781__1.1289781	338188__C9L2Z1__BACFIN_08973
ERR1913155.1289844__1.1289844	39491__A0A395UZL1__DXB76_05950
ERR1913155.1289893__1.1289893	33043__A0A174EI47__inlJ
ERR1913155.1289931__1.1289931	39491__D6E4H2__DXB99_00485
ERR1913155.1290008__1.1290008	28118__F9Z6F1__DER54_08365
ERR1913155.1290410__1.1290410	310298__B3JQJ5__BACCOP_04231
ERR1913155.1290453__1.1290453	310298__B3JQJ5__BACCOP_04231
ERR1913155.1290499__1.1290499	1160721__W0U309__BHW50_02320
ERR1913155.1290511__1.1290511	28117__B0MST6__BHV66_06090
ERR1913155.1290755__1.1290755	1150298__A0A174R4D7__tmpC_2
ERR1913155.1290870__1.1290870	1150298__R7JU97__ERS852498_02579
ERR1913155.1290902__1.1290902	1965604__A0A1Y4ERL1__B5F54_16810
ERR1913155.1290978__1.1290978	328814__GCA_004558275.1_00033
ERR1913155.1291050__1.1291050	1160721__W0U3K4__RBI_I00339
ERR1913155.1291156__1.1291156	40518__R5DU52__RB5AMG_02245
ERR1913155.1291133__1.1291133	821__E5UY21__C800_02204
ERR1913155.1291180__1.1291180	301302__A0A173SCU7__M72_12871
ERR1913155.1291185__1.1291185	46506__R6LDN0__HMPREF1181_03103
ERR1913155.1291204__1.1291204	387661__B7B842__B5F96_11290
ERR1913155.1291229__1.1291229	46503__R6X0R5__DXB85_12380
ERR1913155.1291421__1.1291421	820__A0A173XIP7__B5G17_16050
ERR1913155.1291471__1.1291471	1150298__A0A174SZP5__ERS852535_02327
ERR1913155.1291437__1.1291437	301302__R5UQK8__M72_11501
ERR1913155.1291491__1.1291491	820__A7VAR9__ERS852421_00197
ERR1913155.1291546__1.1291546	47678__R5U9Z0__HMPREF1061_03210
ERR1913155.1291560__1.1291560	216816__C5E9N8__DD678_02795
ERR1913155.1291720__1.1291720	28116__A0A1Y4Q112__evgS_13
ERR1913155.1291971__1.1291971	40518__R5DZC6__mreC
ERR1913155.1292014__1.1292014	301302__A0A0M6WF57__M72_22681
ERR1913155.1292128__1.1292128	820__A7V470__HMPREF1072_02076
ERR1913155.1292221__1.1292221	40518__R5DUG7__sbcC
ERR1913155.1292332__1.1292332	28117__B0MUY3__BHV66_00515
ERR1913155.1292371__1.1292371	33043__A0A174ADZ1__dcuS_1
ERR1913155.1292414__1.1292414	371601__A0A174FDF7__CW1_1994
ERR1913155.1292491__1.1292491	820__I9A4U7__DHU98_12785
ERR1913155.1292623__1.1292623	1703337__A0A2U0U7Q7__C7379_11089
ERR1913155.1292631__1.1292631	40518__R5DLM5__RB5AMG_00422
ERR1913155.1292695__1.1292695	853__A0A173XRA8__CGS56_09290
ERR1913155.1292696__1.1292696	1150298__R7JTX5__ERS852535_01291
ERR1913155.1292746__1.1292746	1150298__R7JU58__ssuC_2
ERR1913155.1292788__1.1292788	328814__GCA_004558275.1_00091
ERR1913155.1292764__1.1292764	216816__A0A133L1E2__ptsP
ERR1913155.1292818__1.1292818	1262924__R7HML0__BN585_01508
ERR1913155.1292922__1.1292922	39491__A0A174K9A3__DXB69_07785
ERR1913155.1292950__1.1292950	46506__A0A3E4UIV1__DXC34_17755
ERR1913155.1292979__1.1292979	1262911__R6GQM3__BN557_01245
ERR1913155.1293012__1.1293012	216816__B7GN29__BL72_08765
ERR1913155.1293026__1.1293026	1262886__R6RCF6__BN563_00371
ERR1913155.1293097__1.1293097	853__A0A173T6P2__DWZ46_14595
ERR1913155.1293206__1.1293206	40518__R5DYU1__DXD86_01160
ERR1913155.1293272__1.1293272	394340__putP_1
ERR1913155.1293289__1.1293289	28116__A0A1G6G396__DXD69_22115
ERR1913155.1293307__1.1293307	39492__D4JRM9__bglB_2
ERR1913155.1293359__1.1293359	821__A0A395UNT8__DXD64_15275
ERR1913155.1293374__1.1293374	47678__R5UPZ8__ERS852494_01752
ERR1913155.1293498__1.1293498	820__A0A174B4N2__M093_2531
ERR1913155.1293676__1.1293676	88431__A0A3D0F2C1__DORLON_02135
ERR1913155.1293806__1.1293806	88431__A6BGH9__ERS852408_02691
ERR1913155.1293844__1.1293844	88431__A6BGH9__ERS852408_02691
ERR1913155.1293978__1.1293978	40518__R5DS23__DXD86_01715
ERR1913155.1294051__1.1294051	239935__A0A139TSG7__CXU17_09600
ERR1913155.1294165__1.1294165	301302__A0A0M6WWE7__ERS852420_01309
ERR1913155.1294152__1.1294152	820__R9I3N4__M093_0061
ERR1913155.1294188__1.1294188	39491__A0A396FJA4__DXB99_05435
ERR1913155.1294320__1.1294320	100886__E2NRI8__ERS852383_05979
ERR1913155.1294333__1.1294333	40518__R5DV66__DXD83_04215
ERR1913155.1294632__1.1294632	172042__U7V1K1__HMPREF0742_01805
ERR1913155.1294665__1.1294665	39491__A0A395ZGE4__ERS852497_01269
ERR1913155.1294676__1.1294676	40518__R5DME2__DXD86_07315
ERR1913155.1294692__1.1294692	40518__R5E1J7__RBL236_02062
ERR1913155.1294807__1.1294807	820__A0A173WZS4__DXD90_10250
ERR1913155.1294838__1.1294838	1150298__A0A173YHI7__ERS852406_00466
ERR1913155.1294786__1.1294786	39485__A0A174ZJ84__EUBELI_00107
ERR1913155.1294802__1.1294802	1150298__A0A174S2H3__spoIIQ
ERR1913155.1295045__1.1295045	1680__A7A8N9__BBMN23_1271
ERR1913155.1295194__1.1295194	46228__V8CC10__RUMLAC_01472
ERR1913155.1295444__1.1295444	216816__C2GSX7__DD678_03555
ERR1913155.1295582__1.1295582	820__A0A173WUD7__DXB48_08055
ERR1913155.1295586__1.1295586	40518__R5DYU1__DXD86_01160
ERR1913155.1295725__1.1295725	821__A0A0P0M4G3__M099_3092
ERR1913155.1295825__1.1295825	246787__R6KM92__AA416_01456
ERR1913155.1295835__1.1295835	1150298__A0A174TDE7__ERS852535_00299
ERR1913155.1295874__1.1295874	1160721__W0U5Q5__RBI_I01425
ERR1913155.1295939__1.1295939	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913155.1295960__1.1295960	40518__R5DLM5__RB5AMG_00422
ERR1913155.1296038__1.1296038	74426__pflB_2
ERR1913155.1296290__1.1296290	1150298__A0A174DU21__toxA_3
ERR1913155.1296398__1.1296398	823__A0A173VPM3__DHW69_17170
ERR1913155.1296433__1.1296433	338188__C9L067__ERS852397_00004
ERR1913155.1296449__1.1296449	40518__R5E1J7__RBL236_02062
ERR1913155.1296450__1.1296450	88431__A0A174A952__ugpA_1
ERR1913155.1296454__1.1296454	820__A0A174Q0F0__DXB48_08080
ERR1913155.1296466__1.1296466	1150298__A0A174RCG4__ERS852498_01381
ERR1913155.1296501__1.1296501	28111__E5X123__BACEGG_03115
ERR1913155.1296571__1.1296571	28111__E5X205__NCTC11155_00661
ERR1913155.1296679__1.1296679	39491__A0A173QT73__alaS_2
ERR1913155.1296932__1.1296932	301302__A0A173QV75__M72_03601
ERR1913155.1297198__1.1297198	820__A0A139K5E7__DXC68_09550
ERR1913155.1297398__1.1297398	40518__R5DZB3__RB5AMG_01719
ERR1913155.1297408__1.1297408	1262911__R6H174__BN557_01246
ERR1913155.1297505__1.1297505	820__A7VAR9__ERS852421_00197
ERR1913155.1297536__1.1297536	821__I9R3W6__DXC16_12455
ERR1913155.1297570__1.1297570	1262911__R6GLA5__BN557_01456
ERR1913155.1297579__1.1297579	821__A0A395US34__C5Z04_18975
ERR1913155.1297625__1.1297625	40518__R5DPI9__DXD83_07375
ERR1913155.1297827__1.1297827	292800__A0A174VWN6__HMPREF9460_03556
ERR1913155.1297842__1.1297842	820__A7V470__HMPREF1072_02076
ERR1913155.1297923__1.1297923	40518__R5DY98__mepA_5
ERR1913155.1298058__1.1298058	1262911__R6GUQ4__BN557_01581
ERR1913155.1298081__1.1298081	817__A0A1C0WFC5__M112_2994
ERR1913155.1298106__1.1298106	823__A0A355XF06__B5F32_11480
ERR1913155.1298108__1.1298108	40519__U2MCQ8__RUMCAL_00556
ERR1913155.1298206__1.1298206	820__A0A139K5E7__DXC68_09550
ERR1913155.1298212__1.1298212	301302__R5UPN9__M72_25701
ERR1913155.1298316__1.1298316	363265__R7H1Q3__HMPREF0673_02409
ERR1913155.1298352__1.1298352	1262924__R7HNT3__BN585_00018
ERR1913155.1298474__1.1298474	301302__R5UKF2__M72_19701
ERR1913155.1298538__1.1298538	310298__B3JQJ5__BACCOP_04231
ERR1913155.1298571__1.1298571	33039__A0A173VTT4__frdB_1
ERR1913155.1298731__1.1298731	218538__C9LQZ7__GCWU000321_01979
ERR1913155.1298782__1.1298782	216816__D6D9A3__BLNIAS_01911
ERR1913155.1298815__1.1298815	301302__A0A173TSN3__ERS852420_02365
ERR1913155.1298925__1.1298925	1550024__G9RT56__TQ39_09200
ERR1913155.1298940__1.1298940	1150298__A0A174B7I7__ERS852535_01258
ERR1913155.1299014__1.1299014	40518__R5E6G1__DXD83_06815
ERR1913155.1299041__1.1299041	1160721__R6U5L6__RBI_I01802
ERR1913155.1299240__1.1299240	88431__A0A174UTT9__clcA
ERR1913155.1299304__1.1299304	40518__R5DZB3__RB5AMG_01719
ERR1913155.1299405__1.1299405	1150298__A0A174EM68__ERS852406_01867
ERR1913155.1299449__1.1299449	46503__R6WZ80__PARMER_04397
ERR1913155.1299433__1.1299433	821__C6Z087__DXB90_00750
ERR1913155.1299495__1.1299495	39491__A0A173VH71__ERS852497_01827
ERR1913155.1299646__1.1299646	33043__A0A173WXS1__ERS852445_00262
ERR1913155.1299711__1.1299711	216816__A0A0A0UDU9__BL1246
ERR1913155.1299860__1.1299860	46503__R6X1R0__ERS852463_00596
ERR1913155.1299901__1.1299901	410072__C0B4V0__ERS852481_02420
ERR1913155.1299913__1.1299913	29361__B6FRT6__CLONEX_02860
ERR1913155.1299999__1.1299999	33043__A0A174EI47__inlJ
ERR1913155.1300077__1.1300077	33043__A0A374K1H3__ykoD_2
ERR1913155.1300107__1.1300107	301302__R5VFU2__xynA1
ERR1913155.1300149__1.1300149	46506__A0A108TAK3__fepA_3
ERR1913155.1300168__1.1300168	39492__D4JUD9__EUBSIR_01875
ERR1913155.1300348__1.1300348	39491__A0A396FNP1__DXD95_06025
ERR1913155.1300418__1.1300418	116085__D4J6A3__cls
ERR1913155.1300468__1.1300468	40518__R5DRG6__ylbJ
ERR1913155.1300630__1.1300630	28111__E5X123__BACEGG_03115
ERR1913155.1300767__1.1300767	39492__D4MJF3__EUBSIR_02248
ERR1913155.1300839__1.1300839	1262886__R6QAC0__BN563_00833
ERR1913155.1300841__1.1300841	1150298__A0A174FT27__ERS852535_01803
ERR1913155.1300848__1.1300848	88431__A0A174EMW0__thiD_1
ERR1913155.1300881__1.1300881	39486__B0G7C0__DXD10_08735
ERR1913155.1301015__1.1301015	301302__R5UJW6__ERS852420_01698
ERR1913155.1301021__1.1301021	46503__A7AB74__DD461_00855
ERR1913155.1301061__1.1301061	1262911__R6GIB9__BN557_01439
ERR1913155.1301068__1.1301068	1150298__A0A174DPC6__ERS852535_01374
ERR1913155.1301148__1.1301148	216816__B3DP82__DVB78_09640
ERR1913155.1301192__1.1301192	100886__E2NNK0__ERS852383_03515
ERR1913155.1301204__1.1301204	301302__R5UK77__M72_08681
ERR1913155.1301305__1.1301305	1262886__R6QHT9__BN563_00630
ERR1913155.1301396__1.1301396	1680__A0A173X776__B0070_1318
ERR1913155.1301475__1.1301475	823__A0A173TL14__M095_0764
ERR1913155.1301505__1.1301505	301302__A0A0M6WIX9__ERS852420_01972
ERR1913155.1301693__1.1301693	310298__B3JEV4__BACCOP_00398
ERR1913155.1301755__1.1301755	100886__E2NUH9__CATMIT_02260
ERR1913155.1301856__1.1301856	40518__R5E5I9__yvhJ_2
ERR1913155.1301875__1.1301875	301302__R5UUM8__ganB_1
ERR1913155.1301931__1.1301931	28111__E5WTU8__BACEGG_01922
ERR1913155.1301961__1.1301961	39491__C4ZC33__DXC13_11585
ERR1913155.1301962__1.1301962	1262924__R7HQI4__BN585_00500
ERR1913155.1302033__1.1302033	626937__A0A136Q6Y7__A5N82_08455
ERR1913155.1302089__1.1302089	40518__R5DW64__RBL236_01394
ERR1913155.1302117__1.1302117	487174__K0X429__HMPREF9448_00932
ERR1913155.1302144__1.1302144	820__A0A1T4IYF4__mprA_1
ERR1913155.1302179__1.1302179	1262911__R6HNT6__BN557_01082
ERR1913155.1302233__1.1302233	853__A0A173XRA8__CGS56_09290
ERR1913155.1302346__1.1302346	820__A0A139KA34__B5G17_05520
ERR1913155.1302362__1.1302362	1150298__R7JUS2__ERS852498_02193
ERR1913155.1302425__1.1302425	214856__A0A173ZR84__ERS852559_00013
ERR1913155.1302520__1.1302520	239935__R6J4Y4__CXU17_09810
ERR1913155.1302700__1.1302700	40518__R5DVH6__DXD86_08955
ERR1913155.1302795__1.1302795	46503__R6WQ01__PARMER_03826
