ERR1913249.568__1.568	1680__A0A374QDL4__LMG18897_0432
ERR1913249.797124__1.797124	820__A0A3E4G3J9__ERS852459_02265
ERR1913249.797465__1.797465	328814__GCA_004558275.1_00292
ERR1913249.797528__1.797528	239935__R6J9Y2__CXT85_07000
ERR1913249.797766__1.797766	28117__B0MY40__BHV66_05170
ERR1913249.797746__1.797746	239935__A0A2N8IKW7__pstA
ERR1913249.797965__1.797965	1680__A0A087DLC6__C8077_00815
ERR1913249.797927__1.797927	239935__A0A2N8IKW7__pstA
ERR1913249.798051__1.798051	1501332__G9WWX5__HMPREF9624_01349
ERR1913249.798182__1.798182	239935__A0A2N8I791__CXT99_09415
ERR1913249.798213__1.798213	1685__A0A3D8UEL2__DRBB29_0129
ERR1913249.798511__1.798511	216816__A0A133LQN7__BL15B_00780
ERR1913249.798533__1.798533	239935__A0A2N8HM32__CXT85_08075
ERR1913249.798739__1.798739	74426__rpoC
ERR1913249.798826__1.798826	214856__A0A173Z1B0__ERS852447_00765
ERR1913249.799009__1.799009	214856__A0A174H3U9__ERS852559_00612
ERR1913249.799230__1.799230	28117__B0MYW5__ALIPUT_02334
ERR1913249.799400__1.799400	1262992__R5D6J2__BN795_00288
ERR1913249.799470__1.799470	853__A0A173RZ39__C4N22_01650
ERR1913249.799561__1.799561	239935__R7DVW2__CXU02_03915
ERR1913249.799753__1.799753	820__A7V8C2__ERS852554_01338
ERR1913249.799883__1.799883	1550024__A0A0D8J1Q0__ASJ35_04495
ERR1913249.799982__1.799982	74426__rpoC
ERR1913249.800037__1.800037	820__A0A174I980__gldH
ERR1913249.800152__1.800152	239935__A0A2N8INK7__Amuc_0521
ERR1913249.800278__1.800278	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.800294__1.800294	1681__E4VCD3__BIFI_0514
ERR1913249.800566__1.800566	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.800685__1.800685	1680__A0A173XYA2__B0703_0121
ERR1913249.800837__1.800837	214856__A0A174FZ29__ERS852559_00600
ERR1913249.801215__1.801215	74426__yccM
ERR1913249.801404__1.801404	35833__S2KT88__HMPREF0179_05280
ERR1913249.801496__1.801496	1262911__R6GTZ0__BN557_01437
ERR1913249.801873__1.801873	823__A0A174GGT1__queG
ERR1913249.801910__1.801910	853__A0A174C5M1__CGS58_04460
ERR1913249.802205__1.802205	1680__R5GRA4__ERS852382_01548
ERR1913249.802595__1.802595	1535__A7VRX7__CH238_12065
ERR1913249.802878__1.802878	239935__A0A2N8IG27__CXT85_07805
ERR1913249.803089__1.803089	40518__R5DVL2__penA
ERR1913249.803186__1.803186	328814__GCA_004558275.1_00289
ERR1913249.803539__1.803539	853__A0A3E2V168__FAEPRAM212_00929
ERR1913249.803826__1.803826	154046__A0A374PE86__DXC88_07585
ERR1913249.804066__1.804066	820__A0A3E4G826__C801_01612
ERR1913249.804087__1.804087	239935__A0A2N8I7W6__CXT90_04245
ERR1913249.804239__1.804239	410072__A0A174M202__COPCOM_00641
ERR1913249.804237__1.804237	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.804379__1.804379	1262911__R6H212__BN557_01031
ERR1913249.804405__1.804405	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.804526__1.804526	239935__A0A139TPG3__CXT86_08810
ERR1913249.804738__1.804738	1680__A7A7Z9__AAX71_05385
ERR1913249.804853__1.804853	1262992__R5CXM7__BN795_01016
ERR1913249.804933__1.804933	74426__sufB
ERR1913249.805174__1.805174	1550024__G9RVU1__TQ39_06560
ERR1913249.805291__1.805291	74426__rpoB
ERR1913249.805449__1.805449	1680__A0A174BEE7__BSTER_1311
ERR1913249.805748__1.805748	239935__A0A2N8HH03__CXU09_08875
ERR1913249.805791__1.805791	214856__R6Y1K2__ERS852447_02306
ERR1913249.805821__1.805821	1262911__R6GI18__BN557_01377
ERR1913249.805839__1.805839	239935__A0A139TMY7__CXU13_02020
ERR1913249.805985__1.805985	1263006__R6MLL2__BN515_00946
ERR1913249.806209__1.806209	216816__Q8G5T7__HMPREF0175_0394
ERR1913249.806262__1.806262	1160721__W0U2H8__BHW50_07775
ERR1913249.806363__1.806363	28117__B0MYI9__BHV66_05415
ERR1913249.806462__1.806462	29361__B6FKH5__CLONEX_00621
ERR1913249.806588__1.806588	239935__A0A2N8HH03__CXU09_08875
ERR1913249.806602__1.806602	239935__A0A2N8HDT1__CXT94_05270
ERR1913249.806724__1.806724	28117__B0MU76__ALIPUT_00202
ERR1913249.806879__1.806879	823__A0A355XP97__M092_2525
ERR1913249.807259__1.807259	1660__S2Z8I7__APY09_02880
ERR1913249.807513__1.807513	1680__A7A2Y2__NCTC11814_00537
ERR1913249.807616__1.807616	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.807879__1.807879	1124654__GeneID:14005760
ERR1913249.807899__1.807899	1550024__A0A0W7TT94__TQ39_11150
ERR1913249.807981__1.807981	1550024__A0A3B9WJ82__ASJ35_03765
ERR1913249.808057__1.808057	853__A0A174C5M1__CGS58_04460
ERR1913249.808199__1.808199	239935__A0A2N8IEP3__CXT84_03735
ERR1913249.808119__1.808119	74426__rpoC
ERR1913249.808508__1.808508	239935__A0A2N8I8X8__B5G29_00185
ERR1913249.808647__1.808647	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913249.808738__1.808738	40518__R5DN55__RBATCC27255_01652
ERR1913249.808744__1.808744	39496__A5Z5I2__EUBVEN_00963
ERR1913249.809013__1.809013	239935__R6IZT7__CXU18_11710
ERR1913249.809153__1.809153	239935__A0A139TT05__CXU09_03335
ERR1913249.809156__1.809156	1262888__R6PF14__BN582_00221
ERR1913249.809207__1.809207	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.809645__1.809645	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.810010__1.810010	239935__A0A3F3KBB8__CXU16_06755
ERR1913249.810089__1.810089	1550024__A0A0D8J084__TQ39_06930
ERR1913249.810473__1.810473	239935__R7DVL7__CXT93_01180
ERR1913249.810475__1.810475	1680__A0A0B5BIU5__BSTER_0145
ERR1913249.810615__1.810615	239935__A0A2N8HW65__CXU09_08515
ERR1913249.810830__1.810830	1262911__R6GKW2__BN557_01379
ERR1913249.810836__1.810836	1550024__A0A0D8J084__TQ39_06930
ERR1913249.811201__1.811201	239935__A0A139TPD4__CXT86_06450
ERR1913249.811251__1.811251	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913249.811472__1.811472	239935__A0A2N8HB50__CXU17_02615
ERR1913249.811754__1.811754	28118__F9ZCN9__DHW44_07820
ERR1913249.811999__1.811999	239935__A0A2N8HT44__CXT84_11035
ERR1913249.811973__1.811973	239935__A0A2N8I6R6__CXU04_04335
ERR1913249.812209__1.812209	10680__GeneID:1261099
ERR1913249.812420__1.812420	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.812447__1.812447	216816__D6D9A3__BLNIAS_01911
ERR1913249.812651__1.812651	106588__A6NUL8__BACCAP_01900
ERR1913249.812697__1.812697	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.812730__1.812730	239935__A0A139TPG3__CXT86_08810
ERR1913249.812766__1.812766	1680__A0A087DHN0__AL0462_1532
ERR1913249.813087__1.813087	544581__G9PQL8__HMPREF1979_01302
ERR1913249.813738__1.813738	821__R6F3Y1__SAMN04487923_104318
ERR1913249.813835__1.813835	28117__B0MXG8__ALIPUT_01814
ERR1913249.814001__1.814001	239935__A0A2N8I9I3__CXU19_12035
ERR1913249.814246__1.814246	239935__R6J9Y2__CXT85_07000
ERR1913249.814612__1.814612	239935__A0A2N8HH03__CXU09_08875
ERR1913249.814590__1.814590	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913249.814730__1.814730	239935__R6JWJ7__CXT94_02580
ERR1913249.814739__1.814739	239935__A0A2N8HT18__CXT93_06135
ERR1913249.814818__1.814818	147206__GCF_000156215.1_01710
ERR1913249.814831__1.814831	820__A0A174TRB5__DXD40_11305
ERR1913249.814838__1.814838	239935__R6JAS2__CXU02_10725
ERR1913249.815013__1.815013	239935__A0A2N8INZ4__CXU08_03560
ERR1913249.815051__1.815051	1680__A0A173YLK6__BAD_0868
ERR1913249.815155__1.815155	239935__R7E524__CXT91_06180
ERR1913249.815311__1.815311	333367__C0D2L2__CLOSTASPAR_03501
ERR1913249.815628__1.815628	239935__A0A2N8HEH9__CXU07_11710
ERR1913249.815587__1.815587	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913249.816221__1.816221	820__A0A3E4GE89__DXB48_02565
ERR1913249.816319__1.816319	562__P77789__fimF_3
ERR1913249.816498__1.816498	239935__A0A2N8IKW7__pstA
ERR1913249.816748__1.816748	239935__R6J9Y2__CXT85_07000
ERR1913249.816991__1.816991	239935__A0A2N8HH03__CXU09_08875
ERR1913249.817074__1.817074	28117__B0MWC6__BHV66_00965
ERR1913249.817221__1.817221	239935__A0A2N8I9N0__CXT97_09915
ERR1913249.817194__1.817194	214856__I3YMC8__ERS852447_02666
ERR1913249.817206__1.817206	1262911__R6GPB1__BN557_00837
ERR1913249.817295__1.817295	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.817377__1.817377	239935__A0A2N8HB50__CXU17_02615
ERR1913249.817435__1.817435	239935__A0A2N8HT44__CXT84_11035
ERR1913249.817777__1.817777	239935__R7DVL7__CXT93_01180
ERR1913249.817985__1.817985	1681__K2IQY4__RY70_39
ERR1913249.818040__1.818040	40519__U2KZ86__RUMCAL_00005
ERR1913249.818031__1.818031	1262911__R6GR13__BN557_00618
ERR1913249.818309__1.818309	28118__F9Z587__Odosp_2804
ERR1913249.818574__1.818574	817__K1FT28__M124_1346
ERR1913249.818747__1.818747	214856__R6Y6H8__ERS852447_01719
ERR1913249.818736__1.818736	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.818879__1.818879	1550024__G9RZ38__ASJ35_12765
ERR1913249.819091__1.819091	1680__A7A7Z9__AAX71_05385
ERR1913249.819118__1.819118	33039__A0A173VTT4__frdB_1
ERR1913249.819265__1.819265	1680__A0A0C2YPV2__AL0462_1474
ERR1913249.819308__1.819308	310297__R5VE18__DXD04_14500
ERR1913249.819352__1.819352	446660__GCA_003428235.1_00487
ERR1913249.819496__1.819496	1262869__R7CKB6__BN625_00834
ERR1913249.819710__1.819710	239935__A0A2N8I1R3__CXU05_06075
ERR1913249.819711__1.819711	239935__R6K0V8__CXT94_02055
ERR1913249.819942__1.819942	1262746__R5SS80__BN750_02125
ERR1913249.820164__1.820164	1680__R5GRA4__ERS852382_01548
ERR1913249.820297__1.820297	387090__S0F8B2__BACCOPRO_02129
ERR1913249.820269__1.820269	1262911__R6H2J2__BN557_01228
ERR1913249.820477__1.820477	239935__A0A2N8HBM4__CXT85_06270
ERR1913249.820617__1.820617	239935__A0A2N8HTZ8__CXU09_01270
ERR1913249.821130__1.821130	1262911__R6H1A6__BN557_01286
ERR1913249.821419__1.821419	1550024__A0A0D8IU01__TQ39_19670
ERR1913249.821617__1.821617	1550024__A0A0D8J179__ASJ35_09245
ERR1913249.821560__1.821560	239935__R7E524__CXT91_06180
ERR1913249.822079__1.822079	239935__A0A2N8IHY1__CXU06_00035
ERR1913249.822190__1.822190	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.822250__1.822250	74426__groL
ERR1913249.822452__1.822452	239935__R7DVL7__CXT93_01180
ERR1913249.822674__1.822674	1550024__G9RPI3__ASJ35_09180
ERR1913249.823127__1.823127	562__A0A377AAV3__CDL32_10800
ERR1913249.823307__1.823307	853__A0A173RZ39__C4N22_01650
ERR1913249.823481__1.823481	1262869__R7CLK0__BN625_01124
ERR1913249.823698__1.823698	239935__A0A2N8I694__CXU04_06245
ERR1913249.823924__1.823924	1681__K2HRP4__DXD30_07110
ERR1913249.824079__1.824079	239935__R6J9Y2__CXT85_07000
ERR1913249.824283__1.824283	239935__A0A2N8HT44__CXT84_11035
ERR1913249.824406__1.824406	239935__A0A2N8IMC3__CXT96_03840
ERR1913249.824542__1.824542	214856__R6Z320__ERS852447_02148
ERR1913249.824361__1.824361	853__A8S882__C4N23_07600
ERR1913249.824624__1.824624	817__Q64VD4__M113_1792
ERR1913249.824984__1.824984	239935__A0A2N8IKW7__pstA
ERR1913249.825229__1.825229	1550024__G9RPC6__TQ39_05630
ERR1913249.825374__1.825374	239935__A0A2N8ILG3__CXT93_10135
ERR1913249.825550__1.825550	239935__A0A139TQT9__Amuc_1197
ERR1913249.826138__1.826138	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913249.826145__1.826145	1550024__A0A3B9WGK5__TQ39_08450
ERR1913249.826285__1.826285	820__A0A174I980__gldH
ERR1913249.826289__1.826289	214856__A0A174ZED5__ERS852559_00591
ERR1913249.826425__1.826425	821__A0A0P0M5Z6__BVU_0429
ERR1913249.826700__1.826700	239935__A0A2N8I1R3__CXU05_06075
ERR1913249.826712__1.826712	820__A0A174QT76__B5G17_18060
ERR1913249.826730__1.826730	214856__A0A173Z1B0__ERS852447_00765
ERR1913249.826801__1.826801	214856__R6XUN2__rcsC_1
ERR1913249.826849__1.826849	239935__R7DVW2__CXU02_03915
ERR1913249.827058__1.827058	239935__A0A139TMG9__CXU07_10650
ERR1913249.827232__1.827232	239935__A0A2N8I1R3__CXU05_06075
ERR1913249.827427__1.827427	239935__A0A2N8IHY1__CXU06_00035
ERR1913249.827761__1.827761	1550024__A0A0D8IYB1__TQ39_12130
ERR1913249.827772__1.827772	214856__I3YMC8__ERS852447_02666
ERR1913249.828143__1.828143	1550024__A0A3B9WIW5__TQ39_04755
ERR1913249.828254__1.828254	239935__R6J9Y2__CXT85_07000
ERR1913249.828600__1.828600	328814__GCA_004558275.1_00296
ERR1913249.828710__1.828710	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.828717__1.828717	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913249.828896__1.828896	239935__A0A2N8HB50__CXU17_02615
ERR1913249.828998__1.828998	239935__A0A2N8IVK9__CXU08_03750
ERR1913249.829087__1.829087	214856__I3YPI7__pepD_1
ERR1913249.829101__1.829101	817__A0A395WHI5__M113_3549
ERR1913249.829261__1.829261	817__A0A015NVK9__HMPREF1204_01972
ERR1913249.829431__1.829431	40518__R5DTJ1__DXD86_03635
ERR1913249.829577__1.829577	239935__A0A2N8IEP3__CXT84_03735
ERR1913249.829847__1.829847	239935__B2UL21__CXT98_03395
ERR1913249.829935__1.829935	1297617__A0A0S2W6H4__BIV19_07935
ERR1913249.830114__1.830114	552398__F4XHL8__HMPREF0866_03122
ERR1913249.830293__1.830293	1550024__G9RW43__TQ39_06925
ERR1913249.830516__1.830516	1680__A1A0V3__C8077_03025
ERR1913249.830741__1.830741	1550024__A0A0W7TQZ0__TQ39_10670
ERR1913249.830904__1.830904	46503__R6WYJ8__DXB85_13825
ERR1913249.830992__1.830992	239935__A0A2N8HSC0__CXU06_05505
ERR1913249.831270__1.831270	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.831667__1.831667	239935__A0A2N8HB50__CXU17_02615
ERR1913249.831804__1.831804	239935__A0A2N8HT44__CXT84_11035
ERR1913249.831838__1.831838	239935__A0A3F3KBB8__CXU16_06755
ERR1913249.831876__1.831876	44742__A0A120KMU1__AXF13_01155
ERR1913249.831896__1.831896	1680__A0A076JNH5__DXC60_03835
ERR1913249.831851__1.831851	239935__B2UPZ6__CXU03_03800
ERR1913249.831956__1.831956	28117__B0MUY3__BHV66_00515
ERR1913249.831966__1.831966	216816__A0A0M0VKE6__BL0626
ERR1913249.832012__1.832012	239935__A0A2N8I7W6__CXT90_04245
ERR1913249.832079__1.832079	28117__R7JIY2__BHV66_06465
ERR1913249.832242__1.832242	40518__R5DZE2__DXD86_07400
ERR1913249.832348__1.832348	1680__A7A7Z9__AAX71_05385
ERR1913249.832662__1.832662	116085__D4JC45__DW747_00315
ERR1913249.833033__1.833033	216816__Q8G4X6__DXD52_09895
ERR1913249.833311__1.833311	853__A0A3E2V168__FAEPRAM212_00929
ERR1913249.833328__1.833328	853__A0A173YYY4__DWZ04_09420
ERR1913249.833453__1.833453	357276__I9QBT7__BSEG_03340
ERR1913249.833525__1.833525	40518__R5DUU8__DXD86_08440
ERR1913249.833608__1.833608	820__A0A139KHX1__HMPREF2141_00289
ERR1913249.833652__1.833652	239935__A0A2N8HB50__CXU17_02615
ERR1913249.833784__1.833784	239935__A0A2N8IMC9__CXU09_02095
ERR1913249.833925__1.833925	1262992__R5CY89__BN795_01227
ERR1913249.833931__1.833931	214856__R6Z288__ERS852447_00734
ERR1913249.834167__1.834167	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913249.834191__1.834191	1680__R5GMB5__AD0028_1137
ERR1913249.834948__1.834948	239935__R7DVL7__CXT93_01180
ERR1913249.835043__1.835043	820__A0A3E4W6P0__gmhA
ERR1913249.835295__1.835295	671266__GCA_004801615.1_01983
ERR1913249.835588__1.835588	239935__A0A2N8IHY1__CXU06_00035
ERR1913249.835601__1.835601	239935__R7E524__CXT91_06180
ERR1913249.835685__1.835685	820__A0A396EWL3__ERS417307_03868
ERR1913249.835724__1.835724	46503__A7AB27__DXB85_00430
ERR1913249.835899__1.835899	1735__B7C777__EUBIFOR_00024
ERR1913249.835955__1.835955	239935__R6JAS2__CXU02_10725
ERR1913249.835963__1.835963	239935__A0A2N8INK7__Amuc_0521
ERR1913249.836016__1.836016	28117__B0MT73__ALIPUT_00412
ERR1913249.836070__1.836070	1680__A7A7Z9__AAX71_05385
ERR1913249.836188__1.836188	853__A0A174UDE9__C4N25_12775
ERR1913249.836275__1.836275	1550024__G9RTW5__TQ39_08270
ERR1913249.836312__1.836312	1262911__R6GT12__BN557_01070
ERR1913249.836322__1.836322	823__A6LBY1__ERS852380_00510
ERR1913249.836664__1.836664	820__A7V8C2__ERS852554_01338
ERR1913249.836835__1.836835	1262911__R6GMD8__BN557_01647
ERR1913249.836811__1.836811	1297617__A0A0S2W1Z3__BIV19_01060
ERR1913249.836964__1.836964	1965604__A0A1Y4EJN3__B5F54_16620
ERR1913249.837030__1.837030	239935__A0A2N8HL50__CXT98_09135
ERR1913249.837157__1.837157	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.837185__1.837185	28117__B0MY82__BHV66_04755
ERR1913249.837495__1.837495	1681__K2IQE2__uvrD
ERR1913249.837556__1.837556	239935__A0A2N8HBM4__CXT85_06270
ERR1913249.837622__1.837622	239935__A0A2N8IV82__CXT99_06735
ERR1913249.837746__1.837746	239935__A0A139TMG9__CXU07_10650
ERR1913249.837845__1.837845	239935__A0A139TTZ7__CXU14_07900
ERR1913249.837910__1.837910	853__A0A174C5M1__CGS58_04460
ERR1913249.837907__1.837907	1263000__R5EKG2__BN466_02040
ERR1913249.837996__1.837996	820__A0A174KKV6__DXC07_02635
ERR1913249.838092__1.838092	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913249.838366__1.838366	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.838394__1.838394	239935__B2URG6__CXU02_00030
ERR1913249.838403__1.838403	239935__A0A2N8I8X8__B5G29_00185
ERR1913249.838502__1.838502	853__E2ZGD9__C7J97_11715
ERR1913249.838608__1.838608	239935__A0A2N8I9N0__CXT97_09915
ERR1913249.838699__1.838699	214856__A0A174CRY5__ERS852559_01060
ERR1913249.838839__1.838839	487174__K0WZ94__HMPREF9448_00984
ERR1913249.838922__1.838922	239935__A0A2N8IHY1__CXU06_00035
ERR1913249.839000__1.839000	1681__A0A292G6V6__BBB_1561
ERR1913249.839197__1.839197	820__A0A174TRB5__DXD40_11305
ERR1913249.839166__1.839166	74426__nifJ
ERR1913249.839169__1.839169	1680__A0A076JM61__DXD63_05245
ERR1913249.839269__1.839269	239935__A0A2N8HB50__CXU17_02615
ERR1913249.839676__1.839676	1550024__G9RWC0__ASJ35_03560
ERR1913249.839801__1.839801	10680__GeneID:1261099
ERR1913249.839871__1.839871	1550024__G9RPI3__ASJ35_09180
ERR1913249.839830__1.839830	1628085__A0A1C6CLW0__C7386_11453
ERR1913249.840023__1.840023	239935__A0A2N8I9N0__CXT97_09915
ERR1913249.840297__1.840297	46228__V8C8L7__RUMLAC_00949
ERR1913249.840433__1.840433	1232426__hgdC_1
ERR1913249.840457__1.840457	239935__R7E524__CXT91_06180
ERR1913249.840483__1.840483	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.840537__1.840537	853__A0A173YYY4__DWZ04_09420
ERR1913249.840620__1.840620	1304__A0A0Y1UXU5__NX99_02180
ERR1913249.840675__1.840675	1681__A0A0H2PP44__BBTM_02041
ERR1913249.840830__1.840830	239935__A0A139TMY7__CXU13_02020
ERR1913249.840838__1.840838	74426__purL
ERR1913249.841016__1.841016	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.840969__1.840969	239935__A0A2N8ILG3__CXT93_10135
ERR1913249.841058__1.841058	446660__GCA_003428235.1_00654
ERR1913249.841106__1.841106	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.841144__1.841144	74426__infB
ERR1913249.841222__1.841222	853__A0A2A7B9I6__DW855_13690
ERR1913249.841523__1.841523	1262911__R6HGD7__BN557_00108
ERR1913249.841622__1.841622	471189__GCA_003340385.1_00459
ERR1913249.841687__1.841687	1150298__A0A174LTU2__recX
ERR1913249.841835__1.841835	239935__A0A2N8I694__CXU04_06245
ERR1913249.841982__1.841982	1550024__G9RWG1__ASJ35_03770
ERR1913249.842733__1.842733	214856__A0A175A6T5__ERS852447_02658
ERR1913249.843075__1.843075	387090__S0F8B2__BACCOPRO_02129
ERR1913249.843229__1.843229	28117__B0MXX2__ALIPUT_01984
ERR1913249.843238__1.843238	1680__A7A7Z9__AAX71_05385
ERR1913249.843293__1.843293	820__A0A374MMF0__HMPREF1073_03811
ERR1913249.843337__1.843337	572010__dnaK2
ERR1913249.843638__1.843638	216816__A0A133L1E2__ptsP
ERR1913249.843641__1.843641	1680__A0A0B5BL52__ERS852382_00480
ERR1913249.843903__1.843903	239935__A0A2N8HB50__CXU17_02615
ERR1913249.843869__1.843869	1965604__A0A1Y4EWE2__B5F54_04480
ERR1913249.844045__1.844045	214856__A0A173XIZ3__ERS852559_00434
ERR1913249.844107__1.844107	28117__R7JR95__ALIPUT_01367
ERR1913249.844186__1.844186	1262911__R6GZW9__BN557_00833
ERR1913249.844216__1.844216	28117__B0MY40__BHV66_05170
ERR1913249.844258__1.844258	820__A0A173XIP7__B5G17_16050
ERR1913249.844335__1.844335	239935__A0A2N8IUQ8__CXU09_01665
ERR1913249.844413__1.844413	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.844425__1.844425	1550024__G9RW43__TQ39_06925
ERR1913249.844845__1.844845	310297__B5CZI0__BACPLE_02145
ERR1913249.845161__1.845161	214856__A0A174G1M7__ERS852559_00594
ERR1913249.845380__1.845380	1550024__G9RTW5__TQ39_08270
ERR1913249.845892__1.845892	216816__C2GSX7__DD678_03555
ERR1913249.845897__1.845897	239935__A0A2N8IU14__ADH72_05655
ERR1913249.846065__1.846065	1501391__GCA_000786575.1_00027
ERR1913249.846278__1.846278	239935__A0A2N8HT68__ADH72_00510
ERR1913249.846328__1.846328	1299998__GCA_001494635.1_00422
ERR1913249.846564__1.846564	817__Q64RY5__M122_2555
ERR1913249.846676__1.846676	166486__D4KVZ0__ERS852572_03130
ERR1913249.846731__1.846731	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913249.847057__1.847057	1262911__R6GQM3__BN557_01245
ERR1913249.847112__1.847112	28117__B0MXG8__ALIPUT_01814
ERR1913249.847271__1.847271	28117__B0MUX4__ALIPUT_00911
ERR1913249.847303__1.847303	216816__B7GPE8__I118_0062
ERR1913249.847319__1.847319	239935__B2UQB8__CXT86_01740
ERR1913249.847331__1.847331	239935__A0A2N8HQR1__Amuc_0287
ERR1913249.848006__1.848006	216816__Q8G4X6__DXD52_09895
ERR1913249.848235__1.848235	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.848321__1.848321	820__A0A3E4VXP2__yesR
ERR1913249.848499__1.848499	239935__A0A2N8ILG3__CXT93_10135
ERR1913249.848538__1.848538	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.848651__1.848651	28117__B0N028__BHV66_05935
ERR1913249.848714__1.848714	1681__A0A3E4TVZ7__DD715_06415
ERR1913249.848922__1.848922	1262911__R6GR13__BN557_00618
ERR1913249.848923__1.848923	1393034__GCA_001552785.1_00510
ERR1913249.849118__1.849118	820__A0A173WUD7__DXB48_08055
ERR1913249.849272__1.849272	239935__A0A2N8IU45__DEF40_02365
ERR1913249.849323__1.849323	239935__A0A2N8I5H6__CXT92_05565
ERR1913249.849372__1.849372	820__A0A174CG08__DXB62_13215
ERR1913249.849478__1.849478	214856__A0A174G9T6__ERS852447_02535
ERR1913249.849631__1.849631	853__A0A174UDE9__C4N25_12775
ERR1913249.849712__1.849712	817__E1WSY2__CQW38_02197
ERR1913249.849899__1.849899	239935__R6JCH3__CXT95_08205
ERR1913249.849929__1.849929	28117__B0MYW7__ALIPUT_02336
ERR1913249.850094__1.850094	239935__A0A2N8ILG3__CXT93_10135
ERR1913249.850482__1.850482	1262911__R6H2B5__BN557_01151
ERR1913249.850524__1.850524	820__A0A3E4GA19__SAMN05444418_10562
ERR1913249.850889__1.850889	394340__fldZ
ERR1913249.850929__1.850929	239935__A0A2N8IHY1__CXU06_00035
ERR1913249.850944__1.850944	1262911__R6GI18__BN557_01377
ERR1913249.850967__1.850967	357276__I9QBT7__BSEG_03340
ERR1913249.851275__1.851275	239935__A0A139TMY7__CXU13_02020
ERR1913249.851722__1.851722	239935__R7E524__CXT91_06180
ERR1913249.851826__1.851826	239935__B2UQP8__CXU15_01110
ERR1913249.851965__1.851965	1550024__A0A3B9WIB6__TQ39_08435
ERR1913249.852411__1.852411	216816__B3DRY8__DPC6320_0936
ERR1913249.852460__1.852460	216816__A0A087AWM6__APK78_00765
ERR1913249.852604__1.852604	1150298__A0A174I2L4__ERS852535_01377
ERR1913249.852770__1.852770	1680__A0A087DLC6__C8077_00815
