ERR1913283.120__1.120	820__A0A139K426__B5G17_09115
ERR1913283.503714__1.503714	1263044__GCA_000433375.1_03405
ERR1913283.503992__1.503992	1150298__A0A173W9F4__ERS852498_02567
ERR1913283.504057__1.504057	1160721__W0U3I6__RBI_I00579
ERR1913283.504144__1.504144	1262889__R7HGV8__BN634_01881
ERR1913283.504160__1.504160	1262700__R5XAC9__BN695_00822
ERR1913283.504226__1.504226	1897011__A0A1Q6RFG3__BHW41_03700
ERR1913283.504704__1.504704	357276__I9QBT7__BSEG_03340
ERR1913283.504782__1.504782	28118__F9Z6D0__DHW44_12795
ERR1913283.504849__1.504849	357276__B6VYT9__HMPREF1063_05030
ERR1913283.504859__1.504859	820__A0A3E4VZS7__DXC07_14435
ERR1913283.504931__1.504931	820__A0A174LJB2__HMPREF1072_04112
ERR1913283.505138__1.505138	338188__C9L213__ERS852397_00630
ERR1913283.505139__1.505139	818__A0A0P0FLN9__NCTC13706_01794
ERR1913283.505270__1.505270	649756__L1Q1A0__ERS852425_01427
ERR1913283.505451__1.505451	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913283.505708__1.505708	33025__A0A395JJE3__C8D73_101669
ERR1913283.505658__1.505658	28117__R7JH62__BHV66_05735
ERR1913283.505869__1.505869	1262700__R5XX89__BN695_00144
ERR1913283.505948__1.505948	823__A0A395YQ63__B5F32_15335
ERR1913283.506194__1.506194	1262911__R6GMD8__BN557_01647
ERR1913283.506213__1.506213	1263044__GCA_000433375.1_01439
ERR1913283.506525__1.506525	39491__A0A3E4E7C5__DXB69_03255
ERR1913283.506461__1.506461	39491__A0A396FEV5__EUR_24750
ERR1913283.506920__1.506920	1262700__R5XWM8__BN695_01537
ERR1913283.506873__1.506873	357276__C3RDQ5__HMPREF1065_03827
ERR1913283.506963__1.506963	1262700__R5XEF2__BN695_01474
ERR1913283.507135__1.507135	1262700__R5XJD5__BN695_00033
ERR1913283.507584__1.507584	39491__A0A174K265__DXB76_05915
ERR1913283.507522__1.507522	166486__D4KZ69__ERS852572_01502
ERR1913283.507746__1.507746	820__A0A3E5E0T0__ERS852554_00312
ERR1913283.507921__1.507921	1862668__GCA_001945525.1_00021
ERR1913283.508002__1.508002	1262889__R7H7F9__BN634_02079
ERR1913283.508032__1.508032	39491__C4ZC33__DXC13_11585
ERR1913283.508145__1.508145	820__A0A173XIP7__B5G17_16050
ERR1913283.508190__1.508190	820__R9I2U8__DXC68_09590
ERR1913283.508197__1.508197	39492__D4JRZ7__smc
ERR1913283.508296__1.508296	1681__A0A0H2NPR5__BBBF_1287
ERR1913283.508548__1.508548	853__C7H1R8__DW905_06675
ERR1913283.508620__1.508620	823__D0TC25__B5F32_04575
ERR1913283.508628__1.508628	35833__E5Y8F3__HMPREF0179_02471
ERR1913283.508900__1.508900	39491__A0A173VYV1__DXC13_02710
ERR1913283.509000__1.509000	338188__K5CB50__BACFIN_05402
ERR1913283.509152__1.509152	820__A0A3E4GA19__SAMN05444418_10562
ERR1913283.509420__1.509420	357276__I8WEY2__ABI39_04185
ERR1913283.509608__1.509608	1150298__A0A174TF64__ERS852406_00108
ERR1913283.509808__1.509808	626932__G5H9D2__HMPREF9450_02218
ERR1913283.509832__1.509832	820__A0A3E4VZT7__DXB48_16145
ERR1913283.509958__1.509958	338188__C9L0H2__ERS852397_00952
ERR1913283.510015__1.510015	820__A7V9F9__B5G17_14640
ERR1913283.510236__1.510236	39491__A0A173VYV1__DXC13_02710
ERR1913283.510323__1.510323	239935__A0A2N8IIB9__CXU04_01970
ERR1913283.510418__1.510418	301301__A0A173Z4D5__RHOM_00975
ERR1913283.510790__1.510790	1262700__R5Y7V8__BN695_00991
ERR1913283.510889__1.510889	39491__A0A0M6WWT1__dus_2
ERR1913283.510942__1.510942	39491__A0A174EQV2__DXB69_10230
ERR1913283.510969__1.510969	1263044__GCA_000433375.1_03391
ERR1913283.511088__1.511088	626929__F3PIN4__SAMN05444376_2010
ERR1913283.511402__1.511402	239935__A0A2N8HT44__CXT84_11035
ERR1913283.511632__1.511632	823__A0A073I9P2__CF162_18000
ERR1913283.511749__1.511749	649756__B0P442__DO83_03915
ERR1913283.511763__1.511763	329854__B3CFY5__DXD57_10960
ERR1913283.511863__1.511863	357276__I8WEY2__ABI39_04185
ERR1913283.512186__1.512186	1160721__R6SW83__BHW50_08845
ERR1913283.512246__1.512246	360807__A0A1Q6T9R3__ERS852392_02666
ERR1913283.512359__1.512359	239935__A0A2N8IVT6__CXU13_08520
ERR1913283.512464__1.512464	1262911__R6H1P0__BN557_00940
ERR1913283.512760__1.512760	820__A0A3E4GA19__SAMN05444418_10562
ERR1913283.513114__1.513114	1262889__R7HED3__BN634_01717
ERR1913283.513079__1.513079	338188__C9KT62__HMPREF1057_04108
ERR1913283.513401__1.513401	239935__A0A2N8I1R3__CXU05_06075
ERR1913283.513643__1.513643	239935__A0A2N8IMC9__CXU09_02095
ERR1913283.513839__1.513839	338188__C9KT88__ERS852397_01691
ERR1913283.513878__1.513878	357276__B6W5Q7__DXD47_13945
ERR1913283.514026__1.514026	39492__D4JW10__pppA
ERR1913283.514173__1.514173	1263044__GCA_000433375.1_01146
ERR1913283.514224__1.514224	487174__K0WYI1__DDY40_08675
ERR1913283.514317__1.514317	239935__A0A2N8IUQ8__CXU09_01665
ERR1913283.514400__1.514400	166486__D4L457__ROSINTL182_07087
ERR1913283.514405__1.514405	820__E5VEH7__ERS852459_01300
ERR1913283.514466__1.514466	1262700__R5X9G7__BN695_00632
ERR1913283.514645__1.514645	458033__GCA_001482755.1_02203
ERR1913283.514976__1.514976	487174__K0XA11__DDY40_03585
ERR1913283.514933__1.514933	820__R9I3N4__M093_0061
ERR1913283.515068__1.515068	1262700__R5XLG8__BN695_01525
ERR1913283.515166__1.515166	1262743__R5C054__BN727_01980
ERR1913283.515313__1.515313	39491__A0A395ZF49__DXB69_05290
ERR1913283.515447__1.515447	818__A0A0P0F7K1__ERS852461_02719
ERR1913283.515458__1.515458	820__A7VAR9__ERS852421_00197
ERR1913283.515565__1.515565	28116__A0A078Q626__HMPREF1070_02735
ERR1913283.515950__1.515950	310298__B3JJG1__BACCOP_02031
ERR1913283.516148__1.516148	39491__A0A174K9A3__DXB69_07785
ERR1913283.516474__1.516474	853__A0A173XRA8__CGS56_09290
ERR1913283.516484__1.516484	28117__B0MXD0__ALIPUT_01669
ERR1913283.516569__1.516569	1262911__R6GSH8__BN557_00939
ERR1913283.516598__1.516598	239935__A0A2N8I9I3__CXU19_12035
ERR1913283.516743__1.516743	39492__D4JWX2__accB
ERR1913283.516991__1.516991	40518__R5DS23__DXD86_01715
ERR1913283.516958__1.516958	239935__A0A2N8HB50__CXU17_02615
ERR1913283.516978__1.516978	820__A0A174G065__DXB62_08975
ERR1913283.517252__1.517252	1262700__R5XJX9__BN695_00988
ERR1913283.517369__1.517369	820__A0A1T4IY71__HMPREF2141_02402
ERR1913283.517561__1.517561	820__A0A139K4T0__ERS852510_03146
ERR1913283.517564__1.517564	39491__A0A395UYA6__EUBREC_0408
ERR1913283.517568__1.517568	28117__B0MTY2__BHV66_06485
ERR1913283.517572__1.517572	820__E5VA63__DXC80_01025
ERR1913283.517750__1.517750	28117__B0MXG8__ALIPUT_01814
ERR1913283.517711__1.517711	1680__A0A0B5BHY4__DXD63_03525
ERR1913283.517868__1.517868	821__A0A174NM17__lacZ_6
ERR1913283.517993__1.517993	360807__A0A396AF38__RIL183_00781
ERR1913283.518040__1.518040	1681__A0A0H2NPR5__BBBF_1287
ERR1913283.518103__1.518103	820__A0A078S4C2__ERS417307_00828
ERR1913283.518298__1.518298	1160721__R6T4W2__RBI_I00237
ERR1913283.518537__1.518537	39492__D4JWT3__ERS852540_00301
ERR1913283.518678__1.518678	338188__C9KUV1__HMPREF1057_03061
ERR1913283.518886__1.518886	218538__C9LPE5__GCWU000321_01424
ERR1913283.518948__1.518948	820__A0A174QT76__B5G17_18060
ERR1913283.518975__1.518975	39492__B0MP07__ERS852540_02083
ERR1913283.519048__1.519048	165179__D1PE06__DXC61_05975
ERR1913283.519176__1.519176	338188__R6RPM5__bglX_6
ERR1913283.519299__1.519299	39485__A0A174YKY3__EUBELI_00877
ERR1913283.519311__1.519311	28117__B0MTS2__ALIPUT_00159
ERR1913283.519325__1.519325	338188__K5CLC2__BACFIN_05485
ERR1913283.519383__1.519383	246787__A0A3D6AQP8__AA416_04153
ERR1913283.519418__1.519418	360807__C0FVL1__ERS852392_00394
ERR1913283.519495__1.519495	823__A0A355XKQ8__DHP27_04010
ERR1913283.519496__1.519496	823__A0A355XKQ8__DHP27_04010
ERR1913283.519515__1.519515	820__A0A139KJ23__celCCA
ERR1913283.519592__1.519592	166486__C7GAX1__ERS852572_03188
ERR1913283.519911__1.519911	360807__C0FSM3__ROSEINA2194_01739
ERR1913283.519912__1.519912	820__A7VAS1__HMPREF2141_03259
ERR1913283.519937__1.519937	1262911__R6GY22__BN557_00023
ERR1913283.520105__1.520105	39491__A0A174K1W6__DXB99_15020
ERR1913283.520068__1.520068	28117__B0MXQ6__ALIPUT_01917
ERR1913283.520081__1.520081	239935__A0A2N8IMC9__CXU09_02095
ERR1913283.520165__1.520165	410072__C0B9X3__ERS852481_01672
ERR1913283.520205__1.520205	820__A0A173WZS4__DXD90_10250
ERR1913283.520500__1.520500	338188__A0A174K6G7__ERS852397_03397
ERR1913283.520653__1.520653	28117__B0MWH8__BHV66_01330
ERR1913283.520818__1.520818	39491__A0A174M1X5__DXB99_18695
ERR1913283.521071__1.521071	39491__A0A174K265__DXB76_05915
ERR1913283.521208__1.521208	674529__R6UPX3__DXB21_06190
ERR1913283.521256__1.521256	338188__R6D6U2__ERS852397_02840
ERR1913283.521530__1.521530	338188__A0A174GJJ1__ERS852397_02405
ERR1913283.521727__1.521727	820__A0A174M9V5__M093_0237
ERR1913283.521789__1.521789	651822__GCA_000210715.1_00753
ERR1913283.521874__1.521874	239935__R6JWJ7__CXT94_02580
ERR1913283.522023__1.522023	487174__K0WYG8__HMPREF9448_01522
ERR1913283.522121__1.522121	823__C7XBX3__HMPREF1059_03212
ERR1913283.522265__1.522265	239935__A0A2N8IIB9__CXU04_01970
ERR1913283.522323__1.522323	39491__A0A0M6WWT1__dus_2
ERR1913283.522364__1.522364	39491__A0A395UWA3__DXB69_11805
ERR1913283.522559__1.522559	820__A0A374Q854__HMPREF1073_03281
ERR1913283.522634__1.522634	1150298__A0A174DQT6__ERS852498_00506
ERR1913283.522848__1.522848	39491__A0A395ZEN3__DXD95_12655
ERR1913283.523112__1.523112	28117__B0MTV3__BHV66_06405
ERR1913283.523294__1.523294	239935__A0A2N8I694__CXU04_06245
ERR1913283.523357__1.523357	239935__A0A2N8I9I3__CXU19_12035
ERR1913283.523371__1.523371	820__A0A173YYG4__evgS_3
ERR1913283.523596__1.523596	823__A0A395YVY3__ERS852513_03204
ERR1913283.523729__1.523729	1262911__R6H1K1__BN557_00910
ERR1913283.523786__1.523786	1150298__A0A174PC05__ERS852498_00682
ERR1913283.523984__1.523984	820__A0A3E4G826__C801_01612
ERR1913283.524102__1.524102	820__A0A174M9V5__M093_0237
ERR1913283.524245__1.524245	239935__A0A2N8I390__CXU16_10675
ERR1913283.524498__1.524498	310297__B5CXJ7__DXB87_06645
ERR1913283.524470__1.524470	823__A6LHU5__M092_0203
ERR1913283.524582__1.524582	820__A7UYX8__DXD40_11635
ERR1913283.524696__1.524696	28117__B0MXR4__BHV66_08025
ERR1913283.524698__1.524698	820__A0A139JRS5__HMPREF1073_04025
ERR1913283.524757__1.524757	487174__K0WZA7__DDY40_11890
ERR1913283.524766__1.524766	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913283.524780__1.524780	40518__R5DZB1__DXD83_08840
ERR1913283.524917__1.524917	28117__B0MXX2__ALIPUT_01984
ERR1913283.524929__1.524929	239935__A0A2N8I1R3__CXU05_06075
ERR1913283.524969__1.524969	820__A0A078S4C2__ERS417307_00828
ERR1913283.525177__1.525177	1263044__GCA_000433375.1_03640
ERR1913283.525400__1.525400	39491__A0A0M6WLC7__ERS852497_00640
ERR1913283.525515__1.525515	28117__B0MY41__BHV66_05165
ERR1913283.525869__1.525869	239935__A0A139TPG3__CXT86_08810
ERR1913283.525903__1.525903	239935__A0A2N8I7W6__CXT90_04245
ERR1913283.526115__1.526115	239935__A0A2N8IJI1__B5G29_04615
ERR1913283.526175__1.526175	820__A7V470__HMPREF1072_02076
ERR1913283.526204__1.526204	39491__A0A395ZHV7__ykvU
ERR1913283.526223__1.526223	28116__D6D0T8__DXA80_14760
ERR1913283.526261__1.526261	46503__K5YT67__HMPREF1060_04023
ERR1913283.526419__1.526419	1262756__R5X2S0__BN568_00766
ERR1913283.526476__1.526476	1263109__GCA_000438135.1_00186
ERR1913283.526500__1.526500	310298__B3JNR4__BACCOP_03579
ERR1913283.526525__1.526525	820__A0A139K4W1__M093_0353
ERR1913283.526669__1.526669	47678__A5ZL09__BACCAC_03608
ERR1913283.526724__1.526724	216816__A0A2U0BLP0__tsaB
ERR1913283.527052__1.527052	239935__A0A2N8I3G2__CXT89_00720
ERR1913283.527118__1.527118	40518__R5DYP7__envC
ERR1913283.527194__1.527194	216816__D6DCL7__BFS26_02835
ERR1913283.527367__1.527367	239935__A0A2N8HQR1__Amuc_0287
ERR1913283.527453__1.527453	166486__D4KXE5__ERS852572_01168
ERR1913283.527509__1.527509	487174__K0WYG0__DDY40_00295
ERR1913283.527706__1.527706	1160721__R6U5L6__RBI_I01802
ERR1913283.527734__1.527734	61171__B9Y5T8__HOLDEFILI_01170
ERR1913283.528023__1.528023	821__A0A3E4WAR6__DXD64_10735
ERR1913283.528159__1.528159	823__D0T9E4__DHW69_09115
ERR1913283.528105__1.528105	1262889__R7HDN9__BN634_01543
ERR1913283.528458__1.528458	74426__nifJ
ERR1913283.528666__1.528666	1150298__A0A174HD82__yusO_2
ERR1913283.528891__1.528891	360807__A0A0M6X0S9__RIL183_10591
ERR1913283.529024__1.529024	820__A0A139JRS5__HMPREF1073_04025
ERR1913283.529076__1.529076	239935__A0A139TVJ4__CXT86_02020
ERR1913283.529191__1.529191	544645__A0A1U7LBK0__DXC42_07670
ERR1913283.529212__1.529212	35833__E5YAN8__HMPREF0179_03259
ERR1913283.529145__1.529145	35833__S2KWP6__HMPREF0179_05248
ERR1913283.529815__1.529815	39492__D4JQS7__ERS852540_01645
ERR1913283.529824__1.529824	1681__A0A0E2ZBQ4__DXD53_02285
ERR1913283.529965__1.529965	28118__F9ZBW3__Odosp_3541
ERR1913283.530012__1.530012	216816__A0A0S2ML20__B5780_2007
ERR1913283.530461__1.530461	338188__A0A173WKZ0__BACFIN_07292
ERR1913283.530597__1.530597	39491__D4JMW8__ERS852497_01971
ERR1913283.530553__1.530553	33043__A0A174H1Y6__ERS852575_02698
ERR1913283.530556__1.530556	360807__C0FW52__RIL183_10551
ERR1913283.530637__1.530637	820__A0A174GYA8__DXB64_07370
ERR1913283.530764__1.530764	818__A0A1H7TGM1__BJP75_010615
ERR1913283.530805__1.530805	357276__I9FTR0__HMPREF1065_02861
ERR1913283.530865__1.530865	387090__S0FA01__BACCOPRO_02772
ERR1913283.530874__1.530874	626929__F3PIP0__B5F97_02200
ERR1913283.531255__1.531255	1263107__GCA_000436995.1_00021
ERR1913283.531295__1.531295	39492__D4JWT3__ERS852540_00301
ERR1913283.531370__1.531370	39485__A0A174YYW2__benM
ERR1913283.531481__1.531481	39491__A0A395ZHW3__ERS852417_01359
ERR1913283.531659__1.531659	357276__A0A0M1W9N4__GV66_05135
ERR1913283.531769__1.531769	1160721__W0U3K4__RBI_I00339
ERR1913283.531884__1.531884	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913283.531947__1.531947	239935__A0A2N8HBP0__CXT94_04450
ERR1913283.531996__1.531996	338188__R6RPM1__BACFIN_05401
ERR1913283.532092__1.532092	387090__S0FE91__BACCOPRO_02759
ERR1913283.532149__1.532149	239935__A0A2N8IMC3__CXT96_03840
ERR1913283.532167__1.532167	818__A0A0N7I9M6__Btheta7330_00939
ERR1913283.532397__1.532397	239935__A0A2N8IHY1__CXU06_00035
ERR1913283.532328__1.532328	39491__D6E408__EUBREC_1466
ERR1913283.532343__1.532343	1263000__R5EXT3__BN466_02213
ERR1913283.532422__1.532422	626929__F3PGY0__SAMN05444376_1243
ERR1913283.532641__1.532641	1262993__R5CJC7__BN785_00469
ERR1913283.532906__1.532906	166486__D4L1H3__sacC
ERR1913283.533034__1.533034	28117__B0MU58__BHV66_05630
ERR1913283.533194__1.533194	39491__A0A396FNY7__LD38_16155
ERR1913283.533520__1.533520	1262700__R5X902__BN695_00437
ERR1913283.533739__1.533739	338188__A0A1Q6HCN7__ptrA
ERR1913283.533806__1.533806	246787__A0A0P0GCR8__xynD_3
ERR1913283.534235__1.534235	458033__GCA_001482755.1_02203
ERR1913283.534348__1.534348	853__A0A173TAZ8__DWZ46_14590
ERR1913283.534438__1.534438	166486__D4KZ14__inlA_1
ERR1913283.534561__1.534561	360807__C0FPV5__ERS852444_03160
ERR1913283.534580__1.534580	1683__C4FGL0__BIANG_0978
ERR1913283.534957__1.534957	39491__A0A396FBR6__DXC13_08575
ERR1913283.534909__1.534909	823__D7IXG8__ERS852560_01232
ERR1913283.535035__1.535035	28117__R7JIJ8__BHV66_01635
ERR1913283.535240__1.535240	1262911__R6HN72__BN557_00911
ERR1913283.535250__1.535250	1628085__A0A3E2XRQ2__C7386_10552
ERR1913283.535285__1.535285	1262893__R5GK54__BN782_01557
ERR1913283.535342__1.535342	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913283.535355__1.535355	820__R9I3Q7__HMPREF1072_01668
ERR1913283.535580__1.535580	39491__A0A174EQV2__DXB69_10230
ERR1913283.535627__1.535627	357276__I9QBT4__GV66_09000
ERR1913283.535742__1.535742	487174__K0X694__DIT83_09060
ERR1913283.536001__1.536001	1160721__W0U4D5__RBI_I01230
ERR1913283.536142__1.536142	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913283.536228__1.536228	556259__I0PXW0__BSGG_5187
ERR1913283.536298__1.536298	820__A0A3E4W4Y7__B5G17_02055
ERR1913283.536356__1.536356	1262777__R5VKU5__BN512_01778
ERR1913283.536427__1.536427	166486__D4KZF9__ROSINTL182_08499
ERR1913283.536660__1.536660	39491__D4JMW8__ERS852497_01971
ERR1913283.536694__1.536694	39492__D4JRV7__EUBSIR_01513
ERR1913283.536983__1.536983	166486__D4L2C5__ERS852572_01688
ERR1913283.537008__1.537008	487174__K0X2W9__HMPREF9448_00062
ERR1913283.537156__1.537156	239935__A0A2N8IMD6__CXU03_05585
ERR1913283.537557__1.537557	820__A0A3E4RU03__M093_0563
ERR1913283.537642__1.537642	1263044__GCA_000433375.1_00678
ERR1913283.537745__1.537745	820__R9I3N4__M093_0061
ERR1913283.537767__1.537767	239935__B2URG9__CXU00_11290
ERR1913283.537840__1.537840	1262736__R5Y285__BN496_00964
ERR1913283.537918__1.537918	1263044__GCA_000433375.1_01149
ERR1913283.537994__1.537994	1535__A7VPU9__CLOLEP_00576
ERR1913283.538056__1.538056	1262911__R6GLG2__BN557_01501
ERR1913283.538241__1.538241	1262911__R6H1P0__BN557_00940
ERR1913283.538314__1.538314	820__A0A396EUV1__B5G17_06465
ERR1913283.538363__1.538363	239935__A0A2N8IRW0__A4V05_11620
ERR1913283.538368__1.538368	78345__A0A087BJN2__BMERY_1596
ERR1913283.538437__1.538437	338188__A0A174DQN3__HMPREF1057_03481
ERR1913283.538505__1.538505	823__A0A173TMY6__M096_4753
ERR1913283.538707__1.538707	28117__B0MU58__BHV66_05630
ERR1913283.538760__1.538760	39491__C4Z8S1__DXB76_06750
ERR1913283.538780__1.538780	338188__A0A1Q6HCN7__ptrA
ERR1913283.538914__1.538914	39491__C4ZHS4__EUR_24420
ERR1913283.538918__1.538918	820__I9A4U7__DHU98_12785
ERR1913283.538955__1.538955	1262700__R5XEX6__BN695_01651
ERR1913283.539055__1.539055	28117__B0MXJ1__BHV66_08445
ERR1913283.539950__1.539950	1160721__W0U3C6__BHW50_11080
ERR1913283.540167__1.540167	360807__A0A396AJN5__ERS852392_00126
ERR1913283.540169__1.540169	487174__K0WYC5__HMPREF9448_01493
ERR1913283.540448__1.540448	823__A0A174EFT7__luxQ_5
ERR1913283.540655__1.540655	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913283.540688__1.540688	2290935__A0A3D8HBH5__DWU89_14895
ERR1913283.540782__1.540782	246787__R6KBH9__HMPREF1062_04676
ERR1913283.540845__1.540845	1262911__R6H1P0__BN557_00940
ERR1913283.540861__1.540861	820__A0A174GYA8__DXB64_07370
ERR1913283.540903__1.540903	28117__B0MTW8__ALIPUT_00502
ERR1913283.540999__1.540999	1160721__W0U2W0__BHW50_02075
ERR1913283.541438__1.541438	39491__A0A395ZF49__DXB69_05290
ERR1913283.541603__1.541603	487174__K0WXI9__HMPREF9448_02340
ERR1913283.541651__1.541651	39492__D4JRV7__EUBSIR_01513
ERR1913283.541792__1.541792	871325__A0A1M4TSZ2__SAMN05444349_102236
ERR1913283.541923__1.541923	1262700__R5XJU2__BN695_00943
ERR1913283.542432__1.542432	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913283.542437__1.542437	487174__K0WXG8__DIT83_09300
ERR1913283.542585__1.542585	216816__U2TWA1__DD678_00805
ERR1913283.542796__1.542796	39490__A0A173S8F7__ERS852448_00834
ERR1913283.543234__1.543234	360807__C0FNJ9__ERS852392_02898
ERR1913283.543493__1.543493	239935__R7DVW2__CXU02_03915
ERR1913283.543576__1.543576	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913283.543917__1.543917	1897011__A0A1Q6RG48__BHW41_02345
ERR1913283.544141__1.544141	1262992__R5CXL9__BN795_01014
ERR1913283.544245__1.544245	156456__G9YIG5__HMPREF0080_01457
ERR1913283.544302__1.544302	338188__R6RWT7__HMPREF1057_00926
ERR1913283.544596__1.544596	1262911__R6GPM2__BN557_00937
ERR1913283.544624__1.544624	1160721__W0U4W5__BHW50_05260
ERR1913283.544728__1.544728	458033__GCA_001482755.1_02203
ERR1913283.545067__1.545067	544645__A0A1Y3W8S5__DXC42_06765
ERR1913283.545174__1.545174	820__A0A3E5E0T0__ERS852554_00312
ERR1913283.545277__1.545277	487174__K0X7X4__DIT83_09125
ERR1913283.545342__1.545342	239935__R6JAS2__CXU02_10725
ERR1913283.545448__1.545448	823__A0A355XF06__B5F32_11480
ERR1913283.545467__1.545467	1262700__R5XAC9__BN695_00822
ERR1913283.545470__1.545470	338188__R6RV06__HMPREF1057_00250
ERR1913283.545528__1.545528	1263044__GCA_000433375.1_03394
ERR1913283.545530__1.545530	239935__A0A139TPG3__CXT86_08810
ERR1913283.545597__1.545597	706562__GCA_900112995.1_01419
ERR1913283.545601__1.545601	820__A0A3E4PYB0__yejM
ERR1913283.545750__1.545750	216816__C2GSX7__DD678_03555
ERR1913283.546057__1.546057	310298__B3JJG1__BACCOP_02031
ERR1913283.546304__1.546304	1520815__A0A1I3NFH6__SAMN02910435_01335
ERR1913283.546470__1.546470	1550024__G9RNN4__ASJ35_08335
ERR1913283.546541__1.546541	39492__D4JQP0__ypeB
ERR1913283.546664__1.546664	1680__A0A1V8QAM8__BIFADO_02272
ERR1913283.546869__1.546869	338188__A0A174GJJ1__ERS852397_02405
ERR1913283.546823__1.546823	239935__A0A2N8IKW7__pstA
ERR1913283.547056__1.547056	39491__A0A174K1W6__DXB99_15020
ERR1913283.547041__1.547041	301301__G2SZ66__RHOM_00485
ERR1913283.547087__1.547087	1160721__W0U3K4__RBI_I00339
ERR1913283.547095__1.547095	166486__D4KZ24__ROSINTL182_05766
ERR1913283.547208__1.547208	820__A0A139KHD8__ERS417307_00569
ERR1913283.547462__1.547462	671267__R9I139__C802_03525
ERR1913283.547520__1.547520	47678__R5UG30__ERS852558_03525
ERR1913283.547632__1.547632	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913283.547731__1.547731	39491__A0A174EQV2__DXB69_10230
ERR1913283.547763__1.547763	239935__A0A2N8I694__CXU04_06245
ERR1913283.547819__1.547819	820__A0A3E4VXP2__yesR
ERR1913283.547940__1.547940	820__A0A374Q854__HMPREF1073_03281
ERR1913283.548318__1.548318	1680__A0A174BEE7__BSTER_1311
ERR1913283.548328__1.548328	1150298__A0A174E950__ERS852498_02096
ERR1913283.548330__1.548330	338188__C9L0Q9__HMPREF1057_02408
ERR1913283.548609__1.548609	820__A0A3E4G826__C801_01612
ERR1913283.548943__1.548943	239935__A0A2N8HH03__CXU09_08875
ERR1913283.549085__1.549085	674529__R6W4L4__SAMN05444400_105128
ERR1913283.549126__1.549126	1262889__R7HB69__BN634_01104
ERR1913283.549366__1.549366	40518__R5E328__DXD86_08885
ERR1913283.549609__1.549609	39491__A0A0M6WPN4__DXB69_06325
ERR1913283.550134__1.550134	39491__A0A396FFW0__ERE_10580
ERR1913283.550213__1.550213	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913283.550326__1.550326	39492__D4JWD3__EUBSIR_00151
ERR1913283.550293__1.550293	338188__A0A1Q6HLG8__ERS852397_03417
ERR1913283.550317__1.550317	239935__A0A139TPD4__CXT86_06450
ERR1913283.550514__1.550514	39491__A0A173RA59__EUR_24800
