ERR1913168.436__1.436	360807__A0A0M6WZJ4__ERS852392_03439
ERR1913168.777337__1.777337	357276__B6W1J2__BACDOR_03380
ERR1913168.777462__1.777462	301301__A0A395VBY5__yfiN_1
ERR1913168.777540__1.777540	33038__A7AZT7__RUMGNA_00811
ERR1913168.778045__1.778045	28052__A0A174H9I6__ERS852451_00172
ERR1913168.778162__1.778162	821__A0A174T998__DXB82_10860
ERR1913168.778453__1.778453	301301__A0A395V573__RHOM_13925
ERR1913168.778533__1.778533	239935__A0A2N8IMD6__CXU03_05585
ERR1913168.778523__1.778523	821__A0A3E4HP25__SAMN04487923_102450
ERR1913168.778750__1.778750	1262921__R5M951__BN473_02141
ERR1913168.778759__1.778759	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913168.778932__1.778932	28116__I9JM49__NCTC11153_01044
ERR1913168.778933__1.778933	552398__F4XCR9__HMPREF0866_01636
ERR1913168.778957__1.778957	1262921__R5LSI3__BN473_01312
ERR1913168.779089__1.779089	74426__thrZ
ERR1913168.779582__1.779582	817__Q64VX6__M085_5191
ERR1913168.779556__1.779556	357276__I8VN48__ABI39_07855
ERR1913168.779871__1.779871	821__A0A396F1N0__M099_1553
ERR1913168.780632__1.780632	821__A0A396F1N0__M099_1553
ERR1913168.780596__1.780596	33038__A7B8N9__CDL21_10000
ERR1913168.780672__1.780672	1547__H1APC9__CLORAM_03022
ERR1913168.780820__1.780820	360807__A0A174EVF2__RIL183_27331
ERR1913168.781115__1.781115	39485__C4Z467__ERS852490_01684
ERR1913168.781145__1.781145	39485__A0A174YMD0__EUBELI_01093
ERR1913168.781174__1.781174	29361__B6FTH3__CLONEX_03450
ERR1913168.781261__1.781261	360807__C0G0B4__ERS852444_02399
ERR1913168.781330__1.781330	458033__GCA_001482755.1_02203
ERR1913168.781337__1.781337	28052__A0A174HF53__ERS852499_00436
ERR1913168.781449__1.781449	301301__A0A395VAV8__ERS852391_02437
ERR1913168.781473__1.781473	821__A0A174NM17__lacZ_6
ERR1913168.781503__1.781503	1262911__R6GPC5__BN557_00852
ERR1913168.781544__1.781544	33038__A0A2N5NTT9__ERS852409_01418
ERR1913168.781634__1.781634	74426__infB
ERR1913168.781828__1.781828	39485__C4Z0T2__ykvU
ERR1913168.782030__1.782030	292800__A0A174UQD2__B5F52_18205
ERR1913168.782003__1.782003	292800__A0A174P641__tap_4
ERR1913168.782059__1.782059	820__A0A139JRS5__HMPREF1073_04025
ERR1913168.782197__1.782197	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.782371__1.782371	821__A0A395UNT8__DXD64_15275
ERR1913168.782409__1.782409	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913168.782472__1.782472	31971__A8RBA3__EUBDOL_01032
ERR1913168.782484__1.782484	39485__A0A174ZA08__EUBELI_01019
ERR1913168.782591__1.782591	1160721__W0U7A0__parB2
ERR1913168.782615__1.782615	1263000__R5ECJ8__BN466_00781
ERR1913168.782759__1.782759	33038__A0A3E4K4Y5__CDL20_06020
ERR1913168.782746__1.782746	39485__R5ZRT8__gmr_6
ERR1913168.782961__1.782961	292800__G9YN70__ERS852504_04698
ERR1913168.782970__1.782970	821__A0A174RA14__M099_1655
ERR1913168.783114__1.783114	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.783170__1.783170	487174__K0X2W8__HMPREF9448_02611
ERR1913168.783177__1.783177	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.783287__1.783287	165179__D1PDF6__DXB80_12430
ERR1913168.783578__1.783578	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913168.784074__1.784074	214856__A0A174ZEW0__ERS852447_00985
ERR1913168.784107__1.784107	2108523__A0A2P2F4E1__LAWASA_871
ERR1913168.784169__1.784169	1263000__R5EFA7__BN466_01197
ERR1913168.784190__1.784190	39485__A0A174Z8V5__fliU_2
ERR1913168.784206__1.784206	1160721__W0U3K9__BHW50_11040
ERR1913168.784274__1.784274	214856__A0A175A6T5__ERS852447_02658
ERR1913168.784503__1.784503	821__A0A0P0LFP6__C5Z04_13890
ERR1913168.784556__1.784556	301301__A0A395VBJ2__ERS852391_02160
ERR1913168.784644__1.784644	239935__A0A139TQT9__Amuc_1197
ERR1913168.784735__1.784735	39491__A0A395UZL1__DXB76_05950
ERR1913168.785242__1.785242	329854__A0A139KUJ8__BACINT_00723
ERR1913168.785303__1.785303	33038__A0A2N5PU17__C5Y99_11950
ERR1913168.785324__1.785324	1263000__R5EHB0__BN466_01647
ERR1913168.785434__1.785434	33038__A7B256__CDL19_05130
ERR1913168.785478__1.785478	214856__A0A174H3U9__ERS852559_00612
ERR1913168.785486__1.785486	33038__A0A3E4V548__DXD36_06385
ERR1913168.785453__1.785453	487174__K0X3L3__DDY40_11345
ERR1913168.785679__1.785679	33038__A7B2B8__CDL19_04760
ERR1913168.785736__1.785736	562__P63202__gadW
ERR1913168.785784__1.785784	1465754__A0A1H3Z1H8__SAMN05444145_10246
ERR1913168.786118__1.786118	1297617__A0A0S2W445__BIV19_04000
ERR1913168.786202__1.786202	487174__K0X5B1__DDY40_01695
ERR1913168.786258__1.786258	1263000__R5EHB0__BN466_01647
ERR1913168.786645__1.786645	1263000__R5EUM2__BN466_01747
ERR1913168.786650__1.786650	33038__A0A396G855__CDL23_11555
ERR1913168.786980__1.786980	487174__K0WX10__DIT83_10030
ERR1913168.786917__1.786917	821__A0A3E4WAR6__DXD64_10735
ERR1913168.787815__1.787815	1304__A0A0Y1V0J7__CQA85_06265
ERR1913168.787898__1.787898	39485__C4Z637__ERS852490_00218
ERR1913168.787912__1.787912	1160721__R6TH97__BHW50_04165
ERR1913168.788091__1.788091	384639__GCA_003096855.1_00972
ERR1913168.788213__1.788213	246787__A0A0P0G684__cirA_10
ERR1913168.788276__1.788276	28052__A0A174M4Z9__blaR1
ERR1913168.788605__1.788605	239935__A0A2N8I3Z7__CXU05_10555
ERR1913168.788814__1.788814	821__A0A173WG51__BVU_2549
ERR1913168.788951__1.788951	33038__A0A3E4K4Y5__CDL20_06020
ERR1913168.788976__1.788976	329854__R5LZK1__DXD27_00590
ERR1913168.789025__1.789025	821__I9R3W6__DXC16_12455
ERR1913168.789261__1.789261	820__A0A139KHX1__HMPREF2141_00289
ERR1913168.789440__1.789440	74426__nifJ
ERR1913168.789535__1.789535	33038__A0A2N5Q375__RUMGNA_00645
ERR1913168.789547__1.789547	820__A0A139K9Q2__DXD40_08795
ERR1913168.789558__1.789558	33038__A0A2N5NVA0__CDL24_11780
ERR1913168.790039__1.790039	301301__A0A395VA45__RHOM_02615
ERR1913168.790041__1.790041	239935__A0A139TQT9__Amuc_1197
ERR1913168.790118__1.790118	10680__GeneID:1261092
ERR1913168.790171__1.790171	1796613__A0A1C7H6N8__ADH74_01350
ERR1913168.790281__1.790281	28117__B0MT86__BHV66_02450
ERR1913168.790342__1.790342	821__A6L0C7__ERS852556_03520
ERR1913168.790430__1.790430	40519__U2MCQ8__RUMCAL_00556
ERR1913168.790461__1.790461	328814__GCA_004558275.1_00293
ERR1913168.790572__1.790572	821__R6F3Y1__SAMN04487923_104318
ERR1913168.790795__1.790795	821__A0A3E4KIM1__M097_3660
ERR1913168.790756__1.790756	552398__F4XCR9__HMPREF0866_01636
ERR1913168.790875__1.790875	338188__A0A174ETX3__ERS852397_01955
ERR1913168.790935__1.790935	1262743__R5C054__BN727_01980
ERR1913168.790981__1.790981	1160721__W0U2W0__BHW50_02075
ERR1913168.791376__1.791376	1150298__A0A174R918__ERS852535_01749
ERR1913168.791393__1.791393	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.792087__1.792087	165179__D1PEQ5__PREVCOP_05711
ERR1913168.792203__1.792203	39491__A0A174K9A3__DXB69_07785
ERR1913168.792283__1.792283	487174__K0WR72__HMPREF9448_02610
ERR1913168.792345__1.792345	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.792579__1.792579	329854__R5M3H6__DXD27_08960
ERR1913168.792648__1.792648	329854__R5M3H6__DXD27_08960
ERR1913168.792751__1.792751	39492__D4JU94__ispE
ERR1913168.793126__1.793126	328814__GCA_004558275.1_00293
ERR1913168.793416__1.793416	1681__E4V8Z1__BBTM_00104
ERR1913168.793408__1.793408	33038__A0A2N5P082__CDL24_08780
ERR1913168.793724__1.793724	28052__R7NEJ4__ERS852451_01746
ERR1913168.793920__1.793920	458033__GCA_001482755.1_02203
ERR1913168.794122__1.794122	239935__A0A2N8IB69__CXU22_11315
ERR1913168.794225__1.794225	821__A0A3E4HP25__SAMN04487923_102450
ERR1913168.794289__1.794289	33038__A0A2N5NXH5__CDL27_14300
ERR1913168.794480__1.794480	706562__GCA_900112995.1_01625
ERR1913168.794623__1.794623	1263107__GCA_000436995.1_00213
ERR1913168.794925__1.794925	821__A0A174MBW9__SAMN04487923_10272
ERR1913168.795154__1.795154	821__A0A396F9T7__M097_3427
ERR1913168.795317__1.795317	818__A0A1H7TGM1__BJP75_010615
ERR1913168.795320__1.795320	357276__A0A076IS46__BACDOR_03265
ERR1913168.795595__1.795595	487174__K0X1D9__HMPREF9448_00919
ERR1913168.795667__1.795667	821__A0A174NVL6__NCTC10583_01782
ERR1913168.795858__1.795858	33038__A0A2N5PPG0__CDL25_06295
ERR1913168.795868__1.795868	384638__B7APR1__BACPEC_00667
ERR1913168.796444__1.796444	165179__A0A229I3Z6__PREVCOP_03666
ERR1913168.796650__1.796650	820__A0A1T4IYF4__mprA_1
ERR1913168.796670__1.796670	649756__D4MV98__ERS852475_00895
ERR1913168.796729__1.796729	39485__R5ZT06__EUBELI_20526
ERR1913168.796768__1.796768	394340__htpG
ERR1913168.797062__1.797062	39485__A0A174Z2N7__EUBELI_02062
ERR1913168.797641__1.797641	821__A0A396F1N0__M099_1553
ERR1913168.797847__1.797847	821__A0A0P0L952__M097_4235
ERR1913168.798411__1.798411	261299__R5XHC9__SAMN02745147_0292
ERR1913168.798469__1.798469	817__A0A0E2SZL0__M100_0905
ERR1913168.798504__1.798504	821__D4VD59__BHV80_04260
ERR1913168.798587__1.798587	28118__F9ZAE1__DF785_04930
ERR1913168.798648__1.798648	821__A0A395VIK7__BVU_1225
ERR1913168.798910__1.798910	88431__A6BFJ3__ERS852408_01680
ERR1913168.798876__1.798876	649756__E5VJU7__ERS852425_01321
ERR1913168.799048__1.799048	487174__R5G1E8__DIT83_00510
ERR1913168.799202__1.799202	39496__A5Z5I2__EUBVEN_00963
ERR1913168.799333__1.799333	214856__A0A174G1M7__ERS852559_00594
ERR1913168.799423__1.799423	357276__I8W0U0__BACDOR_02820
ERR1913168.799456__1.799456	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.799710__1.799710	853__A0A173XRA8__CGS56_09290
ERR1913168.799792__1.799792	1262744__R6FIY6__BN744_00730
ERR1913168.799794__1.799794	33038__A0A2N5PSD8__CDL23_06920
ERR1913168.800019__1.800019	1263000__R5EDV4__BN466_01097
ERR1913168.800102__1.800102	706562__GCA_900112995.1_02234
ERR1913168.800407__1.800407	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.800692__1.800692	39492__A0A174ZHV5__msbA_2
ERR1913168.800728__1.800728	487174__K0X070__HMPREF9448_01324
ERR1913168.800850__1.800850	821__A0A395VIK7__BVU_1225
ERR1913168.800946__1.800946	28117__R7JIJ8__BHV66_01635
ERR1913168.801004__1.801004	239935__A0A139TPU7__CXT91_06575
ERR1913168.801191__1.801191	239935__A0A2N8HHB6__B5G29_11500
ERR1913168.801256__1.801256	28117__B0MWZ3__BHV66_03240
ERR1913168.801488__1.801488	552398__F4XCR9__HMPREF0866_01636
ERR1913168.801560__1.801560	214856__R5UN64__ERS852447_02669
ERR1913168.801687__1.801687	1262992__R5CXM7__BN795_01016
ERR1913168.801719__1.801719	239935__A0A2N8HT68__ADH72_00510
ERR1913168.801824__1.801824	39485__A0A174ZPH7__ERS852490_01992
ERR1913168.802044__1.802044	301301__G2SX14__RHOM_09085
ERR1913168.802327__1.802327	360807__A0A0M6WW58__ERS852444_03162
ERR1913168.802490__1.802490	1262986__R6AUH5__BN492_00246
ERR1913168.802516__1.802516	1393034__GCA_001552785.1_00728
ERR1913168.802679__1.802679	1160721__W0U4N3__BHW50_05270
ERR1913168.802820__1.802820	821__A0A174MBW9__SAMN04487923_10272
ERR1913168.802943__1.802943	418240__R7CJP2__cycB_1
ERR1913168.803194__1.803194	106588__A6NXS6__BACCAP_03021
ERR1913168.803362__1.803362	239935__A0A2N8I3G2__CXT89_00720
ERR1913168.803332__1.803332	33038__A0A2N5PPH4__DXD36_06695
ERR1913168.803454__1.803454	2173__A0A1D2WUH4__METSMIALI_01323
ERR1913168.803715__1.803715	301301__A0A395V8W4__RHOM_04130
ERR1913168.803754__1.803754	329854__R5MCJ1__DXD57_00165
ERR1913168.804075__1.804075	39485__C4Z6R3__mcp2_1
ERR1913168.804064__1.804064	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913168.804213__1.804213	28117__B0MVL5__BHV66_01660
ERR1913168.804372__1.804372	821__A0A396F598__CUU_3259
ERR1913168.804515__1.804515	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913168.804751__1.804751	820__A0A174M9V5__M093_0237
ERR1913168.805510__1.805510	33038__A0A2N5Q375__RUMGNA_00645
ERR1913168.805696__1.805696	239935__A0A2N8IU14__ADH72_05655
ERR1913168.806054__1.806054	487174__K0XA48__DDY40_03955
ERR1913168.806145__1.806145	292800__A0A174WEZ4__HMPREF9460_03559
ERR1913168.806213__1.806213	329854__A0A3E4IQD7__BACINT_01717
ERR1913168.806266__1.806266	821__I9R3W6__DXC16_12455
ERR1913168.806541__1.806541	820__A0A139KHX1__HMPREF2141_00289
ERR1913168.806550__1.806550	384639__GCA_003096855.1_01617
ERR1913168.806800__1.806800	329854__B3C787__BACINT_00778
ERR1913168.806859__1.806859	384638__B7AWP7__BACPEC_03147
ERR1913168.806866__1.806866	1262921__R5LMK9__BN473_01331
ERR1913168.806987__1.806987	2292352__A0A374UIX0__DXC23_12260
ERR1913168.807171__1.807171	329854__R5M7D1__BACINT_04632
ERR1913168.807280__1.807280	487174__R5FJH0__DDY40_07055
ERR1913168.807300__1.807300	165179__A0A3E5AHY4__CFT61_07675
ERR1913168.807457__1.807457	357276__B6VYT9__HMPREF1063_05030
ERR1913168.807948__1.807948	165179__D1PHC0__PREVCOP_06640
ERR1913168.808144__1.808144	1262988__R7N3R7__BN816_01427
ERR1913168.808264__1.808264	33038__A7AZT7__RUMGNA_00811
ERR1913168.808453__1.808453	821__A0A396F9T7__M097_3427
ERR1913168.808575__1.808575	39485__R5ZPP8__EUBELI_20334
ERR1913168.809242__1.809242	329854__A0A3E4I2S5__DXK01_16870
ERR1913168.809214__1.809214	33038__A0A2N5Q375__RUMGNA_00645
ERR1913168.809328__1.809328	106588__A6NXB0__BACCAP_02856
ERR1913168.809309__1.809309	39492__D4JUD7__EUBSIR_01877
ERR1913168.809430__1.809430	1780376__A0A143XQT4__BN3659_01658
ERR1913168.809919__1.809919	2108523__A0A2P2F8A7__LAWASA_2275
ERR1913168.809963__1.809963	501571__R8W119__SAMN02745978_00433
ERR1913168.810259__1.810259	33025__A0A395JEP7__C8D73_10844
ERR1913168.810427__1.810427	33038__A0A396G7D8__asnB
ERR1913168.810481__1.810481	820__A0A174DZ97__SAMN05444418_101240
ERR1913168.810563__1.810563	29361__B6FQF6__CLONEX_02376
ERR1913168.810786__1.810786	544645__A0A3E4T9T0__DXC42_08535
ERR1913168.811066__1.811066	552398__F4XCR9__HMPREF0866_01636
ERR1913168.811488__1.811488	329854__B3CIE6__DXD27_22690
ERR1913168.811560__1.811560	292800__G9YRY4__HMPREF9460_01750
ERR1913168.811834__1.811834	820__A0A174CG08__DXB62_13215
ERR1913168.811938__1.811938	360807__C0G0A1__ERS852444_02410
ERR1913168.812237__1.812237	292800__G9YLB2__HMPREF0372_00277
ERR1913168.812306__1.812306	165179__A0A3E5EA43__DXC61_07775
ERR1913168.812272__1.812272	820__A0A174TRB5__DXD40_11305
ERR1913168.812281__1.812281	821__A0A396F9T7__M097_3427
ERR1913168.812561__1.812561	1160721__R6TGH1__BHW50_05060
ERR1913168.812951__1.812951	360807__A0A173WJE3__mcp4_4
ERR1913168.812958__1.812958	33038__F7K1I3__CDL19_03785
ERR1913168.813018__1.813018	239935__A0A2N8I1R3__CXU05_06075
ERR1913168.813370__1.813370	28116__I9AKR7__DXA80_22960
ERR1913168.813566__1.813566	28132__D9RV83__HMPREF0660_00835
ERR1913168.813788__1.813788	487174__K0WRR5__DDY40_06130
ERR1913168.813803__1.813803	1160721__R6T8U0__atpF
ERR1913168.814254__1.814254	33038__A0A396G387__HMPREF1201_01180
ERR1913168.814280__1.814280	1965604__A0A1Y4ERL1__B5F54_16810
ERR1913168.814797__1.814797	301301__A0A174GNJ2__RHOM_05610
ERR1913168.815255__1.815255	544644__GCA_001915615.1_01895
ERR1913168.815659__1.815659	329854__R5MCJ1__DXD57_00165
ERR1913168.815662__1.815662	301302__A0A0M6WF57__M72_22681
ERR1913168.815691__1.815691	33038__A0A3E4K696__HMPREF1201_01836
ERR1913168.816615__1.816615	329854__R5MKJ2__DXD27_16110
ERR1913168.816720__1.816720	1160721__W0U330__BHW50_08125
ERR1913168.817002__1.817002	1780381__A0A143ZPL3__BN3661_00424
ERR1913168.817084__1.817084	39496__A5Z5I2__EUBVEN_00963
ERR1913168.817119__1.817119	214856__A0A174G1M7__ERS852559_00594
ERR1913168.817245__1.817245	1262783__R6DMF3__BN558_00215
ERR1913168.817325__1.817325	821__I9R3W6__DXC16_12455
ERR1913168.817370__1.817370	33038__A7AZH0__HMPREF1201_02167
ERR1913168.817494__1.817494	40519__U2MCQ8__RUMCAL_00556
ERR1913168.818158__1.818158	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1913168.818258__1.818258	301302__R5UVR7__ERS852420_00118
ERR1913168.818846__1.818846	28116__A0A1G8P076__AA414_01051
ERR1913168.819070__1.819070	328814__GCA_004558275.1_00296
ERR1913168.819177__1.819177	501571__R8VSC8__SAMN02745978_02731
ERR1913168.819264__1.819264	487174__K0XG81__HMPREF9448_02274
ERR1913168.819416__1.819416	261299__R5X1Z3__CLOBAR_01682
ERR1913168.819484__1.819484	328814__GCA_004558275.1_00293
ERR1913168.820037__1.820037	329854__A0A3E4KRK8__DXK01_03500
ERR1913168.820452__1.820452	544645__A0A3E4TER1__DXC42_05460
ERR1913168.820596__1.820596	46503__A7AG59__ERS852463_00349
ERR1913168.820682__1.820682	28052__R7N7V7__hemZ_1
ERR1913168.820975__1.820975	1304__J7TGU8__Ssal_02017
ERR1913168.821045__1.821045	446660__GCA_003428235.1_02052
ERR1913168.821337__1.821337	1160721__R6TB54__RBI_I01327
ERR1913168.821359__1.821359	820__A0A174M9V5__M093_0237
ERR1913168.821391__1.821391	33038__A0A2N5PIX3__CDL26_14635
ERR1913168.821803__1.821803	1262988__R7N521__BN816_01886
ERR1913168.821819__1.821819	28117__B0MUY3__BHV66_00515
ERR1913168.821895__1.821895	329854__A0A3E4KRT8__BACINT_02510
ERR1913168.821969__1.821969	853__A0A2J4JL53__CRH10_10795
ERR1913168.822108__1.822108	28118__A0A3D4ZFP4__DHW44_00270
ERR1913168.822118__1.822118	1318__T0TTB0__strH_1
ERR1913168.822383__1.822383	33038__A0A2N5PQU6__RUMGNA_01940
ERR1913168.822352__1.822352	1160721__R6TB54__RBI_I01327
ERR1913168.822723__1.822723	329854__R5MCJ1__DXD57_00165
ERR1913168.822694__1.822694	39485__C4Z0F4__ERS852490_00945
ERR1913168.823008__1.823008	165179__D1PES9__DXB80_11585
ERR1913168.823112__1.823112	820__A7VAR9__ERS852421_00197
ERR1913168.823503__1.823503	28117__B0MY40__BHV66_05170
ERR1913168.823515__1.823515	165179__A0A3E5DY64__CFT61_10025
ERR1913168.823565__1.823565	1262995__R5R5E9__BN747_02329
ERR1913168.823725__1.823725	820__A0A3E4WCX3__C801_02709
ERR1913168.823873__1.823873	384639__GCA_003096855.1_02339
ERR1913168.823887__1.823887	821__A0A174MBW9__SAMN04487923_10272
ERR1913168.824088__1.824088	487174__K0WR72__HMPREF9448_02610
ERR1913168.824357__1.824357	1099853__G9S6U1__NSB1T_01770
ERR1913168.824597__1.824597	487174__K0X3A6__HMPREF9448_02725
ERR1913168.824664__1.824664	239935__A0A139TSG7__CXU17_09600
ERR1913168.824699__1.824699	487174__K0XL60__DDY40_11760
ERR1913168.824639__1.824639	626933__H1DGX0__HMPREF9449_01506
ERR1913168.824794__1.824794	649756__L1Q497__ERS852571_03051
ERR1913168.825007__1.825007	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.824981__1.824981	821__A0A396F598__CUU_3259
ERR1913168.825211__1.825211	329854__B3C8G7__BACINT_01871
ERR1913168.825224__1.825224	33038__A0A2N5NXH5__CDL27_14300
ERR1913168.825230__1.825230	821__U6RDC2__DXD46_15675
ERR1913168.825412__1.825412	214856__A0A174FY71__ERS852559_01033
ERR1913168.825445__1.825445	1262986__R5ZX08__BN492_01351
ERR1913168.825533__1.825533	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913168.825660__1.825660	360807__C0FP74__ERS852444_00195
ERR1913168.825955__1.825955	360807__C0FZM4__RIL183_06871
ERR1913168.826070__1.826070	360807__C0FVL1__ERS852392_00394
ERR1913168.826566__1.826566	40520__A0A3E5ENE1__DXB81_01340
ERR1913168.826669__1.826669	33038__A0A2N5Q3U3__CDL22_04965
ERR1913168.826773__1.826773	821__A0A174T998__DXB82_10860
ERR1913168.826742__1.826742	821__A0A395UNT8__DXD64_15275
ERR1913168.826951__1.826951	501571__R8VYL0__B5F15_04270
ERR1913168.827013__1.827013	165179__A0A174UTZ7__DXC61_06705
ERR1913168.827090__1.827090	1262989__R6YI44__BN815_02217
ERR1913168.827606__1.827606	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913168.827704__1.827704	853__A0A2A7B9I6__DW855_13690
ERR1913168.827740__1.827740	33038__F7JTF2__CDL22_02335
ERR1913168.827742__1.827742	360807__C0FR69__ERS852392_01939
ERR1913168.828055__1.828055	1550024__A0A0W7TVC5__TQ39_00835
ERR1913168.828373__1.828373	28117__B0MWP2__ALIPUT_01468
ERR1913168.828716__1.828716	165179__A0A3E5EAM5__DXC61_07785
ERR1913168.828826__1.828826	39485__A0A174YTF8__EUBELI_20448
ERR1913168.828811__1.828811	28117__B0MYW7__ALIPUT_02336
ERR1913168.828923__1.828923	39485__C4Z6V1__ERS852492_02640
ERR1913168.828926__1.828926	214856__A0A174G0N0__ERS852447_02436
ERR1913168.829000__1.829000	394340__caiA_2
ERR1913168.829103__1.829103	33038__A7AZH0__HMPREF1201_02167
ERR1913168.829107__1.829107	40519__U2MCQ8__RUMCAL_00556
ERR1913168.829233__1.829233	33038__A7B4L8__CDL26_09245
ERR1913168.829154__1.829154	328814__GCA_004558275.1_00075
ERR1913168.829688__1.829688	649756__A0A173RGN8__DO83_04830
ERR1913168.829810__1.829810	28052__A0A174JKH6__hisZ
ERR1913168.829841__1.829841	239935__A0A2N8INK7__Amuc_0521
ERR1913168.829972__1.829972	28116__F7L8H9__BACOVA_00587
ERR1913168.830572__1.830572	487175__R5E3X8__HMPREF9439_02794
ERR1913168.831042__1.831042	214856__A0A174H3U9__ERS852559_00612
ERR1913168.831267__1.831267	292800__A0A174NZG5__appA_1
ERR1913168.831365__1.831365	39485__C4Z6J9__ERS852492_02049
ERR1913168.831740__1.831740	328814__GCA_004558275.1_00056
ERR1913168.831869__1.831869	39492__D4JRZ7__smc
ERR1913168.832113__1.832113	817__A0A1C0W965__HMPREF1056_03052
ERR1913168.832405__1.832405	556259__I0PXW0__BSGG_5187
ERR1913168.832589__1.832589	329854__R5LW55__DXD57_21020
ERR1913168.833353__1.833353	1160721__W0U834__RBI_I01990
ERR1913168.833415__1.833415	357276__B6VVS0__HMPREF1064_03951
ERR1913168.833456__1.833456	39496__A5ZAI0__EUBVEN_02727
ERR1913168.833620__1.833620	1628085__A0A2U1BGX7__C7386_101149
ERR1913168.834180__1.834180	821__A6L0C7__ERS852556_03520
ERR1913168.834197__1.834197	216816__A0A087BBV6__BFS26_06210
ERR1913168.834363__1.834363	39485__C4Z6V7__walK
ERR1913168.834437__1.834437	360807__A0A173YJ94__ERS852444_03492
ERR1913168.834412__1.834412	39485__A0A174Z7G5__EUBELI_01168
ERR1913168.834551__1.834551	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.834641__1.834641	821__R6F3Y1__SAMN04487923_104318
ERR1913168.834606__1.834606	28052__A0A174MF60__ERS852499_01909
ERR1913168.834654__1.834654	1262743__R5C054__BN727_01980
ERR1913168.834659__1.834659	338188__A0A174ETX3__ERS852397_01955
ERR1913168.834755__1.834755	820__A0A3E4W4Y7__B5G17_02055
ERR1913168.834728__1.834728	418240__C6JGZ2__ERS852478_02682
ERR1913168.834792__1.834792	552398__T5S086__HMPREF0866_01580
ERR1913168.834956__1.834956	165179__A0A229I7F5__DXB80_02650
ERR1913168.834962__1.834962	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.835150__1.835150	821__A0A3E4HP25__SAMN04487923_102450
ERR1913168.835224__1.835224	552398__F4XCR9__HMPREF0866_01636
ERR1913168.835233__1.835233	33038__A0A2N5NUB0__CCY17_12840
