ERR1913166.89__1.89	1262743__R5C7C5__BN727_00596
ERR1913166.408276__1.408276	823__A6L9W2__DXB14_07905
ERR1913166.408241__1.408241	820__R9HP61__DXC91_01090
ERR1913166.408358__1.408358	1262882__R5MH82__BN519_00752
ERR1913166.408460__1.408460	28117__B0MY45__ALIPUT_02164
ERR1913166.408435__1.408435	239935__A0A2N8IMD6__CXU03_05585
ERR1913166.408470__1.408470	820__A0A139KEW8__DXB64_06405
ERR1913166.408483__1.408483	820__A7V780__adaA_3
ERR1913166.408585__1.408585	1262882__R5MZZ3__BN519_00482
ERR1913166.408640__1.408640	1262882__R5MQ68__BN519_01178
ERR1913166.408852__1.408852	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.408934__1.408934	820__A0A139JRS5__HMPREF1073_04025
ERR1913166.409014__1.409014	820__A0A139K4T0__ERS852510_03146
ERR1913166.409125__1.409125	106588__A6P303__BACCAP_04887
ERR1913166.409327__1.409327	1262882__R5MYX5__BN519_00333
ERR1913166.409338__1.409338	820__A0A174EV88__HMPREF1072_01427
ERR1913166.409467__1.409467	113107__E7S9E0__HMPREF9421_0696
ERR1913166.409415__1.409415	239935__R6JAS2__CXU02_10725
ERR1913166.409477__1.409477	454154__G5SQ56__HMPREF9441_01493
ERR1913166.409579__1.409579	1262882__R5MKV8__BN519_01281
ERR1913166.409703__1.409703	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913166.409822__1.409822	820__A0A174F0C1__nreB
ERR1913166.409860__1.409860	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.409872__1.409872	39492__D4JU36__cobC_1
ERR1913166.410026__1.410026	820__A0A174Q0F0__DXB48_08080
ERR1913166.409998__1.409998	40520__A0A395X4V2__C4886_02700
ERR1913166.410047__1.410047	47678__R5U2W6__CGC64_03455
ERR1913166.410175__1.410175	1150298__A0A174L2G3__ERS852498_01371
ERR1913166.410257__1.410257	1160721__R6UAE5__BHW50_03280
ERR1913166.410287__1.410287	820__A0A3E4VZT7__DXB48_16145
ERR1913166.410423__1.410423	1262882__R5MYI1__BN519_00416
ERR1913166.410443__1.410443	821__A0A396FEL8__C5Z04_06030
ERR1913166.410471__1.410471	39492__D4JTF2__mutS2
ERR1913166.410478__1.410478	487174__K0WWT0__DIT83_10190
ERR1913166.410487__1.410487	1262882__R5MIY9__BN519_01097
ERR1913166.410658__1.410658	2108523__A0A2P2F3I3__LAWASA_548
ERR1913166.410696__1.410696	204516__U6R9H3__HMPREF1534_03348
ERR1913166.410870__1.410870	820__A0A3E4XM43__DXC91_13960
ERR1913166.410932__1.410932	1262882__R5N5S3__BN519_00085
ERR1913166.410997__1.410997	820__A7V470__HMPREF1072_02076
ERR1913166.411032__1.411032	487173__H1D168__HMPREF9453_01356
ERR1913166.411086__1.411086	823__A0A073I748__M096_3057
ERR1913166.411093__1.411093	820__A0A174QT76__B5G17_18060
ERR1913166.411116__1.411116	820__A7V092__hldE
ERR1913166.411159__1.411159	1304__J7SIV6__pspA_3
ERR1913166.411193__1.411193	1150298__A0A174R918__ERS852535_01749
ERR1913166.411249__1.411249	1262882__R5MYS0__BN519_00284
ERR1913166.411304__1.411304	357276__A0A0K2HDP3__IY41_00705
ERR1913166.411358__1.411358	820__A0A3E4VXP2__yesR
ERR1913166.411389__1.411389	820__R9I3Q7__HMPREF1072_01668
ERR1913166.411656__1.411656	556259__I0PXW0__BSGG_5187
ERR1913166.411762__1.411762	28111__E5WZR2__HMPREF1016_02168
ERR1913166.411778__1.411778	1262882__R5MQ68__BN519_01178
ERR1913166.411842__1.411842	204516__U6R8I1__HMPREF1534_03341
ERR1913166.411984__1.411984	820__A0A139JRS5__HMPREF1073_04025
ERR1913166.412082__1.412082	1262882__R5N678__BN519_01604
ERR1913166.412211__1.412211	1262882__R5N0J9__BN519_00773
ERR1913166.412338__1.412338	357276__A0A076ISJ4__B5F95_19420
ERR1913166.412360__1.412360	1262882__R5MRS7__BN519_01490
ERR1913166.412538__1.412538	820__A0A174CG08__DXB62_13215
ERR1913166.412580__1.412580	820__A7V780__adaA_3
ERR1913166.412928__1.412928	47678__R5UHH8__HMPREF1061_02584
ERR1913166.412983__1.412983	1262882__R5N678__BN519_01604
ERR1913166.413203__1.413203	820__A7V9F9__B5G17_14640
ERR1913166.413278__1.413278	823__A0A173W404__DHP27_04905
ERR1913166.413317__1.413317	820__A0A173XIP7__B5G17_16050
ERR1913166.413452__1.413452	47678__R5USS6__C5Z00_03300
ERR1913166.413491__1.413491	820__R9HXK9__DXB62_08265
ERR1913166.413520__1.413520	47678__R5U4P2__CGC64_17185
ERR1913166.413623__1.413623	820__A0A1Q6IDS8__chtA
ERR1913166.413729__1.413729	39492__D4JT87__clpC
ERR1913166.413751__1.413751	820__A0A174TRB5__DXD40_11305
ERR1913166.413752__1.413752	1262882__R5MT08__BN519_01706
ERR1913166.413866__1.413866	1160721__W0U7T4__BHW50_09645
ERR1913166.413878__1.413878	1262882__R5MFT7__BN519_00494
ERR1913166.413991__1.413991	884684__GCA_002892425.1_01417
ERR1913166.413971__1.413971	46503__A7AH78__DD461_04085
ERR1913166.414382__1.414382	239935__A0A3F3K9J9__DEF40_00940
ERR1913166.414395__1.414395	820__E5VEH7__ERS852459_01300
ERR1913166.414404__1.414404	1263044__GCA_000433375.1_01817
ERR1913166.414703__1.414703	329854__R5LT45__DXD57_14270
ERR1913166.414735__1.414735	820__A0A396EWL3__ERS417307_03868
ERR1913166.414946__1.414946	487174__K0X3H8__HMPREF9448_02822
ERR1913166.415003__1.415003	33038__F7JUE7__CDL26_12120
ERR1913166.415043__1.415043	820__A0A139K426__B5G17_09115
ERR1913166.415097__1.415097	239935__A0A2N8HH03__CXU09_08875
ERR1913166.415416__1.415416	823__A6LHJ7__ERS852380_00253
ERR1913166.415562__1.415562	1262882__R5MFM2__BN519_00460
ERR1913166.415766__1.415766	1262882__R5MQ63__BN519_01173
ERR1913166.415880__1.415880	820__R9I2U8__DXC68_09590
ERR1913166.416040__1.416040	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.416042__1.416042	39488__A0A173Y251__mscS
ERR1913166.416299__1.416299	454154__G5SLB1__HMPREF9441_00130
ERR1913166.416412__1.416412	39492__D4JUD7__EUBSIR_01877
ERR1913166.416314__1.416314	820__A0A3E4FZM1__adaA_2
ERR1913166.416455__1.416455	1262882__R5MGK3__BN519_00655
ERR1913166.416583__1.416583	39491__A0A396FUZ3__phoR_1
ERR1913166.416679__1.416679	820__A0A173WUD7__DXB48_08055
ERR1913166.416855__1.416855	1262882__A0A356PSJ4__BN519_01180
ERR1913166.416868__1.416868	820__A0A174CG08__DXB62_13215
ERR1913166.417156__1.417156	820__A0A174GK47__ERS852421_00200
ERR1913166.417307__1.417307	820__A0A3E4VXP2__yesR
ERR1913166.417675__1.417675	820__A0A174Q0F0__DXB48_08080
ERR1913166.417813__1.417813	820__A0A1T4IYF4__mprA_1
ERR1913166.417998__1.417998	820__A0A174GYA8__DXB64_07370
ERR1913166.418035__1.418035	246787__A0A108T831__glaB_2
ERR1913166.417949__1.417949	487174__K0WS78__HMPREF9448_02825
ERR1913166.418140__1.418140	820__A0A3E5E0T0__ERS852554_00312
ERR1913166.418162__1.418162	820__A0A139K1Y6__DXB48_02610
ERR1913166.418125__1.418125	1263006__R6LYW4__BN515_01529
ERR1913166.418204__1.418204	823__D7IT19__DHP27_03495
ERR1913166.418268__1.418268	1262882__R5MFK5__BN519_00378
ERR1913166.418314__1.418314	820__A0A3E4RUC4__DHU98_02635
ERR1913166.418366__1.418366	328814__GCA_004558275.1_00079
ERR1913166.418539__1.418539	820__A7V9F9__B5G17_14640
ERR1913166.418462__1.418462	820__A0A174CG08__DXB62_13215
ERR1913166.418581__1.418581	820__A7UYX8__DXD40_11635
ERR1913166.418664__1.418664	47678__A5ZL09__BACCAC_03608
ERR1913166.418642__1.418642	820__A0A3E4WA06__ERS852554_03404
ERR1913166.418761__1.418761	1262882__R5MJM8__BN519_01064
ERR1913166.418954__1.418954	823__A0A355XN36__DXB14_02385
ERR1913166.419049__1.419049	820__A0A3E4FZM1__adaA_2
ERR1913166.419028__1.419028	820__A0A3E4PYB0__yejM
ERR1913166.419199__1.419199	820__A0A174M9V5__M093_0237
ERR1913166.419310__1.419310	28111__E5WYY8__HMPREF1016_01893
ERR1913166.419496__1.419496	820__A0A139K426__B5G17_09115
ERR1913166.419617__1.419617	204516__U6R9L2__HMPREF1534_03110
ERR1913166.419665__1.419665	820__A0A173YYG4__evgS_3
ERR1913166.419675__1.419675	28111__E5WVZ4__NCTC11155_02635
ERR1913166.419646__1.419646	821__A0A0P0LNX8__ERS852509_03015
ERR1913166.419828__1.419828	204516__U6RPN2__HMPREF1534_00368
ERR1913166.419846__1.419846	820__A0A174F696__macB_13
ERR1913166.419938__1.419938	338188__A0A174ETX3__ERS852397_01955
ERR1913166.420019__1.420019	301302__A0A173RFF7__yqgN
ERR1913166.420088__1.420088	1297617__A0A2U1CEZ3__BIV19_14435
ERR1913166.420186__1.420186	39492__D4JRX9__sepF
ERR1913166.420250__1.420250	820__A0A174Q0F0__DXB48_08080
ERR1913166.420253__1.420253	1262743__R5C7D3__BN727_00606
ERR1913166.420363__1.420363	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.420398__1.420398	820__A0A139JRS5__HMPREF1073_04025
ERR1913166.420453__1.420453	204516__U6RFB2__HMPREF1534_01733
ERR1913166.420651__1.420651	1262882__R5MYP8__BN519_00439
ERR1913166.420780__1.420780	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.420836__1.420836	820__A0A1Y3V743__M093_0235
ERR1913166.420842__1.420842	39491__A0A395ZDC6__addB
ERR1913166.420895__1.420895	820__A0A1Q6IDS8__chtA
ERR1913166.420913__1.420913	1262882__R5MYS0__BN519_00284
ERR1913166.421111__1.421111	1150298__R7JV71__ERS852498_00755
ERR1913166.421146__1.421146	820__A0A173WUD7__DXB48_08055
ERR1913166.421303__1.421303	820__A0A1T4IYF4__mprA_1
ERR1913166.421251__1.421251	820__A0A174F696__macB_13
ERR1913166.421285__1.421285	821__A0A0P0L952__M097_4235
ERR1913166.421331__1.421331	1262980__R5BM52__BN814_00030
ERR1913166.421503__1.421503	821__A0A3E4XY72__NCTC10583_01067
ERR1913166.421526__1.421526	204516__U6R8I1__HMPREF1534_03341
ERR1913166.421593__1.421593	487173__H1D2L5__HMPREF9453_01853
ERR1913166.421660__1.421660	47678__R5U6J0__ERS852558_00310
ERR1913166.421784__1.421784	1262882__R5MM90__BN519_01721
ERR1913166.422069__1.422069	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.422160__1.422160	1263044__GCA_000433375.1_01814
ERR1913166.422253__1.422253	357276__A0A076IXE0__HMPREF1064_04364
ERR1913166.422323__1.422323	820__A0A3E4W9D9__B5G17_12400
ERR1913166.422332__1.422332	820__A7V8C2__ERS852554_01338
ERR1913166.422453__1.422453	823__A0A173VS36__M091_4727
ERR1913166.422523__1.422523	487174__K0XKD7__HMPREF9448_01550
ERR1913166.422525__1.422525	820__A7V8C2__ERS852554_01338
ERR1913166.422528__1.422528	28117__B0MWP2__ALIPUT_01468
ERR1913166.422815__1.422815	28117__B0MU76__ALIPUT_00202
ERR1913166.422791__1.422791	2173__A0A1D2WTF2__METSMIALI_00289
ERR1913166.422883__1.422883	204516__U6RFB2__HMPREF1534_01733
ERR1913166.423215__1.423215	820__A0A396EXA7__DXB37_15530
ERR1913166.423228__1.423228	820__A0A3E4VXP2__yesR
ERR1913166.423267__1.423267	28117__B0MWC6__BHV66_00965
ERR1913166.423528__1.423528	28117__R7JIJ8__BHV66_01635
ERR1913166.423621__1.423621	40518__R5DQK2__DXD93_03730
ERR1913166.423708__1.423708	1681__K2HUZ1__B0085_0362
ERR1913166.423917__1.423917	820__A0A174I980__gldH
ERR1913166.423965__1.423965	820__A0A374QGD2__ERS852421_02382
ERR1913166.424050__1.424050	1262882__R5N5S3__BN519_00085
ERR1913166.424120__1.424120	28117__B0MXG8__ALIPUT_01814
ERR1913166.424209__1.424209	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.424244__1.424244	1262743__R5C054__BN727_01980
ERR1913166.424302__1.424302	820__A7V470__HMPREF1072_02076
ERR1913166.424577__1.424577	820__A0A3E4PYB0__yejM
ERR1913166.424654__1.424654	674529__R6VB33__DXB21_03595
ERR1913166.424655__1.424655	371601__D4WBK5__BN891_3970
ERR1913166.424871__1.424871	39492__D4JV38__EUBSIR_01205
ERR1913166.425074__1.425074	1262882__R5MEN9__BN519_00201
ERR1913166.425021__1.425021	823__E1YV41__BDI_1376
ERR1913166.425028__1.425028	310298__B3JFI7__BACCOP_00636
ERR1913166.425138__1.425138	820__A0A3E4WA06__ERS852554_03404
ERR1913166.425192__1.425192	40518__R5DV58__htrA
ERR1913166.425207__1.425207	820__A7V470__HMPREF1072_02076
ERR1913166.425211__1.425211	820__A7UYX8__DXD40_11635
ERR1913166.425378__1.425378	820__A0A1T4IYF4__mprA_1
ERR1913166.425392__1.425392	39492__D4JSB6__ERS852540_00627
ERR1913166.425598__1.425598	820__A0A173XIP7__B5G17_16050
ERR1913166.425555__1.425555	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913166.425767__1.425767	46503__R6X0F0__DD461_05620
ERR1913166.425916__1.425916	1262882__R5MND9__BN519_00831
ERR1913166.425954__1.425954	1262746__R5SN04__BN750_02419
ERR1913166.426103__1.426103	823__A6LFW2__M095_1860
ERR1913166.426225__1.426225	820__A7VAR9__ERS852421_00197
ERR1913166.426252__1.426252	820__R9HP61__DXC91_01090
ERR1913166.426384__1.426384	1262882__R5MGS8__BN519_00565
ERR1913166.426622__1.426622	1262743__R5C3P9__BN727_00587
ERR1913166.426683__1.426683	821__A0A174NVL6__NCTC10583_01782
ERR1913166.426767__1.426767	1681__E4VBT2__BBBF_1497
ERR1913166.426795__1.426795	371601__C3QXN6__ERS852396_01055
ERR1913166.426838__1.426838	487174__K0WZN5__HMPREF9448_01108
ERR1913166.427021__1.427021	239935__R6J9Y2__CXT85_07000
ERR1913166.427052__1.427052	410072__A0A173S248__ERS852525_02992
ERR1913166.427146__1.427146	1262948__R7EDA7__BN671_00036
ERR1913166.427153__1.427153	239935__A0A2N8I1R3__CXU05_06075
ERR1913166.427413__1.427413	1099853__U5CHP2__NSB1T_06815
ERR1913166.427449__1.427449	1262882__R5N048__BN519_00502
ERR1913166.427564__1.427564	820__A0A374QGD2__ERS852421_02382
ERR1913166.427585__1.427585	40518__R5E2F3__artQ
ERR1913166.427656__1.427656	28111__E5WWI4__HMPREF1016_01032
ERR1913166.427742__1.427742	1262882__R5MEW7__BN519_00010
ERR1913166.427905__1.427905	820__A7VAR9__ERS852421_00197
ERR1913166.428028__1.428028	820__A0A139KIL9__DXC68_05945
ERR1913166.428041__1.428041	820__A0A174CG08__DXB62_13215
ERR1913166.428193__1.428193	1262882__R5MMD8__BN519_01576
ERR1913166.428138__1.428138	820__A0A139KJR5__M093_4469
ERR1913166.428256__1.428256	820__A7V470__HMPREF1072_02076
ERR1913166.428282__1.428282	820__A0A374Q854__HMPREF1073_03281
ERR1913166.428464__1.428464	823__K6APS3__DDY96_02400
ERR1913166.428653__1.428653	823__A6LFW2__M095_1860
ERR1913166.428667__1.428667	40518__R5E8B6__RB5AMG_00876
ERR1913166.428720__1.428720	820__A7V470__HMPREF1072_02076
ERR1913166.428836__1.428836	39488__A0A374NJ86__mltG
ERR1913166.429013__1.429013	820__A0A139K337__ERS852459_02375
ERR1913166.429182__1.429182	821__E5UY21__C800_02204
ERR1913166.429157__1.429157	1262882__R5MFY4__BN519_00529
ERR1913166.429189__1.429189	216816__C2GSX7__DD678_03555
ERR1913166.429190__1.429190	371601__A0A1H4AKU1__BXY_45200
ERR1913166.429354__1.429354	1965587__A0A1Y4HVC6__B5F35_09360
ERR1913166.429475__1.429475	820__A0A174I980__gldH
ERR1913166.429507__1.429507	820__A0A139K426__B5G17_09115
ERR1913166.429542__1.429542	820__A0A396EXA7__DXB37_15530
ERR1913166.429578__1.429578	1550024__G9RTW4__TQ39_08265
ERR1913166.429583__1.429583	671232__A0A139QF73__B6C93_05870
ERR1913166.429681__1.429681	47678__R5U969__C5Z00_13130
ERR1913166.429643__1.429643	820__A7V470__HMPREF1072_02076
ERR1913166.429665__1.429665	371601__R6DWQ9__SAMN04487924_11954
ERR1913166.429725__1.429725	820__A0A1T4IYF4__mprA_1
ERR1913166.429736__1.429736	301302__A0A0M6WIU8__M72_26811
ERR1913166.429903__1.429903	239935__A0A2N8IKW7__pstA
ERR1913166.430003__1.430003	674529__R6V0V1__DXB21_06395
ERR1913166.430123__1.430123	166486__D4KWP5__ROSINTL182_06014
ERR1913166.430157__1.430157	454155__F3QQR2__HMPREF9442_00504
ERR1913166.430174__1.430174	1550024__A0A0D8J440__TQ39_00140
ERR1913166.430201__1.430201	1796613__A0A1C7H300__A4V03_17350
ERR1913166.430291__1.430291	338188__C9L2Z0__HMPREF1057_03240
ERR1913166.430299__1.430299	1262882__R5MH82__BN519_00752
ERR1913166.430405__1.430405	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.430529__1.430529	820__A0A173XIP7__B5G17_16050
ERR1913166.430464__1.430464	820__A0A139KHD8__ERS417307_00569
ERR1913166.430584__1.430584	1263006__R6LH13__BN515_01020
ERR1913166.430600__1.430600	28117__B0MYZ8__BHV66_04535
ERR1913166.430719__1.430719	820__A0A139KG04__ERS852459_01249
ERR1913166.430769__1.430769	301302__A0A0M6WWC3__M72_11371
ERR1913166.431094__1.431094	239935__A0A2N8HUU6__CXT90_06150
ERR1913166.431131__1.431131	28116__A0A395VRD0__HMPREF1017_03376
ERR1913166.431274__1.431274	820__I9A4U7__DHU98_12785
ERR1913166.431521__1.431521	39492__R6RT40__prkC_3
ERR1913166.431603__1.431603	1550024__G9RXA8__TQ39_17870
ERR1913166.431625__1.431625	1263006__R6LYW4__BN515_01529
ERR1913166.431763__1.431763	1379702__U6EE28__MBMB1_1515
ERR1913166.431766__1.431766	556259__E5C614__BSGG_0177
ERR1913166.431871__1.431871	820__E5VEH7__ERS852459_01300
ERR1913166.431883__1.431883	1160721__R6SW83__BHW50_08845
ERR1913166.432056__1.432056	820__R9I3N4__M093_0061
ERR1913166.432178__1.432178	1150298__A0A174BC67__ERS852498_00837
ERR1913166.432245__1.432245	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913166.432398__1.432398	329854__A0A3E4IPA9__BACINT_02342
ERR1913166.432382__1.432382	28116__A0A396DFW5__C5Z02_07010
ERR1913166.432635__1.432635	820__A0A174P0L5__glcK_3
ERR1913166.432806__1.432806	821__R7P1Q7__M099_2990
ERR1913166.432821__1.432821	820__A0A3E4PYB0__yejM
ERR1913166.432953__1.432953	39492__D4JRR5__ERS852540_02089
ERR1913166.433040__1.433040	39492__D4JWY0__EUBSIR_01648
ERR1913166.433012__1.433012	239935__A0A2N8HHY4__DEF40_10850
ERR1913166.433186__1.433186	39492__D4JVG7__ERS852540_00946
ERR1913166.433207__1.433207	1262882__R5N4F5__BN519_01266
ERR1913166.433302__1.433302	820__A0A174M9V5__M093_0237
ERR1913166.433323__1.433323	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.433332__1.433332	820__A0A1T4IYF4__mprA_1
ERR1913166.433446__1.433446	820__A0A174TRB5__DXD40_11305
ERR1913166.433863__1.433863	823__E1YT73__NCTC11152_02675
ERR1913166.434057__1.434057	674529__A0A174PUY5__SAMN05444400_103201
ERR1913166.434071__1.434071	820__A0A3E4VXP2__yesR
ERR1913166.434157__1.434157	820__A0A3E4RUC4__DHU98_02635
ERR1913166.434190__1.434190	28118__R6F984__B5F93_04540
ERR1913166.434252__1.434252	28117__B0MUB4__BHV66_01895
ERR1913166.434308__1.434308	1262882__R5MFR3__BN519_00473
ERR1913166.434403__1.434403	239935__A0A2N8I3G2__CXT89_00720
ERR1913166.434421__1.434421	1160721__R6TIT8__BHW50_03275
ERR1913166.434452__1.434452	853__A0A3E2V168__FAEPRAM212_00929
ERR1913166.434572__1.434572	820__A0A174M9V5__M093_0237
ERR1913166.434585__1.434585	454154__G5SWL3__HMPREF9441_03786
ERR1913166.434733__1.434733	1262882__R5MT42__BN519_01729
ERR1913166.434823__1.434823	823__A0A355XP97__M092_2525
ERR1913166.434927__1.434927	674529__A0A174FE49__DXB21_01625
ERR1913166.434976__1.434976	1262882__R5MRS7__BN519_01490
ERR1913166.435170__1.435170	454155__F3QTB2__HMPREF9442_01429
ERR1913166.435227__1.435227	820__A0A3E4WCX3__C801_02709
ERR1913166.435283__1.435283	487173__H1D187__HMPREF9453_01375
ERR1913166.435697__1.435697	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.435732__1.435732	410072__C0B4I4__COPCOM_00043
ERR1913166.435886__1.435886	239935__R6JAS2__CXU02_10725
ERR1913166.435979__1.435979	820__A0A174G065__DXB62_08975
ERR1913166.435988__1.435988	820__A0A174GK47__ERS852421_00200
ERR1913166.436010__1.436010	821__A0A174NM17__lacZ_6
ERR1913166.436014__1.436014	821__E5UY21__C800_02204
ERR1913166.436248__1.436248	820__A0A3E4PYB0__yejM
ERR1913166.436255__1.436255	40518__R5DUU8__DXD86_08440
ERR1913166.436268__1.436268	454155__F3QYI2__HMPREF9442_03276
ERR1913166.436381__1.436381	1263044__GCA_000433375.1_01441
ERR1913166.436455__1.436455	454155__F3QY50__HMPREF9442_03142
ERR1913166.436612__1.436612	1262882__R5N1R4__BN519_00788
ERR1913166.436618__1.436618	1262992__R5D3X7__BN795_00539
ERR1913166.436623__1.436623	39492__D4JU81__xseA
ERR1913166.436678__1.436678	1262882__R5N1L4__BN519_00757
ERR1913166.436786__1.436786	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.436904__1.436904	1262882__R5MYS9__BN519_00290
ERR1913166.436907__1.436907	1297617__A0A0S2W6C8__IB211_02510
ERR1913166.437006__1.437006	820__A0A139KA34__B5G17_05520
ERR1913166.437039__1.437039	821__A0A174NM17__lacZ_6
ERR1913166.437083__1.437083	1262882__R5MND9__BN519_00831
ERR1913166.437112__1.437112	1262992__R5D046__BN795_01532
ERR1913166.437144__1.437144	29361__B6FKH5__CLONEX_00621
ERR1913166.437206__1.437206	823__A0A078TL61__ERS852429_00610
ERR1913166.437392__1.437392	853__A0A173TAZ8__DWZ46_14590
ERR1913166.437452__1.437452	39492__D4JSB6__ERS852540_00627
ERR1913166.437464__1.437464	322505__xre_3
ERR1913166.437495__1.437495	820__A0A173YYG4__evgS_3
ERR1913166.437663__1.437663	820__A0A139KJR5__M093_4469
ERR1913166.437718__1.437718	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913166.437775__1.437775	820__A7V092__hldE
ERR1913166.437853__1.437853	1150298__A0A174P5A3__ERS852406_00830
ERR1913166.437873__1.437873	820__A0A374MMF0__HMPREF1073_03811
ERR1913166.438003__1.438003	1262882__R5MPY4__BN519_01128
ERR1913166.438107__1.438107	97478__A0A315ZMA2__SAMN02744693_0404
ERR1913166.438185__1.438185	820__A7VAR9__ERS852421_00197
ERR1913166.438210__1.438210	820__R9I324__HMPREF2141_02414
ERR1913166.438320__1.438320	544645__A0A1Y3VYF4__DXC42_05190
ERR1913166.438354__1.438354	820__A0A139JRS5__HMPREF1073_04025
ERR1913166.438460__1.438460	820__A0A3E4WCX3__C801_02709
ERR1913166.438531__1.438531	1262882__R5N1R4__BN519_00788
ERR1913166.438562__1.438562	239935__A0A139TPG3__CXT86_08810
ERR1913166.438594__1.438594	820__A0A174CG08__DXB62_13215
ERR1913166.438828__1.438828	820__A0A374MMF0__HMPREF1073_03811
ERR1913166.438838__1.438838	371601__D6D6P1__DXD03_13270
ERR1913166.438931__1.438931	47678__R5UXY0__CGC64_03535
ERR1913166.438970__1.438970	239935__A0A139TMG9__CXU07_10650
ERR1913166.439064__1.439064	820__A7VAR9__ERS852421_00197
ERR1913166.439086__1.439086	371601__A0A1C7H1B8__BN890_22320
ERR1913166.439224__1.439224	1262882__R5MF51__BN519_00287
ERR1913166.439198__1.439198	820__A7V859__ERS852462_00341
ERR1913166.439254__1.439254	1262980__R5C0H7__BN814_00054
ERR1913166.439273__1.439273	39492__D4JW10__pppA
ERR1913166.439283__1.439283	487174__K0X3V7__DIT83_01400
ERR1913166.439407__1.439407	1262924__R7HQN1__BN585_00550
ERR1913166.439475__1.439475	820__A0A174LIN6__HMPREF1072_03144
ERR1913166.439607__1.439607	39492__D4JQX3__EUBSIR_01310
ERR1913166.439687__1.439687	820__A0A174CK74__DXB48_07060
ERR1913166.439784__1.439784	820__A0A174TRB5__DXD40_11305
ERR1913166.440003__1.440003	454155__F3QT57__HMPREF9442_01374
ERR1913166.440013__1.440013	487174__K0X3E9__DDY40_04905
ERR1913166.440091__1.440091	823__A0A174W1A8__panE
ERR1913166.440095__1.440095	1262882__R5MJ49__BN519_01124
ERR1913166.440121__1.440121	674529__R6V0V1__DXB21_06395
ERR1913166.440125__1.440125	820__A0A3E4PYB0__yejM
ERR1913166.440157__1.440157	1297617__A0A0S2W326__IB211_01371c
ERR1913166.440206__1.440206	39492__D4JTH4__ERS852540_00702
ERR1913166.440207__1.440207	820__A0A173WUD7__DXB48_08055
