ERR1912964.104__1.104	1680__A0A087DKM6__B0042_0664
ERR1912964.2547304__1.2547304	410072__A0A174J5N8__sbcC
ERR1912964.2547636__1.2547636	820__A7V092__hldE
ERR1912964.2548139__1.2548139	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.2548333__1.2548333	1262761__R6QQ60__BN606_01316
ERR1912964.2548356__1.2548356	1262761__R6QJJ2__BN606_00358
ERR1912964.2548426__1.2548426	239935__R6JWJ7__CXT94_02580
ERR1912964.2548572__1.2548572	74426__infB
ERR1912964.2548660__1.2548660	310297__B5D3X5__BHV76_01155
ERR1912964.2548683__1.2548683	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1912964.2548746__1.2548746	487174__R5FN40__HMPREF9448_01366
ERR1912964.2548825__1.2548825	944036__A0A196S4S6__AV274_6233
ERR1912964.2548903__1.2548903	165179__D1P9T6__PREVCOP_04016
ERR1912964.2549061__1.2549061	1680__A0A374QDL4__LMG18897_0432
ERR1912964.2549138__1.2549138	1897011__A0A1Q6RI77__BHW41_01180
ERR1912964.2549190__1.2549190	239935__R6J776__CXU07_02355
ERR1912964.2549249__1.2549249	165179__D1PE06__DXC61_05975
ERR1912964.2549285__1.2549285	165179__A0A3E4S980__PREVCOP_04626
ERR1912964.2549514__1.2549514	239935__A0A2N8IYM5__CXT84_05130
ERR1912964.2549684__1.2549684	745368__A0A1T4Y746__SAMN02745178_02815
ERR1912964.2549772__1.2549772	820__A0A173YYG4__evgS_3
ERR1912964.2550408__1.2550408	1262915__R6HRC0__BN574_00122
ERR1912964.2550447__1.2550447	39485__R5ZNS8__rsmG
ERR1912964.2550470__1.2550470	39492__D4JRV7__EUBSIR_01513
ERR1912964.2550636__1.2550636	165179__R6CNX7__DXB80_02200
ERR1912964.2550688__1.2550688	165179__R6PU83__CFT61_14275
ERR1912964.2550722__1.2550722	33043__D5HEQ5__gluP_2
ERR1912964.2550804__1.2550804	1263027__R6ZEN0__BN699_02354
ERR1912964.2551093__1.2551093	1235835__R9LCU2__C814_02677
ERR1912964.2551097__1.2551097	239935__A0A2N8HB50__CXU17_02615
ERR1912964.2551317__1.2551317	33039__D4M379__selB
ERR1912964.2551405__1.2551405	1161942__coaE
ERR1912964.2551627__1.2551627	239935__A0A139TPD4__CXT86_06450
ERR1912964.2551679__1.2551679	328814__GCA_004558275.1_00993
ERR1912964.2551704__1.2551704	33043__A0A174AEP1__apr
ERR1912964.2551752__1.2551752	239935__R6JAS2__CXU02_10725
ERR1912964.2551797__1.2551797	165179__R6PNJ9__PREVCOP_04730
ERR1912964.2552059__1.2552059	820__A0A139K8N1__ERS852554_00951
ERR1912964.2552072__1.2552072	901__B6WR31__DESPIG_00511
ERR1912964.2552076__1.2552076	39485__R5ZPP8__EUBELI_20334
ERR1912964.2552215__1.2552215	1628085__A0A2U1BCM4__C7386_10792
ERR1912964.2552261__1.2552261	487175__D9Y3F1__HMPREF9439_00163
ERR1912964.2552410__1.2552410	1262761__R6QVL2__BN606_00807
ERR1912964.2552459__1.2552459	116085__D4J678__DW747_12620
ERR1912964.2552646__1.2552646	106588__A6NUL8__BACCAP_01900
ERR1912964.2552734__1.2552734	853__A0A173YYY4__DWZ04_09420
ERR1912964.2552738__1.2552738	1263000__R5EKG2__BN466_02040
ERR1912964.2553061__1.2553061	487174__K0WUW8__DDY40_02615
ERR1912964.2553264__1.2553264	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1912964.2553666__1.2553666	239935__A0A2N8I9P4__CXT85_05050
ERR1912964.2553703__1.2553703	853__A0A174C5M1__CGS58_04460
ERR1912964.2553721__1.2553721	1680__R5GMB5__AD0028_1137
ERR1912964.2553858__1.2553858	239935__A0A2N8HT18__CXT93_06135
ERR1912964.2553947__1.2553947	1262761__R6QU88__BN606_01983
ERR1912964.2554026__1.2554026	1262761__R6QR25__BN606_01386
ERR1912964.2554110__1.2554110	371601__A0A139LNL6__ERS852396_04350
ERR1912964.2554122__1.2554122	853__A0A2A7B9I6__DW855_13690
ERR1912964.2554150__1.2554150	1262961__R6DYA6__BN710_00447
ERR1912964.2554259__1.2554259	292800__A0A174SPT3__HMPREF0372_02343
ERR1912964.2554423__1.2554423	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1912964.2554607__1.2554607	1680__R5GSL8__DXD60_03315
ERR1912964.2554737__1.2554737	944036__A0A196S727__AV274_6149
ERR1912964.2554984__1.2554984	1150298__A0A174MSM0__toxA_2
ERR1912964.2555152__1.2555152	1680__A0A0C2VBJ4__birA
ERR1912964.2555481__1.2555481	853__A0A3E2U7E6__ERS852582_01640
ERR1912964.2555633__1.2555633	239935__A0A2N8IMC3__CXT96_03840
ERR1912964.2555938__1.2555938	165179__D1PHV2__PREVCOP_06822
ERR1912964.2555988__1.2555988	33043__A0A174A3W6__ERS852445_00349
ERR1912964.2556281__1.2556281	165179__A0A3E5E6S6__DXB80_07575
ERR1912964.2556348__1.2556348	1262761__R6QND0__BN606_00112
ERR1912964.2556364__1.2556364	165179__A0A229I740__DXC61_10430
ERR1912964.2556456__1.2556456	1161942__bmrA
ERR1912964.2556688__1.2556688	820__A0A3E5BMG9__DXD40_05130
ERR1912964.2556781__1.2556781	1262869__R7CR03__BN625_01769
ERR1912964.2557124__1.2557124	116085__D4J422__DW747_15195
ERR1912964.2557172__1.2557172	1161942__artQ_1
ERR1912964.2557230__1.2557230	239935__R6JD78__CXU05_09250
ERR1912964.2557294__1.2557294	1262869__R7CR03__BN625_01769
ERR1912964.2557334__1.2557334	901__B6WUI5__DESPIGER_1817
ERR1912964.2557496__1.2557496	1150298__A0A174S2H3__spoIIQ
ERR1912964.2557417__1.2557417	853__D4JY61__C4N21_10560
ERR1912964.2557661__1.2557661	901__B6WTT7__DESPIG_01494
ERR1912964.2557695__1.2557695	239935__A0A2N8HEH9__CXU07_11710
ERR1912964.2557818__1.2557818	1262761__R6R840__BN606_01433
ERR1912964.2558019__1.2558019	239935__A0A2N8HDT1__CXT94_05270
ERR1912964.2558360__1.2558360	39491__C4ZF05__vpr
ERR1912964.2558469__1.2558469	552398__F4XCR9__HMPREF0866_01636
ERR1912964.2558635__1.2558635	1263000__R5EXT3__BN466_02213
ERR1912964.2558816__1.2558816	165179__A0A3E5E4P9__DXB80_07930
ERR1912964.2558794__1.2558794	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1912964.2558903__1.2558903	239935__A0A2N8I791__CXT99_09415
ERR1912964.2559075__1.2559075	944036__A0A196SHM8__AV274_2808
ERR1912964.2559320__1.2559320	1161942__argC
ERR1912964.2559687__1.2559687	1262761__R6QMJ7__BN606_00803
ERR1912964.2559723__1.2559723	1262882__R5MEM1__BN519_00313
ERR1912964.2559730__1.2559730	1897011__A0A1Q6REW8__BHW41_04435
ERR1912964.2559780__1.2559780	239935__A0A2N8I5A2__DEF40_08455
ERR1912964.2559834__1.2559834	165179__D1PFV4__PREVCOP_06112
ERR1912964.2559983__1.2559983	1262986__R5ZS13__BN492_00897
ERR1912964.2560179__1.2560179	239935__R7E524__CXT91_06180
ERR1912964.2560539__1.2560539	1262911__R6H1B2__BN557_00840
ERR1912964.2560613__1.2560613	33043__D5HI50__smf
ERR1912964.2560711__1.2560711	33043__D5HFD3__ybbD
ERR1912964.2560765__1.2560765	1263027__R6ZKM0__BN699_02199
ERR1912964.2560894__1.2560894	1262761__R6R2J2__BN606_00943
ERR1912964.2560992__1.2560992	33043__D5HI36__ERS852400_02168
ERR1912964.2561111__1.2561111	1262761__R6R5E1__BN606_01164
ERR1912964.2561219__1.2561219	40518__A0A1Q6S5M1__DXD83_09325
ERR1912964.2561403__1.2561403	820__A0A3E4G3J9__ERS852459_02265
ERR1912964.2561469__1.2561469	33043__A0A173YLD4__ERS852575_00535
ERR1912964.2561506__1.2561506	944036__A0A196S4X3__AV274_6193
ERR1912964.2561572__1.2561572	853__A0A173XRA8__CGS56_09290
ERR1912964.2561609__1.2561609	1263000__R5ER71__BN466_00316
ERR1912964.2561631__1.2561631	820__A0A374QGD2__ERS852421_02382
ERR1912964.2561907__1.2561907	1263000__R5EGY6__BN466_00973
ERR1912964.2562025__1.2562025	165179__A0A3E5E2S3__DXB80_03455
ERR1912964.2562094__1.2562094	1161942__celH
ERR1912964.2562688__1.2562688	33043__D5HHY4__luxQ_1
ERR1912964.2562690__1.2562690	239935__R6J9Y2__CXT85_07000
ERR1912964.2562851__1.2562851	165179__A0A174W369__PREVCOP_04548
ERR1912964.2562899__1.2562899	1161942__ctpA
ERR1912964.2562983__1.2562983	165179__A0A3E5A5E5__DXC61_13965
ERR1912964.2563003__1.2563003	165179__A0A3E5AF88__DXC61_14960
ERR1912964.2563352__1.2563352	1262761__R6R804__BN606_01411
ERR1912964.2563333__1.2563333	508460__GCF_000585335.1_00034
ERR1912964.2563356__1.2563356	33043__A0A173WXS1__ERS852445_00262
ERR1912964.2563416__1.2563416	39492__R6SPM9__pheT
ERR1912964.2563481__1.2563481	820__A0A3E4GA19__SAMN05444418_10562
ERR1912964.2563778__1.2563778	239935__A0A139TPG3__CXT86_08810
ERR1912964.2563831__1.2563831	1262761__R6QU78__BN606_01972
ERR1912964.2564097__1.2564097	410072__A0A3E4GSQ6__cusS
ERR1912964.2564138__1.2564138	165179__A0A3E5AEF7__DXC61_05000
ERR1912964.2564322__1.2564322	384638__B7ARA6__BACPEC_01216
ERR1912964.2564304__1.2564304	1262889__R7HCF6__BN634_01122
ERR1912964.2564338__1.2564338	39492__D4MIK7__EUBSIR_00676
ERR1912964.2564437__1.2564437	1520815__A0A1I3K0W6__SAMN02910435_00522
ERR1912964.2564701__1.2564701	216816__A0A0A6VPB9__B624_1780
ERR1912964.2564717__1.2564717	33043__A0A173QUA9__ERS852400_01795
ERR1912964.2564966__1.2564966	239935__A0A2N8IV82__CXT99_06735
ERR1912964.2565035__1.2565035	1680__R5GRA4__ERS852382_01548
ERR1912964.2565215__1.2565215	310298__B3JQJ5__BACCOP_04231
ERR1912964.2565424__1.2565424	39492__D4JRM9__bglB_2
ERR1912964.2565609__1.2565609	1263000__R5EHB0__BN466_01647
ERR1912964.2565652__1.2565652	239935__A0A2N8I3G2__CXT89_00720
ERR1912964.2565736__1.2565736	1262761__R6QR25__BN606_01386
ERR1912964.2566045__1.2566045	853__A0A173YYY4__DWZ04_09420
ERR1912964.2566046__1.2566046	165179__A0A174WRI9__DXB80_04870
ERR1912964.2566259__1.2566259	552398__F4XHN7__HMPREF0866_03141
ERR1912964.2566314__1.2566314	165179__A0A3E5EA43__DXC61_07775
ERR1912964.2566296__1.2566296	1263000__R5EI35__BN466_01649
ERR1912964.2566535__1.2566535	821__A0A174MBW9__SAMN04487923_10272
ERR1912964.2566666__1.2566666	33043__A0A174BBC4__ERS852575_02261
ERR1912964.2566705__1.2566705	39492__D4JRR5__ERS852540_02089
ERR1912964.2566731__1.2566731	33043__A0A173W4M0__dnaD
ERR1912964.2566802__1.2566802	674529__R6V0V1__DXB21_06395
ERR1912964.2566894__1.2566894	853__A0A174AML0__FPR_08640
ERR1912964.2566975__1.2566975	239935__A0A2N8IKW7__pstA
ERR1912964.2566983__1.2566983	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.2567147__1.2567147	901__B6WTQ4__DESPIGER_1255
ERR1912964.2567285__1.2567285	1680__A0A174BH90__B0487_1759
ERR1912964.2567298__1.2567298	165179__A0A3E4SB80__DXC61_12880
ERR1912964.2567300__1.2567300	853__A0A173XRA8__CGS56_09290
ERR1912964.2567350__1.2567350	165179__A0A174W369__PREVCOP_04548
ERR1912964.2567952__1.2567952	33043__D5HHT0__ERS852445_02798
ERR1912964.2568044__1.2568044	165179__A0A229I1J2__DXB80_03950
ERR1912964.2568134__1.2568134	820__A0A374QGD2__ERS852421_02382
ERR1912964.2568312__1.2568312	1161942__celA_6
ERR1912964.2568356__1.2568356	1161942__cdsA
ERR1912964.2568368__1.2568368	239935__R6J9N8__CXT96_07990
ERR1912964.2568417__1.2568417	1263000__R5EKR4__BN466_01609
ERR1912964.2568456__1.2568456	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1912964.2568521__1.2568521	239935__A0A2N8HHB6__B5G29_11500
ERR1912964.2568656__1.2568656	1262915__R6HMP0__BN574_01549
ERR1912964.2568692__1.2568692	1263000__R5EGP9__BN466_01419
ERR1912964.2568874__1.2568874	39485__A0A174YTF8__EUBELI_20448
ERR1912964.2568954__1.2568954	1262911__R6GPB5__BN557_00842
ERR1912964.2569005__1.2569005	853__A0A174CVG7__CGS58_09335
ERR1912964.2569014__1.2569014	487175__A0A3D4GD47__HMPREF9439_00714
ERR1912964.2569102__1.2569102	1263000__R5EFY3__BN466_01416
ERR1912964.2569160__1.2569160	1262959__R5YSA1__BN680_00535
ERR1912964.2569317__1.2569317	853__C7H7F8__yccM_1
ERR1912964.2569555__1.2569555	1681__K2IQE2__uvrD
ERR1912964.2569651__1.2569651	165179__R6CJG8__DXC61_09290
ERR1912964.2569714__1.2569714	33043__D5HEF6__ERS852445_00180
ERR1912964.2569985__1.2569985	239935__A0A2N8HTZ8__CXU09_01270
ERR1912964.2570038__1.2570038	1680__R5GRA4__ERS852382_01548
ERR1912964.2570047__1.2570047	853__A0A2A6Z8X1__FPR_03410
ERR1912964.2570296__1.2570296	901__B6WXH1__DESPIGER_1644
ERR1912964.2570394__1.2570394	33043__D5HHF5__ERS852386_00025
ERR1912964.2570421__1.2570421	853__A0A173RZ39__C4N22_01650
ERR1912964.2570459__1.2570459	1262761__R6QJJ2__BN606_00358
ERR1912964.2570652__1.2570652	33043__D5HF50__ERS852386_02415
ERR1912964.2570695__1.2570695	39488__A0A173ZWK0__EHLA_2903
ERR1912964.2570702__1.2570702	853__A0A173SUU8__CGS54_06840
ERR1912964.2570996__1.2570996	820__A0A374MMF0__HMPREF1073_03811
ERR1912964.2571364__1.2571364	853__A0A3E2U7E6__ERS852582_01640
ERR1912964.2571433__1.2571433	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1912964.2571566__1.2571566	1263000__R5EET9__BN466_01245
ERR1912964.2571723__1.2571723	1262761__R6QNA2__BN606_00906
ERR1912964.2571808__1.2571808	1263030__R5CRX1__BN705_01520
ERR1912964.2571797__1.2571797	45851__D4S288__BHV86_04325
ERR1912964.2572154__1.2572154	1262915__R6HDZ3__BN574_00306
ERR1912964.2572193__1.2572193	165179__R6C3K4__PREVCOP_05795
ERR1912964.2572243__1.2572243	189722__E0NQU7__HMPREF0658_0548
ERR1912964.2572345__1.2572345	1681__A0A0H2NPR5__BBBF_1287
ERR1912964.2572319__1.2572319	239935__A0A3F3K9J9__DEF40_00940
ERR1912964.2572748__1.2572748	239935__A0A2N8IVR0__CXT87_07115
ERR1912964.2572777__1.2572777	820__A0A174A6K0__M093_0079
ERR1912964.2572912__1.2572912	1262761__R6RML5__BN606_00248
ERR1912964.2573288__1.2573288	1262761__R6RP35__BN606_00461
ERR1912964.2573646__1.2573646	1262961__R6EK01__BN710_00862
ERR1912964.2573710__1.2573710	216816__C2GSX7__DD678_03555
ERR1912964.2573728__1.2573728	216816__A0A0A6VML2__DD678_06965
ERR1912964.2573745__1.2573745	1262761__R6RY17__BN606_01538
ERR1912964.2573748__1.2573748	239935__A0A2N8I368__CXT95_04550
ERR1912964.2573814__1.2573814	239935__A0A2N8IL82__CXU02_11740
ERR1912964.2573820__1.2573820	820__A0A139KJR5__M093_4469
ERR1912964.2573767__1.2573767	901__B6WXI1__DESPIGER_1636
ERR1912964.2573847__1.2573847	1262761__R6QND7__BN606_00927
ERR1912964.2573859__1.2573859	1161942__celA_5
ERR1912964.2574000__1.2574000	1161942__copA_2
ERR1912964.2574135__1.2574135	165179__D1PAV8__DXB80_13055
ERR1912964.2574292__1.2574292	1263027__R7A6X8__BN699_01273
ERR1912964.2574805__1.2574805	33043__A0A173W4M0__dnaD
ERR1912964.2574818__1.2574818	2173__A0A1D2WTZ3__frhB
ERR1912964.2574920__1.2574920	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1912964.2575018__1.2575018	853__A0A2A7B1Y7__C7K05_11930
ERR1912964.2575062__1.2575062	239935__A0A2N8I791__CXT99_09415
ERR1912964.2575043__1.2575043	33043__A0A173W4M0__dnaD
ERR1912964.2575187__1.2575187	301301__G2T1N2__ERS852391_00344
ERR1912964.2575241__1.2575241	33043__D5HEE1__ERS852386_01671
ERR1912964.2575208__1.2575208	1262915__R6HDU8__BN574_01115
ERR1912964.2575214__1.2575214	165179__D1PB89__DXC61_08425
ERR1912964.2575449__1.2575449	1263000__R5EMC8__BN466_00317
ERR1912964.2575486__1.2575486	239935__A0A2N8IRH4__CXT92_05605
ERR1912964.2575563__1.2575563	1965587__A0A1Y4I0C5__B5F35_09340
ERR1912964.2575630__1.2575630	239935__A0A2N8HH03__CXU09_08875
ERR1912964.2575725__1.2575725	1262869__R7CS43__BN625_00206
ERR1912964.2575946__1.2575946	33043__A0A174GAW5__ydcV_2
ERR1912964.2575963__1.2575963	239935__A0A2N8J1K0__CXT97_05765
ERR1912964.2576233__1.2576233	1262761__R6QND0__BN606_00112
ERR1912964.2576276__1.2576276	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912964.2576446__1.2576446	1263027__R6ZXU2__BN699_00822
ERR1912964.2576877__1.2576877	33043__A0A173XL07__nadD
ERR1912964.2577025__1.2577025	1263027__R7A314__BN699_00650
ERR1912964.2577329__1.2577329	1262825__R5EBR2__BN724_01996
ERR1912964.2577359__1.2577359	1680__A0A0C2YPV2__AL0462_1474
ERR1912964.2577407__1.2577407	853__E2ZGD9__C7J97_11715
ERR1912964.2577498__1.2577498	384638__B7APN3__BACPEC_00639
ERR1912964.2577511__1.2577511	1262959__R5XZZ3__BN680_01211
ERR1912964.2577602__1.2577602	901__B6WXT8__DESPIGER_1543
ERR1912964.2577755__1.2577755	239935__B2UL21__CXT98_03395
ERR1912964.2577975__1.2577975	821__A0A174WBC9__ERS852556_03145
ERR1912964.2578089__1.2578089	1628085__A0A396QTT4__C7386_103139
ERR1912964.2578273__1.2578273	1262869__R7CM75__BN625_00831
ERR1912964.2578321__1.2578321	360807__C0FUN2__ERS852444_01353
ERR1912964.2578427__1.2578427	239935__A0A139TQT9__Amuc_1197
ERR1912964.2578641__1.2578641	239935__A0A2N8I9P4__CXT85_05050
ERR1912964.2578674__1.2578674	818__A0A1H7L4U6__BSIG_3287
ERR1912964.2578693__1.2578693	239935__A0A2N8HBM4__CXT85_06270
ERR1912964.2578931__1.2578931	165179__A0A3E5EAM5__DXC61_07785
ERR1912964.2579212__1.2579212	239935__A0A2N8IL82__CXU02_11740
ERR1912964.2579218__1.2579218	853__E2ZJT1__C4N23_03535
ERR1912964.2579248__1.2579248	1263027__R6ZKK0__BN699_02169
ERR1912964.2579488__1.2579488	820__A0A374Q854__HMPREF1073_03281
ERR1912964.2579564__1.2579564	28117__B0MY36__BHV66_05185
ERR1912964.2579770__1.2579770	166486__D4KZA5__ERS852572_03317
ERR1912964.2579967__1.2579967	1262761__R6R2H8__BN606_00936
ERR1912964.2580057__1.2580057	239935__A0A2N8IRW0__A4V05_11620
ERR1912964.2580134__1.2580134	239935__A0A2N8IMC9__CXU09_02095
ERR1912964.2580192__1.2580192	1262761__R6QJQ2__BN606_00751
ERR1912964.2580348__1.2580348	1262869__R7CLK0__BN625_01124
ERR1912964.2580482__1.2580482	1161942__copA_2
ERR1912964.2580528__1.2580528	1263000__R5EQL2__BN466_00892
ERR1912964.2580577__1.2580577	239935__A0A2N8I9P4__CXT85_05050
ERR1912964.2580688__1.2580688	820__A0A139K8N1__ERS852554_00951
ERR1912964.2580776__1.2580776	338188__R6D6U2__ERS852397_02840
ERR1912964.2580784__1.2580784	239935__A0A3F3K985__CXT98_05805
ERR1912964.2580792__1.2580792	239935__A0A2N8HUU6__CXT90_06150
ERR1912964.2580839__1.2580839	1262761__R6QHJ4__BN606_00427
ERR1912964.2580955__1.2580955	33043__A0A174CPX4__ERS852386_02360
ERR1912964.2581142__1.2581142	384638__B7AVT0__BACPEC_02830
ERR1912964.2581298__1.2581298	901__B6WXI1__DESPIGER_1636
ERR1912964.2581310__1.2581310	40518__R5DTG5__RBATCC27255_00890
ERR1912964.2581314__1.2581314	33043__A0A173QXC2__hyaD_1
ERR1912964.2581411__1.2581411	239935__A0A2N8IL82__CXU02_11740
ERR1912964.2581414__1.2581414	901__B6WVJ0__BHW59_08380
ERR1912964.2581437__1.2581437	1262761__R6QR72__BN606_01181
ERR1912964.2581487__1.2581487	239935__A0A139TQT9__Amuc_1197
ERR1912964.2581508__1.2581508	1735__B7C934__EUBIFOR_00691
ERR1912964.2581534__1.2581534	165179__A0A3E5EBY9__CFT61_01220
ERR1912964.2581596__1.2581596	33043__A0A173WU55__ganB_2
ERR1912964.2581786__1.2581786	853__A0A174BA00__DW905_01145
ERR1912964.2581833__1.2581833	165179__A0A3E5AER8__DXB80_07075
ERR1912964.2581869__1.2581869	1262915__R6HDZ3__BN574_00306
ERR1912964.2581873__1.2581873	40518__R5DVL2__penA
ERR1912964.2581907__1.2581907	39492__D4JV86__spoIIE
ERR1912964.2582324__1.2582324	1262915__R6HN70__BN574_00783
ERR1912964.2582325__1.2582325	1262761__R6QT25__BN606_01812
ERR1912964.2582400__1.2582400	1262761__R6QTF1__BN606_01445
ERR1912964.2582474__1.2582474	165179__D1PER3__DXB80_11525
ERR1912964.2582476__1.2582476	1262761__R6RU22__BN606_01110
ERR1912964.2582546__1.2582546	33043__D5HGZ8__nnr
ERR1912964.2582736__1.2582736	172901__A0A2U1BA98__C8D82_102146
ERR1912964.2582759__1.2582759	1897011__A0A1Q6RCX0__BHW41_05880
ERR1912964.2582884__1.2582884	165179__A0A3E5E2V4__PREVCOP_05070
ERR1912964.2583055__1.2583055	853__A0A3E2U7E6__ERS852582_01640
ERR1912964.2583272__1.2583272	1263027__R6ZID1__BN699_01444
ERR1912964.2583791__1.2583791	33043__A0A174EI47__inlJ
ERR1912964.2583862__1.2583862	165179__D1PCT4__DXB80_09470
ERR1912964.2584063__1.2584063	552398__F4XCQ4__HMPREF0866_01621
ERR1912964.2584129__1.2584129	1262761__R6RZF9__BN606_01803
ERR1912964.2584195__1.2584195	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1912964.2584196__1.2584196	1262761__R6R5Y6__BN606_00217
ERR1912964.2584233__1.2584233	1262915__R6IAH7__BN574_01095
ERR1912964.2584299__1.2584299	165179__A0A3E5DRF6__DXC61_00200
ERR1912964.2584328__1.2584328	853__A0A173XRA8__CGS56_09290
ERR1912964.2584377__1.2584377	1262700__R5XC07__BN695_01332
ERR1912964.2584415__1.2584415	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1912964.2584692__1.2584692	1262761__R6RBJ5__BN606_02022
ERR1912964.2584721__1.2584721	33043__D5HJ22__ERS852575_02302
ERR1912964.2585151__1.2585151	328814__GCA_004558275.1_00073
ERR1912964.2585187__1.2585187	1680__A0A174BEE7__BSTER_1311
ERR1912964.2585553__1.2585553	1262761__R6QS88__BN606_01626
ERR1912964.2585871__1.2585871	821__A0A396F9T7__M097_3427
ERR1912964.2586028__1.2586028	1744__O32434__PFR_JS9-1_496
ERR1912964.2586058__1.2586058	33043__A0A173X520__ERS852575_01617
ERR1912964.2586137__1.2586137	239935__A0A2N8HUU6__CXT90_06150
ERR1912964.2586213__1.2586213	487174__K0X177__HMPREF9448_00818
ERR1912964.2586351__1.2586351	33043__D5HFA1__ERS852400_02183
ERR1912964.2586459__1.2586459	820__A0A3E4RU03__M093_0563
ERR1912964.2586477__1.2586477	853__A0A173T0Y8__CGS54_07215
ERR1912964.2586532__1.2586532	39492__D4JTI2__ERS852540_00694
ERR1912964.2586587__1.2586587	944036__A0A196SI53__AV274_2307
ERR1912964.2586783__1.2586783	165179__A0A3E5E2S3__DXB80_03455
ERR1912964.2586787__1.2586787	239935__A0A2N8HMQ8__pgsA
ERR1912964.2586809__1.2586809	1262761__R6R4Y1__BN606_02001
ERR1912964.2586871__1.2586871	820__A0A139K4W5__HMPREF2141_02394
ERR1912964.2587049__1.2587049	239935__A0A2N8IL82__CXU02_11740
ERR1912964.2587125__1.2587125	487175__D9Y8B5__HMPREF9439_02353
ERR1912964.2587138__1.2587138	33043__A8SQU6__ERS852386_01237
ERR1912964.2587315__1.2587315	239935__A0A139TPG3__CXT86_08810
ERR1912964.2587478__1.2587478	301301__A0A395V7U1__ycdT
ERR1912964.2587627__1.2587627	239935__A0A2N8HBM4__CXT85_06270
ERR1912964.2587739__1.2587739	239935__A0A139TQT9__Amuc_1197
ERR1912964.2587872__1.2587872	165179__A0A3E5AHK7__PREVCOP_04289
ERR1912964.2587855__1.2587855	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912964.2587949__1.2587949	853__A0A3E2U7E6__ERS852582_01640
ERR1912964.2587990__1.2587990	216816__A0A0S2MCH0__AYW81_04880
ERR1912964.2588656__1.2588656	1161942__asrA
ERR1912964.2588797__1.2588797	165179__A0A3E5DY64__CFT61_10025
ERR1912964.2588847__1.2588847	1263000__R5EGY6__BN466_00973
ERR1912964.2589075__1.2589075	74426__infB
ERR1912964.2589221__1.2589221	33043__D5HDF1__ERS852386_02231
ERR1912964.2589342__1.2589342	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1912964.2589454__1.2589454	28118__F9Z857__DER54_07670
ERR1912964.2589685__1.2589685	1262986__R6AU40__BN492_00194
ERR1912964.2589729__1.2589729	33043__D5HHT2__ERS852445_02796
ERR1912964.2589670__1.2589670	1263000__R5EAV7__BN466_00502
ERR1912964.2589859__1.2589859	239935__A0A2N8HPS5__Amuc_0950
ERR1912964.2589928__1.2589928	39485__A0A174ZBK4__ERS852490_01585
ERR1912964.2590022__1.2590022	239935__A0A139TM51__CXT91_12120
ERR1912964.2590024__1.2590024	33043__A0A174H1Y6__ERS852575_02698
ERR1912964.2590041__1.2590041	165179__A0A174W369__PREVCOP_04548
ERR1912964.2590152__1.2590152	47678__R5UU99__C5Z00_11925
ERR1912964.2590270__1.2590270	28118__F9Z8J0__DF785_14955
ERR1912964.2590341__1.2590341	1680__R5GR82__AD0028_0014
ERR1912964.2590345__1.2590345	61171__B9Y5T9__HOLDEFILI_01171
ERR1912964.2590368__1.2590368	39492__D4JQY4__EUBSIR_01325
ERR1912964.2590495__1.2590495	239935__A0A2N8HB50__CXU17_02615
ERR1912964.2590525__1.2590525	165179__D1PGU8__PREVCOP_06463
ERR1912964.2590725__1.2590725	28118__R6F6F1__B5F93_10805
ERR1912964.2590939__1.2590939	1262992__R5D3R1__BN795_01492
