ERR1913306.253__1.253	821__A0A396F9T7__M097_3427
ERR1913306.552037__1.552037	351052__ilvD
ERR1913306.552573__1.552573	1262889__R7HCI8__BN634_01565
ERR1913306.552583__1.552583	165179__A0A3E5DX15__DXC61_00345
ERR1913306.552658__1.552658	165179__R6C3A5__DXC61_11820
ERR1913306.552695__1.552695	165179__A0A3E5AEF7__DXC61_05000
ERR1913306.552721__1.552721	1235793__R9KSF0__C809_01679
ERR1913306.552792__1.552792	1150298__A0A174R918__ERS852535_01749
ERR1913306.552808__1.552808	165179__A0A3E5E189__PREVCOP_06699
ERR1913306.552989__1.552989	820__A0A174M9V5__M093_0237
ERR1913306.553201__1.553201	301302__A0A0M6WWK6__M72_13961
ERR1913306.553226__1.553226	165179__A0A3E4SEG4__DXC61_11235
ERR1913306.553355__1.553355	47715__A0A1Y0E0H8__PY95_05865
ERR1913306.553432__1.553432	165179__A0A3E5EDV6__DXC61_03365
ERR1913306.553592__1.553592	28117__B0MSQ3__ALIPUT_00347
ERR1913306.553684__1.553684	28117__B0MWC6__BHV66_00965
ERR1913306.553917__1.553917	1262911__R6H1P0__BN557_00940
ERR1913306.554194__1.554194	33043__A0A174B7D6__ERS852400_01331
ERR1913306.554554__1.554554	821__A0A174NVL6__NCTC10583_01782
ERR1913306.554671__1.554671	853__D4JY61__C4N21_10560
ERR1913306.554917__1.554917	820__R9I3Q7__HMPREF1072_01668
ERR1913306.554938__1.554938	40518__R5DVL2__penA
ERR1913306.555061__1.555061	33043__D5HHY4__luxQ_1
ERR1913306.555147__1.555147	39485__A0A174ZPJ9__tig_2
ERR1913306.555226__1.555226	165179__A0A174K816__DXB80_12000
ERR1913306.555391__1.555391	1501391__GCA_000786575.1_00052
ERR1913306.555392__1.555392	165179__R6XIF8__DXC61_07265
ERR1913306.555772__1.555772	39485__R5ZPP8__EUBELI_20334
ERR1913306.555858__1.555858	47678__R5U2I4__ERS852558_03712
ERR1913306.555871__1.555871	1099853__G9S433__NSB1T_07535
ERR1913306.555880__1.555880	33043__A0A173YSY7__tilS
ERR1913306.556048__1.556048	1262959__R5YH34__BN680_01621
ERR1913306.556270__1.556270	853__A0A173TAZ8__DWZ46_14590
ERR1913306.556446__1.556446	823__A0A355XEX9__ERS852560_03521
ERR1913306.556670__1.556670	291644__R5JMN9__HMPREF1532_00991
ERR1913306.556690__1.556690	2049043__A0A316MTI7__DBY37_06505
ERR1913306.556818__1.556818	818__A0A3E5HDS4__BJP75_002620
ERR1913306.556881__1.556881	33043__A0A173YEP6__ERS852575_00888
ERR1913306.556948__1.556948	626940__R6X1L5__HMPREF9443_00059
ERR1913306.557095__1.557095	2173__A0A1D2WT64__METSMIALI_01143
ERR1913306.557139__1.557139	165179__A0A3E4SEG4__DXC61_11235
ERR1913306.557169__1.557169	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913306.557197__1.557197	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913306.557179__1.557179	33043__A0A174AMG1__ERS852386_01665
ERR1913306.557218__1.557218	853__A0A2A7B1Y7__C7K05_11930
ERR1913306.557381__1.557381	1262911__R6GQM3__BN557_01245
ERR1913306.557550__1.557550	1262959__R5YCT2__BN680_00083
ERR1913306.557678__1.557678	33043__A0A174BZH8__ERS852575_02145
ERR1913306.558328__1.558328	39485__C4Z2J8__ERS852490_02044
ERR1913306.558757__1.558757	165179__D1PAN5__PREVCOP_04260
ERR1913306.558833__1.558833	1501391__GCA_000786575.1_00094
ERR1913306.558840__1.558840	1263044__GCA_000433375.1_03389
ERR1913306.558881__1.558881	33043__A0A174BZH8__ERS852575_02145
ERR1913306.558908__1.558908	33043__D5HEU4__ftsW_3
ERR1913306.559157__1.559157	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913306.559562__1.559562	33043__D5HFF6__yihX
ERR1913306.559623__1.559623	165179__A0A3E5EB26__CFT61_02800
ERR1913306.559715__1.559715	329854__R5M7D1__BACINT_04632
ERR1913306.559718__1.559718	33043__A0A174EI47__inlJ
ERR1913306.559876__1.559876	33043__D5HDL8__ERS852575_02529
ERR1913306.559895__1.559895	2049043__A0A316NHC0__DBY37_01435
ERR1913306.560081__1.560081	33043__A0A173WPI1__ERS852400_02100
ERR1913306.560624__1.560624	853__A0A173YYY4__DWZ04_09420
ERR1913306.560679__1.560679	39485__C4Z1W5__ERS852492_01530
ERR1913306.560698__1.560698	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913306.560887__1.560887	28117__B0MSR5__BHV66_02095
ERR1913306.560982__1.560982	165179__D1PCT4__DXB80_09470
ERR1913306.561233__1.561233	1262961__R6DLQ1__BN710_00528
ERR1913306.561252__1.561252	100884__E7GFK8__HMPREF9488_03551
ERR1913306.561291__1.561291	33043__A0A173QXC2__hyaD_1
ERR1913306.561378__1.561378	47678__A0A3E5BQM1__DXB67_08970
ERR1913306.561657__1.561657	165179__A0A3E5DN34__DXC61_07865
ERR1913306.561687__1.561687	165179__D1PEW8__DXB80_13775
ERR1913306.561858__1.561858	818__A0A174V5M6__BT_1963
ERR1913306.561884__1.561884	1501391__GCA_000786575.1_00124
ERR1913306.562010__1.562010	853__A0A2A7B9I6__DW855_13690
ERR1913306.562274__1.562274	626940__E8LD43__DCQ00_06340
ERR1913306.562190__1.562190	165179__A0A174XZU8__DXB80_12180
ERR1913306.562468__1.562468	165179__A0A174WGF6__PREVCOP_04095
ERR1913306.562554__1.562554	357276__A0A076IRZ5__BACDOR_00630
ERR1913306.562577__1.562577	1501391__GCA_000786575.1_00115
ERR1913306.562475__1.562475	165179__A0A3E5E2S3__DXB80_03455
ERR1913306.562507__1.562507	165179__D1PAJ7__PREVCOP_04222
ERR1913306.562816__1.562816	1262736__R5Y4B3__BN496_02066
ERR1913306.562873__1.562873	1262911__R6GYJ1__BN557_00330
ERR1913306.563198__1.563198	214856__A0A175A1F5__ERS852559_01764
ERR1913306.563328__1.563328	823__A0A355XN73__DXC05_07000
ERR1913306.563516__1.563516	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913306.564009__1.564009	165179__R6PU83__CFT61_14275
ERR1913306.564134__1.564134	28117__B0MSR5__BHV66_02095
ERR1913306.564510__1.564510	544645__A0A1U7LBY3__DXC42_16420
ERR1913306.564599__1.564599	33043__D5HIS6__ERS852575_02019
ERR1913306.564692__1.564692	626940__E8LE57__HMPREF9443_01128
ERR1913306.564768__1.564768	33043__A0A173X520__ERS852575_01617
ERR1913306.565178__1.565178	165179__A0A174W369__PREVCOP_04548
ERR1913306.565125__1.565125	165179__W1I4H6__DXB80_13655
ERR1913306.565304__1.565304	28117__R7JIJ8__BHV66_01635
ERR1913306.565217__1.565217	39485__A0A174YSS6__trxB_2
ERR1913306.565219__1.565219	40518__R5DR39__mreB_2
ERR1913306.565592__1.565592	165179__D1PEZ7__DXC61_06515
ERR1913306.565699__1.565699	357276__D1K3K9__EL88_23995
ERR1913306.565756__1.565756	823__D0TCC2__HMPREF1075_01590
ERR1913306.565817__1.565817	39485__C4Z1Y9__EUBELI_00143
ERR1913306.565830__1.565830	33043__A0A174B7D6__ERS852400_01331
ERR1913306.565996__1.565996	165179__D1PE06__DXC61_05975
ERR1913306.566010__1.566010	1263006__R6LRF6__BN515_00540
ERR1913306.566570__1.566570	165179__A0A3E5AER8__DXB80_07075
ERR1913306.566766__1.566766	33043__A0A173YUV6__ERS852386_00507
ERR1913306.566817__1.566817	357276__I8WPR6__EL88_06675
ERR1913306.566787__1.566787	165179__A0A3E4SID1__DXB80_01945
ERR1913306.566869__1.566869	33043__A0A173WWJ5__ERS852386_00339
ERR1913306.566893__1.566893	40518__R5E1J2__DXD93_04070
ERR1913306.567039__1.567039	1262899__R7J7C3__BN657_01816
ERR1913306.567256__1.567256	2137880__A0A316NZC1__DBY21_04950
ERR1913306.567352__1.567352	823__A0A174L7J4__CF162_00380
ERR1913306.567507__1.567507	544645__A0A1Y3VSJ1__DXC42_08580
ERR1913306.567624__1.567624	28117__B0MY40__BHV66_05170
ERR1913306.567695__1.567695	544645__A0A1U7LAX1__DXC42_11235
ERR1913306.567700__1.567700	28117__R7JH62__BHV66_05735
ERR1913306.567732__1.567732	40518__R5DZI2__DXD93_06940
ERR1913306.567864__1.567864	33043__A0A174CV49__ERS852386_02395
ERR1913306.568153__1.568153	823__A0A355XFH7__ERS852513_00769
ERR1913306.568344__1.568344	165179__A0A3E5A5E5__DXC61_13965
ERR1913306.568513__1.568513	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913306.568602__1.568602	28117__B0MXR1__BHV66_08035
ERR1913306.568814__1.568814	165179__D1PE06__DXC61_05975
ERR1913306.568879__1.568879	165179__A0A3E5E189__PREVCOP_06699
ERR1913306.569162__1.569162	39485__A0A174ZPH7__ERS852490_01992
ERR1913306.569178__1.569178	165179__R6B8D8__DXC61_09245
ERR1913306.569289__1.569289	165179__A0A174W369__PREVCOP_04548
ERR1913306.569413__1.569413	165179__D1PCT4__DXB80_09470
ERR1913306.569698__1.569698	301302__A0A0M6WV88__dhaS_2
ERR1913306.569810__1.569810	823__A6LB63__M095_1847
ERR1913306.569935__1.569935	1262889__R7HA79__BN634_01068
ERR1913306.569977__1.569977	33043__A0A173WPI1__ERS852400_02100
ERR1913306.569880__1.569880	165179__D1PGJ6__DXC61_07300
ERR1913306.570024__1.570024	301301__A0A395V9V0__RHOM_01245
ERR1913306.570065__1.570065	33043__A0A174DVD4__prkC_7
ERR1913306.570330__1.570330	357276__A0A076IRZ5__BACDOR_00630
ERR1913306.570365__1.570365	33043__A0A173WI60__ERS852445_00977
ERR1913306.570386__1.570386	88431__A0A173RMM9__coaE
ERR1913306.570253__1.570253	165179__R6BQP4__DXC61_02015
ERR1913306.570529__1.570529	216816__E8MFM6__DXC54_08560
ERR1913306.570580__1.570580	165179__A0A174NK27__PREVCOP_06433
ERR1913306.570512__1.570512	165179__A0A229I6N7__DXC61_06720
ERR1913306.570546__1.570546	165179__A0A3E5AER8__DXB80_07075
ERR1913306.570763__1.570763	28117__B0MYP3__BHV66_04995
ERR1913306.570956__1.570956	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913306.571279__1.571279	28117__B0MWH8__BHV66_01330
ERR1913306.571368__1.571368	2293125__A0A374BIB7__DW917_16550
ERR1913306.571501__1.571501	165179__A0A174UTZ7__DXC61_06705
ERR1913306.571634__1.571634	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913306.572101__1.572101	410072__A0A173SJX0__ytpA
ERR1913306.572147__1.572147	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913306.572162__1.572162	40518__R5E282__DXD86_08940
ERR1913306.572770__1.572770	28117__B0MY40__BHV66_05170
ERR1913306.572780__1.572780	165179__D1PE06__DXC61_05975
ERR1913306.572856__1.572856	1965604__A0A1Y4ERJ3__B5F54_14220
ERR1913306.572930__1.572930	46228__B5CPT7__HMPREF1202_00616
ERR1913306.572965__1.572965	2049043__A0A316MS55__DBY37_06885
ERR1913306.573039__1.573039	165179__R6BQP4__DXC61_02015
ERR1913306.573320__1.573320	165179__A0A3E5E2B6__DXB80_02820
ERR1913306.573328__1.573328	165179__D1P9T6__PREVCOP_04016
ERR1913306.573481__1.573481	328814__GCA_004558275.1_01614
ERR1913306.573529__1.573529	28139__A0A379MUK5__xerD_3
ERR1913306.573544__1.573544	2293125__A0A374BIB7__DW917_16550
ERR1913306.574000__1.574000	853__A0A2A7B9I6__DW855_13690
ERR1913306.574224__1.574224	39485__C4Z058__ERS852492_00130
ERR1913306.574353__1.574353	47678__R5U8P0__DW706_15950
ERR1913306.574481__1.574481	821__A0A174RA14__M099_1655
ERR1913306.574531__1.574531	1150298__R7JL35__ERS852498_02809
ERR1913306.574566__1.574566	1262911__R6H0U7__BN557_01104
ERR1913306.574570__1.574570	33043__A0A374K1H3__ykoD_2
ERR1913306.574938__1.574938	33043__A0A174ADZ1__dcuS_1
ERR1913306.575031__1.575031	216816__B3DNW2__BL171B_07980
ERR1913306.575152__1.575152	165179__A0A174IHQ2__PREVCOP_05478
ERR1913306.575196__1.575196	291644__I9TER0__HMPREF1532_01526
ERR1913306.575295__1.575295	39485__A0A174ZPH7__ERS852490_01992
ERR1913306.575438__1.575438	165179__A0A3E5EA83__DXC61_07750
ERR1913306.575644__1.575644	626940__E8LE59__HMPREF9443_01130
ERR1913306.575730__1.575730	1262736__R5Y4Y8__BN496_00388
ERR1913306.575813__1.575813	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913306.575915__1.575915	39485__R5ZNG4__yerB
ERR1913306.575953__1.575953	328812__A0A0J6CPL4__C803_04359
ERR1913306.575960__1.575960	1501391__GCA_000786575.1_00097
ERR1913306.576031__1.576031	165179__A0A3E5E643__DXB80_06030
ERR1913306.576055__1.576055	165179__A0A3E5E5H1__DXC61_07220
ERR1913306.576462__1.576462	33043__A0A173WXS1__ERS852445_00262
ERR1913306.576494__1.576494	33043__A0A173ZEG7__ERS852386_01252
ERR1913306.576586__1.576586	100884__E7GFK3__DXB26_14415
ERR1913306.576596__1.576596	165179__D1PAJ7__PREVCOP_04222
ERR1913306.576678__1.576678	1263000__R5EKY5__BN466_02100
ERR1913306.576757__1.576757	28118__F9Z7S2__DF785_12600
ERR1913306.577175__1.577175	165179__A0A3E5E9I4__DXB80_09745
ERR1913306.577221__1.577221	165179__A0A3E5E4P9__DXB80_07930
ERR1913306.577450__1.577450	165179__R6C3K4__PREVCOP_05795
ERR1913306.577524__1.577524	214856__I3YMC8__ERS852447_02666
ERR1913306.577843__1.577843	301301__A0A395VAV8__ERS852391_02437
ERR1913306.577845__1.577845	291644__I9TLT3__inlJ_2
ERR1913306.578034__1.578034	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913306.578123__1.578123	1535__A7VRF9__CLOLEP_01142
ERR1913306.578124__1.578124	820__A0A174CG08__DXB62_13215
ERR1913306.578260__1.578260	33043__A0A173WTR4__ERS852386_00324
ERR1913306.578393__1.578393	28117__B0MU57__ALIPUT_00175
ERR1913306.578552__1.578552	165179__D1PAJ7__PREVCOP_04222
ERR1913306.578576__1.578576	820__A0A3E4W4Y7__B5G17_02055
ERR1913306.578654__1.578654	40518__R5DVV1__RBATCC27255_00999
ERR1913306.578923__1.578923	246787__A0A0P0FW66__sigW_7
ERR1913306.578930__1.578930	291644__I8YXS6__HMPREF1071_01285
ERR1913306.579032__1.579032	823__A0A173RD26__B5F32_03910
ERR1913306.579109__1.579109	1501391__GCA_000786575.1_00056
ERR1913306.579131__1.579131	823__A0A073I748__M096_3057
ERR1913306.579208__1.579208	626940__A0A3C1IKN9__HMPREF9443_00753
ERR1913306.579240__1.579240	1262889__R7HB69__BN634_01104
ERR1913306.579506__1.579506	1501391__GCA_000786575.1_00003
ERR1913306.579676__1.579676	33043__A0A174BPV6__ERS852445_01773
ERR1913306.579994__1.579994	165179__A0A229I4J4__proA
ERR1913306.580006__1.580006	1262959__R5YE35__BN680_00548
ERR1913306.580123__1.580123	818__A0A0P0F391__BJP75_009470
ERR1913306.580153__1.580153	39485__C4Z5L9__ERS852490_00668
ERR1913306.580293__1.580293	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913306.580350__1.580350	165179__A0A3E5AER8__DXB80_07075
ERR1913306.580535__1.580535	454155__G5SRL5__HMPREF9442_00515
ERR1913306.580493__1.580493	1628085__A0A2U1AX94__C7386_1283
ERR1913306.580624__1.580624	33043__A0A174H5E3__ERS852400_02880
ERR1913306.580752__1.580752	165179__A0A3E5E4T9__DXB80_08030
ERR1913306.580959__1.580959	165179__D1PCT4__DXB80_09470
ERR1913306.581273__1.581273	823__K6AMD2__B5F32_04565
ERR1913306.581786__1.581786	165179__A0A3E5AE59__DXC61_12885
ERR1913306.581873__1.581873	165179__A0A3E5E8M8__DXB80_11580
ERR1913306.582049__1.582049	39483__U2PN26__HMPREF0367_01016
ERR1913306.582019__1.582019	28117__B0MT73__ALIPUT_00412
ERR1913306.582124__1.582124	328814__GCA_004558275.1_00236
ERR1913306.582220__1.582220	33043__D5HF53__ERS852386_02418
ERR1913306.582252__1.582252	39485__R5ZHA7__ERS852490_00039
ERR1913306.582434__1.582434	165179__A0A3E5E8N5__DXC61_13460
ERR1913306.582483__1.582483	1262886__R6QHX8__BN563_00685
ERR1913306.582734__1.582734	626940__R6WP89__BN587_00391
ERR1913306.582786__1.582786	33043__D5HF29__eglS_1
ERR1913306.583221__1.583221	357276__A0A076ISJ4__B5F95_19420
ERR1913306.583282__1.583282	33043__D5HEU4__ftsW_3
ERR1913306.583380__1.583380	291644__I8Z2C6__HMPREF1071_00595
ERR1913306.583534__1.583534	33043__A8SPT5__yfiN_2
ERR1913306.583764__1.583764	33043__A0A173SS22__yceG
ERR1913306.583927__1.583927	246787__A0A0P0G254__axeA1_2
ERR1913306.583874__1.583874	165179__A0A3E5ED28__PREVCOP_06655
ERR1913306.583888__1.583888	2049043__A0A316N4L0__DBY37_09745
ERR1913306.584038__1.584038	33043__D5HH62__ERS852575_00121
ERR1913306.584195__1.584195	28117__R7JIJ8__BHV66_01635
ERR1913306.584165__1.584165	33043__D5HGR0__rpfC_2
ERR1913306.584253__1.584253	39492__A0A174ZHV5__msbA_2
ERR1913306.584259__1.584259	1262959__R5XX65__BN680_00785
ERR1913306.584320__1.584320	1262911__R6GQM3__BN557_01245
ERR1913306.584493__1.584493	46228__B5CLV0__DXD17_01245
ERR1913306.584613__1.584613	2049043__A0A316MXH9__DBY37_04985
ERR1913306.584660__1.584660	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913306.584841__1.584841	214856__R5UN64__ERS852447_02669
ERR1913306.584990__1.584990	33043__A0A173ZEP9__araC_1
ERR1913306.585215__1.585215	1378168__V2YA11__N510_02528
ERR1913306.585324__1.585324	820__A0A173YYG4__evgS_3
ERR1913306.585657__1.585657	853__A0A174C5M1__CGS58_04460
ERR1913306.585853__1.585853	1501391__GCA_000786575.1_00015
ERR1913306.585941__1.585941	33043__A0A173WWJ5__ERS852386_00339
ERR1913306.586072__1.586072	360807__C0G083__ROSEINA2194_04432
ERR1913306.586128__1.586128	853__A0A2A7B1Y7__C7K05_11930
ERR1913306.586192__1.586192	853__A0A173T6P2__DWZ46_14595
ERR1913306.586204__1.586204	165179__A0A3E5E3D6__DXC61_05750
ERR1913306.586422__1.586422	1197717__A0A1B2I2P0__BED41_03520
ERR1913306.586523__1.586523	165179__R6CNX7__DXB80_02200
ERR1913306.586629__1.586629	33043__A0A174CV49__ERS852386_02395
ERR1913306.586742__1.586742	853__A0A2A7A4A9__C4N21_14870
ERR1913306.586772__1.586772	820__A0A396EUV1__B5G17_06465
ERR1913306.586813__1.586813	33043__A0A174GGF8__dcuS_1
ERR1913306.587021__1.587021	165179__A0A174X1C3__DXB80_12745
ERR1913306.587086__1.587086	28117__B0MTH2__ALIPUT_00061
ERR1913306.587254__1.587254	165179__D1PCT4__DXB80_09470
ERR1913306.587384__1.587384	28118__F9Z5M1__NCTC10826_02946
ERR1913306.587617__1.587617	454155__F3QTG9__HMPREF9442_01487
ERR1913306.587951__1.587951	823__A0A078S9Y4__M096_1441
ERR1913306.587954__1.587954	33043__D5HGZ8__nnr
ERR1913306.588013__1.588013	2173__A0A1D2WST6__METSMIALI_00213
ERR1913306.588265__1.588265	1501391__GCA_000786575.1_00055
ERR1913306.588276__1.588276	28117__B0MU76__ALIPUT_00202
ERR1913306.588384__1.588384	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913306.588652__1.588652	39485__A0A174ZLN0__EUBELI_00120
ERR1913306.588910__1.588910	1262761__R6RU22__BN606_01110
ERR1913306.588970__1.588970	147206__GCF_000156215.1_01775
ERR1913306.589012__1.589012	1262889__R7HAP4__BN634_00533
ERR1913306.589090__1.589090	552398__T5RKT4__HMPREF0866_04531
ERR1913306.589142__1.589142	165179__D1PGJ6__DXC61_07300
ERR1913306.589279__1.589279	39485__A0A174ZPJ9__tig_2
ERR1913306.589264__1.589264	821__A0A3E4WAR6__DXD64_10735
ERR1913306.589368__1.589368	853__A0A173SUU8__CGS54_06840
ERR1913306.589653__1.589653	28117__B0MY41__BHV66_05165
ERR1913306.589692__1.589692	165179__A0A3E5EB26__CFT61_02800
ERR1913306.589742__1.589742	649756__D4MXQ3__DO83_00245
ERR1913306.589844__1.589844	1263000__R5EKG2__BN466_02040
ERR1913306.589930__1.589930	33043__D5HIS6__ERS852575_02019
ERR1913306.589988__1.589988	33043__A0A174H1B6__ERS852575_02702
ERR1913306.590257__1.590257	820__A7V8C2__ERS852554_01338
ERR1913306.590200__1.590200	1501391__GCA_000786575.1_00056
ERR1913306.590317__1.590317	28117__B0MTY2__BHV66_06485
ERR1913306.590343__1.590343	33043__A0A173WCG7__ERS852575_01602
ERR1913306.590465__1.590465	33039__D4M378__cysL_1
ERR1913306.590534__1.590534	165179__D1PAV8__DXB80_13055
ERR1913306.590618__1.590618	46228__V8CB66__RUMLAC_02810
ERR1913306.590575__1.590575	100884__E7GFK3__DXB26_14415
ERR1913306.590735__1.590735	165179__D1PES9__DXB80_11585
ERR1913306.590762__1.590762	39485__A0A175A403__EUBELI_20577
ERR1913306.590846__1.590846	39485__A0A174YWE7__EUBELI_00979
ERR1913306.590848__1.590848	1501391__GCA_000786575.1_00155
ERR1913306.590908__1.590908	33043__A0A173WZE5__ERS852386_00374
ERR1913306.591203__1.591203	165179__D1PGU8__PREVCOP_06463
ERR1913306.591400__1.591400	165179__D1PE06__DXC61_05975
ERR1913306.591668__1.591668	165179__A0A3E5E3D6__DXC61_05750
ERR1913306.591838__1.591838	820__A0A3E4IBC1__M094_0628
ERR1913306.591895__1.591895	1680__A0A2R4G1K8__BBMN23_0315
ERR1913306.592398__1.592398	165179__A0A3E5DZD8__DXB80_09150
ERR1913306.592481__1.592481	626940__E8LF01__HMPREF9443_01436
ERR1913306.592521__1.592521	165179__A0A3E5DX15__DXC61_00345
ERR1913306.592678__1.592678	291644__I9T317__ERS852428_03619
ERR1913306.592684__1.592684	357276__I9QBT7__BSEG_03340
ERR1913306.592785__1.592785	1262911__R6HI44__BN557_01691
ERR1913306.592895__1.592895	1150298__A0A173ZYU8__sipT_2
ERR1913306.593129__1.593129	1262886__R6QAH7__BN563_01646
ERR1913306.593272__1.593272	371601__D0TQ02__CW3_2465
ERR1913306.593633__1.593633	39485__A0A174Z2K9__ERS852490_02052
ERR1913306.593797__1.593797	165179__D1PES9__DXB80_11585
ERR1913306.593837__1.593837	33043__A0A173ZZ54__ERS852400_00193
ERR1913306.593857__1.593857	1150298__R7JQR1__sipW
ERR1913306.594267__1.594267	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913306.594331__1.594331	853__A0A173RZ39__C4N22_01650
ERR1913306.594622__1.594622	820__A0A174CG08__DXB62_13215
ERR1913306.594549__1.594549	626940__E8LGC1__HMPREF9443_01937
ERR1913306.594903__1.594903	69974__A0A090FEL8__MPL3365_630008
ERR1913306.595132__1.595132	1262911__R6H212__BN557_01031
ERR1913306.595136__1.595136	1263000__R5EI35__BN466_01649
ERR1913306.595261__1.595261	39496__A5Z778__EUBVEN_01561
ERR1913306.595350__1.595350	165179__A0A229I6N7__DXC61_06720
ERR1913306.595491__1.595491	165179__D1PE06__DXC61_05975
ERR1913306.595618__1.595618	33039__A0A173TYC0__cobB_2
ERR1913306.595658__1.595658	40518__R5DS23__DXD86_01715
ERR1913306.595882__1.595882	1535__A7VPV2__CLOLEP_00579
ERR1913306.596117__1.596117	820__R9HXK9__DXB62_08265
ERR1913306.596173__1.596173	328814__GCA_004558275.1_00993
ERR1913306.596255__1.596255	33043__A0A174DSP1__essC_2
ERR1913306.596465__1.596465	28117__B0MXG8__ALIPUT_01814
ERR1913306.596742__1.596742	165179__A0A3E5E643__DXB80_06030
ERR1913306.596783__1.596783	33043__D5HI39__baeS_1
ERR1913306.596887__1.596887	820__A0A3E4RTP0__C801_01067
ERR1913306.596943__1.596943	2049043__A0A316MTI7__DBY37_06505
ERR1913306.597057__1.597057	626940__E8LCL8__DCQ00_09880
ERR1913306.597339__1.597339	28117__R7JN92__BHV66_00550
ERR1913306.597586__1.597586	1501391__GCA_000786575.1_00103
ERR1913306.597777__1.597777	28117__B0MXR1__BHV66_08035
ERR1913306.598029__1.598029	165179__A0A229I9X5__CFT61_01205
ERR1913306.598110__1.598110	1501391__GCA_000786575.1_00123
ERR1913306.598281__1.598281	1263000__R5EMM7__BN466_00616
ERR1913306.598288__1.598288	291644__I9TER0__HMPREF1532_01526
ERR1913306.598364__1.598364	39485__A0A1Q6PH92__cbbX
ERR1913306.598514__1.598514	165179__A0A3E5E189__PREVCOP_06699
ERR1913306.598577__1.598577	28117__B0MXU0__BHV66_07550
ERR1913306.598701__1.598701	33043__D5HIS6__ERS852575_02019
ERR1913306.598743__1.598743	28117__B0MWC6__BHV66_00965
ERR1913306.598933__1.598933	165179__D1PCT4__DXB80_09470
ERR1913306.598989__1.598989	1262959__R5XWR3__BN680_00570
ERR1913306.599103__1.599103	165179__D1PDF6__DXB80_12430
ERR1913306.599167__1.599167	820__A0A3E5BMG9__DXD40_05130
ERR1913306.599321__1.599321	165179__R6CNX7__DXB80_02200
ERR1913306.599422__1.599422	823__A0A174L7J4__CF162_00380
ERR1913306.599456__1.599456	165179__D1P9T6__PREVCOP_04016
