ERR1913205.32__1.32	649756__D4MXW8__gpr
ERR1913205.579333__1.579333	214856__R5UN64__ERS852447_02669
ERR1913205.579357__1.579357	487174__K0XER9__DDY40_08885
ERR1913205.579310__1.579310	214856__A0A173YXX1__ERS852559_01651
ERR1913205.579426__1.579426	1262882__R5MF58__BN519_00393
ERR1913205.579546__1.579546	239935__A0A2N8HB50__CXU17_02615
ERR1913205.579578__1.579578	239935__A0A2N8HZW2__A4V05_11120
ERR1913205.579794__1.579794	1501391__GCA_000786575.1_00117
ERR1913205.579830__1.579830	214856__R6Z186__ERS852447_00718
ERR1913205.579980__1.579980	214856__I3YPQ3__Alfi_2711
ERR1913205.579988__1.579988	1501391__GCA_000786575.1_00077
ERR1913205.580149__1.580149	214856__I3YPQ0__ERS852447_01379
ERR1913205.580154__1.580154	1263005__R6EUV8__BN497_01243
ERR1913205.580340__1.580340	1262882__R5MZ58__BN519_00525
ERR1913205.580447__1.580447	214856__R6XUN2__rcsC_1
ERR1913205.580580__1.580580	487174__K0X551__HMPREF9448_02151
ERR1913205.580592__1.580592	214856__I3YMN6__Alfi_1938
ERR1913205.580691__1.580691	328814__GCA_004558275.1_00998
ERR1913205.580848__1.580848	214856__I3YPN9__ERS852447_01389
ERR1913205.580803__1.580803	1501391__GCA_000786575.1_00114
ERR1913205.580980__1.580980	39485__A0A174YIY1__cheY_1
ERR1913205.581111__1.581111	1262882__R5MGX3__BN519_00046
ERR1913205.581514__1.581514	214856__I3YPQ3__Alfi_2711
ERR1913205.581608__1.581608	214856__R6XYY8__ERS852447_01722
ERR1913205.581633__1.581633	239935__A0A2N8IYM5__CXT84_05130
ERR1913205.581646__1.581646	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.581847__1.581847	47678__R5UXJ2__DW706_08325
ERR1913205.581909__1.581909	214856__I3YPN0__ERS852447_01398
ERR1913205.581925__1.581925	1262882__R5N1N6__BN519_00968
ERR1913205.582060__1.582060	189722__E0NQU7__HMPREF0658_0548
ERR1913205.582119__1.582119	214856__A0A175A6T5__ERS852447_02658
ERR1913205.582331__1.582331	818__R9H3B0__SAMN02910322_04803
ERR1913205.582416__1.582416	821__A0A174NSU0__BVU_3144
ERR1913205.582422__1.582422	239935__A0A2N8IXN0__CXT95_01765
ERR1913205.582589__1.582589	214856__I3YPQ0__ERS852447_01379
ERR1913205.582616__1.582616	214856__R6XS46__ERS852559_00812
ERR1913205.582607__1.582607	214856__R6Y6H8__ERS852447_01719
ERR1913205.582883__1.582883	487174__K0WZU9__HMPREF9448_01159
ERR1913205.583032__1.583032	214856__I3YPR5__ERS852447_01364
ERR1913205.583079__1.583079	1150298__R7JUS2__ERS852498_02193
ERR1913205.583209__1.583209	47678__R5U9Z0__HMPREF1061_03210
ERR1913205.583178__1.583178	214856__R6Z5D0__resA_4
ERR1913205.583256__1.583256	239935__A0A139TT05__CXU09_03335
ERR1913205.583260__1.583260	214856__I3YPP9__Alfi_2707
ERR1913205.583367__1.583367	214856__I3YPI7__pepD_1
ERR1913205.583373__1.583373	214856__R6Z7Q9__ERS852447_02172
ERR1913205.583444__1.583444	649756__B0P1V3__HMPREF0369_02570
ERR1913205.583458__1.583458	239935__A0A2N8HB50__CXU17_02615
ERR1913205.583459__1.583459	214856__A0A174CRY5__ERS852559_01060
ERR1913205.583506__1.583506	214856__I3YPQ3__Alfi_2711
ERR1913205.583551__1.583551	214856__I3YPI7__pepD_1
ERR1913205.583603__1.583603	821__E5UMZ6__BVU_1450
ERR1913205.583718__1.583718	487174__K0X3V7__DIT83_01400
ERR1913205.583739__1.583739	39492__D4JRV7__EUBSIR_01513
ERR1913205.583750__1.583750	214856__R6XYY8__ERS852447_01722
ERR1913205.583795__1.583795	39492__D4JRZ7__smc
ERR1913205.583878__1.583878	214856__R6XUN2__rcsC_1
ERR1913205.583893__1.583893	214856__I3YPQ8__ERS852447_01371
ERR1913205.583931__1.583931	214856__R6XUN2__rcsC_1
ERR1913205.583995__1.583995	239935__A0A2N8IG27__CXT85_07805
ERR1913205.584080__1.584080	1150298__A0A174PHI0__ERS852498_00826
ERR1913205.584114__1.584114	214856__R6XUN2__rcsC_1
ERR1913205.584250__1.584250	1262882__R5MM10__BN519_01679
ERR1913205.584677__1.584677	1897011__A0A1Q6RG48__BHW41_02345
ERR1913205.584714__1.584714	214856__A0A174EJT5__mnmA
ERR1913205.584786__1.584786	649756__A0A173SZT9__ptsG_1
ERR1913205.584794__1.584794	214856__I3YMC8__ERS852447_02666
ERR1913205.584847__1.584847	214856__R6Y2Y4__ERS852447_01086
ERR1913205.584875__1.584875	487174__K0XBH1__DIT83_01445
ERR1913205.584877__1.584877	204516__U6RAM4__HMPREF1534_03439
ERR1913205.584931__1.584931	487174__K0X429__HMPREF9448_00932
ERR1913205.584998__1.584998	214856__R6Z3P8__ERS852559_01737
ERR1913205.585077__1.585077	1262882__R5MKV8__BN519_01281
ERR1913205.585109__1.585109	626932__G5H9T4__HMPREF9450_01399
ERR1913205.585134__1.585134	214856__I3YPQ6__Alfi_2714
ERR1913205.585233__1.585233	214856__A0A173YXX1__ERS852559_01651
ERR1913205.585403__1.585403	39492__D4JR31__EUBSIR_00106
ERR1913205.585447__1.585447	1501391__GCA_000786575.1_00037
ERR1913205.585797__1.585797	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913205.585939__1.585939	214856__A0A173YXX1__ERS852559_01651
ERR1913205.585916__1.585916	1262882__R5MKV8__BN519_01281
ERR1913205.586103__1.586103	328814__GCA_004558275.1_01621
ERR1913205.586119__1.586119	39492__D4MIX3__ERS852540_01230
ERR1913205.586167__1.586167	214856__R6Z186__ERS852447_00718
ERR1913205.586287__1.586287	214856__A0A174EJT5__mnmA
ERR1913205.586399__1.586399	1262882__R5N3H1__BN519_01121
ERR1913205.586437__1.586437	214856__R6Y6H8__ERS852447_01719
ERR1913205.586442__1.586442	626932__G5H9B2__HMPREF9450_02198
ERR1913205.586491__1.586491	487174__K0X694__DIT83_09060
ERR1913205.586586__1.586586	214856__I3YPQ3__Alfi_2711
ERR1913205.586606__1.586606	214856__R6XUN2__rcsC_1
ERR1913205.586636__1.586636	1262882__R5MGI7__BN519_00643
ERR1913205.586652__1.586652	214856__R6XUN2__rcsC_1
ERR1913205.586743__1.586743	214856__R6Z590__ERS852447_01059
ERR1913205.586765__1.586765	853__C7H1R8__DW905_06675
ERR1913205.586813__1.586813	214856__A0A173YXX1__ERS852559_01651
ERR1913205.587199__1.587199	214856__R6Y1K2__ERS852447_02306
ERR1913205.587343__1.587343	239935__A0A2N8IHY1__CXU06_00035
ERR1913205.587382__1.587382	487174__K0X068__DDY40_07105
ERR1913205.587385__1.587385	1235835__R9LCU2__C814_02677
ERR1913205.587524__1.587524	410072__C0B7P0__DXD67_07205
ERR1913205.587596__1.587596	487174__K0WTV8__DIT83_04385
ERR1913205.587655__1.587655	214856__I3YPI7__pepD_1
ERR1913205.587660__1.587660	410072__A0A173Y2U9__aprX_2
ERR1913205.587693__1.587693	214856__R6Y7P0__ERS852447_00307
ERR1913205.588047__1.588047	1897011__A0A1Q6REW8__BHW41_04435
ERR1913205.588048__1.588048	214856__R6XTZ7__ERS852447_02314
ERR1913205.588097__1.588097	1262882__R5N532__BN519_01420
ERR1913205.588185__1.588185	214856__A0A174C683__ERS852559_00523
ERR1913205.588358__1.588358	214856__A0A175A1F5__ERS852559_01764
ERR1913205.588403__1.588403	1262882__R5MKU2__BN519_01271
ERR1913205.588495__1.588495	1262882__R5MFA5__BN519_00331
ERR1913205.588538__1.588538	1262882__R5MHZ2__BN519_00742
ERR1913205.588563__1.588563	39492__A0A174Z2N0__EUBSIR_01615
ERR1913205.588598__1.588598	1897011__A0A1Q6RH29__BHW41_01570
ERR1913205.588717__1.588717	1150298__A0A174I056__ERS852535_01387
ERR1913205.588782__1.588782	214856__R6Y6H8__ERS852447_01719
ERR1913205.588822__1.588822	1550024__A0A3B9WIW5__TQ39_04755
ERR1913205.588870__1.588870	818__C6ILT7__BSIG_2708
ERR1913205.588946__1.588946	301302__R5UMP3__lytC_3
ERR1913205.589035__1.589035	214856__R6XP73__ERS852447_00886
ERR1913205.589158__1.589158	1262882__R5N708__BN519_00095
ERR1913205.589212__1.589212	214856__A0A174EQR4__rsmA
ERR1913205.589224__1.589224	214856__R5UN64__ERS852447_02669
ERR1913205.589312__1.589312	214856__R5UN64__ERS852447_02669
ERR1913205.589342__1.589342	214856__R6Z186__ERS852447_00718
ERR1913205.589578__1.589578	1262882__R5MHZ2__BN519_00742
ERR1913205.589753__1.589753	214856__R6XUN2__rcsC_1
ERR1913205.589729__1.589729	821__A0A174V2F3__NCTC10583_01474
ERR1913205.590206__1.590206	410072__C0B801__mucD
ERR1913205.590211__1.590211	1262882__R5N3T7__BN519_01188
ERR1913205.590357__1.590357	214856__I3YPR6__Alfi_2724
ERR1913205.590405__1.590405	214856__R6YC22__ERS852447_01215
ERR1913205.590503__1.590503	214856__R6Z7Q9__ERS852447_02172
ERR1913205.590618__1.590618	214856__R6YD52__ERS852447_02171
ERR1913205.590842__1.590842	47678__A5ZHL2__DXB67_12495
ERR1913205.590921__1.590921	1262882__R5N3T7__BN519_01188
ERR1913205.590931__1.590931	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.591088__1.591088	1262882__R5MEK3__BN519_00296
ERR1913205.591188__1.591188	471189__GCA_003340385.1_00002
ERR1913205.591263__1.591263	214856__I3YPP2__Alfi_2700
ERR1913205.591289__1.591289	214856__R6YD52__ERS852447_02171
ERR1913205.591321__1.591321	214856__I3YPN3__ERS852447_01395
ERR1913205.591351__1.591351	239935__A0A2N8HHB6__B5G29_11500
ERR1913205.591538__1.591538	821__R7P1Q7__M099_2990
ERR1913205.591698__1.591698	214856__I3YPQ4__Alfi_2712
ERR1913205.591788__1.591788	47678__R5UA23__C5Z00_15610
ERR1913205.592007__1.592007	1262882__R5MPJ1__BN519_01023
ERR1913205.592021__1.592021	818__A0A3E5GYI4__NCTC10582_00013
ERR1913205.592101__1.592101	487174__K0WZP2__DDY40_04000
ERR1913205.592177__1.592177	292800__A0A174V693__HMPREF9460_03050
ERR1913205.592515__1.592515	1262882__R5MZZ3__BN519_00482
ERR1913205.592632__1.592632	239935__A0A139TLF5__CXU18_06685
ERR1913205.592670__1.592670	214856__R6XKT4__ERS852559_01719
ERR1913205.592835__1.592835	1150298__A0A174QNY9__ERS852498_01028
ERR1913205.592955__1.592955	1262882__R5MQ63__BN519_01173
ERR1913205.593021__1.593021	1262882__R5MF51__BN519_00287
ERR1913205.593122__1.593122	214856__A0A174CRY5__ERS852559_01060
ERR1913205.593172__1.593172	1262882__R5MIC9__BN519_00834
ERR1913205.593180__1.593180	214856__R6XS02__ERS852447_01685
ERR1913205.593216__1.593216	214856__A0A174CRY5__ERS852559_01060
ERR1913205.593267__1.593267	487174__K0XA48__DDY40_03955
ERR1913205.593382__1.593382	487174__K0WXG8__DIT83_09300
ERR1913205.593394__1.593394	1262911__R6GTZ0__BN557_01437
ERR1913205.593432__1.593432	1262882__R5MFA5__BN519_00331
ERR1913205.593559__1.593559	47678__R5UES3__CGC64_00760
ERR1913205.593628__1.593628	47678__A5ZI88__BACCAC_02617
ERR1913205.593648__1.593648	214856__R6Y6H8__ERS852447_01719
ERR1913205.593707__1.593707	552398__F4XHM9__HMPREF0866_03133
ERR1913205.593757__1.593757	1262882__R5MND9__BN519_00831
ERR1913205.593828__1.593828	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.593833__1.593833	487174__K0WXG8__DIT83_09300
ERR1913205.593892__1.593892	214856__A0A173YXX1__ERS852559_01651
ERR1913205.594126__1.594126	214856__I3YPQ4__Alfi_2712
ERR1913205.594203__1.594203	818__A0A174V5M6__BT_1963
ERR1913205.594294__1.594294	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913205.594378__1.594378	357276__A0A0K2HDP3__IY41_00705
ERR1913205.594447__1.594447	487174__K0XF08__DDY40_09050
ERR1913205.594515__1.594515	214856__R6XRA1__vatD_3
ERR1913205.594592__1.594592	1262882__R5MYS9__BN519_00290
ERR1913205.594635__1.594635	39492__D4JUD7__EUBSIR_01877
ERR1913205.594963__1.594963	28118__R6F045__B5F99_10560
ERR1913205.595009__1.595009	214856__R6XUN2__rcsC_1
ERR1913205.595072__1.595072	214856__I3YPN9__ERS852447_01389
ERR1913205.595247__1.595247	239935__B2UQB8__CXT86_01740
ERR1913205.595299__1.595299	1262911__R6GXS5__BN557_00160
ERR1913205.595303__1.595303	1262882__R5MF51__BN519_00287
ERR1913205.595360__1.595360	214856__R5UN64__ERS852447_02669
ERR1913205.595393__1.595393	214856__R6XKT4__ERS852559_01719
ERR1913205.595516__1.595516	487174__K0XL35__DDY40_11955
ERR1913205.595731__1.595731	1235835__R9LCU2__C814_02677
ERR1913205.595677__1.595677	1965576__A0A1Y4L8L7__B5F19_12705
ERR1913205.595808__1.595808	239935__R7E524__CXT91_06180
ERR1913205.595927__1.595927	328814__GCA_004558275.1_02280
ERR1913205.595985__1.595985	1262882__R5N4P6__BN519_01346
ERR1913205.596230__1.596230	214856__A0A173YXX1__ERS852559_01651
ERR1913205.596248__1.596248	214856__I3YPP9__Alfi_2707
ERR1913205.596401__1.596401	239935__A0A2N8HT44__CXT84_11035
ERR1913205.596531__1.596531	214856__R6YC22__ERS852447_01215
ERR1913205.596725__1.596725	214856__A0A174CRY5__ERS852559_01060
ERR1913205.596801__1.596801	821__A0A396EVC9__DXB90_03525
ERR1913205.596885__1.596885	214856__A0A175A6T5__ERS852447_02658
ERR1913205.596984__1.596984	47678__R5U9Z0__HMPREF1061_03210
ERR1913205.597009__1.597009	239935__A0A2N8IU14__ADH72_05655
ERR1913205.597141__1.597141	214856__R6XKW1__ERS852559_01141
ERR1913205.597177__1.597177	214856__A0A174CRY5__ERS852559_01060
ERR1913205.597263__1.597263	39488__A0A173SK21__EUBHAL_00799
ERR1913205.597424__1.597424	214856__I3YMB7__Alfi_1811
ERR1913205.597472__1.597472	214856__I3YPN5__Alfi_2693
ERR1913205.597600__1.597600	1262911__R6GZ01__BN557_00641
ERR1913205.597668__1.597668	214856__A0A174ZJU0__ERS852559_00619
ERR1913205.597794__1.597794	214856__R6Y6H8__ERS852447_01719
ERR1913205.597846__1.597846	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.597880__1.597880	1501391__GCA_000786575.1_00068
ERR1913205.597914__1.597914	214856__R6Z288__ERS852447_00734
ERR1913205.598114__1.598114	1262882__R5N211__BN519_01033
ERR1913205.598086__1.598086	853__A8S882__C4N23_07600
ERR1913205.598100__1.598100	214856__I3YPR6__Alfi_2724
ERR1913205.598206__1.598206	216816__A0A2U0BLP0__tsaB
ERR1913205.598346__1.598346	214856__R6YC22__ERS852447_01215
ERR1913205.598421__1.598421	214856__R6XUN2__rcsC_1
ERR1913205.598384__1.598384	28118__R6FBG5__B5F93_07375
ERR1913205.598557__1.598557	47678__A5ZH12__DXB67_04890
ERR1913205.598584__1.598584	214856__R6Z288__ERS852447_00734
ERR1913205.598602__1.598602	214856__R6Z7Q9__ERS852447_02172
ERR1913205.598535__1.598535	214856__R6XUN2__rcsC_1
ERR1913205.598662__1.598662	239935__A0A139TPU7__CXT91_06575
ERR1913205.598794__1.598794	214856__R6XTZ7__ERS852447_02314
ERR1913205.598795__1.598795	239935__A0A2N8IZ16__CXT84_05850
ERR1913205.598919__1.598919	214856__A0A173YXX1__ERS852559_01651
ERR1913205.598979__1.598979	214856__R6Y9P5__ERS852559_01811
ERR1913205.599133__1.599133	214856__I3YPN9__ERS852447_01389
ERR1913205.599267__1.599267	1263005__R6EPV9__BN497_00274
ERR1913205.599296__1.599296	1262882__R5N3T7__BN519_01188
ERR1913205.599474__1.599474	214856__A0A174ZD89__ERS852559_00526
ERR1913205.599593__1.599593	39492__D4JRV5__acrR_2
ERR1913205.599608__1.599608	1262882__R5N1M9__BN519_00768
ERR1913205.599619__1.599619	487174__K0XEE4__DDY40_09500
ERR1913205.599667__1.599667	39485__A0A174ZLH6__EUBELI_01564
ERR1913205.599681__1.599681	552398__F4XHN6__HMPREF0866_03140
ERR1913205.599689__1.599689	47678__R5U558__ERS852558_02232
ERR1913205.599719__1.599719	214856__R6YD52__ERS852447_02171
ERR1913205.599785__1.599785	1262882__R5MSX6__BN519_01697
ERR1913205.599825__1.599825	1262882__R5MF58__BN519_00393
ERR1913205.599907__1.599907	214856__A0A174AYS4__ERS852447_01192
ERR1913205.599969__1.599969	1262882__R5N1Z9__BN519_01020
ERR1913205.599993__1.599993	410072__A0A174JCL9__tee6
ERR1913205.600131__1.600131	214856__I3YMC8__ERS852447_02666
ERR1913205.600353__1.600353	1262882__R5MYP8__BN519_00439
ERR1913205.600472__1.600472	291645__I8WZT8__HMPREF1068_04327
ERR1913205.600387__1.600387	1235835__R9LCU2__C814_02677
ERR1913205.600549__1.600549	214856__R6Z590__ERS852447_01059
ERR1913205.600703__1.600703	214856__I3YPR6__Alfi_2724
ERR1913205.600710__1.600710	239935__A0A139TPD4__CXT86_06450
ERR1913205.600953__1.600953	1501391__GCA_000786575.1_00055
ERR1913205.601008__1.601008	821__A0A396ER29__ERS852457_02298
ERR1913205.601088__1.601088	487174__K0XF08__DDY40_09050
ERR1913205.601389__1.601389	214856__I3YPQ4__Alfi_2712
ERR1913205.601435__1.601435	214856__R6XUN2__rcsC_1
ERR1913205.601482__1.601482	357276__B6VYT9__HMPREF1063_05030
ERR1913205.601714__1.601714	301302__A0A173R6H4__M72_21671
ERR1913205.601840__1.601840	487174__K0XF08__DDY40_09050
ERR1913205.602080__1.602080	1550024__G9RX51__TQ39_04720
ERR1913205.602043__1.602043	39492__D4JV86__spoIIE
ERR1913205.602046__1.602046	214856__R6XS46__ERS852559_00812
ERR1913205.602092__1.602092	1262882__R5MJZ4__BN519_01269
ERR1913205.602137__1.602137	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.602176__1.602176	214856__R6Y6H8__ERS852447_01719
ERR1913205.602405__1.602405	214856__I3YMB7__Alfi_1811
ERR1913205.602458__1.602458	1262882__R5N1T9__BN519_00804
ERR1913205.602821__1.602821	214856__R6XS02__ERS852447_01685
ERR1913205.602927__1.602927	239935__A0A139TLF5__CXU18_06685
ERR1913205.602991__1.602991	487174__K0WUJ8__DIT83_08050
ERR1913205.603008__1.603008	214856__R6Y8K1__ERS852447_02509
ERR1913205.603189__1.603189	1262882__R5MEN2__BN519_00200
ERR1913205.603294__1.603294	1262882__R5MSP5__BN519_01637
ERR1913205.603371__1.603371	39492__D4JTF2__mutS2
ERR1913205.603488__1.603488	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.603641__1.603641	214856__A0A174EQR4__rsmA
ERR1913205.603853__1.603853	47678__A5ZBL9__C5Z00_18710
ERR1913205.603871__1.603871	214856__R6Z288__ERS852447_00734
ERR1913205.603915__1.603915	39492__D4JW25__EUBSIR_02203
ERR1913205.603927__1.603927	418240__C6JDJ1__ERS852478_02876
ERR1913205.604108__1.604108	214856__I3YMB7__Alfi_1811
ERR1913205.604139__1.604139	1262911__R6GNY6__BN557_00004
ERR1913205.604429__1.604429	853__A0A173XRA8__CGS56_09290
ERR1913205.604401__1.604401	214856__I3YPR6__Alfi_2724
ERR1913205.604518__1.604518	214856__A0A174EQR4__rsmA
ERR1913205.604632__1.604632	1262882__R5N1L4__BN519_00757
ERR1913205.604766__1.604766	328814__GCA_004558275.1_00035
ERR1913205.604918__1.604918	821__A0A395UNT8__DXD64_15275
ERR1913205.604920__1.604920	1262882__R5MK03__BN519_01277
ERR1913205.604972__1.604972	1262882__R5MFY4__BN519_00529
ERR1913205.605021__1.605021	818__A0A174VV39__BT_3492
ERR1913205.605213__1.605213	820__A0A174VD39__DXD90_12235
ERR1913205.605169__1.605169	214856__R5UN64__ERS852447_02669
ERR1913205.605323__1.605323	1262911__R6HHR1__BN557_01622
ERR1913205.605585__1.605585	1262882__R5MRT2__BN519_01494
ERR1913205.605727__1.605727	301302__R5UU15__ERS852420_02998
ERR1913205.605831__1.605831	214856__A0A174FW22__ERS852447_02437
ERR1913205.605835__1.605835	214856__R6XQX8__ERS852559_02550
ERR1913205.606083__1.606083	214856__I3YPR6__Alfi_2724
ERR1913205.606200__1.606200	214856__I3YPR2__Alfi_2720
ERR1913205.606428__1.606428	214856__I3YPI7__pepD_1
ERR1913205.606383__1.606383	1263005__R6FIV5__BN497_01416
ERR1913205.606399__1.606399	818__A0A3E5HE16__C5Z03_22745
ERR1913205.606505__1.606505	47678__R5UAF6__ERS852494_02966
ERR1913205.606495__1.606495	1262882__R5MLA4__BN519_01536
ERR1913205.606500__1.606500	1262911__R6GKW2__BN557_01379
ERR1913205.606627__1.606627	1150298__A0A174LLX0__dhaD
ERR1913205.606672__1.606672	214856__R6XS46__ERS852559_00812
ERR1913205.606878__1.606878	214856__R6XTZ7__ERS852447_02314
ERR1913205.606979__1.606979	487174__K0WYG0__DDY40_00295
ERR1913205.607225__1.607225	39492__D4JX05__EUBSIR_01678
ERR1913205.607243__1.607243	1262882__R5N532__BN519_01420
ERR1913205.607257__1.607257	214856__I3YPP9__Alfi_2707
ERR1913205.607431__1.607431	1262882__R5N349__BN519_01037
ERR1913205.607372__1.607372	1501391__GCA_000786575.1_00004
ERR1913205.607380__1.607380	214856__R6Z5D0__resA_4
ERR1913205.607503__1.607503	487174__K0X1H0__DDY40_11080
ERR1913205.607515__1.607515	1262882__R5MYP8__BN519_00439
ERR1913205.607558__1.607558	853__D4KAK8__C4N21_13380
ERR1913205.607634__1.607634	214856__I3YPQ3__Alfi_2711
ERR1913205.607696__1.607696	214856__A0A174EJT5__mnmA
ERR1913205.607906__1.607906	1262882__R5MZZ3__BN519_00482
ERR1913205.607942__1.607942	214856__I3YPP9__Alfi_2707
ERR1913205.608036__1.608036	100886__A0A174MFT0__CATMIT_01349
ERR1913205.608211__1.608211	1501391__GCA_000786575.1_00067
ERR1913205.608505__1.608505	1262882__R5MYX5__BN519_00333
ERR1913205.608670__1.608670	410072__C0BC88__DXD67_11180
ERR1913205.608686__1.608686	487174__K0X4Y9__DDY40_09115
ERR1913205.608696__1.608696	1262743__R5C5J9__BN727_01192
ERR1913205.608828__1.608828	214856__I3YPR6__Alfi_2724
ERR1913205.609083__1.609083	328813__A0A1Y3QQ66__B5G41_14240
ERR1913205.609130__1.609130	39492__D4JX50__EUBSIR_00410
ERR1913205.609159__1.609159	239935__R6J4Y4__CXU17_09810
ERR1913205.609164__1.609164	1262882__R5MEM1__BN519_00313
ERR1913205.609224__1.609224	214856__R6XS46__ERS852559_00812
ERR1913205.609368__1.609368	214856__R6YD52__ERS852447_02171
ERR1913205.609388__1.609388	1262911__R6GZX7__BN557_00838
ERR1913205.609472__1.609472	1262882__R5MND9__BN519_00831
ERR1913205.609479__1.609479	487174__K0XLF2__DDY40_04010
ERR1913205.609509__1.609509	214856__I3YMC8__ERS852447_02666
ERR1913205.609515__1.609515	1262882__R5MYX5__BN519_00333
ERR1913205.609517__1.609517	47678__R5V127__HMPREF1061_04334
ERR1913205.609654__1.609654	214856__R6YD52__ERS852447_02171
ERR1913205.609669__1.609669	214856__R6XYY8__ERS852447_01722
ERR1913205.609724__1.609724	1501391__GCA_000786575.1_00071
ERR1913205.609963__1.609963	1263005__R6EPU5__BN497_00254
ERR1913205.610124__1.610124	214856__I3YPN5__Alfi_2693
ERR1913205.610128__1.610128	239935__A0A2N8HSC0__CXU06_05505
ERR1913205.610261__1.610261	487174__K0XL60__DDY40_11760
ERR1913205.610294__1.610294	487174__K0X6Z7__DDY40_11525
ERR1913205.610993__1.610993	39492__A0A174ZP27__EUBSIR_00033
ERR1913205.610995__1.610995	39492__D4JV70__EUBSIR_01253
ERR1913205.611042__1.611042	88431__A0A3D0EY52__ERS852573_01763
ERR1913205.611115__1.611115	1262882__R5MFA5__BN519_00331
ERR1913205.611176__1.611176	487174__K0XH97__HMPREF9448_01909
ERR1913205.611211__1.611211	853__A0A174BA00__DW905_01145
ERR1913205.611304__1.611304	214856__A0A174EQR4__rsmA
ERR1913205.611399__1.611399	214856__R6XUN2__rcsC_1
ERR1913205.611815__1.611815	239935__A0A2N8ITW6__CXT91_06265
ERR1913205.611945__1.611945	214856__I3YPI7__pepD_1
ERR1913205.612089__1.612089	214856__I3YPP3__Alfi_2701
ERR1913205.612112__1.612112	1262882__R5N1Z9__BN519_01020
ERR1913205.612317__1.612317	214856__R6XKT4__ERS852559_01719
ERR1913205.612481__1.612481	214856__R6Y6H8__ERS852447_01719
ERR1913205.612650__1.612650	239935__A0A2N8HTZ8__CXU09_01270
