ERR1913221.832__1.832	33043__A0A173X520__ERS852575_01617
ERR1913221.1185238__1.1185238	45851__D4S330__BHV86_03650
ERR1913221.1185283__1.1185283	39491__A0A395ZKJ0__DXD13_11010
ERR1913221.1185317__1.1185317	1262886__R6RCB2__BN563_00311
ERR1913221.1185607__1.1185607	1262760__R5LR70__BN758_01365
ERR1913221.1185621__1.1185621	45851__D4RYC4__BHV86_01935
ERR1913221.1185852__1.1185852	45851__D4RYK6__BHV86_00465
ERR1913221.1185858__1.1185858	1262761__R6QH71__BN606_00371
ERR1913221.1185890__1.1185890	39491__R6TNE7__T1815_09811
ERR1913221.1186037__1.1186037	1262913__R7JPE8__BN646_00316
ERR1913221.1186208__1.1186208	454154__G5SVN0__HMPREF9441_03447
ERR1913221.1186839__1.1186839	39491__A0A395UZL1__DXB76_05950
ERR1913221.1186903__1.1186903	39491__C4ZCV5__DXB99_11855
ERR1913221.1186934__1.1186934	45851__D4RWC1__BHV86_06985
ERR1913221.1187060__1.1187060	45851__D4RWC3__BUTYVIB_00254
ERR1913221.1187174__1.1187174	1262886__R6QHZ9__BN563_00710
ERR1913221.1187524__1.1187524	45851__D4S0F7__BUTYVIB_01576
ERR1913221.1187533__1.1187533	281920__C2MD65__PORUE0001_0386
ERR1913221.1187598__1.1187598	821__A0A395UNT8__DXD64_15275
ERR1913221.1187667__1.1187667	45851__D4S0T7__BHV86_09275
ERR1913221.1187795__1.1187795	1263027__R7A006__BN699_02145
ERR1913221.1187843__1.1187843	165179__A0A3E5AEF7__DXC61_05000
ERR1913221.1187947__1.1187947	1262825__R5E9Z5__BN724_01773
ERR1913221.1188072__1.1188072	1150298__A0A174BP05__murAA
ERR1913221.1188254__1.1188254	39485__A0A175A403__EUBELI_20577
ERR1913221.1188304__1.1188304	1262911__R6HKM0__BN557_00430
ERR1913221.1188318__1.1188318	544645__A0A3E4T937__DXC42_08175
ERR1913221.1188347__1.1188347	418240__A0A174QTB3__ERS852478_01801
ERR1913221.1188368__1.1188368	39491__A0A395ZF49__DXB69_05290
ERR1913221.1188406__1.1188406	39485__A0A175A403__EUBELI_20577
ERR1913221.1188537__1.1188537	418240__A0A174AX68__ERS852478_00844
ERR1913221.1188580__1.1188580	1262882__R5N3T7__BN519_01188
ERR1913221.1188595__1.1188595	33043__A0A174GPT0__plsC_2
ERR1913221.1188709__1.1188709	45851__D4RYD1__ytvI
ERR1913221.1188755__1.1188755	1262961__R6DW57__BN710_00287
ERR1913221.1188860__1.1188860	1262886__R6Q7C7__BN563_00709
ERR1913221.1189031__1.1189031	1262992__R5D3X7__BN795_00539
ERR1913221.1189075__1.1189075	39485__A0A174YMC1__recN
ERR1913221.1189049__1.1189049	1262700__R5Y7L6__BN695_00886
ERR1913221.1189651__1.1189651	45851__D4S031__BHV86_10500
ERR1913221.1189693__1.1189693	45851__D4RYQ1__BHV86_00310
ERR1913221.1189789__1.1189789	33043__A0A174CC83__ERS852575_02077
ERR1913221.1189895__1.1189895	1150298__A0A174PZ15__lytA
ERR1913221.1189937__1.1189937	45851__D4RZF5__BUTYVIB_01221
ERR1913221.1190089__1.1190089	1262825__R5EIY5__BN724_01999
ERR1913221.1190123__1.1190123	165179__A0A3E5AAM8__DXB80_10240
ERR1913221.1190196__1.1190196	1262886__R6RCF6__BN563_00371
ERR1913221.1190451__1.1190451	100886__E2NR50__CATMIT_01053
ERR1913221.1190657__1.1190657	165179__A0A3E5DWQ1__DXB80_06635
ERR1913221.1190702__1.1190702	1263006__R6LGI4__BN515_00844
ERR1913221.1190916__1.1190916	45851__D4S1R7__BUTYVIB_02039
ERR1913221.1191024__1.1191024	1263030__R5CZV8__BN705_01159
ERR1913221.1191165__1.1191165	1262761__R6QUP0__BN606_01674
ERR1913221.1191135__1.1191135	40519__U2M5D2__RUMCAL_00691
ERR1913221.1191353__1.1191353	165179__A0A3E5A554__DXB80_13805
ERR1913221.1191534__1.1191534	1262948__R7E7S9__BN671_01345
ERR1913221.1191583__1.1191583	45851__D4S013__BHV86_10590
ERR1913221.1191989__1.1191989	39485__C4Z0G6__spoIVB
ERR1913221.1192157__1.1192157	40518__R5DYT8__mscS
ERR1913221.1192222__1.1192222	45851__D4RWJ7__BHV86_05950
ERR1913221.1192380__1.1192380	2173__A0A1D2WT96__BK798_08100
ERR1913221.1192696__1.1192696	821__A0A174NVL6__NCTC10583_01782
ERR1913221.1192816__1.1192816	1262760__R5LMW6__BN758_00680
ERR1913221.1192843__1.1192843	853__A0A173YYY4__DWZ04_09420
ERR1913221.1193033__1.1193033	100886__E2NSF9__rpoB
ERR1913221.1193064__1.1193064	1262760__R5LEX9__BN758_02165
ERR1913221.1193383__1.1193383	45851__D4S1J6__BHV86_08535
ERR1913221.1193445__1.1193445	1262825__R5E9F5__BN724_02352
ERR1913221.1193564__1.1193564	1262825__R5E7H3__BN724_01638
ERR1913221.1193943__1.1193943	384638__B7APN3__BACPEC_00639
ERR1913221.1194267__1.1194267	33039__D4M6R8__bglB_8
ERR1913221.1194388__1.1194388	165179__D1PGJ6__DXC61_07300
ERR1913221.1194396__1.1194396	45851__D4RWC8__BHV86_07020
ERR1913221.1194500__1.1194500	45851__D4RWC5__BHV86_07005
ERR1913221.1194584__1.1194584	88431__A0A174RXE9__ERS852526_02186
ERR1913221.1194679__1.1194679	1262761__R6RB66__BN606_01964
ERR1913221.1194906__1.1194906	821__A0A395UNT8__DXD64_15275
ERR1913221.1195079__1.1195079	1262882__R5MRT2__BN519_01494
ERR1913221.1195387__1.1195387	45851__D4RYQ0__BUTYVIB_00958
ERR1913221.1195470__1.1195470	1262760__R5LDN0__BN758_02039
ERR1913221.1195487__1.1195487	45851__D4RYC7__BUTYVIB_00832
ERR1913221.1195693__1.1195693	88431__A0A174G8Q6__ERS852526_02711
ERR1913221.1196001__1.1196001	1262825__R5EGI3__BN724_01623
ERR1913221.1195965__1.1195965	552398__F4XHU2__HMPREF0866_03196
ERR1913221.1195972__1.1195972	1262911__R6GN99__BN557_01784
ERR1913221.1196022__1.1196022	88431__A0A174L1Y3__cat
ERR1913221.1196076__1.1196076	418240__R7CED1__sigM_3
ERR1913221.1196116__1.1196116	45851__D4S140__BUTYVIB_01810
ERR1913221.1196199__1.1196199	45851__D4RYQ0__BUTYVIB_00958
ERR1913221.1196304__1.1196304	165179__A0A3E5EB26__CFT61_02800
ERR1913221.1196325__1.1196325	45851__D4RYA4__BHV86_02030
ERR1913221.1196355__1.1196355	39485__R5ZVC3__ERS852490_00250
ERR1913221.1196644__1.1196644	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913221.1196583__1.1196583	1262761__R6RZ48__BN606_01724
ERR1913221.1197067__1.1197067	626929__F3PEI8__SAMN05444376_2571
ERR1913221.1197125__1.1197125	626940__E8LDT4__rarD
ERR1913221.1197220__1.1197220	39488__C0EWC5__EHLA_2843
ERR1913221.1197511__1.1197511	384638__B7APN3__BACPEC_00639
ERR1913221.1197565__1.1197565	1262825__R5EMY8__BN724_00542
ERR1913221.1197650__1.1197650	39485__R5ZSI4__ERS852492_00875
ERR1913221.1197830__1.1197830	74426__nifJ
ERR1913221.1197845__1.1197845	45851__D4RYQ1__BHV86_00310
ERR1913221.1197995__1.1197995	39485__C4Z0T2__ykvU
ERR1913221.1198093__1.1198093	45851__D4RYA4__BHV86_02030
ERR1913221.1198179__1.1198179	45851__D4S1J8__BUTYVIB_01969
ERR1913221.1198247__1.1198247	45851__D4RWG7__BUTYVIB_00298
ERR1913221.1198295__1.1198295	45851__D4RYQ0__BUTYVIB_00958
ERR1913221.1198432__1.1198432	39491__A0A395ZKJ0__DXD13_11010
ERR1913221.1198496__1.1198496	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913221.1198553__1.1198553	165179__A0A3E5A5E5__DXC61_13965
ERR1913221.1198684__1.1198684	1262760__R5LQ08__BN758_01004
ERR1913221.1198853__1.1198853	1262761__R6QYZ5__BN606_00402
ERR1913221.1198919__1.1198919	39491__A0A396FSN2__EUBREC_0707
ERR1913221.1199147__1.1199147	45851__D4RY78__BUTYVIB_00783
ERR1913221.1199159__1.1199159	45851__D4S1P9__BUTYVIB_02021
ERR1913221.1199261__1.1199261	39485__C4Z0B2__EUBELI_01024
ERR1913221.1199283__1.1199283	1262958__R7GV56__BN645_00902
ERR1913221.1199319__1.1199319	1262886__R6QIL5__BN563_00897
ERR1913221.1199386__1.1199386	1262882__R5MIW5__BN519_00945
ERR1913221.1199704__1.1199704	39485__A0A174ZBK4__ERS852490_01585
ERR1913221.1199745__1.1199745	1897011__A0A1Q6RD70__BHW41_05845
ERR1913221.1199824__1.1199824	78346__A0A087D3Y1__BRUM_1576
ERR1913221.1199988__1.1199988	45851__D4RWS3__BUTYVIB_00110
ERR1913221.1200060__1.1200060	572010__hgdC_1
ERR1913221.1200144__1.1200144	165179__A0A174IHQ2__PREVCOP_05478
ERR1913221.1200213__1.1200213	45851__D4RYA4__BHV86_02030
ERR1913221.1200345__1.1200345	45851__D4S317__BUTYVIB_02469
ERR1913221.1200417__1.1200417	1262825__R5E8D2__BN724_02151
ERR1913221.1200458__1.1200458	33043__A0A173WWJ5__ERS852386_00339
ERR1913221.1200553__1.1200553	39488__A0A174CH59__DXD91_12625
ERR1913221.1200731__1.1200731	39491__C4Z875__T1815_09771
ERR1913221.1200734__1.1200734	2173__A5UKK6__BK798_01380
ERR1913221.1200760__1.1200760	39485__R5ZSH7__EUBELI_00953
ERR1913221.1201076__1.1201076	2022527__A0A264Y9E9__CHL74_03710
ERR1913221.1201093__1.1201093	45851__D4S1B2__BHV86_08920
ERR1913221.1201233__1.1201233	39485__A0A174ZLH6__EUBELI_01564
ERR1913221.1201324__1.1201324	45851__D4RYQ0__BUTYVIB_00958
ERR1913221.1201517__1.1201517	1262761__R6RXA7__BN606_01380
ERR1913221.1201566__1.1201566	165179__D1P9T6__PREVCOP_04016
ERR1913221.1201561__1.1201561	1262825__R5EH29__BN724_01653
ERR1913221.1201611__1.1201611	853__A0A173XRA8__CGS56_09290
ERR1913221.1201674__1.1201674	33039__D4M378__cysL_1
ERR1913221.1201811__1.1201811	39492__D4JX50__EUBSIR_00410
ERR1913221.1201862__1.1201862	39485__R5ZT06__EUBELI_20526
ERR1913221.1201893__1.1201893	45851__D4RWJ0__BHV86_05915
ERR1913221.1201977__1.1201977	1263006__R6LRT3__BN515_00657
ERR1913221.1201956__1.1201956	165179__D1P9T6__PREVCOP_04016
ERR1913221.1202048__1.1202048	1262924__R7HQK6__BN585_00186
ERR1913221.1202055__1.1202055	360807__A0A1Q6T3E4__ROSEINA2194_03999
ERR1913221.1202381__1.1202381	1262882__R5MT42__BN519_01729
ERR1913221.1202330__1.1202330	1262961__R6EGH1__BN710_00315
ERR1913221.1202416__1.1202416	1897011__A0A1Q6RH97__BHW41_01945
ERR1913221.1202516__1.1202516	33043__D5HIK4__ERS852400_01112
ERR1913221.1202523__1.1202523	45851__D4RY62__BHV86_05035
ERR1913221.1202529__1.1202529	1735__B7CCF2__EUBIFOR_01879
ERR1913221.1202557__1.1202557	1263006__R6M176__BN515_00274
ERR1913221.1202583__1.1202583	2173__A0A1D2WRC1__Msm_0093
ERR1913221.1202641__1.1202641	165179__A0A174WGF6__PREVCOP_04095
ERR1913221.1202852__1.1202852	45851__D4RZK8__BUTYVIB_01274
ERR1913221.1202989__1.1202989	45851__D4S080__BHV86_10275
ERR1913221.1203031__1.1203031	2173__A0A1D2WVA1__Msm_0411
ERR1913221.1203063__1.1203063	1262760__R5L825__BN758_01252
ERR1913221.1203328__1.1203328	45851__D4RY08__BUTYVIB_00711
ERR1913221.1203616__1.1203616	39485__C4Z389__ERS852490_01920
ERR1913221.1203665__1.1203665	45851__D4S0T7__BHV86_09275
ERR1913221.1203801__1.1203801	821__E5UY21__C800_02204
ERR1913221.1203812__1.1203812	544645__A0A1Y3W1B6__DXC42_01600
ERR1913221.1203813__1.1203813	301302__R5UJR5__M72_06371
ERR1913221.1203976__1.1203976	39485__C4Z6R3__mcp2_1
ERR1913221.1204145__1.1204145	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913221.1204253__1.1204253	165179__A0A3E5A5E5__DXC61_13965
ERR1913221.1204445__1.1204445	2173__A0A1D2WU59__Msm_1444
ERR1913221.1204600__1.1204600	39485__A0A174ZNW9__luxQ_1
ERR1913221.1204624__1.1204624	410072__A0A173T062__oxyR
ERR1913221.1204735__1.1204735	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913221.1204757__1.1204757	45851__D4S283__BUTYVIB_02205
ERR1913221.1205218__1.1205218	165179__A0A3E4SEG4__DXC61_11235
ERR1913221.1205358__1.1205358	39485__C4Z390__EUBELI_01689
ERR1913221.1205613__1.1205613	1262825__R5EN22__BN724_00572
ERR1913221.1205823__1.1205823	165179__A0A3E5AER8__DXB80_07075
ERR1913221.1206021__1.1206021	39485__R5ZX10__ERS852492_02330
ERR1913221.1206075__1.1206075	1284775__A0A095Y5I6__HMPREF1640_07260
ERR1913221.1206177__1.1206177	45851__D4RX43__BUTYVIB_00394
ERR1913221.1206318__1.1206318	1547597__A0A0C3RGK7__DMB45_11390
ERR1913221.1206527__1.1206527	1262825__R5DZJ8__BN724_01044
ERR1913221.1206620__1.1206620	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913221.1206651__1.1206651	1262886__R6QP39__BN563_00737
ERR1913221.1206776__1.1206776	45851__D4RWZ9__murF
ERR1913221.1207082__1.1207082	39486__G1WVT6__DXD50_09980
ERR1913221.1207420__1.1207420	74426__group_4823
ERR1913221.1207449__1.1207449	33043__A0A173YYE7__ERS852445_00670
ERR1913221.1207949__1.1207949	45851__R5LYT8__BUTYVIB_02538
ERR1913221.1208040__1.1208040	1262760__R5L619__BN758_00730
ERR1913221.1208105__1.1208105	1262961__R6EFP3__BN710_01985
ERR1913221.1208333__1.1208333	39485__C4Z028__ERS852492_00100
ERR1913221.1208313__1.1208313	45851__D4RWP4__BHV86_06190
ERR1913221.1208414__1.1208414	28111__E5WUE9__NCTC11155_01729
ERR1913221.1208914__1.1208914	1262825__R5EIY5__BN724_01999
ERR1913221.1209206__1.1209206	2293125__A0A374C4C8__DW917_09805
ERR1913221.1209519__1.1209519	165179__A0A229I6N7__DXC61_06720
ERR1913221.1209768__1.1209768	1262959__R5Y7B4__BN680_01714
ERR1913221.1209810__1.1209810	1262882__R5MRS7__BN519_01490
ERR1913221.1210101__1.1210101	39485__R5ZPP8__EUBELI_20334
ERR1913221.1210143__1.1210143	165179__A0A174IYW3__DXC61_01235
ERR1913221.1210167__1.1210167	33043__A0A174AEP1__apr
ERR1913221.1210426__1.1210426	45851__D4RZC5__BUTYVIB_01191
ERR1913221.1210552__1.1210552	1262882__R5N678__BN519_01604
ERR1913221.1210752__1.1210752	1262761__R6QS21__BN606_00301
ERR1913221.1210820__1.1210820	1262961__R6DLB6__BN710_00479
ERR1913221.1211101__1.1211101	1262816__R6C169__BN687_01156
ERR1913221.1211214__1.1211214	45851__D4S1B2__BHV86_08920
ERR1913221.1211252__1.1211252	165179__R6XIF8__DXC61_07265
ERR1913221.1211641__1.1211641	572010__group_1842
ERR1913221.1211689__1.1211689	2173__A5UNC4__METSMIALI_00562
ERR1913221.1211858__1.1211858	39485__A0A174ZLH6__EUBELI_01564
ERR1913221.1211860__1.1211860	45851__D4RWN7__BHV86_06150
ERR1913221.1211897__1.1211897	1262961__R6DN84__BN710_00209
ERR1913221.1211900__1.1211900	1262886__R6Q9S2__BN563_00641
ERR1913221.1212130__1.1212130	45851__D4S069__spoIVA
ERR1913221.1212154__1.1212154	45851__D4RZC9__BUTYVIB_01195
ERR1913221.1212542__1.1212542	45851__R5LAF0__BHV86_08225
ERR1913221.1212618__1.1212618	1262911__R6H0U7__BN557_01104
ERR1913221.1212640__1.1212640	45851__D4RYC7__BUTYVIB_00832
ERR1913221.1212830__1.1212830	88431__A0A3D0EY52__ERS852573_01763
ERR1913221.1212871__1.1212871	165179__A0A174IPI3__CFT61_10940
ERR1913221.1212951__1.1212951	1262958__R7H1C2__BN645_01795
ERR1913221.1212968__1.1212968	328814__GCA_004558275.1_01741
ERR1913221.1213130__1.1213130	45851__D4S0T7__BHV86_09275
ERR1913221.1213174__1.1213174	1262886__R6QCG3__BN563_00145
ERR1913221.1213246__1.1213246	2022527__A0A264YCL2__CHL74_00145
ERR1913221.1213311__1.1213311	1262816__R6C5C2__BN687_00312
ERR1913221.1213928__1.1213928	39485__A0A174YJA4__EUBELI_20421
ERR1913221.1214099__1.1214099	418240__R7CJP2__cycB_1
ERR1913221.1214142__1.1214142	39485__A0A1Q6PGI7__pehX_3
ERR1913221.1214207__1.1214207	1262882__R5MSX6__BN519_01697
ERR1913221.1214300__1.1214300	165179__A0A174W369__PREVCOP_04548
ERR1913221.1214319__1.1214319	1262882__R5MSX6__BN519_01697
ERR1913221.1214397__1.1214397	100886__E2NP44__aroD
ERR1913221.1214589__1.1214589	1262760__R5L9N0__BN758_00508
ERR1913221.1214645__1.1214645	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913221.1214622__1.1214622	189722__E0NQU7__HMPREF0658_0548
ERR1913221.1214669__1.1214669	1262911__R6H2J2__BN557_01228
ERR1913221.1214750__1.1214750	1262961__R6DXU0__BN710_00642
ERR1913221.1215028__1.1215028	1297617__A0A0S2W6L4__BIV19_07985
ERR1913221.1215100__1.1215100	1263107__GCA_000436995.1_00215
ERR1913221.1215681__1.1215681	165179__A0A3E4SID1__DXB80_01945
ERR1913221.1215713__1.1215713	45851__D4RY08__BUTYVIB_00711
ERR1913221.1215720__1.1215720	33043__D5HHE4__ERS852445_02332
ERR1913221.1215778__1.1215778	39485__C4Z1Y9__EUBELI_00143
ERR1913221.1215908__1.1215908	165179__R6CJG8__DXC61_09290
ERR1913221.1215912__1.1215912	1262825__R5EKU6__BN724_01973
ERR1913221.1215993__1.1215993	1262825__R5E8Z9__BN724_02329
ERR1913221.1216053__1.1216053	39485__C4Z6R3__mcp2_1
ERR1913221.1216402__1.1216402	88431__A0A174MAX1__ERS852423_01871
ERR1913221.1216434__1.1216434	357276__A0A174L570__GV66_05720
ERR1913221.1216424__1.1216424	45851__D4RY62__BHV86_05035
ERR1913221.1216730__1.1216730	165179__D1PHV2__PREVCOP_06822
ERR1913221.1216853__1.1216853	39491__A0A396FI89__DXD95_01300
ERR1913221.1216917__1.1216917	1262825__R5EJK4__BN724_02191
ERR1913221.1217010__1.1217010	821__A0A174AYT0__DXC02_03530
ERR1913221.1217056__1.1217056	1284775__A0A095Y637__HMPREF1640_07040
ERR1913221.1217259__1.1217259	2173__A0A1D2WUC2__METSMIALI_01296
ERR1913221.1217380__1.1217380	1680__A0A0C2YPV2__AL0462_1474
ERR1913221.1217450__1.1217450	39485__A0A174YWE7__EUBELI_00979
ERR1913221.1217563__1.1217563	45851__D4RYR7__BHV86_05495
ERR1913221.1217706__1.1217706	1262825__R5DZG9__BN724_01005
ERR1913221.1217848__1.1217848	45851__D4S1P1__BHV86_08290
ERR1913221.1217931__1.1217931	165179__W1I4H6__DXB80_13655
ERR1913221.1218017__1.1218017	1262760__R5L825__BN758_01252
ERR1913221.1218228__1.1218228	88431__A0A174IEH2__DXB16_05910
ERR1913221.1218308__1.1218308	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913221.1218341__1.1218341	165179__A0A174WGF6__PREVCOP_04095
ERR1913221.1218360__1.1218360	33039__A0A174Y5G7__ERS852530_01222
ERR1913221.1218509__1.1218509	39485__C4Z1W5__ERS852492_01530
ERR1913221.1218645__1.1218645	384639__GCA_003096855.1_00971
ERR1913221.1218663__1.1218663	45851__R5LTE7__BHV86_04805
ERR1913221.1218902__1.1218902	33043__D5HJC5__ERS852386_02144
ERR1913221.1218926__1.1218926	1150298__A0A174B7I7__ERS852535_01258
ERR1913221.1219025__1.1219025	2173__R7PYR7__BK798_01375
ERR1913221.1219049__1.1219049	1262825__R5DZJ1__BN724_00084
ERR1913221.1219078__1.1219078	165179__D1PEZ7__DXC61_06515
ERR1913221.1219119__1.1219119	2022527__A0A264Y8R9__CHL74_05250
ERR1913221.1219177__1.1219177	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913221.1219185__1.1219185	28118__F9Z6B5__SAMEA44545918_01808
ERR1913221.1219271__1.1219271	39492__D4JRV7__EUBSIR_01513
ERR1913221.1219317__1.1219317	165179__R6BQP4__DXC61_02015
ERR1913221.1219659__1.1219659	1262760__R5LEX9__BN758_02165
ERR1913221.1219767__1.1219767	2108523__A0A2P2F3W3__LAWASA_692
ERR1913221.1219979__1.1219979	45851__D4RWC5__BHV86_07005
ERR1913221.1220056__1.1220056	39485__A0A174YNW2__cph2_3
ERR1913221.1220185__1.1220185	45851__D4RWS3__BUTYVIB_00110
ERR1913221.1220255__1.1220255	1262961__R6DW57__BN710_00287
ERR1913221.1220499__1.1220499	45851__R5LL35__BUTYVIB_01928
ERR1913221.1220691__1.1220691	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913221.1220838__1.1220838	1262961__R6EFP3__BN710_01985
ERR1913221.1220958__1.1220958	1262825__R5EIY5__BN724_01999
ERR1913221.1221289__1.1221289	853__A8SCP3__C4N26_07960
ERR1913221.1221372__1.1221372	45851__D4S0B1__BHV86_10120
ERR1913221.1221460__1.1221460	1262882__R5MYX5__BN519_00333
ERR1913221.1221517__1.1221517	2293125__A0A374BM87__DW917_16435
ERR1913221.1221571__1.1221571	39485__A0A174YZE2__spoIIE
ERR1913221.1221691__1.1221691	214856__I3YPQ4__Alfi_2712
ERR1913221.1221855__1.1221855	39485__C4Z1S0__ERS852492_00886
ERR1913221.1222256__1.1222256	45851__D4RYI3__BHV86_01630
ERR1913221.1222308__1.1222308	1263027__R6ZPD8__BN699_00744
ERR1913221.1222722__1.1222722	745368__A0A1T4X373__SAMN02745178_01365
ERR1913221.1222778__1.1222778	1262961__R6DV64__BN710_01224
ERR1913221.1222792__1.1222792	165179__D1P8K1__DXB80_06045
ERR1913221.1223234__1.1223234	1262886__R6QJR0__BN563_01268
ERR1913221.1223329__1.1223329	45851__D4RWC5__BHV86_07005
ERR1913221.1223596__1.1223596	39485__A0A174ZA08__EUBELI_01019
ERR1913221.1223599__1.1223599	1262911__R6H0U7__BN557_01104
ERR1913221.1223604__1.1223604	28130__A0A096C630__HMPREF0654_01620
ERR1913221.1223983__1.1223983	45851__D4S0D7__BUTYVIB_01556
ERR1913221.1223940__1.1223940	88431__A6BDF9__ERS852573_01553
ERR1913221.1224023__1.1224023	39491__A0A396FMT0__EUBREC_3020
ERR1913221.1224175__1.1224175	45851__D4RZD5__BUTYVIB_01201
ERR1913221.1224278__1.1224278	552398__F4XCQ4__HMPREF0866_01621
ERR1913221.1224288__1.1224288	100886__E2NSF9__rpoB
ERR1913221.1224322__1.1224322	1262760__R5LMK7__BN758_00632
ERR1913221.1224493__1.1224493	45851__D4RZK8__BUTYVIB_01274
ERR1913221.1224526__1.1224526	39485__C4Z355__ERS852490_01971
ERR1913221.1224654__1.1224654	39486__R6SAM5__DXD50_06550
ERR1913221.1224744__1.1224744	1262825__R5EE92__BN724_00743
ERR1913221.1224781__1.1224781	39485__A0A174Z2N7__EUBELI_02062
ERR1913221.1224954__1.1224954	33043__A0A174EI47__inlJ
ERR1913221.1225203__1.1225203	45851__D4S069__spoIVA
ERR1913221.1225274__1.1225274	821__A0A174V2F3__NCTC10583_01474
ERR1913221.1225567__1.1225567	1262825__R5E1G0__BN724_01308
ERR1913221.1225583__1.1225583	1262882__R5MYP2__BN519_00435
ERR1913221.1225642__1.1225642	45851__R5LRK0__BUTYVIB_00520
ERR1913221.1225677__1.1225677	820__A7VAR9__ERS852421_00197
ERR1913221.1226302__1.1226302	1262882__R5MSX6__BN519_01697
ERR1913221.1226340__1.1226340	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913221.1226658__1.1226658	131111__A0A0E9FXJ0__CYJ25_02070
ERR1913221.1226779__1.1226779	1262882__R5MLP5__BN519_01602
ERR1913221.1226811__1.1226811	165179__A0A3E5ED28__PREVCOP_06655
ERR1913221.1226937__1.1226937	1262882__R5MJ49__BN519_01124
ERR1913221.1227116__1.1227116	165179__A0A3E5DRF6__DXC61_00200
ERR1913221.1227199__1.1227199	39491__A0A395ZHW3__ERS852417_01359
ERR1913221.1227288__1.1227288	1262760__R5LFS9__BN758_01687
ERR1913221.1227762__1.1227762	45851__D4S141__BHV86_05760
ERR1913221.1227939__1.1227939	1262825__R5EK39__BN724_02341
ERR1913221.1228318__1.1228318	28052__R5HJU0__ERS852451_00148
ERR1913221.1228382__1.1228382	1262930__R5ZZX8__BN693_02128
ERR1913221.1228409__1.1228409	1262825__R5EHM5__BN724_01843
ERR1913221.1228480__1.1228480	33043__A0A173RQ80__ERS852445_02211
ERR1913221.1228586__1.1228586	45851__D4RZF4__BUTYVIB_01220
ERR1913221.1228635__1.1228635	39485__R5ZT06__EUBELI_20526
ERR1913221.1228639__1.1228639	1262961__R6DM71__BN710_01823
ERR1913221.1228670__1.1228670	1263107__GCA_000436995.1_00240
ERR1913221.1228803__1.1228803	39485__A0A1Q6PGI7__pehX_3
ERR1913221.1228787__1.1228787	1262945__R6YMA9__BN600_01273
ERR1913221.1229105__1.1229105	45851__D4RWS6__BHV86_06350
ERR1913221.1229083__1.1229083	371601__F7LHU5__B5E52_04280
ERR1913221.1229377__1.1229377	1655__J3F3A4__CYJ18_12705
ERR1913221.1229478__1.1229478	88431__A0A174EMW0__thiD_1
ERR1913221.1229485__1.1229485	45851__D4S2U9__BHV86_05685
ERR1913221.1229657__1.1229657	165179__A0A174W369__PREVCOP_04548
ERR1913221.1230254__1.1230254	1262882__R5MMD8__BN519_01576
ERR1913221.1230264__1.1230264	166486__D4KX83__ERS852572_01103
ERR1913221.1230562__1.1230562	39485__C4Z6J9__ERS852492_02049
ERR1913221.1230756__1.1230756	45851__D4RYD2__BUTYVIB_00837
ERR1913221.1230841__1.1230841	45851__D4RWC5__BHV86_07005
ERR1913221.1231063__1.1231063	39485__R5ZRT8__gmr_6
ERR1913221.1231185__1.1231185	821__U6RDC2__DXD46_15675
ERR1913221.1231312__1.1231312	39485__A0A174Z851__cdaR_1
ERR1913221.1231314__1.1231314	1262825__R5E8W5__BN724_02207
ERR1913221.1231393__1.1231393	1262945__R6YHY2__BN600_01802
ERR1913221.1231349__1.1231349	165179__D1P9T6__PREVCOP_04016
ERR1913221.1231443__1.1231443	45851__D4RWI2__BHV86_07325
ERR1913221.1231480__1.1231480	1262882__R5MIC9__BN519_00834
ERR1913221.1231483__1.1231483	821__U6RDC2__DXD46_15675
ERR1913221.1231795__1.1231795	165179__A0A3E5E7D5__PREVCOP_03928
