ERR1913040.45__1.45	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913040.1100097__1.1100097	39491__A0A3E4E7C5__DXB69_03255
ERR1913040.1100188__1.1100188	821__A0A0P0L8F8__ERS852509_03705
ERR1913040.1100236__1.1100236	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1100301__1.1100301	1263044__GCA_000433375.1_01436
ERR1913040.1100285__1.1100285	2293125__A0A374BLR6__DW917_15555
ERR1913040.1100345__1.1100345	39488__A0A374NJ86__mltG
ERR1913040.1100482__1.1100482	1262924__R7HLJ5__BN585_01491
ERR1913040.1100492__1.1100492	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1100526__1.1100526	1262924__R7HQB7__BN585_02057
ERR1913040.1100659__1.1100659	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1100682__1.1100682	487173__H1D2K8__HMPREF9453_01846
ERR1913040.1100807__1.1100807	310298__B3JGJ2__BACCOP_00994
ERR1913040.1100872__1.1100872	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1101050__1.1101050	28117__B0MWZ9__ALIPUT_01735
ERR1913040.1101225__1.1101225	165179__A0A3E5DV57__DXB80_11400
ERR1913040.1101276__1.1101276	820__A0A174CK74__DXB48_07060
ERR1913040.1101340__1.1101340	1262924__R7HQL9__BN585_00607
ERR1913040.1101375__1.1101375	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1101657__1.1101657	39491__D6E558__DXB69_00810
ERR1913040.1101693__1.1101693	204516__U6RJY4__HMPREF1534_01494
ERR1913040.1101706__1.1101706	28117__B0MSQ3__ALIPUT_00347
ERR1913040.1101834__1.1101834	310298__B3JMZ2__BACCOP_03297
ERR1913040.1101854__1.1101854	820__A0A3E4G826__C801_01612
ERR1913040.1101919__1.1101919	39485__A0A174Z8V5__fliU_2
ERR1913040.1101944__1.1101944	204516__U6R9L2__HMPREF1534_03110
ERR1913040.1101991__1.1101991	165179__D1PGU8__PREVCOP_06463
ERR1913040.1101966__1.1101966	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1102090__1.1102090	165179__A0A174IPI3__CFT61_10940
ERR1913040.1102133__1.1102133	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.1102143__1.1102143	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1102155__1.1102155	39485__R5ZSH7__EUBELI_00953
ERR1913040.1102228__1.1102228	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1102271__1.1102271	1343__E3CNF4__comA
ERR1913040.1102399__1.1102399	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1102555__1.1102555	39485__R5ZNG4__yerB
ERR1913040.1102623__1.1102623	204516__U6REI9__HMPREF1534_02357
ERR1913040.1102796__1.1102796	39491__A0A395ZHW9__DXC13_02590
ERR1913040.1102812__1.1102812	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1102752__1.1102752	204516__U6RFB2__HMPREF1534_01733
ERR1913040.1102755__1.1102755	649756__D4MVE0__HMPREF0369_02014
ERR1913040.1102894__1.1102894	1262924__R7HPU8__BN585_00010
ERR1913040.1102921__1.1102921	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1102933__1.1102933	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1103034__1.1103034	216816__A0A396FVC5__BL71B_00290
ERR1913040.1103015__1.1103015	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1103163__1.1103163	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1103291__1.1103291	116085__D4J8Q6__DW747_08735
ERR1913040.1103341__1.1103341	39485__A0A174YMD0__EUBELI_01093
ERR1913040.1103427__1.1103427	820__A0A3E4WA06__ERS852554_03404
ERR1913040.1103430__1.1103430	39491__R6TQ09__DXC13_03010
ERR1913040.1103440__1.1103440	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1103630__1.1103630	28117__B0MWX3__BHV66_03010
ERR1913040.1103755__1.1103755	820__A0A078STJ8__DXC68_04690
ERR1913040.1103774__1.1103774	410072__A0A173SHF2__COPCOM_03201
ERR1913040.1103821__1.1103821	165179__A0A3E4SID1__DXB80_01945
ERR1913040.1103822__1.1103822	165179__A0A3E4SID1__DXB80_01945
ERR1913040.1103825__1.1103825	487174__K0XL60__DDY40_11760
ERR1913040.1103848__1.1103848	1262924__R7HRE7__BN585_00055
ERR1913040.1103870__1.1103870	165179__D1PHC0__PREVCOP_06640
ERR1913040.1104002__1.1104002	165179__A0A174IPI3__CFT61_10940
ERR1913040.1104050__1.1104050	487173__H1D3C1__HMPREF9453_02109
ERR1913040.1104060__1.1104060	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1104069__1.1104069	853__A0A2A7B1Y7__C7K05_11930
ERR1913040.1104133__1.1104133	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1104147__1.1104147	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1104194__1.1104194	1262739__R6MZI8__BN659_01574
ERR1913040.1104388__1.1104388	487173__H1D020__HMPREF9453_00958
ERR1913040.1104402__1.1104402	1262924__R7HQV3__BN585_00017
ERR1913040.1104494__1.1104494	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1104557__1.1104557	165179__A0A174SA26__PREVCOP_05758
ERR1913040.1104613__1.1104613	1262989__R6Y0N3__BN815_01196
ERR1913040.1104639__1.1104639	310298__B3JED9__BACCOP_00230
ERR1913040.1104693__1.1104693	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1104696__1.1104696	487174__K0WTV8__DIT83_04385
ERR1913040.1104769__1.1104769	310298__B3JNH3__BACCOP_03486
ERR1913040.1104784__1.1104784	1262924__R7HKZ9__BN585_01304
ERR1913040.1104788__1.1104788	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1104938__1.1104938	853__A0A2A7B1Y7__C7K05_11930
ERR1913040.1104984__1.1104984	165179__A0A174SA26__PREVCOP_05758
ERR1913040.1105185__1.1105185	39485__C4Z0R8__EUBELI_01181
ERR1913040.1105324__1.1105324	853__A0A3E2V168__FAEPRAM212_00929
ERR1913040.1105348__1.1105348	33038__A0A2N5NUB0__CCY17_12840
ERR1913040.1105387__1.1105387	820__A0A3E4XM43__DXC91_13960
ERR1913040.1105419__1.1105419	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.1105511__1.1105511	40518__R5E6X1__DXD83_01720
ERR1913040.1105634__1.1105634	310298__B3JK97__BACCOP_02326
ERR1913040.1105704__1.1105704	39491__A0A395V5R3__EUBREC_1883
ERR1913040.1105756__1.1105756	39485__A0A174ZBJ8__speA_2
ERR1913040.1105873__1.1105873	1262924__R7HU74__BN585_00690
ERR1913040.1106108__1.1106108	204516__U6R7Y8__HMPREF1534_03942
ERR1913040.1106196__1.1106196	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1106222__1.1106222	2293125__A0A374BLR6__DW917_15555
ERR1913040.1106254__1.1106254	28118__F9Z8E3__SAMEA44545918_03282
ERR1913040.1106553__1.1106553	2293125__A0A374BLR6__DW917_15555
ERR1913040.1106575__1.1106575	165179__D1PCL6__DXB80_13435
ERR1913040.1106582__1.1106582	39491__C4ZCH3__EUR_17560
ERR1913040.1106604__1.1106604	28116__A0A395W0G7__NCTC11153_02716
ERR1913040.1106621__1.1106621	853__A0A173TAZ8__DWZ46_14590
ERR1913040.1106651__1.1106651	410072__A0A174HCW3__ERS852574_00529
ERR1913040.1106669__1.1106669	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1106675__1.1106675	1262743__R5C054__BN727_01980
ERR1913040.1106775__1.1106775	28116__F7M1Q5__CUY_1584
ERR1913040.1106796__1.1106796	820__R9HP61__DXC91_01090
ERR1913040.1106820__1.1106820	204516__U6RFU0__HMPREF1534_02545
ERR1913040.1106826__1.1106826	853__A0A173XRA8__CGS56_09290
ERR1913040.1107086__1.1107086	204516__U6R838__HMPREF1534_03867
ERR1913040.1107093__1.1107093	1262913__R7JJ21__BN646_02190
ERR1913040.1107148__1.1107148	39492__D4JU81__xseA
ERR1913040.1107311__1.1107311	410072__A0A173U3R3__COPCOM_01404
ERR1913040.1107439__1.1107439	165179__R6PU83__CFT61_14275
ERR1913040.1107464__1.1107464	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1107467__1.1107467	820__A0A1T4IY71__HMPREF2141_02402
ERR1913040.1107546__1.1107546	165179__A0A229I3Z6__PREVCOP_03666
ERR1913040.1107671__1.1107671	310298__B3JJX9__BACCOP_02203
ERR1913040.1107876__1.1107876	39491__A0A395ZHW9__DXC13_02590
ERR1913040.1107897__1.1107897	165179__A0A174SA26__PREVCOP_05758
ERR1913040.1108037__1.1108037	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1108057__1.1108057	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1108065__1.1108065	28117__B0MT84__ALIPUT_00402
ERR1913040.1108184__1.1108184	410072__C0BC63__ERS852525_02815
ERR1913040.1108295__1.1108295	853__A0A173RZ39__C4N22_01650
ERR1913040.1108437__1.1108437	310298__B3JK97__BACCOP_02326
ERR1913040.1108601__1.1108601	204516__U6R7Y8__HMPREF1534_03942
ERR1913040.1108663__1.1108663	39485__R6A1W2__ERS852490_01584
ERR1913040.1108705__1.1108705	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1108853__1.1108853	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1109081__1.1109081	820__A0A3E4WCX3__C801_02709
ERR1913040.1109094__1.1109094	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913040.1109123__1.1109123	1628085__A0A396MQV4__C7386_1213
ERR1913040.1109128__1.1109128	820__A0A139K5A6__DXB48_12175
ERR1913040.1109161__1.1109161	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1109168__1.1109168	410072__R6LD64__ERS852525_02440
ERR1913040.1109398__1.1109398	165179__D1PHM6__DXC61_06700
ERR1913040.1109432__1.1109432	261299__A0A1T4UIM9__CLOBAR_02115
ERR1913040.1109472__1.1109472	204516__U6R9H3__HMPREF1534_03348
ERR1913040.1109635__1.1109635	310298__B3JJX9__BACCOP_02203
ERR1913040.1109636__1.1109636	39485__C4Z0G6__spoIVB
ERR1913040.1109649__1.1109649	39485__A0A174YSS6__trxB_2
ERR1913040.1109996__1.1109996	853__A0A3E2V168__FAEPRAM212_00929
ERR1913040.1110034__1.1110034	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.1110060__1.1110060	371601__A0A1H4AKU1__BXY_45200
ERR1913040.1110506__1.1110506	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1110507__1.1110507	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1110613__1.1110613	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1110722__1.1110722	39488__C0EZ49__ERS852578_00234
ERR1913040.1110729__1.1110729	39485__A0A174YMM2__ERS852490_01019
ERR1913040.1110758__1.1110758	39491__A0A396FNP1__DXD95_06025
ERR1913040.1110882__1.1110882	410072__A0A173S248__ERS852525_02992
ERR1913040.1110913__1.1110913	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1110922__1.1110922	39492__D4JUY6__ERS852540_01913
ERR1913040.1110992__1.1110992	28117__B0MST6__BHV66_06090
ERR1913040.1111010__1.1111010	165179__A0A174IPI3__CFT61_10940
ERR1913040.1111024__1.1111024	39491__A0A0M6WWT1__dus_2
ERR1913040.1111045__1.1111045	28117__B0MXW9__ALIPUT_01981
ERR1913040.1111163__1.1111163	165179__W1I4H6__DXB80_13655
ERR1913040.1111178__1.1111178	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1111343__1.1111343	204516__U6R838__HMPREF1534_03867
ERR1913040.1111399__1.1111399	487173__H1CY24__HMPREF9453_00262
ERR1913040.1111423__1.1111423	28116__A0A139KS89__HMPREF2532_04387
ERR1913040.1111766__1.1111766	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1111792__1.1111792	1262924__R7HU74__BN585_00690
ERR1913040.1111852__1.1111852	28116__A0A078Q626__HMPREF1070_02735
ERR1913040.1111884__1.1111884	28116__A0A078Q7C2__DHW41_14520
ERR1913040.1112063__1.1112063	853__A0A173XRA8__CGS56_09290
ERR1913040.1112071__1.1112071	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1112081__1.1112081	821__A0A174NM17__lacZ_6
ERR1913040.1112088__1.1112088	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1112105__1.1112105	28117__B0MZ50__ALIPUT_02424
ERR1913040.1112137__1.1112137	165179__A0A3E5AGH1__DXB80_05820
ERR1913040.1112437__1.1112437	310298__B3JFK5__BACCOP_00655
ERR1913040.1112477__1.1112477	39491__A0A396FJJ9__DXB76_11995
ERR1913040.1112559__1.1112559	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1112660__1.1112660	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1112894__1.1112894	310298__B3JJX9__BACCOP_02203
ERR1913040.1112907__1.1112907	310298__B3JNH3__BACCOP_03486
ERR1913040.1112922__1.1112922	853__C7H7F5__DWZ46_01780
ERR1913040.1112952__1.1112952	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1113022__1.1113022	310298__B3JK49__BACCOP_02273
ERR1913040.1113054__1.1113054	40518__R5DTJ1__DXD86_03635
ERR1913040.1113129__1.1113129	165179__A0A229I4J4__proA
ERR1913040.1113136__1.1113136	165179__D1PER3__DXB80_11525
ERR1913040.1113139__1.1113139	360807__C0FVL1__ERS852392_00394
ERR1913040.1113176__1.1113176	310298__B3JFK6__BACCOP_00656
ERR1913040.1113222__1.1113222	1262992__R5D1X3__BN795_00176
ERR1913040.1113425__1.1113425	410072__A0A173YGR9__ERS852389_00952
ERR1913040.1113555__1.1113555	384638__B7ASI3__BACPEC_02038
ERR1913040.1113560__1.1113560	246796__GCA_002003685.1_02867
ERR1913040.1113568__1.1113568	487173__H1CY24__HMPREF9453_00262
ERR1913040.1113604__1.1113604	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1113629__1.1113629	39485__A0A174ZNW9__luxQ_1
ERR1913040.1113652__1.1113652	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1113719__1.1113719	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.1113863__1.1113863	39491__A0A396FQ67__DXB99_07505
ERR1913040.1113912__1.1113912	28118__F9Z5M1__NCTC10826_02946
ERR1913040.1113894__1.1113894	1232426__glmS_3
ERR1913040.1113980__1.1113980	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1114084__1.1114084	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913040.1114109__1.1114109	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1114360__1.1114360	165179__A0A3E5DY64__CFT61_10025
ERR1913040.1114496__1.1114496	33038__A0A2N5NUH9__CDL20_04330
ERR1913040.1114548__1.1114548	39485__C4Z390__EUBELI_01689
ERR1913040.1114614__1.1114614	39485__A0A174Z9M2__yhbU_1
ERR1913040.1114686__1.1114686	820__A0A174KKV6__DXC07_02635
ERR1913040.1114730__1.1114730	261299__B0ABD3__SAMN02745147_0596
ERR1913040.1114834__1.1114834	40518__R5DUW7__DXD83_02105
ERR1913040.1114871__1.1114871	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1114883__1.1114883	165179__D1PGU8__PREVCOP_06463
ERR1913040.1114914__1.1114914	28117__B0MUY3__BHV66_00515
ERR1913040.1114922__1.1114922	39485__C4Z5L2__ERS852490_00659
ERR1913040.1114952__1.1114952	39485__A0A174Z4K7__dosC_2
ERR1913040.1114990__1.1114990	39491__A0A395V5R3__EUBREC_1883
ERR1913040.1115020__1.1115020	40518__R5DS38__RBL236_00785
ERR1913040.1115075__1.1115075	310298__B3JFK5__BACCOP_00655
ERR1913040.1115079__1.1115079	28117__B0MT84__ALIPUT_00402
ERR1913040.1115115__1.1115115	1262924__R7HU74__BN585_00690
ERR1913040.1115185__1.1115185	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1115316__1.1115316	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1115362__1.1115362	39491__A0A395ZGE4__ERS852497_01269
ERR1913040.1115365__1.1115365	1262924__R7HPG6__BN585_00099
ERR1913040.1115418__1.1115418	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1115474__1.1115474	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.1115511__1.1115511	39491__C4ZAT2__ERE_28440
ERR1913040.1115518__1.1115518	28117__B0MTH2__ALIPUT_00061
ERR1913040.1115653__1.1115653	165179__R6C330__DXC61_04975
ERR1913040.1115763__1.1115763	1263107__GCA_000436995.1_00236
ERR1913040.1115779__1.1115779	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1115852__1.1115852	39491__C4ZAT2__ERE_28440
ERR1913040.1116007__1.1116007	357276__A0A076IS46__BACDOR_03265
ERR1913040.1116008__1.1116008	310298__B3JI31__BACCOP_01543
ERR1913040.1116044__1.1116044	39485__R5ZPP8__EUBELI_20334
ERR1913040.1116129__1.1116129	39491__A0A395V397__EUR_09960
ERR1913040.1116192__1.1116192	28117__B0MUY3__BHV66_00515
ERR1913040.1116231__1.1116231	39491__A0A396FJJ9__DXB76_11995
ERR1913040.1116311__1.1116311	47678__A5ZI88__BACCAC_02617
ERR1913040.1116369__1.1116369	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1116543__1.1116543	310298__B3JGJ2__BACCOP_00994
ERR1913040.1116572__1.1116572	165179__A0A229I4J4__proA
ERR1913040.1116639__1.1116639	39488__A0A173SK21__EUBHAL_00799
ERR1913040.1116727__1.1116727	165179__A0A174IPI3__CFT61_10940
ERR1913040.1116754__1.1116754	1150298__A0A174SLE6__mlc_1
ERR1913040.1116762__1.1116762	165179__D1PHC0__PREVCOP_06640
ERR1913040.1116805__1.1116805	39485__R5ZNS8__rsmG
ERR1913040.1116904__1.1116904	39485__C4Z0B2__EUBELI_01024
ERR1913040.1117045__1.1117045	853__A0A2A7AXC8__C4N21_14120
ERR1913040.1117124__1.1117124	310298__B3JF96__BACCOP_00544
ERR1913040.1117128__1.1117128	165179__A0A3E5A554__DXB80_13805
ERR1913040.1117158__1.1117158	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1117202__1.1117202	39485__A0A174ZA72__glgB_1
ERR1913040.1117228__1.1117228	47678__R5UFW6__ERS852558_01575
ERR1913040.1117277__1.1117277	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1117317__1.1117317	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1117330__1.1117330	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1117331__1.1117331	165179__A0A3E5AGH1__DXB80_05820
ERR1913040.1117467__1.1117467	39491__C4ZAT2__ERE_28440
ERR1913040.1117495__1.1117495	39485__A0A174Z7G5__EUBELI_01168
ERR1913040.1117510__1.1117510	47678__R5UGC2__ERS852494_02070
ERR1913040.1117550__1.1117550	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1117594__1.1117594	40518__R5DTG5__RBATCC27255_00890
ERR1913040.1117574__1.1117574	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913040.1117635__1.1117635	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1117758__1.1117758	1262924__R7HSF6__BN585_00844
ERR1913040.1117742__1.1117742	853__A0A2A7B1Y7__C7K05_11930
ERR1913040.1117775__1.1117775	1160721__W0U611__BHW50_08625
ERR1913040.1117779__1.1117779	165179__A0A3E5EB26__CFT61_02800
ERR1913040.1117843__1.1117843	556259__E5C816__BSGG_0563
ERR1913040.1117859__1.1117859	487173__H1CYJ4__HMPREF9453_00432
ERR1913040.1117862__1.1117862	74426__group_4851
ERR1913040.1117872__1.1117872	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1118213__1.1118213	310298__B3JH76__BACCOP_01230
ERR1913040.1118289__1.1118289	410072__A0A174PNM1__ERS852574_03155
ERR1913040.1118317__1.1118317	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1118495__1.1118495	310298__B3JJ24__BACCOP_01886
ERR1913040.1118500__1.1118500	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1118542__1.1118542	1262924__R7HQ14__BN585_00419
ERR1913040.1118543__1.1118543	820__A0A174CK74__DXB48_07060
ERR1913040.1118676__1.1118676	310298__B3JFS5__BACCOP_00726
ERR1913040.1118715__1.1118715	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1118785__1.1118785	40518__R5E426__DXD93_04485
ERR1913040.1118877__1.1118877	820__A0A396EUU8__luxQ_3
ERR1913040.1118867__1.1118867	28117__B0MU57__ALIPUT_00175
ERR1913040.1118841__1.1118841	820__A0A173WUD7__DXB48_08055
ERR1913040.1118943__1.1118943	1262913__R7JF62__BN646_02078
ERR1913040.1118971__1.1118971	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.1119093__1.1119093	47678__R5U7A9__C5Z00_03635
ERR1913040.1119275__1.1119275	40519__U2KI97__RUMCAL_02521
ERR1913040.1119573__1.1119573	39491__A0A395UWZ1__DXC13_02175
ERR1913040.1119581__1.1119581	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1119547__1.1119547	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1119568__1.1119568	40518__R5E2Z2__DXD93_09295
ERR1913040.1119740__1.1119740	1262929__R6EYU3__BN691_00676
ERR1913040.1119750__1.1119750	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1119791__1.1119791	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.1119864__1.1119864	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1119867__1.1119867	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1119924__1.1119924	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1120049__1.1120049	40518__R5DYU1__DXD86_01160
ERR1913040.1120075__1.1120075	39491__A0A396FGM9__fliU_1
ERR1913040.1120277__1.1120277	39491__C4Z9K7__EUBREC_0050
ERR1913040.1120304__1.1120304	261299__R5X7G3__yhhT_1
ERR1913040.1120372__1.1120372	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1120524__1.1120524	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1120609__1.1120609	310298__B3JMG0__BACCOP_03099
ERR1913040.1120784__1.1120784	853__A0A173T751__C4N24_10280
ERR1913040.1120786__1.1120786	39485__A0A174Z7G5__EUBELI_01168
ERR1913040.1120896__1.1120896	28117__B0MSS1__ALIPUT_00273
ERR1913040.1121206__1.1121206	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1121213__1.1121213	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1121282__1.1121282	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1121288__1.1121288	28118__R6F7J8__Odosp_3206
ERR1913040.1121322__1.1121322	1262911__R6GUQ4__BN557_01581
ERR1913040.1121344__1.1121344	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1121348__1.1121348	1262924__R7HU74__BN585_00690
ERR1913040.1121476__1.1121476	28117__R7JN92__BHV66_00550
ERR1913040.1121559__1.1121559	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1121603__1.1121603	40520__A0A3E5EH57__ERS852533_00253
ERR1913040.1121631__1.1121631	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1121703__1.1121703	310298__B3JFK5__BACCOP_00655
ERR1913040.1121747__1.1121747	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1121817__1.1121817	216816__A0A0A6VML2__DD678_06965
ERR1913040.1122002__1.1122002	310298__B3JGJ2__BACCOP_00994
ERR1913040.1122063__1.1122063	1160721__R6TBX7__BHW50_00205
ERR1913040.1122022__1.1122022	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.1122195__1.1122195	1263107__GCA_000436995.1_00134
ERR1913040.1122206__1.1122206	151539__GeneID:920458
ERR1913040.1122289__1.1122289	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1122311__1.1122311	1308__A0A2S4DZ34__DID82_04655
ERR1913040.1122353__1.1122353	1297617__A0A2U1BIX9__C7373_106132
ERR1913040.1122388__1.1122388	165179__A0A3E5DY64__CFT61_10025
ERR1913040.1122515__1.1122515	39488__A0A173U8N3__yhbU_1
ERR1913040.1122611__1.1122611	821__A0A396F9T7__M097_3427
ERR1913040.1122672__1.1122672	1262924__R7HQB3__BN585_00435
ERR1913040.1122645__1.1122645	310298__B3JQD7__BACCOP_04095
ERR1913040.1122692__1.1122692	204516__U6RNF5__HMPREF1534_00381
ERR1913040.1122704__1.1122704	1323__A0A380LPE6__DXC78_08370
ERR1913040.1122775__1.1122775	853__A0A173TAZ8__DWZ46_14590
ERR1913040.1122949__1.1122949	310298__B3JFK5__BACCOP_00655
ERR1913040.1123001__1.1123001	39491__A0A396FUZ3__phoR_1
ERR1913040.1123110__1.1123110	1262924__R7HQL9__BN585_00607
ERR1913040.1123090__1.1123090	165179__A0A3E5AER8__DXB80_07075
ERR1913040.1123148__1.1123148	1262989__R6YIU2__BN815_00274
ERR1913040.1123181__1.1123181	552398__T5S086__HMPREF0866_01580
ERR1913040.1123550__1.1123550	165179__D1PER3__DXB80_11525
ERR1913040.1123713__1.1123713	310298__B3JNH3__BACCOP_03486
ERR1913040.1123763__1.1123763	39485__A0A174YRS0__ERS852492_00307
ERR1913040.1123744__1.1123744	216816__A0A396FRQ5__DD678_01245
ERR1913040.1123933__1.1123933	371601__D4WBK5__BN891_3970
ERR1913040.1123978__1.1123978	29361__B6FKH5__CLONEX_00621
ERR1913040.1124018__1.1124018	39491__D4JIB6__ERS852417_01685
ERR1913040.1124069__1.1124069	28116__D7J6B1__B5F02_07870
ERR1913040.1124072__1.1124072	487173__H1D020__HMPREF9453_00958
ERR1913040.1124128__1.1124128	39491__A0A396FUZ3__phoR_1
ERR1913040.1124175__1.1124175	40518__R5E2F3__artQ
ERR1913040.1124386__1.1124386	820__A0A174VD39__DXD90_12235
ERR1913040.1124553__1.1124553	204516__U6R838__HMPREF1534_03867
ERR1913040.1124562__1.1124562	33039__R6P284__spoIIIE
ERR1913040.1124576__1.1124576	28117__B0MUX7__ALIPUT_00918
ERR1913040.1124716__1.1124716	853__A0A173T6P2__DWZ46_14595
ERR1913040.1124768__1.1124768	39485__C4Z0R8__EUBELI_01181
ERR1913040.1124761__1.1124761	28116__A0A139LD88__CUY_2408
ERR1913040.1124878__1.1124878	310298__B3JK99__BACCOP_02328
ERR1913040.1124965__1.1124965	39485__C4Z5L9__ERS852490_00668
ERR1913040.1125011__1.1125011	28116__A0A1G8P076__AA414_01051
ERR1913040.1125099__1.1125099	39491__A0A396FBR6__DXC13_08575
ERR1913040.1125124__1.1125124	39491__A0A395V0H3__ERS852417_01192
