ERR1913022.106__1.106	454154__G5SMG6__HMPREF9441_00541
ERR1913022.2849471__1.2849471	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913022.2849503__1.2849503	821__A0A174NM17__lacZ_6
ERR1913022.2849735__1.2849735	1343__E8KTR1__HMPREF9425_0493
ERR1913022.2849740__1.2849740	820__A0A139KHX1__HMPREF2141_00289
ERR1913022.2849998__1.2849998	47678__R5U2W6__CGC64_03455
ERR1913022.2850226__1.2850226	35833__E5Y6S3__HMPREF0179_01886
ERR1913022.2850213__1.2850213	820__A0A139K4W5__HMPREF2141_02394
ERR1913022.2850214__1.2850214	1262988__R7N3R7__BN816_01427
ERR1913022.2850375__1.2850375	410072__A0A3E4GRE0__DXD67_07105
ERR1913022.2850433__1.2850433	821__E5UY21__C800_02204
ERR1913022.2850496__1.2850496	33043__A0A174H1Y6__ERS852575_02698
ERR1913022.2850501__1.2850501	487174__K0WV13__DIT83_10890
ERR1913022.2850723__1.2850723	1262886__R6QJR0__BN563_01268
ERR1913022.2850663__1.2850663	1262935__R5GQA8__BN773_00915
ERR1913022.2850749__1.2850749	246787__A0A0P0GNX3__BACCELL_00807
ERR1913022.2851195__1.2851195	165179__A0A229I3Z6__PREVCOP_03666
ERR1913022.2851257__1.2851257	1262736__R5Y6X9__BN496_00558
ERR1913022.2851511__1.2851511	77917__A0A2P8EHG9__NCTC13121_01886
ERR1913022.2851544__1.2851544	204516__U6R921__HMPREF1534_03932
ERR1913022.2851582__1.2851582	39492__B0MP07__ERS852540_02083
ERR1913022.2852068__1.2852068	1262825__R5E5W0__BN724_01760
ERR1913022.2852108__1.2852108	820__A0A174A6K0__M093_0079
ERR1913022.2852279__1.2852279	820__A0A139K8N1__ERS852554_00951
ERR1913022.2852362__1.2852362	820__A0A374MXK3__HMPREF1072_00166
ERR1913022.2852739__1.2852739	2293125__A0A374CJZ2__DW917_00735
ERR1913022.2852807__1.2852807	821__A0A395VIK7__BVU_1225
ERR1913022.2853175__1.2853175	1262889__R7HAH9__BN634_01158
ERR1913022.2853219__1.2853219	357276__B6W1Y5__IY41_11405
ERR1913022.2853444__1.2853444	2293125__A0A374BSW4__DW917_13420
ERR1913022.2853688__1.2853688	357276__B6W1Y5__IY41_11405
ERR1913022.2853764__1.2853764	165179__A0A3E5EA43__DXC61_07775
ERR1913022.2853785__1.2853785	204516__U6RNE3__HMPREF1534_00331
ERR1913022.2853929__1.2853929	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913022.2854150__1.2854150	487174__K0WWY0__DIT83_10195
ERR1913022.2854168__1.2854168	821__A0A174NVL6__NCTC10583_01782
ERR1913022.2854207__1.2854207	454155__F3QUP7__HMPREF9442_01920
ERR1913022.2854545__1.2854545	35833__E5YB58__HMPREF0179_03431
ERR1913022.2854571__1.2854571	1263006__R6LVB9__BN515_01765
ERR1913022.2854819__1.2854819	357276__I9QBT7__BSEG_03340
ERR1913022.2854832__1.2854832	820__A0A3E4FZM1__adaA_2
ERR1913022.2855050__1.2855050	418240__C6J7Z2__ERS852478_01924
ERR1913022.2855051__1.2855051	1150298__A0A174EM68__ERS852406_01867
ERR1913022.2855169__1.2855169	357276__D1K3K9__EL88_23995
ERR1913022.2855403__1.2855403	189722__E0NQU7__HMPREF0658_0548
ERR1913022.2855539__1.2855539	821__A6L0C7__ERS852556_03520
ERR1913022.2855686__1.2855686	357276__I8VN30__HMPREF1065_03051
ERR1913022.2855730__1.2855730	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913022.2855736__1.2855736	544644__GCA_001915615.1_02239
ERR1913022.2855710__1.2855710	291644__I9HC81__HMPREF1071_04032
ERR1913022.2855716__1.2855716	357276__I8WPR6__EL88_06675
ERR1913022.2855769__1.2855769	166486__D4L1P3__ERS852572_00760
ERR1913022.2856224__1.2856224	28111__E5X333__NCTC11155_03016
ERR1913022.2856239__1.2856239	357276__I9QWD4__DXD47_15075
ERR1913022.2856329__1.2856329	46228__V8CAH7__HMPREF1202_00795
ERR1913022.2856478__1.2856478	28111__R5K5X6__NCTC11155_02508
ERR1913022.2856571__1.2856571	1501391__GCA_000786575.1_00144
ERR1913022.2856585__1.2856585	853__A0A173T6P2__DWZ46_14595
ERR1913022.2856698__1.2856698	39492__R6SPM9__pheT
ERR1913022.2856962__1.2856962	338188__A0A174ETX3__ERS852397_01955
ERR1913022.2856978__1.2856978	1262744__R6FST0__BN744_00381
ERR1913022.2856999__1.2856999	1262886__R6QA85__BN563_00826
ERR1913022.2857003__1.2857003	357276__A0A076ITU4__EL88_22160
ERR1913022.2857171__1.2857171	291644__R5JS80__HMPREF1532_00848
ERR1913022.2857200__1.2857200	28117__B0MZ50__ALIPUT_02424
ERR1913022.2857319__1.2857319	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913022.2857343__1.2857343	1735__B7C799__EUBIFOR_00046
ERR1913022.2857323__1.2857323	1501391__GCA_000786575.1_00071
ERR1913022.2857532__1.2857532	1628085__A0A2U1BFW2__C7386_10288
ERR1913022.2857958__1.2857958	820__A0A174FUF0__HMPREF1073_03308
ERR1913022.2857995__1.2857995	1262935__R5GDU9__BN773_01301
ERR1913022.2858211__1.2858211	1262935__R5GH71__BN773_01017
ERR1913022.2858344__1.2858344	46228__B5CPY3__DXD17_03535
ERR1913022.2858437__1.2858437	384638__B7APR1__BACPEC_00667
ERR1913022.2858438__1.2858438	384638__B7APR1__BACPEC_00667
ERR1913022.2858536__1.2858536	291644__R5JQ82__HMPREF1532_01183
ERR1913022.2858694__1.2858694	823__A0A078SYK6__DXB14_02485
ERR1913022.2858727__1.2858727	39491__A0A396FQV7__T1815_10751
ERR1913022.2858787__1.2858787	357276__A0A076IYE6__IY41_04275
ERR1913022.2858902__1.2858902	371601__I9UNH8__SAMN04487924_12147
ERR1913022.2859194__1.2859194	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913022.2859182__1.2859182	821__E5UY21__C800_02204
ERR1913022.2859348__1.2859348	291644__I9TBY1__HMPREF1532_01991
ERR1913022.2859429__1.2859429	46228__V8BL81__DXD17_11825
ERR1913022.2860066__1.2860066	291644__R5JG91__HMPREF1532_01961
ERR1913022.2860571__1.2860571	357276__I9FTR0__HMPREF1065_02861
ERR1913022.2860705__1.2860705	46506__R6B8Z4__SAMN05444283_11711
ERR1913022.2860854__1.2860854	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913022.2860922__1.2860922	1262825__R5E090__BN724_01145
ERR1913022.2860982__1.2860982	418240__C6JFI6__ERS852523_01129
ERR1913022.2861042__1.2861042	357276__A0A076IRZ5__BACDOR_00630
ERR1913022.2861066__1.2861066	487174__K0WZU9__HMPREF9448_01159
ERR1913022.2861200__1.2861200	1263000__R5EXT3__BN466_02213
ERR1913022.2861272__1.2861272	1262886__R6Q7L1__BN563_00804
ERR1913022.2861301__1.2861301	1897011__A0A1Q6RG93__BHW41_02645
ERR1913022.2861458__1.2861458	821__A0A174NM17__lacZ_6
ERR1913022.2861541__1.2861541	821__A0A395UNT8__DXD64_15275
ERR1913022.2861780__1.2861780	204516__U6RFV1__HMPREF1534_02560
ERR1913022.2861807__1.2861807	46228__V8BSF0__RUMLAC_01943
ERR1913022.2861810__1.2861810	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.2861995__1.2861995	1262911__R6H0U7__BN557_01104
ERR1913022.2862154__1.2862154	2108523__A0A2P2F7Y8__LAWASA_2127
ERR1913022.2862210__1.2862210	818__Q8A3I3__HMPREF2534_00068
ERR1913022.2862409__1.2862409	204516__U6RDD8__HMPREF1534_02559
ERR1913022.2862725__1.2862725	1262889__R7HB16__BN634_02255
ERR1913022.2862729__1.2862729	39492__D4JR08__ERS852540_02467
ERR1913022.2862875__1.2862875	357276__B6VYT9__HMPREF1063_05030
ERR1913022.2863059__1.2863059	165179__A0A3E5EAM5__DXC61_07785
ERR1913022.2863141__1.2863141	46503__R6Y9P8__evgS_3
ERR1913022.2863164__1.2863164	39491__A0A395ZHV7__ykvU
ERR1913022.2863287__1.2863287	338188__A0A174ETX3__ERS852397_01955
ERR1913022.2863429__1.2863429	246787__A0A120A560__BACCELL_01375
ERR1913022.2863591__1.2863591	28111__R5K5Y0__NCTC11155_03071
ERR1913022.2863715__1.2863715	291644__I9SJA4__ERS852428_03529
ERR1913022.2863810__1.2863810	821__A0A173XDD3__DXB82_17180
ERR1913022.2863868__1.2863868	2293125__A0A374C3L4__DW917_09100
ERR1913022.2864147__1.2864147	1262889__R7HF34__BN634_01261
ERR1913022.2864400__1.2864400	1262935__R5GU54__BN773_00232
ERR1913022.2864682__1.2864682	357276__I9G0T7__BACDOR_04266
ERR1913022.2864698__1.2864698	357276__B6W1Y5__IY41_11405
ERR1913022.2864764__1.2864764	487174__R5FN40__HMPREF9448_01366
ERR1913022.2864824__1.2864824	1262889__R7H960__BN634_00690
ERR1913022.2865112__1.2865112	39491__R6TQ09__DXC13_03010
ERR1913022.2865134__1.2865134	649756__D4MTY0__ERS852425_01535
ERR1913022.2865525__1.2865525	823__A0A173RD26__B5F32_03910
ERR1913022.2865528__1.2865528	1262958__R7H3S4__BN645_00399
ERR1913022.2865503__1.2865503	821__A0A174NM17__lacZ_6
ERR1913022.2865656__1.2865656	1628085__A0A396MGZ2__C7386_12111
ERR1913022.2865960__1.2865960	40518__R5E6X5__sbcD
ERR1913022.2865984__1.2865984	1262886__R6QRM1__BN563_01480
ERR1913022.2866157__1.2866157	821__A0A396F1N0__M099_1553
ERR1913022.2866249__1.2866249	818__Q8A335__HMPREF2534_01154
ERR1913022.2866544__1.2866544	649756__D4MUZ2__ERS852571_00392
ERR1913022.2866549__1.2866549	33039__A0A173VTT4__frdB_1
ERR1913022.2866588__1.2866588	820__R9I3N4__M093_0061
ERR1913022.2866622__1.2866622	166486__D4L082__yicI_5
ERR1913022.2866748__1.2866748	1262873__R6W6D9__BN605_02180
ERR1913022.2866776__1.2866776	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.2866780__1.2866780	39491__A0A396FUZ3__phoR_1
ERR1913022.2866896__1.2866896	1262886__R6QJF6__BN563_01169
ERR1913022.2867262__1.2867262	357276__B6VT86__IY41_22515
ERR1913022.2867722__1.2867722	357276__A0A076IN21__BSEG_03078
ERR1913022.2867882__1.2867882	371601__A0A174AP70__SAMN05216250_110105
ERR1913022.2868111__1.2868111	418240__A0A173XAN5__ERS852523_02751
ERR1913022.2868319__1.2868319	28117__B0MSS9__BHV66_06085
ERR1913022.2868357__1.2868357	823__A0A395Z0N9__DHW69_05890
ERR1913022.2868427__1.2868427	291644__I9ICQ4__HMPREF1532_00686
ERR1913022.2868772__1.2868772	1262889__R7H954__BN634_00680
ERR1913022.2868816__1.2868816	357276__I8WEY2__ABI39_04185
ERR1913022.2868895__1.2868895	823__A0A073I1X2__DXD05_18820
ERR1913022.2868981__1.2868981	40518__R5E6K5__speA
ERR1913022.2869172__1.2869172	821__A0A396F598__CUU_3259
ERR1913022.2869312__1.2869312	40518__R5DZ88__DXD93_06320
ERR1913022.2869422__1.2869422	47678__R5U8P0__DW706_15950
ERR1913022.2869780__1.2869780	165179__A0A3E5AAM8__DXB80_10240
ERR1913022.2870011__1.2870011	1263000__R5EFY3__BN466_01416
ERR1913022.2870085__1.2870085	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913022.2870134__1.2870134	487174__K0X455__HMPREF9448_00399
ERR1913022.2870197__1.2870197	821__A0A174JYD3__ERS852457_02610
ERR1913022.2870225__1.2870225	1262889__R7HD87__BN634_01680
ERR1913022.2870440__1.2870440	1262935__R5GG03__BN773_00437
ERR1913022.2870537__1.2870537	357276__A0A0K2HG61__BACDOR_02028
ERR1913022.2870609__1.2870609	147206__GCF_000156215.1_01387
ERR1913022.2870618__1.2870618	454154__G5SLP5__HMPREF9441_00264
ERR1913022.2870663__1.2870663	487174__K0WWT0__DIT83_10190
ERR1913022.2870701__1.2870701	821__A0A174WBC9__ERS852556_03145
ERR1913022.2870823__1.2870823	291644__R5JG66__ERS852428_01236
ERR1913022.2870929__1.2870929	706562__GCA_900112995.1_01419
ERR1913022.2871111__1.2871111	1897011__A0A1Q6RE77__BHW41_04655
ERR1913022.2871251__1.2871251	28111__R5JVV2__BACEGG_02950
ERR1913022.2871333__1.2871333	1262889__R7HAQ6__BN634_02130
ERR1913022.2871396__1.2871396	40518__R5DU52__RB5AMG_02245
ERR1913022.2871602__1.2871602	357276__B6VVS0__HMPREF1064_03951
ERR1913022.2871617__1.2871617	74426__rpoB
ERR1913022.2871672__1.2871672	556259__E5C6L5__BSGG_0298
ERR1913022.2871801__1.2871801	1262958__R7GY92__BN645_01668
ERR1913022.2872075__1.2872075	1262889__R7HAZ4__BN634_01288
ERR1913022.2872135__1.2872135	821__R9HFW2__DXD01_00365
ERR1913022.2872114__1.2872114	821__C6Z087__DXB90_00750
ERR1913022.2872185__1.2872185	39492__D4JU94__ispE
ERR1913022.2872221__1.2872221	46228__V8BQN5__RUMLAC_01272
ERR1913022.2872276__1.2872276	818__A0A3E5HN77__HMPREF2534_00072
ERR1913022.2872313__1.2872313	1262886__R6QAC3__BN563_01576
ERR1913022.2872361__1.2872361	1547597__A0A0C3RGP2__BA92_06610
ERR1913022.2872578__1.2872578	1262743__R5C054__BN727_01980
ERR1913022.2872860__1.2872860	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.2872959__1.2872959	166486__D4KX18__ROSINTL182_07596
ERR1913022.2873000__1.2873000	1262948__R7EHS8__BN671_01226
ERR1913022.2873020__1.2873020	40518__R5DU74__RBATCC27255_00707
ERR1913022.2873244__1.2873244	357276__A0A0K2HDP3__IY41_00705
ERR1913022.2873355__1.2873355	357276__A0A076IYG1__B5F95_22465
ERR1913022.2873433__1.2873433	357276__A0A076IS26__EL88_15950
ERR1913022.2873493__1.2873493	454155__F3QUP7__HMPREF9442_01920
ERR1913022.2873572__1.2873572	1262825__R5E7C9__BN724_01626
ERR1913022.2873716__1.2873716	301301__A0A395VA49__RHOM_13895
ERR1913022.2873782__1.2873782	821__A0A0P0L8F8__ERS852509_03705
ERR1913022.2873931__1.2873931	821__A0A3E4WAR6__DXD64_10735
ERR1913022.2873988__1.2873988	818__A0A396E023__ERS852430_02808
ERR1913022.2874099__1.2874099	454155__F3QYI2__HMPREF9442_03276
ERR1913022.2874152__1.2874152	291644__R5JR56__HMPREF1532_03512
ERR1913022.2874262__1.2874262	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913022.2874757__1.2874757	357276__A0A0K2HI25__DXD47_04465
ERR1913022.2874854__1.2874854	357276__A0A0K2HI25__DXD47_04465
ERR1913022.2874862__1.2874862	28111__E5WV85__BACEGG_02306
ERR1913022.2874880__1.2874880	1796613__A0A1C7GYD6__A4V03_03700
ERR1913022.2875145__1.2875145	818__A0A174N1L6__ERS852511_02039
ERR1913022.2875269__1.2875269	1262743__R5C054__BN727_01980
ERR1913022.2875424__1.2875424	1262825__R5EAZ3__BN724_00826
ERR1913022.2875468__1.2875468	40518__R5DUU8__DXD86_08440
ERR1913022.2875515__1.2875515	1262886__R6QJF6__BN563_01169
ERR1913022.2875516__1.2875516	820__A0A1Q6IDS8__chtA
ERR1913022.2875546__1.2875546	853__A0A329UEG4__CHR60_00585
ERR1913022.2875567__1.2875567	1262988__R7N7X7__BN816_00195
ERR1913022.2875646__1.2875646	1262911__R6H0U7__BN557_01104
ERR1913022.2875677__1.2875677	357276__A0A076IXE0__HMPREF1064_04364
ERR1913022.2875804__1.2875804	46506__R6B8Z4__SAMN05444283_11711
ERR1913022.2875928__1.2875928	1262935__R5GG37__BN773_00249
ERR1913022.2876020__1.2876020	357276__D1K3K9__EL88_23995
ERR1913022.2876058__1.2876058	1262942__R7R0D0__BN520_02420
ERR1913022.2876114__1.2876114	291644__R5JNF9__ERS852428_01840
ERR1913022.2876310__1.2876310	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913022.2876420__1.2876420	1262889__R7HEJ5__BN634_01091
ERR1913022.2876517__1.2876517	357276__U6R8F9__DXD47_04035
ERR1913022.2876520__1.2876520	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913022.2876523__1.2876523	357276__I9QBT7__BSEG_03340
ERR1913022.2876692__1.2876692	357276__B6W1J2__BACDOR_03380
ERR1913022.2876941__1.2876941	291644__I8YGW2__uvrY_2
ERR1913022.2876950__1.2876950	165179__A0A3E5DWZ6__DXC61_10880
ERR1913022.2876902__1.2876902	166486__D4KWL4__ROSINTL182_06052
ERR1913022.2877193__1.2877193	821__A0A174RA14__M099_1655
ERR1913022.2877156__1.2877156	39496__A5ZA25__EUBVEN_02572
ERR1913022.2877233__1.2877233	246787__R6LCL3__AA416_03522
ERR1913022.2877361__1.2877361	1262935__R5GGT6__BN773_00922
ERR1913022.2877390__1.2877390	487174__K0X3L3__DDY40_11345
ERR1913022.2877404__1.2877404	28111__E5WUE9__NCTC11155_01729
ERR1913022.2877432__1.2877432	28118__F9Z408__NCTC10826_01194
ERR1913022.2877610__1.2877610	371601__D0TKK2__BXY_21540
ERR1913022.2877739__1.2877739	28117__B0MSS1__ALIPUT_00273
ERR1913022.2877802__1.2877802	357276__I8WBQ9__HMPREF1065_03212
ERR1913022.2877947__1.2877947	487174__K0X6A4__HMPREF9448_00105
ERR1913022.2878024__1.2878024	46228__B5CPF2__RUMLAC_01345
ERR1913022.2878063__1.2878063	821__A0A174RA14__M099_1655
ERR1913022.2878092__1.2878092	1262889__R7HFS7__BN634_01527
ERR1913022.2878175__1.2878175	418240__A0A174NZX7__tagF_1
ERR1913022.2878478__1.2878478	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913022.2879072__1.2879072	1520815__A0A1I3K6R0__SAMN02910435_00571
ERR1913022.2879091__1.2879091	796942__H1HUA4__HMPREF9623_01174
ERR1913022.2879101__1.2879101	357276__A0A076ISJ4__B5F95_19420
ERR1913022.2879163__1.2879163	46228__V8BPD3__HMPREF1202_02498
ERR1913022.2879223__1.2879223	1262736__R5YCY9__BN496_00487
ERR1913022.2879320__1.2879320	371601__A0A1H4AKU1__BXY_45200
ERR1913022.2879432__1.2879432	1735__B7CDP2__carA
ERR1913022.2879507__1.2879507	47678__A5ZEP5__CGC64_03450
ERR1913022.2879560__1.2879560	820__A0A139JRS5__HMPREF1073_04025
ERR1913022.2879685__1.2879685	1897011__A0A1Q6RIF1__BHW41_00635
ERR1913022.2879721__1.2879721	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913022.2879914__1.2879914	1262945__R6YL13__BN600_00850
ERR1913022.2880034__1.2880034	357276__I9FU68__HMPREF1063_00557
ERR1913022.2880040__1.2880040	387661__B7B704__B5F96_16210
ERR1913022.2880154__1.2880154	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913022.2880392__1.2880392	820__A0A173WUD7__DXB48_08055
ERR1913022.2880527__1.2880527	1703337__A0A2U0U7Q7__C7379_11089
ERR1913022.2880559__1.2880559	46228__B5CPV4__DXD17_07415
ERR1913022.2880749__1.2880749	39492__A0A174ZHV5__msbA_2
ERR1913022.2880788__1.2880788	357276__B6W5Q7__DXD47_13945
ERR1913022.2880789__1.2880789	1318__E8K6L0__NCTC12854_01784
ERR1913022.2880790__1.2880790	204516__U6RFV1__HMPREF1534_02560
ERR1913022.2880801__1.2880801	454155__G5SRL5__HMPREF9442_00515
ERR1913022.2880894__1.2880894	39491__D6DXZ8__DXB72_15035
ERR1913022.2880923__1.2880923	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913022.2881137__1.2881137	820__R9I2U8__DXC68_09590
ERR1913022.2881343__1.2881343	487174__K0WTV8__DIT83_04385
ERR1913022.2881440__1.2881440	357276__I8WPR6__EL88_06675
ERR1913022.2881783__1.2881783	40518__R5E2F3__artQ
ERR1913022.2882002__1.2882002	821__A0A395UNT8__DXD64_15275
ERR1913022.2882177__1.2882177	28111__R5JPF7__BACEGG_02051
ERR1913022.2882265__1.2882265	820__A0A174F0C1__nreB
ERR1913022.2882466__1.2882466	39492__D4JWA3__ERS852540_01332
ERR1913022.2882532__1.2882532	310298__B3JQJ5__BACCOP_04231
ERR1913022.2882936__1.2882936	823__A0A174VHT1__DHP27_04775
ERR1913022.2883164__1.2883164	246787__A0A108T1Y3__fepA_8
ERR1913022.2883350__1.2883350	454155__F3QT57__HMPREF9442_01374
ERR1913022.2883876__1.2883876	1262935__R5GTF2__BN773_00142
ERR1913022.2883962__1.2883962	46228__V8C7M2__RUMLAC_01453
ERR1913022.2883994__1.2883994	291644__R5JG91__HMPREF1532_01961
ERR1913022.2884027__1.2884027	487174__K0WV63__DIT83_11035
ERR1913022.2884302__1.2884302	1897011__A0A1Q6RFK0__BHW41_03420
ERR1913022.2884330__1.2884330	1262825__R5EAZ3__BN724_00826
ERR1913022.2884375__1.2884375	291644__I9SJB6__HMPREF1532_04086
ERR1913022.2884418__1.2884418	357276__A0A0K2HDP3__IY41_00705
ERR1913022.2884467__1.2884467	454155__F3QQI3__HMPREF9442_00425
ERR1913022.2884475__1.2884475	46228__V8CE19__DXD17_01950
ERR1913022.2884555__1.2884555	357276__A0A0K2HDP3__IY41_00705
ERR1913022.2884647__1.2884647	2108523__A0A2P2F3I3__LAWASA_548
ERR1913022.2884690__1.2884690	165179__A0A3E5EAM5__DXC61_07785
ERR1913022.2884695__1.2884695	1262889__R7HAQ6__BN634_02130
ERR1913022.2884668__1.2884668	823__A0A395Z0N9__DHW69_05890
ERR1913022.2884985__1.2884985	246787__R6K756__HMPREF1062_01819
ERR1913022.2885122__1.2885122	1262889__R7HCL5__BN634_01590
ERR1913022.2885187__1.2885187	820__A0A139K4T0__ERS852510_03146
ERR1913022.2885249__1.2885249	357276__A0A076IRV2__BACDOR_02822
ERR1913022.2885420__1.2885420	40520__R7DCR4__DXB81_00490
ERR1913022.2885557__1.2885557	1262889__R7H7F9__BN634_02079
ERR1913022.2885721__1.2885721	204516__U6RDD8__HMPREF1534_02559
ERR1913022.2885884__1.2885884	165179__A0A3E5AER8__DXB80_07075
ERR1913022.2885950__1.2885950	28117__B0MTH2__ALIPUT_00061
ERR1913022.2886042__1.2886042	821__A0A3E4KIM1__M097_3660
ERR1913022.2886165__1.2886165	357276__A0A076IKP7__BACDOR_04239
ERR1913022.2886251__1.2886251	371601__D6CW80__CW1_2117
ERR1913022.2886360__1.2886360	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913022.2886397__1.2886397	46228__V8CCW7__DXD17_07330
ERR1913022.2886398__1.2886398	1262935__R5GUD0__BN773_00454
ERR1913022.2886924__1.2886924	39492__D4JVT0__EUBSIR_00059
ERR1913022.2886957__1.2886957	371601__D6D2M1__CW1_3199
ERR1913022.2887059__1.2887059	357276__A0A0M1W657__HMPREF1064_04629
ERR1913022.2887103__1.2887103	2293125__A0A374C5Y6__DW917_09105
ERR1913022.2887389__1.2887389	1262777__R5W6G8__BN512_00203
ERR1913022.2887398__1.2887398	46228__V8C8L7__RUMLAC_00949
ERR1913022.2887378__1.2887378	28139__A0A379MUK5__xerD_3
ERR1913022.2887486__1.2887486	39491__R6TNE2__LD38_07270
ERR1913022.2887533__1.2887533	357276__B6VYT9__HMPREF1063_05030
ERR1913022.2887581__1.2887581	454154__G5STF9__HMPREF9441_02662
ERR1913022.2887729__1.2887729	820__A0A174A6K0__M093_0079
ERR1913022.2887763__1.2887763	821__A0A3E4WAR6__DXD64_10735
ERR1913022.2887765__1.2887765	1262935__R5GIC8__BN773_01423
ERR1913022.2887749__1.2887749	28111__E5WUE9__NCTC11155_01729
ERR1913022.2887802__1.2887802	820__A0A3E4RUC4__DHU98_02635
ERR1913022.2887818__1.2887818	823__C7XA51__BDI_0499
ERR1913022.2887826__1.2887826	1261635__A0A1Q9J110__BIV16_13990
ERR1913022.2887987__1.2887987	39488__A0A173RXS4__ribF
ERR1913022.2888045__1.2888045	291644__I8Z4T0__ERS852428_03213
ERR1913022.2888124__1.2888124	1262889__R7HAE2__BN634_00423
ERR1913022.2888147__1.2888147	74426__group_4808
ERR1913022.2888227__1.2888227	1150298__A0A174SLE6__mlc_1
ERR1913022.2888391__1.2888391	204516__U6RAM4__HMPREF1534_03439
ERR1913022.2888427__1.2888427	165179__D1PHD6__DXC61_03380
ERR1913022.2888449__1.2888449	821__A0A174ALF2__BvMPK_3016
ERR1913022.2888556__1.2888556	39492__D4JU30__EUBSIR_00838
ERR1913022.2888678__1.2888678	46228__V8CGF0__HMPREF1202_00126
ERR1913022.2888652__1.2888652	1262958__R7GX75__BN645_01182
ERR1913022.2888711__1.2888711	165179__A0A3E5EAM5__DXC61_07785
ERR1913022.2888915__1.2888915	821__I9R3W6__DXC16_12455
ERR1913022.2888949__1.2888949	246787__A0A0P0FV02__AA416_03728
ERR1913022.2889554__1.2889554	371601__A0A395W6D8__BXY_21530
ERR1913022.2889587__1.2889587	46228__V8CA96__RUMLAC_01531
ERR1913022.2889826__1.2889826	371601__A0A395W6D8__BXY_21530
ERR1913022.2889835__1.2889835	487174__K0WRZ5__HMPREF9448_02826
ERR1913022.2889915__1.2889915	821__A0A174JYD3__ERS852457_02610
ERR1913022.2889926__1.2889926	1262935__R5GGB1__BN773_00342
ERR1913022.2890254__1.2890254	204516__U6R9H3__HMPREF1534_03348
ERR1913022.2890284__1.2890284	291644__R5JCI3__HMPREF1532_04074
ERR1913022.2890450__1.2890450	357276__I8WBQ9__HMPREF1065_03212
ERR1913022.2890852__1.2890852	2173__A0A1D2WU48__Msm_1454
ERR1913022.2890956__1.2890956	166486__D4L0G5__ROSINTL182_08176
ERR1913022.2890981__1.2890981	823__A6L930__DDY96_14995
ERR1913022.2891110__1.2891110	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913022.2891126__1.2891126	487174__R5EP60__DIT83_09045
ERR1913022.2891207__1.2891207	1628085__A0A1C6BMM1__C7386_11221
ERR1913022.2891286__1.2891286	1262889__R7HBH6__BN634_02400
ERR1913022.2891772__1.2891772	39492__D4JWI6__EUBSIR_01073
ERR1913022.2891845__1.2891845	39492__B0MM84__lgt
ERR1913022.2891937__1.2891937	291645__I8XPK0__HMPREF1068_01554
ERR1913022.2891920__1.2891920	357276__A6L053__ABI39_04450
ERR1913022.2892156__1.2892156	2173__A0A1D2WT86__METSMIF1_02584
ERR1913022.2892200__1.2892200	1262825__R5ECQ2__BN724_02313
ERR1913022.2892228__1.2892228	371601__D7J175__DXD03_05675
ERR1913022.2892604__1.2892604	39492__D4JQY4__EUBSIR_01325
