ERR1913139.199__1.199	901__B6WW26__DESPIG_02294
ERR1913139.1864964__1.1864964	165179__R6XIF8__DXC61_07265
ERR1913139.1865202__1.1865202	410072__C0B801__mucD
ERR1913139.1865423__1.1865423	1262936__R7IZE2__BN799_01121
ERR1913139.1865661__1.1865661	901__B6WVR2__DESPIGER_2124
ERR1913139.1865676__1.1865676	820__A0A174A6K0__M093_0079
ERR1913139.1865690__1.1865690	905__D2RP12__Acfer_0382
ERR1913139.1865779__1.1865779	33043__A0A173WU55__ganB_2
ERR1913139.1865796__1.1865796	357276__A0A076IN21__BSEG_03078
ERR1913139.1866044__1.1866044	1262936__R7J5X5__BN799_00356
ERR1913139.1866222__1.1866222	357276__B6VUQ5__B5F00_10940
ERR1913139.1866341__1.1866341	33043__A0A174B6N5__ERS852445_02414
ERR1913139.1866374__1.1866374	165179__R6C3K4__PREVCOP_05795
ERR1913139.1866408__1.1866408	165179__A0A3E5EAM5__DXC61_07785
ERR1913139.1866411__1.1866411	1262913__R7J556__BN646_00655
ERR1913139.1866431__1.1866431	820__A0A3E4G3J9__ERS852459_02265
ERR1913139.1866519__1.1866519	1263044__GCA_000433375.1_00023
ERR1913139.1866593__1.1866593	626940__R6XX39__DCQ00_06610
ERR1913139.1866675__1.1866675	165179__R6CNX7__DXB80_02200
ERR1913139.1866680__1.1866680	39491__A0A395V5R3__EUBREC_1883
ERR1913139.1866729__1.1866729	360807__C0FZM4__RIL183_06871
ERR1913139.1866772__1.1866772	28116__A0A078Q626__HMPREF1070_02735
ERR1913139.1866749__1.1866749	821__A0A396F9T7__M097_3427
ERR1913139.1866863__1.1866863	360807__R5HHK5__ROSEINA2194_02134
ERR1913139.1867030__1.1867030	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913139.1867140__1.1867140	33039__R6NZL9__RTO_21970
ERR1913139.1867263__1.1867263	1262936__R7IYY7__BN799_00701
ERR1913139.1867540__1.1867540	853__E2ZGD9__C7J97_11715
ERR1913139.1867752__1.1867752	246787__A0A0P0FTH5__HMPREF1062_06328
ERR1913139.1867753__1.1867753	1262911__R6GR13__BN557_00618
ERR1913139.1867823__1.1867823	165179__A0A3E5EAM5__DXC61_07785
ERR1913139.1867856__1.1867856	626940__R6XX39__DCQ00_06610
ERR1913139.1867942__1.1867942	39496__A5Z5I2__EUBVEN_00963
ERR1913139.1867953__1.1867953	1262936__R7J169__BN799_00083
ERR1913139.1867978__1.1867978	28117__B0MXI8__BHV66_08505
ERR1913139.1868124__1.1868124	626940__E8LD48__DCQ00_06315
ERR1913139.1868449__1.1868449	1262959__R5Y6Y6__BN680_01594
ERR1913139.1868602__1.1868602	1262882__R5MXS6__BN519_00286
ERR1913139.1868573__1.1868573	33043__D5HIU3__ERS852386_01914
ERR1913139.1868609__1.1868609	165179__A0A229I1J2__DXB80_03950
ERR1913139.1868613__1.1868613	165179__D1PGJ6__DXC61_07300
ERR1913139.1868744__1.1868744	165179__A0A3E5E5L1__DXB80_05980
ERR1913139.1868770__1.1868770	823__D7IV95__DXC05_09565
ERR1913139.1868781__1.1868781	39491__D6E2U1__EUBREC_3278
ERR1913139.1869055__1.1869055	820__A0A374QGD2__ERS852421_02382
ERR1913139.1869059__1.1869059	821__A0A174T998__DXB82_10860
ERR1913139.1869426__1.1869426	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913139.1869467__1.1869467	328814__GCA_004558275.1_00995
ERR1913139.1869470__1.1869470	626940__E8LCB1__BHW43_07535
ERR1913139.1869751__1.1869751	1262936__R7IYK8__BN799_00759
ERR1913139.1869920__1.1869920	106588__A6P303__BACCAP_04887
ERR1913139.1870106__1.1870106	1262936__R7IY41__BN799_00608
ERR1913139.1870277__1.1870277	823__A0A395YQ63__B5F32_15335
ERR1913139.1870279__1.1870279	33043__D5HGZ8__nnr
ERR1913139.1870388__1.1870388	165179__A0A3E5DZD8__DXB80_09150
ERR1913139.1870491__1.1870491	853__A0A2A7B1Y7__C7K05_11930
ERR1913139.1870565__1.1870565	39491__C4ZCV5__DXB99_11855
ERR1913139.1870610__1.1870610	2293125__A0A374C0K0__DW917_10610
ERR1913139.1870684__1.1870684	328814__GCA_004558275.1_00991
ERR1913139.1870763__1.1870763	165179__A0A229I9X5__CFT61_01205
ERR1913139.1870853__1.1870853	562__P26458__cydB
ERR1913139.1871545__1.1871545	1262936__R7J5M6__BN799_00272
ERR1913139.1871616__1.1871616	1262741__R6CDT2__BN697_01470
ERR1913139.1871913__1.1871913	907__G0VRQ8__C6362_10580
ERR1913139.1872055__1.1872055	2292352__A0A374UIX0__DXC23_12260
ERR1913139.1872233__1.1872233	165179__A0A229I9X5__CFT61_01205
ERR1913139.1872268__1.1872268	39492__D4JQS6__ykoD
ERR1913139.1872290__1.1872290	33043__A0A173X5R2__ERS852445_01329
ERR1913139.1872384__1.1872384	33039__D4M0U9__mucD
ERR1913139.1872473__1.1872473	348058__GeneID:7353029
ERR1913139.1872474__1.1872474	165179__A0A3E5A554__DXB80_13805
ERR1913139.1872755__1.1872755	905__D2RJL8__Acfer_0884
ERR1913139.1872763__1.1872763	1262924__R7HU74__BN585_00690
ERR1913139.1872776__1.1872776	165179__A0A3E5AEF7__DXC61_05000
ERR1913139.1872842__1.1872842	1262936__R7J3L8__BN799_00414
ERR1913139.1872872__1.1872872	1262959__R5XVI8__BN680_00158
ERR1913139.1873003__1.1873003	901__B6WS90__DHV46_08165
ERR1913139.1873101__1.1873101	2292352__A0A374UKE7__DXC23_09500
ERR1913139.1873114__1.1873114	33043__A0A174FIJ8__ERS852445_02217
ERR1913139.1873256__1.1873256	165179__A0A3E5EAM5__DXC61_07785
ERR1913139.1873192__1.1873192	820__A0A174CK74__DXB48_07060
ERR1913139.1873207__1.1873207	853__A0A174C5M1__CGS58_04460
ERR1913139.1873265__1.1873265	823__A0A355XLS2__ERS852380_02644
ERR1913139.1873282__1.1873282	1357825__GeneID:17494397
ERR1913139.1873314__1.1873314	39491__A0A395UYA6__EUBREC_0408
ERR1913139.1873327__1.1873327	907__G0VPH3__C6362_07330
ERR1913139.1873459__1.1873459	905__D2RJH4__SAMN05216495_102207
ERR1913139.1873599__1.1873599	165179__A0A229I9X5__CFT61_01205
ERR1913139.1873804__1.1873804	33039__A0A174ZHW3__ERS852424_00452
ERR1913139.1873823__1.1873823	165179__A0A3E5DX15__DXC61_00345
ERR1913139.1873869__1.1873869	165179__R6CNX7__DXB80_02200
ERR1913139.1873911__1.1873911	905__D2RNV6__SAMN02910455_01672
ERR1913139.1873986__1.1873986	165179__A0A3E5E4T9__DXB80_08030
ERR1913139.1873970__1.1873970	1124654__GeneID:14005781
ERR1913139.1874603__1.1874603	1675036__A0A344MKN1__ACT01_09605
ERR1913139.1874638__1.1874638	1262936__R7J1R1__BN799_00897
ERR1913139.1874713__1.1874713	454155__F3QPW2__HMPREF9442_00199
ERR1913139.1874877__1.1874877	360807__C0FTG2__RIL183_32211
ERR1913139.1875059__1.1875059	671267__R9IB12__C802_00696
ERR1913139.1875087__1.1875087	432201__GeneID:14182722
ERR1913139.1875317__1.1875317	165179__A0A3E5E2S3__DXB80_03455
ERR1913139.1875489__1.1875489	165179__D1PCT4__DXB80_09470
ERR1913139.1875601__1.1875601	562__P0AF07__motB_2
ERR1913139.1875710__1.1875710	39491__A0A395ZBW8__DXC13_08840
ERR1913139.1875750__1.1875750	165179__D1P9T6__PREVCOP_04016
ERR1913139.1875723__1.1875723	1357825__GeneID:17494407
ERR1913139.1875798__1.1875798	907__A0A1M6QH06__SAMN02910401_01575
ERR1913139.1875910__1.1875910	1262936__R7J420__BN799_00406
ERR1913139.1876007__1.1876007	1262936__R7J5X5__BN799_00356
ERR1913139.1876243__1.1876243	165179__A0A3E5ED28__PREVCOP_06655
ERR1913139.1876336__1.1876336	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913139.1876375__1.1876375	820__A0A3E4VZY4__ERS852554_01211
ERR1913139.1876387__1.1876387	165179__D1P9T6__PREVCOP_04016
ERR1913139.1876573__1.1876573	33043__D5HIC8__vspIM
ERR1913139.1876751__1.1876751	562__P0AF07__motB_2
ERR1913139.1876815__1.1876815	410072__A0A3E4GT65__ERS852574_02325
ERR1913139.1876904__1.1876904	1262959__R5YS04__BN680_00455
ERR1913139.1877039__1.1877039	626940__E8LCE0__BHW43_01670
ERR1913139.1877407__1.1877407	1262886__R6QSD5__BN563_01674
ERR1913139.1877577__1.1877577	905__D2RM03__SAMN02910455_00517
ERR1913139.1878147__1.1878147	626940__E8LGM9__DCQ00_02420
ERR1913139.1878156__1.1878156	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913139.1878346__1.1878346	1262929__R6F7R3__BN691_01777
ERR1913139.1878358__1.1878358	1855371__A0A1U6I4E1__SAMN05216563_103130
ERR1913139.1878545__1.1878545	39491__A0A395UYA6__EUBREC_0408
ERR1913139.1879097__1.1879097	165179__R6C5D6__PREVCOP_04658
ERR1913139.1879108__1.1879108	905__D2RL47__SAMN05216495_101189
ERR1913139.1879116__1.1879116	1262936__R7J420__BN799_00406
ERR1913139.1879141__1.1879141	853__A0A2A7B9I6__DW855_13690
ERR1913139.1879205__1.1879205	823__A0A355XLT7__HMPREF1075_03402
ERR1913139.1879165__1.1879165	360807__A0A0M6WWU2__ERS852392_02262
ERR1913139.1879320__1.1879320	905__D2RJF8__SAMN02910455_01151
ERR1913139.1879376__1.1879376	39491__A0A395UUN5__EUBREC_0291
ERR1913139.1879597__1.1879597	46503__R6XCJ0__PARMER_01847
ERR1913139.1879679__1.1879679	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913139.1879685__1.1879685	821__A0A0P0L952__M097_4235
ERR1913139.1879894__1.1879894	165179__A0A3E5E2B6__DXB80_02820
ERR1913139.1879902__1.1879902	1680__A0A1X3A951__AL0462_1583
ERR1913139.1879948__1.1879948	33043__D5HDF1__ERS852386_02231
ERR1913139.1880010__1.1880010	626940__E8LCB4__DCQ00_08105
ERR1913139.1879987__1.1879987	1262741__R6D2Z4__BN697_01266
ERR1913139.1880035__1.1880035	1263000__R5EGY6__BN466_00973
ERR1913139.1880232__1.1880232	1262959__R5Y6L0__BN680_01484
ERR1913139.1880316__1.1880316	1318__E8K5V4__HMPREF0833_10868
ERR1913139.1880428__1.1880428	2173__A0A1D2WVA1__Msm_0411
ERR1913139.1880470__1.1880470	1262911__R6HN81__BN557_00921
ERR1913139.1880577__1.1880577	1262824__R6RNC9__BN719_01996
ERR1913139.1880775__1.1880775	1262992__R5CX54__BN795_00843
ERR1913139.1880857__1.1880857	823__A0A355XKQ8__DHP27_04010
ERR1913139.1881006__1.1881006	853__A0A3E2U7E6__ERS852582_01640
ERR1913139.1881277__1.1881277	820__A0A174TRB5__DXD40_11305
ERR1913139.1881630__1.1881630	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913139.1881755__1.1881755	39485__A0A1Q6PGI7__pehX_3
ERR1913139.1881793__1.1881793	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913139.1881810__1.1881810	901__B6WXD6__DHV46_02215
ERR1913139.1882002__1.1882002	165179__R6XIF8__DXC61_07265
ERR1913139.1882092__1.1882092	1090133__GeneID:14008340
ERR1913139.1882239__1.1882239	116085__D4J5C8__DW747_06720
ERR1913139.1882257__1.1882257	165179__A0A3E5AI09__DXC61_05815
ERR1913139.1882375__1.1882375	820__A0A139KIL9__DXC68_05945
ERR1913139.1882455__1.1882455	39491__C4Z9K7__EUBREC_0050
ERR1913139.1882893__1.1882893	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913139.1882837__1.1882837	1262936__R7IZC2__BN799_01006
ERR1913139.1883056__1.1883056	1357825__GeneID:17494410
ERR1913139.1883357__1.1883357	1303__G6CB96__SORDD30_01407
ERR1913139.1883427__1.1883427	1304__A0A0F3HE04__A6J87_01575
ERR1913139.1883521__1.1883521	360807__A0A1Q6T8A0__mepA_13
ERR1913139.1883603__1.1883603	165179__D1P8V8__DXC61_01940
ERR1913139.1883785__1.1883785	2173__A0A1D2WRC1__Msm_0093
ERR1913139.1883760__1.1883760	165179__A0A3E5E2B6__DXB80_02820
ERR1913139.1883761__1.1883761	39491__A0A3E4YFT8__DXB69_10940
ERR1913139.1884038__1.1884038	33039__D4M398__ERS852530_00575
ERR1913139.1884051__1.1884051	165179__D1PGU8__PREVCOP_06463
ERR1913139.1884089__1.1884089	1262741__R6CHF7__BN697_01681
ERR1913139.1884208__1.1884208	1262992__R5D3X7__BN795_00539
ERR1913139.1884695__1.1884695	1262911__R6GZX7__BN557_00838
ERR1913139.1884765__1.1884765	901__B6WQS6__DESPIGER_0020
ERR1913139.1884795__1.1884795	1965650__A0A1Y3V6N7__B5G16_11990
ERR1913139.1884820__1.1884820	360807__C0FSM3__ROSEINA2194_01739
ERR1913139.1884878__1.1884878	1262936__R7J5M6__BN799_00272
ERR1913139.1884933__1.1884933	39492__D4JSG7__EUBSIR_01006
ERR1913139.1884936__1.1884936	227940__GeneID:1260616
ERR1913139.1884987__1.1884987	820__A0A1Q6IDS8__chtA
ERR1913139.1885037__1.1885037	1262936__R7IYU6__BN799_00855
ERR1913139.1885314__1.1885314	820__R9HUV5__HMPREF2141_02582
ERR1913139.1885444__1.1885444	33043__D5HIK4__ERS852400_01112
ERR1913139.1885520__1.1885520	562__A0A377AAV3__CDL32_10800
ERR1913139.1885534__1.1885534	853__A0A3E2U7E6__ERS852582_01640
ERR1913139.1885556__1.1885556	165179__R6CNX7__DXB80_02200
ERR1913139.1885638__1.1885638	227940__GeneID:1260616
ERR1913139.1885645__1.1885645	328814__GCA_004558275.1_00999
ERR1913139.1885870__1.1885870	1897011__A0A1Q6RG95__BHW41_02720
ERR1913139.1886029__1.1886029	2292352__A0A374UKI4__DXC23_09350
ERR1913139.1886334__1.1886334	165179__R6C5D6__PREVCOP_04658
ERR1913139.1886431__1.1886431	1262919__R5PH08__BN465_02507
ERR1913139.1886527__1.1886527	907__R7MUC0__SAMN02910401_00961
ERR1913139.1886600__1.1886600	2292352__A0A374UJE7__DXC23_11305
ERR1913139.1886654__1.1886654	33039__D4M4L0__ERS852577_02891
ERR1913139.1886999__1.1886999	246787__A0A108T429__BACCELL_00192
ERR1913139.1887202__1.1887202	165179__A0A229I740__DXC61_10430
ERR1913139.1887226__1.1887226	328814__GCA_004558275.1_00986
ERR1913139.1887299__1.1887299	823__D0T9E4__DHW69_09115
ERR1913139.1887413__1.1887413	363265__R6F6E7__HMPREF0673_02119
ERR1913139.1887683__1.1887683	820__A0A174CG08__DXB62_13215
ERR1913139.1887723__1.1887723	165179__A0A3E5E3D6__DXC61_05750
ERR1913139.1887735__1.1887735	165179__R6CNX7__DXB80_02200
ERR1913139.1887836__1.1887836	166486__A0A173T114__ROSINTL182_05085
ERR1913139.1887855__1.1887855	1262882__R5MGX3__BN519_00046
ERR1913139.1888044__1.1888044	165179__D1PGJ6__DXC61_07300
ERR1913139.1888093__1.1888093	1262959__R5YSV6__BN680_00744
ERR1913139.1888138__1.1888138	1262911__R6H1J5__BN557_00905
ERR1913139.1888157__1.1888157	820__A7VAR9__ERS852421_00197
ERR1913139.1888238__1.1888238	165179__A0A3E5EDS1__DXC61_03115
ERR1913139.1888300__1.1888300	2292352__A0A374UKI4__DXC23_09350
ERR1913139.1888336__1.1888336	33043__A0A174AEP1__apr
ERR1913139.1888372__1.1888372	165179__A0A3E5A554__DXB80_13805
ERR1913139.1888466__1.1888466	1262936__R7IZB8__BN799_01096
ERR1913139.1888547__1.1888547	165179__R6BQP4__DXC61_02015
ERR1913139.1888570__1.1888570	1262936__R7J0S3__BN799_01459
ERR1913139.1888988__1.1888988	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913139.1889137__1.1889137	39491__A0A2U2EED4__ERS852580_01584
ERR1913139.1889253__1.1889253	165179__A0A3E5DWQ1__DXB80_06635
ERR1913139.1889441__1.1889441	328814__GCA_004558275.1_00992
ERR1913139.1889524__1.1889524	454154__G5SQM5__HMPREF9441_01665
ERR1913139.1889597__1.1889597	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913139.1889649__1.1889649	1262911__R6H092__BN557_00938
ERR1913139.1890209__1.1890209	39491__A0A396FSR4__ERS852580_02287
ERR1913139.1890221__1.1890221	39492__D4JU56__hemZ
ERR1913139.1890337__1.1890337	52226__C9KL71__glyA
ERR1913139.1890421__1.1890421	39496__A5Z5I2__EUBVEN_00963
ERR1913139.1890501__1.1890501	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913139.1890734__1.1890734	821__A0A173XDD3__DXB82_17180
ERR1913139.1890764__1.1890764	905__D2RMB3__Acfer_1861
ERR1913139.1890845__1.1890845	165179__W1I4H6__DXB80_13655
ERR1913139.1890879__1.1890879	39491__A0A174K265__DXB76_05915
ERR1913139.1891306__1.1891306	1263000__R5EXT3__BN466_02213
ERR1913139.1891368__1.1891368	2292352__A0A374UKI4__DXC23_09350
ERR1913139.1891904__1.1891904	33043__A0A374K1H3__ykoD_2
ERR1913139.1892129__1.1892129	853__A0A2A7B1Y7__C7K05_11930
ERR1913139.1892187__1.1892187	214856__A0A174FY71__ERS852559_01033
ERR1913139.1892219__1.1892219	820__A0A174CK74__DXB48_07060
ERR1913139.1892274__1.1892274	2292352__A0A374UKE7__DXC23_09500
ERR1913139.1892620__1.1892620	712622__X8HL73__HMPREF9184_00320
ERR1913139.1892682__1.1892682	40519__U2KFV5__RUMCAL_00204
ERR1913139.1892722__1.1892722	1262882__R5MEW7__BN519_00010
ERR1913139.1892765__1.1892765	165179__A0A229I4J4__proA
ERR1913139.1892826__1.1892826	165179__A0A3E5DRF6__DXC61_00200
ERR1913139.1893049__1.1893049	39492__D4JU56__hemZ
ERR1913139.1893156__1.1893156	165179__A0A229I7F5__DXB80_02650
ERR1913139.1893254__1.1893254	1262936__R7IZY5__BN799_01013
ERR1913139.1893346__1.1893346	1262886__R6QD55__BN563_01713
ERR1913139.1893476__1.1893476	2293125__A0A374C0K0__DW917_10610
ERR1913139.1893502__1.1893502	39491__A0A395UWA3__DXB69_11805
ERR1913139.1893518__1.1893518	563769__GeneID:6973141
ERR1913139.1893587__1.1893587	165179__A0A3E5EBQ2__DXC61_01930
ERR1913139.1893761__1.1893761	165179__D1PDJ4__DXB80_08505
ERR1913139.1893788__1.1893788	820__A0A173W419__DXC68_17760
ERR1913139.1893998__1.1893998	166486__D4KWR9__dapF_1
ERR1913139.1894288__1.1894288	820__A0A139JY23__B5G17_06330
ERR1913139.1894307__1.1894307	626940__E8LG74__BN587_01686
ERR1913139.1894557__1.1894557	165179__D1PDG7__DXB80_11180
ERR1913139.1894570__1.1894570	821__A6L0C7__ERS852556_03520
ERR1913139.1894797__1.1894797	1897011__A0A1Q6RI77__BHW41_01180
ERR1913139.1894827__1.1894827	1304__J7SIV6__pspA_3
ERR1913139.1894843__1.1894843	360807__C0FZ41__ROSEINA2194_04031
ERR1913139.1894977__1.1894977	853__A0A173RZ39__C4N22_01650
ERR1913139.1895161__1.1895161	563769__GeneID:6972918
ERR1913139.1895154__1.1895154	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913139.1895416__1.1895416	1262936__R7J5J9__BN799_00247
ERR1913139.1895613__1.1895613	1262886__R6RCB2__BN563_00311
ERR1913139.1895649__1.1895649	410072__C0BBP9__ERS852525_00825
ERR1913139.1895653__1.1895653	39491__A0A396FSR4__ERS852580_02287
ERR1913139.1895721__1.1895721	39492__D4JR20__trmD
ERR1913139.1895754__1.1895754	166486__D4KWX6__slyA_1
ERR1913139.1895865__1.1895865	357276__D1JY58__BACDOR_04277
ERR1913139.1895898__1.1895898	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913139.1895904__1.1895904	147206__GCF_000156215.1_01108
ERR1913139.1895971__1.1895971	39491__A0A396FGM9__fliU_1
ERR1913139.1896116__1.1896116	1262936__R7J1V8__BN799_00957
ERR1913139.1896142__1.1896142	28117__B0MY40__BHV66_05170
ERR1913139.1896171__1.1896171	165179__A0A229I443__DXB80_10950
ERR1913139.1896476__1.1896476	357276__I9QWD4__DXD47_15075
ERR1913139.1896643__1.1896643	564886__GeneID:6973115
ERR1913139.1896770__1.1896770	1262988__R7N524__BN816_01860
ERR1913139.1896836__1.1896836	823__A0A174XJM9__CEQ22_007230
ERR1913139.1896987__1.1896987	28117__R7JIJ8__BHV66_01635
ERR1913139.1897068__1.1897068	10680__GeneID:1261099
ERR1913139.1897241__1.1897241	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913139.1897590__1.1897590	166486__D4KQG8__ERS852572_02379
ERR1913139.1897640__1.1897640	33043__A0A174H1Y6__ERS852575_02698
ERR1913139.1897656__1.1897656	1897011__A0A1Q6RG85__BHW41_02670
ERR1913139.1897877__1.1897877	1262959__R5YUC0__BN680_01238
ERR1913139.1898134__1.1898134	165179__A0A174MTF2__DXC61_13200
ERR1913139.1898274__1.1898274	853__A0A173YYY4__DWZ04_09420
ERR1913139.1898334__1.1898334	821__A0A173XDD3__DXB82_17180
ERR1913139.1898370__1.1898370	1262936__R7J1V8__BN799_00957
ERR1913139.1898479__1.1898479	1262936__R7J276__BN799_01074
ERR1913139.1898673__1.1898673	33043__D5HHY4__luxQ_1
ERR1913139.1898761__1.1898761	165179__D1PES9__DXB80_11585
ERR1913139.1898780__1.1898780	39488__A0A285PPM1__EHLA_0804
ERR1913139.1898828__1.1898828	820__A0A3E4QZJ7__C801_01798
ERR1913139.1898830__1.1898830	626940__E8LFF6__BHW43_06155
ERR1913139.1898865__1.1898865	823__A0A395Z0N9__DHW69_05890
ERR1913139.1898978__1.1898978	165179__R6BQP4__DXC61_02015
ERR1913139.1899044__1.1899044	360807__A0A173WE18__prkC_2
ERR1913139.1899135__1.1899135	40519__U2M5D2__RUMCAL_00691
ERR1913139.1899172__1.1899172	458033__GCA_001482755.1_02203
ERR1913139.1899228__1.1899228	1262882__R5N211__BN519_01033
ERR1913139.1899230__1.1899230	1262886__R6QHD5__BN563_00547
ERR1913139.1899625__1.1899625	39491__A0A396FF66__DXD95_01810
ERR1913139.1899644__1.1899644	1262959__R5XWF7__BN680_01961
ERR1913139.1899677__1.1899677	165179__D1PE06__DXC61_05975
ERR1913139.1899780__1.1899780	165179__D1PCU4__PREVCOP_05029
ERR1913139.1899822__1.1899822	166486__D4L082__yicI_5
ERR1913139.1899998__1.1899998	1262886__R6QAU3__BN563_00998
ERR1913139.1900028__1.1900028	165179__R6CJG8__DXC61_09290
ERR1913139.1900168__1.1900168	823__E1YRQ7__M095_0737
ERR1913139.1900169__1.1900169	853__A0A173RZ39__C4N22_01650
ERR1913139.1900408__1.1900408	457421__C5ERC0__CBFG_04276
ERR1913139.1900513__1.1900513	166486__D4L0G5__ROSINTL182_08176
ERR1913139.1900565__1.1900565	165179__D1PEW8__DXB80_13775
ERR1913139.1900803__1.1900803	116085__D4J678__DW747_12620
ERR1913139.1900927__1.1900927	626940__E8LCD6__BHW43_01655
ERR1913139.1901014__1.1901014	360807__A0A0M6WW50__ROSEINA2194_00764
ERR1913139.1901151__1.1901151	1262936__R7J2K7__BN799_00229
ERR1913139.1901155__1.1901155	165179__D1P8Q2__trpF
ERR1913139.1901344__1.1901344	562__P0AFH7__oppC
ERR1913139.1901540__1.1901540	166486__C7GAX1__ERS852572_03188
ERR1913139.1901707__1.1901707	33043__A0A174DAG8__dapF
ERR1913139.1901812__1.1901812	626940__E8LCG7__DCQ00_01770
ERR1913139.1901922__1.1901922	562__P23837__phoQ
ERR1913139.1902027__1.1902027	39496__A5Z5I2__EUBVEN_00963
ERR1913139.1902072__1.1902072	1262936__R7J144__BN799_01386
ERR1913139.1902137__1.1902137	39485__A0A174YNF6__lytR_1
ERR1913139.1902174__1.1902174	1262911__R6GYT4__BN557_00617
ERR1913139.1902401__1.1902401	1262936__R7J2K7__BN799_00229
ERR1913139.1902446__1.1902446	39486__G1WMI6__DXD18_00590
ERR1913139.1902740__1.1902740	33043__A0A174CV49__ERS852386_02395
ERR1913139.1902930__1.1902930	61171__B9Y5T9__HOLDEFILI_01171
ERR1913139.1903304__1.1903304	39492__D4JR08__ERS852540_02467
ERR1913139.1903351__1.1903351	165179__D1PCL6__DXB80_13435
ERR1913139.1903635__1.1903635	1262899__R7JDZ7__BN657_00077
ERR1913139.1904042__1.1904042	823__A0A355XF06__B5F32_11480
ERR1913139.1904337__1.1904337	905__D2RJL8__Acfer_0884
ERR1913139.1904556__1.1904556	901__B6WW26__DESPIG_02294
ERR1913139.1904734__1.1904734	1262936__R7J169__BN799_00083
ERR1913139.1904992__1.1904992	39486__R6SFA1__DXC93_11325
ERR1913139.1905133__1.1905133	357276__I8VQA2__HMPREF1065_04183
ERR1913139.1905151__1.1905151	1262936__R7J1Q2__BN799_01767
ERR1913139.1905152__1.1905152	853__A0A173TAZ8__DWZ46_14590
ERR1913139.1905174__1.1905174	562__A0A377AAV3__CDL32_10800
ERR1913139.1905347__1.1905347	39491__D4JM76__DXC13_02150
ERR1913139.1905663__1.1905663	1262959__R5Y2A2__BN680_01915
ERR1913139.1905672__1.1905672	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913139.1905683__1.1905683	1262988__R7N8P2__BN816_00013
ERR1913139.1905767__1.1905767	33043__A0A173YSY7__tilS
ERR1913139.1905838__1.1905838	1262915__R6HNH6__BN574_00898
ERR1913139.1905967__1.1905967	10680__GeneID:1261100
ERR1913139.1905930__1.1905930	214856__A0A175A4V2__resA_6
ERR1913139.1906068__1.1906068	999425__V8BEB8__HMPREF9186_01025
ERR1913139.1906077__1.1906077	39491__A0A396FIZ8__ERE_20410
ERR1913139.1906159__1.1906159	165179__A0A3E5E3D6__DXC61_05750
ERR1913139.1906198__1.1906198	360807__A0A173YXM7__RIL183_19241
ERR1913139.1906495__1.1906495	214856__R6Y9P5__ERS852559_01811
ERR1913139.1906505__1.1906505	33043__D5HIA8__ERS852575_01867
ERR1913139.1906529__1.1906529	562__P0A9K7__AUQ29_19530
ERR1913139.1906580__1.1906580	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913139.1906585__1.1906585	165179__A0A229I9X5__CFT61_01205
ERR1913139.1906713__1.1906713	1897011__A0A1Q6RJU7__BHW41_00015
