ERR1913163.20__1.20	47678__R5UU99__C5Z00_11925
ERR1913163.3734616__1.3734616	28111__E5X121__BACEGG_03113
ERR1913163.3734727__1.3734727	820__A0A3E4WCX3__C801_02709
ERR1913163.3734743__1.3734743	1550024__G9RXY7__TQ39_00100
ERR1913163.3734823__1.3734823	820__A0A374QGD2__ERS852421_02382
ERR1913163.3734902__1.3734902	47678__R5U6J0__ERS852558_00310
ERR1913163.3734914__1.3734914	818__Q8A3I3__HMPREF2534_00068
ERR1913163.3734922__1.3734922	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913163.3734983__1.3734983	823__A0A078SYK6__DXB14_02485
ERR1913163.3734985__1.3734985	823__E1YV41__BDI_1376
ERR1913163.3735033__1.3735033	47678__R5U2X1__ERS852494_00033
ERR1913163.3735037__1.3735037	820__A0A174KKV6__DXC07_02635
ERR1913163.3735208__1.3735208	820__A7V092__hldE
ERR1913163.3735212__1.3735212	626933__H1DGX0__HMPREF9449_01506
ERR1913163.3735229__1.3735229	820__R7E9Z4__DXC68_06065
ERR1913163.3735382__1.3735382	1112008__GeneID:12978575
ERR1913163.3735395__1.3735395	1099853__G9S8I7__NSB1T_12985
ERR1913163.3735411__1.3735411	28116__R6JAK2__DXD69_23875
ERR1913163.3735451__1.3735451	1550024__A0A0W7TVR8__ASJ35_01140
ERR1913163.3735476__1.3735476	821__A0A0P0LQT3__DXC03_05050
ERR1913163.3735498__1.3735498	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.3735542__1.3735542	1112008__GeneID:10324175
ERR1913163.3735718__1.3735718	214856__R6Z288__ERS852447_00734
ERR1913163.3735731__1.3735731	1550024__A0A0D8IVH7__TQ39_18980
ERR1913163.3735765__1.3735765	28111__E5X205__NCTC11155_00661
ERR1913163.3735769__1.3735769	1550024__G9RTW5__TQ39_08270
ERR1913163.3735773__1.3735773	820__I9J701__ERS852510_01809
ERR1913163.3735777__1.3735777	821__E5UPR6__SAMN04487923_101768
ERR1913163.3735815__1.3735815	1262986__R5EI06__BN492_00739
ERR1913163.3735986__1.3735986	820__A0A173WUD7__DXB48_08055
ERR1913163.3736044__1.3736044	1262986__R6AU20__BN492_00182
ERR1913163.3736168__1.3736168	820__A0A174I980__gldH
ERR1913163.3736174__1.3736174	28111__E5X121__BACEGG_03113
ERR1913163.3736191__1.3736191	820__A0A396EUU8__luxQ_3
ERR1913163.3736379__1.3736379	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.3736403__1.3736403	487175__R5E4A0__HMPREF9439_00832
ERR1913163.3736773__1.3736773	1099853__U5CMS2__NSB1T_11250
ERR1913163.3736814__1.3736814	821__D4VD59__BHV80_04260
ERR1913163.3736874__1.3736874	69974__A0A090FEL8__MPL3365_630008
ERR1913163.3736904__1.3736904	821__A0A174MBW9__SAMN04487923_10272
ERR1913163.3737056__1.3737056	1550024__G9RZG0__ASJ35_05540
ERR1913163.3737064__1.3737064	1550024__A0A3B9WKM9__ASJ35_18565
ERR1913163.3737203__1.3737203	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913163.3737275__1.3737275	820__A0A3E4PYB0__yejM
ERR1913163.3737395__1.3737395	46506__R5JSP7__AA415_01143
ERR1913163.3737462__1.3737462	47678__R5UU99__C5Z00_11925
ERR1913163.3737515__1.3737515	820__A7UYG6__M094_0070
ERR1913163.3737650__1.3737650	292800__A0A174X5U4__B5F52_18190
ERR1913163.3737704__1.3737704	357276__B6VYT9__HMPREF1063_05030
ERR1913163.3737774__1.3737774	1550024__G9RXA1__TQ39_18810
ERR1913163.3737803__1.3737803	47678__A5ZEP5__CGC64_03450
ERR1913163.3737902__1.3737902	374840__GeneID:2546403
ERR1913163.3737920__1.3737920	214856__R6Y6H8__ERS852447_01719
ERR1913163.3737924__1.3737924	820__I9J701__ERS852510_01809
ERR1913163.3737997__1.3737997	214856__R6Y7P0__ERS852447_00307
ERR1913163.3738058__1.3738058	820__A0A174A6K0__M093_0079
ERR1913163.3738145__1.3738145	820__A0A3E4RU03__M093_0563
ERR1913163.3738147__1.3738147	544644__GCA_001915615.1_02268
ERR1913163.3738156__1.3738156	28116__I8YA52__M088_0798
ERR1913163.3738244__1.3738244	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913163.3738419__1.3738419	214856__I3YPN0__ERS852447_01398
ERR1913163.3738452__1.3738452	820__A0A139KHX1__HMPREF2141_00289
ERR1913163.3738465__1.3738465	28111__E5WYP5__BACEGG_00185
ERR1913163.3738490__1.3738490	292800__H1CMV7__B5F52_10350
ERR1913163.3738562__1.3738562	189722__E0NQU7__HMPREF0658_0548
ERR1913163.3738611__1.3738611	1262924__R7HQ03__BN585_01295
ERR1913163.3738912__1.3738912	28111__R5K9F8__BACEGG_01519
ERR1913163.3738880__1.3738880	820__A0A374Q4X1__HMPREF2141_02370
ERR1913163.3739029__1.3739029	28111__E5WUU3__HMPREF1016_00520
ERR1913163.3739049__1.3739049	214856__I3YPN3__ERS852447_01395
ERR1913163.3739219__1.3739219	487175__D9Y8B5__HMPREF9439_02353
ERR1913163.3739271__1.3739271	511969__GeneID:3959334
ERR1913163.3739275__1.3739275	820__A7V049__DXB48_04755
ERR1913163.3739304__1.3739304	821__A0A174MBW9__SAMN04487923_10272
ERR1913163.3739365__1.3739365	69974__A0A090FEL8__MPL3365_630008
ERR1913163.3739507__1.3739507	47678__A5ZJ14__ERS852494_02225
ERR1913163.3739518__1.3739518	820__A0A139K4W5__HMPREF2141_02394
ERR1913163.3739533__1.3739533	1262924__R7HLJ5__BN585_01491
ERR1913163.3739595__1.3739595	28116__A0A1Y4PZ83__DHW41_02625
ERR1913163.3739775__1.3739775	28118__F9Z9C4__B5F93_16310
ERR1913163.3739944__1.3739944	28111__E5WUX1__HMPREF1016_00548
ERR1913163.3740062__1.3740062	821__A0A396F598__CUU_3259
ERR1913163.3740164__1.3740164	1550024__G9RNX5__ASJ35_11740
ERR1913163.3740169__1.3740169	1262924__R7HUJ5__BN585_00830
ERR1913163.3740202__1.3740202	28111__E5WYC3__NCTC11155_03517
ERR1913163.3740217__1.3740217	189722__E0NQU7__HMPREF0658_0548
ERR1913163.3740225__1.3740225	821__A0A0P0M2J4__DXD46_10295
ERR1913163.3740462__1.3740462	820__A0A174Q0F0__DXB48_08080
ERR1913163.3740555__1.3740555	46506__A0A120A0V1__DXC41_00280
ERR1913163.3740524__1.3740524	820__A0A174Q0F0__DXB48_08080
ERR1913163.3740676__1.3740676	28111__R5JN40__HMPREF1016_01803
ERR1913163.3740682__1.3740682	820__A0A3E4VZY4__ERS852554_01211
ERR1913163.3740785__1.3740785	47678__A5ZF31__DXB67_11050
ERR1913163.3740772__1.3740772	820__A0A139K1Y6__DXB48_02610
ERR1913163.3740819__1.3740819	33039__A0A173VTT4__frdB_1
ERR1913163.3740881__1.3740881	818__A0A174WSX6__Btheta7330_01915
ERR1913163.3741003__1.3741003	28111__E5X237__NCTC11155_00628
ERR1913163.3741082__1.3741082	46506__R6B8Z4__SAMN05444283_11711
ERR1913163.3741171__1.3741171	1550024__A0A3B9WKW6__TQ39_07780
ERR1913163.3741285__1.3741285	292800__A0A174NR96__HMPREF0372_02342
ERR1913163.3741320__1.3741320	820__A0A173XIP7__B5G17_16050
ERR1913163.3741299__1.3741299	47678__R5UES3__CGC64_00760
ERR1913163.3741373__1.3741373	821__A0A0P0LFP6__C5Z04_13890
ERR1913163.3741361__1.3741361	292800__G9YLJ9__ERS852544_02950
ERR1913163.3741403__1.3741403	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913163.3741495__1.3741495	1550024__G9RWG1__ASJ35_03770
ERR1913163.3741599__1.3741599	47678__R5UAF6__ERS852494_02966
ERR1913163.3741602__1.3741602	820__A7V049__DXB48_04755
ERR1913163.3741983__1.3741983	820__A7V859__ERS852462_00341
ERR1913163.3742081__1.3742081	28111__R5JUK8__NCTC11155_02515
ERR1913163.3742115__1.3742115	47678__R5UUB5__ERS852558_00247
ERR1913163.3742254__1.3742254	821__E5UPR6__SAMN04487923_101768
ERR1913163.3742397__1.3742397	28111__E5X119__NCTC11155_02426
ERR1913163.3742356__1.3742356	47678__A5ZB44__C5Z00_17730
ERR1913163.3742455__1.3742455	28111__E5WZE2__NCTC11155_00550
ERR1913163.3742490__1.3742490	820__A0A139K5A6__DXB48_12175
ERR1913163.3742532__1.3742532	820__A0A1Q6IDS8__chtA
ERR1913163.3742550__1.3742550	28111__R5K222__bglX_7
ERR1913163.3742556__1.3742556	820__A0A139KH21__DXC80_01780
ERR1913163.3742712__1.3742712	1550024__G9RW08__ASJ35_03155
ERR1913163.3742756__1.3742756	1262924__R7HMZ4__BN585_01629
ERR1913163.3742942__1.3742942	214856__R5UN64__ERS852447_02669
ERR1913163.3743075__1.3743075	820__A0A139K1Y6__DXB48_02610
ERR1913163.3743185__1.3743185	39490__U2PBV8__ERS852448_00639
ERR1913163.3743202__1.3743202	28111__R5K5X6__NCTC11155_02508
ERR1913163.3743392__1.3743392	821__A0A396F9T7__M097_3427
ERR1913163.3743453__1.3743453	28111__E5X3F5__BACEGG_02868
ERR1913163.3743532__1.3743532	1262743__R5C054__BN727_01980
ERR1913163.3743633__1.3743633	820__A0A139KH21__DXC80_01780
ERR1913163.3743665__1.3743665	46506__S3YGB4__DXC41_06355
ERR1913163.3743686__1.3743686	28116__D4WPD7__HMPREF1069_02183
ERR1913163.3743710__1.3743710	28111__E5WUH3__BACEGG_02112
ERR1913163.3743904__1.3743904	28111__E5WUE9__NCTC11155_01729
ERR1913163.3743959__1.3743959	28111__E5X333__NCTC11155_03016
ERR1913163.3743970__1.3743970	28116__A7M0E3__AA414_00536
ERR1913163.3744010__1.3744010	357276__I9F3U2__B5F00_20845
ERR1913163.3744094__1.3744094	357276__B6VYT9__HMPREF1063_05030
ERR1913163.3744120__1.3744120	214856__I3YPN9__ERS852447_01389
ERR1913163.3744298__1.3744298	820__A0A139KG60__M094_2679
ERR1913163.3744309__1.3744309	28111__E5WYC1__BACEGG_00354
ERR1913163.3744315__1.3744315	821__D4VD59__BHV80_04260
ERR1913163.3744399__1.3744399	820__A0A173WUD7__DXB48_08055
ERR1913163.3744640__1.3744640	47678__R5U325__HMPREF1061_03209
ERR1913163.3744784__1.3744784	821__A0A396F9T7__M097_3427
ERR1913163.3744859__1.3744859	821__A0A0P0M6M0__M097_4734
ERR1913163.3744873__1.3744873	820__A0A3E4VZT7__DXB48_16145
ERR1913163.3745042__1.3745042	292800__A0A174SPT3__HMPREF0372_02343
ERR1913163.3745257__1.3745257	820__A0A3E4W4W5__ERS852554_02179
ERR1913163.3745391__1.3745391	28111__R5K2I8__HMPREF1016_03182
ERR1913163.3745758__1.3745758	28111__R5JUJ8__nanA_2
ERR1913163.3746121__1.3746121	1262924__R7HRJ9__BN585_00557
ERR1913163.3746148__1.3746148	820__A0A3E4RUC4__DHU98_02635
ERR1913163.3746230__1.3746230	39490__A0A2V1JVH5__LG34_04115
ERR1913163.3746286__1.3746286	28111__R5JN40__HMPREF1016_01803
ERR1913163.3746363__1.3746363	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913163.3746430__1.3746430	28111__R5K5Y0__NCTC11155_03071
ERR1913163.3746531__1.3746531	28111__E5WYC1__BACEGG_00354
ERR1913163.3746695__1.3746695	820__A0A3E4RUC4__DHU98_02635
ERR1913163.3746743__1.3746743	820__A0A174G065__DXB62_08975
ERR1913163.3746760__1.3746760	47678__R5UT79__ERS852558_03890
ERR1913163.3746805__1.3746805	28111__E5WYP5__BACEGG_00185
ERR1913163.3746817__1.3746817	821__A0A173XDD3__DXB82_17180
ERR1913163.3746948__1.3746948	1262924__R7HQ73__BN585_02030
ERR1913163.3746967__1.3746967	28111__R5JQQ7__NCTC11155_02278
ERR1913163.3746977__1.3746977	28116__A0A3E5ID75__SAMN05444282_10832
ERR1913163.3747099__1.3747099	46506__B0NU77__AA415_02810
ERR1913163.3747234__1.3747234	820__A0A139JV05__B5G17_18125
ERR1913163.3747343__1.3747343	28111__E5WYC3__NCTC11155_03517
ERR1913163.3747431__1.3747431	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913163.3747488__1.3747488	487175__F3QM06__HMPREF9439_01979
ERR1913163.3747507__1.3747507	821__A0A396F598__CUU_3259
ERR1913163.3747518__1.3747518	1550024__A0A0D8IY61__ASJ35_05690
ERR1913163.3747612__1.3747612	820__A0A139JY23__B5G17_06330
ERR1913163.3747626__1.3747626	820__R9I3Q7__HMPREF1072_01668
ERR1913163.3747663__1.3747663	821__A6L0C7__ERS852556_03520
ERR1913163.3747645__1.3747645	821__A0A174NM17__lacZ_6
ERR1913163.3747694__1.3747694	39488__A0A173TCD3__lytR_1
ERR1913163.3747811__1.3747811	374840__GeneID:2546403
ERR1913163.3748025__1.3748025	1550024__G9RW08__ASJ35_03155
ERR1913163.3748287__1.3748287	820__A0A3E4GA19__SAMN05444418_10562
ERR1913163.3748358__1.3748358	820__A0A173WUD7__DXB48_08055
ERR1913163.3748341__1.3748341	357276__I9QBT7__BSEG_03340
ERR1913163.3748380__1.3748380	821__R7P1Q7__M099_2990
ERR1913163.3748518__1.3748518	214856__I3YPP0__ERS852447_01388
ERR1913163.3748600__1.3748600	47678__A5ZGW9__HMPREF1061_01068
ERR1913163.3748616__1.3748616	28116__F7LEX0__CUY_5042
ERR1913163.3748622__1.3748622	28111__R5JPF7__BACEGG_02051
ERR1913163.3748651__1.3748651	1744__A0A2C8ALX4__PFR_JS2_1736
ERR1913163.3748758__1.3748758	28116__A0A395VZB9__Bovatus_03205
ERR1913163.3748780__1.3748780	1263044__GCA_000433375.1_01161
ERR1913163.3748803__1.3748803	28111__R5K3D9__NCTC11155_02788
ERR1913163.3748988__1.3748988	626933__H1DGX0__HMPREF9449_01506
ERR1913163.3749055__1.3749055	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913163.3749203__1.3749203	28111__E5WXQ8__NCTC11155_03183
ERR1913163.3749409__1.3749409	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913163.3749500__1.3749500	820__A7V470__HMPREF1072_02076
ERR1913163.3749506__1.3749506	69974__A0A090FEL8__MPL3365_630008
ERR1913163.3749624__1.3749624	28118__R6FX99__Odosp_1660
ERR1913163.3749644__1.3749644	214856__R6XS02__ERS852447_01685
ERR1913163.3749673__1.3749673	28111__E5WYC8__BACEGG_00347
ERR1913163.3749942__1.3749942	28111__E5WXT0__BACEGG_00796
ERR1913163.3750002__1.3750002	820__A0A3E4W084__BACUNI_04042
ERR1913163.3750009__1.3750009	357276__B6W1Y1__BSEG_03960
ERR1913163.3750039__1.3750039	820__A0A3E4W4W5__ERS852554_02179
ERR1913163.3750102__1.3750102	1550024__A0A3B9WEG3__ASJ35_04505
ERR1913163.3750066__1.3750066	821__A6L0C7__ERS852556_03520
ERR1913163.3750160__1.3750160	820__A0A174A6K0__M093_0079
ERR1913163.3750200__1.3750200	820__A0A396EWL3__ERS417307_03868
ERR1913163.3750206__1.3750206	214856__I3YPQ8__ERS852447_01371
ERR1913163.3750214__1.3750214	1550024__G9RZG5__TQ39_11180
ERR1913163.3750378__1.3750378	28116__A0A3D2LPA1__CUY_3388
ERR1913163.3750428__1.3750428	487175__D9Y3I2__HMPREF9439_00938
ERR1913163.3750565__1.3750565	214856__I3YPN5__Alfi_2693
ERR1913163.3750610__1.3750610	820__A0A3E4G826__C801_01612
ERR1913163.3750612__1.3750612	820__A0A3E4WA06__ERS852554_03404
ERR1913163.3750652__1.3750652	33039__A0A174ZCB2__ERS852577_04014
ERR1913163.3750705__1.3750705	745368__A0A1T4XS74__SAMN02745178_02179
ERR1913163.3750716__1.3750716	820__R9I3N4__M093_0061
ERR1913163.3750834__1.3750834	47678__R5U206__C5Z00_07065
ERR1913163.3750908__1.3750908	28116__D7J6A7__NCTC11153_02798
ERR1913163.3751110__1.3751110	511969__GeneID:3959334
ERR1913163.3751124__1.3751124	821__A0A3E4KIM1__M097_3660
ERR1913163.3751262__1.3751262	626933__H1DGX0__HMPREF9449_01506
ERR1913163.3751271__1.3751271	28111__E5WUU3__HMPREF1016_00520
ERR1913163.3751338__1.3751338	28111__E5WUU3__HMPREF1016_00520
ERR1913163.3751358__1.3751358	821__A0A396F1N0__M099_1553
ERR1913163.3751416__1.3751416	357276__B6W1J2__BACDOR_03380
ERR1913163.3751542__1.3751542	821__A0A0P0M3U7__DXB90_14325
ERR1913163.3751762__1.3751762	357276__B6W1J2__BACDOR_03380
ERR1913163.3751875__1.3751875	28111__E5X118__NCTC11155_02425
ERR1913163.3752041__1.3752041	28111__E5WZR2__HMPREF1016_02168
ERR1913163.3752180__1.3752180	39490__U2QJK2__LG34_07975
ERR1913163.3752402__1.3752402	626933__H1DGX0__HMPREF9449_01506
ERR1913163.3752414__1.3752414	204516__U6RAM4__HMPREF1534_03439
ERR1913163.3752607__1.3752607	28111__R5K5Y0__NCTC11155_03071
ERR1913163.3752612__1.3752612	820__A0A139K5A6__DXB48_12175
ERR1913163.3752532__1.3752532	40518__R5DX93__DXD93_03055
ERR1913163.3752658__1.3752658	214856__R6XS46__ERS852559_00812
ERR1913163.3752694__1.3752694	821__A0A174AYT0__DXC02_03530
ERR1913163.3752784__1.3752784	544645__A0A1Y3VP90__DXC42_05845
ERR1913163.3752799__1.3752799	292800__G9YM38__ADH75_14815
ERR1913163.3752804__1.3752804	28111__E5WVR8__NCTC11155_02792
ERR1913163.3752819__1.3752819	28111__E5WYP5__BACEGG_00185
ERR1913163.3752948__1.3752948	28111__E5X205__NCTC11155_00661
ERR1913163.3752959__1.3752959	69974__A0A090FEL8__MPL3365_630008
ERR1913163.3753064__1.3753064	47678__R5UMC3__CGC64_08380
ERR1913163.3753091__1.3753091	28111__R5K5Y0__NCTC11155_03071
ERR1913163.3753308__1.3753308	28111__E5X237__NCTC11155_00628
ERR1913163.3753324__1.3753324	1262924__R7HQV3__BN585_00017
ERR1913163.3753364__1.3753364	823__A0A078TL61__ERS852429_00610
ERR1913163.3753391__1.3753391	374844__GeneID:1260912
ERR1913163.3753530__1.3753530	820__A7V9F9__B5G17_14640
ERR1913163.3753708__1.3753708	33039__D4M6I1__nadB_2
ERR1913163.3753766__1.3753766	28111__E5X0X9__HMPREF1016_02597
ERR1913163.3753769__1.3753769	46503__R6WWC9__PARMER_03215
ERR1913163.3753923__1.3753923	1150298__A0A174SLE6__mlc_1
ERR1913163.3753926__1.3753926	46506__B0NM94__HMPREF1181_03250
ERR1913163.3753937__1.3753937	818__A0A3E5HEU1__NCTC10582_02468
ERR1913163.3754468__1.3754468	818__D7I7V5__BJP75_001030
ERR1913163.3754492__1.3754492	544644__GCA_001915615.1_00725
ERR1913163.3754558__1.3754558	1550024__A0A0D8IY45__ASJ35_05575
ERR1913163.3754745__1.3754745	820__A0A396EUV1__B5G17_06465
ERR1913163.3754751__1.3754751	47678__R5UER2__CGC64_00710
ERR1913163.3754797__1.3754797	46506__S3YS03__DXC34_03445
ERR1913163.3754837__1.3754837	28116__A7LS02__DXF98_24100
ERR1913163.3754855__1.3754855	214856__I3YPN5__Alfi_2693
ERR1913163.3754825__1.3754825	28111__E5WVR8__NCTC11155_02792
ERR1913163.3754929__1.3754929	821__D4VD59__BHV80_04260
ERR1913163.3755121__1.3755121	821__A0A396F9T7__M097_3427
ERR1913163.3755249__1.3755249	47678__R5UU25__DXB67_16190
ERR1913163.3755333__1.3755333	214856__R6Y0B9__ERS852559_00164
ERR1913163.3755365__1.3755365	28111__E5WWI4__HMPREF1016_01032
ERR1913163.3755386__1.3755386	821__A0A174AYT0__DXC02_03530
ERR1913163.3755414__1.3755414	820__A0A174A6K0__M093_0079
ERR1913163.3755466__1.3755466	823__D0TC25__B5F32_04575
ERR1913163.3755508__1.3755508	28111__R5JPB6__NCTC11155_02514
ERR1913163.3755580__1.3755580	820__A7V049__DXB48_04755
ERR1913163.3755733__1.3755733	46506__B0NRJ1__DXC41_14065
ERR1913163.3755726__1.3755726	820__A0A1T4IY71__HMPREF2141_02402
ERR1913163.3755850__1.3755850	1262924__R7HP42__BN585_02018
ERR1913163.3755876__1.3755876	292800__A0A174IVH2__zraR_1
ERR1913163.3756127__1.3756127	47678__R5U3A7__ERS852494_02965
ERR1913163.3756133__1.3756133	28111__R5JQQ7__NCTC11155_02278
ERR1913163.3756209__1.3756209	1550024__G9RWW8__TQ39_12140
ERR1913163.3756311__1.3756311	189722__E0NQU7__HMPREF0658_0548
ERR1913163.3756290__1.3756290	817__A0A1C0WW19__macB_12
ERR1913163.3756468__1.3756468	820__A0A3E4PYB0__yejM
ERR1913163.3756489__1.3756489	820__A0A374Q8T2__DXB64_16190
ERR1913163.3756605__1.3756605	1204385__GCA_002148365.1_03409
ERR1913163.3756729__1.3756729	28111__R5K5Y0__NCTC11155_03071
ERR1913163.3756748__1.3756748	28111__E5X237__NCTC11155_00628
ERR1913163.3757067__1.3757067	821__A0A396F9T7__M097_3427
ERR1913163.3757178__1.3757178	28111__E5WUH3__BACEGG_02112
ERR1913163.3757246__1.3757246	69974__A0A090FEL8__MPL3365_630008
ERR1913163.3757201__1.3757201	2108523__A0A2P2F504__LAWASA_1087
ERR1913163.3757290__1.3757290	357276__A0A0K2HJA6__DXD47_07320
ERR1913163.3757338__1.3757338	820__A0A174Q0F0__DXB48_08080
ERR1913163.3757345__1.3757345	28116__A0A1G6G428__SAMN05444282_1278
ERR1913163.3757399__1.3757399	338188__A0A174EU88__BACFIN_08820
ERR1913163.3757409__1.3757409	28111__R5K9F8__BACEGG_01519
ERR1913163.3757613__1.3757613	821__A0A174NM17__lacZ_6
ERR1913163.3757700__1.3757700	28111__E5X0X9__HMPREF1016_02597
ERR1913163.3757703__1.3757703	28111__R5JUK8__NCTC11155_02515
ERR1913163.3757715__1.3757715	821__A0A0P0M2J4__DXD46_10295
ERR1913163.3757790__1.3757790	292800__A0A096B6V4__tap_3
ERR1913163.3757854__1.3757854	544645__A0A1U7LAX8__DXC42_11245
ERR1913163.3757952__1.3757952	28111__E5WVR8__NCTC11155_02792
ERR1913163.3757990__1.3757990	1550024__G9RVD5__ASJ35_04350
ERR1913163.3758167__1.3758167	47678__R5U7T0__CGC64_00755
ERR1913163.3758211__1.3758211	357276__I9QBT7__BSEG_03340
ERR1913163.3758321__1.3758321	28111__E5X118__NCTC11155_02425
ERR1913163.3758449__1.3758449	47678__R5UA58__ERS852558_01431
ERR1913163.3758516__1.3758516	214856__R6Y2Y4__ERS852447_01086
ERR1913163.3758524__1.3758524	821__A0A174WBC9__ERS852556_03145
ERR1913163.3758486__1.3758486	47678__R5U332__C5Z00_16810
ERR1913163.3758564__1.3758564	28111__R5JTT9__BACEGG_01644
ERR1913163.3758635__1.3758635	47678__R5UMP1__CGC64_03365
ERR1913163.3758667__1.3758667	28111__R5K5X6__NCTC11155_02508
ERR1913163.3758642__1.3758642	47678__R5UZM4__DW706_15680
ERR1913163.3758738__1.3758738	214856__A0A174AYS4__ERS852447_01192
ERR1913163.3759009__1.3759009	214856__I3YPR2__Alfi_2720
ERR1913163.3759169__1.3759169	28116__A0A078QF71__HMPREF1070_01231
ERR1913163.3759183__1.3759183	820__A0A3E4QZJ7__C801_01798
ERR1913163.3759133__1.3759133	28111__E5WVR8__NCTC11155_02792
ERR1913163.3759279__1.3759279	214856__I3YMC8__ERS852447_02666
ERR1913163.3759283__1.3759283	821__D4VD59__BHV80_04260
ERR1913163.3759316__1.3759316	820__A0A139KJ23__celCCA
ERR1913163.3759343__1.3759343	820__A0A374Q854__HMPREF1073_03281
ERR1913163.3759540__1.3759540	823__A6LBY1__ERS852380_00510
ERR1913163.3759655__1.3759655	544645__A0A1U7L9C2__DXC42_03640
ERR1913163.3759848__1.3759848	28111__R5K5X6__NCTC11155_02508
ERR1913163.3759880__1.3759880	28111__E5X119__NCTC11155_02426
ERR1913163.3759908__1.3759908	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913163.3759916__1.3759916	28111__R5K5X6__NCTC11155_02508
ERR1913163.3760131__1.3760131	28116__I9SW74__BACOVA_04237
ERR1913163.3760133__1.3760133	374840__GeneID:2546403
ERR1913163.3760212__1.3760212	292800__A0A174W622__ADH75_01915
ERR1913163.3760183__1.3760183	46506__B0NT08__BACSTE_02624
ERR1913163.3760234__1.3760234	821__A0A0P0M2J4__DXD46_10295
ERR1913163.3760571__1.3760571	39490__A0A173U8I1__LG34_05080
ERR1913163.3760547__1.3760547	821__A0A174NM17__lacZ_6
ERR1913163.3760580__1.3760580	28111__R5K5Y0__NCTC11155_03071
ERR1913163.3760655__1.3760655	47678__R5U9Z6__HMPREF1061_03205
ERR1913163.3760712__1.3760712	821__A0A395UNT8__DXD64_15275
ERR1913163.3760713__1.3760713	28111__R5JQ07__BACEGG_03203
ERR1913163.3760771__1.3760771	821__E5UY21__C800_02204
ERR1913163.3760807__1.3760807	821__E5UY21__C800_02204
ERR1913163.3760809__1.3760809	820__A0A374QGD2__ERS852421_02382
ERR1913163.3760906__1.3760906	1796652__group_1015
ERR1913163.3761029__1.3761029	1550024__G9RTA6__TQ39_10970
ERR1913163.3761036__1.3761036	47678__A5ZHL2__DXB67_12495
ERR1913163.3761177__1.3761177	820__A0A139K0J1__HMPREF2141_03205
ERR1913163.3761350__1.3761350	28111__E5WUU3__HMPREF1016_00520
ERR1913163.3761300__1.3761300	47678__R5U2H9__DXB67_10685
ERR1913163.3761447__1.3761447	818__A0A174SMH7__C799_03313
ERR1913163.3761419__1.3761419	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.3761422__1.3761422	47678__R5UAG4__DW706_17045
ERR1913163.3761491__1.3761491	47678__R5UMC3__CGC64_08380
ERR1913163.3761628__1.3761628	214856__R5UN64__ERS852447_02669
ERR1913163.3761608__1.3761608	28111__E5WYC3__NCTC11155_03517
ERR1913163.3761690__1.3761690	821__A0A395VIK7__BVU_1225
ERR1913163.3761665__1.3761665	292800__A0A174XBF3__ERS852504_03492
ERR1913163.3761952__1.3761952	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913163.3762014__1.3762014	47678__R5UT83__DW706_09750
ERR1913163.3762079__1.3762079	357276__A0A076INR8__EL88_12300
ERR1913163.3762219__1.3762219	821__A0A3E4XY72__NCTC10583_01067
ERR1913163.3762309__1.3762309	1112008__GeneID:12978672
ERR1913163.3762312__1.3762312	820__A0A1Q6IDS8__chtA
