ERR1913291.5__1.5	823__A0A174W1A8__panE
ERR1913291.510379__1.510379	28116__E5CH94__NCTC11153_03344
ERR1913291.510391__1.510391	821__D4VD59__BHV80_04260
ERR1913291.510396__1.510396	28116__E5CEE4__SAMN05444282_12363
ERR1913291.510494__1.510494	820__A0A3E4FWC8__DXC91_14635
ERR1913291.510540__1.510540	28116__A7LS06__HMPREF2532_04668
ERR1913291.510564__1.510564	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913291.510565__1.510565	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913291.510566__1.510566	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913291.510586__1.510586	28116__A0A3D2LWY1__ERS852555_01619
ERR1913291.510629__1.510629	820__A0A139KEW8__DXB64_06405
ERR1913291.510799__1.510799	853__A0A173T751__C4N24_10280
ERR1913291.510800__1.510800	28116__A7M018__M089_5540
ERR1913291.510793__1.510793	820__A0A174CG08__DXB62_13215
ERR1913291.510892__1.510892	39492__D4JV86__spoIIE
ERR1913291.511067__1.511067	39491__A0A395UZL1__DXB76_05950
ERR1913291.511097__1.511097	487174__K0XQM6__HMPREF9448_00330
ERR1913291.511261__1.511261	28116__A0A078QGJ1__AA414_00533
ERR1913291.511266__1.511266	1262746__R5SLP4__BN750_01973
ERR1913291.511248__1.511248	821__A0A173WG51__BVU_2549
ERR1913291.511254__1.511254	28116__F7L4X5__M089_2857
ERR1913291.511342__1.511342	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913291.511433__1.511433	28116__A0A395VZB9__Bovatus_03205
ERR1913291.511470__1.511470	39492__D4JUP6__ERS852540_01404
ERR1913291.511556__1.511556	310298__B3JFI7__BACCOP_00636
ERR1913291.511619__1.511619	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913291.511774__1.511774	823__D0TGE9__ERS852429_03294
ERR1913291.511799__1.511799	410072__A0A173YQW3__dtpT_1
ERR1913291.511808__1.511808	371601__W6P631__B5E50_14625
ERR1913291.511842__1.511842	39492__D4JTF2__mutS2
ERR1913291.511904__1.511904	28116__C3QMW5__M089_4133
ERR1913291.512047__1.512047	28116__A0A1Y4Q114__DXF98_00470
ERR1913291.512307__1.512307	821__R7P1Q7__M099_2990
ERR1913291.512250__1.512250	246787__A0A108TGC9__BACCELL_01371
ERR1913291.512254__1.512254	214856__I3YMC8__ERS852447_02666
ERR1913291.512351__1.512351	1262882__R5N3A4__BN519_01270
ERR1913291.512473__1.512473	28116__A7M0E3__AA414_00536
ERR1913291.512692__1.512692	28116__R6DIL2__DXD69_10970
ERR1913291.512837__1.512837	371601__A0A174KGU6__CW3_4554
ERR1913291.512904__1.512904	39491__A0A174K1W6__DXB99_15020
ERR1913291.512988__1.512988	338188__A0A174ETX3__ERS852397_01955
ERR1913291.513024__1.513024	1262911__R6GPM2__BN557_00937
ERR1913291.513056__1.513056	818__Q8A0V7__BSIG_2755
ERR1913291.513128__1.513128	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913291.513180__1.513180	397865__W0EUU4__BARVI_11800
ERR1913291.513191__1.513191	28116__A0A139LD88__CUY_2408
ERR1913291.513442__1.513442	301301__A0A395VCJ3__cbiT
ERR1913291.513670__1.513670	246787__A0A3D6AVT6__BACCELL_02130
ERR1913291.513721__1.513721	1262911__R6H0U7__BN557_01104
ERR1913291.513751__1.513751	487174__K0XA11__DDY40_03585
ERR1913291.513761__1.513761	28116__A0A1Y4PZ83__DHW41_02625
ERR1913291.513948__1.513948	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913291.514058__1.514058	1262824__R6RLS2__BN719_02323
ERR1913291.514198__1.514198	360807__A0A1Q6T5F1__fliF
ERR1913291.514280__1.514280	28116__A0A395W0G7__NCTC11153_02716
ERR1913291.514329__1.514329	1796613__A0A1V0QDA8__A4V03_02465
ERR1913291.514395__1.514395	28116__A0A395VSP8__ERS852555_02642
ERR1913291.514498__1.514498	28116__D4WLZ3__C5Z02_24105
ERR1913291.514717__1.514717	28116__A7LUQ0__CUY_2205
ERR1913291.514785__1.514785	820__A0A1Q6IDS8__chtA
ERR1913291.514862__1.514862	821__A0A173WG51__BVU_2549
ERR1913291.514869__1.514869	28116__I9TDA4__BACOV975_03134
ERR1913291.515021__1.515021	853__A0A2A7AXC8__C4N21_14120
ERR1913291.515116__1.515116	1263044__GCA_000433375.1_03552
ERR1913291.515153__1.515153	418240__C6JFI7__ERS852523_01130
ERR1913291.515350__1.515350	817__A0A149NCG3__M134_4715
ERR1913291.515424__1.515424	821__E5UY21__C800_02204
ERR1913291.515493__1.515493	214856__A0A174ZD89__ERS852559_00526
ERR1913291.515690__1.515690	821__R7P1Q7__M099_2990
ERR1913291.515756__1.515756	371601__D7K8P3__SAMN05216250_10395
ERR1913291.515900__1.515900	246787__I9QX02__HMPREF1062_01641
ERR1913291.516124__1.516124	28116__F7L4N5__BACOVA_00137
ERR1913291.516208__1.516208	28116__A0A139L6N6__HMPREF2532_02529
ERR1913291.516298__1.516298	39492__D4JTI1__EUBSIR_01463
ERR1913291.516274__1.516274	46503__R6WWC9__PARMER_03215
ERR1913291.516356__1.516356	410072__C0BF75__ERS852389_02248
ERR1913291.516426__1.516426	39492__D4JVC7__yfgF
ERR1913291.516472__1.516472	214856__I3YMN6__Alfi_1938
ERR1913291.516504__1.516504	487174__K0WRR5__DDY40_06130
ERR1913291.516532__1.516532	28116__C3QMW5__M089_4133
ERR1913291.516638__1.516638	418240__A0A174NZX7__tagF_1
ERR1913291.516641__1.516641	28116__A0A1Y4Q3M4__NCTC11153_02254
ERR1913291.516606__1.516606	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913291.516660__1.516660	387090__S0F7Y3__BACCOPRO_02028
ERR1913291.516703__1.516703	821__A0A174V2F3__NCTC10583_01474
ERR1913291.516713__1.516713	556259__E5C6L5__BSGG_0298
ERR1913291.516753__1.516753	39492__D4JV86__spoIIE
ERR1913291.517105__1.517105	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913291.517146__1.517146	371601__A0A139LNL6__ERS852396_04350
ERR1913291.517159__1.517159	166486__C7G8R8__ROSINTL182_06294
ERR1913291.517224__1.517224	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913291.517252__1.517252	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913291.517301__1.517301	820__A0A174QT76__B5G17_18060
ERR1913291.517354__1.517354	821__D4V4X2__DXC16_18525
ERR1913291.517360__1.517360	371601__W6P631__B5E50_14625
ERR1913291.517518__1.517518	820__A0A139K0K1__DXB37_05460
ERR1913291.517609__1.517609	820__A0A174A6K0__M093_0079
ERR1913291.517568__1.517568	39492__D4JV86__spoIIE
ERR1913291.517693__1.517693	820__A0A374Q854__HMPREF1073_03281
ERR1913291.517804__1.517804	214856__A0A173W3Y5__ERS852559_02032
ERR1913291.517821__1.517821	28117__B0MY40__BHV66_05170
ERR1913291.517899__1.517899	556259__E5C690__BSGG_1431
ERR1913291.517996__1.517996	28116__R6DIL2__DXD69_10970
ERR1913291.518076__1.518076	28116__A0A1G6G396__DXD69_22115
ERR1913291.518547__1.518547	35833__S2KTD2__HMPREF0179_05242
ERR1913291.518596__1.518596	821__E5UY21__C800_02204
ERR1913291.518623__1.518623	410072__A0A174KCA8__DXD67_01455
ERR1913291.518772__1.518772	821__A0A174V2F3__NCTC10583_01474
ERR1913291.518782__1.518782	817__E4VY01__AE940_09870
ERR1913291.518788__1.518788	28118__R6FAT1__DHW44_00720
ERR1913291.518808__1.518808	820__A0A3E4W9D9__B5G17_12400
ERR1913291.518810__1.518810	371601__G1UK36__HMPREF1074_03496
ERR1913291.518821__1.518821	853__A0A173T6P2__DWZ46_14595
ERR1913291.518830__1.518830	28116__W6P631__HMPREF2532_01084
ERR1913291.518849__1.518849	821__A0A174NM17__lacZ_6
ERR1913291.518869__1.518869	28116__D7J6A7__NCTC11153_02798
ERR1913291.519045__1.519045	28118__R6F2P2__NCTC10826_02131
ERR1913291.519065__1.519065	28116__A0A078Q626__HMPREF1070_02735
ERR1913291.519083__1.519083	28116__A0A3A9HTT7__BACOVA_05446
ERR1913291.519216__1.519216	1897011__A0A1Q6RG59__BHW41_02475
ERR1913291.519246__1.519246	820__A0A078S4C2__ERS417307_00828
ERR1913291.519287__1.519287	28116__A0A395VZB9__Bovatus_03205
ERR1913291.519423__1.519423	357276__B6W1J2__BACDOR_03380
ERR1913291.519549__1.519549	821__A0A3E4WAR6__DXD64_10735
ERR1913291.519561__1.519561	39492__D4JR31__EUBSIR_00106
ERR1913291.519608__1.519608	28116__A0A1Y4PHM7__DXA80_25130
ERR1913291.519723__1.519723	28116__A0A395VSP8__ERS852555_02642
ERR1913291.519737__1.519737	1263044__GCA_000433375.1_02953
ERR1913291.519817__1.519817	820__A0A174G065__DXB62_08975
ERR1913291.519907__1.519907	1262920__R5KD76__BN467_01465
ERR1913291.520153__1.520153	214856__R6Z186__ERS852447_00718
ERR1913291.520344__1.520344	371601__D6CXF7__BN891_50120
ERR1913291.520471__1.520471	1261__D3MR67__SAMN05660467_01650
ERR1913291.520615__1.520615	556259__I0PYM3__BSGG_5385
ERR1913291.520711__1.520711	246787__R6KM92__AA416_01456
ERR1913291.520713__1.520713	745368__A0A1T4XS74__SAMN02745178_02179
ERR1913291.520798__1.520798	360807__A0A173VD35__suhB
ERR1913291.520939__1.520939	28116__F7M1Q5__CUY_1584
ERR1913291.521001__1.521001	818__A0A0N7I9H8__ERS852461_00040
ERR1913291.521112__1.521112	28116__A0A395W017__HMPREF1017_03721
ERR1913291.521091__1.521091	39491__A0A395UWZ1__DXC13_02175
ERR1913291.521331__1.521331	1897011__A0A1Q6RH58__BHW41_01950
ERR1913291.521410__1.521410	820__R9I3Q7__HMPREF1072_01668
ERR1913291.521455__1.521455	28116__A7M0H0__DXA80_15290
ERR1913291.521548__1.521548	823__A0A069SAX6__ERS852380_00710
ERR1913291.521559__1.521559	28116__A0A1Y4PWN5__M088_3731
ERR1913291.521583__1.521583	28116__D4WLZ3__C5Z02_24105
ERR1913291.521724__1.521724	28116__A0A395VSP8__ERS852555_02642
ERR1913291.521737__1.521737	371601__A0A139LNL6__ERS852396_04350
ERR1913291.521751__1.521751	28116__A0A1Y4Q363__Bovatus_00608
ERR1913291.521799__1.521799	39492__D4JUD7__EUBSIR_01877
ERR1913291.521813__1.521813	28117__B0MTI4__ALIPUT_00084
ERR1913291.521925__1.521925	821__A0A174V2F3__NCTC10583_01474
ERR1913291.522008__1.522008	28118__F9Z408__NCTC10826_01194
ERR1913291.522113__1.522113	39492__D4JUD7__EUBSIR_01877
ERR1913291.522243__1.522243	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913291.522266__1.522266	487174__K0XRP0__DDY40_09260
ERR1913291.522347__1.522347	28116__C3QZB5__M088_3811
ERR1913291.522404__1.522404	821__A0A397WGD6__M098_0084
ERR1913291.522458__1.522458	39491__A0A396FIU1__DXC13_07905
ERR1913291.522464__1.522464	28116__D7J6A7__NCTC11153_02798
ERR1913291.522512__1.522512	28116__A0A1Y4PWN5__M088_3731
ERR1913291.522523__1.522523	820__A7V470__HMPREF1072_02076
ERR1913291.522667__1.522667	487174__K0XJ34__DDY40_06890
ERR1913291.522959__1.522959	29361__B6FLM7__CLONEX_01049
ERR1913291.522943__1.522943	817__D1JRG3__M076_0507
ERR1913291.523046__1.523046	204516__U6RAM4__HMPREF1534_03439
ERR1913291.523235__1.523235	821__D4V4X2__DXC16_18525
ERR1913291.523573__1.523573	1150298__R7JXP3__ERS852535_00653
ERR1913291.523739__1.523739	1150298__A0A174FT13__ERS852406_02197
ERR1913291.523778__1.523778	671267__R9IB12__C802_00696
ERR1913291.523812__1.523812	818__A0A1H7TGM1__BJP75_010615
ERR1913291.523927__1.523927	106588__A6NUL8__BACCAP_01900
ERR1913291.524030__1.524030	556259__E5C614__BSGG_0177
ERR1913291.524340__1.524340	817__A0A139TB74__M116_3004
ERR1913291.524288__1.524288	28116__E5CEE4__SAMN05444282_12363
ERR1913291.524538__1.524538	39492__D4JTF2__mutS2
ERR1913291.524567__1.524567	821__C3RB94__DXC03_15585
ERR1913291.524646__1.524646	166486__D4L337__msbA_4
ERR1913291.524647__1.524647	357276__I9QBT7__BSEG_03340
ERR1913291.524850__1.524850	28116__E5C3S2__HMPREF1070_02476
ERR1913291.524783__1.524783	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913291.524948__1.524948	357276__A0A0M1W9N4__GV66_05135
ERR1913291.524927__1.524927	1262882__R5N3H1__BN519_01121
ERR1913291.525240__1.525240	28116__A7M4E1__NCTC11153_01558
ERR1913291.525241__1.525241	823__D0TAX5__HMPREF1075_01064
ERR1913291.525254__1.525254	357276__A0A0M1W9N4__GV66_05135
ERR1913291.525262__1.525262	28117__B0MWZ9__ALIPUT_01735
ERR1913291.525419__1.525419	360807__R5HHK5__ROSEINA2194_02134
ERR1913291.525562__1.525562	820__A0A173YYG4__evgS_3
ERR1913291.525676__1.525676	28116__A0A3D2LPA1__CUY_3388
ERR1913291.525681__1.525681	39492__D4JX87__EUBSIR_00361
ERR1913291.525703__1.525703	28116__A7LYG5__M089_5828
ERR1913291.525786__1.525786	28116__I9ST00__M088_5588
ERR1913291.525873__1.525873	39491__A0A395UXH0__EUBREC_0021
ERR1913291.526189__1.526189	357276__C3R9Y0__HMPREF1064_01889
ERR1913291.526210__1.526210	39492__D4JWY1__rnfA_1
ERR1913291.526405__1.526405	556259__E5CCQ2__BSGG_3225
ERR1913291.526406__1.526406	1150298__R7JTX5__ERS852535_01291
ERR1913291.526345__1.526345	28116__A7LS06__HMPREF2532_04668
ERR1913291.526431__1.526431	28116__D7J6B1__B5F02_07870
ERR1913291.526497__1.526497	28116__A0A395VZB9__Bovatus_03205
ERR1913291.526573__1.526573	1099853__G9S2I3__NSB1T_08715
ERR1913291.526655__1.526655	28116__A0A3D2LPA1__CUY_3388
ERR1913291.526826__1.526826	28116__A0A3D2LPA1__CUY_3388
ERR1913291.526854__1.526854	671267__R9IB12__C802_00696
ERR1913291.526780__1.526780	28116__A0A1Y4PHM7__DXA80_25130
ERR1913291.526864__1.526864	106588__A6NUL8__BACCAP_01900
ERR1913291.526915__1.526915	39492__D4MMZ8__ERS852540_01407
ERR1913291.527015__1.527015	214856__R6YD52__ERS852447_02171
ERR1913291.527078__1.527078	46503__A7AG59__ERS852463_00349
ERR1913291.527092__1.527092	487174__K0WRR5__DDY40_06130
ERR1913291.527106__1.527106	28116__F7L4N5__BACOVA_00137
ERR1913291.527259__1.527259	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913291.527286__1.527286	28116__I9JM49__NCTC11153_01044
ERR1913291.527377__1.527377	214856__R6Z7Q9__ERS852447_02172
ERR1913291.527584__1.527584	817__A0A0E2SQU5__M067_3544
ERR1913291.527572__1.527572	674529__R6W053__DXB21_21335
ERR1913291.527757__1.527757	820__A0A139K337__ERS852459_02375
ERR1913291.528083__1.528083	39488__C0EWC5__EHLA_2843
ERR1913291.528122__1.528122	28116__A7M4E1__NCTC11153_01558
ERR1913291.528168__1.528168	310298__B3JQJ5__BACCOP_04231
ERR1913291.528179__1.528179	214856__A0A173Z1B0__ERS852447_00765
ERR1913291.528206__1.528206	28116__A0A3E5ID75__SAMN05444282_10832
ERR1913291.528240__1.528240	1262743__R5C054__BN727_01980
ERR1913291.528300__1.528300	246787__A0A0P0G372__BcellWH2_03657
ERR1913291.528411__1.528411	35833__S2KTV4__HMPREF0179_05216
ERR1913291.528559__1.528559	39492__D4JRZ7__smc
ERR1913291.528520__1.528520	357276__B6VYT9__HMPREF1063_05030
ERR1913291.528532__1.528532	817__Q64UC5__M139_2208
ERR1913291.528584__1.528584	821__A0A174NM17__lacZ_6
ERR1913291.528613__1.528613	338188__C9L067__ERS852397_00004
ERR1913291.528798__1.528798	28116__F7L4N5__BACOVA_00137
ERR1913291.528895__1.528895	246787__R6KCH8__csbC
ERR1913291.528904__1.528904	28116__C3QMW4__BACOVA_04147
ERR1913291.528973__1.528973	823__A0A355XIK0__CEQ22_011965
ERR1913291.529032__1.529032	28116__A7M019__HMPREF1070_01109
ERR1913291.529015__1.529015	820__A0A174QT76__B5G17_18060
ERR1913291.529136__1.529136	28116__F7M1Q5__CUY_1584
ERR1913291.529148__1.529148	39492__D4JT87__clpC
ERR1913291.529149__1.529149	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913291.529292__1.529292	28116__E5CEE4__SAMN05444282_12363
ERR1913291.529313__1.529313	820__A0A139JRH8__HMPREF2141_04326
ERR1913291.529362__1.529362	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913291.529399__1.529399	28116__F7L4X5__M089_2857
ERR1913291.529535__1.529535	821__A0A174NM17__lacZ_6
ERR1913291.529685__1.529685	39492__D4JSU6__dacB_3
ERR1913291.529706__1.529706	821__A0A174NM17__lacZ_6
ERR1913291.529754__1.529754	39491__A0A395V0E5__ERE_31370
ERR1913291.529817__1.529817	820__A0A174M9V5__M093_0237
ERR1913291.529827__1.529827	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913291.529862__1.529862	821__A0A174NM17__lacZ_6
ERR1913291.530090__1.530090	820__A0A3E4G3J9__ERS852459_02265
ERR1913291.530092__1.530092	214856__R6XYY8__ERS852447_01722
ERR1913291.530093__1.530093	821__A0A0P0LFP6__C5Z04_13890
ERR1913291.530072__1.530072	853__A0A2A7A4A9__C4N21_14870
ERR1913291.530232__1.530232	556259__E5C614__BSGG_0177
ERR1913291.530369__1.530369	821__A0A174WBC9__ERS852556_03145
ERR1913291.530407__1.530407	28116__A0A1Y4PVG3__imd
ERR1913291.530482__1.530482	28116__E5CH91__B5F02_11815
ERR1913291.530612__1.530612	28116__A7LTW7__BACOV975_02866
ERR1913291.530641__1.530641	28116__I9SW74__BACOVA_04237
ERR1913291.530698__1.530698	328814__GCA_004558275.1_00035
ERR1913291.530779__1.530779	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913291.530880__1.530880	28116__D7K7K3__SAMN05192581_103348
ERR1913291.531119__1.531119	214856__R6XNE7__ERS852447_02267
ERR1913291.531126__1.531126	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913291.531329__1.531329	28116__A0A1Y4PUF2__BACOV975_03357
ERR1913291.531377__1.531377	39492__D4JWY7__EUBSIR_01655
ERR1913291.531431__1.531431	28116__A0A139LKF7__DXA80_16100
ERR1913291.531656__1.531656	821__A0A174K302__CUU_3129
ERR1913291.531631__1.531631	1897011__A0A1Q6RE54__BHW41_04745
ERR1913291.531670__1.531670	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913291.531757__1.531757	40520__R7D9Z5__DXD81_01525
ERR1913291.531930__1.531930	1150298__A0A174SZP5__ERS852535_02327
ERR1913291.532461__1.532461	39492__D4JQS7__ERS852540_01645
ERR1913291.532760__1.532760	28116__F7L4N5__BACOVA_00137
ERR1913291.532833__1.532833	357276__I9QBT7__BSEG_03340
ERR1913291.533006__1.533006	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913291.533120__1.533120	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913291.533267__1.533267	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913291.533473__1.533473	1262911__R6GQM3__BN557_01245
ERR1913291.533488__1.533488	39485__C4Z1Y9__EUBELI_00143
ERR1913291.533527__1.533527	487174__K0WXG8__DIT83_09300
ERR1913291.533543__1.533543	28116__A0A1Y4PZ83__DHW41_02625
ERR1913291.533672__1.533672	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913291.533691__1.533691	371601__A0A1H3XPY7__CW1_0993
ERR1913291.533743__1.533743	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913291.533754__1.533754	821__E5UPR6__SAMN04487923_101768
ERR1913291.533770__1.533770	820__A0A139KIL9__DXC68_05945
ERR1913291.533830__1.533830	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913291.533918__1.533918	1150298__A0A174R918__ERS852535_01749
ERR1913291.533967__1.533967	28117__B0MTW8__ALIPUT_00502
ERR1913291.534141__1.534141	821__A0A396F9T7__M097_3427
ERR1913291.534208__1.534208	28116__C3QSX8__SAMN05444282_101331
ERR1913291.534264__1.534264	674529__R6V187__DXB21_21665
ERR1913291.534328__1.534328	823__A0A395YSW8__CF162_05645
ERR1913291.534331__1.534331	28117__B0MTD2__ALIPUT_00428
ERR1913291.534334__1.534334	1262536__GeneID:16385454
ERR1913291.534354__1.534354	39492__D4JRX7__EUBSIR_01480
ERR1913291.534310__1.534310	28117__B0MZ50__ALIPUT_02424
ERR1913291.534466__1.534466	214856__R6Y2Y4__ERS852447_01086
ERR1913291.534488__1.534488	246787__A0A0P0G684__cirA_10
ERR1913291.534587__1.534587	76489__A0A1E8EUC5__CLOACE_23150
ERR1913291.534594__1.534594	28116__A0A1Y4Q112__evgS_13
ERR1913291.534658__1.534658	28116__A0A1Y4P7B7__M088_2098
ERR1913291.534691__1.534691	28116__D7J6B1__B5F02_07870
ERR1913291.534754__1.534754	853__A0A173XRA8__CGS56_09290
ERR1913291.534795__1.534795	1262882__R5MF58__BN519_00393
ERR1913291.534777__1.534777	1262743__R5C054__BN727_01980
ERR1913291.534935__1.534935	301301__A0A395VGH2__dltB_2
ERR1913291.534961__1.534961	246787__A0A0P0G684__cirA_10
ERR1913291.535050__1.535050	820__A7V092__hldE
ERR1913291.535116__1.535116	28118__F9ZA35__DER54_10915
ERR1913291.535140__1.535140	28116__A0A3E5HUC8__DHW41_21025
ERR1913291.535246__1.535246	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913291.535260__1.535260	821__D4VD59__BHV80_04260
ERR1913291.535292__1.535292	28116__D7K7K3__SAMN05192581_103348
ERR1913291.535416__1.535416	487174__K0X6A4__HMPREF9448_00105
ERR1913291.535430__1.535430	371601__A0A1C7H1Z9__BN890_35950
ERR1913291.535682__1.535682	214856__R6XNE7__ERS852447_02267
ERR1913291.535728__1.535728	28116__A0A1Y4Q367__ERS852555_04706
ERR1913291.535733__1.535733	214856__A0A174CRY5__ERS852559_01060
ERR1913291.535739__1.535739	437898__GCF_000250875.1_00083
ERR1913291.535791__1.535791	28116__R6DIL2__DXD69_10970
ERR1913291.535794__1.535794	1262824__R6RM20__BN719_01820
ERR1913291.535911__1.535911	28116__A7LXT4__DXF98_03755
ERR1913291.535972__1.535972	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913291.536337__1.536337	820__A0A139KHX1__HMPREF2141_00289
ERR1913291.536402__1.536402	214851__D1PSM4__SUBVAR_07407
ERR1913291.536421__1.536421	821__A0A174JYD3__ERS852457_02610
ERR1913291.536433__1.536433	821__A0A396F9T7__M097_3427
ERR1913291.536480__1.536480	28116__A7M019__HMPREF1070_01109
ERR1913291.536647__1.536647	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913291.536764__1.536764	28116__A7LUQ0__CUY_2205
ERR1913291.536858__1.536858	821__A0A174NM17__lacZ_6
ERR1913291.536938__1.536938	39492__D4JTI2__ERS852540_00694
ERR1913291.537016__1.537016	823__A0A173RD26__B5F32_03910
ERR1913291.536996__1.536996	28117__B0MSS9__BHV66_06085
ERR1913291.537056__1.537056	817__A0A149NCG3__M134_4715
ERR1913291.537038__1.537038	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913291.537125__1.537125	39496__A5Z5I2__EUBVEN_00963
ERR1913291.537296__1.537296	821__R7P1Q7__M099_2990
ERR1913291.537241__1.537241	39491__A0A173QT73__alaS_2
ERR1913291.537392__1.537392	820__A0A3E4VZY4__ERS852554_01211
ERR1913291.537616__1.537616	28116__A0A1Y4PZ83__DHW41_02625
ERR1913291.537619__1.537619	487174__R5FN40__HMPREF9448_01366
ERR1913291.537828__1.537828	166486__D4L458__ROSINTL182_07088
ERR1913291.537893__1.537893	1262911__R6GTZ4__BN557_01440
ERR1913291.537909__1.537909	28116__I9ST00__M088_5588
ERR1913291.537921__1.537921	28116__E5CH90__M089_2359
ERR1913291.537965__1.537965	418240__C6JAW2__ygaD
ERR1913291.538026__1.538026	28116__A0A139KS89__HMPREF2532_04387
ERR1913291.538065__1.538065	28116__D4WLZ3__C5Z02_24105
ERR1913291.538147__1.538147	28116__R6K4N7__ERS852555_03750
ERR1913291.538327__1.538327	246787__A0A0P0GV75__HMPREF1062_00095
ERR1913291.538324__1.538324	28116__A0A139LKF7__DXA80_16100
ERR1913291.538429__1.538429	821__A0A173XDD3__DXB82_17180
ERR1913291.538367__1.538367	28116__A0A078QF71__HMPREF1070_01231
ERR1913291.538509__1.538509	1150298__A0A174EBT8__ERS852406_01739
ERR1913291.538535__1.538535	823__A0A173W8N5__ERS852513_00780
ERR1913291.538785__1.538785	28116__R6JI94__ERS852555_01222
ERR1913291.538792__1.538792	28116__E5C458__BACOV975_02730
ERR1913291.538951__1.538951	28116__A0A139L6N6__HMPREF2532_02529
ERR1913291.539054__1.539054	821__A0A174NVL6__NCTC10583_01782
ERR1913291.539131__1.539131	28116__A7M617__SAMN05192582_105025
ERR1913291.539228__1.539228	823__E1YR62__HMPREF1059_02331
ERR1913291.539340__1.539340	556259__E5C6L5__BSGG_0298
ERR1913291.539355__1.539355	246787__A0A0P0G684__cirA_10
ERR1913291.539428__1.539428	39492__D4JR31__EUBSIR_00106
ERR1913291.539438__1.539438	28116__A7LUQ0__CUY_2205
ERR1913291.539439__1.539439	1680__A0A087DHN0__AL0462_1532
ERR1913291.539533__1.539533	28116__A7M0H0__DXA80_15290
ERR1913291.539548__1.539548	28116__A0A139LKF7__DXA80_16100
ERR1913291.539609__1.539609	1981510__A0A2K9P212__B9O19_01112
