ERR1913279.29__1.29	363265__G6AYV3__HMPREF0673_01814
ERR1913279.558748__1.558748	821__A0A395UNT8__DXD64_15275
ERR1913279.558767__1.558767	39491__A0A173SH34__EUR_24920
ERR1913279.559367__1.559367	1550024__G9RQ35__ASJ35_06570
ERR1913279.559313__1.559313	1262882__R5N1N6__BN519_00968
ERR1913279.559275__1.559275	40518__R5DTW7__phoU
ERR1913279.559398__1.559398	820__A0A3E4W4Y7__B5G17_02055
ERR1913279.559425__1.559425	40518__R5DZ88__DXD93_06320
ERR1913279.559438__1.559438	216816__B7GTP7__BLIC_h02039
ERR1913279.559594__1.559594	246787__A0A3D6AWM8__BACCELL_01963
ERR1913279.559611__1.559611	28117__B0MYI9__BHV66_05415
ERR1913279.559796__1.559796	28117__B0N007__BHV66_10275
ERR1913279.559888__1.559888	357276__A0A0K2HKT7__B5F95_21090
ERR1913279.560569__1.560569	28117__R7JIJ8__BHV66_01635
ERR1913279.560669__1.560669	820__A0A374Q854__HMPREF1073_03281
ERR1913279.561011__1.561011	239935__A0A2N8HBM4__CXT85_06270
ERR1913279.561012__1.561012	46503__R6Y9P8__evgS_3
ERR1913279.561041__1.561041	214856__A0A174A0P3__ERS852447_00994
ERR1913279.561173__1.561173	68891__A0A0F2DY13__dnaK
ERR1913279.561149__1.561149	28117__B0MWP2__ALIPUT_01468
ERR1913279.561204__1.561204	165179__R6CNX7__DXB80_02200
ERR1913279.561225__1.561225	1633__C2ETJ3__HMPREF0549_0779
ERR1913279.561393__1.561393	214856__A0A173ZZ16__umuC_2
ERR1913279.561475__1.561475	74426__sugC
ERR1913279.561776__1.561776	216816__C2GTH2__CE159_03580
ERR1913279.561840__1.561840	1685__W6EXB4__B31L_1221
ERR1913279.561965__1.561965	74426__purL
ERR1913279.561980__1.561980	39488__C0EY66__prkC_1
ERR1913279.562070__1.562070	28117__B0N028__BHV66_05935
ERR1913279.562100__1.562100	74426__pta
ERR1913279.562305__1.562305	28117__B0N007__BHV66_10275
ERR1913279.562237__1.562237	39492__B0MNL5__phoR_1
ERR1913279.562346__1.562346	1263000__R5EKG2__BN466_02040
ERR1913279.562538__1.562538	357276__I8WPR6__EL88_06675
ERR1913279.562766__1.562766	1263000__R5EKG2__BN466_02040
ERR1913279.562767__1.562767	39492__D4JTW7__EUBSIR_00859
ERR1913279.563036__1.563036	357276__I8WPR6__EL88_06675
ERR1913279.563080__1.563080	1263107__GCA_000436995.1_00214
ERR1913279.563258__1.563258	28117__B0MSS1__ALIPUT_00273
ERR1913279.563279__1.563279	1262911__R6GI18__BN557_01377
ERR1913279.563459__1.563459	28116__A0A078Q626__HMPREF1070_02735
ERR1913279.563738__1.563738	626932__G5H913__HMPREF9450_02099
ERR1913279.563766__1.563766	1262736__R5Y2W2__BN496_01173
ERR1913279.563903__1.563903	28117__B0MU58__BHV66_05630
ERR1913279.564043__1.564043	487174__K0XLV6__DIT83_00940
ERR1913279.564050__1.564050	28116__C3QMW5__M089_4133
ERR1913279.564290__1.564290	214856__I3YPQ4__Alfi_2712
ERR1913279.564318__1.564318	853__A0A173T0Y8__CGS54_07215
ERR1913279.564325__1.564325	39491__D4JM76__DXC13_02150
ERR1913279.564496__1.564496	1262911__R6GUQ4__BN557_01581
ERR1913279.564471__1.564471	1680__A0A1V8QAM8__BIFADO_02272
ERR1913279.564793__1.564793	28116__I8YA07__C5Z02_15915
ERR1913279.564828__1.564828	363265__R6F4I0__HMPREF0673_00778
ERR1913279.564869__1.564869	214856__I3YPP9__Alfi_2707
ERR1913279.564880__1.564880	74426__infB
ERR1913279.564923__1.564923	363265__G6AXV1__HMPREF0673_01458
ERR1913279.565144__1.565144	214856__A0A174ZB00__ERS852559_00631
ERR1913279.565157__1.565157	2293125__A0A374BMF4__DW917_15260
ERR1913279.565300__1.565300	823__A0A395YZG9__M092_4358
ERR1913279.565329__1.565329	387661__K5ZT71__B5F96_05370
ERR1913279.565561__1.565561	1680__A0A3E4SB79__BAD_1517
ERR1913279.565590__1.565590	820__A0A174I980__gldH
ERR1913279.565614__1.565614	28117__B0MSS1__ALIPUT_00273
ERR1913279.565639__1.565639	823__D0TCC2__HMPREF1075_01590
ERR1913279.565680__1.565680	39492__D4JWG6__EUBSIR_00253
ERR1913279.565828__1.565828	487174__R5FJY1__DDY40_07045
ERR1913279.565986__1.565986	74426__infB
ERR1913279.566256__1.566256	28117__B0MYI9__BHV66_05415
ERR1913279.566276__1.566276	853__A0A329UEG4__CHR60_00585
ERR1913279.566313__1.566313	1262989__R6Y9H3__BN815_01748
ERR1913279.566364__1.566364	328814__GCA_004558275.1_00234
ERR1913279.566365__1.566365	544645__A0A1U7LBV3__DXC42_12245
ERR1913279.566474__1.566474	28117__R7JPX7__BHV66_00900
ERR1913279.566804__1.566804	1796613__C6Z8X0__ADH74_11325
ERR1913279.566808__1.566808	33039__D4M1A7__RTO_02350
ERR1913279.566786__1.566786	357276__I9QBT7__BSEG_03340
ERR1913279.567008__1.567008	28117__B0MTI4__ALIPUT_00084
ERR1913279.567085__1.567085	1262924__R7HQ14__BN585_00419
ERR1913279.567286__1.567286	357276__A0A076IXE0__HMPREF1064_04364
ERR1913279.567259__1.567259	165179__A0A3E4SEG4__DXC61_11235
ERR1913279.567487__1.567487	1262740__R7CZ43__BN666_02089
ERR1913279.568280__1.568280	820__A0A174EV88__HMPREF1072_01427
ERR1913279.568406__1.568406	46228__V8C7P7__HMPREF1202_01523
ERR1913279.568583__1.568583	46228__B5CNB4__RUMLAC_00950
ERR1913279.568726__1.568726	133926__E1QW25__Olsu_1222
ERR1913279.568742__1.568742	214856__A0A175A6T5__ERS852447_02658
ERR1913279.568906__1.568906	28117__B0MYW7__ALIPUT_02336
ERR1913279.569129__1.569129	1680__A0A087DHN0__AL0462_1532
ERR1913279.569042__1.569042	357276__B6W5Q7__DXD47_13945
ERR1913279.569187__1.569187	820__A0A174TRB5__DXD40_11305
ERR1913279.569203__1.569203	410072__C0BBL2__DXD67_02635
ERR1913279.569494__1.569494	28117__B0MU57__ALIPUT_00175
ERR1913279.569733__1.569733	301302__A0A0M6W9I4__M72_19871
ERR1913279.569776__1.569776	818__A0A139JVX2__ERS852557_01101
ERR1913279.569827__1.569827	216816__D6D9A3__BLNIAS_01911
ERR1913279.569828__1.569828	40518__R5DTP7__DXD83_02415
ERR1913279.569869__1.569869	820__A0A3E4QZJ7__C801_01798
ERR1913279.569892__1.569892	40518__R5E670__DXD93_06195
ERR1913279.569966__1.569966	39492__D4JTF2__mutS2
ERR1913279.569978__1.569978	384638__B7APN3__BACPEC_00639
ERR1913279.570090__1.570090	214856__R6YBX3__msbA_2
ERR1913279.570281__1.570281	28117__R7JH62__BHV66_05735
ERR1913279.570294__1.570294	820__A0A139JRS5__HMPREF1073_04025
ERR1913279.570353__1.570353	100886__E2NSF9__rpoB
ERR1913279.570493__1.570493	357276__I9FGI3__EL88_12385
ERR1913279.570677__1.570677	28117__R7JQW0__ALIPUT_01453
ERR1913279.570721__1.570721	147206__GCF_000156215.1_01776
ERR1913279.571150__1.571150	626940__E8LCL0__BN587_01660
ERR1913279.571339__1.571339	1263000__R5EK63__BN466_02075
ERR1913279.571515__1.571515	820__A0A3E4G3J9__ERS852459_02265
ERR1913279.571551__1.571551	1550024__A0A0W7TQZ0__TQ39_10670
ERR1913279.571604__1.571604	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913279.571606__1.571606	28117__B0MXJ1__BHV66_08445
ERR1913279.571672__1.571672	28117__B0MYP3__BHV66_04995
ERR1913279.571673__1.571673	214856__I3YMC8__ERS852447_02666
ERR1913279.571772__1.571772	28117__B0MTY2__BHV66_06485
ERR1913279.571842__1.571842	1313__A0A0U0HZA0__SAMEA1026725_01767
ERR1913279.572088__1.572088	28117__B0MXG7__BHV66_08620
ERR1913279.572173__1.572173	820__A0A139JRH8__HMPREF2141_04326
ERR1913279.572215__1.572215	820__A0A3E4VXP2__yesR
ERR1913279.572325__1.572325	487174__K0WU53__DDY40_07650
ERR1913279.572785__1.572785	214856__A0A174ZLW6__ERS852559_01424
ERR1913279.573040__1.573040	239935__R6IZT7__CXU18_11710
ERR1913279.573171__1.573171	214856__A0A174A1J3__ERS852447_01000
ERR1913279.573417__1.573417	165179__W1I4H6__DXB80_13655
ERR1913279.573456__1.573456	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913279.573625__1.573625	28117__B0MZ22__BHV66_04430
ERR1913279.573660__1.573660	40518__R5DR96__RBATCC27255_01185
ERR1913279.573809__1.573809	387661__B7B5Q2__PRABACTJOHN_00346
ERR1913279.574347__1.574347	100886__E2NPA5__CATMIT_00396
ERR1913279.574481__1.574481	47678__R5UMP1__CGC64_03365
ERR1913279.574822__1.574822	214856__I3YPQ4__Alfi_2712
ERR1913279.574851__1.574851	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913279.574931__1.574931	214856__R6XQX8__ERS852559_02550
ERR1913279.575320__1.575320	1633__C2EVZ5__HMPREF0549_1631
ERR1913279.575566__1.575566	820__R9HVB9__DXC68_17285
ERR1913279.575637__1.575637	820__A0A3E5E0T0__ERS852554_00312
ERR1913279.575657__1.575657	39492__D4JTG7__EUBSIR_00572
ERR1913279.575720__1.575720	2026240__fimA_5
ERR1913279.575686__1.575686	214856__A0A174H3U9__ERS852559_00612
ERR1913279.575693__1.575693	28116__F7LC60__AA414_00422
ERR1913279.575900__1.575900	387661__K5YII0__PRABACTJOHN_03131
ERR1913279.575926__1.575926	820__A0A139K1Y6__DXB48_02610
ERR1913279.576236__1.576236	47678__R5UTU5__CGC64_07175
ERR1913279.576323__1.576323	28117__B0MWP2__ALIPUT_01468
ERR1913279.576326__1.576326	33039__D4M149__ERS852390_03118
ERR1913279.576342__1.576342	214856__A0A174FWM7__ERS852559_00590
ERR1913279.576451__1.576451	165179__A0A174SA26__PREVCOP_05758
ERR1913279.576644__1.576644	39492__D4JUD7__EUBSIR_01877
ERR1913279.576886__1.576886	823__A0A174PAQ4__ERS852429_04218
ERR1913279.576973__1.576973	214856__A0A174FY71__ERS852559_01033
ERR1913279.576945__1.576945	823__A0A174VBJ5__M091_5021
ERR1913279.577044__1.577044	820__A0A174CG08__DXB62_13215
ERR1913279.577111__1.577111	820__A7V092__hldE
ERR1913279.577102__1.577102	39492__D4JSG7__EUBSIR_01006
ERR1913279.577183__1.577183	626932__G5HA13__HMPREF9450_01478
ERR1913279.577261__1.577261	1680__A0A0B5BME4__DXD63_05015
ERR1913279.577205__1.577205	820__A0A139JUD3__DXC91_19380
ERR1913279.577210__1.577210	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913279.577281__1.577281	88431__R7FUI2__ERS852423_02700
ERR1913279.577428__1.577428	626932__G5H751__HMPREF9450_00894
ERR1913279.577487__1.577487	46228__V8BLW9__DXD17_14090
ERR1913279.577605__1.577605	818__A0A3E5HHE1__Btheta7330_00796
ERR1913279.577619__1.577619	46228__V8C4T8__RUMLAC_02058
ERR1913279.577690__1.577690	214856__A0A174ZJU0__ERS852559_00619
ERR1913279.577775__1.577775	1262911__R6GY78__BN557_00532
ERR1913279.577791__1.577791	214856__R5UN64__ERS852447_02669
ERR1913279.577840__1.577840	165179__R6C3A5__DXC61_11820
ERR1913279.577856__1.577856	39488__A0A285PS10__ERS852578_00426
ERR1913279.578068__1.578068	28117__B0MST6__BHV66_06090
ERR1913279.578072__1.578072	820__A0A3E4G826__C801_01612
ERR1913279.578274__1.578274	1965576__A0A1Y4LG23__B5F19_12685
ERR1913279.578229__1.578229	820__A0A3E4XM43__DXC91_13960
ERR1913279.578281__1.578281	28117__R7JPX7__BHV66_00900
ERR1913279.578376__1.578376	28117__B0MY34__BHV66_05195
ERR1913279.578532__1.578532	214856__A0A174ZEW0__ERS852447_00985
ERR1913279.578512__1.578512	2108523__A0A2P2F8Z8__LAWASA_2511
ERR1913279.578604__1.578604	818__A0A0N7I9M6__Btheta7330_00939
ERR1913279.578834__1.578834	626932__G5H8A5__HMPREF9450_01165
ERR1913279.578782__1.578782	28052__A0A174GZE8__ERS852451_00311
ERR1913279.578783__1.578783	820__A0A3E4WA06__ERS852554_03404
ERR1913279.579347__1.579347	28037__A0A0H2UPY5__ribF
ERR1913279.579704__1.579704	100886__E2NPA5__CATMIT_00396
ERR1913279.579705__1.579705	820__A0A139JRS5__HMPREF1073_04025
ERR1913279.579989__1.579989	39485__A0A174ZG70__ERS852492_00929
ERR1913279.580366__1.580366	1550024__A0A0W7TT94__TQ39_11150
ERR1913279.580611__1.580611	39492__R6SA81__EUBSIR_00402
ERR1913279.580829__1.580829	328814__GCA_004558275.1_00074
ERR1913279.580879__1.580879	28117__B0MWX3__BHV66_03010
ERR1913279.581169__1.581169	39491__A0A395ZEI6__ERE_07950
ERR1913279.581241__1.581241	28117__B0MWC6__BHV66_00965
ERR1913279.581444__1.581444	328814__GCA_004558275.1_01000
ERR1913279.581398__1.581398	2026240__group_3910
ERR1913279.581452__1.581452	165179__R6C3A5__DXC61_11820
ERR1913279.581478__1.581478	853__D4JY61__C4N21_10560
ERR1913279.581590__1.581590	328814__GCA_004558275.1_01001
ERR1913279.581706__1.581706	165179__D1PCL6__DXB80_13435
ERR1913279.581661__1.581661	820__A0A174F696__macB_13
ERR1913279.581669__1.581669	1262740__R7CU84__BN666_01047
ERR1913279.581800__1.581800	328814__GCA_004558275.1_00036
ERR1913279.581819__1.581819	39491__A0A396FPV7__ERS852580_01177
ERR1913279.581947__1.581947	214856__A0A174ZED5__ERS852559_00591
ERR1913279.582030__1.582030	820__A0A3E4G826__C801_01612
ERR1913279.582242__1.582242	410072__C0B8G3__DXD67_01535
ERR1913279.582339__1.582339	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913279.582478__1.582478	357276__I9QBT4__GV66_09000
ERR1913279.582565__1.582565	626940__R6XU34__BN587_01654
ERR1913279.582769__1.582769	820__A0A139K0K1__DXB37_05460
ERR1913279.582864__1.582864	671232__E6J1B4__DXB55_04610
ERR1913279.583116__1.583116	820__A0A174VD39__DXD90_12235
ERR1913279.583445__1.583445	1262924__R7HKP8__BN585_01113
ERR1913279.583642__1.583642	820__R9I2U8__DXC68_09590
ERR1913279.583708__1.583708	28117__B0MTH2__ALIPUT_00061
ERR1913279.583730__1.583730	292800__A0A174UQD2__B5F52_18205
ERR1913279.584196__1.584196	84030__D6DH89__B5F06_08080
ERR1913279.584267__1.584267	214856__A0A174G1M7__ERS852559_00594
ERR1913279.584334__1.584334	1263006__R6LRT3__BN515_00657
ERR1913279.584358__1.584358	823__A0A395YZG9__M092_4358
ERR1913279.584420__1.584420	626932__G5H8A5__HMPREF9450_01165
ERR1913279.584612__1.584612	357276__I9FTR0__HMPREF1065_02861
ERR1913279.584866__1.584866	1550024__G9RVU1__TQ39_06560
ERR1913279.584971__1.584971	28116__A0A1Y4PHM7__DXA80_25130
ERR1913279.585304__1.585304	1535__A7VNP8__CH238_14985
ERR1913279.585383__1.585383	821__A0A396F9T7__M097_3427
ERR1913279.585319__1.585319	39492__D4JW10__pppA
ERR1913279.585412__1.585412	216816__Q8G6X1__DD674_00140
ERR1913279.585529__1.585529	357276__E5UTL1__HMPREF1065_03551
ERR1913279.585522__1.585522	39492__R6SPM9__pheT
ERR1913279.585640__1.585640	2293125__A0A374BR61__DW917_14880
ERR1913279.585713__1.585713	214856__R6Y6H8__ERS852447_01719
ERR1913279.585813__1.585813	40518__R5DZ88__DXD93_06320
ERR1913279.585979__1.585979	165179__D1PCT4__DXB80_09470
ERR1913279.586069__1.586069	165179__R6CJG8__DXC61_09290
ERR1913279.586241__1.586241	28116__D7K7K3__SAMN05192581_103348
ERR1913279.586318__1.586318	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913279.586320__1.586320	214856__A0A174G0N0__ERS852447_02436
ERR1913279.586721__1.586721	1262929__R6FRR0__BN691_00154
ERR1913279.586837__1.586837	1680__A0A076JM61__DXD63_05245
ERR1913279.586844__1.586844	33039__A0A174YJ10__ERS852502_01829
ERR1913279.586873__1.586873	1262911__R6GZW9__BN557_00833
ERR1913279.586991__1.586991	357276__I8WPR6__EL88_06675
ERR1913279.587106__1.587106	1262911__R6GS52__BN557_00834
ERR1913279.587257__1.587257	823__A0A174UI22__CF162_13840
ERR1913279.587406__1.587406	1262924__R7HRJ9__BN585_00557
ERR1913279.587411__1.587411	28117__B0MTH2__ALIPUT_00061
ERR1913279.587486__1.587486	214856__A0A174G1M7__ERS852559_00594
ERR1913279.587507__1.587507	820__A0A3E4VZT7__DXB48_16145
ERR1913279.587563__1.587563	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913279.587806__1.587806	328814__GCA_004558275.1_00236
ERR1913279.587721__1.587721	823__D0TGE9__ERS852429_03294
ERR1913279.587878__1.587878	1262743__R5C054__BN727_01980
ERR1913279.588092__1.588092	28117__R7JLL3__ALIPUT_02219
ERR1913279.588037__1.588037	165179__D1PES9__DXB80_11585
ERR1913279.588159__1.588159	817__E1WUT9__M130_1844
ERR1913279.588225__1.588225	817__D1JR15__M117_0303
ERR1913279.588400__1.588400	360807__A0A396ADY6__RIL183_17001
ERR1913279.588335__1.588335	214856__I3YPN3__ERS852447_01395
ERR1913279.588423__1.588423	820__A7V9F9__B5G17_14640
ERR1913279.588462__1.588462	384639__GCA_003096855.1_00253
ERR1913279.588477__1.588477	47678__R5UUB5__ERS852558_00247
ERR1913279.588443__1.588443	28117__B0MTS2__ALIPUT_00159
ERR1913279.588514__1.588514	28117__B0MU76__ALIPUT_00202
ERR1913279.588677__1.588677	74426__rpoC
ERR1913279.588860__1.588860	147206__GCF_000156215.1_01776
ERR1913279.588881__1.588881	1262929__R6EZ86__BN691_00765
ERR1913279.588945__1.588945	820__A0A3E4WA06__ERS852554_03404
ERR1913279.589158__1.589158	626940__E8LD48__DCQ00_06315
ERR1913279.589181__1.589181	823__A0A395Z066__M091_0663
ERR1913279.589213__1.589213	214856__A0A174ZLY7__ERS852447_02456
ERR1913279.589318__1.589318	1550024__A0A0W7TVC5__TQ39_00835
ERR1913279.589402__1.589402	39485__A0A174ZA72__glgB_1
ERR1913279.589483__1.589483	214856__A0A174ZB00__ERS852559_00631
ERR1913279.589554__1.589554	28117__B0MWP2__ALIPUT_01468
ERR1913279.589603__1.589603	820__A0A139K4W1__M093_0353
ERR1913279.589759__1.589759	214856__A0A174FW22__ERS852447_02437
ERR1913279.589762__1.589762	28117__B0MVL2__BHV66_01645
ERR1913279.589886__1.589886	820__A0A374Q854__HMPREF1073_03281
ERR1913279.590214__1.590214	1150298__A0A174U8I6__ERS852535_02809
ERR1913279.590314__1.590314	1680__A0A0C2YPV2__AL0462_1474
ERR1913279.590433__1.590433	853__D4K7X0__DW905_09540
ERR1913279.590722__1.590722	33039__D4M379__selB
ERR1913279.590868__1.590868	28117__B0MTH2__ALIPUT_00061
ERR1913279.590893__1.590893	820__A0A174F696__macB_13
ERR1913279.590944__1.590944	328814__GCA_004558275.1_01003
ERR1913279.590978__1.590978	39491__A0A395ZHW3__ERS852417_01359
ERR1913279.591212__1.591212	823__A6LHK0__M090_1297
ERR1913279.591247__1.591247	46503__R6X0R5__DXB85_12380
ERR1913279.591512__1.591512	39492__D4JSG7__EUBSIR_01006
ERR1913279.591749__1.591749	216816__D6D9H5__APC1466_0493
ERR1913279.591859__1.591859	1897011__A0A1Q6RBX6__BHW41_06385
ERR1913279.592011__1.592011	46228__V8CGF0__HMPREF1202_00126
ERR1913279.592021__1.592021	853__A8S882__C4N23_07600
ERR1913279.591982__1.591982	28117__B0MWZ9__ALIPUT_01735
ERR1913279.591993__1.591993	487174__R5FN40__HMPREF9448_01366
ERR1913279.592181__1.592181	28117__B0MXR4__BHV66_08025
ERR1913279.592327__1.592327	820__A7V859__ERS852462_00341
ERR1913279.592439__1.592439	39485__A0A174ZA72__glgB_1
ERR1913279.592502__1.592502	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913279.592469__1.592469	147206__GCF_000156215.1_01776
ERR1913279.592577__1.592577	853__A8SCP3__C4N26_07960
ERR1913279.592713__1.592713	1965576__A0A1Y4LQA6__B5F19_06455
ERR1913279.592855__1.592855	817__A0A149N485__HMPREF1056_02940
ERR1913279.593042__1.593042	28117__B0MXR4__BHV66_08025
ERR1913279.593309__1.593309	39492__D4JU30__EUBSIR_00838
ERR1913279.593370__1.593370	39485__C4Z0K2__ERS852490_00991
ERR1913279.593494__1.593494	1965537__A0A1Y4WCT3__B5E42_17555
ERR1913279.593534__1.593534	28117__B0MUL5__ALIPUT_00722
ERR1913279.593613__1.593613	214856__A0A174A1J3__ERS852447_01000
ERR1913279.593727__1.593727	1262920__R5KD76__BN467_01465
ERR1913279.593779__1.593779	28117__B0MWC6__BHV66_00965
ERR1913279.594101__1.594101	328814__GCA_004558275.1_02294
ERR1913279.594092__1.594092	214856__R6Y2Y4__ERS852447_01086
ERR1913279.594136__1.594136	239935__B2UL21__CXT98_03395
ERR1913279.594248__1.594248	214856__I3YPN0__ERS852447_01398
ERR1913279.594683__1.594683	1262911__R6GMD8__BN557_01647
ERR1913279.594690__1.594690	39492__D4JRL2__ERS852540_01608
ERR1913279.594723__1.594723	39491__A0A174LTW7__DXD13_08720
ERR1913279.594993__1.594993	28116__A7LS06__HMPREF2532_04668
ERR1913279.595118__1.595118	165179__A0A3E5EDP4__DXB80_05800
ERR1913279.595339__1.595339	28117__B0MY45__ALIPUT_02164
ERR1913279.595508__1.595508	28117__R7JPX7__BHV66_00900
ERR1913279.595583__1.595583	360807__A0A173T4V2__ROSEINA2194_02477
ERR1913279.595588__1.595588	40518__R5E2F3__artQ
ERR1913279.595783__1.595783	487174__K0X3H8__HMPREF9448_02822
ERR1913279.595938__1.595938	214856__R6Y6H8__ERS852447_01719
ERR1913279.595952__1.595952	301302__R5V7G4__ywtF
ERR1913279.595977__1.595977	46503__R6X5W5__HMPREF1078_03156
ERR1913279.596294__1.596294	818__Q8A0R7__ERS852461_00039
ERR1913279.596494__1.596494	28117__R7JN92__BHV66_00550
ERR1913279.596592__1.596592	33039__A0A174Z8F8__ERS852530_05419
ERR1913279.596795__1.596795	39491__A0A395ZF49__DXB69_05290
ERR1913279.596883__1.596883	28117__B0MT86__BHV66_02450
ERR1913279.596903__1.596903	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913279.596974__1.596974	46503__R6X0R5__DXB85_12380
ERR1913279.597241__1.597241	39491__C4Z9E9__T1815_12341
ERR1913279.597333__1.597333	214856__A0A174FWM7__ERS852559_00590
ERR1913279.597261__1.597261	820__A7VAR9__ERS852421_00197
ERR1913279.597506__1.597506	823__A0A395YQ63__B5F32_15335
ERR1913279.597561__1.597561	322505__group_1562
ERR1913279.597753__1.597753	817__A0A0K6BWM6__IB64_13745
ERR1913279.598263__1.598263	214856__R6XP73__ERS852447_00886
ERR1913279.598630__1.598630	214856__I3YMB7__Alfi_1811
ERR1913279.598646__1.598646	28117__B0MU53__ALIPUT_00569
ERR1913279.598657__1.598657	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913279.598659__1.598659	28117__B0MY40__BHV66_05170
ERR1913279.598922__1.598922	28117__B0MXI8__BHV66_08505
ERR1913279.599036__1.599036	28037__A0A0I6MX68__AXK38_00770
ERR1913279.599353__1.599353	1680__A0A0B5BME4__DXD63_05015
ERR1913279.599422__1.599422	78535__J4UNL9__ccpB
ERR1913279.599493__1.599493	1262924__R7HRE7__BN585_00055
ERR1913279.599887__1.599887	1262929__R6FV28__BN691_00620
ERR1913279.600054__1.600054	47678__A5ZBD0__ERS852494_02920
ERR1913279.600310__1.600310	214856__A0A174G1M7__ERS852559_00594
ERR1913279.600286__1.600286	357276__A0A076INK2__BSEG_04225
ERR1913279.600456__1.600456	820__A0A3E4W4Y7__B5G17_02055
ERR1913279.600433__1.600433	28117__B0MZ50__ALIPUT_02424
ERR1913279.600599__1.600599	246787__A0A0P0GR24__BcellWH2_03263
ERR1913279.600606__1.600606	1150298__A0A174I056__ERS852535_01387
ERR1913279.600618__1.600618	28117__B0MSR5__BHV66_02095
ERR1913279.600627__1.600627	39485__A0A175A023__yhhT
ERR1913279.600732__1.600732	239935__A0A2N8IRW0__A4V05_11620
ERR1913279.600673__1.600673	1150298__R7JUS2__ERS852498_02193
ERR1913279.600880__1.600880	823__D7IV95__DXC05_09565
ERR1913279.600889__1.600889	820__A0A173W419__DXC68_17760
ERR1913279.600877__1.600877	214856__A0A174CRY5__ERS852559_01060
ERR1913279.601230__1.601230	626932__G5H5B5__HMPREF9450_00125
ERR1913279.601351__1.601351	46228__B5CPY3__DXD17_03535
ERR1913279.601397__1.601397	820__A0A3E4PYB0__yejM
ERR1913279.601402__1.601402	39492__D4JXA0__ERS852540_02538
ERR1913279.601495__1.601495	39485__C4Z434__tilS
ERR1913279.601727__1.601727	820__A0A173W419__DXC68_17760
ERR1913279.601773__1.601773	626932__G5HBL4__HMPREF9450_02324
ERR1913279.601826__1.601826	28117__B0MT86__BHV66_02450
ERR1913279.601930__1.601930	818__R7KZF1__C5Z03_07410
ERR1913279.601961__1.601961	706562__GCA_900112995.1_01622
ERR1913279.602218__1.602218	39485__R5ZNG4__yerB
ERR1913279.602498__1.602498	818__Q8A0R7__ERS852461_00039
