ERR1913264.104__1.104	487174__K0X079__DIT83_00640
ERR1913264.744312__1.744312	821__A0A173XDD3__DXB82_17180
ERR1913264.744275__1.744275	1150298__A0A174EBT8__ERS852406_01739
ERR1913264.744286__1.744286	1501391__GCA_000786575.1_00132
ERR1913264.744511__1.744511	39491__A0A173RA59__EUR_24800
ERR1913264.744707__1.744707	823__A0A355XLT7__HMPREF1075_03402
ERR1913264.745095__1.745095	39491__A0A395UXH0__EUBREC_0021
ERR1913264.745446__1.745446	821__A0A3E4WAR6__DXD64_10735
ERR1913264.745483__1.745483	39491__A0A396FNP1__DXD95_06025
ERR1913264.745609__1.745609	28117__B0MU76__ALIPUT_00202
ERR1913264.745666__1.745666	360807__A0A173SE91__murR
ERR1913264.745738__1.745738	39491__A0A395ZJZ1__LD38_01870
ERR1913264.745795__1.745795	39485__A0A174YVS4__EUBELI_00620
ERR1913264.746070__1.746070	1262945__R6YTV0__BN600_01131
ERR1913264.746200__1.746200	39491__A0A395V297__EUR_01010
ERR1913264.746519__1.746519	1262922__R6EYF8__BN487_01182
ERR1913264.746648__1.746648	1150298__A0A174GDE8__ERS852535_00119
ERR1913264.746772__1.746772	2108523__A0A2P2FCF2__LAWASA_3737
ERR1913264.746868__1.746868	487174__K0X068__DDY40_07105
ERR1913264.746877__1.746877	1262922__R6EHA3__BN487_01987
ERR1913264.746924__1.746924	1262922__R6ECP0__BN487_01268
ERR1913264.747108__1.747108	28117__B0MTV0__BHV66_06395
ERR1913264.747184__1.747184	1263000__R5ES99__BN466_01121
ERR1913264.747301__1.747301	1501391__GCA_000786575.1_00047
ERR1913264.747508__1.747508	160404__A0A1M6UF84__B5G26_00740
ERR1913264.747581__1.747581	1263000__R5F0H8__BN466_00254
ERR1913264.747613__1.747613	1262922__R6E8V3__BN487_01763
ERR1913264.747705__1.747705	1965537__A0A1Y4WJA1__B5E42_12345
ERR1913264.747939__1.747939	39491__A0A395ZBQ4__cph2_2
ERR1913264.747998__1.747998	1965588__A0A1Y4HAD7__B5F36_01590
ERR1913264.748283__1.748283	2137880__A0A316NUD0__DBY21_06900
ERR1913264.748338__1.748338	1262922__R6E9C2__BN487_00401
ERR1913264.748345__1.748345	28117__B0MTW8__ALIPUT_00502
ERR1913264.748518__1.748518	328814__GCA_004558275.1_00056
ERR1913264.748647__1.748647	39491__A0A395V5R3__EUBREC_1883
ERR1913264.748707__1.748707	1262889__R7HD12__BN634_00607
ERR1913264.748925__1.748925	39491__A0A395V297__EUR_01010
ERR1913264.748988__1.748988	39491__C4ZCH3__EUR_17560
ERR1913264.749120__1.749120	1262922__R6EXU8__BN487_01099
ERR1913264.749403__1.749403	1262980__R5BZQ1__BN814_00049
ERR1913264.749644__1.749644	821__A0A395VIK7__BVU_1225
ERR1913264.749789__1.749789	487174__K0XK80__DIT83_00335
ERR1913264.749925__1.749925	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913264.750023__1.750023	1150298__A0A174BP05__murAA
ERR1913264.750225__1.750225	1262922__R6E8Y1__BN487_01778
ERR1913264.750211__1.750211	39491__C4ZCH3__EUR_17560
ERR1913264.750354__1.750354	2108523__A0A2P2FDA1__LAWASA_4052
ERR1913264.750745__1.750745	28117__B0MU58__BHV66_05630
ERR1913264.750824__1.750824	1501391__GCA_000786575.1_00092
ERR1913264.750891__1.750891	28117__B0MWX3__BHV66_03010
ERR1913264.751142__1.751142	39491__A0A395ZBQ4__cph2_2
ERR1913264.751269__1.751269	818__C6IEU8__BSIG_0269
ERR1913264.751489__1.751489	1150298__A0A174HEB6__ypdC_2
ERR1913264.751588__1.751588	39491__C4ZD70__LD38_03510
ERR1913264.751682__1.751682	39491__A0A2U2EK03__ERE_28780
ERR1913264.752012__1.752012	1263000__R5EBJ1__BN466_00540
ERR1913264.752024__1.752024	1262922__R6E874__BN487_00500
ERR1913264.752298__1.752298	39491__D4JMW8__ERS852497_01971
ERR1913264.752402__1.752402	39492__D4JX50__EUBSIR_00410
ERR1913264.752414__1.752414	39491__C4ZAT2__ERE_28440
ERR1913264.752496__1.752496	1262922__R6EXU8__BN487_01099
ERR1913264.752505__1.752505	823__A0A173TMY6__M096_4753
ERR1913264.752621__1.752621	39485__A0A174YMC1__recN
ERR1913264.752701__1.752701	1262922__R6EE49__BN487_01193
ERR1913264.752641__1.752641	487174__R5EP60__DIT83_09045
ERR1913264.752681__1.752681	1262922__R6ECX9__BN487_01332
ERR1913264.752689__1.752689	160404__R6PPM7__SAMN02745138_01389
ERR1913264.752993__1.752993	1262922__R6ECX9__BN487_01332
ERR1913264.752962__1.752962	1262922__R6E0Y8__BN487_00893
ERR1913264.752976__1.752976	39491__C4ZF05__vpr
ERR1913264.753010__1.753010	1262922__R6DWT1__BN487_00269
ERR1913264.753265__1.753265	1550024__A0A0W7TUB9__TQ39_04420
ERR1913264.753285__1.753285	28117__B0MY40__BHV66_05170
ERR1913264.753338__1.753338	1262922__R6E6U3__BN487_00260
ERR1913264.753487__1.753487	2137880__A0A316NNE6__DBY21_08645
ERR1913264.753452__1.753452	1262922__R6E290__BN487_01114
ERR1913264.753501__1.753501	39491__D4JMW8__ERS852497_01971
ERR1913264.754277__1.754277	1262922__R6EEP0__BN487_01314
ERR1913264.754455__1.754455	172901__A0A2U1AAK5__C8D82_1615
ERR1913264.754433__1.754433	28117__B0MYP3__BHV66_04995
ERR1913264.754634__1.754634	39496__A5Z5I2__EUBVEN_00963
ERR1913264.754740__1.754740	823__A0A355XN73__DXC05_07000
ERR1913264.754794__1.754794	28117__B0MWC6__BHV66_00965
ERR1913264.754770__1.754770	823__A0A174MNW4__M091_0199
ERR1913264.754827__1.754827	39491__C4ZHS4__EUR_24420
ERR1913264.754847__1.754847	28117__B0MUL5__ALIPUT_00722
ERR1913264.754908__1.754908	39491__A0A395ZHV7__ykvU
ERR1913264.754980__1.754980	853__A0A173SUU8__CGS54_06840
ERR1913264.754994__1.754994	1262989__R6YA50__BN815_01999
ERR1913264.755015__1.755015	40518__R5E1X3__clcA
ERR1913264.755092__1.755092	28117__B0MSS9__BHV66_06085
ERR1913264.755136__1.755136	1263000__R5EBJ1__BN466_00540
ERR1913264.755310__1.755310	2108523__A0A2P2FDD0__LAWASA_4016
ERR1913264.755470__1.755470	28117__B0N028__BHV66_05935
ERR1913264.755622__1.755622	853__A0A173T8T3__DW882_06555
ERR1913264.755660__1.755660	487174__K0WYG0__DDY40_00295
ERR1913264.755714__1.755714	39491__D4JMW8__ERS852497_01971
ERR1913264.755906__1.755906	1262792__R7AK85__BN593_02000
ERR1913264.756001__1.756001	39491__A0A173U130__ERE_16110
ERR1913264.756168__1.756168	29348__B1C547__B5E91_01340
ERR1913264.756377__1.756377	1262922__R6EAM2__BN487_00919
ERR1913264.756671__1.756671	39491__A0A396FKI6__mltF
ERR1913264.756705__1.756705	39485__C4Z2X2__ERS852492_01808
ERR1913264.756754__1.756754	1550024__A0A3B9WJ68__TQ39_07150
ERR1913264.756772__1.756772	39491__A0A173VH71__ERS852497_01827
ERR1913264.756904__1.756904	1262922__R6E5U1__BN487_01344
ERR1913264.756951__1.756951	39491__A0A395ZKJ0__DXD13_11010
ERR1913264.757105__1.757105	46228__B5CTE5__HMPREF1202_00334
ERR1913264.757169__1.757169	1262922__R6EYJ3__BN487_01212
ERR1913264.757416__1.757416	2137880__A0A316NUD0__DBY21_06900
ERR1913264.757521__1.757521	39491__A0A395UWZ1__DXC13_02175
ERR1913264.757662__1.757662	1262922__R6E9U7__BN487_01899
ERR1913264.757774__1.757774	39491__A0A395V1R3__T1815_08181
ERR1913264.757811__1.757811	1965576__A0A1Y4LEN9__B5F19_09660
ERR1913264.757885__1.757885	1150298__R7JTX5__ERS852535_01291
ERR1913264.758175__1.758175	29361__B6FKH5__CLONEX_00621
ERR1913264.758342__1.758342	1262922__R6E9C2__BN487_00401
ERR1913264.758408__1.758408	610243__A0A060QJF7__ASAP_2763
ERR1913264.758432__1.758432	1262933__R7PAB6__BN736_01773
ERR1913264.758531__1.758531	28116__A0A078Q626__HMPREF1070_02735
ERR1913264.758635__1.758635	39491__D6E555__DXB99_06765
ERR1913264.758711__1.758711	820__A0A3E4WA06__ERS852554_03404
ERR1913264.758746__1.758746	39491__R6UMS6__DXD13_07035
ERR1913264.758759__1.758759	853__A0A174BZY1__xerD_1
ERR1913264.758848__1.758848	1262933__R7P962__BN736_01206
ERR1913264.758863__1.758863	39491__A0A395V0E5__ERE_31370
ERR1913264.758923__1.758923	818__Q89ZX6__ERS852511_03600
ERR1913264.758941__1.758941	28117__B0MTW8__ALIPUT_00502
ERR1913264.758996__1.758996	160404__R7BAU8__B5G26_02360
ERR1913264.759202__1.759202	1262824__R6RMT2__BN719_01295
ERR1913264.759249__1.759249	39491__A0A396FI89__DXD95_01300
ERR1913264.759393__1.759393	39491__A0A395ZF49__DXB69_05290
ERR1913264.759659__1.759659	823__A6L9D3__ERS852560_03374
ERR1913264.759719__1.759719	1262922__R6ECW3__BN487_01323
ERR1913264.759784__1.759784	1150298__A0A174MSM0__toxA_2
ERR1913264.759797__1.759797	853__C7H1R8__DW905_06675
ERR1913264.759940__1.759940	1262922__R6EG39__BN487_01800
ERR1913264.759981__1.759981	39491__A0A173RA59__EUR_24800
ERR1913264.760060__1.760060	28117__B0MY34__BHV66_05195
ERR1913264.760157__1.760157	39491__A0A395UZ89__DXB72_12805
ERR1913264.760226__1.760226	487174__R5FN40__HMPREF9448_01366
ERR1913264.761140__1.761140	487174__R5F4K8__HMPREF9448_01532
ERR1913264.761293__1.761293	1262922__R6ECX9__BN487_01332
ERR1913264.761417__1.761417	39485__C4Z0T2__ykvU
ERR1913264.761495__1.761495	28117__B0MXR1__BHV66_08035
ERR1913264.761440__1.761440	39491__A0A395ZHW9__DXC13_02590
ERR1913264.761520__1.761520	1262922__R6E4G3__BN487_01085
ERR1913264.761601__1.761601	39491__A0A395ZG96__DXB69_15120
ERR1913264.761676__1.761676	39488__A0A173SXL5__DXD91_06505
ERR1913264.761790__1.761790	160404__A0A1M6SQD9__B5G26_10420
ERR1913264.762245__1.762245	1501391__GCA_000786575.1_00072
ERR1913264.762353__1.762353	1262933__R7PB85__BN736_00258
ERR1913264.762428__1.762428	823__K6APS3__DDY96_02400
ERR1913264.762481__1.762481	823__A0A078SYK6__DXB14_02485
ERR1913264.762546__1.762546	39491__A0A174EQV2__DXB69_10230
ERR1913264.762693__1.762693	1263000__R5EHB0__BN466_01647
ERR1913264.762772__1.762772	29361__B6FKH5__CLONEX_00621
ERR1913264.762738__1.762738	1965537__A0A1Y4WQ40__B5E42_02845
ERR1913264.762727__1.762727	1160721__W0U330__BHW50_08125
ERR1913264.762814__1.762814	39491__A0A395ZDC6__addB
ERR1913264.762834__1.762834	853__A0A173YYY4__DWZ04_09420
ERR1913264.762835__1.762835	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913264.762862__1.762862	39491__C4ZCH3__EUR_17560
ERR1913264.762891__1.762891	823__A0A395Z0N9__DHW69_05890
ERR1913264.763074__1.763074	1262922__R6EYJ3__BN487_01212
ERR1913264.763329__1.763329	39485__A0A174YNF6__lytR_1
ERR1913264.763358__1.763358	1150298__A0A174QAL8__ERS852498_02570
ERR1913264.763440__1.763440	28117__B0MTD2__ALIPUT_00428
ERR1913264.763476__1.763476	2108523__A0A2P2FCI8__LAWASA_3772
ERR1913264.763499__1.763499	1262922__R6ECX9__BN487_01332
ERR1913264.763683__1.763683	1262933__R7PB85__BN736_00258
ERR1913264.763702__1.763702	1501391__GCA_000786575.1_00075
ERR1913264.763706__1.763706	1262922__R6E5N1__BN487_01313
ERR1913264.763815__1.763815	823__A6L930__DDY96_14995
ERR1913264.763855__1.763855	823__A0A073I5R7__cloSI
ERR1913264.763861__1.763861	39491__D6E4H2__DXB99_00485
ERR1913264.764686__1.764686	291645__I8WZT8__HMPREF1068_04327
ERR1913264.764753__1.764753	853__A0A2A7B9I6__DW855_13690
ERR1913264.764807__1.764807	2108523__A0A2P2FCZ8__LAWASA_3945
ERR1913264.764896__1.764896	28117__B0MXG8__ALIPUT_01814
ERR1913264.764921__1.764921	1262922__R6E3V4__BN487_00986
ERR1913264.765013__1.765013	28117__B0MVL5__BHV66_01660
ERR1913264.765230__1.765230	820__A0A173YYG4__evgS_3
ERR1913264.765273__1.765273	39491__A0A173SH34__EUR_24920
ERR1913264.765391__1.765391	28117__B0MXI8__BHV66_08505
ERR1913264.765432__1.765432	487174__K0WXG8__DIT83_09300
ERR1913264.765461__1.765461	39491__A0A174EQV2__DXB69_10230
ERR1913264.765562__1.765562	1263000__R5ES99__BN466_01121
ERR1913264.765628__1.765628	2108523__A0A2P2FCY3__LAWASA_3926
ERR1913264.765630__1.765630	84112__C8WJB5__Elen_0123
ERR1913264.765763__1.765763	610243__A0A060QJF7__ASAP_2763
ERR1913264.765764__1.765764	39491__A0A3E4YFT8__DXB69_10940
ERR1913264.765864__1.765864	1262922__R6E195__BN487_00989
ERR1913264.765889__1.765889	40518__R5DUJ5__DXD83_01635
ERR1913264.765970__1.765970	39491__A0A396FKG5__DXB76_07455
ERR1913264.765994__1.765994	821__R6F3Y1__SAMN04487923_104318
ERR1913264.766050__1.766050	28117__R7JIJ8__BHV66_01635
ERR1913264.766134__1.766134	1965537__A0A1Y4WKA2__B5E42_09355
ERR1913264.766221__1.766221	39491__A0A173VYV1__DXC13_02710
ERR1913264.766430__1.766430	1262922__R6EE49__BN487_01193
ERR1913264.766432__1.766432	487174__K0WRR5__DDY40_06130
ERR1913264.766457__1.766457	1262933__R7PDW8__BN736_00399
ERR1913264.766554__1.766554	46503__R6X5E7__PARMER_00245
ERR1913264.766598__1.766598	39492__A0A174ZYY6__EUBSIR_02510
ERR1913264.766713__1.766713	1262922__R6DYA9__BN487_00508
ERR1913264.766757__1.766757	1262933__R7P8L6__BN736_01776
ERR1913264.766836__1.766836	853__A0A173T8T3__DW882_06555
ERR1913264.767276__1.767276	39491__A0A396FMF1__EUR_28700
ERR1913264.767298__1.767298	2108523__A0A2P2FCM1__LAWASA_3821
ERR1913264.767518__1.767518	28117__B0MXR4__BHV66_08025
ERR1913264.767569__1.767569	1262933__R7PCY0__BN736_01853
ERR1913264.767667__1.767667	1262922__R6EG11__BN487_01517
ERR1913264.767954__1.767954	39491__D6E558__DXB69_00810
ERR1913264.768023__1.768023	360807__A0A0M6WKA4__ERS852392_00206
ERR1913264.768135__1.768135	487174__R5FJY1__DDY40_07045
ERR1913264.768170__1.768170	823__A0A174U5E4__BDI_3390
ERR1913264.768239__1.768239	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913264.768243__1.768243	28117__B0MU57__ALIPUT_00175
ERR1913264.768328__1.768328	823__A0A078SYK6__DXB14_02485
ERR1913264.768429__1.768429	820__A0A3E4G2R7__DXC07_00510
ERR1913264.768538__1.768538	1262933__R7PBW4__BN736_01558
ERR1913264.769085__1.769085	853__D4JY61__C4N21_10560
ERR1913264.769154__1.769154	39491__A0A174IJH1__DXB76_01865
ERR1913264.769200__1.769200	39491__D6E555__DXB99_06765
ERR1913264.769204__1.769204	820__A0A139KJR5__M093_4469
ERR1913264.769245__1.769245	487174__K0XRL3__HMPREF9448_00669
ERR1913264.769302__1.769302	2137880__A0A316P0Z3__DBY21_03285
ERR1913264.769338__1.769338	39491__A0A174EQV2__DXB69_10230
ERR1913264.769501__1.769501	821__A0A0P0LQT3__DXC03_05050
ERR1913264.769590__1.769590	39491__A0A395V0H6__ERS852580_02570
ERR1913264.769891__1.769891	106588__A6NUL8__BACCAP_01900
ERR1913264.769906__1.769906	39485__A0A174ZG70__ERS852492_00929
ERR1913264.770422__1.770422	39491__A0A395V5R3__EUBREC_1883
ERR1913264.770513__1.770513	39491__A0A3E4YFT8__DXB69_10940
ERR1913264.770570__1.770570	28117__R7JPX7__BHV66_00900
ERR1913264.770604__1.770604	1263000__R5EK63__BN466_02075
ERR1913264.770816__1.770816	357276__I8WFU9__BACDOR_02006
ERR1913264.770842__1.770842	328814__GCA_004558275.1_00293
ERR1913264.770866__1.770866	1262922__R6E4W9__BN487_01554
ERR1913264.770902__1.770902	28118__R6FFY9__DHW44_14630
ERR1913264.770994__1.770994	821__A0A395UNT8__DXD64_15275
ERR1913264.771148__1.771148	28117__R7JN92__BHV66_00550
ERR1913264.771302__1.771302	39491__R6UMS6__DXD13_07035
ERR1913264.771389__1.771389	2108523__A0A2P2FCK1__LAWASA_3786
ERR1913264.771517__1.771517	1262922__R6EXS9__BN487_01090
ERR1913264.772256__1.772256	39491__A0A395ZIT8__EUR_13460
ERR1913264.772329__1.772329	28117__B0MTI4__ALIPUT_00084
ERR1913264.772404__1.772404	2137880__A0A316P0B8__bioD
ERR1913264.772446__1.772446	823__A0A173RD26__B5F32_03910
ERR1913264.772526__1.772526	39491__A0A173TAZ5__DXB99_09520
ERR1913264.772652__1.772652	328814__GCA_004558275.1_00061
ERR1913264.772702__1.772702	626933__H1DGX0__HMPREF9449_01506
ERR1913264.772829__1.772829	39491__A0A173SH34__EUR_24920
ERR1913264.772989__1.772989	40518__R5DTG5__RBATCC27255_00890
ERR1913264.773043__1.773043	1262933__R7PDU8__BN736_00041
ERR1913264.773067__1.773067	853__E2ZJT1__C4N23_03535
ERR1913264.773129__1.773129	39491__R6TQ09__DXC13_03010
ERR1913264.773187__1.773187	39485__A0A174YVS4__EUBELI_00620
ERR1913264.773191__1.773191	160404__R6Q6G6__SAMN02745138_02606
ERR1913264.773217__1.773217	39485__A0A174YSU1__ERS852492_00576
ERR1913264.773242__1.773242	821__I9R3W6__DXC16_12455
ERR1913264.773353__1.773353	1150298__A0A174L6T3__cobD
ERR1913264.773401__1.773401	28117__B0N007__BHV66_10275
ERR1913264.773515__1.773515	39491__A0A395ZBW8__DXC13_08840
ERR1913264.773551__1.773551	823__A0A173W404__DHP27_04905
ERR1913264.773609__1.773609	1262922__R6E4W9__BN487_01554
ERR1913264.773632__1.773632	823__A0A173W404__DHP27_04905
ERR1913264.773745__1.773745	39491__A0A174M1X5__DXB99_18695
ERR1913264.773751__1.773751	626932__G5HAA0__HMPREF9450_01565
ERR1913264.773753__1.773753	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913264.773766__1.773766	1150298__R7JXP3__ERS852535_00653
ERR1913264.773829__1.773829	1150298__R7JU23__ERS852498_02342
ERR1913264.773848__1.773848	328814__GCA_004558275.1_02279
ERR1913264.773896__1.773896	33039__D4M6R8__bglB_8
ERR1913264.774136__1.774136	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913264.774137__1.774137	823__K6ACX1__ERS852513_00266
ERR1913264.774163__1.774163	216816__A0A2N0SME6__BLIF_1881
ERR1913264.774176__1.774176	40518__R5DVH6__DXD86_08955
ERR1913264.774203__1.774203	1262922__R6EG11__BN487_01517
ERR1913264.774450__1.774450	1262922__R6E5H3__BN487_01250
ERR1913264.774451__1.774451	39491__C4ZCH3__EUR_17560
ERR1913264.774649__1.774649	29361__B6FT65__CLONEX_03342
ERR1913264.774698__1.774698	2108523__A0A2P2FCX9__LAWASA_3932
ERR1913264.774743__1.774743	1150298__A0A174BP05__murAA
ERR1913264.774744__1.774744	39491__A0A395UVM9__DXB76_04540
ERR1913264.774819__1.774819	1660__Z4WYX3__CYJ22_09470
ERR1913264.774851__1.774851	39491__A0A395ZDC6__addB
ERR1913264.774899__1.774899	39491__D6E2U1__EUBREC_3278
ERR1913264.774955__1.774955	39496__A5ZA25__EUBVEN_02572
ERR1913264.774992__1.774992	853__A0A174C5M1__CGS58_04460
ERR1913264.774998__1.774998	823__A0A174VHT1__DHP27_04775
ERR1913264.775253__1.775253	39491__A0A173TFQ1__rsmF
ERR1913264.775259__1.775259	1262922__R6EG11__BN487_01517
ERR1913264.775373__1.775373	1965639__A0A1Y3XML7__B5G03_12130
ERR1913264.775389__1.775389	39491__C4ZHS4__EUR_24420
ERR1913264.775430__1.775430	39491__A0A395ZBQ4__cph2_2
ERR1913264.775451__1.775451	301302__R5UMP3__lytC_3
ERR1913264.775477__1.775477	1262922__R6E5U1__BN487_01344
ERR1913264.775515__1.775515	40518__R5DTH7__DXD83_02405
ERR1913264.775881__1.775881	39491__A0A395ZF49__DXB69_05290
ERR1913264.775861__1.775861	39491__D6E555__DXB99_06765
ERR1913264.775925__1.775925	39491__A0A2U2EK03__ERE_28780
ERR1913264.775981__1.775981	823__A0A355XN73__DXC05_07000
ERR1913264.776184__1.776184	39491__C4ZCH3__EUR_17560
ERR1913264.776212__1.776212	239935__A0A2N8I9I3__CXU19_12035
ERR1913264.776232__1.776232	376805__F0R4E2__Bacsa_3235
ERR1913264.776290__1.776290	1262933__R7PCY0__BN736_01853
ERR1913264.776271__1.776271	1965586__A0A1Y4HM59__B5F34_07730
ERR1913264.776367__1.776367	46228__V8CAV6__addA
ERR1913264.776412__1.776412	39491__D4JMW8__ERS852497_01971
ERR1913264.776705__1.776705	39491__A0A396FUZ3__phoR_1
ERR1913264.776708__1.776708	46503__R6X8Q3__fepA_2
ERR1913264.776760__1.776760	28117__R7JJM9__ALIPUT_00662
ERR1913264.776798__1.776798	823__A0A174U5E4__BDI_3390
ERR1913264.776827__1.776827	1262783__R6CZN2__BN558_01333
ERR1913264.776840__1.776840	1262922__R6E1M7__BN487_00608
ERR1913264.776885__1.776885	1262922__R6EYJ3__BN487_01212
ERR1913264.776918__1.776918	46503__R6X0L4__DXB61_05325
ERR1913264.776945__1.776945	39491__C4ZCV7__ERE_23110
ERR1913264.776970__1.776970	853__A0A2A7B9I6__DW855_13690
ERR1913264.777101__1.777101	39485__A0A174YQX9__ERS852490_00864
ERR1913264.777169__1.777169	823__A0A395YVY3__ERS852513_03204
ERR1913264.777349__1.777349	160404__R6QAN5__B5G26_11160
ERR1913264.777556__1.777556	39491__A0A396FJA4__DXB99_05435
ERR1913264.777545__1.777545	1262792__R6YQH9__BN593_00918
ERR1913264.777554__1.777554	1501391__GCA_000786575.1_00112
ERR1913264.777675__1.777675	820__A0A139K426__B5G17_09115
ERR1913264.777741__1.777741	39491__A0A174A751__DXB69_15525
ERR1913264.777795__1.777795	1262922__R6ECW3__BN487_01323
ERR1913264.777821__1.777821	28117__B0MY40__BHV66_05170
ERR1913264.777971__1.777971	544645__A0A3E4THR9__DXC42_03700
ERR1913264.777958__1.777958	853__A0A173YYY4__DWZ04_09420
ERR1913264.778321__1.778321	28117__B0MTW8__ALIPUT_00502
ERR1913264.778454__1.778454	328814__GCA_004558275.1_00089
ERR1913264.778503__1.778503	1501391__GCA_000786575.1_00146
ERR1913264.778589__1.778589	1262922__R6EXS9__BN487_01090
ERR1913264.778646__1.778646	823__D7IUM6__M091_1082
ERR1913264.778679__1.778679	1262922__R6EF32__BN487_01642
ERR1913264.778691__1.778691	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913264.778791__1.778791	39491__A0A396FJV5__ERS852417_00035
ERR1913264.778813__1.778813	821__C6ZAA5__ERS852556_00403
ERR1913264.778974__1.778974	39485__A0A174YTF8__EUBELI_20448
ERR1913264.779231__1.779231	328814__GCA_004558275.1_00092
ERR1913264.779210__1.779210	46228__V8CE73__DXD17_11635
ERR1913264.779317__1.779317	487174__K0X7X4__DIT83_09125
ERR1913264.779601__1.779601	458033__GCA_001482755.1_02203
ERR1913264.779657__1.779657	1262922__R6E5H3__BN487_01250
ERR1913264.779665__1.779665	1150298__A0A174QRU8__ERS852498_00962
ERR1913264.779890__1.779890	39491__A0A395ZGE4__ERS852497_01269
ERR1913264.779935__1.779935	39491__A0A395ZHV7__ykvU
ERR1913264.780130__1.780130	28117__B0MTV0__BHV66_06395
ERR1913264.780158__1.780158	214856__A0A174EJT5__mnmA
ERR1913264.780182__1.780182	1262922__R6E3T8__BN487_00972
ERR1913264.780304__1.780304	1965662__A0A1Y3S1I5__B5G38_12755
ERR1913264.780312__1.780312	1262933__R7PCS3__BN736_01852
ERR1913264.780239__1.780239	1550024__G9RWE0__TQ39_04155
ERR1913264.780346__1.780346	39485__A0A174ZG70__ERS852492_00929
ERR1913264.780353__1.780353	821__I9R3W6__DXC16_12455
ERR1913264.780425__1.780425	39491__A0A395UWZ1__DXC13_02175
ERR1913264.780441__1.780441	1150298__A0A174J629__ERS852498_00833
ERR1913264.780487__1.780487	1262889__R7HAH9__BN634_01158
ERR1913264.780513__1.780513	28117__B0MY36__BHV66_05185
ERR1913264.780694__1.780694	328814__GCA_004558275.1_00135
ERR1913264.780754__1.780754	39491__A0A396FJJ9__DXB76_11995
ERR1913264.780760__1.780760	39491__A0A395V0E5__ERE_31370
ERR1913264.780991__1.780991	39491__D6E118__DXB69_05765
ERR1913264.781043__1.781043	1262933__R7PCN5__BN736_00717
ERR1913264.781200__1.781200	39491__A0A396FMT0__EUBREC_3020
ERR1913264.781438__1.781438	853__C7H7F5__DWZ46_01780
ERR1913264.781451__1.781451	818__A0A0P0FLV3__ERS852430_01650
ERR1913264.781478__1.781478	823__D0T9E4__DHW69_09115
ERR1913264.782144__1.782144	39491__C4ZHS4__EUR_24420
ERR1913264.782247__1.782247	1965588__A0A1Y4HAD7__B5F36_01590
ERR1913264.782456__1.782456	1263064__GCA_000431175.1_03561
ERR1913264.782716__1.782716	1262922__R6EEP0__BN487_01314
ERR1913264.782743__1.782743	884684__GCA_002892425.1_01408
