ERR1913293.45__1.45	216816__B3DQ11__APC1466_1528
ERR1913293.642865__1.642865	45851__D4RYS4__BHV86_05460
ERR1913293.643064__1.643064	821__A0A395UNT8__DXD64_15275
ERR1913293.643218__1.643218	106588__A6NUL8__BACCAP_01900
ERR1913293.643229__1.643229	166486__D4L301__ROSINTL182_06234
ERR1913293.643248__1.643248	1304__A0A0Y1WH36__STRSA0001_0605
ERR1913293.643448__1.643448	1262911__R6GMH5__BN557_00511
ERR1913293.643814__1.643814	45851__D4RYD1__ytvI
ERR1913293.643889__1.643889	28118__F9ZAS2__B5F93_06130
ERR1913293.644145__1.644145	1262917__R5AK62__BN456_00212
ERR1913293.644327__1.644327	246787__A0A3D6AZF8__BACCELL_02529
ERR1913293.644591__1.644591	1263000__R5EHB0__BN466_01647
ERR1913293.644689__1.644689	1262917__R5AXP5__BN456_02173
ERR1913293.644730__1.644730	310297__R5VFR4__DXC17_11620
ERR1913293.644782__1.644782	310298__B3JQJ5__BACCOP_04231
ERR1913293.645069__1.645069	1262917__R5AV78__BN456_01458
ERR1913293.645096__1.645096	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913293.645473__1.645473	820__A0A173YYG4__evgS_3
ERR1913293.645668__1.645668	246787__R6KCH8__csbC
ERR1913293.645728__1.645728	46228__V8CB03__HMPREF1202_00647
ERR1913293.646028__1.646028	820__A7V9F9__B5G17_14640
ERR1913293.646069__1.646069	28117__R7JLL3__ALIPUT_02219
ERR1913293.646120__1.646120	45851__D4RWN6__BUTYVIB_00072
ERR1913293.646135__1.646135	45851__R5LJL1__BHV86_09305
ERR1913293.646287__1.646287	1262917__R5AMV7__BN456_01591
ERR1913293.646497__1.646497	39488__C0EZ49__ERS852578_00234
ERR1913293.646561__1.646561	901__B6WUW8__DESPIGER_1921
ERR1913293.646617__1.646617	39491__D4JIB6__ERS852417_01685
ERR1913293.646760__1.646760	147206__GCF_000156215.1_01776
ERR1913293.646995__1.646995	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913293.647198__1.647198	820__A0A396EXA7__DXB37_15530
ERR1913293.647296__1.647296	39491__A0A395ZDC6__addB
ERR1913293.647463__1.647463	28117__B0MUB4__BHV66_01895
ERR1913293.647881__1.647881	853__A0A174CVG7__CGS58_09335
ERR1913293.647977__1.647977	572010__nrdD
ERR1913293.648052__1.648052	1262988__R7N524__BN816_01860
ERR1913293.648087__1.648087	820__A7V9F9__B5G17_14640
ERR1913293.648324__1.648324	28116__A0A078Q7C2__DHW41_14520
ERR1913293.648466__1.648466	820__A0A3E4W7J3__DXC07_00330
ERR1913293.648567__1.648567	1262917__R5ASX8__BN456_01240
ERR1913293.648548__1.648548	1262917__R5B0J7__BN456_01197
ERR1913293.648873__1.648873	1897011__A0A1Q6RI31__BHW41_00965
ERR1913293.648907__1.648907	1262917__R5AS71__BN456_00179
ERR1913293.648924__1.648924	820__A0A174F0C1__nreB
ERR1913293.649173__1.649173	1262988__R7N5Z7__BN816_02182
ERR1913293.649577__1.649577	487174__K0XG34__HMPREF9448_02234
ERR1913293.650236__1.650236	820__A0A174KKV6__DXC07_02635
ERR1913293.650687__1.650687	39491__A0A174K265__DXB76_05915
ERR1913293.650782__1.650782	1262917__R5AJI3__BN456_01440
ERR1913293.650785__1.650785	454155__F3QX42__HMPREF9442_02776
ERR1913293.651106__1.651106	820__A7V8C2__ERS852554_01338
ERR1913293.651274__1.651274	301301__G2SZ82__RHOM_00970
ERR1913293.651598__1.651598	1262917__R5AY58__BN456_00376
ERR1913293.651711__1.651711	328814__GCA_004558275.1_00987
ERR1913293.652061__1.652061	1262917__R5AWQ2__BN456_01907
ERR1913293.652175__1.652175	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913293.652342__1.652342	1262917__R5AV78__BN456_01458
ERR1913293.652504__1.652504	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913293.652610__1.652610	1262917__R5AJ42__BN456_01672
ERR1913293.652830__1.652830	329854__R5LZK1__DXD27_00590
ERR1913293.653800__1.653800	458033__GCA_001482755.1_02203
ERR1913293.653910__1.653910	1263000__R5EMC1__BN466_00539
ERR1913293.653861__1.653861	1680__A0A3E4SB79__BAD_1517
ERR1913293.654193__1.654193	28118__F9Z750__Odosp_3044
ERR1913293.654292__1.654292	45851__D4RWN7__BHV86_06150
ERR1913293.654326__1.654326	1262917__R5ARP6__BN456_01765
ERR1913293.654552__1.654552	328814__GCA_004558275.1_00072
ERR1913293.654567__1.654567	901__B6WUN6__DHV46_11020
ERR1913293.654964__1.654964	45851__D4S0D7__BUTYVIB_01556
ERR1913293.654972__1.654972	1262917__R5AT45__BN456_00081
ERR1913293.655147__1.655147	1262911__R6H2J2__BN557_01228
ERR1913293.655170__1.655170	1262736__R5Y2D8__BN496_00132
ERR1913293.655179__1.655179	1628085__A0A3E2XZQ1__C7386_101439
ERR1913293.655328__1.655328	818__D7IK38__ERS852430_03017
ERR1913293.655330__1.655330	1897011__A0A1Q6REW8__BHW41_04435
ERR1913293.655350__1.655350	1262917__R5ANP2__BN456_01221
ERR1913293.655376__1.655376	40518__R5E6K4__RB5AMG_02070
ERR1913293.655786__1.655786	40518__R5DV58__htrA
ERR1913293.655841__1.655841	1262917__R5AXC2__BN456_02072
ERR1913293.656327__1.656327	33043__A0A173YYE7__ERS852445_00670
ERR1913293.656420__1.656420	1304__A0A074JJW4__RSSL_00707
ERR1913293.656591__1.656591	1262736__R5Y8Z5__BN496_01182
ERR1913293.656650__1.656650	310298__B3JQJ5__BACCOP_04231
ERR1913293.656707__1.656707	33043__A0A374K1H3__ykoD_2
ERR1913293.656713__1.656713	310297__R5W4D8__DXD04_03445
ERR1913293.656859__1.656859	1263000__R5EMZ8__BN466_00707
ERR1913293.656911__1.656911	1262917__R5AKS2__BN456_02142
ERR1913293.657015__1.657015	357276__I8WDF1__B5F00_02455
ERR1913293.657096__1.657096	1262917__R5AKS2__BN456_02142
ERR1913293.657107__1.657107	820__A0A173YYG4__evgS_3
ERR1913293.657312__1.657312	1262917__R5ARD5__BN456_00140
ERR1913293.657482__1.657482	1263000__R5ESM1__BN466_01440
ERR1913293.657664__1.657664	853__A8S882__C4N23_07600
ERR1913293.658446__1.658446	821__A0A173XDD3__DXB82_17180
ERR1913293.658490__1.658490	1628085__A0A2U1BE42__C7386_104118
ERR1913293.658787__1.658787	1262917__R5ATB0__BN456_01403
ERR1913293.658800__1.658800	1897011__A0A1Q6RGG6__BHW41_02770
ERR1913293.658834__1.658834	2033406__A0A2L2WXP9__PvtlMGM2_0921
ERR1913293.659026__1.659026	1897011__A0A1Q6RBY8__BHW41_06910
ERR1913293.659353__1.659353	454154__G5SUF2__HMPREF9441_03012
ERR1913293.659771__1.659771	1262917__R5ATC3__BN456_01418
ERR1913293.659854__1.659854	1263000__R5EC87__BN466_00713
ERR1913293.659930__1.659930	820__A0A3E4GA19__SAMN05444418_10562
ERR1913293.660030__1.660030	28118__F9Z750__Odosp_3044
ERR1913293.660082__1.660082	821__A0A3E4HP25__SAMN04487923_102450
ERR1913293.660192__1.660192	1897011__A0A1Q6RI70__BHW41_00995
ERR1913293.660208__1.660208	1262917__R5B101__BN456_01330
ERR1913293.660249__1.660249	1262917__R5AMB8__BN456_00351
ERR1913293.660337__1.660337	820__A0A174GYA8__DXB64_07370
ERR1913293.660479__1.660479	387090__S0F8Y5__BACCOPRO_01689
ERR1913293.660669__1.660669	33043__A0A173QXC2__hyaD_1
ERR1913293.660988__1.660988	1262917__R5AM07__BN456_02175
ERR1913293.661013__1.661013	40518__R5E1J7__RBL236_02062
ERR1913293.661379__1.661379	1262917__R5AP58__BN456_01384
ERR1913293.661577__1.661577	820__A0A396EXA7__DXB37_15530
ERR1913293.661959__1.661959	1262911__R6H2J2__BN557_01228
ERR1913293.661935__1.661935	39491__A0A396FS17__envC
ERR1913293.662091__1.662091	45851__D4S247__BUTYVIB_02169
ERR1913293.662435__1.662435	39491__A0A395ZEN3__DXD95_12655
ERR1913293.662444__1.662444	820__A7VAS1__HMPREF2141_03259
ERR1913293.663002__1.663002	28118__R6FFY9__DHW44_14630
ERR1913293.663202__1.663202	820__A0A173YYG4__evgS_3
ERR1913293.663417__1.663417	418240__A0A174FQH1__yutF
ERR1913293.663446__1.663446	46503__R6WTW1__NCTC13052_03440
ERR1913293.664074__1.664074	310298__B3JQC6__BACCOP_04084
ERR1913293.664140__1.664140	820__A0A174LJB2__HMPREF1072_04112
ERR1913293.664186__1.664186	387090__S0F8B2__BACCOPRO_02129
ERR1913293.664280__1.664280	46503__R6X0R5__DXB85_12380
ERR1913293.664381__1.664381	820__A0A174Q0F0__DXB48_08080
ERR1913293.664527__1.664527	1262911__R6GTZ4__BN557_01440
ERR1913293.664468__1.664468	1263011__R6DVT7__BN553_00768
ERR1913293.664895__1.664895	820__A0A174F696__macB_13
ERR1913293.664991__1.664991	454155__F3QTI7__HMPREF9442_01505
ERR1913293.665016__1.665016	394340__alaS
ERR1913293.665164__1.665164	1262917__R5AY58__BN456_00376
ERR1913293.665287__1.665287	1897011__A0A1Q6RG93__BHW41_02645
ERR1913293.665307__1.665307	1263000__R5EMC1__BN466_00539
ERR1913293.665392__1.665392	853__A0A173XRA8__CGS56_09290
ERR1913293.665591__1.665591	1465754__A0A1H4B4F0__SAMN05444145_103231
ERR1913293.665713__1.665713	1262917__R5AWT2__BN456_01401
ERR1913293.665982__1.665982	544645__A0A1U7L8K0__DXC42_08675
ERR1913293.666072__1.666072	1262917__R5AVJ4__BN456_00135
ERR1913293.666181__1.666181	1262917__R5B0J7__BN456_01197
ERR1913293.666565__1.666565	1262917__R5AXP5__BN456_02173
ERR1913293.667147__1.667147	820__A0A374Q854__HMPREF1073_03281
ERR1913293.667305__1.667305	1262917__R5AWQ2__BN456_01907
ERR1913293.667660__1.667660	384638__B7APR0__BACPEC_00666
ERR1913293.667694__1.667694	820__A0A3E4G3J9__ERS852459_02265
ERR1913293.667852__1.667852	39488__A0A173TCD3__lytR_1
ERR1913293.667896__1.667896	1262917__R5AR82__BN456_01624
ERR1913293.668069__1.668069	301301__G2SZM1__RHOM_00740
ERR1913293.668194__1.668194	39496__A5Z5I2__EUBVEN_00963
ERR1913293.668406__1.668406	1263044__GCA_000433375.1_01728
ERR1913293.668363__1.668363	1262917__R5AN58__BN456_01031
ERR1913293.668678__1.668678	291645__I8XPK0__HMPREF1068_01554
ERR1913293.668684__1.668684	1262992__R5D1K9__BN795_01025
ERR1913293.668835__1.668835	46228__B5CPX5__RUMLAC_01520
ERR1913293.668864__1.668864	820__A0A139JUD3__DXC91_19380
ERR1913293.668918__1.668918	39491__A0A395V5R3__EUBREC_1883
ERR1913293.669800__1.669800	1680__A7A2Y2__NCTC11814_00537
ERR1913293.670073__1.670073	1262917__R5AN38__BN456_01011
ERR1913293.670091__1.670091	45851__D4RWN7__BHV86_06150
ERR1913293.670117__1.670117	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913293.670212__1.670212	1262917__R5AVT6__BN456_01663
ERR1913293.670464__1.670464	39491__A0A174EQV2__DXB69_10230
ERR1913293.670963__1.670963	1263000__R5EQI3__BN466_00125
ERR1913293.671011__1.671011	33043__D5HI39__baeS_1
ERR1913293.671149__1.671149	1262917__R5AXK0__BN456_02133
ERR1913293.671309__1.671309	1263030__R5CTJ8__BN705_00389
ERR1913293.671720__1.671720	116085__D4J6G4__DW747_13800
ERR1913293.671788__1.671788	1262917__R5AJI0__BN456_01803
ERR1913293.671912__1.671912	74426__rpoB
ERR1913293.672143__1.672143	626932__G5H6E6__HMPREF9450_00506
ERR1913293.672158__1.672158	1262917__R5AYN8__BN456_00554
ERR1913293.672185__1.672185	454154__G5SQ56__HMPREF9441_01493
ERR1913293.672213__1.672213	1262917__R5AWS1__BN456_01932
ERR1913293.672284__1.672284	820__R9I324__HMPREF2141_02414
ERR1913293.672382__1.672382	28118__F9Z587__Odosp_2804
ERR1913293.672673__1.672673	651822__GCA_000210715.1_00753
ERR1913293.672685__1.672685	1262917__R5AJ42__BN456_01672
ERR1913293.672917__1.672917	357276__B6W1J2__BACDOR_03380
ERR1913293.672994__1.672994	1262802__R7I7C6__BN648_00745
ERR1913293.673006__1.673006	387090__S0F9K2__BACCOPRO_02271
ERR1913293.673073__1.673073	1262917__R5B0J7__BN456_01197
ERR1913293.673082__1.673082	166486__D4L378__hcaR
ERR1913293.673137__1.673137	45851__R5LYV2__BHV86_00590
ERR1913293.673107__1.673107	820__A0A174F0C1__nreB
ERR1913293.673182__1.673182	1262917__R5AYV2__BN456_00612
ERR1913293.673185__1.673185	1263000__R5EGP9__BN466_01419
ERR1913293.673450__1.673450	1262917__R5AML2__BN456_00473
ERR1913293.673513__1.673513	1262917__R5AV78__BN456_01458
ERR1913293.673532__1.673532	1262917__R5AQ15__BN456_01259
ERR1913293.673572__1.673572	1263000__R5EQI3__BN466_00125
ERR1913293.673586__1.673586	33039__A0A173VTT4__frdB_1
ERR1913293.673601__1.673601	40518__R5DT16__ysdC_2
ERR1913293.673689__1.673689	357276__A0A1Y3ZD00__B5F00_16730
ERR1913293.673701__1.673701	40518__R5DYF6__RBL263_01812
ERR1913293.673796__1.673796	1262917__R5ALP9__BN456_02079
ERR1913293.673859__1.673859	1262917__R5ALP9__BN456_02079
ERR1913293.673860__1.673860	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913293.673902__1.673902	853__E2ZJT1__C4N23_03535
ERR1913293.674267__1.674267	239935__A0A3F3K985__CXT98_05805
ERR1913293.674369__1.674369	820__A0A139KA34__B5G17_05520
ERR1913293.674378__1.674378	1262917__R5AQ31__BN456_01284
ERR1913293.674379__1.674379	853__A0A174BZY1__xerD_1
ERR1913293.674382__1.674382	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913293.674487__1.674487	1262917__R5AYV2__BN456_00612
ERR1913293.674592__1.674592	1897011__A0A1Q6RJW7__BHW41_00060
ERR1913293.674685__1.674685	820__A0A3E4XM43__DXC91_13960
ERR1913293.674800__1.674800	116085__D4J8F8__DW747_09060
ERR1913293.674845__1.674845	357276__I8VN48__ABI39_07855
ERR1913293.674858__1.674858	33043__A8SQU6__ERS852386_01237
ERR1913293.674954__1.674954	820__A0A173WUD7__DXB48_08055
ERR1913293.675038__1.675038	1262917__R5ANC5__BN456_00076
ERR1913293.675073__1.675073	820__A0A139JRS5__HMPREF1073_04025
ERR1913293.675173__1.675173	847__C3XBA9__OFBG_01513
ERR1913293.675506__1.675506	1262535__GeneID:16385027
ERR1913293.675662__1.675662	1262917__R5ARE2__BN456_00150
ERR1913293.675794__1.675794	820__A0A174TRB5__DXD40_11305
ERR1913293.675984__1.675984	821__A0A173XDD3__DXB82_17180
ERR1913293.676127__1.676127	33043__D5HFD3__ybbD
ERR1913293.676217__1.676217	1263000__R5EGY6__BN466_00973
ERR1913293.676140__1.676140	28118__F9Z857__DER54_07670
ERR1913293.676223__1.676223	1263000__R5EMU9__BN466_00667
ERR1913293.676290__1.676290	820__A7V9F9__B5G17_14640
ERR1913293.676292__1.676292	437898__GCF_000250875.1_01717
ERR1913293.676505__1.676505	1262911__R6GT76__BN557_01150
ERR1913293.676516__1.676516	1628085__A0A1C5ZCR8__C7386_10447
ERR1913293.676649__1.676649	820__A0A139KH21__DXC80_01780
ERR1913293.676705__1.676705	820__A0A174CG08__DXB62_13215
ERR1913293.676831__1.676831	820__A7V9F9__B5G17_14640
ERR1913293.677125__1.677125	39491__A0A395ZKJ0__DXD13_11010
ERR1913293.677187__1.677187	1263000__R5ENX5__BN466_00466
ERR1913293.677217__1.677217	39491__A0A395V5R3__EUBREC_1883
ERR1913293.677382__1.677382	1262917__R5AQ15__BN456_01259
ERR1913293.677914__1.677914	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913293.678511__1.678511	357276__I9RCD3__IY41_15070
ERR1913293.678554__1.678554	901__B6WXD6__DHV46_02215
ERR1913293.678622__1.678622	301301__A0A395VAZ8__RHOM_11660
ERR1913293.678784__1.678784	820__A0A3E4QZJ7__C801_01798
ERR1913293.679148__1.679148	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913293.679247__1.679247	301301__G2T207__cph2_5
ERR1913293.679457__1.679457	357276__A0A1Y3Z6X3__GV66_07715
ERR1913293.679433__1.679433	1381__group_1591
ERR1913293.679782__1.679782	820__A0A139KG04__ERS852459_01249
ERR1913293.679829__1.679829	1796613__A0A1C7GYD6__A4V03_03700
ERR1913293.679900__1.679900	1262992__R5DCV6__BN795_00412
ERR1913293.680027__1.680027	1262917__R5AJI0__BN456_01803
ERR1913293.680195__1.680195	1262917__R5AJ42__BN456_01672
ERR1913293.680275__1.680275	820__A0A174CG08__DXB62_13215
ERR1913293.680231__1.680231	39491__A0A395UZ82__EUR_31520
ERR1913293.680555__1.680555	1262917__R5AX17__BN456_01972
ERR1913293.680666__1.680666	28118__R6F5T0__Odosp_2509
ERR1913293.680730__1.680730	40518__R5DYU1__DXD86_01160
ERR1913293.680828__1.680828	820__A0A3E4QZJ7__C801_01798
ERR1913293.680996__1.680996	45851__D4RWC5__BHV86_07005
ERR1913293.680977__1.680977	40520__A0A174IJ62__DXC87_06795
ERR1913293.680981__1.680981	116085__D4JBZ2__DW747_00595
ERR1913293.681438__1.681438	458033__GCA_001482755.1_02203
ERR1913293.681581__1.681581	1262917__R5AYV2__BN456_00612
ERR1913293.681609__1.681609	572010__ppdK
ERR1913293.681610__1.681610	820__A7V092__hldE
ERR1913293.681804__1.681804	1262917__R5ANC5__BN456_00076
ERR1913293.682342__1.682342	1897011__A0A1Q6RI94__BHW41_01260
ERR1913293.682388__1.682388	45851__R5LTE7__BHV86_04805
ERR1913293.682491__1.682491	901__B6WY04__BHW59_00740
ERR1913293.682690__1.682690	487174__K0X7X4__DIT83_09125
ERR1913293.682768__1.682768	853__C7H1R8__DW905_06675
ERR1913293.682849__1.682849	28117__B0MTV5__BHV66_06415
ERR1913293.683055__1.683055	357276__A0A076IN30__DXD47_09350
ERR1913293.683072__1.683072	1262917__R5AJI3__BN456_01440
ERR1913293.683306__1.683306	39491__A0A395V1Y4__DXB99_08035
ERR1913293.683458__1.683458	28449__D3A2E7__NEISUBOT_03388
ERR1913293.683433__1.683433	853__A0A173XRA8__CGS56_09290
ERR1913293.683825__1.683825	39491__A0A173VYV1__DXC13_02710
ERR1913293.683923__1.683923	310297__B5D038__BACPLE_02359
ERR1913293.683906__1.683906	40518__R5DPI9__DXD83_07375
ERR1913293.684152__1.684152	820__R7E9Z4__DXC68_06065
ERR1913293.684235__1.684235	214856__R5UN64__ERS852447_02669
ERR1913293.684330__1.684330	46228__V8BRK8__RUMLAC_01169
ERR1913293.684388__1.684388	39491__A0A395ZKJ0__DXD13_11010
ERR1913293.684447__1.684447	1628085__A0A374VV54__C7386_11332
ERR1913293.684512__1.684512	901__B6WXN9__DESPIGER_1568
ERR1913293.684556__1.684556	944036__A0A196SHM8__AV274_2808
ERR1913293.684657__1.684657	39491__A0A395ZM93__DXD13_03490
ERR1913293.684821__1.684821	1796613__A0A1C7GZG2__ADH74_03485
ERR1913293.684923__1.684923	944036__A0A196SL42__AV274_0505
ERR1913293.685183__1.685183	39491__A0A396FMF1__EUR_28700
ERR1913293.685198__1.685198	29361__B6FKH5__CLONEX_00621
ERR1913293.685384__1.685384	820__A0A3E4WA06__ERS852554_03404
ERR1913293.685409__1.685409	1262917__R5ALK4__BN456_02039
ERR1913293.685531__1.685531	1262917__R5ARE2__BN456_00150
ERR1913293.685849__1.685849	45851__D4S200__BHV86_07815
ERR1913293.685885__1.685885	28117__B0MY40__BHV66_05170
ERR1913293.685899__1.685899	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.686056__1.686056	1263000__R5ES99__BN466_01121
ERR1913293.686175__1.686175	218139__GCA_002259595.1_00966
ERR1913293.686388__1.686388	239935__A0A2N8HZW2__A4V05_11120
ERR1913293.686592__1.686592	572010__feoB_2
ERR1913293.686561__1.686561	820__A0A3E4W6P0__gmhA
ERR1913293.686666__1.686666	1262917__R5AKS2__BN456_02142
ERR1913293.686673__1.686673	1262917__R5AXP5__BN456_02173
ERR1913293.686806__1.686806	853__A0A2A7A628__CGS57_13755
ERR1913293.686872__1.686872	1263030__R5CZV8__BN705_01159
ERR1913293.686955__1.686955	165179__A0A3E5DX15__DXC61_00345
ERR1913293.687022__1.687022	1262917__R5ALP9__BN456_02079
ERR1913293.687145__1.687145	454154__G5SWK6__HMPREF9441_03779
ERR1913293.687097__1.687097	1897011__A0A1Q6RI93__BHW41_01175
ERR1913293.687194__1.687194	1735__B7C934__EUBIFOR_00691
ERR1913293.687255__1.687255	820__A0A174KKV6__DXC07_02635
ERR1913293.687267__1.687267	901__B6WUN6__DHV46_11020
ERR1913293.687456__1.687456	45851__D4S1R7__BUTYVIB_02039
ERR1913293.687462__1.687462	944036__A0A196S587__AV274_6063
ERR1913293.687650__1.687650	487174__K0X3A6__HMPREF9448_02725
ERR1913293.687911__1.687911	1262917__R5AKS2__BN456_02142
ERR1913293.687995__1.687995	820__A0A174Q0F0__DXB48_08080
ERR1913293.688029__1.688029	1897011__A0A1Q6RHD3__BHW41_02220
ERR1913293.688128__1.688128	1262873__R6W6D9__BN605_02180
ERR1913293.688208__1.688208	1263000__R5EMW8__BN466_00256
ERR1913293.688336__1.688336	1263000__R5EXT3__BN466_02213
ERR1913293.688445__1.688445	820__A0A173WUD7__DXB48_08055
ERR1913293.688497__1.688497	33043__D5HH34__ERS852386_00170
ERR1913293.688630__1.688630	1262917__R5ALK4__BN456_02039
ERR1913293.688776__1.688776	40518__R5DUW7__DXD83_02105
ERR1913293.688816__1.688816	853__A0A173T6P2__DWZ46_14595
ERR1913293.688826__1.688826	820__A0A173XIP7__B5G17_16050
ERR1913293.688914__1.688914	45851__D4S288__BHV86_04325
ERR1913293.688963__1.688963	1897011__A0A1Q6RET2__BHW41_04000
ERR1913293.689190__1.689190	28118__R6FC74__DHW44_13330
ERR1913293.689231__1.689231	820__A0A1Y3V743__M093_0235
ERR1913293.689354__1.689354	39491__C4ZC33__DXC13_11585
ERR1913293.689447__1.689447	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.689605__1.689605	1262917__R5ARG0__BN456_01693
ERR1913293.689852__1.689852	1465754__A0A1H3XCQ8__SAMN05444145_101157
ERR1913293.689861__1.689861	1262992__R5D070__BN795_00072
ERR1913293.689976__1.689976	28117__B0MY41__BHV66_05165
ERR1913293.690023__1.690023	1262917__R5ASX8__BN456_01240
ERR1913293.690043__1.690043	46228__V8CB83__RUMLAC_02479
ERR1913293.690124__1.690124	1262917__R5ALP9__BN456_02079
ERR1913293.690525__1.690525	1262988__R7N324__BN816_01933
ERR1913293.690544__1.690544	820__A0A174A6K0__M093_0079
ERR1913293.690613__1.690613	45851__D4RYI3__BHV86_01630
ERR1913293.690790__1.690790	239935__A0A2N8IMD6__CXU03_05585
ERR1913293.690843__1.690843	69974__A0A090FEL8__MPL3365_630008
ERR1913293.691009__1.691009	239935__A0A2N8IF99__lpdA
ERR1913293.691095__1.691095	572010__nrdD
ERR1913293.691128__1.691128	1262917__R5AS71__BN456_00179
ERR1913293.691175__1.691175	1262992__R5CXM8__BN795_01024
ERR1913293.691479__1.691479	1262917__R5AXP5__BN456_02173
ERR1913293.691574__1.691574	357276__A6L053__ABI39_04450
ERR1913293.691893__1.691893	1263000__R5EMC8__BN466_00317
ERR1913293.692225__1.692225	46228__V8CAY6__HMPREF1202_00567
ERR1913293.692373__1.692373	1262917__R5AWQ2__BN456_01907
ERR1913293.692477__1.692477	328814__GCA_004558275.1_00035
ERR1913293.692726__1.692726	820__A0A1Y3V743__M093_0235
ERR1913293.692809__1.692809	1262736__R5Y3Z8__BN496_01484
ERR1913293.692817__1.692817	820__A0A173YYG4__evgS_3
ERR1913293.692865__1.692865	40518__R5DSI5__fieF
ERR1913293.692907__1.692907	239935__R6JAS2__CXU02_10725
ERR1913293.693110__1.693110	487174__K0X7X4__DIT83_09125
ERR1913293.693080__1.693080	853__D4KAK8__C4N21_13380
ERR1913293.693085__1.693085	820__A0A078S4C2__ERS417307_00828
ERR1913293.693065__1.693065	853__E2ZGD9__C7J97_11715
ERR1913293.693185__1.693185	39491__A0A173TAZ5__DXB99_09520
ERR1913293.693190__1.693190	901__B6WX96__DHV46_02375
ERR1913293.693301__1.693301	40518__R5DR39__mreB_2
ERR1913293.693369__1.693369	1262917__R5AQX1__BN456_00592
ERR1913293.693480__1.693480	301301__A0A395V8E1__RHOM_11160
ERR1913293.693822__1.693822	394340__carB
ERR1913293.693852__1.693852	28118__F9Z6J0__DHW44_06845
ERR1913293.693889__1.693889	454155__F3QT57__HMPREF9442_01374
ERR1913293.693939__1.693939	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913293.694043__1.694043	239935__A0A2N8I390__CXU16_10675
ERR1913293.694134__1.694134	1465754__A0A1H4B4F0__SAMN05444145_103231
ERR1913293.694193__1.694193	1263000__R5EMW8__BN466_00256
ERR1913293.694355__1.694355	1263000__R5F0Q6__BN466_00318
ERR1913293.694397__1.694397	1263000__R5EHB0__BN466_01647
